,CSCO
2013-11-26,112285740000
2013-11-27,112603380000
2013-11-29,112497500000
2013-12-02,111650460000
2013-12-03,112550440000
2013-12-04,112497500000
2013-12-05,110697540000
2013-12-06,112656320000
2013-12-09,112338680000
2013-12-10,112285740000
2013-12-11,110538720000
2013-12-12,108579940000
2013-12-13,107150559999
2013-12-16,109479920000
2013-12-17,110750480000
2013-12-18,111174000000
2013-12-19,111544580000
2013-12-20,111862220000
2013-12-23,114191580000
2013-12-24,114826860000
2013-12-26,115409200000
2013-12-27,116573880000
2013-12-30,117791500000
2013-12-31,118744420000
2014-01-02,116468000000
2014-01-03,116362120000
2014-01-06,116520940000
2014-01-07,118109140000
2014-01-08,118003260000
2014-01-09,116944460000
2014-01-10,117632680000
2014-01-13,117473860000
2014-01-14,118638540000
2014-01-15,120597320000
2014-01-16,120597320000
2014-01-17,120385559999
2014-01-21,120862019999
2014-01-22,120914960000
2014-01-23,119432640000
2014-01-24,117526800000
2014-01-27,113146000000
2014-01-28,111860250000
2014-01-29,111345950000
2014-01-30,113043140000
2014-01-31,112683130000
2014-02-03,110831650000
2014-02-04,112117400000
2014-02-05,113043140000
2014-02-06,115666069999
2014-02-07,116591810000
2014-02-10,117414689999
2014-02-11,116797530000
2014-02-12,117517550000
2014-02-13,114534610000
2014-02-14,116026080000
2014-02-18,115254630000
2014-02-19,114586040000
2014-02-20,114688900000
2014-02-21,113814590000
2014-02-24,113763160000
2014-02-25,112323120000
2014-02-26,112785990000
2014-02-27,112734560000
2014-02-28,112117400000
2014-03-03,110934510000
2014-03-04,112220260000
2014-03-05,112477410000
2014-03-06,112220260000
2014-03-07,111757390000
2014-03-10,111551670000
2014-03-11,111140230000
2014-03-12,112220260000
2014-03-13,110677360000
2014-03-14,109803050000
2014-03-17,110625930000
2014-03-18,111243090000
2014-03-19,111243090000
2014-03-20,112271689999
2014-03-21,111294520000
2014-03-24,110934510000
2014-03-25,114894620000
2014-03-26,114791760000
2014-03-27,113248860000
2014-03-28,114843189999
2014-03-31,115306060000
2014-04-01,118803300000
2014-04-02,118237569999
2014-04-03,118751870000
2014-04-04,116797530000
2014-04-07,117517550000
2014-04-08,117980420000
2014-04-09,118906160000
2014-04-10,116488950000
2014-04-11,115511780000
2014-04-14,117517550000
2014-04-15,117723270000
2014-04-16,118443290000
2014-04-17,119369030000
2014-04-21,120346200000
2014-04-22,120963360000
2014-04-23,120860500000
2014-04-24,119986189999
2014-04-25,118289000000
2014-04-28,117931460000
2014-04-29,118648680000
2014-04-30,118392530000
2014-05-01,117880230000
2014-05-02,117521620000
2014-05-05,117624080000
2014-05-06,116394560000
2014-05-07,117163010000
2014-05-08,117931460000
2014-05-09,117931460000
2014-05-12,118802370000
2014-05-13,117111780000
2014-05-14,116855630000
2014-05-15,123874140000
2014-05-16,124847510000
2014-05-19,124745050000
2014-05-20,123566760000
2014-05-21,125411040000
2014-05-22,124898740000
2014-05-23,125615960000
2014-05-27,126589330000
2014-05-28,127152860000
2014-05-29,126435640000
2014-05-30,126128260000
2014-06-02,126947940000
2014-06-03,126435640000
2014-06-04,125513500000
2014-06-05,126538100000
2014-06-06,127204089999
2014-06-09,127050400000
2014-06-10,128075000000
2014-06-11,128279920000
2014-06-12,126333180000
2014-06-13,126538100000
2014-06-16,125667190000
2014-06-17,125513500000
2014-06-18,126179490000
2014-06-19,126589330000
2014-06-20,127204089999
2014-06-23,126538100000
2014-06-24,125667190000
2014-06-25,126640560000
2014-06-26,126281950000
2014-06-27,126538100000
2014-06-30,127306550000
2014-07-01,128484839999
2014-07-02,128228690000
2014-07-03,129048370000
2014-07-07,129253290000
2014-07-08,128433610000
2014-07-09,130329120000
2014-07-10,130329120000
2014-07-11,130738960000
2014-07-14,130329120000
2014-07-15,131507410000
2014-07-16,133095540000
2014-07-17,131302490000
2014-07-18,132736930000
2014-07-21,132429550000
2014-07-22,132941850000
2014-07-23,131558640000
2014-07-24,132327089999
2014-07-25,133044310000
2014-07-28,132503040000
2014-07-29,131429520000
2014-07-30,131020560000
2014-07-31,128975760000
2014-08-01,127800000000
2014-08-04,128669040000
2014-08-05,127646640000
2014-08-06,127442160000
2014-08-07,127084320000
2014-08-08,127953360000
2014-08-11,128975760000
2014-08-12,128566800000
2014-08-13,128822400000
2014-08-14,125448480000
2014-08-15,124886160000
2014-08-18,125908560000
2014-08-19,125959680000
2014-08-20,126317520000
2014-08-21,127237680000
2014-08-22,126010800000
2014-08-25,126266400000
2014-08-26,126828720000
2014-08-27,126777600000
2014-08-28,127033200000
2014-08-29,127748879999
2014-09-02,127186560000
2014-09-03,128004480000
2014-09-04,127339920000
2014-09-05,127800000000
2014-09-08,127544400000
2014-09-09,127084320000
2014-09-10,127442160000
2014-09-11,128720160000
2014-09-12,128617920000
2014-09-15,128106720000
2014-09-16,128924640000
2014-09-17,128873520000
2014-09-18,128924640000
2014-09-19,128822400000
2014-09-22,127646640000
2014-09-23,126266400000
2014-09-24,127697760000
2014-09-25,125448480000
2014-09-26,127800000000
2014-09-29,128413440000
2014-09-30,128669040000
2014-10-01,127953360000
2014-10-02,128106720000
2014-10-03,129384720000
2014-10-06,127851120000
2014-10-07,125959680000
2014-10-08,126061920000
2014-10-09,123659280000
2014-10-10,119314080000
2014-10-13,117218160000
2014-10-14,117882720000
2014-10-15,117371520000
2014-10-16,116655840000
2014-10-17,118854000000
2014-10-20,117218160000
2014-10-21,120183120000
2014-10-22,118905120000
2014-10-23,120489840000
2014-10-24,121563360000
2014-10-27,121579920000
2014-10-28,123166190000
2014-10-29,123319700000
2014-10-30,123217359999
2014-10-31,125212990000
2014-11-03,125775859999
2014-11-04,127310960000
2014-11-05,128692550000
2014-11-06,129255420000
2014-11-07,129613609999
2014-11-10,128692550000
2014-11-11,128692550000
2014-11-12,128487870000
2014-11-13,131404560000
2014-11-14,134679440000
2014-11-17,135446990000
2014-11-18,136112200000
2014-11-19,136061030000
2014-11-20,137186770000
2014-11-21,137544960000
2014-11-24,138312510000
2014-11-25,139591760000
2014-11-26,140359310000
2014-11-28,141433880000
2014-12-01,141178030000
2014-12-02,142354940000
2014-12-03,143020150000
2014-12-04,142099090000
2014-12-05,140717500000
2014-12-08,139335910000
2014-12-09,140308140000
2014-12-10,137493790000
2014-12-11,138107830000
2014-12-12,137442620000
2014-12-15,136521560000
2014-12-16,136061030000
2014-12-17,137186770000
2014-12-18,141485050000
2014-12-19,142099090000
2014-12-22,144401740000
2014-12-23,144555250000
2014-12-24,144811100000
2014-12-26,145066950000
2014-12-29,145629820000
2014-12-30,145118120000
2014-12-31,142354940000
2015-01-02,141280370000
2015-01-05,138466020000
2015-01-06,138414850000
2015-01-07,139694100000
2015-01-08,140768670000
2015-01-09,142201430000
2015-01-12,143531850000
2015-01-13,143787700000
2015-01-14,142866640000
2015-01-15,140256970000
2015-01-16,141638560000
2015-01-20,143634190000
2015-01-21,142457280000
2015-01-22,145834500000
2015-01-23,144350570000
2015-01-26,142702940000
2015-01-27,137243800000
2015-01-28,136784620000
2015-01-29,138876440000
2015-01-30,134539740000
2015-02-02,136886659999
2015-02-03,138366240000
2015-02-04,136172380000
2015-02-05,139080520000
2015-02-06,138978480000
2015-02-09,138366240000
2015-02-10,140253980000
2015-02-11,137396860000
2015-02-12,150304920000
2015-02-13,150151860000
2015-02-17,149539620000
2015-02-18,150457980000
2015-02-19,149539620000
2015-02-20,151070220000
2015-02-23,151172260000
2015-02-24,151172260000
2015-02-25,150457980000
2015-02-26,152600820000
2015-02-27,150560020000
2015-03-02,154029380000
2015-03-03,150713080000
2015-03-04,149641660000
2015-03-05,149488600000
2015-03-06,147600860000
2015-03-09,149794720000
2015-03-10,146223320000
2015-03-11,144182520000
2015-03-12,144080480000
2015-03-13,142549880000
2015-03-16,144386600000
2015-03-17,143621300000
2015-03-18,143621300000
2015-03-19,144182520000
2015-03-20,145100880000
2015-03-23,144947820000
2015-03-24,142856000000
2015-03-25,140100920000
2015-03-26,138213180000
2015-03-27,138417260000
2015-03-30,141070300000
2015-03-31,140458060000
2015-04-01,139029500000
2015-04-02,138417260000
2015-04-06,138876440000
2015-04-07,139743780000
2015-04-08,140560100000
2015-04-09,140968260000
2015-04-10,143060080000
2015-04-13,142753960000
2015-04-14,141886620000
2015-04-15,144131500000
2015-04-16,145917200000
2015-04-17,142447840000
2015-04-20,145304960000
2015-04-21,146376380000
2015-04-22,146019240000
2015-04-23,146325360000
2015-04-24,147039640000
2015-04-27,146934540000
2015-04-28,149121520000
2015-04-29,147748300000
2015-04-30,146629380000
2015-05-01,148155180000
2015-05-04,148358620000
2015-05-05,146934540000
2015-05-06,147341420000
2015-05-07,146527660000
2015-05-08,148663780000
2015-05-11,148562060000
2015-05-12,148663780000
2015-05-13,149274100000
2015-05-14,147748300000
2015-05-15,150291300000
2015-05-18,151359360000
2015-05-19,151257640000
2015-05-20,150647320000
2015-05-21,149680980000
2015-05-22,148816360000
2015-05-26,147239700000
2015-05-27,149070660000
2015-05-28,149274100000
2015-05-29,149070660000
2015-06-01,148409480000
2015-06-02,147900880000
2015-06-03,147951740000
2015-06-04,145510460000
2015-06-05,145357880000
2015-06-08,143832080000
2015-06-09,143628640000
2015-06-10,145764760000
2015-06-11,146781960000
2015-06-12,145154440000
2015-06-15,144849280000
2015-06-16,146019060000
2015-06-17,147137980000
2015-06-18,148562060000
2015-06-19,147646580000
2015-06-22,147188840000
2015-06-23,146425940000
2015-06-24,145001860000
2015-06-25,144442400000
2015-06-26,143832080000
2015-06-29,140068440000
2015-06-30,139661560000
2015-07-01,139102100000
2015-07-02,139000380000
2015-07-06,138440920000
2015-07-07,139152960000
2015-07-08,137271139999
2015-07-09,136864260000
2015-07-10,138746080000
2015-07-13,141339940000
2015-07-14,142560580000
2015-07-15,142967460000
2015-07-16,144035520000
2015-07-17,143323480000
2015-07-20,142560580000
2015-07-21,141594240000
2015-07-22,140017580000
2015-07-23,142458860000
2015-07-24,144442400000
2015-07-27,143306800000
2015-07-28,143306800000
2015-07-29,144272000000
2015-07-30,143764000000
2015-07-31,144373600000
2015-08-03,144068800000
2015-08-04,142392400000
2015-08-05,143611600000
2015-08-06,143306800000
2015-08-07,143002000000
2015-08-10,145237200000
2015-08-11,142341600000
2015-08-12,141732000000
2015-08-13,145796000000
2015-08-14,147472400000
2015-08-17,146456400000
2015-08-18,143510000000
2015-08-19,141224000000
2015-08-20,137363200000
2015-08-21,134467600000
2015-08-24,127965200000
2015-08-25,125069600000
2015-08-26,130454400000
2015-08-27,132943600000
2015-08-28,132080000000
2015-08-31,131470400000
2015-09-01,127609600000
2015-09-02,130302000000
2015-09-03,131572000000
2015-09-04,129641600000
2015-09-08,133604000000
2015-09-09,131775200000
2015-09-10,133400800000
2015-09-11,132181600000
2015-09-14,130556000000
2015-09-15,131978400000
2015-09-16,132435600000
2015-09-17,131470400000
2015-09-18,129743200000
2015-09-21,129743200000
2015-09-22,127711200000
2015-09-23,128422400000
2015-09-24,129082800000
2015-09-25,132232400000
2015-09-28,130352800000
2015-09-29,130251200000
2015-09-30,133350000000
2015-10-01,130708400000
2015-10-02,130860800000
2015-10-05,136398000000
2015-10-06,138328400000
2015-10-07,139903200000
2015-10-08,141782800000
2015-10-09,141782800000
2015-10-12,142036800000
2015-10-13,141478000000
2015-10-14,141325600000
2015-10-15,143002000000
2015-10-16,143510000000
2015-10-19,143510000000
2015-10-20,144780000000
2015-10-21,143662400000
2015-10-22,147370800000
2015-10-23,149098000000
2015-10-26,146776500000
2015-10-27,147283500000
2015-10-28,148855200000
2015-10-29,147739800000
2015-10-30,146269500000
2015-11-02,145863900000
2015-11-03,145052700000
2015-11-04,144342900000
2015-11-05,144140100000
2015-11-06,144241500000
2015-11-09,142872600000
2015-11-10,141858600000
2015-11-11,141047400000
2015-11-12,141098100000
2015-11-13,132884700000
2015-11-16,135825300000
2015-11-17,135926700000
2015-11-18,137498400000
2015-11-19,138765900000
2015-11-20,139779900000
2015-11-23,139070100000
2015-11-24,138258900000
2015-11-25,138106800000
2015-11-27,138512400000
2015-11-30,138157500000
2015-12-01,139779900000
2015-12-02,139120800000
2015-12-03,136636500000
2015-12-04,139323600000
2015-12-07,139374300000
2015-12-08,137650500000
2015-12-09,135521100000
2015-12-10,135723900000
2015-12-11,132631200000
2015-12-14,134304299999
2015-12-15,136129500000
2015-12-16,138106800000
2015-12-17,135470400000
2015-12-18,133188900000
2015-12-21,135064800000
2015-12-22,136332300000
2015-12-23,138918000000
2015-12-24,138816600000
2015-12-28,138461700000
2015-12-29,140793900000
2015-12-30,139577100000
2015-12-31,137701200000
2016-01-04,133898700000
2016-01-05,133290300000
2016-01-06,131870700000
2016-01-07,128828700000
2016-01-08,125634600000
2016-01-11,128118900000
2016-01-12,128524500000
2016-01-13,124722000000
2016-01-14,125026200000
2016-01-15,119753400000
2016-01-19,120919500000
2016-01-20,116103000000
2016-01-21,116103000000
2016-01-22,118485900000
2016-01-25,116591440000
2016-01-26,119359040000
2016-01-27,117899760000
2016-01-28,116289520000
2016-01-29,119711280000
2016-02-01,118151360000
2016-02-02,114880559999
2016-02-03,116239200000
2016-02-04,118453280000
2016-02-05,115182480000
2016-02-08,115383760000
2016-02-09,113974800000
2016-02-10,113270320000
2016-02-11,124189760000
2016-02-12,126353520000
2016-02-16,130026880000
2016-02-17,133146720000
2016-02-18,132995760000
2016-02-19,133599600000
2016-02-22,134002160000
2016-02-23,131435840000
2016-02-24,132442240000
2016-02-25,133851200000
2016-02-26,132895120000
2016-02-29,131737760000
2016-03-01,135008559999
2016-03-02,135360800000
2016-03-03,135209840000
2016-03-04,134857600000
2016-03-07,136568480000
2016-03-08,136115600000
2016-03-09,138933520000
2016-03-10,137776160000
2016-03-11,140191520000
2016-03-14,139386400000
2016-03-15,139185120000
2016-03-16,140292160000
2016-03-17,141852080000
2016-03-18,142556560000
2016-03-21,141852080000
2016-03-22,142304960000
2016-03-23,140040560000
2016-03-24,140694720000
2016-03-28,140392800000
2016-03-29,141399200000
2016-03-30,143210720000
2016-03-31,143261040000
2016-04-01,144368080000
2016-04-04,141600480000
2016-04-05,138782560000
2016-04-06,140896000000
2016-04-07,138883200000
2016-04-08,139336080000
2016-04-11,138983840000
2016-04-12,139084480000
2016-04-13,142053360000
2016-04-14,142154000000
2016-04-15,140392800000
2016-04-18,141852080000
2016-04-19,142556560000
2016-04-20,143110080000
2016-04-21,142103680000
2016-04-22,141650800000
2016-04-25,142053360000
2016-04-26,143160400000
2016-04-27,144116480000
2016-04-28,140694720000
2016-04-29,138329680000
2016-05-02,137725840000
2016-05-03,135159520000
2016-05-04,133046080000
2016-05-05,131888720000
2016-05-06,133498960000
2016-05-09,133398320000
2016-05-10,136014960000
2016-05-11,134354400000
2016-05-12,134203440000
2016-05-13,133498960000
2016-05-16,135713040000
2016-05-17,134102800000
2016-05-18,134455040000
2016-05-19,138732240000
2016-05-20,140745040000
2016-05-23,140594080000
2016-05-24,143261040000
2016-05-25,145525440000
2016-05-26,145424800000
2016-05-27,145525440000
2016-05-31,146179600000
2016-06-01,145424800000
2016-06-02,146330560000
2016-06-03,146582160000
2016-06-06,146431200000
2016-06-07,146280240000
2016-06-08,146632480000
2016-06-09,146632480000
2016-06-10,146078960000
2016-06-13,145122880000
2016-06-14,145726720000
2016-06-15,144166800000
2016-06-16,145273840000
2016-06-17,145676400000
2016-06-20,144921600000
2016-06-21,144770640000
2016-06-22,144519040000
2016-06-23,147035040000
2016-06-24,139638000000
2016-06-27,137423920000
2016-06-28,139839280000
2016-06-29,142204320000
2016-06-30,144368080000
2016-07-01,144921600000
2016-07-05,142556560000
2016-07-06,144519040000
2016-07-07,144619680000
2016-07-08,147236320000
2016-07-11,148091760000
2016-07-12,148997520000
2016-07-13,149702000000
2016-07-14,149752320000
2016-07-15,150054240000
2016-07-18,150507120000
2016-07-19,150557440000
2016-07-20,154130160000
2016-07-21,153878560000
2016-07-22,154532720000
2016-07-25,154935280000
2016-07-26,155388160000
2016-07-27,154784320000
2016-07-28,153576640000
2016-07-29,153626960000
2016-08-01,154479710000
2016-08-02,153926740000
2016-08-03,154429440000
2016-08-04,154831600000
2016-08-05,156038080000
2016-08-08,155887270000
2016-08-09,155535380000
2016-08-10,155082950000
2016-08-11,155585650000
2016-08-12,155183490000
2016-08-15,156792130000
2016-08-16,156440240000
2016-08-17,154429440000
2016-08-18,153222960000
2016-08-19,153424040000
2016-08-22,153977010000
2016-08-23,155736460000
2016-08-24,156138620000
2016-08-25,157294830000
2016-08-26,157596450000
2016-08-29,158752660000
2016-08-30,158551580000
2016-08-31,158048880000
2016-09-01,158752660000
2016-09-02,160009410000
2016-09-06,160210490000
2016-09-07,159808330000
2016-09-08,158199690000
2016-09-09,155082950000
2016-09-12,158048880000
2016-09-13,156138620000
2016-09-14,155837000000
2016-09-15,157395370000
2016-09-16,155032680000
2016-09-19,155937540000
2016-09-20,156339700000
2016-09-21,157646720000
2016-09-22,159154820000
2016-09-23,157546180000
2016-09-26,156188890000
2016-09-27,158249960000
2016-09-28,158350500000
2016-09-29,157797530000
2016-09-30,159456440000
2016-10-03,158350500000
2016-10-04,157596450000
2016-10-05,158802930000
2016-10-06,158249960000
2016-10-07,158199690000
2016-10-10,158199690000
2016-10-11,156038080000
2016-10-12,152519180000
2016-10-13,151664590000
2016-10-14,151714860000
2016-10-17,151915940000
2016-10-18,153021880000
2016-10-19,152569450000
2016-10-20,151614320000
2016-10-21,151564050000
2016-10-24,153122420000
2016-10-25,152519180000
2016-10-26,153574850000
2016-10-27,152720260000
2016-10-28,153775930000
2016-10-31,153860200000
2016-11-01,152857200000
2016-11-02,152405850000
2016-11-03,152054800000
2016-11-04,151402850000
2016-11-07,155164100000
2016-11-08,155465000000
2016-11-09,157270400000
2016-11-10,155465000000
2016-11-11,157270400000
2016-11-14,157320550000
2016-11-15,158975500000
2016-11-16,158323550000
2016-11-17,150700750000
2016-11-18,151352700000
2016-11-21,150700750000
2016-11-22,149898350000
2016-11-23,148995650000
2016-11-25,150901350000
2016-11-28,150048800000
2016-11-29,149597450000
2016-11-30,149547300000
2016-12-01,147691750000
2016-12-02,146688750000
2016-12-05,148092950000
2016-12-06,147089950000
2016-12-07,150199250000
2016-12-08,150199250000
2016-12-09,150750900000
2016-12-12,151302550000
2016-12-13,153408850000
2016-12-14,152756900000
2016-12-15,153609450000
2016-12-16,153408850000
2016-12-19,154211250000
2016-12-20,153258400000
2016-12-21,152556300000
2016-12-22,152756900000
2016-12-23,153107950000
2016-12-27,153860200000
2016-12-28,152556300000
2016-12-29,152756900000
2016-12-30,151553300000
2017-01-03,153158100000
2017-01-04,150951500000
2017-01-05,151302550000
2017-01-06,151603450000
2017-01-09,151352700000
2017-01-10,152355700000
2017-01-11,151202250000
2017-01-12,150650600000
2017-01-13,150801050000
2017-01-17,150399850000
2017-01-18,150600450000
2017-01-19,150349700000
2017-01-20,150951500000
2017-01-23,151804050000
2017-01-24,153459000000
2017-01-25,153960500000
2017-01-26,154161100000
2017-01-27,155364700000
2017-01-30,154304150000
2017-01-31,153753600000
2017-02-01,152652500000
2017-02-02,156055900000
2017-02-03,156756600000
2017-02-06,156656500000
2017-02-07,157407250000
2017-02-08,156506350000
2017-02-09,157657500000
2017-02-10,157707550000
2017-02-13,160009850000
2017-02-14,161711550000
2017-02-15,164264100000
2017-02-16,168168000000
2017-02-17,168868700000
2017-02-21,170820650000
2017-02-22,170620450000
2017-02-23,170370200000
2017-02-24,171771600000
2017-02-27,171471300000
2017-02-28,171070900000
2017-03-01,172372200000
2017-03-02,172121950000
2017-03-03,171621450000
2017-03-06,171120950000
2017-03-07,171171000000
2017-03-08,170270100000
2017-03-09,170520350000
2017-03-10,171471300000
2017-03-13,170670500000
2017-03-14,170770600000
2017-03-15,171371200000
2017-03-16,171321149999
2017-03-17,171321149999
2017-03-20,171571400000
2017-03-21,169569400000
2017-03-22,170670500000
2017-03-23,169969800000
2017-03-24,170570400000
2017-03-27,170119950000
2017-03-28,170270100000
2017-03-29,168868700000
2017-03-30,168868700000
2017-03-31,169169000000
2017-04-03,168067900000
2017-04-04,167217049999
2017-04-05,165165000000
2017-04-06,165565400000
2017-04-07,164964800000
2017-04-10,165215050000
2017-04-11,164764600000
2017-04-12,163263100000
2017-04-13,162262100000
2017-04-17,163213050000
2017-04-18,163513350000
2017-04-19,163413250000
2017-04-20,164314150000
2017-04-21,164264100000
2017-04-24,166566400000
2017-04-25,167267100000
2017-04-26,167167000000
2017-04-27,168918750000
2017-04-28,170520350000
2017-05-01,169680150000
2017-05-02,171028800000
2017-05-03,171078750000
2017-05-04,170729100000
2017-05-05,171778050000
2017-05-08,171278550000
2017-05-09,169330500000
2017-05-10,168531300000
2017-05-11,167981850000
2017-05-12,167082750000
2017-05-15,170978849999
2017-05-16,171328500000
2017-05-17,168930900000
2017-05-18,156743100000
2017-05-19,155893950000
2017-05-22,157792050000
2017-05-23,158641200000
2017-05-24,157292550000
2017-05-25,157042800000
2017-05-26,157342500000
2017-05-30,158241600000
2017-05-31,157492350000
2017-06-01,158940900000
2017-06-02,159740100000
2017-06-05,158641200000
2017-06-06,157642200000
2017-06-07,157891950000
2017-06-08,157891950000
2017-06-09,156693150000
2017-06-12,156093750000
2017-06-13,158341500000
2017-06-14,157842000000
2017-06-15,157742100000
2017-06-16,157991850000
2017-06-19,159790050000
2017-06-20,159090750000
2017-06-21,159040800000
2017-06-22,159090750000
2017-06-23,160289550000
2017-06-26,161038800000
2017-06-27,158641200000
2017-06-28,160239600000
2017-06-29,156892950000
2017-06-30,156343500000
2017-07-03,156493350000
2017-07-05,155394450000
2017-07-06,153446400000
2017-07-07,154345500000
2017-07-10,154745100000
2017-07-11,155294550000
2017-07-12,155644200000
2017-07-13,156193650000
2017-07-14,156942900000
2017-07-17,157342500000
2017-07-18,157392450000
2017-07-19,159340500000
2017-07-20,159140700000
2017-07-21,159040800000
2017-07-24,159140700000
2017-07-25,160439400000
2017-07-26,158141700000
2017-07-27,157692150000
2017-07-28,157442400000
2017-07-31,155960550000
2017-08-01,156952350000
2017-08-02,156307680000
2017-08-03,156506040000
2017-08-04,157696200000
2017-08-07,157894560000
2017-08-08,157051530000
2017-08-09,156803580000
2017-08-10,153729000000
2017-08-11,156059730000
2017-08-14,157894560000
2017-08-15,159134310000
2017-08-16,160374060000
2017-08-17,153927360000
2017-08-18,150604830000
2017-08-21,152142120000
2017-08-22,155067930000
2017-08-23,153332280000
2017-08-24,154919160000
2017-08-25,155910960000
2017-08-28,156406860000
2017-08-29,156109320000
2017-08-30,158638410000
2017-08-31,159729390000
2017-09-01,160175700000
2017-09-05,156803580000
2017-09-06,158043330000
2017-09-07,157497840000
2017-09-08,156109320000
2017-09-11,159630210000
2017-09-12,160721189999
2017-09-13,159580620000
2017-09-14,159630210000
2017-09-15,160869960000
2017-09-18,161266680000
2017-09-19,161117910000
2017-09-20,161663400000
2017-09-21,162159300000
2017-09-22,165481830000
2017-09-25,167217480000
2017-09-26,167415840000
2017-09-27,166027319999
2017-09-28,165382650000
2017-09-29,166771170000
2017-10-02,167366250000
2017-10-03,167862150000
2017-10-04,165828960000
2017-10-05,166572810000
2017-10-06,167366250000
2017-10-09,167415840000
2017-10-10,166374450000
2017-10-11,166572810000
2017-10-12,164936340000
2017-10-13,165977730000
2017-10-16,166324860000
2017-10-17,166622400000
2017-10-18,166374450000
2017-10-19,167366250000
2017-10-20,169845750000
2017-10-23,170341650000
2017-10-24,171482220000
2017-10-25,170093700000
2017-10-26,169944930000
2017-10-27,170738370000
2017-10-30,167612960000
2017-10-31,168154600000
2017-11-01,170468880000
2017-11-02,168450040000
2017-11-03,169730280000
2017-11-06,169434839999
2017-11-07,169385600000
2017-11-08,169878000000
2017-11-09,167662200000
2017-11-10,167366760000
2017-11-13,167169800000
2017-11-14,167612960000
2017-11-15,167957640000
2017-11-16,176673120000
2017-11-17,176771600000
2017-11-20,179726000000
2017-11-21,180464600000
2017-11-22,179479800000
2017-11-24,179676760000
2017-11-27,181547880000
2017-11-28,185782519999
2017-11-29,184551519999
2017-11-30,183665200000
2017-12-01,185142400000
2017-12-04,185733280000
2017-12-05,183714440000
2017-12-06,184206839999
2017-12-07,184157600000
2017-12-08,185191640000
2017-12-11,186915040000
2017-12-12,186668839999
2017-12-13,187850600000
2017-12-14,186619600000
2017-12-15,188047560000
2017-12-18,189475519999
2017-12-19,188589200000
2017-12-20,190755760000
2017-12-21,189721720000
2017-12-22,189820200000
2017-12-26,189475519999
2017-12-27,189869440000
2017-12-28,190017160000
2017-12-29,188589200000
2018-01-02,191346640000
2018-01-03,192873080000
2018-01-04,191986760000
2018-01-05,194645720000
2018-01-08,196664560000
2018-01-09,195433560000
2018-01-10,196516839999
2018-01-11,197452400000
2018-01-12,201243880000
2018-01-16,199618960000
2018-01-17,202868800000
2018-01-18,203361200000
2018-01-19,203311960000
2018-01-22,205133839999
2018-01-23,207300400000
2018-01-24,207645080000
2018-01-25,206315600000
2018-01-26,209565440000
2018-01-29,205294350000
2018-01-30,202419750000
2018-01-31,199018140000
2018-02-01,199784700000
2018-02-02,196095630000
2018-02-05,185794980000
2018-02-06,192454470000
2018-02-07,193268940000
2018-02-08,185747070000
2018-02-09,189388230000
2018-02-12,194514600000
2018-02-13,197532930000
2018-02-14,201653190000
2018-02-15,211187280000
2018-02-16,212385030000
2018-02-20,211091460000
2018-02-21,207498210000
2018-02-22,205725540000
2018-02-23,210804000000
2018-02-26,217319760000
2018-02-27,215786640000
2018-02-28,214540980000
2018-03-01,209845800000
2018-03-02,211091460000
2018-03-05,213295320000
2018-03-06,212193390000
2018-03-07,211762200000
2018-03-08,212432940000
2018-03-09,217367670000
2018-03-12,218230050000
2018-03-13,216361559999
2018-03-14,216936480000
2018-03-15,217176030000
2018-03-16,215642910000
2018-03-19,212097570000
2018-03-20,212576670000
2018-03-21,212289210000
2018-03-22,206348370000
2018-03-23,203234220000
2018-03-26,211091460000
2018-03-27,204479880000
2018-03-28,199593059999
2018-03-29,205485990000
2018-04-02,196478910000
2018-04-03,198251580000
2018-04-04,197389200000
2018-04-05,200359620000
2018-04-06,195137430000
2018-04-09,197245470000
2018-04-10,203665410000
2018-04-11,203282130000
2018-04-12,207641940000
2018-04-13,206013000000
2018-04-16,207450300000
2018-04-17,213630690000
2018-04-18,213822330000
2018-04-19,213486960000
2018-04-20,211235190000
2018-04-23,212001750000
2018-04-24,209558340000
2018-04-25,209414610000
2018-04-26,211810110000
2018-04-27,214205610000
2018-04-30,206922880000
2018-05-01,209445760000
2018-05-02,204913920000
2018-05-03,207623680000
2018-05-04,211641600000
2018-05-07,213650560000
2018-05-08,213557120000
2018-05-09,215098880000
2018-05-10,216313600000
2018-05-11,214584960000
2018-05-14,213510400000
2018-05-15,212482560000
2018-05-16,210987519999
2018-05-17,203045120000
2018-05-18,201877120000
2018-05-21,204400000000
2018-05-22,203932800000
2018-05-23,204072960000
2018-05-24,203559040000
2018-05-25,202110720000
2018-05-29,200755840000
2018-05-30,200195200000
2018-05-31,199541120000
2018-06-01,203979519999
2018-06-04,203605760000
2018-06-05,204026240000
2018-06-06,206782720000
2018-06-07,203932800000
2018-06-08,203138560000
2018-06-11,204119680000
2018-06-12,205287680000
2018-06-13,205614720000
2018-06-14,208791680000
2018-06-15,206736000000
2018-06-18,206549120000
2018-06-19,204727040000
2018-06-20,204353280000
2018-06-21,201643519999
2018-06-22,201830400000
2018-06-25,197578880000
2018-06-26,198793600000
2018-06-27,197765760000
2018-06-28,200615680000
2018-06-29,201036160000
2018-07-02,200008320000
2018-07-03,199354240000
2018-07-05,198840320000
2018-07-06,199541120000
2018-07-09,199354240000
2018-07-10,200241920000
2018-07-11,198887040000
2018-07-12,203605760000
2018-07-13,195196160000
2018-07-16,198560000000
