,ORLY
2018-08-16,26478024220
2018-08-17,26592466280
2018-08-20,26604555230
2018-08-21,26593272210
2018-08-22,26487695380
2018-08-23,26728668450
2018-08-24,26649687310
2018-08-27,26602137440
2018-08-28,26759293789
2018-08-29,26818932610
2018-08-30,26557811289
2018-08-31,27032504060
2018-09-04,27706261539
2018-09-05,27470929980
2018-09-06,27780407100
2018-09-07,27894849160
2018-09-10,27876312770
2018-09-11,28023797960
2018-09-12,27720768280
2018-09-13,27547493330
2018-09-14,27299266890
2018-09-17,27132439380
2018-09-18,27440304640
2018-09-19,27636145630
2018-09-20,27767512220
2018-09-21,27765094430
2018-09-24,27647428650
2018-09-25,27748975830
2018-09-26,27862611960
2018-09-27,27877118700
2018-09-28,27991560760
2018-10-01,27602234279
2018-10-02,27307676339
2018-10-03,27420231000
2018-10-04,27096137440
2018-10-05,27206297320
2018-10-08,27487284839
2018-10-09,27584672560
2018-10-10,26857457700
2018-10-11,26370519100
2018-10-12,27104120040
2018-10-15,27423424040
2018-10-16,27721175020
2018-10-17,26724148279
2018-10-18,27017109700
2018-10-19,27130462620
2018-10-22,27525601320
2018-10-23,27167182580
2018-10-24,25770227580
2018-10-25,25907528300
2018-10-26,26029662080
2018-10-29,26277122680
2018-10-30,26380098220
2018-10-31,25604189500
2018-11-01,25593013860
2018-11-02,25961809980
2018-11-05,26124655020
2018-11-06,26625164040
2018-11-07,27310869380
2018-11-08,28213701440
2018-11-09,28317475240
2018-11-12,27892002660
2018-11-13,28539391520
2018-11-14,28320668279
2018-11-15,27619796000
2018-11-16,28146647600
2018-11-19,28277562240
2018-11-20,26827123820
2018-11-21,27586269080
2018-11-23,27989390380
2018-11-26,28018127740
2018-11-27,28184964080
2018-11-28,28647156620
2018-11-29,28326256100
2018-11-30,27682060279
2018-12-03,27646936839
2018-12-04,27654121180
2018-12-06,27173568660
2018-12-07,26458327700
2018-12-10,26985977560
2018-12-11,27345992820
2018-12-12,28228868380
2018-12-13,28303106560
2018-12-14,27793018420
2018-12-17,27215876440
2018-12-18,27468126600
2018-12-19,27171972140
2018-12-20,26557311940
2018-12-21,26388080820
2018-12-24,26135830660
2018-12-26,27496065700
2018-12-27,27389897120
2018-12-28,27308474600
2018-12-31,27024395720
2019-01-02,26774816600
2019-01-03,27165666920
2019-01-04,26827400880
2019-01-07,26660229960
2019-01-08,26376117880
2019-01-09,26962393360
2019-01-10,26954544960
2019-01-11,26584885320
2019-01-14,26774816600
2019-01-15,27010268600
2019-01-16,26998496000
2019-01-17,27329698480
2019-01-18,27587126000
2019-01-22,27112297800
2019-01-23,27304583600
2019-01-24,26679850960
2019-01-25,26483640960
2019-01-28,26344724280
2019-01-29,26624912160
2019-01-30,27130349120
2019-01-31,27050295440
2019-02-01,27214327000
2019-02-04,27953646280
2019-02-05,28113753640
2019-02-06,27753512080
2019-02-07,28682762640
2019-02-08,28272291320
2019-02-11,28778513120
2019-02-12,29705409160
2019-02-13,29621431280
2019-02-14,30063296200
2019-02-15,30451792000
2019-02-19,30180237360
2019-02-20,30104892720
2019-02-21,29863162000
2019-02-22,30137071160
2019-02-25,29444057440
2019-02-26,29670091360
2019-02-27,28878972640
2019-02-28,29192908640
2019-03-01,29124627559
2019-03-04,29076752320
2019-03-05,29415803200
2019-03-06,29224302240
2019-03-07,28992774440
2019-03-08,28576024400
2019-03-11,28751828559
2019-03-12,28686686840
2019-03-13,28829527720
2019-03-14,28894669440
2019-03-15,29040649680
2019-03-18,29494287200
2019-03-19,29369497640
2019-03-20,29469172320
2019-03-21,30185731240
2019-03-22,29533529200
2019-03-25,30286190760
2019-03-26,30191225120
2019-03-27,30364674760
2019-03-28,30488679480
2019-03-29,30475337200
2019-04-01,30388594020
2019-04-02,30605134290
2019-04-03,30765793200
2019-04-04,30896183040
2019-04-05,31132902690
2019-04-08,31199649870
2019-04-09,31038214830
2019-04-10,31434041130
2019-04-11,31654462050
2019-04-12,31535714160
2019-04-15,31718104710
2019-04-16,31704134370
2019-04-17,31376607510
2019-04-18,31003288980
2019-04-22,30525969030
2019-04-23,30708359580
2019-04-24,30789853230
2019-04-25,29492940000
2019-04-26,29489835480
2019-04-29,29104875000
2019-04-30,29381953410
2019-05-01,28992336150
2019-05-02,29572881389
2019-05-03,29166189270
2019-05-06,29163860880
2019-05-07,28629107310
2019-05-08,28543733010
2019-05-09,28514240070
2019-05-10,28312446270
2019-05-13,27540973050
2019-05-14,27460255530
2019-05-15,27428434200
2019-05-16,27364015410
2019-05-17,27398941260
2019-05-20,27474225870
2019-05-21,28145578320
2019-05-22,28609704060
2019-05-23,28417223820
2019-05-24,28472329050
2019-05-28,28662480900
2019-05-29,28494060690
2019-05-30,28896096030
2019-05-31,28823139810
2019-06-03,29044336860
2019-06-04,29097113700
2019-06-05,29484402570
2019-06-06,29574433650
2019-06-07,29668345380
2019-06-10,29883333389
2019-06-11,29570553000
2019-06-12,29858497230
2019-06-13,30080470410
2019-06-14,30110739480
2019-06-17,29791750050
2019-06-18,29906617290
2019-06-19,29414550870
2019-06-20,29172398310
2019-06-21,29203443510
2019-06-24,29142905370
2019-06-25,29062963980
2019-06-26,28576330470
2019-06-27,28528210410
2019-06-28,28664033160
2019-07-01,28514226480
2019-07-02,29180731480
2019-07-03,29419149840
2019-07-05,29405438880
2019-07-08,29422958440
2019-07-09,29342216120
2019-07-10,29646142400
2019-07-11,29971396840
2019-07-12,30608194760
2019-07-15,30714835560
2019-07-16,30891554600
2019-07-17,30441378080
2019-07-18,30711788680
2019-07-19,30226573040
2019-07-22,30071182159
2019-07-23,29889131080
2019-07-24,30202198000
2019-07-25,28640672000
2019-07-26,29234051880
2019-07-29,29693369040
2019-07-30,29200536200
2019-07-31,29003250720
2019-08-01,28549265600
2019-08-02,28178307960
2019-08-05,27697662640
2019-08-06,28454812320
2019-08-07,28628484480
2019-08-08,29066473480
2019-08-09,28816629320
2019-08-12,28247624480
2019-08-13,28453288880
2019-08-14,28140221960
2019-08-15,28597253960
2019-08-16,29070282080
2019-08-19,29384872440
2019-08-20,29192157280
2019-08-21,29250048000
2019-08-22,29111414960
2019-08-23,28742742480
2019-08-26,28842527800
2019-08-27,28710750240
2019-08-28,29228719840
2019-08-29,29359735680
2019-08-30,29231766720
2019-09-03,29239383920
2019-09-04,29601200920
2019-09-05,30208291760
2019-09-06,30448233560
2019-09-09,30668370640
2019-09-10,31053800960
2019-09-11,30832140440
2019-09-12,30004150800
2019-09-13,29771826200
2019-09-16,28978875680
2019-09-17,29826670040
2019-09-18,29744404280
2019-09-19,29701747960
2019-09-20,30381963920
2019-09-23,30307315360
2019-09-24,30062803240
2019-09-25,30071182159
2019-09-26,30176299520
2019-09-27,30048330560
2019-09-30,30172387630
2019-10-01,30335927710
2019-10-02,29561383720
2019-10-03,29327430550
2019-10-04,29575012060
2019-10-07,29448571350
2019-10-08,29348630190
2019-10-09,29931620290
2019-10-10,30194344400
2019-10-11,30387412550
2019-10-14,30390441070
2019-10-15,30569123750
2019-10-16,30871975750
2019-10-17,30828062210
2019-10-18,30527481600
2019-10-21,30472211110
2019-10-22,30315485200
2019-10-23,30325327889
2019-10-24,33109294900
2019-10-25,33203179020
2019-10-28,33479531470
2019-10-29,32885941550
2019-10-30,33063109970
2019-10-31,32973768630
2019-11-01,33087338130
2019-11-04,33047967370
2019-11-05,32838242360
2019-11-06,33376561790
2019-11-07,33333405380
2019-11-08,33255420990
2019-11-11,33309934350
2019-11-12,33306905830
2019-11-13,33437889320
2019-11-14,33555244470
2019-11-15,33709698990
2019-11-18,34062521570
2019-11-19,33659728410
2019-11-20,33215293100
2019-11-21,32930612220
2019-11-22,33181979380
2019-11-25,33162294000
2019-11-26,33486345639
2019-11-27,33742255580
2019-11-29,33486345639
2019-12-02,33795254680
2019-12-03,33210750320
2019-12-04,33471960170
2019-12-05,33392461520
2019-12-06,33735441410
2019-12-09,33293277490
2019-12-10,33457574700
2019-12-11,33665785450
2019-12-12,33404575600
2019-12-13,33415932550
2019-12-16,33353090760
2019-12-17,33593858100
2019-12-18,33354605020
2019-12-19,33514359450
2019-12-20,33401547080
2019-12-23,33117623330
2019-12-24,33300848790
2019-12-26,33244821170
2019-12-27,33102480730
2019-12-30,33125194630
2019-12-31,32879141720
2020-01-02,32823625440
2020-01-03,32915902500
2020-01-06,32609062520
2020-01-07,32167182940
2020-01-08,32402001800
2020-01-09,32812372140
2020-01-10,32773360700
2020-01-13,32672081000
2020-01-14,32897897220
2020-01-15,32870889300
2020-01-16,33089953540
2020-01-17,33060694960
2020-01-21,33054693200
2020-01-22,32687835620
2020-01-23,32713343100
2020-01-24,32317226940
2020-01-27,32020139820
2020-01-28,32113917320
2020-01-29,31819080860
2020-01-30,31500237360
2020-01-31,30466434200
2020-02-03,30476187060
2020-02-04,30578216980
2020-02-05,31449972620
2020-02-06,29868508860
2020-02-07,29085279180
2020-02-10,29356858820
2020-02-11,29240574720
2020-02-12,29443884340
2020-02-13,29453637200
2020-02-14,29325349580
2020-02-18,29707961780
2020-02-19,29419877300
2020-02-20,29647193960
2020-02-21,29371113000
2020-02-24,29091280940
2020-02-25,28309551700
2020-02-26,28335059180
2020-02-27,27793400340
2020-02-28,27662111840
2020-03-02,28387574580
2020-03-03,27320761740
2020-03-04,28298298400
2020-03-05,27107699260
2020-03-06,27614097760
2020-03-09,28030469860
2020-03-10,29522657440
2020-03-11,28084485700
2020-03-12,24779016380
2020-03-13,26580294600
2020-03-16,22480342300
2020-03-17,24572705880
2020-03-18,22035461840
2020-03-19,21796141659
2020-03-20,19788552940
2020-03-23,19574740240
2020-03-24,20790846860
2020-03-25,22425576240
2020-03-26,24512688280
2020-03-27,23514145460
2020-03-30,23871250180
2020-03-31,22339415250
2020-04-01,21315386250
2020-04-02,22520475450
2020-04-03,21918672900
2020-04-06,24742173150
2020-04-07,24952915350
2020-04-08,25231926149
2020-04-09,25410760200
2020-04-13,25817403600
2020-04-14,26442951750
2020-04-15,26260407450
2020-04-16,27283694400
2020-04-17,27716309550
2020-04-20,27727440300
2020-04-21,26587651500
2020-04-22,27326733300
2020-04-23,27791998649
2020-04-24,28555568100
2020-04-27,28902847500
2020-04-28,28531822500
2020-04-29,29015639100
2020-04-30,28668359700
2020-05-01,27928535850
2020-05-04,28807123050
2020-05-05,28968147900
2020-05-06,29515780800
2020-05-07,28676522250
2020-05-08,29868254550
2020-05-11,29600374500
2020-05-12,29259773550
2020-05-13,28931787450
2020-05-14,29578113000
2020-05-15,30210339600
2020-05-18,30415887450
2020-05-19,30407724899
2020-05-20,30209597550
2020-05-21,29999597399
2020-05-22,30052282950
2020-05-26,29616699600
2020-05-27,30815852399
2020-05-28,30656311650
2020-05-29,30961294200
2020-06-01,30988008000
2020-06-02,31146806700
2020-06-03,31236594750
2020-06-04,30709739250
2020-06-05,31366453500
2020-06-08,31146064650
2020-06-09,31406524200
2020-06-10,30904898400
2020-06-11,30343908600
2020-06-12,30450021750
2020-06-15,30847760550
2020-06-16,31629881250
2020-06-17,31635817650
2020-06-18,31606877700
2020-06-19,31327866900
2020-06-22,31975676550
2020-06-23,31721153400
2020-06-24,30714933600
2020-06-25,30988008000
2020-06-26,30829951350
2020-06-29,31343449950
2020-06-30,31168159720
2020-07-01,31494129280
2020-07-02,31624960600
2020-07-06,31476389440
2020-07-07,31205117720
2020-07-08,31080938840
2020-07-09,31001109560
2020-07-10,31100896160
2020-07-13,31029197640
2020-07-14,31628656400
2020-07-15,32000453880
2020-07-16,31907319720
2020-07-17,31912493840
2020-07-20,32387773720
2020-07-21,33001276520
2020-07-22,33319115320
2020-07-23,33103280600
2020-07-24,32696003440
2020-07-27,33295462200
2020-07-28,33265895800
2020-07-29,33688695320
2020-07-30,35518116320
2020-07-31,35286020080
2020-08-03,35020661640
2020-08-04,34953398080
2020-08-05,34631863480
2020-08-06,34450030120
2020-08-07,34384244880
2020-08-10,34086363400
2020-08-11,33559342320
2020-08-12,34260805160
2020-08-13,34100407440
2020-08-14,34263761800
2020-08-17,34700605360
2020-08-18,34747911600
2020-08-19,34449290960
2020-08-20,34148452840
2020-08-21,34025752280
2020-08-24,34290371560
2020-08-25,34440421040
2020-08-26,34200933200
2020-08-27,34192063280
2020-08-28,34219412200
2020-08-31,34417507080
2020-09-01,34977051200
2020-09-02,35673339920
2020-09-03,34884656200
2020-09-04,34815175160
2020-09-08,34770825560
2020-09-09,35204712480
2020-09-10,34686561320
2020-09-11,35084229400
2020-09-14,35340717920
2020-09-15,35288237560
2020-09-16,34734606720
2020-09-17,34547599240
2020-09-18,34289632400
2020-09-21,33554907360
2020-09-22,33661346400
2020-09-23,33160195920
2020-09-24,32816486520
2020-09-25,32868966880
2020-09-28,33804743440
2020-09-29,33507601120
2020-09-30,33263694440
2020-10-01,33442609080
2020-10-02,33058808320
2020-10-05,33148987070
2020-10-06,32075499230
2020-10-07,32096420700
2020-10-08,32706750480
2020-10-09,32419621340
2020-10-12,33075401210
2020-10-13,33867531350
2020-10-14,33519802090
2020-10-15,33871138500
2020-10-16,33691502430
2020-10-19,33456316250
2020-10-20,33865367060
2020-10-21,33618638000
2020-10-22,32978729590
2020-10-23,33649659490
2020-10-26,32894322280
2020-10-27,32480221460
2020-10-28,31915341770
2020-10-29,31478155190
2020-10-30,31497633800
2020-11-02,31848248780
2020-11-03,32395814150
2020-11-04,32497535780
2020-11-05,32472285730
2020-11-06,32356856930
2020-11-09,32827950720
2020-11-10,32939050940
2020-11-11,33429623340
2020-11-12,32957086690
2020-11-13,33304815950
2020-11-16,33274515890
2020-11-17,32488157190
2020-11-18,32791157789
2020-11-19,32564628770
2020-11-20,32232049539
2020-11-23,31893698870
2020-11-24,32395092720
2020-11-25,32041592020
2020-11-27,31970170450
2020-11-30,31918948920
2020-12-01,32721179080
2020-12-02,31916784630
2020-12-03,32211849500
2020-12-04,32464350000
2020-12-07,32364792660
2020-12-08,31742920000
2020-12-09,32032934860
2020-12-10,32175778000
2020-12-11,32315735420
2020-12-14,32287599650
2020-12-15,32397978440
2020-12-16,32823622140
2020-12-17,32596371690
2020-12-18,32547314450
2020-12-21,32651200370
2020-12-22,32708914770
2020-12-23,33036443990
2020-12-24,33312751680
2020-12-28,32973679580
2020-12-29,32650478940
2020-12-30,32594207400
2020-12-31,31853234310
2021-01-04,31951770510
2021-01-05,31762440239
2021-01-06,32740763940
2021-01-07,33072971700
2021-01-08,33637443360
2021-01-11,34053406890
2021-01-12,34867738200
2021-01-13,33981616230
2021-01-14,33185584500
2021-01-15,32847042270
2021-01-19,32653489020
2021-01-20,32811850770
2021-01-21,33151096830
2021-01-22,32186849730
2021-01-25,31668830850
2021-01-26,31989073500
2021-01-27,30149965710
2021-01-28,30428682390
2021-01-29,29945855010
2021-02-01,30724994820
2021-02-02,31318323510
2021-02-03,31143069840
2021-02-04,31801854720
2021-02-05,31551995070
2021-02-08,31848307500
2021-02-09,31902502410
2021-02-10,32127728010
2021-02-11,30487100280
2021-02-12,30479358150
2021-02-16,31164184739
2021-02-17,31493577180
2021-02-18,32272013160
2021-02-19,32405037030
2021-02-22,32141804610
2021-02-23,31951770510
2021-02-24,32085498210
2021-02-25,31383075870
2021-02-26,31484427390
2021-03-01,31758921090
2021-03-02,31768070880
2021-03-03,31989073500
2021-03-04,31690649580
2021-03-05,32787920550
2021-03-08,33284120700
2021-03-09,32722464360
2021-03-10,33354503700
2021-03-11,33386176050
2021-03-12,33969651120
2021-03-15,34087190730
2021-03-16,34059741360
2021-03-17,33993581340
2021-03-18,33937274940
2021-03-19,34353942300
2021-03-22,34546791720
2021-03-23,34156166070
2021-03-24,34407433380
2021-03-25,34978943340
2021-03-26,35665881420
2021-03-29,35756675490
2021-03-30,35834096790
2021-03-31,35313730500
2021-04-01,35353412760
2021-04-05,35443219980
2021-04-06,35801752680
2021-04-07,35688971520
2021-04-08,35381259960
2021-04-09,35972316780
2021-04-12,36171424260
2021-04-13,35880421020
2021-04-14,36040542420
2021-04-15,36339899820
2021-04-16,36933741360
2021-04-19,37159999860
2021-04-20,37334044860
2021-04-21,37124494680
2021-04-22,36868300440
2021-04-23,37079242980
2021-04-26,36632295420
2021-04-27,37082027700
2021-04-28,36824441100
2021-04-29,38092881060
2021-04-30,38490399840
2021-05-03,38635205280
2021-05-04,38977725840
2021-05-05,38992345620
2021-05-06,39071013960
2021-05-07,39147593760
2021-05-10,39158036460
2021-05-11,38974244940
2021-05-12,38170157040
2021-05-13,38597611560
2021-05-14,38521727940
2021-05-17,38509892880
2021-05-18,38155537260
2021-05-19,37765676460
2021-05-20,38047629360
2021-05-21,37886115600
2021-05-24,37376511840
2021-05-25,37231706400
2021-05-26,36982473960
2021-05-27,36834883800
2021-05-28,37253984160
2021-06-01,37430117700
2021-06-02,37148860980
2021-06-03,36779189400
2021-06-04,36660142620
2021-06-07,36580081920
2021-06-08,36832099080
2021-06-09,36756911640
2021-06-10,36740203320
2021-06-11,37228921680
2021-06-14,37066015560
2021-06-15,37250503260
2021-06-16,37209428640
2021-06-17,37422459720
2021-06-18,37391131620
2021-06-21,38081046000
2021-06-22,38404769700
2021-06-23,38279457300
2021-06-24,38263445160
2021-06-25,38788364880
2021-06-28,39095380260
2021-06-29,39332081460
2021-06-30,38846535680
2021-07-01,39475671040
2021-07-02,39921623040
2021-07-06,39804989440
2021-07-07,40142540800
2021-07-08,39897610240
2021-07-09,40591923200
2021-07-12,40582318080
2021-07-13,40444416000
2021-07-14,40824504320
2021-07-15,40990535680
2021-07-16,41253990400
2021-07-19,40784025600
2021-07-20,41671127040
2021-07-21,41465989120
2021-07-22,41785016320
2021-07-23,42600079360
2021-07-26,42506772480
2021-07-27,42294773760
2021-07-28,41822750720
2021-07-29,40912322560
2021-07-30,41428254720
2021-08-02,41242327040
2021-08-03,42022400000
2021-08-04,41564784640
2021-08-05,41518131200
2021-08-06,41401497600
2021-08-09,41068748800
2021-08-10,41209395200
2021-08-11,41245757440
2021-08-12,40954173440
2021-08-13,40755210240
2021-08-16,41432371200
2021-08-17,41149020160
2021-08-18,41085214720
2021-08-19,41310935040
2021-08-20,41604577280
2021-08-23,41343180800
2021-08-24,41123635200
2021-08-25,41649858560
2021-08-26,41184010240
2021-08-27,40609761280
2021-08-30,40934963200
2021-08-31,40758640640
2021-09-01,40652984320
2021-09-02,39711682560
2021-09-03,40121958400
2021-09-07,39837921280
2021-09-08,40574771200
2021-09-09,40626913280
2021-09-10,40640634880
2021-09-13,40298967040
2021-09-14,40537036800
2021-09-15,41227919360
2021-09-16,41636823040
2021-09-17,41119518720
2021-09-20,41096878080
2021-09-21,41660149760
2021-09-22,42554798080
2021-09-23,42971248640
2021-09-24,42917048320
2021-09-27,42789437440
2021-09-28,42060820480
2021-09-29,42948608000
2021-09-30,41124338000
2021-10-01,40678812000
2021-10-04,40264244000
2021-10-05,40892826000
2021-10-06,41250189000
2021-10-07,41175486000
2021-10-08,41069825000
2021-10-11,40731306000
2021-10-12,40980316000
2021-10-13,41210482000
2021-10-14,42071249000
2021-10-15,42331027000
2021-10-18,42959609000
2021-10-19,42953552000
2021-10-20,43368793000
2021-10-21,44636725000
2021-10-22,44658261000
2021-10-25,44508182000
2021-10-26,44306955000
2021-10-27,43808935000
2021-10-28,42049040000
2021-10-29,41882136000
2021-11-01,41707829000
2021-11-02,41800030000
2021-11-03,41831661000
2021-11-04,42659451000
2021-11-05,42942784000
2021-11-08,42746268000
2021-11-09,43304185000
2021-11-10,43608381000
2021-11-11,43414557000
2021-11-12,43676354000
2021-11-15,43728848000
2021-11-16,43879600000
2021-11-17,43137281000
2021-11-18,43472435000
2021-11-19,42814241000
2021-11-22,43083441000
2021-11-23,43833163000
2021-11-24,43510123000
2021-11-26,42784629000
2021-11-29,43351295000
2021-11-30,42948168000
2021-12-01,42852602000
2021-12-02,44239655000
2021-12-03,44362814000
2021-12-06,44514239000
2021-12-07,45278767000
2021-12-08,45408656000
2021-12-09,45225600000
2021-12-10,45923501000
2021-12-13,45209448000
2021-12-14,44913328000
2021-12-15,46249233000
2021-12-16,46266731000
2021-12-17,45499511000
2021-12-20,45265307000
2021-12-21,45408656000
2021-12-22,45861585000
2021-12-23,45724966000
2021-12-27,46601212000
2021-12-28,46899351000
2021-12-29,47657822000
2021-12-30,47229121000
2021-12-31,47015143560
2022-01-03,46330117680
2022-01-04,46524507920
2022-01-05,45623788760
2022-01-06,46615045840
2022-01-07,45418747000
2022-01-10,44941425760
2022-01-11,45375475200
2022-01-12,45508619200
2022-01-13,45784227280
2022-01-14,45193733640
2022-01-18,44314983240
2022-01-19,43910225480
2022-01-20,43142650320
2022-01-21,42334466240
2022-01-24,43789064440
2022-01-25,43030143640
2022-01-26,41994949040
2022-01-27,42251251240
2022-01-28,42840413440
2022-01-31,43388301000
2022-02-01,43737138280
2022-02-02,44764344240
2022-02-03,43969474560
2022-02-04,43034137960
2022-02-07,42208645160
2022-02-08,42415018360
2022-02-09,42620725840
2022-02-10,43834333400
2022-02-11,44488736160
2022-02-14,44006754880
2022-02-15,44920122720
2022-02-16,45165107680
2022-02-17,44932105680
2022-02-18,45066581120
2022-02-22,43418924120
2022-02-23,42056861000
2022-02-24,42417015520
2022-02-25,43585354120
2022-02-28,43221205280
2022-03-01,43705849440
2022-03-02,44994017640
2022-03-03,45547896680
2022-03-04,44875519480
2022-03-07,43966145960
2022-03-08,43615977240
2022-03-09,44916128400
2022-03-10,44974711760
2022-03-11,44943422920
2022-03-14,44924117040
2022-03-15,46323460480
2022-03-16,46657651920
2022-03-17,46688275040
2022-03-18,45933348560
2022-03-21,45633108840
2022-03-22,45734964000
2022-03-23,45818179000
2022-03-24,46616377280
2022-03-25,46824081920
2022-03-28,45705006600
2022-03-29,46768161440
2022-03-30,46369395160
2022-03-31,44601855360
2022-04-01,43460371880
2022-04-04,44724924600
2022-04-05,44961946840
2022-04-06,45655432240
2022-04-07,47328262280
2022-04-08,47955980520
2022-04-11,47140077040
2022-04-12,46723985800
2022-04-13,47150495600
2022-04-14,46485010080
2022-04-18,46989007920
2022-04-19,47553563640
2022-04-20,48437187760
2022-04-21,47414215400
2022-04-22,46087151320
2022-04-25,46455056720
2022-04-26,46509103000
2022-04-27,46446591640
2022-04-28,40585500480
2022-04-29,39496109800
2022-05-02,39763085400
2022-05-03,39296854840
2022-05-04,40898057280
2022-05-05,39300761800
2022-05-06,39616574400
2022-05-09,39725318120
2022-05-10,39838619960
2022-05-11,39559923480
2022-05-12,40524291440
2022-05-13,41389031920
2022-05-16,41598054280
2022-05-17,42217307440
2022-05-18,39061134920
2022-05-19,39169227480
2022-05-20,37283468120
2022-05-23,37709326760
2022-05-24,39602248880
2022-05-25,40097781640
2022-05-26,41618891400
2022-05-27,42152191440
2022-05-31,41489961720
2022-06-01,40672104760
2022-06-02,41291357920
2022-06-03,41127916760
2022-06-06,41530984800
2022-06-07,41338241440
2022-06-08,40686430280
2022-06-09,40315269080
2022-06-10,39554063040
2022-06-13,38696485320
2022-06-14,38854066040
2022-06-15,39005135160
2022-06-16,38092860000
2022-06-17,38204859520
2022-06-21,38897042600
2022-06-22,39643923120
2022-06-23,40905220040
2022-06-24,41613030960
2022-06-27,41747169920
2022-06-28,41056940320
2022-06-29,41487357080
2022-06-30,39982826880
2022-07-01,40256231040
2022-07-05,40979612880
2022-07-06,41627682000
2022-07-07,41872606560
2022-07-08,41635909440
2022-07-11,41472626400
2022-07-12,41345417520
2022-07-13,42223222080
2022-07-14,42642188640
2022-07-15,43238361600
2022-07-18,42576369120
2022-07-19,43625684160
2022-07-20,43666188480
2022-07-21,43406707680
2022-07-22,43554801600
2022-07-25,43364937600
2022-07-26,42741550800
2022-07-27,43630747200
2022-07-28,44745248880
2022-07-29,44528803920
2022-08-01,44870559120
2022-08-02,44837649360
2022-08-03,44641456560
2022-08-04,44739552960
2022-08-05,44871824880
2022-08-08,45078143760
2022-08-09,45378761760
2022-08-10,45556601040
2022-08-11,45530020080
2022-08-12,46300867920
2022-08-15,46704012480
2022-08-16,46997035920
2022-08-17,47071082880
2022-08-18,46625535360
2022-08-19,46614776400
2022-08-22,45844561440
2022-08-23,45573055920
2022-08-24,45011058480
2022-08-25,45170544240
2022-08-26,44225021520
2022-08-29,44603483760
2022-08-30,44191478880
2022-08-31,44119330560
2022-09-01,44711073360
2022-09-02,44472477600
2022-09-06,44778158640
2022-09-07,45846460080
2022-09-08,46114168320
2022-09-09,45631913760
2022-09-12,46036956960
2022-09-13,44028195840
2022-09-14,43632645840
2022-09-15,43597204560
2022-09-16,43890860880
2022-09-19,44002880640
2022-09-20,44369318160
2022-09-21,44012057400
2022-09-22,43894025280
2022-09-23,43556700240
2022-09-26,43904151360
2022-09-27,43870608720
2022-09-28,45417367440
2022-09-29,45045866880
2022-09-30,44013532950
2022-10-03,44942175630
2022-10-04,45663062670
2022-10-05,45811995930
2022-10-06,45832020570
2022-10-07,44477854290
2022-10-10,45341416890
2022-10-11,45737529300
2022-10-12,45528522120
2022-10-13,46180574460
2022-10-14,45800732070
2022-10-17,46073567790
2022-10-18,46439017470
2022-10-19,46164304440
2022-10-20,45738780840
2022-10-21,46561668390
2022-10-24,48087921420
2022-10-25,48542856210
2022-10-26,48651114420
2022-10-27,50888867940
2022-10-28,52333145100
2022-10-31,52387587090
2022-11-01,52189218000
2022-11-02,51007138470
2022-11-03,51273716490
2022-11-04,51046561980
2022-11-07,51951425400
2022-11-08,52158555270
2022-11-09,51857559900
2022-11-10,52805601450
2022-11-11,51037801200
2022-11-14,51621018840
2022-11-15,51633534240
2022-11-16,52187966460
2022-11-17,51937658460
2022-11-18,52456421790
2022-11-21,52964547030
2022-11-22,53323739010
2022-11-23,53241763140
2022-11-25,53564034690
2022-11-28,53350647120
2022-11-29,53173554210
2022-11-30,54100319580
2022-12-01,53639752860
2022-12-02,53716722570
2022-12-05,52758668700
2022-12-06,51917633820
2022-12-07,51863191830
2022-12-08,52336899720
2022-12-09,51801240600
2022-12-12,52211119950
2022-12-13,51235544520
2022-12-14,50968966500
2022-12-15,50512154400
2022-12-16,50798131290
2022-12-19,51089740110
2022-12-20,51540294510
2022-12-21,52165438740
2022-12-22,51549681060
2022-12-23,52161058350
2022-12-27,52804975680
2022-12-28,52853785740
2022-12-29,52793711820
2022-12-30,52816865310
2023-01-03,51990124800
2023-01-04,51125601600
2023-01-05,51592493600
2023-01-06,52101436800
2023-01-09,51247426400
2023-01-10,51134259200
2023-01-11,51048920000
2023-01-12,50142964000
2023-01-13,50428664800
2023-01-17,50074321600
2023-01-18,49786147200
2023-01-19,49084263200
2023-01-20,49062619200
2023-01-23,49125696000
2023-01-24,49415725600
2023-01-25,49501064800
2023-01-26,49510959200
2023-01-27,47689152800
2023-01-30,48830719200
2023-01-31,48998924000
2023-02-01,49962391200
2023-02-02,49822014400
2023-02-03,49152905600
2023-02-06,50056388000
2023-02-07,49535076800
2023-02-08,48690342400
2023-02-09,50523280000
2023-02-10,51037788800
2023-02-13,52532461600
2023-02-14,53244240000
2023-02-15,53258463200
2023-02-16,53306080000
2023-02-17,53986938400
2023-02-21,53190439200
2023-02-22,52100818400
2023-02-23,52017334400
2023-02-24,51439748800
2023-02-27,52314166400
2023-02-28,51333384000
2023-03-01,50969764800
2023-03-02,52000637600
2023-03-03,51823775200
2023-03-06,51910969600
2023-03-07,51248044800
2023-03-08,51361830400
2023-03-09,50851650400
2023-03-10,50703852800
2023-03-13,50599343200
2023-03-14,50784863200
2023-03-15,50601198400
2023-03-16,50679116800
2023-03-17,49340280800
2023-03-20,50465150400
2023-03-21,50685919200
2023-03-22,50026704800
2023-03-23,49557339200
2023-03-24,50137398400
2023-03-27,50649433600
2023-03-28,51256084000
2023-03-29,51455827200
2023-03-30,52038360000
2023-03-31,51632416660
2023-04-03,52786115150
2023-04-04,52572647480
