,CCL
2013-11-26,27869000000
2013-11-27,28047250000
2013-11-29,27985250000
2013-12-02,27998080000
2013-12-03,27819600000
2013-12-04,27586799999
2013-12-05,27152240000
2013-12-06,27423840000
2013-12-09,27625600000
2013-12-10,27695440000
2013-12-11,27454880000
2013-12-12,27423840000
2013-12-13,27928240000
2013-12-16,28300720000
2013-12-17,28362799999
2013-12-18,28797360000
2013-12-19,29526799999
2013-12-20,30147600000
2013-12-23,30380400000
2013-12-24,30605440000
2013-12-26,30683040000
2013-12-27,30954640000
2013-12-30,31148640000
2013-12-31,31171920000
2014-01-02,30892560000
2014-01-03,30923600000
2014-01-06,30442479999
2014-01-07,30644240000
2014-01-08,30574400000
2014-01-09,31008960000
2014-01-10,32010000000
2014-01-13,32141920000
2014-01-14,32219520000
2014-01-15,32266080000
2014-01-16,32227280000
2014-01-17,32095360000
2014-01-21,31684080000
2014-01-22,31878080000
2014-01-23,31544400000
2014-01-24,30380400000
2014-01-27,30551119999
2014-01-28,31497840000
2014-01-29,30683040000
2014-01-30,31071040000
2014-01-31,30411440000
2014-02-03,30070000000
2014-02-04,30302799999
2014-02-05,29969119999
2014-02-06,31140880000
2014-02-07,30970159999
2014-02-10,31280560000
2014-02-11,31257280000
2014-02-12,31350400000
2014-02-13,31226240000
2014-02-14,31629760000
2014-02-18,30853760000
2014-02-19,30403680000
2014-02-20,30349360000
2014-02-21,30589920000
2014-02-24,30799440000
2014-02-25,31102080000
2014-02-26,31210720000
2014-02-27,31389200000
2014-02-28,30776159999
2014-03-03,29891520000
2014-03-04,30745119999
2014-03-05,30481280000
2014-03-06,30411440000
2014-03-07,30652000000
2014-03-10,30271760000
2014-03-11,30070000000
2014-03-12,30496799999
2014-03-13,29883760000
2014-03-14,29813920000
2014-03-17,30124320000
2014-03-18,30737360000
2014-03-19,30551119999
2014-03-20,31032240000
2014-03-21,31024479999
2014-03-24,31040000000
2014-03-25,29503520000
2014-03-26,29208640000
2014-03-27,28960320000
2014-03-28,28898240000
2014-03-31,29379360000
2014-04-01,29798400000
2014-04-02,29519040000
2014-04-03,29844960000
2014-04-04,29410400000
2014-04-07,29239680000
2014-04-08,29488000000
2014-04-09,29550080000
2014-04-10,29037920000
2014-04-11,28735280000
2014-04-14,28308479999
2014-04-15,28106720000
2014-04-16,28355040000
2014-04-17,28960320000
2014-04-21,28890479999
2014-04-22,28999119999
2014-04-23,29037920000
2014-04-24,29619920000
2014-04-25,29534560000
2014-04-28,29969119999
2014-04-29,30683040000
2014-04-30,30504560000
2014-05-01,30000159999
2014-05-02,30116560000
2014-05-05,30194159999
2014-05-06,30302799999
2014-05-07,30465760000
2014-05-08,30403680000
2014-05-09,30364880000
2014-05-12,30846000000
2014-05-13,30535600000
2014-05-14,30240720000
2014-05-15,29907040000
2014-05-16,29674240000
2014-05-19,30139840000
2014-05-20,30403680000
2014-05-21,30721840000
2014-05-22,30822720000
2014-05-23,31055520000
2014-05-27,30768400000
2014-05-28,30667520000
2014-05-29,30838240000
2014-05-30,31063280000
2014-06-02,31055520000
2014-06-03,31164159999
2014-06-04,31109840000
2014-06-05,31187440000
2014-06-06,31234000000
2014-06-09,31466799999
2014-06-10,31179680000
2014-06-11,31156400000
2014-06-12,30326080000
2014-06-13,30201920000
2014-06-16,29813920000
2014-06-17,30046720000
2014-06-18,29969119999
2014-06-19,30116560000
2014-06-20,30349360000
2014-06-23,30582159999
2014-06-24,29666479999
2014-06-25,29511280000
2014-06-26,29480240000
2014-06-27,29441440000
2014-06-30,29216400000
2014-07-01,29115520000
2014-07-02,29146560000
2014-07-03,29387119999
2014-07-07,29216400000
2014-07-08,28797360000
2014-07-09,28688720000
2014-07-10,28269680000
2014-07-11,28556799999
2014-07-14,28626640000
2014-07-15,28409360000
2014-07-16,28510240000
2014-07-17,27974799999
2014-07-18,28339520000
2014-07-21,28130000000
2014-07-22,28215360000
2014-07-23,28324000000
2014-07-24,28874960000
2014-07-25,28463680000
2014-07-28,28324000000
2014-07-29,28192080000
2014-07-30,28370560000
2014-07-31,28106720000
2014-08-01,28277440000
2014-08-04,28176560000
2014-08-05,27928240000
2014-08-06,28122240000
2014-08-07,28184320000
2014-08-08,28285200000
2014-08-11,28603360000
2014-08-12,28673200000
2014-08-13,28727520000
2014-08-14,29092240000
2014-08-15,28975840000
2014-08-18,29379360000
2014-08-19,29332799999
2014-08-20,29286240000
2014-08-21,29309520000
2014-08-22,29418159999
2014-08-25,29332799999
2014-08-26,29495760000
2014-08-27,29394880000
2014-08-28,28921520000
2014-08-29,29394880000
2014-09-02,29449200000
2014-09-03,29650960000
2014-09-04,30333840000
2014-09-05,30520080000
2014-09-08,30357119999
2014-09-09,30015680000
2014-09-10,30163119999
2014-09-11,30481280000
2014-09-12,30403680000
2014-09-15,30582159999
2014-09-16,30652000000
2014-09-17,30814960000
2014-09-18,31125360000
2014-09-19,31598720000
2014-09-22,31303840000
2014-09-23,31435760000
2014-09-24,31909119999
2014-09-25,31396960000
2014-09-26,31715119999
2014-09-29,31350400000
2014-09-30,31171920000
2014-10-01,30372640000
2014-10-02,29938080000
2014-10-03,30714080000
2014-10-06,30652000000
2014-10-07,28975840000
2014-10-08,29231920000
2014-10-09,27679920000
2014-10-10,27555760000
2014-10-13,26290880000
2014-10-14,26880640000
2014-10-15,26702159999
2014-10-16,26919440000
2014-10-17,27097920000
2014-10-20,27873920000
2014-10-21,29488000000
2014-10-22,29301760000
2014-10-23,29356080000
2014-10-24,29891520000
2014-10-27,29744080000
2014-10-28,30333840000
2014-10-29,30558880000
2014-10-30,31094320000
2014-10-31,31156400000
2014-11-03,31094320000
2014-11-04,31016720000
2014-11-05,31032240000
2014-11-06,31482320000
2014-11-07,31350400000
2014-11-10,31280560000
2014-11-11,31528880000
2014-11-12,31373680000
2014-11-13,31738400000
2014-11-14,32204000000
2014-11-17,32211760000
2014-11-18,32801520000
2014-11-19,32273840000
2014-11-20,32281600000
2014-11-21,32258320000
2014-11-24,32584240000
2014-11-25,32793760000
2014-11-26,32685119999
2014-11-28,34268159999
2014-12-01,32937030000
2014-12-02,33286680000
2014-12-03,33434310000
2014-12-04,33861660000
2014-12-05,34669740000
2014-12-08,34242390000
2014-12-09,34164690000
2014-12-10,33644099999
2014-12-11,33822810000
2014-12-12,33372150000
2014-12-15,33558630000
2014-12-16,33504239999
2014-12-17,34661970000
2014-12-18,34576500000
2014-12-19,34801830000
2014-12-22,34856220000
2014-12-23,35198100000
2014-12-24,35268030000
2014-12-26,35571060000
2014-12-29,35703150000
2014-12-30,35337960000
2014-12-31,35221410000
2015-01-02,35438970000
2015-01-05,35268030000
2015-01-06,35609910000
2015-01-07,35742000000
2015-01-08,36270360000
2015-01-09,35975100000
2015-01-12,35967330000
2015-01-13,35710920000
2015-01-14,35337960000
2015-01-15,35097090000
2015-01-16,35322420000
2015-01-20,35260260000
2015-01-21,35454510000
2015-01-22,35936250000
2015-01-23,36037260000
2015-01-26,36332520000
2015-01-27,35835240000
2015-01-28,35089320000
2015-01-29,34871760000
2015-01-30,34156920000
2015-02-02,33807270000
2015-02-03,33947130000
2015-02-04,33768420000
2015-02-05,33954900000
2015-02-06,33667410000
2015-02-09,33139050000
2015-02-10,33838349999
2015-02-11,34242390000
2015-02-12,34475490000
2015-02-13,33783959999
2015-02-17,33636330000
2015-02-18,34086989999
2015-02-19,33954900000
2015-02-20,33620790000
2015-02-23,33815040000
2015-02-24,33869430000
2015-02-25,34102530000
2015-02-26,34009290000
2015-02-27,34180230000
2015-03-02,35157820000
2015-03-03,34768820000
2015-03-04,34691020000
2015-03-05,35375660000
2015-03-06,34543200000
2015-03-09,35002220000
2015-03-10,34286460000
2015-03-11,34107520000
2015-03-12,35235620000
2015-03-13,35266740000
2015-03-16,36021400000
2015-03-17,35531260000
2015-03-18,36348160000
2015-03-19,36317040000
2015-03-20,36472640000
2015-03-23,35834680000
2015-03-24,35313420000
2015-03-25,34543200000
2015-03-26,34558760000
2015-03-27,36659360000
2015-03-30,37126160000
2015-03-31,37219520000
2015-04-01,36939440000
2015-04-02,37320660000
2015-04-06,37157280000
2015-04-07,37896380000
2015-04-08,37818580000
2015-04-09,37740780000
2015-04-10,37600740000
2015-04-13,37211740000
2015-04-14,36947220000
2015-04-15,36573780000
2015-04-16,36776060000
2015-04-17,36573780000
2015-04-20,36169220000
2015-04-21,36247020000
2015-04-22,36270360000
2015-04-23,36013620000
2015-04-24,36083640000
2015-04-27,35647960000
2015-04-28,35336760000
2015-04-29,34543200000
2015-04-30,34208660000
2015-05-01,34644340000
2015-05-04,34488740000
2015-05-05,33765200000
2015-05-06,33804100000
2015-05-07,34605440000
2015-05-08,35912480000
2015-05-11,35966940000
2015-05-12,35632400000
2015-05-13,35609060000
2015-05-14,36853860000
2015-05-15,37266200000
2015-05-18,37273980000
2015-05-19,37624080000
2015-05-20,36970560000
2015-05-21,36877200000
2015-05-22,36838300000
2015-05-26,36527100000
2015-05-27,37025020000
2015-05-28,36682700000
2015-05-29,36044740000
2015-06-01,36394840000
2015-06-02,36589340000
2015-06-03,37203960000
2015-06-04,36869420000
2015-06-05,36760500000
2015-06-08,36581560000
2015-06-09,36721600000
2015-06-10,36566000000
2015-06-11,37211740000
2015-06-12,36892760000
2015-06-15,36744940000
2015-06-16,36916100000
2015-06-17,37017240000
2015-06-18,37826360000
2015-06-19,38059760000
2015-06-22,38837760000
2015-06-23,38495440000
2015-06-24,38775520000
2015-06-25,38931120000
2015-06-26,39366800000
2015-06-29,38083100000
2015-06-30,38425420000
2015-07-01,38612140000
2015-07-02,38791080000
2015-07-06,38402080000
2015-07-07,39055600000
2015-07-08,38067540000
2015-07-09,38277600000
2015-07-10,39351240000
2015-07-13,40323740000
2015-07-14,40611600000
2015-07-15,40331520000
2015-07-16,40619380000
2015-07-17,40533800000
2015-07-20,40572700000
2015-07-21,40424880000
2015-07-22,40743860000
2015-07-23,40308180000
2015-07-24,39771360000
2015-07-27,39561300000
2015-07-28,39942520000
2015-07-29,40533800000
2015-07-30,40362640000
2015-07-31,41459620000
2015-08-03,40627160000
2015-08-04,40354860000
2015-08-05,40946140000
2015-08-06,40526020000
2015-08-07,40557140000
2015-08-10,40782760000
2015-08-11,40603820000
2015-08-12,39802480000
2015-08-13,40541580000
2015-08-14,40798320000
2015-08-17,41148420000
2015-08-18,41078400000
2015-08-19,40689400000
2015-08-20,38845540000
2015-08-21,37639640000
2015-08-24,36161440000
2015-08-25,36830520000
2015-08-26,38005300000
2015-08-27,38697720000
2015-08-28,38511000000
2015-08-31,38104020000
2015-09-01,36981720000
2015-09-02,38266560000
2015-09-03,38235600000
2015-09-04,37871820000
2015-09-08,39226320000
2015-09-09,39110220000
2015-09-10,39257280000
2015-09-11,39768120000
2015-09-14,39768120000
2015-09-15,40201560000
2015-09-16,40921380000
2015-09-17,40820760000
2015-09-18,40302180000
2015-09-21,40774320000
2015-09-22,38537460000
2015-09-23,39861000000
2015-09-24,39381120000
2015-09-25,39241800000
2015-09-28,37647360000
2015-09-29,37330020000
2015-09-30,38467800000
2015-10-01,38320740000
2015-10-02,38514240000
2015-10-05,38994120000
2015-10-06,38049840000
2015-10-07,38119500000
2015-10-08,38405880000
2015-10-09,38204640000
2015-10-12,38978640000
2015-10-13,38599380000
2015-10-14,37430640000
2015-10-15,39172140000
2015-10-16,39551400000
2015-10-19,40139640000
2015-10-20,39992580000
2015-10-21,39830040000
2015-10-22,40542120000
2015-10-23,41470920000
2015-10-26,41416740000
2015-10-27,41672160000
2015-10-28,41246460000
2015-10-29,41857920000
2015-10-30,41857920000
2015-11-02,41447700000
2015-11-03,41006520000
2015-11-04,40867200000
2015-11-05,40944600000
2015-11-06,41300640000
2015-11-09,40689180000
2015-11-10,41122620000
2015-11-11,40890420000
2015-11-12,40379580000
2015-11-13,39907440000
2015-11-16,39295980000
2015-11-17,38878020000
2015-11-18,38924460000
2015-11-19,39891960000
2015-11-20,39922920000
2015-11-23,39775860000
2015-11-24,39001860000
2015-11-25,39466260000
2015-11-27,39350160000
2015-11-30,38705980000
2015-12-01,39418360000
2015-12-02,39203880000
2015-12-03,37771460000
2015-12-04,38828540000
2015-12-07,38813220000
2015-12-08,38422560000
2015-12-09,38537460000
2015-12-10,39035360000
2015-12-11,38828540000
2015-12-14,38905140000
2015-12-15,39954560000
2015-12-16,39985200000
2015-12-17,38652360000
2015-12-18,40146060000
2015-12-21,41318040000
2015-12-22,41570820000
2015-12-23,41425280000
2015-12-24,41455920000
2015-12-28,41509540000
2015-12-29,42237240000
2015-12-30,42160640000
2015-12-31,41731680000
2016-01-04,41517200000
2016-01-05,41118880000
2016-01-06,40996320000
2016-01-07,40130740000
2016-01-08,39870300000
2016-01-11,41318040000
2016-01-12,41884880000
2016-01-13,40123080000
2016-01-14,39786040000
2016-01-15,38169780000
2016-01-19,37587620000
2016-01-20,37005460000
2016-01-21,37970620000
2016-01-22,37970620000
2016-01-25,37380800000
2016-01-26,38162120000
2016-01-27,36806300000
2016-01-28,35894760000
2016-01-29,36867580000
2016-02-01,37511020000
2016-02-02,34531280000
2016-02-03,34768740000
2016-02-04,34860660000
2016-02-05,32968640000
2016-02-08,32110720000
2016-02-09,32915020000
2016-02-10,33252059999
2016-02-11,33083540000
2016-02-12,33749960000
2016-02-16,34485320000
2016-02-17,35174720000
2016-02-18,34730440000
2016-02-19,35534740000
2016-02-22,36561180000
2016-02-23,36844600000
2016-02-24,36790980000
2016-02-25,37158660000
2016-02-26,37028440000
2016-02-29,36017960000
2016-03-01,36768960000
2016-03-02,36168160000
2016-03-03,36085550000
2016-03-04,36025470000
2016-03-07,35334550000
2016-03-08,34816360000
2016-03-09,34898970000
2016-03-10,34771300000
2016-03-11,35980410000
2016-03-14,36138120000
2016-03-15,35980410000
2016-03-16,36671330000
2016-03-17,36776470000
2016-03-18,37272130000
2016-03-21,37384780000
2016-03-22,36611250000
2016-03-23,36093060000
2016-03-24,36738920000
2016-03-28,36814020000
2016-03-29,37279640000
2016-03-30,39329870000
2016-03-31,39630270000
2016-04-01,39615250000
2016-04-04,39825530000
2016-04-05,38676500000
2016-04-06,39044490000
2016-04-07,38436180000
2016-04-08,38406140000
2016-04-11,38150800000
2016-04-12,38473730000
2016-04-13,38811680000
2016-04-14,38729070000
2016-04-15,38316020000
2016-04-18,38180840000
2016-04-19,38000600000
2016-04-20,37580040000
2016-04-21,36934180000
2016-04-22,36431010000
2016-04-25,36979240000
2016-04-26,36896630000
2016-04-27,37166990000
2016-04-28,36581210000
2016-04-29,36836550000
2016-05-02,37197030000
2016-05-03,37166990000
2016-05-04,36919160000
2016-05-05,36340890000
2016-05-06,36964220000
2016-05-09,37354740000
2016-05-10,37842890000
2016-05-11,37760280000
2016-05-12,38338550000
2016-05-13,37249600000
2016-05-16,37542490000
2016-05-17,37497430000
2016-05-18,37797830000
2016-05-19,37212050000
2016-05-20,37572530000
2016-05-23,37482410000
2016-05-24,38173330000
2016-05-25,37272130000
2016-05-26,35740090000
2016-05-27,36498600000
2016-05-31,35184380000
2016-06-01,35412850000
2016-06-02,35619210000
2016-06-03,35191750000
2016-06-06,34690590000
2016-06-07,35007500000
2016-06-08,35140160000
2016-06-09,35398110000
2016-06-10,34749550000
2016-06-13,34373680000
2016-06-14,34285240000
2016-06-15,34830620000
2016-06-16,34985390000
2016-06-17,35235970000
2016-06-20,35744500000
2016-06-21,35855050000
2016-06-22,36009820000
2016-06-23,36378320000
2016-06-24,33644050000
2016-06-27,32162680000
2016-06-28,32229009999
2016-06-29,32774390000
2016-06-30,32575400000
2016-07-01,33061820000
2016-07-05,32243750000
2016-07-06,31823660000
2016-07-07,32295340000
2016-07-08,32811240000
2016-07-11,33629310000
2016-07-12,34425270000
2016-07-13,34381050000
2016-07-14,34137840000
2016-07-15,33400840000
2016-07-18,33621940000
2016-07-19,33260810000
2016-07-20,33916740000
2016-07-21,33400840000
2016-07-22,33857780000
2016-07-25,34130470000
2016-07-26,34027290000
2016-07-27,34137840000
2016-07-28,34270500000
2016-07-29,34432640000
2016-08-01,34425270000
2016-08-02,33356620000
2016-08-03,33629310000
2016-08-04,34019919999
2016-08-05,34675850000
2016-08-08,34255759999
2016-08-09,33201849999
2016-08-10,33489280000
2016-08-11,33843040000
2016-08-12,33931480000
2016-08-15,34012550000
2016-08-16,34329460000
2016-08-17,34631630000
2016-08-18,34469490000
2016-08-19,34366310000
2016-08-22,34572670000
2016-08-23,35221230000
2016-08-24,34852730000
2016-08-25,34779030000
2016-08-26,34712700000
2016-08-29,34771660000
2016-08-30,34941170000
2016-08-31,34750600000
2016-09-01,35404900000
2016-09-02,33725530000
2016-09-06,33347490000
2016-09-07,32933099999
2016-09-08,32613220000
2016-09-09,32256990000
2016-09-12,32874940000
2016-09-13,33173010000
2016-09-14,33609209999
2016-09-15,33783690000
2016-09-16,33623750000
2016-09-19,33369300000
2016-09-20,33580130000
2016-09-21,33311140000
2016-09-22,34052680000
2016-09-23,34358020000
2016-09-26,33783690000
2016-09-27,35150450000
2016-09-28,35463060000
2016-09-29,35085020000
2016-09-30,35492140000
2016-10-03,35717510000
2016-10-04,35761130000
2016-10-05,35455790000
2016-10-06,35499410000
2016-10-07,34714250000
2016-10-10,34539770000
2016-10-11,34059950000
2016-10-12,33950900000
2016-10-13,34016330000
2016-10-14,33551050000
2016-10-17,33521970000
2016-10-18,33820040000
2016-10-19,33892740000
2016-10-20,34314400000
2016-10-21,33958170000
2016-10-24,34169000000
2016-10-25,34110840000
2016-10-26,34278050000
2016-10-27,33827310000
2016-10-28,35223150000
2016-10-31,35695700000
2016-11-01,35201340000
2016-11-02,35092290000
2016-11-03,35128640000
2016-11-04,34925080000
2016-11-07,35615730000
2016-11-08,36219140000
2016-11-09,35884720000
2016-11-10,36291840000
2016-11-11,36219140000
2016-11-14,36917060000
2016-11-15,37055190000
2016-11-16,37033380000
2016-11-17,37440500000
2016-11-18,37440500000
2016-11-21,37266020000
2016-11-22,37636790000
2016-11-23,38022100000
2016-11-25,38203850000
2016-11-28,37847620000
2016-11-29,38690940000
2016-11-30,37272250000
2016-12-01,36163000000
2016-12-02,36540000000
2016-12-05,37431750000
2016-12-06,38120500000
2016-12-07,38541000000
2016-12-08,38367000000
2016-12-09,38671500000
2016-12-12,37794250000
2016-12-13,37808750000
2016-12-14,37997250000
2016-12-15,38396000000
2016-12-16,37337500000
2016-12-19,37207000000
2016-12-20,38055250000
2016-12-21,38490250000
2016-12-22,37997250000
2016-12-23,38446750000
2016-12-27,38164000000
2016-12-28,37837750000
2016-12-29,37692750000
2016-12-30,37743500000
2017-01-03,37801500000
2017-01-04,38294500000
2017-01-05,38939750000
2017-01-06,38896250000
2017-01-09,38925250000
2017-01-10,39331250000
2017-01-11,39556000000
2017-01-12,38889000000
2017-01-13,38758500000
2017-01-17,38490250000
2017-01-18,38860000000
2017-01-19,38751250000
2017-01-20,38642500000
2017-01-23,38983250000
2017-01-24,39534250000
2017-01-25,40476750000
2017-01-26,41274250000
2017-01-27,40810250000
2017-01-30,40339000000
2017-01-31,40150500000
2017-02-01,40215750000
2017-02-02,40099750000
2017-02-03,40078000000
2017-02-06,40237500000
2017-02-07,40201250000
2017-02-08,40302750000
2017-02-09,40824750000
2017-02-10,40781250000
2017-02-13,40933500000
2017-02-14,40868250000
2017-02-15,40948000000
2017-02-16,40621750000
2017-02-17,40165000000
2017-02-21,40520250000
2017-02-22,40237500000
2017-02-23,40542000000
2017-02-24,40621750000
2017-02-27,40636250000
2017-02-28,40507800000
2017-03-01,40906000000
2017-03-02,40956680000
2017-03-03,40341280000
2017-03-06,40355760000
2017-03-07,40203720000
2017-03-08,40203720000
2017-03-09,40688800000
2017-03-10,41420040000
2017-03-13,41347640000
2017-03-14,41260760000
2017-03-15,41535880000
2017-03-16,41658960000
2017-03-17,41731360000
2017-03-20,41818240000
2017-03-21,41839960000
2017-03-22,42201960000
2017-03-23,42368480000
2017-03-24,42426400000
2017-03-27,42621880000
2017-03-28,42904240000
2017-03-29,42687040000
2017-03-30,42925960000
2017-03-31,42650840000
2017-04-03,42513280000
2017-04-04,42455360000
2017-04-05,42571200000
2017-04-06,42759440000
2017-04-07,42433640000
2017-04-10,42310560000
2017-04-11,41832720000
2017-04-12,41796520000
2017-04-13,41608280000
2017-04-17,42325040000
2017-04-18,42259880000
2017-04-19,42484320000
2017-04-20,42868040000
2017-04-21,42687040000
2017-04-24,43164880000
2017-04-25,43461720000
2017-04-26,43838200000
2017-04-27,44149520000
2017-04-28,44721480000
2017-05-01,45286200000
2017-05-02,45394800000
2017-05-03,45351360000
2017-05-04,45590280000
2017-05-05,45626480000
2017-05-08,45416520000
2017-05-09,45771280000
2017-05-10,44989360000
2017-05-11,44880760000
2017-05-12,44301560000
2017-05-15,44098840000
2017-05-16,44308800000
2017-05-17,43259000000
2017-05-18,44192960000
2017-05-19,44526000000
2017-05-22,44924200000
2017-05-23,44830080000
2017-05-24,44902480000
2017-05-25,45445480000
2017-05-26,45872640000
2017-05-30,46147760000
2017-05-31,46322609999
2017-06-01,47284200000
2017-06-02,47334810000
2017-06-05,47038380000
2017-06-06,46510590000
2017-06-07,46488900000
2017-06-08,46510590000
2017-06-09,45794820000
2017-06-12,45975570000
2017-06-13,46315380000
2017-06-14,46821480000
2017-06-15,47356500000
2017-06-16,47457720000
2017-06-19,47949359999
2017-06-20,47501100000
2017-06-21,48028890000
2017-06-22,47493870000
2017-06-23,48043350000
2017-06-26,47718000000
2017-06-27,47031150000
2017-06-28,47790299999
2017-06-29,47103450000
2017-06-30,47407109999
2017-07-03,47175750000
2017-07-05,48108420000
2017-07-06,47342040000
2017-07-07,47595090000
2017-07-10,47602320000
2017-07-11,47537250000
2017-07-12,47696310000
2017-07-13,47840910000
2017-07-14,47537250000
2017-07-17,48455460000
2017-07-18,48260250000
2017-07-19,48274710000
2017-07-20,48860340000
2017-07-21,48441000000
2017-07-24,48433770000
2017-07-25,48549450000
2017-07-26,48224100000
2017-07-27,47963820000
2017-07-28,48007200000
2017-07-31,48281940000
2017-08-01,48788040000
2017-08-02,48802500000
2017-08-03,48744660000
2017-08-04,49026630000
2017-08-07,49164000000
2017-08-08,49185690000
2017-08-09,49279680000
2017-08-10,48715740000
2017-08-11,48788040000
2017-08-14,49185690000
2017-08-15,49677329999
2017-08-16,49793010000
2017-08-17,48809730000
2017-08-18,48773579999
2017-08-21,49525500000
2017-08-22,49373670000
2017-08-23,48961560000
2017-08-24,49294140000
2017-08-25,49286910000
2017-08-28,49561650000
2017-08-29,49243530000
2017-08-30,49554420000
2017-08-31,50025600000
2017-09-01,49773600000
2017-09-05,48218400000
2017-09-06,48211199999
2017-09-07,47275200000
2017-09-08,47210399999
2017-09-11,48708000000
2017-09-12,49089600000
2017-09-13,49262400000
2017-09-14,49492800000
2017-09-15,47476800000
2017-09-18,46936800000
2017-09-19,46958400000
2017-09-20,46425600000
2017-09-21,46404000000
2017-09-22,46317600000
2017-09-25,45720000000
2017-09-26,47030399999
2017-09-27,45849600000
2017-09-28,46346400000
2017-09-29,46490399999
2017-10-02,46389600000
2017-10-03,46151999999
2017-10-04,46936800000
2017-10-05,47455200000
2017-10-06,47253600000
2017-10-09,47844000000
2017-10-10,48297600000
2017-10-11,48384000000
2017-10-12,48139200000
2017-10-13,48916800000
2017-10-16,49132800000
2017-10-17,49053600000
2017-10-18,48571199999
2017-10-19,47368800000
2017-10-20,47433600000
2017-10-23,47591999999
2017-10-24,47822400000
2017-10-25,47404800000
2017-10-26,47951999999
2017-10-27,48391199999
2017-10-30,47534400000
2017-10-31,47800800000
2017-11-01,46490399999
2017-11-02,46944000000
2017-11-03,47109600000
2017-11-06,47282400000
2017-11-07,47793600000
2017-11-08,47469600000
2017-11-09,47649600000
2017-11-10,46555200000
2017-11-13,47505600000
2017-11-14,47534400000
2017-11-15,47361600000
2017-11-16,47390399999
2017-11-17,47678400000
2017-11-20,47613600000
2017-11-21,48240000000
2017-11-22,48088800000
2017-11-24,48031199999
2017-11-27,47635200000
2017-11-28,47887200000
2017-11-29,47304000000
2017-11-30,47063880000
2017-12-01,47322000000
2017-12-04,48218250000
2017-12-05,47278980000
2017-12-06,47365020000
2017-12-07,47451060000
2017-12-08,47974470000
2017-12-11,48060510000
2017-12-12,47716350000
2017-12-13,46898970000
2017-12-14,46734060000
2017-12-15,47286150000
2017-12-18,47752199999
2017-12-19,48849210000
2017-12-20,48540900000
2017-12-21,47565780000
2017-12-22,47572949999
2017-12-26,47099730000
2017-12-27,47866920000
2017-12-28,47666160000
2017-12-29,47587290000
2018-01-02,47859750000
2018-01-03,47967300000
2018-01-04,47931449999
2018-01-05,47537100000
2018-01-08,47357850000
2018-01-09,48490710000
2018-01-10,48720150000
2018-01-11,49329600000
2018-01-12,49967730000
2018-01-16,49128840000
2018-01-17,49795650000
2018-01-18,49487340000
2018-01-19,49157520000
2018-01-22,49372620000
2018-01-23,49121670000
2018-01-24,51028890000
2018-01-25,50734920000
2018-01-26,51373050000
2018-01-29,51580980000
2018-01-30,51473430000
2018-01-31,51344370000
2018-02-01,50985870000
2018-02-02,50154150000
2018-02-05,48784680000
2018-02-06,49666590000
2018-02-07,49559040000
2018-02-08,47866920000
2018-02-09,48089189999
2018-02-12,49308090000
2018-02-13,49293750000
2018-02-14,50132640000
2018-02-15,49903199999
2018-02-16,49831500000
2018-02-20,49795650000
2018-02-21,49888860000
2018-02-22,48899400000
2018-02-23,49300920000
2018-02-26,49214880000
2018-02-27,48390330000
2018-02-28,47773740000
2018-03-01,47109720000
2018-03-02,46388580000
2018-03-05,46545660000
2018-03-06,47231100000
2018-03-07,47131140000
2018-03-08,47645220000
2018-03-09,48173580000
2018-03-12,48095040000
2018-03-13,48244979999
2018-03-14,47809439999
2018-03-15,47645220000
2018-03-16,47773740000
2018-03-19,48287820000
2018-03-20,48444899999
2018-03-21,47880840000
2018-03-22,47266800000
2018-03-23,45988740000
2018-03-26,46981200000
2018-03-27,46931220000
2018-03-28,46152960000
2018-03-29,46824120000
2018-04-02,46138680000
2018-04-03,46045860000
2018-04-04,46395720000
2018-04-05,46774140000
2018-04-06,46060140000
2018-04-09,46310040000
2018-04-10,45053400000
2018-04-11,45438960000
2018-04-12,45517500000
2018-04-13,44939160000
2018-04-16,45753120000
2018-04-17,45817380000
2018-04-18,46602780000
2018-04-19,46452840000
2018-04-20,47038320000
2018-04-23,47316780000
2018-04-24,46795560000
2018-04-25,47173979999
2018-04-26,45917340000
2018-04-27,45953040000
2018-04-30,45024840000
2018-05-01,45774540000
2018-05-02,44874900000
2018-05-03,45196200000
2018-05-04,45388980000
2018-05-07,44932020000
2018-05-08,45089100000
2018-05-09,45660300000
2018-05-10,45738840000
2018-05-11,45710280000
2018-05-14,46281479999
2018-05-15,46538520000
2018-05-16,46738439999
2018-05-17,46281479999
2018-05-18,46295760000
2018-05-21,46245780000
2018-05-22,46445700000
2018-05-23,46181520000
2018-05-24,45803100000
2018-05-25,45874500000
2018-05-29,44660700000
2018-05-30,44896320000
2018-05-31,43969680000
2018-06-01,44598020000
2018-06-04,44718040000
2018-06-05,42776540000
2018-06-06,43383700000
2018-06-07,43298980000
2018-06-08,43023640000
2018-06-11,43164840000
2018-06-12,43892020000
2018-06-13,45063980000
2018-06-14,45325200000
2018-06-15,46017080000
2018-06-18,45501700000
2018-06-19,44809820000
2018-06-20,44478000000
2018-06-21,44054400000
2018-06-22,44852180000
2018-06-25,41329240000
2018-06-26,42190560000
2018-06-27,40997420000
2018-06-28,40354960000
2018-06-29,40460860000
2018-07-02,40347900000
2018-07-03,40072560000
2018-07-05,40164340000
2018-07-06,40630300000
2018-07-09,40905640000
2018-07-10,41526920000
2018-07-11,40940940000
2018-07-12,41230400000
2018-07-13,40983300000
2018-07-16,41230400000
