,AMGN
2013-11-25,85925840000
2013-11-26,85707180000
2013-11-27,85820280000
2013-11-29,86016320000
2013-12-02,86310380000
2013-12-03,85541300000
2013-12-04,85254780000
2013-12-05,85465900000
2013-12-06,86046480000
2013-12-09,85940920000
2013-12-10,86031400000
2013-12-11,85239700000
2013-12-12,84877780000
2013-12-13,84568640000
2013-12-16,84538480000
2013-12-17,83694000000
2013-12-18,84998420000
2013-12-19,84900400000
2013-12-20,85978620000
2013-12-23,85352800000
2013-12-24,84636500000
2013-12-26,86227440000
2013-12-27,86800480000
2013-12-30,87079460000
2013-12-31,86358560000
2014-01-02,87660600000
2014-01-03,86653790000
2014-01-06,85904360000
2014-01-07,88137510000
2014-01-08,87721160000
2014-01-09,89999730000
2014-01-10,89318430000
2014-01-13,88114800000
2014-01-14,89114040000
2014-01-15,89712070000
2014-01-16,90105710000
2014-01-17,90196550000
2014-01-21,90272250000
2014-01-22,94148090000
2014-01-23,93565200000
2014-01-24,90302530000
2014-01-27,89719640000
2014-01-28,91369900000
2014-01-29,90211690000
2014-01-30,91513730000
2014-01-31,90045150000
2014-02-03,88379750000
2014-02-04,87645460000
2014-02-05,87107990000
2014-02-06,87864990000
2014-02-07,90007300000
2014-02-10,91067100000
2014-02-11,91778680000
2014-02-12,92512970000
2014-02-13,93981550000
2014-02-14,93746880000
2014-02-18,94579580000
2014-02-19,93375950000
2014-02-20,93481930000
2014-02-21,93754450000
2014-02-24,95223030000
2014-02-25,94140520000
2014-02-26,92248020000
2014-02-27,93171560000
2014-02-28,93883140000
2014-03-03,93633330000
2014-03-04,95382000000
2014-03-05,95525830000
2014-03-06,94011830000
2014-03-07,92550820000
2014-03-10,94927800000
2014-03-11,94072390000
2014-03-12,95366860000
2014-03-13,93837720000
2014-03-14,92762780000
2014-03-17,93762020000
2014-03-18,96494790000
2014-03-19,95821060000
2014-03-20,96176850000
2014-03-21,93058010000
2014-03-24,91808960000
2014-03-25,91316910000
2014-03-26,90923270000
2014-03-27,92573530000
2014-03-28,91256350000
2014-03-31,93615060000
2014-04-01,95687130000
2014-04-02,95618820000
2014-04-03,94214670000
2014-04-04,90404490000
2014-04-07,90184380000
2014-04-08,89546820000
2014-04-09,91080000000
2014-04-10,86609490000
2014-04-11,84962460000
2014-04-14,86009880000
2014-04-15,87285000000
2014-04-16,87694860000
2014-04-17,87634140000
2014-04-21,88818180000
2014-04-22,90548700000
2014-04-23,86009880000
2014-04-24,86313480000
2014-04-25,84560190000
2014-04-28,84613320000
2014-04-29,84932100000
2014-04-30,84818250000
2014-05-01,85584840000
2014-05-02,85326780000
2014-05-05,85903620000
2014-05-06,85220520000
2014-05-07,85592430000
2014-05-08,84082020000
2014-05-09,84613320000
2014-05-12,84803070000
2014-05-13,84104790000
2014-05-14,85061130000
2014-05-15,83710110000
2014-05-16,84962460000
2014-05-19,85068720000
2014-05-20,85174980000
2014-05-21,86138910000
2014-05-22,87178740000
2014-05-23,86776470000
2014-05-27,87960510000
2014-05-28,87793530000
2014-05-29,88044000000
2014-05-30,88036410000
2014-06-02,88385550000
2014-06-03,88894080000
2014-06-04,90434850000
2014-06-05,89364660000
2014-06-06,89425380000
2014-06-09,88347600000
2014-06-10,88878900000
2014-06-11,88302060000
2014-06-12,88195800000
2014-06-13,88066770000
2014-06-16,88165440000
2014-06-17,88173030000
2014-06-18,89174910000
2014-06-19,89448150000
2014-06-20,91816230000
2014-06-23,90419670000
2014-06-24,90161610000
2014-06-25,90639780000
2014-06-26,90427260000
2014-06-27,90009810000
2014-06-30,90079570000
2014-07-01,91555910000
2014-07-02,92103830000
2014-07-03,93488850000
2014-07-07,91441760000
2014-07-08,91289560000
2014-07-09,90992770000
2014-07-10,90520950000
2014-07-11,91144970000
2014-07-14,90543780000
2014-07-15,88930460000
2014-07-16,89577310000
2014-07-17,87811790000
2014-07-18,90026300000
2014-07-21,90581830000
2014-07-22,92164710000
2014-07-23,92849610000
2014-07-24,93039860000
2014-07-25,93481240000
2014-07-28,93336650000
2014-07-29,93838910000
2014-07-30,98937610000
2014-07-31,96943790000
2014-08-01,95543550000
2014-08-04,97902650000
2014-08-05,97316680000
2014-08-06,96715490000
2014-08-07,95695750000
2014-08-08,96608950000
2014-08-11,96890520000
2014-08-12,96129520000
2014-08-13,96905740000
2014-08-14,100345460000
2014-08-15,101060800000
2014-08-18,101380420000
2014-08-19,101228220000
2014-08-20,100969480000
2014-08-21,100855330000
2014-08-22,101076020000
2014-08-25,102575190000
2014-08-26,104462470000
2014-08-27,104888630000
2014-08-28,105543090000
2014-08-29,106068180000
2014-09-02,104987560000
2014-09-03,105459380000
2014-09-04,105025610000
2014-09-05,104926680000
2014-09-08,105984470000
2014-09-09,104553789999
2014-09-10,105923590000
2014-09-11,105748560000
2014-09-12,104934289999
2014-09-15,104995170000
2014-09-16,106030130000
2014-09-17,107080310000
2014-09-18,108077220000
2014-09-19,109591610000
2014-09-22,108198980000
2014-09-23,107057480000
2014-09-24,108244640000
2014-09-25,106425850000
2014-09-26,107346660000
2014-09-29,106593270000
2014-09-30,106890060000
2014-10-01,105642020000
2014-10-02,104409199999
2014-10-03,105893150000
2014-10-06,104721210000
2014-10-07,103518830000
2014-10-08,106593270000
2014-10-09,104698380000
2014-10-10,104553789999
2014-10-13,101639160000
2014-10-14,100604199999
2014-10-15,99614900000
2014-10-16,99272449999
2014-10-17,101738090000
2014-10-20,104645110000
2014-10-21,109652490000
2014-10-22,109310039999
2014-10-23,112057250000
2014-10-24,112064860000
2014-10-27,112780199999
2014-10-28,119621590000
2014-10-29,120907680000
2014-10-30,122962380000
2014-10-31,123418980000
2014-11-03,122947160000
2014-11-04,122072010000
2014-11-05,120953340000
2014-11-06,122026350000
2014-11-07,121950250000
2014-11-10,124111490000
2014-11-11,123601619999
2014-11-12,123228730000
2014-11-13,122406850000
2014-11-14,119994480000
2014-11-17,121105539999
2014-11-18,123464640000
2014-11-19,123769039999
2014-11-20,123799480000
2014-11-21,123898410000
2014-11-24,124940980000
2014-11-25,123464640000
2014-11-26,125351920000
2014-11-28,125800910000
2014-12-01,126638010000
2014-12-02,128822080000
2014-12-03,127901270000
2014-12-04,126744550000
2014-12-05,128791640000
2014-12-08,130618039999
2014-12-09,128905789999
2014-12-10,125861789999
2014-12-11,126386880000
2014-12-12,125207330000
2014-12-15,121455600000
2014-12-16,121333840000
2014-12-17,124408279999
2014-12-18,128213279999
2014-12-19,129499369999
2014-12-22,125207330000
2014-12-23,119872720000
2014-12-24,122269869999
2014-12-26,124393060000
2014-12-29,123928850000
2014-12-30,122239430000
2014-12-31,121219690000
2015-01-02,121676289999
2015-01-05,120230390000
2015-01-06,116356900000
2015-01-07,120420640000
2015-01-08,119986869999
2015-01-09,118510529999
2015-01-12,118883420000
2015-01-13,118061539999
2015-01-14,118076760000
2015-01-15,115611119999
2015-01-16,120565230000
2015-01-20,119933600000
2015-01-21,119766180000
2015-01-22,121432770000
2015-01-23,121615410000
2015-01-26,121554529999
2015-01-27,120915289999
2015-01-28,117681039999
2015-01-29,118997570000
2015-01-30,115869860000
2015-02-02,116052500000
2015-02-03,115847029999
2015-02-04,115253449999
2015-02-05,116706960000
2015-02-06,115215400000
2015-02-09,114157610000
2015-02-10,116105770000
2015-02-11,116516710000
2015-02-12,116569980000
2015-02-13,116798279999
2015-02-17,117376640000
2015-02-18,118548580000
2015-02-19,118754050000
2015-02-20,119979260000
2015-02-23,120557619999
2015-02-24,119758570000
2015-02-25,120298880000
2015-02-26,120976170000
2015-02-27,120024920000
2015-03-02,121478430000
2015-03-03,120664160000
2015-03-04,121143590000
2015-03-05,121455600000
2015-03-06,117863680000
2015-03-09,117962610000
2015-03-10,116874380000
2015-03-11,116204699999
2015-03-12,117384250000
2015-03-13,117391860000
2015-03-16,124065830000
2015-03-17,124096270000
2015-03-18,126736940000
2015-03-19,128692710000
2015-03-20,129446100000
2015-03-23,126736940000
2015-03-24,126333610000
2015-03-25,122231820000
2015-03-26,122178550000
2015-03-27,123730990000
2015-03-30,125039910000
2015-03-31,121486000000
2015-04-01,119396000000
2015-04-02,118468800000
2015-04-06,118012800000
2015-04-07,119532800000
2015-04-08,121850800000
2015-04-09,122732400000
2015-04-10,124168800000
2015-04-13,123492400000
2015-04-14,123553200000
2015-04-15,125757200000
2015-04-16,126821200000
2015-04-17,124320800000
2015-04-20,126137200000
2015-04-21,128029600000
2015-04-22,128516000000
2015-04-23,128569199999
2015-04-24,127611600000
2015-04-27,123408800000
2015-04-28,123492400000
2015-04-29,122344799999
2015-04-30,120011600000
2015-05-01,121873600000
2015-05-04,123203600000
2015-05-05,121174400000
2015-05-06,120801999999
2015-05-07,120004000000
2015-05-08,123378400000
2015-05-11,122398000000
2015-05-12,120262400000
2015-05-13,120376399999
2015-05-14,123104799999
2015-05-15,123393600000
2015-05-18,124214400000
2015-05-19,124305600000
2015-05-20,124624799999
2015-05-21,124518400000
2015-05-22,124320800000
2015-05-26,120847600000
2015-05-27,121934400000
2015-05-28,119586000000
2015-05-29,118757600000
2015-06-01,119342800000
2015-06-02,118894400000
2015-06-03,119418800000
2015-06-04,120148400000
2015-06-05,119510000000
2015-06-08,118917200000
2015-06-09,117648000000
2015-06-10,118218000000
2015-06-11,120049600000
2015-06-12,118651200000
2015-06-15,118636000000
2015-06-16,118734799999
2015-06-17,118294000000
2015-06-18,121691200000
2015-06-19,122147200000
2015-06-22,123287200000
2015-06-23,122884400000
2015-06-24,121516399999
2015-06-25,120657600000
2015-06-26,120095200000
2015-06-29,115216000000
2015-06-30,116214640000
2015-07-01,117327430000
2015-07-02,116017820000
2015-07-06,116956500000
2015-07-07,117630229999
2015-07-08,115298670000
2015-07-09,114541670000
2015-07-10,116653700000
2015-07-13,117910320000
2015-07-14,120605240000
2015-07-15,121460649999
2015-07-16,123421280000
2015-07-17,123595390000
2015-07-20,124405380000
2015-07-21,123920899999
2015-07-22,124337250000
2015-07-23,124223700000
2015-07-24,120052630000
2015-07-27,125313780000
2015-07-28,130764180000
2015-07-29,129802790000
2015-07-30,129969330000
2015-07-31,133678630000
2015-08-03,132921630000
2015-08-04,132323600000
2015-08-05,133565080000
2015-08-06,128432620000
2015-08-07,130438670000
2015-08-10,129144200000
2015-08-11,127599920000
2015-08-12,129159340000
2015-08-13,127615060000
2015-08-14,126964040000
2015-08-17,128531030000
2015-08-18,126964040000
2015-08-19,126093490000
2015-08-20,121990550000
2015-08-21,117478830000
2015-08-24,111763479999
2015-08-25,109908830000
2015-08-26,116562859999
2015-08-27,117880040000
2015-08-28,118008729999
2015-08-31,114897460000
2015-09-01,111627220000
2015-09-02,115283530000
2015-09-03,112967109999
2015-09-04,111294140000
2015-09-08,117001920000
2015-09-09,114367560000
2015-09-10,115926979999
2015-09-11,115979970000
2015-09-14,114307000000
2015-09-15,115169979999
2015-09-16,114443260000
2015-09-17,116509870000
2015-09-18,113996630000
2015-09-21,111347130000
2015-09-22,110469010000
2015-09-23,110310040000
2015-09-24,108637070000
2015-09-25,104867210000
2015-09-28,100105680000
2015-09-29,101301740000
2015-09-30,104293280000
2015-10-01,105733419999
2015-10-02,107422380000
2015-10-05,108425200000
2015-10-06,106479880000
2015-10-07,111629700000
2015-10-08,113024600000
2015-10-09,112790860000
2015-10-12,115384620000
2015-10-13,111275320000
2015-10-14,111448740000
2015-10-15,115015160000
2015-10-16,115067940000
2015-10-19,116470380000
2015-10-20,113439299999
2015-10-21,113167860000
2015-10-22,114841740000
2015-10-23,117435500000
2015-10-26,119569320000
2015-10-27,122132919999
2015-10-28,122653179999
2015-10-29,121077320000
2015-10-30,119267720000
2015-11-02,122381740000
2015-11-03,122494840000
2015-11-04,122057520000
2015-11-05,121559880000
2015-11-06,120986840000
2015-11-09,120361020000
2015-11-10,119410980000
2015-11-11,118272440000
2015-11-12,113838919999
2015-11-13,114268700000
2015-11-16,116493000000
2015-11-17,118830400000
2015-11-18,121333679999
2015-11-19,120255460000
2015-11-20,120572140000
2015-11-23,122502380000
2015-11-24,122736120000
2015-11-25,123618299999
2015-11-27,123294080000
2015-11-30,121469400000
2015-12-01,122132919999
2015-12-02,121032080000
2015-12-03,116606100000
2015-12-04,121718220000
2015-12-07,119358200000
2015-12-08,120149900000
2015-12-09,119049059999
2015-12-10,120391179999
2015-12-11,116983100000
2015-12-14,119214940000
2015-12-15,122615480000
2015-12-16,124093320000
2015-12-17,121718220000
2015-12-18,119735200000
2015-12-21,120097120000
2015-12-22,122374200000
2015-12-23,122690880000
2015-12-24,123316700000
2015-12-28,121944419999
2015-12-29,123987760000
2015-12-30,123120660000
2015-12-31,122234490000
2016-01-04,119230020000
2016-01-05,119102009999
2016-01-06,118010160000
2016-01-07,115193939999
2016-01-08,113484630000
2016-01-11,111210570000
2016-01-12,113544870000
2016-01-13,109531380000
2016-01-14,115329480000
2016-01-15,113928900000
2016-01-19,113928900000
2016-01-20,116730060000
2016-01-21,115043340000
2016-01-22,117528240000
2016-01-25,115532790000
2016-01-26,115796340000
2016-01-27,113303910000
2016-01-28,111707550000
2016-01-29,115005689999
2016-02-01,115020750000
2016-02-02,113032830000
2016-02-03,113469570000
2016-02-04,112882230000
2016-02-05,109215120000
2016-02-08,107679000000
2016-02-09,107799480000
2016-02-10,109041930000
2016-02-11,106519380000
2016-02-12,108974160000
2016-02-16,110803950000
2016-02-17,113755710000
2016-02-18,112422900000
2016-02-19,113040360000
2016-02-22,111865680000
2016-02-23,110886780000
2016-02-24,110773830000
2016-02-25,110502750000
2016-02-26,111142800000
2016-02-29,107136840000
2016-03-01,111737669999
2016-03-02,111059970000
2016-03-03,109817520000
2016-03-04,109922939999
2016-03-07,110924430000
2016-03-08,108906390000
2016-03-09,106097700000
2016-03-10,106195590000
2016-03-11,108861210000
2016-03-14,108898860000
2016-03-15,107837130000
2016-03-16,108416939999
2016-03-17,108529890000
2016-03-18,109569030000
2016-03-21,110698530000
2016-03-22,113416860000
2016-03-23,112016280000
2016-03-24,112377720000
2016-03-28,111722610000
2016-03-29,112565970000
2016-03-30,112558439999
2016-03-31,112597430000
2016-04-01,115774160000
2016-04-04,116149660000
2016-04-05,114865449999
2016-04-06,119904660000
2016-04-07,118192380000
2016-04-08,117501460000
2016-04-11,117448889999
2016-04-12,119108600000
2016-04-13,120205060000
2016-04-14,120250120000
2016-04-15,120257630000
2016-04-18,121436699999
2016-04-19,121737100000
2016-04-20,122232760000
2016-04-21,123426850000
2016-04-22,122555690000
2016-04-25,122758460000
2016-04-26,122300350000
2016-04-27,120911000000
2016-04-28,120580560000
2016-04-29,118883300000
2016-05-02,119401490000
2016-05-03,117418850000
2016-05-04,115789180000
2016-05-05,115841750000
2016-05-06,115045690000
2016-05-09,116712910000
2016-05-10,118087240000
2016-05-11,115789180000
2016-05-12,114827900000
2016-05-13,114414850000
2016-05-16,115105770000
2016-05-17,112732610000
2016-05-18,113273330000
2016-05-19,111651169999
2016-05-20,112785180000
2016-05-23,112124300000
2016-05-24,114692720000
2016-05-25,116833070000
2016-05-26,116818050000
2016-05-27,117711740000
2016-05-31,118620449999
2016-06-01,118695550000
2016-06-02,120062370000
2016-06-03,119551690000
2016-06-06,120302690000
2016-06-07,119326389999
2016-06-08,118658000000
2016-06-09,117741780000
2016-06-10,116239780000
2016-06-13,114963080000
2016-06-14,114895490000
2016-06-15,114076900000
2016-06-16,114377300000
2016-06-17,112364620000
2016-06-20,113138150000
2016-06-21,112214419999
2016-06-22,112507310000
2016-06-23,114354770000
2016-06-24,109983949999
2016-06-27,108579580000
2016-06-28,111463419999
2016-06-29,112725100000
2016-06-30,113656050000
2016-07-01,115247160000
2016-07-05,115239690000
2016-07-06,116569350000
2016-07-07,116972730000
2016-07-08,120341700000
2016-07-11,119654460000
2016-07-12,120984120000
2016-07-13,119908440000
2016-07-14,121566780000
2016-07-15,121970160000
2016-07-18,121708710000
2016-07-19,121380030000
2016-07-20,121947750000
2016-07-21,122649930000
2016-07-22,123755489999
2016-07-25,124420320000
2016-07-26,125249489999
2016-07-27,127497960000
2016-07-28,127946160000
2016-07-29,128506410000
2016-08-01,130097520000
2016-08-02,130090050000
2016-08-03,129552210000
2016-08-04,128984489999
2016-08-05,129724020000
2016-08-08,128737980000
2016-08-09,128543760000
2016-08-10,127908809999
2016-08-11,128805210000
2016-08-12,129245940000
2016-08-15,130411260000
2016-08-16,128603520000
2016-08-17,130209570000
2016-08-18,130538250000
2016-08-19,129694140000
2016-08-22,130239450000
2016-08-23,130276800000
2016-08-24,127617480000
2016-08-25,127161809999
2016-08-26,128461590000
2016-08-29,128117970000
2016-08-30,127557720000
2016-08-31,127034820000
2016-09-01,127087110000
2016-09-02,126818190000
2016-09-06,127617480000
2016-09-07,127460610000
2016-09-08,127714590000
2016-09-09,124412850000
2016-09-12,128513880000
2016-09-13,126467100000
2016-09-14,127094579999
2016-09-15,128962079999
2016-09-16,129201120000
2016-09-19,128020860000
2016-09-20,129514860000
2016-09-21,129865950000
2016-09-22,131188140000
2016-09-23,130575600000
2016-09-26,129626910000
2016-09-27,128207610000
2016-09-28,126773370000
2016-09-29,123591149999
2016-09-30,123773020000
2016-10-03,124166280000
2016-10-04,124322100000
2016-10-05,124092080000
2016-10-06,123839800000
2016-10-07,124285000000
2016-10-10,124886020000
2016-10-11,121925440000
2016-10-12,121598960000
2016-10-13,121903180000
2016-10-14,120129800000
2016-10-17,120664040000
2016-10-18,120797600000
2016-10-19,119521360000
2016-10-20,119833000000
2016-10-21,117614420000
2016-10-24,117799920000
2016-10-25,117161800000
2016-10-26,117970580000
2016-10-27,119142940000
2016-10-28,107723560000
2016-10-31,104740720000
2016-11-01,104443920000
2016-11-02,102915399999
2016-11-03,100333240000
2016-11-04,100466800000
2016-11-07,103293820000
2016-11-08,102729899999
2016-11-09,108643639999
2016-11-10,112464940000
2016-11-11,110587680000
2016-11-14,108643639999
2016-11-15,109118520000
2016-11-16,109244660000
2016-11-17,109341120000
2016-11-18,107760660000
2016-11-21,107998100000
2016-11-22,107092860000
2016-11-23,107612260000
2016-11-25,107909060000
2016-11-28,107641940000
2016-11-29,108332000000
2016-11-30,106899940000
2016-12-01,105653379999
2016-12-02,106855420000
2016-12-05,107805180000
2016-12-06,107671620000
2016-12-07,104762980000
2016-12-08,104317780000
2016-12-09,106439899999
2016-12-12,108153920000
2016-12-13,110090540000
2016-12-14,110327980000
2016-12-15,111589379999
2016-12-16,110832540000
2016-12-19,109623080000
2016-12-20,109237240000
2016-12-21,108458139999
2016-12-22,108599120000
2016-12-23,109482100000
2016-12-27,110083120000
2016-12-28,109571139999
2016-12-29,109652760000
2016-12-30,108487820000
2017-01-03,111088010000
2017-01-04,112665190000
2017-01-05,112746260000
2017-01-06,115546860000
2017-01-09,117065080000
2017-01-10,117006120000
2017-01-11,115428940000
2017-01-12,114500320000
2017-01-13,115060440000
2017-01-17,114087600000
2017-01-18,114802490000
2017-01-19,113350600000
2017-01-20,113991789999
2017-01-23,112554640000
2017-01-24,111913450000
2017-01-25,113571700000
2017-01-26,112746260000
2017-01-27,115826920000
2017-01-30,113814910000
2017-01-31,115473160000
2017-02-01,117676789999
2017-02-02,117610460000
2017-02-03,123469610000
2017-02-06,122769460000
2017-02-07,122946340000
2017-02-08,123904440000
2017-02-09,123425390000
2017-02-10,123734929999
2017-02-13,123565420000
2017-02-14,123852850000
2017-02-15,126609230000
2017-02-16,126845070000
2017-02-17,127714730000
2017-02-21,127604179999
2017-02-22,127213570000
2017-02-23,128245370000
2017-02-24,128650720000
2017-02-27,129807810000
2017-02-28,130102610000
2017-03-01,131362880000
2017-03-02,131237590000
2017-03-03,132807399999
2017-03-06,132262020000
2017-03-07,130729060000
2017-03-08,131023860000
2017-03-09,131864039999
2017-03-10,133721280000
2017-03-13,133433850000
2017-03-14,132748440000
2017-03-15,134576200000
2017-03-16,132741070000
2017-03-17,124265570000
2017-03-20,124729880000
2017-03-21,122968450000
2017-03-22,123410649999
2017-03-23,122371480000
2017-03-24,122150380000
2017-03-27,121538670000
2017-03-28,121391270000
2017-03-29,120175220000
2017-03-30,121148060000
2017-03-31,120427380000
2017-04-03,120295259999
2017-04-04,120640240000
2017-04-05,119084160000
2017-04-06,119091500000
2017-04-07,119920920000
2017-04-10,119487860000
2017-04-11,119722740000
2017-04-12,119678700000
2017-04-13,118621740000
2017-04-17,118988740000
2017-04-18,118357500000
2017-04-19,118364840000
2017-04-20,118937360000
2017-04-21,117740940000
2017-04-24,119744759999
2017-04-25,120889799999
2017-04-26,120823740000
2017-04-27,119436480000
2017-04-28,119876880000
2017-05-01,119348400000
2017-05-02,120001660000
2017-05-03,120236540000
2017-05-04,120588860000
2017-05-05,120236540000
2017-05-08,119664020000
2017-05-09,119803480000
2017-05-10,117814340000
2017-05-11,117498720000
2017-05-12,117601480000
2017-05-15,117417980000
2017-05-16,117432660000
2017-05-17,115282040000
2017-05-18,115942640000
2017-05-19,114878340000
2017-05-22,112316680000
2017-05-23,113087380000
2017-05-24,113476400000
2017-05-25,114085620000
2017-05-26,113777340000
2017-05-30,112925900000
2017-05-31,113946160000
2017-06-01,114680160000
2017-06-02,116816100000
2017-06-05,117601480000
2017-06-06,117095020000
2017-06-07,118658440000
2017-06-08,119385100000
2017-06-09,120420040000
2017-06-12,121021920000
2017-06-13,120691620000
2017-06-14,121183400000
2017-06-15,120456740000
2017-06-16,119216279999
2017-06-19,121176060000
2017-06-20,122056860000
2017-06-21,125770900000
2017-06-22,127583880000
2017-06-23,126615000000
2017-06-26,127473779999
2017-06-27,125403900000
2017-06-28,127767380000
2017-06-29,126681060000
2017-06-30,125383440000
2017-07-03,125798400000
2017-07-05,126861280000
2017-07-06,125012160000
2017-07-07,124801040000
2017-07-10,125361599999
2017-07-11,126176960000
2017-07-12,126140560000
2017-07-13,127429120000
2017-07-14,128950640000
2017-07-17,129147200000
2017-07-18,129205440000
2017-07-19,130443040000
2017-07-20,130544960000
2017-07-21,131192880000
2017-07-24,131811680000
2017-07-25,131687919999
2017-07-26,128047919999
2017-07-27,125325200000
2017-07-28,127065120000
2017-07-31,127043280000
2017-08-01,126766640000
2017-08-02,127006880000
2017-08-03,126803040000
2017-08-04,126562800000
2017-08-07,127094240000
2017-08-08,126446320000
2017-08-09,126344400000
2017-08-10,123112080000
2017-08-11,123345040000
2017-08-14,124975759999
2017-08-15,123789120000
2017-08-16,124771919999
2017-08-17,122165680000
2017-08-18,121787120000
2017-08-21,122420480000
2017-08-22,123810960000
2017-08-23,123032000000
2017-08-24,123723599999
2017-08-25,123570720000
2017-08-28,125055840000
2017-08-29,125383440000
2017-08-30,126417200000
2017-08-31,129416560000
2017-09-01,130100880000
2017-09-05,128666720000
2017-09-06,129860640000
2017-09-07,131556880000
2017-09-08,131505919999
2017-09-11,135764720000
2017-09-12,139048000000
2017-09-13,138101600000
2017-09-14,137912320000
2017-09-15,136478160000
2017-09-18,135750160000
2017-09-19,135640960000
2017-09-20,136987759999
2017-09-21,135873919999
2017-09-22,135233280000
2017-09-25,135619120000
2017-09-26,135116800000
2017-09-27,134592640000
2017-09-28,135014880000
2017-09-29,135735599999
2017-10-02,135437095255
2017-10-03,135480511538
2017-10-04,136464613956
2017-10-05,135205541745
2017-10-06,134460228884
2017-10-09,134199731185
2017-10-10,134438520743
2017-10-11,133251809003
2017-10-12,132245998444
2017-10-13,132426899624
2017-10-16,131623698386
2017-10-17,134727962630
2017-10-18,134793087055
2017-10-19,133230100862
2017-10-20,132390719388
2017-10-23,130632359921
2017-10-24,130516583166
2017-10-25,128439837622
2017-10-26,127730704997
2017-10-27,126833435146
2017-10-30,126334147890
2017-10-31,126790018863
2017-11-01,126934739806
2017-11-02,124756689602
2017-11-03,125502002463
2017-11-06,123591686005
2017-11-07,125530946652
2017-11-08,125603307124
2017-11-09,125907221106
2017-11-10,124713273319
2017-11-13,124098209308
2017-11-14,123106870843
2017-11-15,122564167304
2017-11-16,123569977863
2017-11-17,123012802230
2017-11-20,122137240520
2017-11-21,122897025474
2017-11-22,122983858041
2017-11-24,123099634796
2017-11-27,122802956861
2017-11-28,123200939456
2017-11-29,124626440753
2017-11-30,127108404939
2017-12-01,128222756206
2017-12-04,129300927238
2017-12-05,129286455143
2017-12-06,127513623582
2017-12-07,125878276917
2017-12-08,126927503759
2017-12-11,127955022460
2017-12-12,127542567770
2017-12-13,128353005056
2017-12-14,126572937447
2017-12-15,128106979451
2017-12-18,127455735204
2017-12-19,127983966649
2017-12-20,128157631782
2017-12-21,127846481752
2017-12-22,127658344525
2017-12-26,127419554968
2017-12-27,127506387534
2017-12-28,126811727004
2017-12-29,125834860634
2018-01-02,125139000000
2018-01-03,127500380000
2018-01-04,126963060000
2018-01-05,127719550000
2018-01-08,127684200000
2018-01-09,129649660000
2018-01-10,129282020000
2018-01-11,128645720000
2018-01-12,130823280000
2018-01-16,131176780000
2018-01-17,132923070000
2018-01-18,132626130000
2018-01-19,133820960000
2018-01-22,135977310000
2018-01-23,135736930000
2018-01-24,134775410000
2018-01-25,134386560000
2018-01-26,138579070000
2018-01-29,139986000000
2018-01-30,135227890000
2018-01-31,131537350000
2018-02-01,131190920000
2018-02-02,132216070000
2018-02-05,123548250000
2018-02-06,124891550000
2018-02-07,125471290000
2018-02-08,122395840000
2018-02-09,122636220000
2018-02-12,123633090000
2018-02-13,124389580000
2018-02-14,126920640000
2018-02-15,129805200000
2018-02-16,129769850000
2018-02-20,129366860000
2018-02-21,128978010000
2018-02-22,128992149999
2018-02-23,131975689999
2018-02-26,133269500000
2018-02-27,131353530000
2018-02-28,129925390000
2018-03-01,129586030000
2018-03-02,130851560000
2018-03-05,134421910000
2018-03-06,134577450000
2018-03-07,132583710000
2018-03-08,132322120000
2018-03-09,135107700000
2018-03-12,133835100000
2018-03-13,134153250000
2018-03-14,134732990000
2018-03-15,134153250000
2018-03-16,133085680000
2018-03-19,129062850000
2018-03-20,128695210000
2018-03-21,128384130000
2018-03-22,124488560000
2018-03-23,119787010000
2018-03-26,123859330000
2018-03-27,121003050000
2018-03-28,120515220000
2018-03-29,120529360000
2018-04-02,108928800000
2018-04-03,110352320000
2018-04-04,113829120000
2018-04-05,112832000000
2018-04-06,110299839999
2018-04-09,111270720000
2018-04-10,113573280000
2018-04-11,113100960000
2018-04-12,112189120000
2018-04-13,112490880000
2018-04-16,112425280000
2018-04-17,114721280000
2018-04-18,114872160000
2018-04-19,113442080000
2018-04-20,112543360000
2018-04-23,114576960000
2018-04-24,112792640000
2018-04-25,114688480000
2018-04-26,115042720000
2018-04-27,116413760000
2018-04-30,114458880000
2018-05-01,111047680000
2018-05-02,111146080000
2018-05-03,109151839999
2018-05-04,110194880000
2018-05-07,110247360000
2018-05-08,110529440000
2018-05-09,111283839999
2018-05-10,112025120000
2018-05-11,114071839999
2018-05-14,115429760000
2018-05-15,113055040000
2018-05-16,114012800000
2018-05-17,114570400000
2018-05-18,115652800000
2018-05-21,115764320000
2018-05-22,117004160000
2018-05-23,118040640000
2018-05-24,116741760000
2018-05-25,116925440000
2018-05-29,116400640000
2018-05-30,118237440000
2018-05-31,117830720000
2018-06-01,120421920000
2018-06-04,121648640000
2018-06-05,119214880000
2018-06-06,120408800000
2018-06-07,120244800000
2018-06-08,120900800000
2018-06-11,121104160000
2018-06-12,121405920000
2018-06-13,120494080000
2018-06-14,121878240000
2018-06-15,121366560000
2018-06-18,120671200000
2018-06-19,122140640000
2018-06-20,122350560000
2018-06-21,122009440000
2018-06-22,121458400000
2018-06-25,121596160000
2018-06-26,121091040000
2018-06-27,120395680000
2018-06-28,120271040000
2018-06-29,121091040000
2018-07-02,119512050000
2018-07-03,119782950000
2018-07-05,120847200000
2018-07-06,123201450000
2018-07-09,125239649999
2018-07-10,126220050000
2018-07-11,124581750000
2018-07-12,125181600000
2018-07-13,126361950000
