,RTX
2013-11-26,62907819999
2013-11-27,63232180000
2013-11-29,62862770000
2013-12-02,62547420000
2013-12-03,62196030000
2013-12-04,61772560000
2013-12-05,61835629999
2013-12-06,63006930000
2013-12-09,63042970000
2013-12-10,62925840000
2013-12-11,61610379999
2013-12-12,61286020000
2013-12-13,60871560000
2013-12-16,61538300000
2013-12-17,61024730000
2013-12-18,62268110000
2013-12-19,62087910000
2013-12-20,62745640000
2013-12-23,62835739999
2013-12-24,63205150000
2013-12-26,63898920000
2013-12-27,63961989999
2013-12-30,63916940000
2013-12-31,64529620000
2014-01-02,63781790000
2014-01-03,64016050000
2014-01-06,63952980000
2014-01-07,64358430000
2014-01-08,64439520000
2014-01-09,64475560000
2014-01-10,64547640000
2014-01-13,63961989999
2014-01-14,63862879999
2014-01-15,64682790000
2014-01-16,64763879999
2014-01-17,64763879999
2014-01-21,65205370000
2014-01-22,65845080000
2014-01-23,65115270000
2014-01-24,63394360000
2014-01-27,64520610000
2014-01-28,64565660000
2014-01-29,64223280000
2014-01-30,65025170000
2014-01-31,64655760000
2014-02-03,62466330000
2014-02-04,61862660000
2014-02-05,61186910000
2014-02-06,62060879999
2014-02-07,62790690000
2014-02-10,63277230000
2014-02-11,64052090000
2014-02-12,63952980000
2014-02-13,64241300000
2014-02-14,64565660000
2014-02-18,64493580000
2014-02-19,64664770000
2014-02-20,65232400000
2014-02-21,65421610000
2014-02-24,66052310000
2014-02-25,65709930000
2014-02-26,65836069999
2014-02-27,66124390000
2014-02-28,66349640000
2014-03-03,66205480000
2014-03-04,66674000000
2014-03-05,66574890000
2014-03-06,66773110000
2014-03-07,67088459999
2014-03-10,66782120000
2014-03-11,65574780000
2014-03-12,65664879999
2014-03-13,64007040000
2014-03-14,63844860000
2014-03-17,64872000000
2014-03-18,65025170000
2014-03-19,64646750000
2014-03-20,64511599999
2014-03-21,64962099999
2014-03-24,64502590000
2014-03-25,65322500000
2014-03-26,64971110000
2014-03-27,64529620000
2014-03-28,65097250000
2014-03-31,66177000000
2014-04-01,66788999999
2014-04-02,67896000000
2014-04-03,67833000000
2014-04-04,66933000000
2014-04-07,65808000000
2014-04-08,65574000000
2014-04-09,66294000000
2014-04-10,64889999999
2014-04-11,64530000000
2014-04-14,65097000000
2014-04-15,65610000000
2014-04-16,66870000000
2014-04-17,67158000000
2014-04-21,67005000000
2014-04-22,67509000000
2014-04-23,67770000000
2014-04-24,67391999999
2014-04-25,66384000000
2014-04-28,66662999999
2014-04-29,66582000000
2014-04-30,67023000000
2014-05-01,66159000000
2014-05-02,65997000000
2014-05-05,66168000000
2014-05-06,65709000000
2014-05-07,66212999999
2014-05-08,66276000000
2014-05-09,66258000000
2014-05-12,67194000000
2014-05-13,67257000000
2014-05-14,66447000000
2014-05-15,65529000000
2014-05-16,64899000000
2014-05-19,65151000000
2014-05-20,64062000000
2014-05-21,65043000000
2014-05-22,65160000000
2014-05-23,65438999999
2014-05-27,65619000000
2014-05-28,65673000000
2014-05-29,65898000000
2014-05-30,65826000000
2014-06-02,66491999999
2014-06-03,66735000000
2014-06-04,66348000000
2014-06-05,66933000000
2014-06-06,67347000000
2014-06-09,68022000000
2014-06-10,67473000000
2014-06-11,67005000000
2014-06-12,66186000000
2014-06-13,66150000000
2014-06-16,66195000000
2014-06-17,66276000000
2014-06-18,66402000000
2014-06-19,66600000000
2014-06-20,66825000000
2014-06-23,66338999999
2014-06-24,65520000000
2014-06-25,65772000000
2014-06-26,65556000000
2014-06-27,66033000000
2014-06-30,65248680000
2014-07-01,65518079999
2014-07-02,65069079999
2014-07-03,65293579999
2014-07-07,65051120000
2014-07-08,64467420000
2014-07-09,64332720000
2014-07-10,64144140000
2014-07-11,64503340000
2014-07-14,64925400000
2014-07-15,64898460000
2014-07-16,64629060000
2014-07-17,63731060000
2014-07-18,64180060000
2014-07-21,63847799999
2014-07-22,62653460000
2014-07-23,62015880000
2014-07-24,61575859999
2014-07-25,61530960000
2014-07-28,61593820000
2014-07-29,60659900000
2014-07-30,60121100000
2014-07-31,59420660000
2014-08-01,59196160000
2014-08-04,59366780000
2014-08-05,59348820000
2014-08-06,58657359999
2014-08-07,58899820000
2014-08-08,59878640000
2014-08-11,59743940000
2014-08-12,59285960000
2014-08-13,59654140000
2014-08-14,59770880000
2014-08-15,59699040000
2014-08-18,61081960000
2014-08-19,61351359999
2014-08-20,61997920000
2014-08-21,62195480000
2014-08-22,61818320000
2014-08-25,62060780000
2014-08-26,61979960000
2014-08-27,61647700000
2014-08-28,61665660000
2014-08-29,61019100000
2014-09-02,61620760000
2014-09-03,61710560000
2014-09-04,61728519999
2014-09-05,61432180000
2014-09-08,61369320000
2014-09-09,61414220000
2014-09-10,61315440000
2014-09-11,61324420000
2014-09-12,61234620000
2014-09-15,61216660000
2014-09-16,61342380000
2014-09-17,61055019999
2014-09-18,61324420000
2014-09-19,61288500000
2014-09-22,60166000000
2014-09-23,59573320000
2014-09-24,59941500000
2014-09-25,59052480000
2014-09-26,59474540000
2014-09-29,59384739999
2014-09-30,59481699999
2014-10-01,58488249999
2014-10-02,58148150000
2014-10-03,58810449999
2014-10-06,58703050000
2014-10-07,57127850000
2014-10-08,57808050000
2014-10-09,56286550000
2014-10-10,56286550000
2014-10-13,55937500000
2014-10-14,56393950000
2014-10-15,55856950000
2014-10-16,55892750000
2014-10-17,57190500000
2014-10-20,57154700000
2014-10-21,57441100000
2014-10-22,56993600000
2014-10-23,58112350000
2014-10-24,58479300000
2014-10-27,58685149999
2014-10-28,59857599999
2014-10-29,59615950000
2014-10-30,59893400000
2014-10-31,60269300000
2014-11-03,59875500000
2014-11-04,60197700000
2014-11-05,60788400000
2014-11-06,61155350000
2014-11-07,61441750000
2014-11-10,61396999999
2014-11-11,60976349999
2014-11-12,60913700000
2014-11-13,60913700000
2014-11-14,60519900000
2014-11-17,60475149999
2014-11-18,61280650000
2014-11-19,61200099999
2014-11-20,61289600000
2014-11-21,62121950000
2014-11-24,61271699999
2014-11-25,62918500000
2014-11-26,62050350000
2014-11-28,62005600000
2014-12-01,61781850000
2014-12-02,61772900000
2014-12-03,62515749999
2014-12-04,62641049999
2014-12-05,62685800000
2014-12-08,63679250000
2014-12-09,64771150000
2014-12-10,63929850000
2014-12-11,64234150000
2014-12-12,63169100000
2014-12-15,63034850000
2014-12-16,63777700000
2014-12-17,64153600000
2014-12-18,65880950000
2014-12-19,65102299999
2014-12-22,65979400000
2014-12-23,66015200000
2014-12-24,65845149999
2014-12-26,66033100000
2014-12-29,65818300000
2014-12-30,65451349999
2014-12-31,64409300000
2015-01-02,64436000000
2015-01-05,63359100000
2015-01-06,62460200000
2015-01-07,63136600000
2015-01-08,64213500000
2015-01-09,63866400000
2015-01-12,64106700000
2015-01-13,64044399999
2015-01-14,63581600000
2015-01-15,63581600000
2015-01-16,65058999999
2015-01-20,65824399999
2015-01-21,66669900000
2015-01-22,67462000000
2015-01-23,67203900000
2015-01-26,66509700000
2015-01-27,66741099999
2015-01-28,65486200000
2015-01-29,65228100000
2015-01-30,64284700000
2015-02-02,65299300000
2015-02-03,66589799999
2015-02-04,65975699999
2015-02-05,67275100000
2015-02-06,67106000000
2015-02-09,66830100000
2015-02-10,66874600000
2015-02-11,66474100000
2015-02-12,66981400000
2015-02-13,67915900000
2015-02-17,67951499999
2015-02-18,68325300000
2015-02-19,68841500000
2015-02-20,69517900000
2015-02-23,69295400000
2015-02-24,69331000000
2015-02-25,69099600000
2015-02-26,68708000000
2015-02-27,68280800000
2015-03-02,69001700000
2015-03-03,68165100000
2015-03-04,67791300000
2015-03-05,67657800000
2015-03-06,66892400000
2015-03-09,68191800000
2015-03-10,65753199999
2015-03-11,66278300000
2015-03-12,67907000000
2015-03-13,66509700000
2015-03-16,67248400000
2015-03-17,67132700000
2015-03-18,67381899999
2015-03-19,66865699999
2015-03-20,66910200000
2015-03-23,66474100000
2015-03-24,66607600000
2015-03-25,65228100000
2015-03-26,64996700000
2015-03-27,65477299999
2015-03-30,66554200000
2015-03-31,64687520000
2015-04-01,63977150000
2015-04-02,64643669999
2015-04-06,65047090000
2015-04-07,64845380000
2015-04-08,65038320000
2015-04-09,65064630000
2015-04-10,65380350000
2015-04-13,64801530000
2015-04-14,64959389999
2015-04-15,65055860000
2015-04-16,64836610000
2015-04-17,63529880000
2015-04-20,64301639999
2015-04-21,64547199999
2015-04-22,64555970000
2015-04-23,64713830000
2015-04-24,64108699999
2015-04-27,63880680000
2015-04-28,64064850000
2015-04-29,63678970000
2015-04-30,62784430000
2015-05-01,63714050000
2015-05-04,64275330000
2015-05-05,63512340000
2015-05-06,63512340000
2015-05-07,64047310000
2015-05-08,65362810000
2015-05-11,64959389999
2015-05-12,64775220000
2015-05-13,64775220000
2015-05-14,65757460000
2015-05-15,65397889999
2015-05-18,65406660000
2015-05-19,65713610000
2015-05-20,65608370000
2015-05-21,65748690000
2015-05-22,65468050000
2015-05-26,64503350000
2015-05-27,64924310000
2015-05-28,64959389999
2015-05-29,64669979999
2015-06-01,64573509999
2015-06-02,64766449999
2015-06-03,65406660000
2015-06-04,64652440000
2015-06-05,64573509999
2015-06-08,64126240000
2015-06-09,64187630000
2015-06-10,64854150000
2015-06-11,65301419999
2015-06-12,64906770000
2015-06-15,63258009999
2015-06-16,63433410000
2015-06-17,63512340000
2015-06-18,63968380000
2015-06-19,63407100000
2015-06-22,63626350000
2015-06-23,63600040000
2015-06-24,62898440000
2015-06-25,62530100000
2015-06-26,62652880000
2015-06-29,61556630000
2015-06-30,61153560000
2015-07-01,61092239999
2015-07-02,60400200000
2015-07-06,60286319999
2015-07-07,60689280000
2015-07-08,59909640000
2015-07-09,60049800000
2015-07-10,60741840000
2015-07-13,61512720000
2015-07-14,61477680000
2015-07-15,61328760000
2015-07-16,61337520000
2015-07-17,61048440000
2015-07-20,60908280000
2015-07-21,56624640000
2015-07-22,55985160000
2015-07-23,55757400000
2015-07-24,54750000000
2015-07-27,54504720000
2015-07-28,54557280000
2015-07-29,54776280000
2015-07-30,55529640000
2015-07-31,55301880000
2015-08-03,54811320000
2015-08-04,54592320000
2015-08-05,54504720000
2015-08-06,54566040000
2015-08-07,54189360000
2015-08-10,54881400000
2015-08-11,54364560000
2015-08-12,54408360000
2015-08-13,54233160000
2015-08-14,54408360000
2015-08-17,54776280000
2015-08-18,54802560000
2015-08-19,54145560000
2015-08-20,52822800000
2015-08-21,51272280000
2015-08-24,50098440000
2015-08-25,48950880000
2015-08-26,50475120000
2015-08-27,51421200000
2015-08-28,51403680000
2015-08-31,50501400000
2015-09-01,49458960000
2015-09-02,50299920000
2015-09-03,50667840000
2015-09-04,49993320000
2015-09-08,51167160000
2015-09-09,50632800000
2015-09-10,50387520000
2015-09-11,50904360000
2015-09-14,50624040000
2015-09-15,51097080000
2015-09-16,51789120000
2015-09-17,51438720000
2015-09-18,50203560000
2015-09-21,50466360000
2015-09-22,48626760000
2015-09-23,47943480000
2015-09-24,47864640000
2015-09-25,48127440000
2015-09-28,47864640000
2015-09-29,48504120000
2015-09-30,47600000000
2015-10-01,47268500000
2015-10-02,48016500000
2015-10-05,49351000000
2015-10-06,49504000000
2015-10-07,50022500000
2015-10-08,50456000000
2015-10-09,51017000000
2015-10-12,51051000000
2015-10-13,50430500000
2015-10-14,49308500000
2015-10-15,49844000000
2015-10-16,49750500000
2015-10-19,49240500000
2015-10-20,51153000000
2015-10-21,52411000000
2015-10-22,53380000000
2015-10-23,53822000000
2015-10-26,53618000000
2015-10-27,52895500000
2015-10-28,53125000000
2015-10-29,52980500000
2015-10-30,52640500000
2015-11-02,53167500000
2015-11-03,53490500000
2015-11-04,53669000000
2015-11-05,53924000000
2015-11-06,53924000000
2015-11-09,53312000000
2015-11-10,52785000000
2015-11-11,52564000000
2015-11-12,53074000000
2015-11-13,51612000000
2015-11-16,52334500000
2015-11-17,52181500000
2015-11-18,52266500000
2015-11-19,52581000000
2015-11-20,52538500000
2015-11-23,52470500000
2015-11-24,52079500000
2015-11-25,52028500000
2015-11-27,51782000000
2015-11-30,51382500000
2015-12-01,51731000000
2015-12-02,50949000000
2015-12-03,50660000000
2015-12-04,51212500000
2015-12-07,51306000000
2015-12-08,50405000000
2015-12-09,50371000000
2015-12-10,50209500000
2015-12-11,49912000000
2015-12-14,49767500000
2015-12-15,49886500000
2015-12-16,50889500000
2015-12-17,50209500000
2015-12-18,49393500000
2015-12-21,50073500000
2015-12-22,50745000000
2015-12-23,51510000000
2015-12-24,51510000000
2015-12-28,51399500000
2015-12-29,52028500000
2015-12-30,51833000000
2015-12-31,49879500000
2016-01-04,49615500000
2016-01-05,49698000000
2016-01-06,48345000000
2016-01-07,47718000000
2016-01-08,46934250000
2016-01-11,46983750000
2016-01-12,46983750000
2016-01-13,46117500000
2016-01-14,46216500000
2016-01-15,44459250000
2016-01-19,44253000000
2016-01-20,44046750000
2016-01-21,44426250000
2016-01-22,44830500000
2016-01-25,44079750000
2016-01-26,44467500000
2016-01-27,44550000000
2016-01-28,44888250000
2016-01-29,45531750000
2016-02-01,45457500000
2016-02-02,44352000000
2016-02-03,44632500000
2016-02-04,45754500000
2016-02-05,45606000000
2016-02-08,45053250000
2016-02-09,45292500000
2016-02-10,45152250000
2016-02-11,43956000000
2016-02-12,44624250000
2016-02-16,44896500000
2016-02-17,45754500000
2016-02-18,45878250000
2016-02-19,45812250000
2016-02-22,47957250000
2016-02-23,47561250000
2016-02-24,48600750000
2016-02-25,50919000000
2016-02-26,50721000000
2016-02-29,50168250000
2016-03-01,49351500000
2016-03-02,49599000000
2016-03-03,49896000000
2016-03-04,50358000000
2016-03-07,50316750000
2016-03-08,50308500000
2016-03-09,50151750000
2016-03-10,49937250000
2016-03-11,50234250000
2016-03-14,50275500000
2016-03-15,49995000000
2016-03-16,50613750000
2016-03-17,51315000000
2016-03-18,51422250000
2016-03-21,51488250000
2016-03-22,51224250000
2016-03-23,51455250000
2016-03-24,51430500000
2016-03-28,51356250000
2016-03-29,51983250000
2016-03-30,52049250000
2016-03-31,51975000000
2016-04-01,51900750000
2016-04-04,52057500000
2016-04-05,51843000000
2016-04-06,52115250000
2016-04-07,52379250000
2016-04-08,52602000000
2016-04-11,53031000000
2016-04-12,53517750000
2016-04-13,54309750000
2016-04-14,54351000000
2016-04-15,54293250000
2016-04-18,54582000000
2016-04-19,54516000000
2016-04-20,54788250000
2016-04-21,54738749999
2016-04-22,54879000000
2016-04-25,54623249999
2016-04-26,54408750000
2016-04-27,54978000000
2016-04-28,54111750000
2016-04-29,54186000000
2016-05-02,54186000000
2016-05-03,53022750000
2016-05-04,52263750000
2016-05-05,52074000000
2016-05-06,52503000000
2016-05-09,51966750000
2016-05-10,53039250000
2016-05-11,52750500000
2016-05-12,52676250000
2016-05-13,52057500000
2016-05-16,52866000000
2016-05-17,51950250000
2016-05-18,51554250000
2016-05-19,51141750000
2016-05-20,51455250000
2016-05-23,51348000000
2016-05-24,51876000000
2016-05-25,52082250000
2016-05-26,52131750000
2016-05-27,52313250000
2016-05-31,52222500000
2016-06-01,52098750000
2016-06-02,52329750000
2016-06-03,52140000000
2016-06-06,52626750000
2016-06-07,52676250000
2016-06-08,52997999999
2016-06-09,53121750000
2016-06-10,52956750000
2016-06-13,52544250000
2016-06-14,52536000000
2016-06-15,52197750000
2016-06-16,52503000000
2016-06-17,52544250000
2016-06-20,52800000000
2016-06-21,52734000000
2016-06-22,52618500000
2016-06-23,53130000000
2016-06-24,51339750000
2016-06-27,50473500000
2016-06-28,51414000000
2016-06-29,52164750000
2016-06-30,53051880000
2016-07-01,53142300000
2016-07-05,52049040000
2016-07-06,52443600000
2016-07-07,52747740000
2016-07-08,53627279999
2016-07-11,53775240000
2016-07-12,54054720000
2016-07-13,54367080000
2016-07-14,54391740000
2016-07-15,54572580000
2016-07-18,54572580000
2016-07-19,54638340000
2016-07-20,54852060000
2016-07-21,54753420000
2016-07-22,54383520000
2016-07-25,54136920000
2016-07-26,55813800000
2016-07-27,55706940000
2016-07-28,55649400000
2016-07-29,55690500000
2016-08-01,55320600000
2016-08-02,54975360000
2016-08-03,54983580000
2016-08-04,55024680000
2016-08-05,55731600000
2016-08-08,55764480000
2016-08-09,56043960000
2016-08-10,55928880000
2016-08-11,56479619999
2016-08-12,56315220000
2016-08-15,56742660000
2016-08-16,56471400000
2016-08-17,56356320000
2016-08-18,56553600000
2016-08-19,56454960000
2016-08-22,56126160000
2016-08-23,55871340000
2016-08-24,55846680000
2016-08-25,55723380000
2016-08-26,55509660000
2016-08-29,55854900000
2016-08-30,55534320000
2016-08-31,55057560000
2016-09-01,55205520000
2016-09-02,55312380000
2016-09-06,54835619999
2016-09-07,54753420000
2016-09-08,54704100000
2016-09-09,53117640000
2016-09-12,53816340000
2016-09-13,52928580000
2016-09-14,52591560000
2016-09-15,53134080000
2016-09-16,51786000000
2016-09-19,51958620000
2016-09-20,51851760000
2016-09-21,52747740000
2016-09-22,53282039999
2016-09-23,53051880000
2016-09-26,52887480000
2016-09-27,52945020000
2016-09-28,52945020000
2016-09-29,52279200000
2016-09-30,51279880000
2016-10-03,51696919999
2016-10-04,51191660000
2016-10-05,51608699999
2016-10-06,51520479999
2016-10-07,50766600000
2016-10-10,50461840000
2016-10-11,49852320000
2016-10-12,49932520000
2016-10-13,50397680000
2016-10-14,50550060000
2016-10-17,50325500000
2016-10-18,50469860000
2016-10-19,50349560000
2016-10-20,50116980000
2016-10-21,49804200000
2016-10-24,50229260000
2016-10-25,51159580000
2016-10-26,50983140000
2016-10-27,50509960000
2016-10-28,51400180000
2016-10-31,51584639999
2016-11-01,51488400000
2016-11-02,51247800000
2016-11-03,50999180000
2016-11-04,51143540000
2016-11-07,52009699999
2016-11-08,52170100000
2016-11-09,52899919999
2016-11-10,54720460000
2016-11-11,54945020000
2016-11-14,54439760000
2016-11-15,54351540000
2016-11-16,53982620000
2016-11-17,53854300000
2016-11-18,53750040000
2016-11-21,53926479999
2016-11-22,53974600000
2016-11-23,54568080000
2016-11-25,54904919999
2016-11-28,54736500000
2016-11-29,54937000000
2016-11-30,54367580000
2016-12-01,54247280000
2016-12-02,54624220000
2016-12-05,54215199999
2016-12-06,54223220000
2016-12-07,55354040000
2016-12-08,54728479999
2016-12-09,55410180000
2016-12-12,55714940000
2016-12-13,55674840000
2016-12-14,55153540000
2016-12-15,54576100000
2016-12-16,54768580000
2016-12-19,55931479999
2016-12-20,55843260000
2016-12-21,55763060000
2016-12-22,55755040000
2016-12-23,55843260000
2016-12-27,56011680000
2016-12-28,55618699999
2016-12-29,55795139999
2016-12-30,55329979999
2017-01-03,55381500000
2017-01-04,55413260000
2017-01-05,55643520000
2017-01-06,56239020000
2017-01-09,55714980000
2017-01-10,55595880000
2017-01-11,55468840000
2017-01-12,55373559999
2017-01-13,55071840000
2017-01-17,54952739999
2017-01-18,55175059999
2017-01-19,55333860000
2017-01-20,55357680000
2017-01-23,55135360000
2017-01-24,55770559999
2017-01-25,55445020000
2017-01-26,55143300000
2017-01-27,54817760000
2017-01-30,54547800000
2017-01-31,54801880000
2017-02-01,54055520000
2017-02-02,54142860000
2017-02-03,54793940000
2017-02-06,55302100000
2017-02-07,55587940000
2017-02-08,55167120000
2017-02-09,55008320000
2017-02-10,55492660000
2017-02-13,55977000000
2017-02-14,55746739999
2017-02-15,55921420000
2017-02-16,56000820000
2017-02-17,56040520000
2017-02-21,56215200000
2017-02-22,56294600000
2017-02-23,56008760000
2017-02-24,56191380000
2017-02-27,56366059999
2017-02-28,56239020000
2017-03-01,56802760000
2017-03-02,56310480000
2017-03-03,56135800000
2017-03-06,55794380000
2017-03-07,56104040000
2017-03-08,55842020000
2017-03-09,55929360000
2017-03-10,56032579999
2017-03-13,56119920000
2017-03-14,55881720000
2017-03-15,56501040000
2017-03-16,56135800000
2017-03-17,56691600000
2017-03-20,56715420000
2017-03-21,56048460000
2017-03-22,55929360000
2017-03-23,55881720000
2017-03-24,55865840000
2017-03-27,55881720000
2017-03-28,56334300000
2017-03-29,55992880000
2017-03-30,56191380000
2017-03-31,55719180000
2017-04-03,55577160000
2017-04-04,56105790000
2017-04-05,55861200000
2017-04-06,55813859999
2017-04-07,56105790000
2017-04-10,56050560000
2017-04-11,56176800000
2017-04-12,55734960000
2017-04-13,55656060000
2017-04-17,56239920000
2017-04-18,56389830000
2017-04-19,56066340000
2017-04-20,56579189999
2017-04-21,57099930000
2017-04-24,57754800000
2017-04-25,58030950000
2017-04-26,58693710000
2017-04-27,58977750000
2017-04-28,59080320000
2017-05-01,59048760000
2017-05-02,59246010000
2017-05-03,59735189999
2017-05-04,60082350000
2017-05-05,60255930000
2017-05-08,60121800000
2017-05-09,60311160000
2017-05-10,60090240000
2017-05-11,60216479999
2017-05-12,59995560000
2017-05-15,60042899999
2017-05-16,60279600000
2017-05-17,59372250000
2017-05-18,59269680000
2017-05-19,60161250000
2017-05-22,60405840000
2017-05-23,60610979999
2017-05-24,60618870000
2017-05-25,60705660000
2017-05-26,60500520000
2017-05-30,60216479999
2017-05-31,60216479999
2017-06-01,60476850000
2017-06-02,60634649999
2017-06-05,60074460000
2017-06-06,59640510000
2017-06-07,59474820000
2017-06-08,59553720000
2017-06-09,59900880000
2017-06-12,59522160000
2017-06-13,59616840000
2017-06-14,59593170000
2017-06-15,59956109999
2017-06-16,59798310000
2017-06-19,60500520000
2017-06-20,60334830000
2017-06-21,60453180000
2017-06-22,60658320000
2017-06-23,60689880000
2017-06-26,60516300000
2017-06-27,60374280000
2017-06-28,60824010000
2017-06-29,60405840000
2017-06-30,60557799999
2017-07-03,60542040000
2017-07-05,60896640000
2017-07-06,60447479999
2017-07-07,60802080000
2017-07-10,61022720000
2017-07-11,61267000000
2017-07-12,61345799999
2017-07-13,61030600000
2017-07-14,61203960000
2017-07-17,61054240000
2017-07-18,60809960000
2017-07-19,61038479999
2017-07-20,60723280000
2017-07-21,61243360000
2017-07-24,61062119999
2017-07-25,59714640000
2017-07-26,59281240000
2017-07-27,58855720000
2017-07-28,58950280000
2017-07-31,58800560000
2017-08-01,58950280000
2017-08-02,59683119999
2017-08-03,60053479999
2017-08-04,60250479999
2017-08-07,58776920000
2017-08-08,58611440000
2017-08-09,58122880000
2017-08-10,57902240000
2017-08-11,57965280000
2017-08-14,58099240000
2017-08-15,57508240000
2017-08-16,58516880000
2017-08-17,57571280000
2017-08-18,57263960000
2017-08-21,57169400000
2017-08-22,57374280000
2017-08-23,58036200000
2017-08-24,57177280000
2017-08-25,57066960000
2017-08-28,57193040000
2017-08-29,58863600000
2017-08-30,59312760000
2017-08-31,59367920000
2017-09-01,58477479999
2017-09-05,55152119999
2017-09-06,54356240000
2017-09-07,54537479999
2017-09-08,54324720000
2017-09-11,54372000000
2017-09-12,54482320000
2017-09-13,54687200000
2017-09-14,56105600000
2017-09-15,56074080000
2017-09-18,55924360000
2017-09-19,56357760000
2017-09-20,56586280000
2017-09-21,56783280000
2017-09-22,57035440000
2017-09-25,56680840000
2017-09-26,56893600000
2017-09-27,58107119999
2017-09-28,57445200000
2017-09-29,57563400000
2017-10-02,58386000000
2017-10-03,58449120000
2017-10-04,58409670000
2017-10-05,58677930000
2017-10-06,58709490000
2017-10-09,58906740000
2017-10-10,58654260000
2017-10-11,58464899999
2017-10-12,59001420000
2017-10-13,58946189999
2017-10-16,59096100000
2017-10-17,59269680000
2017-10-18,59175000000
2017-10-19,59332800000
2017-10-20,60042899999
2017-10-23,60027120000
2017-10-24,59459040000
2017-10-25,59080320000
2017-10-26,59553720000
2017-10-27,59119770000
2017-10-30,59498490000
2017-10-31,59466930000
2017-11-01,59640510000
2017-11-02,60311160000
2017-11-03,60113910000
2017-11-06,59774640000
2017-11-07,59956109999
2017-11-08,59727300000
2017-11-09,58772609999
2017-11-10,58646370000
2017-11-13,58133520000
2017-11-14,58985640000
2017-11-15,58378109999
2017-11-16,58535910000
2017-11-17,57865260000
2017-11-20,57786359999
2017-11-21,58117740000
2017-11-22,57959939999
2017-11-24,58046729999
2017-11-27,58157189999
2017-11-28,58449120000
2017-11-29,58670040000
2017-11-30,60303270000
2017-12-01,59640510000
2017-12-04,59601060000
2017-12-05,59727300000
2017-12-06,60177030000
2017-12-07,60776670000
2017-12-08,60981810000
2017-12-11,61226399999
2017-12-12,61313189999
2017-12-13,61723470000
2017-12-14,61455210000
2017-12-15,62646600000
2017-12-18,62914859999
2017-12-19,62954310000
2017-12-20,63056880000
2017-12-21,63214680000
2017-12-22,63175229999
2017-12-26,63127890000
2017-12-27,63348810000
2017-12-28,63617070000
2017-12-29,63340920000
2018-01-02,63713500000
2018-01-03,64653600000
2018-01-04,64858999999
2018-01-05,65412000000
2018-01-08,66036100000
2018-01-09,66755000000
2018-01-10,67071000000
2018-01-11,67110500000
2018-01-12,67900500000
2018-01-16,66604900000
2018-01-17,66826100000
2018-01-18,66920899999
2018-01-19,67568700000
2018-01-22,67221100000
2018-01-23,67631900000
2018-01-24,67458100000
2018-01-25,68485100000
2018-01-26,68595700000
2018-01-29,67947900000
2018-01-30,67861000000
2018-01-31,68611499999
2018-02-01,68769500000
2018-02-02,66920899999
2018-02-05,63263200000
2018-02-06,64535100000
2018-02-07,65609500000
2018-02-08,63381700000
2018-02-09,62157200000
2018-02-12,63326400000
2018-02-13,62528500000
2018-02-14,62994599999
2018-02-15,64629900000
2018-02-16,64266499999
2018-02-20,62868200000
2018-02-21,64266499999
2018-02-22,66415299999
2018-02-23,66194100000
2018-02-26,67347500000
2018-02-27,66573300000
2018-02-28,66992000000
2018-03-01,64780000000
2018-03-02,64598300000
2018-03-05,65483100000
2018-03-06,65435700000
2018-03-07,65096000000
2018-03-08,65261900000
2018-03-09,66652300000
2018-03-12,65380400000
2018-03-13,64708900000
2018-03-14,64424500000
2018-03-15,64258600000
2018-03-16,63800400000
2018-03-19,63239500000
2018-03-20,63223700000
2018-03-21,63136800000
2018-03-22,61683200000
2018-03-23,60806300000
2018-03-26,62963000000
2018-03-27,62283600000
2018-03-28,61872799999
2018-03-29,62552200000
2018-04-02,61468609999
2018-04-03,62180510000
2018-04-04,62607650000
2018-04-05,62599740000
2018-04-06,61112660000
2018-04-09,60843720000
2018-04-10,61207580000
2018-04-11,60954460000
2018-04-12,61349960000
2018-04-13,61081020000
2018-04-16,61634720000
2018-04-17,61990670000
2018-04-18,62125140000
2018-04-19,61650540000
2018-04-20,61270859999
2018-04-23,61460700000
2018-04-24,60780440000
2018-04-25,60456130000
2018-04-26,61136390000
2018-04-27,60962369999
2018-04-30,59807510000
2018-05-01,59214260000
2018-05-02,58992780000
2018-05-03,58589369999
2018-05-04,59491109999
2018-05-07,60179280000
2018-05-08,60630150000
2018-05-09,61286680000
2018-05-10,61777099999
2018-05-11,61966940000
2018-05-14,62212150000
2018-05-15,61998580000
2018-05-16,62117230000
2018-05-17,62030220000
2018-05-18,62322890000
2018-05-21,63746690000
2018-05-22,63651770000
2018-05-23,63509390000
2018-05-24,63422380000
2018-05-25,63232540000
2018-05-29,62283339999
2018-05-30,62821220000
2018-05-31,62133050000
2018-06-01,62631380000
2018-06-04,62868680000
2018-06-05,62694660000
2018-06-06,63129710000
2018-06-07,63509390000
2018-06-08,63525210000
2018-06-11,63802060000
2018-06-12,63643859999
2018-06-13,63192990000
2018-06-14,63192990000
2018-06-15,63177170000
2018-06-18,63461930000
2018-06-19,62251700000
2018-06-20,62401990000
2018-06-21,61468609999
2018-06-22,62156780000
2018-06-25,62030220000
2018-06-26,62544369999
2018-06-27,61903660000
2018-06-28,62022310000
2018-06-29,62235880000
2018-07-02,62235880000
2018-07-03,62188420000
2018-07-05,62196330000
2018-07-06,62425720000
2018-07-09,63058520000
2018-07-10,63248359999
2018-07-11,62164690000
2018-07-12,63390740000
2018-07-13,64466500000
2018-07-16,64205470000
