,ESS
2014-02-24,6270042445
2014-02-25,6290015534
2014-02-26,6269665595
2014-02-27,6221428701
2014-02-28,6302828459
2014-03-03,6352195904
2014-03-04,6474295541
2014-03-05,6427189200
2014-03-06,6380459709
2014-03-07,6335237622
2014-03-10,6274941505
2014-03-11,6296045146
2014-03-12,6231603671
2014-03-13,6139275242
2014-03-14,6215022239
2014-03-17,6220675000
2014-03-18,6244416596
2014-03-19,6148319659
2014-03-20,6220298149
2014-03-21,6262505431
2014-03-24,6263259132
2014-03-25,6385358769
2014-03-26,6229719417
2014-03-27,6316395085
2014-03-28,6319786742
2014-03-31,10523537958
2014-04-01,10767983562
2014-04-02,10662779124
2014-04-03,10448657152
2014-04-04,10527869905
2014-04-07,10431329363
2014-04-08,10496308574
2014-04-09,10459796446
2014-04-10,10344690415
2014-04-11,10199879601
2014-04-14,10274760406
2014-04-15,10340358467
2014-04-16,10417095821
2014-04-17,10389866438
2014-04-21,10496927424
2014-04-22,10544578845
2014-04-23,10445562904
2014-04-24,10561906635
2014-04-25,10515492912
2014-04-28,10699291253
2014-04-29,10678869215
2014-04-30,10722188689
2014-05-01,10810684186
2014-05-02,10882470743
2014-05-05,10972822789
2014-05-06,10921458270
2014-05-07,11115158204
2014-05-08,11140531039
2014-05-09,11160334227
2014-05-12,11178899716
2014-05-13,11094117317
2014-05-14,11106494309
2014-05-15,11104018911
2014-05-16,11204891400
2014-05-19,11094736166
2014-05-20,11089166519
2014-05-21,11053273241
2014-05-22,11053892091
2014-05-23,11115777054
2014-05-27,11112682805
2014-05-28,11073076429
2014-05-29,11110207407
2014-05-30,11198702904
2014-06-02,11226551137
2014-06-03,11200559453
2014-06-04,11263063266
2014-06-05,11464189395
2014-06-06,11419632222
2014-06-09,11251305123
2014-06-10,11107113159
2014-06-11,11087309971
2014-06-12,11095973865
2014-06-13,11100924662
2014-06-16,11021093060
2014-06-17,11090404219
2014-06-18,11220362641
2014-06-19,11329899026
2014-06-20,11373218500
2014-06-23,11382501244
2014-06-24,11424583019
2014-06-25,11439435410
2014-06-26,11368267703
2014-06-27,11419013372
2014-06-30,11629470850
2014-07-01,11679156005
2014-07-02,11662803929
2014-07-03,11621294812
2014-07-07,11685445265
2014-07-08,11729470086
2014-07-09,11735130420
2014-07-10,11789846983
2014-07-11,11798651947
2014-07-14,11893619775
2014-07-15,11918147889
2014-07-16,11920034667
2014-07-17,11891104071
2014-07-18,12018776051
2014-07-21,11961543784
2014-07-22,12033241349
2014-07-23,12045190943
2014-07-24,12092360394
2014-07-25,11998650418
2014-07-28,12139529845
2014-07-29,12082926504
2014-07-30,12157139773
2014-07-31,11922550371
2014-08-01,11933871039
2014-08-04,12023807459
2014-08-05,11877896624
2014-08-06,11845192472
2014-08-07,11809343689
2014-08-08,11795507317
2014-08-11,11841418916
2014-08-12,11819406505
2014-08-13,12006197530
2014-08-14,11933242113
2014-08-15,11943933855
2014-08-18,12053366981
2014-08-19,12090473616
2014-08-20,12159026551
2014-08-21,12167831515
2014-08-22,12063429797
2014-08-25,12055882685
2014-08-26,12071605835
2014-08-27,12135756288
2014-08-28,12092360394
2014-08-29,12166573663
2014-09-02,12142674475
2014-09-03,12200535667
2014-09-04,12195504259
2014-09-05,12296132421
2014-09-08,12282296049
2014-09-09,12226950560
2014-09-10,11946449559
2014-09-11,11909342925
2014-09-12,11519408799
2014-09-15,11467836866
2014-09-16,11521924503
2014-09-17,11530729467
2014-09-18,11394252523
2014-09-19,11488591424
2014-09-22,11409346747
2014-09-23,11376013668
2014-09-24,11345825220
2014-09-25,11309976437
2014-09-26,11354630184
2014-09-29,11309347511
2014-09-30,11326069040
2014-10-01,11357750352
2014-10-02,11318465525
2014-10-03,11402104188
2014-10-06,11423013854
2014-10-07,11198710165
2014-10-08,11484475600
2014-10-09,11503484387
2014-10-10,11540234709
2014-10-13,11642882160
2014-10-14,11846909809
2014-10-15,11877323868
2014-10-16,11882392878
2014-10-17,11830435527
2014-10-20,12016721641
2014-10-21,12158020293
2014-10-22,12226451927
2014-10-23,12310724216
2014-10-24,12299318944
2014-10-27,12363315194
2014-10-28,12408936284
2014-10-29,12406401779
2014-10-30,12467229898
2014-10-31,12784043018
2014-11-03,12899362993
2014-11-04,12961458365
2014-11-05,12842336632
2014-11-06,12758697968
2014-11-07,12706740616
2014-11-10,12855009157
2014-11-11,12820159713
2014-11-12,12700404354
2014-11-13,12705473364
2014-11-14,12613597559
2014-11-17,12705473364
2014-11-18,12749193575
2014-11-19,12536928784
2014-11-20,12536295158
2014-11-21,12695968970
2014-11-24,12710542374
2014-11-25,12680761941
2014-11-26,12812556199
2014-11-28,12825228723
2014-12-01,12769469614
2014-12-02,12877819701
2014-12-03,12817625208
2014-12-04,12876552449
2014-12-05,12801150926
2014-12-08,12910134640
2014-12-09,13007079454
2014-12-10,13029256373
2014-12-11,13048265160
2014-12-12,12914570023
2014-12-15,12763766978
2014-12-16,12778974008
2014-12-17,12987437041
2014-12-18,13195266448
2014-12-19,13189563811
2014-12-22,13487368144
2014-12-23,13469626609
2014-12-24,13351772129
2014-12-26,13403095854
2014-12-29,13401194976
2014-12-30,13304250161
2014-12-31,13260715003
2015-01-02,13501410459
2015-01-05,13555326241
2015-01-06,13750450024
2015-01-07,13957769044
2015-01-08,14047628681
2015-01-09,14160595082
2015-01-12,14251738428
2015-01-13,14277412610
2015-01-14,14469968975
2015-01-15,14587428357
2015-01-16,14645195267
2015-01-20,14512973230
2015-01-21,14495001302
2015-01-22,14686915813
2015-01-23,14625297776
2015-01-26,14769715050
2015-01-27,14717082976
2015-01-28,14589995776
2015-01-29,14731845631
2015-01-30,14509122102
2015-02-02,14530303302
2015-02-03,14659316067
2015-02-04,14644553412
2015-02-05,14793463668
2015-02-06,14358286283
2015-02-09,14257515119
2015-02-10,14396797556
2015-02-11,14364704829
2015-02-12,14633641885
2015-02-13,14550200793
2015-02-17,14519391775
2015-02-18,14631716321
2015-02-19,14348658465
2015-02-20,14541856684
2015-02-23,14665092758
2015-02-24,14324267992
2015-02-25,14273561482
2015-02-26,14142623154
2015-02-27,14276770755
2015-03-02,14451997047
2015-03-03,14345449192
2015-03-04,14200390064
2015-03-05,14518108066
2015-03-06,14079721408
2015-03-09,14260082537
2015-03-10,14345449192
2015-03-11,14350584028
2015-03-12,14683706540
2015-03-13,14667018322
2015-03-16,15058549597
2015-03-17,14932746105
2015-03-18,15193980907
2015-03-19,15073312252
2015-03-20,15439811200
2015-03-23,15394881381
2015-03-24,15260733780
2015-03-25,14963555124
2015-03-26,14976392215
2015-03-27,14914774178
2015-03-30,15025173160
2015-03-31,14899861301
2015-04-01,14719688990
2015-04-02,14851253663
2015-04-06,14966615791
2015-04-07,14723577601
2015-04-08,14786443479
2015-04-09,14380731727
2015-04-10,14400174782
2015-04-13,14378787422
2015-04-14,14453967235
2015-04-15,14360640570
2015-04-16,14472762189
2015-04-17,14417673532
2015-04-20,14461096355
2015-04-21,14592012927
2015-04-22,14697653527
2015-04-23,14760519406
2015-04-24,14712559869
2015-04-27,14778666257
2015-04-28,14873937228
2015-04-29,14570625566
2015-04-30,14384620338
2015-05-01,14558311631
2015-05-04,14638028158
2015-05-05,14214169554
2015-05-06,14249167054
2015-05-07,14529795150
2015-05-08,14740428248
2015-05-11,14336012700
2015-05-12,14408600106
2015-05-13,14227779693
2015-05-14,14558959733
2015-05-15,14666544639
2015-05-18,14575162279
2015-05-19,14520721725
2015-05-20,14532387558
2015-05-21,14401470986
2015-05-22,14375546913
2015-05-26,14219354369
2015-05-27,14517481216
2015-05-28,14580995196
2015-05-29,14428043162
2015-06-01,14663952231
2015-06-02,14372954505
2015-06-03,14048903585
2015-06-04,14004184558
2015-06-05,13899192060
2015-06-08,13862250255
2015-06-09,13708002017
2015-06-10,13835029978
2015-06-11,13886878125
2015-06-12,13893359144
2015-06-15,13869379376
2015-06-16,14027516224
2015-06-17,14137693537
2015-06-18,14380083625
2015-06-19,14239445526
2015-06-22,14097511223
2015-06-23,13940670578
2015-06-24,13937430069
2015-06-25,13824012247
2015-06-26,13880397107
2015-06-29,13641895630
2015-06-30,13842009450
2015-07-01,14116244084
2015-07-02,14220466273
2015-07-06,14308403744
2015-07-07,14482975911
2015-07-08,14438681480
2015-07-09,14396341216
2015-07-10,14449103699
2015-07-13,14383964831
2015-07-14,14452360643
2015-07-15,14501214794
2015-07-16,14576124492
2015-07-17,14525316175
2015-07-20,14644520303
2015-07-21,14561793941
2015-07-22,14608693926
2015-07-23,14484930077
2015-07-24,14578730047
2015-07-27,14611299481
2015-07-28,14481673133
2015-07-29,14496655073
2015-07-30,14576775881
2015-07-31,14650382801
2015-08-03,14757210545
2015-08-04,14676438349
2015-08-05,14618464756
2015-08-06,14725943888
2015-08-07,14786523036
2015-08-10,14794339700
2015-08-11,14861432734
2015-08-12,14873157730
2015-08-13,14847102183
2015-08-14,14887488281
2015-08-17,15054243783
2015-08-18,15107657655
2015-08-19,14869249398
2015-08-20,14826257745
2015-08-21,14522710620
2015-08-24,13800320574
2015-08-25,13646592846
2015-08-26,14012673284
2015-08-27,14346835677
2015-08-28,14373542612
2015-08-31,13980103850
2015-09-01,13690887276
2015-09-02,13797715019
2015-09-03,13819862234
2015-09-04,13494819283
2015-09-08,13709126159
2015-09-09,13526085940
2015-09-10,13586665087
2015-09-11,13974241352
2015-09-14,13842660838
2015-09-15,14028306612
2015-09-16,14183337118
2015-09-17,14301889858
2015-09-18,14296678748
2015-09-21,14436727314
2015-09-22,14299284303
2015-09-23,14392432884
2015-09-24,14193107948
2015-09-25,14231539880
2015-09-28,13995085789
2015-09-29,14292770416
2015-09-30,14597541823
2015-10-01,14745202930
2015-10-02,14872609637
2015-10-05,14926185791
2015-10-06,14813806542
2015-10-07,14963427752
2015-10-08,14999362977
2015-10-09,14933372836
2015-10-12,15058166073
2015-10-13,14960160913
2015-10-14,14783098258
2015-10-15,15094754666
2015-10-16,15247642715
2015-10-19,15520750426
2015-10-20,15498535923
2015-10-21,15307752546
2015-10-22,15157477968
2015-10-23,15043791983
2015-10-26,15005243287
2015-10-27,14851048502
2015-10-28,14582514365
2015-10-29,14782444891
2015-10-30,14402838240
2015-11-02,14767417433
2015-11-03,14578594159
2015-11-04,14494309722
2015-11-05,14607995707
2015-11-06,14291765726
2015-11-09,14125156954
2015-11-10,14260404074
2015-11-11,14417212330
2015-11-12,14300259506
2015-11-13,14227082320
2015-11-16,14426359478
2015-11-17,14521097799
2015-11-18,14610609178
2015-11-19,14764150594
2015-11-20,14913118437
2015-11-23,15030724628
2015-11-24,14886983728
2015-11-25,15066659853
2015-11-27,15277697630
2015-11-30,15079073840
2015-12-01,15377662893
2015-12-02,14956894075
2015-12-03,14871302902
2015-12-04,15248296082
2015-12-07,15194719928
2015-12-08,15154864497
2015-12-09,15041831880
2015-12-10,14990215829
2015-12-11,15080380576
2015-12-14,15214320960
2015-12-15,15354141655
2015-12-16,15692586139
2015-12-17,15591314140
2015-12-18,15384849938
2015-12-21,15360675332
2015-12-22,15313632855
2015-12-23,15559952489
2015-12-24,15574326580
2015-12-28,15735055041
2015-12-29,15961120276
2015-12-30,15894476767
2015-12-31,15658767624
2016-01-04,15522069807
2016-01-05,15699973186
2016-01-06,15569815934
2016-01-07,15416112647
2016-01-08,15283339170
2016-01-11,15415458591
2016-01-12,15355939446
2016-01-13,15290533792
2016-01-14,15097587112
2016-01-15,15053111268
2016-01-19,15195695593
2016-01-20,14682261209
2016-01-21,14454649534
2016-01-22,14706461301
2016-01-25,14592655463
2016-01-26,14802607613
2016-01-27,14418022367
2016-01-28,13786203750
2016-01-29,13938598923
2016-02-01,14011853256
2016-02-02,13625305841
2016-02-03,13760041488
2016-02-04,13795360541
2016-02-05,13244644935
2016-02-08,12961438453
2016-02-09,12655339992
2016-02-10,12871178650
2016-02-11,12574891038
2016-02-12,12789421583
2016-02-16,12991525054
2016-02-17,13183817676
2016-02-18,13213904277
2016-02-19,13546819056
2016-02-22,13704446682
2016-02-23,13680900647
2016-02-24,13566440752
2016-02-25,13800592994
2016-02-26,13733879226
2016-02-29,13688095269
2016-03-01,14166210599
2016-03-02,14258432572
2016-03-03,14457919816
2016-03-04,14552103958
2016-03-07,14596579803
2016-03-08,14515476792
2016-03-09,14535752544
2016-03-10,14433065668
2016-03-11,14678990927
2016-03-14,14461844155
2016-03-15,14475579343
2016-03-16,14521363301
2016-03-17,14806531952
2016-03-18,14786256199
2016-03-21,14798029217
2016-03-22,14943883825
2016-03-23,14945845995
2016-03-24,14795412991
2016-03-28,14930148638
2016-03-29,15283339170
2016-03-30,15197003706
2016-03-31,15306396584
2016-04-01,15238327430
2016-04-04,15301815006
2016-04-05,15175494364
2016-04-06,15210837964
2016-04-07,15093025966
2016-04-08,15147350387
2016-04-11,14866565125
2016-04-12,14965396301
2016-04-13,14592324974
2016-04-14,14326593467
2016-04-15,14717991105
2016-04-18,14820749348
2016-04-19,15005975989
2016-04-20,14583161819
2016-04-21,14549781753
2016-04-22,14694428706
2016-04-25,14887509480
2016-04-26,14754643727
2016-04-27,14703591861
2016-04-28,14682647506
2016-04-29,14428697199
2016-05-02,14591015952
2016-05-03,14629632107
2016-05-04,14786060260
2016-05-05,14979795545
2016-05-06,15195129697
2016-05-09,15283488696
2016-05-10,15453661582
2016-05-11,15093025966
2016-05-12,15049173722
2016-05-13,14906490302
2016-05-16,15020375233
2016-05-17,14679374950
2016-05-18,14629632107
2016-05-19,14485639665
2016-05-20,14584470841
2016-05-23,14541273108
2016-05-24,14627668573
2016-05-25,14791950860
2016-05-26,14862638058
2016-05-27,14850856859
2016-05-31,14872455725
2016-06-01,14329211512
2016-06-02,14271614535
2016-06-03,13956794696
2016-06-06,13744733100
2016-06-07,13692372212
2016-06-08,13691717700
2016-06-09,13696299278
2016-06-10,13701535367
2016-06-13,13833746609
2016-06-14,13893307119
2016-06-15,14162311181
2016-06-16,14233652891
2016-06-17,14270960024
2016-06-20,14310230690
2016-06-21,14391390066
2016-06-22,14413643444
2016-06-23,14297794979
2016-06-24,14196345759
2016-06-27,14304340090
2016-06-28,14610651285
2016-06-29,14695083217
2016-06-30,14941644222
2016-07-01,14978328516
2016-07-05,15146028149
2016-07-06,15070694330
2016-07-07,14985534360
2016-07-08,15153889069
2016-07-11,15153889069
2016-07-12,15202364744
2016-07-13,15345826539
2016-07-14,15036630342
2016-07-15,14844037795
2016-07-18,14780495356
2016-07-19,14843382718
2016-07-20,14827660878
2016-07-21,14833556568
2016-07-22,14869585786
2016-07-25,14830936261
2016-07-26,14590523116
2016-07-27,14333733053
2016-07-28,14450336704
2016-07-29,15320933625
2016-08-01,15369409300
2016-08-02,15165680450
2016-08-03,15094932167
2016-08-04,15034665112
2016-08-05,15106723548
2016-08-08,15276388410
2016-08-09,15301936401
2016-08-10,15244289652
2016-08-11,14980293746
2016-08-12,15028769421
2016-08-15,15174851523
2016-08-16,15073314636
2016-08-17,14937713762
2016-08-18,14908890387
2016-08-19,14711712304
2016-08-22,14675028009
2016-08-23,14675028009
2016-08-24,14620001567
2016-08-25,14773289512
2016-08-26,14544012671
2016-08-29,14765428592
2016-08-30,14788356276
2016-08-31,14876791629
2016-09-01,14861069789
2016-09-02,14797527350
2016-09-06,15066108793
2016-09-07,15061523256
2016-09-08,14859104559
2016-09-09,14409721949
2016-09-12,14740535678
2016-09-13,14346179511
2016-09-14,14478505002
2016-09-15,14540082211
2016-09-16,14540737287
2016-09-19,14741190755
2016-09-20,14807353500
2016-09-21,15081830633
2016-09-22,15144062919
2016-09-23,15127030925
2016-09-26,15123100465
2016-09-27,14949505142
2016-09-28,14897099007
2016-09-29,14780495356
2016-09-30,14591479487
2016-10-03,14276979705
2016-10-04,14259289092
2016-10-05,13976894496
2016-10-06,13921201826
2016-10-07,13908097668
2016-10-10,13911373708
2016-10-11,13777056092
2016-10-12,13866819572
2016-10-13,13665670753
2016-10-14,13675498871
2016-10-17,13580493728
2016-10-18,13608667667
2016-10-19,13665670753
2016-10-20,13595563510
2016-10-21,13541181255
2016-10-24,13454693815
2016-10-25,13406863640
2016-10-26,13594253094
2016-10-27,13487454209
2016-10-28,13710880096
2016-10-31,14027345502
2016-11-01,13974928872
2016-11-02,14115143358
2016-11-03,14306464059
2016-11-04,14423091062
2016-11-07,14416538983
2016-11-08,14593445111
2016-11-09,14203596422
2016-11-10,13982791367
2016-11-11,14108591280
2016-11-14,14425711893
2016-11-15,14073210054
2016-11-16,14104004824
2016-11-17,13935616399
2016-11-18,13952651804
2016-11-21,13780332132
2016-11-22,14039794452
2016-11-23,13864198740
2016-11-25,13944789310
2016-11-28,14110556903
2016-11-29,14143972505
2016-11-30,14147248544
2016-12-01,13905476837
2016-12-02,14054209026
2016-12-05,14020138216
2016-12-06,14032587165
2016-12-07,14261254716
2016-12-08,14363467145
2016-12-09,14332672375
2016-12-12,14345121324
2016-12-13,14349052572
2016-12-14,14399503578
2016-12-15,14511544126
2016-12-16,14873218876
2016-12-19,15002950036
2016-12-20,15044228132
2016-12-21,14911220933
2016-12-22,15042917716
2016-12-23,15113680167
2016-12-27,15023261480
2016-12-28,14909255309
2016-12-29,15038331261
2016-12-30,15233583210
2017-01-03,15027219207
2017-01-04,15143897288
2017-01-05,15257297895
2017-01-06,15321536390
2017-01-09,15124232443
2017-01-10,15082936268
2017-01-11,14871211435
2017-01-12,14973468630
2017-01-13,14945282352
2017-01-17,15048850536
2017-01-18,14938727403
2017-01-19,14858101538
2017-01-20,14980679073
2017-01-23,15149141247
2017-01-24,14860723517
2017-01-25,14804350961
2017-01-26,14773542703
2017-01-27,14775509188
2017-01-30,14633266808
2017-01-31,14702749261
2017-02-01,14533631592
2017-02-02,14836470208
2017-02-03,14622778890
2017-02-06,14628678344
2017-02-07,14680462436
2017-02-08,14949870815
2017-02-09,14850235600
2017-02-10,14970191155
2017-02-13,14860723517
2017-02-14,14815494373
2017-02-15,14776820178
2017-02-16,14937416413
2017-02-17,14951837300
2017-02-21,15139964319
2017-02-22,15043606578
2017-02-23,15179949504
2017-02-24,15230422607
2017-02-27,15359555090
2017-02-28,15384463894
2017-03-01,15248120968
2017-03-02,15190437422
2017-03-03,15112433536
2017-03-06,15169461587
2017-03-07,15318914410
2017-03-08,15116366505
2017-03-09,14809594920
2017-03-10,14699471787
2017-03-13,14685706395
2017-03-14,14755844343
2017-03-15,15216001720
2017-03-16,15270407792
2017-03-17,15282862194
2017-03-20,15280240215
2017-03-21,15312359462
2017-03-22,15424449080
2017-03-23,15520151326
2017-03-24,15512285388
2017-03-27,15303182534
2017-03-28,15273029772
2017-03-29,15207480288
2017-03-30,15244843493
2017-03-31,15218252503
2017-04-03,15174871314
2017-04-04,15181444221
2017-04-05,15207735851
2017-04-06,15264262855
2017-04-07,15342480453
2017-04-10,15464079239
2017-04-11,15563987432
2017-04-12,15429900121
2017-04-13,15352339814
2017-04-17,15517977080
2017-04-18,15573846793
2017-04-19,15460792786
2017-04-20,15450276134
2017-04-21,15478539636
2017-04-24,15397035584
2017-04-25,15669811241
2017-04-26,15842678706
2017-04-27,15869627626
2017-04-28,16068786720
2017-05-01,16299495770
2017-05-02,16336961342
2017-05-03,16270574977
2017-05-04,16464475746
2017-05-05,16456588257
2017-05-08,16423066429
2017-05-09,16460532001
2017-05-10,16517716296
2017-05-11,16519688168
2017-05-12,16607765127
2017-05-15,16690583760
2017-05-16,16716875390
2017-05-17,16678095236
2017-05-18,16818755455
2017-05-19,16731335786
2017-05-22,16733964949
2017-05-23,16559125612
2017-05-24,16881198075
2017-05-25,16845704375
2017-05-26,16846361666
2017-05-30,16773402394
2017-05-31,16887113692
2017-06-01,16990308338
2017-06-02,17262426704
2017-06-05,17492478463
2017-06-06,17267027739
2017-06-07,17324869324
2017-06-08,17462900380
2017-06-09,17499051371
2017-06-12,17263083995
2017-06-13,17241393400
2017-06-14,17254539215
2017-06-15,17337357848
2017-06-16,17503652406
2017-06-19,17641026170
2017-06-20,17557550246
2017-06-21,17516140930
2017-06-22,17347874500
2017-06-23,17470130578
2017-06-26,17451069147
2017-06-27,17123738358
2017-06-28,17105334217
2017-06-29,17101390473
2017-06-30,16978506893
2017-07-03,17240506631
2017-07-05,17140194389
2017-07-06,16764683430
2017-07-07,16877534703
2017-07-10,16702648228
2017-07-11,16612895170
2017-07-12,16762703584
2017-07-13,16647872464
2017-07-14,16731026033
2017-07-17,17013484188
2017-07-18,17080139033
2017-07-19,17388995147
2017-07-20,17433871676
2017-07-21,17478748205
2017-07-24,17340818872
2017-07-25,17254365559
2017-07-26,17629876517
2017-07-27,17425292339
2017-07-28,17466209175
2017-07-31,17270864283
2017-08-01,17369856627
2017-08-02,17387015300
2017-08-03,17374476269
2017-08-04,17290662752
2017-08-07,17258325252
2017-08-08,17336199230
2017-08-09,17466209175
2017-08-10,17325640046
2017-08-11,17101917349
2017-08-14,17387015300
2017-08-15,17493927031
2017-08-16,17336859179
2017-08-17,17330919638
2017-08-18,17208829080
2017-08-21,17435851523
2017-08-22,17503826266
2017-08-23,17631196415
2017-08-24,17581700243
2017-08-25,17531544122
2017-08-28,17559261978
2017-08-29,17464889277
2017-08-30,17577740549
2017-08-31,17552662489
2017-09-01,17539463509
2017-09-05,17560581876
2017-09-06,17341478821
2017-09-07,17557942080
2017-09-08,17592919375
2017-09-11,17778365033
2017-09-12,17461589532
2017-09-13,17236546937
2017-09-14,17301221935
2017-09-15,17290002803
2017-09-18,17169892092
2017-09-19,16987746179
2017-09-20,16903272712
2017-09-21,16846517101
2017-09-22,16828698480
2017-09-25,16866315570
2017-09-26,16822758939
2017-09-27,16592436752
2017-09-28,16700008432
2017-09-29,16764683430
2017-10-02,16666165175
2017-10-03,16752672332
2017-10-04,17008892004
2017-10-05,16975874005
2017-10-06,16971911845
2017-10-09,17010873084
2017-10-10,17084833402
2017-10-11,17057098283
2017-10-12,17241999077
2017-10-13,17289544996
2017-10-16,17236716197
2017-10-17,17260489157
2017-10-18,17249263037
2017-10-19,17165397320
2017-10-20,17125775721
2017-10-23,17145586520
2017-10-24,17006910924
2017-10-25,17012854164
2017-10-26,17146246880
2017-10-27,17327845875
2017-10-30,17222188278
2017-10-31,17329826955
2017-11-01,17336430554
2017-11-02,16762577732
2017-11-03,16771822772
2017-11-06,16760596652
2017-11-07,16839179490
2017-11-08,17089455922
2017-11-09,16967949686
2017-11-10,16930309167
2017-11-13,17078890162
2017-11-14,16959365006
2017-11-15,16650976895
2017-11-16,16769181332
2017-11-17,16565130098
2017-11-20,16522867059
2017-11-21,16648335455
2017-11-22,16507018420
2017-11-24,16533432819
2017-11-27,16351173464
2017-11-28,16295703226
2017-11-29,16355795984
2017-11-30,16310231146
2017-12-01,16313532945
2017-12-04,16263345587
2017-12-05,16046087154
2017-12-06,15978070076
2017-12-07,15888921478
2017-12-08,16133254671
2017-12-11,16453529261
2017-12-12,16452868901
2017-12-13,16375606784
2017-12-14,16442963502
2017-12-15,16495131940
2017-12-18,16500414820
2017-12-19,16034861034
2017-12-20,15868450319
2017-12-21,15688172044
2017-12-22,15808357561
2017-12-26,15885619678
2017-12-27,15929863797
2017-12-28,15908732278
2017-12-29,15939108837
2018-01-02,15855848801
2018-01-03,16018317095
2018-01-04,15766028931
2018-01-05,15808957546
2018-01-08,15729044279
2018-01-09,15604221077
2018-01-10,15336742788
2018-01-11,15351272473
2018-01-12,14998597396
2018-01-16,15031619407
2018-01-17,15015768841
2018-01-18,14833487341
2018-01-19,14769424639
2018-01-22,14965575385
2018-01-23,15310985620
2018-01-24,15292493294
2018-01-25,15273340527
2018-01-26,15178897576
2018-01-29,15040865570
2018-01-30,14975481988
2018-01-31,15386936245
2018-02-01,15003220477
2018-02-02,14885001678
2018-02-05,14396936355
2018-02-06,14451752894
2018-02-07,14385048431
2018-02-08,14416089122
2018-02-09,15054074374
2018-02-12,15048130412
2018-02-13,15076529342
2018-02-14,14844054384
2018-02-15,15161726130
2018-02-16,15168330532
2018-02-20,14888964319
2018-02-21,14539591443
2018-02-22,14634694834
2018-02-23,15009824879
2018-02-26,14999257836
2018-02-27,14650545400
2018-02-28,14782633444
2018-03-01,14791879607
2018-03-02,14676302568
2018-03-05,14906796205
2018-03-06,15193427261
2018-03-07,15287870212
2018-03-08,15464207751
2018-03-09,15686776105
2018-03-12,15767349812
2018-03-13,15721779437
2018-03-14,15762726730
2018-03-15,15963500557
2018-03-16,16092946840
2018-03-19,15981992883
2018-03-20,15814901508
2018-03-21,15638563969
2018-03-22,15427883539
2018-03-23,15135308521
2018-03-26,15363820837
2018-03-27,15450998946
2018-03-28,15826128991
2018-03-29,15895475214
2018-04-02,15653316987
2018-04-03,15858065015
2018-04-04,16004030544
2018-04-05,15950531866
2018-04-06,16008653887
2018-04-09,15942606136
2018-04-10,15980253354
2018-04-11,15931378018
2018-04-12,15868632655
2018-04-13,16048943015
2018-04-16,16013277229
2018-04-17,16260295818
2018-04-18,16200852842
2018-04-19,15867311700
2018-04-20,15811171111
2018-04-23,15674452267
2018-04-24,15694927070
2018-04-25,15630200274
2018-04-26,15704834232
2018-04-27,15930057063
2018-04-30,15830985437
2018-05-01,15908261305
2018-05-02,15870614087
2018-05-03,15747765270
2018-05-04,15928736108
2018-05-07,15958457596
2018-05-08,15947889956
2018-05-09,16109046468
2018-05-10,16109706946
2018-05-11,16011956274
2018-05-14,15987518607
2018-05-15,15440643228
2018-05-16,15199568937
2018-05-17,15019258577
2018-05-18,15116348771
2018-05-21,15374595477
2018-05-22,15361385927
2018-05-23,15592553056
2018-05-24,15399033145
2018-05-25,15468383284
2018-05-29,15481592834
2018-05-30,15937322316
2018-05-31,15787393921
2018-06-01,15752388613
2018-06-04,15976290489
2018-06-05,15912224170
2018-06-06,16023844870
2018-06-07,15899675098
2018-06-08,15916847513
2018-06-11,15803905859
2018-06-12,15760974821
2018-06-13,15388465505
2018-06-14,15509993367
2018-06-15,15487537131
2018-06-18,15354781152
2018-06-19,15357423062
2018-06-20,15423470813
2018-06-21,15495462862
2018-06-22,15546319630
2018-06-25,15484234744
2018-06-26,15495462862
2018-06-27,15391107415
2018-06-28,15560189658
2018-06-29,15790035831
2018-07-02,15602828951
2018-07-03,15602828951
2018-07-05,15766638179
2018-07-06,15853826962
2018-07-09,15765317137
2018-07-10,15893458226
2018-07-11,16024901921
2018-07-12,16030186090
2018-07-13,15827406118
2018-07-16,15597544783
2018-07-17,15372967615
2018-07-18,15296347170
2018-07-19,15359757194
2018-07-20,15149050969
2018-07-23,15168866602
2018-07-24,15173490249
2018-07-25,15372967615
2018-07-26,15423167218
2018-07-27,15409296275
2018-07-30,15442982850
2018-07-31,15882229368
2018-08-01,15911292296
2018-08-02,15468082651
2018-08-03,16011691500
2018-08-06,16035470259
2018-08-07,16071138397
2018-08-08,15802966839
2018-08-09,15822121950
2018-08-10,15629249794
2018-08-13,15596884262
2018-08-14,15641139174
2018-08-15,15832690287
2018-08-16,15917897506
2018-08-17,16073119960
2018-08-20,16050662244
2018-08-21,15933750012
2018-08-22,15964133982
2018-08-23,15995838994
2018-08-24,16125961647
2018-08-27,16141814153
2018-08-28,16300999733
2018-08-29,16334025787
2018-08-30,16201921571
2018-08-31,16267313158
2018-09-04,16109448620
2018-09-05,16193995318
2018-09-06,16269294721
2018-09-07,16258065863
2018-09-10,16466790524
2018-09-11,16528879505
2018-09-12,16380922784
2018-09-13,16399417374
2018-09-14,16269294721
2018-09-17,16265331595
2018-09-18,16209847824
2018-09-19,16110109141
2018-09-20,16206545218
2018-09-21,16330723181
2018-09-24,15903366043
2018-09-25,16059909539
2018-09-26,15859111130
2018-09-27,15977344404
2018-09-28,16295715564
2018-10-01,16208029558
2018-10-02,16210010173
2018-10-03,16124843744
2018-10-04,16056842643
2018-10-05,16089192681
2018-10-08,16375061390
