,NSC
2013-11-26,26850726000
2013-11-27,27063729000
2013-11-29,27069903000
2013-12-02,27242775000
2013-12-03,27100773000
2013-12-04,26915553000
2013-12-05,27218079000
2013-12-06,27681129000
2013-12-09,27934263000
2013-12-10,27715086000
2013-12-11,27184122000
2013-12-12,27014337000
2013-12-13,27156339000
2013-12-16,27600867000
2013-12-17,27523692000
2013-12-18,28011438000
2013-12-19,27940437000
2013-12-20,28190483999
2013-12-23,28347921000
2013-12-24,28462140000
2013-12-26,28668969000
2013-12-27,28502271000
2013-12-30,28388051999
2013-12-31,28730885000
2014-01-02,28260445000
2014-01-03,28279015000
2014-01-06,27855000000
2014-01-07,28022130000
2014-01-08,27827145000
2014-01-09,28260445000
2014-01-10,28347105000
2014-01-13,27913805000
2014-01-14,28090220000
2014-01-15,28214020000
2014-01-16,27161720000
2014-01-17,27542405000
2014-01-21,27455744999
2014-01-22,28764930000
2014-01-23,28987770000
2014-01-24,27734295000
2014-01-27,27954039999
2014-01-28,28244970000
2014-01-29,27793100000
2014-01-30,28709220000
2014-01-31,28656605000
2014-02-03,27725010000
2014-02-04,28409005000
2014-02-05,28399720000
2014-02-06,28959914999
2014-02-07,29322030000
2014-02-10,28758740000
2014-02-11,28817545000
2014-02-12,28969200000
2014-02-13,28619465000
2014-02-14,28733980000
2014-02-18,28288300000
2014-02-19,27954039999
2014-02-20,28170690000
2014-02-21,28000465000
2014-02-24,28248065000
2014-02-25,28053080000
2014-02-26,28068555000
2014-02-27,28043795000
2014-02-28,28446145000
2014-03-03,28399720000
2014-03-04,29139425000
2014-03-05,29089905000
2014-03-06,29247750000
2014-03-07,29182755000
2014-03-10,29226085000
2014-03-11,29634625000
2014-03-12,29739855000
2014-03-13,29476780000
2014-03-14,29257035000
2014-03-17,29659385000
2014-03-18,29916270000
2014-03-19,30114350000
2014-03-20,30015310000
2014-03-21,29857465000
2014-03-24,29882225000
2014-03-25,30139110000
2014-03-26,29724380000
2014-03-27,29482970000
2014-03-28,29820325000
2014-03-31,30074115000
2014-04-01,30355760000
2014-04-02,30231960000
2014-04-03,30166965000
2014-04-04,29910080000
2014-04-07,29674860000
2014-04-08,29486065000
2014-04-09,29798660000
2014-04-10,29247750000
2014-04-11,28829925000
2014-04-14,29031100000
2014-04-15,29244655000
2014-04-16,29479875000
2014-04-17,29795565000
2014-04-21,29987455000
2014-04-22,29996740000
2014-04-23,29405595000
2014-04-24,29436545000
2014-04-25,29102285000
2014-04-28,29170375000
2014-04-29,29312744999
2014-04-30,29257035000
2014-05-01,28963010000
2014-05-02,28959914999
2014-05-05,28981580000
2014-05-06,29015625000
2014-05-07,29390119999
2014-05-08,29557250000
2014-05-09,29495350000
2014-05-12,29947220000
2014-05-13,30201010000
2014-05-14,30151490000
2014-05-15,29845085000
2014-05-16,30126730000
2014-05-19,30259815000
2014-05-20,30290765000
2014-05-21,30587885000
2014-05-22,30652880000
2014-05-23,30702400000
2014-05-27,30891195000
2014-05-28,30993330000
2014-05-29,31271880000
2014-05-30,31182125000
2014-06-02,31129510000
2014-06-03,30603360000
2014-06-04,30696210000
2014-06-05,31101655000
2014-06-06,31494720000
2014-06-09,31692800000
2014-06-10,31544240000
2014-06-11,31491625000
2014-06-12,31011900000
2014-06-13,31309020000
2014-06-16,31432820000
2014-06-17,31414250000
2014-06-18,31822789999
2014-06-19,31928020000
2014-06-20,32314895000
2014-06-23,31986825000
2014-06-24,31609235000
2014-06-25,31661850000
2014-06-26,31457580000
2014-06-27,31460675000
2014-06-30,31877482000
2014-07-01,31728970000
2014-07-02,32041464000
2014-07-03,32128096000
2014-07-07,31939362000
2014-07-08,31772286000
2014-07-09,31991960000
2014-07-10,31685654000
2014-07-11,32162130000
2014-07-14,32310642000
2014-07-15,32285890000
2014-07-16,32579820000
2014-07-17,32295172000
2014-07-18,32852092000
2014-07-21,32864468000
2014-07-22,33294534000
2014-07-23,33056296000
2014-07-24,33347132000
2014-07-25,33260500000
2014-07-28,32589102000
2014-07-29,32010523999
2014-07-30,32069310000
2014-07-31,31453604000
2014-08-01,31311280000
2014-08-04,31363878000
2014-08-05,31153486000
2014-08-06,30967846000
2014-08-07,30940000000
2014-08-08,31363878000
2014-08-11,31818696000
2014-08-12,31698030000
2014-08-13,31939362000
2014-08-14,32168318000
2014-08-15,32329206000
2014-08-18,32805682000
2014-08-19,32821152000
2014-08-20,32907784000
2014-08-21,32542692000
2014-08-22,32635512000
2014-08-25,32657170000
2014-08-26,32650982000
2014-08-27,33050107999
2014-08-28,32975852000
2014-08-29,33105800000
2014-09-02,33108894000
2014-09-03,33402823999
2014-09-04,33588464000
2014-09-05,33894770000
2014-09-08,33613216000
2014-09-09,33656532000
2014-09-10,33412106000
2014-09-11,33613216000
2014-09-12,33381166000
2014-09-15,33467798000
2014-09-16,33777198000
2014-09-17,34581638000
2014-09-18,34699210000
2014-09-19,34652800000
2014-09-22,34343400000
2014-09-23,34052564000
2014-09-24,34482630000
2014-09-25,33972120000
2014-09-26,34439314000
2014-09-29,34473348000
2014-09-30,34484400000
2014-10-01,33572850000
2014-10-02,34027080000
2014-10-03,34753230000
2014-10-06,34332990000
2014-10-07,33449250000
2014-10-08,33727350000
2014-10-09,32577870000
2014-10-10,31629240000
2014-10-13,31891889999
2014-10-14,32275050000
2014-10-15,32506800000
2014-10-16,32383200000
2014-10-17,32920860000
2014-10-20,33084629999
2014-10-21,33943650000
2014-10-22,32908500000
2014-10-23,33331830000
2014-10-24,33801510000
2014-10-27,33792240000
2014-10-28,34391700000
2014-10-29,34200120000
2014-10-30,33847860000
2014-10-31,34187760000
2014-11-03,33807690000
2014-11-04,33616110000
2014-11-05,33925110000
2014-11-06,34212480000
2014-11-07,34873740000
2014-11-10,36029400000
2014-11-11,36038670000
2014-11-12,36047940000
2014-11-13,35674050000
2014-11-14,35853270000
2014-11-17,35791470000
2014-11-18,35652420000
2014-11-19,35587530000
2014-11-20,35652420000
2014-11-21,35646240000
2014-11-24,35952150000
2014-11-25,36193170000
2014-11-26,36214800000
2014-11-28,34496760000
2014-12-01,32865240000
2014-12-02,33773700000
2014-12-03,34574010000
2014-12-04,33155700000
2014-12-05,33084629999
2014-12-08,31950600000
2014-12-09,32160720000
2014-12-10,31295520000
2014-12-11,31712670000
2014-12-12,31378950000
2014-12-15,31416030000
2014-12-16,31619970000
2014-12-17,32522250000
2014-12-18,33674820000
2014-12-19,33696450000
2014-12-22,33996180000
2014-12-23,34360800000
2014-12-24,34425690000
2014-12-26,34465860000
2014-12-29,34543110000
2014-12-30,34243379999
2014-12-31,33628348000
2015-01-02,33487220000
2015-01-05,32640452000
2015-01-06,31600400000
2015-01-07,31600400000
2015-01-08,31904132000
2015-01-09,31652556000
2015-01-12,31284396000
2015-01-13,31137132000
2015-01-14,31008275999
2015-01-15,31244512000
2015-01-16,31778344000
2015-01-20,31738460000
2015-01-21,32014580000
2015-01-22,32548412000
2015-01-23,32146504000
2015-01-26,32554548000
2015-01-27,31965492000
2015-01-28,31600400000
2015-01-29,31842772000
2015-01-30,31284396000
2015-02-02,31916404000
2015-02-03,32910436000
2015-02-04,32628180000
2015-02-05,33088380000
2015-02-06,33069972000
2015-02-09,33131332000
2015-02-10,33318480000
2015-02-11,33474948000
2015-02-12,33772544000
2015-02-13,33720388000
2015-02-17,33953556000
2015-02-18,34119227999
2015-02-19,34235812000
2015-02-20,34278764000
2015-02-23,34033324000
2015-02-24,34014916000
2015-02-25,34005712000
2015-02-26,33732660000
2015-02-27,33490288000
2015-03-02,33824700000
2015-03-03,33247916000
2015-03-04,33422792000
2015-03-05,33490288000
2015-03-06,33198827999
2015-03-09,33450404000
2015-03-10,33005544000
2015-03-11,33201896000
2015-03-12,33511764000
2015-03-13,33333820000
2015-03-16,33925944000
2015-03-17,33711184000
2015-03-18,34094684000
2015-03-19,33843108000
2015-03-20,33879924000
2015-03-23,32692608000
2015-03-24,32542275999
2015-03-25,31922540000
2015-03-26,31879588000
2015-03-27,31790616000
2015-03-30,31907200000
2015-03-31,31174468000
2015-04-01,31186584000
2015-04-02,31547035000
2015-04-06,31631847000
2015-04-07,31640934000
2015-04-08,31598527999
2015-04-09,32037733000
2015-04-10,32213415000
2015-04-13,31765123000
2015-04-14,30438421000
2015-04-15,30514146000
2015-04-16,30371783000
2015-04-17,30486885000
2015-04-20,31210816000
2015-04-21,31019989000
2015-04-22,31795413000
2015-04-23,32171009000
2015-04-24,31892341000
2015-04-27,31653050000
2015-04-28,31613673000
2015-04-29,31253222000
2015-04-30,30547465000
2015-05-01,31262309000
2015-05-04,31437991000
2015-05-05,30468711000
2015-05-06,30323319000
2015-05-07,30586842000
2015-05-08,30480827000
2015-05-11,30338464000
2015-05-12,29999216000
2015-05-13,29599388000
2015-05-14,29293459000
2015-05-15,29550924000
2015-05-18,29675113000
2015-05-19,29466112000
2015-05-20,29096574000
2015-05-21,29414619000
2015-05-22,28936037000
2015-05-26,28645252999
2015-05-27,28724007000
2015-05-28,28384759000
2015-05-29,27866800000
2015-06-01,28097004000
2015-06-02,28078830000
2015-06-03,28018250000
2015-06-04,27854684000
2015-06-05,28021279000
2015-06-08,27582074000
2015-06-09,27394276000
2015-06-10,27424566000
2015-06-11,28027337000
2015-06-12,27775930000
2015-06-15,27672944000
2015-06-16,27672944000
2015-06-17,27775930000
2015-06-18,28157584000
2015-06-19,27963727999
2015-06-22,28112149000
2015-06-23,27960699000
2015-06-24,27270087000
2015-06-25,26885404000
2015-06-26,26918723000
2015-06-29,26346242000
2015-06-30,26216736000
2015-07-01,26438810000
2015-07-02,26357783000
2015-07-06,26090694000
2015-07-07,26354781999
2015-07-08,25628540000
2015-07-09,25694562000
2015-07-10,25913635000
2015-07-13,25946646000
2015-07-14,26024672000
2015-07-15,26096696000
2015-07-16,25688560000
2015-07-17,25790594000
2015-07-20,25835609000
2015-07-21,25784592000
2015-07-22,25619537000
2015-07-23,25052348000
2015-07-24,24896296000
2015-07-27,24848280000
2015-07-28,25484492000
2015-07-29,25799597000
2015-07-30,25748580000
2015-07-31,25307433000
2015-08-03,24911301000
2015-08-04,24962318000
2015-08-05,24782258000
2015-08-06,24488160000
2015-08-07,24341111000
2015-08-10,24794262000
2015-08-11,24302098000
2015-08-12,24410134000
2015-08-13,24314102000
2015-08-14,24530174000
2015-08-17,24653215000
2015-08-18,24713235000
2015-08-19,24458150000
2015-08-20,23992995000
2015-08-21,23401798000
2015-08-24,22429474000
2015-08-25,21739244000
2015-08-26,22243412000
2015-08-27,23383792000
2015-08-28,23767920000
2015-08-31,23380791000
2015-09-01,22720571000
2015-09-02,22969654000
2015-09-03,23155716000
2015-09-04,22966653000
2015-09-08,23614869000
2015-09-09,23689894000
2015-09-10,23719904000
2015-09-11,23758917000
2015-09-14,23614869000
2015-09-15,24164052000
2015-09-16,24515169000
2015-09-17,24341111000
2015-09-18,23692895000
2015-09-21,23878956999
2015-09-22,23236743000
2015-09-23,22909634000
2015-09-24,22714569000
2015-09-25,22693562000
2015-09-28,22405466000
2015-09-29,22480491000
2015-09-30,22759560000
2015-10-01,23036607000
2015-10-02,23537079000
2015-10-05,23826042000
2015-10-06,23662197000
2015-10-07,24189480000
2015-10-08,24719742000
2015-10-09,24698889000
2015-10-12,24123942000
2015-10-13,23620491000
2015-10-14,23304717000
2015-10-15,23671134000
2015-10-16,23343444000
2015-10-19,23167683000
2015-10-20,23486436000
2015-10-21,23444730000
2015-10-22,23986908000
2015-10-23,24129900000
2015-10-26,23915412000
2015-10-27,23069376000
2015-10-28,24308640000
2015-10-29,24156711000
2015-10-30,23840937000
2015-11-02,23945202000
2015-11-03,24034572000
2015-11-04,23936265000
2015-11-05,23876685000
2015-11-06,23793273000
2015-11-09,26399898000
2015-11-10,26385002999
2015-11-11,26480331000
2015-11-12,26438625000
2015-11-13,26501184000
2015-11-16,26304570000
2015-11-17,25908363000
2015-11-18,27552771000
2015-11-19,28851615000
2015-11-20,29063124000
2015-11-23,28467324000
2015-11-24,28166445000
2015-11-25,28419660000
2015-11-27,28413702000
2015-11-30,28318374000
2015-12-01,28243899000
2015-12-02,27451485000
2015-12-03,27737469000
2015-12-04,27424674000
2015-12-07,27263808000
2015-12-08,25714727999
2015-12-09,26081145000
2015-12-10,26119872000
2015-12-11,26644176000
2015-12-14,26617365000
2015-12-15,27114858000
2015-12-16,26748441000
2015-12-17,25339374000
2015-12-18,25104033000
2015-12-21,25047432000
2015-12-22,25640252999
2015-12-23,25872615000
2015-12-24,25851762000
2015-12-28,25497261000
2015-12-29,25488324000
2015-12-30,25279794000
2015-12-31,25140148000
2016-01-04,24313932000
2016-01-05,24450644000
2016-01-06,23621456000
2016-01-07,23181600000
2016-01-08,23119188000
2016-01-11,22578284000
2016-01-12,22566396000
2016-01-13,21231968000
2016-01-14,21442980000
2016-01-15,21330044000
2016-01-19,21353820000
2016-01-20,21154696000
2016-01-21,20824803999
2016-01-22,20384948000
2016-01-25,20129356000
2016-01-26,20477080000
2016-01-27,20771308000
2016-01-28,20836692000
2016-01-29,20952600000
2016-02-01,20860468000
2016-02-02,19793520000
2016-02-03,20007503999
2016-02-04,20616764000
2016-02-05,20845608000
2016-02-08,20949628000
2016-02-09,21226024000
2016-02-10,21701544000
2016-02-11,21300324000
2016-02-12,21564832000
2016-02-16,21989828000
2016-02-17,22518844000
2016-02-18,22239476000
2016-02-19,22290000000
2016-02-22,22575312000
2016-02-23,21954164000
2016-02-24,21974968000
2016-02-25,21894724000
2016-02-26,22200840000
2016-02-29,21746124000
2016-03-01,22382132000
2016-03-02,22706080000
2016-03-03,22884400000
2016-03-04,23003280000
2016-03-07,23692784000
2016-03-08,22694192000
2016-03-09,22512900000
2016-03-10,22515872000
2016-03-11,23481772000
2016-03-14,23469884000
2016-03-15,23478800000
2016-03-16,24070228000
2016-03-17,24608160000
2016-03-18,24970744000
2016-03-21,24976688000
2016-03-22,25053960000
2016-03-23,24625992000
2016-03-24,24926164000
2016-03-28,24296100000
2016-03-29,24608160000
2016-03-30,25187700000
2016-03-31,24533775000
2016-04-01,24451259000
2016-04-04,24309803000
2016-04-05,23929640000
2016-04-06,23914905000
2016-04-07,23605470000
2016-04-08,24015103000
2016-04-11,23363816000
2016-04-12,23198784000
2016-04-13,23911958000
2016-04-14,24206658000
2016-04-15,24056361000
2016-04-18,24029838000
2016-04-19,24392319000
2016-04-20,24507252000
2016-04-21,24351061000
2016-04-22,26914951000
2016-04-25,26926739000
2016-04-26,27421835000
2016-04-27,27474881000
2016-04-28,27106506000
2016-04-29,26555417000
2016-05-02,26735184000
2016-05-03,26269558000
2016-05-04,26189989000
2016-05-05,26213565000
2016-05-06,26422802000
2016-05-09,26016116000
2016-05-10,26614357000
2016-05-11,26175253999
2016-05-12,25986646000
2016-05-13,25335359000
2016-05-16,25414928000
2016-05-17,25302942000
2016-05-18,25199797000
2016-05-19,24852051000
2016-05-20,25179168000
2016-05-23,24958143000
2016-05-24,24233181000
2016-05-25,24551457000
2016-05-26,24704701000
2016-05-27,24754800000
2016-05-31,24772482000
2016-06-01,24463047000
2016-06-02,24510199000
2016-06-03,24492517000
2016-06-06,24539669000
2016-06-07,24678178000
2016-06-08,25329465000
2016-06-09,25226320000
2016-06-10,24781323000
2016-06-13,24527881000
2016-06-14,24401160000
2016-06-15,24607450000
2016-06-16,24810793000
2016-06-17,25105493000
2016-06-20,25241055000
2016-06-21,25052447000
2016-06-22,25358935000
2016-06-23,25638900000
2016-06-24,24354008000
2016-06-27,23481696000
2016-06-28,24233181000
2016-06-29,24681125000
2016-06-30,24917551000
2016-07-01,24938040000
2016-07-05,24557530000
2016-07-06,24864865000
2016-07-07,24598508000
2016-07-08,25295134000
2016-07-11,25450265000
2016-07-12,25880534000
2016-07-13,26568379000
2016-07-14,26866933000
2016-07-15,26779123000
2016-07-18,26814247000
2016-07-19,26752780000
2016-07-20,26855225000
2016-07-21,26799612000
2016-07-22,26931327000
2016-07-25,26916692000
2016-07-26,27147925000
2016-07-27,26383978000
2016-07-28,26348854000
2016-07-29,26278606000
2016-08-01,25918585000
2016-08-02,25514659000
2016-08-03,25854191000
2016-08-04,25643447000
2016-08-05,26015176000
2016-08-08,26202504000
2016-08-09,26123475000
2016-08-10,25924438999
2016-08-11,26190796000
2016-08-12,25862972000
2016-08-15,26026884000
2016-08-16,26085424000
2016-08-17,26290313999
2016-08-18,26831809000
2016-08-19,26805466000
2016-08-22,26741072000
2016-08-23,26937181000
2016-08-24,26957670000
2016-08-25,26951816000
2016-08-26,27007429000
2016-08-29,27516727000
2016-08-30,27622099000
2016-08-31,27484530000
2016-09-01,27455260000
2016-09-02,27560632000
2016-09-06,27850405000
2016-09-07,27496238000
2016-09-08,27510873000
2016-09-09,26571306000
2016-09-12,27039626000
2016-09-13,26559598000
2016-09-14,26539109000
2016-09-15,26784977000
2016-09-16,26738145000
2016-09-19,26937181000
2016-09-20,26904984000
2016-09-21,27253297000
2016-09-22,27487457000
2016-09-23,27402574000
2016-09-26,27303056000
2016-09-27,27654296000
2016-09-28,27961631000
2016-09-29,27850405000
2016-09-30,28263872000
2016-10-03,28220192000
2016-10-04,27894048000
2016-10-05,28258048000
2016-10-06,28377440000
2016-10-07,28182336000
2016-10-10,27905696000
2016-10-11,27567904000
2016-10-12,27203904000
2016-10-13,27611583999
2016-10-14,27646528000
2016-10-17,27617408000
2016-10-18,27658176000
2016-10-19,27850368000
2016-10-20,27119456000
2016-10-21,27058304000
2016-10-24,27067040000
2016-10-25,27160224000
2016-10-26,26216736000
2016-10-27,26601120000
2016-10-28,26869024000
2016-10-31,27081600000
2016-11-01,26673920000
2016-11-02,26787488000
2016-11-03,26720512000
2016-11-04,26679744000
2016-11-07,27649440000
2016-11-08,27955200000
2016-11-09,28770560000
2016-11-10,29265600000
2016-11-11,29384992000
2016-11-14,30281888000
2016-11-15,30453696000
2016-11-16,29993600000
2016-11-17,30034368000
2016-11-18,30124640000
2016-11-21,30459520000
2016-11-22,30261504000
2016-11-23,30296448000
2016-11-25,30383808000
2016-11-28,30281888000
2016-11-29,30392544000
2016-11-30,31001152000
2016-12-01,31108896000
2016-12-02,30750720000
2016-12-05,30855552000
2016-12-06,30928352000
2016-12-07,31959200000
2016-12-08,32037824000
2016-12-09,32206720000
2016-12-12,32232928000
2016-12-13,31982496000
2016-12-14,31327296000
2016-12-15,31481632000
2016-12-16,31062304000
2016-12-19,31138016000
2016-12-20,31499104000
2016-12-21,31464160000
2016-12-22,31676736000
2016-12-23,31822336000
2016-12-27,31871840000
2016-12-28,31659264000
2016-12-29,31688383999
2016-12-30,31469983999
2017-01-03,31059197000
2017-01-04,32118792000
2017-01-05,32017187000
2017-01-06,32414898000
2017-01-09,31694954000
2017-01-10,31718178000
2017-01-11,32092665000
2017-01-12,32226203000
2017-01-13,32394577000
2017-01-17,31613670000
2017-01-18,31924291000
2017-01-19,33216126000
2017-01-20,32975177000
2017-01-23,32963565000
2017-01-24,33854786000
2017-01-25,34989859000
2017-01-26,34693753000
2017-01-27,34937605000
2017-01-30,34728589000
2017-01-31,34098638000
2017-02-01,34815679000
2017-02-02,34682141000
2017-02-03,34969538000
2017-02-06,34798261000
2017-02-07,35091464000
2017-02-08,35108882000
2017-02-09,35024695000
2017-02-10,35161136000
2017-02-13,35477563000
2017-02-14,35558847000
2017-02-15,35622713000
2017-02-16,35686579000
2017-02-17,35643034000
2017-02-21,35860759000
2017-02-22,35509496000
2017-02-23,34844709000
2017-02-24,34859224000
2017-02-27,35161136000
2017-02-28,35135009000
2017-03-01,35808505000
2017-03-02,35349831000
2017-03-03,35532720000
2017-03-06,35686579000
2017-03-07,35416600000
2017-03-08,34798261000
2017-03-09,34661820000
2017-03-10,34737298000
2017-03-13,34699559000
2017-03-14,34357005000
2017-03-15,34113153000
2017-03-16,33486105000
2017-03-17,33300313000
2017-03-20,33338052000
2017-03-21,32368450000
2017-03-22,32446831000
2017-03-23,32092665000
2017-03-24,32124598000
2017-03-27,32261039000
2017-03-28,32896795999
2017-03-29,32864863000
2017-03-30,33166775000
2017-03-31,32359330000
2017-04-03,32801500000
2017-04-04,33289910000
2017-04-05,33156970000
2017-04-06,33489320000
2017-04-07,33495100000
2017-04-10,33376610000
2017-04-11,33298580000
2017-04-12,32307310000
2017-04-13,32246620000
2017-04-17,32711910000
2017-04-18,32613650000
2017-04-19,32524060000
2017-04-20,33469090000
2017-04-21,33630930000
2017-04-24,33827450000
2017-04-25,33749420000
2017-04-26,34049979999
2017-04-27,34333200000
2017-04-28,33954610000
2017-05-01,34018190000
2017-05-02,34171360000
2017-05-03,33873690000
2017-05-04,33766760000
2017-05-05,33815890000
2017-05-08,33451750000
2017-05-09,33717630000
2017-05-10,33786990000
2017-05-11,33734970000
2017-05-12,33801440000
2017-05-15,33850570000
2017-05-16,33772540000
2017-05-17,32402680000
2017-05-18,32599200000
2017-05-19,32735030000
2017-05-22,33000910000
2017-05-23,33052930000
2017-05-24,33226330000
2017-05-25,34613530000
2017-05-26,35353370000
2017-05-30,35873570000
2017-05-31,35844670000
2017-06-01,35980500000
2017-06-02,35731960000
2017-06-05,35402500000
2017-06-06,34954550000
2017-06-07,34743580000
2017-06-08,34804270000
2017-06-09,34367880000
2017-06-12,34593300000
2017-06-13,34890970000
2017-06-14,34185810000
2017-06-15,34185810000
2017-06-16,34431460000
2017-06-19,34714680000
2017-06-20,34023970000
2017-06-21,33948830000
2017-06-22,33928600000
2017-06-23,34474810000
2017-06-26,34529720000
2017-06-27,34402560000
2017-06-28,34888080000
2017-06-29,34541280000
2017-06-30,34940070000
2017-07-03,35393688000
2017-07-05,35218557000
2017-07-06,34808004000
2017-07-07,35123814000
2017-07-10,35313300000
2017-07-11,35169750000
2017-07-12,35393688000
2017-07-13,35195589000
2017-07-14,35600400000
2017-07-17,35456850000
2017-07-18,35387946000
2017-07-19,34644357000
2017-07-20,34027092000
2017-07-21,33834735000
2017-07-24,33734250000
2017-07-25,34162029000
2017-07-26,33421311000
2017-07-27,32445171000
2017-07-28,32795433000
2017-07-31,32321718000
2017-08-01,32433687000
2017-08-02,32293008000
2017-08-03,32565753000
2017-08-04,32904531000
2017-08-07,33272019000
2017-08-08,33650991000
2017-08-09,33722766000
2017-08-10,33142824000
2017-08-11,33464376000
2017-08-14,34322805000
2017-08-15,34463484000
2017-08-16,34575453000
2017-08-17,33734250000
2017-08-18,34058673000
2017-08-21,33783057000
2017-08-22,34566840000
2017-08-23,34147674000
2017-08-24,33803154000
2017-08-25,33938091000
2017-08-28,33808896000
2017-08-29,34279740000
2017-08-30,34678809000
2017-08-31,34601292000
2017-09-01,34785036000
2017-09-05,34770681000
2017-09-06,35152524000
2017-09-07,35580303000
2017-09-08,35577432000
2017-09-11,36295182000
2017-09-12,36341118000
2017-09-13,36392796000
2017-09-14,36441603000
2017-09-15,36760284000
2017-09-18,36562185000
2017-09-19,36691380000
2017-09-20,37604358000
2017-09-21,37526841000
2017-09-22,37607229000
2017-09-25,37426356000
2017-09-26,37610100000
2017-09-27,38043621000
2017-09-28,38124009000
2017-09-29,37966104000
2017-10-02,37530563999
2017-10-03,37510607000
2017-10-04,37205550000
2017-10-05,37382312000
2017-10-06,37194146000
2017-10-09,37288229000
2017-10-10,37063000000
2017-10-11,37487799000
2017-10-12,38115019000
2017-10-13,37533415000
2017-10-16,37005980000
2017-10-17,36914748000
2017-10-18,37211252000
2017-10-19,37131424000
2017-10-20,37847025000
2017-10-23,37596137000
2017-10-24,37721581000
2017-10-25,36689519000
2017-10-26,37989575000
2017-10-27,38103615000
2017-10-30,37861280000
2017-10-31,37467842000
2017-11-01,37587584000
2017-11-02,37675965000
2017-11-03,37165636000
2017-11-06,37097212000
2017-11-07,36906195000
2017-11-08,36871983000
2017-11-09,36489949000
2017-11-10,36250465000
2017-11-13,36384462000
2017-11-14,36201998000
2017-11-15,36042342000
2017-11-16,36840622000
2017-11-17,36361654000
2017-11-20,36227657000
2017-11-21,36806410000
2017-11-22,36843473000
2017-11-24,37065851000
2017-11-27,36344548000
2017-11-28,37105765000
2017-11-29,38890491000
2017-11-30,39523413000
2017-12-01,39201250000
2017-12-04,39882638999
2017-12-05,39583284000
2017-12-06,39551923000
2017-12-07,40207653000
2017-12-08,40147782000
2017-12-11,40355905000
2017-12-12,40330246000
2017-12-13,40435733000
2017-12-14,40159186000
2017-12-15,40230461000
2017-12-18,40948913000
2017-12-19,40974572000
2017-12-20,41293884000
2017-12-21,41134228000
2017-12-22,41202652000
2017-12-26,41225460000
2017-12-27,41598941000
2017-12-28,41427881000
2017-12-29,41310990000
2018-01-02,41522355566
2018-01-03,41525180985
2018-01-04,41641023158
2018-01-05,42457569209
2018-01-08,43107415547
2018-01-09,43398433689
2018-01-10,42836175336
2018-01-11,43519926700
2018-01-12,43607514685
2018-01-16,43228908558
2018-01-17,43525577538
2018-01-18,43344750731
2018-01-19,42776841540
2018-01-22,42796619472
2018-01-23,42850302430
2018-01-24,42364330386
2018-01-25,41881183761
2018-01-26,42655348529
2018-01-29,42774016121
2018-01-30,42395409994
2018-01-31,42629919759
2018-02-01,41948993814
2018-02-02,40977049726
2018-02-05,39163130818
2018-02-06,40417616792
2018-02-07,40313076294
2018-02-08,38677158774
2018-02-09,39052939482
2018-02-12,39530435270
2018-02-13,39643452024
2018-02-14,40191583283
2018-02-15,40228313728
2018-02-16,40301774619
2018-02-20,39564340296
2018-02-21,39245067965
2018-02-22,39974026031
2018-02-23,40296123781
2018-02-26,41115495250
2018-02-27,40355457577
2018-02-28,39295925504
2018-03-01,39180083331
2018-03-02,39177257912
2018-03-05,39790373805
2018-03-06,39861009276
2018-03-07,39759294197
2018-03-08,39680182469
2018-03-09,41118320669
2018-03-12,40279171268
2018-03-13,40228313728
2018-03-14,38606523303
2018-03-15,38886239770
2018-03-16,39157479980
2018-03-19,39321354274
2018-03-20,39358084719
2018-03-21,39400466002
2018-03-22,37914295682
2018-03-23,37346386491
2018-03-26,38479379454
2018-03-27,37744770550
2018-03-28,37852136467
2018-03-29,38363537281
2018-04-02,37365079000
2018-04-03,37516981000
2018-04-04,37125974000
2018-04-05,37609810000
2018-04-06,36388968000
2018-04-09,36265196000
2018-04-10,36569000000
2018-04-11,36864365000
2018-04-12,37460721000
2018-04-13,37556363000
2018-04-16,38391824000
2018-04-17,38130215000
2018-04-18,38990993000
2018-04-19,39061318000
2018-04-20,38467775000
2018-04-23,38751888000
2018-04-24,37967061000
2018-04-25,41058548000
2018-04-26,40701297000
2018-04-27,41244206000
2018-04-30,40358111000
2018-05-01,40082437000
2018-05-02,40057120000
2018-05-03,39646422000
2018-05-04,40484696000
2018-05-07,40920711000
2018-05-08,41095117000
2018-05-09,42456609000
2018-05-10,42690088000
2018-05-11,42870120000
2018-05-14,42318772000
2018-05-15,42403162000
2018-05-16,42442544000
2018-05-17,42892624000
2018-05-18,42895437000
2018-05-21,42917941000
2018-05-22,42701340000
2018-05-23,42332837000
2018-05-24,43036087000
2018-05-25,43044526000
2018-05-29,42656331999
2018-05-30,43556492000
2018-05-31,42659145000
2018-06-01,43666199000
2018-06-04,42690088000
2018-06-05,42456609000
2018-06-06,42774478000
2018-06-07,42813860000
2018-06-08,43384899000
2018-06-11,43916556000
2018-06-12,43961564000
2018-06-13,43368021000
2018-06-14,43171111000
2018-06-15,43505858000
2018-06-18,43258314000
2018-06-19,42450983000
2018-06-20,42495991000
2018-06-21,42189374000
2018-06-22,42706966000
2018-06-25,42822299000
2018-06-26,42493178000
2018-06-27,42206252000
2018-06-28,42116236000
2018-06-29,42439731000
2018-07-02,41933855000
2018-07-03,41581215000
2018-07-05,42173540000
2018-07-06,42570260000
2018-07-09,43292070000
2018-07-10,43724605000
2018-07-11,42911880000
2018-07-12,43394005000
2018-07-13,43931230000
2018-07-16,42765865000
