,RJF
2013-12-11,6755552730
2013-12-12,6816056445
2013-12-13,6793106760
2013-12-16,6826488120
2013-12-17,6809797440
2013-12-18,7007999265
2013-12-19,7039294290
2013-12-20,7158215385
2013-12-23,7187424075
2013-12-24,7206201090
2013-12-26,7227064440
2013-12-27,7218719100
2013-12-30,7181165070
2013-12-31,7300055280
2014-01-02,7211925839
2014-01-03,7295858640
2014-01-06,7291662000
2014-01-07,7329431760
2014-01-08,7419659520
2014-01-09,7470019200
2014-01-10,7463724240
2014-01-13,7354611599
2014-01-14,7453232640
2014-01-15,7606410000
2014-01-16,7570738560
2014-01-17,7560246960
2014-01-21,7600115040
2014-01-22,7537165440
2014-01-23,7446937680
2014-01-24,7352513280
2014-01-27,7222417440
2014-01-28,7318940160
2014-01-29,7182549359
2014-01-30,7237105680
2014-01-31,7121698079
2014-02-03,6762885359
2014-02-04,6857309760
2014-02-05,6754492079
2014-02-06,6825834960
2014-02-07,6905571119
2014-02-10,6924456000
2014-02-11,6989503920
2014-02-12,7054551839
2014-02-13,7182549359
2014-02-14,7159467839
2014-02-18,7308448560
2014-02-19,7228712400
2014-02-20,7289563680
2014-02-21,7312645200
2014-02-24,7430151119
2014-02-25,7323136800
2014-02-26,7300055280
2014-02-27,7352513280
2014-02-28,7383988079
2014-03-03,7283268720
2014-03-04,7505690640
2014-03-05,7476314160
2014-03-06,7480510800
2014-03-07,7543460400
2014-03-10,7505690640
2014-03-11,7411266240
2014-03-12,7421757839
2014-03-13,7321038480
2014-03-14,7249695599
2014-03-17,7392381359
2014-03-18,7367201520
2014-03-19,7358808240
2014-03-20,7602213359
2014-03-21,7556050320
2014-03-24,7560246960
2014-03-25,7581230160
2014-03-26,7484707440
2014-03-27,7467920880
2014-03-28,7623196560
2014-03-31,7846002450
2014-04-01,7795505249
2014-04-02,7860730800
2014-04-03,7806025500
2014-04-04,7509354449
2014-04-07,7298949449
2014-04-08,7273700850
2014-04-09,7324198050
2014-04-10,7069608000
2014-04-11,6922324500
2014-04-14,6920220450
2014-04-15,6953885249
2014-04-16,7061191800
2014-04-17,7042255350
2014-04-21,7046463450
2014-04-22,7174810500
2014-04-23,7086440400
2014-04-24,7029631049
2014-04-25,6979133850
2014-04-28,6884451600
2014-04-29,6920220450
2014-04-30,6970717650
2014-05-01,6945469050
2014-05-02,6977029799
2014-05-05,6979133850
2014-05-06,6848682749
2014-05-07,6964405500
2014-05-08,6903388050
2014-05-09,6916012349
2014-05-12,7157978100
2014-05-13,7052775600
2014-05-14,6958093350
2014-05-15,6772936949
2014-05-16,6806601750
2014-05-19,6882347550
2014-05-20,6751896450
2014-05-21,6789769350
2014-05-22,6810809849
2014-05-23,6821330100
2014-05-27,6886555649
2014-05-28,6815017950
2014-05-29,6768728850
2014-05-30,6789769350
2014-06-02,6859203000
2014-06-03,6846578700
2014-06-04,6897075900
2014-06-05,6945469050
2014-06-06,6993862200
2014-06-09,7082232299
2014-06-10,7025422950
2014-06-11,6894971850
2014-06-12,6857098950
2014-06-13,6869723250
2014-06-16,6825538199
2014-06-17,7071712050
2014-06-18,7113793050
2014-06-19,7014902700
2014-06-20,7084336350
2014-06-23,7130625450
2014-06-24,7038047250
2014-06-25,7099064700
2014-06-26,7084336350
2014-06-27,7080128250
2014-06-30,7127057700
2014-07-01,7169204700
2014-07-02,7129165050
2014-07-03,7268250150
2014-07-07,7194492900
2014-07-08,7074373950
2014-07-09,7023797550
2014-07-10,6926859449
2014-07-11,6956362350
2014-07-14,6981650550
2014-07-15,6977435850
2014-07-16,6956362350
2014-07-17,6954255000
2014-07-18,7032226949
2014-07-21,6996402000
2014-07-22,7057515150
2014-07-23,7057515150
2014-07-24,7230317850
2014-07-25,7118628300
2014-07-28,7118628300
2014-07-29,7061729850
2014-07-30,7264035450
2014-07-31,7158667950
2014-08-01,7076481300
2014-08-04,7112306250
2014-08-05,7057515150
2014-08-06,7095447450
2014-08-07,7025904900
2014-08-08,7175526749
2014-08-11,7245069300
2014-08-12,7259820750
2014-08-13,7306182450
2014-08-14,7320933900
2014-08-15,7306182450
2014-08-18,7390476450
2014-08-19,7379939700
2014-08-20,7449482250
2014-08-21,7588567350
2014-08-22,7599104100
2014-08-25,7685505450
2014-08-26,7710793650
2014-08-27,7626499649
2014-08-28,7634929049
2014-08-29,7677076050
2014-09-02,7719223050
2014-09-03,7685505450
2014-09-04,7710793650
2014-09-05,7725545099
2014-09-08,7733974500
2014-09-09,7653895200
2014-09-10,7674968700
2014-09-11,7660217250
2014-09-12,7658109900
2014-09-15,7658109900
2014-09-16,7715008350
2014-09-17,7761370050
2014-09-18,7877274300
2014-09-19,7824590550
2014-09-22,7769799449
2014-09-23,7643358450
2014-09-24,7609640850
2014-09-25,7626499649
2014-09-26,7710793650
2014-09-29,7613855550
2014-09-30,7567960680
2014-10-01,7379397270
2014-10-02,7445076660
2014-10-03,7540417710
2014-10-06,7481094390
2014-10-07,7328548710
2014-10-08,7409058930
2014-10-09,7226851590
2014-10-10,7195071240
2014-10-13,7078543289
2014-10-14,7070068529
2014-10-15,7002270449
2014-10-16,7042525560
2014-10-17,7243801109
2014-10-20,7248038490
2014-10-21,7478975699
2014-10-22,7349735609
2014-10-23,7468382250
2014-10-24,7514993430
2014-10-27,7495925220
2014-10-28,7646352210
2014-10-29,7739574570
2014-10-30,7792541820
2014-10-31,7928137980
2014-11-03,7887882869
2014-11-04,7923900600
2014-11-05,7998054750
2014-11-06,8031953789
2014-11-07,7972630470
2014-11-10,8053140690
2014-11-11,8120938770
2014-11-12,8057378070
2014-11-13,8019241650
2014-11-14,7981105230
2014-11-17,7938731430
2014-11-18,7942968810
2014-11-19,7909069770
2014-11-20,7837034310
2014-11-21,7930256670
2014-11-24,7968393090
2014-11-25,7976867850
2014-11-26,7972630470
2014-11-28,7951443570
2014-12-01,7862458590
2014-12-02,7938731430
2014-12-03,7993817369
2014-12-04,8006529510
2014-12-05,8101870560
2014-12-08,8146363050
2014-12-09,8127294840
2014-12-10,7945087500
2014-12-11,7957799640
2014-12-12,7743811949
2014-12-15,7739574570
2014-12-16,7618809240
2014-12-17,7862458590
2014-12-18,8002292130
2014-12-19,8012885580
2014-12-22,8048903310
2014-12-23,8156956500
2014-12-24,8154837810
2014-12-26,8129413529
2014-12-29,8148481740
2014-12-30,8131532220
2014-12-31,8152801199
2015-01-02,8133588000
2015-01-05,7905164400
2015-01-06,7695953999
2015-01-07,7764267599
2015-01-08,7920108000
2015-01-09,7774941600
2015-01-12,7670336400
2015-01-13,7631910000
2015-01-14,7520900399
2015-01-15,7392812400
2015-01-16,7493148000
2015-01-20,7429103999
2015-01-21,7446182400
2015-01-22,7742919600
2015-01-23,7486743600
2015-01-26,7674606000
2015-01-27,7623370800
2015-01-28,7441912800
2015-01-29,7582809600
2015-01-30,7488878400
2015-02-02,7580674800
2015-02-03,7774941600
2015-02-04,7766402400
2015-02-05,7858198800
2015-02-06,8018308800
2015-02-09,7898760000
2015-02-10,7999095600
2015-02-11,8035387200
2015-02-12,8169879600
2015-02-13,8118644400
2015-02-17,8110105200
2015-02-18,8003365200
2015-02-19,7988421600
2015-02-20,8054600399
2015-02-23,8041791600
2015-02-24,8208306000
2015-02-25,8152801199
2015-02-26,8129318400
2015-02-27,8131453200
2015-03-02,8276619600
2015-03-03,8246732400
2015-03-04,8229653999
2015-03-05,8261676000
2015-03-06,8366281199
2015-03-09,8362011600
2015-03-10,8238193200
2015-03-11,8362011600
2015-03-12,8490099600
2015-03-13,8357742000
2015-03-16,8417516400
2015-03-17,8374820399
2015-03-18,8285158800
2015-03-19,8172014400
2015-03-20,8287293600
2015-03-23,8216845200
2015-03-24,8172014400
2015-03-25,8041791600
2015-03-26,8067409200
2015-03-27,8101566000
2015-03-30,8174149200
2015-03-31,8133132300
2015-04-01,8088007920
2015-04-02,8165364000
2015-04-06,8167512780
2015-04-07,8113793280
2015-04-08,8169661560
2015-04-09,8128834740
2015-04-10,8006354280
2015-04-13,8008503060
2015-04-14,8105198160
2015-04-15,8152471319
2015-04-16,8214785939
2015-04-17,8081561580
2015-04-20,8107346939
2015-04-21,8133132300
2015-04-22,8165364000
2015-04-23,8244868859
2015-04-24,8173959120
2015-04-27,8152471319
2015-04-28,8197595700
2015-04-29,8223381060
2015-04-30,8098751819
2015-05-01,8133132300
2015-05-04,8253463979
2015-05-05,8223381060
2015-05-06,8229827399
2015-05-07,8283546899
2015-05-08,8302885920
2015-05-11,8352307859
2015-05-12,8240571300
2015-05-13,8270654220
2015-05-14,8356605420
2015-05-15,8298588359
2015-05-18,8429663939
2015-05-19,8380242000
2015-05-20,8416771260
2015-05-21,8403878580
2015-05-22,8386688340
2015-05-26,8326522500
2015-05-27,8384539560
2015-05-28,8414622479
2015-05-29,8326522500
2015-06-01,8320076160
2015-06-02,8341563960
2015-06-03,8504871240
2015-06-04,8455449300
2015-06-05,8534954160
2015-06-08,8502722460
2015-06-09,8496276120
2015-06-10,8648839500
2015-06-11,8659583400
2015-06-12,8648839500
2015-06-15,8603715120
2015-06-16,8635946820
2015-06-17,8558590740
2015-06-18,8631649260
2015-06-19,8614459020
2015-06-22,8743385820
2015-06-23,8779915080
2015-06-24,8691815100
2015-06-25,8704707780
2015-06-26,8749832160
2015-06-29,8500573680
2015-06-30,8530187760
2015-07-01,8592467580
2015-07-02,8551663560
2015-07-06,8472203100
2015-07-07,8390595060
2015-07-08,8165099160
2015-07-09,8253149940
2015-07-10,8397037800
2015-07-13,8532335339
2015-07-14,8564549040
2015-07-15,8603205480
2015-07-16,8759978820
2015-07-17,8719174800
2015-07-20,8721322380
2015-07-21,8635419180
2015-07-22,8695551420
2015-07-23,8562401459
2015-07-24,8444284560
2015-07-27,8300396700
2015-07-28,8371266839
2015-07-29,8485088580
2015-07-30,8545220820
2015-07-31,8446432140
2015-08-03,8442136980
2015-08-04,8523745019
2015-08-05,8506564380
2015-08-06,8424956339
2015-08-07,8392742640
2015-08-10,8515154700
2015-08-11,8308987019
2015-08-12,8233821720
2015-08-13,8285363640
2015-08-14,8375562000
2015-08-17,8392742640
2015-08-18,8373414420
2015-08-19,8235969300
2015-08-20,7939603260
2015-08-21,7611023519
2015-08-24,7157884140
2015-08-25,7172917200
2015-08-26,7462840500
2015-08-27,7686188820
2015-08-28,7651827540
2015-08-31,7587400140
2015-09-01,7308214740
2015-09-02,7432774380
2015-09-03,7400560680
2015-09-04,7303919580
2015-09-08,7514382420
2015-09-09,7407003420
2015-09-10,7492906620
2015-09-11,7424184060
2015-09-14,7422036480
2015-09-15,7520825160
2015-09-16,7574514660
2015-09-17,7381232459
2015-09-18,7147146240
2015-09-21,7202983320
2015-09-22,7127818019
2015-09-23,7093456740
2015-09-24,7037619660
2015-09-25,7110637380
2015-09-28,6951716459
2015-09-29,7007553540
2015-09-30,7100683830
2015-10-01,7130726009
2015-10-02,7047037080
2015-10-05,7263769950
2015-10-06,7199393849
2015-10-07,7276645169
2015-10-08,7319562570
2015-10-09,7319562570
2015-10-12,7347458880
2015-10-13,7295958000
2015-10-14,7186518630
2015-10-15,7433293680
2015-10-16,7469773470
2015-10-19,7422564330
2015-10-20,7456898250
2015-10-21,7328146050
2015-10-22,7534149570
2015-10-23,7635005460
2015-10-26,7701527430
2015-10-27,7671485250
2015-10-28,8016970320
2015-10-29,7963323570
2015-10-30,7883926380
2015-11-02,8049158370
2015-11-03,8077054680
2015-11-04,8092075770
2015-11-05,8126409689
2015-11-06,8340996689
2015-11-09,8250870150
2015-11-10,8250870150
2015-11-11,8253016020
2015-11-12,8124263820
2015-11-13,8038429020
2015-11-16,8117826210
2015-11-17,8098513380
2015-11-18,8197223400
2015-11-19,8147868390
2015-11-20,8231557320
2015-11-23,8220827970
2015-11-24,8308808640
2015-11-25,8332413210
2015-11-27,8358163650
2015-11-30,8401081050
2015-12-01,8435414970
2015-12-02,8388205830
2015-12-03,8308808640
2015-12-04,8486915849
2015-12-07,8461165410
2015-12-08,8441852580
2015-12-09,8225119710
2015-12-10,8289495810
2015-12-11,8098513380
2015-12-14,8057741849
2015-12-15,8302371029
2015-12-16,8428977360
2015-12-17,8435414970
2015-12-18,8310954509
2015-12-21,8454727800
2015-12-22,8476186500
2015-12-23,8368893000
2015-12-24,8325975599
2015-12-28,8360309520
2015-12-29,8461165410
2015-12-30,8360309520
2015-12-31,8201839200
2016-01-04,7970532480
2016-01-05,7987509120
2016-01-06,7675563360
2016-01-07,7359373440
2016-01-08,7191729120
2016-01-11,7253269440
2016-01-12,7172630399
2016-01-13,6864928800
2016-01-14,6988009440
2016-01-15,6824609279
2016-01-19,6845830080
2016-01-20,6686674080
2016-01-21,6321676320
2016-01-22,6432024480
2016-01-25,6054294240
2016-01-26,6107346240
2016-01-27,6147665760
2016-01-28,6043683840
2016-01-29,6198595680
2016-02-01,6260136000
2016-02-02,5926969440
2016-02-03,5899382400
2016-02-04,6122200800
2016-02-05,6139177440
2016-02-08,5933335680
2016-02-09,5999120160
2016-02-10,5920603200
2016-02-11,5719005600
2016-02-12,5799644640
2016-02-16,5973655200
2016-02-17,6126444960
2016-02-18,6113712480
2016-02-19,6207084000
2016-02-22,6258013920
2016-02-23,6145543680
2016-02-24,6071270880
2016-02-25,6238915200
2016-02-26,6359873760
2016-02-29,6202839840
2016-03-01,6474466080
2016-03-02,6525396000
2016-03-03,6552983040
2016-03-04,6544494720
2016-03-07,6572081760
2016-03-08,6423536160
2016-03-09,6436268640
2016-03-10,6436268640
2016-03-11,6712139040
2016-03-14,6684552000
2016-03-15,6555105120
2016-03-16,6546616800
2016-03-17,6678185760
2016-03-18,6799144320
2016-03-21,6824609279
2016-03-22,6805510560
2016-03-23,6701528640
2016-03-24,6635744160
2016-03-28,6656964960
2016-03-29,6752458560
2016-03-30,6754580640
2016-03-31,6720865650
2016-04-01,6746275350
2016-04-04,6667928775
2016-04-05,6496413300
2016-04-06,6659458875
2016-04-07,6278313375
2016-04-08,6299488125
2016-04-11,6367247325
2016-04-12,6526057950
2016-04-13,6841561725
2016-04-14,6839444249
2016-04-15,6722983125
2016-04-18,6722983125
2016-04-19,6820386975
2016-04-20,6911438400
2016-04-21,7512801299
2016-04-22,7612322625
2016-04-25,7553033325
2016-04-26,7635614850
2016-04-27,7603852724
2016-04-28,7464099375
2016-04-29,7364578050
2016-05-02,7453512000
2016-05-03,7250234400
2016-05-04,7205767425
2016-05-05,7201532475
2016-05-06,7169770350
2016-05-09,7108363575
2016-05-10,7377282900
2016-05-11,7231177125
2016-05-12,7239647024
2016-05-13,7116833475
2016-05-16,7167652875
2016-05-17,7171887824
2016-05-18,7425984825
2016-05-19,7279879050
2016-05-20,7396340175
2016-05-23,7385752800
2016-05-24,7561503225
2016-05-25,7665259500
2016-05-26,7690669200
2016-05-27,7819835175
2016-05-31,7915121550
2016-06-01,7934178825
2016-06-02,7987115700
2016-06-03,7811365275
2016-06-06,7932061350
2016-06-07,7809247800
2016-06-08,7790190525
2016-06-09,7654672125
2016-06-10,7461981900
2016-06-13,7377282900
2016-06-14,7252351875
2016-06-15,7341285825
2016-06-16,7337050875
2016-06-17,7345520774
2016-06-20,7434454725
2016-06-21,7400575125
2016-06-22,7430219775
2016-06-23,7620792525
2016-06-24,6900851025
2016-06-27,6636166650
2016-06-28,6676398675
2016-06-29,6843679200
2016-06-30,6970790204
2016-07-01,6875358030
2016-07-05,6667527960
2016-07-06,6769322280
2016-07-07,6919893045
2016-07-08,7074705240
2016-07-11,7098033105
2016-07-12,7358881050
2016-07-13,7267690305
2016-07-14,7377967485
2016-07-15,7467037515
2016-07-18,7520055390
2016-07-19,7477641090
2016-07-20,7556107545
2016-07-21,7587918270
2016-07-22,7615487564
2016-07-25,7638815430
2016-07-26,7700316165
2016-07-27,7736368319
2016-07-28,7763937615
2016-07-29,7761816900
2016-08-01,7679109015
2016-08-02,7564590405
2016-08-03,7691833305
2016-08-04,7683350444
2016-08-05,7874214795
2016-08-08,7901784090
2016-08-09,7891180515
2016-08-10,7869973365
2016-08-11,7942077675
2016-08-12,7931474100
2016-08-15,8054475569
2016-08-16,8016302699
2016-08-17,7978129829
2016-08-18,7954801965
2016-08-19,7937836245
2016-08-22,7922991240
2016-08-23,7963284824
2016-08-24,7946319105
2016-08-25,8001457694
2016-08-26,8082044865
2016-08-29,8107493444
2016-08-30,8226253485
2016-08-31,8224132770
2016-09-01,8152028459
2016-09-02,8213529194
2016-09-06,8137183454
2016-09-07,8200804905
2016-09-08,8202925620
2016-09-09,8115976305
2016-09-12,8217770625
2016-09-13,8035389135
2016-09-14,7980250545
2016-09-15,8113855590
2016-09-16,7967526255
2016-09-19,7980250545
2016-09-20,8054475569
2016-09-21,8168994180
2016-09-22,8291995650
2016-09-23,8200804905
2016-09-26,8009940555
2016-09-27,8058717000
2016-09-28,8141424885
2016-09-29,8009940555
2016-09-30,8272933650
2016-10-03,8247353849
2016-10-04,8321961600
2016-10-05,8451992250
2016-10-06,8422149150
2016-10-07,8379516150
2016-10-10,8385911100
2016-10-11,8285723549
2016-10-12,8255880449
2016-10-13,8157824550
2016-10-14,8270801999
2016-10-17,8247353849
2016-10-18,8307040050
2016-10-19,8383779450
2016-10-20,8358199650
2016-10-21,8349673050
2016-10-24,8358199650
2016-10-25,8319829950
2016-10-26,8402964300
2016-10-27,8805846150
2016-10-28,8637445800
2016-10-31,8543653200
2016-11-01,8579891250
2016-11-02,8362462949
2016-11-03,8437070700
2016-11-04,8396569350
2016-11-07,8660893950
2016-11-08,8712053550
2016-11-09,9274809150
2016-11-10,9568976850
2016-11-11,9628663050
2016-11-14,9961200450
2016-11-15,10216998450
2016-11-16,10182892050
2016-11-17,10332107550
2016-11-18,10413110250
2016-11-21,10276684650
2016-11-22,10421636850
2016-11-23,10349160750
2016-11-25,10302264450
2016-11-28,10114679250
2016-11-29,10104021000
2016-11-30,10223393400
2016-12-01,10464269850
2016-12-02,10368345600
2016-12-05,10447216650
2016-12-06,10425900150
2016-12-07,10466401500
2016-12-08,10515429450
2016-12-09,10393925400
2016-12-12,10174365450
2016-12-13,10174365450
2016-12-14,10212735150
2016-12-15,10304396100
2016-12-16,10178628750
2016-12-19,10163707200
2016-12-20,10366213950
2016-12-21,10323580950
2016-12-22,10153048950
2016-12-23,10204208550
2016-12-27,10142390700
2016-12-28,9965463750
2016-12-29,9854617950
2016-12-30,9843959700
2017-01-03,9989095725
2017-01-04,10367584605
2017-01-05,10550377530
2017-01-06,10703063385
2017-01-09,10558979550
2017-01-10,10670805810
2017-01-11,10737471465
2017-01-12,10582635105
2017-01-13,10664354295
2017-01-17,10341778545
2017-01-18,10440701775
2017-01-19,10352531070
2017-01-20,10423497735
2017-01-23,10455755310
2017-01-24,10644999750
2017-01-25,10840695705
2017-01-26,11062197720
2017-01-27,10894458330
2017-01-30,10832093685
2017-01-31,10741772475
2017-02-01,10821341160
2017-02-02,10670805810
2017-02-03,10946070450
2017-02-06,10978328025
2017-02-07,11025639135
2017-02-08,10961123985
2017-02-09,11118110850
2017-02-10,11025639135
2017-02-13,11122411860
2017-02-14,11221335090
2017-02-15,11335311855
2017-02-16,11335311855
2017-02-17,11305204785
2017-02-21,11361117915
2017-02-22,11419181550
2017-02-23,11257893675
2017-02-24,11253592665
2017-02-27,11384773470
2017-02-28,11262194685
2017-03-01,11619178515
2017-03-02,11399827005
2017-03-03,11438536095
2017-03-06,11350365390
2017-03-07,11281549230
2017-03-08,11279398725
2017-03-09,11356816905
2017-03-10,11369719935
2017-03-13,11335311855
2017-03-14,11214883575
2017-03-15,11068649235
2017-03-16,11169722970
2017-03-17,11167572465
2017-03-20,11133164385
2017-03-21,10595538135
2017-03-22,10653601770
2017-03-23,10731019950
2017-03-24,10707364395
2017-03-27,10574033085
2017-03-28,10767578535
2017-03-29,10743922980
2017-03-30,10909511865
2017-03-31,10959477120
2017-04-03,10959477120
2017-04-04,10909896480
2017-04-05,10707262560
2017-04-06,10871094240
2017-04-07,10896962400
2017-04-10,10830136320
2017-04-11,10741753440
2017-04-12,10599478560
2017-04-13,10435646880
2017-04-17,10595167200
2017-04-18,10500317280
2017-04-19,10465826400
2017-04-20,10657681920
2017-04-21,10521874080
2017-04-24,10789178400
2017-04-25,10806423840
2017-04-26,10884028320
2017-04-27,10763310240
2017-04-28,10709418240
2017-05-01,10771932960
2017-05-02,10896962400
2017-05-03,10987500960
2017-05-04,10981033920
2017-05-05,10922830560
2017-05-08,10868938560
2017-05-09,10853848800
2017-05-10,10851693120
2017-05-11,10771932960
2017-05-12,10694328480
2017-05-15,10879716960
2017-05-16,11037081600
2017-05-17,10314928800
2017-05-18,10375287840
2017-05-19,10491694560
2017-05-22,10515407040
2017-05-23,10534808160
2017-05-24,10470137760
2017-05-25,10582233120
2017-05-26,10588700160
2017-05-30,10491694560
2017-05-31,10386066240
2017-06-01,10608101280
2017-06-02,10539119520
2017-06-05,10603789920
2017-06-06,10575766080
2017-06-07,10629658080
2017-06-08,10933608960
2017-06-09,11250493920
2017-06-12,11315164320
2017-06-13,11341032480
2017-06-14,11345343840
2017-06-15,11300074560
2017-06-16,11276362080
2017-06-19,11362589280
2017-06-20,11231092800
2017-06-21,11164266720
2017-06-22,11093129280
2017-06-23,11011213440
2017-06-26,11136242880
2017-06-27,11302230240
2017-06-28,11599714080
2017-06-29,11569534560
2017-06-30,11528576640
2017-07-03,11743300800
2017-07-05,11732507325
2017-07-06,11659111695
2017-07-07,11713079070
2017-07-10,11857711635
2017-07-11,11767046445
2017-07-12,11836124685
2017-07-13,11877139890
2017-07-14,11844759465
2017-07-17,11911679010
2017-07-18,11896568145
2017-07-19,11911679010
2017-07-20,11905202925
2017-07-21,11905202925
2017-07-24,12067105050
2017-07-25,12231165870
2017-07-26,12285133245
2017-07-27,11905202925
2017-07-28,11928948570
2017-07-31,11972122470
2017-08-01,12008820285
2017-08-02,11915996400
2017-08-03,11855552940
2017-08-04,11931107265
2017-08-07,11926789875
2017-08-08,11926789875
2017-08-09,11788633395
2017-08-10,11490733485
2017-08-11,11419496550
2017-08-14,11544700860
2017-08-15,11561970420
2017-08-16,11501526960
2017-08-17,11188516185
2017-08-18,11203627050
2017-08-21,11184198795
2017-08-22,11369846565
2017-08-23,11369846565
2017-08-24,11339624835
2017-08-25,11333148750
2017-08-28,11285657460
2017-08-29,11158294455
2017-08-30,11253277035
2017-08-31,11270546595
2017-09-01,11363370480
2017-09-05,10976964075
2017-09-06,10959694515
2017-09-07,10765411965
2017-09-08,10838807595
2017-09-11,11093533605
2017-09-12,11257594425
2017-09-13,11292133545
2017-09-14,11268387900
2017-09-15,11479940010
2017-09-18,11646159525
2017-09-19,11680698645
2017-09-20,11846918160
2017-09-21,11907361620
2017-09-22,11931107265
2017-09-25,11905202925
2017-09-26,11937583350
2017-09-27,12142659375
2017-09-28,12170722410
2017-09-29,12136183290
2017-10-02,12218197500
2017-10-03,12395932500
2017-10-04,12359085000
2017-10-05,12428445000
2017-10-06,12465292500
2017-10-09,12437115000
2017-10-10,12495637500
2017-10-11,12482632500
2017-10-12,12473962500
2017-10-13,12330907500
2017-10-16,12374257500
2017-10-17,12153172500
2017-10-18,12326572500
2017-10-19,12387262500
2017-10-20,12517312500
2017-10-23,12473962500
2017-10-24,12478297500
2017-10-25,12387262500
2017-10-26,12222532500
2017-10-27,12352582500
2017-10-30,12283222500
2017-10-31,12250710000
2017-11-01,12109822500
2017-11-02,12430612500
2017-11-03,12382927500
2017-11-06,12328740000
2017-11-07,12142335000
2017-11-08,12161842500
2017-11-09,12081645000
2017-11-10,12072975000
2017-11-13,12046965000
2017-11-14,11997112500
2017-11-15,11962432500
2017-11-16,12036127500
2017-11-17,12105487500
2017-11-20,12242040000
2017-11-21,12304897500
2017-11-22,12278887500
2017-11-24,12274552500
2017-11-27,12324405000
2017-11-28,12578002500
2017-11-29,12773077500
2017-11-30,12760072500
2017-12-01,12751402500
2017-12-04,13020172500
2017-12-05,12762240000
2017-12-06,12675540000
2017-12-07,12781747500
2017-12-08,12931305000
2017-12-11,12866280000
2017-12-12,12937807500
2017-12-13,12695047500
2017-12-14,12519480000
2017-12-15,12751402500
2017-12-18,12853275000
2017-12-19,12812092500
2017-12-20,12760072500
2017-12-21,13054852500
2017-12-22,13098202500
2017-12-26,12991995000
2017-12-27,12955147500
2017-12-28,12981157500
2017-12-29,12903127500
2018-01-02,12920244000
2018-01-03,13057647000
2018-01-04,13164516000
2018-01-05,13223403000
2018-01-08,13332453000
2018-01-09,13544010000
2018-01-10,13725033000
2018-01-11,13838445000
2018-01-12,14073993000
2018-01-16,13899513000
2018-01-17,13995477000
2018-01-18,13871160000
2018-01-19,13986752999
2018-01-22,14039097000
2018-01-23,14041277999
2018-01-24,14089259999
2018-01-25,13936590000
2018-01-26,14287731000
2018-01-29,14102346000
2018-01-30,13916961000
2018-01-31,14015106000
2018-02-01,14156871000
2018-02-02,13716309000
2018-02-05,13055466000
2018-02-06,13293195000
2018-02-07,13238670000
2018-02-08,12512397000
2018-02-09,12660705000
2018-02-12,12942054000
2018-02-13,12900615000
2018-02-14,13234308000
2018-02-15,13275747000
2018-02-16,13458951000
2018-02-20,13410969000
2018-02-21,13262661000
2018-02-22,13096905000
2018-02-23,13299738000
2018-02-26,13463313000
2018-02-27,13624707000
2018-02-28,13480761000
2018-03-01,13380435000
2018-03-02,13356444000
2018-03-05,13611621000
2018-03-06,13936590000
2018-03-07,13958400000
2018-03-08,13995477000
2018-03-09,14357523000
2018-03-12,14283368999
2018-03-13,14139423000
2018-03-14,13932228000
2018-03-15,13873341000
2018-03-16,14187405000
2018-03-19,14034734999
2018-03-20,14023830000
2018-03-21,14082716999
2018-03-22,13319367000
2018-03-23,12671610000
2018-03-26,13022751000
2018-03-27,12743583000
2018-03-28,12761031000
2018-03-29,13000941000
2018-04-02,12568920000
2018-04-03,12739272000
2018-04-04,12831000000
2018-04-05,12865944000
2018-04-06,12350520000
2018-04-09,12350520000
2018-04-10,12621336000
2018-04-11,12494664000
2018-04-12,12686856000
2018-04-13,12455352000
2018-04-16,12601680000
2018-04-17,12665016000
2018-04-18,12606048000
2018-04-19,12813528000
2018-04-20,12782952000
2018-04-23,12756744000
2018-04-24,12654096000
2018-04-25,12640992000
2018-04-26,13079976000
2018-04-27,13294008000
2018-04-30,13066872000
2018-05-01,13097448000
2018-05-02,12887784000
2018-05-03,12752376000
2018-05-04,13038480000
2018-05-07,13278720000
2018-05-08,13285272000
2018-05-09,13457808000
2018-05-10,13558272000
2018-05-11,13652184000
2018-05-14,13656552000
2018-05-15,13678392000
2018-05-16,14036568000
2018-05-17,14364168000
2018-05-18,14420952000
2018-05-21,14652456000
2018-05-22,14811887999
2018-05-23,14709239999
2018-05-24,14632800000
2018-05-25,14482104000
2018-05-29,13938288000
2018-05-30,14228760000
2018-05-31,14058408000
2018-06-01,14263704000
2018-06-04,14357615999
2018-06-05,14342328000
2018-06-06,14643720000
2018-06-07,14499576000
2018-06-08,14648087999
2018-06-11,14514863999
2018-06-12,14495208000
2018-06-13,14416584000
2018-06-14,14333591999
2018-06-15,14215656000
2018-06-18,14237496000
2018-06-19,14115191999
2018-06-20,14084615999
2018-06-21,14049672000
2018-06-22,13979784000
2018-06-25,13634712000
2018-06-26,13545168000
2018-06-27,13267800000
2018-06-28,13180440000
2018-06-29,13010088000
2018-07-02,13149486000
2018-07-03,12952899000
2018-07-05,12841499700
2018-07-06,13059929700
2018-07-09,13453103700
2018-07-10,13439997900
2018-07-11,13335151500
2018-07-12,13431260700
2018-07-13,13542660000
2018-07-16,13689008100
2018-07-17,13837540500
2018-07-18,14012284500
2018-07-19,13793854500
2018-07-20,13844093400
2018-07-23,14060339100
2018-07-24,14045049000
2018-07-25,14163001200
2018-07-26,13571055900
2018-07-27,13557950100
2018-07-30,13252148100
