,AIV
2019-04-16,7340790600
2019-04-17,7180303680
2019-04-18,7220425410
2019-04-22,7110462150
2019-04-23,7245687240
2019-04-24,7314042780
2019-04-25,7309584810
2019-04-26,7357136490
2019-04-29,7254603180
2019-04-30,7334846640
2019-05-01,7331874660
2019-05-02,7290266940
2019-05-03,7437379950
2019-05-06,7394286240
2019-05-07,7293238920
2019-05-08,7297696890
2019-05-09,7342276589
2019-05-10,7413604110
2019-05-13,7407660150
2019-05-14,7391314260
2019-05-15,7440351930
2019-05-16,7470071730
2019-05-17,7490875589
2019-05-20,7374968370
2019-05-21,7478987670
2019-05-22,7501277520
2019-05-23,7577063010
2019-05-24,7584492960
2019-05-28,7471557720
2019-05-29,7328902680
2019-05-30,7369024410
2019-05-31,7422520050
2019-06-03,7429950000
2019-06-04,7426978020
2019-06-05,7600838850
2019-06-06,7669194390
2019-06-07,7615698750
2019-06-10,7615698750
2019-06-11,7597866870
2019-06-12,7630558650
2019-06-13,7635016620
2019-06-14,7597866870
2019-06-17,7632044640
2019-06-18,7585978950
2019-06-19,7620156720
2019-06-20,7681082310
2019-06-21,7603810830
2019-06-24,7594894890
2019-06-25,7520595390
2019-06-26,7366052430
2019-06-27,7389828270
2019-06-28,7447781880
2019-07-01,7422881840
2019-07-02,7540304280
2019-07-03,7662185800
2019-07-05,7593813240
2019-07-08,7635431320
2019-07-09,7721640200
2019-07-10,7781094600
2019-07-11,7671103960
2019-07-12,7690426640
2019-07-15,7674076680
2019-07-16,7648808560
2019-07-17,7580436000
2019-07-18,7584895080
2019-07-19,7375318320
2019-07-22,7350050200
2019-07-23,7393154640
2019-07-24,7373831960
2019-07-25,7379777400
2019-07-26,7408018240
2019-07-29,7468959000
2019-07-30,7436259080
2019-07-31,7363427440
2019-08-01,7366400160
2019-08-02,7465986280
2019-08-05,7251950440
2019-08-06,7439231800
2019-08-07,7460040840
2019-08-08,7531386120
2019-08-09,7550708800
2019-08-12,7574490560
2019-08-13,7489768040
2019-08-14,7339645680
2019-08-15,7443690880
2019-08-16,7529899759
2019-08-19,7578949640
2019-08-20,7504631640
2019-08-21,7520981600
2019-08-22,7540304280
2019-08-23,7485308960
2019-08-26,7528413400
2019-08-27,7489768040
2019-08-28,7518008880
2019-08-29,7587867800
2019-08-30,7580436000
2019-09-03,7626513160
2019-09-04,7642863120
2019-09-05,7590840520
2019-09-06,7699344800
2019-09-09,7654754000
2019-09-10,7547736080
2019-09-11,7578949640
2019-09-12,7596785960
2019-09-13,7546249720
2019-09-16,7665158520
2019-09-17,7755826480
2019-09-18,7709749320
2019-09-19,7654754000
2019-09-20,7598272320
2019-09-23,7601245040
2019-09-24,7626513160
2019-09-25,7675563040
2019-09-26,7749881040
2019-09-27,7702317520
2019-09-30,7753218000
2019-10-01,7723478000
2019-10-02,7723478000
2019-10-03,7840951000
2019-10-04,7928684000
2019-10-07,7937606000
2019-10-08,7924223000
2019-10-09,7890022000
2019-10-10,7927197000
2019-10-11,7962885000
2019-10-14,7992625000
2019-10-15,7970320000
2019-10-16,8019391000
2019-10-17,8034261000
2019-10-18,8101176000
2019-10-21,8148760000
2019-10-22,8156195000
2019-10-23,8133890000
2019-10-24,8104150000
2019-10-25,8072923000
2019-10-28,8034261000
2019-10-29,8026826000
2019-10-30,8119020000
2019-10-31,8160656000
2019-11-01,8212701000
2019-11-04,8144299000
2019-11-05,7974781000
2019-11-06,7962885000
2019-11-07,7875152000
2019-11-08,7906379000
2019-11-11,7925710000
2019-11-12,7854334000
2019-11-13,7976268000
2019-11-14,8003034000
2019-11-15,8062514000
2019-11-18,8119020000
2019-11-19,8132403000
2019-11-20,8117533000
2019-11-21,7955450000
2019-11-22,7915301000
2019-11-25,7909353000
2019-11-26,7973294000
2019-11-27,7991138000
2019-11-29,7995599000
2019-12-02,7784445000
2019-12-03,7866230000
2019-12-04,7852847000
2019-12-05,7835003000
2019-12-06,7823107000
2019-12-09,7829055000
2019-12-10,7750244000
2019-12-11,7662511000
2019-12-12,7583700000
2019-12-13,7606005000
2019-12-16,7638719000
2019-12-17,7503402000
2019-12-18,7501915000
2019-12-19,7540577000
2019-12-20,7540577000
2019-12-23,7504889000
2019-12-24,7548012000
2019-12-26,7558421000
2019-12-27,7620875000
2019-12-30,7604518000
2019-12-31,7672714002
2020-01-02,7513763295
2020-01-03,7632604945
2020-01-06,7680141605
2020-01-07,7580611723
2020-01-08,7614778698
2020-01-09,7580611723
2020-01-10,7653402234
2020-01-13,7709852017
2020-01-14,7628148383
2020-01-15,7745504512
2020-01-16,7818295023
2020-01-17,7836121270
2020-01-21,7917824904
2020-01-22,7873259286
2020-01-23,7993586456
2020-01-24,8024782389
2020-01-27,7959419481
2020-01-28,7911882822
2020-01-29,7880686889
2020-01-30,7898513136
2020-01-31,7830179188
2020-02-03,7839092311
2020-02-04,7905940739
2020-02-05,7925252507
2020-02-06,7946049796
2020-02-07,7928223548
2020-02-10,8012898224
2020-02-11,8041123116
2020-02-12,8035181033
2020-02-13,8041123116
2020-02-14,8140652997
2020-02-18,8151051641
2020-02-19,8061920404
2020-02-20,8194131739
2020-02-21,8243153920
2020-02-24,8142138518
2020-02-25,7960905002
2020-02-26,7852461997
2020-02-27,7357783630
2020-02-28,7106730646
2020-03-02,7351841548
2020-03-03,7357783630
2020-03-04,7619235259
2020-03-05,7488509445
2020-03-06,7399378208
2020-03-09,7010171805
2020-03-10,7302819367
2020-03-11,6834880372
2020-03-12,6424876681
2020-03-13,6840822455
2020-03-16,5275083721
2020-03-17,5548419515
2020-03-18,4634824334
2020-03-19,4633338813
2020-03-20,4205508875
2020-03-23,3756881647
2020-03-24,3911375792
2020-03-25,4532323411
2020-03-26,4903703566
2020-03-27,5196351128
2020-03-30,5166640716
2020-03-31,5232638037
2020-04-01,4811347407
2020-04-02,4647594865
2020-04-03,4561252616
2020-04-06,5287718437
2020-04-07,5129920533
2020-04-08,5439561703
2020-04-09,5950171901
2020-04-13,5709009067
2020-04-14,5878716247
2020-04-15,5579495693
2020-04-16,5381503984
2020-04-17,5828101825
2020-04-20,5466357573
2020-04-21,5321957605
2020-04-22,5499108082
2020-04-23,5231149377
2020-04-24,5223706080
2020-04-27,5444027681
2020-04-28,5539301887
2020-04-29,5658394645
2020-04-30,5607780223
2020-05-01,5429141087
2020-05-04,5420209130
2020-05-05,5447005000
2020-05-06,5363640070
2020-05-07,5528881271
2020-05-08,5633087434
2020-05-11,5497619422
2020-05-12,5269854523
2020-05-13,5103124663
2020-05-14,4994452521
2020-05-15,5003384478
2020-05-18,5432118406
2020-05-19,5243058653
2020-05-20,5339821518
2020-05-21,5326423583
2020-05-22,5344287497
2020-05-26,5592893628
2020-05-27,5557165801
2020-05-28,5534835909
2020-05-29,5488687465
2020-06-01,5649462688
2020-06-02,5610757542
2020-06-03,5975479112
2020-06-04,5954637880
2020-06-05,6283631622
2020-06-08,6523305797
2020-06-09,6362530574
2020-06-10,6155606908
2020-06-11,5805771933
2020-06-12,5869784290
2020-06-15,5826613165
2020-06-16,6030559512
2020-06-17,5825124506
2020-06-18,5801305954
2020-06-19,5679235878
2020-06-22,5665837942
2020-06-23,5592893628
2020-06-24,5388947281
2020-06-25,5525903952
2020-06-26,5417231811
2020-06-29,5534835909
2020-06-30,5609724939
2020-07-01,5784097367
2020-07-02,5821356432
2020-07-06,5754290114
2020-07-07,5663377994
2020-07-08,5576936961
2020-07-09,5478573027
2020-07-10,5542658620
2020-07-13,5559052609
2020-07-14,5642512917
2020-07-15,5690204521
2020-07-16,5608234576
2020-07-17,5541168258
2020-07-20,5362324742
2020-07-21,5357853654
2020-07-22,5478573027
2020-07-23,5389151270
2020-07-24,5313142775
2020-07-27,5329536764
2020-07-28,5512851368
2020-07-29,5629099653
2020-07-30,5708088872
2020-07-31,5785587729
2020-08-03,5569485148
2020-08-04,5447275412
2020-08-05,5460688676
2020-08-06,5514341731
2020-08-07,5518812818
2020-08-10,5605253851
2020-08-11,5553091159
2020-08-12,5581408049
2020-08-13,5398093445
2020-08-14,5456217588
2020-08-17,5474101939
2020-08-18,5305690962
2020-08-19,5241605369
2020-08-20,5307181325
2020-08-21,5241605369
2020-08-24,5336988578
2020-08-25,5374247643
2020-08-26,5257999358
2020-08-27,5383189819
2020-08-28,5421939247
2020-08-31,5369776555
2020-09-01,5365305468
2020-09-02,5466650126
2020-09-03,5523283906
2020-09-04,5581408049
2020-09-08,5484534478
2020-09-09,5375738006
2020-09-10,5305690962
2020-09-11,5213288479
2020-09-14,5585879137
2020-09-15,5450256137
2020-09-16,5541168258
2020-09-17,5420448885
2020-09-18,5205836666
2020-09-21,4936081030
2020-09-22,5179010139
2020-09-23,4985262997
2020-09-24,4959926832
2020-09-25,5050838953
2020-09-28,5147712524
2020-09-29,4971849733
2020-09-30,5021380080
2020-10-01,5240283660
2020-10-02,5398132500
2020-10-05,5435361000
2020-10-06,5472589500
2020-10-07,5404089060
2020-10-08,5471100360
2020-10-09,5474078640
2020-10-12,5460676380
2020-10-13,5289425280
2020-10-14,5273044739
2020-10-15,5247729360
2020-10-16,5121152460
2020-10-19,4921607700
2020-10-20,5021380080
2020-10-21,5061586860
2020-10-22,5073499980
2020-10-23,5040738900
2020-10-26,4952879640
2020-10-27,4754824020
2020-10-28,4497202800
2020-10-29,4592507760
2020-10-30,4750356600
2020-11-02,4783117680
2020-11-03,4014721440
2020-11-04,3973025520
2020-11-05,3953666700
2020-11-06,3850916040
2020-11-09,4285744920
2020-11-10,4439126340
2020-11-11,4534431300
2020-11-12,4443593760
2020-11-13,4629736260
2020-11-16,4795030800
2020-11-17,4808433060
2020-11-18,4663986480
2020-11-19,4592507760
2020-11-20,4562724960
2020-11-23,4608888300
2020-11-24,4720573800
2020-11-25,4690791000
2020-11-27,4583572920
2020-11-30,4519539900
2020-12-01,5837428800
2020-12-02,6045908400
2020-12-03,6138235080
2020-12-04,6147169920
2020-12-07,6273746820
2020-12-08,6163550460
2020-12-09,6105474000
2020-12-10,6072712920
2020-12-11,6042930120
2020-12-14,6007190760
2020-12-15,750526560
2020-12-16,687982680
2020-12-17,692450100
2020-12-18,673091279
2020-12-21,720743760
2020-12-22,756483120
2020-12-23,744570000
2020-12-24,743080860
2020-12-28,756483120
2020-12-29,740102580
2020-12-30,756483120
2020-12-31,786265920
2021-01-04,753504840
2021-01-05,749037420
2021-01-06,754993980
2021-01-07,735635160
2021-01-08,725211180
2021-01-11,717765480
2021-01-12,711808920
2021-01-13,726700320
2021-01-14,732656880
2021-01-15,728189460
2021-01-19,722232900
2021-01-20,713298060
2021-01-21,710319779
2021-01-22,716276340
2021-01-25,711808920
2021-01-26,704363220
2021-01-27,687982680
2021-01-28,702874080
2021-01-29,683515260
2021-02-01,702874080
2021-02-02,726700320
2021-02-03,713298060
2021-02-04,717765480
2021-02-05,719254620
2021-02-08,729678600
2021-02-09,737124300
2021-02-10,732656880
2021-02-11,729678600
2021-02-12,729678600
2021-02-16,728189460
2021-02-17,735635160
2021-02-18,711808920
2021-02-19,717765480
2021-02-22,722232900
2021-02-23,741591720
2021-02-24,749037420
2021-02-25,729678600
2021-02-26,708830640
2021-03-01,722232900
2021-03-02,714787200
2021-03-03,717765480
2021-03-04,710319779
2021-03-05,717765480
2021-03-08,729678600
2021-03-09,732656880
2021-03-10,744570000
2021-03-11,757972260
2021-03-12,789244200
2021-03-15,841364100
2021-03-16,851788080
2021-03-17,848809800
2021-03-18,842853240
2021-03-19,824983560
2021-03-22,841364100
2021-03-23,841364100
2021-03-24,839874960
2021-03-25,868168620
2021-03-26,881570880
2021-03-29,880081740
2021-03-30,927734220
2021-03-31,915879240
2021-04-01,936762480
2021-04-05,957645720
2021-04-06,954662400
2021-04-07,957645720
2021-04-08,927812520
2021-04-09,929304180
2021-04-12,933779160
2021-04-13,929304180
2021-04-14,924829200
2021-04-15,945712440
2021-04-16,951679080
2021-04-19,950187420
2021-04-20,954662400
2021-04-21,974053980
2021-04-22,977037300
2021-04-23,994937220
2021-04-26,1000903860
2021-04-27,1002395520
2021-04-28,993445560
2021-04-29,1012837140
2021-04-30,1035212040
2021-05-03,1021787100
2021-05-04,1029245400
2021-05-05,987478920
2021-05-06,1027753740
2021-05-07,1039687020
2021-05-10,1032228720
2021-05-11,1008362160
2021-05-12,978528960
2021-05-13,997920540
2021-05-14,1005378840
2021-05-17,996428880
2021-05-18,996428880
2021-05-19,987478920
2021-05-20,1012837140
2021-05-21,1020295440
2021-05-24,1047145319
2021-05-25,1044162000
2021-05-26,1044162000
2021-05-27,1044162000
2021-05-28,1051620300
2021-06-01,1069520220
2021-06-02,1073995200
2021-06-03,1060570260
2021-06-04,1066536900
2021-06-07,1085928480
2021-06-08,1106811720
2021-06-09,1133661600
2021-06-10,1135153260
2021-06-11,1145594880
2021-06-14,1147086540
2021-06-15,1127694960
2021-06-16,1126203300
2021-06-17,1100845080
2021-06-18,1079961840
2021-06-21,1115761680
2021-06-22,1103828400
2021-06-23,1103828400
2021-06-24,1108303380
2021-06-25,1097861760
2021-06-28,1033720380
2021-06-29,997920540
2021-06-30,1004903020
2021-07-01,1015386360
2021-07-02,1021376840
2021-07-06,1049831620
2021-07-07,1042343520
2021-07-08,1037850660
2021-07-09,1076788780
2021-07-12,1091764980
2021-07-13,1057319720
2021-07-14,1070798300
2021-07-15,1063310200
2021-07-16,1055822100
2021-07-19,979443480
2021-07-20,1024372080
2021-07-21,1030362560
2021-07-22,994419680
2021-07-23,1004903020
2021-07-26,1009395880
2021-07-27,1033357800
2021-07-28,1030362560
2021-07-29,1033357800
2021-07-30,1042343520
2021-08-02,1042343520
2021-08-03,1016883980
2021-08-04,998912540
2021-08-05,1028864940
2021-08-06,1030362560
2021-08-09,1009395880
2021-08-10,989926820
2021-08-11,1001907780
2021-08-12,1001907780
2021-08-13,1019879220
2021-08-16,986931580
2021-08-17,971955380
2021-08-18,982438720
2021-08-19,964467280
2021-08-20,985433960
2021-08-23,977945860
2021-08-24,1015386360
2021-08-25,1024372080
2021-08-26,1028864940
2021-08-27,1060314960
2021-08-30,1066305440
2021-08-31,1075291160
2021-09-01,1091764980
2021-09-02,1103745940
2021-09-03,1109736420
2021-09-07,1075291160
2021-09-08,1081281640
2021-09-09,1051329239
2021-09-10,1025869700
2021-09-13,1028864940
2021-09-14,1025869700
2021-09-15,1028864940
2021-09-16,1033357800
2021-09-17,1004903020
2021-09-20,1010893500
2021-09-21,1010893500
2021-09-22,1028864940
2021-09-23,1045338760
2021-09-24,1025869700
2021-09-27,1024372080
2021-09-28,1039348280
2021-09-29,1055822100
2021-09-30,1023177650
2021-10-01,1079937870
2021-10-04,1082925250
2021-10-05,1057532520
2021-10-06,1067988350
2021-10-07,1073963110
2021-10-08,1066494660
2021-10-11,1072469420
2021-10-12,1090393700
2021-10-13,1096368460
2021-10-14,1121761190
2021-10-15,1112799050
2021-10-18,1109811670
2021-10-19,1094874770
2021-10-20,1109811670
2021-10-21,1105330600
2021-10-22,1111305360
2021-10-25,1099355840
2021-10-26,1123254880
2021-10-27,1124748570
2021-10-28,1157609750
2021-10-29,1132217020
2021-11-01,1142672850
2021-11-02,1148647610
2021-11-03,1181508790
2021-11-04,1165078200
2021-11-05,1177027720
2021-11-08,1181508790
2021-11-09,1199433070
2021-11-10,1177027720
2021-11-11,1199433070
2021-11-12,1197939380
2021-11-15,1215863660
2021-11-16,1196445690
2021-11-17,1193458310
2021-11-18,1193458310
2021-11-19,1165078200
2021-11-22,1174040340
2021-11-23,1181508790
2021-11-24,1199433070
2021-11-26,1135204400
2021-11-29,1138191780
2021-11-30,1106824290
2021-12-01,1078444180
2021-12-02,1133710710
2021-12-03,1118773810
2021-12-06,1151634990
2021-12-07,1166571890
2021-12-08,1205407830
2021-12-09,1184496170
2021-12-10,1169559270
2021-12-13,1166571890
2021-12-14,1127735950
2021-12-15,1153128680
2021-12-16,1133710710
2021-12-17,1121761190
2021-12-20,1105330600
2021-12-21,1142672850
2021-12-22,1148647610
2021-12-23,1153128680
2021-12-27,1157609750
2021-12-28,1150141300
2021-12-29,1156116060
2021-12-30,1153128680
2021-12-31,1156378800
2022-01-03,1162370400
2022-01-04,1154880900
2022-01-05,1118931300
2022-01-06,1091969100
2022-01-07,1088973300
2022-01-10,1075492200
2022-01-11,1090471200
2022-01-12,1079985900
2022-01-13,1079985900
2022-01-14,1088973300
2022-01-18,1081483800
2022-01-19,1059015300
2022-01-20,1030555200
2022-01-21,1024563600
2022-01-24,1003593000
2022-01-25,1017074100
2022-01-26,1014078299
2022-01-27,984120300
2022-01-28,1023065700
2022-01-31,1053023700
2022-02-01,1017074100
2022-02-02,1042538400
2022-02-03,1021567800
2022-02-04,1017074100
2022-02-07,994605600
2022-02-08,987116100
2022-02-09,1023065700
2022-02-10,1012580400
2022-02-11,1020069900
2022-02-14,993107700
2022-02-15,1030555200
2022-02-16,1059015300
2022-02-17,1056019500
2022-02-18,1045534200
2022-02-22,1039542600
2022-02-23,1015576200
2022-02-24,1045534200
2022-02-25,1090471200
2022-02-28,1069500600
2022-03-01,1045534200
2022-03-02,1096462800
2022-03-03,1091969100
2022-03-04,1096462800
2022-03-07,1068002700
2022-03-08,1068002700
2022-03-09,1081483800
2022-03-10,1078488000
2022-03-11,1056019500
2022-03-14,1047032100
2022-03-15,1088973300
2022-03-16,1105450200
2022-03-17,1129416600
2022-03-18,1114437600
2022-03-21,1121927100
2022-03-22,1127918700
2022-03-23,1099458600
2022-03-24,1097960700
2022-03-25,1109943900
2022-03-28,1109943900
2022-03-29,1124922900
2022-03-30,1112939700
2022-03-31,1095072000
2022-04-01,1105544000
2022-04-04,1074128000
2022-04-05,1063656000
2022-04-06,1063656000
2022-04-07,1042712000
2022-04-08,1038224000
2022-04-11,1011296000
2022-04-12,1005312000
2022-04-13,1015784000
2022-04-14,1035232000
2022-04-18,1009800000
2022-04-19,1018776000
2022-04-20,1042712000
2022-04-21,1044208000
2022-04-22,1002320000
2022-04-25,1009800000
2022-04-26,997832000
2022-04-27,972400000
2022-04-28,988856000
2022-04-29,942480000
2022-05-02,926024000
2022-05-03,933504000
2022-05-04,943976000
2022-05-05,905080000
2022-05-06,899096000
2022-05-09,858704000
2022-05-10,812328000
2022-05-11,818312000
2022-05-12,839256000
2022-05-13,870672000
2022-05-16,872168000
2022-05-17,917048000
2022-05-18,887128000
2022-05-19,882640000
2022-05-20,882640000
2022-05-23,894608000
2022-05-24,906576000
2022-05-25,918544000
2022-05-26,930512000
2022-05-27,957440000
2022-05-31,939488000
2022-06-01,937991999
2022-06-02,946968000
2022-06-03,936496000
2022-06-06,927520000
2022-06-07,943976000
2022-06-08,935000000
2022-06-09,933504000
2022-06-10,927520000
2022-06-13,878152000
2022-06-14,876656000
2022-06-15,879648000
2022-06-16,863191999
2022-06-17,872168000
2022-06-21,878152000
2022-06-22,909568000
2022-06-23,912560000
2022-06-24,927520000
2022-06-27,936496000
2022-06-28,935000000
2022-06-29,926024000
2022-06-30,957510400
2022-07-01,1018850910
2022-07-05,1017354800
2022-07-06,1011370360
2022-07-07,1006882030
2022-07-08,990424820
2022-07-11,985936490
2022-07-12,1015858690
2022-07-13,1032315900
2022-07-14,1024835350
2022-07-15,1051765330
2022-07-18,1054757550
2022-07-19,1089168080
2022-07-20,1099640850
2022-07-21,1120586390
2022-07-22,1128066940
2022-07-25,1146020260
2022-07-26,1152004700
2022-07-27,1175942460
2022-07-28,1214841320
2022-07-29,1244763520
2022-08-01,1220825760
2022-08-02,1195391890
2022-08-03,1143028040
2022-08-04,1181926900
2022-08-05,1238779080
2022-08-08,1265709060
2022-08-09,1294135150
2022-08-10,1350987330
2022-08-11,1376421200
2022-08-12,1436265600
2022-08-15,1407839510
2022-08-16,1397366740
2022-08-17,1391382300
2022-08-18,1389886189
2022-08-19,1377917310
2022-08-22,1365948430
2022-08-23,1373428980
2022-08-24,1386893970
2022-08-25,1383901750
2022-08-26,1346499000
2022-08-29,1336026230
2022-08-30,1331537900
2022-08-31,1322561240
2022-09-01,1312088470
2022-09-02,1310592360
2022-09-06,1345002890
2022-09-07,1362956210
2022-09-08,1352483439
2022-09-09,1365948430
2022-09-12,1379413420
2022-09-13,1358467880
2022-09-14,1340514560
2022-09-15,1336026230
2022-09-16,1322561240
2022-09-19,1324057350
2022-09-20,1259724620
2022-09-21,1240275189
2022-09-22,1208856880
2022-09-23,1175942460
2022-09-26,1104129180
2022-09-27,1078695310
2022-09-28,1099640850
2022-09-29,1074206980
2022-09-30,1085911500
2022-10-03,1111199850
2022-10-04,1143925950
2022-10-05,1117150050
2022-10-06,1094836800
2022-10-07,1056160500
2022-10-10,1051697850
2022-10-11,1048722750
2022-10-12,1008558900
2022-10-13,1020459300
2022-10-14,993683400
2022-10-17,1056160500
2022-10-18,1081448850
2022-10-19,1066573350
2022-10-20,1082936400
2022-10-21,1133513100
2022-10-24,1124587800
2022-10-25,1166239200
2022-10-26,1137975750
2022-10-27,1137975750
2022-10-28,1160289000
2022-10-31,1181114700
2022-11-01,1181114700
2022-11-02,1108224750
2022-11-03,1099299450
2022-11-04,1117150050
2022-11-07,1099299450
2022-11-08,1078473750
2022-11-09,1069548450
2022-11-10,1157313900
2022-11-11,1151363700
2022-11-14,1135000650
2022-11-15,1152851250
2022-11-16,1169214300
2022-11-17,1161776550
2022-11-18,1185577350
2022-11-21,1188552450
2022-11-22,1206403050
2022-11-23,1203427950
2022-11-25,1221278550
2022-11-28,1194502650
2022-11-29,1200452850
2022-11-30,1246566900
2022-12-01,1236154050
2022-12-02,1227228750
2022-12-05,1204915500
2022-12-06,1198965300
2022-12-07,1204915500
2022-12-08,1212353250
2022-12-09,1193015100
2022-12-12,1200452850
2022-12-13,1210865700
2022-12-14,1195990199
2022-12-15,1181114700
2022-12-16,1145413500
2022-12-19,1112687400
2022-12-20,1103762100
2022-12-21,1103762100
2022-12-22,1088886600
2022-12-23,1088886600
2022-12-27,1059135600
2022-12-28,1042772550
2022-12-29,1069548450
2022-12-30,1059135600
2023-01-03,1035371700
2023-01-04,1071828450
2023-01-05,1033913430
2023-01-06,1070370180
2023-01-09,1070370180
2023-01-10,1073286720
2023-01-11,1112660010
2023-01-12,1124326170
2023-01-13,1100993850
2023-01-17,1095160770
2023-01-18,1086411150
2023-01-19,1084952880
2023-01-20,1092244230
2023-01-23,1096619040
2023-01-24,1114118280
2023-01-25,1105368660
2023-01-26,1100993850
2023-01-27,1109743470
2023-01-30,1071828450
2023-01-31,1095160770
2023-02-01,1106826930
2023-02-02,1137450600
2023-02-03,1124326170
2023-02-06,1111201740
2023-02-07,1115576550
2023-02-08,1122867900
2023-02-09,1112660010
2023-02-10,1117034820
2023-02-13,1127242710
2023-02-14,1118493090
2023-02-15,1109743470
2023-02-16,1111201740
2023-02-17,1109743470
2023-02-21,1073286720
2023-02-22,1074744990
2023-02-23,1102452120
2023-02-24,1099535580
2023-02-27,1093702500
2023-02-28,1093702500
2023-03-01,1084952880
2023-03-02,1127242710
2023-03-03,1135992330
2023-03-06,1138908870
2023-03-07,1122867900
2023-03-08,1138908870
2023-03-09,1109743470
2023-03-10,1068911910
2023-03-13,1039746510
2023-03-14,1063078830
2023-03-15,1039746510
2023-03-16,1033913430
2023-03-17,1007664570
2023-03-20,1047037860
2023-03-21,1052870940
2023-03-22,1016414190
2023-03-23,1007664570
2023-03-24,1039746510
2023-03-27,1039746510
2023-03-28,1039746510
2023-03-29,1060162289
2023-03-30,1071828450
2023-03-31,1108859550
2023-04-03,1118953200
2023-04-04,1090114200
2023-04-05,1090114200
2023-04-06,1110301500
2023-04-10,1113185400
2023-04-11,1113185400
2023-04-12,1104533700
2023-04-13,1108859550
2023-04-14,1095882000
2023-04-17,1118953200
2023-04-18,1173747300
2023-04-19,1169421450
2023-04-20,1157885850
2023-04-21,1143466350
2023-04-24,1121837100
2023-04-25,1107417600
2023-04-26,1094440050
2023-04-27,1108859550
2023-04-28,1129046850
2023-05-01,1149234150
2023-05-02,1130488800
2023-05-03,1114627350
2023-05-04,1097323950
2023-05-05,1152118050
2023-05-08,1178073150
2023-05-09,1224215550
2023-05-10,1231425299
2023-05-11,1234309200
2023-05-12,1227099450
2023-05-15,1214121900
2023-05-16,1193934600
2023-05-17,1196818500
2023-05-18,1204028250
2023-05-19,1238635050
2023-05-22,1224215550
2023-05-23,1212679950
2023-05-24,1170863400
2023-05-25,1152118050
2023-05-26,1163653650
2023-05-30,1173747300
2023-05-31,1169421450
2023-06-01,1196818500
2023-06-02,1248728700
2023-06-05,1211238000
2023-06-06,1248728700
2023-06-07,1250170650
2023-06-08,1235751150
2023-06-09,1234309200
2023-06-12,1225657500
2023-06-13,1218447750
2023-06-14,1209796050
2023-06-15,1206912150
2023-06-16,1192492650
2023-06-20,1170863400
2023-06-21,1165095600
2023-06-22,1144908300
2023-06-23,1149234150
2023-06-26,1191050700
2023-06-27,1206912150
2023-06-28,1208354100
2023-06-29,1231425299
2023-06-30,1220907480
2023-07-03,1249567280
2023-07-05,1226639440
2023-07-06,1210876550
2023-07-07,1213742530
2023-07-10,1206577580
2023-07-11,1203711600
2023-07-12,1212309540
2023-07-13,1240969340
2023-07-14,1253866250
2023-07-17,1253866250
2023-07-18,1251000270
2023-07-19,1255299240
2023-07-20,1262464190
2023-07-21,1273928110
2023-07-24,1273928110
2023-07-25,1258165220
2023-07-26,1259598209
2023-07-27,1220907480
2023-07-28,1209443560
2023-07-31,1193680670
2023-08-01,1180783760
2023-08-02,1176484790
2023-08-03,1160721900
2023-08-04,1175051800
2023-08-07,1185082730
2023-08-08,1185082730
2023-08-09,1175051800
2023-08-10,1193680670
2023-08-11,1186515720
2023-08-14,1159288910
2023-08-15,1147824990
2023-08-16,1127763130
2023-08-17,1119165190
2023-08-18,1133495090
2023-08-21,1126330140
2023-08-22,1122031170
2023-08-23,1140660040
2023-08-24,1124897150
2023-08-25,1114866220
2023-08-28,1129196120
2023-08-29,1119165190
2023-08-30,1120598180
2023-08-31,1090505390
2023-09-01,1104835290
2023-09-05,1090505390
2023-09-06,1089072400
2023-09-07,1077608480
2023-09-08,1063278580
2023-09-11,1057546620
2023-09-12,1079041470
2023-09-13,1054680640
2023-09-14,1056113630
2023-09-15,1051814660
2023-09-18,1037484760
2023-09-19,1020288880
2023-09-20,1020288880
2023-09-21,1000227020
2023-09-22,1013123930
2023-09-25,1007391970
2023-09-26,968701240
2023-09-27,964402270
2023-09-28,975866190
2023-09-29,974433200
2023-10-02,938999950
2023-10-03,914995440
2023-10-04,913583410
2023-10-05,923467620
2023-10-06,937587920
2023-10-09,923467620
2023-10-10,916407470
2023-10-11,852866120
2023-10-12,866986420
2023-10-13,927703710
2023-10-16,929115740
2023-10-17,930527770
2023-10-18,916407470
2023-10-19,895227020
2023-10-20,892402960
2023-10-23,885342809
2023-10-24,898051080
2023-10-25,852866120
2023-10-26,840157850
2023-10-27,814741309
2023-10-30,802033040
2023-10-31,827449580
2023-11-01,816153340
2023-11-02,848630030
2023-11-03,893814990
2023-11-06,868398450
2023-11-07,905111230
2023-11-08,905111230
2023-11-09,882518750
2023-11-10,892402960
2023-11-13,890990930
2023-11-14,931939800
2023-11-15,923467620
2023-11-16,916407470
2023-11-17,919231530
2023-11-20,933351830
2023-11-21,937587920
2023-11-22,953120250
2023-11-24,967240550
2023-11-27,963004460
2023-11-28,972888670
2023-11-29,972888670
2023-11-30,972888670
2023-12-01,1022309720
2023-12-04,1023721750
2023-12-05,1011013480
2023-12-06,1003953330
2023-12-07,1006777390
2023-12-08,1008189420
2023-12-11,1012425510
2023-12-12,1008189420
2023-12-13,1050550320
2023-12-14,1070318740
2023-12-15,1059022500
2023-12-18,1064670620
2023-12-19,1084439040
2023-12-20,1084439040
2023-12-21,1094323250
2023-12-22,1107031520
2023-12-26,1114091670
