,CCI
2013-12-19,22575806114
2013-12-20,22260363343
2013-12-23,22312937138
2013-12-24,22402621847
2013-12-26,22439732762
2013-12-27,22442825338
2013-12-30,22643842789
2013-12-31,24381256620
2014-01-02,23783595420
2014-01-03,23654102160
2014-01-06,23664063180
2014-01-07,24162114180
2014-01-08,23913088680
2014-01-09,23830080180
2014-01-10,23856642900
2014-01-13,23773634400
2014-01-14,24208598940
2014-01-15,24663485520
2014-01-16,24477546480
2014-01-17,24643563480
2014-01-21,24696688920
2014-01-22,24494148180
2014-01-23,24304888800
2014-01-24,23697266580
2014-01-27,23521288560
2014-01-28,23574414000
2014-01-29,23398435980
2014-01-30,23713868280
2014-01-31,23561132639
2014-02-03,22897064639
2014-02-04,22936908720
2014-02-05,22950190080
2014-02-06,23418358020
2014-02-07,23760353040
2014-02-10,24035941260
2014-02-11,24344732879
2014-02-12,24288287100
2014-02-13,24753134700
2014-02-14,24909190680
2014-02-18,24703329600
2014-02-19,24739853340
2014-02-20,25330873860
2014-02-21,24862705920
2014-02-24,24809580480
2014-02-25,24656844840
2014-02-26,24470905800
2014-02-27,25055285639
2014-02-28,25201380600
2014-03-03,24819541500
2014-03-04,24836143200
2014-03-05,24739853340
2014-03-06,24869346600
2014-03-07,24779697420
2014-03-10,24816221160
2014-03-11,24939073740
2014-03-12,25148255160
2014-03-13,24962316120
2014-03-14,24882627960
2014-03-17,24862705920
2014-03-18,24842783879
2014-03-19,24460944780
2014-03-20,24626961780
2014-03-21,24470905800
2014-03-24,24613680420
2014-03-25,24467585460
2014-03-26,24377936280
2014-03-27,24962316120
2014-03-28,24773056740
2014-03-31,24520340320
2014-04-01,24846037440
2014-04-02,24802832720
2014-04-03,24945740640
2014-04-04,24842714000
2014-04-07,24726393600
2014-04-08,24796185840
2014-04-09,24743010800
2014-04-10,24384079280
2014-04-11,23962002400
2014-04-14,24274405760
2014-04-15,24427284000
2014-04-16,24593456000
2014-04-17,24566868480
2014-04-21,24842714000
2014-04-22,24929123440
2014-04-23,24875948400
2014-04-24,24540280960
2014-04-25,24187996320
2014-04-28,23839035120
2014-04-29,23862299200
2014-04-30,24171379120
2014-05-01,24440577760
2014-05-02,24782892079
2014-05-05,25411022239
2014-05-06,25490784800
2014-05-07,25823128800
2014-05-08,25656956800
2014-05-09,25670250560
2014-05-12,25703484960
2014-05-13,25666927120
2014-05-14,25683544320
2014-05-15,25530666079
2014-05-16,25524019200
2014-05-19,25381111280
2014-05-20,25238203360
2014-05-21,25444256640
2014-05-22,25387758160
2014-05-23,25258144000
2014-05-27,25397728480
2014-05-28,25460873840
2014-05-29,25467520720
2014-05-30,25500755120
2014-06-02,25354523760
2014-06-03,25128529840
2014-06-04,25082001680
2014-06-05,25178381440
2014-06-06,25224909600
2014-06-09,25181704880
2014-06-10,25052090720
2014-06-11,24872624960
2014-06-12,24709776400
2014-06-13,24526987200
2014-06-16,24347521440
2014-06-17,24347521440
2014-06-18,24457194960
2014-06-19,24590132560
2014-06-20,24603426320
2014-06-23,24613396640
2014-06-24,24663248239
2014-06-25,24756304560
2014-06-26,24696482640
2014-06-27,24673218560
2014-06-30,24684989380
2014-07-01,24821278710
2014-07-02,24628479170
2014-07-03,24651748080
2014-07-07,24571968960
2014-07-08,24581941350
2014-07-09,24655072210
2014-07-10,24761444370
2014-07-11,24798009800
2014-07-14,24881113050
2014-07-15,24648423950
2014-07-16,24824602840
2014-07-17,24568644830
2014-07-18,24930975000
2014-07-21,24957568040
2014-07-22,25110478020
2014-07-23,25462835800
2014-07-24,24542051790
2014-07-25,24335955729
2014-07-28,24914354350
2014-07-29,24728203070
2014-07-30,24764768500
2014-07-31,24658396340
2014-08-01,24422383110
2014-08-04,24289417909
2014-08-05,24216287050
2014-08-06,25250091479
2014-08-07,25462835800
2014-08-08,25738738590
2014-08-11,25851759010
2014-08-12,25768655760
2014-08-13,25811869450
2014-08-14,25961455300
2014-08-15,26081123979
2014-08-18,26104392890
2014-08-19,26041234420
2014-08-20,26111041150
2014-08-21,26593040000
2014-08-22,26420185240
2014-08-25,26446778280
2014-08-26,26450102409
2014-08-27,26499964360
2014-08-28,26509936750
2014-08-29,26430157630
2014-09-02,26436805890
2014-09-03,26583067610
2014-09-04,26672819120
2014-09-05,26805784320
2014-09-08,26769218890
2014-09-09,26493316100
2014-09-10,26566446960
2014-09-11,26742625850
2014-09-12,26190820270
2014-09-15,26057855070
2014-09-16,26333757860
2014-09-17,26499964360
2014-09-18,26652874340
2014-09-19,26506612620
2014-09-22,26121013540
2014-09-23,26386943940
2014-09-24,26509936750
2014-09-25,26244006350
2014-09-26,26526557400
2014-09-29,26529881530
2014-09-30,26769460480
2014-10-01,26586631680
2014-10-02,26759488000
2014-10-03,26995503359
2014-10-06,27008800000
2014-10-07,26822647040
2014-10-08,27091904000
2014-10-09,26766136320
2014-10-10,26370561280
2014-10-13,26084683520
2014-10-14,26859212800
2014-10-15,26440368640
2014-10-16,26343968000
2014-10-17,26872509440
2014-10-20,27411023359
2014-10-21,28095800320
2014-10-22,27780005119
2014-10-23,28019344640
2014-10-24,28172256000
2014-10-27,28059234560
2014-10-28,27770032640
2014-10-29,27424320000
2014-10-30,27670307840
2014-10-31,25968337920
2014-11-03,26257539840
2014-11-04,25981634560
2014-11-05,26373885440
2014-11-06,26546741760
2014-11-07,26526796800
2014-11-10,26563362560
2014-11-11,26463637760
2014-11-12,26762812160
2014-11-13,26663087359
2014-11-14,26722922240
2014-11-17,26633169920
2014-11-18,26766136320
2014-11-19,26849240320
2014-11-20,26919047680
2014-11-21,27158387200
2014-11-24,27314622720
2014-11-25,27384430080
2014-11-26,27427644160
2014-11-28,27620445440
2014-12-01,27341216000
2014-12-02,26613224960
2014-12-03,26560038400
2014-12-04,26576659200
2014-12-05,26350616320
2014-12-08,26310726400
2014-12-09,26250891520
2014-12-10,25748943359
2014-12-11,25536197119
2014-12-12,25213753600
2014-12-15,25170539520
2014-12-16,25087435520
2014-12-17,24967765760
2014-12-18,25439796480
2014-12-19,25695756800
2014-12-22,26024848640
2014-12-23,26320698880
2014-12-24,26277484800
2014-12-26,26277484800
2014-12-29,26280808960
2014-12-30,26234270720
2014-12-31,26184434400
2015-01-02,26453931120
2015-01-05,26284248000
2015-01-06,26234341200
2015-01-07,26783316000
2015-01-08,27205860240
2015-01-09,27155953440
2015-01-12,27122682240
2015-01-13,27059466960
2015-01-14,27165934800
2015-01-15,27159280560
2015-01-16,27491992560
2015-01-20,27285711120
2015-01-21,27069448320
2015-01-22,28363698000
2015-01-23,28889382960
2015-01-26,29295291600
2015-01-27,29212113600
2015-01-28,28999177920
2015-01-29,28866093120
2015-01-30,28782915120
2015-02-02,28733008320
2015-02-03,29025794880
2015-02-04,28703064240
2015-02-05,28856111760
2015-02-06,28832821920
2015-02-09,28676447280
2015-02-10,29002505040
2015-02-11,29005832160
2015-02-12,29142244080
2015-02-13,29278656000
2015-02-17,29145571200
2015-02-18,29345198400
2015-02-19,29208786480
2015-02-20,29514881519
2015-02-23,29245384800
2015-02-24,28882728720
2015-02-25,28806204960
2015-02-26,28643176080
2015-02-27,28716372720
2015-03-02,28742989680
2015-03-03,28713045600
2015-03-04,28553343839
2015-03-05,28699737120
2015-03-06,28293828480
2015-03-09,28446876000
2015-03-10,28137453839
2015-03-11,28253903040
2015-03-12,28596596400
2015-03-13,28250575920
2015-03-16,28546689600
2015-03-17,28453530240
2015-03-18,28759625280
2015-03-19,28563325200
2015-03-20,28879401600
2015-03-23,28696410000
2015-03-24,28559998080
2015-03-25,28160743680
2015-03-26,28150762320
2015-03-27,28217304720
2015-03-30,28077565680
2015-03-31,27493331140
2015-04-01,27886378520
2015-04-02,28029607650
2015-04-06,28292749540
2015-04-07,28535905970
2015-04-08,28435978670
2015-04-09,28359367740
2015-04-10,28209476790
2015-04-13,28312735000
2015-04-14,28442640490
2015-04-15,28595862350
2015-04-16,28645826000
2015-04-17,28592531440
2015-04-20,28789055130
2015-04-21,28575876890
2015-04-22,28652487820
2015-04-23,28859004240
2015-04-24,28639164180
2015-04-27,28312735000
2015-04-28,28542567790
2015-04-29,28176167690
2015-04-30,27823091230
2015-05-01,27703178470
2015-05-04,27686523920
2015-05-05,27186887420
2015-05-06,27333447460
2015-05-07,27516647510
2015-05-08,27869723970
2015-05-11,27546625700
2015-05-12,27629898450
2015-05-13,27426712940
2015-05-14,27573272980
2015-05-15,27913025800
2015-05-18,27843076690
2015-05-19,27972982180
2015-05-20,27609912990
2015-05-21,27340109280
2015-05-22,27333447460
2015-05-26,27286814720
2015-05-27,27296807450
2015-05-28,27403396570
2015-05-29,27163571050
2015-06-01,27400065660
2015-06-02,27430043850
2015-06-03,27303469270
2015-06-04,27869723970
2015-06-05,27573272980
2015-06-08,27509985690
2015-06-09,27306800180
2015-06-10,27400065660
2015-06-11,27623236630
2015-06-12,27546625700
2015-06-15,27526640240
2015-06-16,27623236630
2015-06-17,27513316600
2015-06-18,27813098500
2015-06-19,27576603890
2015-06-22,27533302060
2015-06-23,27586596619
2015-06-24,27383411109
2015-06-25,27286814720
2015-06-26,27160240140
2015-06-29,26800501859
2015-06-30,26743834700
2015-07-01,27000282429
2015-07-02,27013604390
2015-07-06,26897037240
2015-07-07,27193450850
2015-07-08,26817105480
2015-07-09,26790461560
2015-07-10,27090205660
2015-07-13,26940333610
2015-07-14,27153484970
2015-07-15,27056900760
2015-07-16,27206772810
2015-07-17,27006943410
2015-07-20,27306687510
2015-07-21,26907028710
2015-07-22,26847079890
2015-07-23,27729659740
2015-07-24,27453229070
2015-07-27,27496525440
2015-07-28,27396610740
2015-07-29,27349983880
2015-07-30,27133502030
2015-07-31,27280043590
2015-08-03,27270052120
2015-08-04,27310018000
2015-08-05,27393280250
2015-08-06,27323339960
2015-08-07,27423254660
2015-08-10,27826243950
2015-08-11,28036064820
2015-08-12,28292512550
2015-08-13,28259207650
2015-08-14,28665527429
2015-08-17,28755450660
2015-08-18,28419071170
2015-08-19,28452376070
2015-08-20,28106005110
2015-08-21,27533160830
2015-08-24,26620606570
2015-08-25,26487386970
2015-08-26,27190120360
2015-08-27,27982776980
2015-08-28,27892853750
2015-08-31,27772956110
2015-09-01,27130171539
2015-09-02,27399941230
2015-09-03,27416593679
2015-09-04,26990290960
2015-09-08,27433246130
2015-09-09,26910359200
2015-09-10,26407455210
2015-09-11,26187642870
2015-09-14,26214286789
2015-09-15,26101050130
2015-09-16,26094389150
2015-09-17,25974491510
2015-09-18,25781323090
2015-09-21,25861254850
2015-09-22,25504892420
2015-09-23,25588154670
2015-09-24,25571502220
2015-09-25,26227608750
2015-09-28,25834610929
2015-09-29,25821288970
2015-09-30,26272149090
2015-10-01,26511986130
2015-10-02,26628573580
2015-10-05,27121571940
2015-10-06,26898390250
2015-10-07,27064943750
2015-10-08,27194855480
2015-10-09,27044957330
2015-10-12,27148220500
2015-10-13,27028301980
2015-10-14,26808451360
2015-10-15,27088261239
2015-10-16,27201517620
2015-10-19,27501313920
2015-10-20,27704509190
2015-10-21,27691184910
2015-10-22,28910356530
2015-10-23,28420689239
2015-10-26,28770451590
2015-10-27,28573918460
2015-10-28,28643870930
2015-10-29,28537276690
2015-10-30,28467324219
2015-11-02,29230139250
2015-11-03,29193497480
2015-11-04,29093565380
2015-11-05,28827079780
2015-11-06,28220825040
2015-11-09,27961001580
2015-11-10,28090913310
2015-11-11,28190845410
2015-11-12,28030954050
2015-11-13,27867731620
2015-11-16,28174190060
2015-11-17,28264128950
2015-11-18,28603898090
2015-11-19,28697168050
2015-11-20,28996964350
2015-11-23,29113551800
2015-11-24,28890370110
2015-11-25,28763789450
2015-11-27,28670519489
2015-11-30,28617222370
2015-12-01,29073578960
2015-12-02,28590573810
2015-12-03,28234149320
2015-12-04,28350736770
2015-12-07,28793769080
2015-12-08,28637208790
2015-12-09,28447337800
2015-12-10,28453999940
2015-12-11,28254135739
2015-12-14,28380716400
2015-12-15,28580580600
2015-12-16,28637208790
2015-12-17,28533945620
2015-12-18,28254135739
2015-12-21,28623884510
2015-12-22,28993633280
2015-12-23,29080241100
2015-12-24,28960322580
2015-12-28,29006957560
2015-12-29,29313416000
2015-12-30,28986971140
2015-12-31,28887699750
2016-01-04,28533495450
2016-01-05,29118266700
2016-01-06,28874333550
2016-01-07,28155900300
2016-01-08,27761597400
2016-01-11,27965431950
2016-01-12,28089069300
2016-01-13,27661350900
2016-01-14,28055653799
2016-01-15,26438343600
2016-01-19,26565322500
2016-01-20,26137604100
2016-01-21,26441685150
2016-01-22,27273731100
2016-01-25,27130044450
2016-01-26,27938699550
2016-01-27,27798354450
2016-01-28,28339685550
2016-01-29,28804161000
2016-02-01,29011337099
2016-02-02,28807502549
2016-02-03,28994629350
2016-02-04,28810844100
2016-02-05,28089069300
2016-02-08,27300463500
2016-02-09,27467541000
2016-02-10,27343903650
2016-02-11,27236974050
2016-02-12,27778305150
2016-02-16,28069020000
2016-02-17,28296245400
2016-02-18,28744013100
2016-02-19,28556886299
2016-02-22,28991287800
2016-02-23,28854284250
2016-02-24,28837576500
2016-02-25,28984604700
2016-02-26,28667157450
2016-02-29,28904407500
2016-03-01,29318759700
2016-03-02,29542643550
2016-03-03,29368882950
2016-03-04,29155023750
2016-03-07,28827551850
2016-03-08,28563569400
2016-03-09,28476689100
2016-03-10,28403175000
2016-03-11,28663815900
2016-03-14,28403175000
2016-03-15,28503421500
2016-03-16,28406516550
2016-03-17,28730646900
2016-03-18,28877675100
2016-03-21,28710597600
2016-03-22,28737330000
2016-03-23,28623717300
2016-03-24,28596984900
2016-03-28,28633741950
2016-03-29,28887699750
2016-03-30,29048094150
2016-03-31,29198940000
2016-04-01,29404851600
2016-04-04,29374471200
2016-04-05,29080794000
2016-04-06,29364344400
2016-04-07,29290081200
2016-04-08,29722158000
2016-04-11,29539875600
2016-04-12,29597260800
2016-04-13,29671524000
2016-04-14,29421729600
2016-04-15,29462236800
2016-04-18,29563504800
2016-04-19,29735660400
2016-04-20,29570255999
2016-04-21,28993028400
2016-04-22,29620890000
2016-04-25,29428480800
2016-04-26,29556753600
2016-04-27,29617514400
2016-04-28,29414978400
2016-04-29,29327212800
2016-05-02,29546626800
2016-05-03,29128052400
2016-05-04,29674899600
2016-05-05,29685026400
2016-05-06,29820050400
2016-05-09,30201493200
2016-05-10,30576184800
2016-05-11,30420907200
2016-05-12,30535677599
2016-05-13,30329765999
2016-05-16,30498545999
2016-05-17,30420907200
2016-05-18,30545804400
2016-05-19,30221746800
2016-05-20,30353395200
2016-05-23,30501921600
2016-05-24,30815852400
2016-05-25,30744964800
2016-05-26,30653823600
2016-05-27,30650448000
2016-05-31,30653823600
2016-06-01,30650448000
2016-06-02,30988008000
2016-06-03,31312065600
2016-06-06,31406582400
2016-06-07,31737391200
2016-06-08,31727264400
2016-06-09,31872415200
2016-06-10,31774522800
2016-06-13,31899420000
2016-06-14,31615869600
2016-06-15,31717137599
2016-06-16,31950054000
2016-06-17,31869039600
2016-06-20,31869039600
2016-06-21,32193097200
2016-06-22,32149214400
2016-06-23,32432764800
2016-06-24,32554286400
2016-06-27,32804080800
2016-06-28,33418440000
2016-06-29,33867394800
2016-06-30,34239116520
2016-07-01,34154725520
2016-07-05,34620563840
2016-07-06,34404522880
2016-07-07,34266121640
2016-07-08,34499040800
2016-07-11,33938684560
2016-07-12,33807034600
2016-07-13,33688887200
2016-07-14,33577491080
2016-07-15,33793532040
2016-07-18,33550485960
2016-07-19,33641628240
2016-07-20,33246678360
2016-07-21,33172414280
2016-07-22,33374952680
2016-07-25,32851728479
2016-07-26,32655941360
2016-07-27,32429773479
2016-07-28,32598555479
2016-07-29,32753834920
2016-08-01,32993505360
2016-08-02,32696449040
2016-08-03,32443276040
2016-08-04,32699824680
2016-08-05,32480408080
2016-08-08,32372387600
2016-08-09,32345382479
2016-08-10,32463529880
2016-08-11,32497286280
2016-08-12,32581677280
2016-08-15,32477032439
2016-08-16,32001067200
2016-08-17,31926803120
2016-08-18,31832285200
2016-08-19,31518350680
2016-08-22,31633122439
2016-08-23,31633122439
2016-08-24,31990940280
2016-08-25,31896422360
2016-08-26,31481218640
2016-08-29,31639873720
2016-08-30,31795153160
2016-08-31,31990940280
2016-09-01,31984189000
2016-09-02,32426397840
2016-09-06,33091398920
2016-09-07,33368201399
2016-09-08,32966500240
2016-09-09,31498096840
2016-09-12,31707386520
2016-09-13,31012004680
2016-09-14,30849973960
2016-09-15,30873603439
2016-09-16,30505658680
2016-09-19,30988375200
2016-09-20,30910735479
2016-09-21,31541980160
2016-09-22,32011194120
2016-09-23,32129341520
2016-09-26,32274494040
2016-09-27,32061828720
2016-09-28,31855914680
2016-09-29,31734391640
2016-09-30,33172848359
2016-10-03,32894676720
2016-10-04,31993259760
2016-10-05,31359450960
2016-10-06,31281985440
2016-10-07,31091842800
2016-10-10,31232689200
2016-10-11,31338324000
2016-10-12,32201008200
2016-10-13,32331291119
2016-10-14,32405235480
2016-10-17,32391150840
2016-10-18,32331291119
2016-10-19,32292558359
2016-10-20,32232698640
2016-10-21,33422850720
2016-10-24,33500316240
2016-10-25,33077777040
2016-10-26,32581293480
2016-10-27,31965090480
2016-10-28,32120021520
2016-10-31,32039034840
2016-11-01,31669313040
2016-11-02,30950996400
2016-11-03,30870009720
2016-11-04,30919305960
2016-11-07,31352408640
2016-11-08,31620016800
2016-11-09,30186904680
2016-11-10,29190416400
2016-11-11,28961541000
2016-11-14,28869990840
2016-11-15,29151683640
2016-11-16,29961550440
2016-11-17,29968592760
2016-11-18,29929860000
2016-11-21,29771407800
2016-11-22,30077748720
2016-11-23,29634082560
2016-11-25,29848873320
2016-11-28,29700984599
2016-11-29,30010846680
2016-11-30,29387601359
2016-12-01,28708017480
2016-12-02,28831258080
2016-12-05,29317178160
2016-12-06,29380559040
2016-12-07,29838309840
2016-12-08,29929860000
2016-12-09,30130566119
2016-12-12,30581274599
2016-12-13,30972123359
2016-12-14,30355920359
2016-12-15,30243243240
2016-12-16,30176341200
2016-12-19,30725642160
2016-12-20,30834798119
2016-12-21,30679867080
2016-12-22,30679867080
2016-12-23,30718599840
2016-12-27,30820713480
2016-12-28,30553105320
2016-12-29,30637613160
2016-12-30,30553105320
2017-01-03,31320217600
2017-01-04,31507850239
2017-01-05,31478983680
2017-01-06,30851136000
2017-01-09,30934127360
2017-01-10,30439787520
2017-01-11,30742886400
2017-01-12,30735669760
2017-01-13,30916085760
2017-01-17,31522283520
2017-01-18,31464550400
2017-01-19,30959385600
2017-01-20,31327434239
2017-01-23,31414033920
2017-01-24,31630533120
2017-01-25,31457333760
2017-01-26,31756824320
2017-01-27,31338259199
2017-01-30,31305784320
2017-01-31,31691874560
2017-02-01,31266092800
2017-02-02,31670224640
2017-02-03,32020231680
2017-02-06,31406817280
2017-02-07,31543933440
2017-02-08,31630533120
2017-02-09,31673832960
2017-02-10,31594449920
2017-02-13,32554263040
2017-02-14,32565088000
2017-02-15,32489313280
2017-02-16,32655296000
2017-02-17,32197039360
2017-02-21,32474880000
2017-02-22,32684162560
2017-02-23,32929528320
2017-02-24,33409434880
2017-02-27,33402218239
2017-02-28,33748616960
2017-03-01,33560984320
2017-03-02,33445518080
2017-03-03,33106336000
2017-03-06,33182110719
2017-03-07,33016128000
2017-03-08,32694987520
2017-03-09,32658904320
2017-03-10,32575912960
2017-03-13,32691379199
2017-03-14,32348588800
2017-03-15,32446013440
2017-03-16,32337763840
2017-03-17,32402713600
2017-03-20,32796020480
2017-03-21,32727462400
2017-03-22,33095511040
2017-03-23,33557376000
2017-03-24,33802741760
2017-03-27,33903774719
2017-03-28,34127490560
2017-03-29,34113057280
2017-03-30,34141923840
2017-03-31,34426363850
2017-04-03,34346175390
2017-04-04,34200378190
2017-04-05,34149349170
2017-04-06,34400849340
2017-04-07,34444588500
2017-04-10,34619545140
2017-04-11,34925719260
2017-04-12,35155349850
2017-04-13,34991328000
2017-04-17,35100675900
2017-04-18,35279277470
2017-04-19,35180864360
2017-04-20,35005907720
2017-04-21,34820016290
2017-04-24,34521132030
2017-04-25,34360755110
2017-04-26,34444588500
2017-04-27,34634124860
2017-04-28,34481037800
2017-05-01,34513842170
2017-05-02,34389914550
2017-05-03,34287856509
2017-05-04,34546646540
2017-05-05,34962168560
2017-05-08,34758052480
2017-05-09,34608610350
2017-05-10,34521132030
2017-05-11,34415429060
2017-05-12,34284211580
2017-05-15,34892914890
2017-05-16,34965813490
2017-05-17,35764053160
2017-05-18,35957234450
2017-05-19,36245183920
2017-05-22,36416495630
2017-05-23,36733604540
2017-05-24,36875756810
2017-05-25,37462590540
2017-05-26,37473525330
2017-05-30,37732315360
2017-05-31,37050713450
2017-06-01,37706800850
2017-06-02,38122322870
2017-06-05,37710445780
2017-06-06,37601097880
2017-06-07,37619322530
2017-06-08,36879401740
2017-06-09,37200155580
2017-06-12,37254829530
2017-06-13,37225670090
2017-06-14,37145481630
2017-06-15,36923140900
2017-06-16,36879401740
2017-06-19,36846597370
2017-06-20,36675285660
2017-06-21,36267053500
2017-06-22,36354531820
2017-06-23,36390981120
2017-06-26,36358176750
2017-06-27,37145481630
2017-06-28,36879401740
2017-06-29,36460234790
2017-06-30,39607064620
2017-07-03,39263102290
2017-07-05,39144494590
2017-07-06,38891464830
2017-07-07,39326359730
2017-07-10,39207752030
2017-07-11,38859836110
2017-07-12,39555667950
2017-07-13,39658461290
2017-07-14,39970794900
2017-07-17,38274704790
2017-07-18,38207493760
2017-07-19,39006118940
2017-07-20,38456569930
2017-07-21,39207752030
2017-07-24,39195891260
2017-07-25,39338220500
2017-07-26,39361942040
2017-07-27,39611018210
2017-07-28,39765208220
2017-07-31,39765208220
2017-08-01,39887769510
2017-08-02,40251499790
2017-08-03,39899630280
2017-08-04,40334525180
2017-08-07,39990562850
2017-08-08,39547760770
2017-08-09,39840326430
2017-08-10,39816604890
2017-08-11,39871955150
2017-08-14,40472900830
2017-08-15,40745698540
2017-08-16,41034310610
2017-08-17,41172686260
2017-08-18,41164779080
2017-08-21,41445483970
2017-08-22,41805260660
2017-08-23,41947589900
2017-08-24,42200619660
2017-08-25,42299459410
2017-08-28,42323180950
2017-08-29,42311320180
2017-08-30,42410159930
2017-08-31,42872729960
2017-09-01,42307366590
2017-09-05,42315273770
2017-09-06,41912007590
2017-09-07,42299459410
2017-09-08,42101779910
2017-09-11,42275737870
2017-09-12,41991079390
2017-09-13,41492927050
2017-09-14,41437576790
2017-09-15,41702467320
2017-09-18,41311061910
2017-09-19,40389875440
2017-09-20,40263360560
2017-09-21,40168474400
2017-09-22,39773115400
2017-09-25,39587296670
2017-09-26,39365895630
2017-09-27,39531946410
2017-09-28,39749393860
2017-09-29,39527992820
2017-10-02,40501853820
2017-10-03,40485602700
2017-10-04,41395665420
2017-10-05,41265656460
2017-10-06,41245342560
2017-10-09,41489109360
2017-10-10,41273782020
2017-10-11,41525674380
2017-10-12,41887261800
2017-10-13,41643495000
2017-10-16,41379414300
2017-10-17,41188463640
2017-10-18,41017826880
2017-10-19,41936015160
2017-10-20,42655127220
2017-10-23,42232598100
2017-10-24,42277288680
2017-10-25,42301665360
2017-10-26,41919764040
2017-10-27,41923826820
2017-10-30,43110158580
2017-10-31,43504248240
2017-11-01,42716068920
2017-11-02,43215790860
2017-11-03,43272669780
2017-11-06,45425943180
2017-11-07,45405629280
2017-11-08,46327880340
2017-11-09,46112553000
2017-11-10,46023171840
2017-11-13,45868786200
2017-11-14,45974418480
2017-11-15,45726588900
2017-11-16,45145611360
2017-11-17,44698705560
2017-11-20,44885593440
2017-11-21,45547826580
2017-11-22,45438131520
2017-11-24,45795656160
2017-11-27,46027234620
2017-11-28,46120678560
2017-11-29,45852535080
2017-11-30,45909414000
2017-12-01,45726588900
2017-12-04,44540257140
2017-12-05,44207109180
2017-12-06,44357432040
2017-12-07,44572759380
2017-12-08,44487441000
2017-12-11,45060292980
2017-12-12,45052167420
2017-12-13,45247180860
2017-12-14,44938409580
2017-12-15,44954660700
2017-12-18,44540257140
2017-12-19,44101476900
2017-12-20,43833333420
2017-12-21,43951154040
2017-12-22,44101476900
2017-12-26,44272113660
2017-12-27,44459001540
2017-12-28,44617449960
2017-12-29,45100920780
2018-01-02,44552370000
2018-01-03,44364230000
2018-01-04,43848890000
2018-01-05,44184270000
2018-01-08,44315150000
2018-01-09,44041120000
2018-01-10,42912280000
2018-01-11,42409210000
2018-01-12,42360130000
2018-01-16,43075880000
2018-01-17,43366270000
2018-01-18,43398990000
2018-01-19,43906150000
2018-01-22,44294700000
2018-01-23,45124970000
2018-01-24,44822310000
2018-01-25,44421490000
2018-01-26,45247670000
2018-01-29,44920470000
2018-01-30,45002270000
2018-01-31,46122930000
2018-02-01,46245630000
2018-02-02,45848900000
2018-02-05,45198590000
2018-02-06,44396950000
2018-02-07,44478750000
2018-02-08,42458290000
2018-02-09,42478740000
2018-02-12,42989990000
2018-02-13,43501240000
2018-02-14,43092240000
2018-02-15,44024760000
2018-02-16,44630080000
2018-02-20,44405130000
2018-02-21,43677110000
2018-02-22,44360140000
2018-02-23,45169960000
2018-02-26,45619860000
2018-02-27,45137240000
2018-02-28,45014540000
2018-03-01,43382630000
2018-03-02,42765040000
2018-03-05,44057480000
2018-03-06,44061570000
2018-03-07,44008400000
2018-03-08,45088160000
2018-03-09,45394910000
2018-03-12,45558510000
2018-03-13,45668940000
2018-03-14,45840720000
2018-03-15,44830490000
2018-03-16,44613720000
2018-03-19,44249710000
2018-03-20,44527830000
2018-03-21,44004310000
2018-03-22,44560550000
2018-03-23,44850940000
2018-03-26,45533970000
2018-03-27,45264030000
2018-03-28,45349920000
2018-03-29,44830490000
2018-04-02,45152000000
2018-04-03,44566850000
2018-04-04,45197650000
2018-04-05,45567000000
2018-04-06,44824150000
2018-04-09,45176900000
2018-04-10,43010600000
2018-04-11,43516900000
2018-04-12,43101900000
2018-04-13,43060400000
2018-04-16,43296950000
2018-04-17,44048100000
2018-04-18,44234850000
2018-04-19,42595600000
2018-04-20,42587300000
2018-04-23,43554250000
2018-04-24,43720250000
2018-04-25,43658000000
2018-04-26,43616500000
2018-04-27,42043650000
2018-04-30,41861050000
2018-05-01,41856900000
2018-05-02,41840300000
2018-05-03,42151550000
2018-05-04,42873650000
2018-05-07,42562400000
2018-05-08,42637100000
2018-05-09,43072850000
2018-05-10,43541800000
2018-05-11,42998150000
2018-05-14,42865350000
2018-05-15,42861200000
2018-05-16,42740850000
2018-05-17,42292650000
2018-05-18,42425450000
2018-05-21,42371500000
2018-05-22,42213800000
2018-05-23,42396400000
2018-05-24,42267750000
2018-05-25,42637100000
2018-05-29,42935900000
2018-05-30,43168300000
2018-05-31,43222250000
2018-06-01,43077000000
2018-06-04,43301100000
2018-06-05,42807250000
2018-06-06,42699350000
2018-06-07,42529200000
2018-06-08,42761600000
2018-06-11,42881950000
2018-06-12,43442200000
2018-06-13,41944050000
2018-06-14,41985550000
2018-06-15,41952350000
2018-06-18,41898400000
2018-06-19,42300950000
2018-06-20,42574850000
2018-06-21,42707650000
2018-06-22,42994000000
2018-06-25,43276200000
2018-06-26,44139400000
2018-06-27,44126950000
2018-06-28,44654000000
2018-06-29,44745300000
2018-07-02,44894700000
2018-07-03,45239150000
2018-07-05,46065000000
2018-07-06,46177050000
2018-07-09,45488150000
2018-07-10,45899000000
2018-07-11,46006900000
2018-07-12,45961250000
2018-07-13,46089900000
2018-07-16,45886550000
2018-07-17,46011050000
2018-07-18,45832600000
2018-07-19,46077450000
2018-07-20,45786950000
2018-07-23,45131250000
2018-07-24,44815850000
2018-07-25,45201800000
2018-07-26,45463250000
2018-07-27,45259900000
2018-07-30,45488150000
2018-07-31,45994450000
2018-08-01,46289100000
2018-08-02,46168750000
2018-08-03,46683350000
2018-08-06,46065000000
2018-08-07,46168750000
