,ATO
2018-10-18,10855382000
2018-10-19,11046566000
2018-10-22,10982838000
2018-10-23,10888384000
2018-10-24,11054532000
2018-10-25,10882694000
2018-10-26,10653956000
2018-10-29,10752962000
2018-10-30,10788240000
2018-10-31,10592504000
2018-11-01,10576572000
2018-11-02,10485532000
2018-11-05,10616402000
2018-11-06,10863348000
2018-11-07,11004460000
2018-11-08,10906592000
2018-11-09,11003322000
2018-11-12,11001046000
2018-11-13,10970320000
2018-11-14,11071602000
2018-11-15,11255958000
2018-11-16,11269614000
2018-11-19,11304892000
2018-11-20,11175160000
2018-11-21,11120536000
2018-11-23,11055670000
2018-11-26,11130778000
2018-11-27,11200196000
2018-11-28,11110294000
2018-11-29,10634610000
2018-11-30,10887246000
2018-12-03,11108018000
2018-12-04,11102328000
2018-12-06,11214990000
2018-12-07,11242302000
2018-12-10,11203610000
2018-12-11,11209300000
2018-12-12,11219542000
2018-12-13,11323100000
2018-12-14,11205886000
2018-12-17,10874728000
2018-12-18,10756376000
2018-12-19,10803034000
2018-12-20,10822380000
2018-12-21,10749548000
2018-12-24,10165754000
2018-12-26,10255656000
2018-12-27,10378560000
2018-12-28,10430908000
2018-12-31,10902110320
2019-01-02,10564652850
2019-01-03,10644607930
2019-01-04,10781001890
2019-01-07,10702222620
2019-01-08,10842144010
2019-01-09,10664596700
2019-01-10,10866836020
2019-01-11,10805693900
2019-01-14,10739848540
2019-01-15,10889176410
2019-01-16,11094943160
2019-01-17,11169019190
2019-01-18,11220754830
2019-01-22,11193711200
2019-01-23,11306588960
2019-01-24,11366555270
2019-01-25,11150206230
2019-01-28,11091415730
2019-01-29,11144327180
2019-01-30,11227809690
2019-01-31,11479433030
2019-02-01,11431224820
2019-02-04,11339511640
2019-02-05,11355972980
2019-02-06,11272490470
2019-02-07,11408884430
2019-02-08,11519410570
2019-02-11,11387719850
2019-02-12,11270138850
2019-02-13,11357148790
2019-02-14,11283072760
2019-02-15,11411236050
2019-02-19,11440631300
2019-02-20,11522938000
2019-02-21,11655804530
2019-02-22,11696957880
2019-02-25,11558212300
2019-02-26,11555860680
2019-02-27,11624057660
2019-02-28,11622881850
2019-03-01,11628760900
2019-03-04,11742814470
2019-03-05,11684023970
2019-03-06,11698133690
2019-03-07,11694606260
2019-03-08,11776912960
2019-03-11,11823945360
2019-03-12,11922713400
2019-03-13,11970921610
2019-03-14,11934471500
2019-03-15,11935647310
2019-03-18,11993262000
2019-03-19,11932119880
2019-03-20,11923889210
2019-03-21,12069689650
2019-03-22,12088502610
2019-03-25,12102612330
2019-03-26,12195501320
2019-03-27,12103788140
2019-03-28,12049700880
2019-03-29,12102612330
2019-04-01,12051915250
2019-04-02,11827572750
2019-04-03,11985793250
2019-04-04,11883068000
2019-04-05,11988154750
2019-04-08,11916129000
2019-04-09,11875983500
2019-04-10,11858272250
2019-04-11,11888971750
2019-04-12,11948009250
2019-04-15,11938563250
2019-04-16,11827572750
2019-04-17,11741378000
2019-04-18,11710678500
2019-04-22,11697690250
2019-04-23,11756727750
2019-04-24,11818126750
2019-04-25,11923213500
2019-04-26,11923213500
2019-04-29,11864176000
2019-04-30,12083795500
2019-05-01,12042469250
2019-05-02,12053096000
2019-05-03,12154640500
2019-05-06,12168809500
2019-05-07,12070807250
2019-05-08,11894875500
2019-05-09,11890152500
2019-05-10,12034204000
2019-05-13,12102687500
2019-05-14,11977528000
2019-05-15,11894875500
2019-05-16,12002323750
2019-05-17,12121579500
2019-05-20,12144013750
2019-05-21,12050734500
2019-05-22,12148736750
2019-05-23,12204232000
2019-05-24,12139290750
2019-05-28,11985793250
2019-05-29,11894875500
2019-05-30,11883068000
2019-05-31,12020035000
2019-06-03,12146375250
2019-06-04,11990516250
2019-06-05,12260908000
2019-06-06,12305776500
2019-06-07,12304595750
2019-06-10,12175894000
2019-06-11,12116856500
2019-06-12,12318764750
2019-06-13,12343560500
2019-06-14,12396694250
2019-06-17,12368356250
2019-06-18,12360091000
2019-06-19,12478166000
2019-06-20,12504142500
2019-06-21,12688339500
2019-06-24,12636386500
2019-06-25,12743834750
2019-06-26,12289246000
2019-06-27,12377802250
2019-06-28,12463997000
2019-07-01,12563448150
2019-07-02,12715016300
2019-07-03,12808105400
2019-07-05,12783042950
2019-07-08,12747239450
2019-07-09,12767528100
2019-07-10,12747239450
2019-07-11,12769915000
2019-07-12,12705468700
2019-07-15,12800944700
2019-07-16,12781849500
2019-07-17,12879712400
2019-07-18,12938191450
2019-07-19,12802138150
2019-07-22,12822426800
2019-07-23,12845102350
2019-07-24,12846295800
2019-07-25,12783042950
2019-07-26,12904774850
2019-07-29,12993090150
2019-07-30,12993090150
2019-07-31,13013378800
2019-08-01,13132723800
2019-08-02,13083792350
2019-08-05,12762754300
2019-08-06,12931030750
2019-08-07,12880905850
2019-08-08,13059923350
2019-08-09,12956093200
2019-08-12,12999057400
2019-08-13,13019346050
2019-08-14,12925063500
2019-08-15,13052762650
2019-08-16,13180461800
2019-08-19,13232973600
2019-08-20,13153012450
2019-08-21,13256842600
2019-08-22,13271164000
2019-08-23,12964447350
2019-08-26,13038441250
2019-08-27,12894033800
2019-08-28,12922676600
2019-08-29,13125563100
2019-08-30,13155399350
2019-09-03,13339190650
2019-09-04,13242521200
2019-09-05,13089759600
2019-09-06,13019346050
2019-09-09,12858230300
2019-09-10,12984736000
2019-09-11,13076631650
2019-09-12,13061116800
2019-09-13,13095726850
2019-09-16,13141077950
2019-09-17,13242521200
2019-09-18,13342771000
2019-09-19,13400056600
2019-09-20,13483598100
2019-09-23,13437053550
2019-09-24,13639940050
2019-09-25,13655454900
2019-09-26,13682904250
2019-09-27,13611297250
2019-09-30,13793559570
2019-10-01,13683346740
2019-10-02,13504099500
2019-10-03,13539222270
2019-10-04,13702724820
2019-10-07,13648223970
2019-10-08,13472610120
2019-10-09,13482299160
2019-10-10,13425376050
2019-10-11,13487143680
2019-10-14,13487143680
2019-10-15,13321218870
2019-10-16,13456865430
2019-10-17,13545277920
2019-10-18,13516210800
2019-10-21,13550122440
2019-10-22,13604623290
2019-10-23,13686980130
2019-10-24,13736636460
2019-10-25,13600989900
2019-10-28,13436276220
2019-10-29,13511366280
2019-10-30,13604623290
2019-10-31,13622790240
2019-11-01,13528322100
2019-11-04,13260662370
2019-11-05,13070514960
2019-11-06,13173461010
2019-11-07,13102004340
2019-11-08,12997847160
2019-11-11,13020858630
2019-11-12,12959091000
2019-11-13,13215850560
2019-11-14,13270351410
2019-11-15,13260662370
2019-11-18,13236439770
2019-11-19,13157716320
2019-11-20,13175883270
2019-11-21,13085048520
2019-11-22,12997847160
2019-11-25,12930023880
2019-11-26,12994213770
2019-11-27,12949401960
2019-11-29,12954246480
2019-12-02,12808910880
2019-12-03,12773788110
2019-12-04,12957879870
2019-12-05,12930023880
2019-12-06,12900956760
2019-12-09,12875523030
2019-12-10,12928812750
2019-12-11,12983313600
2019-12-12,12899745630
2019-12-13,12965146650
2019-12-16,13132282590
2019-12-17,13158927450
2019-12-18,13340596950
2019-12-19,13420531530
2019-12-20,13596145380
2019-12-23,13456865430
2019-12-24,13392675540
2019-12-26,13382986500
2019-12-27,13338174690
2019-12-30,13379353110
2019-12-31,13749383760
2020-01-02,13567468080
2020-01-03,13657196760
2020-01-06,13638759360
2020-01-07,13729717200
2020-01-08,13611717840
2020-01-09,13655967600
2020-01-10,13691613240
2020-01-13,13832966640
2020-01-14,13866153960
2020-01-15,13981695000
2020-01-16,14099694360
2020-01-17,14132881680
2020-01-21,14248422720
2020-01-22,14269318440
2020-01-23,14366422080
2020-01-24,14427880080
2020-01-27,14306193240
2020-01-28,14296359960
2020-01-29,14296359960
2020-01-30,14427880080
2020-01-31,14384859480
2020-02-03,14586441720
2020-02-04,14408213520
2020-02-05,14538504480
2020-02-06,14462296560
2020-02-07,14453692440
2020-02-10,14542191960
2020-02-11,14671253760
2020-02-12,14496713040
2020-02-13,14688462000
2020-02-14,14805232200
2020-02-18,14819982120
2020-02-19,14700753600
2020-02-20,14655274680
2020-02-21,14590129200
2020-02-24,14285297520
2020-02-25,13980465840
2020-02-26,13777654440
2020-02-27,13176595200
2020-02-28,12691077000
2020-03-02,13261407240
2020-03-03,13095470640
2020-03-04,13877216400
2020-03-05,13659655080
2020-03-06,13674405000
2020-03-09,12922159080
2020-03-10,12959033880
2020-03-11,12641910600
2020-03-12,11637686880
2020-03-13,12373953720
2020-03-16,11514770880
2020-03-17,13285990440
2020-03-18,13009429440
2020-03-19,12108455160
2020-03-20,10595359200
2020-03-23,9894738000
2020-03-24,10889128440
2020-03-25,11099314800
2020-03-26,11833123320
2020-03-27,11973247560
2020-03-30,12638223120
2020-03-31,12207869980
2020-04-01,11643180640
2020-04-02,11979041620
2020-04-03,11584128160
2020-04-06,12749184380
2020-04-07,12108218920
2020-04-08,12628618900
2020-04-09,12942335200
2020-04-13,12704895020
2020-04-14,13300340860
2020-04-15,13083815100
2020-04-16,12928802340
2020-04-17,13618978200
2020-04-20,12613855780
2020-04-21,12399790540
2020-04-22,12588020320
2020-04-23,12466224580
2020-04-24,12845144660
2020-04-27,12985394300
2020-04-28,13182235900
2020-04-29,12900506360
2020-04-30,12544961220
2020-05-01,12314902600
2020-05-04,12394869500
2020-05-05,12520356020
2020-05-06,11878160300
2020-05-07,11857245880
2020-05-08,11974120580
2020-05-11,11906456280
2020-05-12,11856015620
2020-05-13,11864627440
2020-05-14,11673937140
2020-05-15,11701002860
2020-05-18,12120521520
2020-05-19,11847403800
2020-05-20,12230014660
2020-05-21,12029482280
2020-05-22,12097146580
2020-05-26,12007337600
2020-05-27,12201718680
2020-05-28,12509283680
2020-05-29,12644612280
2020-06-01,12665526700
2020-06-02,12702434500
2020-06-03,12888203760
2020-06-04,12821769720
2020-06-05,12859907780
2020-06-08,13044446780
2020-06-09,12834072320
2020-06-10,12762717240
2020-06-11,12212791020
2020-06-12,12355501180
2020-06-15,12435468080
2020-06-16,12580638760
2020-06-17,12447770680
2020-06-18,12480987700
2020-06-19,12268152720
2020-06-22,12317363120
2020-06-23,12159889840
2020-06-24,12174652960
2020-06-25,11942133820
2020-06-26,11990113960
2020-06-29,12103297880
2020-06-30,12357479680
2020-07-01,12495226240
2020-07-02,12556033280
2020-07-06,12563479040
2020-07-07,12418286720
2020-07-08,12332660480
2020-07-09,12122938240
2020-07-10,12296672640
2020-07-13,12371130240
2020-07-14,12462961280
2020-07-15,12489021440
2020-07-16,12477852800
2020-07-17,12541141760
2020-07-20,12386021760
2020-07-21,12676406400
2020-07-22,12909706880
2020-07-23,12868755200
2020-07-24,12781888000
2020-07-27,12728526720
2020-07-28,12980441600
2020-07-29,13111983360
2020-07-30,13082200320
2020-07-31,13152935040
2020-08-03,13068549760
2020-08-04,13006501760
2020-08-05,12867514240
2020-08-06,12992851200
2020-08-07,13118188160
2020-08-10,13159139840
2020-08-11,12847658880
2020-08-12,13025116160
2020-08-13,12982923520
2020-08-14,12968032000
2020-08-17,12920875520
2020-08-18,12781888000
2020-08-19,12737213440
2020-08-20,12620563200
2020-08-21,12513840640
2020-08-24,12646623360
2020-08-25,12464202240
2020-08-26,12322732800
2020-08-27,12283022080
2020-08-28,12357479680
2020-08-31,12387262720
2020-09-01,12090673280
2020-09-02,12214769280
2020-09-03,12172576640
2020-09-04,12064613120
2020-09-08,11928107520
2020-09-09,11993878400
2020-09-10,11698529920
2020-09-11,11566988160
2020-09-14,11580638720
2020-09-15,11460265600
2020-09-16,11651373440
2020-09-17,11593048320
2020-09-18,11416832000
2020-09-21,11450337920
2020-09-22,11630277120
2020-09-23,11524795520
2020-09-24,11614144640
2020-09-25,11820144000
2020-09-28,11794083840
2020-09-29,11801529600
2020-09-30,12143180060
2020-10-01,12127935980
2020-10-02,12197804680
2020-10-05,12096177480
2020-10-06,12319757320
2020-10-07,12243536920
2020-10-08,12295620860
2020-10-09,12260051340
2020-10-12,12272754740
2020-10-13,12120313940
2020-10-14,12073311360
2020-10-15,12004713000
2020-10-16,12003442660
2020-10-19,11971684160
2020-10-20,11976765520
2020-10-21,12136828360
2020-10-22,12276565760
2020-10-23,12409951460
2020-10-26,12383274320
2020-10-27,12331190380
2020-10-28,11774781460
2020-10-29,11697290720
2020-10-30,11645206780
2020-11-02,12133017340
2020-11-03,12402329420
2020-11-04,12143180060
2020-11-05,12070770680
2020-11-06,11895463760
2020-11-09,12422654860
2020-11-10,13014633300
2020-11-11,12797405160
2020-11-12,12540796480
2020-11-13,12977793440
2020-11-16,12866003520
2020-11-17,12709751700
2020-11-18,12216859780
2020-11-19,12080933400
2020-11-20,12153342780
2020-11-23,12304513240
2020-11-24,12738969520
2020-11-25,12628449940
2020-11-27,12299431880
2020-11-30,12181290260
2020-12-01,12276565760
2020-12-02,12219400460
2020-12-03,12261321680
2020-12-04,12356597180
2020-12-07,12354056500
2020-12-08,12397248060
2020-12-09,12417573500
2020-12-10,12470927780
2020-12-11,12585258380
2020-12-14,12641153340
2020-12-15,12916817120
2020-12-16,12620827900
2020-12-17,12587799060
2020-12-18,12082203740
2020-12-21,11689668680
2020-12-22,11729049220
2020-12-23,11690939020
2020-12-24,11784944180
2020-12-28,11866245940
2020-12-29,11834487440
2020-12-30,11878949340
2020-12-31,12325834230
2021-01-04,12145008830
2021-01-05,11961600210
2021-01-06,12103677310
2021-01-07,11594782970
2021-01-08,11528910860
2021-01-11,11323544870
2021-01-12,11317086820
2021-01-13,11425582060
2021-01-14,11319670040
2021-01-15,11628364830
2021-01-19,11634822880
2021-01-20,11636114490
2021-01-21,11553451450
2021-01-22,11506953490
2021-01-25,11681320840
2021-01-26,11747192950
2021-01-27,11731693630
2021-01-28,11439789770
2021-01-29,11495329000
2021-02-01,11450122650
2021-02-02,11451414260
2021-02-03,11243465050
2021-02-04,11466913580
2021-02-05,11501787050
2021-02-08,11505661880
2021-02-09,11572825600
2021-02-10,11863437850
2021-02-11,11758817440
2021-02-12,11760109050
2021-02-16,11770441930
2021-02-17,11938351230
2021-02-18,12101094090
2021-02-19,12084303160
2021-02-22,11548285010
2021-02-23,11576700430
2021-02-24,11452705870
2021-02-25,11395875030
2021-02-26,10928312210
2021-03-01,11075555750
2021-03-02,11268005640
2021-03-03,11424290450
2021-03-04,11482412900
2021-03-05,11845355310
2021-03-08,11836314040
2021-03-09,11539243740
2021-03-10,11729110410
2021-03-11,11608990680
2021-03-12,11807898620
2021-03-15,12036513590
2021-03-16,12115301800
2021-03-17,11938351230
2021-03-18,12080428330
2021-03-19,12152758490
2021-03-22,12081719940
2021-03-23,12164382980
2021-03-24,12380081850
2021-03-25,12538949880
2021-03-26,12559615640
2021-03-29,12767564850
2021-03-30,12772731290
2021-03-31,12984738300
2021-04-01,12904609920
2021-04-05,12954525960
2021-04-06,12907237080
2021-04-07,12903296340
2021-04-08,12915118560
2021-04-09,13021518540
2021-04-12,13051730880
2021-04-13,13016264220
2021-04-14,13152876540
2021-04-15,13309192560
2021-04-16,13374871560
2021-04-19,13377498720
2021-04-20,13738733220
2021-04-21,13581103620
2021-04-22,13582417200
2021-04-23,13575849300
2021-04-26,13452372780
2021-04-27,13330209840
2021-04-28,13175207400
2021-04-29,13422160440
2021-04-30,13607375220
2021-05-03,13633646820
2021-05-04,13602120900
2021-05-05,13468135740
2021-05-06,13575849300
2021-05-07,13529874000
2021-05-10,13596866580
2021-05-11,13307878980
2021-05-12,13037281500
2021-05-13,13215928380
2021-05-14,13196224680
2021-05-17,12940076580
2021-05-18,13022832120
2021-05-19,12887533380
2021-05-20,12915118560
2021-05-21,12896728440
2021-05-24,12929567940
2021-05-25,12911177820
2021-05-26,12954525960
2021-05-27,13025459280
2021-05-28,13026772860
2021-06-01,13062239520
2021-06-02,13197538260
2021-06-03,13292116020
2021-06-04,13229064180
2021-06-07,13263217260
2021-06-08,13173893820
2021-06-09,13286861700
2021-06-10,13296056760
2021-06-11,13370930820
2021-06-14,13280293800
2021-06-15,13261903680
2021-06-16,13210674060
2021-06-17,13175207400
2021-06-18,12857321040
2021-06-21,13009696320
2021-06-22,12926940780
2021-06-23,12787701300
2021-06-24,12802150680
2021-06-25,12995246940
2021-06-28,12971602500
2021-06-29,12664224780
2021-06-30,12848177020
2021-07-01,12964480360
2021-07-02,12981859020
2021-07-06,12977848560
2021-07-07,13094151900
2021-07-08,13055384120
2021-07-09,13171687460
2021-07-12,13293338080
2021-07-13,13207781600
2021-07-14,13294674900
2021-07-15,13477819240
2021-07-16,13533965680
2021-07-19,13227833900
2021-07-20,13300022180
2021-07-21,13134256500
2021-07-22,13055384120
2021-07-23,13294674900
2021-07-26,13304032640
2021-07-27,13515250200
2021-07-28,13414988700
2021-07-29,13393599580
2021-07-30,13179708380
2021-08-02,13306706280
2021-08-03,13325421760
2021-08-04,13286653980
2021-08-05,13543323420
2021-08-06,13487176980
2021-08-09,13517923840
2021-08-10,13487176980
2021-08-11,13520597480
2021-08-12,13444398740
2021-08-13,13564712540
2021-08-16,13511239740
2021-08-17,13495197900
2021-08-18,13233181180
2021-08-19,13186392480
2021-08-20,13203771140
2021-08-23,13076773240
2021-08-24,13116877840
2021-08-25,13032658180
2021-08-26,12927049400
2021-08-27,13017953160
2021-08-30,13029984540
2021-08-31,13035331820
2021-09-01,13134256500
2021-09-02,13140940600
2021-09-03,13033995000
2021-09-07,12850850660
2021-09-08,13054047300
2021-09-09,12858871580
2021-09-10,12448467840
2021-09-13,12322806760
2021-09-14,12202492960
2021-09-15,11972559920
2021-09-16,11999296320
2021-09-17,11909729380
2021-09-20,11915076660
2021-09-21,11868287960
2021-09-22,11864277500
2021-09-23,11781394660
2021-09-24,11793426040
2021-09-27,11707869560
2021-09-28,11588892580
2021-09-29,11885666620
2021-09-30,11790752400
2021-10-01,11868287960
2021-10-04,12104905100
2021-10-05,12032716820
2021-10-06,12052769120
2021-10-07,11999296320
2021-10-08,12026032720
2021-10-11,11912403020
2021-10-12,11895024360
2021-10-13,12325480400
2021-10-14,12558087080
2021-10-15,12432426000
2021-10-18,12178430200
2021-10-19,12416384160
2021-10-20,12635622640
2021-10-21,12492582900
2021-10-22,12571455280
2021-10-25,12592844400
2021-10-26,12570118460
2021-10-27,12269333960
2021-10-28,12417720980
2021-10-29,12314785840
2021-11-01,12437773280
2021-11-02,12538034780
2021-11-03,12480551520
2021-11-04,12516645660
2021-11-05,12564771180
2021-11-08,12428415540
2021-11-09,12451141480
2021-11-10,12575465740
2021-11-11,12669043140
2021-11-12,12757273260
2021-11-15,12861545220
2021-11-16,12642306740
2021-11-17,12546055700
2021-11-18,12380290020
2021-11-19,12686421800
2021-11-22,12782672840
2021-11-23,12741231420
2021-11-24,12699790000
2021-11-26,12483225160
2021-11-29,12539371600
2021-11-30,12074158240
2021-12-01,11955181260
2021-12-02,12122283760
2021-12-03,12400342320
2021-12-06,12640969920
2021-12-07,12683748160
2021-12-08,12620917620
2021-12-09,12730536860
2021-12-10,12798714680
2021-12-13,13013942700
2021-12-14,12985869480
2021-12-15,13170350640
2021-12-16,13414988700
2021-12-17,13211792060
2021-12-20,13278633060
2021-12-21,13296011720
2021-12-22,13651605840
2021-12-23,13733151860
2021-12-27,13910948920
2021-12-28,13826729260
2021-12-29,14013884060
2021-12-30,13968432180
2021-12-31,14336098180
2022-01-03,14368938340
2022-01-04,14539980840
2022-01-05,14586504400
2022-01-06,14472932180
2022-01-07,14407251860
2022-01-10,14388095100
2022-01-11,14318309760
2022-01-12,14258102800
2022-01-13,14503035660
2022-01-14,14511245700
2022-01-18,14423671940
2022-01-19,14414093560
2022-01-20,14370306680
2022-01-21,14311468060
2022-01-24,14000854880
2022-01-25,14219789280
2022-01-26,14182844100
2022-01-27,14344308220
2022-01-28,14519455740
2022-01-31,14671341480
2022-02-01,14542717520
2022-02-02,14612502860
2022-02-03,14611134520
2022-02-04,14471563840
2022-02-07,14496193960
2022-02-08,14582399380
2022-02-09,14894380900
2022-02-10,14497562300
2022-02-11,14597451120
2022-02-14,14501667320
2022-02-15,14440092020
2022-02-16,14516719060
2022-02-17,14594714440
2022-02-18,14509877360
2022-02-22,14539980840
2022-02-23,14420935260
2022-02-24,14333361500
2022-02-25,14927221060
2022-02-28,15025741540
2022-03-01,15042161620
2022-03-02,15207730760
2022-03-03,15563499160
2022-03-04,15893269100
2022-03-07,15874112340
2022-03-08,15516975600
2022-03-09,15350038120
2022-03-10,15501923860
2022-03-11,15563499160
2022-03-14,15443085240
2022-03-15,15614127740
2022-03-16,15646967900
2022-03-17,15663387980
2022-03-18,15425296820
2022-03-21,15768750160
2022-03-22,15620969440
2022-03-23,15641494540
2022-03-24,15827588780
2022-03-25,16217565680
2022-03-28,16117676860
2022-03-29,16307876120
2022-03-30,16470708580
2022-03-31,16714380690
2022-04-01,16982952210
2022-04-04,16671017580
2022-04-05,16817892630
2022-04-06,17072476050
2022-04-07,16906017660
2022-04-08,17024916510
2022-04-11,16857059310
2022-04-12,16813696200
2022-04-13,16771731900
2022-04-14,16749350940
2022-04-18,16729767600
2022-04-19,16871047410
2022-04-20,17161999890
2022-04-21,16947981960
2022-04-22,16603874700
2022-04-25,16463993700
2022-04-26,16373071050
2022-04-27,16234588860
2022-04-28,16339499610
2022-04-29,15862505400
2022-05-02,15633100560
2022-05-03,15751999410
2022-05-04,16129678110
2022-05-05,16091910240
2022-05-06,16072326900
2022-05-09,15894678030
2022-05-10,15821939910
2022-05-11,15753398220
2022-05-12,15679261290
2022-05-13,15800957760
2022-05-16,15828933960
2022-05-17,15911463750
2022-05-18,15645689850
2022-05-19,15578546970
2022-05-20,15624707700
2022-05-23,15900273270
2022-05-24,16230392430
2022-05-25,16215005520
2022-05-26,16329707940
2022-05-27,16455600840
2022-05-31,16269559110
2022-06-01,16286344830
2022-06-02,16310124600
2022-06-03,16241582910
2022-06-06,16332505560
2022-06-07,16426225830
2022-06-08,16117088820
2022-06-09,15799558950
2022-06-10,15662475570
2022-06-13,14968665810
2022-06-14,14763040740
2022-06-15,14839975290
2022-06-16,14628754980
2022-06-17,14479082310
2022-06-21,14753249070
2022-06-22,14779826460
2022-06-23,14972862240
2022-06-24,15280600440
2022-06-27,15491820750
2022-06-28,15477832650
2022-06-29,15512802900
2022-06-30,15797580400
2022-07-01,16227398600
2022-07-05,15587603640
2022-07-06,15924412000
2022-07-07,15831402160
2022-07-08,15790534200
2022-07-11,15800398880
2022-07-12,15762349400
2022-07-13,15653837920
2022-07-14,15631290080
2022-07-15,15769395600
2022-07-18,15769395600
2022-07-19,15990646280
2022-07-20,15741210800
2022-07-21,15870860880
2022-07-22,15973735400
2022-07-25,16173847480
2022-07-26,16382415000
2022-07-27,16416236760
2022-07-28,16901015320
2022-07-29,17106764360
2022-08-01,17075761080
2022-08-02,16924972400
2022-08-03,16809414720
2022-08-04,16323226920
2022-08-05,16049834360
2022-08-08,16149890400
2022-08-09,16245718720
2022-08-10,16131570280
2022-08-11,16244309480
2022-08-12,16481061800
2022-08-15,16543068360
2022-08-16,16569843920
2022-08-17,16581117840
2022-08-18,16640305920
2022-08-19,16630441240
2022-08-22,16368322600
2022-08-23,16378187280
2022-08-24,16448649280
2022-08-25,16569843920
2022-08-26,16345774760
2022-08-29,16397916640
2022-08-30,16125933320
2022-08-31,15977963120
2022-09-01,16175256720
2022-09-02,16142844200
2022-09-06,16094930040
2022-09-07,16578299360
2022-09-08,16621985800
2022-09-09,16641715160
2022-09-12,16831962560
2022-09-13,16412009040
2022-09-14,16492335720
2022-09-15,16082246880
2022-09-16,16066745240
2022-09-19,16237263280
2022-09-20,15996283240
2022-09-21,15872270120
2022-09-22,15970916920
2022-09-23,15717253720
2022-09-26,15384673080
2022-09-27,15159194679
2022-09-28,15369171440
2022-09-29,14749105840
2022-09-30,14444367000
2022-10-03,14892518200
2022-10-04,15091066200
2022-10-05,14764880200
2022-10-06,14296874200
2022-10-07,14095489800
2022-10-10,14164981600
2022-10-11,14494004000
2022-10-12,14077053200
2022-10-13,14389057200
2022-10-14,13913960200
2022-10-17,14129526600
2022-10-18,14430185000
2022-10-19,14471312800
2022-10-20,14197600200
2022-10-21,14428766800
2022-10-24,14373457000
2022-10-25,14652842399
2022-10-26,14667024400
2022-10-27,14847135800
2022-10-28,15190340200
2022-10-31,15110921000
2022-11-01,15071211400
2022-11-02,14969101000
2022-11-03,14854226800
2022-11-04,15037174600
2022-11-07,14745025400
2022-11-08,14840044800
2022-11-09,14628733000
2022-11-10,15855476000
2022-11-11,15698055800
2022-11-14,15675364600
2022-11-15,15824275600
2022-11-16,15926386000
2022-11-17,15764711200
2022-11-18,16316391000
2022-11-21,16421337800
2022-11-22,16665268200
2022-11-23,16817015600
2022-11-25,16899271200
2022-11-28,16744687399
2022-11-29,16825524800
2022-11-30,17046764000
2022-12-01,16662431800
2022-12-02,16527702800
2022-12-05,16431265200
2022-12-06,16655340800
2022-12-07,16651086200
2022-12-08,16663850000
2022-12-09,16687959400
2022-12-12,16876580000
2022-12-13,16809924600
2022-12-14,16782978800
2022-12-15,16573085200
2022-12-16,16276681400
2022-12-19,16093733600
2022-12-20,16035587399
2022-12-21,16249735600
2022-12-22,16171734600
2022-12-23,16323482000
2022-12-27,16391555600
2022-12-28,16319227399
2022-12-29,16236971800
2022-12-30,15893767399
2023-01-03,16006239200
2023-01-04,16112755540
2023-01-05,15670856670
2023-01-06,16197680730
2023-01-09,16379046390
2023-01-10,16452456300
2023-01-11,16802232930
2023-01-12,16751853580
2023-01-13,16515790340
2023-01-17,16402076950
2023-01-18,16066694420
2023-01-19,16127149640
2023-01-20,16265333000
2023-01-23,16340182320
2023-01-24,16531623850
2023-01-25,16573366740
2023-01-26,16622306680
2023-01-27,16689958950
2023-01-30,16629503730
2023-01-31,16918825140
2023-02-01,17124660770
2023-02-02,17208146550
2023-02-03,16868445790
2023-02-06,16933219240
2023-02-07,16826702900
2023-02-08,16761929450
2023-02-09,16495638600
2023-02-10,16733141250
2023-02-13,16813748210
2023-02-14,16664049570
2023-02-15,16828142310
2023-02-16,16652534290
2023-02-17,16856930510
2023-02-21,16704353050
2023-02-22,16645337240
2023-02-23,16718747150
2023-02-24,16661170750
2023-02-27,16538820900
2023-02-28,16237984210
2023-03-01,15911238140
2023-03-02,16047982090
2023-03-03,16226468930
2023-03-06,16322909400
2023-03-07,16006239200
2023-03-08,16177528990
2023-03-09,15909798730
2023-03-10,15712599560
2023-03-13,15909798730
2023-03-14,16128589050
2023-03-15,16377606980
2023-03-16,16458213940
2023-03-17,16508593290
2023-03-20,16535942080
2023-03-21,15863737610
2023-03-22,15443429890
2023-03-23,15332595320
2023-03-24,15744266580
2023-03-27,15869495250
2023-03-28,15842146460
2023-03-29,16053739730
2023-03-30,16112755540
2023-03-31,16410290360
2023-04-03,16227726610
2023-04-04,16233568650
2023-04-05,16772496840
2023-04-06,16857206420
2023-04-10,16952139569
2023-04-11,16995954870
2023-04-12,16927310900
2023-04-13,16699471340
2023-04-14,16509605040
2023-04-17,16664419100
2023-04-18,16591393600
2023-04-19,16757891740
2023-04-20,16908324270
2023-04-21,16851364380
2023-04-24,16974047220
2023-04-25,16981349770
2023-04-26,16627906350
2023-04-27,16787101940
2023-04-28,16670261140
2023-05-01,16730142050
2023-05-02,16401527300
2023-05-03,16490618410
2023-05-04,17228175960
2023-05-05,17169755560
2023-05-08,17213570860
2023-05-09,17307043500
2023-05-10,17425344810
2023-05-11,17248623100
2023-05-12,17401976650
2023-05-15,17174137090
2023-05-16,16940455490
2023-05-17,17055835780
2023-05-18,16957981610
2023-05-19,17023704560
2023-05-22,16995954870
2023-05-23,17000336400
2023-05-24,17001796910
2023-05-25,16772496840
2023-05-26,16605998700
2023-05-30,16712615930
2023-05-31,16836759280
2023-06-01,16367935569
2023-06-02,16725760520
2023-06-05,16737444600
2023-06-06,16820693670
2023-06-07,17108414140
