,MAC
2014-02-14,8572762247
2014-02-18,8623438674
2014-02-19,8529124213
2014-02-20,8462963322
2014-02-21,8540385641
2014-02-24,8553054748
2014-02-25,8522085820
2014-02-26,8513639749
2014-02-27,8450294215
2014-02-28,8464371000
2014-03-03,8462963322
2014-03-04,8693822601
2014-03-05,8699453315
2014-03-06,8603731175
2014-03-07,8481263143
2014-03-10,8386948681
2014-03-11,8429179037
2014-03-12,8460147965
2014-03-13,8405248502
2014-03-14,8441848144
2014-03-17,8519270463
2014-03-18,8567131533
2014-03-19,8385541003
2014-03-20,8382725646
2014-03-21,8524901177
2014-03-24,8461555643
2014-03-25,8586839033
2014-03-26,8534754927
2014-03-27,8602323496
2014-03-28,8683968851
2014-03-31,8782759488
2014-04-01,8799668379
2014-04-02,8803895601
2014-04-03,8781350414
2014-04-04,8830668011
2014-04-07,8913803389
2014-04-08,8937757650
2014-04-09,8946212095
2014-04-10,8878576534
2014-04-11,8889849127
2014-04-14,8967348208
2014-04-15,9158982300
2014-04-16,9311162313
2014-04-17,9240708603
2014-04-21,9194209155
2014-04-22,9122346370
2014-04-23,9018074880
2014-04-24,9054710809
2014-04-25,9006802286
2014-04-28,9109664703
2014-04-29,9070210625
2014-04-30,9146300632
2014-05-01,9166027671
2014-05-02,9174482116
2014-05-05,9160391374
2014-05-06,9154755077
2014-05-07,9219572490
2014-05-08,9266071939
2014-05-09,9282980829
2014-05-12,9278753607
2014-05-13,9194209155
2014-05-14,9228026935
2014-05-15,9194209155
2014-05-16,9309753239
2014-05-19,9260435642
2014-05-20,9209708971
2014-05-21,9194209155
2014-05-22,9164618596
2014-05-23,9237890455
2014-05-27,9271708236
2014-05-28,9239299529
2014-05-29,9260435642
2014-05-30,9305526016
2014-06-02,9357661762
2014-06-03,9364707133
2014-06-04,9377388801
2014-06-05,9569022892
2014-06-06,9516887146
2014-06-09,9366116207
2014-06-10,9290026200
2014-06-11,9219572490
2014-06-12,9171663967
2014-06-13,9209708971
2014-06-16,9204072674
2014-06-17,9229436010
2014-06-18,9350616391
2014-06-19,9412615656
2014-06-20,9466160475
2014-06-23,9397115839
2014-06-24,9384434172
2014-06-25,9361888984
2014-06-26,9301298794
2014-06-27,9412615656
2014-06-30,9406442307
2014-07-01,9472674934
2014-07-02,9409260716
2014-07-03,9335982065
2014-07-07,9409260716
2014-07-08,9427580379
2014-07-09,9433217198
2014-07-10,9448718452
2014-07-11,9486766982
2014-07-14,9568500863
2014-07-15,9544544381
2014-07-16,9585411321
2014-07-17,9558636429
2014-07-18,9640370310
2014-07-21,9619232237
2014-07-22,9664326792
2014-07-23,9691101684
2014-07-24,9481130163
2014-07-25,9430398789
2014-07-28,9513541874
2014-07-29,9386713439
2014-07-30,9316253197
2014-07-31,9161240664
2014-08-01,9133056568
2014-08-04,9147148616
2014-08-05,9068233145
2014-08-06,8985090059
2014-08-07,9052731892
2014-08-08,9140102592
2014-08-11,9207744424
2014-08-12,9179560327
2014-08-13,9338800474
2014-08-14,9264112618
2014-08-15,9224654882
2014-08-18,9197879990
2014-08-19,9204926014
2014-08-20,9227473292
2014-08-21,9226064087
2014-08-22,9144330206
2014-08-25,9130238158
2014-08-26,9214790448
2014-08-27,9188015556
2014-08-28,9154194640
2014-08-29,9200698400
2014-09-02,9233110111
2014-09-03,9278204666
2014-09-04,9300751944
2014-09-05,9374030595
2014-09-08,9334572860
2014-09-09,9317662402
2014-09-10,9275386256
2014-09-11,9292296714
2014-09-12,9034412229
2014-09-15,9054141097
2014-09-16,9216199653
2014-09-17,9188015556
2014-09-18,9141511797
2014-09-19,9169695893
2014-09-22,9079506784
2014-09-23,8992136084
2014-09-24,8925903456
2014-09-25,8854034009
2014-09-26,8994954493
2014-09-29,8976634830
2014-09-30,10098033404
2014-10-01,10096451384
2014-10-02,10096451384
2014-10-03,10175552382
2014-10-06,10210356821
2014-10-07,10139165923
2014-10-08,10379632957
2014-10-09,10362230738
2014-10-10,10447659815
2014-10-13,10379632957
2014-10-14,10499866474
2014-10-15,10433421636
2014-10-16,10311606099
2014-10-17,10435003656
2014-10-20,10580549492
2014-10-21,10700783009
2014-10-22,10700783009
2014-10-23,10802032286
2014-10-24,10805196326
2014-10-27,10870059145
2014-10-28,10938086003
2014-10-29,10840000765
2014-10-30,10955488223
2014-10-31,11153240718
2014-11-03,11276638274
2014-11-04,11284548374
2014-11-05,11191209197
2014-11-06,10990292662
2014-11-07,10833672686
2014-11-10,11002948821
2014-11-11,10974472462
2014-11-12,10852656925
2014-11-13,10813106426
2014-11-14,10768809867
2014-11-17,10844746825
2014-11-18,11055155480
2014-11-19,12115108853
2014-11-20,12100870674
2014-11-21,12298623169
2014-11-24,12349247807
2014-11-25,12388798306
2014-11-26,12507449803
2014-11-28,12510613843
2014-12-01,12497957684
2014-12-02,12681471999
2014-12-03,12641921500
2014-12-04,12668815839
2014-12-05,12687800079
2014-12-08,12732096638
2014-12-09,12858658234
2014-12-10,12989965891
2014-12-11,12836509955
2014-12-12,12702038258
2014-12-15,12654577660
2014-12-16,12690964119
2014-12-17,13031098410
2014-12-18,13105453348
2014-12-19,13021606290
2014-12-22,13211448685
2014-12-23,13216194745
2014-12-24,13182972326
2014-12-26,13250999184
2014-12-29,13288967664
2014-12-30,13426603400
2014-12-31,13219900712
2015-01-02,13335600599
2015-01-05,13402167657
2015-01-06,13549566142
2015-01-07,13857042552
2015-01-08,13788890565
2015-01-09,13782550845
2015-01-12,13977497229
2015-01-13,13988591738
2015-01-14,14161349103
2015-01-15,13964817789
2015-01-16,14061498516
2015-01-20,13885571291
2015-01-21,13895080871
2015-01-22,14254859970
2015-01-23,14096366975
2015-01-26,13964817789
2015-01-27,13893495941
2015-01-28,13723908437
2015-01-29,13777796055
2015-01-30,13631982499
2015-02-02,13795230284
2015-02-03,14009195828
2015-02-04,13960062999
2015-02-05,14147084733
2015-02-06,13877646642
2015-02-09,13842778183
2015-02-10,13904590451
2015-02-11,13895080871
2015-02-12,13822174093
2015-02-13,13611378410
2015-02-17,13492508664
2015-02-18,13551151072
2015-02-19,13115295336
2015-02-20,13272203401
2015-02-23,13446545695
2015-02-24,13185032254
2015-02-25,13150163795
2015-02-26,13026539259
2015-02-27,13257939031
2015-03-02,13413262166
2015-03-03,13378393707
2015-03-04,13281712981
2015-03-05,13958478069
2015-03-06,13744512526
2015-03-09,14701810216
2015-03-10,14643167808
2015-03-11,14540147361
2015-03-12,14630488368
2015-03-13,14960153798
2015-03-16,15039400295
2015-03-17,14517958342
2015-03-18,14616223998
2015-03-19,14819095032
2015-03-20,14139160083
2015-03-23,13866552132
2015-03-24,13855457622
2015-03-25,13792060424
2015-03-26,13782550845
2015-03-27,13654171519
2015-03-30,13684285188
2015-03-31,13366389330
2015-04-01,12478783730
2015-04-02,12784690660
2015-04-06,12624604650
2015-04-07,12267977400
2015-04-08,12513653950
2015-04-09,12727630300
2015-04-10,12894056350
2015-04-13,12982816910
2015-04-14,12857601120
2015-04-15,13044632300
2015-04-16,13153997990
2015-04-17,13079502520
2015-04-20,13096937630
2015-04-21,13092182600
2015-04-22,13195208250
2015-04-23,13050972340
2015-04-24,13192038230
2015-04-27,13199963280
2015-04-28,13165093060
2015-04-29,12952701720
2015-04-30,12959041760
2015-05-01,13076332500
2015-05-04,13069992459
2015-05-05,12905151420
2015-05-06,12829070940
2015-05-07,13115957750
2015-05-08,13008177069
2015-05-11,12966966810
2015-05-12,12965381800
2015-05-13,13020857150
2015-05-14,13234833500
2015-05-15,13249098590
2015-05-18,13234833500
2015-05-19,13166678069
2015-05-20,13019272140
2015-05-21,13138147890
2015-05-22,13085842560
2015-05-26,12941606650
2015-05-27,13049387330
2015-05-28,12982816910
2015-05-29,13014517110
2015-06-01,13226908450
2015-06-02,13090597590
2015-06-03,12959041760
2015-06-04,12811635830
2015-06-05,12800540760
2015-06-08,12680080000
2015-06-09,12630944690
2015-06-10,12684835030
2015-06-11,12783105650
2015-06-12,12856016110
2015-06-15,12854431100
2015-06-16,12936851620
2015-06-17,13093767610
2015-06-18,13068407450
2015-06-19,12183971870
2015-06-22,12101551350
2015-06-23,12136421569
2015-06-24,12218842090
2015-06-25,12052416040
2015-06-26,12231522170
2015-06-29,11887575000
2015-06-30,11825449588
2015-07-01,12169433846
2015-07-02,12251863253
2015-07-06,12231255901
2015-07-07,12339048203
2015-07-08,12277226147
2015-07-09,12220159635
2015-07-10,12313685308
2015-07-13,12397699897
2015-07-14,12411966525
2015-07-15,12435744238
2015-07-16,12442084962
2015-07-17,12404040620
2015-07-20,12362825917
2015-07-21,12158337579
2015-07-22,12245522529
2015-07-23,12048960096
2015-07-24,12275640967
2015-07-27,12350144469
2015-07-28,12442084962
2015-07-29,12488055208
2015-07-30,12377092545
2015-07-31,12548292083
2015-08-03,12527684731
2015-08-04,12491225570
2015-08-05,12651328842
2015-08-06,12692543546
2015-08-07,12738513792
2015-08-10,12664010289
2015-08-11,12660839928
2015-08-12,12679862099
2015-08-13,12738513792
2015-08-14,12743269335
2015-08-17,12866913446
2015-08-18,12839965371
2015-08-19,12846306094
2015-08-20,12749610059
2015-08-21,12457936771
2015-08-24,11728753553
2015-08-25,11532191120
2015-08-26,11957019604
2015-08-27,12288322414
2015-08-28,12291492776
2015-08-31,12075908172
2015-09-01,11787405246
2015-09-02,12006160212
2015-09-03,11936412252
2015-09-04,11670101859
2015-09-08,11736679457
2015-09-09,11497317140
2015-09-10,11513168949
2015-09-11,11762042352
2015-09-14,11812768141
2015-09-15,11925315985
2015-09-16,12088589619
2015-09-17,12113952514
2015-09-18,12285152052
2015-09-21,12461107133
2015-09-22,12272470605
2015-09-23,12346974107
2015-09-24,12202722645
2015-09-25,12209063368
2015-09-28,11977626955
2015-09-29,12153582036
2015-09-30,11861391024
2015-10-01,11892272021
2015-10-02,11921608969
2015-10-05,12227330841
2015-10-06,12133143799
2015-10-07,12281372586
2015-10-08,12344678630
2015-10-09,12374015578
2015-10-12,12462026420
2015-10-13,12424969223
2015-10-14,12420337073
2015-10-15,12633415954
2015-10-16,12846494835
2015-10-19,12968474774
2015-10-20,12868111533
2015-10-21,12891272281
2015-10-22,12976195023
2015-10-23,12987003372
2015-10-26,13037957017
2015-10-27,13147584557
2015-10-28,13217066801
2015-10-29,13249491848
2015-10-30,13084278513
2015-11-02,13264932347
2015-11-03,13186185804
2015-11-04,13107439261
2015-11-05,13269564496
2015-11-06,12983915272
2015-11-09,11994179312
2015-11-10,12038956758
2015-11-11,11986459063
2015-11-12,11940137567
2015-11-13,11600446598
2015-11-16,11652944293
2015-11-17,11762571833
2015-11-18,12224242741
2015-11-19,12319973832
2015-11-20,12374015578
2015-11-23,12324605982
2015-11-24,12197993894
2015-11-25,12210346292
2015-11-27,12255123738
2015-11-30,12066749655
2015-12-01,12218066542
2015-12-02,11861391024
2015-12-03,11791908780
2015-12-04,12196449844
2015-12-07,12193361744
2015-12-08,12106894952
2015-12-09,12080646104
2015-12-10,12017340060
2015-12-11,11904624420
2015-12-14,11835142176
2015-12-15,12188729594
2015-12-16,12418793023
2015-12-17,12329238132
2015-12-18,11967930464
2015-12-21,12255123738
2015-12-22,12242771339
2015-12-23,12457394270
2015-12-24,12378647727
2015-12-28,12516068165
2015-12-29,12621063555
2015-12-30,12607167106
2015-12-31,12263588960
2016-01-04,12073608960
2016-01-05,12538680000
2016-01-06,12427731680
2016-01-07,12272708000
2016-01-08,11977859040
2016-01-11,11971779680
2016-01-12,11977859040
2016-01-13,11874509920
2016-01-14,11710367200
2016-01-15,11585740320
2016-01-19,11655652960
2016-01-20,11436796000
2016-01-21,11520387200
2016-01-22,11961140800
2016-01-25,11815236160
2016-01-26,11909466240
2016-01-27,11610057760
2016-01-28,11555343520
2016-01-29,11850192480
2016-02-01,11941382879
2016-02-02,11804597280
2016-02-03,11904906720
2016-02-04,11948982080
2016-02-05,11565982400
2016-02-08,11421597600
2016-02-09,11386641280
2016-02-10,11374482560
2016-02-11,11228577920
2016-02-12,11442875360
2016-02-16,11474792000
2016-02-17,11518867360
2016-02-18,11663252160
2016-02-19,11690609280
2016-02-22,12050811360
2016-02-23,11930744000
2016-02-24,11901867040
2016-02-25,12143521600
2016-02-26,12088807360
2016-02-29,12018894720
2016-03-01,12208874720
2016-03-02,12228632640
2016-03-03,12084247840
2016-03-04,12037132800
2016-03-07,11973299520
2016-03-08,11880589280
2016-03-09,11952021760
2016-03-10,11986978080
2016-03-11,12167839040
2016-03-14,12129843040
2016-03-15,12105525600
2016-03-16,12128323200
2016-03-17,12269668320
2016-03-18,12142001760
2016-03-21,12105525600
2016-03-22,12073608960
2016-03-23,11961140800
2016-03-24,11938343200
2016-03-28,11948982080
2016-03-29,12066009760
2016-03-30,12012815360
2016-03-31,11464291296
2016-04-01,11545311023
2016-04-04,11480205886
2016-04-05,11451270269
2016-04-06,11516375406
2016-04-07,11425228214
2016-04-08,11480205886
2016-04-11,11406420063
2016-04-12,11439696022
2016-04-13,11431015337
2016-04-14,11407866844
2016-04-15,11428121776
2016-04-18,11415100748
2016-04-19,11376037666
2016-04-20,11284890474
2016-04-21,11067873349
2016-04-22,11112723555
2016-04-25,11141659171
2016-04-26,11145999514
2016-04-27,11164807665
2016-04-28,11128638144
2016-04-29,11007108554
2016-05-02,11208211090
2016-05-03,11135872048
2016-05-04,11283443693
2016-05-05,11399186159
2016-05-06,11595948352
2016-05-09,11676968078
2016-05-10,11779689517
2016-05-11,11232806364
2016-05-12,11138765610
2016-05-13,10836388416
2016-05-16,10966598691
2016-05-17,10655540812
2016-05-18,10532564442
2016-05-19,10551372593
2016-05-20,10819027046
2016-05-23,10829154512
2016-05-24,10937663074
2016-05-25,10910174239
2016-05-26,10956471225
2016-05-27,11023023143
2016-05-31,11041831294
2016-06-01,11093915404
2016-06-02,11185062596
2016-06-03,11170594788
2016-06-06,11130084925
2016-06-07,11215444994
2016-06-08,11348548830
2016-06-09,11321059994
2016-06-10,11381824789
2016-06-13,11377484447
2016-06-14,11413653967
2016-06-15,11459950954
2016-06-16,11543864242
2016-06-17,11578586982
2016-06-20,11663947051
2016-06-21,11794157326
2016-06-22,11794157326
2016-06-23,11850581778
2016-06-24,11705903695
2016-06-27,11724711846
2016-06-28,11973558149
2016-06-29,12142831506
2016-06-30,12283662063
2016-07-01,12263522554
2016-07-05,12467794718
2016-07-06,12428954236
2016-07-07,12332572300
2016-07-08,12585754701
2016-07-11,12728169801
2016-07-12,12738239556
2016-07-13,12800096620
2016-07-14,12726731265
2016-07-15,12741116629
2016-07-18,12748309310
2016-07-19,12805850765
2016-07-20,12823113202
2016-07-21,12801535156
2016-07-22,12797219547
2016-07-25,12772764429
2016-07-26,12710907365
2016-07-27,12661997128
2016-07-28,12820236129
2016-07-29,12837498565
2016-08-01,12912302457
2016-08-02,12634664937
2016-08-03,12472110327
2016-08-04,12354150345
2016-08-05,12401622045
2016-08-08,12413130336
2016-08-09,12473548864
2016-08-10,12310994254
2016-08-11,12116791844
2016-08-12,12152755253
2016-08-15,12149878181
2016-08-16,11928343580
2016-08-17,11949921625
2016-08-18,11938413334
2016-08-19,11764350433
2016-08-22,11829084570
2016-08-23,11811822134
2016-08-24,11842031397
2016-08-25,11889503098
2016-08-26,11807506524
2016-08-29,11898134316
2016-08-30,11810383597
2016-08-31,11780174333
2016-09-01,11721194342
2016-09-02,11784489943
2016-09-06,11909642607
2016-09-07,12031918198
2016-09-08,11846347006
2016-09-09,11512606569
2016-09-12,11670845569
2016-09-13,11362998786
2016-09-14,11449310968
2016-09-15,11489589987
2016-09-16,11551447051
2016-09-19,11655021669
2016-09-20,11548569978
2016-09-21,11686669469
2016-09-22,11857855297
2016-09-23,11913958216
2016-09-26,11931220652
2016-09-27,11801752379
2016-09-28,11800313843
2016-09-29,11580217778
2016-09-30,11644069861
2016-10-03,11374817844
2016-10-04,11266829067
2016-10-05,10986058246
2016-10-06,10948622137
2016-10-07,10958701089
2016-10-10,11043652261
2016-10-11,10950061987
2016-10-12,11010535702
2016-10-13,11076768819
2016-10-14,11004776301
2016-10-17,10978858995
2016-10-18,11014855254
2016-10-19,11065250016
2016-10-20,11043652261
2016-10-21,11026374056
2016-10-24,11079648520
2016-10-25,11020614655
2016-10-26,10762881441
2016-10-27,10451873763
2016-10-28,10168223242
2016-10-31,10191260848
2016-11-01,9891771973
2016-11-02,9667155317
2016-11-03,9659956065
2016-11-04,9729068882
2016-11-07,9979602845
2016-11-08,9861535115
2016-11-09,9752106488
2016-11-10,9986802096
2016-11-11,10050155512
2016-11-14,10372681993
2016-11-15,10162463840
2016-11-16,10024238206
2016-11-17,9970963743
2016-11-18,9934967484
2016-11-21,9922008830
2016-11-22,9975283294
2016-11-23,9956565239
2016-11-25,9937847184
2016-11-28,9926328381
2016-11-29,9956565239
2016-11-30,9775144094
2016-12-01,9706031276
2016-12-02,9809700502
2016-12-05,9906170476
2016-12-06,9942166735
2016-12-07,10182621745
2016-12-08,10201339800
2016-12-09,10243095461
2016-12-12,10271892468
2016-12-13,10241655610
2016-12-14,9969523892
2016-12-15,9851456163
2016-12-16,10045835961
2016-12-19,10061674315
2016-12-20,10070313417
2016-12-21,9874493768
2016-12-22,9841377210
2016-12-23,9815459904
2016-12-27,9936407334
2016-12-28,9936407334
2016-12-29,9970963743
2016-12-30,10199899950
2017-01-03,10192444080
2017-01-04,10317372600
2017-01-05,10399222320
2017-01-06,10437993240
2017-01-09,10255626320
2017-01-10,10064643640
2017-01-11,9928227440
2017-01-12,10005769280
2017-01-13,9979922000
2017-01-17,10081875160
2017-01-18,10104850520
2017-01-19,9936843200
2017-01-20,10034488480
2017-01-23,10063207680
2017-01-24,10060335760
2017-01-25,9987101800
2017-01-26,10027308680
2017-01-27,9764528000
2017-01-30,9718577280
2017-01-31,9863609240
2017-02-01,9809042760
2017-02-02,9873660960
2017-02-03,9956946640
2017-02-06,9910995920
2017-02-07,9675498480
2017-02-08,9648215240
2017-02-09,9824838320
2017-02-10,9817658520
2017-02-13,9721449200
2017-02-14,9645343320
2017-02-15,9648215240
2017-02-16,9597956640
2017-02-17,9536210360
2017-02-21,9737244760
2017-02-22,9664010800
2017-02-23,9666882719
2017-02-24,9651087160
2017-02-27,9754476280
2017-02-28,9675498480
2017-03-01,9721449200
2017-03-02,9606572400
2017-03-03,9559185719
2017-03-06,9448616800
2017-03-07,9372510920
2017-03-08,9162860760
2017-03-09,9069523360
2017-03-10,9118346000
2017-03-13,9093934680
2017-03-14,9056599720
2017-03-15,9317944440
2017-03-16,9279173520
2017-03-17,9211683400
2017-03-20,9211683400
2017-03-21,9231786840
2017-03-22,9023572640
2017-03-23,9115474080
2017-03-24,9171476520
2017-03-27,9059471640
2017-03-28,9177220360
2017-03-29,9190144000
2017-03-30,9224607040
2017-03-31,9117125516
2017-04-03,9182247841
2017-04-04,9104384192
2017-04-05,9088811462
2017-04-06,9083148651
2017-04-07,9070407327
2017-04-10,9175169328
2017-04-11,9262942896
2017-04-12,9251617275
2017-04-13,9270021410
2017-04-17,9332312330
2017-04-18,9407344574
2017-04-19,9370536303
2017-04-20,9360626384
2017-04-21,9209146193
2017-04-24,9029351948
2017-04-25,9032183353
2017-04-26,8792929593
2017-04-27,8877871757
2017-04-28,8838232080
2017-05-01,9155349490
2017-05-02,9193573463
2017-05-03,8790098188
2017-05-04,8716481647
2017-05-05,8726391566
2017-05-08,8508373347
2017-05-09,8443251022
2017-05-10,8569248564
2017-05-11,8423431184
2017-05-12,8240805533
2017-05-15,8253546857
2017-05-16,8131796423
2017-05-17,8138874937
2017-05-18,8230895614
2017-05-19,8402195643
2017-05-22,8290355128
2017-05-23,8239389830
2017-05-24,8383791507
2017-05-25,8518283266
2017-05-26,8320084885
2017-05-30,8147369153
2017-05-31,8127549315
2017-06-01,8254962560
2017-06-02,8182761721
2017-06-05,8041191449
2017-06-06,8123302207
2017-06-07,8245052641
2017-06-08,8100650963
2017-06-09,8260625371
2017-06-12,8413521264
2017-06-13,8407858454
2017-06-14,8332826209
2017-06-15,8315837777
2017-06-16,8178514613
2017-06-19,8136043531
2017-06-20,8151616261
2017-06-21,8045438557
2017-06-22,8092156747
2017-06-23,8133212126
2017-06-26,8291770831
2017-06-27,8328579101
2017-06-28,8414936967
2017-06-29,8345567534
2017-06-30,8181710053
2017-07-03,8374767972
2017-07-05,8166209052
2017-07-06,8023881681
2017-07-07,8078839775
2017-07-10,8040791864
2017-07-11,7957650132
2017-07-12,8016835772
2017-07-13,8115478504
2017-07-14,8259215057
2017-07-17,8321219060
2017-07-18,8240895692
2017-07-19,8259215057
2017-07-20,8304308877
2017-07-21,8285989513
2017-07-24,8222576328
2017-07-25,8347993516
2017-07-26,8504412706
2017-07-27,8628420712
2017-07-28,8152117233
2017-07-31,8087294866
2017-08-01,8160572324
2017-08-02,7828005398
2017-08-03,8021063317
2017-08-04,8362085335
2017-08-07,8541051435
2017-08-08,8398724064
2017-08-09,8411406701
2017-08-10,8157753961
2017-08-11,7992879680
2017-08-14,8094340776
2017-08-15,7837869672
2017-08-16,7727953484
2017-08-17,7677222936
2017-08-18,7488392563
2017-08-21,7501075200
2017-08-22,7472891562
2017-08-23,7578580204
2017-08-24,7522212928
2017-08-25,7646220935
2017-08-28,7479937472
2017-08-29,7433434469
2017-08-30,7492620109
2017-08-31,7436252833
2017-09-01,7509530291
2017-09-05,7517985383
2017-09-06,7663131117
2017-09-07,7689905573
2017-09-08,7641993389
2017-09-11,7664540299
2017-09-12,7556033294
2017-09-13,7677222936
2017-09-14,7860416582
2017-09-15,7839278854
2017-09-18,7680041300
2017-09-19,7488392563
2017-09-20,7464436471
2017-09-21,7457390561
2017-09-22,7429206924
2017-09-25,7632129116
2017-09-26,7918193039
2017-09-27,7792775851
2017-09-28,7789957487
2017-09-29,7746272849
2017-10-02,7768768573
2017-10-03,7791327611
2017-10-04,7963340272
2017-10-05,8053576423
2017-10-06,7957700513
2017-10-09,8026787566
2017-10-10,8132533054
2017-10-11,8153682152
2017-10-12,8114203836
2017-10-13,8200210167
2017-10-16,8117023716
2017-10-17,8164961671
2017-10-18,8047936663
2017-10-19,8053576423
2017-10-20,8002818588
2017-10-23,8118433656
2017-10-24,7994358949
2017-10-25,7909762558
2017-10-26,8043706844
2017-10-27,7974619791
2017-10-30,7853364964
2017-10-31,7698271581
2017-11-01,7750439355
2017-11-02,7846315265
2017-11-03,7668662844
2017-11-06,7640464047
2017-11-07,8284806558
2017-11-08,8296086077
2017-11-09,8799434603
2017-11-10,9075782814
2017-11-13,9033484618
2017-11-14,9130770468
2017-11-15,9108211431
2017-11-16,9116671070
2017-11-17,9053223776
2017-11-20,8941838528
2017-11-21,8957347867
2017-11-22,9061683415
2017-11-24,9060273476
2017-11-27,8996826182
2017-11-28,9005285821
2017-11-29,9056043656
2017-11-30,9129360528
2017-12-01,9054633716
2017-12-04,9192807822
2017-12-05,9198447581
2017-12-06,9142049987
2017-12-07,9089882212
2017-12-08,9270354513
2017-12-11,8923509310
2017-12-12,9371870182
2017-12-13,9414168378
2017-12-14,9385969581
2017-12-15,9232286137
2017-12-18,9260484934
2017-12-19,9285863852
2017-12-20,9115261130
2017-12-21,9081422573
2017-12-22,9192807822
2017-12-26,9267534634
2017-12-27,9288683731
2017-12-28,9307012949
2017-12-29,9260484934
2018-01-02,9385626497
2018-01-03,9250358497
2018-01-04,9017866624
2018-01-05,9131998998
2018-01-08,9191178748
2018-01-09,8953050707
2018-01-10,8881189582
2018-01-11,8891052874
2018-01-12,8872735333
2018-01-16,8674060458
2018-01-17,8879780541
2018-01-18,8862872041
2018-01-19,8982640582
2018-01-22,9299674956
2018-01-23,9702660870
2018-01-24,9484259413
2018-01-25,9165815998
2018-01-26,9370127039
2018-01-29,9302493039
2018-01-30,9057319790
2018-01-31,9098181998
2018-02-01,8838918333
2018-02-02,8659970042
2018-02-05,8416205835
2018-02-06,8404933501
2018-02-07,8481021751
2018-02-08,8223167127
2018-02-09,8512020668
2018-02-12,8566973292
2018-02-13,8571200417
2018-02-14,8674060458
2018-02-15,8609244542
2018-02-16,8547246709
2018-02-20,8366889377
2018-02-21,8166805461
2018-02-22,8285164960
2018-02-23,8364071293
2018-02-26,8427478168
2018-02-27,8151306003
2018-02-28,8304891544
2018-03-01,8331663335
2018-03-02,8318981960
2018-03-05,8335890460
2018-03-06,8338708543
2018-03-07,8351389918
2018-03-08,8282346877
2018-03-09,8175259711
2018-03-12,8186532044
2018-03-13,8297846335
2018-03-14,8397888293
2018-03-15,8328845252
2018-03-16,8303482502
2018-03-19,8151306003
2018-03-20,8082262961
2018-03-21,8099171461
2018-03-22,8155533128
2018-03-23,8070990628
2018-03-26,8149896961
2018-03-27,7820181213
2018-03-28,8018856087
2018-03-29,7893451379
2018-04-02,7817585963
2018-04-03,7920616072
2018-04-04,8263579312
2018-04-05,8242408742
2018-04-06,8094214749
2018-04-09,8074455550
2018-04-10,8157726460
2018-04-11,8197244858
2018-04-12,8129499033
2018-04-13,8160549203
2018-04-16,8164783317
2018-04-17,8233940514
2018-04-18,8195833487
2018-04-19,8122442176
2018-04-20,8115385320
2018-04-23,7954488984
2018-04-24,7929084300
2018-04-25,7797826764
2018-04-26,7872629446
2018-04-27,8125264919
2018-04-30,8132321776
2018-05-01,8169017431
2018-05-02,8125264919
2018-05-03,8200067601
2018-05-04,8328502395
2018-05-07,8276281655
2018-05-08,8146435489
2018-05-09,8112562577
2018-05-10,8125264919
2018-05-11,8036348523
2018-05-14,7886743159
2018-05-15,7636930428
2018-05-16,7686328426
2018-05-17,7704676254
2018-05-18,7739960538
2018-05-21,7782301679
2018-05-22,7768187965
2018-05-23,7820408705
2018-05-24,7727258196
2018-05-25,7727258196
2018-05-29,7807706363
2018-05-30,7924850186
2018-05-31,7851458875
2018-06-01,7834522419
2018-06-04,7943198014
2018-06-05,7971425441
2018-06-06,8049050866
2018-06-07,8006709725
2018-06-08,8044816752
2018-06-11,8046228123
2018-06-12,8161960574
2018-06-13,7943198014
2018-06-14,7920616072
2018-06-15,7892388645
2018-06-18,7859927103
2018-06-19,7890977273
2018-06-20,8015177953
2018-06-21,8073044179
2018-06-22,8150669604
2018-06-25,8060341836
2018-06-26,8074455550
2018-06-27,8013766582
2018-06-28,8047639494
2018-06-29,8020823438
2018-07-02,7958024109
2018-07-03,8046980021
2018-07-05,8130287938
2018-07-06,8227715842
2018-07-09,8169823899
2018-07-10,8210771859
2018-07-11,8186767882
2018-07-12,8182531887
2018-07-13,8166999902
2018-07-16,8120403948
2018-07-17,8107695961
2018-07-18,8068160000
2018-07-19,8223479846
2018-07-20,8128875940
2018-07-23,8131699937
2018-07-24,8078043990
2018-07-25,8145819923
2018-07-26,8144407924
2018-07-27,7955200112
2018-07-30,8054040014
2018-07-31,8339263731
2018-08-01,8395743675
2018-08-02,8455047616
2018-08-03,8545415527
2018-08-06,8385859685
2018-08-07,8351971719
2018-08-08,8303963766
2018-08-09,8311023759
2018-08-10,8291255779
2018-08-13,8267251803
2018-08-14,8285607784
2018-08-15,8178295891
2018-08-16,8078043990
2018-08-17,8164175905
2018-08-20,8291255779
2018-08-21,8254543815
2018-08-22,8220655849
2018-08-23,8233363836
2018-08-24,8250307819
2018-08-27,8271487798
2018-08-28,8353383717
2018-08-29,8305375765
2018-08-30,8260191810
2018-08-31,8294079776
2018-09-04,8103459965
2018-09-05,8092163976
2018-09-06,8078043990
2018-09-07,7881776185
2018-09-10,7900132167
2018-09-11,8018740049
2018-09-12,8038508029
2018-09-13,8022976045
2018-09-14,7979204088
2018-09-17,8041332027
2018-09-18,8039920028
2018-09-19,7888836178
2018-09-20,8004620063
2018-09-21,8038508029
2018-09-24,7806940259
2018-09-25,7826708239
2018-09-26,7720808344
2018-09-27,7699628365
2018-09-28,7806940259
2018-10-01,7700819955
