,TROW
2013-11-26,20941368000
2013-11-27,21042924000
2013-11-29,20951784000
2013-12-02,21011676000
2013-12-03,20746068000
2013-12-04,20714820000
2013-12-05,20451816000
2013-12-06,20785128000
2013-12-09,20847624000
2013-12-10,20707008000
2013-12-11,20470044000
2013-12-12,20316408000
2013-12-13,20407548000
2013-12-16,20873664000
2013-12-17,20782524000
2013-12-18,21576744000
2013-12-19,21386652000
2013-12-20,21581952000
2013-12-23,21712152000
2013-12-24,21709548000
2013-12-26,21766836000
2013-12-27,21725172000
2013-12-30,21706944000
2013-12-31,21813708000
2014-01-02,21498624000
2014-01-03,21691320000
2014-01-06,21657468000
2014-01-07,21839748000
2014-01-08,21852768000
2014-01-09,21688716000
2014-01-10,21725172000
2014-01-13,21443940000
2014-01-14,21662676000
2014-01-15,21852768000
2014-01-16,21824124000
2014-01-17,21425712000
2014-01-21,21295512000
2014-01-22,21227808000
2014-01-23,20811168000
2014-01-24,20149752000
2014-01-27,19923204000
2014-01-28,21014280000
2014-01-29,20561184000
2014-01-30,20714820000
2014-01-31,20425776000
2014-02-03,19704468000
2014-02-04,20227872000
2014-02-05,19998720000
2014-02-06,20160168000
2014-02-07,20660136000
2014-02-10,20688780000
2014-02-11,20878872000
2014-02-12,21016884000
2014-02-13,20993448000
2014-02-14,21048132000
2014-02-18,21003864000
2014-02-19,20803356000
2014-02-20,20858040000
2014-02-21,20832000000
2014-02-24,21055944000
2014-02-25,20858040000
2014-02-26,20707008000
2014-02-27,20941368000
2014-02-28,21136668000
2014-03-03,20787732000
2014-03-04,21269472000
2014-03-05,21233016000
2014-03-06,21449148000
2014-03-07,21613200000
2014-03-10,21798084000
2014-03-11,21535080000
2014-03-12,21308532000
2014-03-13,21029904000
2014-03-14,20904912000
2014-03-17,21243432000
2014-03-18,21282492000
2014-03-19,21074172000
2014-03-20,21488208000
2014-03-21,21592368000
2014-03-24,21433524000
2014-03-25,21456960000
2014-03-26,21222600000
2014-03-27,21092400000
2014-03-28,21266868000
2014-03-31,21468645000
2014-04-01,21687633000
2014-04-02,21885765000
2014-04-03,21768450000
2014-04-04,21267906000
2014-04-07,20725650000
2014-04-08,20749113000
2014-04-09,20822109000
2014-04-10,20363277000
2014-04-11,20139075000
2014-04-14,20331993000
2014-04-15,20660475000
2014-04-16,20944638000
2014-04-17,21020241000
2014-04-21,21015027000
2014-04-22,21174054000
2014-04-23,21163626000
2014-04-24,21330474000
2014-04-25,21207945000
2014-04-28,21114093000
2014-04-29,21325260000
2014-04-30,21411291000
2014-05-01,21210552000
2014-05-02,21309618000
2014-05-05,21220980000
2014-05-06,20936817000
2014-05-07,21278334000
2014-05-08,21207945000
2014-05-09,21158412000
2014-05-12,21330474000
2014-05-13,21200124000
2014-05-14,21124521000
2014-05-15,20603121000
2014-05-16,20788218000
2014-05-19,20910747000
2014-05-20,20754327000
2014-05-21,20962887000
2014-05-22,21074988000
2014-05-23,21064560000
2014-05-27,21119307000
2014-05-28,21176661000
2014-05-29,21283548000
2014-05-30,21254871000
2014-06-02,21307011000
2014-06-03,21374793000
2014-06-04,21489501000
2014-06-05,21854481000
2014-06-06,22005687000
2014-06-09,22026543000
2014-06-10,21789306000
2014-06-11,21518178000
2014-06-12,21403470000
2014-06-13,21335688000
2014-06-16,21270513000
2014-06-17,21567711000
2014-06-18,21768450000
2014-06-19,21771057000
2014-06-20,21700668000
2014-06-23,21760629000
2014-06-24,21606816000
2014-06-25,21778878000
2014-06-26,21737166000
2014-06-27,21841446000
2014-06-30,21921277000
2014-07-01,22090082000
2014-07-02,22038142000
2014-07-03,22238111000
2014-07-07,22118649000
2014-07-08,21949844000
2014-07-09,21817397000
2014-07-10,21188923000
2014-07-11,21186326000
2014-07-14,21404474000
2014-07-15,21342146000
2014-07-16,21272027000
2014-07-17,20879880000
2014-07-18,21098028000
2014-07-21,21103222000
2014-07-22,21287609000
2014-07-23,21360325000
2014-07-24,20861701000
2014-07-25,20851313000
2014-07-28,20840925000
2014-07-29,20609792000
2014-07-30,20705881000
2014-07-31,20168302000
2014-08-01,20168302000
2014-08-04,20144929000
2014-08-05,20022870000
2014-08-06,20178690000
2014-08-07,19947557000
2014-08-08,20285167000
2014-08-11,20357883000
2014-08-12,20347495000
2014-08-13,20402032000
2014-08-14,20399435000
2014-08-15,20191675000
2014-08-18,20469554000
2014-08-19,20435793000
2014-08-20,20643553000
2014-08-21,20718866000
2014-08-22,20695493000
2014-08-25,20962984000
2014-08-26,21012327000
2014-08-27,20947402000
2014-08-28,20983760000
2014-08-29,21035700000
2014-09-02,20960387000
2014-09-03,20944805000
2014-09-04,21027909000
2014-09-05,21079849000
2014-09-08,21038297000
2014-09-09,20879880000
2014-09-10,20820149000
2014-09-11,20708478000
2014-09-12,20651344000
2014-09-15,20511106000
2014-09-16,20537076000
2014-09-17,20594210000
2014-09-18,20830537000
2014-09-19,20794179000
2014-09-22,20565643000
2014-09-23,20526688000
2014-09-24,20695493000
2014-09-25,20443584000
2014-09-26,20568240000
2014-09-29,20391644000
2014-09-30,20282080000
2014-10-01,19940596000
2014-10-02,20033728000
2014-10-03,20150143000
2014-10-06,20214818000
2014-10-07,19762093000
2014-10-08,20062185000
2014-10-09,19653439000
2014-10-10,19493045000
2014-10-13,19128278000
2014-10-14,19203301000
2014-10-15,19270563000
2014-10-16,19513741000
2014-10-17,19762093000
2014-10-20,19720701000
2014-10-21,20098403000
2014-10-22,19917313000
2014-10-23,20002684000
2014-10-24,20137208000
2014-10-27,20214818000
2014-10-28,20649434000
2014-10-29,20716696000
2014-10-30,20918482000
2014-10-31,21236683000
2014-11-03,21259966000
2014-11-04,21446230000
2014-11-05,21497970000
2014-11-06,21329815000
2014-11-07,21531601000
2014-11-10,21472100000
2014-11-11,21516079000
2014-11-12,21397077000
2014-11-13,21386729000
2014-11-14,21244444000
2014-11-17,21174595000
2014-11-18,21218574000
2014-11-19,21218574000
2014-11-20,21221161000
2014-11-21,21433295000
2014-11-24,21544536000
2014-11-25,21536775000
2014-11-26,21500557000
2014-11-28,21593689000
2014-12-01,21371207000
2014-12-02,21536775000
2014-12-03,21663538000
2014-12-04,21640255000
2014-12-05,21857563000
2014-12-08,21937760000
2014-12-09,21919651000
2014-12-10,21717865000
2014-12-11,21785127000
2014-12-12,21213400000
2014-12-15,21322054000
2014-12-16,21109920000
2014-12-17,21730800000
2014-12-18,22349093000
2014-12-19,22434464000
2014-12-22,22563814000
2014-12-23,22659533000
2014-12-24,22594858000
2014-12-26,22556053000
2014-12-29,22574162000
2014-12-30,22483617000
2014-12-31,22211982000
2015-01-02,22186112000
2015-01-05,21676473000
2015-01-06,21293597000
2015-01-07,21606624000
2015-01-08,21862737000
2015-01-09,21697169000
2015-01-12,21453991000
2015-01-13,21487622000
2015-01-14,21153899000
2015-01-15,20962461000
2015-01-16,21084050000
2015-01-20,21047832000
2015-01-21,21009027000
2015-01-22,21513492000
2015-01-23,21257379000
2015-01-26,21451404000
2015-01-27,21205639000
2015-01-28,20496801000
2015-01-29,20486453000
2015-01-30,20364864000
2015-02-02,20698587000
2015-02-03,21019375000
2015-02-04,20970222000
2015-02-05,21148725000
2015-02-06,21293597000
2015-02-09,21071115000
2015-02-10,21270314000
2015-02-11,21239270000
2015-02-12,21285836000
2015-02-13,21329815000
2015-02-17,21342750000
2015-02-18,21138377000
2015-02-19,21464339000
2015-02-20,21609211000
2015-02-23,21495383000
2015-02-24,21735974000
2015-02-25,21606624000
2015-02-26,21554884000
2015-02-27,21368620000
2015-03-02,21572993000
2015-03-03,21433295000
2015-03-04,21324641000
2015-03-05,21472100000
2015-03-06,21247031000
2015-03-09,21397077000
2015-03-10,20996092000
2015-03-11,21130616000
2015-03-12,21453991000
2015-03-13,21262553000
2015-03-16,21609211000
2015-03-17,21616972000
2015-03-18,21699756000
2015-03-19,21428121000
2015-03-20,21728213000
2015-03-23,21549710000
2015-03-24,21521253000
2015-03-25,21104746000
2015-03-26,20996092000
2015-03-27,21009027000
2015-03-30,21146138000
2015-03-31,20868546000
2015-04-01,21028320000
2015-04-02,21121092000
2015-04-06,21162324000
2015-04-07,20371185000
2015-04-08,20773197000
2015-04-09,20987088000
2015-04-10,20868546000
2015-04-13,20976780000
2015-04-14,21149439000
2015-04-15,21334983000
2015-04-16,21404562000
2015-04-17,21239634000
2015-04-20,21389100000
2015-04-21,21337560000
2015-04-22,21283443000
2015-04-23,21149439000
2015-04-24,21278289000
2015-04-27,21234480000
2015-04-28,21332406000
2015-04-29,21115938000
2015-04-30,20920086000
2015-05-01,20999973000
2015-05-04,21110784000
2015-05-05,20974203000
2015-05-06,20775774000
2015-05-07,20809275000
2015-05-08,21048936000
2015-05-11,21041205000
2015-05-12,20907201000
2015-05-13,20920086000
2015-05-14,21126246000
2015-05-15,21015435000
2015-05-18,21164901000
2015-05-19,21118515000
2015-05-20,21077283000
2015-05-21,21051513000
2015-05-22,21020589000
2015-05-26,20788659000
2015-05-27,20943279000
2015-05-28,20945856000
2015-05-29,20793813000
2015-06-01,20824737000
2015-06-02,20688156000
2015-06-03,20608269000
2015-06-04,20409840000
2015-06-05,20414994000
2015-06-08,20257797000
2015-06-09,20126370000
2015-06-10,20324799000
2015-06-11,20350569000
2015-06-12,20185641000
2015-06-15,20108331000
2015-06-16,20301606000
2015-06-17,20293875000
2015-06-18,20525805000
2015-06-19,20319645000
2015-06-22,20376339000
2015-06-23,20345415000
2015-06-24,20288721000
2015-06-25,20116062000
2015-06-26,20461380000
2015-06-29,19964019000
2015-06-30,19642371000
2015-07-01,19629736000
2015-07-02,19543818000
2015-07-06,19440211000
2015-07-07,19513494000
2015-07-08,19147079000
2015-07-09,19359347000
2015-07-10,19566561000
2015-07-13,19788937000
2015-07-14,19733343000
2015-07-15,19758613000
2015-07-16,20092177000
2015-07-17,20069434000
2015-07-20,20051745000
2015-07-21,19980989000
2015-07-22,19897598000
2015-07-23,19528656000
2015-07-24,19417468000
2015-07-27,19364401000
2015-07-28,19498332000
2015-07-29,19599412000
2015-07-30,19584250000
2015-07-31,19490751000
2015-08-03,19518548000
2015-08-04,19470535000
2015-08-05,19326496000
2015-08-06,19177403000
2015-08-07,19164768000
2015-08-10,19430103000
2015-08-11,19250686000
2015-08-12,19071269000
2015-08-13,19162241000
2015-08-14,19222889000
2015-08-17,19263321000
2015-08-18,19291118000
2015-08-19,19071269000
2015-08-20,18682111000
2015-08-21,18217143000
2015-08-24,17600555000
2015-08-25,17266991000
2015-08-26,17893687000
2015-08-27,18421830000
2015-08-28,18295480000
2015-08-31,18164076000
2015-09-01,17532326000
2015-09-02,17666257000
2015-09-03,17779972000
2015-09-04,17547488000
2015-09-08,17979605000
2015-09-09,17802715000
2015-09-10,17921484000
2015-09-11,17941700000
2015-09-14,17835566000
2015-09-15,17929065000
2015-09-16,18113536000
2015-09-17,17956862000
2015-09-18,17580339000
2015-09-21,17744594000
2015-09-22,17451462000
2015-09-23,17403449000
2015-09-24,17274572000
2015-09-25,17466624000
2015-09-28,17461570000
2015-09-29,17251829000
2015-09-30,17145650000
2015-10-01,16921153000
2015-10-02,16958157999
2015-10-05,17454025000
2015-10-06,17424421000
2015-10-07,17757466000
2015-10-08,17772268000
2015-10-09,17639050000
2015-10-12,17328208000
2015-10-13,17059305000
2015-10-14,17017366000
2015-10-15,17318340000
2015-10-16,17466360000
2015-10-19,17333142000
2015-10-20,17404685000
2015-10-21,17180188000
2015-10-22,18317475000
2015-10-23,18352013000
2015-10-26,18302673000
2015-10-27,18243465000
2015-10-28,18561708000
2015-10-29,18596246000
2015-10-30,18655454000
2015-11-02,18796073000
2015-11-03,18916956000
2015-11-04,18796073000
2015-11-05,18914489000
2015-11-06,18978631000
2015-11-09,18633251000
2015-11-10,18788672000
2015-11-11,18842946000
2015-11-12,18564175000
2015-11-13,18344612000
2015-11-16,18586378000
2015-11-17,18438358000
2015-11-18,18870083000
2015-11-19,18842946000
2015-11-20,18840479000
2015-11-23,18786205000
2015-11-24,18655454000
2015-11-25,18751667000
2015-11-27,18736865000
2015-11-30,18786205000
2015-12-01,18870083000
2015-12-02,18635718000
2015-12-03,18544439000
2015-12-04,18756601000
2015-12-07,18541972000
2015-12-08,18282937000
2015-12-09,18051039000
2015-12-10,18092978000
2015-12-11,17466360000
2015-12-14,17278868000
2015-12-15,17606979000
2015-12-16,17794471000
2015-12-17,17518167000
2015-12-18,17246797000
2015-12-21,17365213000
2015-12-22,17493497000
2015-12-23,17947425000
2015-12-24,17873415000
2015-12-28,17940024000
2015-12-29,18033770000
2015-12-30,17784603000
2015-12-31,17636583000
2016-01-04,17315873000
2016-01-05,17387416000
2016-01-06,16997630000
2016-01-07,16543702000
2016-01-08,16124312000
2016-01-11,16037967000
2016-01-12,16457356999
2016-01-13,16003429000
2016-01-14,16178586000
2016-01-15,16023165000
2016-01-19,16173652000
2016-01-20,16057703000
2016-01-21,16173652000
2016-01-22,16634981000
2016-01-25,16136647000
2016-01-26,16442555000
2016-01-27,16338941000
2016-01-28,16879214000
2016-01-29,17503365000
2016-02-01,17308472000
2016-02-02,16787935000
2016-02-03,16933488000
2016-02-04,17214726000
2016-02-05,16933488000
2016-02-08,16274799000
2016-02-09,16403082999
2016-02-10,16427753000
2016-02-11,16153916000
2016-02-12,16664585000
2016-02-16,16891549000
2016-02-17,17333142000
2016-02-18,17128381000
2016-02-19,16987762000
2016-02-22,17241863000
2016-02-23,16923619999
2016-02-24,17012431999
2016-02-25,17180188000
2016-02-26,17199924000
2016-02-29,17049437000
2016-03-01,17614380000
2016-03-02,17680989000
2016-03-03,17846278000
2016-03-04,17954826000
2016-03-07,17900552000
2016-03-08,17754999000
2016-03-09,17643984000
2016-03-10,17592177000
2016-03-11,17917821000
2016-03-14,17680989000
2016-03-15,17417020000
2016-03-16,17594644000
2016-03-17,18060907000
2016-03-18,18142318000
2016-03-21,18097912000
2016-03-22,18031303000
2016-03-23,18033770000
2016-03-24,17888217000
2016-03-28,17959760000
2016-03-29,18231130000
2016-03-30,18231130000
2016-03-31,18137274000
2016-04-01,18258255000
2016-04-04,18031107000
2016-04-05,17860746000
2016-04-06,18110115000
2016-04-07,17648412000
2016-04-08,17727420000
2016-04-11,17823711000
2016-04-12,18280476000
2016-04-13,18887850000
2016-04-14,18915009000
2016-04-15,18895257000
2016-04-18,18912540000
2016-04-19,19189068000
2016-04-20,19342146000
2016-04-21,19166847000
2016-04-22,19154502000
2016-04-25,19003893000
2016-04-26,19139688000
2016-04-27,19124874000
2016-04-28,18707613000
2016-04-29,18589101000
2016-05-02,18687861000
2016-05-03,18500217000
2016-05-04,18342201000
2016-05-05,18354546000
2016-05-06,18539721000
2016-05-09,18527376000
2016-05-10,18729834000
2016-05-11,18603915000
2016-05-12,18668109000
2016-05-13,18302697000
2016-05-16,18453306000
2016-05-17,18290352000
2016-05-18,18376767000
2016-05-19,18206406000
2016-05-20,18487872000
2016-05-23,18396519000
2016-05-24,18905133000
2016-05-25,19100184000
2016-05-26,18927354000
2016-05-27,19043397000
2016-05-31,19026114000
2016-06-01,19016238000
2016-06-02,18996486000
2016-06-03,18759462000
2016-06-06,18865629000
2016-06-07,18633543000
2016-06-08,18537252000
2016-06-09,18361953000
2016-06-10,17981727000
2016-06-13,17707668000
2016-06-14,17564466000
2016-06-15,17668164000
2016-06-16,17589156000
2016-06-17,17621253000
2016-06-20,17828649000
2016-06-21,17739765000
2016-06-22,17776800000
2016-06-23,18152088000
2016-06-24,17184240000
2016-06-27,16695378000
2016-06-28,17129921999
2016-06-29,17613846000
2016-06-30,17921432000
2016-07-01,17766704000
2016-07-05,17523560000
2016-07-06,17673376000
2016-07-07,17582504000
2016-07-08,17987744000
2016-07-11,18012304000
2016-07-12,18289832000
2016-07-13,18147384000
2016-07-14,18206328000
2016-07-15,18334040000
2016-07-18,18319304000
2016-07-19,18194048000
2016-07-20,18191592000
2016-07-21,18144928000
2016-07-22,18203872000
2016-07-25,18098264000
2016-07-26,17327080000
2016-07-27,17359008000
2016-07-28,17300064000
2016-07-29,17361464000
2016-08-01,17152704000
2016-08-02,16946400000
2016-08-03,16970959999
2016-08-04,16958680000
2016-08-05,17152704000
2016-08-08,17113408000
2016-08-09,16894824000
2016-08-10,16892368000
2016-08-11,16948856000
2016-08-12,16880088000
2016-08-15,16857984000
2016-08-16,16857984000
2016-08-17,16948856000
2016-08-18,16975872000
2016-08-19,16941488000
2016-08-22,16958680000
2016-08-23,17079024000
2016-08-24,16939032000
2016-08-25,16875175999
2016-08-26,16916927999
2016-08-29,16934120000
2016-08-30,17167440000
2016-08-31,17079024000
2016-09-01,16885000000
2016-09-02,17012711999
2016-09-06,16966048000
2016-09-07,17029904000
2016-09-08,16907104000
2016-09-09,16573088000
2016-09-12,16848159999
2016-09-13,16538704000
2016-09-14,16452743999
2016-09-15,16651680000
2016-09-16,16460111999
2016-09-19,16366784000
2016-09-20,16364327999
2016-09-21,16413448000
2016-09-22,16410991999
2016-09-23,16189952000
2016-09-26,16013120000
2016-09-27,16101536000
2016-09-28,16295559999
2016-09-29,16096624000
2016-09-30,16099650000
2016-10-03,16087545000
2016-10-04,16111755000
2016-10-05,16361118000
2016-10-06,16303014000
2016-10-07,16119018000
2016-10-10,16169859000
2016-10-11,15966495000
2016-10-12,16017336000
2016-10-13,15898707000
2016-10-14,15954390000
2016-10-17,15748605000
2016-10-18,15787340999
2016-10-19,15949547999
2016-10-20,15949547999
2016-10-21,15968915999
2016-10-24,16169859000
2016-10-25,15988284000
2016-10-26,16063334999
2016-10-27,15453243000
2016-10-28,15494400000
2016-10-31,15496821000
2016-11-01,15450822000
2016-11-02,15303141000
2016-11-03,15419349000
2016-11-04,15421770000
2016-11-07,15574293000
2016-11-08,15438717000
2016-11-09,16547534999
2016-11-10,17017209000
2016-11-11,17068050000
2016-11-14,17728983000
2016-11-15,17823402000
2016-11-16,17552250000
2016-11-17,17716878000
2016-11-18,17787087000
2016-11-21,17850033000
2016-11-22,17927505000
2016-11-23,17983188000
2016-11-25,18019503000
2016-11-28,17709615000
2016-11-29,17765298000
2016-11-30,17929926000
2016-12-01,18295497000
2016-12-02,18273708000
2016-12-05,18297918000
2016-12-06,18421389000
2016-12-07,18726435000
2016-12-08,19031481000
2016-12-09,18544860000
2016-12-12,18406863000
2016-12-13,18506124000
2016-12-14,18329391000
2016-12-15,18399600000
2016-12-16,18583596000
2016-12-19,18552123000
2016-12-20,18803907000
2016-12-21,18743382000
2016-12-22,18537597000
2016-12-23,18542439000
2016-12-27,18617490000
2016-12-28,18416547000
2016-12-29,18288234000
2016-12-30,18220446000
2017-01-03,18360864000
2017-01-04,18634437000
2017-01-05,18489177000
2017-01-06,18307602000
2017-01-09,17632143000
2017-01-10,17789508000
2017-01-11,17920242000
2017-01-12,17801613000
2017-01-13,17837928000
2017-01-17,17685405000
2017-01-18,17743509000
2017-01-19,17612775000
2017-01-20,17842770000
2017-01-23,17782245000
2017-01-24,17876664000
2017-01-25,17958978000
2017-01-26,17009946000
2017-01-27,16799319000
2017-01-30,16453115999
2017-01-31,16327224000
2017-02-01,16165016999
2017-02-02,16087545000
2017-02-03,16392590999
2017-02-06,16300593000
2017-02-07,16353855000
2017-02-08,16358696999
2017-02-09,16571745000
2017-02-10,16801740000
2017-02-13,16903421999
2017-02-14,16913106000
2017-02-15,17322255000
2017-02-16,17266572000
2017-02-17,17213310000
2017-02-21,17237520000
2017-02-22,17300466000
2017-02-23,17421516000
2017-02-24,17419095000
2017-02-27,17450568000
2017-02-28,17239941000
2017-03-01,17559513000
2017-03-02,17360991000
2017-03-03,17264151000
2017-03-06,17206047000
2017-03-07,17164890000
2017-03-08,17261730000
2017-03-09,17121312000
2017-03-10,17273835000
2017-03-13,17406990000
2017-03-14,17232678000
2017-03-15,17370675000
2017-03-16,17416674000
2017-03-17,16792056000
2017-03-20,16767846000
2017-03-21,16608059999
2017-03-22,16654059000
2017-03-23,16511220000
2017-03-24,16421643000
2017-03-27,16373222999
2017-03-28,16557219000
2017-03-29,16443432000
2017-03-30,16513640999
2017-03-31,16342370000
2017-04-03,16354360000
2017-04-04,16368748000
2017-04-05,16510229999
2017-04-06,16625334000
2017-04-07,16714060000
2017-04-10,16848348000
2017-04-11,16783601999
2017-04-12,16893910000
2017-04-13,16848348000
2017-04-17,17138506000
2017-04-18,17088148000
2017-04-19,17217640000
2017-04-20,17337540000
2017-04-21,17215242000
2017-04-24,17416674000
2017-04-25,16687682000
2017-04-26,16824368000
2017-04-27,16910695999
2017-04-28,16999422000
2017-05-01,16934676000
2017-05-02,17116923999
2017-05-03,17232028000
2017-05-04,17212844000
2017-05-05,17241620000
2017-05-08,17037790000
2017-05-09,17150495999
2017-05-10,17277590000
2017-05-11,17085750000
2017-05-12,17088148000
2017-05-15,17277590000
2017-05-16,17224834000
2017-05-17,16601354000
2017-05-18,16716457999
2017-05-19,16937073999
2017-05-22,17097740000
2017-05-23,17040188000
2017-05-24,16469464000
2017-05-25,16704468000
2017-05-26,16714060000
2017-05-30,16733244000
2017-05-31,16891512000
2017-06-01,17217640000
2017-06-02,17152894000
2017-06-05,17236824000
2017-06-06,17040188000
2017-06-07,17241620000
2017-06-08,17256008000
2017-06-09,17570146000
2017-06-12,17726016000
2017-06-13,17591728000
2017-06-14,17562952000
2017-06-15,17565350000
2017-06-16,17589330000
2017-06-19,17752394000
2017-06-20,17586932000
2017-06-21,17514992000
2017-06-22,17553360000
2017-06-23,17682852000
2017-06-26,17704434000
2017-06-27,17766782000
2017-06-28,17994592000
2017-06-29,17752394000
2017-06-30,17832663000
2017-07-03,18046530000
2017-07-05,18096993000
2017-07-06,17837469000
2017-07-07,18301248000
2017-07-10,18515115000
2017-07-11,18060948000
2017-07-12,18161874000
2017-07-13,19029357000
2017-07-14,19279269000
2017-07-17,19262448000
2017-07-18,19250433000
2017-07-19,19418643000
2017-07-20,19483524000
2017-07-21,19423449000
2017-07-24,19488330000
2017-07-25,20144349000
2017-07-26,20406276000
2017-07-27,19865601000
2017-07-28,19788705000
2017-07-31,19877616000
2017-08-01,19980945000
2017-08-02,19851183000
2017-08-03,19860795000
2017-08-04,19894437000
2017-08-07,20033811000
2017-08-08,19990557000
2017-08-09,19988154000
2017-08-10,19908855000
2017-08-11,19894437000
2017-08-14,20146752000
2017-08-15,20161170000
2017-08-16,20218842000
2017-08-17,19851183000
2017-08-18,19776690000
2017-08-21,19793511000
2017-08-22,20091483000
2017-08-23,19908855000
2017-08-24,19815138000
2017-08-25,20161170000
2017-08-28,20218842000
2017-08-29,20192409000
2017-08-30,20141946000
2017-08-31,20271708000
2017-09-01,20252484000
2017-09-05,19892034000
2017-09-06,19892034000
2017-09-07,19764675000
2017-09-08,19735839000
2017-09-11,20029005000
2017-09-12,20391858000
2017-09-13,20250081000
2017-09-14,20250081000
2017-09-15,20358216000
2017-09-18,20509605000
2017-09-19,20449530000
2017-09-20,20598516000
2017-09-21,20658591000
2017-09-22,20831607000
2017-09-25,20982996000
2017-09-26,20800368000
2017-09-27,21168027000
2017-09-28,21658239000
2017-09-29,21783195000
2017-10-02,22153124000
2017-10-03,22211756000
2017-10-04,22331463000
2017-10-05,22414525000
2017-10-06,22407196000
2017-10-09,22470714000
2017-10-10,22519574000
2017-10-11,22683255000
2017-10-12,23076578000
2017-10-13,23193842000
2017-10-16,23164526000
2017-10-17,23142539000
2017-10-18,23394168000
2017-10-19,23362409000
2017-10-20,23662898000
2017-10-23,23484559000
2017-10-24,23570064000
2017-10-25,23245145000
2017-10-26,23225601000
2017-10-27,22959314000
2017-10-30,22578206000
2017-10-31,22695470000
2017-11-01,22614851000
2017-11-02,23118109000
2017-11-03,23103451000
2017-11-06,23196285000
2017-11-07,22905568000
2017-11-08,22839607000
2017-11-09,22651496000
2017-11-10,22859151000
2017-11-13,22820063000
2017-11-14,23081464000
2017-11-15,23049705000
2017-11-16,23337979000
2017-11-17,23447914000
2017-11-20,23526090000
2017-11-21,23875439000
2017-11-22,23872996000
2017-11-24,23912084000
2017-11-27,23934071000
2017-11-28,24368925000
2017-11-29,24740261000
2017-11-30,25143356000
2017-12-01,25111597000
2017-12-04,25118926000
2017-12-05,24830652000
2017-12-06,24867297000
2017-12-07,25099382000
2017-12-08,25101825000
2017-12-11,24881955000
2017-12-12,25074952000
2017-12-13,24894170000
2017-12-14,24818437000
2017-12-15,25057851000
2017-12-18,25270392000
2017-12-19,25197102000
2017-12-20,25348568000
2017-12-21,25553780000
2017-12-22,25710132000
2017-12-26,25739448000
2017-12-27,25656386000
2017-12-28,25734562000
2017-12-29,25634399000
2018-01-02,25182444000
2018-01-03,25526907000
2018-01-04,25727233000
2018-01-05,26196289000
2018-01-08,26843684000
2018-01-09,27300525000
2018-01-10,27427561000
2018-01-11,27620558000
2018-01-12,28180005000
2018-01-16,27965021000
2018-01-17,28431634000
2018-01-18,28287497000
2018-01-19,28668605000
2018-01-22,28680820000
2018-01-23,28846944000
2018-01-24,28756553000
2018-01-25,28668605000
2018-01-26,29313557000
2018-01-29,28717465000
2018-01-30,27486193000
2018-01-31,27271209000
2018-02-01,27400688000
2018-02-02,26846127000
2018-02-05,25712575000
2018-02-06,26132771000
2018-02-07,26022836000
2018-02-08,24916157000
2018-02-09,25263063000
2018-02-12,25634399000
2018-02-13,25829839000
2018-02-14,26462576000
2018-02-15,26765508000
2018-02-16,26992707000
2018-02-20,26851013000
2018-02-21,26860785000
2018-02-22,26975606000
2018-02-23,27434890000
2018-02-26,27886845000
2018-02-27,27456877000
2018-02-28,27337170000
2018-03-01,26892544000
2018-03-02,26953619000
2018-03-05,27324955000
2018-03-06,27693848000
2018-03-07,27627887000
2018-03-08,27891731000
2018-03-09,28729680000
2018-03-12,28605087000
2018-03-13,28575771000
2018-03-14,28216650000
2018-03-15,28194663000
2018-03-16,28226422000
2018-03-19,27693848000
2018-03-20,27361600000
2018-03-21,27503294000
2018-03-22,26296452000
2018-03-23,25565995000
2018-03-26,26467462000
2018-03-27,25920230000
2018-03-28,25844497000
2018-03-29,26377071000
2018-04-02,25351074000
2018-04-03,25779768000
2018-04-04,26053454000
2018-04-05,26043766000
2018-04-06,25280836000
2018-04-09,25414046000
2018-04-10,25852428000
2018-04-11,25721640000
2018-04-12,26169710000
2018-04-13,25942042000
2018-04-16,26145490000
2018-04-17,26455506000
2018-04-18,26370736000
2018-04-19,26358626000
2018-04-20,26264168000
2018-04-23,26307764000
2018-04-24,26005014000
2018-04-25,26884200000
2018-04-26,27199060000
2018-04-27,27615644000
2018-04-30,27567204000
2018-05-01,26944750000
2018-05-02,26787320000
2018-05-03,26506368000
2018-05-04,27119134000
2018-05-07,27482434000
2018-05-08,27651974000
2018-05-09,28255052000
2018-05-10,28480298000
2018-05-11,28632884000
2018-05-14,28582022000
2018-05-15,28371308000
2018-05-16,29245650000
2018-05-17,29216586000
2018-05-18,29206898000
2018-05-21,29533868000
2018-05-22,29708252000
2018-05-23,29439410000
2018-05-24,29398236000
2018-05-25,29398236000
2018-05-29,28756406000
2018-05-30,29618638000
2018-05-31,29407924000
2018-06-01,29766380000
2018-06-04,29836618000
2018-06-05,29674344000
2018-06-06,30563218000
2018-06-07,30328284000
2018-06-08,30512356000
2018-06-11,30483292000
2018-06-12,30575328000
2018-06-13,30352504000
2018-06-14,29950452000
2018-06-15,30199918000
2018-06-18,29962562000
2018-06-19,29773646000
2018-06-20,30139368000
2018-06-21,29952874000
2018-06-22,29790600000
2018-06-25,29001028000
2018-06-26,28737030000
2018-06-27,27998320000
2018-06-28,28017696000
2018-06-29,28116998000
2018-07-02,28291056000
2018-07-03,28099244000
2018-07-05,28040972000
2018-07-06,28043400000
2018-07-09,28613980000
2018-07-10,28830072000
2018-07-11,28740236000
2018-07-12,29111720000
2018-07-13,28949044000
2018-07-16,29228264000
