,BWA
2014-01-07,11278253700
2014-01-08,11257785000
2014-01-09,11262333600
2014-01-10,11353305600
2014-01-13,11116778400
2014-01-14,11357854200
2014-01-15,11194104600
2014-01-16,11389694400
2014-01-17,11164538700
2014-01-21,11223670500
2014-01-22,11353305600
2014-01-23,11130424200
2014-01-24,10743793200
2014-01-27,10739244600
2014-01-28,10802925000
2014-01-29,10791553500
2014-01-30,10846136700
2014-01-31,10741518900
2014-02-03,10266190200
2014-02-04,10439037000
2014-02-05,10491345900
2014-02-06,10691484300
2014-02-07,10784730600
2014-02-10,10782456300
2014-02-11,10937108700
2014-02-12,11091761100
2014-02-13,11389694400
2014-02-14,11594381400
2014-02-18,11623947300
2014-02-19,11855925900
2014-02-20,12087904500
2014-02-21,12235734000
2014-02-24,12263025600
2014-02-25,12203893800
2014-02-26,12176602200
2014-02-27,12281220000
2014-02-28,12292591500
2014-03-03,12162956400
2014-03-04,12406306500
2014-03-05,12292591500
2014-03-06,12372192000
2014-03-07,12265299900
2014-03-10,12315334500
2014-03-11,12233459700
2014-03-12,12278945700
2014-03-13,12142487700
2014-03-14,12228911100
2014-03-17,12274397100
2014-03-18,12438146700
2014-03-19,12283494300
2014-03-20,12488181300
2014-03-21,12351723300
2014-03-24,12149310600
2014-03-25,11978738100
2014-03-26,12012852600
2014-03-27,11930977800
2014-03-28,12006029700
2014-03-31,12310549460
2014-04-01,12631575440
2014-04-02,12736307320
2014-04-03,12656620020
2014-04-04,12435772360
2014-04-07,12069210780
2014-04-08,12117023160
2014-04-09,12440325920
2014-04-10,12096532140
2014-04-11,11868854140
2014-04-14,12087425020
2014-04-15,12203540800
2014-04-16,12428942020
2014-04-17,12533673900
2014-04-21,12642959340
2014-04-22,12695325280
2014-04-23,12715816300
2014-04-24,12765905460
2014-04-25,12344701160
2014-04-28,12280951320
2014-04-29,12246799620
2014-04-30,12444879480
2014-05-01,12148898080
2014-05-02,12146621300
2014-05-05,12117023160
2014-05-06,12048719760
2014-05-07,12000907380
2014-05-08,11980416360
2014-05-09,11839256000
2014-05-12,12237692500
2014-05-13,12185326560
2014-05-14,12085148240
2014-05-15,11827872100
2014-05-16,11959925340
2014-05-19,12010014500
2014-05-20,11893898720
2014-05-21,12112469600
2014-05-22,12228585380
2014-05-23,12451709820
2014-05-27,12488138300
2014-05-28,12542781020
2014-05-29,12583763060
2014-05-30,12595146960
2014-06-02,12679387820
2014-06-03,12777289360
2014-06-04,12895681920
2014-06-05,13048226180
2014-06-06,13248582820
2014-06-09,13198493660
2014-06-10,13232645360
2014-06-11,13232645360
2014-06-12,12911619380
2014-06-13,13041395840
2014-06-16,13045949400
2014-06-17,13032288720
2014-06-18,13007244140
2014-06-19,13034565500
2014-06-20,12950324640
2014-06-23,12936663960
2014-06-24,12754521560
2014-06-25,12923003280
2014-06-26,13030011940
2014-06-27,13089208220
2014-06-30,13020595180
2014-07-01,13197715240
2014-07-02,13306712200
2014-07-03,13383918380
2014-07-07,13329419900
2014-07-08,13295358350
2014-07-09,13458853790
2014-07-10,13213610630
2014-07-11,13220422940
2014-07-14,13163653690
2014-07-15,13056927500
2014-07-16,13018324410
2014-07-17,12816225880
2014-07-18,13018324410
2014-07-21,12947930540
2014-07-22,13122779830
2014-07-23,13077364430
2014-07-24,13095530590
2014-07-25,13150029070
2014-07-28,13081905970
2014-07-29,12888890520
2014-07-30,12882078210
2014-07-31,12434736520
2014-08-01,12166785660
2014-08-04,12387050350
2014-08-05,12262158000
2014-08-06,12139536420
2014-08-07,12134994880
2014-08-08,12368884190
2014-08-11,12350718030
2014-08-12,12316656480
2014-08-13,12430194980
2014-08-14,12468798070
2014-08-15,12416570360
2014-08-18,12468798070
2014-08-19,12561899640
2014-08-20,12727665850
2014-08-21,12525567320
2014-08-22,12430194980
2014-08-25,12466527300
2014-08-26,12348447260
2014-08-27,12377967270
2014-08-28,12373425730
2014-08-29,12421111900
2014-09-02,12521025780
2014-09-03,12536921170
2014-09-04,12593690420
2014-09-05,12620939660
2014-09-08,12489235000
2014-09-09,12348447260
2014-09-10,12253074920
2014-09-11,12221284140
2014-09-12,12023727150
2014-09-15,11721714740
2014-09-16,11655862410
2014-09-17,11542323910
2014-09-18,11653591640
2014-09-19,11544594680
2014-09-22,11356120770
2014-09-23,11249394580
2014-09-24,11351579230
2014-09-25,11249394580
2014-09-26,11249394580
2014-09-29,10847468290
2014-09-30,10479184241
2014-10-01,10624099494
2014-10-02,10762221844
2014-10-03,10807507861
2014-10-06,10766750446
2014-10-07,10461069834
2014-10-08,10651271104
2014-10-09,10241432654
2014-10-10,10329740386
2014-10-13,10005945367
2014-10-14,10445219728
2014-10-15,10427105322
2014-10-16,10859586780
2014-10-17,10950158813
2014-10-20,10873172585
2014-10-21,11242253620
2014-10-22,11097338367
2014-10-23,11258103726
2014-10-24,11212817710
2014-10-27,11009030635
2014-10-28,11375847369
2014-10-29,11323768450
2014-10-30,10827886569
2014-10-31,11357732963
2014-11-03,11366790166
2014-11-04,11095074067
2014-11-05,11416604784
2014-11-06,11701906689
2014-11-07,11489062411
2014-11-10,11203760506
2014-11-11,11054316652
2014-11-12,11004502033
2014-11-13,11013559237
2014-11-14,10990916228
2014-11-17,11147152986
2014-11-18,11400754679
2014-11-19,11371318768
2014-11-20,11489062411
2014-11-21,11595484550
2014-11-24,11577370143
2014-11-25,11389433174
2014-11-26,11341882857
2014-11-28,11264896629
2014-12-01,11316975548
2014-12-02,11403018979
2014-12-03,11701906689
2014-12-04,11556991436
2014-12-05,11446040695
2014-12-08,11165267392
2014-12-09,11147152986
2014-12-10,10639949600
2014-12-11,10637685299
2014-12-12,10508620152
2014-12-15,10508620152
2014-12-16,10225582548
2014-12-17,10447484029
2014-12-18,10678442714
2014-12-19,10918458602
2014-12-22,10927515805
2014-12-23,11230932116
2014-12-24,11088281164
2014-12-26,11090545465
2014-12-29,11206024807
2014-12-30,11027145042
2014-12-31,10912720680
2015-01-02,10872077400
2015-01-05,10558220960
2015-01-06,10483708280
2015-01-07,10732083880
2015-01-08,10912720680
2015-01-09,10630475680
2015-01-12,10352746600
2015-01-13,10217269000
2015-01-14,10273718000
2015-01-15,10020826480
2015-01-16,10088565280
2015-01-20,10479192360
2015-01-21,10630475680
2015-01-22,10946590080
2015-01-23,10878851280
2015-01-26,10890141080
2015-01-27,10899172920
2015-01-28,10589832400
2015-01-29,10863045560
2015-01-30,10727567960
2015-02-02,11027876640
2015-02-03,11325927360
2015-02-04,11407213920
2015-02-05,11581076840
2015-02-06,11630751960
2015-02-09,11321411440
2015-02-10,11499790280
2015-02-11,11522369880
2015-02-12,12190726040
2015-02-13,11951382280
2015-02-17,12028152920
2015-02-18,11976219840
2015-02-19,12034926800
2015-02-20,12174920320
2015-02-23,12159114600
2015-02-24,12127503160
2015-02-25,12272012600
2015-02-26,12224595440
2015-02-27,12206531760
2015-03-02,12513614320
2015-03-03,12506840440
2015-03-04,12348783240
2015-03-05,12321687720
2015-03-06,12048474560
2015-03-09,12062022320
2015-03-10,11800098960
2015-03-11,11642041760
2015-03-12,11933318600
2015-03-13,11678169120
2015-03-16,11951382280
2015-03-17,11804614880
2015-03-18,12052990480
2015-03-19,11944608400
2015-03-20,12007831280
2015-03-23,12021379040
2015-03-24,11915254920
2015-03-25,11725586280
2015-03-26,11743649960
2015-03-27,11795583040
2015-03-30,12134277040
2015-03-31,12012347200
2015-04-01,11912159580
2015-04-02,12110470220
2015-04-06,12306527330
2015-04-07,12090188450
2015-04-08,12205118480
2015-04-09,12232160840
2015-04-10,12153287290
2015-04-13,11995540190
2015-04-14,12000047250
2015-04-15,12040610790
2015-04-16,12069906680
2015-04-17,12036103730
2015-04-20,12121737870
2015-04-21,12081174330
2015-04-22,12090188450
2015-04-23,12029343140
2015-04-24,12049624910
2015-04-27,12137512580
2015-04-28,12105963160
2015-04-29,12076667270
2015-04-30,11734130710
2015-05-01,11794976020
2015-05-04,11995540190
2015-05-05,11997793720
2015-05-06,12015821960
2015-05-07,12000047250
2015-05-08,12144273170
2015-05-11,12038357260
2015-05-12,12078920800
2015-05-13,12146526700
2015-05-14,12223146720
2015-05-15,12254696140
2015-05-18,12227653780
2015-05-19,12090188450
2015-05-20,12049624910
2015-05-21,12200611420
2015-05-22,12110470220
2015-05-26,11975258420
2015-05-27,12049624910
2015-05-28,11968497830
2015-05-29,11923427230
2015-06-01,12063146090
2015-06-02,12128498460
2015-06-03,12214132600
2015-06-04,11997793720
2015-06-05,11905398990
2015-06-08,11871596040
2015-06-09,11891877810
2015-06-10,12083427860
2015-06-11,12051878440
2015-06-12,11993286660
2015-06-15,11903145460
2015-06-16,11930187820
2015-06-17,11993286660
2015-06-18,12074413740
2015-06-19,11966244300
2015-06-22,12047371380
2015-06-23,11977511950
2015-06-24,11840046620
2015-06-25,11781454840
2015-06-26,11792722490
2015-06-29,11389340620
2015-06-30,11241850000
2015-07-01,11356516870
2015-07-02,11401484270
2015-07-06,11232856520
2015-07-07,11196882600
2015-07-08,10571835740
2015-07-09,10538110190
2015-07-10,10605561290
2015-07-13,10834895030
2015-07-14,10787679260
2015-07-15,10646031950
2015-07-16,10243573720
2015-07-17,10326763410
2015-07-20,10290789490
2015-07-21,10342502000
2015-07-22,10194109580
2015-07-23,10225586760
2015-07-24,10059207380
2015-07-27,9962527470
2015-07-28,10164880770
2015-07-29,10369482440
2015-07-30,9859102450
2015-07-31,9832122010
2015-08-03,9685977960
2015-08-04,9580304570
2015-08-05,9445402370
2015-08-06,9429663780
2015-08-07,9465637700
2015-08-10,9569062720
2015-08-11,9216068630
2015-08-12,9252042550
2015-08-13,9173349600
2015-08-14,9171101230
2015-08-17,9254290920
2015-08-18,9323990390
2015-08-19,9193584930
2015-08-20,8959754450
2015-08-21,8746159300
2015-08-24,8577531550
2015-08-25,8532564150
2015-08-26,8714682120
2015-08-27,8746159300
2015-08-28,8764146260
2015-08-31,8631492430
2015-09-01,8399910320
2015-09-02,8487596750
2015-09-03,8496590230
2015-09-04,8417897279
2015-09-08,8687701680
2015-09-09,8698943530
2015-09-10,8649479390
2015-09-11,8537060890
2015-09-14,8523570669
2015-09-15,8602263620
2015-09-16,8827100620
2015-09-17,8779884850
2015-09-18,8494341860
2015-09-21,8426890759
2015-09-22,7786105310
2015-09-23,7709660730
2015-09-24,7691673770
2015-09-25,7909765660
2015-09-28,7876040110
2015-09-29,7992955349
2015-09-30,8022901952
2015-10-01,8051414178
2015-10-02,8147917100
2015-10-05,8336536446
2015-10-06,8391367651
2015-10-07,8643591195
2015-10-08,8669910174
2015-10-09,8718161634
2015-10-12,8650170940
2015-10-13,8389174403
2015-10-14,8371628417
2015-10-15,8492257069
2015-10-16,8419879878
2015-10-19,8255386262
2015-10-20,8316797212
2015-10-21,8272932248
2015-10-22,8152303596
2015-10-23,8422073126
2015-10-26,8606305976
2015-10-27,8426459622
2015-10-28,8783959081
2015-10-29,8020708703
2015-10-30,8259772758
2015-11-02,8257579510
2015-11-03,8259772758
2015-11-04,8198361808
2015-11-05,8161076589
2015-11-06,8042641186
2015-11-09,8154496844
2015-11-10,8112825128
2015-11-11,8000969470
2015-11-12,7882534066
2015-11-13,7691721472
2015-11-16,7825509613
2015-11-17,7840862350
2015-11-18,8224680787
2015-11-19,8176429326
2015-11-20,8338729694
2015-11-23,8305830971
2015-11-24,8310217467
2015-11-25,8292671482
2015-11-27,8253193014
2015-11-30,8235647028
2015-12-01,8376014913
2015-12-02,8253193014
2015-12-03,8147917100
2015-12-04,8354082431
2015-12-07,8248806517
2015-12-08,7965877498
2015-12-09,7961491002
2015-12-10,7932978775
2015-12-11,7682948479
2015-12-14,7711460706
2015-12-15,7867181329
2015-12-16,8125984618
2015-12-17,7924205782
2015-12-18,7875954322
2015-12-21,8020708703
2015-12-22,8128177866
2015-12-23,8404527140
2015-12-24,8393560899
2015-12-28,8371628417
2015-12-29,8496643565
2015-12-30,8472517835
2015-12-31,8267265640
2016-01-04,8078138079
2016-01-05,7949879160
2016-01-06,7689013559
2016-01-07,7210759960
2016-01-08,6997719719
2016-01-11,7054240600
2016-01-12,7152065200
2016-01-13,6471640760
2016-01-14,6282513200
2016-01-15,5941214040
2016-01-19,5802085720
2016-01-20,5760782000
2016-01-21,5589045480
2016-01-22,5560785040
2016-01-25,5397744040
2016-01-26,5497742520
2016-01-27,5543394000
2016-01-28,5443395520
2016-01-29,5615132040
2016-02-01,5693391720
2016-02-02,5493394760
2016-02-03,5439047760
2016-02-04,5684696200
2016-02-05,5630349200
2016-02-08,5549915640
2016-02-09,5662957400
2016-02-10,5804259600
2016-02-11,5773825280
2016-02-12,6069472960
2016-02-16,6195558000
2016-02-17,6423815400
2016-02-18,6241209480
2016-02-19,6175993080
2016-02-22,6284687080
2016-02-23,6141211000
2016-02-24,6197731880
2016-02-25,6234687840
2016-02-26,6317295280
2016-02-29,6249905000
2016-03-01,6532509400
2016-03-02,6641203400
2016-03-03,6706419800
2016-03-04,6693376520
2016-03-07,6780331720
2016-03-08,6582508640
2016-03-09,6715115320
2016-03-10,6621638480
2016-03-11,6871634680
2016-03-14,6871634680
2016-03-15,6817287680
2016-03-16,7091196559
2016-03-17,7191195040
2016-03-18,7260759200
2016-03-21,7225977120
2016-03-22,7182499520
2016-03-23,7025980160
2016-03-24,7060762239
2016-03-28,7097718200
2016-03-29,7156412960
2016-03-30,7249889800
2016-03-31,7287528300
2016-04-01,7149457900
2016-04-04,6694257050
2016-04-05,6674840900
2016-04-06,6599333650
2016-04-07,6461263250
2016-04-08,6484994100
2016-04-11,6603648350
2016-04-12,6627379200
2016-04-13,6974712550
2016-04-14,7030803650
2016-04-15,7082580050
2016-04-18,7097681500
2016-04-19,7306944449
2016-04-20,7322045899
2016-04-21,7317731200
2016-04-22,7302629750
2016-04-25,7294000350
2016-04-26,7576613199
2016-04-27,7328517950
2016-04-28,6916464100
2016-04-29,6817226000
2016-05-02,6771921650
2016-05-03,6791337800
2016-05-04,6523826400
2016-05-05,6422430950
2016-05-06,6439689750
2016-05-09,6422430950
2016-05-10,6497938200
2016-05-11,6452633850
2016-05-12,6405172150
2016-05-13,6256315000
2016-05-16,6342609000
2016-05-17,6349081050
2016-05-18,6344766350
2016-05-19,6133346050
2016-05-20,6232584150
2016-05-23,6159234250
2016-05-24,6286517900
2016-05-25,6392228050
2016-05-26,6327507550
2016-05-27,6374969250
2016-05-31,6456948550
2016-06-01,6364182500
2016-06-02,6528141100
2016-06-03,6392228050
2016-06-06,6521669050
2016-06-07,6612277750
2016-06-08,6569130750
2016-06-09,6577760150
2016-06-10,6387913350
2016-06-13,6215325350
2016-06-14,6100985800
2016-06-15,6187279800
2016-06-16,6249842950
2016-06-17,6353395750
2016-06-20,6590704250
2016-06-21,6327507550
2016-06-22,6290832600
2016-06-23,6394385400
2016-06-24,5788170050
2016-06-27,5255304600
2016-06-28,5393375000
2016-06-29,5557333600
2016-06-30,5528285840
2016-07-01,5670910080
2016-07-05,5340958480
2016-07-06,5370760560
2016-07-07,5509127360
2016-07-08,5724128080
2016-07-11,5807148160
2016-07-12,5868881040
2016-07-13,5836950240
2016-07-14,5905069280
2016-07-15,5964673440
2016-07-18,6024277600
2016-07-19,5964673440
2016-07-20,6041307360
2016-07-21,6215862400
2016-07-22,6181802880
2016-07-25,6228634720
2016-07-26,6354229200
2016-07-27,6405318480
2016-07-28,6083881760
2016-07-29,6213733680
2016-08-01,6198832640
2016-08-02,6015762720
2016-08-03,6124327440
2016-08-04,6100911520
2016-08-05,6228634720
2016-08-08,6260565520
2016-08-09,6311654800
2016-08-10,6311654800
2016-08-11,6367001520
2016-08-12,6330813280
2016-08-15,6422348240
2016-08-16,6413833360
2016-08-17,6367001520
2016-08-18,6369130240
2016-08-19,6405318480
2016-08-22,6409575920
2016-08-23,6452150320
2016-08-24,6364872800
2016-08-25,6322298400
2016-08-26,6301011200
2016-08-29,6367001520
2016-08-30,6428734400
2016-08-31,6439378000
2016-09-01,6479823680
2016-09-02,6571358640
2016-09-06,6656507440
2016-09-07,6762943440
2016-09-08,6711854160
2016-09-09,6392546160
2016-09-12,6605418160
2016-09-13,6518140640
2016-09-14,6537299120
2016-09-15,6571358640
2016-09-16,6533041680
2016-09-19,6471308800
2016-09-20,6415962080
2016-09-21,6384031280
2016-09-22,6571358640
2016-09-23,6571358640
2016-09-26,6503239600
2016-09-27,6458536480
2016-09-28,6513883200
2016-09-29,6422348240
2016-09-30,6543810000
2016-10-03,6545925000
2016-10-04,6520545000
2016-10-05,6753195000
2016-10-06,6605145000
2016-10-07,6638985000
2016-10-10,6715125000
2016-10-11,6615720000
2016-10-12,6622065000
2016-10-13,6425370000
2016-10-14,6450750000
2016-10-17,6355575000
2016-10-18,6258285000
2016-10-19,6488820000
2016-10-20,6503625000
2016-10-21,6471900000
2016-10-24,6598800000
2016-10-25,6501510000
2016-10-26,6583995000
2016-10-27,6592455000
2016-10-28,6628410000
2016-10-31,6668595000
2016-11-01,6560730000
2016-11-02,6467670000
2016-11-03,6368265000
2016-11-04,6342885000
2016-11-07,6552270000
2016-11-08,6579765000
2016-11-09,6330195000
2016-11-10,6548040000
2016-11-11,6395760000
2016-11-14,6366150000
2016-11-15,6410565000
2016-11-16,6416910000
2016-11-17,6581880000
2016-11-18,6636870000
2016-11-21,6727815000
2016-11-22,6662250000
2016-11-23,6583995000
2016-11-25,6636870000
2016-11-28,6583995000
2016-11-29,6410565000
2016-11-30,6622065000
2016-12-01,6852600000
2016-12-02,6710895000
2016-12-05,6975269999
2016-12-06,7286175000
2016-12-07,7738785000
2016-12-08,7745129999
2016-12-09,7787430000
2016-12-12,7645725000
2016-12-13,7584390000
2016-12-14,7313670000
2016-12-15,7341165000
2016-12-16,7394040000
2016-12-19,7413074999
2016-12-20,7512480000
2016-12-21,7548434999
2016-12-22,7372890000
2016-12-23,7391925000
2016-12-27,7459605000
2016-12-28,7315785000
2016-12-29,7347510000
2016-12-30,7336934999
2017-01-03,7458759000
2017-01-04,7598412359
2017-01-05,7587832560
2017-01-06,7649195400
2017-01-09,7598412359
2017-01-10,7587832560
2017-01-11,7467222840
2017-01-12,7443947280
2017-01-13,7501078200
2017-01-17,7405860000
2017-01-18,7403744040
2017-01-19,7412207880
2017-01-20,7418555760
2017-01-23,7350845040
2017-01-24,7524353760
2017-01-25,7687282680
2017-01-26,7589948519
2017-01-27,7520121840
2017-01-30,7549745280
2017-01-31,7598412359
2017-02-01,7636499640
2017-02-02,7532817600
2017-02-03,7556093160
2017-02-06,7551861239
2017-02-07,7462990920
2017-02-08,7530701640
2017-02-09,7566672960
2017-02-10,7748645519
2017-02-13,7754993400
2017-02-14,7723254000
2017-02-15,7799428560
2017-02-16,7702094400
2017-02-17,7888298880
2017-02-21,7934850000
2017-02-22,7960241519
2017-02-23,7905226560
2017-02-24,7729601880
2017-02-27,7900994640
2017-02-28,7852327560
2017-03-01,8000444760
2017-03-02,8030068200
2017-03-03,7996212840
2017-03-06,7799428560
2017-03-07,7759225320
2017-03-08,7805776440
2017-03-09,7735949760
2017-03-10,7778268960
2017-03-13,7930618079
2017-03-14,8006792640
2017-03-15,8180301359
2017-03-16,8123170440
2017-03-17,7958125560
2017-03-20,7922154239
2017-03-21,7600528320
2017-03-22,7721138040
2017-03-23,7670355000
2017-03-24,7683050760
2017-03-27,7668239040
2017-03-28,7769805120
2017-03-29,7803660480
2017-03-30,7810008359
2017-03-31,7740626720
2017-04-03,7471094559
2017-04-04,7165765160
2017-04-05,7071007760
2017-04-06,7037316240
2017-04-07,7043633400
2017-04-10,7039421960
2017-04-11,7083642080
2017-04-12,7146813679
2017-04-13,7039421960
2017-04-17,7176293760
2017-04-18,7195245240
2017-04-19,7344751360
2017-04-20,7426874440
2017-04-21,7317377000
2017-04-24,7492151760
2017-04-25,7563746240
2017-04-26,7605860639
2017-04-27,7805904040
2017-04-28,7831172679
2017-05-01,7925930080
2017-05-02,7572169120
2017-05-03,7593226320
2017-05-04,7654292200
2017-05-05,7730098120
2017-05-08,7706935200
2017-05-09,7761683920
2017-05-10,7805904040
2017-05-11,7746943880
2017-05-12,7715358080
2017-05-15,7782741120
2017-05-16,7818538360
2017-05-17,7397394360
2017-05-18,7433191599
2017-05-19,7483728880
2017-05-22,7662715080
2017-05-23,7561640519
2017-05-24,7603754920
2017-05-25,7487940320
2017-05-26,7593226320
2017-05-30,7814326920
2017-05-31,7873287080
2017-06-01,8216519440
2017-06-02,8199673679
2017-06-05,8208096559
2017-06-06,8134396360
2017-06-07,8098599120
2017-06-08,7858547040
2017-06-09,7957515880
2017-06-12,8085964800
2017-06-13,8136502080
2017-06-14,8008053160
2017-06-15,8022793200
2017-06-16,7593226320
2017-06-19,7654292200
2017-06-20,7544794760
2017-06-21,7599543480
2017-06-22,7567957679
2017-06-23,7631129280
2017-06-26,7757472480
2017-06-27,7607966360
2017-06-28,7624812120
2017-06-29,7637446440
2017-06-30,7817259780
2017-07-03,7968317939
2017-07-05,7968317939
2017-07-06,7934749460
2017-07-07,8136160340
2017-07-10,8318688950
2017-07-11,8402610149
2017-07-12,8417296359
2017-07-13,8526393920
2017-07-14,8536884069
2017-07-17,8530589979
2017-07-18,8524295890
2017-07-19,8629197390
2017-07-20,8543178160
2017-07-21,8289316530
2017-07-24,8253650020
2017-07-25,8459256960
2017-07-26,8463453020
2017-07-27,8677452080
2017-07-28,8656471780
2017-07-31,8625001330
2017-08-01,8457158930
2017-08-02,8515903770
2017-08-03,8467649080
2017-08-04,8614511180
2017-08-07,8580942700
2017-08-08,8669059960
2017-08-09,8587236790
2017-08-10,8285120470
2017-08-11,8241061840
2017-08-14,8335473189
2017-08-15,8350159399
2017-08-16,8371139700
2017-08-17,8232669720
2017-08-18,8182317000
2017-08-21,8234767750
2017-08-22,8291414560
2017-08-23,8251551990
2017-08-24,8184415030
2017-08-25,8148748520
2017-08-28,8165532760
2017-08-29,8188611090
2017-08-30,8264140170
2017-08-31,8564158460
2017-09-01,8610315120
2017-09-05,8482335290
2017-09-06,8566256490
2017-09-07,8503315590
2017-09-08,8526393920
2017-09-11,8671157990
2017-09-12,8776059490
2017-09-13,8790745700
2017-09-14,8908235380
2017-09-15,8998450670
2017-09-18,9073979750
2017-09-19,9059293540
2017-09-20,9128528530
2017-09-21,9151606860
2017-09-22,9220841850
2017-09-25,9319449260
2017-09-26,9384488190
2017-09-27,9311057140
2017-09-28,9281684720
2017-09-29,9453723180
2017-10-02,9561178690
2017-10-03,9552793530
2017-10-04,9672282060
2017-10-05,9598911910
2017-10-06,9565371270
2017-10-09,9588430460
2017-10-10,9586334170
2017-10-11,9590526750
2017-10-12,9389282910
2017-10-13,9427016130
2017-10-16,9619874810
2017-10-17,9592623040
2017-10-18,9659704320
2017-10-19,9596815620
2017-10-20,9626163680
2017-10-23,9611489650
2017-10-24,9726785600
2017-10-25,9525541760
2017-10-26,9839985260
2017-10-27,9747748500
2017-10-30,9659704320
2017-10-31,9720496730
2017-11-01,9718400440
2017-11-02,9754037370
2017-11-03,9766615110
2017-11-06,9705822700
2017-11-07,9661800610
2017-11-08,9624067390
2017-11-09,9607297070
2017-11-10,9601008200
2017-11-13,9594719330
2017-11-14,9601008200
2017-11-15,9529734340
2017-11-16,9594719330
2017-11-17,9577949010
2017-11-20,9653415450
2017-11-21,9707918990
2017-11-22,9751941080
2017-11-24,9749844790
2017-11-27,9781289140
2017-11-28,10009784750
2017-11-29,10116695540
2017-11-30,10267628420
2017-12-01,10143947310
2017-12-04,10001399590
2017-12-05,10026555070
2017-12-06,9781289140
2017-12-07,9898681380
2017-12-08,9913355410
2017-12-11,9875622190
2017-12-12,9842081550
2017-12-13,9647126580
2017-12-14,9502482570
2017-12-15,9502482570
2017-12-18,9624067390
2017-12-19,9626163680
2017-12-20,9783385430
2017-12-21,9588430460
2017-12-22,9533926920
2017-12-26,9494097410
2017-12-27,9508771440
2017-12-28,9607297070
2017-12-29,9420727260
2018-01-02,9542725000
2018-01-03,9588815000
2018-01-04,9900970000
2018-01-05,10187985000
2018-01-08,10194270000
2018-01-09,10271785000
2018-01-10,10045525000
2018-01-11,10303210000
2018-01-12,10546230000
2018-01-16,10378630000
2018-01-17,10671930000
2018-01-18,10523185000
2018-01-19,10491760000
2018-01-22,10407960000
2018-01-23,10338825000
2018-01-24,10456145000
2018-01-25,10368155000
2018-01-26,10533660000
2018-01-29,10470810000
2018-01-30,10451955000
2018-01-31,10368155000
2018-02-01,10391200000
2018-02-02,10037145000
2018-02-05,9647475000
2018-02-06,9980580000
2018-02-07,10135610000
2018-02-08,9572055000
2018-02-09,9695660000
2018-02-12,9760605000
2018-02-13,9639095000
2018-02-14,9856975000
2018-02-15,9706135000
2018-02-16,9622335000
2018-02-20,9630715000
2018-02-21,9599290000
2018-02-22,9626525000
2018-02-23,9641190000
2018-02-26,9565770000
2018-02-27,9230570000
2018-02-28,9044115000
2018-03-01,8903750000
2018-03-02,8847185000
2018-03-05,8977075000
2018-03-06,9006405000
2018-03-07,9002215000
2018-03-08,9186575000
2018-03-09,9500825000
2018-03-12,9356270000
2018-03-13,9366745000
2018-03-14,9322750000
2018-03-15,9339510000
2018-03-16,9479875000
2018-03-19,9320655000
2018-03-20,9228475000
2018-03-21,9412835000
2018-03-22,9184480000
2018-03-23,8958220000
2018-03-26,9270375000
2018-03-27,9067160000
2018-03-28,8964505000
2018-03-29,9255710000
2018-04-02,8961456000
2018-04-03,9243066000
2018-04-04,9470440000
2018-04-05,9626890000
2018-04-06,9407860000
2018-04-09,9462096000
2018-04-10,9727018000
2018-04-11,9762480000
2018-04-12,9829232000
2018-04-13,9699900000
2018-04-16,9870952000
2018-04-17,9885554000
2018-04-18,9891812000
2018-04-19,9664438000
2018-04-20,9681126000
2018-04-23,9733276000
2018-04-24,9603944000
2018-04-25,9708244000
2018-04-26,9505902000
2018-04-27,9105390000
2018-04-30,8980230000
2018-05-01,8907220000
2018-05-02,8888446000
2018-05-03,8777888000
2018-05-04,9015692000
2018-05-07,9026122000
2018-05-08,9105390000
2018-05-09,9161712000
2018-05-10,9261840000
2018-05-11,9286872000
2018-05-14,9353624000
2018-05-15,9311904000
2018-05-16,9507988000
2018-05-17,9612288000
2018-05-18,9526762000
2018-05-21,9601858000
2018-05-22,9664438000
2018-05-23,9572654000
2018-05-24,9457924000
2018-05-25,9441236000
2018-05-29,8894704000
2018-05-30,9076186000
2018-05-31,8951026000
2018-06-01,9165884000
2018-06-04,9240980000
2018-06-05,9255582000
2018-06-06,9316076000
2018-06-07,9211776000
2018-06-08,9178400000
2018-06-11,9226378000
2018-06-12,9011520000
2018-06-13,8878016000
2018-06-14,8957284000
2018-06-15,8848812000
2018-06-18,8802920000
2018-06-19,8648556000
2018-06-20,8604750000
2018-06-21,8429525999
2018-06-22,8273075999
2018-06-25,8289764000
2018-06-26,8250129999
2018-06-27,8187550000
2018-06-28,8024842000
2018-06-29,7918456000
2018-07-02,7984599999
2018-07-03,7922350000
2018-07-05,8073824999
2018-07-06,8138150000
2018-07-09,8409975000
2018-07-10,8445250000
2018-07-11,8144375000
2018-07-12,8121550000
2018-07-13,8227375000
2018-07-16,8187950000
2018-07-17,8335275000
2018-07-18,8395450000
2018-07-19,8219075000
2018-07-20,8094575000
2018-07-23,8127775000
2018-07-24,8109100000
2018-07-25,8034400000
2018-07-26,8117399999
2018-07-27,8360175000
2018-07-30,8314525000
2018-07-31,8399599999
2018-08-01,8061375000
2018-08-02,8148525000
2018-08-03,8268875000
2018-08-06,8324899999
2018-08-07,8461850000
2018-08-08,8314525000
2018-08-09,8212850000
2018-08-10,8019875000
2018-08-13,8013649999
2018-08-14,8080050000
2018-08-15,8034400000
2018-08-16,8129850000
2018-08-17,8264725000
2018-08-20,8376774999
2018-08-21,8387150000
2018-08-22,8090425000
