,EXR
2023-06-27,19837866294
2023-06-28,19955170336
2023-06-29,19951125369
2023-06-30,29074043489
2023-07-03,29380702866
2023-07-05,29230303044
2023-07-06,28995913711
2023-07-07,28931456645
2023-07-10,29204910866
2023-07-11,29681502510
2023-07-12,29665876554
2023-07-13,30167860375
2023-07-14,30423735397
2023-07-17,30552649530
2023-07-18,29359217177
2023-07-19,29095529178
2023-07-20,28677534868
2023-07-21,28531041535
2023-07-24,28593545357
2023-07-25,28355249535
2023-07-26,28236101624
2023-07-27,27734117803
2023-07-28,27509494692
2023-07-31,27261432649
2023-08-01,26868830516
2023-08-02,26730150161
2023-08-03,27237993715
2023-08-04,24552282610
2023-08-07,25607034608
2023-08-08,25148022165
2023-08-09,25415616653
2023-08-10,25368738786
2023-08-11,25589455408
2023-08-14,25425382875
2023-08-15,25185133809
2023-08-16,25009341809
2023-08-17,24696822699
2023-08-18,24778858965
2023-08-21,24870661454
2023-08-22,24708542166
2023-08-23,24905819854
2023-08-24,24896053632
2023-08-25,24987856120
2023-08-28,25105050787
2023-08-29,25505465897
2023-08-30,25515232119
2023-08-31,25134349453
2023-09-01,25163648120
2023-09-05,24942931498
2023-09-06,24720261632
2023-09-07,24853082254
2023-09-08,24687056477
2023-09-11,24765186254
2023-09-12,24767139499
2023-09-13,24347191944
2023-09-14,24651898077
2023-09-15,25013248298
2023-09-18,24728074610
2023-09-19,24940978254
2023-09-20,24911679587
2023-09-21,23944823589
2023-09-22,24231950522
2023-09-25,23915524923
2023-09-26,23589333101
2023-09-27,23538548746
2023-09-28,23599099324
2023-09-29,23747545901
2023-10-02,25174532870
2023-10-03,24651074821
2023-10-04,24562424667
2023-10-05,24604639026
2023-10-06,25016229024
2023-10-09,25470033381
2023-10-10,25588233586
2023-10-11,25803526816
2023-10-12,25351833177
2023-10-13,24921246717
2023-10-16,25220968665
2023-10-17,25073218409
2023-10-18,24484328104
2023-10-19,23745576825
2023-10-20,23131357904
2023-10-23,22823193085
2023-10-24,22472813907
2023-10-25,21757280525
2023-10-26,22208974164
2023-10-27,22033784575
2023-10-30,21936691550
2023-10-31,21864927140
2023-11-01,21810048474
2023-11-02,22240634933
2023-11-03,22578349804
2023-11-06,22335617241
2023-11-07,22626896316
2023-11-08,25018339742
2023-11-09,24927578871
2023-11-10,25140761383
2023-11-13,24817821538
2023-11-14,27344350912
2023-11-15,27439333220
2023-11-16,27460440399
2023-11-17,27072068298
2023-11-20,27329575887
2023-11-21,27017189632
2023-11-22,26768124915
2023-11-24,26831446453
2023-11-27,26749128453
2023-11-28,26867328658
2023-11-29,27340129476
2023-11-30,27475215424
2023-12-01,28361716959
2023-12-04,28931610803
2023-12-05,28741646188
2023-12-06,28836628496
2023-12-07,28940053675
2023-12-08,29271436391
2023-12-11,29153236187
2023-12-12,29347422237
2023-12-13,30816481924
2023-12-14,32654917249
2023-12-15,32448066891
2023-12-18,32000594688
2023-12-19,32418516840
2023-12-20,32127237764
2023-12-21,32948307043
2023-12-22,33041178632
2023-12-26,33655397553
2023-12-27,34001555295
2023-12-28,34227402115
2023-12-29,33841140732
2024-01-02,34734980274
2024-01-03,33551793598
2024-01-04,33160919428
2024-01-05,33399669596
2024-01-08,33771528266
2024-01-09,33389105430
2024-01-10,33137678261
2024-01-11,31848849917
2024-01-12,32182677587
2024-01-16,31787577750
2024-01-17,31305851746
2024-01-18,30940331577
2024-01-19,31007942244
2024-01-22,31415719081
2024-01-23,31109358245
2024-01-24,31039634744
2024-01-25,31445298748
2024-01-26,31157953412
2024-01-29,31280497746
2024-01-30,30754402242
2024-01-31,30517764907
2024-02-01,30862156743
2024-02-02,30325497072
2024-02-05,29512056232
2024-02-06,30156470404
2024-02-07,30088859737
2024-02-08,30312820072
2024-02-09,30293804572
2024-02-12,30006459236
2024-02-13,29273306064
2024-02-14,29495153566
2024-02-15,29953638402
2024-02-16,29911381735
2024-02-20,29879689235
2024-02-21,30236758071
2024-02-22,29873350735
2024-02-23,29592343900
2024-02-26,29410640231
2024-02-27,29626149233
2024-02-28,29218372397
2024-02-29,29784611734
2024-03-01,30289578905
2024-03-04,31160066245
2024-03-05,30124777904
2024-03-06,30431138740
2024-03-07,30944557244
2024-03-08,31819270251
2024-03-11,31567843082
2024-03-12,31819270251
2024-03-13,31236128246
2024-03-14,30067731403
2024-03-15,29438107065
2024-03-18,29171890063
2024-03-19,29241613564
2024-03-20,29685308567
2024-03-21,30076182737
2024-03-22,29867012235
2024-03-25,29685308567
2024-03-26,29676857234
2024-03-27,31005829411
2024-03-28,31058650245
2024-04-01,31003716577
2024-04-02,30739612409
2024-04-03,30648760575
2024-04-04,30534667574
2024-04-05,30914977577
2024-04-08,31496006748
2024-04-09,32197467420
2024-04-10,30107875237
2024-04-11,30255773571
2024-04-12,29725452401
2024-04-15,29100053729
2024-04-16,28694389726
2024-04-17,28755661893
2024-04-18,28354223556
2024-04-19,27986590554
2024-04-22,28045749887
2024-04-23,28159842888
2024-04-24,28447188224
2024-04-25,28276048723
2024-04-26,28199986722
2024-04-29,29026104562
2024-04-30,28371126223
2024-05-01,29304998564
2024-05-02,29535297399
2024-05-03,29974766736
2024-05-06,30145906237
2024-05-07,30276901905
2024-05-08,29780386068
2024-05-09,30893849243
2024-05-10,30988926744
2024-05-13,31246692413
2024-05-14,31407267747
2024-05-15,32131969586
2024-05-16,31977732752
2024-05-17,32091825753
2024-05-20,31753772417
2024-05-21,30864269576
2024-05-22,30925541743
2024-05-23,30135342071
2024-05-24,30124777904
2024-05-28,30078295570
2024-05-29,29241613564
2024-05-30,29934622902
2024-05-31,30587488407
2024-06-03,30625519408
2024-06-04,31282610580
2024-06-05,31367123914
2024-06-06,31371349580
2024-06-07,31291061913
2024-06-10,31648130749
2024-06-11,31965055752
2024-06-12,32700321757
2024-06-13,33494747097
2024-06-14,33080631760
2024-06-17,32729901424
2024-06-18,33653209598
2024-06-20,33382766930
2024-06-21,33579260431
2024-06-24,33663773765
2024-06-25,33213740261
2024-06-26,33169370761
2024-06-27,32905266592
2024-06-28,32835543092
2024-07-01,32098164253
2024-07-02,32478474256
2024-07-03,32579890256
2024-07-05,32613695590
2024-07-08,32658065090
2024-07-09,32438330422
2024-07-10,32478474256
2024-07-11,33575034764
2024-07-12,34210997603
2024-07-15,34312413604
2024-07-16,34821606441
2024-07-17,35455456446
2024-07-18,35330799278
2024-07-19,34671595273
2024-07-22,35024438442
2024-07-23,35174449610
2024-07-24,34200433436
2024-07-25,33951119101
2024-07-26,34779349774
2024-07-29,34697685578
2024-07-30,34509375680
2024-07-31,33773062821
2024-08-01,33823843018
2024-08-02,34900806367
2024-08-05,33586868764
2024-08-06,34530534096
2024-08-07,34198346972
2024-08-08,34526302412
2024-08-09,34782319240
