,HRL
2013-11-26,11858289920
2013-11-27,11879390080
2013-11-29,11874115040
2013-12-02,12079841600
2013-12-03,12127316960
2013-12-04,12106216800
2013-12-05,11889940160
2013-12-06,12085116640
2013-12-09,12132592000
2013-12-10,11932140480
2013-12-11,11868840000
2013-12-12,11763339200
2013-12-13,11652563360
2013-12-16,11678938560
2013-12-17,11647288320
2013-12-18,11831914720
2013-12-19,11863564960
2013-12-20,11800264480
2013-12-23,11816089600
2013-12-24,11831914720
2013-12-26,11826639680
2013-12-27,11821364640
2013-12-30,11905765280
2013-12-31,11916315360
2014-01-02,11773889280
2014-01-03,11847739840
2014-01-06,11816089600
2014-01-07,11947965600
2014-01-08,11816089600
2014-01-09,11900490240
2014-01-10,12021816160
2014-01-13,11900490240
2014-01-14,12248642880
2014-01-15,12232817760
2014-01-16,12301393280
2014-01-17,12095666720
2014-01-21,12116766880
2014-01-22,12116766880
2014-01-23,12027091200
2014-01-24,11905765280
2014-01-27,12013911520
2014-01-28,12071975240
2014-01-29,11707757360
2014-01-30,11897784080
2014-01-31,11992797440
2014-02-03,11470223960
2014-02-04,11385767640
2014-02-05,11375210600
2014-02-06,11454388400
2014-02-07,11554680280
2014-02-10,11528287680
2014-02-11,11718314400
2014-02-12,11697200320
2014-02-13,11818606280
2014-02-14,11918898160
2014-02-18,11918898160
2014-02-19,11961126320
2014-02-20,12193381200
2014-02-21,12330622720
2014-02-24,12393964960
2014-02-25,12378129400
2014-02-26,12399243480
2014-02-27,12452028680
2014-02-28,12525927960
2014-03-03,12420357560
2014-03-04,12578713160
2014-03-05,12631498360
2014-03-06,12488978320
2014-03-07,12478421280
2014-03-10,12510092400
2014-03-11,12399243480
2014-03-12,12462585720
2014-03-13,12341179760
2014-03-14,12441471640
2014-03-17,12452028680
2014-03-18,12547042040
2014-03-19,12457307200
2014-03-20,12499535360
2014-03-21,12483699800
2014-03-24,12520649440
2014-03-25,12652612440
2014-03-26,12731790240
2014-03-27,12721233200
2014-03-28,12774018400
2014-03-31,13006273280
2014-04-01,12905981400
2014-04-02,12789853960
2014-04-03,12758182840
2014-04-04,12626219840
2014-04-07,12684283560
2014-04-08,12663169480
2014-04-09,12657890960
2014-04-10,12473142760
2014-04-11,12399243480
2014-04-14,12541763520
2014-04-15,12494256840
2014-04-16,12589270200
2014-04-17,12610384280
2014-04-21,12605105760
2014-04-22,12642055400
2014-04-23,12652612440
2014-04-24,12562877600
2014-04-25,12578713160
2014-04-28,12655345020
2014-04-29,12507514540
2014-04-30,12591989100
2014-05-01,12570870460
2014-05-02,12665904340
2014-05-05,12597268760
2014-05-06,12486395900
2014-05-07,12718700940
2014-05-08,12734539920
2014-05-09,12861251760
2014-05-12,12903489040
2014-05-13,13024921220
2014-05-14,12882370400
2014-05-15,12866531420
2014-05-16,12924607680
2014-05-19,12956285640
2014-05-20,12813734820
2014-05-21,12444158620
2014-05-22,12227692560
2014-05-23,12317446780
2014-05-27,12618387400
2014-05-28,12597268760
2014-05-29,12861251760
2014-05-30,12993243260
2014-06-02,13014361900
2014-06-03,13067158500
2014-06-04,13088277140
2014-06-05,13056599180
2014-06-06,13009082240
2014-06-09,13088277140
2014-06-10,13009082240
2014-06-11,12824294140
2014-06-12,12760938220
2014-06-13,12708141620
2014-06-16,12782056860
2014-06-17,12808455160
2014-06-18,12940446660
2014-06-19,13072438160
2014-06-20,13135794080
2014-06-23,12987963600
2014-06-24,12892929720
2014-06-25,12834853460
2014-06-26,12829573800
2014-06-27,12951005980
2014-06-30,13030200880
2014-07-01,12987963600
2014-07-02,12766217880
2014-07-03,12797895840
2014-07-07,12956285640
2014-07-08,12929887340
2014-07-09,12914048360
2014-07-10,12861251760
2014-07-11,12871811080
2014-07-14,12871811080
2014-07-15,12792616180
2014-07-16,12713421280
2014-07-17,12655345020
2014-07-18,12813734820
2014-07-21,12676463660
2014-07-22,12739819580
2014-07-23,12628946720
2014-07-24,12597268760
2014-07-25,12597268760
2014-07-28,12483527680
2014-07-29,12404451280
2014-07-30,12193580880
2014-07-31,11929992880
2014-08-01,11866731760
2014-08-04,11961623440
2014-08-05,11945808160
2014-08-06,12114504480
2014-08-07,12014341040
2014-08-08,12183037360
2014-08-11,12330646640
2014-08-12,12330646640
2014-08-13,12372820720
2014-08-14,12478255920
2014-08-15,12425538320
2014-08-18,12504614720
2014-08-19,12525701760
2014-08-20,12615321680
2014-08-21,13158312960
2014-08-22,13168856480
2014-08-25,13216302320
2014-08-26,13216302320
2014-08-27,13274291680
2014-08-28,13353368080
2014-08-29,13358639840
2014-09-02,13421900960
2014-09-03,13479890320
2014-09-04,13395542160
2014-09-05,13464075040
2014-09-08,13406085680
2014-09-09,13274291680
2014-09-10,13305922240
2014-09-11,13327009280
2014-09-12,13174128240
2014-09-15,13195215280
2014-09-16,13395542160
2014-09-17,13327009280
2014-09-18,13437716240
2014-09-19,13316465760
2014-09-22,13258476400
2014-09-23,13179400000
2014-09-24,13369183360
2014-09-25,13174128240
2014-09-26,13237389360
2014-09-29,13390270400
2014-09-30,13548423200
2014-10-01,13458803280
2014-10-02,13606412560
2014-10-03,13653858400
2014-10-06,13553694960
2014-10-07,13374455120
2014-10-08,13574782000
2014-10-09,13606412560
2014-10-10,13648586640
2014-10-13,13558966720
2014-10-14,13701304240
2014-10-15,13400813920
2014-10-16,13142497680
2014-10-17,13226845840
2014-10-20,13569510240
2014-10-21,13843641760
2014-10-22,13854185280
2014-10-23,13838370000
2014-10-24,13848913520
2014-10-27,13853537040
2014-10-28,13974828000
2014-10-29,13995922080
2014-10-30,14080298400
2014-10-31,14217409920
2014-11-03,14264871600
2014-11-04,14322880320
2014-11-05,14380889040
2014-11-06,14380889040
2014-11-07,14349247920
2014-11-10,14359794960
2014-11-11,14438897760
2014-11-12,14412530160
2014-11-13,14549641680
2014-11-14,14370342000
2014-11-17,14533821120
2014-11-18,14533821120
2014-11-19,14581282800
2014-11-20,14459991840
2014-11-21,14328153840
2014-11-24,14275418640
2014-11-25,13531852320
2014-11-26,13900998720
2014-11-28,13995922080
2014-12-01,13932639840
2014-12-02,13911545760
2014-12-03,13906272240
2014-12-04,13842990000
2014-12-05,13916819280
2014-12-08,13953733920
2014-12-09,13784981280
2014-12-10,13558219920
2014-12-11,13679510880
2014-12-12,13436928960
2014-12-15,13384193760
2014-12-16,13220714640
2014-12-17,13415834880
2014-12-18,13721699040
2014-12-19,13784981280
2014-12-22,13964280960
2014-12-23,14043383760
2014-12-24,13995922080
2014-12-26,13974828000
2014-12-29,14022289680
2014-12-30,13985375040
2014-12-31,13737519600
2015-01-02,13610955120
2015-01-05,13368373200
2015-01-06,13268176320
2015-01-07,13484390640
2015-01-08,13632049200
2015-01-09,13521305280
2015-01-12,13320911520
2015-01-13,13368373200
2015-01-14,13342005600
2015-01-15,13431655440
2015-01-16,13579314000
2015-01-20,13700604960
2015-01-21,13974828000
2015-01-22,14169948240
2015-01-23,14069751360
2015-01-26,14062131280
2015-01-27,13977642320
2015-01-28,13835067200
2015-01-29,13872031120
2015-01-30,13523514160
2015-02-02,13660808720
2015-02-03,13803383840
2015-02-04,14246950880
2015-02-05,14262792560
2015-02-06,14146620240
2015-02-09,14019886800
2015-02-10,14273353680
2015-02-11,14241670320
2015-02-12,14305037040
2015-02-13,14716920720
2015-02-17,14711640160
2015-02-18,14822531920
2015-02-19,15223854480
2015-02-20,15292501760
2015-02-23,15260818400
2015-02-24,15255537840
2015-02-25,15456199120
2015-02-26,15435076880
2015-02-27,15450918560
2015-03-02,15450918560
2015-03-03,15413954640
2015-03-04,15303062880
2015-03-05,15297782320
2015-03-06,14986229280
2015-03-09,15213293360
2015-03-10,14854215280
2015-03-11,14584906720
2015-03-12,14775006880
2015-03-13,14590187280
2015-03-16,14695798480
2015-03-17,14595467840
2015-03-18,14806690240
2015-03-19,14785568000
2015-03-20,14996790400
2015-03-23,15044315440
2015-03-24,14907020880
2015-03-25,14959826480
2015-03-26,14959826480
2015-03-27,15118243280
2015-03-30,15144646080
2015-03-31,15012632080
2015-04-01,15075998800
2015-04-02,15160487760
2015-04-06,15266098960
2015-04-07,15313624000
2015-04-08,15376990720
2015-04-09,15324185120
2015-04-10,15303062880
2015-04-13,15149926640
2015-04-14,15345307360
2015-04-15,15213293360
2015-04-16,15171048880
2015-04-17,14880618080
2015-04-20,14891179200
2015-04-21,14547942800
2015-04-22,14569065040
2015-04-23,14489856640
2015-04-24,14484576080
2015-04-27,14470768080
2015-04-28,14539475160
2015-04-29,14423201640
2015-04-30,14365064880
2015-05-01,14608182240
2015-05-04,14729740920
2015-05-05,14703315120
2015-05-06,14560615800
2015-05-07,14634608040
2015-05-08,14793162840
2015-05-11,14745596400
2015-05-12,14735026080
2015-05-13,14793162840
2015-05-14,14988713760
2015-05-15,14978143440
2015-05-18,14724455760
2015-05-19,14745596400
2015-05-20,15363960120
2015-05-21,15200120160
2015-05-22,15041565360
2015-05-26,14962287960
2015-05-27,15443237520
2015-05-28,15379815600
2015-05-29,15120842760
2015-06-01,15083846640
2015-06-02,14999284080
2015-06-03,15036280200
2015-06-04,14877725400
2015-06-05,14867155080
2015-06-08,14840729280
2015-06-09,14856584760
2015-06-10,15015139560
2015-06-11,14935862160
2015-06-12,14920006680
2015-06-15,14888295720
2015-06-16,14972858280
2015-06-17,15073276320
2015-06-18,15136698240
2015-06-19,15126127920
2015-06-22,15274112400
2015-06-23,15358674960
2015-06-24,15342819480
2015-06-25,15321678840
2015-06-26,15252971760
2015-06-29,14872440240
2015-06-30,14898866040
2015-07-01,15057420840
2015-07-02,15025709880
2015-07-06,14856584760
2015-07-07,15157838880
2015-07-08,15041565360
2015-07-09,15120842760
2015-07-10,15147268560
2015-07-13,15385100760
2015-07-14,15422096880
2015-07-15,15289967880
2015-07-16,15422096880
2015-07-17,15226545960
2015-07-20,15289967880
2015-07-21,15184264680
2015-07-22,15263542080
2015-07-23,15237116280
2015-07-24,15210690480
2015-07-27,15177484080
2015-07-28,15457667520
2015-07-29,15542251200
2015-07-30,15684986160
2015-07-31,15653267280
2015-08-03,15711418560
2015-08-04,15938737200
2015-08-05,16070899200
2015-08-06,15933450720
2015-08-07,15922877760
2015-08-10,16086758640
2015-08-11,15981029040
2015-08-12,16097331600
2015-08-13,15991602000
2015-08-14,16181915280
2015-08-17,16213634160
2015-08-18,15991602000
2015-08-19,16181915280
2015-08-20,16811006400
2015-08-21,16224207120
2015-08-24,15684986160
2015-08-25,15536964720
2015-08-26,15981029040
2015-08-27,16224207120
2015-08-28,16255926000
2015-08-31,16150196400
2015-09-01,15769569840
2015-09-02,16028607360
2015-09-03,16171342320
2015-09-04,16039180320
2015-09-08,16414520400
2015-09-09,16139623440
2015-09-10,16129050480
2015-09-11,16314077280
2015-09-14,16229493600
2015-09-15,16382801520
2015-09-16,16604833680
2015-09-17,16435666320
2015-09-18,16144909920
2015-09-21,16181915280
2015-09-22,15949310160
2015-09-23,16044466800
2015-09-24,16176628800
2015-09-25,16440952800
2015-09-28,16245353040
2015-09-29,16329936720
2015-09-30,16736995680
2015-10-01,16710563280
2015-10-02,16964314320
2015-10-05,17270930160
2015-10-06,16858584720
2015-10-07,16922022479
2015-10-08,17218065360
2015-10-09,17292076080
2015-10-12,17551113600
2015-10-13,17418951600
2015-10-14,17101762800
2015-10-15,17154627600
2015-10-16,17418951600
2015-10-19,17535254160
2015-10-20,17429524560
2015-10-21,17609264880
2015-10-22,18100907520
2015-10-23,18063902160
2015-10-26,17880824220
2015-10-27,17674568040
2015-10-28,17886112840
2015-10-29,17938999040
2015-10-30,17864958360
2015-11-02,17854381120
2015-11-03,17923133180
2015-11-04,17775051820
2015-11-05,17875535600
2015-11-06,17621681840
2015-11-09,17611104600
2015-11-10,17732742860
2015-11-11,17812072160
2015-11-12,17568795640
2015-11-13,17500043580
2015-11-16,17933710420
2015-11-17,17886112840
2015-11-18,18102946260
2015-11-19,18203430040
2015-11-20,18028905580
2015-11-23,18314491060
2015-11-24,18859218920
2015-11-25,19451544360
2015-11-27,19837613620
2015-11-30,19811170520
2015-12-01,19969829120
2015-12-02,19959251880
2015-12-03,20033292560
2015-12-04,20519845600
2015-12-07,20482825260
2015-12-08,20551577320
2015-12-09,20366475620
2015-12-10,20371764240
2015-12-11,20477536640
2015-12-14,20620329380
2015-12-15,20630906620
2015-12-16,21112171040
2015-12-17,21016975880
2015-12-18,20837162800
2015-12-21,21064573460
2015-12-22,21291984120
2015-12-23,21091016560
2015-12-24,21106882420
2015-12-28,21159768620
2015-12-29,21286695500
2015-12-30,21064573460
2015-12-31,20911203480
2016-01-04,20683792820
2016-01-05,21106882420
2016-01-06,21175634480
2016-01-07,20794853840
2016-01-08,20673215580
2016-01-11,20636195240
2016-01-12,21027553120
2016-01-13,20741967640
2016-01-14,20847740040
2016-01-15,20128487720
2016-01-19,20334743900
2016-01-20,19980406360
2016-01-21,19694820880
2016-01-22,20091467380
2016-01-25,20008948480
2016-01-26,20358681160
2016-01-27,20300392380
2016-01-28,20756104660
2016-01-29,21307198580
2016-02-01,21731116980
2016-02-02,21550951660
2016-02-03,21174724080
2016-02-04,20782599560
2016-02-05,20915074060
2016-02-08,21566848600
2016-02-09,21953674140
2016-02-10,22080849660
2016-02-11,22091447620
2016-02-12,21990767000
2016-02-16,23548667120
2016-02-17,23564564060
2016-02-18,22727325220
2016-02-19,22653139500
2016-02-22,22801510940
2016-02-23,23087655860
2016-02-24,23161841580
2016-02-25,23246625260
2016-02-26,22769717060
2016-02-29,22525963980
2016-03-01,22796211960
2016-03-02,22971078300
2016-03-03,23363202820
2016-03-04,23320810980
2016-03-07,23018769120
2016-03-08,23151243620
2016-03-09,23273120160
2016-03-10,23055861980
2016-03-11,23092954840
2016-03-14,23236027300
2016-03-15,23357903840
2016-03-16,23538069160
2016-03-17,23342006900
2016-03-18,23156542600
2016-03-21,23119449740
2016-03-22,23071758920
2016-03-23,23151243620
2016-03-24,22928686460
2016-03-28,23209532400
2016-03-29,23527471200
2016-03-30,23289017100
2016-03-31,22912789520
2016-04-01,23267821180
2016-04-04,23077057900
2016-04-05,22382891520
2016-04-06,22785614000
2016-04-07,22356396620
2016-04-08,22160334360
2016-04-11,21815900660
2016-04-12,21556250640
2016-04-13,21100538360
2016-04-14,20798496500
2016-04-15,20909775080
2016-04-18,20877981200
2016-04-19,20915074060
2016-04-20,20448763820
2016-04-21,20051340320
2016-04-22,19955958680
2016-04-25,20079410600
2016-04-26,20254198400
2016-04-27,20428986200
2016-04-28,20513731800
2016-04-29,20418393000
2016-05-02,20503138600
2016-05-03,20407799800
2016-05-04,20513731800
2016-05-05,20227715400
2016-05-06,20418393000
2016-05-09,21048688400
2016-05-10,21186400000
2016-05-11,21191696600
2016-05-12,21297628600
2016-05-13,21133434000
2016-05-16,21313518400
2016-05-17,20550808000
2016-05-18,18792336800
2016-05-19,18734074200
2016-05-20,18463947600
2016-05-23,18469244200
2016-05-24,18432168000
2016-05-25,18331532600
2016-05-26,18485134000
2016-05-27,18421574800
2016-05-31,18225600600
2016-06-01,18236193800
2016-06-02,18156744800
2016-06-03,18363312200
2016-06-06,18013736600
2016-06-07,18220304000
2016-06-08,18294456400
2016-06-09,18485134000
2016-06-10,18410981600
2016-06-13,18241490400
2016-06-14,18193821000
2016-06-15,18103778800
2016-06-16,18516913600
2016-06-17,18474540800
2016-06-20,18347422400
2016-06-21,18495727200
2016-06-22,18310346200
2016-06-23,18320939400
2016-06-24,18718184400
2016-06-27,18967124600
2016-06-28,18527506800
2016-06-29,18707591200
2016-06-30,19385556000
2016-07-01,19216064800
2016-07-05,19454411800
2016-07-06,19401445800
2016-07-07,19300810400
2016-07-08,19390852600
2016-07-11,19290217200
2016-07-12,19210768200
2016-07-13,19364369600
2016-07-14,19443818600
2016-07-15,19210768200
2016-07-18,19348479800
2016-07-19,19502081200
2016-07-20,19512674400
2016-07-21,19517971000
2016-07-22,19533860800
2016-07-25,19464318180
2016-07-26,19326835900
2016-07-27,19147051380
2016-07-28,19358562580
2016-07-29,19749858300
2016-08-01,19855613900
2016-08-02,19517195980
2016-08-03,19104749140
2016-08-04,19189353620
2016-08-05,19252806980
2016-08-08,19289821440
2016-08-09,19295109220
2016-08-10,19443167060
2016-08-11,19263382540
2016-08-12,19596512680
2016-08-15,19411440380
2016-08-16,19136475820
2016-08-17,19221080300
2016-08-18,19585937120
2016-08-19,20442557480
2016-08-22,20892018780
2016-08-23,20664644240
2016-08-24,20442557480
2016-08-25,20320938540
2016-08-26,20051261760
2016-08-29,20305075200
2016-08-30,20030110640
2016-08-31,20231046280
2016-09-01,20204607380
2016-09-02,20336801880
2016-09-06,20437269700
2016-09-07,20125290680
2016-09-08,19834462780
2016-09-09,19041295780
2016-09-12,19295109220
2016-09-13,19321548120
2016-09-14,19210504740
2016-09-15,19395577040
2016-09-16,19231655860
2016-09-19,19342699240
2016-09-20,19242231420
2016-09-21,19760433860
2016-09-22,19961369500
2016-09-23,20024822860
2016-09-26,19739282740
2016-09-27,20225758500
2016-09-28,20289211860
2016-09-29,20030110640
2016-09-30,20056549540
2016-10-03,20114715120
2016-10-04,19617663800
2016-10-05,19517195980
2016-10-06,19765721640
2016-10-07,19802736100
2016-10-10,19993096180
2016-10-11,19987808400
2016-10-12,20151729580
2016-10-13,20120002900
2016-10-14,20051261760
2016-10-17,20125290680
2016-10-18,20236334060
2016-10-19,20120002900
2016-10-20,19961369500
2016-10-21,19940218380
2016-10-24,20088276220
2016-10-25,20109427340
2016-10-26,20125290680
2016-10-27,20051261760
2016-10-28,20209895160
2016-10-31,20350522500
2016-11-01,20149660200
2016-11-02,19969941300
2016-11-03,19256351550
2016-11-04,19256351550
2016-11-07,19605217650
2016-11-08,19779650700
2016-11-09,19494214800
2016-11-10,18384186300
2016-11-11,18384186300
2016-11-14,18537475950
2016-11-15,18865198650
2016-11-16,18896913750
2016-11-17,18997344900
2016-11-18,18807054300
2016-11-21,18468759900
2016-11-22,18955058100
2016-11-23,18622049550
2016-11-25,18955058100
2016-11-28,18669622200
2016-11-29,18748909950
2016-11-30,18098750400
2016-12-01,17596594650
2016-12-02,17871458850
2016-12-05,17860887150
2016-12-06,17607166350
2016-12-07,17903173950
2016-12-08,18019462650
2016-12-09,18178038150
2016-12-12,18273183450
2016-12-13,18426473100
2016-12-14,18146323050
2016-12-15,18215039100
2016-12-16,18304898550
2016-12-19,18384186300
2016-12-20,18437044800
2016-12-21,18373614600
2016-12-22,18579762750
2016-12-23,18664336350
2016-12-27,18727766550
2016-12-28,18421187250
2016-12-29,18627335400
2016-12-30,18400043850
2017-01-03,18653764650
2017-01-04,18955058100
2017-01-05,19113633600
2017-01-06,19208778900
2017-01-09,18807054300
2017-01-10,18458188200
2017-01-11,18537475950
2017-01-12,18711909000
2017-01-13,18780625050
2017-01-17,19214064750
2017-01-18,19118919450
2017-01-19,19150634550
2017-01-20,19171777950
2017-01-23,19129491150
2017-01-24,19314495900
2017-01-25,19303924200
2017-01-26,19113633600
2017-01-27,19092490200
2017-01-30,19176384240
2017-01-31,19192245600
2017-02-01,18832721440
2017-02-02,19017770640
2017-02-03,19107651680
2017-02-06,18964899440
2017-02-07,19165810000
2017-02-08,19287413760
2017-02-09,19520047040
2017-02-10,19631076560
2017-02-13,19694522000
2017-02-14,19874284080
2017-02-15,20022323440
2017-02-16,19689234880
2017-02-17,19699809120
2017-02-21,19879571200
2017-02-22,19720957600
2017-02-23,18658246480
2017-02-24,18325157920
2017-02-27,18319870800
2017-02-28,18637098000
2017-03-01,18647672240
2017-03-02,18610662400
2017-03-03,18700543440
2017-03-06,18504920000
2017-03-07,18425613200
2017-03-08,18319870800
2017-03-09,18266999600
2017-03-10,18541929840
2017-03-13,18473197280
2017-03-14,18346306400
2017-03-15,18732266160
2017-03-16,18499632880
2017-03-17,18462623040
2017-03-20,18478484400
2017-03-21,18229989760
2017-03-22,18341019280
2017-03-23,18356880640
2017-03-24,18251138240
2017-03-27,18055514800
2017-03-28,18155970080
2017-03-29,18282860960
2017-03-30,18087237520
2017-03-31,18309296560
2017-04-03,18245851120
2017-04-04,18182405680
2017-04-05,18219415520
2017-04-06,18177118560
2017-04-07,18108386000
2017-04-10,18187692800
2017-04-11,18134821600
2017-04-12,18108386000
2017-04-13,17997356480
2017-04-17,18219415520
2017-04-18,18372742000
2017-04-19,18261712480
2017-04-20,18256425360
2017-04-21,18341019280
2017-04-24,18473197280
2017-04-25,18732266160
2017-04-26,18473197280
2017-04-27,18499632880
2017-04-28,18547216960
2017-05-01,18432958500
2017-05-02,18385423650
2017-05-03,18263945700
2017-05-04,18353733750
2017-05-05,18353733750
2017-05-08,18211129200
2017-05-09,18263945700
2017-05-10,18179439300
2017-05-11,18163594350
2017-05-12,18174157650
2017-05-15,18237537450
2017-05-16,18052679700
2017-05-17,18057961350
2017-05-18,18036834750
2017-05-19,18395986950
2017-05-22,18596689650
2017-05-23,18596689650
2017-05-24,18697041000
2017-05-25,17498106450
2017-05-26,17492824800
2017-05-30,17572049550
2017-05-31,17762188950
2017-06-01,17910075150
2017-06-02,18015708150
2017-06-05,18042116400
2017-06-06,18221692500
2017-06-07,18475211700
2017-06-08,18052679700
2017-06-09,18364297050
2017-06-12,18343170450
2017-06-13,18316762200
2017-06-14,18337888800
2017-06-15,18274509000
2017-06-16,17931201750
2017-06-19,18142467750
2017-06-20,17925920100
2017-06-21,17957610000
2017-06-22,18179439300
2017-06-23,18454085100
2017-06-26,18380142000
2017-06-27,18036834750
2017-06-28,18068524650
2017-06-29,17936483400
2017-06-30,18015708150
2017-07-03,18036834750
2017-07-05,17815005450
2017-07-06,17508669750
2017-07-07,17535078000
2017-07-10,17244587250
2017-07-11,17181207450
2017-07-12,17228742300
2017-07-13,17276277150
2017-07-14,17339656950
2017-07-17,17529796350
2017-07-18,17339656950
2017-07-19,17228742300
2017-07-20,17392473450
2017-07-21,17550922950
2017-07-24,17593176150
2017-07-25,18015708150
2017-07-26,17962891650
2017-07-27,18131904450
2017-07-28,18036834750
2017-07-31,18041418300
2017-08-01,18025578600
2017-08-02,18036138400
2017-08-03,17914700700
2017-08-04,17777423300
2017-08-07,18057258000
2017-08-08,17772143400
2017-08-09,17745743900
2017-08-10,17772143400
2017-08-11,17956939900
2017-08-14,18173415800
2017-08-15,18078377600
2017-08-16,18136456500
2017-08-17,17877741400
2017-08-18,17999179100
2017-08-21,17914700700
2017-08-22,18152296200
2017-08-23,17909420800
2017-08-24,16943199100
2017-08-25,16547206600
2017-08-28,16394089500
2017-08-29,16351850300
2017-08-30,16293771400
2017-08-31,16230412600
2017-09-01,16325450800
2017-09-05,16209293000
2017-09-06,16288491500
2017-09-07,16499687500
2017-09-08,16684484000
2017-09-11,16726723200
2017-09-12,16774242300
2017-09-13,16541926700
2017-09-14,16320170900
2017-09-15,16568326200
2017-09-18,16710883500
2017-09-19,16753122700
2017-09-20,16594725700
2017-09-21,16468008100
2017-09-22,16510247300
2017-09-25,16647524700
2017-09-26,16737283000
2017-09-27,16541926700
2017-09-28,16742562900
2017-09-29,16969598600
2017-10-02,16853440800
2017-10-03,16779522200
2017-10-04,16768962400
2017-10-05,16721443300
2017-10-06,16695043800
2017-10-09,16499687500
2017-10-10,16763682500
2017-10-11,16747842800
2017-10-12,16790082000
2017-10-13,16816481500
2017-10-16,16642244800
2017-10-17,16636964900
2017-10-18,16547206600
2017-10-19,16167053800
2017-10-20,16230412600
2017-10-23,16066735700
2017-10-24,15982257300
2017-10-25,16008656800
2017-10-26,16035056300
2017-10-27,16040336200
2017-10-30,15963007950
2017-10-31,16497755480
2017-11-01,16524228130
2017-11-02,16683064030
2017-11-03,16582467960
2017-11-06,16291268810
2017-11-07,16677769500
2017-11-08,17021913950
2017-11-09,16916023350
2017-11-10,17117215490
2017-11-13,17180749850
2017-11-14,17461359940
2017-11-15,17514305240
2017-11-16,17434887290
2017-11-17,17535483360
2017-11-20,17683730200
2017-11-21,18276717560
2017-11-22,18144354310
2017-11-24,18218477730
2017-11-27,18096703540
2017-11-28,18313779270
2017-11-29,19055013470
2017-11-30,19298561850
2017-12-01,19467986810
2017-12-04,19949789040
2017-12-05,19642706300
2017-12-06,19642706300
2017-12-07,19552699290
2017-12-08,19716829720
2017-12-11,19584466470
2017-12-12,19584466470
2017-12-13,19653295360
2017-12-14,19388568860
2017-12-15,19478575870
2017-12-18,19626822710
2017-12-19,19494459460
2017-12-20,19351507150
2017-12-21,19277383730
2017-12-22,19446808690
2017-12-26,19452103220
2017-12-27,19372685270
2017-12-28,19346212620
2017-12-29,19266794670
2018-01-02,19250911080
2018-01-03,19060308000
2018-01-04,19298561850
2018-01-05,19245616550
2018-01-08,19277383730
2018-01-09,19272089200
2018-01-10,18737341670
2018-01-11,18181416020
2018-01-12,18292601150
2018-01-16,18382608160
2018-01-17,18488498760
2018-01-18,18133765250
2018-01-19,18403786280
2018-01-22,18467320640
2018-01-23,18499087820
2018-01-24,18207888670
2018-01-25,18313779270
2018-01-26,18350840980
2018-01-29,18352237360
2018-01-30,18384025300
2018-01-31,18187999670
2018-02-01,18055549920
2018-02-02,17827736350
2018-02-05,17213169510
2018-02-06,17345619260
2018-02-07,17345619260
2018-02-08,17064825790
2018-02-09,17382705190
2018-02-12,17520452930
2018-02-13,17525750920
2018-02-14,18034357960
2018-02-15,18055549920
2018-02-16,18198595650
2018-02-20,17907206200
2018-02-21,17313831320
2018-02-22,17483367000
2018-02-23,17292639360
2018-02-26,17520452930
2018-02-27,17350917250
2018-02-28,17197275540
2018-03-01,17144295640
2018-03-02,17297937350
2018-03-05,17414493130
2018-03-06,17711180570
2018-03-07,17573432830
2018-03-08,17748266500
2018-03-09,17886014240
2018-03-12,17854226300
2018-03-13,18029059970
2018-03-14,17864822280
2018-03-15,17642306700
2018-03-16,17748266500
2018-03-19,17854226300
2018-03-20,17780054440
2018-03-21,17372109210
2018-03-22,17324427300
2018-03-23,17244957450
2018-03-26,17700584590
2018-03-27,17785352430
2018-03-28,17833034340
2018-03-29,18182701680
2018-04-02,17742968510
2018-04-03,18129721780
2018-04-04,19003890130
2018-04-05,18601242890
2018-04-06,18505879070
2018-04-09,18749586610
2018-04-10,18723096660
2018-04-11,18733692640
2018-04-12,18590646910
2018-04-13,18564156960
2018-04-16,18776076560
2018-04-17,18765480580
2018-04-18,18829056460
2018-04-19,18754884600
2018-04-20,18781374550
2018-04-23,18950910230
2018-04-24,19178723800
2018-04-25,19152233850
2018-04-26,19237001690
2018-04-27,19321769530
2018-04-30,19234467500
2018-05-01,19165488720
2018-05-02,18767534220
2018-05-03,18714473620
2018-05-04,18979776620
2018-05-07,18852431180
2018-05-08,18841819060
2018-05-09,19149570540
2018-05-10,19192019020
2018-05-11,19239773560
2018-05-14,19144264480
2018-05-15,19080591760
2018-05-16,19303446280
2018-05-17,19303446280
2018-05-18,19048755400
2018-05-21,19192019020
2018-05-22,19016919040
2018-05-23,19006306920
2018-05-24,18794064520
2018-05-25,19027531160
2018-05-29,19372425060
2018-05-30,19722625020
2018-05-31,19043449340
2018-06-01,18990388740
2018-06-04,19202631140
2018-06-05,19213243260
2018-06-06,18921409960
2018-06-07,19085897820
2018-06-08,19213243260
2018-06-11,19425485660
2018-06-12,19292834160
2018-06-13,19160182660
2018-06-14,19160182660
2018-06-15,19335282640
2018-06-18,18926716020
2018-06-19,18947940260
2018-06-20,18884267540
2018-06-21,18926716020
2018-06-22,19245079620
2018-06-25,19441403840
2018-06-26,19664258360
2018-06-27,19526300800
2018-06-28,19759767440
2018-06-29,19743849260
2018-07-02,19414873540
2018-07-03,19536912920
2018-07-05,19669564420
2018-07-06,19712012900
2018-07-09,19712012900
2018-07-10,19807521980
2018-07-11,19908337120
2018-07-12,19929561360
2018-07-13,19940173480
2018-07-16,19722625020
