,FSLR
2020-10-12,8404956560
2020-10-13,8788589680
2020-10-14,8872310720
2020-10-15,8719705280
2020-10-16,8921059680
2020-10-19,8841577680
2020-10-20,8933776800
2020-10-21,8647641600
2020-10-22,8758916400
2020-10-23,9047171120
2020-10-26,8875490000
2020-10-27,8731362640
2020-10-28,9888620560
2020-10-29,9268660960
2020-10-30,9224680920
2020-11-02,9420206640
2020-11-03,9245346240
2020-11-04,8454765280
2020-11-05,9209314400
2020-11-06,9354501520
2020-11-09,9125593360
2020-11-10,8557562000
2020-11-11,8923179200
2020-11-12,8626446400
2020-11-13,8472781200
2020-11-16,8500334959
2020-11-17,8634924480
2020-11-18,8688972240
2020-11-19,8908342560
2020-11-20,8975107440
2020-11-23,9211433920
2020-11-24,9581290160
2020-11-25,9797481200
2020-11-27,10035927200
2020-11-30,9901337680
2020-12-01,9650174560
2020-12-02,9589768240
2020-12-03,9423385920
2020-12-04,9459417760
2020-12-07,9405370000
2020-12-08,9526182640
2020-12-09,9137250720
2020-12-10,9171163040
2020-12-11,9153147120
2020-12-14,9176461840
2020-12-15,9671369760
2020-12-16,9725417520
2020-12-17,9783704320
2020-12-18,9918293840
2020-12-21,10217146160
2020-12-22,11144436160
2020-12-23,10791536080
2020-12-24,10851942400
2020-12-28,10723711440
2020-12-29,10277552480
2020-12-30,10633631840
2020-12-31,10494224960
2021-01-04,10740349120
2021-01-05,9777070080
2021-01-06,10575912720
2021-01-07,11192284000
2021-01-08,11043760800
2021-01-11,11007690880
2021-01-12,11067100160
2021-01-13,11052247840
2021-01-14,11249571520
2021-01-15,10245979040
2021-01-19,10634261120
2021-01-20,10794454000
2021-01-21,11407642640
2021-01-22,11316406960
2021-01-25,11132874720
2021-01-26,11106352720
2021-01-27,10906907280
2021-01-28,11149848800
2021-01-29,10518625200
2021-02-01,10429511280
2021-02-02,10321301520
2021-02-03,10496346720
2021-02-04,10459215920
2021-02-05,10332971200
2021-02-08,10643809040
2021-02-09,10805062800
2021-02-10,10596069440
2021-02-11,10565303920
2021-02-12,10688366000
2021-02-16,10471946480
2021-02-17,10167473920
2021-02-18,9694321440
2021-02-19,9649764480
2021-02-22,9188281680
2021-02-23,9226473360
2021-02-24,9338926640
2021-02-25,8635563200
2021-02-26,8595249760
2021-03-01,9005810320
2021-03-02,8825460720
2021-03-03,8368221439
2021-03-04,7994791680
2021-03-05,7818685600
2021-03-08,7579987600
2021-03-09,8133766960
2021-03-10,8032983360
2021-03-11,8595249760
2021-03-12,8693911600
2021-03-15,8755442640
2021-03-16,8748016480
2021-03-17,8501892320
2021-03-18,8233489680
2021-03-19,8483857360
2021-03-22,8681181040
2021-03-23,8542205760
2021-03-24,8563423360
2021-03-25,8564484240
2021-03-26,9090680720
2021-03-29,8657841680
2021-03-30,9179794640
2021-03-31,9281124900
2021-04-01,9158864950
2021-04-05,8836736560
2021-04-06,8952617730
2021-04-07,8611353000
2021-04-08,8631552470
2021-04-09,8463577930
2021-04-12,8372148750
2021-04-13,8397663869
2021-04-14,8353012409
2021-04-15,8204174210
2021-04-16,8519923820
2021-04-19,8527365729
2021-04-20,8436999680
2021-04-21,8893082450
2021-04-22,9265177950
2021-04-23,9415079280
2021-04-26,9545844270
2021-04-27,9535212970
2021-04-28,9429963100
2021-04-29,9280061770
2021-04-30,8136133890
2021-05-03,8055336010
2021-05-04,7848025659
2021-05-05,7908624070
2021-05-06,7827826189
2021-05-07,7933076060
2021-05-10,7674735470
2021-05-11,7642841570
2021-05-12,7413205490
2021-05-13,7396195409
2021-05-14,7716197540
2021-05-17,7606695150
2021-05-18,7695998070
2021-05-19,7892677119
2021-05-20,8147828320
2021-05-21,8072346090
2021-05-24,8013873939
2021-05-25,7952212400
2021-05-26,8242446890
2021-05-27,8178659090
2021-05-28,8091482430
2021-06-01,8173343439
2021-06-02,8181848479
2021-06-03,8012810810
2021-06-04,8062777920
2021-06-07,7974538130
2021-06-08,8075535479
2021-06-09,8165901530
2021-06-10,8547565200
2021-06-11,8461451670
2021-06-14,8357264930
2021-06-15,8097861210
2021-06-16,8228626200
2021-06-17,8348759890
2021-06-18,8182911610
2021-06-21,8312613470
2021-06-22,8332812939
2021-06-23,8525239470
2021-06-24,8984511630
2021-06-25,9341723310
2021-06-28,9856278230
2021-06-29,9852025710
2021-06-30,9623023200
2021-07-01,9586874400
2021-07-02,9655982400
2021-07-06,9695320800
2021-07-07,9703826400
2021-07-08,9559231200
2021-07-09,9838852800
2021-07-12,10024912800
2021-07-13,9865432800
2021-07-14,9573052800
2021-07-15,9100992000
2021-07-16,8876656800
2021-07-19,8829876000
2021-07-20,8790537600
2021-07-21,9057400800
2021-07-22,8896857600
2021-07-23,8819244000
2021-07-26,8649132000
2021-07-27,8650195200
2021-07-28,8875593600
2021-07-29,8903236800
2021-07-30,9147772800
2021-08-02,9384866400
2021-08-03,9817588800
2021-08-04,9803767200
2021-08-05,9741038400
2021-08-06,9903708000
2021-08-09,10069567200
2021-08-10,10180140000
2021-08-11,10197151200
2021-08-12,10306660800
2021-08-13,10270512000
2021-08-16,10294965600
2021-08-17,9941983200
2021-08-18,9956868000
2021-08-19,9886696800
2021-08-20,10051492800
2021-08-23,10210972800
2021-08-24,10044050400
2021-08-25,9954741600
2021-08-26,9960057600
2021-08-27,10040860800
2021-08-30,10173760800
2021-08-31,9994080000
2021-09-01,10000459200
2021-09-02,10086578400
2021-09-03,10000459200
2021-09-07,10045113600
2021-09-08,10146117600
2021-09-09,10513984800
2021-09-10,10569271200
2021-09-13,11287994400
2021-09-14,11180611200
2021-09-15,11131704000
2021-09-16,10981792800
2021-09-17,11059406400
2021-09-20,10173760800
2021-09-21,10101463200
2021-09-22,10175887200
2021-09-23,9935604000
2021-09-24,9691068000
2021-09-27,10159939200
2021-09-28,10126980000
2021-09-29,10001522400
2021-09-30,10149975420
2021-10-01,10267998390
2021-10-04,10102128270
2021-10-05,10164861200
2021-10-06,10120203860
2021-10-07,10369009040
2021-10-08,10491285090
2021-10-11,10876188830
2021-10-12,11193043290
2021-10-13,11272788540
2021-10-14,11291927400
2021-10-15,11176030970
2021-10-18,11140943060
2021-10-19,11513087560
2021-10-20,10976136210
2021-10-21,11301496830
2021-10-22,11294053940
2021-10-25,11593896080
2021-10-26,11583263380
2021-10-27,11720425210
2021-10-28,12533826760
2021-10-29,12715645930
2021-11-01,12880452780
2021-11-02,12615698550
2021-11-03,12422183410
2021-11-04,12404107820
2021-11-05,12366893370
2021-11-08,12230794810
2021-11-09,12131910700
2021-11-10,11801233730
2021-11-11,12078747200
2021-11-12,11793790840
2021-11-15,11941585370
2021-11-16,11110108230
2021-11-17,11051628380
2021-11-18,10997401610
2021-11-19,11522656990
2021-11-22,11500328320
2021-11-23,11391874780
2021-11-24,11513087560
2021-11-26,11262155840
2021-11-29,11361039950
2021-11-30,11015477200
2021-12-01,10807076280
2021-12-02,10849607080
2021-12-03,10446627750
2021-12-06,10538068970
2021-12-07,10760292400
2021-12-08,10708192170
2021-12-09,10275441280
2021-12-10,10334984400
2021-12-13,10321161890
2021-12-14,10135089640
2021-12-15,10120203860
2021-12-16,9697022400
2021-12-17,9905423320
2021-12-20,9118603520
2021-12-21,9475862240
2021-12-22,9348269840
2021-12-23,9289789990
2021-12-27,9341890220
2021-12-28,9287663450
2021-12-29,9269587860
2021-12-30,9361029080
2021-12-31,9195380000
2022-01-03,9345190000
2022-01-04,9208040000
2022-01-05,8810305000
2022-01-06,8858835000
2022-01-07,8933740000
2022-01-10,8893650000
2022-01-11,8909475000
2022-01-12,8874660000
2022-01-13,8733290000
2022-01-14,8758610000
2022-01-18,8598250000
2022-01-19,8584535000
2022-01-20,8597195000
2022-01-21,8104509999
2022-01-24,8221615000
2022-01-25,8011670000
2022-01-26,8057035000
2022-01-27,7619210000
2022-01-28,7745810000
2022-01-31,8269089999
2022-02-01,8197350000
2022-02-02,8057035000
2022-02-03,7520040000
2022-02-04,7490500000
2022-02-07,7357569999
2022-02-08,7426145000
2022-02-09,7824935000
2022-02-10,7513710000
2022-02-11,7312205000
2022-02-14,7198265000
2022-02-15,7606549999
2022-02-16,7561185000
2022-02-17,7379725000
2022-02-18,7234134999
2022-02-22,6947174999
2022-02-23,6846950000
2022-02-24,7283720000
2022-02-25,7456740000
2022-02-28,7943095000
2022-03-01,7977910000
2022-03-02,7333305000
2022-03-03,7107535000
2022-03-04,7580174999
2022-03-07,7912500000
2022-03-08,8389360000
2022-03-09,8322895000
2022-03-10,8070750000
2022-03-11,7953645000
2022-03-14,7594944999
2022-03-15,7908279999
2022-03-16,8185745000
2022-03-17,8252210000
2022-03-18,8186799999
2022-03-21,8164645000
2022-03-22,8342940000
2022-03-23,8227944999
2022-03-24,8390415000
2022-03-25,8403075000
2022-03-28,8871495000
2022-03-29,8924245000
2022-03-30,8644670000
2022-03-31,8925511640
2022-04-01,8954289860
2022-04-04,8948960560
2022-04-05,8562053380
2022-04-06,8327564179
2022-04-07,8371264440
2022-04-08,8272139460
2022-04-11,8405371960
2022-04-12,8430952599
2022-04-13,8494904200
2022-04-14,8326498320
2022-04-18,8384054760
2022-04-19,8391515780
2022-04-20,8199660980
2022-04-21,7933195980
2022-04-22,7713628820
2022-04-25,7722155700
2022-04-26,7614503840
2022-04-27,7689114040
2022-04-28,7701904360
2022-04-29,7783975580
2022-05-02,7848993040
2022-05-03,8005674460
2022-05-04,8388318200
2022-05-05,8144236260
2022-05-06,7689114040
2022-05-09,7274494500
2022-05-10,7203081880
2022-05-11,6578487920
2022-05-12,6544380400
2022-05-13,6848150500
2022-05-16,6690403220
2022-05-17,6970724400
2022-05-18,6966460960
2022-05-19,7084771420
2022-05-20,7010161220
2022-05-23,7041071160
2022-05-24,6884389740
2022-05-25,7038939440
2022-05-26,7256374880
2022-05-27,7675257860
2022-05-31,7526037460
2022-06-01,7553749820
2022-06-02,7912944639
2022-06-03,7986488980
2022-06-06,7673126139
2022-06-07,7674192000
2022-06-08,7641150340
2022-06-09,7442900380
2022-06-10,7247848000
2022-06-13,6728774180
2022-06-14,6603002700
2022-06-15,6824701580
2022-06-16,6609397860
2022-06-17,7110352059
2022-06-21,7269165200
2022-06-22,7205213599
2022-06-23,7418385599
2022-06-24,7468481019
2022-06-27,7527103320
2022-06-28,7221201500
2022-06-29,7124208240
2022-06-30,7262385479
2022-07-01,7264517400
2022-07-05,7059853080
2022-07-06,7052391360
2022-07-07,7529941440
2022-07-08,7729275960
2022-07-11,7386036840
2022-07-12,7293298320
2022-07-13,7372179360
2022-07-14,7572579840
2022-07-15,6957520920
2022-07-18,7142464979
2022-07-19,7531007400
2022-07-20,7779376080
2022-07-21,7809222960
2022-07-22,7737803640
2022-07-25,7904093400
2022-07-26,7842267719
2022-07-27,8182308960
2022-07-28,9433746000
2022-07-29,10571125320
2022-08-01,10605236040
2022-08-02,10629753120
2022-08-03,10434682440
2022-08-04,10571125320
2022-08-05,10862132400
2022-08-08,11378057040
2022-08-09,11620029960
2022-08-10,12206307960
2022-08-11,12213769680
2022-08-12,12574597140
2022-08-15,12601779120
2022-08-16,12470666040
2022-08-17,12397114800
2022-08-18,12559140720
2022-08-19,12302244360
2022-08-22,12203110080
2022-08-23,12196714320
2022-08-24,12625230240
2022-08-25,12971667240
2022-08-26,12978063000
2022-08-29,12971667240
2022-08-30,13037756760
2022-08-31,13596319800
2022-09-01,13627232640
2022-09-02,13474800360
2022-09-06,13601649600
2022-09-07,14369140800
2022-09-08,14660147880
2022-09-09,14477868720
2022-09-12,14581266840
2022-09-13,14578068959
2022-09-14,14471472959
2022-09-15,14072803920
2022-09-16,14476802760
2022-09-19,14607915840
2022-09-20,14210312760
2022-09-21,14451219720
2022-09-22,14046154920
2022-09-23,13841490600
2022-09-26,13666673160
2022-09-27,14103716760
2022-09-28,14517309240
2022-09-29,13956614280
2022-09-30,14100775620
2022-10-03,14564511720
2022-10-04,15251054360
2022-10-05,14348101540
2022-10-06,14078388360
2022-10-07,13796948519
2022-10-10,13971782360
2022-10-11,13999499920
2022-10-12,13526169280
2022-10-13,13489923240
2022-10-14,13150916160
2022-10-17,12609357680
2022-10-18,12932373860
2022-10-19,12815107260
2022-10-20,12656264320
2022-10-21,13069895600
2022-10-24,13279909420
2022-10-25,13554419870
2022-10-26,14008028400
2022-10-27,13984575080
2022-10-28,14143418019
2022-10-31,15518635420
2022-11-01,15838453420
2022-11-02,15998362420
2022-11-03,16814964379
2022-11-04,16376813720
2022-11-07,15697733500
2022-11-08,15699332589
2022-11-09,16114562960
2022-11-10,16739274120
2022-11-11,16035674519
2022-11-14,16377879780
2022-11-15,17017515780
2022-11-16,16905579480
2022-11-17,17587857880
2022-11-18,17760559600
2022-11-21,17631566340
2022-11-22,17873561960
2022-11-23,18066518820
2022-11-25,18275466580
2022-11-28,17656085720
2022-11-29,17249916860
2022-11-30,18392733180
2022-12-01,17967375240
2022-12-02,17943921920
2022-12-05,17818126840
2022-12-06,16787246820
2022-12-07,16496212440
2022-12-08,16279802260
2022-12-09,16093241760
2022-12-12,16020749680
2022-12-13,16745670480
2022-12-14,17066554540
2022-12-15,16994062460
2022-12-16,16532458480
2022-12-19,16712622620
2022-12-20,16693433540
2022-12-21,17276568360
2022-12-22,16725415339
2022-12-23,16710490500
2022-12-27,16014353320
2022-12-28,15582599019
2022-12-29,15860840680
2022-12-30,15968512740
2023-01-03,15568149500
2023-01-04,15657756500
2023-01-05,15516945500
2023-01-06,16726640000
2023-01-09,16979459749
2023-01-10,18242491750
2023-01-11,18391836750
2023-01-12,19078823750
2023-01-13,19221768250
2023-01-17,18945480000
2023-01-18,18942279750
2023-01-19,17602441750
2023-01-20,17907532250
2023-01-23,18797201750
2023-01-24,18293162375
2023-01-25,17949135500
2023-01-26,18713995250
2023-01-27,19132161250
2023-01-30,18217956500
2023-01-31,18945480000
2023-02-01,19217501250
2023-02-02,17992872250
2023-02-03,17941668250
2023-02-06,17864862250
2023-02-07,17696315750
2023-02-08,17663246500
2023-02-09,17488299500
2023-02-10,17428561500
2023-02-13,17842460500
2023-02-14,17605642000
2023-02-15,18386503000
2023-02-16,17602441750
2023-02-17,17524569000
2023-02-21,17173608250
2023-02-22,17453096750
2023-02-23,17663246500
2023-02-24,17298418000
2023-02-27,17719784250
2023-02-28,18043009500
2023-03-01,20874164000
2023-03-02,21145118500
2023-03-03,22413484250
2023-03-06,22647102500
2023-03-07,22859385750
2023-03-08,22863652750
2023-03-09,22535093750
2023-03-10,22159597750
2023-03-13,21716896500
2023-03-14,22112660750
2023-03-15,21678493500
2023-03-16,22034788000
2023-03-17,21294463500
2023-03-20,21834239000
2023-03-21,22321743750
2023-03-22,21869441750
2023-03-23,22422018250
2023-03-24,22519092500
2023-03-27,22416684500
2023-03-28,22402816750
2023-03-29,22972461250
2023-03-30,22755911000
2023-03-31,23234872500
2023-04-03,22272361230
2023-04-04,22234971780
2023-04-05,21537391470
2023-04-06,21847189770
2023-04-10,22650528810
2023-04-11,22436874810
2023-04-12,22208265030
2023-04-13,22568272020
2023-04-14,22262746800
2023-04-17,23383362030
2023-04-18,23446389960
2023-04-19,23308583130
2023-04-20,23024423310
2023-04-21,23169708030
2023-04-24,22422987300
2023-04-25,22490288310
2023-04-26,21313054770
2023-04-27,21454066410
2023-04-28,19504473660
2023-05-01,19319662950
2023-05-02,18844282800
2023-05-03,18623150910
2023-05-04,18330444930
2023-05-05,19079302200
2023-05-08,18957519420
2023-05-09,19015206000
2023-05-10,19307911980
2023-05-11,19569638130
2023-05-12,24750747630
2023-05-15,23671794930
2023-05-16,22732785600
2023-05-17,22408031520
2023-05-18,22036273560
2023-05-19,21742499310
2023-05-22,21545937630
2023-05-23,21460476030
2023-05-24,21210500850
2023-05-25,21465817380
2023-05-26,21554483790
2023-05-30,21621784800
2023-05-31,21681607920
2023-06-01,22299067980
2023-06-02,22085413980
2023-06-05,21757455090
2023-06-06,21025690140
2023-06-07,20485145520
2023-06-08,20546036910
2023-06-09,20510784000
2023-06-12,20963730480
2023-06-13,20937023730
2023-06-14,20620815810
2023-06-15,20604791760
2023-06-16,20189234730
2023-06-20,19880504700
2023-06-21,19718127660
2023-06-22,19985195160
2023-06-23,19711718040
2023-06-26,19073960850
2023-06-27,19520497710
2023-06-28,19679669940
2023-06-29,19657236270
2023-06-30,20308075060
2023-07-03,20446959260
2023-07-05,19972616300
2023-07-06,19565578760
2023-07-07,20206582760
2023-07-10,20386063880
2023-07-11,20257863080
2023-07-12,20828356640
2023-07-13,21040956300
2023-07-14,20437344200
2023-07-17,22083656140
2023-07-18,21534529380
2023-07-19,21215095720
2023-07-20,21206549000
2023-07-21,21143516940
2023-07-24,21116808440
2023-07-25,21367868340
2023-07-26,21090099940
2023-07-27,21238599200
2023-07-28,22264205600
2023-07-31,22157371600
2023-08-01,21653115120
2023-08-02,20755709520
2023-08-03,20965104160
2023-08-04,20766392920
2023-08-07,20896730400
2023-08-08,20950147400
2023-08-09,21751402400
2023-08-10,21902038340
2023-08-11,21887081580
2023-08-14,22587912620
2023-08-15,21348638220
2023-08-16,20500376260
2023-08-17,19597628960
2023-08-18,19434172940
2023-08-21,19411737800
2023-08-22,18856201000
2023-08-23,19292083720
2023-08-24,18633986280
2023-08-25,18957693300
2023-08-28,18883977840
2023-08-29,19402122740
2023-08-30,19760016640
2023-08-31,20204446080
2023-09-01,19910652580
2023-09-05,19922404320
2023-09-06,19453403060
2023-09-07,19283537000
2023-09-08,19573057140
2023-09-11,19162814580
2023-09-12,19330543960
2023-09-13,18215197000
2023-09-14,18909618000
2023-09-15,18594457700
2023-09-18,17920335160
2023-09-19,18074176120
2023-09-20,18080586160
2023-09-21,17760084160
2023-09-22,17355183300
2023-09-25,17557099560
2023-09-26,17241939260
2023-09-27,16944940740
2023-09-28,17253691000
2023-09-29,17263306060
2023-10-02,16703990960
2023-10-03,16160155000
2023-10-04,16221056080
2023-10-05,15529775400
2023-10-06,15872744640
2023-10-09,15364167200
2023-10-10,16193276640
2023-10-11,16186866000
2023-10-12,15961425159
2023-10-13,15804364479
2023-10-16,16164428760
2023-10-17,16887762640
2023-10-18,16361021720
2023-10-19,16237082680
2023-10-20,16108869880
2023-10-23,16167634080
2023-10-24,16656979600
2023-10-25,16171907840
2023-10-26,16149470600
2023-10-27,15306471439
2023-10-30,14564974080
2023-10-31,15219927799
2023-11-01,15261596960
2023-11-02,15769105960
2023-11-03,16233877360
2023-11-06,15702862680
2023-11-07,15420794520
2023-11-08,14726308520
2023-11-09,14160035320
2023-11-10,14308548479
2023-11-13,14300000960
2023-11-14,15934714159
2023-11-15,16285162479
2023-11-16,16508466439
2023-11-17,16562956880
2023-11-20,17019180760
2023-11-21,16945458400
2023-11-22,17065123680
2023-11-24,16494576720
2023-11-27,16523424600
2023-11-28,16562956880
2023-11-29,16606762920
2023-11-30,16857846320
2023-12-01,17126024760
2023-12-04,17045891760
2023-12-05,16602489159
2023-12-06,15523364760
2023-12-07,15404767920
2023-12-08,15532980720
2023-12-11,15610976840
2023-12-12,14947475600
2023-12-13,15659056640
2023-12-14,16908063000
2023-12-15,18021377480
2023-12-18,17729693360
2023-12-19,18447685040
2023-12-20,17586522400
2023-12-21,18167753760
2023-12-22,18205149160
2023-12-26,18370757360
2023-12-27,18424179360
2023-12-28,18507517680
2023-12-29,18407084320
2024-01-02,18405625600
2024-01-03,17898872200
2024-01-04,17780202100
2024-01-05,17840071700
2024-01-08,17760958300
2024-01-09,17844348100
2024-01-10,17354700300
2024-01-11,17136603900
2024-01-12,17152640400
2024-01-16,15940281000
2024-01-17,15743566599
2024-01-18,15763879499
2024-01-19,15600307199
2024-01-22,16026878100
2024-01-23,16192588600
2024-01-24,15915691700
2024-01-25,15954179299
2024-01-26,15804505300
2024-01-29,15961663000
2024-01-30,15932797300
2024-01-31,15640933000
2024-02-01,15810919899
2024-02-02,15161976200
2024-02-05,14946018000
2024-02-06,15086070100
2024-02-07,15551128600
2024-02-08,15306304699
2024-02-09,16196865000
2024-02-12,16808390200
2024-02-13,16286669400
2024-02-14,16917438400
2024-02-15,17082079800
2024-02-16,16782731799
2024-02-20,16383957500
2024-02-21,16039707300
2024-02-22,15473084299
2024-02-23,15276369899
2024-02-26,15457047800
2024-02-27,15500880900
2024-02-28,15956317500
2024-02-29,16452379899
2024-03-01,16897125500
2024-03-04,16752796999
2024-03-05,17005104600
2024-03-06,16936682199
2024-03-07,17143018500
2024-03-08,17249928500
2024-03-11,17336525600
2024-03-12,17039315800
2024-03-13,16896056400
2024-03-14,15971284899
2024-03-15,15760672199
2024-03-18,15980906799
2024-03-19,15767086799
2024-03-20,16145548200
2024-03-21,16323018800
2024-03-22,16390372100
2024-03-25,16546460700
2024-03-26,16374335600
2024-03-27,17902079500
2024-03-28,18046408000
2024-04-01,18374621700
2024-04-02,17872144700
2024-04-03,17825104300
2024-04-04,18330788600
2024-04-05,18666486000
2024-04-08,19160410200
2024-04-09,19746277000
2024-04-10,19809353900
2024-04-11,19718480400
2024-04-12,19508936800
2024-04-15,18811883600
2024-04-16,18503982800
2024-04-17,19031049100
2024-04-18,18633343900
2024-04-19,18713526400
2024-04-22,18846094800
2024-04-23,19254491000
2024-04-24,18974386800
2024-04-25,18711388200
2024-04-26,19108024300
2024-04-29,19332535300
2024-04-30,18848233000
2024-05-01,18985077800
2024-05-02,19298324100
2024-05-03,20478610500
2024-05-06,20720227100
2024-05-07,20812169700
2024-05-08,20389875200
2024-05-09,20698845100
2024-05-10,20425155500
2024-05-13,20263721400
2024-05-14,19988962700
2024-05-15,20519236300
2024-05-16,20806824200
2024-05-17,21124346900
2024-05-20,20990709400
2024-05-21,22676680100
2024-05-22,26914592500
2024-05-23,26707187100
2024-05-24,29586273400
2024-05-28,29951905600
2024-05-29,29741292900
2024-05-30,29590549799
2024-05-31,29053861600
2024-06-03,29156495200
2024-06-04,28456234700
2024-06-05,29192844600
2024-06-06,29234539500
2024-06-07,28581319399
2024-06-10,29913418000
2024-06-11,31488202299
2024-06-12,32148906099
2024-06-13,31170679600
2024-06-14,29251645100
2024-06-17,27938790300
2024-06-18,28049976700
2024-06-20,27804083700
2024-06-21,27675791700
2024-06-24,27933444799
2024-06-25,27448073400
2024-06-26,26506196300
2024-06-27,26718947200
2024-06-28,24103928600
2024-07-01,23809926100
2024-07-02,23170604300
2024-07-03,24707970100
2024-07-05,23746849200
2024-07-08,24281399200
2024-07-09,24079339300
2024-07-10,24436418700
2024-07-11,24958139500
2024-07-12,24935688400
2024-07-15,22816732200
2024-07-16,23653837500
2024-07-17,22255454700
2024-07-18,22833837800
2024-07-19,23138531300
2024-07-22,23545858400
2024-07-23,23841999100
2024-07-24,23662390300
2024-07-25,23112872900
2024-07-26,24240773400
2024-07-29,23592056800
2024-07-30,22574087380
2024-07-31,23120001580
2024-08-01,23388677000
2024-08-02,22805298100
2024-08-05,22167327780
2024-08-06,22526988900
2024-08-07,22346087920
2024-08-08,22813861460
2024-08-09,22671495600
