,NVDA
2013-11-26,8891074120
2013-11-27,8925183100
2013-11-29,8868334800
2013-12-02,8953607250
2013-12-03,8947922420
2013-12-04,9072988680
2013-12-05,8925183100
2013-12-06,8794432010
2013-12-09,8643897711
2013-12-10,8845595480
2013-12-11,8760323030
2013-12-12,8589778129
2013-12-13,8538614660
2013-12-16,8549984320
2013-12-17,8589778129
2013-12-18,8709159560
2013-12-19,8743268540
2013-12-20,8916769551
2013-12-23,8970661740
2013-12-24,8993401060
2013-12-26,8908128610
2013-12-27,8959292080
2013-12-30,9078673510
2013-12-31,9107097660
2014-01-02,9016140380
2014-01-03,8908128610
2014-01-06,9027510040
2014-01-07,9175315620
2014-01-08,9300381880
2014-01-09,8953607250
2014-01-10,8942237590
2014-01-13,8731898880
2014-01-14,9004770720
2014-01-15,9101412830
2014-01-16,9129836980
2014-01-17,9090043170
2014-01-21,9124152150
2014-01-22,9112782490
2014-01-23,9078673510
2014-01-24,8845595480
2014-01-27,8643562320
2014-01-28,8727426120
2014-01-29,8643562320
2014-01-30,8788926240
2014-01-31,8777744400
2014-02-03,8660335080
2014-02-04,8710653360
2014-02-05,8632380480
2014-02-06,8744198880
2014-02-07,8872790040
2014-02-10,8900744640
2014-02-11,9085245000
2014-02-12,9409518360
2014-02-13,9705837120
2014-02-14,10013337720
2014-02-18,10007746800
2014-02-19,10141928880
2014-02-20,10499747760
2014-02-21,10421474880
2014-02-24,10572429720
2014-02-25,10477384080
2014-02-26,10460611320
2014-02-27,10343202000
2014-02-28,10276110960
2014-03-03,10225792680
2014-03-04,10332020160
2014-03-05,10421474880
2014-03-06,10276110960
2014-03-07,10264929120
2014-03-10,10113974280
2014-03-11,10214610840
2014-03-12,10242565440
2014-03-13,9918292080
2014-03-14,9963019440
2014-03-17,9963019440
2014-03-18,10197838080
2014-03-19,10374063878
2014-03-20,10382338440
2014-03-21,10365565680
2014-03-24,10315247400
2014-03-25,10315247400
2014-03-26,10080428760
2014-03-27,9946246680
2014-03-28,10007746800
2014-03-31,10013337720
2014-04-01,10427065800
2014-04-02,10359974760
2014-04-03,10471793160
2014-04-04,10147519800
2014-04-07,10181065320
2014-04-08,10544475120
2014-04-09,10533293280
2014-04-10,10276110960
2014-04-11,10130747040
2014-04-14,10242565440
2014-04-15,10315247400
2014-04-16,10337611080
2014-04-17,10376747520
2014-04-21,10460611320
2014-04-22,10550066040
2014-04-23,10673066280
2014-04-24,10768111920
2014-04-25,10471793160
2014-04-28,10410858950
2014-04-29,10433187870
2014-04-30,10310378810
2014-05-01,10366201110
2014-05-02,10288049890
2014-05-05,10399694490
2014-05-06,10187569750
2014-05-07,10201636969
2014-05-08,10327125500
2014-05-09,10075925150
2014-05-12,10371783340
2014-05-13,10204316440
2014-05-14,10103836300
2014-05-15,10048014000
2014-05-16,10025685080
2014-05-19,10349454420
2014-05-20,10181987520
2014-05-21,10181987520
2014-05-22,10226645360
2014-05-23,10321543270
2014-05-27,10505756860
2014-05-28,10595072540
2014-05-29,10578325850
2014-05-30,10606237000
2014-06-02,10572743620
2014-06-03,10528085780
2014-06-04,10539250240
2014-06-05,10583908080
2014-06-06,10622983690
2014-06-09,10634148150
2014-06-10,10689970450
2014-06-11,10829526200
2014-06-12,10896512960
2014-06-13,10907677420
2014-06-16,10874184040
2014-06-17,10946753030
2014-06-18,10935588570
2014-06-19,10683271774
2014-06-20,10567161390
2014-06-23,10444352330
2014-06-24,10282467660
2014-06-25,10388530030
2014-06-26,10248974280
2014-06-27,10260138740
2014-06-30,10349454420
2014-07-01,10466681250
2014-07-02,10428945375
2014-07-03,10522503550
2014-07-07,10438770100
2014-07-08,10355036650
2014-07-09,10667641530
2014-07-10,10609139759
2014-07-11,10634148150
2014-07-14,10768121670
2014-07-15,10812779510
2014-07-16,10801615050
2014-07-17,10773703900
2014-07-18,10293632120
2014-07-21,10355036650
2014-07-22,10310378810
2014-07-23,10092671840
2014-07-24,10109418530
2014-07-25,9930787170
2014-07-28,9706821080
2014-07-29,9739688420
2014-07-30,9904025120
2014-07-31,9586307500
2014-08-01,9690387410
2014-08-04,9668475850
2014-08-05,9673953740
2014-08-06,9662997960
2014-08-07,9564395940
2014-08-08,10407991000
2014-08-11,10353212100
2014-08-12,10353212100
2014-08-13,10413468890
2014-08-14,10298433200
2014-08-15,10429902560
2014-08-18,10572327700
2014-08-19,10610672930
2014-08-20,10544938250
2014-08-21,10446336230
2014-08-22,10451814120
2014-08-25,10468247790
2014-08-26,10657344552
2014-08-27,10533982470
2014-08-28,10621628710
2014-08-29,10654496050
2014-09-02,10679256112
2014-09-03,10783336022
2014-09-04,10972213670
2014-09-05,10939346330
2014-09-08,10840744310
2014-09-09,10703797060
2014-09-10,10742142290
2014-09-11,10632584490
2014-09-12,10473725680
2014-09-15,10331300540
2014-09-16,10482052072
2014-09-17,10490159350
2014-09-18,10649018160
2014-09-19,10451814120
2014-09-22,10347734210
2014-09-23,10303911090
2014-09-24,10364167880
2014-09-25,10139574390
2014-09-26,10158856562
2014-09-29,10142422892
2014-09-30,10106707050
2014-10-01,10008105030
2014-10-02,9964281910
2014-10-03,9986193470
2014-10-06,9925936680
2014-10-07,9819227382
2014-10-08,10002627140
2014-10-09,9810900990
2014-10-10,9227615262
2014-10-13,9194747922
2014-10-14,9408385632
2014-10-15,9553440160
2014-10-16,9558918050
2014-10-17,9542484380
2014-10-20,9624652730
2014-10-21,10035494480
2014-10-22,9799945210
2014-10-23,10016431422
2014-10-24,10123140720
2014-10-27,10061703300
2014-10-28,10301138100
2014-10-29,10233225684
2014-10-30,10170537300
2014-10-31,10633081800
2014-11-03,10812657900
2014-11-04,10954142100
2014-11-05,10954142100
2014-11-06,11003117399
2014-11-07,10769124300
2014-11-10,10894283399
2014-11-11,10763682600
2014-11-12,10690328484
2014-11-13,10638523500
2014-11-14,10766512284
2014-11-17,10717536984
2014-11-18,10975908900
2014-11-19,10888841700
2014-11-20,11068417799
2014-11-21,11131106183
2014-11-24,11199018600
2014-11-25,11193576900
2014-11-26,11381424384
2014-11-28,11411244900
2014-12-01,11199018600
2014-12-02,11215343700
2014-12-03,11503753800
2014-12-04,11400361500
2014-12-05,11465661900
2014-12-08,11318736000
2014-12-09,11280644100
2014-12-10,11030325900
2014-12-11,11024884199
2014-12-12,10682057100
2014-12-15,10649406900
2014-12-16,10527077484
2014-12-17,10959583799
2014-12-18,11003117399
2014-12-19,11111951399
2014-12-22,11307852600
2014-12-23,11237110500
2014-12-24,11193576900
2014-12-26,11204460300
2014-12-29,11188135200
2014-12-30,11084742900
2014-12-31,10910608500
2015-01-02,10954142100
2015-01-05,10769124300
2015-01-06,10442622300
2015-01-07,10412801784
2015-01-08,10807216200
2015-01-09,10850749800
2015-01-12,10714707300
2015-01-13,10695770184
2015-01-14,10741915800
2015-01-15,10665732000
2015-01-16,10861633200
2015-01-20,10894283399
2015-01-21,11046650999
2015-01-22,11237110500
2015-01-23,11269760700
2015-01-26,11317744799
2015-01-27,10776870000
2015-01-28,10601190000
2015-01-29,10859220000
2015-01-30,10543654800
2015-02-02,10771380000
2015-02-03,11040390000
2015-02-04,11067840000
2015-02-05,11246374800
2015-02-06,11199600000
2015-02-09,11188619999
2015-02-10,11501550000
2015-02-11,11424690000
2015-02-12,12242700000
2015-02-13,12248190000
2015-02-17,12283765200
2015-02-18,12143880000
2015-02-19,12173965200
2015-02-20,12261805200
2015-02-23,12165840000
2015-02-24,12248190000
2015-02-25,12154860000
2015-02-26,12187800000
2015-02-27,12110940000
2015-03-02,12404764800
2015-03-03,12176820000
2015-03-04,12314070000
2015-03-05,12550140000
2015-03-06,12379950000
2015-03-09,12412890000
2015-03-10,12624364799
2015-03-11,12561119999
2015-03-12,12445830000
2015-03-13,12462300000
2015-03-16,12610530000
2015-03-17,12764250000
2015-03-18,12555630000
2015-03-19,12745144800
2015-03-20,12885030000
2015-03-23,12467790000
2015-03-24,12297600000
2015-03-25,11550960000
2015-03-26,11509675200
2015-03-27,11737620000
2015-03-30,11787029999
2015-03-31,11487715200
2015-04-01,11534490000
2015-04-02,11561940000
2015-04-06,11894194799
2015-04-07,12001140000
2015-04-08,12088980000
2015-04-09,12366334800
2015-04-10,12495239999
2015-04-13,12379950000
2015-04-14,12275640000
2015-04-15,12423870000
2015-04-16,12347010000
2015-04-17,12187800000
2015-04-20,12127410000
2015-04-21,12108085200
2015-04-22,12248190000
2015-04-23,12198780000
2015-04-24,12094470000
2015-04-27,12010200000
2015-04-28,12067113200
2015-04-29,11977740000
2015-04-30,12007603200
2015-05-01,12307750000
2015-05-04,12232010000
2015-05-05,11918230000
2015-05-06,11956100000
2015-05-07,12167090000
2015-05-08,11266433200
2015-05-11,11160830000
2015-05-12,11269030000
2015-05-13,11333950000
2015-05-14,11517890000
2015-05-15,11523300000
2015-05-18,11507069999
2015-05-19,11382640000
2015-05-20,11382640000
2015-05-21,11301490000
2015-05-22,11285260000
2015-05-26,11214930000
2015-05-27,11815440000
2015-05-28,11977740000
2015-05-29,11972330000
2015-06-01,12107580000
2015-06-02,11866726800
2015-06-03,11739700000
2015-06-04,11950690000
2015-06-05,12042660000
2015-06-08,11766749999
2015-06-09,11826260000
2015-06-10,11615269999
2015-06-11,11739700000
2015-06-12,11420510000
2015-06-15,11398870000
2015-06-16,11539530000
2015-06-17,11674780000
2015-06-18,11869540000
2015-06-19,11831670000
2015-06-22,11780383200
2015-06-23,11480020000
2015-06-24,11366410000
2015-06-25,11452970000
2015-06-26,11220340000
2015-06-29,10884920000
2015-06-30,10879510000
2015-07-01,11036400000
2015-07-02,11047219999
2015-07-06,10911970000
2015-07-07,10706390000
2015-07-08,10630650000
2015-07-09,10500810000
2015-07-10,10684750000
2015-07-13,10755080000
2015-07-14,10760490000
2015-07-15,10684750000
2015-07-16,10922790000
2015-07-17,10857870000
2015-07-20,10657700000
2015-07-21,10706390000
2015-07-22,10498213200
2015-07-23,10630650000
2015-07-24,10506220000
2015-07-27,10466020000
2015-07-28,10693660000
2015-07-29,10823740000
2015-07-30,10850839999
2015-07-31,10812900000
2015-08-03,10997180000
2015-08-04,11040540000
2015-08-05,11154360000
2015-08-06,11083900000
2015-08-07,12455160000
2015-08-10,12888760000
2015-08-11,12823720000
2015-08-12,12856240000
2015-08-13,12747840000
2015-08-14,12758680000
2015-08-17,12677380000
2015-08-18,12509360000
2015-08-19,12460580000
2015-08-20,12010720000
2015-08-21,11636739999
2015-08-24,11224820000
2015-08-25,10991760000
2015-08-26,11821020000
2015-08-27,12265460000
2015-08-28,12319660000
2015-08-31,12184160000
2015-09-01,11685520000
2015-09-02,12037820000
2015-09-03,12070340000
2015-09-04,11788499999
2015-09-08,12292559999
2015-09-09,12048660000
2015-09-10,12238360000
2015-09-11,12276300000
2015-09-14,12297980000
2015-09-15,12433480000
2015-09-16,12520200000
2015-09-17,12634020000
2015-09-18,12623180000
2015-09-21,12753260000
2015-09-22,12406380000
2015-09-23,12465999999
2015-09-24,12704480000
2015-09-25,12796620000
2015-09-28,12628600000
2015-09-29,12850820000
2015-09-30,13360300000
2015-10-01,13100139999
2015-10-02,13441600000
2015-10-05,13777639999
2015-10-06,13956500000
2015-10-07,14102840000
2015-10-08,14184140000
2015-10-09,14129940000
2015-10-12,14281699999
2015-10-13,14308800000
2015-10-14,14829120000
2015-10-15,14867060000
2015-10-16,15100120000
2015-10-19,15073020000
2015-10-20,15051340000
2015-10-21,14856220000
2015-10-22,15392800000
2015-10-23,15495780000
2015-10-26,15339940000
2015-10-27,15329160000
2015-10-28,15453130000
2015-10-29,14919519999
2015-10-30,15291430000
2015-11-02,15469300000
2015-11-03,15361500000
2015-11-04,15108170000
2015-11-05,14935690000
2015-11-06,17005449999
2015-11-09,16929990000
2015-11-10,16606590000
2015-11-11,16444890000
2015-11-12,16385600000
2015-11-13,16062200000
2015-11-16,16385600000
2015-11-17,16385600000
2015-11-18,16725170000
2015-11-19,16773680000
2015-11-20,16919209999
2015-11-23,16665880000
2015-11-24,16800630000
2015-11-25,16779070000
2015-11-27,16919209999
2015-11-30,17097080000
2015-12-01,17652250000
2015-12-02,17517500000
2015-12-03,17479770000
2015-12-04,18191250000
2015-12-07,17846290000
2015-12-08,18088840000
2015-12-09,17630690000
2015-12-10,17776220000
2015-12-11,17512110000
2015-12-14,17555230000
2015-12-15,17770830000
2015-12-16,17878630000
2015-12-17,17609130000
2015-12-18,17323460000
2015-12-21,17730512800
2015-12-22,17749270000
2015-12-23,17816752800
2015-12-24,17878630000
2015-12-28,17862460000
2015-12-29,18153520000
2015-12-30,17997210000
2015-12-31,17765440000
2016-01-04,17447430000
2016-01-05,17727710000
2016-01-06,16994670000
2016-01-07,16320920000
2016-01-08,15970570000
2016-01-11,15997520000
2016-01-12,16267019999
2016-01-13,15771140000
2016-01-14,15453130000
2016-01-15,14612290000
2016-01-19,14730870000
2016-01-20,14811720000
2016-01-21,14984199999
2016-01-22,15334550000
2016-01-25,15318380000
2016-01-26,15469300000
2016-01-27,15286040000
2016-01-28,15118950000
2016-01-29,15787310000
2016-02-01,15734100000
2016-02-02,15068220000
2016-02-03,15143400000
2016-02-04,15148770000
2016-02-05,14192909999
2016-02-08,13543139999
2016-02-09,13688130000
2016-02-10,13655910000
2016-02-11,13586099999
2016-02-12,13817010000
2016-02-16,14493630000
2016-02-17,14853420000
2016-02-18,16131480000
2016-02-19,16346280000
2016-02-22,16926240000
2016-02-23,16969200000
2016-02-24,17087340000
2016-02-25,17124930000
2016-02-26,17012160000
2016-02-29,16840320000
2016-03-01,17586750000
2016-03-02,17688780000
2016-03-03,17533050000
2016-03-04,17479350000
2016-03-07,17366580000
2016-03-08,17049749999
2016-03-09,17039010000
2016-03-10,17012160000
2016-03-11,17302140000
2016-03-14,17345100000
2016-03-15,17259180000
2016-03-16,17774700000
2016-03-17,17624340000
2016-03-18,18155970000
2016-03-21,18209670000
2016-03-22,18177450000
2016-03-23,18488910000
2016-03-24,18515760000
2016-03-28,18703710000
2016-03-29,19004430000
2016-03-30,19203120000
2016-03-31,19133310000
2016-04-01,19412550000
2016-04-04,19224600000
2016-04-05,19197750000
2016-04-06,19224600000
2016-04-07,19025910000
2016-04-08,19149420000
2016-04-11,19267560000
2016-04-12,19246080000
2016-04-13,19729380000
2016-04-14,19783080000
2016-04-15,19938810000
2016-04-18,19852890000
2016-04-19,19498470000
2016-04-20,19573650000
2016-04-21,19552170000
2016-04-22,19476990000
2016-04-25,19573650000
2016-04-26,19589760000
2016-04-27,20035470000
2016-04-28,19439400000
2016-04-29,19079610000
2016-05-02,19224000000
2016-05-03,18994380000
2016-05-04,18561840000
2016-05-05,18673980000
2016-05-06,18866220000
2016-05-09,18839520000
2016-05-10,19202640000
2016-05-11,19256040000
2016-05-12,18994380000
2016-05-13,21787200000
2016-05-16,22428000000
2016-05-17,22641600000
2016-05-18,23068800000
2016-05-19,23282400000
2016-05-20,23709600000
2016-05-23,23709600000
2016-05-24,24136799999
2016-05-25,24136799999
2016-05-26,24350399999
2016-05-27,24564000000
2016-05-31,24991200000
2016-06-01,24991200000
2016-06-02,25204800000
2016-06-03,24777600000
2016-06-06,24777600000
2016-06-07,24777600000
2016-06-08,24564000000
2016-06-09,25204800000
2016-06-10,24777600000
2016-06-13,24991200000
2016-06-14,24991200000
2016-06-15,25204800000
2016-06-16,25418400000
2016-06-17,24991200000
2016-06-20,25418400000
2016-06-21,25204800000
2016-06-22,25204800000
2016-06-23,25845600000
2016-06-24,24350399999
2016-06-27,24136799999
2016-06-28,24564000000
2016-06-29,24991200000
2016-06-30,25204800000
2016-07-01,24991200000
2016-07-05,25204800000
2016-07-06,25418400000
2016-07-07,26059200000
2016-07-08,27127200000
2016-07-11,27768000000
2016-07-12,28195200000
2016-07-13,28195200000
2016-07-14,28408800000
2016-07-15,28195200000
2016-07-18,28195200000
2016-07-19,28622400000
2016-07-20,29049600000
2016-07-21,28408800000
2016-07-22,29263200000
2016-07-25,29690399999
2016-07-26,30331200000
2016-07-27,29904000000
2016-07-28,29904000000
2016-07-29,30544800000
2016-08-01,30558400000
2016-08-02,30127999999
2016-08-03,30127999999
2016-08-04,30773600000
2016-08-05,31419200000
2016-08-08,31634400000
2016-08-09,31634400000
2016-08-10,31419200000
2016-08-11,32064800000
2016-08-12,34001600000
2016-08-15,33786400000
2016-08-16,33786400000
2016-08-17,32925600000
2016-08-18,33356000000
2016-08-19,33571200000
2016-08-22,33571200000
2016-08-23,33786400000
2016-08-24,33356000000
2016-08-25,33140800000
2016-08-26,33356000000
2016-08-29,33356000000
2016-08-30,33140800000
2016-08-31,32925600000
2016-09-01,34001600000
2016-09-02,33571200000
2016-09-06,34001600000
2016-09-07,33356000000
2016-09-08,33786400000
2016-09-09,32064800000
2016-09-12,32710400000
2016-09-13,32280000000
2016-09-14,32495200000
2016-09-15,33786400000
2016-09-16,33786400000
2016-09-19,34216800000
2016-09-20,34001600000
2016-09-21,34862400000
2016-09-22,35077600000
2016-09-23,34862400000
2016-09-26,34647200000
2016-09-27,35723200000
2016-09-28,35938400000
2016-09-29,36368800000
2016-09-30,36799200000
2016-10-03,36799200000
2016-10-04,36799200000
2016-10-05,36799200000
2016-10-06,36153600000
2016-10-07,35938400000
2016-10-10,36153600000
2016-10-11,35508000000
2016-10-12,35723200000
2016-10-13,35077600000
2016-10-14,35508000000
2016-10-17,35292800000
2016-10-18,35938400000
2016-10-19,35723200000
2016-10-20,36368800000
2016-10-21,36368800000
2016-10-24,38090400000
2016-10-25,38736000000
2016-10-26,38736000000
2016-10-27,38090400000
2016-10-28,37875200000
2016-10-31,39373600000
2016-11-01,38267600000
2016-11-02,38046400000
2016-11-03,37604000000
2016-11-04,37382800000
2016-11-07,39373600000
2016-11-08,39373600000
2016-11-09,38710000000
2016-11-10,37382800000
2016-11-11,48664000000
2016-11-14,46230800000
2016-11-15,47558000000
2016-11-16,50654800000
2016-11-17,51097200000
2016-11-18,51539600000
2016-11-21,51318400000
2016-11-22,51760800000
2016-11-23,51982000000
2016-11-25,51982000000
2016-11-28,51982000000
2016-11-29,51539600000
2016-11-30,51097200000
2016-12-01,48442800000
2016-12-02,48885200000
2016-12-05,50875999999
2016-12-06,51539600000
2016-12-07,52645600000
2016-12-08,51760800000
2016-12-09,50875999999
2016-12-12,49548800000
2016-12-13,50433599999
2016-12-14,53309200000
2016-12-15,54636400000
2016-12-16,55521199999
2016-12-19,56184800000
2016-12-20,58175600000
2016-12-21,58618000000
2016-12-22,59281600000
2016-12-23,60608800000
2016-12-27,64811600000
2016-12-28,60387600000
2016-12-29,61714800000
2016-12-30,59060400000
2017-01-03,56405999999
2017-01-04,57733200000
2017-01-05,56184800000
2017-01-06,57069600000
2017-01-09,59281600000
2017-01-10,58839200000
2017-01-11,58175600000
2017-01-12,57290800000
2017-01-13,57290800000
2017-01-17,55963599999
2017-01-18,56848400000
2017-01-19,58175600000
2017-01-20,57512000000
2017-01-23,58175600000
2017-01-24,59281600000
2017-01-25,59502800000
2017-01-26,60608800000
2017-01-27,61714800000
2017-01-30,65120000000
2017-01-31,64646400000
2017-02-01,67488000000
2017-02-02,68198400000
2017-02-03,67724800000
2017-02-06,69382400000
2017-02-07,70566400000
2017-02-08,70329600000
2017-02-09,68908800000
2017-02-10,67251200000
2017-02-13,64172800000
2017-02-14,64409600000
2017-02-15,64646400000
2017-02-16,63462400000
2017-02-17,63462400000
2017-02-21,65830399999
2017-02-22,65593600000
2017-02-23,59436799999
2017-02-24,60147200000
2017-02-27,61804800000
2017-02-28,60147200000
2017-03-01,60857600000
2017-03-02,58726400000
2017-03-03,58252800000
2017-03-06,57779200000
2017-03-07,58489600000
2017-03-08,58252800000
2017-03-09,58252800000
2017-03-10,58726400000
2017-03-13,60383999999
2017-03-14,60147200000
2017-03-15,60620800000
2017-03-16,61568000000
2017-03-17,62752000000
2017-03-20,64883200000
2017-03-21,62752000000
2017-03-22,63936000000
2017-03-23,63462400000
2017-03-24,63699200000
2017-03-27,64172800000
2017-03-28,63699200000
2017-03-29,63462400000
2017-03-30,64883200000
2017-03-31,64409600000
2017-04-03,64172800000
2017-04-04,59673600000
2017-04-05,59200000000
2017-04-06,59673600000
2017-04-07,59436799999
2017-04-10,57779200000
2017-04-11,58016000000
2017-04-12,57542400000
2017-04-13,56595200000
2017-04-17,58726400000
2017-04-18,58726400000
2017-04-19,58963200000
2017-04-20,59910399999
2017-04-21,60147200000
2017-04-24,60857600000
2017-04-25,62041600000
2017-04-26,61568000000
2017-04-27,62515200000
2017-04-28,61804800000
2017-05-01,63759600000
2017-05-02,61849200000
2017-05-03,62326800000
2017-05-04,62088000000
2017-05-05,62088000000
2017-05-08,61371599999
2017-05-09,61371599999
2017-05-10,72356400000
2017-05-11,75460800000
2017-05-12,76416000000
2017-05-15,80236800000
2017-05-16,81669600000
2017-05-17,76177200000
2017-05-18,79520400000
2017-05-19,81192000000
2017-05-22,82863600000
2017-05-23,81908400000
2017-05-24,82624800000
2017-05-25,82624800000
2017-05-26,84774000000
2017-05-30,86445600000
2017-05-31,86206800000
2017-06-01,86206800000
2017-06-02,85729200000
2017-06-05,88356000000
2017-06-06,87878400000
2017-06-07,89072400000
2017-06-08,95520000000
2017-06-09,89311200000
2017-06-12,89550000000
2017-06-13,90505200000
2017-06-14,90505200000
2017-06-15,90982800000
2017-06-16,90505200000
2017-06-19,93848400000
2017-06-20,93848400000
2017-06-21,95281200000
2017-06-22,94564800000
2017-06-23,91938000000
2017-06-26,90744000000
2017-06-27,87400800000
2017-06-28,90505200000
2017-06-29,87639600000
2017-06-30,86206800000
2017-07-03,83102400000
2017-07-05,85490400000
2017-07-06,85729200000
2017-07-07,87639600000
2017-07-10,91699200000
2017-07-11,93132000000
2017-07-12,96952799999
2017-07-13,95997599999
2017-07-14,98385600000
2017-07-17,98146800000
2017-07-18,99102000000
2017-07-19,98624400000
2017-07-20,100057200000
2017-07-21,100296000000
2017-07-24,99102000000
2017-07-25,98624400000
2017-07-26,99818400000
2017-07-27,96475200000
2017-07-28,98146800000
2017-07-31,97927199999
2017-08-01,99133200000
2017-08-02,99133200000
2017-08-03,100339200000
2017-08-04,100821600000
2017-08-07,103957199999
2017-08-08,102751200000
2017-08-09,103716000000
2017-08-10,99374400000
2017-08-11,94068000000
2017-08-14,101545200000
2017-08-15,100580400000
2017-08-16,99615600000
2017-08-17,97444800000
2017-08-18,97444800000
2017-08-21,95997600000
2017-08-22,97927199999
2017-08-23,99856799999
2017-08-24,99615600000
2017-08-25,98891999999
2017-08-28,99374400000
2017-08-29,99374400000
2017-08-30,99856799999
2017-08-31,102268800000
2017-09-01,102751200000
2017-09-05,100098000000
2017-09-06,100098000000
2017-09-07,100339200000
2017-09-08,98650800000
2017-09-11,101786400000
2017-09-12,102268800000
2017-09-13,102751200000
2017-09-14,102268800000
2017-09-15,108540000000
2017-09-18,113122800000
2017-09-19,112881600000
2017-09-20,112158000000
2017-09-21,109022399999
2017-09-22,107816400000
2017-09-25,103233600000
2017-09-26,103716000000
2017-09-27,105886799999
2017-09-28,105886799999
2017-09-29,107816400000
2017-10-02,107816400000
2017-10-03,108057600000
2017-10-04,109022399999
2017-10-05,109022399999
2017-10-06,109263600000
2017-10-09,111675600000
2017-10-10,113846400000
2017-10-11,115052399999
2017-10-12,115293600000
2017-10-13,117223200000
2017-10-16,119394000000
2017-10-17,119152800000
2017-10-18,119152800000
2017-10-19,119394000000
2017-10-20,118670400000
2017-10-23,118670400000
2017-10-24,119876400000
2017-10-25,116740800000
2017-10-26,117946799999
2017-10-27,121806000000
2017-10-30,123623999999
2017-10-31,125320800000
2017-11-01,125563200000
2017-11-02,124836000000
2017-11-03,126532800000
2017-11-06,127017600000
2017-11-07,128472000000
2017-11-08,126775200000
2017-11-09,124351200000
2017-11-10,130896000000
2017-11-13,128956800000
2017-11-14,129683999999
2017-11-15,127260000000
2017-11-16,128229600000
2017-11-17,127987200000
2017-11-20,129683999999
2017-11-21,130896000000
2017-11-22,130168800000
2017-11-24,131380800000
2017-11-27,129683999999
2017-11-28,127744799999
2017-11-29,119018400000
2017-11-30,121684799999
2017-12-01,119745600000
2017-12-04,113200800000
2017-12-05,113685600000
2017-12-06,114655200000
2017-12-07,116352000000
2017-12-08,116109600000
2017-12-11,118048800000
2017-12-12,115624799999
2017-12-13,112716000000
2017-12-14,112958400000
2017-12-15,116109600000
2017-12-18,119988000000
2017-12-19,118776000000
2017-12-20,119260800000
2017-12-21,118776000000
2017-12-22,118291200000
2017-12-26,119745600000
2017-12-27,119503200000
2017-12-28,119503200000
2017-12-29,117321600000
2018-01-02,120715200000
2018-01-03,128714399999
2018-01-04,129441600000
2018-01-05,130653599999
2018-01-08,134532000000
2018-01-09,134532000000
2018-01-10,135501600000
2018-01-11,135743999999
2018-01-12,135016800000
2018-01-16,133320000000
2018-01-17,136228800000
2018-01-18,135986400000
2018-01-19,139380000000
2018-01-22,141561600000
2018-01-23,144712800000
2018-01-24,143016000000
2018-01-25,143258400000
2018-01-26,147379200000
2018-01-29,149560800000
2018-01-30,147136800000
2018-01-31,149076000000
2018-02-01,145682400000
2018-02-02,141561600000
2018-02-05,129441600000
2018-02-06,136713599999
2018-02-07,138652800000
2018-02-08,131865600000
2018-02-09,140592000000
2018-02-12,138168000000
2018-02-13,141076800000
2018-02-14,146409600000
2018-02-15,149318400000
2018-02-16,147864000000
2018-02-20,151015200000
2018-02-21,146409600000
2018-02-22,146652000000
2018-02-23,149076000000
2018-02-26,149318400000
2018-02-27,149076000000
2018-02-28,146652000000
2018-03-01,140834400000
2018-03-02,143258400000
2018-03-05,142773600000
2018-03-06,146652000000
2018-03-07,146652000000
2018-03-08,146167200000
2018-03-09,148591200000
2018-03-12,151257600000
2018-03-13,150045600000
2018-03-14,150772800000
2018-03-15,151015200000
2018-03-16,151742400000
2018-03-19,146167200000
2018-03-20,151257600000
2018-03-21,150530400000
2018-03-22,146652000000
2018-03-23,141076800000
2018-03-26,148106400000
2018-03-27,136713599999
2018-03-28,134047200000
2018-03-29,140349600000
2018-04-02,134047200000
2018-04-03,136471200000
2018-04-04,137198400000
2018-04-05,134047200000
2018-04-06,129926400000
2018-04-09,130653599999
2018-04-10,138168000000
2018-04-11,137198400000
2018-04-12,142288800000
2018-04-13,140349600000
2018-04-16,140349600000
2018-04-17,143985600000
2018-04-18,143258400000
2018-04-19,138895200000
2018-04-20,138652800000
2018-04-23,135743999999
2018-04-24,134047200000
2018-04-25,131380800000
2018-04-26,136471200000
2018-04-27,137198400000
2018-04-30,136453600000
2018-05-01,137910400000
2018-05-02,137424800000
2018-05-03,141309600000
2018-05-04,145194400000
2018-05-07,151021600000
2018-05-08,151992800000
2018-05-09,155149200000
2018-05-10,157820000000
2018-05-11,154420800000
2018-05-14,154906400000
2018-05-15,149079200000
2018-05-16,149322000000
2018-05-17,150293200000
2018-05-18,149322000000
2018-05-21,148350800000
2018-05-22,147379600000
2018-05-23,150293200000
2018-05-24,150293200000
2018-05-25,151264400000
2018-05-29,150778800000
2018-05-30,153449600000
2018-05-31,152964000000
2018-06-01,156363200000
2018-06-04,160733600000
2018-06-05,160976400000
2018-06-06,160976400000
2018-06-07,159519600000
2018-06-08,159276800000
2018-06-11,158305600000
2018-06-12,159276800000
2018-06-13,159276800000
2018-06-14,161947600000
2018-06-15,160976400000
2018-06-18,160976400000
2018-06-19,157820000000
2018-06-20,159276800000
2018-06-21,156120400000
2018-06-22,152235600000
2018-06-25,145194400000
2018-06-26,146894000000
2018-06-27,143009200000
2018-06-28,146165600000
2018-06-29,143737600000
2018-07-02,147136800000
2018-07-03,143737600000
2018-07-05,147379600000
2018-07-06,150050400000
2018-07-09,151264400000
2018-07-10,153692400000
2018-07-11,150293200000
2018-07-12,152478400000
2018-07-13,151264400000
2018-07-16,150778800000
