,LOW
2013-11-26,49690350000
2013-11-27,49566150000
2013-11-29,49141800000
2013-12-02,48469050000
2013-12-03,48127500000
2013-12-04,48500100000
2013-12-05,48241350000
2013-12-06,49659300000
2013-12-09,49431600000
2013-12-10,49017600000
2013-12-11,48965850000
2013-12-12,48531150000
2013-12-13,48758850000
2013-12-16,48779550000
2013-12-17,48282750000
2013-12-18,50011200000
2013-12-19,50083650000
2013-12-20,49648950000
2013-12-23,50094000000
2013-12-24,50404500000
2013-12-26,50746050000
2013-12-27,50539050000
2013-12-30,50973750000
2013-12-31,51284250000
2014-01-02,51170400000
2014-01-03,50663250000
2014-01-06,49949100000
2014-01-07,50073300000
2014-01-08,50249250000
2014-01-09,50456250000
2014-01-10,51418800000
2014-01-13,50363100000
2014-01-14,50611500000
2014-01-15,49980150000
2014-01-16,49866300000
2014-01-17,49276350000
2014-01-21,49493700000
2014-01-22,49421250000
2014-01-23,49835250000
2014-01-24,49504050000
2014-01-27,49680000000
2014-01-28,48603600000
2014-01-29,47578950000
2014-01-30,48127500000
2014-01-31,46984350000
2014-02-03,46284000000
2014-02-04,45573500000
2014-02-05,46212950000
2014-02-06,47278700000
2014-02-07,46761050000
2014-02-10,46811800000
2014-02-11,47461400000
2014-02-12,47380200000
2014-02-13,47339600000
2014-02-14,47989200000
2014-02-18,47633950000
2014-02-19,47238100000
2014-02-20,47359900000
2014-02-21,47765900000
2014-02-24,47928300000
2014-02-25,48831650000
2014-02-26,51480800000
2014-02-27,51582300000
2014-02-28,50780450000
2014-03-03,50942850000
2014-03-04,51389450000
2014-03-05,51105250000
2014-03-06,50841350000
2014-03-07,51176300000
2014-03-10,50739850000
2014-03-11,50201900000
2014-03-12,50120700000
2014-03-13,49440650000
2014-03-14,49826350000
2014-03-17,50222200000
2014-03-18,50577450000
2014-03-19,50323700000
2014-03-20,50293250000
2014-03-21,49988750000
2014-03-24,49917700000
2014-03-25,49085400000
2014-03-26,49257950000
2014-03-27,49268100000
2014-03-28,49653800000
2014-03-31,49633500000
2014-04-01,50171450000
2014-04-02,50262800000
2014-04-03,49785750000
2014-04-04,49166600000
2014-04-07,47471550000
2014-04-08,47430950000
2014-04-09,48253100000
2014-04-10,47491850000
2014-04-11,47004650000
2014-04-14,47339600000
2014-04-15,47410650000
2014-04-16,47430950000
2014-04-17,47502000000
2014-04-21,47380200000
2014-04-22,48253100000
2014-04-23,46913300000
2014-04-24,47867400000
2014-04-25,47075700000
2014-04-28,47075700000
2014-04-29,47126450000
2014-04-30,46598650000
2014-05-01,47065550000
2014-05-02,46745100000
2014-05-05,46058550000
2014-05-06,45163050000
2014-05-07,44884450000
2014-05-08,44794900000
2014-05-09,45481450000
2014-05-12,46048600000
2014-05-13,45531200000
2014-05-14,44944150000
2014-05-15,44406850000
2014-05-16,45133200000
2014-05-19,45322250000
2014-05-20,45292400000
2014-05-21,45182950000
2014-05-22,46655550000
2014-05-23,46824700000
2014-05-27,47541100000
2014-05-28,46476450000
2014-05-29,46774950000
2014-05-30,46844600000
2014-06-02,46774950000
2014-06-03,46983900000
2014-06-04,46934150000
2014-06-05,47163000000
2014-06-06,47531150000
2014-06-09,47371950000
2014-06-10,47352050000
2014-06-11,46675450000
2014-06-12,45322250000
2014-06-13,45222750000
2014-06-16,45192900000
2014-06-17,45610800000
2014-06-18,45610800000
2014-06-19,45670500000
2014-06-20,45789900000
2014-06-23,45849600000
2014-06-24,46277450000
2014-06-25,46466500000
2014-06-26,46964000000
2014-06-27,47182900000
2014-06-30,47750050000
2014-07-01,47889350000
2014-07-02,47879400000
2014-07-03,47988850000
2014-07-07,47968950000
2014-07-08,47580900000
2014-07-09,47620700000
2014-07-10,46964000000
2014-07-11,47202800000
2014-07-14,46983900000
2014-07-15,47272450000
2014-07-16,47421700000
2014-07-17,47063500000
2014-07-18,47570950000
2014-07-21,47342100000
2014-07-22,47551050000
2014-07-23,47670450000
2014-07-24,47760000000
2014-07-25,47461500000
2014-07-28,47451550000
2014-07-29,47799800000
2014-07-30,48227650000
2014-07-31,47610750000
2014-08-01,46543020000
2014-08-04,46855980000
2014-08-05,46591920000
2014-08-06,47041800000
2014-08-07,46865760000
2014-08-08,48626160000
2014-08-11,48763080000
2014-08-12,48733740000
2014-08-13,48753300000
2014-08-14,49300980000
2014-08-15,48900000000
2014-08-18,49340100000
2014-08-19,50386560000
2014-08-20,51178740000
2014-08-21,51511260000
2014-08-22,51374340000
2014-08-25,51540600000
2014-08-26,51423240000
2014-08-27,51364560000
2014-08-28,51384120000
2014-08-29,51354780000
2014-09-02,51452580000
2014-09-03,51745980000
2014-09-04,52430580000
2014-09-05,52919580000
2014-09-08,52362120000
2014-09-09,51863340000
2014-09-10,52215420000
2014-09-11,51912240000
2014-09-12,51804660000
2014-09-15,51961140000
2014-09-16,52518600000
2014-09-17,52675080000
2014-09-18,52958700000
2014-09-19,52900020000
2014-09-22,52283880000
2014-09-23,51951360000
2014-09-24,52450140000
2014-09-25,51902460000
2014-09-26,52010040000
2014-09-29,52176300000
2014-09-30,51755760000
2014-10-01,51442800000
2014-10-02,51863340000
2014-10-03,52411020000
2014-10-06,52420800000
2014-10-07,52010040000
2014-10-08,53144520000
2014-10-09,52723980000
2014-10-10,52518600000
2014-10-13,51315660000
2014-10-14,50865780000
2014-10-15,50083380000
2014-10-16,50278980000
2014-10-17,51354780000
2014-10-20,52313220000
2014-10-21,53389020000
2014-10-22,52753320000
2014-10-23,53750880000
2014-10-24,54112740000
2014-10-27,54249660000
2014-10-28,54826680000
2014-10-29,54582180000
2014-10-30,55032060000
2014-10-31,55140800000
2014-11-03,55381800000
2014-11-04,55198640000
2014-11-05,54890160000
2014-11-06,55497480000
2014-11-07,55613160000
2014-11-10,55748120000
2014-11-11,55912000000
2014-11-12,56124080000
2014-11-13,56500040000
2014-11-14,56471120000
2014-11-17,56769960000
2014-11-18,56422920000
2014-11-19,60018640000
2014-11-20,60182520000
2014-11-21,60982640000
2014-11-24,61348960000
2014-11-25,60683800000
2014-11-26,60597040000
2014-11-28,61532120000
2014-12-01,60886240000
2014-12-02,61667080000
2014-12-03,61985200000
2014-12-04,62226200000
2014-12-05,62525040000
2014-12-08,63710760000
2014-12-09,63469760000
2014-12-10,62785319999
2014-12-11,63392640000
2014-12-12,62534680000
2014-12-15,62968479999
2014-12-16,61908080000
2014-12-17,63575800000
2014-12-18,64221680000
2014-12-19,64491600000
2014-12-22,65397760000
2014-12-23,65494160000
2014-12-24,65079640000
2014-12-26,65070000000
2014-12-29,66101479999
2014-12-30,66082200000
2014-12-31,66323200000
2015-01-02,65262800000
2015-01-05,63701120000
2015-01-06,63845720000
2015-01-07,65744800000
2015-01-08,67132960000
2015-01-09,65870120000
2015-01-12,65407399999
2015-01-13,65417040000
2015-01-14,64963960000
2015-01-15,63961399999
2015-01-16,65542359999
2015-01-20,64125279999
2015-01-21,64896479999
2015-01-22,67046200000
2015-01-23,67200439999
2015-01-26,67904160000
2015-01-27,67335399999
2015-01-28,66728080000
2015-01-29,67412520000
2015-01-30,64372000000
2015-02-02,64989500000
2015-02-03,66148499999
2015-02-04,67136500000
2015-02-05,67896500000
2015-02-06,68305000000
2015-02-09,67402500000
2015-02-10,68172000000
2015-02-11,67858500000
2015-02-12,68580500000
2015-02-13,68447500000
2015-02-17,68846500000
2015-02-18,68894000000
2015-02-19,68675500000
2015-02-20,69882000000
2015-02-23,70043500000
2015-02-24,70917500000
2015-02-25,70708500000
2015-02-26,70395000000
2015-02-27,70385500000
2015-03-02,71335500000
2015-03-03,71259500000
2015-03-04,70319000000
2015-03-05,70832000000
2015-03-06,69834500000
2015-03-09,70547000000
2015-03-10,69407000000
2015-03-11,69416500000
2015-03-12,71193000000
2015-03-13,70452000000
2015-03-16,71668000000
2015-03-17,70841500000
2015-03-18,70794000000
2015-03-19,70832000000
2015-03-20,71468500000
2015-03-23,71601500000
2015-03-24,71829500000
2015-03-25,70547000000
2015-03-26,69217000000
2015-03-27,69986500000
2015-03-30,71060000000
2015-03-31,70670500000
2015-04-01,70670500000
2015-04-02,71098000000
2015-04-06,71307000000
2015-04-07,70404500000
2015-04-08,71069500000
2015-04-09,70537500000
2015-04-10,71155000000
2015-04-13,70119500000
2015-04-14,70281000000
2015-04-15,69739500000
2015-04-16,70376000000
2015-04-17,68922500000
2015-04-20,68998500000
2015-04-21,69578000000
2015-04-22,69416500000
2015-04-23,69701500000
2015-04-24,69502000000
2015-04-27,68248000000
2015-04-28,68152999999
2015-04-29,66918000000
2015-04-30,65417000000
2015-05-01,65821700000
2015-05-04,66333750000
2015-05-05,65570330000
2015-05-06,65886870000
2015-05-07,67301990000
2015-05-08,68205060000
2015-05-11,68167820000
2015-05-12,68586770000
2015-05-13,68065410000
2015-05-14,67274060000
2015-05-15,68046790000
2015-05-18,68018860000
2015-05-19,66873730000
2015-05-20,63773500000
2015-05-21,63978320000
2015-05-22,64741740000
2015-05-26,64778980000
2015-05-27,65840320000
2015-05-28,65588950000
2015-05-29,65151380000
2015-06-01,65300340000
2015-06-02,65309650000
2015-06-03,65775150000
2015-06-04,65300340000
2015-06-05,64974490000
2015-06-08,63941080000
2015-06-09,63801430000
2015-06-10,64397270000
2015-06-11,64276240000
2015-06-12,64266930000
2015-06-15,64341410000
2015-06-16,64611400000
2015-06-17,64862770000
2015-06-18,65309650000
2015-06-19,65160689999
2015-06-22,65439990000
2015-06-23,65728599999
2015-06-24,65244480000
2015-06-25,64853460000
2015-06-26,63875910000
2015-06-29,62870430000
2015-06-30,62349070000
2015-07-01,62600439999
2015-07-02,62097700000
2015-07-06,61678750000
2015-07-07,62721470000
2015-07-08,61939430000
2015-07-09,62395620000
2015-07-10,63168349999
2015-07-13,63587300000
2015-07-14,63671090000
2015-07-15,63559370000
2015-07-16,63522130000
2015-07-17,62870430000
2015-07-20,62097700000
2015-07-21,61809090000
2015-07-22,62786640000
2015-07-23,63028700000
2015-07-24,62544580000
2015-07-27,62414240000
2015-07-28,63121800000
2015-07-29,63996939999
2015-07-30,64108660000
2015-07-31,63672480000
2015-08-03,63259380000
2015-08-04,63672480000
2015-08-05,64204920000
2015-08-06,63626580000
2015-08-07,63828540000
2015-08-10,63865259999
2015-08-11,63727560000
2015-08-12,63314460000
2015-08-13,65370779999
2015-08-14,66196980000
2015-08-17,66536640000
2015-08-18,67032360000
2015-08-19,68271660000
2015-08-20,67179240000
2015-08-21,65278980000
2015-08-24,62708580000
2015-08-25,61496819999
2015-08-26,63112500000
2015-08-27,63397080000
2015-08-28,62837100000
2015-08-31,63498060000
2015-09-01,62194500000
2015-09-02,63378720000
2015-09-03,63433799999
2015-09-04,62240400000
2015-09-08,63626580000
2015-09-09,62524980000
2015-09-10,62359740000
2015-09-11,63002339999
2015-09-14,62561700000
2015-09-15,63745920000
2015-09-16,64324259999
2015-09-17,64700640000
2015-09-18,62598420000
2015-09-21,63892799999
2015-09-22,63039060000
2015-09-23,63094140000
2015-09-24,62864640000
2015-09-25,63057420000
2015-09-28,61643700000
2015-09-29,61294860000
2015-09-30,63268560000
2015-10-01,64067220000
2015-10-02,64471140000
2015-10-05,65884860000
2015-10-06,65352420000
2015-10-07,65903220000
2015-10-08,67170060000
2015-10-09,67316940000
2015-10-12,67757580000
2015-10-13,66986460000
2015-10-14,66132720000
2015-10-15,66692700000
2015-10-16,66812040000
2015-10-19,67408740000
2015-10-20,66867120000
2015-10-21,66756960000
2015-10-22,67399560000
2015-10-23,67518900000
2015-10-26,68078880000
2015-10-27,67518900000
2015-10-28,67950360000
2015-10-29,67812660000
2015-10-30,67185300000
2015-11-02,67130700000
2015-11-03,67294500000
2015-11-04,66520999999
2015-11-05,66957800000
2015-11-06,66557400000
2015-11-09,65538200000
2015-11-10,66739400000
2015-11-11,65629200000
2015-11-12,66166099999
2015-11-13,63781900000
2015-11-16,65192400000
2015-11-17,66293499999
2015-11-18,66866800000
2015-11-19,66784900000
2015-11-20,68950700000
2015-11-23,69769700000
2015-11-24,70424900000
2015-11-25,70625100000
2015-11-27,70379400000
2015-11-30,69706000000
2015-12-01,70188300000
2015-12-02,69433000000
2015-12-03,68359200000
2015-12-04,69851600000
2015-12-07,69569500000
2015-12-08,70224700000
2015-12-09,69269200000
2015-12-10,69314700000
2015-12-11,68259100000
2015-12-14,68841500000
2015-12-15,68159000000
2015-12-16,69278300000
2015-12-17,68159000000
2015-12-18,67239900000
2015-12-21,68149900000
2015-12-22,68395600000
2015-12-23,69305600000
2015-12-24,69414800000
2015-12-28,69560400000
2015-12-29,70188300000
2015-12-30,69942600000
2015-12-31,69196400000
2016-01-04,68504800000
2016-01-05,68650400000
2016-01-06,67285400000
2016-01-07,65583699999
2016-01-08,64500799999
2016-01-11,66138800000
2016-01-12,66675700000
2016-01-13,63609000000
2016-01-14,63618100000
2016-01-15,62780899999
2016-01-19,63208599999
2016-01-20,61943699999
2016-01-21,63081199999
2016-01-22,64155000000
2016-01-25,63609000000
2016-01-26,63700000000
2016-01-27,63290500000
2016-01-28,62999300000
2016-01-29,64279020000
2016-02-01,65176020000
2016-02-02,64467390000
2016-02-03,60475740000
2016-02-04,60960119999
2016-02-05,59058480000
2016-02-08,57004350000
2016-02-09,57542550000
2016-02-10,57461820000
2016-02-11,56869800000
2016-02-12,58188390000
2016-02-16,60484710000
2016-02-17,60996000000
2016-02-18,60744840000
2016-02-19,61462440000
2016-02-22,62314590000
2016-02-23,60906300000
2016-02-24,61552140000
2016-02-25,61623900000
2016-02-26,61982699999
2016-02-29,60574410000
2016-03-01,61928880000
2016-03-02,61973730000
2016-03-03,62727210000
2016-03-04,63139830000
2016-03-07,63480690000
2016-03-08,63678029999
2016-03-09,63552449999
2016-03-10,63417900000
2016-03-11,64691640000
2016-03-14,65256750000
2016-03-15,65570699999
2016-03-16,66180660000
2016-03-17,66395940000
2016-03-18,67212210000
2016-03-21,67472340000
2016-03-22,67499250000
2016-03-23,67077660000
2016-03-24,67068690000
2016-03-28,67266029999
2016-03-29,67875990000
2016-03-30,68189940000
2016-03-31,67947750000
2016-04-01,68620500000
2016-04-04,68333460000
2016-04-05,68055390000
2016-04-06,68252730000
2016-04-07,67588949999
2016-04-08,67301910000
2016-04-11,67409550000
2016-04-12,67929810000
2016-04-13,68764020000
2016-04-14,68620500000
2016-04-15,69347070000
2016-04-18,69391920000
2016-04-19,68539770000
2016-04-20,68476980000
2016-04-21,68019510000
2016-04-22,68216850000
2016-04-25,68342430000
2016-04-26,68459039999
2016-04-27,69015180000
2016-04-28,67624830000
2016-04-29,67125660000
2016-05-02,67231620000
2016-05-03,66851929999
2016-05-04,66957890000
2016-05-05,66348620000
2016-05-06,66701820000
2016-05-09,66966720000
2016-05-10,67982169999
2016-05-11,66339789999
2016-05-12,66578200000
2016-05-13,66233830000
2016-05-16,67991000000
2016-05-17,67169809999
2016-05-18,69403800000
2016-05-19,70516380000
2016-05-20,70481060000
2016-05-23,69642210000
2016-05-24,70286800000
2016-05-25,70587020000
2016-05-26,70781280000
2016-05-27,70949050000
2016-05-31,70754790000
2016-06-01,70878410000
2016-06-02,71311080000
2016-06-03,70648830000
2016-06-06,69271350000
2016-06-07,70233820000
2016-06-08,69651040000
2016-06-09,69465610000
2016-06-10,69147730000
2016-06-13,68432500000
2016-06-14,67178640000
2016-06-15,68026320000
2016-06-16,69024110000
2016-06-17,69244860000
2016-06-20,69394970000
2016-06-21,69165390000
2016-06-22,69183050000
2016-06-23,69377310000
2016-06-24,68043980000
2016-06-27,67390559999
2016-06-28,68900490000
2016-06-29,68662080000
2016-06-30,69907110000
2016-07-01,70286800000
2016-07-05,70127860000
2016-07-06,70719470000
2016-07-07,71063840000
2016-07-08,72706220000
2016-07-11,73112400000
2016-07-12,73236020000
2016-07-13,72096950000
2016-07-14,72520790000
2016-07-15,72114610000
2016-07-18,72335360000
2016-07-19,71893860000
2016-07-20,71708430000
2016-07-21,70772450000
2016-07-22,71213950000
2016-07-25,71514170000
2016-07-26,71575980000
2016-07-27,71311080000
2016-07-28,72644410000
2016-07-29,71830440000
2016-08-01,71856630000
2016-08-02,71559810000
2016-08-03,71603460000
2016-08-04,70660620000
2016-08-05,71341560000
2016-08-08,71254260000
2016-08-09,71009820000
2016-08-10,70695540000
2016-08-11,71245530000
2016-08-12,71341560000
2016-08-15,71184420000
2016-08-16,71132040000
2016-08-17,67116239999
2016-08-18,66723390000
2016-08-19,67936859999
2016-08-22,67474170000
2016-08-23,67482900000
2016-08-24,67186079999
2016-08-25,67631310000
2016-08-26,67133700000
2016-08-29,67378140000
2016-08-30,66836880000
2016-08-31,66836880000
2016-09-01,66732120000
2016-09-02,67186079999
2016-09-06,66356730000
2016-09-07,65859120000
2016-09-08,64715489999
2016-09-09,62655210000
2016-09-12,63292500000
2016-09-13,62052840000
2016-09-14,62087760000
2016-09-15,62253630000
2016-09-16,61939350000
2016-09-19,62253630000
2016-09-20,62306010000
2016-09-21,62899650000
2016-09-22,62925840000
2016-09-23,63161549999
2016-09-26,61817130000
2016-09-27,62419500000
2016-09-28,62646480000
2016-09-29,62864730000
2016-09-30,63039329999
2016-10-03,63021870000
2016-10-04,63467100000
2016-10-05,63074250000
2016-10-06,62934570000
2016-10-07,62244900000
2016-10-10,61956810000
2016-10-11,61188570000
2016-10-12,62262359999
2016-10-13,62070299999
2016-10-14,62288549999
2016-10-17,61092540000
2016-10-18,61319519999
2016-10-19,60752070000
2016-10-20,61013970000
2016-10-21,61677450000
2016-10-24,61965540000
2016-10-25,59774310000
2016-10-26,58814010000
2016-10-27,58630680000
2016-10-28,58115010000
2016-10-31,57785550000
2016-11-01,56901209999
2016-11-02,57707520000
2016-11-03,57733530000
2016-11-04,57438750000
2016-11-07,58288410000
2016-11-08,57924270000
2016-11-09,58817280000
2016-11-10,60221819999
2016-11-11,60455910000
2016-11-14,60698670000
2016-11-15,59866350000
2016-11-16,58106340000
2016-11-17,58912650000
2016-11-18,60091770000
2016-11-21,60178470000
2016-11-22,62068530000
2016-11-23,62224590000
2016-11-25,62606069999
2016-11-28,61730400000
2016-11-29,61305569999
2016-11-30,61166850000
2016-12-01,61557000000
2016-12-02,62692770000
2016-12-05,62996220000
2016-12-06,62822819999
2016-12-07,66238800000
2016-12-08,65233079999
2016-12-09,64756230000
2016-12-12,64600170000
2016-12-13,64721550000
2016-12-14,63776520000
2016-12-15,63871890000
2016-12-16,63256319999
2016-12-19,63221640000
2016-12-20,64392090000
2016-12-21,64322730000
2016-12-22,63299670000
2016-12-23,62684100000
2016-12-27,62623410000
2016-12-28,62051189999
2016-12-29,61851780000
2016-12-30,61661040000
2017-01-03,61513650000
2017-01-04,62259270000
2017-01-05,61617689999
2017-01-06,61513650000
2017-01-09,61617689999
2017-01-10,61739069999
2017-01-11,61782420000
2017-01-12,62059860000
2017-01-13,62554050000
2017-01-17,62753459999
2017-01-18,61886459999
2017-01-19,62077199999
2017-01-20,62215920000
2017-01-23,62926860000
2017-01-24,64158000000
2017-01-25,63343020000
2017-01-26,63490410000
2017-01-27,63507750000
2017-01-30,63785189999
2017-01-31,63360360000
2017-02-01,62727449999
2017-02-02,62380650000
2017-02-03,62809530000
2017-02-06,62226770000
2017-02-07,61909679999
2017-02-08,62089650000
2017-02-09,63015210000
2017-02-10,63392290000
2017-02-13,63332300000
2017-02-14,64892040000
2017-02-15,65911870000
2017-02-16,65406239999
2017-02-17,65766179999
2017-02-21,66203250000
2017-02-22,65817600000
2017-02-23,64960600000
2017-02-24,65217699999
2017-02-27,65491940000
2017-02-28,63735090000
2017-03-01,69802650000
2017-03-02,68902800000
2017-03-03,69999760000
2017-03-06,69434140000
2017-03-07,69279880000
2017-03-08,69699810000
2017-03-09,69562690000
2017-03-10,69914060000
2017-03-13,69914060000
2017-03-14,70222580000
2017-03-15,71362390000
2017-03-16,71319540000
2017-03-17,71585210000
2017-03-20,70573950000
2017-03-21,70205440000
2017-03-22,70573950000
2017-03-23,70659650000
2017-03-24,70453970000
2017-03-27,69896920000
2017-03-28,70616800000
2017-03-29,70453970000
2017-03-30,70531100000
2017-03-31,70453970000
2017-04-03,70308280000
2017-04-04,69922630000
2017-04-05,69948340000
2017-04-06,70248290000
2017-04-07,70393980000
2017-04-10,70633940000
2017-04-11,70625370000
2017-04-12,70162590000
2017-04-13,69468420000
2017-04-17,70231150000
2017-04-18,70385410000
2017-04-19,70265430000
2017-04-20,71379530000
2017-04-21,71533790000
2017-04-24,72133690000
2017-04-25,72425070000
2017-04-26,73042110000
2017-04-27,73076390000
2017-04-28,72742160000
2017-05-01,72330800000
2017-05-02,73170660000
2017-05-03,73299210000
2017-05-04,73187800000
2017-05-05,72326000000
2017-05-08,72326000000
2017-05-09,72199850000
2017-05-10,72376460000
2017-05-11,71232700000
2017-05-12,71333620000
2017-05-15,71644790000
2017-05-16,71787760000
2017-05-17,70433750000
2017-05-18,70686050000
2017-05-19,71140190000
2017-05-22,70686050000
2017-05-23,69247940000
2017-05-24,67153849999
2017-05-25,68398530000
2017-05-26,68045310000
2017-05-30,66783810000
2017-05-31,66245570000
2017-06-01,67641630000
2017-06-02,67465020000
2017-06-05,66809040000
2017-06-06,66186700000
2017-06-07,65421390000
2017-06-08,65295240000
2017-06-09,66144650000
2017-06-12,66464230000
2017-06-13,66985650000
2017-06-14,67750960000
2017-06-15,67607990000
2017-06-16,67111800000
2017-06-19,68188280000
2017-06-20,67666859999
2017-06-21,66556740000
2017-06-22,65883940000
2017-06-23,63974869999
2017-06-26,64504700000
2017-06-27,64193530000
2017-06-28,64773820000
2017-06-29,64420599999
2017-06-30,65202730000
2017-07-03,65816660000
2017-07-05,65068170000
2017-07-06,64412190000
2017-07-07,64883150000
2017-07-10,64689720000
2017-07-11,64126250000
2017-07-12,64101020000
2017-07-13,64353320000
2017-07-14,63966460000
2017-07-17,64277630000
2017-07-18,63882359999
2017-07-19,64614030000
2017-07-20,61022960000
2017-07-21,62099440000
2017-07-24,62494710000
2017-07-25,63655290000
2017-07-26,63899180000
2017-07-27,64757000000
2017-07-28,64319680000
2017-07-31,65093400000
2017-08-01,65455030000
2017-08-02,65480260000
2017-08-03,65522310000
2017-08-04,65125470000
2017-08-07,65083919999
2017-08-08,64161509999
2017-08-09,65100540000
2017-08-10,63995310000
2017-08-11,64203060000
2017-08-14,64585320000
2017-08-15,61743300000
2017-08-16,62615849999
2017-08-17,61593720000
2017-08-18,61194840000
2017-08-21,61369349999
2017-08-22,63006419999
2017-08-23,60671310000
2017-08-24,60338910000
2017-08-25,60953849999
2017-08-28,61327800000
2017-08-29,61036950000
2017-08-30,61419210000
2017-08-31,61402590000
2017-09-01,62034150000
2017-09-05,62890080000
2017-09-06,64377570000
2017-09-07,64552080000
2017-09-08,65283360000
2017-09-11,64402500000
2017-09-12,65366460000
2017-09-13,64701660000
2017-09-14,65200259999
2017-09-15,64809689999
2017-09-18,64543770000
2017-09-19,64394189999
2017-09-20,64743210000
2017-09-21,64851240000
2017-09-22,65009130000
2017-09-25,65931540000
2017-09-26,65889990000
2017-09-27,65840130000
2017-09-28,66022950000
2017-09-29,66430140000
2017-10-02,67136490000
2017-10-03,67601849999
2017-10-04,67693259999
2017-10-05,68358060000
2017-10-06,68025660000
2017-10-09,67925939999
2017-10-10,67394099999
2017-10-11,67485509999
2017-10-12,67784669999
2017-10-13,68416230000
2017-10-16,67477200000
2017-10-17,67402410000
2017-10-18,67103250000
2017-10-19,67535370000
2017-10-20,66513240000
2017-10-23,66820710000
2017-10-24,67443960000
2017-10-25,67302689999
2017-10-26,67751430000
2017-10-27,66986910000
2017-10-30,65989710000
2017-10-31,66438450000
2017-11-01,66413520000
2017-11-02,63696150000
2017-11-03,64517760000
2017-11-06,64095480000
2017-11-07,64277640000
2017-11-08,64658520000
2017-11-09,64650240000
2017-11-10,64161719999
2017-11-13,64194840000
2017-11-14,65602440000
2017-11-15,64890360000
2017-11-16,65801160000
2017-11-17,66422160000
2017-11-20,67448879999
2017-11-21,66728520000
2017-11-22,65875680000
2017-11-24,65610719999
2017-11-27,66099240000
2017-11-28,67631040000
2017-11-29,68972400000
2017-11-30,69030360000
2017-12-01,69742440000
2017-12-04,72897120000
2017-12-05,71464680000
2017-12-06,68227200000
2017-12-07,69245640000
2017-12-08,70876800000
2017-12-11,70827120000
2017-12-12,70371720000
2017-12-13,70876800000
2017-12-14,70860240000
2017-12-15,71779320000
2017-12-18,72400320000
2017-12-19,73576080000
2017-12-20,74677320000
2017-12-21,75124440000
2017-12-22,75505320000
2017-12-26,76084920000
2017-12-27,76267080000
2017-12-28,76888080000
2017-12-29,76954320000
2018-01-02,75861360000
2018-01-03,76192560000
2018-01-04,76788720000
2018-01-05,78444720000
2018-01-08,77591880000
2018-01-09,78287400000
2018-01-10,77972760000
2018-01-11,79272720000
2018-01-12,83512080000
2018-01-16,83603160000
2018-01-17,84191040000
2018-01-18,83926080000
2018-01-19,86898600000
2018-01-22,88687080000
2018-01-23,88687080000
2018-01-24,88364160000
2018-01-25,88082640000
2018-01-26,88927200000
2018-01-29,88463520000
2018-01-30,87089040000
2018-01-31,86716440000
2018-02-01,85996080000
2018-02-02,83737500000
2018-02-05,80503500000
2018-02-06,82681500000
2018-02-07,82434000000
2018-02-08,78383250000
2018-02-09,80165250000
2018-02-12,80668500000
2018-02-13,79249500000
2018-02-14,79967250000
2018-02-15,79620750000
2018-02-16,79455750000
2018-02-20,78911250000
2018-02-21,78655500000
2018-02-22,79934250000
2018-02-23,80429250000
2018-02-26,80445750000
2018-02-27,79026750000
2018-02-28,73911750000
2018-03-01,72567000000
2018-03-02,70405500000
2018-03-05,71222250000
2018-03-06,71874000000
2018-03-07,71040750000
2018-03-08,71082000000
2018-03-09,72006000000
2018-03-12,72336000000
2018-03-13,71065500000
2018-03-14,71263500000
2018-03-15,70570500000
2018-03-16,71775000000
2018-03-19,70776750000
2018-03-20,70727250000
2018-03-21,71981250000
2018-03-22,70702500000
2018-03-23,69110250000
2018-03-26,73672500000
2018-03-27,70917000000
2018-03-28,70851000000
2018-03-29,72393750000
2018-04-02,69786750000
2018-04-03,70496250000
2018-04-04,72649500000
2018-04-05,73218750000
2018-04-06,72798000000
2018-04-09,70323000000
2018-04-10,71890500000
2018-04-11,71486250000
2018-04-12,71808000000
2018-04-13,71139750000
2018-04-16,70999500000
2018-04-17,71082000000
2018-04-18,71288250000
2018-04-19,70026000000
2018-04-20,68986500000
2018-04-23,69588750000
2018-04-24,68400750000
2018-04-25,67221000000
2018-04-26,68706000000
2018-04-27,69300000000
2018-04-30,68004750000
2018-05-01,68441999999
2018-05-02,69267000000
2018-05-03,68334750000
2018-05-04,68478990000
2018-05-07,68170049999
2018-05-08,68495250000
2018-05-09,68633460000
2018-05-10,69161910000
2018-05-11,71096850000
2018-05-14,70389540000
2018-05-15,69665970000
2018-05-16,69519630000
2018-05-17,69487110000
2018-05-18,70194420000
2018-05-21,71048070000
2018-05-22,69714750000
2018-05-23,76982970000
2018-05-24,78446370000
2018-05-25,78608970000
2018-05-29,77869140000
2018-05-30,79202460000
2018-05-31,77243130000
2018-06-01,77909790000
2018-06-04,79340670000
2018-06-05,79267500000
2018-06-06,80072370000
2018-06-07,80706510000
2018-06-08,81478860000
2018-06-11,81706500000
2018-06-12,81706500000
2018-06-13,80860980000
2018-06-14,80617080000
2018-06-15,80633340000
2018-06-18,80153670000
2018-06-19,79804080000
2018-06-20,80031720000
2018-06-21,80535780000
2018-06-22,79852860000
2018-06-25,78739050000
2018-06-26,78966690000
2018-06-27,78300030000
2018-06-28,78048000000
2018-06-29,77698410000
2018-07-02,77129310000
2018-07-03,77283780000
2018-07-05,77657760000
2018-07-06,78161820000
2018-07-09,78828480000
2018-07-10,80495130000
2018-07-11,80169930000
2018-07-12,79917900000
2018-07-13,80958540000
2018-07-16,80999190000
