,SPGI
2013-11-26,19928480000
2013-11-27,20166432000
2013-11-29,20144800000
2013-12-02,20085312000
2013-12-03,19847360000
2013-12-04,19993376000
2013-12-05,19928480000
2013-12-06,20206992000
2013-12-09,20088016000
2013-12-10,19958224000
2013-12-11,19457984000
2013-12-12,19471504000
2013-12-13,19522880000
2013-12-16,19917664000
2013-12-17,19695936000
2013-12-18,20077200000
2013-12-19,19960928000
2013-12-20,20550400000
2013-12-23,20612592000
2013-12-24,20750496000
2013-12-26,20872176000
2013-12-27,20947888000
2013-12-30,20977632000
2013-12-31,21254760000
2014-01-02,21132450000
2014-01-03,21075372000
2014-01-06,21031884000
2014-01-07,21216708000
2014-01-08,21184092000
2014-01-09,21241170000
2014-01-10,21211272000
2014-01-13,20828034000
2014-01-14,21080808000
2014-01-15,21015576000
2014-01-16,20776392000
2014-01-17,20860650000
2014-01-21,20806290000
2014-01-22,20809008000
2014-01-23,20409462000
2014-01-24,19914786000
2014-01-27,20066994000
2014-01-28,20431206000
2014-01-29,20379564000
2014-01-30,20866086000
2014-01-31,20667672000
2014-02-03,20219202000
2014-02-04,20934036000
2014-02-05,20901420000
2014-02-06,21023730000
2014-02-07,21735846000
2014-02-10,21564612000
2014-02-11,21855438000
2014-02-12,22162572000
2014-02-13,22263138000
2014-02-14,22159854000
2014-02-18,22083750000
2014-02-19,21879900000
2014-02-20,21917952000
2014-02-21,21803796000
2014-02-24,21784770000
2014-02-25,21741282000
2014-02-26,21624408000
2014-02-27,21659742000
2014-02-28,21651588000
2014-03-03,21306402000
2014-03-04,21806514000
2014-03-05,21972312000
2014-03-06,22159854000
2014-03-07,22206060000
2014-03-10,22298472000
2014-03-11,21999492000
2014-03-12,22263138000
2014-03-13,21697794000
2014-03-14,21621690000
2014-03-17,21817386000
2014-03-18,21564612000
2014-03-19,21425994000
2014-03-20,21045474000
2014-03-21,20893266000
2014-03-24,20588850000
2014-03-25,20643210000
2014-03-26,20512746000
2014-03-27,20257254000
2014-03-28,20387718000
2014-03-31,20715450000
2014-04-01,21125415000
2014-04-02,20881065000
2014-04-03,20734455000
2014-04-04,20408655000
2014-04-07,20321775000
2014-04-08,20373360000
2014-04-09,20796900000
2014-04-10,19930815000
2014-04-11,19542570000
2014-04-14,19814070000
2014-04-15,19922670000
2014-04-16,20479245000
2014-04-17,20815905000
2014-04-21,20772465000
2014-04-22,20826765000
2014-04-23,20829480000
2014-04-24,20631285000
2014-04-25,20376075000
2014-04-28,20381505000
2014-04-29,20104575000
2014-04-30,20071995000
2014-05-01,20110005000
2014-05-02,20110005000
2014-05-05,20533545000
2014-05-06,20685585000
2014-05-07,20653005000
2014-05-08,21060255000
2014-05-09,21364335000
2014-05-12,21576105000
2014-05-13,21475650000
2014-05-14,21043965000
2014-05-15,20742600000
2014-05-16,21171570000
2014-05-19,21323610000
2014-05-20,21060255000
2014-05-21,21350760000
2014-05-22,21622260000
2014-05-23,21605970000
2014-05-27,22002360000
2014-05-28,22078380000
2014-05-29,22176120000
2014-05-30,22200555000
2014-06-02,22366170000
2014-06-03,22132680000
2014-06-04,22110960000
2014-06-05,22349880000
2014-06-06,22721835000
2014-06-09,22868445000
2014-06-10,22917315000
2014-06-11,22996050000
2014-06-12,22778850000
2014-06-13,22632240000
2014-06-16,22472055000
2014-06-17,22406895000
2014-06-18,22542645000
2014-06-19,22480200000
2014-06-20,22455765000
2014-06-23,22529070000
2014-06-24,22520925000
2014-06-25,22415040000
2014-06-26,22455765000
2014-06-27,22588800000
2014-06-30,22492827000
2014-07-01,22701420000
2014-07-02,22701420000
2014-07-03,22891050000
2014-07-07,22593060000
2014-07-08,22389885000
2014-07-09,22295070000
2014-07-10,22121694000
2014-07-11,22216509000
2014-07-14,22452192000
2014-07-15,22563261000
2014-07-16,22384467000
2014-07-17,22056678000
2014-07-18,22360086000
2014-07-21,22154202000
2014-07-22,22357377000
2014-07-23,22514499000
2014-07-24,22113567000
2014-07-25,22178583000
2014-07-28,22213800000
2014-07-29,21937482000
2014-07-30,22121694000
2014-07-31,21731598000
2014-08-01,21474243000
2014-08-04,21577185000
2014-08-05,21254814000
2014-08-06,21200634000
2014-08-07,21116655000
2014-08-08,21279195000
2014-08-11,21319830000
2014-08-12,21184380000
2014-08-13,21390264000
2014-08-14,21482370000
2014-08-15,21523005000
2014-08-18,21658455000
2014-08-19,21501333000
2014-08-20,21428190000
2014-08-21,21528423000
2014-08-22,21322539000
2014-08-25,21612402000
2014-08-26,21753270000
2014-08-27,21831831000
2014-08-28,21907683000
2014-08-29,21978117000
2014-09-02,22200255000
2014-09-03,22349250000
2014-09-04,22717674000
2014-09-05,22904595000
2014-09-08,23080680000
2014-09-09,22807071000
2014-09-10,23094225000
2014-09-11,23178204000
2014-09-12,23275728000
2014-09-15,23164659000
2014-09-16,23313654000
2014-09-17,23346162000
2014-09-18,23449104000
2014-09-19,23332617000
2014-09-22,23113188000
2014-09-23,22931685000
2014-09-24,23099643000
2014-09-25,22782690000
2014-09-26,23007537000
2014-09-29,22975029000
2014-09-30,22945065000
2014-10-01,22472307000
2014-10-02,22619025000
2014-10-03,22523930000
2014-10-06,22431552000
2014-10-07,22129965000
2014-10-08,22733139000
2014-10-09,21975096000
2014-10-10,21513206000
2014-10-13,21132826000
2014-10-14,21062184000
2014-10-15,20812220000
2014-10-16,20763314000
2014-10-17,21613735000
2014-10-20,21812076000
2014-10-21,22219626000
2014-10-22,22306570000
2014-10-23,22523930000
2014-10-24,22836385000
2014-10-27,22991254000
2014-10-28,23284690000
2014-10-29,23779184000
2014-10-30,24279112000
2014-10-31,24583416000
2014-11-03,24518208000
2014-11-04,24349754000
2014-11-05,24599718000
2014-11-06,24450283000
2014-11-07,24436698000
2014-11-10,24616020000
2014-11-11,24292697000
2014-11-12,24591567000
2014-11-13,24643190000
2014-11-14,24760021000
2014-11-17,24798059000
2014-11-18,25094212000
2014-11-19,24746436000
2014-11-20,24689379000
2014-11-21,24993683000
2014-11-24,25115948000
2014-11-25,25213760000
2014-11-26,25308855000
2014-11-28,25393082000
2014-12-01,25246364000
2014-12-02,25300704000
2014-12-03,25276251000
2014-12-04,25365912000
2014-12-05,25461007000
2014-12-08,24942060000
2014-12-09,24944777000
2014-12-10,24874135000
2014-12-11,24651341000
2014-12-12,24050884000
2014-12-15,23906883000
2014-12-16,23518352000
2014-12-17,24059035000
2014-12-18,24681228000
2014-12-19,24466585000
2014-12-22,24588850000
2014-12-23,24550812000
2014-12-24,24643190000
2014-12-26,24431264000
2014-12-29,24463868000
2014-12-30,24496472000
2014-12-31,24336030000
2015-01-02,24248510000
2015-01-05,23819115000
2015-01-06,23474505000
2015-01-07,23786295000
2015-01-08,23999625000
2015-01-09,23794500000
2015-01-12,23455360000
2015-01-13,24858415000
2015-01-14,24314150000
2015-01-15,24147315000
2015-01-16,24825595000
2015-01-20,24877560000
2015-01-21,24806450000
2015-01-22,25074480000
2015-01-23,25112770000
2015-01-26,25219435000
2015-01-27,24995165000
2015-01-28,24352440000
2015-01-29,24694315000
2015-01-30,24461840000
2015-02-02,24697050000
2015-02-03,25703530000
2015-02-04,25938740000
2015-02-05,26223180000
2015-02-06,26679925000
2015-02-09,26502150000
2015-02-10,26751035000
2015-02-11,26846760000
2015-02-12,27948965000
2015-02-13,27948965000
2015-02-17,28225200000
2015-02-18,28720235000
2015-02-19,28684680000
2015-02-20,28616305000
2015-02-23,28479555000
2015-02-24,28446735000
2015-02-25,28356480000
2015-02-26,28304515000
2015-02-27,28197850000
2015-03-02,28304515000
2015-03-03,28340070000
2015-03-04,28047425000
2015-03-05,28115800000
2015-03-06,27741105000
2015-03-09,28299045000
2015-03-10,27773925000
2015-03-11,28050160000
2015-03-12,28709295000
2015-03-13,28523315000
2015-03-16,28955445000
2015-03-17,29261765000
2015-03-18,29464155000
2015-03-19,29403985000
2015-03-20,29699365000
2015-03-23,29127750000
2015-03-24,28805020000
2015-03-25,28383830000
2015-03-26,28495965000
2015-03-27,28394770000
2015-03-30,28802285000
2015-03-31,28238540000
2015-04-01,28650921000
2015-04-02,28528026000
2015-04-06,28541681000
2015-04-07,28342318000
2015-04-08,28525295000
2015-04-09,28743775000
2015-04-10,28705541000
2015-04-13,28784740000
2015-04-14,28353242000
2015-04-15,28298622000
2015-04-16,28159341000
2015-04-17,28091066000
2015-04-20,28290429000
2015-04-21,28282236000
2015-04-22,28470675000
2015-04-23,28746506000
2015-04-24,29011413000
2015-04-27,28754699000
2015-04-28,28858477000
2015-04-29,28855746000
2015-04-30,28484330000
2015-05-01,28462482000
2015-05-04,28874863000
2015-05-05,28656383000
2015-05-06,28396938000
2015-05-07,28659114000
2015-05-08,29120653000
2015-05-11,29377367000
2015-05-12,28970448000
2015-05-13,28667307000
2015-05-14,28893980000
2015-05-15,28866670000
2015-05-18,29281782000
2015-05-19,29341864000
2015-05-20,29139770000
2015-05-21,29186197000
2015-05-22,28907635000
2015-05-26,28604494000
2015-05-27,28809319000
2015-05-28,28768354000
2015-05-29,28334125000
2015-06-01,28334125000
2015-06-02,28315008000
2015-06-03,28290429000
2015-06-04,27880779000
2015-06-05,27867124000
2015-06-08,27697802000
2015-06-09,27831621000
2015-06-10,28244002000
2015-06-11,28522564000
2015-06-12,28320470000
2015-06-15,28274043000
2015-06-16,28388745000
2015-06-17,28413324000
2015-06-18,28784740000
2015-06-19,28604494000
2015-06-22,28907635000
2015-06-23,28711003000
2015-06-24,28388745000
2015-06-25,28216692000
2015-06-26,28293160000
2015-06-29,27476591000
2015-06-30,27252085000
2015-07-01,27523385000
2015-07-02,27694304000
2015-07-06,27566793000
2015-07-07,27466412000
2015-07-08,27203251000
2015-07-09,27371457000
2015-07-10,27987308000
2015-07-13,28147375000
2015-07-14,28318294000
2015-07-15,28388832000
2015-07-16,28562464000
2015-07-17,28426814000
2015-07-20,28719818000
2015-07-21,28741522000
2015-07-22,28863607000
2015-07-23,28893450000
2015-07-24,28643854000
2015-07-27,27018767000
2015-07-28,26695920000
2015-07-29,27531524000
2015-07-30,27900492000
2015-07-31,27604775000
2015-08-03,27460986000
2015-08-04,27425717000
2015-08-05,27564080000
2015-08-06,27292780000
2015-08-07,27325336000
2015-08-10,28038855000
2015-08-11,27732286000
2015-08-12,27517959000
2015-08-13,27452847000
2015-08-14,27591210000
2015-08-17,27878788000
2015-08-18,27821815000
2015-08-19,27827241000
2015-08-20,27211390000
2015-08-21,26175024000
2015-08-24,25125093000
2015-08-25,25282447000
2015-08-26,26118051000
2015-08-27,26883117000
2015-08-28,26980785000
2015-08-31,26313387000
2015-09-01,25168501000
2015-09-02,25409958000
2015-09-03,25431662000
2015-09-04,25279734000
2015-09-08,26088208000
2015-09-09,25260743000
2015-09-10,25377402000
2015-09-11,25656841000
2015-09-14,25173927000
2015-09-15,25746370000
2015-09-16,25681258000
2015-09-17,25518478000
2015-09-18,25019286000
2015-09-21,25149510000
2015-09-22,24753412000
2015-09-23,24723569000
2015-09-24,24199960000
2015-09-25,24183682000
2015-09-28,23204289000
2015-09-29,23169020000
2015-09-30,23225250000
2015-10-01,23732715000
2015-10-02,23982420000
2015-10-05,24269715000
2015-10-06,23939460000
2015-10-07,23872335000
2015-10-08,24052230000
2015-10-09,24095190000
2015-10-12,24226755000
2015-10-13,24226755000
2015-10-14,24412020000
2015-10-15,24997350000
2015-10-16,24876525000
2015-10-19,24986610000
2015-10-20,24978555000
2015-10-21,24685890000
2015-10-22,25013460000
2015-10-23,25612215000
2015-10-26,25472595000
2015-10-27,25225575000
2015-10-28,25233630000
2015-10-29,25308810000
2015-10-30,24873840000
2015-11-02,24769125000
2015-11-03,26235135000
2015-11-04,26125050000
2015-11-05,26202915000
2015-11-06,26492895000
2015-11-09,25848495000
2015-11-10,25824330000
2015-11-11,26039130000
2015-11-12,25690080000
2015-11-13,25426950000
2015-11-16,25588050000
2015-11-17,25561200000
2015-11-18,25708875000
2015-11-19,25880715000
2015-11-20,26014965000
2015-11-23,25773315000
2015-11-24,26012280000
2015-11-25,26012280000
2015-11-27,26004225000
2015-11-30,25902195000
2015-12-01,26170695000
2015-12-02,26157270000
2015-12-03,25708875000
2015-12-04,26401605000
2015-12-07,26049870000
2015-12-08,25733040000
2015-12-09,25359825000
2015-12-10,25523610000
2015-12-11,24881895000
2015-12-14,25349085000
2015-12-15,25539720000
2015-12-16,25915620000
2015-12-17,25593420000
2015-12-18,25201410000
2015-12-21,25550460000
2015-12-22,25749150000
2015-12-23,26307630000
2015-12-24,26176065000
2015-12-28,26170695000
2015-12-29,26850000000
2015-12-30,26812410000
2015-12-31,26123700000
2016-01-04,25122000000
2016-01-05,25206800000
2016-01-06,24931200000
2016-01-07,24146800000
2016-01-08,23455150000
2016-01-11,23444550000
2016-01-12,23510800000
2016-01-13,22358050000
2016-01-14,22498500000
2016-01-15,22053300000
2016-01-19,22082450000
2016-01-20,21865150000
2016-01-21,21669050000
2016-01-22,22657500000
2016-01-25,22225550000
2016-01-26,22355400000
2016-01-27,22130150000
2016-01-28,21830700000
2016-01-29,22530300000
2016-02-01,22297100000
2016-02-02,21645200000
2016-02-03,21404050000
2016-02-04,23055000000
2016-02-05,22726400000
2016-02-08,22093050000
2016-02-09,22151350000
2016-02-10,22464050000
2016-02-11,21798900000
2016-02-12,22662800000
2016-02-16,23139800000
2016-02-17,23550550000
2016-02-18,23272300000
2016-02-19,23306750000
2016-02-22,23704250000
2016-02-23,23108000000
2016-02-24,23441900000
2016-02-25,23879150000
2016-02-26,23664500000
2016-02-29,23781100000
2016-03-01,24448900000
2016-03-02,24517800000
2016-03-03,24994800000
2016-03-04,25190900000
2016-03-07,24947100000
2016-03-08,24896750000
2016-03-09,24711250000
2016-03-10,24621150000
2016-03-11,25209450000
2016-03-14,24867600000
2016-03-15,24679450000
2016-03-16,25069000000
2016-03-17,25426750000
2016-03-18,25914350000
2016-03-21,25493000000
2016-03-22,25758000000
2016-03-23,25763300000
2016-03-24,25543350000
2016-03-28,25808350000
2016-03-29,26356900000
2016-03-30,26219100000
2016-03-31,26180210000
2016-04-01,26264850000
2016-04-04,25971255000
2016-04-05,25492510000
2016-04-06,25844295000
2016-04-07,25585085000
2016-04-08,25717335000
2016-04-11,25548055000
2016-04-12,25862810000
2016-04-13,26405035000
2016-04-14,26471160000
2016-04-15,26389165000
2016-04-18,26703920000
2016-04-19,27280530000
2016-04-20,27542385000
2016-04-21,27375750000
2016-04-22,27341365000
2016-04-25,27285820000
2016-04-26,28238020000
2016-04-27,28544840000
2016-04-28,28544840000
2016-04-29,28261825000
2016-05-02,28346465000
2016-05-03,27640250000
2016-05-04,27584705000
2016-05-05,27685215000
2016-05-06,27579415000
2016-05-09,27645540000
2016-05-10,27761920000
2016-05-11,27809530000
2016-05-12,28026420000
2016-05-13,27751340000
2016-05-16,28166605000
2016-05-17,27957650000
2016-05-18,28314725000
2016-05-19,28261825000
2016-05-20,28584515000
2016-05-23,28788180000
2016-05-24,29534070000
2016-05-25,29425625000
2016-05-26,29198155000
2016-05-27,29483815000
2016-05-31,29573745000
2016-06-01,29306600000
2016-06-02,29214025000
2016-06-03,28999780000
2016-06-06,29163770000
2016-06-07,28994490000
2016-06-08,29105580000
2016-06-09,29105580000
2016-06-10,28436395000
2016-06-13,28362335000
2016-06-14,28264470000
2016-06-15,28322660000
2016-06-16,28431105000
2016-06-17,28232730000
2016-06-20,28383495000
2016-06-21,28521035000
2016-06-22,28335885000
2016-06-23,29258990000
2016-06-24,27545030000
2016-06-27,26286010000
2016-06-28,26870555000
2016-06-29,28037000000
2016-06-30,28198654000
2016-07-01,28356394000
2016-07-05,27912093000
2016-07-06,28072462000
2016-07-07,28211799000
2016-07-08,28621923000
2016-07-11,28987354000
2016-07-12,29702442000
2016-07-13,29933794000
2016-07-14,30286080000
2016-07-15,30401756000
2016-07-18,30722494000
2016-07-19,30648882000
2016-07-20,30788219000
2016-07-21,30714607000
2016-07-22,30840799000
2016-07-25,30801364000
2016-07-26,30903895000
2016-07-27,30869718000
2016-07-28,31916060000
2016-07-29,32126380000
2016-08-01,31868738000
2016-08-02,31576919000
2016-08-03,31682079000
2016-08-04,31448098000
2016-08-05,31784610000
2016-08-08,31590064000
2016-08-09,31700482000
2016-08-10,31503307000
2016-08-11,31655789000
2016-08-12,31524339000
2016-08-15,31616354000
2016-08-16,31453356000
2016-08-17,31574290000
2016-08-18,31555887000
2016-08-19,31626870000
2016-08-22,31626870000
2016-08-23,31881883000
2016-08-24,31795126000
2016-08-25,31834561000
2016-08-26,31960753000
2016-08-29,32231540000
2016-08-30,32328813000
2016-08-31,32478666000
2016-09-01,32583826000
2016-09-02,32975547000
2016-09-06,33070191000
2016-09-07,33043901000
2016-09-08,33054417000
2016-09-09,32131638000
2016-09-12,32662696000
2016-09-13,32105348000
2016-09-14,31947608000
2016-09-15,32628519000
2016-09-16,32407683000
2016-09-19,32778372000
2016-09-20,32804662000
2016-09-21,33535524000
2016-09-22,33343607000
2016-09-23,32857242000
2016-09-26,32844097000
2016-09-27,33351494000
2016-09-28,33535524000
2016-09-29,32867758000
2016-09-30,32766384000
2016-10-03,32352144000
2016-10-04,32155380000
2016-10-05,32142435000
2016-10-06,32372856000
2016-10-07,32067354000
2016-10-10,32271885000
2016-10-11,31779975000
2016-10-12,31940493000
2016-10-13,31759263000
2016-10-14,31883535000
2016-10-17,31728195000
2016-10-18,31816221000
2016-10-19,31761852000
2016-10-20,31616868000
2016-10-21,32101011000
2016-10-24,32269296000
2016-10-25,32168325000
2016-10-26,31927548000
2016-10-27,31808454000
2016-10-28,31658292000
2016-10-31,31546965000
2016-11-01,31308777000
2016-11-02,30928194000
2016-11-03,31715250000
2016-11-04,31738551000
2016-11-07,32481594000
2016-11-08,32730138000
2016-11-09,32525607000
2016-11-10,32706837000
2016-11-11,32481594000
2016-11-14,32031108000
2016-11-15,31567677000
2016-11-16,31679004000
2016-11-17,32095833000
2016-11-18,31534020000
2016-11-21,31515897000
2016-11-22,31277709000
2016-11-23,31122369000
2016-11-25,31047288000
2016-11-28,30653760000
2016-11-29,30967029000
2016-11-30,30806511000
2016-12-01,30099714000
2016-12-02,29952141000
2016-12-05,29587092000
2016-12-06,29403273000
2016-12-07,29602626000
2016-12-08,29571558000
2016-12-09,29773500000
2016-12-12,29385150000
2016-12-13,30211041000
2016-12-14,29755377000
2016-12-15,29592270000
2016-12-16,29281590000
2016-12-19,29152140000
2016-12-20,29079648000
2016-12-21,28919130000
2016-12-22,28401330000
2016-12-23,28225278000
2016-12-27,28331427000
2016-12-28,28137252000
2016-12-29,28119129000
2016-12-30,27842106000
2017-01-03,27986298000
2017-01-04,28851268000
2017-01-05,29070738000
2017-01-06,29589720000
2017-01-09,29248896000
2017-01-10,28750570000
2017-01-11,28910654000
2017-01-12,29070738000
2017-01-13,29026844000
2017-01-17,29419308000
2017-01-18,29538080000
2017-01-19,29538080000
2017-01-20,29951200000
2017-01-23,29979602000
2017-01-24,30188744000
2017-01-25,31095026000
2017-01-26,31273184000
2017-01-27,31162158000
2017-01-30,31144084000
2017-01-31,31030476000
2017-02-01,30872974000
2017-02-02,31092444000
2017-02-03,31655320000
2017-02-06,31727616000
2017-02-07,32491888000
2017-02-08,32295656000
2017-02-09,32587422000
2017-02-10,32608078000
2017-02-13,32670046000
2017-02-14,32770744000
2017-02-15,33134806000
2017-02-16,33207102000
2017-02-17,33666697999
2017-02-21,33762231999
2017-02-22,33767396000
2017-02-23,33767396000
2017-02-24,33777724000
2017-02-27,33563418000
2017-02-28,33429154000
2017-03-01,33566000000
2017-03-02,33566000000
2017-03-03,33473047999
2017-03-06,33677026000
2017-03-07,33744158000
2017-03-08,33715756000
2017-03-09,33839692000
2017-03-10,34002358000
2017-03-13,34234738000
2017-03-14,34126293999
2017-03-15,33656370000
2017-03-16,34015268000
2017-03-17,33563418000
2017-03-20,33485958000
2017-03-21,33101239999
2017-03-22,33176118000
2017-03-23,33346530000
2017-03-24,33485958000
2017-03-27,33165789999
2017-03-28,33235504000
2017-03-29,33129642000
2017-03-30,33411080000
2017-03-31,33639402000
2017-04-03,33281755000
2017-04-04,33145386000
2017-04-05,33492740999
2017-04-06,33438708000
2017-04-07,33461865000
2017-04-10,33343507000
2017-04-11,33243159999
2017-04-12,33173689000
2017-04-13,33006444000
2017-04-17,33644547999
2017-04-18,33582796000
2017-04-19,33595661000
2017-04-20,33930151000
2017-04-21,33840096000
2017-04-24,34452470000
2017-04-25,34892453000
2017-04-26,34537379000
2017-04-27,34758657000
2017-04-28,34527087000
2017-05-01,34740646000
2017-05-02,34853858000
2017-05-03,34828128000
2017-05-04,35149753000
2017-05-05,35391615000
2017-05-08,35214078000
2017-05-09,35329863000
2017-05-10,35473951000
2017-05-11,35337582000
2017-05-12,35172910000
2017-05-15,35605174000
2017-05-16,35769846000
2017-05-17,35136888000
2017-05-18,35365885000
2017-05-19,35543422000
2017-05-22,35708094000
2017-05-23,35558860000
2017-05-24,35895923000
2017-05-25,36199537000
2017-05-26,36076033000
2017-05-30,36230413000
2017-05-31,36745013000
2017-06-01,36974010000
2017-06-02,37092368000
2017-06-05,37154120000
2017-06-06,37033189000
2017-06-07,37568373000
2017-06-08,37465453000
2017-06-09,37774213000
2017-06-12,37486037000
2017-06-13,37694450000
2017-06-14,37928593000
2017-06-15,38193612000
2017-06-16,38206477000
2017-06-19,38440620000
2017-06-20,37879706000
2017-06-21,37365106000
2017-06-22,37406274000
2017-06-23,37745910000
2017-06-26,37635271000
2017-06-27,37588957000
2017-06-28,38311970000
2017-06-29,37576092000
2017-06-30,37300445000
2017-07-03,37231460000
2017-07-05,37693915000
2017-07-06,37392425000
2017-07-07,38015845000
2017-07-10,38018400000
2017-07-11,37788450000
2017-07-12,38181920000
2017-07-13,38235575000
2017-07-14,38189585000
2017-07-17,38199805000
2017-07-18,38291785000
2017-07-19,38373545000
2017-07-20,38611160000
2017-07-21,39308675000
2017-07-24,39548845000
2017-07-25,39640825000
2017-07-26,39495190000
2017-07-27,39206475000
2017-07-28,39211585000
2017-07-31,39242245000
2017-08-01,39507965000
2017-08-02,38841110000
2017-08-03,38815560000
2017-08-04,38588165000
2017-08-07,38567725000
2017-08-08,37885540000
2017-08-09,38521735000
2017-08-10,37900870000
2017-08-11,37918755000
2017-08-14,38462970000
2017-08-15,38708250000
2017-08-16,38904985000
2017-08-17,38317335000
2017-08-18,38350550000
2017-08-21,38322445000
2017-08-22,39050620000
2017-08-23,38654595000
2017-08-24,38695475000
2017-08-25,38649485000
2017-08-28,38833445000
2017-08-29,38560060000
2017-08-30,39229470000
2017-08-31,39431315000
2017-09-01,39275460000
2017-09-05,39137490000
2017-09-06,38631600000
2017-09-07,38682700000
2017-09-08,38818115000
2017-09-11,39032735000
2017-09-12,39244800000
2017-09-13,39209030000
2017-09-14,39275460000
2017-09-15,39347000000
2017-09-18,39456865000
2017-09-19,39758355000
2017-09-20,39814565000
2017-09-21,39794125000
2017-09-22,40067510000
2017-09-25,39735360000
2017-09-26,39620385000
2017-09-27,39543735000
2017-09-28,39737915000
2017-09-29,39937205000
2017-10-02,40073088000
2017-10-03,40503024000
2017-10-04,40602240000
2017-10-05,40459776000
2017-10-06,40309680000
2017-10-09,40492848000
2017-10-10,40398720000
2017-10-11,40449600000
2017-10-12,40988928000
2017-10-13,41167008000
2017-10-16,41329824000
2017-10-17,41131392000
2017-10-18,40996560000
2017-10-19,40561536000
2017-10-20,41098320000
2017-10-23,41238240000
2017-10-24,41187360000
2017-10-25,40938048000
2017-10-26,41976000000
2017-10-27,41253504000
2017-10-30,39750000000
2017-10-31,39805968000
2017-11-01,39828864000
2017-11-02,39559200000
2017-11-03,40370736000
2017-11-06,40358016000
2017-11-07,40467408000
2017-11-08,40719264000
2017-11-09,40172304000
2017-11-10,39925536000
2017-11-13,40202832000
2017-11-14,40525920000
2017-11-15,40403808000
2017-11-16,40729440000
2017-11-17,40854096000
2017-11-20,41261136000
2017-11-21,41645280000
2017-11-22,41523168000
2017-11-24,41757216000
2017-11-27,41823360000
2017-11-28,42187152000
2017-11-29,41907312000
2017-11-30,42098112000
2017-12-01,42273648000
2017-12-04,42601824000
2017-12-05,42711216000
2017-12-06,42896928000
2017-12-07,43128432000
2017-12-08,43555824000
2017-12-11,43680480000
2017-12-12,43901808000
2017-12-13,42996144000
2017-12-14,42634896000
2017-12-15,43006320000
2017-12-18,43479504000
2017-12-19,43756800000
2017-12-20,43250544000
2017-12-21,42937632000
2017-12-22,42695952000
2017-12-26,42591648000
2017-12-27,43095360000
2017-12-28,43209840000
2017-12-29,43095360000
2018-01-02,42433488000
2018-01-03,43114968000
2018-01-04,43761112000
2018-01-05,44346680000
2018-01-08,44720232000
2018-01-09,44735376000
2018-01-10,44323964000
2018-01-11,44523360000
2018-01-12,44836336000
2018-01-16,44379492000
2018-01-17,44621796000
2018-01-18,45088736000
2018-01-19,45719736000
2018-01-22,45974660000
2018-01-23,46171532000
2018-01-24,46216964000
2018-01-25,45909036000
2018-01-26,46391120000
2018-01-29,45694496000
2018-01-30,45517816000
2018-01-31,45709640000
2018-02-01,45936800000
2018-02-02,44758092000
2018-02-05,41989264000
2018-02-06,45421904000
2018-02-07,46110956000
2018-02-08,43743444000
2018-02-09,44801000000
2018-02-12,45522864000
2018-02-13,45921656000
2018-02-14,46953972000
2018-02-15,47683408000
2018-02-16,47774272000
2018-02-20,47425960000
2018-02-21,47345192000
2018-02-22,47413340000
2018-02-23,48377508000
2018-02-26,48788920000
2018-02-27,48748536000
2018-02-28,48410320000
2018-03-01,47834848000
2018-03-02,47708648000
2018-03-05,48049388000
2018-03-06,48205876000
2018-03-07,47880280000
2018-03-08,48587000000
2018-03-09,49207904000
2018-03-12,49460304000
2018-03-13,49442636000
2018-03-14,48556712000
2018-03-15,48640004000
2018-03-16,48589524000
2018-03-19,48069580000
2018-03-20,49382060000
2018-03-21,48917644000
2018-03-22,47723792000
2018-03-23,47070076000
2018-03-26,48279072000
2018-03-27,47418388000
2018-03-28,47269472000
2018-03-29,48223544000
2018-04-02,46862793000
2018-04-03,47508120000
2018-04-04,47573406000
2018-04-05,47643714000
2018-04-06,47036052000
2018-04-09,47149047000
2018-04-10,48088161000
2018-04-11,47570895000
2018-04-12,48253887000
2018-04-13,47899836000
2018-04-16,48125826000
2018-04-17,48700845000
2018-04-18,48881637000
2018-04-19,48698334000
2018-04-20,48452256000
2018-04-23,48223755000
2018-04-24,47475477000
2018-04-25,47603538000
2018-04-26,47771775000
2018-04-27,46973277000
2018-04-30,47357460000
2018-05-01,47716533000
2018-05-02,47201778000
2018-05-03,47616093000
2018-05-04,48253887000
2018-05-07,48557718000
2018-05-08,48921813000
2018-05-09,49569651000
2018-05-10,50378193000
2018-05-11,50217489000
2018-05-14,49986477000
2018-05-15,49815729000
2018-05-16,49762998000
2018-05-17,49632426000
2018-05-18,49697712000
2018-05-21,50375682000
2018-05-22,50227533000
2018-05-23,50456034000
2018-05-24,50174802000
2018-05-25,50310396000
2018-05-29,49516920000
2018-05-30,50099472000
2018-05-31,49592250000
2018-06-01,50300352000
2018-06-04,50584095000
2018-06-05,51063696000
2018-06-06,51774309000
2018-06-07,51553341000
2018-06-08,51844617000
2018-06-11,52083162000
2018-06-12,52100739000
2018-06-13,52065585000
2018-06-14,52050519000
2018-06-15,52399548000
2018-06-18,52128360000
2018-06-19,52037964000
2018-06-20,51804441000
2018-06-21,51894837000
2018-06-22,51814485000
2018-06-25,51211845000
2018-06-26,51013476000
2018-06-27,50679513000
2018-06-28,51146559000
2018-06-29,51196779000
2018-07-02,51345616000
2018-07-03,50946049000
2018-07-05,51468753000
2018-07-06,51860781000
2018-07-09,52541804000
2018-07-10,52712688000
2018-07-11,52632272000
2018-07-12,52961475000
2018-07-13,52936345000
2018-07-16,53142411000
