,SJM
2018-09-18,12505204000
2018-09-19,12358044000
2018-09-20,12412380000
2018-09-21,12470112000
2018-09-24,12304840000
2018-09-25,12267484000
2018-09-26,11960712000
2018-09-27,11588284000
2018-09-28,11615452000
2018-10-01,11604132000
2018-10-02,11678844000
2018-10-03,11504516000
2018-10-04,11511308000
2018-10-05,11653940000
2018-10-08,11818080000
2018-10-09,11543004000
2018-10-10,11720728000
2018-10-11,11565644000
2018-10-12,11677712000
2018-10-15,11764876000
2018-10-16,11930148000
2018-10-17,11750160000
2018-10-18,11648280000
2018-10-19,11883736000
2018-10-22,11853172000
2018-10-23,11983352000
2018-10-24,12141832000
2018-10-25,12059196000
2018-10-26,11926752000
2018-10-29,12192772000
2018-10-30,12406720000
2018-10-31,12289764385
2018-11-01,12450874664
2018-11-02,11991369995
2018-11-05,12251188685
2018-11-06,12471297094
2018-11-07,12570005504
2018-11-08,12584755037
2018-11-09,12807132605
2018-11-12,12956897090
2018-11-13,12914917651
2018-11-14,12927398025
2018-11-15,12813940082
2018-11-16,12827555035
2018-11-19,12690270924
2018-11-20,12739057840
2018-11-21,12479239150
2018-11-23,12560928869
2018-11-26,12368050366
2018-11-27,12387338216
2018-11-28,11491020467
2018-11-29,11736089623
2018-11-30,11857489622
2018-12-03,11715667194
2018-12-04,11599940092
2018-12-06,11439964392
2018-12-07,11138166264
2018-12-10,11250489627
2018-12-11,11445637289
2018-12-12,11536403644
2018-12-13,11773530745
2018-12-14,11562498971
2018-12-17,11232336357
2018-12-18,11043996171
2018-12-19,10994074676
2018-12-20,10826156921
2018-12-21,10903308322
2018-12-24,10569741969
2018-12-26,10753543837
2018-12-27,10709295239
2018-12-28,10654835427
2018-12-31,10607183091
2019-01-02,10651431688
2019-01-03,10731986828
2019-01-04,10878347574
2019-01-07,11024708321
2019-01-08,11309487758
2019-01-09,11309487758
2019-01-10,11513712055
2019-01-11,11594267195
2019-01-14,11644188690
2019-01-15,11705455979
2019-01-16,11712263455
2019-01-17,11820048501
2019-01-18,11889257846
2019-01-22,11911949435
2019-01-23,11821183081
2019-01-24,11546614859
2019-01-25,11509173737
2019-01-28,11671418596
2019-01-29,11714532614
2019-01-30,11740627941
2019-01-31,11924856000
2019-02-01,11805471000
2019-02-04,11931678000
2019-02-05,11980569000
2019-02-06,11968062000
2019-02-07,11805471000
2019-02-08,11780457000
2019-02-11,11749758000
2019-02-12,11865732000
2019-02-13,11794101000
2019-02-14,11545098000
2019-02-15,11754306000
2019-02-19,11825937000
2019-02-20,12159078000
2019-02-21,12139749000
2019-02-22,11531454000
2019-02-25,11490522000
2019-02-26,12062433000
2019-02-27,12230709000
2019-02-28,12041967000
2019-03-01,11986254000
2019-03-04,11658798000
2019-03-05,11606496000
2019-03-06,11757717000
2019-03-07,11669031000
2019-03-08,11653113000
2019-03-11,11725881000
2019-03-12,11688360000
2019-03-13,11740662000
2019-03-14,11807745000
2019-03-15,12004446000
2019-03-18,12168174000
2019-03-19,12155667000
2019-03-20,12173859000
2019-03-21,12687783000
2019-03-22,12995910000
2019-03-25,13181241000
2019-03-26,13156227000
2019-03-27,13064130000
2019-03-28,13194885000
2019-03-29,13246050000
2019-04-01,13158501000
2019-04-02,13194885000
2019-04-03,13114158000
2019-04-04,13153953000
2019-04-05,13250598000
2019-04-08,13414326000
2019-04-09,13584876000
2019-04-10,13538259000
2019-04-11,13582602000
2019-04-12,13455258000
2019-04-15,13550766000
2019-04-16,13522341000
2019-04-17,13559862000
2019-04-18,13723590000
2019-04-22,13782714000
2019-04-23,13839564000
2019-04-24,13912332000
2019-04-25,13782714000
2019-04-26,13961223000
2019-04-29,13878222000
2019-04-30,13881716000
2019-05-01,13869264000
2019-05-02,13915676000
2019-05-03,13984728000
2019-05-06,14166980000
2019-05-07,14160188000
2019-05-08,14106984000
2019-05-09,14258672000
2019-05-10,14365080000
2019-05-13,14349232000
2019-05-14,14351496000
2019-05-15,14433000000
2019-05-16,14233768000
2019-05-17,14365080000
2019-05-20,14420548000
2019-05-21,14341308000
2019-05-22,14408096000
2019-05-23,14392248000
2019-05-24,14341308000
2019-05-28,14000576000
2019-05-29,13691540000
2019-05-30,13716444000
2019-05-31,13760592000
2019-06-03,14070760000
2019-06-04,14104720000
2019-06-05,14179432000
2019-06-06,13852284000
2019-06-07,14096796000
2019-06-10,13882848000
2019-06-11,13936052000
2019-06-12,14020952000
2019-06-13,13981332000
2019-06-14,13958692000
2019-06-17,13855680000
2019-06-18,13651920000
2019-06-19,13682484000
2019-06-20,13708520000
2019-06-21,13756064000
2019-06-24,13732292000
2019-06-25,13648524000
2019-06-26,13131200000
2019-06-27,13231948000
2019-06-28,13039508000
2019-07-01,13188932000
2019-07-02,13310056000
2019-07-03,13553436000
2019-07-05,13526268000
2019-07-08,13494572000
2019-07-09,13444764000
2019-07-10,13373448000
2019-07-11,12962532000
2019-07-12,12927440000
2019-07-15,13028188000
2019-07-16,13070072000
2019-07-17,13132332000
2019-07-18,13118748000
2019-07-19,12938760000
2019-07-22,12691984000
2019-07-23,12750848000
2019-07-24,12689720000
2019-07-25,12797260000
2019-07-26,12934232000
2019-07-29,12944420000
2019-07-30,12806316000
2019-07-31,12686779000
2019-08-01,12748393000
2019-08-02,12796315000
2019-08-05,12593217000
2019-08-06,12627447000
2019-08-07,12713022000
2019-08-08,12954914000
2019-08-09,12760944000
2019-08-12,12952632000
2019-08-13,13007400000
2019-08-14,12934376000
2019-08-15,12953773000
2019-08-16,13047335000
2019-08-19,13265266000
2019-08-20,13073578000
2019-08-21,12932094000
2019-08-22,12995990000
2019-08-23,12687920000
2019-08-26,12885313000
2019-08-27,11831029000
2019-08-28,11908617000
2019-08-29,11732903000
2019-08-30,11998756000
2019-09-03,12206418000
2019-09-04,12126548000
2019-09-05,11943988000
2019-09-06,12004461000
2019-09-09,11994192000
2019-09-10,12173329000
2019-09-11,12345620000
2019-09-12,12077485000
2019-09-13,12152791000
2019-09-16,12229238000
2019-09-17,12404952000
2019-09-18,12417503000
2019-09-19,12281724000
2019-09-20,12301121000
2019-09-23,12212123000
2019-09-24,12295416000
2019-09-25,12319377000
2019-09-26,12454015000
2019-09-27,12441464000
2019-09-30,12553282000
2019-10-01,12318236000
2019-10-02,12184739000
2019-10-03,12132253000
2019-10-04,12286288000
2019-10-07,12249776000
2019-10-08,12088895000
2019-10-09,12126548000
2019-10-10,12210982000
2019-10-11,12210982000
2019-10-14,12197290000
2019-10-15,12246353000
2019-10-16,12271455000
2019-10-17,12355889000
2019-10-18,12279442000
2019-10-21,12353607000
2019-10-22,12181316000
2019-10-23,12301121000
2019-10-24,12365017000
2019-10-25,12354748000
2019-10-28,12206418000
2019-10-29,12333069000
2019-10-30,12133394000
2019-10-31,11984112000
2019-11-01,11972772000
2019-11-04,12124728000
2019-11-05,12183696000
2019-11-06,12284622000
2019-11-07,12148542000
2019-11-08,12051018000
2019-11-11,11842362000
2019-11-12,11921742000
2019-11-13,11995452000
2019-11-14,11849166000
2019-11-15,11907000000
2019-11-18,11944422000
2019-11-19,11810610000
2019-11-20,11958030000
2019-11-21,11810610000
2019-11-22,12292560000
2019-11-25,12001122000
2019-11-26,12155346000
2019-11-27,12029472000
2019-11-29,11917206000
2019-12-02,11986380000
2019-12-03,12043080000
2019-12-04,12051018000
2019-12-05,12105450000
2019-12-06,12167820000
2019-12-09,12080502000
2019-12-10,12027204000
2019-12-11,11842362000
2019-12-12,11620098000
2019-12-13,11511234000
2019-12-16,11639376000
2019-12-17,11582676000
2019-12-18,11698344000
2019-12-19,11851434000
2019-12-20,11760714000
2019-12-23,11722158000
2019-12-24,11765250000
2019-12-26,11640510000
2019-12-27,11691540000
2019-12-30,11697210000
2019-12-31,11808342000
2020-01-02,11582676000
2020-01-03,11599686000
2020-01-06,11760714000
2020-01-07,11595150000
2020-01-08,11714220000
2020-01-09,11749374000
2020-01-10,11836692000
2020-01-13,11934216000
2020-01-14,11838960000
2020-01-15,11855970000
2020-01-16,11905866000
2020-01-17,12064626000
2020-01-21,12224520000
2020-01-22,12132666000
2020-01-23,12290292000
2020-01-24,12209778000
2020-01-27,12155346000
2020-01-28,12051018000
2020-01-29,11927412000
2020-01-30,11999988000
2020-01-31,11780457000
2020-02-03,11844129000
2020-02-04,11891883000
2020-02-05,12211380000
2020-02-06,12253449000
2020-02-07,12305751000
2020-02-10,12494493000
2020-02-11,12536562000
2020-02-12,12446739000
2020-02-13,12247764000
2020-02-14,12507000000
2020-02-18,12431958000
2020-02-19,12582042000
2020-02-20,12570672000
2020-02-21,12605919000
2020-02-24,12486534000
2020-02-25,12251175000
2020-02-26,12413766000
2020-02-27,12064707000
2020-02-28,11709963000
2020-03-02,12136338000
2020-03-03,12080625000
2020-03-04,12700290000
2020-03-05,12592275000
2020-03-06,12505863000
2020-03-09,12315984000
2020-03-10,12630933000
2020-03-11,12005583000
2020-03-12,11286999000
2020-03-13,11716785000
2020-03-16,12261408000
2020-03-17,13315407000
2020-03-18,13514382000
2020-03-19,12395574000
2020-03-20,11844129000
2020-03-23,10891323000
2020-03-24,12021501000
2020-03-25,11960103000
2020-03-26,11764539000
2020-03-27,11714511000
2020-03-30,12578631000
2020-03-31,12620700000
2020-04-01,12461520000
2020-04-02,12536562000
2020-04-03,12771921000
2020-04-06,13097103000
2020-04-07,12948156000
2020-04-08,12976581000
2020-04-09,12819675000
2020-04-13,12536562000
2020-04-14,12852648000
2020-04-15,13120980000
2020-04-16,13772481000
2020-04-17,13823646000
2020-04-20,13828194000
2020-04-21,13343832000
2020-04-22,13480272000
2020-04-23,13281297000
2020-04-24,13393860000
2020-04-27,13740645000
2020-04-28,13489368000
2020-04-29,12983403000
2020-04-30,13042285000
2020-05-01,13110385000
2020-05-04,13051365000
2020-05-05,13168270000
2020-05-06,12956025000
2020-05-07,12885655000
2020-05-08,13175080000
2020-05-11,13268150000
2020-05-12,13390730000
2020-05-13,13414565000
2020-05-14,12946945000
2020-05-15,13021855000
2020-05-18,12939000000
2020-05-19,12546290000
2020-05-20,12508835000
2020-05-21,12246650000
2020-05-22,12321560000
2020-05-26,12187630000
2020-05-27,12497485000
2020-05-28,12650710000
2020-05-29,12931055000
2020-06-01,13088820000
2020-06-02,13070660000
2020-06-03,13005965000
2020-06-04,12382850000
2020-06-05,12194440000
2020-06-08,12616660000
2020-06-09,12306805000
2020-06-10,12341990000
2020-06-11,12063915000
2020-06-12,11883450000
2020-06-15,12008300000
2020-06-16,12265945000
2020-06-17,12377175000
2020-06-18,12324965000
2020-06-19,12364690000
2020-06-22,12365825000
2020-06-23,12080940000
2020-06-24,12058240000
2020-06-25,12001490000
2020-06-26,11691635000
2020-06-29,11926580000
2020-06-30,12009435000
2020-07-01,11942470000
2020-07-02,11919770000
2020-07-06,12016245000
2020-07-07,12036675000
2020-07-08,11884585000
2020-07-09,11734765000
2020-07-10,11937930000
2020-07-13,11881180000
2020-07-14,12166065000
2020-07-15,12017380000
2020-07-16,12040080000
2020-07-17,12111585000
2020-07-20,11952685000
2020-07-21,12094560000
2020-07-22,12211465000
2020-07-23,12305670000
2020-07-24,12273890000
2020-07-27,12356745000
2020-07-28,12402145000
2020-07-29,12540615000
2020-07-30,12411225000
2020-07-31,12433095000
2020-08-03,12617289000
2020-08-04,12877662000
2020-08-05,12636618000
2020-08-06,12539973000
2020-08-07,12626385000
2020-08-10,12829908000
2020-08-11,12815127000
2020-08-12,13070952000
2020-08-13,13033431000
2020-08-14,12958389000
2020-08-17,12904950000
2020-08-18,12952704000
2020-08-19,12661632000
2020-08-20,12723030000
2020-08-21,12744633000
2020-08-24,12846963000
2020-08-25,13729275000
2020-08-26,13840701000
2020-08-27,13748604000
2020-08-28,13604205000
2020-08-31,13664466000
2020-09-01,13412052000
2020-09-02,13740645000
2020-09-03,13442751000
2020-09-04,13366572000
2020-09-08,12979992000
2020-09-09,13161912000
2020-09-10,12857196000
2020-09-11,12883347000
2020-09-14,12900402000
2020-09-15,12779880000
2020-09-16,12600234000
2020-09-17,12504726000
2020-09-18,12437643000
2020-09-21,12483123000
2020-09-22,12493356000
2020-09-23,12312573000
2020-09-24,12605919000
2020-09-25,12751455000
2020-09-28,12875388000
2020-09-29,12849237000
2020-09-30,13134624000
2020-10-01,13189200000
2020-10-02,13242639000
2020-10-05,13346106000
2020-10-06,13359750000
2020-10-07,13354065000
2020-10-08,13317681000
2020-10-09,13493916000
2020-10-12,13634904000
2020-10-13,13654233000
2020-10-14,13526889000
2020-10-15,13514382000
2020-10-16,13402956000
2020-10-19,13099377000
2020-10-20,12975444000
2020-10-21,13007280000
2020-10-22,13147131000
2020-10-23,13136898000
2020-10-26,13086870000
2020-10-27,12859470000
2020-10-28,12647988000
2020-10-29,12652536000
2020-10-30,12757140000
2020-11-02,13077586000
2020-11-03,13113458000
2020-11-04,12844418000
2020-11-05,12981180000
2020-11-06,13073102000
2020-11-09,12696446000
2020-11-10,13179597000
2020-11-11,13429580000
2020-11-12,13210985000
2020-11-13,13349989000
2020-11-16,13464331000
2020-11-17,13276003000
2020-11-18,12977817000
2020-11-19,13121305000
2020-11-20,13029383000
2020-11-23,13009205000
2020-11-24,13204259000
2020-11-25,13227800000
2020-11-27,13059650000
2020-11-30,13138120000
2020-12-01,13106732000
2020-12-02,12876927000
2020-12-03,13057408000
2020-12-04,13154935000
2020-12-07,13122426000
2020-12-08,13175113000
2020-12-09,13234526000
2020-12-10,12989027000
2020-12-11,12910557000
2020-12-14,12695325000
2020-12-15,12718866000
2020-12-16,12760343000
2020-12-17,12927372000
2020-12-18,12990148000
2020-12-21,12821998000
2020-12-22,12861233000
2020-12-23,12910557000
2020-12-24,13013689000
2020-12-28,13040593000
2020-12-29,12928493000
2020-12-30,12860112000
2020-12-31,12958760000
2021-01-04,12962123000
2021-01-05,13130273000
2021-01-06,13270398000
2021-01-07,13098885000
2021-01-08,13017052000
2021-01-11,12790610000
2021-01-12,12468883000
2021-01-13,12504755000
2021-01-14,12616855000
2021-01-15,12789489000
2021-01-19,12964365000
2021-01-20,12805183000
2021-01-21,12714382000
2021-01-22,12806304000
2021-01-25,13333174000
2021-01-26,13910489000
2021-01-27,14368978000
2021-01-28,13255825000
2021-01-29,13049561000
2021-02-01,12536371000
2021-02-02,12475499000
2021-02-03,12443976000
2021-02-04,12401583000
2021-02-05,12441802000
2021-02-08,12513544000
2021-02-09,12538545000
2021-02-10,12587460000
2021-02-11,12388539000
2021-02-12,12511370000
2021-02-16,12295057000
2021-02-17,12548328000
2021-02-18,12683116000
2021-02-19,12365712000
2021-02-22,12421149000
2021-02-23,12433106000
2021-02-24,12307014000
2021-02-25,12503761000
2021-02-26,12174400000
2021-03-01,12180922000
2021-03-02,12286361000
2021-03-03,12391800000
2021-03-04,12633114000
2021-03-05,12863558000
2021-03-08,13018999000
2021-03-09,12934213000
2021-03-10,13160309000
2021-03-11,13071175000
2021-03-12,13200528000
2021-03-15,13274444000
2021-03-16,13403797000
2021-03-17,13491844000
2021-03-18,13472278000
2021-03-19,13738593000
2021-03-22,13832075000
2021-03-23,13746202000
2021-03-24,13385318000
2021-03-25,13765768000
2021-03-26,13967950000
2021-03-29,14245135000
2021-03-30,13973385000
2021-03-31,13753811000
2021-04-01,13723375000
2021-04-05,13814683000
2021-04-06,13885338000
2021-04-07,13897295000
2021-04-08,13927731000
2021-04-09,13936427000
2021-04-12,14079911000
2021-04-13,14110347000
2021-04-14,14029909000
2021-04-15,14216873000
2021-04-16,14317964000
2021-04-19,14364705000
2021-04-20,14403836999
2021-04-21,14528842000
2021-04-22,14360357000
2021-04-23,14105999000
2021-04-26,14105999000
2021-04-27,14244048000
2021-04-28,14184263000
2021-04-29,14341878000
2021-04-30,14146920000
2021-05-03,14264640000
2021-05-04,14306760000
2021-05-05,14562720000
2021-05-06,14840280000
2021-05-07,14752800000
2021-05-10,14956920000
2021-05-11,14776560000
2021-05-12,14558400000
2021-05-13,14708520000
2021-05-14,14615640000
2021-05-17,14419079999
2021-05-18,14441760000
2021-05-19,14504400000
2021-05-20,14559480000
2021-05-21,14635079999
2021-05-24,14645880000
2021-05-25,14611320000
2021-05-26,14526000000
2021-05-27,14312160000
2021-05-28,14395320000
2021-06-01,14419079999
2021-06-02,14680440000
2021-06-03,14891040000
2021-06-04,15100560000
2021-06-07,14918040000
2021-06-08,14781960000
2021-06-09,14684760000
2021-06-10,14653440000
2021-06-11,14713920000
2021-06-14,14698800000
2021-06-15,14556240000
2021-06-16,14448240000
2021-06-17,14429880000
2021-06-18,14072400000
2021-06-21,14160960000
2021-06-22,14096160000
2021-06-23,13938480000
2021-06-24,13885560000
2021-06-25,13977359999
2021-06-28,14130720000
2021-06-29,14055119999
2021-06-30,13993560000
2021-07-01,14045400000
2021-07-02,14006520000
2021-07-06,13886640000
2021-07-07,13936320000
2021-07-08,13989240000
2021-07-09,14131800000
2021-07-12,14083200000
2021-07-13,14011920000
2021-07-14,14071320000
2021-07-15,14258160000
2021-07-16,14374800000
2021-07-19,14470920000
2021-07-20,14311079999
2021-07-21,13990320000
2021-07-22,13956839999
2021-07-23,14094000000
2021-07-26,14114520000
2021-07-27,14256000000
2021-07-28,14122079999
2021-07-29,14190119999
2021-07-30,14159880000
2021-08-02,14192449000
2021-08-03,14356761000
2021-08-04,13926523000
2021-08-05,13882201999
2021-08-06,13825990000
2021-08-09,13945980999
2021-08-10,14053000000
2021-08-11,14192449000
2021-08-12,14152451999
2021-08-13,14342708000
2021-08-16,14442160000
2021-08-17,14659441000
2021-08-18,14235689000
2021-08-19,14310278000
2021-08-20,14191368000
2021-08-23,14063810000
2021-08-24,13751401000
2021-08-25,13758968000
2021-08-26,13395752000
2021-08-27,13357917000
2021-08-30,13218468000
2021-08-31,13368727000
2021-09-01,13226035000
2021-09-02,13187119000
2021-09-03,13037941000
2021-09-07,12933084000
2021-09-08,13173066000
2021-09-09,13056318000
2021-09-10,13086586000
2021-09-13,13266032000
2021-09-14,13237926000
2021-09-15,13167661000
2021-09-16,13262789000
2021-09-17,13296300000
2021-09-20,13217387000
2021-09-21,13023888000
2021-09-22,13033617000
2021-09-23,12947137000
2021-09-24,12875791000
2021-09-27,12964433000
2021-09-28,12984972000
2021-09-29,13205496000
2021-09-30,12975243000
2021-10-01,12938489000
2021-10-04,13076857000
2021-10-05,13114692000
2021-10-06,13315758000
2021-10-07,13170904000
2021-10-08,13148203000
2021-10-11,13140636000
2021-10-12,13188200000
2021-10-13,13089829000
2021-10-14,13188200000
2021-10-15,13196848000
2021-10-18,13131988000
2021-10-19,13073614000
2021-10-20,13162256000
2021-10-21,13166580000
2021-10-22,13293057000
2021-10-25,13311434000
2021-10-26,13480070000
2021-10-27,13296300000
2021-10-28,13472503000
2021-10-29,13281166000
2021-11-01,13363322000
2021-11-02,13373051000
2021-11-03,13552497000
2021-11-04,13491961000
2021-11-05,13596818000
2021-11-08,13521148000
2021-11-09,13899498000
2021-11-10,13794641000
2021-11-11,13629248000
2021-11-12,13739510000
2021-11-15,13936251999
2021-11-16,13783831000
2021-11-17,13815180000
2021-11-18,13604385000
2021-11-19,13437911000
2021-11-22,13668164000
2021-11-23,14445403000
2021-11-24,14301630000
2021-11-26,14155694999
2021-11-29,13984897000
2021-11-30,13671407000
2021-12-01,13680055000
2021-12-02,13820585000
2021-12-03,13918955999
2021-12-06,14158937999
2021-12-07,14076782000
2021-12-08,14040028000
2021-12-09,14114617000
2021-12-10,14364328000
2021-12-13,14552422000
2021-12-14,14612958000
2021-12-15,14564312999
2021-12-16,15016171000
2021-12-17,14745921000
2021-12-20,14597824000
2021-12-21,14257308999
2021-12-22,14392433999
2021-12-23,14376219000
2021-12-27,14469185000
2021-12-28,14615119999
2021-12-29,14604310000
2021-12-30,14630254000
2021-12-31,14682142000
2022-01-03,14788080000
2022-01-04,14979417000
2022-01-05,15243180999
2022-01-06,15281016000
2022-01-07,15496135000
2022-01-10,15488568000
2022-01-11,15362091000
2022-01-12,15223723000
2022-01-13,15458300000
2022-01-14,15690715000
2022-01-18,15712335000
2022-01-19,15501540000
2022-01-20,15257233999
2022-01-21,15482082000
2022-01-24,15352362000
2022-01-25,15069140000
2022-01-26,14850778000
2022-01-27,15024819000
2022-01-28,15190212000
2022-01-31,15084234000
2022-02-01,14861050000
2022-02-02,14976934000
2022-02-03,15062774000
2022-02-04,14686151000
2022-02-07,14710830000
2022-02-08,14645377000
2022-02-09,14651815000
2022-02-10,14334207000
2022-02-11,14665764000
2022-02-14,14746239000
2022-02-15,14602457000
2022-02-16,14562756000
2022-02-17,14842809000
2022-02-18,14913627000
2022-02-22,14876071999
2022-02-23,14689370000
2022-02-24,14353521000
2022-02-25,14729071000
2022-02-28,14458675000
2022-03-01,13554136000
2022-03-02,14024109999
2022-03-03,14315965999
2022-03-04,14354594000
2022-03-07,14573486000
2022-03-08,14151796999
2022-03-09,13878182000
2022-03-10,13804145000
2022-03-11,13824532000
2022-03-14,13834189000
2022-03-15,13873890000
2022-03-16,13878182000
2022-03-17,13903934000
2022-03-18,13741911000
2022-03-21,13967240999
2022-03-22,13981190000
2022-03-23,13968314000
2022-03-24,14098146999
2022-03-25,14344937000
2022-03-28,14371762000
2022-03-29,14531639000
2022-03-30,14472624000
2022-03-31,14529493000
2022-04-01,14754822999
2022-04-04,14446871999
2022-04-05,14782721000
2022-04-06,14723706000
2022-04-07,14736582000
2022-04-08,14893240000
2022-04-11,14960839000
2022-04-12,14958693000
2022-04-13,14923284000
2022-04-14,14988737000
2022-04-18,14902896999
2022-04-19,15270936000
2022-04-20,15412571999
2022-04-21,15414718000
2022-04-22,15262352000
2022-04-25,15259133000
2022-04-26,14980153000
2022-04-27,14982299000
2022-04-28,15132519000
2022-04-29,14692589000
2022-05-02,14343059000
2022-05-03,14508887000
2022-05-04,14781015000
2022-05-05,14626880000
2022-05-06,14971292000
2022-05-09,15414562999
2022-05-10,15147750000
2022-05-11,15352909000
2022-05-12,15382673000
2022-05-13,15331648999
2022-05-16,15336964000
2022-05-17,15244483000
2022-05-18,13644668000
2022-05-19,13432068000
2022-05-20,13320453000
2022-05-23,13045136000
2022-05-24,13328957000
2022-05-25,13524549000
2022-05-26,13356595000
2022-05-27,13345965000
2022-05-31,13326831000
2022-06-01,13239665000
2022-06-02,13079152000
2022-06-03,13050451000
2022-06-06,13102538000
2022-06-07,13851953000
2022-06-08,13546872000
2022-06-09,13526675000
2022-06-10,13649983000
2022-06-13,13531990000
2022-06-14,13325768000
2022-06-15,13305571000
2022-06-16,13119546000
2022-06-17,12991986000
2022-06-21,13222657000
2022-06-22,13159940000
2022-06-23,13387422000
2022-06-24,13699944000
2022-06-27,13665928000
2022-06-28,13522423000
2022-06-29,13893409999
2022-06-30,13607462999
2022-07-01,13945497000
2022-07-05,13976323999
2022-07-06,14041167000
2022-07-07,14127270000
2022-07-08,14026284999
2022-07-11,14142152000
2022-07-12,14149593000
2022-07-13,14312231999
2022-07-14,14115577000
2022-07-15,14009277000
2022-07-18,13879591000
2022-07-19,13944434000
2022-07-20,13758409000
2022-07-21,13685062000
2022-07-22,13839197000
2022-07-25,13872150000
2022-07-26,13877465000
2022-07-27,13758409000
2022-07-28,13925300000
2022-07-29,14065616000
2022-08-01,14276325000
2022-08-02,14266740000
2022-08-03,14294430000
2022-08-04,14176215000
2022-08-05,14173020000
2022-08-08,14181540000
2022-08-09,14295494999
2022-08-10,14279520000
2022-08-11,14128290000
2022-08-12,14248635000
2022-08-15,14472284999
2022-08-16,14646945000
2022-08-17,14843970000
2022-08-18,14837580000
2022-08-19,14885505000
2022-08-22,14670375000
2022-08-23,15160275000
2022-08-24,15349845000
2022-08-25,15297659999
2022-08-26,15079335000
2022-08-29,15123000000
2022-08-30,14996265000
2022-08-31,14908935000
2022-09-01,15121935000
2022-09-02,14910000000
2022-09-06,14764095000
2022-09-07,15007979999
2022-09-08,14765159999
2022-09-09,14850360000
2022-09-12,15059100000
2022-09-13,14839710000
2022-09-14,14807760000
2022-09-15,14819475000
2022-09-16,14790720000
2022-09-19,14905740000
2022-09-20,14824799999
2022-09-21,14964314999
2022-09-22,15126195000
2022-09-23,14979225000
2022-09-26,14858880000
2022-09-27,14546835000
2022-09-28,14822670000
2022-09-29,14803500000
2022-09-30,14634165000
2022-10-03,14863140000
2022-10-04,15134715000
2022-10-05,15044189999
2022-10-06,14705520000
2022-10-07,14653335000
2022-10-10,15053775000
2022-10-11,15065490000
2022-10-12,15010110000
2022-10-13,15159210000
2022-10-14,15019695000
2022-10-17,14906805000
2022-10-18,15149625000
2022-10-19,15233760000
2022-10-20,15021825000
2022-10-21,15209265000
2022-10-24,15451020000
2022-10-25,15549000000
2022-10-26,15715140000
2022-10-27,15835485000
2022-10-28,16052744999
2022-10-31,16045290000
2022-11-01,15901515000
2022-11-02,15896189999
2022-11-03,15845070000
2022-11-04,15908970000
2022-11-07,15897255000
2022-11-08,15952635000
2022-11-09,15722595000
2022-11-10,15535155000
2022-11-11,15187965000
2022-11-14,15085725000
2022-11-15,14961119999
2022-11-16,15296595000
2022-11-17,15393510000
2022-11-18,15563909999
2022-11-21,15773715000
2022-11-22,15892994999
2022-11-23,15918555000
2022-11-25,16109189999
2022-11-28,16142205000
2022-11-29,16136880000
2022-11-30,16402064999
2022-12-01,16394610000
2022-12-02,16448924999
2022-12-05,16403130000
2022-12-06,16353075000
2022-12-07,16579920000
2022-12-08,16559685000
2022-12-09,16473420000
2022-12-12,16611869999
2022-12-13,16439340000
2022-12-14,16419104999
2022-12-15,16386090000
2022-12-16,16542645000
2022-12-19,16594830000
2022-12-20,16540515000
2022-12-21,16820610000
2022-12-22,16885575000
2022-12-23,16980360000
2022-12-27,17027220000
2022-12-28,16868534999
2022-12-29,16886640000
2022-12-30,16875990000
2023-01-03,16932435000
2023-01-04,16847235000
2023-01-05,16975034999
2023-01-06,17315835000
2023-01-09,17075145000
2023-01-10,16935630000
2023-01-11,16814220000
2023-01-12,16544775000
2023-01-13,16446795000
2023-01-17,16557555000
2023-01-18,15994170000
2023-01-19,15981390000
2023-01-20,15861045000
2023-01-23,15730049999
2023-01-24,15932400000
2023-01-25,15988845000
2023-01-26,15983520000
2023-01-27,15977130000
2023-01-30,16145400000
2023-01-31,16105120000
2023-02-01,16029232000
2023-02-02,15794190000
2023-02-03,15806838000
2023-02-06,15981802000
2023-02-07,15810000000
2023-02-08,15693005999
2023-02-09,15396832000
2023-02-10,15697222000
2023-02-13,15752029999
2023-02-14,15498016000
2023-02-15,15463234000
2023-02-16,15516988000
2023-02-17,15803676000
2023-02-21,15810000000
2023-02-22,15729896000
2023-02-23,15729896000
2023-02-24,15662440000
2023-02-27,15605524000
2023-02-28,15587605999
2023-03-01,15309350000
2023-03-02,15661386000
2023-03-03,15894320000
2023-03-06,15858484000
2023-03-07,15796298000
2023-03-08,15861646000
2023-03-09,15639252000
2023-03-10,15586552000
2023-03-13,15800514000
2023-03-14,15974424000
2023-03-15,16184170000
2023-03-16,16211574000
2023-03-17,16008152000
2023-03-20,16280084000
2023-03-21,16243194000
2023-03-22,16017638000
2023-03-23,15924886000
2023-03-24,16304326000
2023-03-27,16472966000
2023-03-28,16490884000
2023-03-29,16607878000
2023-03-30,16604716000
2023-03-31,16586798000
2023-04-03,16615255999
2023-04-04,16414996000
2023-04-05,16578366000
2023-04-06,16496153999
2023-04-10,16417103999
2023-04-11,16405510000
2023-04-12,16264274000
2023-04-13,16209466000
2023-04-14,16060852000
2023-04-17,16166252000
2023-04-18,16084040000
2023-04-19,16038717999
2023-04-20,16000774000
2023-04-21,15940696000
2023-04-24,15986017999
2023-04-25,16267436000
2023-04-26,16119876000
2023-04-27,16214736000
2023-04-28,16274814000
2023-05-01,16080896000
2023-05-02,16251904000
2023-05-03,16086016000
2023-05-04,16119807999
2023-05-05,16199679999
