,APA
2013-11-27,36723960000
2013-11-29,36504510000
2013-12-02,36388800000
2013-12-03,36133440000
2013-12-04,35866110000
2013-12-05,35846160000
2013-12-06,35518980000
2013-12-09,35503020000
2013-12-10,35064120000
2013-12-11,34481580000
2013-12-12,34325970000
2013-12-13,34377840000
2013-12-16,34369860000
2013-12-17,34026720000
2013-12-18,34262130000
2013-12-19,34549410000
2013-12-20,34477590000
2013-12-23,34298039999
2013-12-24,34397790000
2013-12-26,34437690000
2013-12-27,34585320000
2013-12-30,34377840000
2013-12-31,34290060000
2014-01-02,33679120000
2014-01-03,33702760000
2014-01-06,34006140000
2014-01-07,34632600000
2014-01-08,34140100000
2014-01-09,33919460000
2014-01-10,33962800000
2014-01-13,33210260000
2014-01-14,33761860000
2014-01-15,33269360000
2014-01-16,33844600000
2014-01-17,33218140000
2014-01-21,33289059999
2014-01-22,33304820000
2014-01-23,32934460000
2014-01-24,32473480000
2014-01-27,31984920000
2014-01-28,32304059999
2014-01-29,31921880000
2014-01-30,32024320000
2014-01-31,31622440000
2014-02-03,31019620000
2014-02-04,30929000000
2014-02-05,30739880000
2014-02-06,31488480000
2014-02-07,32071600000
2014-02-10,31815500000
2014-02-11,32063720000
2014-02-12,32024320000
2014-02-13,31898239999
2014-02-14,32855660000
2014-02-18,32828079999
2014-02-19,33123579999
2014-02-20,33237840000
2014-02-21,33316640000
2014-02-24,33226020000
2014-02-25,32737460000
2014-02-26,31449079999
2014-02-27,31358460000
2014-02-28,31240260000
2014-03-03,31464840000
2014-03-04,31709120000
2014-03-05,31129940000
2014-03-06,31330880000
2014-03-07,31539700000
2014-03-10,31717000000
2014-03-11,31342700000
2014-03-12,31200860000
2014-03-13,31122059999
2014-03-14,31216620000
2014-03-17,31271780000
2014-03-18,31535760000
2014-03-19,31256020000
2014-03-20,31539700000
2014-03-21,31799739999
2014-03-24,31823380000
2014-03-25,32280420000
2014-03-26,32095239999
2014-03-27,32339520000
2014-03-28,32709880000
2014-03-31,31935750000
2014-04-01,32247600000
2014-04-02,32428550000
2014-04-03,32863600000
2014-04-04,32905950000
2014-04-07,32374650000
2014-04-08,32794300000
2014-04-09,32205250000
2014-04-10,31847200000
2014-04-11,31604650000
2014-04-14,31789449999
2014-04-15,32082050000
2014-04-16,32405450000
2014-04-17,32767350000
2014-04-21,33033000000
2014-04-22,33187000000
2014-04-23,33718300000
2014-04-24,33864599999
2014-04-25,33602800000
2014-04-28,33421850000
2014-04-29,33814550000
2014-04-30,33418000000
2014-05-01,33510400000
2014-05-02,33479599999
2014-05-05,33479599999
2014-05-06,33271700000
2014-05-07,33787600000
2014-05-08,33891550000
2014-05-09,34222650000
2014-05-12,34665400000
2014-05-13,34657700000
2014-05-14,34599950000
2014-05-15,34234200000
2014-05-16,34180300000
2014-05-19,34392050000
2014-05-20,34546050000
2014-05-21,34761650000
2014-05-22,34780900000
2014-05-23,34719300000
2014-05-27,34788600000
2014-05-28,35327600000
2014-05-29,35828100000
2014-05-30,35889700000
2014-06-02,35666400000
2014-06-03,35420000000
2014-06-04,35612500000
2014-06-05,35870450000
2014-06-06,36309350000
2014-06-09,36440250000
2014-06-10,36594250000
2014-06-11,36732850000
2014-06-12,37079350000
2014-06-13,37599100000
2014-06-16,37807000000
2014-06-17,37730000000
2014-06-18,38346000000
2014-06-19,38507700000
2014-06-20,38765650000
2014-06-23,39116000000
2014-06-24,38057250000
2014-06-25,38261300000
2014-06-26,38380650000
2014-06-27,38407600000
2014-06-30,38336220000
2014-07-01,38294310000
2014-07-02,38042850000
2014-07-03,38111430000
2014-07-07,37738050000
2014-07-08,37513260000
2014-07-09,37966650000
2014-07-10,37802820000
2014-07-11,37109400000
2014-07-14,37547550000
2014-07-15,37315140000
2014-07-16,38050470000
2014-07-17,37684710000
2014-07-18,37558980000
2014-07-21,37551360000
2014-07-22,39288720000
2014-07-23,39425880000
2014-07-24,39090600000
2014-07-25,38804850000
2014-07-28,38583870000
2014-07-29,38602920000
2014-07-30,38591490000
2014-07-31,39113460000
2014-08-01,38221920000
2014-08-04,38972490000
2014-08-05,37863780000
2014-08-06,38080950000
2014-08-07,37555170000
2014-08-08,38244780000
2014-08-11,38050470000
2014-08-12,37517070000
2014-08-13,37566600000
2014-08-14,37315140000
2014-08-15,37597080000
2014-08-18,37528500000
2014-08-19,37821870000
2014-08-20,38229540000
2014-08-21,38530530000
2014-08-22,38031420000
2014-08-25,38644830000
2014-08-26,38690550000
2014-08-27,38682930000
2014-08-28,38621970000
2014-08-29,38797230000
2014-09-02,38160960000
2014-09-03,38237160000
2014-09-04,37627560000
2014-09-05,37920930000
2014-09-08,37311330000
2014-09-09,36998910000
2014-09-10,37063680000
2014-09-11,37197030000
2014-09-12,36667440000
2014-09-15,37002720000
2014-09-16,37269420000
2014-09-17,37147500000
2014-09-18,36960810000
2014-09-19,36770310000
2014-09-22,36012120000
2014-09-23,36217860000
2014-09-24,36137850000
2014-09-25,35551110000
2014-09-26,36050220000
2014-09-29,36073080000
2014-09-30,35388990000
2014-10-01,34325850000
2014-10-02,33454979999
2014-10-03,32780150000
2014-10-06,32493630000
2014-10-07,31747169999
2014-10-08,32207110000
2014-10-09,30868760000
2014-10-10,30126070000
2014-10-13,28625610000
2014-10-14,28048800000
2014-10-15,27396590000
2014-10-16,27607710000
2014-10-17,27464449999
2014-10-20,27494610000
2014-10-21,28474810000
2014-10-22,27848990000
2014-10-23,28682160000
2014-10-24,28580370000
2014-10-27,27539850000
2014-10-28,28365479999
2014-10-29,28799030000
2014-10-30,28580370000
2014-10-31,29104400000
2014-11-03,28802800000
2014-11-04,27977169999
2014-11-05,28486120000
2014-11-06,28440880000
2014-11-07,28848040000
2014-11-10,28312699999
2014-11-11,28429570000
2014-11-12,27784900000
2014-11-13,27170389999
2014-11-14,27652949999
2014-11-17,27177930000
2014-11-18,27170389999
2014-11-19,27162850000
2014-11-20,27988479999
2014-11-21,28538900000
2014-11-24,28580370000
2014-11-25,27656720000
2014-11-26,27234479999
2014-11-28,24161930000
2014-12-01,24056370000
2014-12-02,23792470000
2014-12-03,24241100000
2014-12-04,23845250000
2014-12-05,23238280000
2014-12-08,21651110000
2014-12-09,22182680000
2014-12-10,21783060000
2014-12-11,21504080000
2014-12-12,21277880000
2014-12-15,20810400000
2014-12-16,21379670000
2014-12-17,22695400000
2014-12-18,23430550000
2014-12-19,24437139999
2014-12-22,24029980000
2014-12-23,24667110000
2014-12-24,24146850000
2014-12-26,24112920000
2014-12-29,23992280000
2014-12-30,23739690000
2014-12-31,23626590000
2015-01-02,24000085042
2015-01-05,22526164732
2015-01-06,22281764681
2015-01-07,22033604629
2015-01-08,22887124808
2015-01-09,22819444794
2015-01-12,21980964618
2015-01-13,21980964618
2015-01-14,22383284702
2015-01-15,22560004740
2015-01-16,23406004917
2015-01-20,22620164752
2015-01-21,23432324923
2015-01-22,23973765037
2015-01-23,23642884967
2015-01-26,24240725093
2015-01-27,24285845102
2015-01-28,22981124828
2015-01-29,23022484837
2015-01-30,23526324943
2015-02-02,24902485232
2015-02-03,25590565376
2015-02-04,25308565317
2015-02-05,25707125401
2015-02-06,25692085398
2015-02-09,25274725310
2015-02-10,24910005233
2015-02-11,24346005115
2015-02-12,24282085101
2015-02-13,25210805296
2015-02-17,25113045276
2015-02-18,24722005194
2015-02-19,25052885263
2015-02-20,24898725231
2015-02-23,24898725231
2015-02-24,25158165285
2015-02-25,25504085358
2015-02-26,24718245193
2015-02-27,24755845201
2015-03-02,24737045197
2015-03-03,25086725270
2015-03-04,25015285255
2015-03-05,24601685168
2015-03-06,23736884987
2015-03-09,23090164851
2015-03-10,22616404751
2015-03-11,22996164831
2015-03-12,22623924753
2015-03-13,22319364689
2015-03-16,22496084726
2015-03-17,22217844668
2015-03-18,23124004858
2015-03-19,22514884730
2015-03-20,22390804704
2015-03-23,22063684635
2015-03-24,22195284663
2015-03-25,22496084726
2015-03-26,22488564724
2015-03-27,22338164693
2015-03-30,22872084805
2015-03-31,22739769175
2015-04-01,22852846097
2015-04-02,23158153789
2015-04-06,24439692247
2015-04-07,24665846093
2015-04-08,24594230709
2015-04-09,25054076861
2015-04-10,25570461475
2015-04-13,25446076860
2015-04-14,26312999935
2015-04-15,26912307626
2015-04-16,26689923011
2015-04-17,26527846088
2015-04-20,26637153780
2015-04-21,25770230706
2015-04-22,25555384552
2015-04-23,25762692244
2015-04-24,24997538400
2015-04-27,25148307630
2015-04-28,25174692246
2015-04-29,25841846090
2015-04-30,25781538398
2015-05-01,25811692244
2015-05-04,25838076859
2015-05-05,25608153783
2015-05-06,25381999937
2015-05-07,24530153786
2015-05-08,24703538401
2015-05-11,23795153787
2015-05-12,23987384556
2015-05-13,23633076865
2015-05-14,23606692249
2015-05-15,23904461479
2015-05-18,24040153787
2015-05-19,23433307634
2015-05-20,23222230712
2015-05-21,23433307634
2015-05-22,23568999942
2015-05-26,23146846097
2015-05-27,22905615328
2015-05-28,22536230714
2015-05-29,22555076867
2015-06-01,22189461484
2015-06-02,22464615329
2015-06-03,22219615330
2015-06-04,21955769177
2015-06-05,22370384560
2015-06-08,21940692253
2015-06-09,22076384561
2015-06-10,22223384560
2015-06-11,21918076869
2015-06-12,21929384561
2015-06-15,21850230715
2015-06-16,22257307637
2015-06-17,21737153792
2015-06-18,21571307639
2015-06-19,21311230717
2015-06-22,21684384562
2015-06-23,22181923022
2015-06-24,22129153791
2015-06-25,21786153792
2015-06-26,22042461484
2015-06-29,21563769177
2015-06-30,21784140000
2015-07-01,21198240000
2015-07-02,21462840000
2015-07-06,20979000000
2015-07-07,21054600000
2015-07-08,20207880000
2015-07-09,20347740000
2015-07-10,20011320000
2015-07-13,20132280000
2015-07-14,20559420000
2015-07-15,20215440000
2015-07-16,19909260000
2015-07-17,19141920000
2015-07-20,18378360000
2015-07-21,17966340000
2015-07-22,17886960000
2015-07-23,17898300000
2015-07-24,17040240000
2015-07-27,16824780000
2015-07-28,17565660000
2015-07-29,17686620000
2015-07-30,17569440000
2015-07-31,17335080000
2015-08-03,17112060000
2015-08-04,17142300000
2015-08-05,16798320000
2015-08-06,17614800000
2015-08-07,17429580000
2015-08-10,18314100000
2015-08-11,18026820000
2015-08-12,18601380000
2015-08-13,18106200000
2015-08-14,17766000000
2015-08-17,18087300000
2015-08-18,18170460000
2015-08-19,17316180000
2015-08-20,16843680000
2015-08-21,16340939999
2015-08-24,15305220000
2015-08-25,14704200000
2015-08-26,14942340000
2015-08-27,16174620000
2015-08-28,16957080000
2015-08-31,17100720000
2015-09-01,16303140000
2015-09-02,16337160000
2015-09-03,16337160000
2015-09-04,16065000000
2015-09-08,16344720000
2015-09-09,15607620000
2015-09-10,15437520000
2015-09-11,15195600000
2015-09-14,15210720000
2015-09-15,15282540000
2015-09-16,16269120000
2015-09-17,15872220000
2015-09-18,14987700000
2015-09-21,14870520000
2015-09-22,14602140000
2015-09-23,14088060000
2015-09-24,14318640000
2015-09-25,14439600000
2015-09-28,13683600000
2015-09-29,14031359999
2015-09-30,14802479999
2015-10-01,15014160000
2015-10-02,16106580000
2015-10-05,16624439999
2015-10-06,17433360000
2015-10-07,17361540000
2015-10-08,17822700000
2015-10-09,17565660000
2015-10-12,16991100000
2015-10-13,16855020000
2015-10-14,17270820000
2015-10-15,17671500000
2015-10-16,17584560000
2015-10-19,17134740000
2015-10-20,17357760000
2015-10-21,17040240000
2015-10-22,17376660000
2015-10-23,17573220000
2015-10-26,17153640000
2015-10-27,16684920000
2015-10-28,17406900000
2015-10-29,17607240000
2015-10-30,17815140000
2015-11-02,18121320000
2015-11-03,18850860000
2015-11-04,18669420000
2015-11-05,18624060000
2015-11-06,18019260000
2015-11-09,20389320000
2015-11-10,20151180000
2015-11-11,18673200000
2015-11-12,18484200000
2015-11-13,18510660000
2015-11-16,19085220000
2015-11-17,18790380000
2015-11-18,18937800000
2015-11-19,18726120000
2015-11-20,18559800000
2015-11-23,18465300000
2015-11-24,19243980000
2015-11-25,19032300000
2015-11-27,18680760000
2015-11-30,18590040000
2015-12-01,18578700000
2015-12-02,17886960000
2015-12-03,17297280000
2015-12-04,17308620000
2015-12-07,16715160000
2015-12-08,16960859999
2015-12-09,16991100000
2015-12-10,17459820000
2015-12-11,16223760000
2015-12-14,16439220000
2015-12-15,17112060000
2015-12-16,16934399999
2015-12-17,16235100000
2015-12-18,16136820000
2015-12-21,16076340000
2015-12-22,16170840000
2015-12-23,17278380000
2015-12-24,17312400000
2015-12-28,16979760000
2015-12-29,17180100000
2015-12-30,16938180000
2015-12-31,16809660000
2016-01-04,16794540000
2016-01-05,16454340000
2016-01-06,14564340000
2016-01-07,13815899999
2016-01-08,13853700000
2016-01-11,13252680000
2016-01-12,13388760000
2016-01-13,13456800000
2016-01-14,13997340000
2016-01-15,13354740000
2016-01-19,13033439999
2016-01-20,13082580000
2016-01-21,14076720000
2016-01-22,14885640000
2016-01-25,14148540000
2016-01-26,14375340000
2016-01-27,14602140000
2016-01-28,15346800000
2016-01-29,16080120000
2016-02-01,15429960000
2016-02-02,14571899999
2016-02-03,15588720000
2016-02-04,15399720000
2016-02-05,14760899999
2016-02-08,14205240000
2016-02-09,13449240000
2016-02-10,13354740000
2016-02-11,12995640000
2016-02-12,13808340000
2016-02-16,14163660000
2016-02-17,15142680000
2016-02-18,14666399999
2016-02-19,14110740000
2016-02-22,14972580000
2016-02-23,14318640000
2016-02-24,14590800000
2016-02-25,14284620000
2016-02-26,14919660000
2016-02-29,14469840000
2016-03-01,14598359999
2016-03-02,15864660000
2016-03-03,17044020000
2016-03-04,18159120000
2016-03-07,19285560000
2016-03-08,17452260000
2016-03-09,17474940000
2016-03-10,17482500000
2016-03-11,18510660000
2016-03-14,18215820000
2016-03-15,18117540000
2016-03-16,18616500000
2016-03-17,19077660000
2016-03-18,18760140000
2016-03-21,18854640000
2016-03-22,19002060000
2016-03-23,18091080000
2016-03-24,18465300000
2016-03-28,18298980000
2016-03-29,18355680000
2016-03-30,18385920000
2016-03-31,18322523058
2016-04-01,17830769212
2016-04-04,17575507674
2016-04-05,17766953827
2016-04-06,18679138442
2016-04-07,18465169211
2016-04-08,19016984595
2016-04-11,18750461519
2016-04-12,20004246133
2016-04-13,19692676902
2016-04-14,19884123056
2016-04-15,19538769210
2016-04-18,20060553825
2016-04-19,20653661517
2016-04-20,20526030748
2016-04-21,20563569209
2016-04-22,21096615363
2016-04-25,20424676902
2016-04-26,20976492286
2016-04-27,21599630747
2016-04-28,20807569209
2016-04-29,20420923056
2016-05-02,20360861517
2016-05-03,19568799979
2016-05-04,19043261518
2016-05-05,20578584594
2016-05-06,20210707671
2016-05-09,19565046133
2016-05-10,19929169210
2016-05-11,20274523056
2016-05-12,20383384594
2016-05-13,19902892287
2016-05-16,20571076902
2016-05-17,20691199978
2016-05-18,21250523055
2016-05-19,21389415362
2016-05-20,21438215362
2016-05-23,21622153824
2016-05-24,21866153823
2016-05-25,21738523054
2016-05-26,21783569208
2016-05-27,21881169208
2016-05-31,21449476901
2016-06-01,21085353824
2016-06-02,20961476901
2016-06-03,20488492286
2016-06-06,20878892286
2016-06-07,21851138439
2016-06-08,21396923055
2016-06-09,20957723055
2016-06-10,20090584594
2016-06-13,20210707671
2016-06-14,20556061517
2016-06-15,20469723055
2016-06-16,19895384595
2016-06-17,20221969210
2016-06-20,20766276901
2016-06-21,21258030747
2016-06-22,21182953824
2016-06-23,21832369208
2016-06-24,20593599978
2016-06-27,19519999980
2016-06-28,20338338440
2016-06-29,20950215363
2016-06-30,21154600000
2016-07-01,21534600000
2016-07-05,20774600000
2016-07-06,21014000000
2016-07-07,20862000000
2016-07-08,20964600000
2016-07-11,20941800000
2016-07-12,21865200000
2016-07-13,21485200000
2016-07-14,21614400000
2016-07-15,21705600000
2016-07-18,21405400000
2016-07-19,20941800000
2016-07-20,20748000000
2016-07-21,20292000000
2016-07-22,20387000000
2016-07-25,19748600000
2016-07-26,20045000000
2016-07-27,19668800000
2016-07-28,19699200000
2016-07-29,19950000000
2016-08-01,18950600000
2016-08-02,18977200000
2016-08-03,19657400000
2016-08-04,19068400000
2016-08-05,18863200000
2016-08-08,19254600000
2016-08-09,19087400000
2016-08-10,18536400000
2016-08-11,18844200000
2016-08-12,18623800000
2016-08-15,18954400000
2016-08-16,19368600000
2016-08-17,19619400000
2016-08-18,20368000000
2016-08-19,20326200000
2016-08-22,20197000000
2016-08-23,20288200000
2016-08-24,20041200000
2016-08-25,19953800000
2016-08-26,19893000000
2016-08-29,20075400000
2016-08-30,19923400000
2016-08-31,18886000000
2016-09-01,18920200000
2016-09-02,19490200000
2016-09-06,19634600000
2016-09-07,20949400000
2016-09-08,22439000000
2016-09-09,22572000000
2016-09-12,22762000000
2016-09-13,21853800000
2016-09-14,21565000000
2016-09-15,22306000000
2016-09-16,22252800000
2016-09-19,21983000000
2016-09-20,21846200000
2016-09-21,23138200000
2016-09-22,23180000000
2016-09-23,22807600000
2016-09-26,22777200000
2016-09-27,22644200000
2016-09-28,24206000000
2016-09-29,24221200000
2016-09-30,24270600000
2016-10-03,24301000000
2016-10-04,24240200000
2016-10-05,24567000000
2016-10-06,24354200000
2016-10-07,24065400000
2016-10-10,24380800000
2016-10-11,23890600000
2016-10-12,23829800000
2016-10-13,23586600000
2016-10-14,23472600000
2016-10-17,23503000000
2016-10-18,23875400000
2016-10-19,24441599999
2016-10-20,24122400000
2016-10-21,23632200000
2016-10-24,23400400000
2016-10-25,23016600000
2016-10-26,23438400000
2016-10-27,23446000000
2016-10-28,23073600000
2016-10-31,22602400000
2016-11-01,22621400000
2016-11-02,22594800000
2016-11-03,21097600000
2016-11-04,21333200000
2016-11-07,21831000000
2016-11-08,21633400000
2016-11-09,22047600000
2016-11-10,22161600000
2016-11-11,21933600000
2016-11-14,22393400000
2016-11-15,24088200000
2016-11-16,23731000000
2016-11-17,23332000000
2016-11-18,23590400000
2016-11-21,24042600000
2016-11-22,23738600000
2016-11-23,24187000000
2016-11-25,23879200000
2016-11-28,23313000000
2016-11-29,23081200000
2016-11-30,25061000000
2016-12-01,24753200000
2016-12-02,24741800000
2016-12-05,25235800000
2016-12-06,25212999999
2016-12-07,25228200000
2016-12-08,25270000000
2016-12-09,25292800000
2016-12-12,25380200000
2016-12-13,25592999999
2016-12-14,24981199999
2016-12-15,25361199999
2016-12-16,25228200000
2016-12-19,25346000000
2016-12-20,25365000000
2016-12-21,25323200000
2016-12-22,25361199999
2016-12-23,25232000000
2016-12-27,25209200000
2016-12-28,24544200000
2016-12-29,24270600000
2016-12-30,24118600000
2017-01-03,24236400000
2017-01-04,24164200000
2017-01-05,24035000000
2017-01-06,23985600000
2017-01-09,23696800000
2017-01-10,23890600000
2017-01-11,24232600000
2017-01-12,23947600000
2017-01-13,23856400000
2017-01-17,23978000000
2017-01-18,23905800000
2017-01-19,23643600000
2017-01-20,23487800000
2017-01-23,23092600000
2017-01-24,23164800000
2017-01-25,23343400000
2017-01-26,23769000000
2017-01-27,23590400000
2017-01-30,22781000000
2017-01-31,22731600000
2017-02-01,21956400000
2017-02-02,22454200000
2017-02-03,22663200000
2017-02-06,21990600000
2017-02-07,21671400000
2017-02-08,21633400000
2017-02-09,21629600000
2017-02-10,21804400000
2017-02-13,21728400000
2017-02-14,21090000000
2017-02-15,21124200000
2017-02-16,20995000000
2017-02-17,21067200000
2017-02-21,21238200000
2017-02-22,20865800000
2017-02-23,20132400000
2017-02-24,20295800000
2017-02-27,20113400000
2017-02-28,19984200000
2017-03-01,20121000000
2017-03-02,19729600000
2017-03-03,19794200000
2017-03-06,19832200000
2017-03-07,19486400000
2017-03-08,18775800000
2017-03-09,19239400000
2017-03-10,19087400000
2017-03-13,19060800000
2017-03-14,19125400000
2017-03-15,19406600000
2017-03-16,19410400000
2017-03-17,19463600000
2017-03-20,19353400000
2017-03-21,19114000000
2017-03-22,19205200000
2017-03-23,19034200000
2017-03-24,19091200000
2017-03-27,18893600000
2017-03-28,19463600000
2017-03-29,20208400000
2017-03-30,19794200000
2017-03-31,19579590000
2017-04-03,19446240000
2017-04-04,19770090000
2017-04-05,19697700000
2017-04-06,20177760000
2017-04-07,20055840000
2017-04-10,20570190000
2017-04-11,20524470000
2017-04-12,20501610000
2017-04-13,19952970000
2017-04-17,20002500000
2017-04-18,19221450000
2017-04-19,18741390000
2017-04-20,18676620000
2017-04-21,18676620000
2017-04-24,18569940000
2017-04-25,19145250000
2017-04-26,19053810000
2017-04-27,18409920000
2017-04-28,18531840000
2017-05-01,18588990000
2017-05-02,18467070000
2017-05-03,18592800000
2017-05-04,18249900000
2017-05-05,18779490000
2017-05-08,19145250000
2017-05-09,19221450000
2017-05-10,19511010000
2017-05-11,19457670000
2017-05-12,19602450000
2017-05-15,19419570000
2017-05-16,19419570000
2017-05-17,19122390000
2017-05-18,19019520000
2017-05-19,19491960000
2017-05-22,19057620000
2017-05-23,19050000000
2017-05-24,19000470000
2017-05-25,18177510000
2017-05-26,18360390000
2017-05-30,18120360000
2017-05-31,17815560000
2017-06-01,18021300000
2017-06-02,17903190000
2017-06-05,17804130000
2017-06-06,18303240000
2017-06-07,17823180000
2017-06-08,17907000000
2017-06-09,18417540000
2017-06-12,18448020000
2017-06-13,18752820000
2017-06-14,18181320000
2017-06-15,18211800000
2017-06-16,18874740000
2017-06-19,18981420000
2017-06-20,18181320000
2017-06-21,17396460000
2017-06-22,17385030000
2017-06-23,17556480000
2017-06-26,17606010000
2017-06-27,17606010000
2017-06-28,17960340000
2017-06-29,18078450000
2017-06-30,18261330000
2017-07-03,18794730000
2017-07-05,18154650000
2017-07-06,17438370000
2017-07-07,17186910000
2017-07-10,17948910000
2017-07-11,17983200000
2017-07-12,18127980000
2017-07-13,18379440000
2017-07-14,18501360000
2017-07-17,18547080000
2017-07-18,18185130000
2017-07-19,18996660000
2017-07-20,18802350000
2017-07-21,18444210000
2017-07-24,18272760000
2017-07-25,18615660000
2017-07-26,18615660000
2017-07-27,19133820000
2017-07-28,19053810000
2017-07-31,18851880000
2017-08-01,18539460000
2017-08-02,18253710000
2017-08-03,16786860000
2017-08-04,17228820000
2017-08-07,16912590000
2017-08-08,16809719999
2017-08-09,16603980000
2017-08-10,16234410000
2017-08-11,16150590000
2017-08-14,15838170000
2017-08-15,15826740000
2017-08-16,15480030000
2017-08-17,15198090000
2017-08-18,15358110000
2017-08-21,15057120000
2017-08-22,15198090000
2017-08-23,15331440000
2017-08-24,15251430000
2017-08-25,15262860000
2017-08-28,14992350000
2017-08-29,14809469999
2017-08-30,14618969999
2017-08-31,14798040000
2017-09-01,15041879999
2017-09-05,15019020000
2017-09-06,15289530000
2017-09-07,15518129999
2017-09-08,14973299999
2017-09-11,15148560000
2017-09-12,15438120000
2017-09-13,16131540000
2017-09-14,16085820000
2017-09-15,16200120000
2017-09-18,16116299999
2017-09-19,15906750000
2017-09-20,16402049999
2017-09-21,16520160000
2017-09-22,16600170000
2017-09-25,17167860000
2017-09-26,17510760000
2017-09-27,17625060000
2017-09-28,17449800000
2017-09-29,17449800000
2017-10-02,17419320000
2017-10-03,17312640000
2017-10-04,17198340000
2017-10-05,17457420000
2017-10-06,17209770000
2017-10-09,17468850000
2017-10-10,16177260000
2017-10-11,15986760000
2017-10-12,15777209999
2017-10-13,15849600000
2017-10-16,16280129999
2017-10-17,16291560000
2017-10-18,16249650000
2017-10-19,16059150000
2017-10-20,15822930000
2017-10-23,15354299999
2017-10-24,15293340000
2017-10-25,15053310000
2017-10-26,15083790000
2017-10-27,15521940000
2017-10-30,15548610000
2017-10-31,15761969999
2017-11-01,16089629999
2017-11-02,15880080000
2017-11-03,16287750000
2017-11-06,17426940000
2017-11-07,17217390000
2017-11-08,16958310000
2017-11-09,17236440000
2017-11-10,16813530000
2017-11-13,16569690000
2017-11-14,15956280000
2017-11-15,15632430000
2017-11-16,15426690000
2017-11-17,15689580000
2017-11-20,15647670000
2017-11-21,15788640000
2017-11-22,15826740000
2017-11-24,15674340000
2017-11-27,15186660000
2017-11-28,15342870000
2017-11-29,15521940000
2017-11-30,15937230000
2017-12-01,16847820000
2017-12-04,16463010000
2017-12-05,16059150000
2017-12-06,15457170000
2017-12-07,15480030000
2017-12-08,15506700000
2017-12-11,15312390000
2017-12-12,15133320000
2017-12-13,15163799999
2017-12-14,15019020000
2017-12-15,15038070000
2017-12-18,15209520000
2017-12-19,15335250000
2017-12-20,15720060000
2017-12-21,16501110000
2017-12-22,16348709999
2017-12-26,16520160000
2017-12-27,16341090000
2017-12-28,16333469999
2017-12-29,16085820000
2018-01-02,16922599999
2018-01-03,17316060000
2018-01-04,17892880000
2018-01-05,17720980000
2018-01-08,17541440000
2018-01-09,17018099999
2018-01-10,16804180000
2018-01-11,17572000000
2018-01-12,18015120000
2018-01-16,17675140000
2018-01-17,17774460000
2018-01-18,17839400000
2018-01-19,17591100000
2018-01-22,18206120000
2018-01-23,18248140000
2018-01-24,18381840000
2018-01-25,18125900000
2018-01-26,18366560000
2018-01-29,17820300000
2018-01-30,17025740000
2018-01-31,17140339999
2018-02-01,17071580000
2018-02-02,16357240000
2018-02-05,15635260000
2018-02-06,15707839999
2018-02-07,15108099999
2018-02-08,14412859999
2018-02-09,14221859999
2018-02-12,14558020000
2018-02-13,14401400000
2018-02-14,14592400000
2018-02-15,14554200000
2018-02-16,14558020000
2018-02-20,14630599999
2018-02-21,14210400000
2018-02-22,13312700000
2018-02-23,13801660000
2018-02-26,13744359999
2018-02-27,13293599999
2018-02-28,13045300000
2018-03-01,13091140000
2018-03-02,13285960000
2018-03-05,13450220000
2018-03-06,13507520000
2018-03-07,13236300000
2018-03-08,13358540000
2018-03-09,13492240000
2018-03-12,13526619999
2018-03-13,13545720000
2018-03-14,13618300000
2018-03-15,13499880000
2018-03-16,13805480000
2018-03-19,13587740000
2018-03-20,13855140000
2018-03-21,14554200000
2018-03-22,14240960000
2018-03-23,14137820000
2018-03-26,14240960000
2018-03-27,14317359999
2018-03-28,14267700000
2018-03-29,14699359999
2018-04-02,14477800000
2018-04-03,14516000000
2018-04-04,14588580000
2018-04-05,14802500000
2018-04-06,14645880000
2018-04-09,14687900000
2018-04-10,15004960000
2018-04-11,15142480000
2018-04-12,15043160000
2018-04-13,15516839999
2018-04-16,15581780000
2018-04-17,15795700000
2018-04-18,16364880000
2018-04-19,16055460000
2018-04-20,15833900000
2018-04-23,15864460000
2018-04-24,15524480000
2018-04-25,15662000000
2018-04-26,15616160000
2018-04-27,15348760000
2018-04-30,15642900000
2018-05-01,15451900000
2018-05-02,15684920000
2018-05-03,14722280000
2018-05-04,15085180000
2018-05-07,15077540000
2018-05-08,15325839999
2018-05-09,15757500000
2018-05-10,15906480000
2018-05-11,15818619999
2018-05-14,16162420000
2018-05-15,16242640000
2018-05-16,16296119999
2018-05-17,16811820000
2018-05-18,16773619999
2018-05-21,16914960000
2018-05-22,16475660000
2018-05-23,16261740000
2018-05-24,15761320000
2018-05-25,15004960000
2018-05-29,14898000000
2018-05-30,15551220000
2018-05-31,15280000000
2018-06-01,14886540000
2018-06-04,14966760000
2018-06-05,14993500000
2018-06-06,15119560000
2018-06-07,15948500000
2018-06-08,16135680000
2018-06-11,17037200000
2018-06-12,16334320000
2018-06-13,16548240000
2018-06-14,16383980000
2018-06-15,15895020000
2018-06-18,16364880000
2018-06-19,16525320000
2018-06-20,17449760000
2018-06-21,16945520000
2018-06-22,17098320000
2018-06-25,16479480000
2018-06-26,16872940000
2018-06-27,17529980000
2018-06-28,17549080000
2018-06-29,17858500000
2018-07-02,17112440000
2018-07-03,17533740000
2018-07-05,17744390000
2018-07-06,17966530000
2018-07-09,18537200000
2018-07-10,18617630000
2018-07-11,18261440000
2018-07-12,18027810000
2018-07-13,18173350000
2018-07-16,17618000000
2018-07-17,17334580000
