,D
2018-07-18,45817250000
2018-07-19,47160000000
2018-07-20,46681850000
2018-07-23,46498450000
2018-07-24,46446050000
2018-07-25,46524650000
2018-07-26,46832500000
2018-07-27,46675300000
2018-07-30,46629450000
2018-07-31,46970049999
2018-08-01,46059599999
2018-08-02,46596700000
2018-08-03,47238600000
2018-08-06,46996250000
2018-08-07,46550849999
2018-08-08,46321600000
2018-08-09,46524650000
2018-08-10,46301950000
2018-08-13,45732099999
2018-08-14,45627300000
2018-08-15,46013750000
2018-08-16,46590150000
2018-08-17,46996250000
2018-08-20,47015900000
2018-08-21,46911100000
2018-08-22,46694950000
2018-08-23,46550849999
2018-08-24,46924200000
2018-08-27,46668750000
2018-08-28,46406750000
2018-08-29,46609800000
2018-08-30,46491900000
2018-08-31,46354350000
2018-09-04,46655650000
2018-09-05,47454750000
2018-09-06,47323750000
2018-09-07,46806299999
2018-09-10,47343400000
2018-09-11,46898000000
2018-09-12,46878349999
2018-09-13,47277900000
2018-09-14,47068300000
2018-09-17,47153450000
2018-09-18,47107600000
2018-09-19,46256100000
2018-09-20,46059599999
2018-09-21,46406750000
2018-09-24,45902400000
2018-09-25,45555250000
2018-09-26,45077099999
2018-09-27,45286700000
2018-09-28,46033400000
2018-10-01,46329116007
2018-10-02,46844618296
2018-10-03,46454687077
2018-10-04,46719047225
2018-10-05,47485691656
2018-10-08,48239118079
2018-10-09,48483651216
2018-10-10,48384516160
2018-10-11,47439428630
2018-10-12,47168459478
2018-10-15,47327075567
2018-10-16,47783096823
2018-10-17,47783096823
2018-10-18,47736833797
2018-10-19,48576177268
2018-10-22,48424170183
2018-10-23,48186246049
2018-10-24,49032198524
2018-10-25,48067283982
2018-10-26,47366729589
2018-10-29,47717006786
2018-10-30,48139983023
2018-10-31,47201504496
2018-11-01,46481123092
2018-11-02,46190326929
2018-11-05,46415033055
2018-11-06,46705829218
2018-11-07,47042888407
2018-11-08,47069324422
2018-11-09,47750051804
2018-11-12,48529914242
2018-11-13,48919845461
2018-11-14,48675312324
2018-11-15,48543132249
2018-11-16,48648876309
2018-11-19,49184205609
2018-11-20,49342821698
2018-11-21,48477042212
2018-11-23,48311817120
2018-11-26,48900018450
2018-11-27,48979326494
2018-11-28,48457215201
2018-11-29,48741402361
2018-11-30,49237077639
2018-12-03,49653444873
2018-12-04,49779015943
2018-12-06,49422129743
2018-12-07,49970677051
2018-12-10,50406871296
2018-12-11,50393653288
2018-12-12,49739361921
2018-12-13,50261473214
2018-12-14,50836456537
2018-12-17,48906627454
2018-12-18,48635658301
2018-12-19,48979326494
2018-12-20,49448565758
2018-12-21,49494828784
2018-12-24,47003234385
2018-12-26,47783096823
2018-12-27,48410952175
2018-12-28,48417561179
2018-12-31,56503255784
2019-01-02,56281860435
2019-01-03,56013023226
2019-01-04,57096279039
2019-01-07,56542790667
2019-01-08,57199069737
2019-01-09,57104186016
2019-01-10,56851162760
2019-01-11,55230232528
2019-01-14,53743720901
2019-01-15,54463255785
2019-01-16,54534418575
2019-01-17,54510697645
2019-01-18,54376279040
2019-01-22,54233953459
2019-01-23,54898139505
2019-01-24,54660930203
2019-01-25,54684651133
2019-01-28,54059999971
2019-01-29,54313023227
2019-01-30,54906046482
2019-01-31,55538604621
2019-02-01,56115813923
2019-02-04,56495348807
2019-02-05,56874883690
2019-02-06,56764186016
2019-02-07,57459999969
2019-02-08,57760465085
2019-02-11,57570697643
2019-02-12,57879069736
2019-02-13,57918604620
2019-02-14,57641860434
2019-02-15,57926511597
2019-02-19,58147906945
2019-02-20,58147906945
2019-02-21,58780465085
2019-02-22,59341860433
2019-02-25,59397209270
2019-02-26,58424651131
2019-02-27,58772558108
2019-02-28,58582790666
2019-03-01,59136279038
2019-03-04,59515813921
2019-03-05,59658139503
2019-03-06,59958604619
2019-03-07,60187906944
2019-03-08,59879534852
2019-03-11,60346046479
2019-03-12,60353953456
2019-03-13,60330232526
2019-03-14,60599069735
2019-03-15,60915348804
2019-03-18,60575348805
2019-03-19,59452558108
2019-03-20,59254883689
2019-03-21,59389302294
2019-03-22,59713488340
2019-03-25,60045581363
2019-03-26,60788837177
2019-03-27,60757209270
2019-03-28,59832092991
2019-03-29,60614883688
2019-04-01,59160857109
2019-04-02,59376857109
2019-04-03,59369142824
2019-04-04,59322857109
2019-04-05,59762571395
2019-04-08,59145428538
2019-04-09,58929428538
2019-04-10,58497428538
2019-04-11,58859999967
2019-04-12,58967999967
2019-04-15,59145428538
2019-04-16,57949714253
2019-04-17,58065428539
2019-04-18,57795428539
2019-04-22,57625714253
2019-04-23,58204285681
2019-04-24,58852285681
2019-04-25,59052857110
2019-04-26,59237999967
2019-04-29,58759714253
2019-04-30,60071142823
2019-05-01,59507999966
2019-05-02,59384571395
2019-05-03,59237999967
2019-05-06,58235142824
2019-05-07,57887999967
2019-05-08,56939142825
2019-05-09,56553428540
2019-05-10,57517714253
2019-05-13,58319999967
2019-05-14,57540857110
2019-05-15,57309428539
2019-05-16,58103999967
2019-05-17,58319999967
2019-05-20,58667142824
2019-05-21,59191714252
2019-05-22,59654571395
2019-05-23,60209999966
2019-05-24,59955428538
2019-05-28,58821428538
2019-05-29,58026857110
2019-05-30,57324857111
2019-05-31,57995999967
2019-06-03,58597714253
2019-06-04,58605428538
2019-06-05,59870571395
2019-06-06,58898571395
2019-06-07,58466571396
2019-06-10,58181142824
2019-06-11,57016285682
2019-06-12,57918857110
2019-06-13,58682571395
2019-06-14,59137714252
2019-06-17,58952571395
2019-06-18,58960285681
2019-06-19,59531142824
2019-06-20,59716285681
2019-06-21,60441428537
2019-06-24,61112571394
2019-06-25,60711428537
2019-06-26,58983428538
2019-06-27,59183999967
2019-06-28,59646857109
2019-07-01,62641650000
2019-07-02,62909940000
2019-07-03,63503430000
2019-07-05,63332700000
2019-07-08,63544080000
2019-07-09,63592860000
2019-07-10,63519690000
2019-07-11,63340830000
2019-07-12,63007500000
2019-07-15,63487170000
2019-07-16,62991240000
2019-07-17,62901810000
2019-07-18,62942460000
2019-07-19,62479049999
2019-07-22,61999380000
2019-07-23,61324590000
2019-07-24,61121340000
2019-07-25,60861180000
2019-07-26,61096950000
2019-07-29,61015650000
2019-07-30,60999390000
2019-07-31,60397770000
2019-08-01,61714830000
2019-08-02,61804260000
2019-08-05,60706710000
2019-08-06,61153860000
2019-08-07,60511590000
2019-08-08,61243290000
2019-08-09,60844920000
2019-08-12,60462810000
2019-08-13,61283940000
2019-08-14,61243290000
2019-08-15,62641650000
2019-08-16,62487180000
2019-08-19,63243270000
2019-08-20,62527830000
2019-08-21,62592869999
2019-08-22,62210760000
2019-08-23,61739220000
2019-08-26,62454659999
2019-08-27,62722950000
2019-08-28,62511570000
2019-08-29,63218880000
2019-08-30,63113190000
2019-09-03,64064400000
2019-09-04,64348950000
2019-09-05,62950590000
2019-09-06,62088810000
2019-09-09,62332710000
2019-09-10,62609130000
2019-09-11,63763590000
2019-09-12,63853020000
2019-09-13,63836760000
2019-09-16,63812369999
2019-09-17,64251390000
2019-09-18,65088780000
2019-09-19,65787960000
2019-09-20,65722920000
2019-09-23,65731049999
2019-09-24,65722920000
2019-09-25,65357070000
2019-09-26,65657880000
2019-09-27,65844869999
2019-09-30,67911520000
2019-10-01,68062360000
2019-10-02,67014860000
2019-10-03,66721560000
2019-10-04,68464600000
2019-10-07,68028840000
2019-10-08,67643360000
2019-10-09,68162920000
2019-10-10,68531640000
2019-10-11,68632200000
2019-10-14,68079119999
2019-10-15,68196440000
2019-10-16,68548400000
2019-10-17,69034440000
2019-10-18,68850080000
2019-10-21,69067960000
2019-10-22,69403160000
2019-10-23,69319360000
2019-10-24,69319360000
2019-10-25,68623820000
2019-10-28,68154540000
2019-10-29,68498119999
2019-10-30,68556780000
2019-10-31,69176900000
2019-11-01,69780260000
2019-11-04,69595900000
2019-11-05,68171299999
2019-11-06,67827720000
2019-11-07,67299780000
2019-11-08,67274640000
2019-11-11,66721560000
2019-11-12,66805360000
2019-11-13,67743920000
2019-11-14,68347280000
2019-11-15,68808180000
2019-11-18,69202040000
2019-11-19,69067960000
2019-11-20,69470200000
2019-11-21,69570760000
2019-11-22,69755120000
2019-11-25,69746740000
2019-11-26,69939480000
2019-11-27,69621040000
2019-11-29,69646180000
2019-12-02,68716000000
2019-12-03,68665720000
2019-12-04,68925500000
2019-12-05,68037220000
2019-12-06,67878000000
2019-12-09,66972960000
2019-12-10,67115420000
2019-12-11,67794200000
2019-12-12,67618220000
2019-12-13,67777440000
2019-12-16,68414320000
2019-12-17,68347280000
2019-12-18,68255100000
2019-12-19,68548400000
2019-12-20,68984160000
2019-12-23,68238340000
2019-12-24,68179680000
2019-12-26,68263479999
2019-12-27,68716000000
2019-12-30,68783040000
2019-12-31,69419724000
2020-01-02,68698871999
2020-01-03,68531232000
2020-01-06,69059298000
2020-01-07,68908422000
2020-01-08,68472558000
2020-01-09,68665344000
2020-01-10,68791074000
2020-01-13,68774310000
2020-01-14,68690490000
2020-01-15,69562218000
2020-01-16,69998082000
2020-01-17,70450710000
2020-01-21,70433946000
2020-01-22,70148958000
2020-01-23,70467474000
2020-01-24,70408800000
2020-01-27,69838824000
2020-01-28,70844664000
2020-01-29,71573898000
2020-01-30,72487536000
2020-01-31,71875650000
2020-02-03,71951088000
2020-02-04,70878192000
2020-02-05,71179944000
2020-02-06,71473314000
2020-02-07,71087742000
2020-02-10,70903338000
2020-02-11,71431404000
2020-02-12,71900796000
2020-02-13,72286368000
2020-02-14,73308972000
2020-02-18,74583036000
2020-02-19,73627488000
2020-02-20,74809350000
2020-02-21,74918316000
2020-02-24,75270360000
2020-02-25,73585578000
2020-02-26,72730614000
2020-02-27,68128896000
2020-02-28,65530476000
2020-03-02,70559676000
2020-03-03,69889116000
2020-03-04,74624946000
2020-03-05,73065894000
2020-03-06,72671940000
2020-03-09,68170806000
2020-03-10,69755004000
2020-03-11,66175890000
2020-03-12,59772042000
2020-03-13,65622678000
2020-03-16,57542430000
2020-03-17,67458336000
2020-03-18,67273932000
2020-03-19,60224669999
2020-03-20,56343804000
2020-03-23,49780698000
2020-03-24,55044594000
2020-03-25,56444388000
2020-03-26,60719208000
2020-03-27,61247273999
2020-03-30,64382142000
2020-03-31,60639600000
2020-04-01,58741200000
2020-04-02,59690400000
2020-04-03,58422000000
2020-04-06,62252400000
2020-04-07,61689600000
2020-04-08,65704800000
2020-04-09,68535600000
2020-04-13,66805200000
2020-04-14,68896800000
2020-04-15,67023600000
2020-04-16,65578799999
2020-04-17,68468400000
2020-04-20,66452400000
2020-04-21,64352400000
2020-04-22,66141599999
2020-04-23,64604400000
2020-04-24,65452800000
2020-04-27,65956800000
2020-04-28,66586800000
2020-04-29,66082800000
2020-04-30,64789199999
2020-05-01,63512400000
2020-05-04,63672000000
2020-05-05,65469600000
2020-05-06,65293200000
2020-05-07,65603999999
2020-05-08,65856000000
2020-05-11,66561599999
2020-05-12,66318000000
2020-05-13,66368400000
2020-05-14,66889199999
2020-05-15,65704800000
2020-05-18,67073999999
2020-05-19,66217200000
2020-05-20,66150000000
2020-05-21,66023999999
2020-05-22,67628400000
2020-05-26,67888799999
2020-05-27,68510400000
2020-05-28,70308000000
2020-05-29,71408400000
2020-06-01,72147600000
2020-06-02,72433200000
2020-06-03,72643200000
2020-06-04,71366400000
2020-06-05,70803600000
2020-06-08,72576000000
2020-06-09,72114000000
2020-06-10,73080000000
2020-06-11,70568400000
2020-06-12,69846000000
2020-06-15,70602000000
2020-06-16,71332800000
2020-06-17,70686000000
2020-06-18,71005200000
2020-06-19,68644800000
2020-06-22,69930000000
2020-06-23,69552000000
2020-06-24,69367200000
2020-06-25,68157600000
2020-06-26,66931200000
2020-06-29,67712400000
2020-06-30,66242880000
2020-07-01,67197599999
2020-07-02,67475040000
2020-07-06,60049440000
2020-07-07,60563520000
2020-07-08,61379520000
2020-07-09,60196320000
2020-07-10,60041280000
2020-07-13,60122880000
2020-07-14,60318720000
2020-07-15,61567200000
2020-07-16,62791200000
2020-07-17,64121280000
2020-07-20,63280800000
2020-07-21,63819359999
2020-07-22,64912800000
2020-07-23,65761440000
2020-07-24,65614560000
2020-07-27,65459520000
2020-07-28,66960960000
2020-07-29,67124160000
2020-07-30,66520320000
2020-07-31,66120480000
2020-08-03,65549280000
2020-08-04,65998080000
2020-08-05,65043359999
2020-08-06,64978080000
2020-08-07,65785920000
2020-08-10,65377920000
2020-08-11,64104960000
2020-08-12,64937280000
2020-08-13,64716960000
2020-08-14,64341599999
2020-08-17,64202880000
2020-08-18,63794880000
2020-08-19,63599040000
2020-08-20,63403200000
2020-08-21,64170240000
2020-08-24,64545599999
2020-08-25,64056000000
2020-08-26,63713280000
2020-08-27,63648000000
2020-08-28,63664320000
2020-08-31,64007040000
2020-09-01,63501119999
2020-09-02,64953599999
2020-09-03,64455839999
2020-09-04,64007040000
2020-09-08,63811200000
2020-09-09,64986240000
2020-09-10,64243680000
2020-09-11,64986240000
2020-09-14,65875680000
2020-09-15,66014400000
2020-09-16,66585599999
2020-09-17,65133119999
2020-09-18,63615359999
2020-09-21,63623520000
2020-09-22,63240000000
2020-09-23,62236320000
2020-09-24,62268960000
2020-09-25,62872800000
2020-09-28,63019680000
2020-09-29,63550080000
2020-09-30,63617580000
2020-10-01,63343540000
2020-10-02,64318800000
2020-10-05,64552540000
2020-10-06,65374660000
2020-10-07,65302120000
2020-10-08,66140360000
2020-10-09,65914680000
2020-10-12,66430520000
2020-10-13,65745419999
2020-10-14,65326300000
2020-10-15,65132860000
2020-10-16,65616460000
2020-10-19,65205400000
2020-10-20,65350480000
2020-10-21,64665380000
2020-10-22,65431080000
2020-10-23,65398840000
2020-10-26,65866320000
2020-10-27,66470820000
2020-10-28,64318800000
2020-10-29,65245700000
2020-10-30,64754040000
2020-11-02,65817960000
2020-11-03,66825460000
2020-11-04,66656200000
2020-11-05,67010840000
2020-11-06,67462200000
2020-11-09,67720120000
2020-11-10,69122560000
2020-11-11,69058080000
2020-11-12,68171480000
2020-11-13,68453580000
2020-11-16,69372420000
2020-11-17,67841020000
2020-11-18,65455259999
2020-11-19,64286560000
2020-11-20,63391900000
2020-11-23,63714300000
2020-11-24,63980280000
2020-11-25,64004460000
2020-11-27,63706240000
2020-11-30,63262939999
2020-12-01,64608960000
2020-12-02,64705680000
2020-12-03,63190400000
2020-12-04,61159280000
2020-12-07,61368840000
2020-12-08,60248500000
2020-12-09,59885800000
2020-12-10,59901919999
2020-12-11,60377460000
2020-12-14,60022820000
2020-12-15,60836880000
2020-12-16,60587020000
2020-12-17,61199580000
2020-12-18,60748220000
2020-12-21,60063120000
2020-12-22,59241000000
2020-12-23,59676240000
2020-12-24,59829380000
2020-12-28,59402200000
2020-12-29,59547280000
2020-12-30,59692360000
2020-12-31,60603680000
2021-01-04,59547951000
2021-01-05,58830700000
2021-01-06,60087904000
2021-01-07,58798463999
2021-01-08,58991880000
2021-01-11,58564753000
2021-01-12,57646027000
2021-01-13,58218215999
2021-01-14,57235018000
2021-01-15,58089272000
2021-01-19,57186663999
2021-01-20,57686322000
2021-01-21,57863620000
2021-01-22,58258511000
2021-01-25,59282004000
2021-01-26,59346476000
2021-01-27,58895172000
2021-01-28,58564753000
2021-01-29,58742051000
2021-02-01,58572812000
2021-02-02,58645343000
2021-02-03,58484162999
2021-02-04,58580871000
2021-02-05,59427065999
2021-02-08,59499597000
2021-02-09,58919349000
2021-02-10,58903231000
2021-02-11,58879054000
2021-02-12,57920033000
2021-02-16,57323667000
2021-02-17,58339101000
2021-02-18,58596988999
2021-02-19,57339785000
2021-02-22,57355903000
2021-02-23,58057036000
2021-02-24,57355903000
2021-02-25,56920717000
2021-02-26,55059087999
2021-03-01,56356587000
2021-03-02,56251820000
2021-03-03,56074522000
2021-03-04,54801200000
2021-03-05,56300174000
2021-03-08,58024800000
2021-03-09,58782346000
2021-03-10,58999938999
2021-03-11,58371337000
2021-03-12,59265886000
2021-03-15,60071786000
2021-03-16,59870311000
2021-03-17,58967703000
2021-03-18,59233650000
2021-03-19,59112764999
2021-03-22,59233650000
2021-03-23,59781662000
2021-03-24,59765544000
2021-03-25,60619798000
2021-03-26,61071102000
2021-03-29,61812530000
2021-03-30,60869627000
2021-03-31,61269335999
2021-04-01,61075752000
2021-04-05,61632306000
2021-04-06,61608108000
2021-04-07,61479052000
2021-04-08,61470985999
2021-04-09,61543580000
2021-04-12,61511316000
2021-04-13,62487302000
2021-04-14,62446972000
2021-04-15,63164846000
2021-04-16,63632674000
2021-04-19,63511683999
2021-04-20,64616726000
2021-04-21,64689320000
2021-04-22,64060172000
2021-04-23,64027908000
2021-04-26,63463288000
2021-04-27,63148714000
2021-04-28,62624424000
2021-04-29,63737532000
2021-04-30,64447340000
2021-05-03,64826442000
2021-05-04,64052106000
2021-05-05,62874470000
2021-05-06,63301968000
2021-05-07,63277770000
2021-05-10,64092435999
2021-05-11,63422958000
2021-05-12,62221124000
2021-05-13,63221308000
2021-05-14,62971261999
2021-05-17,62648622000
2021-05-18,62237256000
2021-05-19,62092068000
2021-05-20,62301783999
2021-05-21,63100318000
2021-05-24,62180794000
2021-05-25,61309666000
2021-05-26,61261270000
2021-05-27,60890233999
2021-05-28,61414524000
2021-06-01,60938630000
2021-06-02,61616174000
2021-06-03,61874285999
2021-06-04,61721032000
2021-06-07,61632306000
2021-06-08,61148346000
2021-06-09,61704900000
2021-06-10,62471170000
2021-06-11,62366311999
2021-06-14,63132582000
2021-06-15,63011592000
2021-06-16,61704900000
2021-06-17,61930748000
2021-06-18,60349811999
2021-06-21,61220940000
2021-06-22,61019290000
2021-06-23,60132030000
2021-06-24,60180426000
2021-06-25,60583726000
2021-06-28,60688583999
2021-06-29,59293166000
2021-06-30,59496058999
2021-07-01,59932757000
2021-07-02,60013626999
2021-07-06,60967893000
2021-07-07,61170068000
2021-07-08,61420765000
2021-07-09,61097285000
2021-07-12,61097285000
2021-07-13,60248150000
2021-07-14,60846587999
2021-07-15,61574418000
2021-07-16,62399292000
2021-07-19,61347982000
2021-07-20,61194329000
2021-07-21,60426064000
2021-07-22,60159193000
2021-07-23,60911283999
2021-07-26,60725283000
2021-07-27,62132421000
2021-07-28,61250937999
2021-07-29,61064937000
2021-07-30,60547369000
2021-08-02,60935544999
2021-08-03,61056850000
2021-08-04,61032589000
2021-08-05,61525896000
2021-08-06,61461200000
2021-08-09,61461200000
2021-08-10,61817028000
2021-08-11,62213291000
2021-08-12,62561032000
2021-08-13,62844076999
2021-08-16,63450601999
2021-08-17,63579994000
2021-08-18,63062426000
2021-08-19,63935822000
2021-08-20,64736435000
2021-08-23,63871126000
2021-08-24,63515298000
2021-08-25,63531472000
2021-08-26,63442515000
2021-08-27,63232253000
2021-08-30,63321210000
2021-08-31,62949208000
2021-09-01,63871126000
2021-09-02,63798343000
2021-09-03,63385906000
2021-09-07,61881724000
2021-09-08,62949208000
2021-09-09,63450601999
2021-09-10,62512510000
2021-09-13,61897898000
2021-09-14,61582505000
2021-09-15,61097285000
2021-09-16,60595891000
2021-09-17,59940844000
2021-09-20,60329019999
2021-09-21,60256237000
2021-09-22,60523108000
2021-09-23,60054062000
2021-09-24,60312846000
2021-09-27,59690147000
2021-09-28,59148318000
2021-09-29,60126844999
2021-09-30,59146200000
2021-10-01,58554900000
2021-10-04,59413499999
2021-10-05,58951800000
2021-10-06,60077700000
2021-10-07,59818499999
2021-10-08,58887000000
2021-10-11,58417200000
2021-10-12,58741200000
2021-10-13,59429700000
2021-10-14,59656500000
2021-10-15,59210999999
2021-10-18,58287599999
2021-10-19,60928200000
2021-10-20,62037900000
2021-10-21,62604900000
2021-10-22,62604900000
2021-10-25,61965000000
2021-10-26,62037900000
2021-10-27,61551899999
2021-10-28,61835400000
2021-10-29,61503300000
2021-11-01,61082100000
2021-11-02,61146899999
2021-11-03,61138800000
2021-11-04,61106400000
2021-11-05,61989300000
2021-11-08,60409800000
2021-11-09,60409800000
2021-11-10,61300800000
2021-11-11,60806699999
2021-11-12,60539399999
2021-11-15,61462800000
2021-11-16,61082100000
2021-11-17,61033499999
2021-11-18,60903900000
2021-11-19,60093900000
2021-11-22,59972400000
2021-11-23,60604199999
2021-11-24,60669000000
2021-11-26,59672700000
2021-11-29,60280200000
2021-11-30,57672000000
2021-12-01,57388499999
2021-12-02,58190400000
2021-12-03,59162400000
2021-12-06,60174900000
2021-12-07,61122599999
2021-12-08,60855300000
2021-12-09,61713900000
2021-12-10,61527599999
2021-12-13,62167500000
2021-12-14,62045999999
2021-12-15,63342000000
2021-12-16,63641699999
2021-12-17,62070300000
2021-12-20,63147599999
2021-12-21,62483400000
2021-12-22,62491500000
2021-12-23,62645400000
2021-12-27,62718300000
2021-12-28,63107100000
2021-12-29,63520200000
2021-12-30,63560700000
2021-12-31,63680736000
2022-01-03,63510509999
2022-01-04,63307859999
2022-01-05,64207625999
2022-01-06,64086036000
2022-01-07,65018225999
2022-01-10,64710198000
2022-01-11,64142778000
2022-01-12,64296791999
2022-01-13,64645350000
2022-01-14,64175202000
2022-01-18,63599675999
2022-01-19,64061718000
2022-01-20,64110354000
2022-01-21,64288686000
2022-01-24,63615888000
2022-01-25,63210588000
2022-01-26,62789075999
2022-01-27,63397025999
2022-01-28,64410275999
2022-01-31,65382996000
2022-02-01,64872318000
2022-02-02,65917991999
2022-02-03,65666706000
2022-02-04,64993908000
2022-02-07,64985802000
2022-02-08,65115498000
2022-02-09,65107391999
2022-02-10,63429450000
2022-02-11,64102248000
2022-02-14,63834750000
2022-02-15,63364602000
2022-02-16,63769902000
2022-02-17,64150884000
2022-02-18,64158990000
2022-02-22,64337322000
2022-02-23,62934984000
2022-02-24,62545896000
2022-02-25,64596714000
2022-02-28,64467018000
2022-03-01,64272474000
2022-03-02,64977696000
2022-03-03,65431632000
2022-03-04,67036620000
2022-03-07,67563509999
2022-03-08,66112536000
2022-03-09,65658600000
2022-03-10,66639425999
2022-03-11,66679956000
2022-03-14,65917991999
2022-03-15,65674812000
2022-03-16,65464056000
2022-03-17,67028514000
2022-03-18,65877462000
2022-03-21,66331398000
2022-03-22,66193596000
2022-03-23,66169278000
2022-03-24,66712380000
2022-03-25,68066082000
2022-03-28,68284943999
2022-03-29,68811834000
2022-03-30,69249558000
2022-03-31,69539448000
2022-04-01,70652472000
2022-04-04,69850440000
2022-04-05,70456056000
2022-04-06,71888256000
2022-04-07,71740944000
2022-04-08,72330192000
2022-04-11,71626368000
2022-04-12,71519976000
2022-04-13,71356296000
2022-04-14,71528160000
2022-04-18,71061672000
2022-04-19,71176248000
2022-04-20,71192616000
2022-04-21,70832520000
2022-04-22,69473976000
2022-04-25,69203904000
2022-04-26,68393687999
2022-04-27,68238192000
2022-04-28,68639208000
2022-04-29,66814176000
2022-05-02,66331320000
2022-05-03,66478632000
2022-05-04,67526184000
2022-05-05,67959936000
2022-05-06,68761968000
2022-05-09,68557368000
2022-05-10,67076063999
2022-05-11,67943568000
2022-05-12,67845360000
2022-05-13,68426424000
2022-05-16,68491896000
2022-05-17,68950200000
2022-05-18,67648944000
2022-05-19,67280663999
2022-05-20,67550736000
2022-05-23,67984487999
2022-05-24,69498528000
2022-05-25,69285744000
2022-05-26,69220272000
2022-05-27,69694944000
2022-05-31,68925648000
2022-06-01,68508263999
2022-06-02,68320032000
2022-06-03,67689863999
2022-06-06,67706232000
2022-06-07,68009039999
2022-06-08,66445896000
2022-06-09,64931856000
2022-06-10,64907304000
2022-06-13,62460287999
2022-06-14,61052639999
2022-06-15,61281792000
2022-06-16,60872592000
2022-06-17,60078744000
2022-06-21,61036272000
2022-06-22,61723728000
2022-06-23,63139560000
2022-06-24,63949776000
2022-06-27,64342608000
2022-06-28,64268952000
2022-06-29,64669968000
2022-06-30,66449806000
2022-07-01,67640423999
2022-07-05,66133418000
2022-07-06,66632978000
2022-07-07,66458131999
2022-07-08,66091788000
2022-07-11,66424828000
2022-07-12,65983550000
2022-07-13,65492316000
2022-07-14,65583902000
2022-07-15,65941920000
2022-07-18,64951126000
2022-07-19,64759628000
2022-07-20,63086102000
2022-07-21,63244295999
2022-07-22,64401609999
2022-07-25,65442359999
2022-07-26,65983550000
2022-07-27,65941920000
2022-07-28,67707031999
2022-07-29,68256548000
2022-08-01,68722804000
2022-08-02,68406416000
2022-08-03,69272320000
2022-08-04,69014214000
2022-08-05,68747782000
2022-08-08,67765314000
2022-08-09,68589588000
2022-08-10,68389764000
2022-08-11,68073376000
2022-08-12,68964258000
2022-08-15,70479590000
2022-08-16,71145670000
2022-08-17,71287212000
2022-08-18,71312190000
2022-08-19,71287212000
2022-08-22,70412982000
2022-08-23,69880118000
2022-08-24,70196506000
2022-08-25,70188180000
2022-08-26,69172408000
2022-08-29,69613686000
2022-08-30,68556284000
2022-08-31,68106680000
2022-09-01,68572936000
2022-09-02,68131658000
2022-09-06,67856900000
2022-09-07,69430514000
2022-09-08,68914302000
2022-09-09,69239016000
2022-09-12,70104920000
2022-09-13,68473023999
2022-09-14,68639544000
2022-09-15,67373992000
2022-09-16,67290731999
2022-09-19,67590468000
2022-09-20,66632978000
2022-09-21,65717118000
2022-09-22,65309144000
2022-09-23,64734650000
2022-09-26,63144384000
2022-09-27,61637378000
2022-09-28,62328436000
2022-09-29,59164556000
2022-09-30,57706850000
2022-10-03,59360150000
2022-10-04,59702500000
2022-10-05,57623350000
2022-10-06,55076599999
2022-10-07,53765650000
2022-10-10,53857500000
2022-10-11,54133050000
2022-10-12,52321100000
2022-10-13,54308400000
2022-10-14,53698850000
2022-10-17,54508800000
2022-10-18,55560900000
2022-10-19,54851150000
2022-10-20,53782350000
2022-10-21,54717550000
2022-10-24,55118350000
2022-10-25,55878200000
2022-10-26,56045200000
2022-10-27,56253950000
2022-10-28,57957350000
2022-10-31,58424950000
2022-11-01,58216200000
2022-11-02,57648400000
2022-11-03,57807050000
2022-11-04,56053550000
2022-11-07,52554900000
2022-11-08,52287700000
2022-11-09,50450700000
2022-11-10,52078950000
2022-11-11,51486100000
2022-11-14,48396600000
2022-11-15,49164800000
2022-11-16,49774350000
2022-11-17,48738950000
2022-11-18,49398600000
2022-11-21,49715900000
2022-11-22,50308750000
2022-11-23,50960050000
2022-11-25,51377550000
2022-11-28,50617700000
2022-11-29,49907950000
2022-11-30,51026850000
2022-12-01,50408950000
2022-12-02,50492450000
2022-12-05,49490450000
2022-12-06,48638750000
2022-12-07,48430000000
2022-12-08,48672150000
2022-12-09,48663800000
2022-12-12,50083300000
2022-12-13,50083300000
2022-12-14,49490450000
2022-12-15,49131400000
2022-12-16,48947700000
2022-12-19,49473750000
2022-12-20,49749300000
2022-12-21,50141750000
2022-12-22,50509150000
2022-12-23,50759650000
2022-12-27,51586300000
2022-12-28,51319100000
2022-12-29,51469400000
2022-12-30,51202200000
2023-01-03,52592544000
2023-01-04,52792992000
2023-01-05,51331392000
2023-01-06,51673824000
2023-01-09,51439968000
2023-01-10,51640416000
2023-01-11,52099776000
2023-01-12,52542432000
2023-01-13,52550784000
2023-01-17,52216704000
2023-01-18,51623712000
2023-01-19,51790752000
2023-01-20,52133184000
2023-01-23,52592544000
2023-01-24,52183296000
2023-01-25,52049664000
2023-01-26,52266816000
2023-01-27,52158240000
2023-01-30,52358688000
2023-01-31,53152128000
2023-02-01,52701120000
2023-02-02,51782400000
2023-02-03,50320800000
2023-02-06,51565248000
2023-02-07,51448320000
2023-02-08,49752864000
2023-02-09,48216096000
2023-02-10,49727808000
2023-02-13,48976128000
2023-02-14,48491712000
2023-02-15,48650400000
2023-02-16,48525120000
2023-02-17,49026240000
2023-02-21,48525120000
2023-02-22,48199392000
2023-02-23,47848608000
2023-02-24,47606400000
2023-02-27,47046816000
2023-02-28,46453824000
2023-03-01,45718848000
2023-03-02,45927648000
2023-03-03,46721088000
2023-03-06,46746144000
