,IGT
2013-12-27,3107488566
2013-12-30,3149719441
2013-12-31,3195469556
2014-01-02,3091892752
2014-01-03,3050016101
2014-01-06,3067464706
2014-01-07,3097127334
2014-01-08,3100617055
2014-01-09,3062230124
2014-01-10,3053505822
2014-01-13,2957538496
2014-01-14,3050016101
2014-01-15,3046526380
2014-01-16,3034312357
2014-01-17,3100617055
2014-01-21,3165176892
2014-01-22,3158197450
2014-01-23,3079678729
2014-01-24,2624270146
2014-01-27,2564944890
2014-01-28,2584138356
2014-01-29,2549241146
2014-01-30,2547496286
2014-01-31,2517833658
2014-02-03,2463742983
2014-02-04,2489915890
2014-02-05,2498640193
2014-02-06,2540516844
2014-02-07,2571924332
2014-02-10,2528302821
2014-02-11,2507364495
2014-02-12,2531792541
2014-02-13,2584138356
2014-02-14,2612056123
2014-02-18,2552730867
2014-02-19,2535282262
2014-02-20,2570179472
2014-02-21,2564944890
2014-02-24,2599842100
2014-02-25,2573669193
2014-02-26,2587628077
2014-02-27,2627759867
2014-02-28,2632994449
2014-03-03,2566689751
2014-03-04,2620780425
2014-03-05,2650443053
2014-03-06,2765603844
2014-03-07,2742920658
2014-03-10,2728961775
2014-03-11,2704533728
2014-03-12,2699299147
2014-03-13,2650443053
2014-03-14,2612056123
2014-03-17,2629504728
2014-03-18,2659167356
2014-03-19,2641718751
2014-03-20,2584138356
2014-03-21,2599842100
2014-03-24,2582393495
2014-03-25,2591117797
2014-03-26,2376499960
2014-03-27,2367775657
2014-03-28,2393948564
2014-03-31,2453273820
2014-04-01,2451965580
2014-04-02,2422318770
2014-04-03,2413599120
2014-04-04,2382208380
2014-04-07,2345585850
2014-04-08,2349073710
2014-04-09,2415343050
2014-04-10,2397903750
2014-04-11,2368256940
2014-04-14,2385696240
2014-04-15,2413599120
2014-04-16,2434526280
2014-04-17,2422318770
2014-04-21,2441502000
2014-04-22,2453709510
2014-04-23,2200839660
2014-04-24,2202583590
2014-04-25,2172936780
2014-04-28,2150265690
2014-04-29,2136314250
2014-04-30,2188632150
2014-05-01,2207815380
2014-05-02,2214791100
2014-05-05,2190376080
2014-05-06,2188632150
2014-05-07,2193863940
2014-05-08,2162473200
2014-05-09,2131082460
2014-05-12,2193863940
2014-05-13,2220022890
2014-05-14,2176424640
2014-05-15,2155497480
2014-05-16,2164217130
2014-05-19,2190376080
2014-05-20,2141546040
2014-05-21,2171192850
2014-05-22,2169448920
2014-05-23,2207815380
2014-05-27,2190376080
2014-05-28,2197351800
2014-05-29,2193863940
2014-05-30,2188632150
2014-06-02,2172936780
2014-06-03,2172936780
2014-06-04,2172936780
2014-06-05,2185144290
2014-06-06,2181656430
2014-06-09,2495563830
2014-06-10,2511259200
2014-06-11,2509515270
2014-06-12,2502539550
2014-06-13,2765872980
2014-06-16,2727506520
2014-06-17,2769360840
2014-06-18,2764129050
2014-06-19,2799007650
2014-06-20,2792031930
2014-06-23,2809471230
2014-06-24,2762385120
2014-06-25,2753665470
2014-06-26,2771104770
2014-06-27,2812959090
2014-06-30,2774592630
2014-07-01,2771753200
2014-07-02,2754397200
2014-07-03,2811672000
2014-07-07,2700593600
2014-07-08,2638112000
2014-07-09,2622491600
2014-07-10,2676295200
2014-07-11,2648525600
2014-07-14,2690180000
2014-07-15,2690180000
2014-07-16,2936635200
2014-07-17,2945313200
2014-07-18,2976553999
2014-07-21,2969611600
2014-07-22,2976553999
2014-07-23,2974818400
2014-07-24,3014737200
2014-07-25,3002588000
2014-07-28,2978289600
2014-07-29,2969611600
2014-07-30,2955726800
2014-07-31,2938370800
2014-08-01,2912336800
2014-08-04,2926221600
2014-08-05,2919279200
2014-08-06,2875889200
2014-08-07,2827292400
2014-08-08,2835970400
2014-08-11,2851590800
2014-08-12,2872418000
2014-08-13,2881096000
2014-08-14,2910601200
2014-08-15,2917543600
2014-08-18,2912336800
2014-08-19,2908865600
2014-08-20,2924486000
2014-08-21,2922750400
2014-08-22,2914072400
2014-08-25,2905394399
2014-08-26,2921014799
2014-08-27,2907130000
2014-08-28,2898452000
2014-08-29,2926221600
2014-09-02,2921014799
2014-09-03,2908865600
2014-09-04,2823821200
2014-09-05,2884567200
2014-09-08,2893245200
2014-09-09,2917543600
2014-09-10,2922750400
2014-09-11,2936635200
2014-09-12,2931428400
2014-09-15,2945313200
2014-09-16,2940106400
2014-09-17,2927957200
2014-09-18,2931428400
2014-09-19,2929692800
2014-09-22,2914072400
2014-09-23,2914072400
2014-09-24,2934899600
2014-09-25,2922750400
2014-09-26,2940106400
2014-09-29,2943577600
2014-09-30,2927957200
2014-10-01,2913205679
2014-10-02,2932246240
2014-10-03,2951286800
2014-10-06,2942632000
2014-10-07,2927053360
2014-10-08,2954748720
2014-10-09,2913205679
2014-10-10,2880317440
2014-10-13,2876855520
2014-10-14,2897627039
2014-10-15,2852622080
2014-10-16,2792038480
2014-10-17,2769536000
2014-10-20,2792038480
2014-10-21,2838774399
2014-10-22,2792038480
2014-10-23,2821464800
2014-10-24,2826657679
2014-10-27,2807617120
2014-10-28,2819733840
2014-10-29,2819733840
2014-10-30,2802424240
2014-10-31,2837043440
2014-11-03,2833581520
2014-11-04,2797231360
2014-11-05,2823195760
2014-11-06,2850891120
2014-11-07,2833581520
2014-11-10,2864738800
2014-11-11,2911474720
2014-11-12,2921860480
2014-11-13,2906281840
2014-11-14,2937439120
2014-11-17,2947824880
2014-11-18,2946093920
2014-11-19,2958210640
2014-11-20,2970327360
2014-11-21,2961672560
2014-11-24,2975520240
2014-11-25,2966865440
2014-11-26,2975520240
2014-11-28,2947824880
2014-12-01,2965134480
2014-12-02,2987636960
2014-12-03,2970327360
2014-12-04,2985906000
2014-12-05,2978982160
2014-12-08,2982444080
2014-12-09,2959941600
2014-12-10,2940901039
2014-12-11,2954748720
2014-12-12,2920129520
2014-12-15,2918398560
2014-12-16,2918398560
2014-12-17,2930515280
2014-12-18,2951286800
2014-12-19,2940901039
2014-12-22,2958210640
2014-12-23,2966865440
2014-12-24,2958210640
2014-12-26,2963403520
2014-12-29,2989367920
2014-12-30,2989367920
2014-12-31,2985906000
2015-01-02,2955612734
2015-01-05,2933390082
2015-01-06,2906039126
2015-01-07,2936808952
2015-01-08,2909457995
2015-01-09,2895782517
2015-01-12,2899201386
2015-01-13,2900910821
2015-01-14,2916295734
2015-01-15,2909457995
2015-01-16,2900910821
2015-01-20,2890654212
2015-01-21,2912876865
2015-01-22,2909457995
2015-01-23,2899201386
2015-01-26,2916295734
2015-01-27,2907748560
2015-01-28,2892363647
2015-01-29,2894073082
2015-01-30,2892363647
2015-02-02,2909457995
2015-02-03,2921424039
2015-02-04,2906039126
2015-02-05,2916295734
2015-02-06,2933390082
2015-02-09,2918005169
2015-02-10,2928261778
2015-02-11,2931680647
2015-02-12,2947065560
2015-02-13,2940227821
2015-02-17,2967578778
2015-02-18,2972707082
2015-02-19,2988091995
2015-02-20,2998348604
2015-02-23,3000058038
2015-02-24,3001767473
2015-02-25,2996639169
2015-02-26,3012024082
2015-02-27,3049631647
2015-03-02,3063307125
2015-03-03,3075273169
2015-03-04,3070144864
2015-03-05,3054759951
2015-03-06,3053050517
2015-03-09,3058178821
2015-03-10,3049631647
2015-03-11,3030827864
2015-03-12,3029118430
2015-03-13,3017152386
2015-03-16,3022280691
2015-03-17,3035956169
2015-03-18,3041084473
2015-03-19,3039375038
2015-03-20,3053050517
2015-03-23,3063307125
2015-03-24,3061597690
2015-03-25,3054759951
2015-03-26,3032537299
2015-03-27,3039375038
2015-03-30,3030827864
2015-03-31,2976125951
2015-04-01,3459964950
2015-04-02,3503337730
2015-04-06,3485594320
2015-04-07,3958751919
2015-04-08,3921293610
2015-04-09,4037611520
2015-04-10,3992267250
2015-04-13,4021839599
2015-04-14,4051411950
2015-04-15,4006067680
2015-04-16,3781317820
2015-04-17,3858205930
2015-04-20,3883835300
2015-04-21,3923265099
2015-04-22,3919322120
2015-04-23,3942980000
2015-04-24,3984381290
2015-04-27,3948894470
2015-04-28,3980438310
2015-04-29,4013953640
2015-04-30,4013953640
2015-05-01,4090841750
2015-05-04,4159843900
2015-05-05,4149986450
2015-05-06,4126328570
2015-05-07,4177587310
2015-05-08,4084927280
2015-05-11,4084927280
2015-05-12,4049440460
2015-05-13,3814833150
2015-05-14,3603883720
2015-05-15,3623598620
2015-05-18,3576282860
2015-05-19,3625570110
2015-05-20,3572339880
2015-05-21,3582197330
2015-05-22,3564453919
2015-05-26,3556567960
2015-05-27,3623598620
2015-05-28,3623598620
2015-05-29,3566425410
2015-06-01,3540796040
2015-06-02,3493480280
2015-06-03,3523052630
2015-06-04,3469822400
2015-06-05,3509252200
2015-06-08,3550653490
2015-06-09,3560510939
2015-06-10,3664999910
2015-06-11,3714287160
2015-06-12,3645285009
2015-06-15,3645285009
2015-06-16,3601912230
2015-06-17,3609798189
2015-06-18,3590083290
2015-06-19,3523052630
2015-06-22,3631484580
2015-06-23,3633456070
2015-06-24,3546710509
2015-06-25,3668942890
2015-06-26,3603883720
2015-06-29,3530938590
2015-06-30,3501366240
2015-07-01,3486910400
2015-07-02,3462972800
2015-07-06,3500874000
2015-07-07,3437040400
2015-07-08,3466962400
2015-07-09,3500874000
2015-07-10,3558723200
2015-07-13,3622556800
2015-07-14,3610588000
2015-07-15,3602608799
2015-07-16,3582660800
2015-07-17,3586650400
2015-07-20,3580666000
2015-07-21,3632530800
2015-07-22,3680406000
2015-07-23,3676416400
2015-07-24,3696364400
2015-07-27,3682400800
2015-07-28,3893849600
2015-07-29,3887865199
2015-07-30,3887865199
2015-07-31,3949704000
2015-08-03,3909808000
2015-08-04,3764187600
2015-08-05,3768177200
2015-08-06,3730276000
2015-08-07,3740250000
2015-08-10,3786130400
2015-08-11,3891854800
2015-08-12,3933745600
2015-08-13,3931750800
2015-08-14,3905818399
2015-08-17,3879886000
2015-08-18,3845974400
2015-08-19,3688385199
2015-08-20,3482920800
2015-08-21,3435045600
2015-08-24,3217612400
2015-08-25,3235565600
2015-08-26,3291420000
2015-08-27,3343284800
2015-08-28,3389165199
2015-08-31,3387170400
2015-09-01,3279451200
2015-09-02,3377196400
2015-09-03,3385175600
2015-09-04,3355253600
2015-09-08,3367222400
2015-09-09,3353258799
2015-09-10,3335305600
2015-09-11,3299399200
2015-09-14,3279451200
2015-09-15,3367222400
2015-09-16,3433050800
2015-09-17,3431056000
2015-09-18,3419087200
2015-09-21,3458983200
2015-09-22,3421081999
2015-09-23,3347274400
2015-09-24,3387170400
2015-09-25,3317352400
2015-09-28,3167742400
2015-09-29,3105903600
2015-09-30,3058028400
2015-10-01,2981947142
2015-10-02,3029914120
2015-10-05,3213787536
2015-10-06,3241768273
2015-10-07,3257757266
2015-10-08,3259755890
2015-10-09,3333704982
2015-10-12,3295731124
2015-10-13,3273746259
2015-10-14,3297729748
2015-10-15,3353691223
2015-10-16,3311720117
2015-10-19,3305724244
2015-10-20,3329707733
2015-10-21,3235772401
2015-10-22,3209790288
2015-10-23,3289735252
2015-10-26,3291733876
2015-10-27,3321713237
2015-10-28,3327709109
2015-10-29,3297729748
2015-10-30,3241768273
2015-11-02,3245765522
2015-11-03,3357688471
2015-11-04,3349693974
2015-11-05,3305724244
2015-11-06,3269749011
2015-11-09,3233773777
2015-11-10,3197798544
2015-11-11,3085875594
2015-11-12,3275744883
2015-11-13,3219783408
2015-11-16,3207791664
2015-11-17,3171816430
2015-11-18,3197798544
2015-11-19,3203794416
2015-11-20,3231775153
2015-11-23,3119852204
2015-11-24,3099865963
2015-11-25,3089872843
2015-11-27,3113856332
2015-11-30,3103863211
2015-12-01,3111857708
2015-12-02,3097867339
2015-12-03,3099865963
2015-12-04,3157826062
2015-12-07,3135841197
2015-12-08,3095868715
2015-12-09,3065889354
2015-12-10,3033911368
2015-12-11,2987943014
2015-12-14,2945971908
2015-12-15,3047901737
2015-12-16,3073883850
2015-12-17,3001933383
2015-12-18,3029914120
2015-12-21,3101864587
2015-12-22,3107860459
2015-12-23,3235772401
2015-12-24,3275744883
2015-12-28,3313718741
2015-12-29,3325710485
2015-12-30,3291733876
2015-12-31,3233773777
2016-01-04,3239255840
2016-01-05,3179121140
2016-01-06,3127004400
2016-01-07,3008739490
2016-01-08,3006735000
2016-01-11,3056847250
2016-01-12,3054842760
2016-01-13,2992703570
2016-01-14,2970654180
2016-01-15,2880452130
2016-01-19,2854393760
2016-01-20,2852389270
2016-01-21,2878447640
2016-01-22,2928559890
2016-01-25,2792254570
2016-01-26,2848380290
2016-01-27,2844371310
2016-01-28,2816308450
2016-01-29,2900497030
2016-02-01,2858402740
2016-02-02,2780227630
2016-02-03,2762187220
2016-02-04,2774214160
2016-02-05,2758178240
2016-02-08,2645926800
2016-02-09,2613854960
2016-02-10,2603832510
2016-02-11,2547706790
2016-02-12,2649935780
2016-02-16,2746151300
2016-02-17,2824326410
2016-02-18,2860407230
2016-02-19,2860407230
2016-02-22,2944595810
2016-02-23,2878447640
2016-02-24,2866420700
2016-02-25,2938582340
2016-02-26,2994708060
2016-02-29,2962636220
2016-03-01,3068874190
2016-03-02,3082905620
2016-03-03,3159076240
2016-03-04,3165089710
2016-03-07,3245269310
2016-03-08,3189143590
2016-03-09,3157071750
2016-03-10,3145044810
2016-03-11,3245269310
2016-03-14,3241260330
2016-03-15,3187139100
2016-03-16,3409637490
2016-03-17,3561978730
2016-03-18,3600064040
2016-03-21,3569996689
2016-03-22,3574005669
2016-03-23,3491821580
2016-03-24,3525897910
2016-03-28,3596055060
2016-03-29,3535920360
2016-03-30,3588037099
2016-03-31,3658194250
2016-04-01,3720724209
2016-04-04,3595962230
2016-04-05,3551691849
2016-04-06,3555716430
2016-04-07,3519495209
2016-04-08,3559741010
2016-04-11,3515470630
2016-04-12,3579863910
2016-04-13,3678466120
2016-04-14,3599986810
2016-04-15,3595962230
2016-04-18,3545654980
2016-04-19,3614072840
2016-04-20,3610048260
2016-04-21,3589925360
2016-04-22,3610048260
2016-04-25,3646269480
2016-04-26,3652306349
2016-04-27,3604011390
2016-04-28,3529556660
2016-04-29,3489310860
2016-05-02,3515470630
2016-05-03,3471200250
2016-05-04,3535593530
2016-05-05,3497360020
2016-05-06,3505409180
2016-05-09,3455101930
2016-05-10,3499372310
2016-05-11,3422905290
2016-05-12,3420893000
2016-05-13,3406806970
2016-05-16,3426929870
2016-05-17,3441015900
2016-05-18,3471200250
2016-05-19,3455101930
2016-05-20,3432966739
2016-05-23,3441015900
2016-05-24,3483273989
2016-05-25,3579863910
2016-05-26,3714687340
2016-05-27,3726761080
2016-05-31,3815301840
2016-06-01,3835424739
2016-06-02,3835424739
2016-06-03,3873658250
2016-06-06,3891768860
2016-06-07,3940063819
2016-06-08,3923965500
2016-06-09,3911891760
2016-06-10,3869633670
2016-06-13,3821338709
2016-06-14,3771031459
2016-06-15,3829387870
2016-06-16,3771031459
2016-06-17,3821338709
2016-06-20,3851523060
2016-06-21,3952137560
2016-06-22,3901830310
2016-06-23,3919940920
2016-06-24,3801215810
2016-06-27,3672429250
2016-06-28,3622122000
2016-06-29,3662367800
2016-06-30,3771031459
2016-07-01,3820368390
2016-07-05,3674907510
2016-07-06,3680968380
2016-07-07,3689049540
2016-07-08,3763800270
2016-07-11,3862794480
2016-07-12,3909261150
2016-07-13,3913301730
2016-07-14,3935524920
2016-07-15,3889058250
2016-07-18,3963808980
2016-07-19,4036539420
2016-07-20,4089066959
2016-07-21,4123411890
2016-07-22,4159777110
2016-07-25,4240588709
2016-07-26,4264832190
2016-07-27,4232507550
2016-07-28,4145635080
2016-07-29,4222406099
2016-08-01,4264832190
2016-08-02,4272913349
2016-08-03,4323420600
2016-08-04,4357765530
2016-08-05,4359785820
2016-08-08,4339582920
2016-08-09,4388069880
2016-08-10,4420394520
2016-08-11,4464840900
2016-08-12,4485043800
2016-08-15,4610301780
2016-08-16,4579997430
2016-08-17,4545652500
2016-08-18,4594139460
2016-08-19,4650707580
2016-08-22,4634545260
2016-08-23,4646667000
2016-08-24,4636565550
2016-08-25,4610301780
2016-08-26,4598180040
2016-08-29,4630504680
2016-08-30,4563835110
2016-08-31,4612322070
2016-09-01,4666869900
2016-09-02,4747681500
2016-09-06,4777985850
2016-09-07,4889101800
2016-09-08,4800209040
2016-09-09,4658788740
2016-09-12,4794148170
2016-09-13,4693133670
2016-09-14,4751722080
2016-09-15,4808290200
2016-09-16,4927487310
2016-09-19,4866878610
2016-09-20,4879000350
2016-09-21,4891122090
2016-09-22,4977994560
2016-09-23,5000217750
2016-09-26,4967893110
2016-09-27,4994156880
2016-09-28,5006278620
2016-09-29,5016380070
2016-09-30,4925467020
2016-10-03,4989309840
2016-10-04,5054053520
2016-10-05,5088448600
2016-10-06,5171401440
2016-10-07,5319097960
2016-10-10,5238168360
2016-10-11,5260424000
2016-10-12,5355516280
2016-10-13,5292795840
2016-10-14,5400027560
2016-10-17,5491073360
2016-10-18,5426329680
2016-10-19,5610444520
2016-10-20,5741955120
2016-10-21,5752071320
2016-10-24,5756117800
2016-10-25,5808722040
2016-10-26,5737908640
2016-10-27,5709583280
2016-10-28,5784443160
2016-10-31,5810745280
2016-11-01,5715653000
2016-11-02,5685304400
2016-11-03,5574026200
2016-11-04,5602351560
2016-11-07,5762187520
2016-11-08,5867396000
2016-11-09,5841093880
2016-11-10,5626630440
2016-11-11,5863349520
2016-11-14,5944279120
2016-11-15,6017115760
2016-11-16,6009022800
2016-11-17,5984743920
2016-11-18,6100068600
2016-11-21,5804675560
2016-11-22,5521421960
2016-11-23,5375748680
2016-11-25,5513329000
2016-11-28,5282679640
2016-11-29,5256377520
2016-11-30,5215912720
2016-12-01,4963007720
2016-12-02,4993356320
2016-12-05,5082378880
2016-12-06,5084402120
2016-12-07,5157238760
2016-12-08,5153192280
2016-12-09,5037867600
2016-12-12,4918496440
2016-12-13,4946821800
2016-12-14,5043937320
2016-12-15,5262447240
2016-12-16,5242214840
2016-12-19,5143076080
2016-12-20,5211866240
2016-12-21,5232098640
2016-12-22,5226028920
2016-12-23,5226028920
2016-12-27,5173424680
2016-12-28,5181517640
2016-12-29,5118797200
2016-12-30,5163308480
2017-01-03,5193586350
2017-01-04,5236106940
2017-01-05,5288751480
2017-01-06,5365693500
2017-01-09,5430486780
2017-01-10,5440610730
2017-01-11,5473007370
2017-01-12,5523627120
2017-01-13,5485156110
2017-01-17,5466933000
2017-01-18,5375817450
2017-01-19,5385941400
2017-01-20,5523627120
2017-01-23,5576271660
2017-01-24,5620817040
2017-01-25,5693709480
2017-01-26,5406189300
2017-01-27,5430486780
2017-01-30,5286726690
2017-01-31,5347470390
2017-02-01,5367718290
2017-02-02,5389990980
2017-02-03,5473007370
2017-02-06,5430486780
2017-02-07,5359619130
2017-02-08,5341396020
2017-02-09,5383916610
2017-02-10,5458833840
2017-02-13,5533751070
2017-02-14,5466933000
2017-02-15,5566147710
2017-02-16,5551974180
2017-02-17,5507428800
2017-02-21,5527676700
2017-02-22,5456809050
2017-02-23,5398090140
2017-02-24,5408214090
2017-02-27,5448709890
2017-02-28,5466933000
2017-03-01,5466933000
2017-03-02,5462883420
2017-03-03,5624866620
2017-03-06,5610693090
2017-03-07,5610693090
2017-03-08,5600569140
2017-03-09,4746107760
2017-03-10,4758256500
2017-03-13,4790653140
2017-03-14,4788628350
2017-03-15,4861520790
2017-03-16,4885818270
2017-03-17,5001231300
2017-03-20,4893917430
2017-03-21,4796727510
2017-03-22,4748132550
2017-03-23,4742058180
2017-03-24,4719785490
2017-03-27,4687388850
2017-03-28,4774454820
2017-03-29,4784578770
2017-03-30,4772430030
2017-03-31,4798752300
2017-04-03,4768161901
2017-04-04,4753970943
2017-04-05,4753970943
2017-04-06,4833034852
2017-04-07,4725589027
2017-04-10,4790461978
2017-04-11,4778298300
2017-04-12,4697207111
2017-04-13,4427578908
2017-04-17,4316078523
2017-04-18,4504615537
2017-04-19,4433660747
2017-04-20,4486370020
2017-04-21,4528942894
2017-04-24,4502588258
2017-04-25,4419469789
2017-04-26,4478260901
2017-04-27,4585706726
2017-04-28,4500560978
2017-05-01,4508670097
2017-05-02,4415415230
2017-05-03,4378924195
2017-05-04,4324187642
2017-05-05,4468124502
2017-05-08,4382978754
2017-05-09,4366760516
2017-05-10,4405278831
2017-05-11,4374869635
2017-05-12,4297833006
2017-05-15,4324187642
2017-05-16,4368787796
2017-05-17,4198496300
2017-05-18,4194441740
2017-05-19,4257287412
2017-05-22,4293778446
2017-05-23,4182278062
2017-05-24,4257287412
2017-05-25,3699785489
2017-05-26,3693703649
2017-05-30,3616667020
2017-05-31,3598421503
2017-06-01,3612612461
2017-06-02,3667349013
2017-06-05,3645048936
2017-06-06,3693703649
2017-06-07,3736276523
2017-06-08,3784931237
2017-06-09,3649103496
2017-06-12,3655185335
2017-06-13,3738303803
2017-06-14,3669376293
2017-06-15,3667349013
2017-06-16,3687621810
2017-06-19,3736276523
2017-06-20,3762631160
2017-06-21,3586257824
2017-06-22,3640994377
2017-06-23,3768712999
2017-06-26,3754522041
2017-06-27,3803176754
2017-06-28,3730194684
2017-06-29,3728167405
2017-06-30,3709921887
2017-07-03,3664072941
2017-07-05,3670176339
2017-07-06,3662038476
2017-07-07,3682383134
2017-07-10,3759692835
2017-07-11,3763761767
2017-07-12,3716969053
2017-07-13,3767830698
2017-07-14,3794278754
2017-07-17,3706796724
2017-07-18,3771899630
2017-07-19,3855312728
2017-07-20,3853278263
2017-07-21,3806485549
2017-07-24,3985518541
2017-07-25,4044518050
2017-07-26,4068931640
2017-07-27,4042483584
2017-07-28,3908208840
2017-07-31,3873622921
2017-08-01,4365963649
2017-08-02,4300860743
2017-08-03,4174723862
2017-08-04,4140137943
2017-08-07,4134034546
2017-08-08,4081138434
2017-08-09,4034345721
2017-08-10,3985518541
2017-08-11,3963139417
2017-08-14,4005863199
2017-08-15,4038414652
2017-08-16,4070966105
2017-08-17,4075035037
2017-08-18,4068931640
2017-08-21,4073000571
2017-08-22,4070966105
2017-08-23,4030276789
2017-08-24,4111655422
2017-08-25,4150310272
2017-08-28,4026207857
2017-08-29,4138103477
2017-08-30,4190999589
2017-08-31,4144206875
2017-09-01,4178792794
2017-09-05,4170654931
2017-09-06,4197102986
2017-09-07,4178792794
2017-09-08,4087241832
2017-09-11,4180827260
2017-09-12,4286619482
2017-09-13,4345618991
2017-09-14,4378170444
2017-09-15,4524651983
2017-09-18,4640616535
2017-09-19,4567375765
2017-09-20,4858304378
2017-09-21,4793201471
2017-09-22,4772856813
2017-09-25,4730133031
2017-09-26,5014958246
2017-09-27,4939683010
2017-09-28,4996648053
2017-09-29,4994613588
2017-10-02,4949120000
2017-10-03,5028485000
2017-10-04,4934875000
2017-10-05,5014240000
2017-10-06,5008135000
2017-10-09,4951155000
2017-10-10,4884000000
2017-10-11,4824985000
2017-10-12,4761900000
2017-10-13,4806670000
2017-10-16,4884000000
2017-10-17,4755795000
2017-10-18,4861615000
2017-10-19,4841265000
2017-10-20,4869755000
2017-10-23,4774110000
2017-10-24,4835160000
2017-10-25,4796495000
2017-10-26,4631660000
2017-10-27,4652010000
2017-10-30,4788355000
2017-10-31,4782250000
2017-11-01,4914525000
2017-11-02,4827020000
2017-11-03,4898245000
2017-11-06,4945050000
2017-11-07,4841265000
2017-11-08,4918595000
2017-11-09,4900280000
2017-11-10,4843300000
2017-11-13,4853475000
2017-11-14,5586075000
2017-11-15,5649160000
2017-11-16,5860800000
2017-11-17,5807890000
2017-11-20,5799750000
2017-11-21,5801785000
2017-11-22,5691895000
2017-11-24,5718350000
2017-11-27,5677650000
2017-11-28,5622705000
2017-11-29,5602355000
2017-11-30,5594215000
2017-12-01,5647125000
2017-12-04,5647125000
2017-12-05,5590145000
2017-12-06,5559620000
2017-12-07,5634915000
2017-12-08,5427345000
2017-12-11,5575900000
2017-12-12,5502640000
2017-12-13,5525025000
2017-12-14,5504675000
2017-12-15,5427345000
2017-12-18,5388680000
2017-12-19,5303210000
2017-12-20,5429380000
2017-12-21,5543340000
2017-12-22,5341875000
2017-12-26,5345945000
2017-12-27,5378505000
2017-12-28,5356120000
2017-12-29,5394785000
2018-01-02,5412131272
2018-01-03,5385839154
2018-01-04,5440445860
2018-01-05,5616400800
2018-01-08,5582018800
2018-01-09,5648760329
2018-01-10,5590108683
2018-01-11,5668985035
2018-01-12,5620445741
2018-01-16,5527412095
2018-01-17,5559771624
2018-01-18,5456625624
2018-01-19,5527412095
2018-01-22,5588086212
2018-01-23,5664940094
2018-01-24,5735726564
2018-01-25,5844939976
2018-01-26,5840895035
2018-01-29,5895501740
2018-01-30,5853029858
2018-01-31,5879321976
2018-02-01,5994602799
2018-02-02,5832805152
2018-02-05,5616400800
2018-02-06,5673029976
2018-02-07,5557749153
2018-02-08,5381794213
2018-02-09,5242243743
2018-02-12,5242243743
2018-02-13,5250333625
2018-02-14,5381794213
2018-02-15,5507187389
2018-02-16,5499097507
2018-02-20,5579996330
2018-02-21,5456625624
2018-02-22,5357524566
2018-02-23,5454603154
2018-02-26,5474827860
2018-02-27,5399996448
2018-02-28,5359547037
2018-03-01,5331232448
2018-03-02,5436400919
2018-03-05,5424266095
2018-03-06,5579996330
2018-03-07,5592131153
2018-03-08,6039097151
2018-03-09,5907636564
2018-03-12,6010782563
2018-03-13,6051231975
2018-03-14,6217074562
2018-03-15,6105838681
2018-03-16,6065389269
2018-03-19,5994602799
2018-03-20,5889434328
2018-03-21,5824715270
2018-03-22,5626513153
2018-03-23,5438423389
2018-03-26,5470782918
2018-03-27,5369659389
2018-03-28,5355502095
2018-03-29,5406063860
2018-04-02,5319315080
2018-04-03,5319315080
2018-04-04,5347891600
2018-04-05,5437703520
2018-04-06,5309109180
2018-04-09,5174391300
2018-04-10,5243791420
2018-04-11,5270326760
2018-04-12,5431579980
2018-04-13,5366262220
2018-04-16,5468321220
2018-04-17,5554050780
2018-04-18,5745921700
2018-04-19,5717345180
2018-04-20,5705098100
2018-04-23,5733674620
2018-04-24,5533638980
2018-04-25,5480568300
2018-04-26,5578544940
2018-04-27,5694892200
2018-04-30,5770415860
2018-05-01,5703056920
2018-05-02,5686727480
2018-05-03,5645903880
2018-05-04,5705098100
2018-05-07,5766333500
2018-05-08,5719386360
2018-05-09,5719386360
2018-05-10,5843898340
2018-05-11,5811239460
2018-05-14,5992904480
2018-05-15,6148034160
2018-05-16,6243969620
2018-05-17,6201104840
2018-05-18,6207228380
2018-05-21,6084757580
2018-05-22,5809198280
2018-05-23,5623450900
2018-05-24,5584668480
2018-05-25,5388715200
2018-05-29,5233585520
2018-05-30,5360138680
2018-05-31,5131526520
2018-06-01,5186638380
2018-06-04,5051920500
2018-06-05,5017220440
2018-06-06,5221338440
2018-06-07,5019261620
2018-06-08,4992726280
2018-06-11,5102950000
2018-06-12,5147855960
2018-06-13,5143773600
2018-06-14,5331562160
2018-06-15,5364221040
2018-06-18,5274409120
2018-06-19,5082538200
2018-06-20,5060085220
2018-06-21,5053961680
2018-06-22,5086620560
2018-06-25,4898832000
2018-06-26,4823308340
2018-06-27,4717166980
2018-06-28,4719208160
2018-06-29,4743702320
2018-07-02,4643940060
2018-07-03,4676615100
2018-07-05,4660277580
2018-07-06,4848159060
2018-07-09,4801188690
2018-07-10,4889002860
2018-07-11,4874707530
2018-07-12,5023787400
2018-07-13,5083010910
2018-07-16,4982943600
2018-07-17,5029913970
2018-07-18,5083010910
2018-07-19,5121812520
2018-07-20,5072799960
2018-07-23,5033998350
2018-07-24,5056462440
2018-07-25,5105475000
2018-07-26,5111601570
2018-07-27,5087095290
2018-07-30,4952310750
2018-07-31,5162656320
2018-08-01,4829779350
2018-08-02,4666404150
2018-08-03,4547957130
2018-08-06,4580632170
2018-08-07,4531619610
2018-08-08,4372328790
2018-08-09,4417256970
2018-08-10,4294725570
2018-08-13,4198742639
2018-08-14,4123181610
