,KDP
2017-08-30,2652068000
2017-08-31,2659324000
2017-09-01,2679278000
2017-09-05,2681092000
2017-09-06,2688348000
2017-09-07,2690162000
2017-09-08,2672022000
2017-09-11,2690162000
2017-09-12,2693790000
2017-09-13,2679278000
2017-09-14,2675650000
2017-09-15,2673836000
2017-09-18,2686534000
2017-09-19,2681092000
2017-09-20,2677464000
2017-09-21,2613974000
2017-09-22,2592206000
2017-09-25,2568624000
2017-09-26,2590392000
2017-09-27,2559554000
2017-09-28,2581322000
2017-09-29,2583136000
2017-10-02,2538389000
2017-10-03,2523997000
2017-10-04,2540188000
2017-10-05,2547384000
2017-10-06,2556379000
2017-10-09,2550982000
2017-10-10,2567173000
2017-10-11,2572570000
2017-10-12,2579766000
2017-10-13,2585163000
2017-10-16,2595957000
2017-10-17,2588761000
2017-10-18,2581565000
2017-10-19,2586962000
2017-10-20,2577967000
2017-10-23,2615746000
2017-10-24,2597756000
2017-10-25,2477223000
2017-10-26,2504208000
2017-10-27,2484419000
2017-10-30,2462831000
2017-10-31,2480821000
2017-11-01,2488017000
2017-11-02,2471826000
2017-11-03,2479022000
2017-11-06,2446640000
2017-11-07,2446640000
2017-11-08,2479022000
2017-11-09,2482620000
2017-11-10,2500610000
2017-11-13,2520399000
2017-11-14,2543786000
2017-11-15,2529394000
2017-11-16,2523997000
2017-11-17,2527595000
2017-11-20,2525796000
2017-11-21,2520399000
2017-11-22,2502409000
2017-11-24,2507806000
2017-11-27,2516801000
2017-11-28,2538389000
2017-11-29,2590560000
2017-11-30,2612148000
2017-12-01,2613947000
2017-12-04,2696701000
2017-12-05,2707495000
2017-12-06,2750671000
2017-12-07,2725485000
2017-12-08,2727284000
2017-12-11,2738078000
2017-12-12,2727284000
2017-12-13,2716490000
2017-12-14,2693103000
2017-12-15,2720088000
2017-12-18,2727284000
2017-12-19,2729083000
2017-12-20,2779455000
2017-12-21,2774058000
2017-12-22,2784852000
2017-12-26,2790249000
2017-12-27,2810038000
2017-12-28,2806440000
2017-12-29,2811837000
2018-01-02,12126270000
2018-01-03,12134175000
2018-01-04,12189510000
2018-01-05,12157890000
2018-01-08,12173700000
2018-01-09,12157890000
2018-01-10,12173700000
2018-01-11,12173700000
2018-01-12,12118365000
2018-01-16,12078840000
2018-01-17,12205320000
2018-01-18,12134175000
2018-01-19,12260655000
2018-01-22,12315990000
2018-01-23,12308085000
2018-01-24,12213225000
2018-01-25,12181605000
2018-01-26,12173700000
2018-01-29,14900925000
2018-01-30,15145980000
2018-01-31,15193410000
2018-02-01,15288270000
2018-02-02,15106455000
2018-02-05,15059025000
2018-02-06,15059025000
2018-02-07,15019500000
2018-02-08,14885114999
2018-02-09,14853495000
2018-02-12,14861400000
2018-02-13,14758635000
2018-02-14,14624250000
2018-02-15,14703300000
2018-02-16,14647965000
2018-02-20,14774445000
2018-02-21,14687489999
2018-02-22,14608440000
2018-02-23,14679585000
2018-02-26,14758635000
2018-02-27,14798160000
2018-02-28,14798160000
2018-03-01,14821875000
2018-03-02,14790255000
2018-03-05,14750730000
2018-03-06,14782350000
2018-03-07,14798160000
2018-03-08,14932545000
2018-03-09,15011594999
2018-03-12,14964165000
2018-03-13,14972070000
2018-03-14,14995785000
2018-03-15,14924640000
2018-03-16,14964165000
2018-03-19,15066929999
2018-03-20,15066929999
2018-03-21,15019500000
2018-03-22,15019500000
2018-03-23,15011594999
2018-03-26,15074835000
2018-03-27,15051120000
2018-03-28,15066929999
2018-03-29,15066929999
2018-04-02,15027405000
2018-04-03,15043215000
2018-04-04,15074835000
2018-04-05,15098550000
2018-04-06,15090645000
2018-04-09,15209219999
2018-04-10,15311985000
2018-04-11,15343605000
2018-04-12,15367320000
2018-04-13,15375225000
2018-04-16,15406844999
2018-04-17,15359415000
2018-04-18,15264554999
2018-04-19,15327795000
2018-04-20,15311985000
2018-04-23,15256650000
2018-04-24,15122265000
2018-04-25,15232935000
2018-04-26,15248745000
2018-04-27,15264554999
2018-04-30,15264554999
2018-05-01,15288270000
2018-05-02,15193410000
2018-05-03,15122265000
2018-05-04,15106455000
2018-05-07,15153885000
2018-05-08,15201315000
2018-05-09,15264554999
2018-05-10,15225030000
2018-05-11,15193410000
2018-05-14,15232935000
2018-05-15,15193410000
2018-05-16,15145980000
2018-05-17,15193410000
2018-05-18,15201315000
2018-05-21,15240840000
2018-05-22,15256650000
2018-05-23,15304080000
2018-05-24,15319890000
2018-05-25,15319890000
2018-05-29,15256650000
2018-05-30,15351510000
2018-05-31,15185505000
2018-06-01,15264554999
2018-06-04,15296175000
2018-06-05,15288270000
2018-06-06,15304080000
2018-06-07,15296175000
2018-06-08,15335699999
2018-06-11,15343605000
2018-06-12,15375225000
2018-06-13,15335699999
2018-06-14,15351510000
2018-06-15,15462179999
2018-06-18,15501705000
2018-06-19,15501705000
2018-06-20,15525420000
2018-06-21,15549135000
2018-06-22,15572850000
2018-06-25,15517515000
2018-06-26,15304080000
2018-06-27,15193410000
2018-06-28,15272460000
2018-06-29,15525420000
2018-07-02,27113438000
2018-07-03,27018112000
2018-07-05,27140674000
2018-07-06,26950022000
2018-07-09,27113438000
2018-07-10,30218342000
2018-07-11,32683200000
2018-07-12,34045000000
2018-07-13,33023650000
2018-07-16,33772640000
2018-07-17,33990528000
2018-07-18,33759022000
2018-07-19,33268774000
2018-07-20,33459426000
2018-07-23,33064504000
2018-07-24,33105358000
2018-07-25,33132593999
2018-07-26,33391336000
2018-07-27,32901088000
2018-07-30,32669581999
2018-07-31,32696818000
2018-08-01,32955560000
2018-08-02,32533402000
2018-08-03,32737672000
2018-08-06,32587874000
2018-08-07,32492548000
2018-08-08,32233806000
2018-08-09,32506166000
2018-08-10,32274660000
2018-08-13,32356368000
2018-08-14,32152098000
2018-08-15,31798030000
2018-08-16,32124862000
2018-08-17,32179334000
2018-08-20,31798030000
2018-08-21,31321400000
2018-08-22,31484816000
2018-08-23,31593760000
2018-08-24,31852502000
2018-08-27,31457580000
2018-08-28,31239692000
2018-08-29,31049040000
2018-08-30,31321400000
2018-08-31,31049040000
2018-09-04,30844769999
2018-09-05,31253310000
2018-09-06,31307781999
2018-09-07,31157984000
2018-09-10,31457580000
2018-09-11,31566524000
2018-09-12,32696818000
2018-09-13,32860234000
2018-09-14,33323246000
2018-09-17,32056772000
2018-09-18,32070390000
2018-09-19,32084008000
2018-09-20,32206569999
2018-09-21,32410840000
2018-09-24,32056772000
2018-09-25,32043154000
2018-09-26,31906974000
2018-09-27,31471198000
2018-09-28,31552906000
2018-10-01,32219880000
2018-10-02,31843283999
2018-10-03,31843283999
2018-10-04,31229572000
2018-10-05,31048248000
2018-10-08,31466688000
2018-10-09,32024608000
2018-10-10,32805696000
2018-10-11,31787492000
2018-10-12,32136192000
2018-10-15,32512788000
2018-10-16,33321772000
2018-10-17,33377564000
2018-10-18,33196240000
2018-10-19,33586783999
2018-10-22,33363616000
2018-10-23,33112551999
2018-10-24,33377564000
2018-10-25,33544940000
2018-10-26,33614680000
2018-10-29,33851796000
2018-10-30,34298132000
2018-10-31,36264800000
2018-11-01,36990096000
2018-11-02,37171420000
2018-11-05,37171420000
2018-11-06,37952508000
2018-11-07,38538324000
2018-11-08,39709956000
2018-11-09,39779696000
2018-11-12,39765748000
2018-11-13,38956764000
2018-11-14,38719648000
2018-11-15,38412792000
2018-11-16,38649908000
2018-11-19,38273312000
2018-11-20,36697188000
2018-11-21,36487968000
2018-11-23,37017992000
2018-11-26,37213264000
2018-11-27,36404280000
2018-11-28,37171420000
2018-11-29,37631704000
2018-11-30,37659600000
2018-12-03,36752980000
2018-12-04,36892460000
2018-12-06,36236904000
2018-12-07,36683240000
2018-12-10,36195060000
2018-12-11,36669292000
2018-12-12,36432176000
2018-12-13,36474020000
2018-12-14,36153216000
2018-12-17,35204752000
2018-12-18,34367872000
2018-12-19,35009480000
2018-12-20,35358180000
2018-12-21,35037376000
2018-12-24,34381820000
2018-12-26,35720828000
2018-12-27,35525556000
2018-12-28,35441868000
2018-12-31,36057532000
2019-01-02,35551264000
2019-01-03,35213752000
2019-01-04,35945028000
2019-01-07,36395044000
2019-01-08,36409107000
2019-01-09,37224761000
2019-01-10,36957564000
2019-01-11,37970100000
2019-01-14,37056005000
2019-01-15,37365391000
2019-01-16,36943501000
2019-01-17,36957564000
2019-01-18,37506021000
2019-01-22,37337265000
2019-01-23,37281013000
2019-01-24,37084131000
2019-01-25,36985690000
2019-01-28,36985690000
2019-01-29,37224761000
2019-01-30,37379454000
2019-01-31,38279486000
2019-02-01,38265423000
2019-02-04,38209171000
2019-02-05,38124793000
2019-02-06,38138856000
2019-02-07,38209171000
2019-02-08,39067014000
2019-02-11,39629534000
2019-02-12,39798290000
2019-02-13,39967046000
2019-02-14,39277959000
2019-02-15,39713912000
2019-02-19,39615471000
2019-02-20,39615471000
2019-02-21,39615471000
2019-02-22,38645124000
2019-02-25,37970100000
2019-02-26,37337265000
2019-02-27,37885722000
2019-02-28,35368445000
2019-03-01,36563800000
2019-03-04,36634115000
2019-03-05,36563800000
2019-03-06,37281013000
2019-03-07,37323202000
2019-03-08,37126320000
2019-03-11,37801344000
2019-03-12,38293549000
2019-03-13,38448242000
2019-03-14,38490431000
2019-03-15,38926384000
2019-03-18,39137329000
2019-03-19,38673250000
2019-03-20,39038888000
2019-03-21,39432652000
2019-03-22,38968573000
2019-03-25,39109203000
2019-03-26,39587345000
2019-03-27,39263896000
2019-03-28,39334211000
2019-03-29,39334211000
2019-04-01,38965590000
2019-04-02,38501379000
2019-04-03,38824920000
2019-04-04,38346642000
2019-04-05,38416977000
2019-04-08,38838987000
2019-04-09,38937456000
2019-04-10,39472002000
2019-04-11,37798029000
2019-04-12,37291617000
2019-04-15,37347885000
2019-04-16,37165014000
2019-04-17,36911808000
2019-04-18,37432287000
2019-04-22,37769895000
2019-04-23,38473245000
2019-04-24,38684250000
2019-04-25,38909322000
2019-04-26,40133151000
2019-04-29,40245687000
2019-04-30,40892769000
2019-05-01,40048749000
2019-05-02,40723965000
2019-05-03,40864635000
2019-05-06,41413248000
2019-05-07,40878702000
2019-05-08,40949037000
2019-05-09,39781476000
2019-05-10,41371047000
2019-05-13,41202243000
2019-05-14,41624253000
2019-05-15,41553918000
2019-05-16,40231620000
2019-05-17,41160042000
2019-05-20,41005305000
2019-05-21,40892769000
2019-05-22,40963104000
2019-05-23,40723965000
2019-05-24,41089707000
2019-05-28,40569228000
2019-05-29,39992481000
2019-05-30,39908079000
2019-05-31,39654873000
2019-06-03,39654873000
2019-06-04,39486069000
2019-06-05,39894012000
2019-06-06,39894012000
2019-06-07,39865878000
2019-06-10,40259754000
2019-06-11,39851811000
2019-06-12,40062816000
2019-06-13,40259754000
2019-06-14,40273821000
2019-06-17,42257268000
2019-06-18,42299469000
2019-06-19,42805881000
2019-06-20,43481097000
2019-06-21,43115355000
2019-06-24,42158799000
2019-06-25,41596119000
2019-06-26,40456692000
2019-06-27,40344156000
2019-06-28,40653630000
2019-07-01,41472464000
2019-07-02,41866368000
2019-07-03,42485360000
2019-07-05,42316544000
2019-07-08,42091456000
2019-07-09,41345852000
2019-07-10,41022288000
2019-07-11,40853472000
2019-07-12,40417364000
2019-07-15,40093800000
2019-07-16,39798372000
2019-07-17,39362264000
2019-07-18,39348196000
2019-07-19,38869884000
2019-07-22,38841748000
2019-07-23,38996496000
2019-07-24,39052768000
2019-07-25,39404468000
2019-07-26,39531080000
2019-07-29,39390400000
2019-07-30,39671760000
2019-07-31,39587352000
2019-08-01,39601420000
2019-08-02,39531080000
2019-08-05,39320060000
2019-08-06,39179380000
2019-08-07,38841748000
2019-08-08,40839404000
2019-08-09,40923812000
2019-08-12,40262616000
2019-08-13,40051596000
2019-08-14,38574456000
2019-08-15,39165312000
2019-08-16,39404468000
2019-08-19,39320060000
2019-08-20,39235652000
2019-08-21,39010564000
2019-08-22,38672932000
2019-08-23,37589696000
2019-08-26,37617832000
2019-08-27,37631900000
2019-08-28,37744444000
2019-08-29,38321232000
2019-08-30,38377504000
2019-09-03,37420880000
2019-09-04,37983600000
2019-09-05,38194620000
2019-09-06,37786648000
2019-09-09,37631900000
2019-09-10,38208688000
2019-09-11,39756168000
2019-09-12,38912088000
2019-09-13,38757340000
2019-09-16,38419708000
2019-09-17,39179380000
2019-09-18,39320060000
2019-09-19,38841748000
2019-09-20,38433776000
2019-09-23,38180552000
2019-09-24,37927328000
2019-09-25,37983600000
2019-09-26,38293096000
2019-09-27,37983600000
2019-09-30,38436508000
2019-10-01,38042576000
2019-10-02,37859679000
2019-10-03,38323956000
2019-10-04,38844509000
2019-10-07,38661612000
2019-10-08,37887817000
2019-10-09,38126990000
2019-10-10,38886716000
2019-10-11,39125889000
2019-10-14,38549060000
2019-10-15,38731957000
2019-10-16,38844509000
2019-10-17,38830440000
2019-10-18,38816371000
2019-10-21,38675681000
2019-10-22,38717888000
2019-10-23,38872647000
2019-10-24,38985199000
2019-10-25,38703819000
2019-10-28,38900785000
2019-10-29,38886716000
2019-10-30,39252510000
2019-10-31,39618304000
2019-11-01,39688649000
2019-11-04,39210303000
2019-11-05,39435407000
2019-11-06,39632373000
2019-11-07,41967827000
2019-11-08,41081480000
2019-11-11,40786031000
2019-11-12,41081480000
2019-11-13,41503550000
2019-11-14,42207000000
2019-11-15,42235138000
2019-11-18,42727553000
2019-11-19,42488380000
2019-11-20,42952657000
2019-11-21,43093347000
2019-11-22,42629070000
2019-11-25,43191830000
2019-11-26,43599831000
2019-11-27,43909349000
2019-11-29,43529486000
2019-12-02,42938588000
2019-12-03,42207000000
2019-12-04,42263276000
2019-12-05,41067411000
2019-12-06,41208101000
2019-12-09,41067411000
2019-12-10,41025204000
2019-12-11,40560927000
2019-12-12,40490582000
2019-12-13,40462444000
2019-12-16,40659410000
2019-12-17,40645341000
2019-12-18,40195133000
2019-12-19,40138857000
2019-12-20,40617203000
2019-12-23,40532789000
2019-12-24,40307685000
2019-12-26,40546858000
2019-12-27,40574996000
2019-12-30,40617203000
2019-12-31,40732650000
2020-01-02,40437180000
2020-01-03,40535670000
2020-01-06,40803000000
2020-01-07,39677400000
2020-01-08,39058320000
2020-01-09,39213090000
2020-01-10,39227160000
2020-01-13,39114600000
2020-01-14,38833200000
2020-01-15,39199020000
2020-01-16,38861340000
2020-01-17,38931690000
2020-01-21,38129700000
2020-01-22,39438210000
2020-01-23,39072390000
2020-01-24,39452280000
2020-01-27,39438210000
2020-01-28,40155780000
2020-01-29,40169850000
2020-01-30,40324620000
2020-01-31,40141710000
2020-02-03,40352760000
2020-02-04,40338690000
2020-02-05,40366830000
2020-02-06,40183920000
2020-02-07,40197990000
2020-02-10,40394970000
2020-02-11,40338690000
2020-02-12,40296480000
2020-02-13,40212060000
2020-02-14,40620090000
2020-02-18,40620090000
2020-02-19,40591950000
2020-02-20,41225100000
2020-02-21,41506500000
2020-02-24,40999980000
2020-02-25,40690440000
2020-02-26,40423110000
2020-02-27,39733680000
2020-02-28,39227160000
2020-03-02,39761820000
2020-03-03,38762850000
2020-03-04,39072390000
2020-03-05,37989000000
2020-03-06,37468410000
2020-03-09,34401150000
2020-03-10,35526750000
2020-03-11,34485570000
2020-03-12,32346929999
2020-03-13,33022290000
2020-03-16,27577200000
2020-03-17,28590240000
2020-03-18,28013370000
2020-03-19,34218240000
2020-03-20,33106710000
2020-03-23,32614260000
2020-03-24,33613230000
2020-03-25,35175000000
2020-03-26,34879530000
2020-03-27,34302660000
2020-03-30,34865460000
2020-03-31,34152744000
2020-04-01,33294352000
2020-04-02,33575792000
2020-04-03,33491360000
2020-04-06,34603048000
2020-04-07,36460552000
2020-04-08,37445592000
2020-04-09,37797392000
2020-04-13,37051576000
2020-04-14,38683928000
2020-04-15,37769248000
2020-04-16,37727032000
2020-04-17,36798280000
2020-04-20,36615344000
2020-04-21,36094680000
2020-04-22,37347088000
2020-04-23,36826424000
2020-04-24,36995288000
2020-04-27,36390192000
2020-04-28,38149192000
2020-04-29,37558168000
2020-04-30,37234512000
2020-05-01,36446480000
2020-05-04,36615344000
2020-05-05,36953072000
2020-05-06,37600384000
2020-05-07,37093792000
2020-05-08,37065648000
2020-05-11,37895896000
2020-05-12,37417448000
2020-05-13,37178224000
2020-05-14,37107864000
2020-05-15,37009360000
2020-05-18,37938112000
2020-05-19,38303984000
2020-05-20,38965368000
2020-05-21,37825536000
2020-05-22,38219552000
2020-05-26,37895896000
2020-05-27,39077944000
2020-05-28,39092016000
2020-05-29,39289024000
2020-06-01,39908192000
2020-06-02,39486032000
2020-06-03,40062984000
2020-06-04,39992624000
2020-06-05,40372568000
2020-06-08,40006696000
2020-06-09,39865976000
2020-06-10,40105200000
2020-06-11,39880048000
2020-06-12,39570464000
2020-06-15,40217776000
2020-06-16,40302208000
2020-06-17,40442928000
2020-06-18,40893232000
2020-06-19,40400712000
2020-06-22,41076168000
2020-06-23,40851016000
2020-06-24,39964480000
2020-06-25,39964480000
2020-06-26,39711184000
2020-06-29,39823760000
2020-06-30,39967320000
2020-07-01,40347291000
2020-07-02,40150269000
2020-07-06,40192488000
2020-07-07,40980576000
2020-07-08,40262853000
2020-07-09,40811700000
2020-07-10,41093160000
2020-07-13,40699116000
2020-07-14,41290182000
2020-07-15,41402766000
2020-07-16,41599788000
2020-07-17,41909394000
2020-07-20,41895321000
2020-07-21,42050124000
2020-07-22,42641190000
2020-07-23,42598971000
2020-07-24,42697482000
2020-07-27,43570008000
2020-07-28,43471497000
2020-07-29,43992198000
2020-07-30,43302621000
2020-07-31,43049307000
2020-08-03,42106416000
2020-08-04,42148635000
2020-08-05,42120489000
2020-08-06,41979759000
2020-08-07,41698299000
2020-08-10,41881248000
2020-08-11,41613861000
2020-08-12,42373803000
2020-08-13,42444168000
2020-08-14,42064197000
2020-08-17,41867175000
2020-08-18,40952430000
2020-08-19,41290182000
2020-08-20,41079087000
2020-08-21,40713189000
2020-08-24,41036868000
2020-08-25,41233890000
2020-08-26,41937540000
2020-08-27,42120489000
2020-08-28,42317511000
2020-08-31,41979759000
2020-09-01,42148635000
2020-09-02,42781920000
2020-09-03,41937540000
2020-09-04,41571642000
2020-09-08,40614678000
2020-09-09,41543496000
2020-09-10,40150269000
2020-09-11,40572459000
2020-09-14,40544313000
2020-09-15,40530240000
2020-09-16,40009539000
2020-09-17,39840663000
2020-09-18,39474765000
2020-09-21,39221451000
2020-09-22,39193305000
2020-09-23,38264487000
2020-09-24,38362998000
2020-09-25,39235524000
2020-09-28,39179232000
2020-09-29,38151903000
2020-09-30,38841480000
2020-10-01,39418473000
2020-10-02,39531057000
2020-10-05,38939991000
2020-10-06,39446619000
2020-10-07,40248780000
2020-10-08,40389510000
2020-10-09,41163525000
2020-10-12,41937540000
2020-10-13,41979759000
2020-10-14,41754591000
2020-10-15,41430912000
2020-10-16,41881248000
2020-10-19,41093160000
2020-10-20,41135379000
2020-10-21,41036868000
2020-10-22,41585715000
2020-10-23,41107233000
2020-10-26,40023612000
2020-10-27,40248780000
2020-10-28,39024429000
2020-10-29,38264487000
2020-10-30,37856370000
2020-11-02,38053392000
2020-11-03,39122940000
2020-11-04,39728079000
2020-11-05,40530240000
2020-11-06,40333218000
2020-11-09,39024429000
2020-11-10,39939174000
2020-11-11,41374620000
2020-11-12,40882065000
2020-11-13,41233890000
2020-11-16,41444985000
2020-11-17,41079087000
2020-11-18,41529423000
2020-11-19,41881248000
2020-11-20,41993832000
2020-11-23,41979759000
2020-11-24,42064197000
2020-11-25,42683409000
2020-11-27,43288548000
2020-11-30,42852285000
2020-12-01,42852285000
2020-12-02,42331584000
2020-12-03,42359730000
2020-12-04,42964869000
2020-12-07,43218183000
2020-12-08,42458241000
2020-12-09,42584898000
2020-12-10,42472314000
2020-12-11,42725628000
2020-12-14,42711555000
2020-12-15,42486387000
2020-12-16,43119672000
2020-12-17,43809249000
2020-12-18,43527789000
2020-12-21,43302621000
2020-12-22,43724811000
2020-12-23,44484753000
2020-12-24,44864724000
2020-12-28,45019527000
2020-12-29,45033600000
2020-12-30,44780286000
2020-12-31,45094400000
2021-01-04,44516628000
2021-01-05,44587088000
2021-01-06,44756192000
2021-01-07,44812560000
2021-01-08,45094400000
2021-01-11,44192512000
2021-01-12,44192512000
2021-01-13,44615272000
2021-01-14,44446168000
2021-01-15,44897112000
2021-01-19,44840744000
2021-01-20,45023940000
2021-01-21,44446168000
2021-01-22,44347524000
2021-01-25,45136676000
2021-01-26,45982196000
2021-01-27,46785440000
2021-01-28,45686264000
2021-01-29,44812560000
2021-02-01,44981664000
2021-02-02,45080308000
2021-02-03,44981664000
2021-02-04,45517159999
2021-02-05,45841276000
2021-02-08,45235320000
2021-02-09,45658080000
2021-02-10,45136676000
2021-02-11,44967572000
2021-02-12,44770284000
2021-02-16,44277064000
2021-02-17,44615272000
2021-02-18,44728008000
2021-02-19,44023408000
2021-02-22,44643456000
2021-02-23,44798468000
2021-02-24,44333432000
2021-02-25,43487912000
2021-02-26,43008784000
2021-03-01,43530188000
2021-03-02,43375176000
2021-03-03,43149704000
2021-03-04,43516096000
2021-03-05,44432076000
2021-03-08,45756724000
2021-03-09,46630428000
2021-03-10,47292752000
2021-03-11,46926359999
2021-03-12,47025004000
2021-03-15,47320936000
2021-03-16,48039628000
2021-03-17,48053720000
2021-03-18,47757788000
2021-03-19,48110088000
2021-03-22,48730136000
2021-03-23,48772412000
2021-03-24,48434204000
2021-03-25,48673768000
2021-03-26,49660208000
2021-03-29,50012508000
2021-03-30,49195171999
2021-03-31,48716038000
2021-04-01,48900300000
2021-04-05,49609000000
2021-04-06,49708218000
2021-04-07,49991698000
2021-04-08,50048394000
2021-04-09,49849958000
2021-04-12,50303526000
2021-04-13,50147612000
2021-04-14,50119264000
2021-04-15,50785442000
2021-04-16,51040574000
2021-04-19,51210662000
2021-04-20,51267358000
2021-04-21,51465794000
2021-04-22,51068922000
2021-04-23,51281532000
2021-04-26,50473614000
2021-04-27,50331874000
2021-04-28,49906654000
2021-04-29,50941356000
2021-04-30,50813790000
2021-05-03,51125618000
2021-05-04,50629528000
2021-05-05,51012226000
2021-05-06,51494142000
2021-05-07,51876840000
2021-05-10,51565012000
2021-05-11,50672050000
2021-05-12,50218482000
2021-05-13,50629528000
2021-05-14,51097269999
2021-05-17,50983878000
2021-05-18,51026400000
2021-05-19,50728746000
2021-05-20,51579186000
2021-05-21,51366576000
2021-05-24,52245364000
2021-05-25,51735100000
2021-05-26,51791796000
2021-05-27,51947710000
2021-05-28,52387104000
2021-06-01,52287886000
2021-06-02,52514669999
2021-06-03,52330408000
2021-06-04,52316233999
2021-06-07,52217016000
2021-06-08,49963350000
2021-06-09,49580651999
2021-06-10,49523956000
2021-06-11,49935001999
2021-06-14,49396390000
2021-06-15,49155432000
2021-06-16,48531776000
2021-06-17,48886126000
2021-06-18,48928648000
2021-06-21,48602646000
2021-06-22,49282998000
2021-06-23,48886126000
2021-06-24,49027866000
2021-06-25,49410564000
2021-06-28,49438912000
2021-06-29,49949176000
2021-06-30,49956224000
2021-07-01,49927872000
2021-07-02,49871168000
2021-07-06,49516768000
2021-07-07,49616000000
2021-07-08,49289952000
2021-07-09,49616000000
2021-07-12,49587647999
2021-07-13,49644352000
2021-07-14,50324800000
2021-07-15,51047776000
2021-07-16,50863488000
2021-07-19,50438208000
2021-07-20,50877664000
2021-07-21,50324800000
2021-07-22,50650847999
2021-07-23,51132832000
2021-07-26,51104479999
2021-07-27,50338976000
2021-07-28,50083808000
2021-07-29,49545120000
2021-07-30,49913696000
2021-08-02,48751264000
2021-08-03,49360832000
2021-08-04,48722912000
2021-08-05,48850496000
2021-08-06,48609504000
2021-08-09,48722912000
2021-08-10,48722912000
2021-08-11,49134015999
2021-08-12,48765440000
2021-08-13,48836320000
2021-08-16,49800288000
2021-08-17,49119840000
2021-08-18,48737088000
2021-08-19,49460064000
2021-08-20,49360832000
2021-08-23,49658528000
2021-08-24,49573472000
2021-08-25,49502592000
2021-08-26,49573472000
2021-08-27,49800288000
2021-08-30,49984576000
2021-08-31,50565792000
2021-09-01,50665024000
2021-09-02,50835136000
2021-09-03,49956224000
2021-09-07,49289952000
2021-09-08,50027104000
2021-09-09,49375008000
2021-09-10,49375008000
2021-09-13,49828640000
2021-09-14,49644352000
2021-09-15,50211392000
2021-09-16,50310624000
2021-09-17,49488415999
2021-09-20,48652032000
2021-09-21,48184224000
2021-09-22,48666208000
2021-09-23,48623679999
2021-09-24,48014112000
2021-09-27,48212576000
2021-09-28,48255104000
2021-09-29,49105664000
2021-09-30,48438879999
2021-10-01,47077600000
2021-10-04,46396960000
2021-10-05,47403740000
2021-10-06,48367980000
2021-10-07,49644180000
2021-10-08,49686720000
2021-10-11,49814340000
2021-10-12,49856879999
2021-10-13,50920379999
2021-10-14,50466620000
2021-10-15,50069580000
2021-10-18,49289680000
2021-10-19,49275500000
2021-10-20,49488200000
2021-10-21,48750840000
2021-10-22,49147879999
2021-10-25,48835920000
2021-10-26,49034440000
2021-10-27,48495600000
2021-10-28,50324820000
2021-10-29,51175620000
2021-11-01,51615200000
2021-11-02,51005460000
2021-11-03,51175620000
2021-11-04,51260700000
2021-11-05,51586840000
2021-11-08,50707680000
2021-11-09,50736040000
2021-11-10,50863660000
2021-11-11,50509160000
2021-11-12,50580060000
2021-11-15,50636780000
2021-11-16,50452440000
2021-11-17,50594240000
2021-11-18,50438260000
2021-11-19,49856879999
2021-11-22,50849480000
2021-11-23,50920379999
2021-11-24,50509160000
2021-11-26,49601639999
2021-11-29,49871060000
2021-11-30,48197820000
2021-12-01,47588080000
2021-12-02,48438879999
2021-12-03,48878460000
2021-12-06,49346399999
2021-12-07,49530740000
2021-12-08,49360580000
2021-12-09,49048620000
2021-12-10,50083760000
2021-12-13,50055399999
2021-12-14,49715080000
2021-12-15,50551700000
2021-12-16,50622600000
2021-12-17,50594240000
2021-12-20,50310639999
2021-12-21,50083760000
2021-12-22,50863660000
2021-12-23,50962920000
2021-12-27,51203980000
2021-12-28,51572660000
2021-12-29,51870440000
2021-12-30,52012240000
2021-12-31,52274852000
2022-01-03,52062122000
2022-01-04,52842132000
2022-01-05,52515946000
2022-01-06,53083226000
2022-01-07,52898859999
2022-01-10,52913042000
2022-01-11,53650506000
2022-01-12,53905782000
2022-01-13,54529790000
2022-01-14,55706896000
2022-01-18,54104330000
2022-01-19,54430516000
2022-01-20,54047602000
2022-01-21,53650506000
2022-01-24,54132694000
2022-01-25,54005056000
2022-01-26,53054861999
2022-01-27,53324320000
2022-01-28,53381048000
2022-01-31,53820690000
2022-02-01,54090148000
2022-02-02,54983614000
2022-02-03,54955250000
2022-02-04,54231968000
2022-02-07,54699974000
2022-02-08,55097070000
2022-02-09,54855976000
2022-02-10,54288696000
2022-02-11,53934146000
2022-02-14,54033420000
2022-02-15,53792326000
2022-02-16,53778144000
2022-02-17,53778144000
2022-02-18,54572335999
2022-02-22,54699974000
2022-02-23,53976692000
2022-02-24,51977030000
2022-02-25,54317059999
2022-02-28,54841794000
2022-03-01,54118511999
2022-03-02,54756702000
2022-03-03,54756702000
2022-03-04,55139616000
2022-03-07,54090148000
2022-03-08,52771222000
2022-03-09,53366866000
2022-03-10,52757040000
2022-03-11,52203942000
2022-03-14,52530128000
2022-03-15,52955588000
2022-03-16,53125772000
2022-03-17,53607959999
2022-03-18,53622142000
2022-03-21,53579596000
2022-03-22,53650506000
2022-03-23,52289034000
2022-03-24,52842132000
2022-03-25,53295956000
2022-03-28,53891600000
2022-03-29,54302878000
2022-03-30,54104330000
2022-03-31,53723250000
2022-04-01,54205200000
2022-04-04,54375300000
2022-04-05,52376625000
2022-04-06,53624025000
2022-04-07,53312175000
2022-04-08,53368875000
2022-04-11,53283825000
2022-04-12,53340525000
2022-04-13,53383049999
2022-04-14,52787700000
2022-04-18,52135650000
