,COMS
2011-05-03,19712332.0
2011-05-04,22824808.0
2011-05-05,22824808.0
2011-05-06,20231078.0
2011-05-09,22306060.0
2011-05-10,20542325.0
2011-05-11,21787315.0
2011-05-12,20749824.0
2011-05-13,20231078.0
2011-05-16,21787315.0
2011-05-17,20749824.0
2011-05-18,20334827.0
2011-05-19,21268569.0
2011-05-20,22306060.0
2011-05-23,20749824.0
2011-05-24,20231078.0
2011-05-25,20749824.0
2011-05-26,20231078.0
2011-05-27,20231078.0
2011-05-31,19712332.0
2011-06-01,16599859.0
2011-06-02,16599859.0
2011-06-03,19193587.0
2011-06-06,16599859.0
2011-06-07,19193587.0
2011-06-08,19193587.0
2011-06-09,19193587.0
2011-06-10,17637350.0
2011-06-13,17637350.0
2011-06-14,16081113.0
2011-06-15,16081113.0
2011-06-16,15043622.0
2011-06-17,14006131.0
2011-06-20,12968640.0
2011-06-21,10893657.0
2011-06-22,14524876.0
2011-06-23,15562368.0
2011-06-24,15562368.0
2011-06-27,14524876.0
2011-06-28,14006131.0
2011-06-29,14006131.0
2011-06-30,15152832.0
2011-07-01,16836480.0
2011-07-05,14591616.0
2011-07-06,15152832.0
2011-07-07,14591616.0
2011-07-08,15714048.0
2011-07-11,10775347.0
2011-07-12,13469183.0
2011-07-13,14367129.0
2011-07-14,14367129.0
2011-07-15,14367129.0
2011-07-18,16275263.0
2011-07-19,16275263.0
2011-07-20,16275263.0
2011-07-21,15040588.0
2011-07-22,15714048.0
2011-07-25,15714048.0
2011-07-26,14591616.0
2011-07-27,13469183.0
2011-07-28,13469183.0
2011-07-29,14030400.0
2011-08-01,13469183.0
2011-08-02,13469183.0
2011-08-03,14030400.0
2011-08-04,15714048.0
2011-08-05,13469183.0
2011-08-08,12346752.0
2011-08-09,15714048.0
2011-08-10,12907968.0
2011-08-11,12907968.0
2011-08-12,12907968.0
2011-08-15,13469183.0
2011-08-16,13469183.0
2011-08-17,13469183.0
2011-08-18,13469183.0
2011-08-19,14030400.0
2011-08-22,13693670.0
2011-08-23,13693670.0
2011-08-24,12346752.0
2011-08-25,11224320.0
2011-08-26,11448806.0
2011-08-29,12346752.0
2011-08-30,15714048.0
2011-08-31,14591616.0
2011-09-01,14591616.0
2011-09-02,14591616.0
2011-09-06,12458995.0
2011-09-07,12234508.0
2011-09-08,12122265.0
2011-09-09,12346752.0
2011-09-12,11224320.0
2011-09-13,12683481.0
2011-09-14,13469183.0
2011-09-15,13469183.0
2011-09-16,13469183.0
2011-09-19,11448806.0
2011-09-20,11224320.0
2011-09-21,12346752.0
2011-09-22,11785536.0
2011-09-23,13469183.0
2011-09-26,12458995.0
2011-09-27,16836480.0
2011-09-28,20203776.0
2011-09-29,19642560.0
2011-09-30,17073100.0
2011-10-03,16341396.0
2011-10-04,15975544.0
2011-10-05,17073100.0
2011-10-06,14024332.0
2011-10-07,15853593.0
2011-10-10,14634086.0
2011-10-11,15609692.0
2011-10-12,15243840.0
2011-10-13,16463347.0
2011-10-14,15243840.0
2011-10-17,15243840.0
2011-10-18,15975544.0
2011-10-19,14634086.0
2011-10-20,14024332.0
2011-10-21,14024332.0
2011-10-24,12804825.0
2011-10-25,11585318.0
2011-10-26,15243840.0
2011-10-27,14024332.0
2011-10-28,12195072.0
2011-10-31,11585318.0
2011-11-01,12195072.0
2011-11-02,12195072.0
2011-11-03,12073121.0
2011-11-04,12195072.0
2011-11-07,13170677.0
2011-11-08,14634086.0
2011-11-09,13414579.0
2011-11-10,11829219.0
2011-11-11,12195072.0
2011-11-14,11219466.0
2011-11-15,9756057.6
2011-11-16,10365811.0
2011-11-17,9999959.04
2011-11-18,10365811.0
2011-11-21,9634106.88
2011-11-22,8292648.96
2011-11-23,7073141.76
2011-11-25,8292648.96
2011-11-28,7926796.8
2011-11-29,7073141.76
2011-11-30,8292648.96
2011-12-01,7317043.2
2011-12-02,7317043.2
2011-12-05,6341437.44
2011-12-06,6341437.44
2011-12-07,6707289.6
2011-12-08,7073141.76
2011-12-09,6341437.44
2011-12-12,5243880.96
2011-12-13,5365831.68
2011-12-14,6463388.16
2011-12-15,6097536.0
2011-12-16,6097536.0
2011-12-19,6219486.72
2011-12-20,5487782.4
2011-12-21,6097536.0
2011-12-22,5853634.56
2011-12-23,7317043.2
2011-12-27,6341437.44
2011-12-28,7073141.76
2011-12-29,7195092.48
2011-12-30,7073141.76
2012-01-03,8375162.88
2012-01-04,8952760.32
2012-01-05,8952760.32
2012-01-06,8952760.32
2012-01-09,8952760.32
2012-01-10,8663961.6
2012-01-11,8952760.32
2012-01-12,10107955.0
2012-01-13,11551948.0
2012-01-17,10252354.0
2012-01-18,9385958.4
2012-01-19,9385958.4
2012-01-20,10829952.0
2012-01-23,8808360.96
2012-01-24,8808360.96
2012-01-25,9097159.68
2012-01-26,8952760.32
2012-01-27,8952760.32
2012-01-30,8808360.96
2012-01-31,10107955.0
2012-02-01,11263150.0
2012-02-02,15161932.0
2012-02-03,13717939.0
2012-02-06,17327923.0
2012-02-07,17183523.0
2012-02-08,16605926.0
2012-02-09,12995942.0
2012-02-10,11696348.0
2012-02-13,12995942.0
2012-02-14,12273945.0
2012-02-15,14439936.0
2012-02-16,11551948.0
2012-02-17,11263150.0
2012-02-21,11263150.0
2012-02-22,15883929.0
2012-02-23,15883929.0
2012-02-24,14439936.0
2012-02-27,14439936.0
2012-02-28,15450731.0
2012-02-29,15883929.0
2012-03-01,13717939.0
2012-03-02,14439936.0
2012-03-05,17327923.0
2012-03-06,15595130.0
2012-03-07,18771916.0
2012-03-08,18771916.0
2012-03-09,18049920.0
2012-03-12,15883929.0
2012-03-13,15883929.0
2012-03-14,14439936.0
2012-03-15,14439936.0
2012-03-16,14439936.0
2012-03-19,15161932.0
2012-03-20,15883929.0
2012-03-21,14439936.0
2012-03-22,14439936.0
2012-03-23,14439936.0
2012-03-26,15883929.0
2012-03-27,14151137.0
2012-03-28,14439936.0
2012-03-29,15161932.0
2012-03-30,14439936.0
2012-04-02,17473536.0
2012-04-03,17473536.0
2012-04-04,16599859.0
2012-04-05,17473536.0
2012-04-09,17473536.0
2012-04-10,16425123.0
2012-04-11,16599859.0
2012-04-12,13978828.0
2012-04-13,13978828.0
2012-04-16,14503034.0
2012-04-17,12231475.0
2012-04-18,13629358.0
2012-04-19,14852505.0
2012-04-20,13978828.0
2012-04-23,16425123.0
2012-04-24,17473536.0
2012-04-25,19220889.0
2012-04-26,15376711.0
2012-04-27,14852505.0
2012-04-30,14328299.0
2012-05-01,13105152.0
2012-05-02,13279887.0
2012-05-03,14503034.0
2012-05-04,14852505.0
2012-05-07,13978828.0
2012-05-08,13978828.0
2012-05-09,17473536.0
2012-05-10,16075653.0
2012-05-11,13978828.0
2012-05-14,13279887.0
2012-05-15,12755681.0
2012-05-16,12231475.0
2012-05-17,12580945.0
2012-05-18,12231475.0
2012-05-21,11882004.0
2012-05-22,10484121.0
2012-05-23,9959915.52
2012-05-24,11882004.0
2012-05-25,12231475.0
2012-05-29,10484121.0
2012-05-30,10833592.0
2012-05-31,10484121.0
2012-06-01,10134650.0
2012-06-04,12231475.0
2012-06-05,11882004.0
2012-06-06,10134650.0
2012-06-07,12231475.0
2012-06-08,9959915.52
2012-06-11,10833592.0
2012-06-12,9610444.8
2012-06-13,9959915.52
2012-06-14,9959915.52
2012-06-15,8911503.36
2012-06-18,8562032.64
2012-06-19,8736768.0
2012-06-20,9260974.08
2012-06-21,8736768.0
2012-06-22,10309386.0
2012-06-25,10484121.0
2012-06-26,8736768.0
2012-06-27,8736768.0
2012-06-28,9610444.8
2012-06-29,8037826.56
2012-07-02,10702540.0
2012-07-03,10345789.0
2012-07-05,8740408.32
2012-07-06,8918784.0
2012-07-09,8918784.0
2012-07-10,8918784.0
2012-07-11,8026905.6
2012-07-12,8918784.0
2012-07-13,8918784.0
2012-07-16,7135027.2
2012-07-17,7135027.2
2012-07-18,7135027.2
2012-07-19,7135027.2
2012-07-20,7670154.24
2012-07-23,7135027.2
2012-07-24,6778275.84
2012-07-25,6599900.16
2012-07-26,6599900.16
2012-07-27,6243148.8
2012-07-30,6243148.8
2012-07-31,6243148.8
2012-08-01,5351270.4
2012-08-02,5351270.4
2012-08-03,6778275.84
2012-08-06,7135027.2
2012-08-07,6421524.48
2012-08-08,5708021.76
2012-08-09,5351270.4
2012-08-10,5351270.4
2012-08-13,5351270.4
2012-08-14,5351270.4
2012-08-15,5351270.4
2012-08-16,5351270.4
2012-08-17,5351270.4
2012-08-20,5351270.4
2012-08-21,4459392.0
2012-08-22,4459392.0
2012-08-23,4459392.0
2012-08-24,4459392.0
2012-08-27,4102640.64
2012-08-28,5351270.4
2012-08-29,5351270.4
2012-08-30,5351270.4
2012-08-31,4281016.32
2012-09-04,4281016.32
2012-09-05,5351270.4
2012-09-06,5351270.4
2012-09-07,5351270.4
2012-09-10,5351270.4
2012-09-11,5351270.4
2012-09-12,4102640.64
2012-09-13,5351270.4
2012-09-14,4637767.68
2012-09-17,5351270.4
2012-09-18,5351270.4
2012-09-19,5172894.72
2012-09-20,4816143.36
2012-09-21,5172894.72
2012-09-24,6243148.8
2012-09-25,6599900.16
2012-09-26,8026905.6
2012-09-27,8026905.6
2012-09-28,8026905.6
2012-10-01,8979456.0
2012-10-02,7183564.8
2012-10-03,8081510.4
2012-10-04,8620277.76
2012-10-05,7183564.8
2012-10-08,8081510.4
2012-10-09,7183564.8
2012-10-10,8081510.4
2012-10-11,8979456.0
2012-10-12,10416168.0
2012-10-15,7363153.92
2012-10-16,7183564.8
2012-10-17,8440688.64
2012-10-18,7542743.04
2012-10-19,7183564.8
2012-10-22,7363153.92
2012-10-23,7183564.8
2012-10-24,7003975.68
2012-10-25,7003975.68
2012-10-26,7901921.28
2012-10-31,8081510.4
2012-11-01,7183564.8
2012-11-02,7183564.8
2012-11-05,7003975.68
2012-11-06,7003975.68
2012-11-07,7363153.92
2012-11-08,7363153.92
2012-11-09,7003975.68
2012-11-12,7901921.28
2012-11-13,7722332.16
2012-11-14,7722332.16
2012-11-15,7183564.8
2012-11-16,7183564.8
2012-11-19,7183564.8
2012-11-20,7003975.68
2012-11-21,7901921.28
