,MAR
2009-04-13,6429410000
2009-04-14,6315426000
2009-04-15,6212128000
2009-04-16,6432972000
2009-04-17,6539832000
2009-04-20,6133764000
2009-04-21,6269120000
2009-04-22,6504212000
2009-04-23,7305662000
2009-04-24,7405398000
2009-04-27,7027826000
2009-04-28,6892470000
2009-04-29,7583498000
2009-04-30,7822152000
2009-05-01,7519382000
2009-05-04,7961070000
2009-05-05,8071492000
2009-05-06,8050120000
2009-05-07,7619118000
2009-05-08,7943260000
2009-05-11,7765160000
2009-05-12,7533629999
2009-05-13,7063445999
2009-05-14,7177429999
2009-05-15,7163182000
2009-05-18,7462390000
2009-05-19,7465952000
2009-05-20,7384026000
2009-05-21,7284290000
2009-05-22,7284290000
2009-05-26,7758036000
2009-05-27,7448142000
2009-05-28,7611994000
2009-05-29,7758036000
2009-06-01,8196162000
2009-06-02,8156979999
2009-06-03,8010937999
2009-06-04,8028748000
2009-06-05,8142732000
2009-06-08,8153418000
2009-06-09,8260278000
2009-06-10,8071492000
2009-06-11,8003814000
2009-06-12,7971756000
2009-06-15,7626242000
2009-06-16,7398274000
2009-06-17,7423208000
2009-06-18,7305662000
2009-06-19,7365854999
2009-06-22,7009154999
2009-06-23,6959217000
2009-06-24,7101897000
2009-06-25,7348020000
2009-06-26,7280247000
2009-06-29,7401525000
2009-06-30,7369422000
2009-07-01,7069794000
2009-07-02,6805835999
2009-07-06,6634620000
2009-07-07,6559713000
2009-07-08,6438435000
2009-07-09,6584682000
2009-07-10,6534744000
2009-07-13,6891444000
2009-07-14,7037691000
2009-07-15,7276679999
2009-07-16,6823671000
2009-07-17,6670290000
2009-07-20,6827238000
2009-07-21,6645321000
2009-07-22,6713094000
2009-07-23,7112598000
2009-07-24,7091196000
2009-07-27,7055526000
2009-07-28,7030557000
2009-07-29,6830804999
2009-07-30,7158969000
2009-07-31,7191072000
2009-08-03,7365854999
2009-08-04,7743957000
2009-08-05,7694019000
2009-08-06,7497834000
2009-08-07,8439522000
2009-08-10,7886637000
2009-08-11,8015049000
2009-08-12,8129193000
2009-08-13,8164863000
2009-08-14,7972245000
2009-08-17,7715421000
2009-08-18,7900904999
2009-08-19,7943709000
2009-08-20,8189832000
2009-08-21,8275440000
2009-08-24,8189832000
2009-08-25,8382450000
2009-08-26,8232635999
2009-08-27,8171997000
2009-08-28,8218368000
2009-08-31,8011482000
2009-09-01,7583442000
2009-09-02,7490700000
2009-09-03,7565607000
2009-09-04,7726122000
2009-09-08,7761792000
2009-09-09,7904472000
2009-09-10,8211234000
2009-09-11,8288520000
2009-09-14,8331539999
2009-09-15,8625510000
2009-09-16,8930235000
2009-09-17,9095145000
2009-09-18,9148920000
2009-09-21,9034200000
2009-09-22,9177600000
2009-09-23,8966085000
2009-09-24,8908725000
2009-09-25,8794005000
2009-09-28,9001935000
2009-09-29,9188355000
2009-09-30,9295905000
2009-10-01,8880045000
2009-10-02,8629095000
2009-10-05,8930235000
2009-10-06,9095145000
2009-10-07,9077220000
2009-10-08,9027030000
2009-10-09,9027030000
2009-10-12,9188355000
2009-10-13,9163260000
2009-10-14,9410625000
2009-10-15,9417795000
2009-10-16,9410625000
2009-10-19,9446475000
2009-10-20,9356850000
2009-10-21,9109485000
2009-10-22,9252885000
2009-10-23,9163260000
2009-10-26,9156090000
2009-10-27,8725890000
2009-10-28,8349465000
2009-10-29,8761740000
2009-10-30,8442675000
2009-11-02,8428335000
2009-11-03,8543054999
2009-11-04,8535885000
2009-11-05,8790420000
2009-11-06,8801175000
2009-11-09,9055710000
2009-11-10,9062880000
2009-11-11,9159675000
2009-11-12,9009105000
2009-11-13,9080805000
2009-11-16,9338925000
2009-11-17,9249300000
2009-11-18,9120240000
2009-11-19,8919480000
2009-11-20,8829855000
2009-11-23,8869290000
2009-11-24,8632680000
2009-11-25,8761740000
2009-11-27,8535885000
2009-11-30,8690040000
2009-12-01,8704380000
2009-12-02,8668530000
2009-12-03,8725890000
2009-12-04,9181185000
2009-12-07,9048540000
2009-12-08,9084390000
2009-12-09,9044955000
2009-12-10,9130995000
2009-12-11,9148920000
2009-12-14,9367605000
2009-12-15,9396285000
2009-12-16,9428550000
2009-12-17,9399870000
2009-12-18,9460815000
2009-12-21,9482325000
2009-12-22,9442890000
2009-12-23,9450060000
2009-12-24,9435720000
2009-12-28,9410625000
2009-12-29,9464400000
2009-12-30,9338925000
2009-12-31,9206280000
2010-01-04,9358776000
2010-01-05,9412686000
2010-01-06,9441438000
2010-01-07,9477378000
2010-01-08,9498942000
2010-01-11,9477378000
2010-01-12,9398310000
2010-01-13,9527694000
2010-01-14,10056012000
2010-01-15,9926628000
2010-01-19,9991320000
2010-01-20,9750522000
2010-01-21,9527694000
2010-01-22,9297678000
2010-01-25,9319242000
2010-01-26,9193452000
2010-01-27,9103602000
2010-01-28,9035316000
2010-01-29,8884368000
2010-02-01,8995782000
2010-02-02,9078444000
2010-02-03,8981406000
2010-02-04,8719044000
2010-02-05,8873586000
2010-02-08,8790924000
2010-02-09,8848428000
2010-02-10,8941872000
2010-02-11,9031722000
2010-02-12,9092820000
2010-02-16,9186264000
2010-02-17,9175482000
2010-02-18,9161106000
2010-02-19,9232986000
2010-02-22,9268926000
2010-02-23,9168294000
2010-02-24,9232986000
2010-02-25,9146730000
2010-02-26,9182670000
2010-03-01,9222204000
2010-03-02,9103602000
2010-03-03,9049692000
2010-03-04,9143136000
2010-03-05,9441438000
2010-03-08,9452220000
2010-03-09,9516912000
2010-03-10,9516912000
2010-03-11,9595980000
2010-03-12,9721770000
2010-03-15,9693018000
2010-03-16,9754116000
2010-03-17,9728958000
2010-03-18,9736146000
2010-03-19,9843966000
2010-03-22,10009290000
2010-03-23,10077576000
2010-03-24,10048824000
2010-03-25,10214148000
2010-03-26,10609530000
2010-03-29,10674708000
2010-03-30,10844895000
2010-03-31,10757991000
2010-04-01,10895589000
2010-04-05,11069397000
2010-04-06,11159922000
2010-04-07,11040429000
2010-04-08,11214237000
2010-04-09,11297520000
2010-04-12,11254068000
2010-04-13,11384424000
2010-04-14,11572716000
2010-04-15,11612547000
2010-04-16,11561853000
2010-04-19,11561853000
2010-04-20,11663241000
2010-04-21,11833428000
2010-04-22,12564870000
2010-04-23,12821960999
2010-04-26,12756782999
2010-04-27,12304157999
2010-04-28,12249843000
2010-04-29,12854550000
2010-04-30,12546765000
2010-05-03,12858171000
2010-05-04,12340368000
2010-05-05,12032582999
2010-05-06,11706693000
2010-05-07,11377182000
2010-05-10,12217254000
2010-05-11,12148454999
2010-05-12,12528660000
2010-05-13,12296916000
2010-05-14,11811702000
2010-05-17,11920332000
2010-05-18,11706693000
2010-05-19,11496675000
2010-05-20,11004219000
2010-05-21,11243205000
2010-05-24,11011461000
2010-05-25,11007840000
2010-05-26,11015082000
2010-05-27,11608926000
2010-05-28,11417013000
2010-06-01,11221479000
2010-06-02,11431497000
2010-06-03,11728419000
2010-06-04,10982493000
2010-06-07,10609530000
2010-06-08,10968009000
2010-06-09,11094744000
2010-06-10,11402529000
2010-06-11,11369940000
2010-06-14,11594442000
2010-06-15,11996373000
2010-06-16,12054309000
2010-06-17,12025341000
2010-06-18,12080337000
2010-06-21,12062182000
2010-06-22,11659141000
2010-06-23,11539318000
2010-06-24,11176218000
2010-06-25,11194373000
2010-06-28,11027347000
2010-06-29,10486328000
2010-06-30,10246682000
2010-07-01,10308409000
2010-07-02,10112335000
2010-07-06,10010667000
2010-07-07,10522638000
2010-07-08,10500852000
2010-07-09,10656985000
2010-07-12,10598889000
2010-07-13,10907524000
2010-07-14,11005561000
2010-07-15,10834904000
2010-07-16,10373767000
2010-07-19,10587996000
2010-07-20,10798594000
2010-07-21,10526269000
2010-07-22,10965620000
2010-07-23,11339613000
2010-07-26,11590152000
2010-07-27,11492115000
2010-07-28,11521163000
2010-07-29,11553842000
2010-07-30,11604676000
2010-08-02,12087599000
2010-08-03,11960514000
2010-08-04,12196529000
2010-08-05,12098492000
2010-08-06,12040395999
2010-08-09,12196529000
2010-08-10,11920573000
2010-08-11,11484853000
2010-08-12,11503008000
2010-08-13,11459436000
2010-08-16,11564735000
2010-08-17,11869739000
2010-08-18,11873370000
2010-08-19,11488484000
2010-08-20,11488484000
2010-08-23,11339613000
2010-08-24,10954727000
2010-08-25,11005561000
2010-08-26,10922048000
2010-08-27,11190742000
2010-08-30,10834904000
2010-08-31,10943834000
2010-09-01,11499377000
2010-09-02,11877001000
2010-09-03,12098492000
2010-09-07,11902418000
2010-09-08,12069444000
2010-09-09,12152957000
2010-09-10,12236632000
2010-09-13,12466960000
2010-09-14,12474272000
2010-09-15,12382872000
2010-09-16,12163512000
2010-09-17,12273192000
2010-09-20,12543736000
2010-09-21,12426744000
2010-09-22,12145232000
2010-09-23,11914904000
2010-09-24,12481584000
2010-09-27,12375560000
2010-09-28,12510832000
2010-09-29,12360936000
2010-09-30,12346312000
2010-10-01,12499864000
2010-10-04,12646104000
2010-10-05,13029984000
2010-10-06,13044608000
2010-10-07,12291472000
2010-10-08,12463304000
2010-10-11,12291472000
2010-10-12,12320720000
2010-10-13,12404808000
2010-10-14,12379216000
2010-10-15,12265879999
2010-10-18,12229320000
2010-10-19,12072112000
2010-10-20,12415776000
2010-10-21,12485240000
2010-10-22,12850840000
2010-10-25,12945895999
2010-10-26,13015360000
2010-10-27,12993424000
2010-10-28,12927616000
2010-10-29,12766752000
2010-11-01,12898368000
2010-11-02,13073856000
2010-11-03,13099448000
2010-11-04,13490640000
2010-11-05,13629568000
2010-11-08,13600320000
2010-11-09,13282248000
2010-11-10,13505264000
2010-11-11,13483328000
2010-11-12,13278592000
2010-11-15,13198160000
2010-11-16,12953208000
2010-11-17,13022672000
2010-11-18,13340744000
2010-11-19,13443112000
2010-11-22,13490640000
2010-11-23,13300528000
2010-11-24,13677095999
2010-11-26,13574728000
2010-11-29,13486984000
2010-11-30,13512576000
2010-12-01,13859895999
2010-12-02,13962264000
2010-12-03,14123128000
2010-12-06,14126784000
2010-12-07,14090224000
2010-12-08,14236464000
2010-12-09,14371736000
2010-12-10,14459479999
2010-12-13,14393672000
2010-12-14,14327864000
2010-12-15,14097536000
2010-12-16,14218184000
2010-12-17,14353456000
2010-12-20,14656904000
2010-12-21,14602064000
2010-12-22,14539912000
2010-12-23,14503352000
2010-12-27,14397328000
2010-12-28,14415608000
2010-12-29,14386360000
2010-12-30,14287648000
2010-12-31,14371965000
2011-01-03,14529818000
2011-01-04,14239809000
2011-01-05,14382978000
2011-01-06,14140692000
2011-01-07,14118666000
2011-01-10,14023220000
2011-01-11,14096640000
2011-01-12,14122337000
2011-01-13,14232467000
2011-01-14,14493107999
2011-01-18,14327913000
2011-01-19,14133350000
2011-01-20,13887393000
2011-01-21,13773592000
2011-01-24,13931445000
2011-01-25,13795618000
2011-01-26,13718527000
2011-01-27,13909419000
2011-01-28,13355098000
2011-01-31,13663462000
2011-02-01,13968154999
2011-02-02,13905748000
2011-02-03,13850682999
2011-02-04,13839670000
2011-02-07,13824985999
2011-02-08,13751566000
2011-02-09,13736882000
2011-02-10,13839670000
2011-02-11,14261835000
2011-02-14,14184744000
2011-02-15,14346268000
2011-02-16,14324242000
2011-02-17,14173731000
2011-02-18,14159047000
2011-02-22,13505609000
2011-02-23,13252310000
2011-02-24,13311046000
2011-02-25,13601054999
2011-02-28,13568016000
2011-03-01,13127496000
2011-03-02,13156864000
2011-03-03,13399150000
2011-03-04,13149522000
2011-03-07,13131167000
2011-03-08,13479912000
2011-03-09,13568016000
2011-03-10,13318388000
2011-03-11,13200916000
2011-03-14,13123825000
2011-03-15,12954959000
2011-03-16,12793435000
2011-03-17,12848500000
2011-03-18,13138509000
2011-03-21,13362440000
2011-03-22,12793435000
2011-03-23,12859513000
2011-03-24,12870526000
2011-03-25,12666381000
2011-03-28,11874063000
2011-03-29,12023961000
2011-03-30,12052513000
2011-03-31,11966857000
2011-04-01,11909753000
2011-04-04,11852649000
2011-04-05,11816959000
2011-04-06,11945443000
2011-04-07,11788407000
2011-04-08,11627802000
2011-04-11,11495749000
2011-04-12,11549284000
2011-04-13,11499318000
2011-04-14,11456490000
2011-04-15,11470766000
2011-04-18,11731303000
2011-04-19,11745578999
2011-04-20,11866925000
2011-04-21,12066789000
2011-04-25,11927598000
2011-04-26,11866925000
2011-04-27,11838373000
2011-04-28,11931167000
2011-04-29,11874063000
2011-05-02,11941874000
2011-05-03,11881201000
2011-05-04,11795544999
2011-05-05,11945443000
2011-05-06,12205980000
2011-05-09,12227394000
2011-05-10,12498638000
2011-05-11,12220256000
2011-05-12,12302343000
2011-05-13,12277360000
2011-05-16,12048944000
2011-05-17,12066789000
2011-05-18,12302343000
2011-05-19,12495069000
2011-05-20,12498638000
2011-05-23,12209549000
2011-05-24,12284498000
2011-05-25,12348740000
2011-05-26,12719916000
2011-05-27,12734192000
2011-05-31,12719916000
2011-06-01,12395136999
2011-06-02,12466517000
2011-06-03,12195273000
2011-06-06,12170290000
2011-06-07,11956150000
2011-06-08,11699182000
2011-06-09,11638509000
2011-06-10,11381541000
2011-06-13,11360127000
2011-06-14,11645647000
2011-06-15,11263764000
2011-06-16,11217367000
2011-06-17,10790296000
2011-06-20,10783388000
2011-06-21,11170236000
2011-06-22,11187506000
2011-06-23,11146058000
2011-06-24,11056254000
2011-06-27,11094248000
2011-06-28,11577808000
2011-06-29,11463826000
2011-06-30,11553630000
2011-07-01,11985380000
2011-07-05,11926662000
2011-07-06,11919754000
2011-07-07,12223706000
2011-07-08,12099362000
2011-07-11,11871398000
2011-07-12,11985380000
2011-07-13,12089000000
2011-07-14,11294580000
2011-07-15,11374022000
2011-07-18,11146058000
2011-07-19,11184052000
2011-07-20,11149512000
2011-07-21,11346390000
2011-07-22,11429286000
2011-07-25,11322212000
2011-07-26,11152966000
2011-07-27,10866284000
2011-07-28,10652136000
2011-07-29,10579602000
2011-08-01,10424172000
2011-08-02,9916434000
2011-08-03,10134036000
2011-08-04,9546856000
2011-08-05,9602120000
2011-08-08,8956222000
2011-08-09,9208364000
2011-08-10,8731712000
2011-08-11,9156554000
2011-08-12,9187640000
2011-08-15,9381064000
2011-08-16,9298168000
2011-08-17,9422512000
2011-08-18,8721350000
2011-08-19,8541742000
2011-08-22,8500294000
2011-08-23,8862964000
2011-08-24,9256720000
2011-08-25,8880234000
2011-08-26,8959676000
2011-08-29,9467414000
2011-08-30,9463960000
2011-08-31,9533040000
2011-09-01,9360340000
2011-09-02,8880234000
2011-09-06,8645362000
2011-09-07,9001124000
2011-09-08,8728258000
2011-09-09,8133521999
2011-09-12,8120286000
2011-09-13,8497512000
2011-09-14,8821794000
2011-09-15,8987244000
2011-09-16,9106368000
2011-09-19,8964081000
2011-09-20,8924373000
2011-09-21,8659653000
2011-09-22,8358534000
2011-09-23,8474349000
2011-09-26,8636490000
2011-09-27,8868120000
2011-09-28,8669580000
2011-09-29,8950845000
2011-09-30,8494203000
2011-10-03,8163303000
2011-10-04,8451186000
2011-10-05,8788704000
2011-10-06,8977317000
2011-10-07,8785395000
2011-10-10,9238728000
2011-10-11,9129531000
2011-10-12,9427341000
2011-10-13,9404178000
2011-10-14,9559701000
2011-10-17,9152694000
2011-10-18,9513375000
2011-10-19,9298290000
2011-10-20,9400869000
2011-10-21,9655662000
2011-10-24,9933618000
2011-10-25,9701988000
2011-10-26,9897219000
2011-10-27,10386951000
2011-10-28,10224810000
2011-10-31,9824421000
2011-11-01,9553083000
2011-11-02,9817803000
2011-11-03,10042815000
2011-11-04,9857511000
2011-11-07,9927000000
2011-11-08,9874056000
2011-11-09,9427341000
2011-11-10,9440577000
2011-11-11,9860820000
2011-11-14,9721842000
2011-11-15,9738387000
2011-11-16,9543156000
2011-11-17,9513375000
2011-11-18,9642426000
2011-11-21,9424032000
2011-11-22,9553083000
2011-11-23,9258582000
2011-11-25,9238728000
2011-11-28,9688752000
2011-11-29,9692061000
2011-11-30,10132158000
2011-12-01,10118922000
2011-12-02,10231428000
2011-12-05,10363788000
2011-12-06,10251282000
2011-12-07,10092450000
2011-12-08,9738387000
2011-12-09,9900528000
2011-12-12,9814494000
2011-12-13,9543156000
2011-12-14,9361161000
2011-12-15,9364470000
2011-12-16,9450504000
2011-12-19,9261891000
2011-12-20,9473667000
2011-12-21,9592791000
2011-12-22,9741696000
2011-12-23,9831039000
2011-12-27,9930309000
2011-12-28,9645735000
2011-12-29,9685443000
2011-12-30,9734029000
2012-01-03,10011000000
2012-01-04,10167839000
2012-01-05,10501539000
2012-01-06,10591638000
2012-01-09,10735129000
2012-01-10,10911990000
2012-01-11,11018774000
2012-01-12,11295745000
2012-01-13,11188961000
2012-01-17,11222331000
2012-01-18,11325778000
2012-01-19,11566041999
2012-01-20,11626108000
2012-01-23,11626108000
2012-01-24,11659478000
2012-01-25,11732891999
2012-01-26,11556031000
2012-01-27,11536009000
2012-01-30,11562705000
2012-01-31,11495965000
2012-02-01,11722881000
2012-02-02,11736229000
2012-02-03,12056581000
2012-02-06,12063255000
2012-02-07,12069929000
2012-02-08,12086614000
2012-02-09,12029885000
2012-02-10,11919764000
2012-02-13,11993178000
2012-02-14,11722881000
2012-02-15,11589400999
2012-02-16,11619434000
2012-02-17,11656141000
2012-02-21,11452584000
2012-02-22,11492628000
2012-02-23,11445910000
2012-02-24,11589400999
2012-02-27,11646130000
2012-02-28,11816316999
2012-02-29,11772936000
2012-03-01,11929775000
2012-03-02,11929775000
2012-03-05,12036559000
2012-03-06,11939786000
2012-03-07,11979830000
2012-03-08,12260138000
2012-03-09,12527098000
2012-03-12,12507075999
2012-03-13,12800732000
2012-03-14,12810743000
2012-03-15,12807406000
2012-03-16,12727318000
2012-03-19,12707296000
2012-03-20,12560468000
2012-03-21,12640556000
2012-03-22,12583827000
2012-03-23,12368388000
2012-03-26,12663498000
2012-03-27,12640545000
2012-03-28,12476595000
2012-03-29,12342156000
2012-03-30,12411015000
2012-04-02,12473316000
2012-04-03,12565128000
2012-04-04,12348713999
2012-04-05,12388062000
2012-04-09,12292971000
2012-04-10,11958513000
2012-04-11,12243786000
2012-04-12,12319203000
2012-04-13,12233949000
2012-04-16,12233949000
2012-04-17,12430688999
2012-04-18,12404457000
2012-04-19,12935655000
2012-04-20,12755310000
2012-04-23,12627429000
2012-04-24,12591360000
2012-04-25,12794658000
2012-04-26,13040583000
2012-04-27,12961887000
2012-04-30,12817611000
2012-05-01,13001235000
2012-05-02,13112721000
2012-05-03,13145511000
2012-05-04,12879912000
2012-05-07,12883191000
2012-05-08,12729078000
2012-05-09,12847122000
2012-05-10,12866796000
2012-05-11,12899586000
2012-05-14,12686451000
2012-05-15,12801216000
2012-05-16,12647103000
2012-05-17,12138858000
2012-05-18,12076557000
2012-05-21,12463479000
2012-05-22,12420852000
2012-05-23,12496269000
2012-05-24,12588081000
2012-05-25,12670056000
2012-05-29,12834006000
2012-05-30,12555291000
2012-05-31,12693009000
2012-06-01,11965071000
2012-06-04,11912607000
2012-06-05,12037209000
2012-06-06,12312645000
2012-06-07,12309366000
2012-06-08,12394620000
2012-06-11,12086394000
2012-06-12,12296250000
2012-06-13,12122463000
2012-06-14,12345435000
2012-06-15,12130811999
2012-06-18,12258572000
2012-06-19,12654628000
2012-06-20,12715314000
2012-06-21,12341616000
2012-06-22,12392720000
2012-06-25,12066932000
2012-06-26,12095678000
2012-06-27,12188303999
2012-06-28,11990276000
2012-06-29,12520480000
2012-07-02,12536450000
2012-07-03,12536450000
2012-07-05,12641852000
2012-07-06,12584360000
2012-07-09,12443824000
2012-07-10,12191498000
2012-07-11,12146782000
2012-07-12,11364252000
2012-07-13,11587832000
2012-07-16,11536728000
2012-07-17,11721980000
2012-07-18,11721980000
2012-07-19,11910426000
2012-07-20,11769890000
2012-07-23,11434520000
2012-07-24,11188582000
2012-07-25,11287596000
2012-07-26,11517564000
2012-07-27,11782666000
2012-07-30,11658100000
2012-07-31,11632548000
2012-08-01,11610190000
2012-08-02,11600608000
2012-08-03,11993470000
2012-08-06,11929590000
2012-08-07,12175528000
2012-08-08,11894456000
2012-08-09,11910426000
2012-08-10,11798636000
2012-08-13,11795442000
2012-08-14,11709203999
2012-08-15,11750726000
2012-08-16,12076514000
2012-08-17,12153170000
2012-08-20,11993470000
2012-08-21,11881680000
2012-08-22,11894456000
2012-08-23,11856128000
2012-08-24,11808218000
2012-08-27,11932784000
2012-08-28,11900844000
2012-08-29,12009440000
2012-08-30,11990276000
2012-08-31,12034992000
2012-09-04,12019022000
2012-09-05,11945560000
2012-09-06,12376750000
2012-09-07,12307872000
2012-09-10,12185919000
2012-09-11,12301618000
2012-09-12,12357904000
2012-09-13,12814445999
2012-09-14,13008320000
2012-09-17,12870731999
2012-09-18,12842589000
2012-09-19,12789430000
2012-09-20,12742525000
2012-09-21,12642461000
2012-09-24,12576794000
2012-09-25,12239078000
2012-09-26,12198427000
2012-09-27,12376666000
2012-09-28,12226570000
2012-10-01,12185919000
2012-10-02,12079601000
2012-10-03,12195300000
2012-10-04,12176538000
2012-10-05,11973283000
2012-10-08,12110870999
2012-10-09,12023315000
2012-10-10,12001426000
2012-10-11,11935759000
2012-10-12,11932631999
2012-10-15,12048331000
2012-10-16,12160903000
2012-10-17,12129633000
2012-10-18,12160903000
2012-10-19,11735631000
2012-10-22,11863838000
2012-10-23,11535503000
2012-10-24,11394788000
2012-10-25,11404169000
2012-10-26,11513614000
2012-10-31,11407295999
2012-11-01,11557392000
2012-11-02,11472963000
2012-11-05,11457328000
2012-11-06,11497979000
2012-11-07,11260327000
2012-11-08,11032056000
2012-11-09,11113358000
2012-11-12,11041437000
2012-11-13,10985151000
2012-11-14,10750626000
2012-11-15,10666197000
2012-11-16,10766261000
2012-11-19,11085215000
2012-11-20,10906976000
2012-11-21,10888214000
2012-11-23,11019548000
2012-11-26,10853817000
2012-11-27,10831928000
2012-11-28,11010167000
2012-11-29,11454201000
2012-11-30,11347883000
2012-12-03,11222803000
2012-12-04,11110231000
2012-12-05,11028929000
2012-12-06,11088342000
2012-12-07,11078961000
2012-12-10,11128993000
2012-12-11,11191533000
2012-12-12,11232184000
2012-12-13,11138374000
2012-12-14,11291597000
2012-12-17,11519868000
2012-12-18,11701234000
2012-12-19,11638694000
2012-12-20,11782536000
2012-12-21,11694980000
2012-12-24,11607424000
2012-12-26,11479217000
2012-12-27,11532376000
2012-12-28,11374463999
2012-12-31,11620786000
2013-01-02,12094722000
2013-01-03,12191380000
2013-01-04,12231913999
2013-01-07,12163318000
2013-01-08,12129020000
2013-01-09,12129020000
2013-01-10,12166436000
2013-01-11,12122784000
2013-01-14,12076013999
2013-01-15,12210087999
2013-01-16,12107194000
2013-01-17,12247504000
2013-01-18,12244386000
2013-01-22,12235032000
2013-01-23,12206970000
2013-01-24,12150846000
2013-01-25,12334808000
2013-01-28,12503180000
2013-01-29,12537478000
2013-01-30,12515652000
2013-01-31,12465763999
2013-02-01,12562422000
2013-02-04,12400286000
2013-02-05,12456410000
2013-02-06,12677787999
2013-02-07,12618546000
2013-02-08,12774446000
2013-02-11,12852396000
2013-02-12,12905402000
2013-02-13,12839924000
2013-02-14,12833687999
2013-02-15,12855513999
2013-02-19,12730794000
2013-02-20,12384696000
2013-02-21,12210087999
2013-02-22,12312982000
2013-02-25,12035480000
2013-02-26,12013654000
2013-02-27,12253740000
2013-02-28,12300510000
2013-03-01,12337926000
2013-03-04,12222560000
2013-03-05,12303628000
2013-03-06,12278684000
2013-03-07,12272448000
2013-03-08,12562422000
2013-03-11,12546832000
2013-03-12,12465763999
2013-03-13,12528124000
2013-03-14,12602956000
2013-03-15,12581130000
2013-03-18,12440820000
2013-03-19,12331690000
2013-03-20,12478236000
2013-03-21,12353516000
2013-03-22,12425230000
2013-03-25,12397168000
2013-03-26,12874222000
2013-03-27,12977116000
2013-03-28,13167313999
2013-04-01,12767921000
2013-04-02,12715782000
2013-04-03,12574700000
2013-04-04,12666710000
2013-04-05,12470421999
2013-04-08,12666710000
2013-04-09,12758720000
2013-04-10,12878333000
2013-04-11,12945807000
2013-04-12,13062353000
2013-04-15,12485757000
2013-04-16,12804725000
2013-04-17,12614571000
2013-04-18,12516427000
2013-04-19,12678978000
2013-04-22,12675911000
2013-04-23,12841529000
2013-04-24,12706581000
2013-04-25,12770988000
2013-04-26,12749519000
2013-04-29,12764854000
2013-04-30,13206502000
2013-05-01,13028615999
2013-05-02,13139028000
2013-05-03,13191167000
2013-05-06,13221837000
2013-05-07,13353718000
2013-05-08,13338383000
2013-05-09,13258640999
2013-05-10,13485599000
2013-05-13,13381321000
2013-05-14,13482532000
2013-05-15,13485599000
2013-05-16,13246373000
2013-05-17,13411990999
2013-05-20,13298512000
2013-05-21,13335315999
2013-05-22,13117559000
2013-05-23,13059286000
2013-05-24,13117559000
2013-05-28,13258640999
2013-05-29,12982611000
2013-05-30,13040884000
2013-05-31,12884467000
2013-06-03,12942740000
2013-06-04,12393746999
2013-06-05,12387613000
2013-06-06,12577767000
2013-06-07,12777121999
2013-06-10,12721915999
2013-06-11,12525628000
2013-06-12,12448953000
2013-06-13,12602303000
2013-06-14,12504159000
2013-06-17,12470421999
2013-06-18,12519494000
2013-06-19,12396814000
2013-06-20,11976635000
2013-06-21,11939831000
2013-06-24,11872357000
2013-06-25,12068645000
2013-06-26,12099315000
2013-06-27,12344675000
2013-06-28,12381479000
2013-07-01,12172608000
2013-07-02,12145437000
2013-07-03,12166570000
2013-07-05,12498660000
2013-07-08,12595268000
2013-07-09,12601306000
2013-07-10,12658667000
2013-07-11,12734142000
2013-07-12,12598287000
2013-07-15,12553002000
2013-07-16,12525831000
2013-07-17,12480546000
2013-07-18,12682819000
2013-07-19,12565078000
2013-07-22,12519793000
2013-07-23,12362805000
2013-07-24,12187703000
2013-07-25,12335634000
2013-07-26,12456394000
2013-07-29,12365824000
2013-07-30,12495641000
2013-07-31,12549983000
2013-08-01,12553002000
2013-08-02,12806598000
2013-08-05,12731123000
2013-08-06,12583192000
2013-08-07,12368843000
2013-08-08,12525831000
2013-08-09,12359786000
2013-08-12,12296387000
2013-08-13,12248083000
2013-08-14,12402052000
2013-08-15,12344691000
2013-08-16,12196760000
2013-08-19,12151475000
2013-08-20,12091095000
2013-08-21,12042791000
2013-08-22,12474508000
2013-08-23,12426203999
2013-08-26,12447337000
2013-08-27,12202798000
2013-08-28,12121285000
2013-08-29,12151475000
2013-08-30,12072981000
2013-09-03,12166570000
2013-09-04,12356767000
2013-09-05,12308463000
2013-09-06,12263178000
2013-09-09,12396014000
2013-09-10,12562059000
2013-09-11,12969624000
2013-09-12,12857921000
2013-09-13,12939434000
2013-09-16,13017928000
2013-09-17,13087365000
2013-09-18,13229258000
2013-09-19,13156802000
2013-09-20,13033023000
2013-09-23,12981700000
2013-09-24,12999814000
2013-09-25,12924339000
2013-09-26,12954528999
2013-09-27,12785465000
2013-09-30,12592764000
2013-10-01,12736476000
2013-10-02,12715518000
2013-10-03,12658632000
2013-10-04,12754440000
2013-10-07,12562824000
2013-10-08,12434082000
2013-10-09,12359232000
2013-10-10,12568812000
2013-10-11,12664620000
2013-10-14,12586776000
2013-10-15,12661626000
2013-10-16,12865218000
2013-10-17,12967014000
2013-10-18,13023900000
2013-10-21,13167612000
2013-10-22,13140666000
2013-10-23,13050846000
2013-10-24,13356234000
2013-10-25,13320306000
2013-10-28,13203540000
2013-10-29,13356234000
2013-10-30,13233480000
2013-10-31,13496952000
2013-11-01,13685574000
2013-11-04,13769406000
2013-11-05,13727490000
2013-11-06,13874196000
2013-11-07,13601742000
2013-11-08,13808328000
2013-11-11,13802340000
2013-11-12,13901142000
2013-11-13,13975992000
2013-11-14,14053836000
2013-11-15,14077788000
2013-11-18,14065812000
2013-11-19,13871202000
2013-11-20,13850244000
2013-11-21,14044853999
2013-11-22,14047848000
2013-11-25,13961022000
