,MAR
2002-06-28,8640548214
2002-07-01,8353179361
2002-07-02,8129129069
2002-07-03,8148611703
2002-07-05,8601582946
2002-07-08,8435980556
2002-07-09,8172964996
2002-07-10,7895337460
2002-07-11,8241154215
2002-07-12,8333696727
2002-07-15,8353179361
2002-07-16,8138870386
2002-07-17,8109646435
2002-07-18,7944044046
2002-07-19,7690769803
2002-07-22,7603097949
2002-07-23,7335211731
2002-07-24,7797924290
2002-07-25,7330341072
2002-07-26,7413142267
2002-07-29,7997621289
2002-07-30,7866113509
2002-07-31,7603097949
2002-08-01,7515426096
2002-08-02,7140385390
2002-08-05,6950429708
2002-08-06,7184221317
2002-08-07,7198833292
2002-08-08,7476460828
2002-08-09,7398530291
2002-08-12,7471590169
2002-08-13,7305987780
2002-08-14,7189091975
2002-08-15,7491072803
2002-08-16,7325470414
2002-08-19,7573873998
2002-08-20,7549520706
2002-08-21,7379047657
2002-08-22,7729735071
2002-08-23,7758959022
2002-08-26,7783312314
2002-08-27,7690769803
2002-08-28,7583615315
2002-08-29,7525167413
2002-08-30,7432624901
2002-09-03,7203703951
2002-09-04,7320599755
2002-09-05,7315729097
2002-09-06,7482060774
2002-09-09,7477199136
2002-09-10,7525815515
2002-09-11,7345934912
2002-09-12,7083406464
2002-09-13,7068821550
2002-09-16,7161192670
2002-09-17,7083406464
2002-09-18,6913249136
2002-09-19,6461116808
2002-09-20,6480563360
2002-09-23,6402777153
2002-09-24,6242343102
2002-09-25,6388192240
2002-09-26,7049374998
2002-09-27,6908387498
2002-09-30,6568072843
2002-10-01,6801431464
2002-10-02,6436808619
2002-10-03,6417362067
2002-10-04,6383330602
2002-10-07,5994399567
2002-10-08,6222896550
2002-10-09,6140248705
2002-10-10,6490286636
2002-10-11,6543764653
2002-10-14,6577796119
2002-10-15,6966727153
2002-10-16,6723645257
2002-10-17,6888940946
2002-10-18,6820878015
2002-10-21,7287595257
2002-10-22,7248702153
2002-10-23,7297318532
2002-10-24,7010481895
2002-10-25,7326488360
2002-10-28,7093129739
2002-10-29,7112576291
2002-10-30,7083406464
2002-10-31,7010481895
2002-11-01,7219532326
2002-11-04,7365381463
2002-11-05,7389689653
2002-11-06,7404274567
2002-11-07,7423721119
2002-11-08,7399412929
2002-11-11,7166054308
2002-11-12,7316765084
2002-11-13,7204947412
2002-11-14,7302180170
2002-11-15,7457752584
2002-11-18,7404274567
2002-11-19,7467475860
2002-11-20,7423721119
2002-11-21,7734865946
2002-11-22,7832098705
2002-11-25,8206444825
2002-11-26,8196721549
2002-11-27,8201583187
2002-11-29,8099488791
2002-12-02,8089765515
2002-12-03,7812652153
2002-12-04,7812652153
2002-12-05,7671664653
2002-12-06,7764035774
2002-12-09,7579293532
2002-12-10,7535538791
2002-12-11,7477199136
2002-12-12,7579293532
2002-12-13,7413997843
2002-12-16,7525815515
2002-12-17,7428582757
2002-12-18,7375104739
2002-12-19,7409136205
2002-12-20,7564708619
2002-12-23,7423721119
2002-12-24,7428582757
2002-12-26,7457752584
2002-12-27,7287595257
2002-12-30,7379966377
2002-12-31,7448029308
2003-01-02,7710557756
2003-01-03,7561304715
2003-01-06,7485597034
2003-01-07,7485597034
2003-01-08,7400425892
2003-01-09,7495060494
2003-01-10,7480865303
2003-01-13,7433548002
2003-01-14,7547109525
2003-01-15,7296327829
2003-01-16,7343645130
2003-01-17,7239547068
2003-01-21,6969838452
2003-01-22,7059741324
2003-01-23,7154375926
2003-01-24,7036082673
2003-01-27,6865740389
2003-01-28,6842081739
2003-01-29,6960374991
2003-01-30,6780569247
2003-01-31,6879935579
2003-02-03,6903594230
2003-02-04,6752178866
2003-02-05,6709593295
2003-02-06,6614958693
2003-02-07,6473006790
2003-02-10,6737983676
2003-02-11,6704861565
2003-02-12,6629153884
2003-02-13,6501397171
2003-02-14,6662275994
2003-02-18,6771105787
2003-02-19,6709593295
2003-02-20,6667007724
2003-02-21,6785300977
2003-02-24,6596031773
2003-02-25,6657544264
2003-02-26,6520324091
2003-02-27,6548714472
2003-02-28,6667007724
2003-03-03,6614958693
2003-03-04,6473006790
2003-03-05,6614958693
2003-03-06,6529787551
2003-03-07,6676471185
2003-03-10,6529787551
2003-03-11,6378372188
2003-03-12,6364176997
2003-03-13,6714325026
2003-03-14,6709593295
2003-03-17,7073936514
2003-03-18,7002960562
2003-03-19,7083399974
2003-03-20,7220620147
2003-03-21,7693793158
2003-03-24,7026619213
2003-03-25,7234815338
2003-03-26,7234815338
2003-03-27,7201693227
2003-03-28,7113948612
2003-03-31,6940780126
2003-04-01,6823774392
2003-04-02,7137349758
2003-04-03,7132669529
2003-04-04,7142029988
2003-04-07,7282436868
2003-04-08,7291797327
2003-04-09,7160750905
2003-04-10,7202872969
2003-04-11,7254355492
2003-04-14,7479006501
2003-04-15,7539849482
2003-04-16,7436884437
2003-04-17,7614733152
2003-04-21,7727058656
2003-04-22,7853424849
2003-04-23,7839384161
2003-04-24,7764500491
2003-04-25,7614733152
2003-04-28,7745779574
2003-04-29,7830023702
2003-04-30,7834703931
2003-05-01,7773860950
2003-05-02,7923628289
2003-05-05,8068715399
2003-05-06,8269965261
2003-05-07,8227843197
2003-05-08,8073395628
2003-05-09,8152959527
2003-05-12,8326128013
2003-05-13,8269965261
2003-05-14,8129558380
2003-05-15,8181040903
2003-05-16,8143599068
2003-05-19,7998511959
2003-05-20,7979791041
2003-05-21,7942349206
2003-05-22,7975110812
2003-05-23,7975110812
2003-05-27,8232523426
2003-05-28,8391651224
2003-05-29,8340168701
2003-05-30,8527377875
2003-06-02,8518017417
2003-06-03,8443133747
2003-06-04,8532058105
2003-06-05,8597581315
2003-06-06,8681825444
2003-06-09,8499296499
2003-06-10,8569499939
2003-06-11,8592901086
2003-06-12,8574180169
2003-06-13,8461854664
2003-06-16,8649063838
2003-06-17,8555459251
2003-06-18,8499296499
2003-06-19,8293366408
2003-06-20,8527890549
2003-06-23,8437269788
2003-06-24,8504042980
2003-06-25,8451578329
2003-06-26,8575585686
2003-06-27,8527890549
2003-06-30,8542199090
2003-07-01,8551738117
2003-07-02,8585124714
2003-07-03,8580355200
2003-07-07,8723440612
2003-07-08,8823600400
2003-07-09,8871295537
2003-07-10,8723440612
2003-07-11,8818830886
2003-07-14,8775905263
2003-07-15,8828369914
2003-07-16,8766366235
2003-07-17,8499273466
2003-07-18,8632819851
2003-07-21,8494503953
2003-07-22,8685284502
2003-07-23,8680514988
2003-07-24,8780674776
2003-07-25,9066845600
2003-07-28,9109771224
2003-07-29,9009611435
2003-07-30,8942838243
2003-07-31,9138388306
2003-08-01,9147927334
2003-08-04,9076384628
2003-08-05,8899912620
2003-08-06,8890373592
2003-08-07,9147927334
2003-08-08,9128849279
2003-08-11,8952377271
2003-08-12,8985763867
2003-08-13,8938068730
2003-08-14,8980994353
2003-08-15,8947607757
2003-08-18,9023919977
2003-08-19,9038228518
2003-08-20,9114540738
2003-08-21,9181313930
2003-08-22,9147927334
2003-08-25,9114540738
2003-08-26,9052537059
2003-08-27,9038228518
2003-08-28,9047767545
2003-08-29,9076384628
2003-09-02,9167005389
2003-09-03,9124079765
2003-09-04,9057306573
2003-09-05,9019150463
2003-09-08,9038228518
2003-09-09,8952377271
2003-09-10,8833139427
2003-09-11,8928529702
2003-09-12,9323720000
2003-09-15,9293900000
2003-09-16,9438030000
2003-09-17,9428090000
2003-09-18,9790900000
2003-09-19,9935030000
2003-09-22,9845570000
2003-09-23,10451910000
2003-09-24,10238200000
2003-09-25,10089100000
2003-09-26,10099040000
2003-09-29,10133830000
2003-09-30,9969820000
2003-10-01,10253110000
2003-10-02,10178560000
2003-10-03,10342570000
2003-10-06,10307780000
2003-10-07,10412150000
2003-10-08,10362450000
2003-10-09,9984730000
2003-10-10,9850540000
2003-10-13,10233230000
2003-10-14,10188500000
2003-10-15,10079160000
2003-10-16,10099040000
2003-10-17,10034430000
2003-10-20,10118920000
2003-10-21,10099040000
2003-10-22,9974790000
2003-10-23,10089100000
2003-10-24,10049340000
2003-10-27,10054310000
2003-10-28,10163650000
2003-10-29,10203410000
2003-10-30,10143770000
2003-10-31,10009580000
2003-11-03,10054310000
2003-11-04,9949940000
2003-11-05,9979760000
2003-11-06,10456880000
2003-11-07,10526460000
2003-11-10,10496640000
2003-11-11,10769990000
2003-11-12,10834600000
2003-11-13,10784900000
2003-11-14,10685500000
2003-11-17,10685500000
2003-11-18,10407180000
2003-11-19,10427060000
2003-11-20,10307780000
2003-11-21,10402210000
2003-11-24,10516520000
2003-11-25,10596040000
2003-11-26,10566220000
2003-11-28,10615920000
2003-12-01,10640770000
2003-12-02,10491670000
2003-12-03,10665620000
2003-12-04,10735200000
2003-12-05,10586100000
2003-12-08,10630830000
2003-12-09,10566220000
2003-12-10,10561250000
2003-12-11,10576160000
2003-12-12,10586100000
2003-12-15,10620890000
2003-12-16,10596040000
2003-12-17,10541370000
2003-12-18,10685500000
2003-12-19,10586100000
2003-12-22,10700410000
2003-12-23,10675560000
2003-12-24,10645740000
2003-12-26,10660650000
2003-12-29,10695440000
2003-12-30,10700410000
2003-12-31,10700410000
2004-01-02,9990840773
2004-01-05,10046577681
2004-01-06,9995485515
2004-01-07,9990840773
2004-01-08,10093025104
2004-01-09,9990840773
2004-01-12,10041932939
2004-01-13,10000130258
2004-01-14,10074446135
2004-01-15,10111604074
2004-01-16,10065156650
2004-01-20,10051222423
2004-01-21,10051222423
2004-01-22,9976906546
2004-01-23,9911880153
2004-01-26,9865432730
2004-01-27,9805051079
2004-01-28,9586748189
2004-01-29,9814340564
2004-01-30,9609971901
2004-02-02,9628550870
2004-02-03,9647129840
2004-02-04,9647129840
2004-02-05,9800406337
2004-02-06,9902590668
2004-02-09,9865432730
2004-02-10,9670353551
2004-02-11,9656419324
2004-02-12,9670353551
2004-02-13,9642485097
2004-02-17,9609971901
2004-02-18,9521721797
2004-02-19,9656419324
2004-02-20,9623906128
2004-02-23,9679643036
2004-02-24,9781827368
2004-02-25,9740024686
2004-02-26,9684287778
2004-02-27,9661064067
2004-03-01,9698222005
2004-03-02,9633195613
2004-03-03,9656419324
2004-03-04,9740024686
2004-03-05,9832919533
2004-03-08,9930459122
2004-03-09,9758603656
2004-03-10,9619261386
2004-03-11,9377734784
2004-03-12,9442761177
2004-03-15,9080471274
2004-03-16,9094405501
2004-03-17,9224458287
2004-03-18,9112984471
2004-03-19,8968997458
2004-03-22,8829655188
2004-03-23,8857523642
2004-03-24,8890036838
2004-03-25,8964352716
2004-03-26,8862007681
2004-03-29,8939464818
2004-03-30,8934908516
2004-03-31,9035147163
2004-04-01,9276631177
2004-04-02,9454326961
2004-04-05,9513558889
2004-04-06,9481664774
2004-04-07,9431545450
2004-04-08,9486221076
2004-04-12,9509002587
2004-04-13,9404207637
2004-04-14,9449770659
2004-04-15,9458883263
2004-04-16,9513558889
2004-04-19,9550009306
2004-04-20,9372313522
2004-04-21,9422432846
2004-04-22,10165110096
2004-04-23,10055758845
2004-04-26,10087652960
2004-04-27,10192447909
2004-04-28,10137772283
2004-04-29,10064871449
2004-04-30,10014752125
2004-05-03,10165110096
2004-05-04,10183335305
2004-05-05,10247123535
2004-05-06,10151441190
2004-05-07,9914513478
2004-05-10,9773268111
2004-05-11,9928182384
2004-05-12,9991970614
2004-05-13,9978301708
2004-05-14,10051202542
2004-05-17,9805162226
2004-05-18,10087652960
2004-05-19,10119547075
2004-05-20,10169666398
2004-05-21,10310911765
2004-05-24,10370143693
2004-05-25,10534170570
2004-05-26,10470382340
2004-05-27,10479494945
2004-05-28,10474938642
2004-06-01,10465826038
2004-06-02,10643521822
2004-06-03,10602515103
2004-06-04,10725535261
2004-06-07,10862224325
2004-06-08,10871336929
2004-06-09,10784767189
2004-06-10,10634409218
2004-06-14,10670859635
2004-06-15,10716422656
2004-06-16,10661747031
2004-06-17,10616184009
2004-06-18,10605884552
2004-06-21,10569422551
2004-06-22,10592211302
2004-06-23,10619557802
2004-06-24,10615000052
2004-06-25,10564864801
2004-06-28,10624115553
2004-06-29,10605884552
2004-06-30,10596769052
2004-07-01,10642346553
2004-07-02,10573980301
2004-07-06,10587653551
2004-07-07,10605884552
2004-07-08,10341535044
2004-07-09,10396228046
2004-07-12,10464594298
2004-07-13,10592211302
2004-07-14,10537518300
2004-07-15,10464594298
2004-07-16,10478267548
2004-07-19,10496498549
2004-07-20,10523845050
2004-07-21,10551191550
2004-07-22,10264053292
2004-07-23,10268611042
2004-07-26,10286842043
2004-07-27,10305073043
2004-07-28,10368881545
2004-07-29,10346092795
2004-07-30,10368881545
2004-08-02,10341535044
2004-08-03,10236706791
2004-08-04,9963241784
2004-08-05,9922222033
2004-08-06,9726238777
2004-08-09,9662430275
2004-08-10,9717123277
2004-08-11,9671545775
2004-08-12,9584948523
2004-08-13,9575833023
2004-08-16,9739912027
2004-08-17,9908548782
2004-08-18,9949568533
2004-08-19,9881202281
2004-08-20,9931337533
2004-08-23,9890317782
