,FHN
2013-11-26,2672606280
2013-11-27,2646863138
2013-11-29,2623460280
2013-12-02,2588355995
2013-12-03,2574314281
2013-12-04,2576654566
2013-12-05,2574314281
2013-12-06,2646863138
2013-12-09,2653883995
2013-12-10,2630481138
2013-12-11,2588355995
2013-12-12,2614099138
2013-12-13,2623460280
2013-12-16,2639842280
2013-12-17,2625800566
2013-12-18,2665585423
2013-12-19,2670265995
2013-12-20,2663245137
2013-12-23,2733453709
2013-12-24,2733453709
2013-12-26,2721752280
2013-12-27,2726432852
2013-12-30,2721752280
2013-12-31,2756227098
2014-01-02,2734934356
2014-01-03,2756227098
2014-01-06,2758592958
2014-01-07,2801178441
2014-01-08,2860324945
2014-01-09,2895812848
2014-01-10,2902910428
2014-01-13,2857959085
2014-01-14,2881617687
2014-01-15,2886349407
2014-01-16,2810641881
2014-01-17,2822471182
2014-01-21,2879251826
2014-01-22,2893446987
2014-01-23,2853227365
2014-01-24,2794080860
2014-01-27,2753861237
2014-01-28,2798812581
2014-01-29,2777519839
2014-01-30,2839032204
2014-01-31,2782251559
2014-02-03,2654495110
2014-02-04,2682885432
2014-02-05,2654495110
2014-02-06,2697080593
2014-02-07,2718373335
2014-02-10,2734934356
2014-02-11,2768056398
2014-02-12,2784617420
2014-02-13,2805910161
2014-02-14,2801178441
2014-02-18,2789349140
2014-02-19,2704178174
2014-02-20,2711275754
2014-02-21,2711275754
2014-02-24,2725470915
2014-02-25,2713641614
2014-02-26,2742031937
2014-02-27,2753861237
2014-02-28,2831934623
2014-03-03,2786983280
2014-03-04,2862690805
2014-03-05,2872154246
2014-03-06,2869788386
2014-03-07,2907642148
2014-03-10,2898178708
2014-03-11,2891081127
2014-03-12,2865056665
2014-03-13,2836666343
2014-03-14,2843763924
2014-03-17,2857959085
2014-03-18,2883983547
2014-03-19,2912373869
2014-03-20,2971520373
2014-03-21,2962056932
2014-03-24,2950227631
2014-03-25,2933666610
2014-03-26,2895812848
2014-03-27,2836666343
2014-03-28,2865056665
2014-03-31,2926389253
2014-04-01,2971447111
2014-04-02,2942989516
2014-04-03,2978561509
2014-04-04,2928760719
2014-04-07,2881331396
2014-04-08,2841016471
2014-04-09,2836273539
2014-04-10,2781729817
2014-04-11,2722443163
2014-04-14,2720071696
2014-04-15,2758015155
2014-04-16,2760386621
2014-04-17,2665527975
2014-04-21,2758015155
2014-04-22,2795958614
2014-04-23,2772243952
2014-04-24,2739043426
2014-04-25,2717700230
2014-04-28,2689242636
2014-04-29,2677385305
2014-04-30,2724814629
2014-05-01,2720071696
2014-05-02,2739043426
2014-05-05,2708214366
2014-05-06,2658413576
2014-05-07,2689242636
2014-05-08,2720071696
2014-05-09,2729557561
2014-05-12,2791215682
2014-05-13,2779358351
2014-05-14,2698728501
2014-05-15,2658413576
2014-05-16,2651299178
2014-05-19,2689242636
2014-05-20,2679756772
2014-05-21,2691614102
2014-05-22,2693985569
2014-05-23,2693985569
2014-05-27,2729557561
2014-05-28,2729557561
2014-05-29,2722443163
2014-05-30,2717700230
2014-06-02,2750900757
2014-06-03,2772243952
2014-06-04,2779358351
2014-06-05,2812558877
2014-06-06,2836273539
2014-06-09,2883702862
2014-06-10,2878959930
2014-06-11,2848130870
2014-06-12,2855245268
2014-06-13,2836273539
2014-06-16,2807815945
2014-06-17,2859988201
2014-06-18,2857616734
2014-06-19,2826787674
2014-06-20,2824416208
2014-06-23,2810187411
2014-06-24,2795958614
2014-06-25,2812558877
2014-06-26,2805444479
2014-06-27,2831530606
2014-06-30,2790047969
2014-07-01,2811220339
2014-07-02,2775933055
2014-07-03,2820630282
2014-07-07,2794752940
2014-07-08,2754760684
2014-07-09,2761818141
2014-07-10,2745350741
2014-07-11,2738293284
2014-07-14,2742998256
2014-07-15,2801810397
2014-07-16,2761818141
2014-07-17,2698301029
2014-07-18,2757113170
2014-07-21,2742998256
2014-07-22,2750055713
2014-07-23,2785342997
2014-07-24,2827687739
2014-07-25,2832392710
2014-07-28,2794752940
2014-07-29,2790047969
2014-07-30,2822982768
2014-07-31,2771228083
2014-08-01,2733588313
2014-08-04,2721825885
2014-08-05,2724178371
2014-08-06,2747703227
2014-08-07,2728883342
2014-08-08,2721825885
2014-08-11,2719473399
2014-08-12,2700653514
2014-08-13,2714768428
2014-08-14,2721825885
2014-08-15,2700653514
2014-08-18,2733588313
2014-08-19,2750055713
2014-08-20,2759465655
2014-08-21,2825335253
2014-08-22,2808867854
2014-08-25,2822982768
2014-08-26,2851212595
2014-08-27,2832392710
2014-08-28,2848860110
2014-08-29,2860622538
2014-09-02,2902967279
2014-09-03,2905319765
2014-09-04,2900614794
2014-09-05,2900614794
2014-09-08,2921787164
2014-09-09,2907672251
2014-09-10,2938254564
2014-09-11,2931197107
2014-09-12,2957074449
2014-09-15,2938254564
2014-09-16,2926492136
2014-09-17,2945312021
2014-09-18,3048821389
2014-09-19,3039411446
2014-09-22,2990009248
2014-09-23,2961779420
2014-09-24,2954721963
2014-09-25,2919434679
2014-09-26,2926492136
2014-09-29,2905319765
2014-09-30,2876217461
2014-10-01,2838742315
2014-10-02,2862164281
2014-10-03,2890270641
2014-10-06,2871533068
2014-10-07,2824689135
2014-10-08,2883244051
2014-10-09,2803609366
2014-10-10,2747396646
2014-10-13,2721632484
2014-10-14,2742712253
2014-10-15,2663077568
2014-10-16,2670104158
2014-10-17,2686499534
2014-10-20,2719290287
2014-10-21,2796582776
2014-10-22,2791898382
2014-10-23,2820004742
2014-10-24,2820004742
2014-10-27,2831715725
2014-10-28,2909008214
2014-10-29,2960536540
2014-10-30,2972247523
2014-10-31,3012064866
2014-11-03,2976931916
2014-11-04,2955852147
2014-11-05,2972247523
2014-11-06,2983958506
2014-11-07,3009722669
2014-11-10,3028460242
2014-11-11,3014407062
2014-11-12,3047197815
2014-11-13,3023775849
2014-11-14,3016749259
2014-11-17,2986300703
2014-11-18,3000353883
2014-11-19,2983958506
2014-11-20,3021433652
2014-11-21,2995669489
2014-11-24,3035486832
2014-11-25,3040171225
2014-11-26,3030802439
2014-11-28,2988642899
2014-12-01,2925403590
2014-12-02,2946483360
2014-12-03,3002696079
2014-12-04,2995669489
2014-12-05,3079988568
2014-12-08,3089357354
2014-12-09,3108094928
2014-12-10,3019091456
2014-12-11,3042513422
2014-12-12,3012064866
2014-12-15,3026118045
2014-12-16,3021433652
2014-12-17,3103410534
2014-12-18,3133859090
2014-12-19,3136201287
2014-12-22,3161965450
2014-12-23,3197098399
2014-12-24,3185387416
2014-12-26,3211151579
2014-12-29,3257995512
2014-12-30,3227546956
2014-12-31,3156856176
2015-01-02,3117337358
2015-01-05,3040624358
2015-01-06,2982508449
2015-01-07,3001105540
2015-01-08,3073169267
2015-01-09,2996456268
2015-01-12,2959262086
2015-01-13,2947638904
2015-01-14,2917418631
2015-01-15,2861627359
2015-01-16,2908120086
2015-01-20,2912769359
2015-01-21,2901146177
2015-01-22,3040624358
2015-01-23,3022027268
2015-01-26,3094090995
2015-01-27,3073169267
2015-01-28,2996456268
2015-01-29,3038299722
2015-01-30,3019702631
2015-02-02,3084792449
2015-02-03,3140583722
2015-02-04,3142908358
2015-02-05,3196374995
2015-02-06,3217296722
2015-02-09,3187076449
2015-02-10,3214972085
2015-02-11,3228919904
2015-02-12,3319580722
2015-02-13,3359099540
2015-02-17,3403267631
2015-02-18,3310282176
2015-02-19,3317256085
2015-02-20,3349800994
2015-02-23,3333528540
2015-02-24,3354450267
2015-02-25,3340502449
2015-02-26,3363748812
2015-02-27,3321905358
2015-03-02,3345151722
2015-03-03,3321905358
2015-03-04,3294009722
2015-03-05,3300983631
2015-03-06,3342827085
2015-03-09,3366073449
2015-03-10,3324229994
2015-03-11,3347476358
2015-03-12,3403267631
2015-03-13,3384670540
2015-03-16,3380021267
2015-03-17,3412566176
2015-03-18,3363748812
2015-03-19,3314931449
2015-03-20,3359099540
2015-03-23,3333528540
2015-03-24,3307957540
2015-03-25,3249841631
2015-03-26,3226595267
2015-03-27,3268438722
2015-03-30,3340502449
2015-03-31,3326712000
2015-04-01,3322056000
2015-04-02,3343008000
2015-04-06,3324384000
2015-04-07,3315072000
2015-04-08,3317400000
2015-04-09,3326712000
2015-04-10,3340680000
2015-04-13,3361632000
2015-04-14,3331368000
2015-04-15,3375600000
2015-04-16,3387240000
2015-04-17,3324384000
2015-04-20,3345336000
2015-04-21,3359304000
2015-04-22,3373272000
2015-04-23,3331368000
2015-04-24,3301104000
2015-04-27,3259200000
2015-04-28,3317400000
2015-04-29,3354648000
2015-04-30,3317400000
2015-05-01,3303432000
2015-05-04,3338352000
2015-05-05,3336024000
2015-05-06,3333696000
2015-05-07,3310416000
2015-05-08,3324384000
2015-05-11,3347664000
2015-05-12,3347664000
2015-05-13,3347664000
2015-05-14,3382584000
2015-05-15,3345336000
2015-05-18,3422160000
2015-05-19,3450096000
2015-05-20,3417504000
2015-05-21,3436128000
2015-05-22,3429144000
2015-05-26,3433800000
2015-05-27,3450096000
2015-05-28,3468720000
2015-05-29,3436128000
2015-06-01,3410520000
2015-06-02,3443112000
2015-06-03,3494328000
2015-06-04,3454752000
2015-06-05,3508296000
2015-06-08,3540888000
2015-06-09,3582792000
2015-06-10,3615384000
2015-06-11,3603744000
2015-06-12,3566496000
2015-06-15,3585120000
2015-06-16,3620040000
2015-06-17,3575808000
2015-06-18,3613056000
2015-06-19,3617712000
2015-06-22,3668928000
2015-06-23,3708504000
2015-06-24,3682896000
2015-06-25,3675912000
2015-06-26,3713160000
2015-06-29,3599088000
2015-06-30,3652849370
2015-07-01,3713458230
2015-07-02,3634200490
2015-07-06,3648187150
2015-07-07,3608558280
2015-07-08,3557273860
2015-07-09,3608558280
2015-07-10,3638862710
2015-07-13,3673829360
2015-07-14,3685484910
2015-07-15,3701802680
2015-07-16,3720451560
2015-07-17,3708796010
2015-07-20,3725113780
2015-07-21,3725113780
2015-07-22,3776398200
2015-07-23,3736769330
2015-07-24,3701802680
2015-07-27,3643524930
2015-07-28,3650518260
2015-07-29,3687816020
2015-07-30,3692478240
2015-07-31,3694809350
2015-08-03,3685484910
2015-08-04,3706464900
2015-08-05,3746093770
2015-08-06,3718120450
2015-08-07,3697140460
2015-08-10,3762411540
2015-08-11,3711127120
2015-08-12,3624876050
2015-08-13,3636531600
2015-08-14,3708796010
2015-08-17,3720451560
2015-08-18,3713458230
2015-08-19,3666836030
2015-08-20,3524638320
2015-08-21,3429062810
2015-08-24,3212269580
2015-08-25,3144667390
2015-08-26,3258891780
2015-08-27,3356798400
2015-08-28,3363791730
2015-08-31,3387102830
2015-09-01,3235580680
2015-09-02,3282202880
2015-09-03,3328825080
2015-09-04,3324162860
2015-09-08,3422069480
2015-09-09,3375447280
2015-09-10,3398758380
2015-09-11,3380109500
2015-09-14,3396427270
2015-09-15,3450042800
2015-09-16,3450042800
2015-09-17,3384771720
2015-09-18,3275209550
2015-09-21,3300851760
2015-09-22,3233249570
2015-09-23,3263554000
2015-09-24,3261222890
2015-09-25,3312507310
2015-09-28,3261222890
2015-09-29,3263554000
2015-09-30,3374598940
2015-10-01,3381738430
2015-10-02,3334141830
2015-10-05,3410296390
2015-10-06,3386498090
2015-10-07,3424575370
2015-10-08,3434094690
2015-10-09,3403156900
2015-10-12,3410296390
2015-10-13,3376978770
2015-10-14,3277025910
2015-10-15,3322242680
2015-10-16,3284165400
2015-10-19,3274646080
2015-10-20,3331762000
2015-10-21,3255607440
2015-10-22,3291304890
2015-10-23,3319862850
2015-10-26,3319862850
2015-10-27,3279405740
2015-10-28,3450753500
2015-10-29,3450753500
2015-10-30,3374598940
2015-11-02,3434094690
2015-11-03,3407916560
2015-11-04,3448373670
2015-11-05,3491210610
2015-11-06,3617341600
2015-11-09,3631620580
2015-11-10,3655418880
2015-11-11,3603062620
2015-11-12,3500729930
2015-11-13,3467412310
2015-11-16,3510249250
2015-11-17,3503109760
2015-11-18,3550706360
2015-11-19,3555466020
2015-11-20,3562605510
2015-11-23,3522148400
2015-11-24,3550706360
2015-11-25,3543566870
2015-11-27,3543566870
2015-11-30,3538807210
2015-12-01,3545946700
2015-12-02,3512629080
2015-12-03,3467412310
2015-12-04,3543566870
2015-12-07,3510249250
2015-12-08,3455513160
2015-12-09,3398397240
2015-12-10,3443614010
2015-12-11,3372219110
2015-12-14,3372219110
2015-12-15,3465032480
2015-12-16,3545946700
2015-12-17,3517388740
2015-12-18,3403156900
2015-12-21,3405536730
2015-12-22,3434094690
2015-12-23,3479311460
2015-12-24,3498350100
2015-12-28,3488830780
2015-12-29,3538807210
2015-12-30,3500729930
2015-12-31,3407132520
2016-01-04,3322658160
2016-01-05,3329697690
2016-01-06,3292153530
2016-01-07,3144323400
2016-01-08,3076274610
2016-01-11,3085660650
2016-01-12,3132590850
2016-01-13,3057502530
2016-01-14,3076274610
2016-01-15,3005879310
2016-01-19,2951909580
2016-01-20,2888553810
2016-01-21,2867435220
2016-01-22,2937830520
2016-01-25,2827544550
2016-01-26,2900286360
2016-01-27,2923751460
2016-01-28,2973028170
2016-01-29,2987107230
2016-02-01,2977721190
2016-02-02,2876821260
2016-02-03,2926097970
2016-02-04,2937830520
2016-02-05,2893246830
2016-02-08,2799386430
2016-02-09,2832237570
2016-02-10,2820505020
2016-02-11,2726644620
2016-02-12,2851009650
2016-02-16,2912018910
2016-02-17,2904979380
2016-02-18,2839277100
2016-02-19,2862742200
2016-02-22,2914365420
2016-02-23,2851009650
2016-02-24,2804079450
2016-02-25,2855702670
2016-02-26,2926097970
2016-02-29,2820505020
2016-03-01,2933137500
2016-03-02,3017611860
2016-03-03,3052809510
2016-03-04,3097393200
2016-03-07,3095046690
2016-03-08,3005879310
2016-03-09,2968335150
2016-03-10,2998839780
2016-03-11,3104432730
2016-03-14,3097393200
2016-03-15,3069235080
2016-03-16,3043423470
2016-03-17,3045769980
2016-03-18,3125551320
2016-03-21,3134937360
2016-03-22,3123204810
2016-03-23,3069235080
2016-03-24,3059849040
2016-03-28,3064542060
2016-03-29,3071581590
2016-03-30,3095046690
2016-03-31,3033606300
2016-04-01,3033606300
2016-04-04,3066026520
2016-04-05,2989607430
2016-04-06,3026659110
2016-04-07,2950240020
2016-04-08,2984975970
2016-04-11,3008133270
2016-04-12,3075289440
2016-04-13,3167918640
2016-04-14,3181813020
2016-04-15,3209601780
2016-04-18,3260547840
2016-04-19,3302230980
2016-04-20,3360124230
2016-04-21,3332335470
2016-04-22,3360124230
2016-04-25,3327704010
2016-04-26,3334651200
2016-04-27,3332335470
2016-04-28,3281389410
2016-04-29,3260547840
2016-05-02,3297599520
2016-05-03,3228127620
2016-05-04,3160971450
2016-05-05,3154024260
2016-05-06,3158655720
2016-05-09,3147077070
2016-05-10,3214233240
2016-05-11,3193391670
2016-05-12,3186444480
2016-05-13,3135498420
2016-05-16,3177181560
2016-05-17,3151708530
2016-05-18,3295283790
2016-05-19,3260547840
2016-05-20,3292968060
2016-05-23,3288336600
2016-05-24,3350861310
2016-05-25,3383281530
2016-05-26,3353177040
2016-05-27,3374018610
2016-05-31,3371702880
2016-06-01,3387912990
2016-06-02,3404123100
2016-06-03,3318441090
2016-06-06,3343914120
2016-06-07,3325388280
2016-06-08,3320756820
2016-06-09,3265179300
2016-06-10,3223496160
2016-06-13,3167918640
2016-06-14,3091499550
2016-06-15,3147077070
2016-06-16,3116972580
2016-06-17,3140129880
2016-06-20,3167918640
2016-06-21,3167918640
2016-06-22,3154024260
2016-06-23,3265179300
2016-06-24,3042869220
2016-06-27,2903925420
2016-06-28,3031290570
2016-06-29,3093815280
2016-06-30,3194975680
2016-07-01,3153241600
2016-07-05,3044269280
2016-07-06,3079047680
2016-07-07,3127737440
2016-07-08,3197294240
2016-07-11,3241346880
2016-07-12,3301629440
2016-07-13,3301629440
2016-07-14,3359593440
2016-07-15,3378141920
2016-07-18,3387416160
2016-07-19,3405964640
2016-07-20,3405964640
2016-07-21,3373504800
2016-07-22,3410601760
2016-07-25,3387416160
2016-07-26,3412920320
2016-07-27,3408283200
2016-07-28,3405964640
2016-07-29,3375823360
2016-08-01,3350319200
2016-08-02,3329452160
2016-08-03,3394371840
2016-08-04,3401327520
2016-08-05,3496388480
2016-08-08,3477840000
2016-08-09,3487114240
2016-08-10,3445380160
2016-08-11,3452335840
2016-08-12,3463928640
2016-08-15,3521892640
2016-08-16,3498707040
2016-08-17,3494069920
2016-08-18,3507981280
2016-08-19,3501025600
2016-08-22,3494069920
2016-08-23,3482477120
2016-08-24,3456972960
2016-08-25,3477840000
2016-08-26,3510299840
2016-08-29,3533485440
2016-08-30,3558989600
2016-08-31,3565945280
2016-09-01,3533485440
2016-09-02,3589130880
2016-09-06,3503344160
2016-09-07,3519574080
2016-09-08,3519574080
2016-09-09,3503344160
2016-09-12,3533485440
2016-09-13,3510299840
2016-09-14,3477840000
2016-09-15,3514936960
2016-09-16,3491751360
2016-09-19,3503344160
2016-09-20,3489432800
2016-09-21,3510299840
2016-09-22,3547396800
2016-09-23,3533485440
2016-09-26,3445380160
2016-09-27,3466247200
2016-09-28,3517255520
2016-09-29,3461610080
2016-09-30,3544493130
2016-10-03,3523547340
2016-10-04,3563111610
2016-10-05,3653876700
2016-10-06,3639912840
2016-10-07,3637585530
2016-10-10,3658531320
2016-10-11,3625948980
2016-10-12,3602675880
2016-10-13,3504928860
2016-10-14,3446746110
2016-10-17,3423473010
2016-10-18,3428127630
2016-10-19,3525874650
2016-10-20,3551475060
2016-10-21,3542165820
2016-10-24,3549147750
2016-10-25,3558456990
2016-10-26,3560784300
2016-10-27,3570093540
2016-10-28,3574748160
2016-10-31,3586384710
2016-11-01,3591039330
2016-11-02,3504928860
2016-11-03,3507256170
2016-11-04,3516565410
2016-11-07,3623621670
2016-11-08,3602675880
2016-11-09,3886607700
2016-11-10,4061155950
2016-11-11,4179848760
2016-11-14,4238031510
2016-11-15,4249668060
2016-11-16,4182176069
2016-11-17,4272941160
2016-11-18,4298541570
2016-11-21,4310178120
2016-11-22,4321814670
2016-11-23,4354397010
2016-11-25,4354397010
2016-11-28,4314832740
2016-11-29,4356724320
2016-11-30,4440507480
2016-12-01,4540581810
2016-12-02,4517308710
2016-12-05,4633674210
2016-12-06,4743057780
2016-12-07,4719784680
2016-12-08,4796585910
2016-12-09,4768658190
2016-12-12,4624364970
2016-12-13,4629019590
2016-12-14,4605746490
2016-12-15,4652292690
2016-12-16,4573164150
2016-12-19,4596437250
2016-12-20,4724439300
2016-12-21,4738403160
2016-12-22,4745385090
2016-12-23,4766330880
2016-12-27,4789603980
2016-12-28,4715130060
2016-12-29,4663929240
2016-12-30,4656947310
2017-01-03,4661520000
2017-01-04,4738435080
2017-01-05,4687158360
2017-01-06,4722119760
2017-01-09,4673173800
2017-01-10,4757081160
2017-01-11,4796704080
2017-01-12,4724450520
2017-01-13,4635881640
2017-01-17,4524005160
2017-01-18,4540320480
2017-01-19,4530997440
2017-01-20,4524005160
2017-01-23,4507689840
2017-01-24,4645204680
2017-01-25,4794373320
2017-01-26,4806027120
2017-01-27,4750088880
2017-01-30,4682496840
2017-01-31,4661520000
2017-02-01,4640543160
2017-02-02,4563628080
2017-02-03,4663850760
2017-02-06,4619566320
2017-02-07,4579943400
2017-02-08,4528666680
2017-02-09,4589266440
2017-02-10,4598589480
2017-02-13,4635881640
2017-02-14,4733773560
2017-02-15,4738435080
2017-02-16,4717458240
2017-02-17,4689489120
2017-02-21,4705804440
2017-02-22,4698812160
2017-02-23,4659189240
2017-02-24,4626558600
2017-02-27,4703473680
2017-02-28,4647535440
2017-03-01,4838657760
2017-03-02,4694150640
2017-03-03,4750088880
2017-03-06,4682496840
2017-03-07,4645204680
2017-03-08,4558966560
2017-03-09,4547312760
2017-03-10,4491374520
2017-03-13,4489043760
2017-03-14,4507689840
2017-03-15,4437767040
2017-03-16,4486713000
2017-03-17,4430774760
2017-03-20,4388821080
2017-03-21,4172060399
2017-03-22,4204691040
2017-03-23,4241983200
2017-03-24,4237321680
2017-03-27,4209352559
2017-03-28,4283936880
2017-03-29,4269952320
2017-03-30,4398144120
2017-03-31,4319417000
2017-04-03,4293733980
2017-04-04,4286729520
2017-04-05,4216684919
2017-04-06,4300738440
2017-04-07,4289064340
2017-04-10,4291399160
2017-04-11,4305408080
2017-04-12,4228359020
2017-04-13,4111618020
2017-04-17,4191001900
2017-04-18,4205010820
2017-04-19,4223689380
2017-04-20,4289064340
2017-04-21,4277390240
2017-04-24,4359108940
2017-04-25,4377787500
2017-04-26,4450166920
2017-04-27,4363778580
2017-04-28,4284394700
2017-05-01,4387126780
2017-05-02,4333425920
2017-05-03,4394131240
2017-05-04,4324086640
2017-05-05,4289064340
2017-05-08,4230693840
2017-05-09,4214350100
2017-05-10,4212015280
2017-05-11,4113952840
2017-05-12,4116287660
2017-05-15,4134966220
2017-05-16,4144305500
2017-05-17,4025229679
2017-05-18,4015890400
2017-05-19,4006551120
2017-05-22,4022894860
2017-05-23,4071926080
2017-05-24,4008885940
2017-05-25,3997211840
2017-05-26,3987872559
2017-05-30,3969194000
2017-05-31,3955185080
2017-06-01,4062586799
2017-06-02,3987872559
2017-06-05,4001881480
2017-06-06,3948180620
2017-06-07,3987872559
2017-06-08,4139635860
2017-06-09,4247037580
2017-06-12,4237698299
2017-06-13,4162984059
2017-06-14,4186332260
2017-06-15,4125626940
2017-06-16,4083600179
2017-06-19,4046243059
2017-06-20,4022894860
2017-06-21,3971528820
2017-06-22,3962189539
2017-06-23,3964524360
2017-06-26,3980868100
2017-06-27,3987872559
2017-06-28,4025229679
2017-06-29,4102278740
2017-06-30,4071907580
2017-07-03,4165407180
2017-07-05,4125669849
2017-07-06,4083595029
2017-07-07,4092944990
2017-07-10,4078920050
2017-07-11,4069570090
2017-07-12,4057882640
2017-07-13,4102294950
2017-07-14,4153719730
2017-07-17,4139694790
2017-07-18,4128007340
2017-07-19,4135019810
2017-07-20,4156057220
2017-07-21,4118657380
2017-07-24,4144369770
2017-07-25,4221506939
2017-07-26,4088270009
2017-07-27,4088270009
2017-07-28,4041520210
2017-07-31,4074245070
2017-08-01,4111644910
2017-08-02,4130344830
2017-08-03,4123332360
2017-08-04,4146707259
2017-08-07,4146707259
2017-08-08,4177094630
2017-08-09,4135019810
2017-08-10,4076582560
2017-08-11,4032170250
2017-08-14,4118657380
2017-08-15,4102294950
2017-08-16,4076582560
2017-08-17,3952695590
2017-08-18,3948020610
2017-08-21,3948020610
2017-08-22,3978407980
2017-08-23,3990095430
2017-08-24,4011132840
2017-08-25,4060220130
2017-08-28,4022820290
2017-08-29,4018145310
2017-08-30,4048532680
2017-08-31,4022820290
2017-09-01,4057882640
2017-09-05,3873220930
2017-09-06,3877895910
2017-09-07,3751671450
2017-09-08,3824133640
2017-09-11,3962045550
2017-09-12,4088270009
2017-09-13,4113982400
2017-09-14,4092944990
2017-09-15,4118657380
2017-09-18,4165407180
2017-09-19,4125669849
2017-09-20,4193457060
2017-09-21,4198132040
2017-09-22,4202807020
2017-09-25,4240206860
2017-09-26,4319681520
2017-09-27,4436556020
2017-09-28,4448243470
2017-09-29,4476293350
2017-10-02,4996760256
2017-10-03,4988952818
2017-10-04,4965530504
2017-10-05,5012375131
2017-10-06,5001965214
2017-10-09,4983747859
2017-10-10,5033194966
2017-10-11,4975940421
2017-10-12,4895263563
2017-10-13,4923890835
2017-10-16,5014977611
2017-10-17,4931698273
2017-10-18,4949915628
2017-10-19,4978542900
2017-10-20,5020182569
2017-10-23,4949915628
2017-10-24,5007170173
2017-10-25,4960325545
2017-10-26,4986350338
2017-10-27,4999362735
2017-10-30,4903071001
2017-10-31,4884853646
2017-11-01,4832804060
2017-11-02,4858828853
2017-11-03,4908275959
2017-11-06,4871841249
2017-11-07,4718294970
2017-11-08,4733909846
2017-11-09,4689667698
2017-11-10,4697475136
2017-11-13,4772947036
2017-11-14,4811984225
2017-11-15,4767742077
2017-11-16,4762537119
2017-11-17,4788561912
2017-11-20,4843213977
2017-11-21,4840611498
2017-11-22,4843213977
2017-11-24,4798971829
2017-11-27,4814586705
2017-11-28,4960325545
2017-11-29,5163318931
2017-11-30,5046207362
2017-12-01,5168523889
2017-12-04,5275225541
2017-12-05,5186741244
2017-12-06,5210163558
2017-12-07,5238790830
2017-12-08,5189343724
2017-12-11,5132089179
2017-12-12,5165921410
2017-12-13,5152909014
2017-12-14,5132089179
2017-12-15,5251803227
2017-12-18,5345492482
2017-12-19,5348094961
2017-12-20,5290840416
2017-12-21,5329877606
2017-12-22,5293442896
2017-12-26,5249200748
2017-12-27,5228380913
2017-12-28,5254405706
2017-12-29,5202356120
2018-01-02,6549369340
2018-01-03,6500395990
2018-01-04,6506925770
2018-01-05,6617932030
2018-01-08,6559164010
2018-01-09,6617932030
2018-01-10,6634256480
2018-01-11,6728938290
2018-01-12,6719143619
2018-01-16,6627726700
2018-01-17,6627726700
2018-01-18,6598342690
2018-01-19,6582018240
2018-01-22,6562428900
2018-01-23,6565693790
2018-01-24,6624461810
2018-01-25,6578753350
2018-01-26,6595077800
2018-01-29,6601607580
2018-01-30,6497131100
2018-01-31,6484071540
2018-02-01,6572223570
2018-02-02,6513455550
2018-02-05,6258794130
2018-02-06,6337151490
2018-02-07,6376330170
2018-02-08,6102079410
2018-02-09,6180436770
2018-02-12,6226145230
2018-02-13,6222880340
2018-02-14,6395919510
2018-02-15,6327356820
2018-02-16,6330621710
2018-02-20,6346946160
2018-02-21,6402449290
2018-02-22,6255529240
2018-02-23,6369800390
2018-02-26,6418773740
2018-02-27,6311032369
2018-02-28,6219615450
2018-03-01,6252264350
2018-03-02,6431833300
2018-03-05,6474276869
2018-03-06,6519985330
2018-03-07,6529780000
2018-03-08,6529780000
2018-03-09,6650580930
2018-03-12,6624461810
2018-03-13,6516720440
2018-03-14,6461217310
2018-03-15,6493866210
2018-03-16,6510190660
2018-03-19,6464482200
2018-03-20,6405714180
2018-03-21,6395919510
2018-03-22,6216350560
2018-03-23,6000867820
2018-03-26,6164112320
2018-03-27,5991073150
2018-03-28,6079225180
2018-03-29,6147787869
2018-04-02,6018582030
2018-04-03,6090115690
2018-04-04,6148643230
2018-04-05,6242937600
2018-04-06,6038091210
2018-04-09,6064103450
2018-04-10,6125882520
2018-04-11,6096618750
2018-04-12,6177907000
2018-04-13,6112876400
2018-04-16,6174655469
2018-04-17,6073858040
2018-04-18,6015330500
2018-04-19,6064103450
2018-04-20,6070606510
2018-04-23,6109624870
2018-04-24,6083612630
2018-04-25,6073858040
2018-04-26,6028336620
2018-04-27,6070606510
2018-04-30,5950299900
2018-05-01,5986066730
2018-05-02,5976312140
2018-05-03,5924287660
2018-05-04,5986066730
2018-05-07,6018582030
2018-05-08,6086864160
2018-05-09,6109624870
2018-05-10,6148643230
2018-05-11,6190913120
2018-05-14,6145391700
2018-05-15,6242937600
2018-05-16,6327477380
2018-05-17,6353489620
2018-05-18,6285207489
2018-05-21,6346986560
2018-05-22,6359992680
2018-05-23,6281955960
2018-05-24,6203919239
2018-05-25,6151894760
2018-05-29,5966557550
2018-05-30,6073858040
2018-05-31,6028336620
2018-06-01,6067354980
2018-06-04,6099870280
2018-06-05,6057600390
2018-06-06,6197416180
2018-06-07,6200667710
2018-06-08,6242937600
2018-06-11,6210422300
2018-06-12,6233183010
2018-06-13,6203919239
2018-06-14,6210422300
2018-06-15,6200667710
2018-06-18,6213673830
2018-06-19,6236434540
2018-06-20,6220176890
2018-06-21,6184410060
2018-06-22,6135637110
2018-06-25,6047845800
2018-06-26,6002324380
2018-06-27,5901526950
2018-06-28,5859257060
2018-06-29,5800729520
2018-07-02,5806867400
2018-07-03,5777670860
2018-07-05,5764694620
2018-07-06,5803623340
2018-07-09,5907433260
2018-07-10,5819843640
2018-07-11,5774426800
2018-07-12,5764694620
2018-07-13,5706301540
2018-07-16,5803623340
