,BAX
2013-11-26,20009550000
2013-11-27,20123580000
2013-11-29,20194170000
2013-12-02,20107290000
2013-12-03,19868370000
2013-12-04,19694610000
2013-12-05,19678320000
2013-12-06,19879230000
2013-12-09,19998690000
2013-12-10,19841220000
2013-12-11,19754340000
2013-12-12,19629450000
2013-12-13,19548000000
2013-12-16,19509990000
2013-12-17,19336230000
2013-12-18,19835790000
2013-12-19,19781490000
2013-12-20,20172450000
2013-12-23,20324490000
2013-12-24,20373360000
2013-12-26,20449380000
2013-12-27,20492820000
2013-12-30,20427660000
2013-12-31,20476760000
2014-01-02,20373780000
2014-01-03,20406300000
2014-01-06,20438820000
2014-01-07,20547220000
2014-01-08,20617680000
2014-01-09,20671880000
2014-01-10,20612260000
2014-01-13,20639360000
2014-01-14,20509280000
2014-01-15,20563480000
2014-01-16,20628520000
2014-01-17,20590580000
2014-01-21,20482180000
2014-01-22,20536380000
2014-01-23,20314160000
2014-01-24,19918500000
2014-01-27,19988960000
2014-01-28,20167820000
2014-01-29,20140720000
2014-01-30,20395460000
2014-01-31,20108200000
2014-02-03,19593300000
2014-02-04,19712540000
2014-02-05,19815520000
2014-02-06,19755900000
2014-02-07,19994380000
2014-02-10,20108200000
2014-02-11,20449660000
2014-02-12,20352100000
2014-02-13,20395460000
2014-02-14,20341260000
2014-02-18,20400880000
2014-02-19,20352100000
2014-02-20,20417140000
2014-02-21,20400880000
2014-02-24,20460500000
2014-02-25,20216600000
2014-02-26,20379200000
2014-02-27,20287060000
2014-02-28,20465920000
2014-03-03,20287060000
2014-03-04,20325000000
2014-03-05,20005220000
2014-03-06,19896820000
2014-03-07,19875140000
2014-03-10,19929340000
2014-03-11,19951020000
2014-03-12,19913080000
2014-03-13,19717960000
2014-03-14,19577040000
2014-03-17,19582460000
2014-03-18,19820940000
2014-03-19,19853460000
2014-03-20,19972700000
2014-03-21,19934760000
2014-03-24,19685440000
2014-03-25,20135300000
2014-03-26,20633940000
2014-03-27,21436100000
2014-03-28,21452360000
2014-03-31,21663740000
2014-04-01,21690840000
2014-04-02,21549920000
2014-04-03,21609540000
2014-04-04,21474040000
2014-04-07,21343960000
2014-04-08,21289760000
2014-04-09,21625800000
2014-04-10,21278920000
2014-04-11,21192200000
2014-04-14,21425260000
2014-04-15,21598700000
2014-04-16,21625800000
2014-04-17,21436100000
2014-04-21,21539080000
2014-04-22,21311440000
2014-04-23,21268080000
2014-04-24,21289760000
2014-04-25,21295180000
2014-04-28,21582440000
2014-04-29,21479460000
2014-04-30,21430680000
2014-05-01,21902220000
2014-05-02,21999780000
2014-05-05,21940160000
2014-05-06,21777560000
2014-05-07,22005200000
2014-05-08,22032300000
2014-05-09,22102760000
2014-05-12,22194900000
2014-05-13,22205740000
2014-05-14,22216580000
2014-05-15,21961840000
2014-05-16,21978100000
2014-05-19,21983520000
2014-05-20,21842600000
2014-05-21,21896800000
2014-05-22,21945580000
2014-05-23,21956420000
2014-05-27,21837180000
2014-05-28,21875120000
2014-05-29,21907640000
2014-05-30,21907640000
2014-06-02,21858860000
2014-06-03,21788400000
2014-06-04,21495720000
2014-06-05,21761300000
2014-06-06,21728780000
2014-06-09,21685420000
2014-06-10,21712520000
2014-06-11,21571600000
2014-06-12,21495720000
2014-06-13,21528240000
2014-06-16,21571600000
2014-06-17,21544500000
2014-06-18,21728780000
2014-06-19,21755880000
2014-06-20,21728780000
2014-06-23,21717940000
2014-06-24,21620380000
2014-06-25,21766720000
2014-06-26,21560760000
2014-06-27,21446940000
2014-06-30,21289760000
2014-07-01,21717940000
2014-07-02,22081080000
2014-07-03,22048560000
2014-07-07,22048560000
2014-07-08,22194900000
2014-07-09,22324980000
2014-07-10,22601400000
2014-07-11,22552620000
2014-07-14,22612240000
2014-07-15,22601400000
2014-07-16,22552620000
2014-07-17,22449640000
2014-07-18,22530940000
2014-07-21,22411700000
2014-07-22,22633920000
2014-07-23,22623080000
2014-07-24,22671860000
2014-07-25,22568880000
2014-07-28,22514680000
2014-07-29,22476740000
2014-07-30,22406280000
2014-07-31,21994360000
2014-08-01,22075660000
2014-08-04,22059400000
2014-08-05,21923900000
2014-08-06,21929320000
2014-08-07,21723360000
2014-08-08,21761300000
2014-08-11,21848020000
2014-08-12,21869700000
2014-08-13,22070240000
2014-08-14,22010620000
2014-08-15,21907640000
2014-08-18,22146120000
2014-08-19,22119020000
2014-08-20,22156960000
2014-08-21,22319560000
2014-08-22,22097340000
2014-08-25,22200320000
2014-08-26,22238260000
2014-08-27,22184060000
2014-08-28,22059400000
2014-08-29,22075660000
2014-09-02,21875120000
2014-09-03,21777560000
2014-09-04,21701680000
2014-09-05,21848020000
2014-09-08,21853440000
2014-09-09,21869700000
2014-09-10,22167800000
2014-09-11,22108180000
2014-09-12,21994360000
2014-09-15,21951000000
2014-09-16,22081080000
2014-09-17,21392740000
2014-09-18,21522820000
2014-09-19,21360220000
2014-09-22,21219300000
2014-09-23,21116320000
2014-09-24,21246400000
2014-09-25,20986240000
2014-09-26,21284340000
2014-09-29,21165100000
2014-09-30,21132580000
2014-10-01,21056700000
2014-10-02,21067540000
2014-10-03,21468620000
2014-10-06,21419840000
2014-10-07,21078380000
2014-10-08,21544500000
2014-10-09,21143420000
2014-10-10,20980820000
2014-10-13,20509280000
2014-10-14,20276220000
2014-10-15,20124460000
2014-10-16,20075680000
2014-10-17,19799260000
2014-10-20,20005220000
2014-10-21,20211180000
2014-10-22,20129880000
2014-10-23,20346680000
2014-10-24,20563480000
2014-10-27,20568900000
2014-10-28,20704400000
2014-10-29,20731500000
2014-10-30,20628520000
2014-10-31,20650200000
2014-11-03,20514700000
2014-11-04,20156980000
2014-11-05,20877840000
2014-11-06,21083800000
2014-11-07,20791120000
2014-11-10,20796540000
2014-11-11,20834480000
2014-11-12,21002500000
2014-11-13,21224720000
2014-11-14,21127160000
2014-11-17,21197620000
2014-11-18,21371060000
2014-11-19,21333120000
2014-11-20,21197620000
2014-11-21,21327700000
2014-11-24,21327700000
2014-11-25,21327700000
2014-11-26,21316860000
2014-11-28,21495720000
2014-12-01,21457780000
2014-12-02,21696260000
2014-12-03,21707100000
2014-12-04,21663740000
2014-12-05,21853440000
2014-12-08,21826340000
2014-12-09,21728780000
2014-12-10,21425260000
2014-12-11,21528240000
2014-12-12,21132580000
2014-12-15,20937460000
2014-12-16,20823640000
2014-12-17,21278920000
2014-12-18,21810080000
2014-12-19,21929320000
2014-12-22,21994360000
2014-12-23,21934740000
2014-12-24,21923900000
2014-12-26,21956420000
2014-12-29,21907640000
2014-12-30,21793820000
2014-12-31,21622260000
2015-01-02,21627690000
2015-01-05,21090120000
2015-01-06,20976090000
2015-01-07,21079260000
2015-01-08,21622260000
2015-01-09,21350760000
2015-01-12,21453930000
2015-01-13,21231300000
2015-01-14,21160710000
2015-01-15,21084690000
2015-01-16,21242160000
2015-01-20,21182430000
2015-01-21,21052110000
2015-01-22,21318180000
2015-01-23,21068400000
2015-01-26,20910930000
2015-01-27,20845770000
2015-01-28,20693730000
2015-01-29,21057540000
2015-01-30,20742600000
2015-02-02,20807760000
2015-02-03,20780610000
2015-02-04,20672010000
2015-02-05,21052110000
2015-02-06,20938080000
2015-02-09,20568840000
2015-02-10,20715450000
2015-02-11,20557980000
2015-02-12,20672010000
2015-02-13,20764320000
2015-02-17,20585130000
2015-02-18,20177880000
2015-02-19,19890090000
2015-02-20,20031270000
2015-02-23,20248470000
2015-02-24,20373360000
2015-02-25,20313630000
2015-02-26,20259330000
2015-02-27,20400510000
2015-03-02,20639430000
2015-03-03,20476530000
2015-03-04,20427660000
2015-03-05,20416800000
2015-03-06,19976970000
2015-03-09,19971540000
2015-03-10,19971540000
2015-03-11,19765200000
2015-03-12,19765200000
2015-03-13,19868370000
2015-03-16,20188740000
2015-03-17,20199600000
2015-03-18,20221320000
2015-03-19,20052990000
2015-03-20,20112720000
2015-03-23,20308200000
2015-03-24,20205030000
2015-03-25,20101860000
2015-03-26,20063850000
2015-03-27,20221320000
2015-03-30,20281050000
2015-03-31,20242240000
2015-04-01,19959360000
2015-04-02,20095360000
2015-04-06,20280320000
2015-04-07,20492480000
2015-04-08,20541440000
2015-04-09,20731840000
2015-04-10,20856960000
2015-04-13,20650240000
2015-04-14,20682880000
2015-04-15,20748160000
2015-04-16,20731840000
2015-04-17,20661120000
2015-04-20,20791680000
2015-04-21,20704640000
2015-04-22,20797120000
2015-04-23,21134400000
2015-04-24,21025600000
2015-04-27,20797120000
2015-04-28,20753600000
2015-04-29,20612160000
2015-04-30,20312960000
2015-05-01,20519680000
2015-05-04,20672000000
2015-05-05,20584960000
2015-05-06,20367360000
2015-05-07,20487040000
2015-05-08,20568640000
2015-05-11,20470720000
2015-05-12,20285760000
2015-05-13,20128000000
2015-05-14,20405440000
2015-05-15,20497920000
2015-05-18,20171520000
2015-05-19,20236800000
2015-05-20,20079040000
2015-05-21,19959360000
2015-05-22,19910400000
2015-05-26,19866880000
2015-05-27,19812480000
2015-05-28,19845120000
2015-05-29,19687360000
2015-06-01,19611200000
2015-06-02,19616640000
2015-06-03,19475200000
2015-06-04,19393600000
2015-06-05,19214080000
2015-06-08,19072640000
2015-06-09,18936640000
2015-06-10,19513280000
2015-06-11,20171520000
2015-06-12,20171520000
2015-06-15,20079040000
2015-06-16,20051840000
2015-06-17,20138880000
2015-06-18,20465280000
2015-06-19,20514240000
2015-06-22,20693760000
2015-06-23,20884160000
2015-06-24,21172480000
2015-06-25,21379200000
2015-06-26,21254080000
2015-06-29,20878720000
2015-06-30,20742540000
2015-07-01,21217560000
2015-07-02,20911800000
2015-07-06,20769840000
2015-07-07,20262060000
2015-07-08,19929000000
2015-07-09,20212920000
2015-07-10,20535060000
2015-07-13,20529600000
2015-07-14,20600580000
2015-07-15,20584200000
2015-07-16,20622420000
2015-07-17,20398560000
2015-07-20,20562360000
2015-07-21,20666100000
2015-07-22,20589660000
2015-07-23,20731620000
2015-07-24,20551440000
2015-07-27,20584200000
2015-07-28,20797140000
2015-07-29,21021000000
2015-07-30,21845460000
2015-07-31,21883680000
2015-08-03,21572460000
2015-08-04,22009260000
2015-08-05,23002980000
2015-08-06,22893780000
2015-08-07,22866480000
2015-08-10,22953840000
2015-08-11,22800960000
2015-08-12,22287720000
2015-08-13,22287720000
2015-08-14,22331400000
2015-08-17,22254960000
2015-08-18,22162140000
2015-08-19,21916440000
2015-08-20,21627060000
2015-08-21,20900880000
2015-08-24,20294820000
2015-08-25,20185620000
2015-08-26,20567820000
2015-08-27,21070140000
2015-08-28,21157500000
2015-08-31,20993700000
2015-09-01,20327580000
2015-09-02,20420400000
2015-09-03,20229300000
2015-09-04,19732440000
2015-09-08,19934460000
2015-09-09,19825260000
2015-09-10,19694220000
2015-09-11,19666920000
2015-09-14,19639620000
2015-09-15,19792500000
2015-09-16,19770660000
2015-09-17,19847100000
2015-09-18,19792500000
2015-09-21,19628700000
2015-09-22,19372080000
2015-09-23,19524960000
2015-09-24,19268340000
2015-09-25,18809700000
2015-09-28,17794140000
2015-09-29,17848740000
2015-09-30,17968950000
2015-10-01,17903310000
2015-10-02,18351850000
2015-10-05,18215100000
2015-10-06,17651690000
2015-10-07,18001770000
2015-10-08,18187750000
2015-10-09,18165870000
2015-10-12,18308090000
2015-10-13,18105700000
2015-10-14,18078350000
2015-10-15,18433900000
2015-10-16,18554240000
2015-10-19,18608940000
2015-10-20,18740220000
2015-10-21,19473200000
2015-10-22,19101240000
2015-10-23,19363800000
2015-10-26,19642770000
2015-10-27,20042080000
2015-10-28,20375750000
2015-10-29,20561730000
2015-10-30,20452330000
2015-11-02,20660190000
2015-11-03,20906340000
2015-11-04,20550790000
2015-11-05,20539850000
2015-11-06,20769590000
2015-11-09,20600020000
2015-11-10,20775060000
2015-11-11,20720360000
2015-11-12,20490620000
2015-11-13,20550790000
2015-11-16,20747710000
2015-11-17,20660190000
2015-11-18,20824290000
2015-11-19,20736770000
2015-11-20,20955570000
2015-11-23,20824290000
2015-11-24,20807880000
2015-11-25,20720360000
2015-11-27,20610960000
2015-11-30,20594550000
2015-12-01,20753180000
2015-12-02,20435920000
2015-12-03,20167890000
2015-12-04,20534380000
2015-12-07,20638310000
2015-12-08,20348400000
2015-12-09,20113190000
2015-12-10,20392160000
2015-12-11,20151480000
2015-12-14,19981910000
2015-12-15,20381220000
2015-12-16,20693010000
2015-12-17,20534380000
2015-12-18,20047550000
2015-12-21,20063960000
2015-12-22,20578140000
2015-12-23,20862580000
2015-12-24,20868050000
2015-12-28,20862580000
2015-12-29,21092320000
2015-12-30,20813350000
2015-12-31,20944350000
2016-01-04,20406330000
2016-01-05,20488680000
2016-01-06,20538090000
2016-01-07,20197710000
2016-01-08,19873800000
2016-01-11,19538910000
2016-01-12,19478520000
2016-01-13,19121670000
2016-01-14,19385190000
2016-01-15,19269900000
2016-01-19,19412640000
2016-01-20,19083240000
2016-01-21,19352250000
2016-01-22,19802430000
2016-01-25,19791450000
2016-01-26,20060460000
2016-01-27,20038500000
2016-01-28,19599300000
2016-01-29,20093400000
2016-02-01,20466720000
2016-02-02,20834550000
2016-02-03,21004740000
2016-02-04,21021210000
2016-02-05,20582010000
2016-02-08,19764000000
2016-02-09,19868310000
2016-02-10,20263590000
2016-02-11,19698120000
2016-02-12,20098890000
2016-02-16,20538090000
2016-02-17,20977290000
2016-02-18,20900430000
2016-02-19,20669850000
2016-02-22,21087090000
2016-02-23,21048660000
2016-02-24,21394530000
2016-02-25,21872160000
2016-02-26,21647070000
2016-02-29,21690990000
2016-03-01,21949020000
2016-03-02,21800790000
2016-03-03,21592170000
2016-03-04,21663540000
2016-03-07,21861180000
2016-03-08,21729420000
2016-03-09,21734910000
2016-03-10,21850200000
2016-03-11,22223520000
2016-03-14,22201560000
2016-03-15,22025880000
2016-03-16,21976470000
2016-03-17,21806280000
2016-03-18,22031370000
2016-03-21,21987450000
2016-03-22,22289400000
2016-03-23,22338810000
2016-03-24,22020390000
2016-03-28,22223520000
2016-03-29,22662720000
2016-03-30,22651740000
2016-03-31,22511840000
2016-04-01,22846120000
2016-04-04,23059840000
2016-04-05,22637880000
2016-04-06,23136560000
2016-04-07,22868040000
2016-04-08,22928320000
2016-04-11,22983120000
2016-04-12,23032440000
2016-04-13,23202320000
2016-04-14,23372200000
2016-04-15,23394120000
2016-04-18,23618800000
2016-04-19,23766760000
2016-04-20,23706480000
2016-04-21,23569480000
2016-04-22,23739360000
2016-04-25,23909240000
2016-04-26,24095560000
2016-04-27,24210640000
2016-04-28,24254480000
2016-04-29,24232560000
2016-05-02,24501080000
2016-05-03,24325720000
2016-05-04,24725760000
2016-05-05,24824400000
2016-05-06,24698360000
2016-05-09,24742200000
2016-05-10,24934000000
2016-05-11,25421720000
2016-05-12,25005240000
2016-05-13,24944960000
2016-05-16,24917560000
2016-05-17,24440800000
2016-05-18,24703840000
2016-05-19,23651680000
2016-05-20,23520160000
2016-05-23,23399600000
2016-05-24,23925680000
2016-05-25,23838000000
2016-05-26,23799640000
2016-05-27,23733880000
2016-05-31,23651680000
2016-06-01,23744840000
2016-06-02,23799640000
2016-06-03,23827040000
2016-06-06,24095560000
2016-06-07,24073640000
2016-06-08,24440800000
2016-06-09,24523000000
2016-06-10,24380520000
2016-06-13,24336680000
2016-06-14,24353120000
2016-06-15,24227080000
2016-06-16,24424360000
2016-06-17,24353120000
2016-06-20,24638080000
2016-06-21,24665480000
2016-06-22,24627120000
2016-06-23,25186080000
2016-06-24,24029800000
2016-06-27,23207800000
2016-06-28,23772240000
2016-06-29,24561360000
2016-06-30,24599680000
2016-07-01,24724800000
2016-07-05,24648640000
2016-07-06,25018560000
2016-07-07,25089280000
2016-07-08,25377600000
2016-07-11,25290560000
2016-07-12,25486400000
2016-07-13,25470080000
2016-07-14,25540800000
2016-07-15,25442880000
2016-07-18,25323200000
2016-07-19,25132800000
2016-07-20,25404800000
2016-07-21,25078400000
2016-07-22,25198080000
2016-07-25,25078400000
2016-07-26,26117440000
2016-07-27,26286080000
2016-07-28,26231680000
2016-07-29,26122880000
2016-08-01,26384000000
2016-08-02,26373120000
2016-08-03,26177280000
2016-08-04,26155520000
2016-08-05,26144640000
2016-08-08,26101120000
2016-08-09,26193600000
2016-08-10,26438400000
2016-08-11,26672320000
2016-08-12,26432960000
2016-08-15,26335040000
2016-08-16,26242560000
2016-08-17,26101120000
2016-08-18,26117440000
2016-08-19,26084800000
2016-08-22,26101120000
2016-08-23,26101120000
2016-08-24,25600640000
2016-08-25,25622400000
2016-08-26,25665920000
2016-08-29,25791040000
2016-08-30,25508160000
2016-08-31,25421120000
2016-09-01,25121920000
2016-09-02,25176320000
2016-09-06,24996800000
2016-09-07,24969600000
2016-09-08,25062080000
2016-09-09,24528960000
2016-09-12,24877120000
2016-09-13,24686720000
2016-09-14,24713920000
2016-09-15,25606080000
2016-09-16,25720320000
2016-09-19,25704000000
2016-09-20,25780160000
2016-09-21,26068480000
2016-09-22,26220800000
2016-09-23,25834560000
2016-09-26,25676800000
2016-09-27,25747520000
2016-09-28,26068480000
2016-09-29,25524480000
2016-09-30,25751600000
2016-10-03,25773240000
2016-10-04,25583890000
2016-10-05,25924720000
2016-10-06,26087020000
2016-10-07,26211450000
2016-10-10,26130300000
2016-10-11,25432410000
2016-10-12,25416180000
2016-10-13,25816520000
2016-10-14,25670450000
2016-10-17,25627170000
2016-10-18,26000460000
2016-10-19,25876030000
2016-10-20,26070790000
2016-10-21,26065380000
2016-10-24,26206040000
2016-10-25,26595560000
2016-10-26,25665040000
2016-10-27,25329620000
2016-10-28,25535200000
2016-10-31,25746190000
2016-11-01,25367490000
2016-11-02,25286340000
2016-11-03,25362080000
2016-11-04,25421590000
2016-11-07,25762420000
2016-11-08,26011280000
2016-11-09,25210600000
2016-11-10,25881440000
2016-11-11,25329620000
2016-11-14,24355820000
2016-11-15,24923870000
2016-11-16,24907640000
2016-11-17,25481100000
2016-11-18,25416180000
2016-11-21,25459460000
2016-11-22,24983380000
2016-11-23,25188960000
2016-11-25,25275520000
2016-11-28,25216010000
2016-11-29,24215160000
2016-11-30,24004170000
2016-12-01,23603830000
2016-12-02,23809410000
2016-12-05,23744490000
2016-12-06,23798590000
2016-12-07,23868920000
2016-12-08,23847280000
2016-12-09,24258440000
2016-12-12,24339590000
2016-12-13,24355820000
2016-12-14,24366640000
2016-12-15,24393690000
2016-12-16,24193520000
2016-12-19,24150240000
2016-12-20,23858100000
2016-12-21,23852690000
2016-12-22,23890560000
2016-12-23,23923020000
2016-12-27,24009580000
2016-12-28,23906790000
2016-12-29,23944660000
2016-12-30,23987940000
2017-01-03,24042040000
2017-01-04,24209750000
2017-01-05,24372050000
2017-01-06,24626320000
2017-01-09,24977970000
2017-01-10,25161910000
2017-01-11,25421590000
2017-01-12,25161910000
2017-01-13,25129450000
2017-01-17,25167320000
2017-01-18,25302570000
2017-01-19,25194370000
2017-01-20,25010430000
2017-01-23,24896820000
2017-01-24,24804850000
2017-01-25,24961740000
2017-01-26,24913050000
2017-01-27,25470280000
2017-01-30,25372900000
2017-01-31,25919310000
2017-02-01,26022100000
2017-02-02,26038330000
2017-02-03,26308830000
2017-02-06,26157350000
2017-02-07,26287190000
2017-02-08,26157350000
2017-02-09,26471130000
2017-02-10,26509000000
2017-02-13,26633430000
2017-02-14,26487360000
2017-02-15,26747040000
2017-02-16,26736220000
2017-02-17,26903930000
2017-02-21,27028360000
2017-02-22,27082460000
2017-02-23,27260990000
2017-02-24,27315090000
2017-02-27,27288040000
2017-02-28,27547720000
2017-03-01,27704610000
2017-03-02,27466570000
2017-03-03,27542310000
2017-03-06,27417880000
2017-03-07,27612640000
2017-03-08,27785760000
2017-03-09,28202330000
2017-03-10,28137410000
2017-03-13,28294300000
2017-03-14,28077900000
2017-03-15,28218560000
2017-03-16,27823630000
2017-03-17,27931830000
2017-03-20,27693790000
2017-03-21,27807400000
2017-03-22,28018390000
2017-03-23,27964290000
2017-03-24,28142820000
2017-03-27,28040030000
2017-03-28,28072490000
2017-03-29,28121180000
2017-03-30,28267250000
2017-03-31,28211840000
2017-04-03,28445760000
2017-04-04,28494720000
2017-04-05,28587200000
2017-04-06,28576320000
2017-04-07,28717760000
2017-04-10,28744960000
2017-04-11,28815680000
2017-04-12,29120320000
2017-04-13,28968000000
2017-04-17,28734080000
2017-04-18,28685120000
2017-04-19,28674240000
2017-04-20,28772160000
2017-04-21,28766720000
2017-04-24,29076800000
2017-04-25,28946240000
2017-04-26,30240960000
2017-04-27,30148480000
2017-04-28,30289920000
2017-05-01,30240960000
2017-05-02,30289920000
2017-05-03,30415040000
2017-05-04,30442240000
2017-05-05,30436800000
2017-05-08,30300800000
2017-05-09,30540160000
2017-05-10,30567360000
2017-05-11,30654400000
2017-05-12,30567360000
2017-05-15,30844800000
2017-05-16,31323520000
2017-05-17,30931840000
2017-05-18,31046080000
2017-05-19,31122240000
2017-05-22,31361600000
2017-05-23,31508480000
2017-05-24,31736960000
2017-05-25,32172160000
2017-05-26,31900160000
2017-05-30,32286400000
2017-05-31,32264640000
2017-06-01,32640000000
2017-06-02,32487680000
2017-06-05,32416960000
2017-06-06,32308160000
2017-06-07,32422400000
2017-06-08,32509440000
2017-06-09,32047040000
2017-06-12,31089600000
2017-06-13,31486720000
2017-06-14,31541120000
2017-06-15,31513920000
2017-06-16,31513920000
2017-06-19,32395200000
2017-06-20,32574720000
2017-06-21,32667200000
2017-06-22,33009920000
2017-06-23,33390720000
2017-06-26,33173120000
2017-06-27,33015360000
2017-06-28,33113280000
2017-06-29,32727040000
2017-06-30,32994300000
2017-07-03,32830800000
2017-07-05,33086950000
2017-07-06,32787200000
2017-07-07,33092400000
2017-07-10,32999750000
2017-07-11,33043350000
2017-07-12,33397600000
2017-07-13,33408500000
2017-07-14,33849950000
2017-07-17,33899000000
2017-07-18,33866300000
2017-07-19,34035250000
2017-07-20,34356800000
2017-07-21,34155150000
2017-07-24,34187850000
2017-07-25,33839050000
2017-07-26,33364900000
2017-07-27,32907100000
2017-07-28,33097850000
2017-07-31,32961600000
2017-08-01,33086950000
2017-08-02,32427500000
2017-08-03,32476550000
2017-08-04,32634600000
2017-08-07,32552850000
2017-08-08,32547400000
2017-08-09,32710900000
2017-08-10,32541950000
2017-08-11,32612800000
2017-08-14,32825350000
2017-08-15,33136000000
2017-08-16,33441200000
2017-08-17,33146900000
2017-08-18,33174150000
2017-08-21,33304950000
2017-08-22,33871750000
2017-08-23,33490250000
2017-08-24,33522950000
2017-08-25,33522950000
2017-08-28,33593800000
2017-08-29,33468450000
2017-08-30,33506600000
2017-08-31,33811800000
2017-09-01,33915350000
2017-09-05,33888100000
2017-09-06,34078850000
2017-09-07,34247800000
2017-09-08,34487600000
2017-09-11,35032600000
2017-09-12,34961750000
2017-09-13,35212450000
2017-09-14,35054400000
2017-09-15,34858200000
2017-09-18,35048950000
2017-09-19,34890900000
2017-09-20,35032600000
2017-09-21,34542100000
2017-09-22,34612950000
2017-09-25,34204200000
2017-09-26,34073400000
2017-09-27,34040700000
2017-09-28,33975300000
2017-09-29,34198750000
2017-10-02,34295880000
2017-10-03,34002660000
2017-10-04,34154700000
2017-10-05,34051530000
2017-10-06,34160130000
2017-10-09,33367350000
2017-10-10,33508530000
2017-10-11,33671430000
2017-10-12,33953790000
2017-10-13,34111260000
2017-10-16,34561950000
2017-10-17,34708560000
2017-10-18,34665120000
2017-10-19,34464210000
2017-10-20,34529370000
2017-10-23,34817160000
2017-10-24,34942050000
2017-10-25,34958340000
2017-10-26,35256990000
2017-10-27,35664240000
2017-10-30,35061510000
2017-10-31,35007210000
2017-11-01,34860600000
2017-11-02,34790010000
2017-11-03,35240700000
2017-11-06,34947480000
2017-11-07,34925760000
2017-11-08,35300430000
2017-11-09,35506770000
2017-11-10,34773720000
2017-11-13,34974630000
2017-11-14,35001780000
2017-11-15,34980060000
2017-11-16,35289570000
2017-11-17,34686840000
2017-11-20,34686840000
2017-11-21,34887750000
2017-11-22,34773720000
2017-11-24,34817160000
2017-11-27,35153820000
2017-11-28,35865150000
2017-11-29,35392740000
2017-11-30,35582790000
2017-12-01,35561070000
2017-12-04,34887750000
2017-12-05,34762860000
2017-12-06,34599960000
2017-12-07,34491360000
2017-12-08,34779150000
2017-12-11,34828020000
2017-12-12,34920330000
2017-12-13,35142960000
2017-12-14,35175540000
2017-12-15,35474190000
2017-12-18,35539350000
2017-12-19,35718540000
2017-12-20,35452470000
2017-12-21,35039790000
2017-12-22,35142960000
2017-12-26,35305860000
2017-12-27,35175540000
2017-12-28,35240700000
2017-12-29,35099520000
2018-01-02,36204630000
2018-01-03,36786750000
2018-01-04,36872990000
2018-01-05,37288020000
2018-01-08,37341920000
2018-01-09,37395820000
2018-01-10,36883770000
2018-01-11,36899940000
2018-01-12,36835260000
2018-01-16,36474130000
2018-01-17,36759800000
2018-01-18,37298800000
2018-01-19,37735390000
2018-01-22,37837800000
2018-01-23,37514400000
2018-01-24,37805460000
2018-01-25,38295950000
2018-01-26,38948140000
2018-01-29,38834950000
2018-01-30,38673250000
2018-01-31,38824170000
2018-02-01,37703050000
2018-02-02,36948450000
2018-02-05,35315280000
2018-02-06,35935130000
2018-02-07,35331450000
2018-02-08,33719840000
2018-02-09,34663090000
2018-02-12,35035000000
2018-02-13,34835570000
2018-02-14,35590170000
2018-02-15,35811160000
2018-02-16,35751870000
2018-02-20,36134560000
2018-02-21,36139950000
2018-02-22,36344770000
2018-02-23,36846040000
2018-02-26,37266460000
2018-02-27,37023910000
2018-02-28,36538810000
2018-03-01,35741090000
2018-03-02,35724920000
2018-03-05,36032150000
2018-03-06,36118390000
2018-03-07,36123780000
2018-03-08,36554980000
2018-03-09,37131710000
2018-03-12,36921500000
2018-03-13,36700510000
2018-03-14,36263920000
2018-03-15,36431010000
2018-03-16,36592710000
2018-03-19,35983640000
2018-03-20,36064490000
2018-03-21,35821940000
2018-03-22,35331450000
2018-03-23,34652310000
2018-03-26,35299110000
2018-03-27,34964930000
2018-03-28,34415150000
2018-03-29,35056560000
2018-04-02,33935050000
2018-04-03,34250699999
2018-04-04,34459350000
2018-04-05,35053200000
2018-04-06,34181150000
2018-04-09,34662650000
2018-04-10,35417000000
2018-04-11,34742900000
2018-04-12,35186950000
2018-04-13,35160200000
2018-04-16,35465150000
2018-04-17,35770100000
2018-04-18,35962700000
2018-04-19,35834300000
2018-04-20,35871750000
2018-04-23,35941300000
2018-04-24,35390250000
2018-04-25,35588200000
2018-04-26,37444650000
2018-04-27,37562350000
2018-04-30,37182500000
2018-05-01,37530250000
2018-05-02,37680050000
2018-05-03,37321600000
2018-05-04,37653300000
2018-05-07,37626550000
2018-05-08,37155750000
2018-05-09,37086200000
2018-05-10,37771000000
2018-05-11,37728200000
2018-05-14,38092000000
2018-05-15,37690750000
2018-05-16,37845900000
2018-05-17,37797750000
2018-05-18,37771000000
2018-05-21,38573500000
2018-05-22,38370200000
2018-05-23,38707250000
2018-05-24,38739350000
2018-05-25,38803550000
2018-05-29,38375550000
2018-05-30,38450450000
2018-05-31,37899400000
2018-06-01,38894500000
2018-06-04,39697000000
2018-06-05,39729100000
2018-06-06,40274800000
2018-06-07,39777250000
2018-06-08,40007300000
2018-06-11,40226650000
2018-06-12,40312250000
2018-06-13,39900300000
2018-06-14,40344350000
2018-06-15,40242700000
2018-06-18,39750500000
2018-06-19,39680950000
2018-06-20,39231550000
2018-06-21,39450900000
2018-06-22,39761200000
2018-06-25,39370650000
2018-06-26,39129900000
2018-06-27,38814250000
2018-06-28,39483000000
2018-06-29,39504400000
2018-07-02,39382500000
2018-07-03,39019380000
2018-07-05,39409200000
2018-07-06,39713580000
2018-07-09,39873780000
2018-07-10,39852420000
2018-07-11,39686880000
2018-07-12,39932520000
2018-07-13,39932520000
2018-07-16,39521340000
