,BDX
2013-11-04,20175749670
2013-11-05,20261198990
2013-11-06,20270909140
2013-11-07,20127198920
2013-11-08,20393257030
2013-11-11,20447633870
2013-11-12,20622416570
2013-11-13,20453459960
2013-11-14,20573865820
2013-11-15,20661257170
2013-11-18,20470938230
2013-11-19,20531141160
2013-11-20,20577749880
2013-11-21,20667083260
2013-11-22,20659315140
2013-11-25,20682619500
2013-11-26,20616590480
2013-11-27,20626300630
2013-11-29,20560271610
2013-12-02,20470938230
2013-12-03,20525315070
2013-12-04,20336938160
2013-12-05,20259256960
2013-12-06,20513662890
2013-12-09,20564155670
2013-12-10,20319459890
2013-12-11,20000966970
2013-12-12,19880561110
2013-12-13,19966010430
2013-12-16,20047575690
2013-12-17,20022329300
2013-12-18,20552503490
2013-12-19,20451517930
2013-12-20,20614648450
2013-12-23,20719518070
2013-12-24,20766126790
2013-12-26,20845750020
2013-12-27,20892358740
2013-12-30,20940909490
2013-12-31,20855561480
2014-01-02,20599997600
2014-01-03,20644527670
2014-01-06,20660016390
2014-01-07,20958174250
2014-01-08,20967854700
2014-01-09,21169208060
2014-01-10,21242779480
2014-01-13,20963982520
2014-01-14,21084020100
2014-01-15,21107253180
2014-01-16,21138230620
2014-01-17,21010448680
2014-01-21,21037553940
2014-01-22,21056914840
2014-01-23,20838136670
2014-01-24,20338625450
2014-01-27,20177929980
2014-01-28,20425749500
2014-01-29,20336689360
2014-01-30,20381219430
2014-01-31,20408324690
2014-02-03,19895260840
2014-02-04,20009490150
2014-02-05,20243757040
2014-02-06,20228268320
2014-02-07,20785862240
2014-02-10,20940749440
2014-02-11,21327967440
2014-02-12,21387986230
2014-02-13,21581595230
2014-02-14,21593211770
2014-02-18,21777140320
2014-02-19,21515768170
2014-02-20,21804245580
2014-02-21,21703568900
2014-02-24,21707441080
2014-02-25,21618380940
2014-02-26,21686144090
2014-02-27,21726801980
2014-02-28,21748098970
2014-03-03,21695824540
2014-03-04,22028832020
2014-03-05,21949452330
2014-03-06,21736482430
2014-03-07,21813926030
2014-03-10,21821670390
2014-03-11,21771332050
2014-03-12,21796501220
2014-03-13,21742290700
2014-03-14,21773268140
2014-03-17,21823606480
2014-03-18,22048192920
2014-03-19,21831350840
2014-03-20,21831350840
2014-03-21,21626125300
2014-03-24,21434452390
2014-03-25,21577723050
2014-03-26,21618380940
2014-03-27,21732610250
2014-03-28,21808117760
2014-03-31,22037114100
2014-04-01,22069933280
2014-04-02,22050627880
2014-04-03,22098891380
2014-04-04,21896184680
2014-04-07,21728227700
2014-04-08,21409688600
2014-04-09,21735949860
2014-04-10,21201190280
2014-04-11,20925123060
2014-04-14,21216634600
2014-04-15,21411619140
2014-04-16,21255245400
2014-04-17,21297717280
2014-04-21,21481118580
2014-04-22,21492701820
2014-04-23,21400035900
2014-04-24,21463743720
2014-04-25,21185745960
2014-04-28,21232078920
2014-04-29,21114315980
2014-04-30,21274550800
2014-05-01,21002344660
2014-05-02,21193468120
2014-05-05,21361425100
2014-05-06,21519729380
2014-05-07,21708922300
2014-05-08,21927073320
2014-05-09,22091169220
2014-05-12,22208932160
2014-05-13,22133641100
2014-05-14,22060280580
2014-05-15,21791935520
2014-05-16,21898115220
2014-05-19,21853712800
2014-05-20,21718575000
2014-05-21,21832476860
2014-05-22,21745602560
2014-05-23,21776491200
2014-05-27,21938656560
2014-05-28,22010086540
2014-05-29,22021669780
2014-05-30,22152946500
2014-06-02,22218584860
2014-06-03,22261056740
2014-06-04,22438666420
2014-06-05,22353722660
2014-06-06,22446388580
2014-06-09,22647164740
2014-06-10,22483068840
2014-06-11,22409708320
2014-06-12,22247542960
2014-06-13,22141363260
2014-06-16,22251404040
2014-06-17,22158738120
2014-06-18,22299667540
2014-06-19,22266848360
2014-06-20,22295806460
2014-06-23,22301598080
2014-06-24,22191557300
2014-06-25,22442527500
2014-06-26,22523610180
2014-06-27,22510096400
2014-06-30,22183572880
2014-07-01,22460530960
2014-07-02,22477840840
2014-07-03,22524000520
2014-07-07,22541310400
2014-07-08,22460530960
2014-07-09,22402831360
2014-07-10,22289355480
2014-07-11,22381674840
2014-07-14,22404754680
2014-07-15,22320128600
2014-07-16,22320128600
2014-07-17,22050863800
2014-07-18,22241272480
2014-07-21,22097023480
2014-07-22,22172032960
2014-07-23,22241272480
2014-07-24,22218192640
2014-07-25,22195112800
2014-07-28,22279738880
2014-07-29,22287432160
2014-07-30,22385521480
2014-07-31,21796985560
2014-08-01,21766212440
2014-08-04,21916231400
2014-08-05,21720052760
2014-08-06,21718129440
2014-08-07,21521950800
2014-08-08,21816218760
2014-08-11,21868148400
2014-08-12,21895074880
2014-08-13,22077790280
2014-08-14,22137413200
2014-08-15,21989317560
2014-08-18,22108563400
2014-08-19,22168186320
2014-08-20,22058557080
2014-08-21,22037400560
2014-08-22,21933541280
2014-08-25,22025860640
2014-08-26,22075866960
2014-08-27,21908538120
2014-08-28,21841221920
2014-08-29,21970084360
2014-09-02,21910461440
2014-09-03,21952774480
2014-09-04,21829682000
2014-09-05,21793138920
2014-09-08,21589267000
2014-09-09,21666199800
2014-09-10,21570033800
2014-09-11,21598883600
2014-09-12,21321925520
2014-09-15,21387318400
2014-09-16,21431554760
2014-09-17,21473867800
2014-09-18,21566187160
2014-09-19,21320002200
2014-09-22,21141133440
2014-09-23,21119976920
2014-09-24,21323848840
2014-09-25,21333465440
2014-09-26,21398858320
2014-09-29,21441171360
2014-09-30,21397970240
2014-10-01,21357473000
2014-10-02,21455823440
2014-10-03,21779801360
2014-10-06,23498041400
2014-10-07,24065002760
2014-10-08,24421764160
2014-10-09,24053432120
2014-10-10,24041861480
2014-10-13,23658101920
2014-10-14,23515397360
2014-10-15,23413190040
2014-10-16,22707381000
2014-10-17,22886725920
2014-10-20,23062213960
2014-10-21,23183705680
2014-10-22,23260843280
2014-10-23,23501898280
2014-10-24,23638817520
2014-10-27,23652316600
2014-10-28,23787307400
2014-10-29,23833589960
2014-10-30,23974366080
2014-10-31,24196136680
2014-11-03,23957010120
2014-11-04,23752595480
2014-11-05,23918441320
2014-11-06,24051503680
2014-11-07,23602177160
2014-11-10,24120927520
2014-11-11,24207707320
2014-11-12,24319556840
2014-11-13,24311843080
2014-11-14,24290630240
2014-11-17,24354268760
2014-11-18,24618465040
2014-11-19,24462261400
2014-11-20,24516257720
2014-11-21,24512400840
2014-11-24,24649320080
2014-11-25,25330059400
2014-11-26,26558475680
2014-11-28,26382987640
2014-12-01,26537262840
2014-12-02,26514121560
2014-12-03,26390701400
2014-12-04,26448554600
2014-12-05,26161217040
2014-12-08,26280780320
2014-12-09,26219070240
2014-12-10,25692606119
2014-12-11,25949088640
2014-12-12,25756244640
2014-12-15,25522903400
2014-12-16,25200853920
2014-12-17,25719604280
2014-12-18,26402272040
2014-12-19,26286565640
2014-12-22,26321277560
2014-12-23,26032011560
2014-12-24,26301993159
2014-12-26,26197857400
2014-12-29,26247996840
2014-12-30,26307778479
2014-12-31,26602851949
2015-01-02,26736189750
2015-01-05,26900901150
2015-01-06,26849919050
2015-01-07,27479351899
2015-01-08,27979368650
2015-01-09,27649945850
2015-01-12,27444056600
2015-01-13,27093064449
2015-01-14,26918548800
2015-01-15,26891096899
2015-01-16,26836193100
2015-01-20,26816584600
2015-01-21,27308757950
2015-01-22,27751910050
2015-01-23,27414643850
2015-01-26,27430330649
2015-01-27,27189146100
2015-01-28,26920509650
2015-01-29,26822467150
2015-01-30,26396962700
2015-02-02,26671481700
2015-02-03,26998943650
2015-02-04,26747954850
2015-02-05,27775440250
2015-02-06,27398957049
2015-02-09,26946000699
2015-02-10,27110712100
2015-02-11,27114633800
2015-02-12,27336209850
2015-02-13,27473469350
2015-02-17,27495038700
2015-02-18,27506803800
2015-02-19,27412683000
2015-02-20,27816618100
2015-02-23,28079371999
2015-02-24,28426442450
2015-02-25,28314674000
2015-02-26,28397029700
2015-02-27,28047998400
2015-03-02,28300948050
2015-03-03,27959760150
2015-03-04,28361734399
2015-03-05,28579388750
2015-03-06,27697006250
2015-03-09,27759753450
2015-03-10,27220519700
2015-03-11,26953844100
2015-03-12,27346014100
2015-03-13,27118555500
2015-03-16,27200911200
2015-03-17,27059730000
2015-03-18,27626415649
2015-03-19,27706810500
2015-03-20,27665632650
2015-03-23,27814657250
2015-03-24,27567590150
2015-03-25,27263658400
2015-03-26,27377387700
2015-03-27,27642102450
2015-03-30,27842109150
2015-03-31,29422398250
2015-04-01,29086118249
2015-04-02,28938995750
2015-04-06,28985234250
2015-04-07,28831806500
2015-04-08,28966318500
2015-04-09,29201714500
2015-04-10,29344633500
2015-04-13,29189104000
2015-04-14,28955809750
2015-04-15,28852824000
2015-04-16,29176493500
2015-04-17,28999946499
2015-04-20,29552706750
2015-04-21,29828035999
2015-04-22,29573724250
2015-04-23,29577927749
2015-04-24,29573724250
2015-04-27,29105033999
2015-04-28,29357244000
2015-04-29,29134458500
2015-04-30,28865434500
2015-05-01,29136560250
2015-05-04,29493857750
2015-05-05,29096627000
2015-05-06,28907469500
2015-05-07,29260563500
2015-05-08,29098728749
2015-05-11,29010455250
2015-05-12,28514442249
2015-05-13,28453491500
2015-05-14,28901164249
2015-05-15,28989437750
2015-05-18,29016760500
2015-05-19,28978929000
2015-05-20,28970522000
2015-05-21,29180697000
2015-05-22,29084016500
2015-05-26,28743532999
2015-05-27,29004150000
2015-05-28,28981030749
2015-05-29,28791873250
2015-06-01,28854925750
2015-06-02,28791873250
2015-06-03,28806585500
2015-06-04,28726719000
2015-06-05,28693091000
2015-06-08,28598512250
2015-06-09,28262232250
2015-06-10,28697294500
2015-06-11,28863332750
2015-06-12,28604817500
2015-06-15,28396744250
2015-06-16,28531256250
2015-06-17,28638445499
2015-06-18,28852824000
2015-06-19,29062999000
2015-06-22,29296293249
2015-06-23,29336226500
2015-06-24,29035676250
2015-06-25,29077711250
2015-06-26,29105033999
2015-06-29,29052490249
2015-06-30,29137028500
2015-07-01,29459835550
2015-07-02,29451396150
2015-07-06,29343793800
2015-07-07,29464055250
2015-07-08,29031536000
2015-07-09,29175005800
2015-07-10,29675040250
2015-07-13,30021055650
2015-07-14,30284786900
2015-07-15,30185623950
2015-07-16,30443025650
2015-07-17,30453574900
2015-07-20,30476783249
2015-07-21,30341752850
2015-07-22,30445135500
2015-07-23,30478893100
2015-07-24,30299555850
2015-07-27,30099120100
2015-07-28,30829128200
2015-07-29,31263757300
2015-07-30,31265867150
2015-07-31,31297514900
2015-08-03,31354480850
2015-08-04,31337602050
2015-08-05,31647750000
2015-08-06,30894533550
2015-08-07,30632912150
2015-08-10,30915632050
2015-08-11,30567506800
2015-08-12,30428256700
2015-08-13,30360741500
2015-08-14,30497881750
2015-08-17,30567506800
2015-08-18,30253139149
2015-08-19,30137097400
2015-08-20,29533680299
2015-08-21,29191884600
2015-08-24,28428118900
2015-08-25,28307857449
2015-08-26,28784683550
2015-08-27,29404979450
2015-08-28,29379661250
2015-08-31,29008327650
2015-09-01,27746637349
2015-09-02,28122190650
2015-09-03,28084213350
2015-09-04,27628485749
2015-09-08,28390141600
2015-09-09,27953402650
2015-09-10,27809932850
2015-09-11,27970281450
2015-09-14,28029357250
2015-09-15,28217133900
2015-09-16,28565259149
2015-09-17,28757255500
2015-09-18,28453437100
2015-09-21,28613785700
2015-09-22,28440778000
2015-09-23,28649653150
2015-09-24,28558929600
2015-09-25,28006148900
2015-09-28,26822523050
2015-09-29,26923795850
2015-09-30,27379855260
2015-10-01,27282478320
2015-10-02,27938714219
2015-10-05,28273182840
2015-10-06,27777830580
2015-10-07,28323988200
2015-10-08,28298585520
2015-10-09,28431949590
2015-10-12,28575898110
2015-10-13,28256247719
2015-10-14,28019156040
2015-10-15,28288001070
2015-10-16,28802405340
2015-10-19,28882847160
2015-10-20,28844743139
2015-10-21,28844743139
2015-10-22,28573781219
2015-10-23,28940003190
2015-10-26,28872262709
2015-10-27,29047964580
2015-10-28,29299874490
2015-10-29,29560251959
2015-10-30,29414186549
2015-11-02,29886253020
2015-11-03,30263059440
2015-11-04,31166971469
2015-11-05,31418881379
2015-11-06,31473920520
2015-11-09,31454868510
2015-11-10,31393478700
2015-11-11,31361725350
2015-11-12,30633515190
2015-11-13,30684320549
2015-11-16,31120399889
2015-11-17,31156387020
2015-11-18,31274932860
2015-11-19,30948931799
2015-11-20,31209309270
2015-11-23,31147919459
2015-11-24,31071711420
2015-11-25,30982802040
2015-11-27,31224127500
2015-11-30,31008204719
2015-12-01,31507790760
2015-12-02,31325738219
2015-12-03,30942581129
2015-12-04,31950220770
2015-12-07,31704661530
2015-12-08,31926934980
2015-12-09,31550128560
2015-12-10,31854960719
2015-12-11,31304569320
2015-12-14,31615752150
2015-12-15,31636921049
2015-12-16,32172494219
2015-12-17,32176728000
2015-12-18,31600933920
2015-12-21,31698310860
2015-12-22,31859194500
2015-12-23,32168260440
2015-12-24,32176728000
2015-12-28,32066649719
2015-12-29,32305858290
2015-12-30,32077234170
2015-12-31,31919217869
2016-01-04,30646528560
2016-01-05,30744264299
2016-01-06,30438308939
2016-01-07,29939006790
2016-01-08,29488572510
2016-01-11,29237859090
2016-01-12,29507694720
2016-01-13,29286726960
2016-01-14,30121730130
2016-01-15,29503445340
2016-01-19,29518318170
2016-01-20,29178367770
2016-01-21,29341968900
2016-01-22,29985749970
2016-01-25,30015495630
2016-01-26,30140852340
2016-01-27,30251336220
2016-01-28,29471574990
2016-01-29,30113231369
2016-02-01,30247086840
2016-02-02,30045241290
2016-02-03,29222986260
2016-02-04,28566457049
2016-02-05,28016162340
2016-02-08,27525358950
2016-02-09,27827064930
2016-02-10,28201010369
2016-02-11,28033159860
2016-02-12,28961649390
2016-02-16,29439704640
2016-02-17,29851894500
2016-02-18,29658547710
2016-02-19,30015495630
2016-02-22,30176972070
2016-02-23,30338448510
2016-02-24,30546668130
2016-02-25,30795256860
2016-02-26,30997102409
2016-02-29,30542418750
2016-03-01,31096962840
2016-03-02,31220194860
2016-03-03,30967356750
2016-03-04,30895117290
2016-03-07,30797381549
2016-03-08,30489301500
2016-03-09,30472303979
2016-03-10,30763386510
2016-03-11,31026848070
2016-03-14,31228693619
2016-03-15,30924862950
2016-03-16,31026848070
2016-03-17,30597660689
2016-03-18,31120334430
2016-03-21,30899366670
2016-03-22,30977980200
2016-03-23,30914239500
2016-03-24,30890867909
2016-03-28,30871745700
2016-03-29,31385920680
2016-03-30,31598389680
2016-03-31,31540545660
2016-04-01,31885740119
2016-04-04,32184056320
2016-04-05,31755759490
2016-04-06,32288466990
2016-04-07,32205364619
2016-04-08,32124393079
2016-04-11,31973104150
2016-04-12,32755118760
2016-04-13,33027865000
2016-04-14,32863791089
2016-04-15,33061958280
2016-04-18,33130144839
2016-04-19,32821174490
2016-04-20,32972463420
2016-04-21,32974594250
2016-04-22,33213247210
2016-04-25,33292087920
2016-04-26,33145060650
2016-04-27,33539264200
2016-04-28,33639413210
2016-04-29,33500909260
2016-05-02,33426330210
2016-05-03,33328312030
2016-05-04,33571226650
2016-05-05,34321278810
2016-05-06,34244568930
2016-05-09,34481091060
2016-05-10,34826285520
2016-05-11,34702697380
2016-05-12,34724005680
2016-05-13,34545015960
2016-05-16,35020191050
2016-05-17,34366026240
2016-05-18,34370287900
2016-05-19,34057055890
2016-05-20,34276531380
2016-05-23,34101803320
2016-05-24,34500268530
2016-05-25,34692043230
2016-05-26,34732529000
2016-05-27,34692043230
2016-05-31,34579109240
2016-06-01,34700566550
2016-06-02,35056415160
2016-06-03,35156564170
2016-06-06,35312114760
2016-06-07,35028714370
2016-06-08,35346208040
2016-06-09,35363254680
2016-06-10,35169349150
2016-06-13,34973312790
2016-06-14,35109685910
2016-06-15,34643034140
2016-06-16,34755968130
2016-06-17,34442736120
2016-06-20,34907257060
2016-06-21,35320638080
2016-06-22,35309983930
2016-06-23,35770243210
2016-06-24,34632379990
2016-06-27,33863150359
2016-06-28,34086887510
2016-06-29,34937088680
2016-06-30,35311829140
2016-07-01,35322507690
2016-07-05,35649271320
2016-07-06,35828670960
2016-07-07,36057191930
2016-07-08,36571898040
2016-07-11,36719262030
2016-07-12,36584712300
2016-07-13,36633833630
2016-07-14,36757704810
2016-07-15,36454433990
2016-07-18,36313477130
2016-07-19,36339105650
2016-07-20,36599662270
2016-07-21,36409584080
2016-07-22,36161841720
2016-07-25,35976034950
2016-07-26,36443755440
2016-07-27,36341241360
2016-07-28,36638105050
2016-07-29,36646647890
2016-08-01,36808961850
2016-08-02,36736347710
2016-08-03,36599662270
2016-08-04,35715478330
2016-08-05,36174655980
2016-08-08,36129806070
2016-08-09,36262220090
2016-08-10,36433076890
2016-08-11,36794011880
2016-08-12,36225913020
2016-08-15,36272898640
2016-08-16,35976034950
2016-08-17,36044377670
2016-08-18,36168248850
2016-08-19,36198148790
2016-08-22,36326291390
2016-08-23,36420262630
2016-08-24,36074277610
2016-08-25,36260084380
2016-08-26,36535590970
2016-08-29,36907204510
2016-08-30,37007582880
2016-08-31,36898661670
2016-09-01,36858083180
2016-09-02,36922154480
2016-09-06,37037482820
2016-09-07,37013990010
2016-09-08,36781197620
2016-09-09,35604421410
2016-09-12,36082820450
2016-09-13,35625778510
2016-09-14,35980306370
2016-09-15,36650919310
2016-09-16,36480062510
2016-09-19,36576169460
2016-09-20,36623155080
2016-09-21,37349296480
2016-09-22,37802067000
2016-09-23,37374925000
2016-09-26,36855947470
2016-09-27,37263868080
2016-09-28,37306582280
2016-09-29,36738483420
2016-09-30,37335204720
2016-10-03,37060352160
2016-10-04,36576696880
2016-10-05,36693882080
2016-10-06,36789760880
2016-10-07,36849418800
2016-10-10,37222280800
2016-10-11,36137785040
2016-10-12,36033383680
2016-10-13,35907675920
2016-10-14,35713787680
2016-10-17,35632823360
2016-10-18,35892761440
2016-10-19,35773445600
2016-10-20,35941766160
2016-10-21,35794752000
2016-10-24,35762792400
2016-10-25,35517768800
2016-10-26,34804004400
2016-10-27,34742215840
2016-10-28,34855139760
2016-10-31,34878576800
2016-11-01,34558980800
2016-11-02,34663382160
2016-11-03,35973725760
2016-11-04,36348718400
2016-11-07,36951689520
2016-11-08,37122140720
2016-11-09,36312497520
2016-11-10,36478687440
2016-11-11,35387799760
2016-11-14,33817518080
2016-11-15,34644206400
2016-11-16,35159821280
2016-11-17,36022730480
2016-11-18,35698873200
2016-11-21,35743616640
2016-11-22,34829572080
2016-11-23,34997892640
2016-11-25,35455980240
2016-11-28,35377146560
2016-11-29,35879977600
2016-11-30,35125731040
2016-12-01,34194641360
2016-12-02,34384268320
2016-12-05,34152028560
2016-12-06,34222339680
2016-12-07,34064672320
2016-12-08,33992230560
2016-12-09,34588809760
2016-12-12,35187519600
2016-12-13,34923320240
2016-12-14,34846617200
2016-12-15,35144906800
2016-12-16,34846617200
2016-12-19,34635683840
2016-12-20,34514237360
2016-12-21,34475885840
2016-12-22,34463102000
2016-12-23,34582417840
2016-12-27,34701733680
2016-12-28,34454579440
2016-12-29,34514237360
2016-12-30,34388529600
2017-01-03,34388998830
2017-01-04,34346282230
2017-01-05,34316380609
2017-01-06,34959265440
2017-01-09,35164305120
2017-01-10,35595742780
2017-01-11,36172416880
2017-01-12,36125428620
2017-01-13,36097662830
2017-01-17,36110477810
2017-01-18,36227948460
2017-01-19,36131836110
2017-01-20,35875536510
2017-01-23,35582927800
2017-01-24,35474000470
2017-01-25,35726028410
2017-01-26,35625644400
2017-01-27,36499198870
2017-01-30,36403086520
2017-01-31,36917821550
2017-02-01,37265961840
2017-02-02,37058786330
2017-02-03,37349259210
2017-02-06,37139947870
2017-02-07,37233924390
2017-02-08,37078008800
2017-02-09,37024613050
2017-02-10,37071601310
2017-02-13,37180528640
2017-02-14,37225381070
2017-02-15,37500903140
2017-02-16,37609830470
2017-02-17,37669633710
2017-02-21,37902439180
2017-02-22,37887488370
2017-02-23,37960106590
2017-02-24,38192912060
2017-02-27,38069033920
2017-02-28,38116022180
2017-03-01,38594448100
2017-03-02,38466298300
2017-03-03,38457754980
2017-03-06,38417174210
2017-03-07,38301839390
2017-03-08,38327469350
2017-03-09,38536780690
2017-03-10,38588040610
2017-03-13,38502607410
2017-03-14,38101071370
2017-03-15,38427853360
2017-03-16,37765746060
2017-03-17,38269801940
2017-03-20,38028453150
2017-03-21,37757202740
2017-03-22,38030588980
2017-03-23,38254851130
2017-03-24,38286888580
2017-03-27,38263394450
2017-03-28,38297567730
2017-03-29,38286888580
2017-03-30,38254851130
2017-03-31,39106346547
2017-04-03,39285653213
2017-04-04,39027626547
2017-04-05,39080106547
2017-04-06,39097599880
2017-04-07,39250666547
2017-04-10,39235359880
2017-04-11,39178506547
2017-04-12,39060426547
2017-04-13,38924853214
2017-04-17,39217866547
2017-04-18,39093226547
2017-04-19,39259413213
2017-04-20,39663946545
2017-04-21,39502133212
2017-04-24,37748426551
2017-04-25,38174826550
2017-04-26,38332266549
2017-04-27,38918293214
2017-04-28,39858559878
2017-05-01,39733919878
2017-05-02,39499946546
2017-05-03,39174133213
2017-05-04,39410293213
2017-05-05,39523999879
2017-05-08,38931413214
2017-05-09,38513759882
2017-05-10,38323519883
2017-05-11,39410293213
2017-05-12,39357813213
2017-05-15,39467146546
2017-05-16,38959839881
2017-05-17,38688693215
2017-05-18,38929226547
2017-05-19,39255039880
2017-05-22,39390613213
2017-05-23,39784213212
2017-05-24,39865119878
2017-05-25,39817013211
2017-05-26,39755786545
2017-05-30,40094719877
2017-05-31,40341813210
2017-06-01,41109333208
2017-06-02,41157439874
2017-06-05,41159626541
2017-06-06,40910346541
2017-06-07,41056853208
2017-06-08,40895039875
2017-06-09,40932213208
2017-06-12,40717919875
2017-06-13,41008746541
2017-06-14,41043733208
2017-06-15,40899413208
2017-06-16,40781333209
2017-06-19,41247093207
2017-06-20,41457013206
2017-06-21,41249279874
2017-06-22,41583839873
2017-06-23,41603519873
2017-06-26,41511679873
2017-06-27,41568533206
2017-06-28,41553226539
2017-06-29,41194613207
2017-06-30,43411627960
2017-07-03,43304365500
2017-07-05,43826984720
2017-07-06,43461835920
2017-07-07,44007276940
2017-07-10,43943375900
2017-07-11,43694618280
2017-07-12,44087153240
2017-07-13,44030098740
2017-07-14,44637158620
2017-07-17,44497945640
2017-07-18,44723881460
2017-07-19,44949817280
2017-07-20,45239654140
2017-07-21,45677832700
2017-07-24,45753144640
2017-07-25,45449614700
2017-07-26,45105005520
2017-07-27,44872223160
2017-07-28,44940688560
2017-07-31,44810604300
2017-08-01,44767242880
2017-08-02,44705624020
2017-08-03,44256034560
2017-08-04,43842959980
2017-08-07,44018687840
2017-08-08,43749390600
2017-08-09,44018687840
2017-08-10,44103128500
2017-08-11,44580104120
2017-08-14,44892762780
2017-08-15,44828861740
2017-08-16,44808322120
2017-08-17,44347321760
2017-08-18,43986737320
2017-08-21,44315371240
2017-08-22,44580104120
2017-08-23,43961633340
2017-08-24,44023252200
2017-08-25,44180722620
2017-08-28,44287985080
2017-08-29,44256034560
2017-08-30,44032380920
2017-08-31,44374707920
2017-09-01,44310806880
2017-09-05,44516203080
2017-09-06,44329064320
2017-09-07,44404376260
2017-09-08,45324094800
2017-09-11,45360609680
2017-09-12,44988614340
2017-09-13,43747108420
2017-09-14,43966197700
2017-09-15,43461835920
2017-09-18,43523454780
2017-09-19,42941498880
2017-09-20,43165152520
2017-09-21,42621993680
2017-09-22,42955191960
2017-09-25,42987142480
2017-09-26,43235900100
2017-09-27,43176563420
2017-09-28,43076147500
2017-09-29,43598766720
2017-10-02,43813657814
2017-10-03,43241289394
2017-10-04,43525184130
2017-10-05,44028868340
2017-10-06,44214315708
2017-10-09,44003684129
2017-10-10,43813657814
2017-10-11,44086105182
2017-10-12,44381447286
2017-10-13,44960684127
2017-10-16,44825605180
2017-10-17,45326999916
2017-10-18,46364131493
2017-10-19,46730447282
2017-10-20,47282210439
2017-10-23,47103631492
2017-10-24,47089894650
2017-10-25,46961684124
2017-10-26,46838052545
2017-10-27,46895289387
2017-10-30,46572473598
2017-10-31,46577052545
2017-11-01,46441973598
2017-11-02,50004394644
2017-11-03,50091394644
2017-11-06,49596868329
2017-11-07,49388526224
2017-11-08,49425157803
2017-11-09,50105131486
2017-11-10,48935210436
2017-11-13,49106920962
2017-11-14,49209947277
2017-11-15,48905447278
2017-11-16,49445763066
2017-11-17,49175605172
2017-11-20,49441184119
2017-11-21,50631710433
2017-11-22,50050184118
2017-11-24,50508078854
2017-11-27,50311184118
2017-11-28,50702684117
2017-11-29,50640868327
2017-11-30,50938499906
2017-12-01,50519526222
2017-12-04,48864236752
2017-12-05,48898578857
2017-12-06,48864236752
2017-12-07,48616973594
2017-12-08,49033657804
2017-12-11,48729157805
2017-12-12,48880263068
2017-12-13,48868815699
2017-12-14,48832184120
2017-12-15,49432026224
2017-12-18,49491552540
2017-12-19,49402263067
2017-12-20,48880263068
2017-12-21,48610105173
2017-12-22,48488763068
2017-12-26,48440684121
2017-12-27,48507078858
2017-12-28,47838552543
2017-12-29,47781315701
2018-01-02,55889473527
2018-01-03,56442105105
2018-01-04,56697368262
2018-01-05,56976315629
2018-01-08,56802631419
2018-01-09,58092105100
2018-01-10,57613157733
2018-01-11,57936841943
2018-01-12,58421052468
2018-01-16,58634210362
2018-01-17,59360526149
2018-01-18,59552631412
2018-01-19,60165789305
2018-01-22,60731578777
2018-01-23,60218420884
2018-01-24,61226315618
2018-01-25,62178947194
2018-01-26,63186841928
2018-01-29,62839473508
2018-01-30,62473684035
2018-01-31,62328947193
2018-02-01,61965789300
2018-02-02,60834210355
2018-02-05,57681578785
2018-02-06,58373684047
2018-02-07,56936841945
2018-02-08,54247368269
2018-02-09,55710526159
2018-02-12,56157894579
2018-02-13,55263157740
2018-02-14,56431578789
2018-02-15,57086841945
2018-02-16,57178947208
2018-02-20,56397368263
2018-02-21,56110526158
2018-02-22,56013157737
2018-02-23,56531578789
2018-02-26,57734210364
2018-02-27,57739473522
2018-02-28,56963157735
2018-03-01,55960526159
2018-03-02,55842105106
2018-03-05,55742105107
2018-03-06,55663157738
2018-03-07,56213157737
2018-03-08,57326315628
2018-03-09,58013157732
2018-03-12,57855262995
2018-03-13,57431578786
2018-03-14,57347368260
2018-03-15,57507894575
2018-03-16,57281578786
2018-03-19,56323684052
2018-03-20,56418420894
2018-03-21,56057894579
2018-03-22,54713157741
2018-03-23,54031578796
2018-03-26,55226315634
2018-03-27,54652631425
2018-03-28,54502631426
2018-03-29,55597368265
2018-04-02,55696496200
2018-04-03,56617852040
2018-04-04,57129418800
2018-04-05,57480283960
2018-04-06,56272343600
2018-04-09,56767840200
2018-04-10,58401639800
2018-04-11,57997207440
2018-04-12,58348072600
2018-04-13,58848925920
2018-04-16,59947053520
2018-04-17,60954116880
2018-04-18,61205882720
2018-04-19,61425508240
2018-04-20,60809485440
2018-04-23,60846982480
2018-04-24,60287205240
2018-04-25,59925626640
2018-04-26,60812163800
2018-04-27,61171064040
2018-04-30,60547006160
2018-05-01,61026432600
2018-05-02,60107755120
2018-05-03,59309603840
2018-05-04,58664119080
2018-05-07,58800715440
2018-05-08,57799008800
2018-05-09,58332002440
2018-05-10,58881066240
2018-05-11,58816785600
2018-05-14,59322995640
2018-05-15,58688224320
2018-05-16,58717686280
2018-05-17,58548949600
2018-05-18,58755183320
2018-05-21,59735463080
2018-05-22,58894458040
2018-05-23,59079264880
2018-05-24,58910528200
2018-05-25,58420388320
2018-05-29,57424038400
2018-05-30,58366821120
2018-05-31,57863289440
2018-06-01,58736434800
2018-06-04,59622971960
2018-06-05,59462270360
2018-06-06,60480047160
2018-06-07,60003299080
2018-06-08,60538971080
2018-06-11,60729134640
2018-06-12,61007684080
2018-06-13,60648783840
2018-06-14,60796093640
2018-06-15,60622000240
2018-06-18,60343450800
2018-06-19,60064901360
2018-06-20,60089006600
2018-06-21,60903228040
