,DHR
2001-01-22,5909268640
2001-01-23,6023567839
2001-01-24,6023567839
2001-01-25,6052142640
2001-01-26,6052142640
2001-01-29,6040712720
2001-01-30,6103577280
2001-01-31,6189301680
2001-02-01,6195016640
2001-02-02,6212161520
2001-02-05,6206446560
2001-02-06,6252166240
2001-02-07,6149296960
2001-02-08,6217876480
2001-02-09,6115007200
2001-02-12,6183586720
2001-02-13,6172156800
2001-02-14,6229306400
2001-02-15,6332175680
2001-02-16,6149296960
2001-02-20,6183586720
2001-02-21,6160726880
2001-02-22,6097862320
2001-02-23,6017852880
2001-02-26,6206446560
2001-02-27,6155011920
2001-02-28,6092147360
2001-03-01,6115007200
2001-03-02,6092147360
2001-03-05,6149296960
2001-03-06,6097862320
2001-03-07,6155011920
2001-03-08,6166441839
2001-03-09,5932128480
2001-03-12,5772109600
2001-03-13,5652095440
2001-03-14,5503506480
2001-03-15,5554941120
2001-03-16,5474931680
2001-03-19,5543511200
2001-03-20,5440641920
2001-03-21,5297767920
2001-03-22,5257763200
2001-03-23,5309197839
2001-03-26,5497791520
2001-03-27,5497791520
2001-03-28,5366347440
2001-03-29,5274908080
2001-03-30,5276746240
2001-04-02,5224900480
2001-04-03,5046320640
2001-04-04,5213379200
2001-04-05,5322831360
2001-04-06,5247943040
2001-04-09,5282506880
2001-04-10,5340113280
2001-04-11,5029038720
2001-04-12,5224900480
2001-04-16,5207618559
2001-04-17,5178815360
2001-04-18,5703033600
2001-04-19,5512932480
2001-04-20,5455326080
2001-04-23,5443804800
2001-04-24,5391959040
2001-04-25,5380437760
2001-04-26,5397719680
2001-04-27,5368916480
2001-04-30,5420762240
2001-05-01,5363155840
2001-05-02,5322831360
2001-05-03,5224900480
2001-05-04,5357395200
2001-05-07,5409240960
2001-05-08,5593581440
2001-05-09,5564778240
2001-05-10,5737597440
2001-05-11,5685751680
2001-05-14,5605102720
2001-05-15,5679991040
2001-05-16,5881613440
2001-05-17,6014108160
2001-05-18,6014108160
2001-05-21,6244533760
2001-05-22,6238773120
2001-05-23,6181166720
2001-05-24,6215730559
2001-05-25,6273336960
2001-05-29,6192688000
2001-05-30,6123560320
2001-05-31,6094757120
2001-06-01,6094757120
2001-06-04,6094757120
2001-06-05,6256055040
2001-06-06,6198448640
2001-06-07,6284858240
2001-06-08,6284858240
2001-06-11,6181166720
2001-06-12,6204209280
2001-06-13,6198448640
2001-06-14,5939219840
2001-06-15,6019868800
2001-06-18,5985304960
2001-06-19,5944980480
2001-06-20,5921937920
2001-06-21,6106278400
2001-06-22,6077475200
2001-06-25,6002586880
2001-06-26,6307900800
2001-06-27,5593581440
2001-06-28,5484129280
2001-06-29,5413949400
2001-07-02,5506003800
2001-07-03,5609565000
2001-07-05,5621071800
2001-07-06,5465730000
2001-07-09,5488743599
2001-07-10,5511757200
2001-07-11,5310388200
2001-07-12,5563537800
2001-07-13,5552031000
2001-07-16,5523264000
2001-07-17,5442716400
2001-07-18,5436963000
2001-07-19,5517510600
2001-07-20,5494497000
2001-07-23,5356415400
2001-07-24,5339155200
2001-07-25,5367922200
2001-07-26,5413949400
2001-07-27,5436963000
2001-07-30,5425456200
2001-07-31,5465730000
2001-08-01,5442716400
2001-08-02,5534770800
2001-08-03,5580798000
2001-08-06,5569291200
2001-08-07,5655592200
2001-08-08,5580798000
2001-08-09,5517510600
2001-08-10,5563537800
2001-08-13,5557784400
2001-08-14,5580798000
2001-08-15,5575044600
2001-08-16,5586551400
2001-08-17,5563537800
2001-08-20,5552031000
2001-08-21,5557784400
2001-08-22,5563537800
2001-08-23,5586551400
2001-08-24,5603811600
2001-08-27,5667099000
2001-08-28,5603811600
2001-08-29,5511757200
2001-08-30,5408196000
2001-08-31,5367922200
2001-09-04,5413949400
2001-09-05,5413949400
2001-09-06,5298881400
2001-09-07,5195320200
2001-09-10,5172306600
2001-09-17,4752308400
2001-09-18,4694774400
2001-09-19,4631487000
2001-09-20,4401351000
2001-09-21,4430118000
2001-09-24,4683267600
2001-09-25,4700527800
2001-09-26,4418611200
2001-09-27,4418611200
2001-09-28,4877136000
2001-10-01,4809398000
2001-10-02,4926400000
2001-10-03,5012612000
2001-10-04,5061876000
2001-10-05,5031086000
2001-10-08,5031086000
2001-10-09,5055718000
2001-10-10,5166562000
2001-10-11,5455988000
2001-10-12,5462145999
2001-10-15,5597622000
2001-10-16,5628412000
2001-10-17,5739256000
2001-10-18,5813152000
2001-10-19,5893206000
2001-10-22,5862416000
2001-10-23,6028681999
2001-10-24,5948628000
2001-10-25,5973260000
2001-10-26,6145684000
2001-10-29,5905522000
2001-10-30,5745414000
2001-10-31,5763888000
2001-11-01,5806994000
2001-11-02,5985576000
2001-11-05,5979418000
2001-11-06,6053314000
2001-11-07,5997892000
2001-11-08,5997892000
2001-11-09,5960944000
2001-11-12,5819310000
2001-11-13,5917838000
2001-11-14,5997892000
2001-11-15,6108736000
2001-11-16,6114894000
2001-11-19,6219580000
2001-11-20,6250370000
2001-11-21,6121052000
2001-11-23,6219580000
2001-11-26,6268844000
2001-11-27,6262686000
2001-11-28,6330424000
2001-11-29,6225738000
2001-11-30,6065630000
2001-12-03,5923995999
2001-12-04,6164158000
2001-12-05,6465900000
2001-12-06,6490531999
2001-12-07,6490531999
2001-12-10,6472058000
2001-12-11,6435110000
2001-12-12,6250370000
2001-12-13,6133368000
2001-12-14,5813152000
2001-12-17,5942470000
2001-12-18,6151842000
2001-12-19,6182631999
2001-12-20,6139526000
2001-12-21,6164158000
2001-12-24,6164158000
2001-12-26,6201106000
2001-12-27,6275002000
2001-12-28,6219580000
2001-12-31,5882409960
2002-01-02,5882409960
2002-01-03,5934672240
2002-01-04,6172755960
2002-01-07,6074038320
2002-01-08,6045003720
2002-01-09,6068231400
2002-01-10,6062424480
2002-01-11,6213404400
2002-01-14,6149528280
2002-01-15,5841761520
2002-01-16,5719816200
2002-01-17,5812726920
2002-01-18,5894023800
2002-01-22,5830147679
2002-01-23,5812726920
2002-01-24,5986934520
2002-01-25,6045003720
2002-01-28,6143721360
2002-01-29,6004355280
2002-01-30,6085652160
2002-01-31,6219211320
2002-02-01,6079845240
2002-02-04,5940479160
2002-02-05,5888216880
2002-02-06,5859182280
2002-02-07,5864989200
2002-02-08,5952093000
2002-02-11,6248245920
2002-02-12,6213404400
2002-02-13,6405032760
2002-02-14,6370191240
2002-02-15,6445681200
2002-02-19,6364384320
2002-02-20,6399225840
2002-02-21,6579240360
2002-02-22,6776675640
2002-02-25,6770868720
2002-02-26,6619888800
2002-02-27,6550205760
2002-02-28,6556012679
2002-03-01,6637309560
2002-03-04,7003145520
2002-03-05,6823131000
2002-03-06,6869586360
2002-03-07,6910234800
2002-03-08,6991531679
2002-03-11,7078635480
2002-03-12,7096056240
2002-03-13,7049600880
2002-03-14,7014759360
2002-03-15,7037987040
2002-03-18,7130897760
2002-03-19,7229615400
2002-03-20,7101863160
2002-03-21,6974110920
2002-03-22,6974110920
2002-03-25,6857972520
2002-03-26,6939269400
2002-03-27,6916041720
2002-03-28,6927655560
2002-04-01,7261152000
2002-04-02,7164336640
2002-04-03,7025164560
2002-04-04,7158285680
2002-04-05,7212744320
2002-04-08,7194591440
2002-04-09,7267202960
2002-04-10,7442680800
2002-04-11,7315610640
2002-04-12,7394273120
2002-04-15,7460833680
2002-04-16,7654464400
2002-04-17,7527394240
2002-04-18,7430578880
2002-04-19,7581852880
2002-04-22,7460833680
2002-04-23,7382171200
2002-04-24,7327712560
2002-04-25,7388222160
2002-04-26,7376120240
2002-04-29,7194591440
2002-04-30,7273253920
2002-05-01,7279304880
2002-05-02,7309559680
2002-05-03,7339814480
2002-05-06,7128030880
2002-05-07,7085674160
2002-05-08,7357967360
2002-05-09,7170387600
2002-05-10,7103827040
2002-05-13,7049368400
2002-05-14,7236948160
2002-05-15,7291406800
2002-05-16,7315610640
2002-05-17,7345865440
2002-05-20,7200642400
2002-05-21,7037266480
2002-05-22,7061470320
2002-05-23,7206693360
2002-05-24,7255101040
2002-05-28,7067521280
2002-05-29,7000960720
2002-05-30,6898094400
2002-05-31,7073572240
2002-06-03,6952553040
2002-06-04,6946502080
2002-06-05,7031215520
2002-06-06,6982807839
2002-06-07,7067521280
2002-06-10,6752871360
2002-06-11,6698412720
2002-06-12,6547138720
2002-06-13,6407966640
2002-06-14,6341406080
2002-06-17,6607648320
2002-06-18,6758922320
2002-06-19,6613699280
2002-06-20,6492680080
2002-06-21,6553189680
2002-06-24,6528985839
2002-06-25,6486629120
2002-06-26,6444272400
2002-06-27,6625801200
2002-06-28,6766079520
2002-07-01,6553500719
2002-07-02,6523132320
2002-07-03,6365216640
2002-07-05,6650679600
2002-07-08,6535279680
2002-07-09,6425953440
2002-07-10,6304479840
2002-07-11,6286258800
2002-07-12,6377364000
2002-07-15,6322700880
2002-07-16,6213374640
2002-07-17,6195153600
2002-07-18,6140490480
2002-07-19,5940059040
2002-07-22,5727480240
2002-07-23,5648522400
2002-07-24,6061532640
2002-07-25,6043311600
2002-07-26,6012943200
2002-07-29,6383437680
2002-07-30,6377364000
2002-07-31,6328774560
2002-08-01,6134416800
2002-08-02,6012943200
2002-08-05,5672817120
2002-08-06,5855027520
2002-08-07,6006869520
2002-08-08,6146564160
2002-08-09,6195153600
2002-08-12,6189079920
2002-08-13,6097974719
2002-08-14,6231595680
2002-08-15,6201227280
2002-08-16,6286258800
2002-08-19,6480616560
2002-08-20,6395585040
2002-08-21,6425953440
2002-08-22,6474542880
2002-08-23,6280185120
2002-08-26,6328774560
2002-08-27,6298406160
2002-08-28,6201227280
2002-08-29,6091901040
2002-08-30,6134416800
2002-09-03,5903616960
2002-09-04,5976501120
2002-09-05,5988648480
2002-09-06,6049385280
2002-09-09,6031164240
2002-09-10,6091901040
2002-09-11,6134416800
2002-09-12,5976501120
2002-09-13,5751774960
2002-09-16,5672817120
2002-09-17,5557417200
2002-09-18,5429869920
2002-09-19,5502754080
2002-09-20,5624227680
2002-09-23,5569564560
2002-09-24,5563490880
2002-09-25,5727480240
2002-09-26,5909690640
2002-09-27,6169920000
2002-09-30,6137785000
2002-10-01,6523405000
2002-10-02,6382011000
2002-10-03,6272752000
2002-10-04,6144212000
2002-10-07,6157066000
2002-10-08,6259898000
2002-10-09,6054234000
2002-10-10,6131357999
2002-10-11,6279179000
2002-10-14,5822862000
2002-10-15,6047807000
2002-10-16,6015672000
2002-10-17,6022098999
2002-10-18,6234190000
2002-10-21,6549113000
2002-10-22,6369157000
2002-10-23,6369157000
2002-10-24,6182773999
2002-10-25,6324168000
2002-10-28,6227763000
2002-10-29,6247044000
2002-10-30,6317741000
2002-10-31,6247044000
2002-11-01,6247044000
2002-11-04,6240617000
2002-11-05,6202055000
2002-11-06,6259898000
2002-11-07,6189201000
2002-11-08,6131357999
2002-11-11,5989964000
2002-11-12,6092796000
2002-11-13,6169920000
2002-11-14,6427000000
2002-11-15,6459135000
2002-11-18,6459135000
2002-11-19,6452707999
2002-11-20,6536259000
2002-11-21,6864036000
2002-11-22,6774057999
2002-11-25,6825473999
2002-11-26,6594102000
2002-11-27,6799766000
2002-11-29,6780485000
2002-12-02,6819047000
2002-12-03,6613382999
2002-12-04,6696934000
2002-12-05,6594102000
2002-12-06,6651945000
2002-12-09,6568394000
2002-12-10,6664798999
2002-12-11,6671226000
2002-12-12,6639091000
2002-12-13,6510551000
2002-12-16,6684080000
2002-12-17,6748350000
2002-12-18,6664798999
2002-12-19,6735496000
2002-12-20,7024711000
2002-12-23,7153251000
2002-12-24,7127543000
2002-12-26,7204667000
2002-12-27,7011857000
2002-12-30,7056846000
2002-12-31,6744933240
2003-01-02,6934500720
2003-01-03,6922270560
2003-01-06,6983421360
2003-01-07,6818314200
2003-01-08,6720472920
2003-01-09,6848889600
2003-01-10,6714357840
2003-01-13,6683782440
2003-01-14,6720472920
2003-01-15,6640976880
2003-01-16,6714357840
2003-01-17,6561480840
2003-01-21,6463639560
2003-01-22,6365798280
2003-01-23,6518675280
2003-01-24,6353568120
2003-01-27,6261841920
2003-01-28,6280187160
2003-01-29,6335222880
2003-01-30,6206806200
2003-01-31,6304647480
2003-02-03,6371913360
2003-02-04,6378028440
2003-02-05,6494214959
2003-02-06,6353568120
2003-02-07,6304647480
2003-02-10,6378028440
2003-02-11,6402488760
2003-02-12,6304647480
2003-02-13,6280187160
2003-02-14,6469754640
2003-02-18,6530905440
2003-02-19,6481984800
2003-02-20,6390258600
2003-02-21,6549250680
2003-02-24,6512560200
2003-02-25,6604286400
2003-02-26,6555365760
2003-02-27,6616516560
2003-02-28,6677667360
2003-03-03,6732703080
2003-03-04,6549250680
2003-03-05,6543135600
2003-03-06,6488099880
2003-03-07,6598171319
2003-03-10,6494214959
2003-03-11,6494214959
2003-03-12,6457524480
2003-03-13,6598171319
2003-03-14,6567595920
2003-03-17,6885580080
2003-03-18,6922270560
2003-03-19,6940615800
2003-03-20,6897810240
2003-03-21,7032342000
2003-03-24,6842774520
2003-03-25,6946730880
2003-03-26,6873349920
2003-03-27,6720472920
2003-03-28,6715630400
2003-03-31,6764649599
2003-04-01,6874942800
2003-04-02,7089401800
2003-04-03,7034255200
2003-04-04,6991363400
2003-04-07,7095529200
2003-04-08,6801414000
2003-04-09,6697248200
2003-04-10,6795286600
2003-04-11,6758522200
2003-04-14,6887197600
2003-04-15,6954599000
2003-04-16,6850433200
2003-04-17,7162930600
2003-04-21,7107784000
2003-04-22,7254841600
2003-04-23,7156803200
2003-04-24,7058764800
2003-04-25,6911707200
2003-04-28,7034255200
2003-04-29,7107784000
2003-04-30,7101656600
2003-05-01,7077147000
2003-05-02,7150675800
2003-05-05,7138421000
2003-05-06,7230332000
2003-05-07,7144548400
2003-05-08,7028127800
2003-05-09,7162930600
2003-05-12,7377389599
2003-05-13,7236459400
2003-05-14,7199695000
2003-05-15,7236459400
2003-05-16,7175185400
2003-05-19,7040382600
2003-05-20,6991363400
2003-05-21,6917834599
2003-05-22,6881070200
2003-05-23,6825923600
2003-05-27,6838178400
2003-05-28,6770777000
2003-05-29,6691120800
2003-05-30,6887197600
2003-06-02,7003618200
2003-06-03,7083274400
2003-06-04,7138421000
2003-06-05,7236459400
2003-06-06,7089401800
2003-06-09,7138421000
2003-06-10,7071019599
2003-06-11,7144548400
2003-06-12,7095529200
2003-06-13,7022000400
2003-06-16,7230332000
2003-06-17,7162930600
2003-06-18,7169058000
2003-06-19,7156803200
2003-06-20,7242586800
2003-06-23,7150675800
2003-06-24,7150675800
2003-06-25,7034255200
2003-06-26,7132293600
2003-06-27,7050464960
2003-06-30,7019757360
2003-07-01,6946059120
2003-07-02,7068889520
2003-07-03,7013615840
2003-07-07,7154870800
2003-07-08,7093455600
2003-07-09,7019757360
2003-07-10,6933776079
2003-07-11,6909210000
2003-07-14,6903068480
2003-07-15,6823228720
2003-07-16,6829370239
2003-07-17,6982908239
2003-07-18,7179436880
2003-07-21,7062748000
2003-07-22,7161012320
2003-07-23,7197861440
2003-07-24,7197861440
2003-07-25,7314550320
2003-07-28,7400531600
2003-07-29,7357540960
2003-07-30,7339116400
2003-07-31,7449663760
2003-08-01,7449663760
2003-08-04,7535645040
2003-08-05,7406673120
2003-08-06,7412814640
2003-08-07,7455805280
2003-08-08,7486512880
2003-08-11,7492654400
2003-08-12,7572494160
2003-08-13,7676900000
2003-08-14,7830438000
2003-08-15,7812013440
2003-08-18,7904136239
2003-08-19,7891853200
2003-08-20,7861145600
2003-08-21,7897994720
2003-08-22,7861145600
2003-08-25,7769022800
2003-08-26,7799730400
2003-08-27,7836579520
2003-08-28,7885711680
2003-08-29,7965551440
2003-09-02,7977834480
2003-09-03,7959409920
2003-09-04,8094523360
2003-09-05,7897994720
2003-09-08,8002400560
2003-09-09,7830438000
2003-09-10,7676900000
2003-09-11,7830438000
2003-09-12,7830438000
2003-09-15,7719890640
2003-09-16,7867287120
2003-09-17,7726032160
2003-09-18,7818154960
2003-09-19,7830438000
2003-09-22,7744456720
2003-09-23,7812013440
2003-09-24,7597060239
2003-09-25,7535645040
2003-09-26,7686881280
2003-09-29,7705359360
2003-09-30,7643765760
2003-10-01,7803909120
2003-10-02,7865502720
2003-10-03,8001008640
2003-10-06,8130355200
2003-10-07,8142673920
2003-10-08,8007168000
2003-10-09,8050283520
2003-10-10,8074920960
2003-10-13,8173470720
2003-10-14,8173470720
2003-10-15,8308976640
2003-10-16,8308976640
2003-10-17,8395207680
2003-10-20,8395207680
2003-10-21,8438323200
2003-10-22,8370570240
2003-10-23,8284339200
2003-10-24,8228904960
2003-10-27,8321295360
2003-10-28,8481438720
2003-10-29,8561510400
2003-10-30,8586147840
2003-10-31,8573829120
2003-11-03,8653900800
2003-11-04,8623104000
2003-11-05,8715494400
2003-11-06,8814044160
2003-11-07,8647741440
2003-11-10,8604625920
2003-11-11,8660060160
2003-11-12,8758609920
2003-11-13,8660060160
2003-11-14,8487598080
2003-11-17,8401367040
2003-11-18,8345932800
2003-11-19,8321295360
2003-11-20,8333614080
2003-11-21,8475279360
2003-11-24,8487598080
2003-11-25,8555351040
2003-11-26,8549191680
2003-11-28,8604625920
2003-12-01,8703175680
2003-12-02,8586147840
2003-12-03,8635422720
2003-12-04,8709335040
2003-12-05,8672378880
2003-12-08,8770928640
2003-12-09,8672378880
2003-12-10,8555351040
2003-12-11,8851000320
2003-12-12,9128171520
2003-12-15,9208243200
2003-12-16,9263677440
2003-12-17,9275996160
2003-12-18,9460776960
2003-12-19,9380705280
2003-12-22,9460776960
2003-12-23,9473095680
2003-12-24,9429980160
2003-12-26,9448458240
2003-12-29,9510051840
2003-12-30,9473095680
2003-12-31,9504949640
2004-01-02,9400092960
2004-01-05,9387756880
2004-01-06,9270564120
2004-01-07,9239723920
2004-01-08,9227387840
2004-01-09,9165707440
2004-01-12,9190379600
2004-01-13,9270564120
2004-01-14,9338412560
2004-01-15,9683822800
2004-01-16,9881200080
2004-01-20,9689990840
2004-01-21,9628310440
2004-01-22,9585134160
2004-01-23,9634478480
2004-01-26,9683822800
2004-01-27,9517285720
2004-01-28,9264396080
2004-01-29,9319908440
2004-01-30,9486445520
2004-02-02,9511117680
2004-02-03,9474109440
2004-02-04,9338412560
2004-02-05,9511117680
2004-02-06,9807183600
2004-02-09,9751671240
2004-02-10,9702326920
2004-02-11,9788679480
2004-02-12,9770175360
2004-02-13,9578966120
2004-02-17,9726999080
2004-02-18,9634478480
2004-02-19,9615974360
2004-02-20,9585134160
2004-02-23,9443269240
2004-02-24,9418597080
2004-02-25,9523453760
2004-02-26,9430933160
2004-02-27,9282900200
2004-03-01,9498781600
2004-03-02,9375420800
2004-03-03,9511117680
2004-03-04,9511117680
2004-03-05,9548125920
2004-03-08,9313740400
2004-03-09,9227387840
2004-03-10,9116363120
2004-03-11,9134867240
2004-03-12,9412429040
2004-03-15,9159539400
2004-03-16,9258228040
2004-03-17,9535789840
2004-03-18,9578966120
2004-03-19,9486445520
2004-03-22,9406261000
2004-03-23,9221219800
2004-03-24,9171875480
2004-03-25,9332244520
2004-03-26,9338412560
2004-03-29,9541957880
2004-03-30,9628310440
2004-03-31,9671486720
2004-04-01,9622142400
2004-04-02,9802327680
2004-04-05,9876447360
2004-04-06,9827034240
2004-04-07,9734384640
2004-04-08,9752914560
2004-04-12,9882624000
2004-04-13,9752914560
2004-04-14,9752914560
2004-04-15,9876447360
2004-04-16,9962920320
2004-04-19,9913507200
2004-04-20,9783797760
2004-04-21,9709678080
2004-04-22,9752914560
2004-04-23,9752914560
2004-04-26,9709678080
2004-04-27,9907330560
2004-04-28,9740561280
2004-04-29,9703501440
2004-04-30,9598498560
2004-05-03,9697324800
2004-05-04,9777621120
2004-05-05,9808504320
2004-05-06,9734384640
2004-05-07,9437905920
2004-05-10,9227900160
2004-05-11,9302019840
2004-05-12,9481142400
2004-05-13,9332903040
2004-05-14,9332903040
2004-05-17,9234076800
2004-05-18,9326726400
2004-05-19,9326726400
2004-05-20,9258783360
2004-05-21,9339079680
2004-05-24,9388492800
2004-05-25,9493495680
2004-05-26,9542908800
2004-05-27,9678794880
2004-05-28,9759091200
2004-06-01,9789974400
2004-06-02,9839387520
2004-06-03,9709678080
2004-06-04,9765267840
2004-06-07,10117336320
2004-06-08,10117336320
2004-06-09,9956743680
2004-06-10,9925860480
2004-06-14,9882624000
2004-06-15,10074099840
2004-06-16,10037040000
2004-06-17,10006156800
2004-06-18,10111159680
2004-06-21,10247045760
2004-06-22,10296458880
2004-06-23,10524994560
2004-06-24,10407638400
2004-06-25,10457051520
2004-06-28,10457051520
2004-06-29,10667057280
2004-06-30,10759706880
2004-07-01,10574407680
2004-07-02,10442276280
2004-07-06,10306260840
2004-07-07,10479371400
2004-07-08,10281530760
2004-07-09,10386633600
2004-07-12,10368086040
2004-07-13,10479371400
2004-07-14,10497918960
2004-07-15,10578291720
2004-07-16,10615386840
2004-07-19,10361903520
2004-07-20,10405181159
2004-07-21,10139332800
2004-07-22,10467006360
2004-07-23,10442276280
2004-07-26,10541196600
2004-07-27,10528831560
2004-07-28,10547379120
2004-07-29,10565926680
2004-07-30,10516466520
2004-08-02,10584474240
2004-08-03,10522649040
2004-08-04,10497918960
2004-08-05,10207340520
2004-08-06,10108420200
2004-08-09,10040412479
2004-08-10,10194975479
2004-08-11,10164062880
2004-08-12,9966222240
2004-08-13,9935309640
2004-08-16,10164062880
2004-08-17,10287713280
2004-08-18,10423728720
2004-08-19,10281530760
2004-08-20,10324808400
2004-08-23,10374268560
