,DHR
2013-11-26,35390370000
2013-11-27,35390370000
2013-11-29,35124750000
2013-12-02,35019900000
2013-12-03,34642440000
2013-12-04,34593510000
2013-12-05,34579530000
2013-12-06,35278530000
2013-12-09,35397360000
2013-12-10,35292510000
2013-12-11,34719330000
2013-12-12,34866120000
2013-12-13,34754280000
2013-12-16,35362410000
2013-12-17,35110770000
2013-12-18,36096360000
2013-12-19,35963550000
2013-12-20,35942580000
2013-12-23,36040440000
2013-12-24,36061410000
2013-12-26,36124320000
2013-12-27,36180240000
2013-12-30,36075390000
2013-12-31,36307186000
2014-01-02,35957136000
2014-01-03,36006143000
2014-01-06,35691098000
2014-01-07,35992141000
2014-01-08,36006143000
2014-01-09,36440205000
2014-01-10,36538219000
2014-01-13,35817116000
2014-01-14,36811258000
2014-01-15,36783254000
2014-01-16,36937276000
2014-01-17,36622231000
2014-01-21,36685240000
2014-01-22,36657236000
2014-01-23,36265180000
2014-01-24,34864980000
2014-01-27,34850978000
2014-01-28,35376053000
2014-01-29,35334047000
2014-01-30,35418059000
2014-01-31,34990998000
2014-02-03,34129875000
2014-02-04,34304900000
2014-02-05,34094870000
2014-02-06,34668952000
2014-02-07,35334047000
2014-02-10,35306043000
2014-02-11,35460065000
2014-02-12,35537076000
2014-02-13,35852121000
2014-02-14,35950135000
2014-02-18,35719102000
2014-02-19,35404057000
2014-02-20,35796113000
2014-02-21,35817116000
2014-02-24,36006143000
2014-02-25,36132161000
2014-02-26,36132161000
2014-02-27,36230175000
2014-02-28,35978139000
2014-03-03,35551078000
2014-03-04,35922131000
2014-03-05,35922131000
2014-03-06,36160165000
2014-03-07,36419202000
2014-03-10,36286183000
2014-03-11,35950135000
2014-03-12,35663094000
2014-03-13,35005000000
2014-03-14,34703957000
2014-03-17,35208029000
2014-03-18,35397056000
2014-03-19,34976996000
2014-03-20,35159022000
2014-03-21,35418059000
2014-03-24,34955993000
2014-03-25,35005000000
2014-03-26,34500928000
2014-03-27,34542934000
2014-03-28,34800556000
2014-03-31,35333468000
2014-04-01,35452672000
2014-04-02,35536816000
2014-04-03,35726140000
2014-04-04,35522792000
2014-04-07,34779520000
2014-04-08,34870676000
2014-04-09,35634984000
2014-04-10,34919760000
2014-04-11,34295691999
2014-04-14,34197524000
2014-04-15,34386848000
2014-04-16,34695376000
2014-04-17,34316728000
2014-04-21,35130120000
2014-04-22,34646292000
2014-04-23,34569160000
2014-04-24,34702388000
2014-04-25,34414896000
2014-04-28,34625256000
2014-04-29,34576172000
2014-04-30,34569160000
2014-05-01,34674340000
2014-05-02,34513064000
2014-05-05,34386848000
2014-05-06,34183500000
2014-05-07,34302704000
2014-05-08,34513064000
2014-05-09,34870676000
2014-05-12,35361516000
2014-05-13,35627972000
2014-05-14,35431636000
2014-05-15,35319444000
2014-05-16,35480720000
2014-05-19,35719128000
2014-05-20,35235300000
2014-05-21,35936500000
2014-05-22,36756904000
2014-05-23,36939216000
2014-05-27,37051408000
2014-05-28,37065432000
2014-05-29,37002324000
2014-05-30,36946228000
2014-06-02,37044396000
2014-06-03,37114516000
2014-06-04,36946228000
2014-06-05,37451092000
2014-06-06,37857788000
2014-06-09,37941932000
2014-06-10,37885836000
2014-06-11,37731572000
2014-06-12,37745596000
2014-06-13,37815716000
2014-06-16,37717548000
2014-06-17,37766632000
2014-06-18,38005040000
2014-06-19,37731572000
2014-06-20,38005040000
2014-06-23,37843764000
2014-06-24,37331888000
2014-06-25,37444080000
2014-06-26,37261768000
2014-06-27,37378320000
2014-06-30,37160514000
2014-07-01,37525866000
2014-07-02,37181592000
2014-07-03,37504788000
2014-07-07,37055124000
2014-07-08,36907578000
2014-07-09,36956760000
2014-07-10,36816240000
2014-07-11,36998916000
2014-07-14,37202670000
2014-07-15,36928656000
2014-07-16,37055124000
2014-07-17,34961376000
2014-07-18,35453196000
2014-07-21,35474274000
2014-07-22,35776392000
2014-07-23,35692080000
2014-07-24,35860704000
2014-07-25,35727210000
2014-07-28,35502378000
2014-07-29,34968402000
2014-07-30,35010558000
2014-07-31,34870038000
2014-08-01,34617102000
2014-08-04,34926246000
2014-08-05,34722492000
2014-08-06,34961376000
2014-08-07,34912194000
2014-08-08,35340780000
2014-08-11,35502378000
2014-08-12,35087844000
2014-08-13,35298624000
2014-08-14,35347806000
2014-08-15,35474274000
2014-08-18,36008250000
2014-08-19,36176874000
2014-08-20,36436836000
2014-08-21,36556278000
2014-08-22,36366576000
2014-08-25,36514122000
2014-08-26,36500070000
2014-08-27,36176874000
2014-08-28,36029328000
2014-08-29,36162822000
2014-09-02,36071484000
2014-09-03,36148770000
2014-09-04,35987172000
2014-09-05,36408732000
2014-09-08,36366576000
2014-09-09,36141744000
2014-09-10,36310368000
2014-09-11,36478992000
2014-09-12,36289290000
2014-09-15,36169848000
2014-09-16,36612486000
2014-09-17,37160514000
2014-09-18,37462632000
2014-09-19,37504788000
2014-09-22,36893526000
2014-09-23,36542226000
2014-09-24,36689772000
2014-09-25,35706132000
2014-09-26,35944800000
2014-09-29,35888416000
2014-09-30,35972992000
2014-10-01,35310480000
2014-10-02,35240000000
2014-10-03,35486680000
2014-10-06,35458488000
2014-10-07,34690256000
2014-10-08,35317528000
2014-10-09,34457672000
2014-10-10,34027744000
2014-10-13,33950216000
2014-10-14,34091176000
2014-10-15,34084128000
2014-10-16,35127232000
2014-10-17,35416200000
2014-10-20,35380960000
2014-10-21,36106904000
2014-10-22,35782696000
2014-10-23,36628456000
2014-10-24,36910376000
2014-10-27,36868088000
2014-10-28,37756136000
2014-10-29,37551744000
2014-10-30,37742040000
2014-10-31,38066248000
2014-11-03,37868904000
2014-11-04,37875952000
2014-11-05,38242448000
2014-11-06,38475032000
2014-11-07,38439792000
2014-11-10,38489128000
2014-11-11,38545512000
2014-11-12,38996584000
2014-11-13,39017728000
2014-11-14,38933152000
2014-11-17,39003632000
2014-11-18,39102304000
2014-11-19,39095256000
2014-11-20,39067064000
2014-11-21,39581568000
2014-11-24,39539280000
2014-11-25,39482896000
2014-11-26,39511088000
2014-11-28,39567472000
2014-12-01,39334888000
2014-12-02,39574520000
2014-12-03,40173600000
2014-12-04,40046736000
2014-12-05,40187696000
2014-12-08,40124264000
2014-12-09,39941016000
2014-12-10,39363080000
2014-12-11,39750720000
2014-12-12,39659096000
2014-12-15,39482896000
2014-12-16,38933152000
2014-12-17,39743672000
2014-12-18,40723344000
2014-12-19,40850208000
2014-12-22,41223752000
2014-12-23,41223752000
2014-12-24,41096888000
2014-12-26,41068696000
2014-12-29,41139176000
2014-12-30,40836112000
2014-12-31,40720576000
2015-01-02,40727648000
2015-01-05,40324544000
2015-01-06,40048736000
2015-01-07,40289184000
2015-01-08,40911520000
2015-01-09,40635712000
2015-01-12,40133600000
2015-01-13,40077024000
2015-01-14,39440544000
2015-01-15,38973792000
2015-01-16,39214240000
2015-01-20,39419328000
2015-01-21,39560768000
2015-01-22,40147744000
2015-01-23,39978016000
2015-01-26,39744640000
2015-01-27,40211392000
2015-01-28,39362752000
2015-01-29,39879008000
2015-01-30,39136448000
2015-02-02,39787072000
2015-02-03,40395264000
2015-02-04,40069952000
2015-02-05,40614496000
2015-02-06,40282112000
2015-02-09,40119456000
2015-02-10,40600352000
2015-02-11,40699360000
2015-02-12,41144896000
2015-02-13,41243904000
2015-02-17,41236832000
2015-02-18,41548000000
2015-02-19,41448992000
2015-02-20,41654080000
2015-02-23,41265120000
2015-02-24,41349984000
2015-02-25,41441920000
2015-02-26,41717728000
2015-02-27,41470208000
2015-03-02,41555072000
2015-03-03,41357056000
2015-03-04,40911520000
2015-03-05,41017600000
2015-03-06,40487200000
2015-03-09,40904448000
2015-03-10,40218464000
2015-03-11,40084096000
2015-03-12,40649856000
2015-03-13,40480128000
2015-03-16,41236832000
2015-03-17,40989312000
2015-03-18,41470208000
2015-03-19,41335840000
2015-03-20,41406560000
2015-03-23,41222688000
2015-03-24,40826656000
2015-03-25,40077024000
2015-03-26,40062880000
2015-03-27,40310400000
2015-03-30,40671072000
2015-03-31,40338688000
2015-04-01,39864864000
2015-04-02,39999232000
2015-04-06,40498260000
2015-04-07,40675635000
2015-04-08,40682730000
2015-04-09,40732395000
2015-04-10,40505355000
2015-04-13,40625970000
2015-04-14,40746585000
2015-04-15,40803345000
2015-04-16,40725300000
2015-04-17,40143510000
2015-04-20,40476975000
2015-04-21,40611780000
2015-04-22,40633065000
2015-04-23,40370550000
2015-04-24,39703620000
2015-04-27,39604290000
2015-04-28,39689430000
2015-04-29,39469485000
2015-04-30,39029595000
2015-05-01,39334680000
2015-05-04,39412725000
2015-05-05,39277920000
2015-05-06,39249540000
2015-05-07,39653955000
2015-05-08,40051275000
2015-05-11,39831330000
2015-05-12,40994910000
2015-05-13,41633460000
2015-05-14,41867595000
2015-05-15,41207760000
2015-05-18,41590890000
2015-05-19,41229045000
2015-05-20,41477370000
2015-05-21,41420610000
2015-05-22,41285805000
2015-05-26,41080050000
2015-05-27,41668935000
2015-05-28,41619270000
2015-05-29,41143905000
2015-06-01,41420610000
2015-06-02,41370945000
2015-06-03,41583795000
2015-06-04,40895580000
2015-06-05,40938150000
2015-06-08,40469880000
2015-06-09,40611780000
2015-06-10,41002005000
2015-06-11,40959435000
2015-06-12,40540830000
2015-06-15,40257030000
2015-06-16,40342170000
2015-06-17,40384740000
2015-06-18,40966530000
2015-06-19,40916865000
2015-06-22,41108430000
2015-06-23,40860105000
2015-06-24,40718205000
2015-06-25,40718205000
2015-06-26,40881390000
2015-06-29,40398930000
2015-06-30,40796250000
2015-07-01,41151000000
2015-07-02,41370945000
2015-07-06,39719565000
2015-07-07,40277250000
2015-07-08,39657600000
2015-07-09,39657600000
2015-07-10,40077585000
2015-07-13,40704120000
2015-07-14,41144760000
2015-07-15,40855590000
2015-07-16,41027715000
2015-07-17,41034600000
2015-07-20,40972635000
2015-07-21,40607730000
2015-07-22,40642155000
2015-07-23,41192955000
2015-07-24,40600845000
2015-07-27,40346100000
2015-07-28,40890015000
2015-07-29,42046695000
2015-07-30,42487335000
2015-07-31,42349635000
2015-08-03,42246360000
2015-08-04,42446025000
2015-08-05,42673230000
2015-08-06,42356520000
2015-08-07,42122430000
2015-08-10,42528645000
2015-08-11,42122430000
2015-08-12,41764410000
2015-08-13,41826375000
2015-08-14,42053580000
2015-08-17,42390945000
2015-08-18,42328980000
2015-08-19,41922765000
2015-08-20,41055255000
2015-08-21,40215285000
2015-08-24,38879595000
2015-08-25,38500920000
2015-08-26,40091355000
2015-08-27,40917555000
2015-08-28,40731660000
2015-08-31,40249710000
2015-09-01,39216960000
2015-09-02,39905460000
2015-09-03,40187745000
2015-09-04,39588750000
2015-09-08,40483800000
2015-09-09,39967425000
2015-09-10,39802185000
2015-09-11,40167090000
2015-09-14,40132665000
2015-09-15,40890015000
2015-09-16,41289345000
2015-09-17,40766085000
2015-09-18,39877920000
2015-09-21,39974310000
2015-09-22,39581865000
2015-09-23,39623175000
2015-09-24,39327120000
2015-09-25,39451050000
2015-09-28,38115360000
2015-09-29,38487150000
2015-09-30,39416625000
2015-10-01,39471705000
2015-10-02,40020428000
2015-10-05,40652836000
2015-10-06,40281640000
2015-10-07,40845308000
2015-10-08,41051528000
2015-10-09,40872804000
2015-10-12,41319614000
2015-10-13,41189008000
2015-10-14,40749072000
2015-10-15,41127142000
2015-10-16,41072150000
2015-10-19,41168386000
2015-10-20,41298992000
2015-10-21,41154638000
2015-10-22,43402436000
2015-10-23,42866264000
2015-10-26,42660044000
2015-10-27,42330092000
2015-10-28,42763154000
2015-10-29,42969374000
2015-10-30,43093106000
2015-11-02,44117332000
2015-11-03,44192946000
2015-11-04,44247938000
2015-11-05,44165450000
2015-11-06,44254812000
2015-11-09,44048592000
2015-11-10,43917986000
2015-11-11,43924860000
2015-11-12,43450554000
2015-11-13,43196216000
2015-11-16,43938608000
2015-11-17,44034844000
2015-11-18,44811606000
2015-11-19,44770362000
2015-11-20,44955960000
2015-11-23,44894094000
2015-11-24,44571016000
2015-11-25,44715370000
2015-11-27,44729117999
2015-11-30,44516024000
2015-12-01,44632882000
2015-12-02,44323552000
2015-12-03,43663648000
2015-12-04,44577889999
2015-12-07,44474780000
2015-12-08,44227316000
2015-12-09,43629278000
2015-12-10,43711766000
2015-12-11,42955626000
2015-12-14,43120602000
2015-12-15,42742532000
2015-12-16,43471176000
2015-12-17,42433202000
2015-12-18,42130746000
2015-12-21,42708162000
2015-12-22,42825020000
2015-12-23,43278704000
2015-12-24,43134350000
2015-12-28,43134350000
2015-12-29,43491798000
2015-12-30,43106854000
2015-12-31,42968640000
2016-01-04,42410874000
2016-01-05,42493506000
2016-01-06,41997714000
2016-01-07,40916612000
2016-01-08,40944156000
2016-01-11,40916612000
2016-01-12,40964814000
2016-01-13,40028318000
2016-01-14,40393276000
2016-01-15,39408578000
2016-01-19,39601386000
2016-01-20,39319060000
2016-01-21,39057392000
2016-01-22,39484324000
2016-01-25,39036734000
2016-01-26,39174454000
2016-01-27,38974760000
2016-01-28,39078050000
2016-01-29,40083406000
2016-02-01,39766650000
2016-02-02,39029848000
2016-02-03,39339718000
2016-02-04,39993888000
2016-02-05,39339718000
2016-02-08,38926558000
2016-02-09,39408578000
2016-02-10,39422350000
2016-02-11,38671776000
2016-02-12,39284630000
2016-02-16,40014546000
2016-02-17,40283100000
2016-02-18,40097178000
2016-02-19,40083406000
2016-02-22,40592970000
2016-02-23,40393276000
2016-02-24,40338188000
2016-02-25,40827094000
2016-02-26,41205824000
2016-02-29,41295342000
2016-03-01,41915082000
2016-03-02,41859994000
2016-03-03,42018372000
2016-03-04,41963284000
2016-03-07,41742932000
2016-03-08,41150736000
2016-03-09,40930384000
2016-03-10,41267798000
2016-03-11,41915082000
2016-03-14,42321356000
2016-03-15,42424646000
2016-03-16,42231838000
2016-03-17,43278510000
2016-03-18,44084172000
2016-03-21,43884478000
2016-03-22,43918908000
2016-03-23,43877592000
2016-03-24,43843162000
2016-03-28,43939566000
2016-03-29,44070400000
2016-03-30,43960224000
2016-03-31,43884478000
2016-04-01,44390325000
2016-04-04,43512882000
2016-04-05,43291794000
2016-04-06,43554336000
2016-04-07,43298703000
2016-04-08,43257249000
2016-04-11,43015434000
2016-04-12,43388520000
2016-04-13,43747788000
2016-04-14,43651062000
2016-04-15,43685607000
2016-04-18,43796151000
2016-04-19,44017239000
2016-04-20,44058693000
2016-04-21,44556141000
2016-04-22,44756502000
2016-04-25,44770320000
2016-04-26,44728866000
2016-04-27,45108861000
2016-04-28,44721957000
2016-04-29,44908500000
2016-05-02,45205587000
2016-05-03,44970681000
2016-05-04,44514687000
2016-05-05,44611412999
2016-05-06,45074316000
2016-05-09,45053588999
2016-05-10,45633945000
2016-05-11,45447402000
2016-05-12,45544128000
2016-05-13,45191769000
2016-05-16,45785943000
2016-05-17,45689217000
2016-05-18,45640854000
2016-05-19,45475037999
2016-05-20,45834306000
2016-05-23,45875760000
2016-05-24,46400844000
2016-05-25,46255755000
2016-05-26,46041576000
2016-05-27,45910305000
2016-05-31,45654672000
2016-06-01,45785943000
2016-06-02,45785943000
2016-06-03,45620127000
2016-06-06,45965577000
2016-06-07,46159029000
2016-06-08,46490661000
2016-06-09,46594296000
2016-06-10,46096848000
2016-06-13,45530310000
2016-06-14,45792852000
2016-06-15,45585582000
2016-06-16,45986304000
2016-06-17,45378312000
2016-06-20,45834306000
2016-06-21,45965577000
2016-06-22,45972486000
2016-06-23,46621932000
2016-06-24,45585582000
2016-06-27,45171042000
2016-06-28,45544128000
2016-06-29,46469934000
2016-06-30,46877564999
2016-07-01,47581828000
2016-07-05,49333094000
2016-07-06,49464611999
2016-07-07,49513066000
2016-07-08,49609974000
2016-07-11,49132356000
2016-07-12,49291561999
2016-07-13,49720726000
2016-07-14,49623818000
2016-07-15,49651506000
2016-07-18,49665350000
2016-07-19,49623818000
2016-07-20,49935308000
2016-07-21,49879932000
2016-07-22,49845322000
2016-07-25,49879932000
2016-07-26,49769180000
2016-07-27,49609974000
2016-07-28,49810711999
2016-07-29,49969918000
2016-08-01,50004528000
2016-08-02,49658428000
2016-08-03,49686116000
2016-08-04,49769180000
2016-08-05,50004528000
2016-08-08,49873010000
2016-08-09,49824556000
2016-08-10,49831478000
2016-08-11,50032216000
2016-08-12,49935308000
2016-08-15,49838400000
2016-08-16,49513066000
2016-08-17,49713803999
2016-08-18,49430002000
2016-08-19,49540753999
2016-08-22,49658428000
2016-08-23,49720726000
2016-08-24,49457690000
2016-08-25,49402314000
2016-08-26,49824556000
2016-08-29,50212188000
2016-08-30,49824556000
2016-08-31,49949152000
2016-09-01,49969918000
2016-09-02,49817634000
2016-09-06,48779334000
2016-09-07,48689348000
2016-09-08,48474766000
2016-09-09,47256494000
2016-09-12,47990226000
2016-09-13,47159586000
2016-09-14,46910394000
2016-09-15,47124976000
2016-09-16,46979614000
2016-09-19,47124976000
2016-09-20,47069600000
2016-09-21,47519530000
2016-09-22,47657969999
2016-09-23,47609516000
2016-09-26,47000380000
2016-09-27,47630282000
2016-09-28,47623360000
2016-09-29,47325714000
2016-09-30,48149640000
2016-10-03,47907090000
2016-10-04,47706120000
2016-10-05,47775420000
2016-10-06,48108060000
2016-10-07,48066480000
2016-10-10,48045690000
2016-10-11,46895310000
2016-10-12,47165580000
2016-10-13,46812150000
2016-10-14,46784430000
2016-10-17,46597320000
2016-10-18,46950750000
2016-10-19,47394270000
2016-10-20,49251509999
2016-10-21,49244580000
2016-10-24,49320810000
2016-10-25,48385259999
2016-10-26,47754630000
2016-10-27,48114990000
2016-10-28,48031830000
2016-10-31,48253590000
2016-11-01,47318040000
2016-11-02,47137860000
2016-11-03,47020049999
2016-11-04,47262600000
2016-11-07,48038759999
2016-11-08,48482279999
2016-11-09,49286160000
2016-11-10,49286160000
2016-11-11,49722750000
2016-11-14,48586230000
2016-11-15,48911940000
2016-11-16,49272299999
2016-11-17,49126770000
2016-11-18,48523860000
2016-11-21,48662460000
2016-11-22,48170430000
2016-11-23,48627810000
2016-11-25,48870360000
2016-11-28,48544650000
2016-11-29,48607020000
2016-11-30,48017970000
2016-12-01,47311110000
2016-12-02,47498220000
2016-12-05,47366549999
2016-12-06,47532870000
2016-12-07,47283390000
2016-12-08,47754630000
2016-12-09,47976390000
2016-12-12,47810070000
2016-12-13,48676320000
2016-12-14,48350610000
2016-12-15,48974310000
2016-12-16,48662460000
2016-12-19,48288240000
2016-12-20,48433770000
2016-12-21,48135779999
2016-12-22,48114990000
2016-12-23,48496140000
2016-12-27,48419910000
2016-12-28,47990250000
2016-12-29,48045690000
2016-12-30,47817000000
2017-01-03,48482969000
2017-01-04,48788461000
2017-01-05,49239756000
2017-01-06,49496647000
2017-01-09,49600792000
2017-01-10,49913227000
2017-01-11,50065973000
2017-01-12,50031258000
2017-01-13,50072916000
2017-01-17,49795196000
2017-01-18,49968771000
2017-01-19,49600792000
2017-01-20,49559134000
2017-01-23,49232813000
2017-01-24,49253642000
2017-01-25,49871569000
2017-01-26,49718823000
2017-01-27,49822968000
2017-01-30,49454989000
2017-01-31,51648977000
2017-02-01,51412915000
2017-02-02,51510117000
2017-02-03,51503174000
2017-02-06,51072708000
2017-02-07,51128252000
2017-02-08,51065765000
2017-02-09,51544832000
2017-02-10,51683692000
2017-02-13,51815609000
2017-02-14,51760065000
2017-02-15,52072500000
2017-02-16,51850324000
2017-02-17,51725350000
2017-02-21,52155816000
2017-02-22,52190531000
2017-02-23,52391877999
2017-02-24,52975090000
2017-02-27,53009804999
2017-02-28,52648769000
2017-03-01,53704104999
2017-03-02,53308354000
2017-03-03,53440271000
2017-03-06,52982033000
2017-03-07,52968147000
2017-03-08,53308354000
2017-03-09,53731877000
2017-03-10,54009597000
2017-03-13,53849908000
2017-03-14,53454157000
2017-03-15,53829079000
2017-03-16,53176437000
2017-03-17,53336125999
2017-03-20,53218095000
2017-03-21,53100064000
2017-03-22,53120893000
2017-03-23,53113950000
2017-03-24,52933432000
2017-03-27,52954261000
2017-03-28,52857059000
2017-03-29,52690427000
2017-03-30,52752914000
2017-03-31,52718274000
2017-04-03,52690458000
2017-04-04,52558332000
2017-04-05,52871262000
2017-04-06,53093789999
2017-04-07,53052066000
2017-04-10,53079882000
2017-04-11,53142468000
2017-04-12,52857354000
2017-04-13,52878216000
2017-04-17,53441489999
2017-04-18,53344133999
2017-04-19,53281548000
2017-04-20,51091038000
2017-04-21,50360868000
2017-04-24,50826786000
2017-04-25,51348336000
2017-04-26,51146670000
2017-04-27,51104946000
2017-04-28,51362244000
2017-05-01,51244026000
2017-05-02,51160577999
2017-05-03,51042360000
2017-05-04,51828162000
2017-05-05,51689082000
2017-05-08,51403968000
2017-05-09,51264888000
2017-05-10,51292704000
2017-05-11,51028452000
2017-05-12,51063222000
2017-05-15,51334427999
2017-05-16,51167532000
2017-05-17,50486039999
2017-05-18,50409546000
2017-05-19,50632074000
2017-05-22,51104946000
2017-05-23,51744714000
2017-05-24,51751668000
2017-05-25,52092414000
2017-05-26,52022874000
2017-05-30,52280172000
2017-05-31,52356666000
2017-06-01,53072927999
2017-06-02,53531892000
2017-06-05,53337180000
2017-06-06,52843446000
2017-06-07,52662642000
2017-06-08,52120230000
2017-06-09,52078506000
2017-06-12,51821208000
2017-06-13,51883794000
2017-06-14,52064598000
2017-06-15,52008966000
2017-06-16,52071552000
2017-06-19,52558332000
2017-06-20,52815630000
2017-06-21,53309364000
2017-06-22,52989480000
2017-06-23,52801722000
2017-06-26,52683504000
2017-06-27,52161954000
2017-06-28,52224539999
2017-06-29,51793392000
2017-06-30,52075760000
2017-07-03,51999178000
2017-07-05,51894748000
2017-07-06,51177662000
2017-07-07,51261206000
2017-07-10,50947916000
2017-07-11,51282092000
2017-07-12,51525762000
2017-07-13,51999178000
2017-07-14,52451708000
2017-07-17,52744112000
2017-07-18,52751074000
2017-07-19,52939048000
2017-07-20,51344750000
2017-07-21,51254244000
2017-07-24,51240319999
2017-07-25,50599816000
2017-07-26,50606778000
2017-07-27,50084628000
2017-07-28,50251716000
2017-07-31,50286526000
2017-08-01,49875768000
2017-08-02,50161210000
2017-08-03,50161210000
2017-08-04,49994122000
2017-08-07,50251716000
2017-08-08,49534630000
2017-08-09,49513744000
2017-08-10,48928936000
2017-08-11,49256150000
2017-08-14,49736528000
2017-08-15,49715642000
2017-08-16,50328298000
2017-08-17,49931464000
2017-08-18,49903616000
2017-08-21,50035894000
2017-08-22,50927030000
2017-08-23,50495386000
2017-08-24,50488424000
2017-08-25,50704246000
2017-08-28,50829562000
2017-08-29,50599816000
2017-08-30,50690322000
2017-08-31,51477028000
2017-09-01,51365636000
2017-09-05,51254244000
2017-09-06,51852976000
2017-09-07,52514366000
2017-09-08,53537780000
2017-09-11,53732716000
2017-09-12,53858032000
2017-09-13,53837146000
2017-09-14,54582080000
2017-09-15,54435878000
2017-09-18,54373219999
2017-09-19,53607400000
2017-09-20,53356768000
2017-09-21,53328919999
2017-09-22,53551704000
2017-09-25,53071326000
2017-09-26,52737150000
2017-09-27,52737150000
2017-09-28,52479556000
2017-09-29,53015088000
2017-10-02,53468268000
2017-10-03,53468268000
2017-10-04,53691372000
2017-10-05,53747148000
2017-10-06,54158496000
2017-10-09,53782008000
2017-10-10,53872644000
2017-10-11,53740176000
2017-10-12,53782008000
2017-10-13,53670456000
2017-10-16,53231219999
2017-10-17,52687403999
2017-10-18,53175444000
2017-10-19,55678392000
2017-10-20,56110656000
2017-10-23,55908468000
2017-10-24,56208264000
2017-10-25,56020019999
2017-10-26,56522003999
2017-10-27,57010044000
2017-10-30,56738136000
2017-10-31,57023988000
2017-11-01,57421392000
2017-11-02,57295896000
2017-11-03,57553860000
2017-11-06,57240119999
2017-11-07,57595692000
2017-11-08,57623580000
2017-11-09,57463224000
2017-11-10,57003072000
2017-11-13,57679356000
2017-11-14,57588719999
2017-11-15,57114624000
2017-11-16,57832740000
2017-11-17,57658440000
2017-11-20,57895488000
2017-11-21,58202256000
2017-11-22,57944292000
2017-11-24,58104648000
2017-11-27,58125564000
2017-11-28,58292892000
2017-11-29,58055844000
2017-11-30,58313808000
2017-12-01,57979152000
2017-12-04,57365616000
2017-12-05,57309840000
2017-12-06,57184344000
2017-12-07,57274980000
2017-12-08,57581748000
2017-12-11,57602664000
2017-12-12,57916403999
2017-12-13,58181340000
2017-12-14,57379560000
2017-12-15,58090703999
2017-12-18,58313808000
2017-12-19,58327752000
2017-12-20,58474164000
2017-12-21,57979152000
2017-12-22,57756048000
2017-12-26,57672384000
2017-12-27,57818796000
2017-12-28,57818796000
2017-12-29,57365616000
2018-01-02,57243284000
2018-01-03,58004758000
2018-01-04,58284198000
2018-01-05,58647470000
2018-01-08,58982798000
2018-01-09,61064626000
2018-01-10,60834088000
2018-01-11,61050654000
2018-01-12,61546659999
2018-01-16,61595562000
2018-01-17,61672408000
2018-01-18,61763226000
2018-01-19,62273204000
2018-01-22,61902946000
2018-01-23,61895959999
2018-01-24,62776196000
2018-01-25,63593558000
2018-01-26,64278186000
2018-01-29,64208326000
2018-01-30,62915916000
2018-01-31,62713322000
2018-02-01,63076594000
2018-02-02,63272201999
2018-02-05,59877005999
2018-02-06,60100558000
2018-02-07,58982798000
2018-02-08,57068634000
2018-02-09,58493778000
2018-02-12,59080601999
2018-02-13,58815134000
2018-02-14,59506748000
2018-02-15,60359040000
2018-02-16,60400955999
2018-02-20,59974809999
2018-02-21,60282194000
2018-02-22,60289180000
2018-02-23,61511730000
2018-02-26,62440868000
2018-02-27,61658436000
2018-02-28,60547662000
2018-03-01,59443874000
2018-03-02,59583594000
2018-03-05,60428900000
2018-03-06,60533690000
2018-03-07,62433882000
2018-03-08,62922901999
2018-03-09,64243255999
2018-03-12,64026690000
2018-03-13,63656432000
2018-03-14,63272201999
2018-03-15,63300146000
2018-03-16,63118509999
2018-03-19,62112526000
2018-03-20,62273204000
2018-03-21,61805142000
2018-03-22,60373012000
2018-03-23,59408944000
2018-03-26,60785186000
2018-03-27,60219320000
2018-03-28,59772216000
2018-03-29,60631494000
2018-04-02,59643036000
2018-04-03,60966413999
2018-04-04,61484562000
2018-04-05,61582590000
2018-04-06,59993136000
2018-04-09,60574302000
2018-04-10,61764641999
2018-04-11,61085448000
2018-04-12,61442550000
2018-04-13,61596594000
2018-04-16,62324802000
2018-04-17,63116028000
2018-04-18,63557154000
2018-04-19,62996994000
2018-04-20,62898966000
2018-04-23,62807940000
2018-04-24,62128746000
2018-04-25,62366813999
2018-04-26,63172044000
2018-04-27,63081018000
2018-04-30,62261784000
2018-05-01,62618886000
2018-05-02,61792650000
2018-05-03,61442550000
2018-05-04,62191763999
2018-05-07,61806654000
2018-05-08,61554582000
2018-05-09,61778646000
2018-05-10,62793936000
2018-05-11,63186048000
2018-05-14,63725202000
2018-05-15,62212769999
2018-05-16,62499852000
2018-05-17,62548866000
2018-05-18,62842950000
2018-05-21,63459126000
2018-05-22,62940978000
2018-05-23,63508140000
2018-05-24,63487134000
2018-05-25,63389106000
2018-05-29,62408826000
2018-05-30,62842950000
2018-05-31,61617600000
2018-06-01,62429832000
2018-06-04,63228060000
2018-06-05,63361098000
2018-06-06,63802224000
2018-06-07,63620172000
2018-06-08,63928260000
2018-06-11,64075302000
2018-06-12,64026288000
2018-06-13,63690191999
2018-06-14,63704196000
2018-06-15,63501138000
2018-06-18,62856954000
2018-06-19,62086734000
2018-06-20,61533576000
2018-06-21,60770358000
2018-06-22,61631604000
2018-06-25,61358526000
2018-06-26,61519572000
2018-06-27,60917400000
2018-06-28,61211484000
2018-06-29,61351458000
2018-07-02,61007772000
2018-07-03,61218192000
2018-07-05,61463682000
2018-07-06,61758270000
2018-07-09,61863480000
2018-07-10,62270292000
2018-07-11,61281318000
2018-07-12,61933620000
2018-07-13,61674102000
2018-07-16,61035828000
