,MAT
2013-11-26,15587585610
2013-11-27,15709761330
2013-11-29,15702973790
2013-12-02,15543466599
2013-12-03,15553647910
2013-12-04,15465409890
2013-12-05,15540072830
2013-12-06,15699580020
2013-12-09,15663945435
2013-12-10,15699580020
2013-12-11,15417897110
2013-12-12,15377171870
2013-12-13,15397534490
2013-12-16,15316084010
2013-12-17,15170151900
2013-12-18,15333052860
2013-12-19,15295721390
2013-12-20,15448441040
2013-12-23,15601160690
2013-12-24,15540072830
2013-12-26,15723336410
2013-12-27,15947325230
2013-12-30,16229008140
2013-12-31,16186716000
2014-01-02,16122078000
2014-01-03,15945174000
2014-01-06,15860124000
2014-01-07,15662808000
2014-01-08,15543738000
2014-01-09,15475698000
2014-01-10,15397452000
2014-01-13,15193331999
2014-01-14,15104880000
2014-01-15,15053850000
2014-01-16,15087870000
2014-01-17,14968800000
2014-01-21,14764680000
2014-01-22,14870142000
2014-01-23,14614992000
2014-01-24,14628600000
2014-01-27,14642208000
2014-01-28,14625198000
2014-01-29,14410872000
2014-01-30,14632002000
2014-01-31,12873168000
2014-02-03,12264209999
2014-02-04,12502350000
2014-02-05,12403692000
2014-02-06,12495545999
2014-02-07,12566988000
2014-02-10,12512556000
2014-02-11,12624822000
2014-02-12,12515958000
2014-02-13,12607812000
2014-02-14,12468330000
2014-02-18,12066894000
2014-02-19,11988648000
2014-02-20,12094109999
2014-02-21,12094109999
2014-02-24,12233592000
2014-02-25,12376476000
2014-02-26,12563586000
2014-02-27,12638430000
2014-02-28,12692862000
2014-03-03,12553380000
2014-03-04,12747294000
2014-03-05,12743892000
2014-03-06,12917394000
2014-03-07,12852756000
2014-03-10,12808530000
2014-03-11,12720078000
2014-03-12,12699666000
2014-03-13,12611214000
2014-03-14,12682656000
2014-03-17,12811931999
2014-03-18,12992238000
2014-03-19,12995640000
2014-03-20,13131720000
2014-03-21,13162338000
2014-03-24,13213368000
2014-03-25,13182750000
2014-03-26,13322231999
2014-03-27,13414086000
2014-03-28,13590990000
2014-03-31,13585257000
2014-04-01,13619127000
2014-04-02,13656384000
2014-04-03,13514130000
2014-04-04,13348166999
2014-04-07,12958662000
2014-04-08,13063659000
2014-04-09,13029789000
2014-04-10,12863825999
2014-04-11,12809634000
2014-04-14,12918018000
2014-04-15,13026402000
2014-04-16,12829956000
2014-04-17,12691089000
2014-04-21,12863825999
2014-04-22,12775764000
2014-04-23,12721572000
2014-04-24,12762216000
2014-04-25,12867213000
2014-04-28,13009466999
2014-04-29,13073820000
2014-04-30,13282120500
2014-05-01,13341393000
2014-05-02,13398972000
2014-05-05,13324458000
2014-05-06,13266879000
2014-05-07,13348166999
2014-05-08,13310909999
2014-05-09,13354941000
2014-05-12,13439616000
2014-05-13,13459938000
2014-05-14,13300749000
2014-05-15,13141559999
2014-05-16,13178816999
2014-05-19,13114464000
2014-05-20,13050111000
2014-05-21,13002693000
2014-05-22,13094141999
2014-05-23,13060272000
2014-05-27,13104303000
2014-05-28,13029789000
2014-05-29,13141559999
2014-05-30,13151721000
2014-06-02,13087368000
2014-06-03,13023015000
2014-06-04,13165269000
2014-06-05,13243170000
2014-06-06,13144947000
2014-06-09,13253331000
2014-06-10,13182204000
2014-06-11,13165269000
2014-06-12,13046724000
2014-06-13,13029789000
2014-06-16,13070433000
2014-06-17,13090755000
2014-06-18,13280427000
2014-06-19,13188978000
2014-06-20,13293975000
2014-06-23,13354941000
2014-06-24,13270266000
2014-06-25,13233009000
2014-06-26,13283814000
2014-06-27,13321071000
2014-06-30,13199139000
2014-07-01,13361715000
2014-07-02,13293975000
2014-07-03,13476873000
2014-07-07,13348166999
2014-07-08,13277040000
2014-07-09,13398972000
2014-07-10,13293975000
2014-07-11,13253331000
2014-07-14,13432841999
2014-07-15,13188978000
2014-07-16,13219461000
2014-07-17,12349002000
2014-07-18,12260940000
2014-07-21,12179652000
2014-07-22,12017075999
2014-07-23,11949336000
2014-07-24,11989980000
2014-07-25,11956109999
2014-07-28,11996754000
2014-07-29,11939175000
2014-07-30,12088203000
2014-07-31,11998447499
2014-08-01,11939175000
2014-08-04,11935788000
2014-08-05,11952723000
2014-08-06,11993366999
2014-08-07,11915466000
2014-08-08,12118686000
2014-08-11,12098364000
2014-08-12,11935788000
2014-08-13,11898531000
2014-08-14,11912079000
2014-08-15,11881596000
2014-08-18,11959497000
2014-08-19,11935788000
2014-08-20,11820630000
2014-08-21,11949336000
2014-08-22,11851113000
2014-08-25,11810469000
2014-08-26,11739341999
2014-08-27,11798614500
2014-08-28,11752890000
2014-08-29,11681763000
2014-09-02,11712246000
2014-09-03,11686843500
2014-09-04,11830791000
2014-09-05,11888370000
2014-09-08,11800308000
2014-09-09,11624184000
2014-09-10,11654666999
2014-09-11,11715633000
2014-09-12,11630958000
2014-09-15,11624184000
2014-09-16,11542896000
2014-09-17,11569991999
2014-09-18,11529348000
2014-09-19,11473462500
2014-09-22,11119521000
2014-09-23,10862109000
2014-09-24,10726629000
2014-09-25,10567440000
2014-09-26,10435347000
2014-09-29,10323576000
2014-09-30,10371960000
2014-10-01,10307664000
2014-10-02,10527624000
2014-10-03,10752660000
2014-10-06,10781424000
2014-10-07,10642680000
2014-10-08,10676520000
2014-10-09,10361808000
2014-10-10,10399032000
2014-10-13,10219680000
2014-10-14,10375344000
2014-10-15,10334736000
2014-10-16,10023408000
2014-10-17,9739152000
2014-10-20,9970956000
2014-10-21,9992952000
2014-10-22,10145232000
2014-10-23,10233216000
2014-10-24,10256904000
2014-10-27,10371960000
2014-10-28,10473480000
2014-10-29,10449792000
2014-10-30,10426104000
2014-10-31,10514088000
2014-11-03,10534392000
2014-11-04,10541160000
2014-11-05,10591920000
2014-11-06,10656216000
2014-11-07,10717128000
2014-11-10,10659600000
2014-11-11,10407492000
2014-11-12,10595304000
2014-11-13,10546236000
2014-11-14,10487016000
2014-11-17,10431180000
2014-11-18,10454868000
2014-11-19,10520856000
2014-11-20,10673136000
2014-11-21,10642680000
2014-11-24,10558080000
2014-11-25,10554696000
2014-11-26,10449792000
2014-11-28,10676520000
2014-12-01,10344888000
2014-12-02,10348272000
2014-12-03,10243368000
2014-12-04,10382112000
2014-12-05,10449792000
2014-12-08,10422720000
2014-12-09,10414260000
2014-12-10,10239984000
2014-12-11,10541160000
2014-12-12,10404108000
2014-12-15,10348272000
2014-12-16,10327968000
2014-12-17,10409184000
2014-12-18,10554696000
2014-12-19,9877896000
2014-12-22,10003104000
2014-12-23,10280592000
2014-12-24,10226448000
2014-12-26,10338120000
2014-12-29,10412568000
2014-12-30,10399032000
2014-12-31,10477385610
2015-01-02,10316559687
2015-01-05,10313173878
2015-01-06,10093096301
2015-01-07,10126954389
2015-01-08,10150655052
2015-01-09,9852703869
2015-01-12,9788373500
2015-01-13,9571681732
2015-01-14,9463335847
2015-01-15,9277116358
2015-01-16,9417627427
2015-01-20,9397312574
2015-01-21,9493808127
2015-01-22,9619083056
2015-01-23,9493808127
2015-01-26,9019794882
2015-01-27,8975779367
2015-01-28,9136605289
2015-01-29,9107825914
2015-01-30,9107825914
2015-02-02,9449792611
2015-02-03,9502272649
2015-02-04,9454871325
2015-02-05,9476879083
2015-02-06,9553059783
2015-02-09,9449792611
2015-02-10,9290659594
2015-02-11,9117983340
2015-02-12,9290659594
2015-02-13,9349911249
2015-02-17,9148455620
2015-02-18,9040109736
2015-02-19,8738772745
2015-02-20,8725229509
2015-02-23,8596568771
2015-02-24,8571175205
2015-02-25,8776016642
2015-02-26,8850504438
2015-02-27,8911448998
2015-03-02,8992708411
2015-03-03,9107825914
2015-03-04,8933456756
2015-03-05,8830189585
2015-03-06,8677828185
2015-03-09,8650741713
2015-03-10,8471293842
2015-03-11,8335861487
2015-03-12,8686292707
2015-03-13,8478065460
2015-03-16,8479758365
2015-03-17,8274916927
2015-03-18,8112398100
2015-03-19,8046374827
2015-03-20,8125941336
2015-03-23,8186885896
2015-03-24,7949879273
2015-03-25,7822911440
2015-03-26,7704408129
2015-03-27,7655313900
2015-03-30,7668857135
2015-03-31,7741580000
2015-04-01,7819503999
2015-04-02,7673819999
2015-04-06,8131200000
2015-04-07,8097319999
2015-04-08,8110872000
2015-04-09,8222676000
2015-04-10,8209124000
2015-04-13,8236228000
2015-04-14,8320928000
2015-04-15,8595356000
2015-04-16,8561476000
2015-04-17,9061206000
2015-04-20,9222136000
2015-04-21,9222136000
2015-04-22,9608368000
2015-04-23,9798096000
2015-04-24,10231760000
2015-04-27,9757440000
2015-04-28,9694762000
2015-04-29,9632084000
2015-04-30,9540608000
2015-05-01,9491482000
2015-05-04,9432192000
2015-05-05,9357656000
2015-05-06,9215360000
2015-05-07,9090004000
2015-05-08,9196726000
2015-05-11,9283120000
2015-05-12,9106944000
2015-05-13,8866396000
2015-05-14,9056124000
2015-05-15,9130660000
2015-05-18,8903664000
2015-05-19,8812188000
2015-05-20,8727488000
2015-05-21,8849456000
2015-05-22,8923992000
2015-05-26,8832516000
2015-05-27,8846068000
2015-05-28,8761368000
2015-05-29,8744428000
2015-06-01,8742734000
2015-06-02,8666504000
2015-06-03,8693608000
2015-06-04,8588580000
2015-06-05,8680056000
2015-06-08,8746122000
2015-06-09,8812188000
2015-06-10,8927380000
2015-06-11,9010386000
2015-06-12,8852844000
2015-06-15,8764756000
2015-06-16,8937544000
2015-06-17,9130660000
2015-06-18,9149294000
2015-06-19,9035796000
2015-06-22,9101862000
2015-06-23,9079840000
2015-06-24,9057818000
2015-06-25,9018856000
2015-06-26,9113720000
2015-06-29,8774920000
2015-06-30,8719186000
2015-07-01,8939796000
2015-07-02,8848158000
2015-07-06,8746338000
2015-07-07,8837976000
2015-07-08,8837976000
2015-07-09,8749732000
2015-07-10,8613972000
2015-07-13,8858340000
2015-07-14,8761611000
2015-07-15,8685246000
2015-07-16,8535909999
2015-07-17,8250814000
2015-07-20,8148994000
2015-07-21,8052265000
2015-07-22,8043780000
2015-07-23,7986082000
2015-07-24,7877474000
2015-07-27,7833351999
2015-07-28,7826564000
2015-07-29,7846928000
2015-07-30,7955536000
2015-07-31,7877474000
2015-08-03,7639894000
2015-08-04,7677228000
2015-08-05,7782442000
2015-08-06,7680622000
2015-08-07,7745108000
2015-08-10,7989476000
2015-08-11,7908020000
2015-08-12,7880868000
2015-08-13,7833351999
2015-08-14,7836746000
2015-08-17,7945354000
2015-08-18,7772259999
2015-08-19,7639894000
2015-08-20,7724744000
2015-08-21,7663651999
2015-08-24,7276736000
2015-08-25,7276736000
2015-08-26,7381950000
2015-08-27,7748501999
2015-08-28,7874080000
2015-08-31,7952142000
2015-09-01,7660258000
2015-09-02,7782442000
2015-09-03,7840140000
2015-09-04,7745108000
2015-09-08,7806200000
2015-09-09,7741714000
2015-09-10,7724744000
2015-09-11,7670440000
2015-09-14,7711168000
2015-09-15,7846928000
2015-09-16,8154084999
2015-09-17,8087901999
2015-09-18,7819776000
2015-09-21,7870686000
2015-09-22,7762078000
2015-09-23,7711168000
2015-09-24,7670440000
2015-09-25,7680622000
2015-09-28,7334434000
2015-09-29,7137582000
2015-09-30,7156188000
2015-10-01,6738233999
2015-10-02,6772214000
2015-10-05,7346476000
2015-10-06,7373660000
2015-10-07,7414436000
2015-10-08,7587733999
2015-10-09,7594530000
2015-10-12,7642101999
2015-10-13,7635306000
2015-10-14,7652296000
2015-10-15,7655694000
2015-10-16,8117822000
2015-10-19,7862972000
2015-10-20,8080444000
2015-10-21,8104230000
2015-10-22,8321701999
2015-10-23,8406651999
2015-10-26,8321701999
2015-10-27,8117822000
2015-10-28,8304712000
2015-10-29,8369274000
2015-10-30,8352283999
2015-11-02,8481408000
2015-11-03,8603736000
2015-11-04,8450826000
2015-11-05,8423642000
2015-11-06,8365876000
2015-11-09,8393060000
2015-11-10,8270732000
2015-11-11,8168792000
2015-11-12,7971708000
2015-11-13,7883360000
2015-11-16,8080444000
2015-11-17,8396458000
2015-11-18,8274130000
2015-11-19,8291119999
2015-11-20,8338692000
2015-11-23,8002290000
2015-11-24,8280926000
2015-11-25,8430438000
2015-11-27,8318304000
2015-11-30,8447428000
2015-12-01,8437233999
2015-12-02,8365876000
2015-12-03,8318304000
2015-12-04,8676793000
2015-12-07,8749850000
2015-12-08,8624124000
2015-12-09,8600338000
2015-12-10,8688686000
2015-12-11,8919750000
2015-12-14,9198386000
2015-12-15,9205182000
2015-12-16,9354694000
2015-12-17,9123630000
2015-12-18,8899362000
2015-12-21,8963924000
2015-12-22,9181396000
2015-12-23,9398868000
2015-12-24,9409062000
2015-12-28,9334306000
2015-12-29,9405664000
2015-12-30,9324112000
2015-12-31,9247854122
2016-01-04,9336350334
2016-01-05,9278487426
2016-01-06,9162761611
2016-01-07,9210413417
2016-01-08,9166165311
2016-01-11,9087880201
2016-01-12,9227431919
2016-01-13,8938117381
2016-01-14,8951732183
2016-01-15,8744106456
2016-01-19,8465003019
2016-01-20,8502443724
2016-01-21,8788354561
2016-01-22,8931309980
2016-01-25,9101495003
2016-01-26,9227431919
2016-01-27,9179780113
2016-01-28,9251257823
2016-01-29,9390809541
2016-02-01,9108302404
2016-02-02,10367671570
2016-02-03,10810152629
2016-02-04,10990548753
2016-02-05,10827171131
2016-02-08,10878226638
2016-02-09,10609334302
2016-02-10,10296193861
2016-02-11,10197486548
2016-02-12,10469782584
2016-02-16,10330230865
2016-02-17,10861208135
2016-02-18,10711445316
2016-02-19,10820363730
2016-02-22,11027989458
2016-02-23,10881630338
2016-02-24,11000759854
2016-02-25,11279863291
2016-02-26,11051815361
2016-02-29,11068833863
2016-03-01,10983741352
2016-03-02,11109678268
2016-03-03,11225404084
2016-03-04,10966722849
2016-03-07,11109678268
2016-03-08,11259441088
2016-03-09,11327515097
2016-03-10,11443240912
2016-03-11,11245826286
2016-03-14,11170944876
2016-03-15,10973530250
2016-03-16,10949704347
2016-03-17,11167541176
2016-03-18,11157330075
2016-03-21,11096063467
2016-03-22,10966722849
2016-03-23,11051815361
2016-03-24,11010970955
2016-03-28,11021182057
2016-03-29,11157330075
2016-03-30,11433029811
2016-03-31,11461058000
2016-04-01,11679234000
2016-04-04,11525829000
2016-04-05,11276972000
2016-04-06,11219018999
2016-04-07,11058796000
2016-04-08,11011069999
2016-04-11,11109931000
2016-04-12,11270154000
2016-04-13,11392878000
2016-04-14,11345152000
2016-04-15,11505375000
2016-04-18,11566737000
2016-04-19,11559918999
2016-04-20,11263336000
2016-04-21,10612217000
2016-04-22,10915618000
2016-04-25,10932663000
2016-04-26,11004252000
2016-04-27,10994025000
2016-04-28,10676988000
2016-04-29,10598581000
2016-05-02,10680397000
2016-05-03,10506538000
2016-05-04,10431540000
2016-05-05,10387223000
2016-05-06,10489493000
2016-05-09,10574718000
2016-05-10,10666761000
2016-05-11,10540628000
2016-05-12,10642898000
2016-05-13,10591763000
2016-05-16,10547446000
2016-05-17,10428131000
2016-05-18,10162229000
2016-05-19,10332679000
2016-05-20,10414495000
2016-05-23,10571309000
2016-05-24,10694033000
2016-05-25,10772440000
2016-05-26,10782667000
2016-05-27,10833802000
2016-05-31,10867892000
2016-06-01,10850847000
2016-06-02,10796303000
2016-06-03,10782667000
2016-06-06,10762213000
2016-06-07,10963343999
2016-06-08,10854256000
2016-06-09,10905391000
2016-06-10,10595172000
2016-06-13,10550855000
2016-06-14,10601990000
2016-06-15,10758804000
2016-06-16,10864483000
2016-06-17,10823575000
2016-06-20,11051978000
2016-06-21,10953117000
2016-06-22,10953117000
2016-06-23,11038342000
2016-06-24,10145184000
2016-06-27,9848601000
2016-06-28,10175865000
2016-06-29,10567900000
2016-06-30,10701180000
2016-07-01,10790100000
2016-07-05,10814040000
2016-07-06,10988460000
2016-07-07,11060280000
2016-07-08,11156040000
2016-07-11,11238120000
2016-07-12,11463840000
2016-07-13,11368080000
2016-07-14,11258640000
2016-07-15,11272320000
2016-07-18,11159460000
2016-07-19,11070540000
2016-07-20,11227860000
2016-07-21,11193659999
2016-07-22,11203920000
2016-07-25,11210760000
2016-07-26,11241540000
2016-07-27,11255219999
2016-07-28,11303099999
2016-07-29,11415960000
2016-08-01,11190240000
2016-08-02,11142360000
2016-08-03,11193659999
2016-08-04,11306520000
2016-08-05,11610900000
2016-08-08,11648520000
2016-08-09,11453580000
2016-08-10,11545920000
2016-08-11,11669040000
2016-08-12,11648520000
2016-08-15,11634840000
2016-08-16,11518560000
2016-08-17,11504880000
2016-08-18,11415960000
2016-08-19,11241540000
2016-08-22,11474099999
2016-08-23,11552760000
2016-08-24,11347560000
2016-08-25,11412540000
2016-08-26,11525400000
2016-08-29,11525400000
2016-08-30,11480940000
2016-08-31,11330460000
2016-09-01,11340719999
2016-09-02,11521980000
2016-09-06,11251800000
2016-09-07,11234700000
2016-09-08,11104740000
2016-09-09,10851660000
2016-09-12,10923480000
2016-09-13,10810620000
2016-09-14,10711440000
2016-09-15,10708020000
2016-09-16,10684080000
2016-09-19,10855080000
2016-09-20,10783260000
2016-09-21,10899540000
2016-09-22,10981620000
2016-09-23,10933740000
2016-09-26,10697760000
2016-09-27,10725120000
2016-09-28,10619100000
2016-09-29,10523340000
2016-09-30,10376956000
2016-10-03,10544879000
2016-10-04,10352967000
2016-10-05,10479766000
2016-10-06,10452350000
2016-10-07,10301562000
2016-10-10,10383810000
2016-10-11,10089088000
2016-10-12,10143920000
2016-10-13,10274146000
2016-10-14,10315270000
2016-10-17,10342686000
2016-10-18,10524317000
2016-10-19,10493474000
2016-10-20,11124042000
2016-10-21,11223425000
2016-10-24,11339943000
2016-10-25,11172020000
2016-10-26,10959546000
2016-10-27,10777915000
2016-10-28,10873871000
2016-10-31,10805331000
2016-11-01,10633981000
2016-11-02,10589430000
2016-11-03,10298135000
2016-11-04,10438642000
2016-11-07,10572295000
2016-11-08,10644262000
2016-11-09,10757353000
2016-11-10,10517463000
2016-11-11,10582576000
2016-11-14,10969827000
2016-11-15,11093199000
2016-11-16,10966400000
2016-11-17,10901287000
2016-11-18,10459204000
2016-11-21,10620273000
2016-11-22,10781342000
2016-11-23,10973254000
2016-11-25,11103480000
2016-11-28,10791623000
2016-11-29,10815612000
2016-11-30,10819039000
2016-12-01,10414653000
2016-12-02,10267292000
2016-12-05,10215887000
2016-12-06,10003413000
2016-12-07,10130212000
2016-12-08,10171336000
2016-12-09,10106223000
2016-12-12,10078807000
2016-12-13,10161055000
2016-12-14,10161055000
2016-12-15,9962289000
2016-12-16,9873187000
2016-12-19,9718972000
2016-12-20,9904030000
2016-12-21,9773804000
2016-12-22,9712118000
2016-12-23,9712118000
2016-12-27,9537341000
2016-12-28,9455093000
2016-12-29,9468801000
2016-12-30,9441385000
2017-01-03,9765792000
2017-01-04,10033254000
2017-01-05,10609326000
2017-01-06,10448163000
2017-01-09,10465308000
2017-01-10,10256139000
2017-01-11,10118979000
2017-01-12,10146411000
2017-01-13,10122408000
2017-01-17,10599039000
2017-01-18,10448163000
2017-01-19,10311003000
2017-01-20,10293858000
2017-01-23,10369296000
2017-01-24,10695051000
2017-01-25,10821924000
2017-01-26,8911971000
2017-01-27,9083421000
2017-01-30,9025128000
2017-01-31,8987409000
2017-02-01,8747379000
2017-02-02,8836533000
2017-02-03,8853678000
2017-02-06,8887968000
2017-02-07,8874252000
2017-02-08,8898255000
2017-02-09,8857107000
2017-02-10,8822817000
2017-02-13,8884539000
2017-02-14,8809101000
2017-02-15,8915400000
2017-02-16,8802243000
2017-02-17,8949690000
2017-02-21,8843391000
2017-02-22,8836533000
2017-02-23,8754237000
2017-02-24,8833104000
2017-02-27,8915400000
2017-02-28,8822817000
2017-03-01,8761095000
2017-03-02,8695944000
2017-03-03,8726805000
2017-03-06,8733663000
2017-03-07,8579358000
2017-03-08,8617077000
2017-03-09,8641080000
2017-03-10,8757666000
2017-03-13,8730234000
2017-03-14,8634222000
2017-03-15,8774811000
2017-03-16,8699373000
2017-03-17,8798814000
2017-03-20,8678799000
2017-03-21,8558784000
2017-03-22,8593074000
2017-03-23,8599932000
2017-03-24,8627364000
2017-03-27,8627364000
2017-03-28,8723376000
2017-03-29,8695944000
2017-03-30,8709660000
2017-03-31,8786791000
2017-04-03,8762774000
2017-04-04,8567207000
2017-04-05,8625534000
2017-04-06,8690723000
2017-04-07,8550052000
2017-04-10,8711309000
2017-04-11,8827963000
2017-04-12,8827963000
2017-04-13,8580931000
2017-04-17,8659844000
2017-04-18,8659844000
2017-04-19,8615241000
2017-04-20,8649551000
2017-04-21,7476149000
2017-04-24,7410960000
2017-04-25,7592803000
2017-04-26,7682009000
2017-04-27,7743767000
2017-04-28,7692302000
2017-05-01,7544768999
2017-05-02,7568786000
2017-05-03,7458993999
2017-05-04,7472718000
2017-05-05,7589372000
2017-05-08,7623682000
2017-05-09,7695733000
2017-05-10,7747197999
2017-05-11,7688871000
2017-05-12,7781508000
2017-05-15,7706026000
2017-05-16,7771214999
2017-05-17,7603096000
2017-05-18,7575647999
2017-05-19,7599664999
2017-05-22,7510459000
2017-05-23,7462425000
2017-05-24,7688871000
2017-05-25,7609958000
2017-05-26,7730043000
2017-05-30,7805525000
2017-05-31,7860421000
2017-06-01,7815818000
2017-06-02,7740336000
2017-06-05,7822680000
2017-06-06,7822680000
2017-06-07,7675147000
2017-06-08,7695733000
2017-06-09,7640837000
2017-06-12,7627113000
2017-06-13,7771214999
2017-06-14,7599664999
2017-06-15,7091877000
2017-06-16,7109032000
2017-06-19,7009533000
2017-06-20,6868862000
2017-06-21,6858568999
2017-06-22,6964930000
2017-06-23,7095308000
2017-06-26,7071291000
2017-06-27,7078153000
2017-06-28,7098739000
2017-06-29,7160497000
2017-06-30,7403521100
2017-07-03,7217831299
2017-07-05,7210953900
2017-07-06,7138741200
2017-07-07,7155934700
2017-07-10,7193760400
2017-07-11,7180005600
2017-07-12,7180005600
2017-07-13,7128425100
2017-07-14,7241902200
2017-07-17,7169689500
2017-07-18,7169689500
2017-07-19,7324431000
2017-07-20,7327869700
2017-07-21,7437908100
2017-07-24,7152496000
2017-07-25,7252218300
2017-07-26,7193760400
2017-07-27,7324431000
2017-07-28,6751887450
2017-07-31,6884277400
2017-08-01,6781116400
2017-08-02,6746729400
2017-08-03,6526652600
2017-08-04,6533530000
2017-08-07,6457878600
2017-08-08,6330646700
2017-08-09,6189660000
2017-08-10,6100253799
2017-08-11,6021163700
2017-08-14,5993654100
2017-08-15,6014286299
2017-08-16,5990215400
2017-08-17,5904247900
2017-08-18,5783893400
2017-08-21,5646345400
2017-08-22,5608519700
2017-08-23,5515674800
2017-08-24,5584448799
2017-08-25,5663538900
2017-08-28,5663538900
2017-08-29,5539745700
2017-08-30,5543184400
2017-08-31,5577571400
2017-09-01,5666977600
2017-09-05,5574132700
2017-09-06,5395320300
2017-09-07,5350617200
2017-09-08,5254333600
2017-09-11,5357494600
2017-09-12,5398759000
2017-09-13,5536307000
2017-09-14,5446900800
2017-09-15,5453778200
2017-09-18,5113346900
2017-09-19,5175243500
2017-09-20,5161488700
2017-09-21,5158050000
2017-09-22,4992992400
2017-09-25,5058327700
2017-09-26,5151172600
2017-09-27,5161488700
2017-09-28,5161488700
2017-09-29,5323107600
2017-10-02,5291940110
2017-10-03,5395163910
2017-10-04,5408927083
2017-10-05,5353874390
2017-10-06,5350433597
2017-10-09,5367637563
2017-10-10,5336670423
2017-10-11,5388282323
2017-10-12,5374519150
2017-10-13,5415808669
2017-10-16,5419249463
2017-10-17,5364196770
2017-10-18,5377959943
2017-10-19,5439894223
2017-10-20,5494946916
2017-10-23,5319466457
2017-10-24,5298821697
2017-10-25,5316025663
2017-10-26,5288499317
2017-10-27,4817110634
2017-10-30,5360755976
2017-10-31,4858400153
2017-11-01,4662274935
2017-11-02,4486794476
2017-11-03,4514320822
2017-11-06,4493676062
2017-11-07,4493676062
2017-11-08,4576255102
2017-11-09,4793025080
2017-11-10,5030439819
2017-11-13,6069559398
2017-11-14,6379230796
2017-11-15,6303533343
2017-11-16,6269125410
2017-11-17,6427401903
2017-11-20,6444605869
2017-11-21,6375790003
2017-11-22,6472132216
2017-11-24,6368908416
2017-11-27,6272566204
2017-11-28,6276006997
2017-11-29,6276006997
2017-11-30,6279447790
2017-12-01,5938809253
2017-12-04,5797736727
2017-12-05,5488065329
2017-12-06,5216242657
2017-12-07,5295380904
2017-12-08,5174953138
2017-12-11,5288499317
2017-12-12,5030439819
2017-12-13,5364196770
2017-12-14,5587848335
2017-12-15,5326348043
2017-12-18,5106137272
2017-12-19,5195597898
2017-12-20,5202479484
2017-12-21,5405486290
2017-12-22,5450216603
2017-12-26,5408927083
2017-12-27,5374519150
2017-12-28,5278176937
2017-12-29,5291940110
2018-01-02,5517288000
2018-01-03,5558616000
2018-01-04,5479404000
2018-01-05,5599944000
2018-01-08,5444964000
2018-01-09,5448408000
2018-01-10,5400192000
2018-01-11,5331312000
2018-01-12,5265876000
2018-01-16,5207328000
2018-01-17,5221104000
2018-01-18,5245212000
2018-01-19,5558616000
2018-01-22,5541396000
2018-01-23,6116544000
2018-01-24,5947788000
2018-01-25,5730816000
2018-01-26,5706708000
2018-01-29,5551728000
2018-01-30,5506956000
2018-01-31,5455296000
2018-02-01,5276208000
2018-02-02,5692932000
2018-02-05,5589612000
2018-02-06,5803140000
2018-02-07,5854800000
2018-02-08,5510400000
2018-02-09,5947788000
2018-02-12,5978784000
2018-02-13,5634384000
2018-02-14,5686044000
2018-02-15,5841024000
2018-02-16,5699820000
2018-02-20,5672268000
2018-02-21,5861688000
2018-02-22,5730816000
2018-02-23,5730816000
2018-02-26,5537951999
2018-02-27,5500068000
2018-02-28,5475960000
2018-03-01,5458740000
2018-03-02,5706708000
2018-03-05,5655048000
2018-03-06,5661936000
2018-03-07,5503512000
2018-03-08,5500068000
2018-03-09,5109174000
2018-03-12,5162556000
2018-03-13,4983468000
2018-03-14,4883592000
2018-03-15,4766496000
2018-03-16,4773384000
2018-03-19,4552968000
2018-03-20,4466868000
2018-03-21,4408320000
2018-03-22,4442760000
2018-03-23,4556412000
2018-03-26,4484088000
2018-03-27,4542636000
2018-03-28,4511640000
2018-03-29,4528860000
2018-04-02,4499142758
2018-04-03,4533566191
2018-04-04,4547335565
2018-04-05,4557662595
2018-04-06,4516354475
2018-04-09,4509469788
2018-04-10,4654048209
2018-04-11,4960416767
2018-04-12,5053360037
2018-04-13,5039590664
2018-04-16,5067129411
2018-04-17,4932878020
2018-04-18,4781414913
2018-04-19,4629951805
2018-04-20,4461276981
2018-04-23,4743549136
2018-04-24,4795184286
2018-04-25,4640278835
2018-04-26,4812396003
2018-04-27,4877800526
2018-04-30,5094668158
2018-05-01,4839934750
2018-05-02,4919108647
2018-05-03,4802068973
2018-05-04,4826165376
2018-05-07,4981070827
2018-05-08,4960416767
2018-05-09,4987955514
2018-05-10,4994840200
2018-05-11,5122206904
2018-05-14,4884685213
2018-05-15,5184169085
2018-05-16,5328747505
2018-05-17,5259900638
2018-05-18,5211707831
2018-05-21,5111879874
2018-05-22,5170399711
2018-05-23,5166957368
2018-05-24,5194496115
2018-05-25,5242688922
2018-05-29,5232361892
2018-05-30,5283997042
2018-05-31,5342516879
2018-06-01,5438902493
2018-06-04,5490537643
2018-06-05,5356286252
2018-06-06,5521518733
2018-06-07,5666097154
2018-06-08,5862310725
2018-06-11,5927715248
2018-06-12,6061966639
2018-06-13,6068851326
2018-06-14,6168679283
2018-06-15,6086063042
2018-06-18,6120486476
2018-06-19,5889849471
2018-06-20,5993119772
2018-06-21,6030985549
2018-06-22,6030985549
2018-06-25,5972465712
2018-06-26,5889849471
2018-06-27,5776252141
2018-06-28,5624789033
2018-06-29,5652327780
2018-07-02,5711013900
2018-07-03,5742089550
2018-07-05,5859486450
2018-07-06,5963071950
2018-07-09,6083921700
2018-07-10,6001053300
2018-07-11,5949260550
2018-07-12,5942354850
2018-07-13,5683391100
2018-07-16,5621239800
