,KMB
2013-11-26,39618411394
2013-11-27,39652815649
2013-11-29,39996858203
2013-12-02,39259078060
2013-12-03,39014425578
2013-12-04,38177255364
2013-12-05,38066397208
2013-12-06,38681851109
2013-12-09,38773595790
2013-12-10,38437198627
2013-12-11,38609219904
2013-12-12,38043461038
2013-12-13,38074042598
2013-12-16,38116092243
2013-12-17,37645900753
2013-12-18,38521297918
2013-12-19,38242241180
2013-12-20,38536588698
2013-12-23,38303404300
2013-12-24,38395148981
2013-12-26,38467780187
2013-12-27,38506007137
2013-12-30,38811822741
2013-12-31,37945480000
2014-01-02,37721870000
2014-01-03,37907580000
2014-01-06,37911370000
2014-01-07,37771140000
2014-01-08,37517210000
2014-01-09,37680180000
2014-01-10,38089500000
2014-01-13,38044020000
2014-01-14,38297950000
2014-01-15,38279000000
2014-01-16,38525350000
2014-01-17,38309320000
2014-01-21,38661790000
2014-01-22,38510190000
2014-01-23,38294160000
2014-01-24,39014260000
2014-01-27,39033210000
2014-01-28,39469060000
2014-01-29,38874030000
2014-01-30,39378100000
2014-01-31,39730570000
2014-02-03,38320690000
2014-02-04,38347220000
2014-02-05,38358590000
2014-02-06,38631470000
2014-02-07,38832340000
2014-02-10,39090060000
2014-02-11,39446320000
2014-02-12,39218920000
2014-02-13,39503170000
2014-02-14,40045140000
2014-02-18,39859430000
2014-02-19,39514540000
2014-02-20,39946600000
2014-02-21,39904910000
2014-02-24,40014820000
2014-02-25,39954180000
2014-02-26,39434950000
2014-02-27,39560020000
2014-02-28,40086830000
2014-03-03,39609290000
2014-03-04,40272540000
2014-03-05,39465270000
2014-03-06,39738150000
2014-03-07,39575180000
2014-03-10,39658560000
2014-03-11,39613080000
2014-03-12,39867010000
2014-03-13,39624450000
2014-03-14,39836690000
2014-03-17,40340760000
2014-03-18,40249800000
2014-03-19,39908700000
2014-03-20,39874590000
2014-03-21,40014820000
2014-03-24,40196740000
2014-03-25,40162630000
2014-03-26,40189160000
2014-03-27,39829110000
2014-03-28,39893540000
2014-03-31,39710786000
2014-04-01,39477790000
2014-04-02,39440210000
2014-04-03,39530402000
2014-04-04,39537918000
2014-04-07,39661932000
2014-04-08,39887412000
2014-04-09,40064038000
2014-04-10,40007668000
2014-04-11,39530402000
2014-04-14,39752124000
2014-04-15,39819768000
2014-04-16,40488692000
2014-04-17,40537546000
2014-04-21,39958814000
2014-04-22,39045620000
2014-04-23,39154602000
2014-04-24,39271100000
2014-04-25,39346260000
2014-04-28,40064038000
2014-04-29,40022700000
2014-04-30,40432322000
2014-05-01,40064038000
2014-05-02,39992636000
2014-05-05,39703270000
2014-05-06,39571740000
2014-05-07,39962572000
2014-05-08,39876138000
2014-05-09,39913718000
2014-05-12,39691996000
2014-05-13,40082828000
2014-05-14,39988878000
2014-05-15,39887412000
2014-05-16,40003910000
2014-05-19,39519128000
2014-05-20,39462758000
2014-05-21,39628110000
2014-05-22,39669448000
2014-05-23,39883654000
2014-05-27,39823526000
2014-05-28,39816010000
2014-05-29,40075312000
2014-05-30,40466144000
2014-06-02,40368436000
2014-06-03,40018942000
2014-06-04,40109134000
2014-06-05,40018942000
2014-06-06,40218116000
2014-06-09,40334614000
2014-06-10,40173020000
2014-06-11,40015184000
2014-06-12,39669448000
2014-06-13,39857348000
2014-06-16,39958814000
2014-06-17,40018942000
2014-06-18,40345888000
2014-06-19,40740478000
2014-06-20,40578884000
2014-06-23,40308308000
2014-06-24,40195568000
2014-06-25,40124166000
2014-06-26,39928750000
2014-06-27,40112892000
2014-06-30,39793780000
2014-07-01,39902037000
2014-07-02,39872173000
2014-07-03,40028959000
2014-07-07,40122284000
2014-07-08,40249206000
2014-07-09,40450788000
2014-07-10,40361196000
2014-07-11,40290269000
2014-07-14,40439589000
2014-07-15,40712098000
2014-07-16,40876350000
2014-07-17,40312667000
2014-07-18,40532914000
2014-07-21,40185745000
2014-07-22,38942656000
2014-07-23,39177835000
2014-07-24,39174102000
2014-07-25,38830666000
2014-07-28,38752273000
2014-07-29,38315512000
2014-07-30,37960877000
2014-07-31,37165748000
2014-08-01,37531582000
2014-08-04,37651038000
2014-08-05,37430791000
2014-08-06,38181124000
2014-08-07,37990741000
2014-08-08,38393905000
2014-08-11,38662681000
2014-08-12,38505895000
2014-08-13,38621618000
2014-08-14,38670147000
2014-08-15,38543225000
2014-08-18,38871729000
2014-08-19,38808268000
2014-08-20,38845598000
2014-08-21,39065845000
2014-08-22,38916525000
2014-08-25,39073311000
2014-08-26,38688812000
2014-08-27,38972520000
2014-08-28,38692545000
2014-08-29,38640283000
2014-09-02,38640283000
2014-09-03,38479764000
2014-09-04,38476031000
2014-09-05,38461099000
2014-09-08,38278182000
2014-09-09,38229653000
2014-09-10,38244585000
2014-09-11,38304313000
2014-09-12,37934746000
2014-09-15,38065401000
2014-09-16,38229653000
2014-09-17,38184857000
2014-09-18,38184857000
2014-09-19,38259517000
2014-09-22,38524560000
2014-09-23,38095265000
2014-09-24,38950122000
2014-09-25,38356575000
2014-09-26,38588021000
2014-09-29,38610419000
2014-09-30,37855904779
2014-10-01,37569507051
2014-10-02,37587865880
2014-10-03,37903637734
2014-10-06,37595209411
2014-10-07,37646614132
2014-10-08,38432372000
2014-10-09,38168004867
2014-10-10,38160661335
2014-10-13,37514430565
2014-10-14,37448338782
2014-10-15,37095849271
2014-10-16,36967337470
2014-10-17,37396934061
2014-10-20,38021134237
2014-10-21,39144694554
2014-10-22,39644054694
2014-10-23,39420076984
2014-10-24,39801940621
2014-10-27,39868032404
2014-10-28,40025918331
2014-10-29,39923108891
2014-10-30,39985528908
2014-10-31,40213178384
2014-11-03,40888783280
2014-11-04,41549701113
2014-11-05,41226585728
2014-11-06,41509311690
2014-11-07,41579075239
2014-11-10,41828755310
2014-11-11,41626808194
2014-11-12,41630479960
2014-11-13,41883831796
2014-11-14,41362441061
2014-11-17,41729617635
2014-11-18,41711258806
2014-11-19,41799381184
2014-11-20,41391815187
2014-11-21,41714930572
2014-11-24,41498296393
2014-11-25,41799381184
2014-11-26,41916877687
2014-11-28,42809116762
2014-12-01,42559436692
2014-12-02,42673261430
2014-12-03,42115153037
2014-12-04,42078435380
2014-12-05,41872816498
2014-12-08,41902190624
2014-12-09,41747976463
2014-12-10,41553372879
2014-12-11,41872816498
2014-12-12,41373456358
2014-12-15,41252288088
2014-12-16,41270646917
2014-12-17,41806724715
2014-12-18,42375848405
2014-12-19,42533734332
2014-12-22,42757712042
2014-12-23,43319492200
2014-12-24,43242385119
2014-12-26,43429645172
2014-12-29,43121216850
2014-12-30,43088170958
2014-12-31,42195208000
2015-01-02,42198860000
2015-01-05,41957828000
2015-01-06,41552456000
2015-01-07,41840964000
2015-01-08,42724748000
2015-01-09,42341288000
2015-01-12,42275552000
2015-01-13,42392416000
2015-01-14,42447196000
2015-01-15,42447196000
2015-01-16,42965780000
2015-01-20,42921956000
2015-01-21,42943868000
2015-01-22,43451496000
2015-01-23,40774580000
2015-01-26,40117220000
2015-01-27,40431292000
2015-01-28,40036876000
2015-01-29,40252344000
2015-01-30,39426992000
2015-02-02,40212172000
2015-02-03,40234084000
2015-02-04,40120872000
2015-02-05,40179304000
2015-02-06,39825060000
2015-02-09,39521944000
2015-02-10,39887144000
2015-02-11,39916360000
2015-02-12,40237736000
2015-02-13,40537200000
2015-02-17,40635804000
2015-02-18,40792840000
2015-02-19,40413032000
2015-02-20,40522592000
2015-02-23,40533548000
2015-02-24,40314428000
2015-02-25,40230432000
2015-02-26,40139132000
2015-02-27,40047832000
2015-03-02,40321732000
2015-03-03,40266952000
2015-03-04,39576724000
2015-03-05,39609592000
2015-03-06,39010664000
2015-03-09,39083704000
2015-03-10,38262004000
2015-03-11,38035580000
2015-03-12,38597988000
2015-03-13,38634508000
2015-03-16,38868236000
2015-03-17,38444604000
2015-03-18,39094660000
2015-03-19,38985100000
2015-03-20,39616896000
2015-03-23,39803148000
2015-03-24,39624200000
2015-03-25,39244392000
2015-03-26,38828064000
2015-03-27,38846324000
2015-03-30,39346648000
2015-03-31,39020173000
2015-04-01,38925455000
2015-04-02,38987386000
2015-04-06,39147678000
2015-04-07,38965528000
2015-04-08,39038388000
2015-04-09,39074818000
2015-04-10,38929098000
2015-04-13,38976457000
2015-04-14,39216895000
2015-04-15,39202323000
2015-04-16,39227824000
2015-04-17,38899954000
2015-04-20,39111248000
2015-04-21,41220545000
2015-04-22,40746955000
2015-04-23,40692310000
2015-04-24,40670452000
2015-04-27,40626736000
2015-04-28,40776099000
2015-04-29,40335296000
2015-04-30,39960067000
2015-05-01,40451872000
2015-05-04,40233292000
2015-05-05,39854420000
2015-05-06,40021998000
2015-05-07,39956424000
2015-05-08,40331653000
2015-05-11,40043856000
2015-05-12,39981925000
2015-05-13,40218720000
2015-05-14,40663166000
2015-05-15,40728740000
2015-05-18,40816172000
2015-05-19,40961892000
2015-05-20,40827101000
2015-05-21,40739669000
2015-05-22,40528375000
2015-05-26,40040213000
2015-05-27,40193219000
2015-05-28,39974639000
2015-05-29,39657698000
2015-06-01,39763345000
2015-06-02,39479191000
2015-06-03,39337114000
2015-06-04,38918169000
2015-06-05,38521082000
2015-06-08,38426364000
2015-06-09,38561155000
2015-06-10,39020173000
2015-06-11,39125820000
2015-06-12,38885382000
2015-06-15,38510153000
2015-06-16,38943670000
2015-06-17,39220538000
2015-06-18,39781560000
2015-06-19,39639483000
2015-06-22,39697771000
2015-06-23,39475548000
2015-06-24,39446404000
2015-06-25,39165893000
2015-06-26,39307970000
2015-06-29,38659516000
2015-06-30,38562483000
2015-07-01,39246615000
2015-07-02,39137445000
2015-07-06,39155640000
2015-07-07,39945303000
2015-07-08,39676017000
2015-07-09,39555930000
2015-07-10,39927108000
2015-07-13,40341954000
2015-07-14,40374705000
2015-07-15,40465680000
2015-07-16,40767717000
2015-07-17,40902360000
2015-07-20,41098866000
2015-07-21,40935111000
2015-07-22,40829580000
2015-07-23,40622157000
2015-07-24,40698576000
2015-07-27,40887804000
2015-07-28,41226231000
2015-07-29,41302650000
2015-07-30,41692023000
2015-07-31,41837583000
2015-08-03,42099591000
2015-08-04,42212400000
2015-08-05,42798279000
2015-08-06,42452574000
2015-08-07,42470769000
2015-08-10,42539910000
2015-08-11,42445296000
2015-08-12,42085035000
2015-08-13,42132342000
2015-08-14,42270624000
2015-08-17,42296097000
2015-08-18,42226956000
2015-08-19,41983143000
2015-08-20,41502795000
2015-08-21,40542099000
2015-08-24,38711682000
2015-08-25,37609065000
2015-08-26,38638902000
2015-08-27,39202947000
2015-08-28,39013719000
2015-08-31,38766267000
2015-09-01,37856517000
2015-09-02,38133081000
2015-09-03,38442396000
2015-09-04,37670928000
2015-09-08,38566122000
2015-09-09,37798293000
2015-09-10,37721874000
2015-09-11,37863795000
2015-09-14,37765542000
2015-09-15,38442396000
2015-09-16,39031914000
2015-09-17,39242976000
2015-09-18,39246615000
2015-09-21,39581403000
2015-09-22,39242976000
2015-09-23,39250254000
2015-09-24,39363063000
2015-09-25,39559569000
2015-09-28,38868159000
2015-09-29,39206586000
2015-09-30,39467739158
2015-10-01,39359152202
2015-10-02,39503934811
2015-10-05,40546369594
2015-10-06,40347293507
2015-10-07,40549989159
2015-10-08,41190652203
2015-10-09,41527271769
2015-10-12,41780641334
2015-10-13,41643097856
2015-10-14,41520032638
2015-10-15,42034010899
2015-10-16,42450260900
2015-10-19,42511793508
2015-10-20,42428543508
2015-10-21,42743445682
2015-10-22,43724347857
2015-10-23,43883608727
2015-10-26,43919804379
2015-10-27,43811217422
2015-10-28,43746065248
2015-10-29,44075445683
2015-10-30,43329815248
2015-11-02,43999434814
2015-11-03,43807597857
2015-11-04,43384108726
2015-11-05,43391347857
2015-11-06,42920804378
2015-11-09,42718108726
2015-11-10,43043869596
2015-11-11,43203130465
2015-11-12,42598663074
2015-11-13,42464739161
2015-11-16,43264663074
2015-11-17,43137978291
2015-11-18,43775021770
2015-11-19,44035630466
2015-11-20,43518032640
2015-11-23,44010293509
2015-11-24,43836554379
2015-11-25,43604902205
2015-11-27,43742445683
2015-11-30,43127119596
2015-12-01,43843793509
2015-12-02,43351532639
2015-12-03,42801358726
2015-12-04,43905326118
2015-12-07,44198510901
2015-12-08,43999434814
2015-12-09,43536130466
2015-12-10,43554228292
2015-12-11,43145217422
2015-12-14,44393967423
2015-12-15,45041869597
2015-12-16,45577565250
2015-12-17,45548608728
2015-12-18,44716108727
2015-12-21,45215608728
2015-12-22,45740445685
2015-12-23,45990195685
2015-12-24,45925043511
2015-12-28,46413684816
2015-12-29,46887847859
2015-12-30,46848032642
2015-12-31,45917110000
2016-01-04,45621336000
2016-01-05,46559156000
2016-01-06,46537514000
2016-01-07,45758402000
2016-01-08,45170461000
2016-01-11,45343597000
2016-01-12,45495091000
2016-01-13,45253422000
2016-01-14,45884647000
2016-01-15,45217352000
2016-01-19,45404916000
2016-01-20,44614983000
2016-01-21,45069465000
2016-01-22,45707904000
2016-01-25,44254283000
2016-01-26,45047823000
2016-01-27,44798940000
2016-01-28,45545589000
2016-01-29,46321093999
2016-02-01,46533907000
2016-02-02,46173207000
2016-02-03,47024459000
2016-02-04,46440125000
2016-02-05,46584405000
2016-02-08,46685401000
2016-02-09,47175953000
2016-02-10,46876572000
2016-02-11,45599694000
2016-02-12,46396841000
2016-02-16,46425697000
2016-02-17,47071350000
2016-02-18,46800825000
2016-02-19,47046101000
2016-02-22,47385159000
2016-02-23,47442871000
2016-02-24,47738645000
2016-02-25,48153450000
2016-02-26,47359910000
2016-02-29,46999210000
2016-03-01,47482547999
2016-03-02,47457299000
2016-03-03,47478941000
2016-03-04,47807178000
2016-03-07,47464513000
2016-03-08,47738645000
2016-03-09,47601579000
2016-03-10,47569116000
2016-03-11,48027205000
2016-03-14,48593504000
2016-03-15,48561041000
2016-03-16,48777461000
2016-03-17,49058807000
2016-03-18,48889278000
2016-03-21,48788282000
2016-03-22,48203947999
2016-03-23,48326586000
2016-03-24,48171485000
2016-03-28,48420368000
2016-03-29,48690893000
2016-03-30,48950597000
2016-03-31,48517757000
2016-04-01,49031999999
2016-04-04,49053600000
2016-04-05,49050000000
2016-04-06,49417200000
2016-04-07,49194000000
2016-04-08,49496400000
2016-04-11,49410000000
2016-04-12,49726800000
2016-04-13,48837600000
2016-04-14,48974400000
2016-04-15,49129200000
2016-04-18,49194000000
2016-04-19,49359600000
2016-04-20,48834000000
2016-04-21,47430000000
2016-04-22,45676800000
2016-04-25,45435600000
2016-04-26,44571600000
2016-04-27,45252000000
2016-04-28,45446400000
2016-04-29,45068400000
2016-05-02,45079200000
2016-05-03,45406800000
2016-05-04,46054800000
2016-05-05,45849600000
2016-05-06,46051200000
2016-05-09,46126800000
2016-05-10,46522800000
2016-05-11,46378800000
2016-05-12,46821600000
2016-05-13,46508400000
2016-05-16,46648800000
2016-05-17,45511200000
2016-05-18,45403200000
2016-05-19,45648000000
2016-05-20,45381600000
2016-05-23,45342000000
2016-05-24,45633600000
2016-05-25,45795600000
2016-05-26,46051200000
2016-05-27,46241999999
2016-05-31,45734400000
2016-06-01,46072800000
2016-06-02,46080000000
2016-06-03,46828800000
2016-06-06,46861199999
2016-06-07,46871999999
2016-06-08,46720800000
2016-06-09,47048400000
2016-06-10,47152800000
2016-06-13,46890000000
2016-06-14,47667600000
2016-06-15,47534400000
2016-06-16,47898000000
2016-06-17,47664000000
2016-06-20,47836800000
2016-06-21,47894400000
2016-06-22,47937600000
2016-06-23,48225600000
2016-06-24,47188800000
2016-06-27,47070000000
2016-06-28,48067200000
2016-06-29,48491999999
2016-06-30,49382816000
2016-07-01,49210400000
2016-07-05,49548048000
2016-07-06,49120600000
2016-07-07,48211824000
2016-07-08,48836832000
2016-07-11,48901487999
2016-07-12,48423752000
2016-07-13,48750624000
2016-07-14,48811687999
2016-07-15,48912263999
2016-07-18,48531512000
2016-07-19,48549472000
2016-07-20,48017856000
2016-07-21,47902912000
2016-07-22,48359096000
2016-07-25,47626328000
2016-07-26,47514976000
2016-07-27,46875600000
2016-07-28,46749880000
2016-07-29,46534360000
2016-08-01,46986952000
2016-08-02,46986952000
2016-08-03,46297287999
2016-08-04,46742696000
2016-08-05,46480480000
2016-08-08,46537952000
2016-08-09,46692408000
2016-08-10,46785800000
2016-08-11,46315248000
2016-08-12,46272144000
2016-08-15,46326024000
2016-08-16,45808776000
2016-08-17,45815960000
2016-08-18,45780040000
2016-08-19,45539376000
2016-08-22,45758488000
2016-08-23,46211080000
2016-08-24,46207487999
2016-08-25,46121280000
2016-08-26,46063808000
2016-08-29,46236224000
2016-08-30,46031480000
2016-08-31,45999152000
2016-09-01,46020704000
2016-09-02,46272144000
2016-09-06,46430192000
2016-09-07,45647136000
2016-09-08,45226872000
2016-09-09,44167232000
2016-09-12,44407896000
2016-09-13,43962488000
2016-09-14,43775704000
2016-09-15,43980448000
2016-09-16,43754152000
2016-09-19,43883464000
2016-09-20,44350424000
2016-09-21,44878448000
2016-09-22,45701016000
2016-09-23,45521416000
2016-09-26,45083192000
2016-09-27,45147848000
2016-09-28,45431616000
2016-09-29,44979024000
2016-09-30,45177801371
2016-10-03,44683546053
2016-10-04,44063936124
2016-10-05,43920673713
2016-10-06,44135567330
2016-10-07,44056773004
2016-10-10,43752340380
2016-10-11,43476560238
2016-10-12,43652056692
2016-10-13,43562517685
2016-10-14,43157801374
2016-10-17,43225851019
2016-10-18,43172127615
2016-10-19,43053936125
2016-10-20,42681453856
2016-10-21,42828297828
2016-10-24,40797553149
2016-10-25,40733085064
2016-10-26,40708014142
2016-10-27,40765319106
2016-10-28,41026773007
2016-10-31,40976631163
2016-11-01,40829787192
2016-11-02,40668616979
2016-11-03,40704432582
2016-11-04,40238829745
2016-11-07,40822624071
2016-11-08,41359858113
2016-11-09,41320460950
2016-11-10,40167198540
2016-11-11,40439397121
2016-11-14,40503865206
2016-11-15,40783226908
2016-11-16,40593404213
2016-11-17,40242411306
2016-11-18,40511028327
2016-11-21,40758155986
2016-11-22,41023191447
2016-11-23,41030354567
2016-11-25,41488794283
2016-11-28,41965141800
2016-11-29,41725177262
2016-11-30,41406418397
2016-12-01,40833368752
2016-12-02,40869184355
2016-12-05,40697269461
2016-12-06,40969468042
2016-12-07,40951560241
2016-12-08,40614893575
2016-12-09,41048262369
2016-12-12,41109148893
2016-12-13,41309716269
2016-12-14,41048262369
2016-12-15,41327624070
2016-12-16,41632056694
2016-12-19,41141382936
2016-12-20,40980212723
2016-12-21,41048262369
2016-12-22,41195106340
2016-12-23,41123475134
2016-12-27,41227340383
2016-12-28,40883510596
2016-12-29,41216595702
2016-12-30,40872765915
2017-01-03,40783360000
2017-01-04,41004080000
2017-01-05,41299560000
2017-01-06,41449080000
2017-01-09,40811840000
2017-01-10,40712160000
2017-01-11,40729960000
2017-01-12,40747760000
2017-01-13,40794040000
2017-01-17,41306680000
2017-01-18,41438400000
2017-01-19,41260400000
2017-01-20,41374320000
2017-01-23,41644880000
2017-01-24,43357240000
2017-01-25,43432000000
2017-01-26,43485400000
2017-01-27,43068880000
2017-01-30,42930040000
2017-01-31,43122280000
2017-02-01,43079560000
2017-02-02,43221960000
2017-02-03,43268240000
2017-02-06,43161440000
2017-02-07,43592200000
2017-02-08,43763080000
2017-02-09,43994480000
2017-02-10,43983800000
2017-02-13,43941080000
2017-02-14,43745280000
2017-02-15,44289960000
2017-02-16,45076720000
2017-02-17,46967080000
2017-02-21,47931839999
2017-02-22,47999480000
2017-02-23,47825040000
2017-02-24,47582960000
2017-02-27,47216280000
2017-02-28,47187800000
2017-03-01,47433440000
2017-03-02,47882000000
2017-03-03,47579400000
2017-03-06,47465480000
2017-03-07,47483280000
2017-03-08,47116600000
2017-03-09,47244760000
2017-03-10,47664839999
2017-03-13,47611440000
2017-03-14,47540240000
2017-03-15,48060000000
2017-03-16,47892680000
2017-03-17,47440560000
2017-03-20,47611440000
2017-03-21,47590080000
2017-03-22,47291040000
2017-03-23,47358680000
2017-03-24,47152199999
2017-03-27,47120160000
2017-03-28,47251880000
2017-03-29,47180680000
2017-03-30,47077440000
2017-03-31,46649672000
2017-04-03,46607144000
2017-04-04,46858768000
2017-04-05,46674479999
2017-04-06,46465384000
2017-04-07,46543352000
2017-04-10,46752447999
2017-04-11,47004072000
2017-04-12,47170640000
2017-04-13,47018247999
2017-04-17,47266328000
2017-04-18,47457704000
2017-04-19,47202536000
2017-04-20,46507912000
2017-04-21,46057824000
2017-04-24,46213760000
2017-04-25,47071408000
2017-04-26,46118072000
2017-04-27,46072000000
2017-04-28,45983400000
2017-05-01,45916064000
2017-05-02,44916656000
2017-05-03,44927288000
2017-05-04,45430536000
2017-05-05,45572296000
2017-05-08,45476608000
2017-05-09,45437624000
2017-05-10,45770760000
2017-05-11,45402184000
2017-05-12,45359656000
2017-05-15,45363200000
2017-05-16,45157648000
2017-05-17,45349024000
2017-05-18,44909568000
2017-05-19,45079680000
2017-05-22,45037152000
2017-05-23,44937920000
2017-05-24,45373832000
2017-05-25,45859360000
2017-05-26,45898344000
2017-05-30,45706968000
2017-05-31,45976312000
2017-06-01,46068456000
2017-06-02,46298815999
2017-06-05,46355520000
2017-06-06,46412224000
2017-06-07,46142879999
2017-06-08,45380920000
2017-06-09,45636088000
2017-06-12,45653808000
2017-06-13,45848728000
2017-06-14,46203128000
2017-06-15,46362608000
2017-06-16,46146424000
2017-06-19,47057232000
2017-06-20,47124568000
2017-06-21,46720552000
2017-06-22,46692200000
2017-06-23,46887120000
2017-06-26,47319488000
2017-06-27,46589424000
2017-06-28,46603600000
2017-06-29,45717600000
2017-06-30,45537097000
2017-07-03,45297261000
2017-07-05,45378382000
2017-07-06,44574226000
2017-07-07,44722360000
2017-07-10,44796427000
2017-07-11,44373187000
2017-07-12,43981690000
2017-07-13,43699530000
2017-07-14,43914677000
2017-07-17,43978163000
2017-07-18,43935839000
2017-07-19,43717165000
2017-07-20,43632517000
2017-07-21,44186256000
2017-07-24,43667787000
2017-07-25,43974636000
2017-07-26,43114048000
2017-07-27,43808867000
2017-07-28,43188115000
2017-07-31,43438532000
2017-08-01,42920063000
2017-08-02,42803672000
2017-08-03,42916536000
2017-08-04,42789564000
2017-08-07,42824834000
2017-08-08,42831888000
2017-08-09,42891847000
2017-08-10,42701389000
2017-08-11,42549728000
2017-08-14,42920063000
2017-08-15,43110521000
2017-08-16,43145791000
2017-08-17,43128156000
2017-08-18,42814253000
2017-08-21,43269236000
2017-08-22,43181061000
2017-08-23,43124629000
2017-08-24,42673173000
2017-08-25,42860104000
2017-08-28,43159899000
2017-08-29,43163426000
2017-08-30,43135210000
2017-08-31,43484383000
2017-09-01,43456167000
2017-09-05,43350357000
2017-09-06,42433337000
2017-09-07,42186447000
2017-09-08,41664451000
2017-09-11,42182920000
2017-09-12,42535620000
2017-09-13,42316946000
2017-09-14,42616741000
2017-09-15,42711970000
2017-09-18,42983549000
2017-09-19,42944752000
2017-09-20,42380432000
2017-09-21,41660924000
2017-09-22,41449304000
2017-09-25,41438723000
2017-09-26,41505736000
2017-09-27,41093077000
2017-09-28,41251792000
2017-09-29,41505736000
2017-10-02,41005960248
2017-10-03,40518670475
2017-10-04,41083085248
2017-10-05,41181244339
2017-10-06,40452062520
2017-10-09,40487119339
2017-10-10,40823664793
2017-10-11,41310954566
2017-10-12,41212795475
2017-10-13,41563363657
2017-10-16,41444170476
2017-10-17,41465204566
2017-10-18,41121647748
2017-10-19,40508153430
2017-10-20,39768454566
2017-10-23,39449437520
2017-10-24,39277659111
2017-10-25,39403863656
2017-10-26,39821039793
2017-10-27,39407369338
2017-10-30,39007721611
2017-10-31,39442426156
2017-11-01,39281164793
2017-11-02,39105880702
2017-11-03,38839448883
2017-11-06,38516926156
2017-11-07,39239096611
2017-11-08,39694835247
2017-11-09,39715869338
2017-11-10,40013852293
2017-11-13,40459073884
2017-11-14,40157585248
2017-11-15,39764948884
2017-11-16,40280284111
2017-11-17,40076954566
2017-11-20,40438039793
2017-11-21,41016477294
2017-11-22,40683437521
2017-11-24,40834181839
2017-11-27,40932340930
2017-11-28,41149693203
2017-11-29,41766693203
2017-11-30,41984045476
2017-12-01,42246971612
2017-12-04,43158448886
2017-12-05,43067301158
2017-12-06,42825409113
2017-12-07,41984045476
2017-12-08,42106744340
2017-12-11,41538823885
2017-12-12,40806136384
2017-12-13,41153198884
2017-12-14,41104119339
2017-12-15,41545835248
2017-12-18,41945482976
2017-12-19,42268005703
2017-12-20,42225937521
2017-12-21,42166340930
2017-12-22,42299556840
2017-12-26,42527426158
2017-12-27,42727250022
2017-12-28,42148812521
2017-12-29,42299556840
2018-01-02,41722128000
2018-01-03,41024832000
2018-01-04,41497872000
2018-01-05,41406768000
2018-01-08,41848272000
2018-01-09,40926720000
2018-01-10,40281984000
2018-01-11,39490080000
2018-01-12,39588192000
2018-01-16,40036704000
2018-01-17,40877664000
2018-01-18,40415136000
2018-01-19,40467696000
2018-01-22,40965264000
2018-01-23,41291136000
2018-01-24,41946384000
2018-01-25,43253376000
2018-01-26,42829392000
2018-01-29,41946384000
2018-01-30,41522400000
2018-01-31,40996800000
2018-02-01,41312160000
2018-02-02,40719984000
2018-02-05,39202752000
2018-02-06,39994656000
2018-02-07,39370944000
2018-02-08,39136176000
2018-02-09,39048576000
2018-02-12,39829968000
2018-02-13,39476064000
2018-02-14,39500592000
2018-02-15,40583328000
2018-02-16,40681440000
2018-02-20,40103280000
2018-02-21,39223776000
2018-02-22,39528624000
2018-02-23,39822960000
2018-02-26,40106784000
2018-02-27,39363936000
2018-02-28,38866368000
2018-03-01,39069600000
2018-03-02,39437520000
2018-03-05,39658272000
2018-03-06,39612720000
2018-03-07,39160704000
2018-03-08,39262320000
2018-03-09,39223776000
2018-03-12,39616224000
2018-03-13,39581184000
2018-03-14,38922432000
2018-03-15,38873376000
2018-03-16,39251808000
2018-03-19,38925936000
2018-03-20,38586048000
2018-03-21,37983360000
2018-03-22,37660992000
2018-03-23,36700896000
2018-03-26,36988224000
2018-03-27,37668000000
2018-03-28,38354784000
2018-03-29,38589552000
2018-04-02,37352992000
2018-04-03,37628544000
2018-04-04,38120352000
2018-04-05,38162208000
2018-04-06,37879680000
2018-04-09,37795968000
2018-04-10,37834336000
2018-04-11,37597152000
2018-04-12,37028608000
2018-04-13,36916992000
2018-04-16,37255328000
2018-04-17,37182080000
2018-04-18,37157664000
2018-04-19,36044992000
2018-04-20,34890464000
2018-04-23,34363776000
2018-04-24,35019520000
2018-04-25,35682240000
2018-04-26,35818272000
2018-04-27,36453088000
2018-04-30,36114752000
2018-05-01,35999648000
2018-05-02,35253216000
2018-05-03,35699680000
2018-05-04,36181024000
2018-05-07,35982208000
2018-05-08,35525280000
2018-05-09,35947328000
2018-05-10,36215904000
2018-05-11,36589120000
2018-05-14,36554240000
2018-05-15,36275200000
2018-05-16,36585632000
2018-05-17,36578656000
2018-05-18,36160096000
2018-05-21,36526336000
2018-05-22,36547264000
2018-05-23,36467040000
2018-05-24,36400768000
2018-05-25,36784448000
2018-05-29,36564704000
2018-05-30,36770496000
2018-05-31,35176480000
2018-06-01,35183456000
2018-06-04,35350880000
2018-06-05,35162528000
2018-06-06,35141600000
2018-06-07,35514816000
2018-06-08,36020576000
2018-06-11,36149632000
2018-06-12,36111264000
2018-06-13,35888032000
2018-06-14,35591552000
2018-06-15,36079872000
2018-06-18,35138112000
2018-06-19,35696192000
2018-06-20,35455520000
2018-06-21,34928832000
2018-06-22,35218336000
2018-06-25,36233344000
2018-06-26,36038016000
2018-06-27,36065920000
2018-06-28,36460064000
2018-06-29,36742592000
2018-07-02,36445584000
2018-07-03,36317120000
2018-07-05,37070544000
2018-07-06,37098320000
2018-07-09,36508080000
2018-07-10,36372672000
2018-07-11,36497664000
2018-07-12,36501136000
2018-07-13,36671264000
2018-07-16,36594880000
