,PBI
2013-11-26,4670614160
2013-11-27,4682626027
2013-11-29,4638582516
2013-12-02,4680624049
2013-12-03,4478424293
2013-12-04,4508453960
2013-12-05,4314262115
2013-12-06,4452398582
2013-12-09,4450396604
2013-12-10,4506451982
2013-12-11,4412359027
2013-12-12,4398345182
2013-12-13,4452398582
2013-12-16,4444390671
2013-12-17,4416362982
2013-12-18,4430376827
2013-12-19,4416362982
2013-12-20,4484430227
2013-12-23,4596540982
2013-12-24,4614558782
2013-12-26,4758701183
2013-12-27,4716659649
2013-12-30,4680624049
2013-12-31,4714498700
2014-01-02,4740802770
2014-01-03,4825785150
2014-01-06,4781270570
2014-01-07,4789364130
2014-01-08,4793410910
2014-01-09,4726639040
2014-01-10,4750919720
2014-01-13,4635586490
2014-01-14,4720568870
2014-01-15,4789364130
2014-01-16,4746872940
2014-01-17,4674030900
2014-01-21,4694264800
2014-01-22,4700334970
2014-01-23,4528346820
2014-01-24,4378615960
2014-01-27,4275423070
2014-01-28,4410990200
2014-01-29,4396826470
2014-01-30,5230463150
2014-01-31,5094896020
2014-02-03,4947188550
2014-02-04,5066568560
2014-02-05,4995749910
2014-02-06,5078708900
2014-02-07,5153574330
2014-02-10,5072638730
2014-02-11,5094896020
2014-02-12,5068591950
2014-02-13,5139410600
2014-02-14,5187971960
2014-02-18,5183925180
2014-02-19,5107036360
2014-02-20,5127270260
2014-02-21,5080732290
2014-02-24,4993726520
2014-02-25,5058475000
2014-02-26,5064545170
2014-02-27,5058475000
2014-02-28,5149527550
2014-03-03,5194042130
2014-03-04,5258790610
2014-03-05,5325562480
2014-03-06,5319492310
2014-03-07,5364006890
2014-03-10,5277001120
2014-03-11,5222369590
2014-03-12,5198088910
2014-03-13,5135363820
2014-03-14,5109059750
2014-03-17,5123223480
2014-03-18,5210229250
2014-03-19,5151550940
2014-03-20,5165714670
2014-03-21,5107036360
2014-03-24,5157621110
2014-03-25,5204159080
2014-03-26,5109059750
2014-03-27,5064545170
2014-03-28,5153574330
2014-03-31,5267185380
2014-04-01,5200306920
2014-04-02,5429314980
2014-04-03,5479980480
2014-04-04,5467820760
2014-04-07,5265158760
2014-04-08,5226652980
2014-04-09,5285424960
2014-04-10,5222599740
2014-04-11,5068576620
2014-04-14,4969272240
2014-04-15,4983458580
2014-04-16,5163827760
2014-04-17,5139508320
2014-04-21,5145588180
2014-04-22,5210440020
2014-04-23,5180040720
2014-04-24,5171934240
2014-04-25,5032097460
2014-04-28,4963192380
2014-04-29,5080736340
2014-04-30,5431341600
2014-05-01,5380676100
2014-05-02,5352303420
2014-05-05,5384729340
2014-05-06,5307717780
2014-05-07,5275291860
2014-05-08,5307717780
2014-05-09,5257052280
2014-05-12,5311771020
2014-05-13,5327983980
2014-05-14,5275291860
2014-05-15,5238812700
2014-05-16,5269212000
2014-05-19,5431341600
2014-05-20,5352303420
2014-05-21,5382702720
2014-05-22,5384729340
2014-05-23,5488086960
2014-05-27,5583338100
2014-05-28,5581311480
2014-05-29,5595497820
2014-05-30,5599551060
2014-06-02,5672509380
2014-06-03,5605630920
2014-06-04,5615764020
2014-06-05,5642110080
2014-06-06,5674536000
2014-06-09,5702908680
2014-06-10,5631976980
2014-06-11,5593471200
2014-06-12,5504299920
2014-06-13,5567125140
2014-06-16,5542805700
2014-06-17,5623870500
2014-06-18,5646163320
2014-06-19,5623870500
2014-06-20,5589417960
2014-06-23,5530645980
2014-06-24,5512406400
2014-06-25,5625897120
2014-06-26,5607657540
2014-06-27,5668456140
2014-06-30,5580814340
2014-07-01,5580814340
2014-07-02,5617184600
2014-07-03,5643452010
2014-07-07,5546464650
2014-07-08,5481806410
2014-07-09,5487868120
2014-07-10,5550505790
2014-07-11,5566670350
2014-07-14,5683863410
2014-07-15,5693966260
2014-07-16,5683863410
2014-07-17,5485847550
2014-07-18,5522217810
2014-07-21,5502012110
2014-07-22,5548485220
2014-07-23,5491909260
2014-07-24,5477765270
2014-07-25,5449477290
2014-07-28,5437353870
2014-07-29,5324201950
2014-07-30,5562629210
2014-07-31,5467662420
2014-08-01,5451497860
2014-08-04,5485847550
2014-08-05,5405024750
2014-08-06,5162556350
2014-08-07,5194885470
2014-08-08,5271667130
2014-08-11,5301975680
2014-08-12,5265605420
2014-08-13,5354510500
2014-08-14,5350469360
2014-08-15,5314099100
2014-08-18,5378757340
2014-08-19,5411086460
2014-08-20,5394921900
2014-08-21,5376736770
2014-08-22,5396942470
2014-08-25,5441395010
2014-08-26,5455539000
2014-08-27,5453518430
2014-08-28,5457559570
2014-08-29,5467662420
2014-09-02,5530300090
2014-09-03,5475744700
2014-09-04,5471703560
2014-09-05,5489888690
2014-09-08,5512114960
2014-09-09,5455539000
2014-09-10,5502012110
2014-09-11,5502012110
2014-09-12,5360572210
2014-09-15,5255502570
2014-09-16,5303996250
2014-09-17,5227214590
2014-09-18,5202967750
2014-09-19,5202967750
2014-09-22,5126186090
2014-09-23,5087795260
2014-09-24,5148412360
2014-09-25,5128206660
2014-09-26,5093856970
2014-09-29,5049404430
2014-09-30,5040563617
2014-10-01,4885252133
2014-10-02,4844911488
2014-10-03,4917524649
2014-10-06,4776332391
2014-10-07,4762213165
2014-10-08,4842894456
2014-10-09,4667412649
2014-10-10,4637157165
2014-10-13,4564544004
2014-10-14,4619003875
2014-10-15,4677497810
2014-10-16,4766247230
2014-10-17,4857013682
2014-10-20,4867098843
2014-10-21,4955848262
2014-10-22,4915507617
2014-10-23,4941729037
2014-10-24,4951814198
2014-10-27,4969967488
2014-10-28,5048631746
2014-10-29,5064768004
2014-10-30,4955848262
2014-10-31,4990137811
2014-11-03,4963916391
2014-11-04,4957865295
2014-11-05,5030478456
2014-11-06,5022410327
2014-11-07,5042580650
2014-11-10,5024427359
2014-11-11,4992154843
2014-11-12,4969967488
2014-11-13,5008291101
2014-11-14,5012325166
2014-11-17,4971984520
2014-11-18,4982069682
2014-11-19,4901388391
2014-11-20,4897354327
2014-11-21,4996188908
2014-11-24,4967950456
2014-11-25,5099057553
2014-11-26,4955848262
2014-11-28,4965933424
2014-12-01,4852979617
2014-12-02,4859030714
2014-12-03,5090989424
2014-12-04,5064768004
2014-12-05,5082921295
2014-12-08,5038546585
2014-12-09,5010308133
2014-12-10,4961899359
2014-12-11,5002240004
2014-12-12,4857013682
2014-12-15,4754145036
2014-12-16,4647242327
2014-12-17,4778349423
2014-12-18,4945763101
2014-12-19,4974001553
2014-12-22,4974001553
2014-12-23,5072836133
2014-12-24,5086955359
2014-12-26,5060733940
2014-12-29,5086955359
2014-12-30,4978035617
2014-12-31,4906582690
2015-01-02,4906582690
2015-01-05,4824034520
2015-01-06,4846181590
2015-01-07,4828061260
2015-01-08,4880408880
2015-01-09,4852221700
2015-01-12,4817994410
2015-01-13,4783767120
2015-01-14,4775713640
2015-01-15,4723366020
2015-01-16,4743499720
2015-01-20,4755579940
2015-01-21,4830074630
2015-01-22,4910609430
2015-01-23,4890475730
2015-01-26,4916649540
2015-01-27,4882422250
2015-01-28,4840141480
2015-01-29,4842154850
2015-01-30,4828061260
2015-02-02,4481761620
2015-02-03,4632764370
2015-02-04,4485788360
2015-02-05,4568336530
2015-02-06,4546189460
2015-02-09,4558269680
2015-02-10,4584443490
2015-02-11,4524042390
2015-02-12,4586456860
2015-02-13,4622697520
2015-02-17,4578403380
2015-02-18,4592496970
2015-02-19,4580416750
2015-02-20,4630751000
2015-02-23,4664978290
2015-02-24,4642831220
2015-02-25,4695178840
2015-02-26,4648871330
2015-02-27,4664978290
2015-03-02,4652898070
2015-03-03,4554242940
2015-03-04,4526055760
2015-03-05,4513975540
2015-03-06,4449547700
2015-03-09,4526055760
2015-03-10,4443507590
2015-03-11,4487801730
2015-03-12,4554242940
2015-03-13,4518002280
2015-03-16,4578403380
2015-03-17,4610617300
2015-03-18,4699205580
2015-03-19,4681085250
2015-03-20,4824034520
2015-03-23,4828061260
2015-03-24,4817994410
2015-03-25,4749539830
2015-03-26,4709272430
2015-03-27,4697192210
2015-03-30,4785780490
2015-03-31,4703923840
2015-04-01,4758386080
2015-04-02,4746283360
2015-04-06,4711992320
2015-04-07,4687786880
2015-04-08,4714009440
2015-04-09,4705940960
2015-04-10,4758386080
2015-04-13,4764437440
2015-04-14,4746283360
2015-04-15,4758386080
2015-04-16,4754351840
2015-04-17,4693838240
2015-04-20,4685769760
2015-04-21,4663581440
2015-04-22,4685769760
2015-04-23,4673667040
2015-04-24,4621221920
2015-04-27,4576845280
2015-04-28,4615170560
2015-04-29,4548605600
2015-04-30,4512297440
2015-05-01,4605084960
2015-05-04,4663581440
2015-05-05,4574828160
2015-05-06,4486074880
2015-05-07,4484057760
2015-05-08,4562725440
2015-05-11,4580879520
2015-05-12,4566759680
2015-05-13,4582896640
2015-05-14,4611136320
2015-05-15,4661564320
2015-05-18,4639376000
2015-05-19,4578862400
2015-05-20,4613153440
2015-05-21,4609119200
2015-05-22,4637358880
2015-05-26,4619204800
2015-05-27,4574828160
2015-05-28,4486074880
2015-05-29,4407407200
2015-06-01,4413458560
2015-06-02,4417492800
2015-06-03,4423544160
2015-06-04,4383201760
2015-06-05,4401355840
2015-06-08,4391270240
2015-06-09,4358996320
2015-06-10,4443715360
2015-06-11,4475989280
2015-06-12,4385218880
2015-06-15,4350927840
2015-06-16,4361013440
2015-06-17,4377150400
2015-06-18,4425561280
2015-06-19,4433629760
2015-06-22,4421527040
2015-06-23,4463886560
2015-06-24,4389253120
2015-06-25,4322688160
2015-06-26,4334790880
2015-06-29,4272260160
2015-06-30,4159377939
2015-07-01,4159377939
2015-07-02,4175367860
2015-07-06,4169371640
2015-07-07,4217341400
2015-07-08,4125399360
2015-07-09,4143388020
2015-07-10,4213343919
2015-07-13,4225336360
2015-07-14,4267309900
2015-07-15,4257316200
2015-07-16,4265311160
2015-07-17,4215342660
2015-07-20,4239327540
2015-07-21,4111408180
2015-07-22,4211345180
2015-07-23,4183362820
2015-07-24,4059440939
2015-07-27,4053444720
2015-07-28,4115405660
2015-07-29,4151382980
2015-07-30,4087423300
2015-07-31,4181364080
2015-08-03,4067435900
2015-08-04,4111408180
2015-08-05,4133394320
2015-08-06,4171370380
2015-08-07,4139390540
2015-08-10,4223337620
2015-08-11,4263312419
2015-08-12,4283299820
2015-08-13,4245323759
2015-08-14,4261313680
2015-08-17,4297291000
2015-08-18,4293293520
2015-08-19,4233331320
2015-08-20,4151382980
2015-08-21,4023463620
2015-08-24,3845575759
2015-08-25,3761628680
2015-08-26,3827587099
2015-08-27,3997480000
2015-08-28,3987486300
2015-08-31,3959503939
2015-09-01,3855569460
2015-09-02,3915531660
2015-09-03,3963501419
2015-09-04,3877555599
2015-09-08,4033457320
2015-09-09,3991483780
2015-09-10,4047448500
2015-09-11,4083425820
2015-09-14,4087423300
2015-09-15,4167372900
2015-09-16,4207347700
2015-09-17,4199352740
2015-09-18,4113406919
2015-09-21,4085424560
2015-09-22,4005474960
2015-09-23,3993482520
2015-09-24,3989485040
2015-09-25,4021464880
2015-09-28,3933520320
2015-09-29,3853570720
2015-09-30,3892359424
2015-10-01,3821767515
2015-10-02,3868828788
2015-10-05,3996286401
2015-10-06,3992364628
2015-10-07,4068839197
2015-10-08,4088448060
2015-10-09,4080604515
2015-10-12,4078643628
2015-10-13,4064917424
2015-10-14,4041386787
2015-10-15,4080604515
2015-10-16,4078643628
2015-10-19,4096291606
2015-10-20,4117861356
2015-10-21,4053152106
2015-10-22,4113939583
2015-10-23,4161000855
2015-10-26,4127665787
2015-10-27,4059034765
2015-10-28,4137470219
2015-10-29,3941381583
2015-10-30,4049230333
2015-11-02,4188453264
2015-11-03,4202179469
2015-11-04,4141391992
2015-11-05,4141391992
2015-11-06,4170805287
2015-11-09,4149235537
2015-11-10,4170805287
2015-11-11,4155118196
2015-11-12,4092369833
2015-11-13,4025699697
2015-11-16,4080604515
2015-11-17,4072760969
2015-11-18,4123744015
2015-11-19,4123744015
2015-11-20,4164922628
2015-11-23,4143352878
2015-11-24,4149235537
2015-11-25,4141391992
2015-11-27,4129626674
2015-11-30,4235514537
2015-12-01,4184531492
2015-12-02,4090408946
2015-12-03,4070800083
2015-12-04,4133548446
2015-12-07,4051191219
2015-12-08,3988442856
2015-12-09,3884515879
2015-12-10,3915890060
2015-12-11,3841376379
2015-12-14,3788432447
2015-12-15,3845298151
2015-12-16,3923733606
2015-12-17,3886476765
2015-12-18,3859024356
2015-12-21,3894320310
2015-12-22,3953146901
2015-12-23,4043347674
2015-12-24,4047269447
2015-12-28,4027660583
2015-12-29,4106096037
2015-12-30,4082565401
2015-12-31,3969776649
2016-01-04,3917871580
2016-01-05,3917871580
2016-01-06,3877500970
2016-01-07,3735242630
2016-01-08,3600673930
2016-01-11,3652579000
2016-01-12,3654501410
2016-01-13,3573760190
2016-01-14,3575682600
2016-01-15,3546846450
2016-01-19,3546846450
2016-01-20,3493018970
2016-01-21,3527622350
2016-01-22,3600673930
2016-01-25,3567992959
2016-01-26,3666035870
2016-01-27,3660268640
2016-01-28,3669880690
2016-01-29,3764078779
2016-02-01,3739087450
2016-02-02,3220036750
2016-02-03,3295010740
2016-02-04,3387286420
2016-02-05,3327691709
2016-02-08,3233493620
2016-02-09,3202735060
2016-02-10,3250795310
2016-02-11,3164286860
2016-02-12,3245028080
2016-02-16,3296933149
2016-02-17,3375751959
2016-02-18,3362295089
2016-02-19,3383441600
2016-02-22,3404588110
2016-02-23,3408432930
2016-02-24,3404588110
2016-02-25,3431501850
2016-02-26,3468027640
2016-02-29,3483406920
2016-03-01,3581449830
2016-03-02,3604518750
2016-03-03,3689104790
2016-03-04,3750621910
2016-03-07,3858276870
2016-03-08,3752544320
2016-03-09,3810216620
2016-03-10,3885190610
2016-03-11,3929406040
2016-03-14,3885190610
2016-03-15,3869811330
2016-03-16,3944785320
2016-03-17,4052440279
2016-03-18,4087043660
2016-03-21,4085121250
2016-03-22,4069741970
2016-03-23,3998612800
2016-03-24,4017836899
2016-03-28,4027448950
2016-03-29,4065897149
2016-03-30,4079354020
2016-03-31,4036488300
2016-04-01,4036488300
2016-04-04,4004631150
2016-04-05,3957782400
2016-04-06,3980269799
2016-04-07,3920303400
2016-04-08,3950286599
2016-04-11,3940916850
2016-04-12,3937168950
2016-04-13,4060849650
2016-04-14,4030866450
2016-04-15,4040236199
2016-04-18,4066471500
2016-04-19,4045858050
2016-04-20,4058975700
2016-04-21,3991513500
2016-04-22,4027118549
2016-04-25,3970900050
2016-04-26,3985891650
2016-04-27,4027118549
2016-04-28,3987765600
2016-04-29,3929673150
2016-05-02,3922177350
2016-05-03,3547387350
2016-05-04,3504286500
2016-05-05,3457437750
2016-05-06,3438698250
2016-05-09,3416210850
2016-05-10,3489294900
2016-05-11,3438698250
2016-05-12,3399345300
2016-05-13,3346874700
2016-05-16,3389975550
2016-05-17,3403093200
2016-05-18,3354370499
2016-05-19,3322513350
2016-05-20,3354370499
2016-05-23,3343126800
2016-05-24,3397471350
2016-05-25,3425580600
2016-05-26,3442446150
2016-05-27,3476177250
2016-05-31,3491168850
2016-06-01,3504286500
2016-06-02,3549261300
2016-06-03,3556757100
2016-06-06,3577370550
2016-06-07,3571748699
2016-06-08,3566126850
2016-06-09,3536143650
2016-06-10,3479925150
2016-06-13,3421832700
2016-06-14,3374983950
2016-06-15,3361866300
2016-06-16,3339378900
2016-06-17,3359992350
2016-06-20,3371236049
2016-06-21,3378731850
2016-06-22,3358118400
2016-06-23,3410589000
2016-06-24,3204454500
2016-06-27,3069530100
2016-06-28,3187588950
2016-06-29,3290656199
2016-06-30,3303733400
2016-07-01,3301877370
2016-07-05,3207219840
2016-07-06,3192371600
2016-07-07,3214643960
2016-07-08,3303733400
2016-07-11,3338997969
2016-07-12,3441079620
2016-07-13,3452215800
2016-07-14,3494904489
2016-07-15,3498616550
2016-07-18,3511608760
2016-07-19,3478200219
2016-07-20,3502328610
2016-07-21,3487480370
2016-07-22,3489336400
2016-07-25,3500472580
2016-07-26,3537593180
2016-07-27,3539449210
2016-07-28,3558009510
2016-07-29,3583993930
2016-08-01,3537593180
2016-08-02,3357558270
2016-08-03,3340854000
2016-08-04,3396534900
2016-08-05,3455927860
2016-08-08,3455927860
2016-08-09,3435511530
2016-08-10,3418807260
2016-08-11,3428087410
2016-08-12,3424375350
2016-08-15,3455927860
2016-08-16,3437367560
2016-08-17,3452215800
2016-08-18,3431799469
2016-08-19,3409527110
2016-08-22,3409527110
2016-08-23,3435511530
2016-08-24,3441079620
2016-08-25,3444791680
2016-08-26,3483768310
2016-08-29,3468920070
2016-08-30,3502328610
2016-08-31,3481912280
2016-09-01,3513464790
2016-09-02,3509752730
2016-09-06,3481912280
2016-09-07,3472632130
2016-09-08,3439223590
2016-09-09,3300021340
2016-09-12,3338997969
2016-09-13,3300021340
2016-09-14,3268468830
2016-09-15,3309301489
2016-09-16,3277748980
2016-09-19,3296309280
2016-09-20,3255476620
2016-09-21,3266612800
2016-09-22,3307445460
2016-09-23,3298165310
2016-09-26,3266612800
2016-09-27,3279605010
2016-09-28,3331573850
2016-09-29,3337141940
2016-09-30,3377966370
2016-10-03,3357505120
2016-10-04,3314722506
2016-10-05,3296121370
2016-10-06,3314722506
2016-10-07,3270079779
2016-10-10,3277520233
2016-10-11,3234737619
2016-10-12,3238457847
2016-10-13,3149172392
2016-10-14,3156612847
2016-10-17,3167773528
2016-10-18,3203115688
2016-10-19,3223576938
2016-10-20,3197535347
2016-10-21,3190094892
2016-10-24,3221716824
2016-10-25,3244038188
2016-10-26,3288680915
2016-10-27,3231017392
2016-10-28,3364945574
2016-10-31,3318442733
2016-11-01,2704605232
2016-11-02,2712045687
2016-11-03,2738087278
2016-11-04,2648801823
2016-11-07,2734367050
2016-11-08,2726926596
2016-11-09,2764128869
2016-11-10,2799471028
2016-11-11,2823652505
2016-11-14,2782730005
2016-11-15,2779009778
2016-11-16,2771569323
2016-11-17,2769709209
2016-11-18,2728786709
2016-11-21,2786450232
2016-11-22,2771569323
2016-11-23,2771569323
2016-11-25,2764128869
2016-11-28,2756688414
2016-11-29,2697164778
2016-11-30,2669263073
2016-12-01,2702745118
2016-12-02,2721346255
2016-12-05,2801331141
2016-12-06,2849694096
2016-12-07,2894336823
2016-12-08,2970601483
2016-12-09,2946420005
2016-12-12,2916658187
2016-12-13,2922238528
2016-12-14,2883176142
2016-12-15,2888756482
2016-12-16,2938979551
2016-12-19,2952000346
2016-12-20,2974321710
2016-12-21,2959440801
2016-12-22,2909217732
2016-12-23,2901777278
2016-12-27,2901777278
2016-12-28,2847833982
2016-12-29,2853414323
2016-12-30,2825512619
2017-01-03,2949674520
2017-01-04,2962693260
2017-01-05,2970132540
2017-01-06,3009188760
2017-01-09,2994310200
2017-01-10,3012908400
2017-01-11,2990590559
2017-01-12,3031506600
2017-01-13,3085441380
2017-01-17,3016628040
2017-01-18,3014768220
2017-01-19,2914337940
2017-01-20,2923637040
2017-01-23,2919917400
2017-01-24,2985011100
2017-01-25,3009188760
2017-01-26,2947814700
2017-01-27,2951534340
2017-01-30,2919917400
2017-01-31,2960833440
2017-02-01,2443803480
2017-02-02,2406607080
2017-02-03,2451242760
2017-02-06,2447523120
2017-02-07,2430784740
2017-02-08,2432644560
2017-02-09,2451242760
2017-02-10,2453102580
2017-02-13,2456822220
2017-02-14,2508897180
2017-02-15,2482859700
2017-02-16,2469840960
2017-02-17,2490298980
2017-02-21,2559112320
2017-02-22,2572131060
2017-02-23,2568411420
2017-02-24,2616766740
2017-02-27,2601888180
2017-02-28,2536794480
2017-03-01,2566551600
2017-03-02,2486579340
2017-03-03,2523775740
2017-03-06,2508897180
2017-03-07,2464261500
2017-03-08,2467981140
2017-03-09,2471700780
2017-03-10,2471700780
2017-03-13,2503317720
2017-03-14,2462401680
2017-03-15,2486579340
2017-03-16,2499598080
2017-03-17,2388008880
2017-03-20,2376849960
2017-03-21,2345233020
2017-03-22,2322915180
2017-03-23,2337793740
2017-03-24,2332214280
2017-03-27,2326634820
2017-03-28,2348952660
2017-03-29,2389868700
2017-03-30,2417766000
2017-03-31,2442825630
2017-04-03,2392515720
2017-04-04,2409285690
2017-04-05,2420465670
2017-04-06,2439098970
2017-04-07,2420465670
2017-04-10,2448415620
2017-04-11,2448415620
2017-04-12,2405559030
2017-04-13,2405559030
2017-04-17,2440962300
2017-04-18,2442825630
2017-04-19,2435372310
2017-04-20,2454005610
2017-04-21,2442825630
2017-04-24,2481955560
2017-04-25,2498725530
2017-04-26,2515495500
2017-04-27,2496862200
2017-04-28,2476365570
2017-05-01,2500588860
2017-05-02,2845304910
2017-05-03,2884434840
2017-05-04,2826671610
2017-05-05,2886298170
2017-05-08,2953378050
2017-05-09,2975738010
2017-05-10,3007414620
2017-05-11,2949651390
2017-05-12,2921701440
2017-05-15,2901204810
2017-05-16,2871391530
2017-05-17,2800584990
2017-05-18,2770771710
2017-05-19,2793131670
2017-05-22,2830398270
2017-05-23,2839714920
2017-05-24,2794995000
2017-05-25,2793131670
2017-05-26,2781951690
2017-05-30,2808038310
2017-05-31,2770771710
2017-06-01,2862074880
2017-06-02,2828534940
2017-06-05,2809901640
2017-06-06,2841578250
2017-06-07,2806174980
2017-06-08,2834124930
2017-06-09,2834124930
2017-06-12,2867664870
2017-06-13,2867664870
2017-06-14,2880708180
2017-06-15,2852758230
2017-06-16,2841578250
2017-06-19,2903068140
2017-06-20,2862074880
2017-06-21,2787541680
2017-06-22,2778225030
2017-06-23,2809901640
2017-06-26,2862074880
2017-06-27,2845304910
2017-06-28,2873254860
2017-06-29,2847168240
2017-06-30,2816104700
2017-07-03,2836619370
2017-07-05,2797455000
2017-07-06,2750830750
2017-07-07,2788130150
2017-07-10,2817969670
2017-07-11,2827294520
2017-07-12,2827294520
2017-07-13,2868323860
2017-07-14,2886973560
2017-07-17,2890703500
2017-07-18,2898163380
2017-07-19,2898163380
2017-07-20,2898163380
2017-07-21,2896298410
2017-07-24,2931732840
2017-07-25,2976492120
2017-07-26,2954112480
2017-07-27,2935462780
2017-07-28,2886973560
2017-07-31,2935462780
2017-08-01,2482275070
2017-08-02,2472950220
2017-08-03,2387161600
2017-08-04,2394621480
2017-08-07,2454300520
2017-08-08,2493464890
2017-08-09,2441245730
2017-08-10,2359187050
2017-08-11,2364781960
2017-08-14,2383431660
2017-08-15,2364781960
2017-08-16,2370376870
2017-08-17,2364781960
2017-08-18,2375971780
2017-08-21,2344267290
2017-08-22,2368511900
2017-08-23,2340537350
2017-08-24,2357322080
2017-08-25,2357322080
2017-08-28,2338672380
2017-08-29,2340537350
2017-08-30,2349862200
2017-08-31,2396486450
2017-09-01,2405811300
2017-09-05,2359187050
2017-09-06,2379701720
2017-09-07,2355457110
2017-09-08,2353592140
2017-09-11,2372241840
2017-09-12,2374106810
2017-09-13,2377836750
2017-09-14,2390891540
2017-09-15,2420731060
2017-09-18,2409541240
2017-09-19,2411406210
2017-09-20,2435650820
2017-09-21,2478545130
2017-09-22,2532629260
2017-09-25,2519574470
2017-09-26,2521439440
2017-09-27,2562468780
2017-09-28,2601633150
2017-09-29,2612822970
2017-10-02,2634726838
2017-10-03,2627231171
2017-10-04,2619735504
2017-10-05,2623483338
2017-10-06,2615987671
2017-10-09,2610365921
2017-10-10,2645970338
2017-10-11,2612239837
2017-10-12,2595374587
2017-10-13,2600996337
2017-10-16,2572887587
2017-10-17,2550400587
2017-10-18,2571013671
2017-10-19,2587878921
2017-10-20,2666583421
2017-10-23,2647844254
2017-10-24,2668457338
2017-10-25,2614113754
2017-10-26,2612239837
2017-10-27,2597248504
2017-10-30,2556022337
2017-10-31,2574761504
2017-11-01,2136265003
2017-11-02,2096912753
2017-11-03,2108156253
2017-11-06,2057560503
2017-11-07,1997595170
2017-11-08,2023830003
2017-11-09,1976982086
2017-11-10,1943251586
2017-11-13,1877664503
2017-11-14,1812077419
2017-11-15,1806455669
2017-11-16,1868294919
2017-11-17,1860799253
2017-11-20,1836438336
2017-11-21,1830816586
2017-11-22,1842060086
2017-11-24,1855177503
2017-11-27,1883286253
2017-11-28,1903899336
2017-11-29,1969486420
2017-11-30,1999469086
2017-12-01,1926386336
2017-12-04,1946999420
2017-12-05,1952621170
2017-12-06,1971360336
2017-12-07,2001343003
2017-12-08,2008838670
2017-12-11,2044443086
2017-12-12,2046317003
2017-12-13,2053812670
2017-12-14,2027577836
2017-12-15,2044443086
2017-12-18,2121273670
2017-12-19,2102534503
2017-12-20,2132517170
2017-12-21,2130643253
2017-12-22,2125021503
2017-12-26,2111904087
2017-12-27,2083795337
2017-12-28,2095038837
2017-12-29,2095038837
2018-01-02,2130238200
2018-01-03,2111551900
2018-01-04,2128369570
2018-01-05,2150793130
2018-01-08,2173216690
2018-01-09,2147055870
2018-01-10,2173216690
2018-01-11,2496489680
2018-01-12,2462854340
2018-01-16,2397452290
2018-01-17,2419875850
2018-01-18,2341393390
2018-01-19,2365685580
2018-01-22,2388109140
2018-01-23,2403058180
2018-01-24,2399320920
2018-01-25,2393715030
2018-01-26,2401189550
2018-01-29,2389977770
2018-01-30,2358211060
2018-01-31,2636636930
2018-02-01,2556285840
2018-02-02,2427350370
2018-02-05,2361948320
2018-02-06,2382503250
2018-02-07,2358211060
2018-02-08,2279728600
2018-02-09,2275991340
2018-02-12,2298414900
2018-02-13,2290940380
2018-02-14,2302152160
2018-02-15,2294677640
2018-02-16,2305889420
2018-02-20,2309626680
2018-02-21,2294677640
2018-02-22,2294677640
2018-02-23,2361948320
2018-02-26,2375028730
2018-02-27,2348867910
2018-02-28,2317101200
2018-03-01,2332050240
2018-03-02,2395583660
2018-03-05,2397452290
2018-03-06,2436693520
2018-03-07,2421744480
2018-03-08,2389977770
2018-03-09,2404926810
2018-03-12,2375028730
2018-03-13,2367554210
2018-03-14,2343262020
2018-03-15,2333918870
2018-03-16,2322707090
2018-03-19,2296546270
2018-03-20,2262910930
2018-03-21,2287203120
2018-03-22,2212457920
2018-03-23,2115289160
2018-03-26,2051755740
2018-03-27,2040543960
2018-03-28,2049887110
2018-03-29,2034938070
2018-04-02,2012185000
2018-04-03,2027159400
2018-04-04,2075826200
2018-04-05,2049620999
2018-04-06,2008441400
2018-04-09,1978492600
2018-04-10,2029031200
2018-04-11,2021544000
2018-04-12,2042133800
2018-04-13,2010313200
2018-04-16,2019672199
2018-04-17,2044005600
2018-04-18,2051492800
2018-04-19,2049620999
2018-04-20,2008441400
2018-04-23,2008441400
2018-04-24,1995338800
2018-04-25,1982236200
2018-04-26,1999082400
2018-04-27,2029031200
2018-04-30,1912979600
2018-05-01,1877415399
2018-05-02,1686491800
2018-05-03,1600389000
2018-05-04,1617235200
2018-05-07,1649055800
2018-05-08,1658414800
2018-05-09,1662158400
2018-05-10,1707081599
2018-05-11,1714568800
2018-05-14,1677132800
2018-05-15,1686491800
2018-05-16,1723927800
2018-05-17,1720184200
2018-05-18,1710825200
2018-05-21,1720184200
2018-05-22,1729543200
2018-05-23,1675260999
2018-05-24,1628465999
2018-05-25,1639696800
2018-05-29,1645312199
2018-05-30,1650927600
2018-05-31,1665902000
2018-06-01,1688363600
2018-06-04,1725799600
2018-06-05,1740774000
2018-06-06,1742645800
2018-06-07,1752004800
2018-06-08,1766979200
2018-06-11,1802543400
2018-06-12,1796928000
2018-06-13,1774466400
2018-06-14,1723927800
2018-06-15,1699594400
2018-06-18,1798799800
2018-06-19,1798799800
2018-06-20,1791312600
2018-06-21,1733286800
2018-06-22,1729543200
2018-06-25,1692107199
2018-06-26,1656543000
2018-06-27,1613491599
2018-06-28,1581670999
2018-06-29,1604132600
2018-07-02,1621615500
2018-07-03,1660984200
2018-07-05,1704102300
2018-07-06,1707851700
2018-07-09,1737846900
2018-07-10,1719099900
2018-07-11,1687230000
2018-07-12,1687230000
2018-07-13,1679731200
2018-07-16,1640362500
