,PDCO
2013-11-26,4202934850
2013-11-27,4180691750
2013-11-29,4194846450
2013-12-02,4179680700
2013-12-03,4177658600
2013-12-04,4147327100
2013-12-05,4142271850
2013-12-06,4222144800
2013-12-09,4198890650
2013-12-10,4226188999
2013-12-11,4124072950
2013-12-12,4094752500
2013-12-13,4078575700
2013-12-16,4080597800
2013-12-17,4059365750
2013-12-18,4107896150
2013-12-19,4096774600
2013-12-20,4094752500
2013-12-23,4123061900
2013-12-24,4134183450
2013-12-26,4134183450
2013-12-27,4154404450
2013-12-30,4163503900
2013-12-31,4165526000
2014-01-02,4125083999
2014-01-03,4178669650
2014-01-06,4140249750
2014-01-07,4203945900
2014-01-08,4171592300
2014-01-09,4174625450
2014-01-10,4140249750
2014-01-13,4095763550
2014-01-14,4133172400
2014-01-15,4144293950
2014-01-16,4165526000
2014-01-17,4143282899
2014-01-21,4178669650
2014-01-22,4195857500
2014-01-23,4112951400
2014-01-24,4043188950
2014-01-27,3973323950
2014-01-28,3999247770
2014-01-29,3986285859
2014-01-30,4015200890
2014-01-31,3984291720
2014-02-03,3893558349
2014-02-04,3913499750
2014-02-05,3926461660
2014-02-06,3940420640
2014-02-07,3957370830
2014-02-10,4018192099
2014-02-11,4049101270
2014-02-12,3996256560
2014-02-13,4027165730
2014-02-14,4018192099
2014-02-18,3986285859
2014-02-19,3962356180
2014-02-20,4043118849
2014-02-21,4060069040
2014-02-24,4070039740
2014-02-25,4056080760
2014-02-26,4044115920
2014-02-27,4073030950
2014-02-28,4103940119
2014-03-03,4071036810
2014-03-04,4155787760
2014-03-05,4148808270
2014-03-06,4187694000
2014-03-07,4187694000
2014-03-10,4173735020
2014-03-11,4208632470
2014-03-12,4228573869
2014-03-13,4168749670
2014-03-14,4102943050
2014-03-17,4142825849
2014-03-18,4166755530
2014-03-19,4151799480
2014-03-20,4148808270
2014-03-21,4101945980
2014-03-24,4087987000
2014-03-25,4086989930
2014-03-26,4092972349
2014-03-27,4067048530
2014-03-28,4090978210
2014-03-31,4163764320
2014-04-01,4200655910
2014-04-02,4217606099
2014-04-03,4288398070
2014-04-04,4234556290
2014-04-07,4169746740
2014-04-08,4204644190
2014-04-09,4288398070
2014-04-10,4145817060
2014-04-11,4070039740
2014-04-14,4100948910
2014-04-15,4124878589
2014-04-16,4066051460
2014-04-17,4091975280
2014-04-21,4116902030
2014-04-22,4108925470
2014-04-23,4107928400
2014-04-24,4081007510
2014-04-25,4079013369
2014-04-28,4074475580
2014-04-29,4074475580
2014-04-30,4042690300
2014-05-01,4054609780
2014-05-02,4018851340
2014-05-05,4028784240
2014-05-06,4001965410
2014-05-07,4022824500
2014-05-08,4024811080
2014-05-09,4107254150
2014-05-12,4126126660
2014-05-13,4121160210
2014-05-14,4092354800
2014-05-15,4059576229
2014-05-16,4085401770
2014-05-19,4094341380
2014-05-20,4038717139
2014-05-21,4075468870
2014-05-22,3896676669
2014-05-23,3881777320
2014-05-27,3883763900
2014-05-28,3872837710
2014-05-29,3878797449
2014-05-30,3889723639
2014-06-02,3886743770
2014-06-03,3893696800
2014-06-04,3879790740
2014-06-05,3873831000
2014-06-06,3899656540
2014-06-09,3933428400
2014-06-10,3908596150
2014-06-11,3876810870
2014-06-12,3849992040
2014-06-13,3845025590
2014-06-16,3856945070
2014-06-17,3871844419
2014-06-18,3901643120
2014-06-19,3915549180
2014-06-20,3951307620
2014-06-23,3957267360
2014-06-24,3983092900
2014-06-25,4004945280
2014-06-26,3985079479
2014-06-27,3966206970
2014-06-30,3924488790
2014-07-01,3937401560
2014-07-02,3926475370
2014-07-03,3948327750
2014-07-07,3935414979
2014-07-08,3928461949
2014-07-09,3910582729
2014-07-10,3884757190
2014-07-11,3902636410
2014-07-14,3889723639
2014-07-15,3902636410
2014-07-16,3935414979
2014-07-17,3842045720
2014-07-18,3881777320
2014-07-21,3897669960
2014-07-22,3930448530
2014-07-23,3945347880
2014-07-24,3978126449
2014-07-25,3914555889
2014-07-28,3918487319
2014-07-29,3887858700
2014-07-30,3911571180
2014-07-31,3854266020
2014-08-01,3850313940
2014-08-04,3821661360
2014-08-05,3814745220
2014-08-06,3821661360
2014-08-07,3781152540
2014-08-08,3830553540
2014-08-11,3814745220
2014-08-12,3848337900
2014-08-13,3858218099
2014-08-14,3869086319
2014-08-15,3863158200
2014-08-18,3904655040
2014-08-19,3958008120
2014-08-20,3961960200
2014-08-21,4024205459
2014-08-22,4014325260
2014-08-25,4042977840
2014-08-26,3998516940
2014-08-27,3966900300
2014-08-28,3983696640
2014-08-29,3978756540
2014-09-02,3983696640
2014-09-03,3982708620
2014-09-04,3971840400
2014-09-05,4024205459
2014-09-08,4041989819
2014-09-09,4022229420
2014-09-10,4030133580
2014-09-11,4037049720
2014-09-12,4008397140
2014-09-15,4007409120
2014-09-16,3987648720
2014-09-17,4015313280
2014-09-18,4045941900
2014-09-19,4016301300
2014-09-22,3996540900
2014-09-23,4095342900
2014-09-24,4175372520
2014-09-25,4077558540
2014-09-26,4091390819
2014-09-29,4098306959
2014-09-30,4093366860
2014-10-01,4071630420
2014-10-02,4102259040
2014-10-03,4174384500
2014-10-06,4142767860
2014-10-07,4078546560
2014-10-08,4106211120
2014-10-09,4046929920
2014-10-10,4039025760
2014-10-13,3972828420
2014-10-14,3993576840
2014-10-15,3986660700
2014-10-16,3933307620
2014-10-17,3993576840
2014-10-20,4007409120
2014-10-21,4096330920
2014-10-22,4067678340
2014-10-23,4106211120
2014-10-24,4133875680
2014-10-27,4171132400
2014-10-28,4178051340
2014-10-29,4168167140
2014-10-30,4214622880
2014-10-31,4261078620
2014-11-03,4258113360
2014-11-04,4285789120
2014-11-05,4318406980
2014-11-06,4352013260
2014-11-07,4348059580
2014-11-10,4363874300
2014-11-11,4375735340
2014-11-12,4460739460
2014-11-13,4517079400
2014-11-14,4471612080
2014-11-17,4572430920
2014-11-18,4607025620
2014-11-19,4581326700
2014-11-20,4622840340
2014-11-21,4607025620
2014-11-24,4710809720
2014-11-25,4719705500
2014-11-26,4721682340
2014-11-28,4762207560
2014-12-01,4740462320
2014-12-02,4770114920
2014-12-03,4802732780
2014-12-04,4841281160
2014-12-05,4817559080
2014-12-08,4800755940
2014-12-09,4778022280
2014-12-10,4773080180
2014-12-11,4760230720
2014-12-12,4689064480
2014-12-15,4659411880
2014-12-16,4657435040
2014-12-17,4743427580
2014-12-18,4819535920
2014-12-19,4846223260
2014-12-22,4854130620
2014-12-23,4824478020
2014-12-24,4822501180
2014-12-26,4819535920
2014-12-29,4805698040
2014-12-30,4800755940
2014-12-31,4754300200
2015-01-02,4798779100
2015-01-05,4779999120
2015-01-06,4728601280
2015-01-07,4881806380
2015-01-08,4962856820
2015-01-09,4984602060
2015-01-12,4948030520
2015-01-13,4959891560
2015-01-14,4967798920
2015-01-15,4915412660
2015-01-16,4971752600
2015-01-20,4975706280
2015-01-21,4958903140
2015-01-22,5085420900
2015-01-23,5059721980
2015-01-26,5067827200
2015-01-27,5053969860
2015-01-28,5009428410
2015-01-29,5046051380
2015-01-30,4957958290
2015-02-02,4942121330
2015-02-03,5007448790
2015-02-04,5017346890
2015-02-05,5084653970
2015-02-06,5006458980
2015-02-09,4917376080
2015-02-10,4932223230
2015-02-11,4971815630
2015-02-12,5029224610
2015-02-13,5013387650
2015-02-17,4983693350
2015-02-18,4970825820
2015-02-19,4881742920
2015-02-20,4878773490
2015-02-23,4869865200
2015-02-24,4906488170
2015-02-25,4883722540
2015-02-26,4893620640
2015-02-27,4956968480
2015-03-02,4986662780
2015-03-03,4975774870
2015-03-04,4975774870
2015-03-05,4991611830
2015-03-06,4883722540
2015-03-09,4918365890
2015-03-10,4838191280
2015-03-11,4747128760
2015-03-12,4865905960
2015-03-13,4800578500
2015-03-16,4894610450
2015-03-17,4839181090
2015-03-18,4924304750
2015-03-19,4931233420
2015-03-20,4982703540
2015-03-23,4953009240
2015-03-24,4899559500
2015-03-25,4829282990
2015-03-26,4790680400
2015-03-27,4823344130
2015-03-30,4859967100
2015-03-31,4829282990
2015-04-01,4767914770
2015-04-02,4796619260
2015-04-06,4777812870
2015-04-07,4795629450
2015-04-08,4759996290
2015-04-09,4773853630
2015-04-10,4783751730
2015-04-13,4773853630
2015-04-14,4763955530
2015-04-15,4716444650
2015-04-16,4710505790
2015-04-17,4647157950
2015-04-20,4683780920
2015-04-21,4672893010
2015-04-22,4685760540
2015-04-23,4701597500
2015-04-24,4769894390
2015-04-27,4710283320
2015-04-28,4747074640
2015-04-29,4695367920
2015-04-30,4669514560
2015-05-01,4681446880
2015-05-04,4609852960
2015-05-05,4564112400
2015-05-06,4535275960
2015-05-07,4559140600
2015-05-08,4580022160
2015-05-11,4581016520
2015-05-12,4557151880
2015-05-13,4573061640
2015-05-14,4618802200
2015-05-15,4625762720
2015-05-18,4659570960
2015-05-19,4706305880
2015-05-20,4714260760
2015-05-21,4690396120
2015-05-22,4741108480
2015-05-26,4689401760
2015-05-27,4699345360
2015-05-28,4731164880
2015-05-29,4757018240
2015-06-01,4769944920
2015-06-02,4747074640
2015-06-03,4769944920
2015-06-04,4785854680
2015-06-05,4755029520
2015-06-08,4773922360
2015-06-09,4755029520
2015-06-10,4795798280
2015-06-11,4832589600
2015-06-12,4811708040
2015-06-15,4760995680
2015-06-16,4814691120
2015-06-17,4863414760
2015-06-18,4909155320
2015-06-19,4899211720
2015-06-22,4927053800
2015-06-23,4899211720
2015-06-24,4844521920
2015-06-25,4840544480
2015-06-26,4853471160
2015-06-29,4786849040
2015-06-30,4837561400
2015-07-01,4899211720
2015-07-02,4867392200
2015-07-06,4886285040
2015-07-07,4930036880
2015-07-08,4831595240
2015-07-09,4845516280
2015-07-10,4891256840
2015-07-13,4886285040
2015-07-14,4876341440
2015-07-15,4846510640
2015-07-16,4895234280
2015-07-17,4883301960
2015-07-20,4870375280
2015-07-21,4874352720
2015-07-22,4953901520
2015-07-23,4843527560
2015-07-24,4819662920
2015-07-27,4793809560
2015-07-28,4839550120
2015-07-29,4866397840
2015-07-30,4948929720
2015-07-31,4987709760
2015-08-03,4921323750
2015-08-04,4903589250
2015-08-05,4939058250
2015-08-06,4904574500
2015-08-07,4900633500
2015-08-10,4942999250
2015-08-11,4912456500
2015-08-12,4876002250
2015-08-13,4888810500
2015-08-14,4905559750
2015-08-17,4926250000
2015-08-18,5078963750
2015-08-19,5063199750
2015-08-20,4942014000
2015-08-21,4839548000
2015-08-24,4708509750
2015-08-25,4657276750
2015-08-26,4830680750
2015-08-27,4526238500
2015-08-28,4570574750
2015-08-31,4515400750
2015-09-01,4380421500
2015-09-02,4427713500
2015-09-03,4417861000
2015-09-04,4402097000
2015-09-08,4535105750
2015-09-09,4454315250
2015-09-10,4485843250
2015-09-11,4505548250
2015-09-14,4498651500
2015-09-15,4535105750
2015-09-16,4432639750
2015-09-17,4435595500
2015-09-18,4425743000
2015-09-21,4454315250
2015-09-22,4434610250
2015-09-23,4443477500
2015-09-24,4434610250
2015-09-25,4364657500
2015-09-28,4227707749
2015-09-29,4233619250
2015-09-30,4261206250
2015-10-01,4255294750
2015-10-02,4334114750
2015-10-05,4406038000
2015-10-06,4347908250
2015-10-07,4434610250
2015-10-08,4531164750
2015-10-09,4608014250
2015-10-12,4605058500
2015-10-13,4542987750
2015-10-14,4451359500
2015-10-15,4496681000
2015-10-16,4525253250
2015-10-19,4538061500
2015-10-20,4546928750
2015-10-21,4552840250
2015-10-22,4502592500
2015-10-23,4631660250
2015-10-26,4632645500
2015-10-27,4597176500
2015-10-28,4617866750
2015-10-29,4682893250
2015-10-30,4670085000
2015-11-02,4577033350
2015-11-03,4570359900
2015-11-04,4584660150
2015-11-05,4587520200
2015-11-06,4594193650
2015-11-09,4568453200
2015-11-10,4582753450
2015-11-11,4581800100
2015-11-12,4485511750
2015-11-13,4458817950
2015-11-16,4528412500
2015-11-17,4560826400
2015-11-18,4647581250
2015-11-19,4602773800
2015-11-20,4622794150
2015-11-23,4636141050
2015-11-24,4357762850
2015-11-25,4347276000
2015-11-27,4346322650
2015-11-30,4344415950
2015-12-01,4363482950
2015-12-02,4334882450
2015-12-03,4228107250
2015-12-04,4286261600
2015-12-07,4302468550
2015-12-08,4240500799
2015-12-09,4200460100
2015-12-10,4213807000
2015-12-11,4171859600
2015-12-14,4152792600
2015-12-15,4158512699
2015-12-16,4248127600
2015-12-17,4232874000
2015-12-18,4199506749
2015-12-21,4225247200
2015-12-22,4259567800
2015-12-23,4280541500
2015-12-24,4296748450
2015-12-28,4311048700
2015-12-29,4340602550
2015-12-30,4332975750
2015-12-31,4310095350
2016-01-04,4155652650
2016-01-05,4210946950
2016-01-06,4209993599
2016-01-07,4143259100
2016-01-08,4041250650
2016-01-11,3955449150
2016-01-12,3976422850
2016-01-13,3833420350
2016-01-14,3859160799
2016-01-15,3836280400
2016-01-19,3799099750
2016-01-20,3771452600
2016-01-21,3755245650
2016-01-22,3848673949
2016-01-25,3837233750
2016-01-26,3943055600
2016-01-27,3880134500
2016-01-28,3925895300
2016-01-29,4047924100
2016-02-01,4110507600
2016-02-02,4084733400
2016-02-03,4112416800
2016-02-04,4127690400
2016-02-05,4068505199
2016-02-08,3902404800
2016-02-09,3940588800
2016-02-10,4030321200
2016-02-11,3957771600
2016-02-12,4055140799
2016-02-16,4159192200
2016-02-17,4223150400
2016-02-18,4244151600
2016-02-19,4245106200
2016-02-22,4330065600
2016-02-23,4287108599
2016-02-24,4290927000
2016-02-25,4304291400
2016-02-26,4245106200
2016-02-29,4146782400
2016-03-01,4200240000
2016-03-02,4179238800
2016-03-03,4256561400
2016-03-04,4263243599
2016-03-07,4266107400
2016-03-08,4208831400
2016-03-09,4187830199
2016-03-10,4150600799
2016-03-11,4232696400
2016-03-14,4208831400
2016-03-15,4219332000
2016-03-16,4283290199
2016-03-17,4315746600
2016-03-18,4319565000
2016-03-21,4334838600
2016-03-22,4371113400
2016-03-23,4381614000
2016-03-24,4263243599
2016-03-28,4277562600
2016-03-29,4384477800
2016-03-30,4420752600
2016-03-31,4441753800
2016-04-01,4424571000
2016-04-04,4432207800
2016-04-05,4305246000
2016-04-06,4376841000
2016-04-07,4286154000
2016-04-08,4289972400
2016-04-11,4276607999
2016-04-12,4241287800
2016-04-13,4259425199
2016-04-14,4249879200
2016-04-15,4272789600
2016-04-18,4285199400
2016-04-19,4316701200
2016-04-20,4303336800
2016-04-21,4275653400
2016-04-22,4289017800
2016-04-25,4290927000
2016-04-26,4255606800
2016-04-27,4222195799
2016-04-28,4158237600
2016-04-29,4138191000
2016-05-02,4163054210
2016-05-03,4138234350
2016-05-04,4092413069
2016-05-05,4107686830
2016-05-06,4102913779
2016-05-09,4156371940
2016-05-10,4205057049
2016-05-11,4173554920
2016-05-12,4237513790
2016-05-13,4258515210
2016-05-16,4353021600
2016-05-17,4285244290
2016-05-18,4312927980
2016-05-19,4298608830
2016-05-20,4371159190
2016-05-23,4299563440
2016-05-24,4389296780
2016-05-25,4345384720
2016-05-26,4600265590
2016-05-27,4668997510
2016-05-31,4659451410
2016-06-01,4666133680
2016-06-02,4706227300
2016-06-03,4687135100
2016-06-06,4695726590
2016-06-07,4697635810
2016-06-08,4771140780
2016-06-09,4803597520
2016-06-10,4734865600
2016-06-13,4689998930
2016-06-14,4621267010
2016-06-15,4602174810
2016-06-16,4551580480
2016-06-17,4514350690
2016-06-20,4587855660
2016-06-21,4573536510
2016-06-22,4572581900
2016-06-23,4626040060
2016-06-24,4424617350
2016-06-27,4359703870
2016-06-28,4433208840
2016-06-29,4542988990
2016-06-30,4571627290
2016-07-01,4626994670
2016-07-05,4614584740
2016-07-06,4683316660
2016-07-07,4686180490
2016-07-08,4756821630
2016-07-11,4733910990
2016-07-12,4713864180
2016-07-13,4711954960
2016-07-14,4722455670
2016-07-15,4698590420
2016-07-18,4734865600
2016-07-19,4727228720
2016-07-20,4734865600
2016-07-21,4709091130
2016-07-22,4726274110
2016-07-25,4715773400
2016-07-26,4710045740
2016-07-27,4663269850
2016-07-28,4669952120
2016-07-29,4711954960
2016-08-01,4687315100
2016-08-02,4658728100
2016-08-03,4686362200
2016-08-04,4512934400
2016-08-05,4582496100
2016-08-08,4413832800
2016-08-09,4381434200
2016-08-10,4389057400
2016-08-11,4422408900
2016-08-12,4380481300
2016-08-15,4374763900
2016-08-16,4379528400
2016-08-17,4290908700
2016-08-18,4339506600
2016-08-19,4437655300
2016-08-22,4471006800
2016-08-23,4454807500
2016-08-24,4358564600
2016-08-25,4382387100
2016-08-26,4401445100
2016-08-29,4416691500
2016-08-30,4403350900
2016-08-31,4383340000
2016-09-01,4386198700
2016-09-02,4468148100
2016-09-06,4478630000
2016-09-07,4495782200
2016-09-08,4446231400
2016-09-09,4289955800
2016-09-12,4362376200
2016-09-13,4315684100
2016-09-14,4319495700
2016-09-15,4386198700
2016-09-16,4396680600
2016-09-19,4388104500
2016-09-20,4405256700
2016-09-21,4459572000
2016-09-22,4495782200
2016-09-23,4448137200
2016-09-26,4373811000
2016-09-27,4373811000
2016-09-28,4400492200
2016-09-29,4331883400
2016-09-30,4377622600
2016-10-03,4318542800
2016-10-04,4263274600
2016-10-05,4298531900
2016-10-06,4322354400
2016-10-07,4320448600
2016-10-10,4375716800
2016-10-11,4335695000
2016-10-12,4335695000
2016-10-13,4316637000
2016-10-14,4231828899
2016-10-17,4201336100
2016-10-18,4248028200
2016-10-19,4229923100
2016-10-20,4197524499
2016-10-21,4184183899
2016-10-24,4173701999
2016-10-25,4234687600
2016-10-26,4094611300
2016-10-27,4062212700
2016-10-28,4074600400
2016-10-31,4046217270
2016-11-01,4162743780
2016-11-02,4295375580
2016-11-03,4299165060
2016-11-04,4335165120
2016-11-07,4421375790
2016-11-08,4421375790
2016-11-09,4453586370
2016-11-10,4498112760
2016-11-11,4515165420
2016-11-14,4536007560
2016-11-15,4554007590
2016-11-16,4581481320
2016-11-17,4569165510
2016-11-18,4404323130
2016-11-21,4500954870
2016-11-22,3747795720
2016-11-23,3719374620
2016-11-25,3699479849
2016-11-28,3675795599
2016-11-29,3682427189
2016-11-30,3670111380
2016-12-01,3698532480
2016-12-02,3713690400
2016-12-05,3752532570
2016-12-06,3824532689
2016-12-07,3782848410
2016-12-08,3773374710
2016-12-09,3827374800
2016-12-12,3844427460
2016-12-13,3862427490
2016-12-14,3802743180
2016-12-15,3826427430
2016-12-16,3879480150
2016-12-19,3817901099
2016-12-20,3816006360
2016-12-21,3846322200
2016-12-22,3868111710
2016-12-23,3870006450
2016-12-27,3876638040
2016-12-28,3877585410
2016-12-29,3897480180
2016-12-30,3887059110
2017-01-03,4031059349
2017-01-04,4068954150
2017-01-05,4018743540
2017-01-06,4019690910
2017-01-09,4030111980
2017-01-10,3959059230
2017-01-11,3834006390
2017-01-12,3818848470
2017-01-13,3910743360
2017-01-17,3887059110
2017-01-18,3904111770
2017-01-19,3854848530
2017-01-20,3869059080
2017-01-23,3898427550
2017-01-24,3900322290
2017-01-25,3957164490
2017-01-26,3957164490
2017-01-27,3931585500
2017-01-30,3847030000
2017-01-31,3904266300
2017-02-01,3933353600
2017-02-02,3926785500
2017-02-03,3953057900
2017-02-06,3951181300
2017-02-07,3951181300
2017-02-08,3956811100
2017-02-09,4008417600
2017-02-10,4018738900
2017-02-13,4048764500
2017-02-14,4080666700
2017-02-15,4081605000
2017-02-16,4108815700
2017-02-17,4136026400
2017-02-21,4204522300
2017-02-22,4184818000
2017-02-23,4184818000
2017-02-24,4242992600
2017-02-27,4252375600
2017-02-28,4264573500
2017-03-01,4305858700
2017-03-02,4285216100
2017-03-03,4222350000
2017-03-06,4111630600
2017-03-07,4142594500
2017-03-08,4163237099
2017-03-09,4166990299
2017-03-10,4182003100
2017-03-13,4245807500
2017-03-14,4239239400
2017-03-15,4297414000
2017-03-16,4273018200
2017-03-17,4267388399
2017-03-20,4273018200
2017-03-21,4202645700
2017-03-22,4159483900
2017-03-23,4148224300
2017-03-24,4173558399
2017-03-27,4194201000
2017-03-28,4224226600
2017-03-29,4229856400
2017-03-30,4247684100
2017-03-31,4243930899
2017-04-03,4237362799
2017-04-04,4218596800
2017-04-05,4149162600
2017-04-06,4192324400
2017-04-07,4176373300
2017-04-10,4169805200
2017-04-11,4156668999
2017-04-12,4119137000
2017-04-13,4086296499
2017-04-17,4117260400
2017-04-18,4100371000
2017-04-19,4111630600
2017-04-20,4153854100
2017-04-21,4083481600
2017-04-24,4105062500
2017-04-25,4150100899
2017-04-26,4182941400
2017-04-27,4197015899
2017-04-28,4174496700
2017-05-01,4145673499
2017-05-02,4158742499
2017-05-03,4159676000
2017-05-04,4224087500
2017-05-05,4235289499
2017-05-08,4162476500
2017-05-09,4124203000
2017-05-10,4050456500
2017-05-11,4042988500
2017-05-12,4055124000
2017-05-15,4069126500
2017-05-16,4038321000
2017-05-17,3998180500
2017-05-18,3968308500
2017-05-19,3994446500
2017-05-22,4059791500
2017-05-23,4066326000
2017-05-24,4020584500
2017-05-25,4177412500
2017-05-26,4101799000
2017-05-30,4099932000
2017-05-31,4122335999
2017-06-01,4399585500
2017-06-02,4386516500
2017-06-05,4334240500
2017-06-06,4303435000
2017-06-07,4299701000
2017-06-08,4306235500
2017-06-09,4306235500
2017-06-12,4321171500
2017-06-13,4358511500
2017-06-14,4362245500
2017-06-15,4371580500
2017-06-16,4376248000
2017-06-19,4408920500
2017-06-20,4443460000
2017-06-21,4454662000
2017-06-22,4474265500
2017-06-23,4465864000
2017-06-26,4463063500
2017-06-27,4444393500
2017-06-28,4459329500
2017-06-29,4442526500
2017-06-30,4382782500
2017-07-03,4435058500
2017-07-05,4427590500
2017-07-06,4121402500
2017-07-07,4144740000
2017-07-10,4107400000
2017-07-11,4047656000
2017-07-12,4032720000
2017-07-13,4026185500
2017-07-14,4051390000
2017-07-17,4023385000
2017-07-18,4011249500
2017-07-19,4015917000
2017-07-20,4008449000
2017-07-21,4003781500
2017-07-24,4014050000
2017-07-25,4014050000
2017-07-26,4003781500
2017-07-27,3955239499
2017-07-28,3938436500
2017-07-31,3868361840
2017-08-01,3778421500
2017-08-02,3712588880
2017-08-03,3678281740
2017-08-04,3637484059
2017-08-07,3637484059
2017-08-08,3590195840
2017-08-09,3535489860
2017-08-10,3474293340
2017-08-11,3521581559
2017-08-14,3514163800
2017-08-15,3407533500
2017-08-16,3457603380
2017-08-17,3408460720
2017-08-18,3379716900
2017-08-21,3371371920
2017-08-22,3430714000
2017-08-23,3363026940
2017-08-24,3415878480
2017-08-25,3500255500
2017-08-28,3490983300
2017-08-29,3515091019
2017-08-30,3550325380
2017-08-31,3569797000
2017-09-01,3512309360
2017-09-05,3495619400
2017-09-06,3605958580
2017-09-07,3687553940
2017-09-08,3650465140
2017-09-11,3731133280
2017-09-12,3769149300
2017-09-13,3656955680
2017-09-14,3544762059
2017-09-15,3572578660
2017-09-18,3517872680
2017-09-19,3447403960
2017-09-20,3506746040
2017-09-21,3441840640
2017-09-22,3467802800
2017-09-25,3522508780
2017-09-26,3588341400
2017-09-27,3626357420
2017-09-28,3588341400
2017-09-29,3583705300
2017-10-02,3578141980
2017-10-03,3587414180
2017-10-04,3569797000
2017-10-05,3569797000
2017-10-06,3511382140
2017-10-09,3490056080
2017-10-10,3421441800
2017-10-11,3426077900
2017-10-12,3452040059
2017-10-13,3468730019
2017-10-16,3503037160
2017-10-17,3513236580
2017-10-18,3535489860
2017-10-19,3597613599
2017-10-20,3650465140
2017-10-23,3635629620
2017-10-24,3695898920
2017-10-25,3685699500
2017-10-26,3662519000
2017-10-27,3404751840
2017-10-30,3342346150
2017-10-31,3402113000
2017-11-01,3321197880
2017-11-02,3307405530
2017-11-03,3323956350
2017-11-06,3217295510
2017-11-07,3210859080
2017-11-08,3132702430
2017-11-09,3129024470
2017-11-10,3069257620
2017-11-13,3086727930
2017-11-14,3083049970
2017-11-15,3167643050
2017-11-16,3316600430
2017-11-17,3313841960
2017-11-20,3201664180
2017-11-21,3199825199
2017-11-22,3244880210
2017-11-24,3243041230
2017-11-27,3315680940
2017-11-28,3340507170
2017-11-29,3397515550
2017-11-30,3360735949
2017-12-01,3255914089
2017-12-04,3429697699
2017-12-05,3339587680
2017-12-06,3200744690
2017-12-07,3237524290
2017-12-08,3261431030
2017-12-11,3265108990
2017-12-12,3290854710
2017-12-13,3309244510
2017-12-14,3229248880
2017-12-15,3356138500
2017-12-18,3375447790
2017-12-19,3441651070
2017-12-20,3357057990
2017-12-21,3338668190
2017-12-22,3333151250
2017-12-26,3332231760
2017-12-27,3345104620
2017-12-28,3348782580
2017-12-29,3322117370
2018-01-02,3483028120
2018-01-03,3423261269
2018-01-04,3445329030
2018-01-05,3464638320
2018-01-08,3473833220
2018-01-09,3434295150
2018-01-10,3363494420
2018-01-11,3371769830
2018-01-12,3449006990
2018-01-16,3506015370
2018-01-17,3388320650
2018-01-18,3341426660
2018-01-19,3365333400
2018-01-22,3403951980
2018-01-23,3391079120
2018-01-24,3421422290
2018-01-25,3436134130
2018-01-26,3454523930
2018-01-29,3468104960
2018-01-30,3374422040
2018-01-31,3296352940
2018-02-01,3275228359
2018-02-02,3234816120
2018-02-05,3094291740
2018-02-06,3153073180
2018-02-07,3108987100
2018-02-08,3019896480
2018-02-09,3044694900
2018-02-12,3023570320
2018-02-13,2866513660
2018-02-14,2907844360
2018-02-15,2847226000
2018-02-16,2916110500
2018-02-20,2902333600
2018-02-21,2942745840
2018-02-22,2926213560
2018-02-23,2962951960
2018-02-26,2971218100
2018-02-27,2924376640
2018-02-28,2900496680
2018-03-01,2214407060
2018-03-02,2297068460
2018-03-05,2302579220
2018-03-06,2264003900
2018-03-07,2309008440
2018-03-08,2288802320
2018-03-09,2322785340
2018-03-12,2297068460
2018-03-13,2267677740
2018-03-14,2272270040
2018-03-15,2244716240
2018-03-16,2196037860
2018-03-19,2128071820
2018-03-20,2057350399
2018-03-21,2069290380
2018-03-22,2029796600
2018-03-23,2007753560
2018-03-26,2008672020
2018-03-27,1992139740
2018-03-28,2047247340
2018-03-29,2041736580
2018-04-02,1965504399
2018-04-03,1986628980
2018-04-04,2024285840
2018-04-05,2053676560
2018-04-06,2098681100
2018-04-09,2068371920
2018-04-10,2122561060
2018-04-11,2152870240
2018-04-12,2099599560
2018-04-13,2102354940
2018-04-16,2143685640
2018-04-17,2156544080
2018-04-18,2164810220
2018-04-19,2072045760
2018-04-20,2050921179
2018-04-23,2093170340
2018-04-24,2094088800
2018-04-25,2111539539
2018-04-26,2147359480
2018-04-27,2182260960
2018-04-30,2074713600
2018-05-01,2058672000
2018-05-02,2077387200
2018-05-03,2048868799
2018-05-04,2075604800
2018-05-07,2006091200
2018-05-08,1968660800
2018-05-09,1981137600
2018-05-10,2025697600
2018-05-11,2033718400
2018-05-14,2009656000
2018-05-15,2004308799
2018-05-16,2034609599
2018-05-17,2019459200
2018-05-18,1998961600
2018-05-21,1969552000
2018-05-22,1943707200
2018-05-23,1896473600
2018-05-24,1942816000
2018-05-25,1933012800
2018-05-29,1887561600
2018-05-30,1910732800
2018-05-31,1864390400
2018-06-01,1869737600
2018-06-04,1892908799
2018-06-05,1898256000
2018-06-06,1916080000
2018-06-07,1910732800
2018-06-08,1941033600
2018-06-11,1980246400
2018-06-12,2001635200
2018-06-13,1987376000
2018-06-14,1990049599
2018-06-15,1994505600
2018-06-18,1944598400
2018-06-19,2001635200
2018-06-20,2007873600
2018-06-21,2074713600
2018-06-22,2194134400
2018-06-25,2149574400
2018-06-26,2116600000
2018-06-27,2116600000
2018-06-28,2055107200
2018-06-29,2020350400
2018-07-02,2003417600
2018-07-03,2039065600
2018-07-05,2027480000
2018-07-06,2056889599
2018-07-09,2072931200
2018-07-10,2064019200
2018-07-11,2028371200
2018-07-12,2038174400
2018-07-13,2042630400
2018-07-16,2007873600
