,CIEN
2013-12-20,2371127690
2013-12-23,2387847850
2013-12-24,2498618910
2013-12-26,2450548450
2013-12-27,2473538670
2013-12-30,2491303840
2013-12-31,2500708930
2014-01-02,2451593460
2014-01-03,2451593460
2014-01-06,2407703040
2014-01-07,2428603240
2014-01-08,2520564120
2014-01-09,2451593460
2014-01-10,2398297950
2014-01-13,2320967210
2014-01-14,2346047450
2014-01-15,2366947650
2014-01-16,2345002440
2014-01-17,2307382080
2014-01-21,2411883080
2014-01-22,2463088570
2014-01-23,2447413420
2014-01-24,2310517110
2014-01-27,2290661920
2014-01-28,2324102240
2014-01-29,2390982880
2014-01-30,2450548450
2014-01-31,2369861400
2014-02-03,2243902200
2014-02-04,2247965400
2014-02-05,2227649400
2014-02-06,2267265600
2014-02-07,2308913400
2014-02-10,2310945000
2014-02-11,2310945000
2014-02-12,2331261000
2014-02-13,2365798200
2014-02-14,2539500000
2014-02-18,2643111600
2014-02-19,2642095800
2014-02-20,2661396000
2014-02-21,2590290000
2014-02-24,2557784400
2014-02-25,2523247200
2014-02-26,2545594800
2014-02-27,2551689600
2014-02-28,2495820600
2014-03-03,2492773200
2014-03-04,2509026000
2014-03-05,2576068800
2014-03-06,2484646800
2014-03-07,2442999000
2014-03-10,2368845600
2014-03-11,2337355800
2014-03-12,2425730400
2014-03-13,2375956200
2014-03-14,2416588200
2014-03-17,2403382800
2014-03-18,2413540800
2014-03-19,2384082600
2014-03-20,2448078000
2014-03-21,2453157000
2014-03-24,2397288000
2014-03-25,2383066800
2014-03-26,2303834400
2014-03-27,2277423600
2014-03-28,2259139200
2014-03-31,2309929200
2014-04-01,2385098400
2014-04-02,2431825200
2014-04-03,2364782400
2014-04-04,2197175400
2014-04-07,2062074000
2014-04-08,2076295200
2014-04-09,2133180000
2014-04-10,2014331399
2014-04-11,1971667800
2014-04-14,1973699400
2014-04-15,1980810000
2014-04-16,2021441999
2014-04-17,2019410400
2014-04-21,2034647400
2014-04-22,2068168800
2014-04-23,2088484799
2014-04-24,2166701400
2014-04-25,2097626999
2014-04-28,1994015400
2014-04-29,2019410400
2014-04-30,2100285720
2014-05-01,2047167720
2014-05-02,2053541879
2014-05-05,2039731200
2014-05-06,1982363760
2014-05-07,1966428360
2014-05-08,1939869360
2014-05-09,1967490720
2014-05-12,2053541879
2014-05-13,2023795800
2014-05-14,1986613200
2014-05-15,2015296919
2014-05-16,2013172200
2014-05-19,2043980639
2014-05-20,2041855919
2014-05-21,2065227840
2014-05-22,2148091920
2014-05-23,2140655399
2014-05-27,2175713280
2014-05-28,2141717760
2014-05-29,2116221120
2014-05-30,2060978399
2014-06-02,1981301399
2014-06-03,1999361520
2014-06-04,2017421639
2014-06-05,2388185280
2014-06-06,2361626280
2014-06-09,2391372360
2014-06-10,2409432480
2014-06-11,2381811120
2014-06-12,2357376840
2014-06-13,2370125160
2014-06-16,2379686400
2014-06-17,2391372360
2014-06-18,2370125160
2014-06-19,2362688640
2014-06-20,2370125160
2014-06-23,2332942560
2014-06-24,2308508280
2014-06-25,2287261080
2014-06-26,2293635240
2014-06-27,2286198720
2014-06-30,2301071760
2014-07-01,2326568400
2014-07-02,2353127400
2014-07-03,2355252120
2014-07-07,2340379080
2014-07-08,2243704320
2014-07-09,2223519480
2014-07-10,2183149800
2014-07-11,2183149800
2014-07-14,2176775640
2014-07-15,2150216640
2014-07-16,2136405960
2014-07-17,2114096399
2014-07-18,2123657639
2014-07-21,2120470560
2014-07-22,2185274520
2014-07-23,2115158760
2014-07-24,2101348080
2014-07-25,2084350320
2014-07-28,2075851440
2014-07-29,2069477280
2014-07-30,2117283480
2014-07-31,2087810395
2014-08-01,2041842219
2014-08-04,2027944863
2014-08-05,2058946656
2014-08-06,2072844012
2014-08-07,2051463465
2014-08-08,2043980274
2014-08-11,2092086504
2014-08-12,2054670547
2014-08-13,2006564317
2014-08-14,2035428055
2014-08-15,2011909453
2014-08-18,2067498875
2014-08-19,2060015684
2014-08-20,2087810395
2014-08-21,2146606898
2014-08-22,2120950242
2014-08-25,2130571488
2014-08-26,2217162703
2014-08-27,2202196320
2014-08-28,2188298964
2014-08-29,2211817566
2014-09-02,2155159117
2014-09-03,2187229937
2014-09-04,1978769606
2014-09-05,2071774984
2014-09-08,2062153738
2014-09-09,2076051094
2014-09-10,2073913039
2014-09-11,2100638723
2014-09-12,2074982066
2014-09-15,2053601520
2014-09-16,2042911246
2014-09-17,2045049301
2014-09-18,2056808602
2014-09-19,2016185563
2014-09-22,1901799637
2014-09-23,1900730610
2014-09-24,1914627965
2014-09-25,1854762434
2014-09-26,1839796052
2014-09-29,1820553560
2014-09-30,1787413712
2014-10-01,1787413712
2014-10-02,1792758849
2014-10-03,1767102193
2014-10-06,1737169427
2014-10-07,1693339306
2014-10-08,1739307482
2014-10-09,1661268486
2014-10-10,1551158670
2014-10-13,1523363959
2014-10-14,1513742713
2014-10-15,1554365752
2014-10-16,1614231283
2014-10-17,1617438365
2014-10-20,1662337513
2014-10-21,1727548181
2014-10-22,1660199459
2014-10-23,1773516357
2014-10-24,1736100400
2014-10-27,1718995962
2014-10-28,1772447329
2014-10-29,1749997755
2014-10-30,1771378302
2014-10-31,1791689821
2014-11-03,1812741860
2014-11-04,1790109530
2014-11-05,1759933089
2014-11-06,1766399470
2014-11-07,1791187260
2014-11-10,1650004630
2014-11-11,1651082360
2014-11-12,1634916410
2014-11-13,1596118130
2014-11-14,1632760950
2014-11-17,1609050890
2014-11-18,1638149600
2014-11-19,1664015120
2014-11-20,1713590700
2014-11-21,1775021309
2014-11-24,1806275480
2014-11-25,1805197750
2014-11-26,1804120019
2014-11-28,1781487690
2014-12-01,1752388980
2014-12-02,1720057080
2014-12-03,1783643150
2014-12-04,1765321740
2014-12-05,1818130510
2014-12-08,1856928790
2014-12-09,1895727070
2014-12-10,1827830080
2014-12-11,1955002220
2014-12-12,1952846760
2014-12-15,1953924490
2014-12-16,1946380379
2014-12-17,2003500070
2014-12-18,2076785710
2014-12-19,2086485280
2014-12-22,2099418040
2014-12-23,2137138589
2014-12-24,2140371780
2014-12-26,2139294050
2014-12-29,2138216320
2014-12-30,2114506260
2014-12-31,2091873930
2015-01-02,2105884420
2015-01-05,2105884420
2015-01-06,2055231110
2015-01-07,2051997920
2015-01-08,2106962150
2015-01-09,2081096629
2015-01-12,2085407550
2015-01-13,2058464300
2015-01-14,2090796199
2015-01-15,2005655530
2015-01-16,2063852949
2015-01-20,2025054670
2015-01-21,2070319330
2015-01-22,2096184850
2015-01-23,2122050370
2015-01-26,2114506260
2015-01-27,2088640740
2015-01-28,2095107120
2015-01-29,2091873930
2015-01-30,1995955960
2015-02-02,2114394100
2015-02-03,2151867250
2015-02-04,2125749599
2015-02-05,2196153700
2015-02-06,2217729150
2015-02-09,2221135800
2015-02-10,2235897950
2015-02-11,2241575700
2015-02-12,2252931200
2015-02-13,2280184400
2015-02-17,2292675450
2015-02-18,2305166500
2015-02-19,2293811000
2015-02-20,2306302050
2015-02-23,2274506650
2015-02-24,2315386450
2015-02-25,2360808450
2015-02-26,2374435050
2015-02-27,2375570600
2015-03-02,2382383900
2015-03-03,2356266250
2015-03-04,2339233000
2015-03-05,2343775200
2015-03-06,2390332750
2015-03-09,2414179300
2015-03-10,2364215100
2015-03-11,2376706150
2015-03-12,2365350650
2015-03-13,2343775200
2015-03-16,2430077000
2015-03-17,2403959350
2015-03-18,2418721500
2015-03-19,2324470850
2015-03-20,2342639650
2015-03-23,2292675450
2015-03-24,2331284150
2015-03-25,2294946550
2015-03-26,2268828900
2015-03-27,2176849350
2015-03-30,2202967000
2015-03-31,2192747050
2015-04-01,2175713800
2015-04-02,2156409450
2015-04-06,2189340400
2015-04-07,2200695900
2015-04-08,2226813550
2015-04-09,2268828900
2015-04-10,2255202300
2015-04-13,2262015600
2015-04-14,2427805900
2015-04-15,2426670350
2015-04-16,2453923550
2015-04-17,2436890300
2015-04-20,2481176750
2015-04-21,2464143500
2015-04-22,2494803350
2015-04-23,2463007950
2015-04-24,2517514350
2015-04-27,2483447850
2015-04-28,2537954250
2015-04-29,2536818700
2015-04-30,2418721500
2015-05-01,2417585950
2015-05-04,2560089060
2015-05-05,2496146040
2015-05-06,2497330170
2015-05-07,2537590590
2015-05-08,2612190780
2015-05-11,2612190780
2015-05-12,2608638390
2015-05-13,2607454260
2015-05-14,2644162290
2015-05-15,2664292500
2015-05-18,2705737050
2015-05-19,2712841830
2015-05-20,2734156170
2015-05-21,2740076820
2015-05-22,2751918120
2015-05-26,2742445080
2015-05-27,2813492880
2015-05-28,2847832650
2015-05-29,2856121560
2015-06-01,2847832650
2015-06-02,2865594600
2015-06-03,2894013720
2015-06-04,2917696320
2015-06-05,2960325000
2015-06-08,2916512190
2015-06-09,2918880450
2015-06-10,2982823470
2015-06-11,3018347370
2015-06-12,3036109320
2015-06-15,3066896700
2015-06-16,3032556930
2015-06-17,3082290390
2015-06-18,3075185610
2015-06-19,3038477580
2015-06-22,3017163240
2015-06-23,3008874330
2015-06-24,2965061520
2015-06-25,2968613910
2015-06-26,2885724810
2015-06-29,2805203970
2015-06-30,2804019840
2015-07-01,2888093070
2015-07-02,2851385040
2015-07-06,2834807220
2015-07-07,2822965920
2015-07-08,2749549860
2015-07-09,2755470510
2015-07-10,2818229400
2015-07-13,2876251770
2015-07-14,2899934370
2015-07-15,2879804160
2015-07-16,2992296510
2015-07-17,3030188670
2015-07-20,2954404350
2015-07-21,3023083890
2015-07-22,2976902820
2015-07-23,3030188670
2015-07-24,3051503010
2015-07-27,2962693260
2015-07-28,2961509130
2015-07-29,2943747180
2015-07-30,2972166300
2015-07-31,3013610850
2015-08-03,3347061120
2015-08-04,3306832020
2015-08-05,3308172990
2015-08-06,3207600240
2015-08-07,3156643380
2015-08-10,3164689200
2015-08-11,3050706750
2015-08-12,3160666290
2015-08-13,3179439870
2015-08-14,3159325320
2015-08-17,3253193220
2015-08-18,3168712110
2015-08-19,3116414280
2015-08-20,2899177140
2015-08-21,2907222960
2015-08-24,2757034320
2015-08-25,2735578800
2015-08-26,2994386010
2015-08-27,3026569290
2015-08-28,3065457420
2015-08-31,2998408920
2015-09-01,2950134000
2015-09-02,3015841530
2015-09-03,3081549060
2015-09-04,3018523470
2015-09-08,3076185180
2015-09-09,3045342870
2015-09-10,3019864440
2015-09-11,2952815940
2015-09-14,2938065270
2015-09-15,3003772800
2015-09-16,3042660930
2015-09-17,3060093540
2015-09-18,2967566610
2015-09-21,2978294370
2015-09-22,2895154230
2015-09-23,2864311920
2015-09-24,2807991180
2015-09-25,2774466930
2015-09-28,2722169100
2015-09-29,2707418430
2015-09-30,2778489840
2015-10-01,2825423790
2015-10-02,2950134000
2015-10-05,3025228320
2015-10-06,3014500560
2015-10-07,3045342870
2015-10-08,3044001900
2015-10-09,3050706750
2015-10-12,3029251230
2015-10-13,2927337510
2015-10-14,2995726980
2015-10-15,3088253910
2015-10-16,3073503240
2015-10-19,3084231000
2015-10-20,3124460100
2015-10-21,3080208090
2015-10-22,3155302410
2015-10-23,3155302410
2015-10-26,3298786200
2015-10-27,3097640700
2015-10-28,3239783520
2015-10-29,3204918300
2015-10-30,3237101580
2015-11-02,3338970250
2015-11-03,3355371250
2015-11-04,3356738000
2015-11-05,3347170750
2015-11-06,3403207500
2015-11-09,3338970250
2015-11-10,3244664500
2015-11-11,3246031250
2015-11-12,3241931000
2015-11-13,3262432250
2015-11-16,3304801500
2015-11-17,3297967750
2015-11-18,3319835750
2015-11-19,3277466500
2015-11-20,3363571750
2015-11-23,3401840750
2015-11-24,3445576750
2015-11-25,3442843250
2015-11-27,3457877500
2015-11-30,3422342000
2015-12-01,3429175750
2015-12-02,3384073000
2015-12-03,3344437250
2015-12-04,3423708750
2015-12-07,3370405500
2015-12-08,3328036250
2015-12-09,3295234250
2015-12-10,2738967000
2015-12-11,2707531750
2015-12-14,2635094000
2015-12-15,2644661250
2015-12-16,2637827500
2015-12-17,2697964500
2015-12-18,2706165000
2015-12-21,2777236000
2015-12-22,2788170000
2015-12-23,2825072250
2015-12-24,2829172500
2015-12-28,2857874250
2015-12-29,2898876750
2015-12-30,2859241000
2015-12-31,2827805750
2016-01-04,2766302000
2016-01-05,2740333750
2016-01-06,2667896000
2016-01-07,2544888500
2016-01-08,2483384750
2016-01-11,2482018000
2016-01-12,2538054750
2016-01-13,2506619500
2016-01-14,2505252750
2016-01-15,2462883500
2016-01-19,2404113250
2016-01-20,2369944500
2016-01-21,2384978750
2016-01-22,2458783250
2016-01-25,2405480000
2016-01-26,2465617000
2016-01-27,2432815000
2016-01-28,2361744000
2016-01-29,2428714750
2016-02-01,2474823000
2016-02-02,2451371500
2016-02-03,2564490500
2016-02-04,2644501500
2016-02-05,2568629000
2016-02-08,2436197000
2016-02-09,2454130500
2016-02-10,2426540500
2016-02-11,2414125000
2016-02-12,2521726000
2016-02-16,2661055500
2016-02-17,2692784000
2016-02-18,2673471000
2016-02-19,2699681500
2016-02-22,2761759000
2016-02-23,2743825500
2016-02-24,2850047000
2016-02-25,2856944500
2016-02-26,2862462500
2016-02-29,2827975000
2016-03-01,2896950000
2016-03-02,2856944500
2016-03-03,2343770500
2016-03-04,2383776000
2016-03-07,2339632000
2016-03-08,2294108500
2016-03-09,2407227500
2016-03-10,2363083500
2016-03-11,2421022500
2016-03-14,2421022500
2016-03-15,2335493500
2016-03-16,2383776000
2016-03-17,2484479500
2016-03-18,2512069500
2016-03-21,2512069500
2016-03-22,2608634500
2016-03-23,2525864500
2016-03-24,2561731500
2016-03-28,2521726000
2016-03-29,2603116500
2016-03-30,2587942000
2016-03-31,2623809000
2016-04-01,2600357500
2016-04-04,2572767500
2016-04-05,2528623500
2016-04-06,2571388000
2016-04-07,2443094500
2016-04-08,2512069500
2016-04-11,2469305000
2016-04-12,2409986500
2016-04-13,2477582000
2016-04-14,2474823000
2016-04-15,2455510000
2016-04-18,2455510000
2016-04-19,2382396500
2016-04-20,2357565500
2016-04-21,2299626500
2016-04-22,2358945000
2016-04-25,2329975500
2016-04-26,2393432500
2016-04-27,2400330000
2016-04-28,2294108500
2016-04-29,2321698500
2016-05-02,2334589610
2016-05-03,2290147690
2016-05-04,2230428860
2016-05-05,2224873620
2016-05-06,2258205060
2016-05-09,2244316960
2016-05-10,2242928150
2016-05-11,2255427440
2016-05-12,2198486230
2016-05-13,2184598130
2016-05-16,2202652660
2016-05-17,2244316960
2016-05-18,2265149110
2016-05-19,2206819090
2016-05-20,2235984100
2016-05-23,2262371490
2016-05-24,2335978420
2016-05-25,2338756040
2016-05-26,2341533660
2016-05-27,2388753200
2016-05-31,2424862260
2016-06-01,2466526560
2016-06-02,2781786430
2016-06-03,2920667430
2016-06-06,2953998870
2016-06-07,3020661750
2016-06-08,3010940080
2016-06-09,3001218410
2016-06-10,2933166720
2016-06-13,2897057660
2016-06-14,2904001710
2016-06-15,2897057660
2016-06-16,2915112190
2016-06-17,2867892650
2016-06-20,2866503840
2016-06-21,2819284300
2016-06-22,2792896910
2016-06-23,2859559790
2016-06-24,2654015910
2016-06-27,2492913950
2016-06-28,2547077540
2016-06-29,2588741840
2016-06-30,2604018750
2016-07-01,2565132070
2016-07-05,2499858000
2016-07-06,2512357290
2016-07-07,2551243970
2016-07-08,2651238290
2016-07-11,2692902590
2016-07-12,2770675950
2016-07-13,2733178080
2016-07-14,2705401880
2016-07-15,2777620000
2016-07-18,2801229770
2016-07-19,2779008810
2016-07-20,2813729060
2016-07-21,2769287140
2016-07-22,2788730480
2016-07-25,2820673110
2016-07-26,2849838120
2016-07-27,2834561210
2016-07-28,2692902590
2016-07-29,2665126390
2016-08-01,2688616840
2016-08-02,2621541160
2016-08-03,2729141730
2016-08-04,2754295110
2016-08-05,2825563020
2016-08-08,2792025180
2016-08-09,2833947480
2016-08-10,2864690500
2016-08-11,2878664600
2016-08-12,2908010210
2016-08-15,2979278120
2016-08-16,3057533080
2016-08-17,2970893660
2016-08-18,3004431500
2016-08-19,3015610780
2016-08-22,3056135670
2016-08-23,3064520130
2016-08-24,3057533080
2016-08-25,3046353800
2016-08-26,3023995240
2016-08-29,3028187470
2016-08-30,3036571930
2016-08-31,2997444450
2016-09-01,3237798970
2016-09-02,3198671490
2016-09-06,3211248180
2016-09-07,3179107750
2016-09-08,3099455380
2016-09-09,3026790060
2016-09-12,3051943440
2016-09-13,2975085890
2016-09-14,2945740280
2016-09-15,2956919560
2016-09-16,2968098840
2016-09-19,3042161570
2016-09-20,2998841860
2016-09-21,3050546030
2016-09-22,3110634660
2016-09-23,3096660560
2016-09-26,3078494230
2016-09-27,3165133650
2016-09-28,3131595810
2016-09-29,3067314950
2016-09-30,3046353800
2016-10-03,2976483300
2016-10-04,2961111790
2016-10-05,3067314950
2016-10-06,3167928470
2016-10-07,3120416530
2016-10-10,3119019120
2016-10-11,2993252220
2016-10-12,2928971360
2016-10-13,2912202440
2016-10-14,2906612800
2016-10-17,2824165610
2016-10-18,2842331940
2016-10-19,2885651650
2016-10-20,2811588920
2016-10-21,2785038130
2016-10-24,2801807050
2016-10-25,2779448490
2016-10-26,2849318990
2016-10-27,2731936550
2016-10-28,2726346910
2016-10-31,2726417160
2016-11-01,2702501220
2016-11-02,2720789880
2016-11-03,2710942140
2016-11-04,2708128500
2016-11-07,2861471880
2016-11-08,2885387820
2016-11-09,2940253800
2016-11-10,2979644760
2016-11-11,3058426680
2016-11-14,3165345000
2016-11-15,3185040480
2016-11-16,3169565460
2016-11-17,3089376720
2016-11-18,3085156260
2016-11-21,3087969900
2016-11-22,3087969900
2016-11-23,3134394960
2016-11-25,3158310900
2016-11-28,3014815260
2016-11-29,3047172120
2016-11-30,3017628900
2016-12-01,2919151500
2016-12-02,2876946900
2016-12-05,2976831120
2016-12-06,2954322000
2016-12-07,3038731200
2016-12-08,3498761340
2016-12-09,3470624940
2016-12-12,3374961180
2016-12-13,3362299800
2016-12-14,3332756580
2016-12-15,3345417960
2016-12-16,3273670140
2016-12-19,3383402100
2016-12-20,3494540880
2016-12-21,3490320420
2016-12-22,3450929460
2016-12-23,3464997660
2016-12-27,3504388620
2016-12-28,3410131680
2016-12-29,3443895360
2016-12-30,3434047620
2017-01-03,3436861260
2017-01-04,3480472680
2017-01-05,3418572600
2017-01-06,3404504400
2017-01-09,3408724860
2017-01-10,3390436200
2017-01-11,3431233980
2017-01-12,3393249840
2017-01-13,3450929460
2017-01-17,3336977040
2017-01-18,3369333900
2017-01-19,3384808920
2017-01-20,3381995280
2017-01-23,3367927080
2017-01-24,3467811300
2017-01-25,3542372760
2017-01-26,3502981800
2017-01-27,3462184020
2017-01-30,3422793059
2017-01-31,3450024620
2017-02-01,3413171439
2017-02-02,3467033780
2017-02-03,3482625510
2017-02-06,3418841160
2017-02-07,3410336580
2017-02-08,3433015460
2017-02-09,3455694340
2017-02-10,3540740140
2017-02-13,3620116220
2017-02-14,3632873090
2017-02-15,3596019910
2017-02-16,3607359350
2017-02-17,3628620800
2017-02-21,3671143700
2017-02-22,3658386830
2017-02-23,3641377670
2017-02-24,3649882250
2017-02-27,3726423470
2017-02-28,3733510620
2017-03-01,3743432630
2017-03-02,3740597770
2017-03-03,3699492300
2017-03-06,3656969400
2017-03-07,3709414310
2017-03-08,3397579710
2017-03-09,3357891670
2017-03-10,3353639380
2017-03-13,3298359610
2017-03-14,3238827550
2017-03-15,3364978820
2017-03-16,3342299939
2017-03-17,3370648540
2017-03-20,3364978820
2017-03-21,3335212790
2017-03-22,3367813680
2017-03-23,3350804520
2017-03-24,3346552230
2017-03-27,3355056810
2017-03-28,3332377930
2017-03-29,3306864189
2017-03-30,3363561390
2017-03-31,3346552230
2017-04-03,3270011010
2017-04-04,3226070680
2017-04-05,3118346000
2017-04-06,3128268010
2017-04-07,3112676280
2017-04-10,3108423990
2017-04-11,3095667120
2017-04-12,3061648800
2017-04-13,3070153380
2017-04-17,3095667120
2017-04-18,3142442310
2017-04-19,3077240530
2017-04-20,3101336840
2017-04-21,3085745110
2017-04-24,3182130350
2017-04-25,3271428439
2017-04-26,3279933020
2017-04-27,3281350450
2017-04-28,3247332130
2017-05-01,3263850240
2017-05-02,3232508160
2017-05-03,3229658880
2017-05-04,3246754560
2017-05-05,3285219840
2017-05-08,3293767680
2017-05-09,3345054720
2017-05-10,3367848960
2017-05-11,3353602560
2017-05-12,3367848960
2017-05-15,3431957760
2017-05-16,3450478080
2017-05-17,3280945920
2017-05-18,3231083520
2017-05-19,3269548800
2017-05-22,3478970880
2017-05-23,3468998400
2017-05-24,3323685119
2017-05-25,3317986560
2017-05-26,3390643200
2017-05-30,3360725760
2017-05-31,3345054720
2017-06-01,3873596160
2017-06-02,3917760000
2017-06-05,3818035200
2017-06-06,3783843840
2017-06-07,3789542400
2017-06-08,3739680000
2017-06-09,3614311680
2017-06-12,3617160960
2017-06-13,3668448000
2017-06-14,3624284160
2017-06-15,3647078400
2017-06-16,3622859520
2017-06-19,3692666880
2017-06-20,3627133440
2017-06-21,3635681280
2017-06-22,3695516160
2017-06-23,3763898880
2017-06-26,3726858240
2017-06-27,3671297280
2017-06-28,3746803200
2017-06-29,3620010240
2017-06-30,3564449280
2017-07-03,3588668160
2017-07-05,3588668160
2017-07-06,3553052160
2017-07-07,3644229119
2017-07-10,3685543680
2017-07-11,3689817600
2017-07-12,3701214720
2017-07-13,3675571200
2017-07-14,3657050880
2017-07-17,3612887040
2017-07-18,3557326080
2017-07-19,3644229119
2017-07-20,3681269760
2017-07-21,3718310400
2017-07-24,3776720640
2017-07-25,3818035200
2017-07-26,3712611840
2017-07-27,3648503040
2017-07-28,3622859520
2017-07-31,3684747750
2017-08-01,3719091030
2017-08-02,3693333570
2017-08-03,3669007080
2017-08-04,3555960450
2017-08-07,3603182460
2017-08-08,3636094770
2017-08-09,3568839180
2017-08-10,3432897030
2017-08-11,3458654490
2017-08-14,3531633960
2017-08-15,3480119040
2017-08-16,3451499640
2017-08-17,3364210470
2017-08-18,3344176890
2017-08-21,3311264580
2017-08-22,3358486590
2017-08-23,3427173150
2017-08-24,3392829870
2017-08-25,3415725390
2017-08-28,3397122780
2017-08-29,3415725390
2017-08-30,3472964190
2017-08-31,3092326170
2017-09-01,3156719820
2017-09-05,3105204900
2017-09-06,3122376540
2017-09-07,3098050050
2017-09-08,3108066840
2017-09-11,3096619080
2017-09-12,3169598550
2017-09-13,3142410120
2017-09-14,3088033259
2017-09-15,3142410120
2017-09-18,3196786980
2017-09-19,3159581759
2017-09-20,3076585500
2017-09-21,3059413860
2017-09-22,3086602290
2017-09-25,3020777670
2017-09-26,3075154530
2017-09-27,3168167580
2017-09-28,3158150790
2017-09-29,3143841090
2017-10-02,3228268320
2017-10-03,3185339220
2017-10-04,3162443700
2017-10-05,3179615340
2017-10-06,3178184370
2017-10-09,3153857880
2017-10-10,3110928780
2017-10-11,3090895200
2017-10-12,3115221690
2017-10-13,3129531390
2017-10-16,3046535130
2017-10-17,3040811250
2017-10-18,3065137740
2017-10-19,3063706770
2017-10-20,3139548180
2017-10-23,3155288850
2017-10-24,3171029520
2017-10-25,3126669450
2017-10-26,3037949310
2017-10-27,2995020210
2017-10-30,2977848570
2017-10-31,3060313370
2017-11-01,3004200431
2017-11-02,2843055580
2017-11-03,2897729726
2017-11-06,2935138352
2017-11-07,2871831446
2017-11-08,2948087492
2017-11-09,2815718507
2017-11-10,2868953860
2017-11-13,2832984027
2017-11-14,2827228854
2017-11-15,2854565927
2017-11-16,2935138352
2017-11-17,2907801279
2017-11-20,2948087492
2017-11-21,2952403872
2017-11-22,2998445258
2017-11-24,3018588364
2017-11-27,3090528029
2017-11-28,3109232342
2017-11-29,3073262510
2017-11-30,3129375449
2017-12-01,3126497862
2017-12-04,3107793549
2017-12-05,3084772856
2017-12-06,3045925437
2017-12-07,2986934911
2017-12-08,3011394397
2017-12-11,3132253035
2017-12-12,3104915962
2017-12-13,3093405616
2017-12-14,3057435783
2017-12-15,3068946130
2017-12-18,3031537504
2017-12-19,3031537504
2017-12-20,3076140096
2017-12-21,3110671136
2017-12-22,3120742689
2017-12-26,3120742689
2017-12-27,3100599583
2017-12-28,3077578890
2017-12-29,3011394397
2018-01-02,3053119403
2018-01-03,3079017683
2018-01-04,3133691829
2018-01-05,3099160789
2018-01-08,3189804768
2018-01-09,3155273728
2018-01-10,3117865102
2018-01-11,3148079762
2018-01-12,3156712522
2018-01-16,3245917707
2018-01-17,3290520299
2018-01-18,3171100455
2018-01-19,3143763382
2018-01-22,3182610801
2018-01-23,3166784075
2018-01-24,3104915962
2018-01-25,3060313370
2018-01-26,3081895270
2018-01-29,3061752163
2018-01-30,3071823716
2018-01-31,3063788000
2018-02-01,3154492250
2018-02-02,3177528250
2018-02-05,3029234000
2018-02-06,3268232500
2018-02-07,3209202750
2018-02-08,3216401500
2018-02-09,3203443750
2018-02-12,3223600250
2018-02-13,3263913250
2018-02-14,3340220000
2018-02-15,3335900750
2018-02-16,3344539250
2018-02-20,3317184000
2018-02-21,3334461000
2018-02-22,3311425000
2018-02-23,3360376500
2018-02-26,3412207500
2018-02-27,3405008750
2018-02-28,3335900750
2018-03-01,3357497000
2018-03-02,3381972750
2018-03-05,3363256000
2018-03-06,3701597250
2018-03-07,3806699000
2018-03-08,3822536250
2018-03-09,3894523750
2018-03-12,3906041750
2018-03-13,3957872750
2018-03-14,3878686500
2018-03-15,3926198250
2018-03-16,3916120000
2018-03-19,3842692750
2018-03-20,3829735000
2018-03-21,3825415750
2018-03-22,3746229500
2018-03-23,3671362500
2018-03-26,3688639500
2018-03-27,3721753750
2018-03-28,3645447000
2018-03-29,3728952500
2018-04-02,3644007250
2018-04-03,3603694250
2018-04-04,3664163750
2018-04-05,3659844500
2018-04-06,3605134000
2018-04-09,3615212250
2018-04-10,3701597250
2018-04-11,3711675500
2018-04-12,3708796000
2018-04-13,3687199750
2018-04-16,3700157500
2018-04-17,3819656750
2018-04-18,3793741250
2018-04-19,3773584750
2018-04-20,3822536250
2018-04-23,3785102750
2018-04-24,3865728750
2018-04-25,3832614500
2018-04-26,3762066750
2018-04-27,3744789750
2018-04-30,3692550000
2018-05-01,3699720000
2018-05-02,3716928000
2018-05-03,3761382000
2018-05-04,3791496000
2018-05-07,3807270000
2018-05-08,3834516000
2018-05-09,3854592000
2018-05-10,3715494000
2018-05-11,3678210000
2018-05-14,3600774000
2018-05-15,3616548000
2018-05-16,3639492000
2018-05-17,3635190000
2018-05-18,3628020000
2018-05-21,3543414000
2018-05-22,3530508000
2018-05-23,3514734000
2018-05-24,3554886000
2018-05-25,3579264000
2018-05-29,3516168000
2018-05-30,3450204000
2018-05-31,3305370000
2018-06-01,3356994000
2018-06-04,3402882000
2018-06-05,3457374000
2018-06-06,3508998000
2018-06-07,3494658000
2018-06-08,3487488000
2018-06-11,3517602000
2018-06-12,3557754000
2018-06-13,3559188000
2018-06-14,3577830000
2018-06-15,3586434000
2018-06-18,3600774000
2018-06-19,3610812000
2018-06-20,3659568000
2018-06-21,3633756000
2018-06-22,3566358000
2018-06-25,3685380000
2018-06-26,3721230000
2018-06-27,3673908000
2018-06-28,3738438000
2018-06-29,3801534000
2018-07-02,3864630000
2018-07-03,3818742000
2018-07-05,3867498000
2018-07-06,3896178000
2018-07-09,3924858000
2018-07-10,3940632000
2018-07-11,3891876000
2018-07-12,3921990000
2018-07-13,3870366000
2018-07-16,3851724000
2018-07-17,3864630000
2018-07-18,3757080000
2018-07-19,3731268000
2018-07-20,3704021999
2018-07-23,3692550000
2018-07-24,3696852000
2018-07-25,3691116000
2018-07-26,3708324000
2018-07-27,3636624000
2018-07-30,3638058000
2018-07-31,3648938600
2018-08-01,3643192240
2018-08-02,3653248370
2018-08-03,3667614270
2018-08-06,3689163120
2018-08-07,3712148560
2018-08-08,3719331510
