,DAL
2021-03-24,29007960000
2021-03-25,29898360000
2021-03-26,30311759999
2021-03-29,30095520000
2021-03-30,31100400000
2021-03-31,30754360000
2021-04-01,31104710000
2021-04-05,32009250000
2021-04-06,32901050000
2021-04-07,31977400000
2021-04-08,31728970000
2021-04-09,31384990000
2021-04-12,31098340000
2021-04-13,30741620000
2021-04-14,30684290000
2021-04-15,29824340000
2021-04-16,29709680000
2021-04-19,29397550000
2021-04-20,28314650000
2021-04-21,29110900000
2021-04-22,28442050000
2021-04-23,29174600000
2021-04-26,29690570000
2021-04-27,29518580000
2021-04-28,29582280000
2021-04-29,29544060000
2021-04-30,29888040000
2021-05-03,29665090000
2021-05-04,28448419999
2021-05-05,28792400000
2021-05-06,28620410000
2021-05-07,29372070000
2021-05-10,28938910000
2021-05-11,28359240000
2021-05-12,27410110000
2021-05-13,28008890000
2021-05-14,29499470000
2021-05-17,29779750000
2021-05-18,29767009999
2021-05-19,29391180000
2021-05-20,28926169999
2021-05-21,28798770000
2021-05-24,29410290000
2021-05-25,29728790000
2021-05-26,30251130000
2021-05-27,30607850000
2021-05-28,30372160000
2021-06-01,30384900000
2021-06-02,30429490000
2021-06-03,29384810000
2021-06-04,29289259999
2021-06-07,29352960000
2021-06-08,29964480000
2021-06-09,29633240000
2021-06-10,29480360000
2021-06-11,29620500000
2021-06-14,29238300000
2021-06-15,29002610000
2021-06-16,28996240000
2021-06-17,28391090000
2021-06-18,28639520000
2021-06-21,29155490000
2021-06-22,28900690000
2021-06-23,28836990000
2021-06-24,28607669999
2021-06-25,28301910000
2021-06-28,27467440000
2021-06-29,27308190000
2021-06-30,27556620000
2021-07-01,28174509999
2021-07-02,28123550000
2021-07-06,27543880000
2021-07-07,27097980000
2021-07-08,26798590000
2021-07-09,27340040000
2021-07-12,27295450000
2021-07-13,26327210000
2021-07-14,25913160000
2021-07-15,26339950000
2021-07-16,25518220000
2021-07-19,24562720000
2021-07-20,25900419999
2021-07-21,26505570000
2021-07-22,26155220000
2021-07-23,25741169999
2021-07-26,26543790000
2021-07-27,26091520000
2021-07-28,26308100000
2021-07-29,26263509999
2021-07-30,25416300000
2021-08-02,25129650000
2021-08-03,25333490000
2021-08-04,24428950000
2021-08-05,25473630000
2021-08-06,25683840000
2021-08-09,25027730000
2021-08-10,25773020000
2021-08-11,26308100000
2021-08-12,25817610000
2021-08-13,25416300000
2021-08-16,25435410000
2021-08-17,24702860000
2021-08-18,24620050000
2021-08-19,24161410000
2021-08-20,24282440000
2021-08-23,24976770000
2021-08-24,25817610000
2021-08-25,26308100000
2021-08-26,25970490000
2021-08-27,26448240000
2021-08-30,25422669999
2021-08-31,25760280000
2021-09-01,25734800000
2021-09-02,26002340000
2021-09-03,25639250000
2021-09-07,25702950000
2021-09-08,25257050000
2021-09-09,26174330000
2021-09-10,25072320000
2021-09-13,25594660000
2021-09-14,25123280000
2021-09-15,25250680000
2021-09-16,25620140000
2021-09-17,25550070000
2021-09-20,25976860000
2021-09-21,25709320000
2021-09-22,26492830000
2021-09-23,27129830000
2021-09-24,27728610000
2021-09-27,27887860000
2021-09-28,27671280000
2021-09-29,27620320000
2021-09-30,27099960000
2021-10-01,28861680000
2021-10-04,28594560000
2021-10-05,28454640000
2021-10-06,27996720000
2021-10-07,27780480000
2021-10-08,27589680000
2021-10-11,27468840000
2021-10-12,27691440000
2021-10-13,26095080000
2021-10-14,26203200000
2021-10-15,26069640000
2021-10-18,26082360000
2021-10-19,25726200000
2021-10-20,25630800000
2021-10-21,25694400000
2021-10-22,25274640000
2021-10-25,25128360000
2021-10-26,25255560000
2021-10-27,24848520000
2021-10-28,24899400000
2021-10-29,24886680000
2021-11-01,25707120000
2021-11-02,25688040000
2021-11-03,26228640000
2021-11-04,26069640000
2021-11-05,28168440000
2021-11-08,28397400000
2021-11-09,28321080000
2021-11-10,27799560000
2021-11-11,27634200000
2021-11-12,26851920000
2021-11-15,26953680000
2021-11-16,26101440000
2021-11-17,25891560000
2021-11-18,25516320000
2021-11-19,25242840000
2021-11-22,25293720000
2021-11-23,25141080000
2021-11-24,25242840000
2021-11-26,23137680000
2021-11-29,23048640000
2021-11-30,23023200000
2021-12-01,21325080000
2021-12-02,23303040000
2021-12-03,22883279999
2021-12-06,24257040000
2021-12-07,24193440000
2021-12-08,24727680000
2021-12-09,24486000000
2021-12-10,24282480000
2021-12-13,23449320000
2021-12-14,23233080000
2021-12-15,23283960000
2021-12-16,22768800000
2021-12-17,23252160000
2021-12-20,23131320000
2021-12-21,24498720000
2021-12-22,24886680000
2021-12-23,24994800000
2021-12-27,24804000000
2021-12-28,25204680000
2021-12-29,24905759999
2021-12-30,24829440000
2021-12-31,24821081075
2022-01-03,25589594589
2022-01-04,25780135129
2022-01-05,25583243237
2022-01-06,25475270264
2022-01-07,26364459453
2022-01-10,25805540535
2022-01-11,26186621616
2022-01-12,25792837832
2022-01-13,26339054048
2022-01-14,25602297291
2022-01-18,25113243237
2022-01-19,24655945940
2022-01-20,24668648643
2022-01-21,24046216211
2022-01-24,24077972967
2022-01-25,24592432427
2022-01-26,24617837832
2022-01-27,24351081075
2022-01-28,24312972967
2022-01-31,25208513508
2022-02-01,25716621616
2022-02-02,25735675670
2022-02-03,25233918913
2022-02-04,25310135129
2022-02-07,26002432426
2022-02-08,27063108102
2022-02-09,27869729723
2022-02-10,27882432426
2022-02-11,26885270264
2022-02-14,26656621615
2022-02-15,28257162156
2022-02-16,28206351345
2022-02-17,27507702696
2022-02-18,27209189183
2022-02-22,26605810805
2022-02-23,25526081075
2022-02-24,25614999994
2022-02-25,26383513507
2022-02-28,25354594589
2022-03-01,23906486481
2022-03-02,24160540535
2022-03-03,23220540535
2022-03-04,21924864860
2022-03-07,19123918914
2022-03-08,19828918914
2022-03-09,20807027022
2022-03-10,20673648644
2022-03-11,20368783779
2022-03-14,20368783779
2022-03-15,22140810806
2022-03-16,23455540535
2022-03-17,23595270265
2022-03-18,23931891886
2022-03-21,22922027022
2022-03-22,23487297292
2022-03-23,23004594589
2022-03-24,23665135130
2022-03-25,24077972967
2022-03-28,24351081075
2022-03-29,25100540535
2022-03-30,24979864859
2022-03-31,25245660000
2022-04-01,25079780000
2022-04-04,25137200000
2022-04-05,24901140000
2022-04-06,23982420000
2022-04-07,23688940000
2022-04-08,23440120000
2022-04-11,24377980000
2022-04-12,24639560000
2022-04-13,26170760000
2022-04-14,27025680000
2022-04-18,26878940000
2022-04-19,27459520000
2022-04-20,27778520000
2022-04-21,28537739999
2022-04-22,27874220000
2022-04-25,27606260000
2022-04-26,26732200000
2022-04-27,27504180000
2022-04-28,28282540000
2022-04-29,27453140000
2022-05-02,27223460000
2022-05-03,27657300000
2022-05-04,27976300000
2022-05-05,26878940000
2022-05-06,26158000000
2022-05-09,24403500000
2022-05-10,24677840000
2022-05-11,24173820000
2022-05-12,23395460000
2022-05-13,24454540000
2022-05-16,24352460000
2022-05-17,25979360000
2022-05-18,25079780000
2022-05-19,25035120000
2022-05-20,24652320000
2022-05-23,25213760000
2022-05-24,23746360000
2022-05-25,24626800000
2022-05-26,26049540000
2022-05-27,26942739999
2022-05-31,26598220000
2022-06-01,25226520000
2022-06-02,25513620000
2022-06-03,24588520000
2022-06-06,24882000000
2022-06-07,25354120000
2022-06-08,24384360000
2022-06-09,23446500000
2022-06-10,22406560000
2022-06-13,20549980000
2022-06-14,20020440000
2022-06-15,20390480000
2022-06-16,18872040000
2022-06-17,19305880000
2022-06-21,19171900000
2022-06-22,19140000000
2022-06-23,18859280000
2022-06-24,19905600000
2022-06-27,19420720000
2022-06-28,19350540000
2022-06-29,18910320000
2022-06-30,18482860000
2022-07-01,18833760000
2022-07-05,19025160000
2022-07-06,18840140000
2022-07-07,19082580000
2022-07-08,18961360000
2022-07-11,18687020000
2022-07-12,19835420000
2022-07-13,18948600000
2022-07-14,18993260000
2022-07-15,19197420000
2022-07-18,19867320000
2022-07-19,20798800000
2022-07-20,20958300000
2022-07-21,20390480000
2022-07-22,20001300000
2022-07-25,20039580000
2022-07-26,19548320000
2022-07-27,20097000000
2022-07-28,20224600000
2022-07-29,20288400000
2022-08-01,20562739999
2022-08-02,20301160000
2022-08-03,21213500000
2022-08-04,21264540000
2022-08-05,21015720000
2022-08-08,21532500000
2022-08-09,21187980000
2022-08-10,21647340000
2022-08-11,21666480000
2022-08-12,22011000000
2022-08-15,22330000000
2022-08-16,22546920000
2022-08-17,22036520000
2022-08-18,22004620000
2022-08-19,21213500000
2022-08-22,20658440000
2022-08-23,20971060000
2022-08-24,21251780000
2022-08-25,21685620000
2022-08-26,20849840000
2022-08-29,20435140000
2022-08-30,20237360000
2022-08-31,19822660000
2022-09-01,19835420000
2022-09-02,19739720000
2022-09-06,19899220000
2022-09-07,20562739999
2022-09-08,20492560000
2022-09-09,20837079999
2022-09-12,21149700000
2022-09-13,20250120000
2022-09-14,20837079999
2022-09-15,21232640000
2022-09-16,20486180000
2022-09-19,21015720000
2022-09-20,20894500000
2022-09-21,19880080000
2022-09-22,19114480000
2022-09-23,18514760000
2022-09-26,17876760000
2022-09-27,18183000000
2022-09-28,18814620000
2022-09-29,18144720000
2022-09-30,17902280000
2022-10-03,18029880000
2022-10-04,19618500000
2022-10-05,19471760000
2022-10-06,19535560000
2022-10-07,18750820000
2022-10-10,18769960000
2022-10-11,18399920000
2022-10-12,18635980000
2022-10-13,19382440000
2022-10-14,19829040000
2022-10-17,19860940000
2022-10-18,20524460000
2022-10-19,20747760000
2022-10-20,20511700000
2022-10-21,20786040000
2022-10-24,21226260000
2022-10-25,21628200000
2022-10-26,21628200000
2022-10-27,21749420000
2022-10-28,22119460000
2022-10-31,21647340000
2022-11-01,21455940000
2022-11-02,20454280000
2022-11-03,20396860000
2022-11-04,20900880000
2022-11-07,21283680000
2022-11-08,21430420000
2022-11-09,21347480000
2022-11-10,22642620000
2022-11-11,22610720000
2022-11-14,22132220000
2022-11-15,22266200000
2022-11-16,21768560000
2022-11-17,21730280000
2022-11-18,21991860000
2022-11-21,21838739999
2022-11-22,21838739999
2022-11-23,22004620000
2022-11-25,22393800000
2022-11-28,21609060000
2022-11-29,22081180000
2022-11-30,22566060000
2022-12-01,22572440000
2022-12-02,22782980000
2022-12-05,22834020000
2022-12-06,22910579999
2022-12-07,21902540000
2022-12-08,21392140000
2022-12-09,21564400000
2022-12-12,22183260000
2022-12-13,21296440000
2022-12-14,21889780000
2022-12-15,21213500000
2022-12-16,21124180000
2022-12-19,21002960000
2022-12-20,20990200000
2022-12-21,21481460000
2022-12-22,21002960000
2022-12-23,21156079999
2022-12-27,20990200000
2022-12-28,20409620000
2022-12-29,20881739999
2022-12-30,20964680000
2023-01-03,20837790000
2023-01-04,21975210000
2023-01-05,22511969999
2023-01-06,23023170000
2023-01-09,23496030000
2023-01-10,24339510000
2023-01-11,24397020000
2023-01-12,25304400000
2023-01-13,24409800000
2023-01-17,24448140000
2023-01-18,24524820000
2023-01-19,24505650000
2023-01-20,24940170000
2023-01-23,24972120000
2023-01-24,24793200000
2023-01-25,25163820000
2023-01-26,25061580000
2023-01-27,24748469999
2023-01-30,24537600000
2023-01-31,24984900000
2023-02-01,25489710000
2023-02-02,25496100000
2023-02-03,25291620000
2023-02-06,25329960000
2023-02-07,25298010000
2023-02-08,25202160000
2023-02-09,24927390000
2023-02-10,24390630000
2023-02-13,24665400000
2023-02-14,24984900000
2023-02-15,24933780000
2023-02-16,24460920000
2023-02-17,24512040000
2023-02-21,23706900000
2023-02-22,23649390000
2023-02-23,23981670000
2023-02-24,23873040000
2023-02-27,24179760000
2023-02-28,24499260000
2023-03-01,24607890000
2023-03-02,24550380000
2023-03-03,24825150000
2023-03-06,24575940000
2023-03-07,24965730000
2023-03-08,25387469999
2023-03-09,24595110000
2023-03-10,23802750000
2023-03-13,22799520000
2023-03-14,22665330000
2023-03-15,21233969999
2023-03-16,21540690000
2023-03-17,21061440000
2023-03-20,21176460000
2023-03-21,21655710000
2023-03-22,20940030000
2023-03-23,20537460000
2023-03-24,20186010000
2023-03-27,20531070000
2023-03-28,20748330000
2023-03-29,21291480000
2023-03-30,21796290000
2023-03-31,22313880000
2023-04-03,21975210000
2023-04-04,21674880000
2023-04-05,21380940000
2023-04-06,21527910000
2023-04-10,21706830000
2023-04-11,22096620000
2023-04-12,21559860000
2023-04-13,21323430000
2023-04-14,21579030000
2023-04-17,22103010000
2023-04-18,22595040000
2023-04-19,22959270000
2023-04-20,22134960000
2023-04-21,21936870000
2023-04-24,21802680000
2023-04-25,21157290000
2023-04-26,20927250000
2023-04-27,21297870000
2023-04-28,21924090000
2023-05-01,22186080000
2023-05-02,22064670000
2023-05-03,21809070000
2023-05-04,21138120000
2023-05-05,21687660000
2023-05-08,21853800000
2023-05-09,21853800000
2023-05-10,21598200000
2023-05-11,21227580000
2023-05-12,21233969999
2023-05-15,21547080000
2023-05-16,21610980000
2023-05-17,22959270000
2023-05-18,22933710000
2023-05-19,22742010000
2023-05-22,22658940000
2023-05-23,22946489999
2023-05-24,22320270000
2023-05-25,22844250000
2023-05-26,22933710000
2023-05-30,23182920000
2023-05-31,23214870000
2023-06-01,23246820000
2023-06-02,23649390000
2023-06-05,23706900000
2023-06-06,24051960000
2023-06-07,24428969999
2023-06-08,24991290000
2023-06-09,25099920000
2023-06-12,25687800000
2023-06-13,26556840000
2023-06-14,26959410000
2023-06-15,27400320000
2023-06-16,27342810000
2023-06-20,27144719999
2023-06-21,27342810000
2023-06-22,27438660000
2023-06-23,27387540000
2023-06-26,27566460000
2023-06-27,29451510000
2023-06-28,29847690000
2023-06-29,29592090000
2023-06-30,30378060000
2023-07-03,30646440000
2023-07-05,31004280000
2023-07-06,30243870000
2023-07-07,30595320000
2023-07-10,30965940000
2023-07-11,31093739999
2023-07-12,30640050000
2023-07-13,30486690000
2023-07-14,29707110000
2023-07-17,29905200000
2023-07-18,30908430000
2023-07-19,31023450000
2023-07-20,31112910000
2023-07-21,31023450000
2023-07-24,30339719999
2023-07-25,29675160000
2023-07-26,29668770000
2023-07-27,29234250000
2023-07-28,29215080000
2023-07-31,29560140000
2023-08-01,29010600000
2023-08-02,28627200000
2023-08-03,28237410000
2023-08-04,28493010000
2023-08-07,28908360000
2023-08-08,29259810000
2023-08-09,28774170000
2023-08-10,28665540000
2023-08-11,28224630000
2023-08-14,28262969999
2023-08-15,27489780000
2023-08-16,27266130000
2023-08-17,26697420000
2023-08-18,26512110000
2023-08-21,26671860000
2023-08-22,26588790000
2023-08-23,26965800000
2023-08-24,26774100000
2023-08-25,26646300000
2023-08-28,27099989999
2023-08-29,27969030000
2023-08-30,27623969999
2023-08-31,27400320000
2023-09-01,27387540000
2023-09-05,26684640000
2023-09-06,26652690000
2023-09-07,26282070000
2023-09-08,26083980000
2023-09-11,26096760000
2023-09-12,26000910000
2023-09-13,25272450000
2023-09-14,25131870000
2023-09-15,25496100000
2023-09-18,24850710000
2023-09-19,25208550000
2023-09-20,24844320000
2023-09-21,24473700000
2023-09-22,24071130000
2023-09-25,24000840000
2023-09-26,23496030000
2023-09-27,23425739999
2023-09-28,23611050000
2023-09-29,23643000000
2023-10-02,23291550000
2023-10-03,22518360000
2023-10-04,23042340000
2023-10-05,23285160000
2023-10-06,23643000000
2023-10-09,22543920000
2023-10-10,22895370000
2023-10-11,22991219999
2023-10-12,22460850000
2023-10-13,21789900000
2023-10-16,21994380000
2023-10-17,22160520000
2023-10-18,21176460000
2023-10-19,20901690000
2023-10-20,20594969999
2023-10-23,20473560000
2023-10-24,20460780000
2023-10-25,20070990000
2023-10-26,20192400000
2023-10-27,19585350000
2023-10-30,19955970000
2023-10-31,19968750000
2023-11-01,19879290000
2023-11-02,20460780000
2023-11-03,21310650000
2023-11-06,21035880000
2023-11-07,21368160000
2023-11-08,21834630000
2023-11-09,21393719999
2023-11-10,21764340000
2023-11-13,21834630000
2023-11-14,22518360000
2023-11-15,22850640000
2023-11-16,22690890000
2023-11-17,23042340000
2023-11-20,23323500000
2023-11-21,22927320000
2023-11-22,22972050000
2023-11-24,23067900000
2023-11-27,22901760000
2023-11-28,23029560000
2023-11-29,23412960000
2023-11-30,23598270000
2023-12-01,24313950000
2023-12-04,24384239999
2023-12-05,24032790000
2023-12-06,24882660000
2023-12-07,25777260000
2023-12-08,25783650000
2023-12-11,25885890000
2023-12-12,26352360000
2023-12-13,26320410000
2023-12-14,27119160000
2023-12-15,27055260000
2023-12-18,26314020000
2023-12-19,26294850000
2023-12-20,25777260000
2023-12-21,26275680000
2023-12-22,26282070000
2023-12-26,26045640000
2023-12-27,25937010000
2023-12-28,25962570000
2023-12-29,25706969999
2024-01-02,25888000000
2024-01-03,24793600000
2024-01-04,25088000000
2024-01-05,25945600000
2024-01-08,26643200000
2024-01-09,27084800000
2024-01-10,26950400000
2024-01-11,27046400000
2024-01-12,24620800000
2024-01-16,23980800000
2024-01-17,23769600000
2024-01-18,24377600000
2024-01-19,23859200000
2024-01-22,23667199999
2024-01-23,24326400000
2024-01-24,24441600000
2024-01-25,25715200000
2024-01-26,25363200000
2024-01-29,25657600000
2024-01-30,25292800000
2024-01-31,25049600000
2024-02-01,25446400000
2024-02-02,25587199999
2024-02-05,25113600000
2024-02-06,25715200000
2024-02-07,25734400000
2024-02-08,25824000000
2024-02-09,25926400000
2024-02-12,25971200000
2024-02-13,25606400000
2024-02-14,26137600000
2024-02-15,26240000000
2024-02-16,25676800000
2024-02-20,25984000000
2024-02-21,26086400000
2024-02-22,26956800000
2024-02-23,26700800000
2024-02-26,26745600000
2024-02-27,26867199999
2024-02-28,26886400000
2024-02-29,27052800000
2024-03-01,26982399999
2024-03-04,26604800000
2024-03-05,26752000000
2024-03-06,26892800000
2024-03-07,27379200000
2024-03-08,27033600000
2024-03-11,27315200000
2024-03-12,27366400000
2024-03-13,28102399999
2024-03-14,27558400000
2024-03-15,27596800000
2024-03-18,27801600000
2024-03-19,27993600000
2024-03-20,29043200000
2024-03-21,29440000000
2024-03-22,29177600000
2024-03-25,29068800000
2024-03-26,29395200000
2024-03-27,30278400000
2024-03-28,30636800000
2024-04-01,30860800000
2024-04-02,30016000000
2024-04-03,29804800000
2024-04-04,29363200000
2024-04-05,29478400000
2024-04-08,30086400000
2024-04-09,30284800000
2024-04-10,29593600000
2024-04-11,30483200000
2024-04-12,29990400000
2024-04-15,29856000000
2024-04-16,29792000000
2024-04-17,30643200000
2024-04-18,30624000000
2024-04-19,30444800000
2024-04-22,31372800000
2024-04-23,31507199999
2024-04-24,30681600000
2024-04-25,31923200000
2024-04-26,31948800000
2024-04-29,32288000000
2024-04-30,32044800000
2024-05-01,32012800000
2024-05-02,32659200000
2024-05-03,32992000000
2024-05-06,33875200000
2024-05-07,33408000000
2024-05-08,33459200000
2024-05-09,33760000000
2024-05-10,33664000000
2024-05-13,33913600000
2024-05-14,33958400000
2024-05-15,34086400000
2024-05-16,33606400000
2024-05-17,33728000000
2024-05-20,33913600000
2024-05-21,33427199999
2024-05-22,33011200000
2024-05-23,32768000000
2024-05-24,33177600000
2024-05-28,32179200000
2024-05-29,31936000000
2024-05-30,32070400000
2024-05-31,32652800000
2024-06-03,32505600000
2024-06-04,31910400000
2024-06-05,32524800000
2024-06-06,32275200000
2024-06-07,32281600000
2024-06-10,32320000000
2024-06-11,31545600000
2024-06-12,32396800000
2024-06-13,32108800000
2024-06-14,31180800000
2024-06-17,31814400000
2024-06-18,31731200000
2024-06-20,31750400000
2024-06-21,31603200000
2024-06-24,31616000000
2024-06-25,31238400000
2024-06-26,30835200000
2024-06-27,31104000000
2024-06-28,30361600000
2024-07-01,30028800000
2024-07-02,29894400000
2024-07-03,30329600000
2024-07-05,29452800000
2024-07-08,29710350000
2024-07-09,30056490000
2024-07-10,30037260000
2024-07-11,28838590000
2024-07-12,27960420000
2024-07-15,27563000000
2024-07-16,29498820000
2024-07-17,29332160000
2024-07-18,28793720000
2024-07-19,29127040000
2024-07-22,28095030000
2024-07-23,27954010000
2024-07-24,27524540000
2024-07-25,27864270000
2024-07-26,28287330000
2024-07-29,27678380000
2024-07-30,27710429999
2024-07-31,27575820000
2024-08-01,26601500000
2024-08-02,25531030000
2024-08-05,24313130000
2024-08-06,24499020000
2024-08-07,23922120000
2024-08-08,25390010000
2024-08-09,25191300000
