,UK
2020-10-13,664771660.0
2020-10-14,663143116.0
2020-10-15,663143116.0
2020-10-16,659234611.0
2020-10-19,663143116.0
2020-10-20,658583193.0
2020-10-21,660537446.0
2020-10-22,664445952.0
2020-10-23,659886028.0
2020-10-26,659234611.0
2020-10-27,660146595.0
2020-10-28,657931776.0
2020-10-29,657931776.0
2020-10-30,663794534.0
2020-11-02,663794534.0
2020-11-03,661188864.0
2020-11-04,662491699.0
2020-11-05,662491699.0
2020-11-06,665748787.0
2020-11-09,663143116.0
2020-11-10,716559360.0
2020-11-11,641646336.0
2020-11-12,677474304.0
2020-11-13,654023270.0
2020-11-16,587578675.0
2020-11-17,532208179.0
2020-11-18,557613465.0
2020-11-19,556962048.0
2020-11-20,543933696.0
2020-11-23,568036147.0
2020-11-24,540676608.0
2020-11-25,465763584.0
2020-11-27,496380211.0
2020-11-30,460552243.0
2020-12-01,457946572.0
2020-12-02,460552243.0
2020-12-03,457946572.0
2020-12-04,446872473.0
2020-12-07,405833164.0
2020-12-08,373262284.0
2020-12-09,362188185.0
2020-12-10,386942054.0
2020-12-11,433844121.0
2020-12-14,449478144.0
2020-12-15,435146956.0
2020-12-16,435798374.0
2020-12-17,431238451.0
2020-12-18,414953011.0
2020-12-21,407136000.0
2020-12-22,391501977.0
2020-12-23,394759065.0
2020-12-24,400621824.0
2020-12-28,391501977.0
2020-12-29,381079296.0
2020-12-30,388896307.0
2020-12-31,411695923.0
2021-01-04,501616353.0
2021-01-05,462004089.0
2021-01-06,469509571.0
2021-01-07,470343513.0
2021-01-08,474513225.0
2021-01-11,467007744.0
2021-01-12,477848995.0
2021-01-13,471177456.0
2021-01-14,454498608.0
2021-01-15,436151875.0
2021-01-19,416971200.0
2021-01-20,416971200.0
2021-01-21,407797833.0
2021-01-22,408631776.0
2021-01-25,412801488.0
2021-01-26,460336204.0
2021-01-27,518712172.0
2021-01-28,424476681.0
2021-01-29,279370704.0
2021-02-01,274367049.0
2021-02-02,264359740.0
2021-02-03,276034934.0
2021-02-04,273533107.0
2021-02-05,292713782.0
2021-02-08,304388976.0
2021-02-09,312728400.0
2021-02-10,307724745.0
2021-02-11,301887148.0
2021-02-12,303555033.0
2021-02-16,307724745.0
2021-02-17,303555033.0
2021-02-18,304388976.0
2021-02-19,313562342.0
2021-02-22,307724745.0
2021-02-23,281038588.0
2021-02-24,287710128.0
2021-02-25,281038588.0
2021-02-26,280204646.0
2021-03-01,286876185.0
2021-03-02,286042243.0
2021-03-03,283540416.0
2021-03-04,266861568.0
2021-03-05,244345123.0
2021-03-08,250182720.0
2021-03-09,271865222.0
2021-03-10,273533107.0
2021-03-11,275200992.0
2021-03-12,267695510.0
2021-03-15,271031280.0
2021-03-16,269363395.0
2021-03-17,271865222.0
2021-03-18,268529452.0
2021-03-19,271031280.0
2021-03-22,271031280.0
2021-03-23,260190028.0
2021-03-24,251016662.0
2021-03-25,243511180.0
2021-03-26,251016662.0
2021-03-29,250182720.0
2021-03-30,244345123.0
2021-03-31,250182720.0
2021-04-01,276370459.0
2021-04-05,258621897.0
2021-04-06,260312236.0
2021-04-07,247634692.0
2021-04-08,251015371.0
2021-04-09,225660283.0
2021-04-12,211292400.0
2021-04-13,182556633.0
2021-04-14,195234177.0
2021-04-15,203685873.0
2021-04-16,191853499.0
2021-04-19,198614856.0
2021-04-20,193543838.0
2021-04-21,204531043.0
2021-04-22,187627651.0
2021-04-23,189317990.0
2021-04-26,199460025.0
2021-04-27,197769686.0
2021-04-28,194389008.0
2021-04-29,189317990.0
2021-04-30,187627651.0
2021-05-03,185937312.0
2021-05-04,191008329.0
2021-05-05,191008329.0
2021-05-06,185937312.0
2021-05-07,195234177.0
2021-05-10,177485616.0
2021-05-11,174104937.0
2021-05-12,173259768.0
2021-05-13,170724259.0
2021-05-14,169879089.0
2021-05-17,169033920.0
2021-05-18,174104937.0
2021-05-19,171569428.0
2021-05-20,178330785.0
2021-05-21,169033920.0
2021-05-24,167343580.0
2021-05-25,171569428.0
2021-05-26,173259768.0
2021-05-27,191853499.0
2021-05-28,194389008.0
2021-06-01,196079347.0
2021-06-02,202840704.0
2021-06-03,222279604.0
2021-06-04,213827908.0
2021-06-07,200305195.0
2021-06-08,210447230.0
2021-06-09,190163160.0
2021-06-10,193543838.0
2021-06-11,191008329.0
2021-06-14,194389008.0
2021-06-15,191853499.0
2021-06-16,205376212.0
2021-06-17,189317990.0
2021-06-18,183401803.0
2021-06-21,181711464.0
2021-06-22,189317990.0
2021-06-23,197769686.0
2021-06-24,205376212.0
2021-06-25,198614856.0
2021-06-28,191853499.0
2021-06-29,186782481.0
2021-06-30,187627651.0
2021-07-01,186415152.0
2021-07-02,175391237.0
2021-07-06,174552369.0
2021-07-07,175399711.0
2021-07-08,175399711.0
2021-07-09,178789077.0
2021-07-12,183025785.0
2021-07-13,189804518.0
2021-07-14,181331102.0
2021-07-15,168620978.0
2021-07-16,166078953.0
2021-07-19,166926295.0
2021-07-20,172010344.0
2021-07-21,168197307.0
2021-07-22,165231612.0
2021-07-23,148488141.0
2021-07-26,132185289.0
2021-07-27,103375675.0
2021-07-28,94054917.0
2021-07-29,93207576.0
2021-07-30,104223016.0
2021-08-02,99986308.0
2021-08-03,99138967.0
2021-08-04,99138967.0
2021-08-05,96596942.0
2021-08-06,98291625.0
2021-08-09,99986308.0
2021-08-10,105917700.0
2021-08-11,102528333.0
2021-08-12,97444284.0
2021-08-13,100833650.0
2021-08-16,98291625.0
2021-08-17,93207576.0
2021-08-18,85581501.0
2021-08-19,86005172.0
2021-08-20,87276184.0
2021-08-23,90665551.0
2021-08-24,92360234.0
2021-08-25,95749600.0
2021-08-26,90665551.0
2021-08-27,86428843.0
2021-08-30,85581501.0
2021-08-31,89818209.0
2021-09-01,89394538.0
2021-09-02,88970868.0
2021-09-03,87276184.0
2021-09-07,89818209.0
2021-09-08,87276184.0
2021-09-09,86428843.0
2021-09-10,86428843.0
2021-09-13,84734160.0
2021-09-14,83488567.0
2021-09-15,84302015.0
2021-09-16,83378413.0
2021-09-17,83141157.0
2021-09-20,78251996.0
2021-09-21,78802768.0
2021-09-22,77955427.0
2021-09-23,78802768.0
2021-09-24,77108085.0
2021-09-27,72024036.0
2021-09-28,75074465.0
2021-09-29,71617312.0
2021-09-30,73633985.0
2021-10-01,74240074.0
2021-10-04,73299999.0
2021-10-05,72825649.0
2021-10-06,74171078.0
2021-10-07,80096140.0
2021-10-08,78043498.0
2021-10-11,79345804.0
2021-10-12,80208259.0
2021-10-13,85374361.0
2021-10-14,90126484.0
2021-10-15,90557712.0
2021-10-18,84520531.0
2021-10-19,86245440.0
2021-10-20,87970348.0
2021-10-21,84503282.0
2021-10-22,80208259.0
2021-10-25,82761124.0
2021-10-26,85175996.0
2021-10-27,89695257.0
2021-10-28,86245440.0
2021-10-29,86038450.0
2021-11-01,86245440.0
2021-11-02,86055700.0
2021-11-03,81933168.0
2021-11-04,82769748.0
2021-11-05,80984468.0
2021-11-08,79354429.0
2021-11-09,80837850.0
2021-11-10,79345804.0
2021-11-11,79345804.0
2021-11-12,75033532.0
2021-11-15,81381197.0
2021-11-16,81933168.0
2021-11-17,80294504.0
2021-11-18,80898222.0
2021-11-19,77620896.0
2021-11-22,72446169.0
2021-11-23,66736721.0
2021-11-24,59509353.0
2021-11-26,56042286.0
2021-11-29,54550240.0
2021-11-30,57016860.0
2021-12-01,84520531.0
2021-12-02,68987727.0
2021-12-03,79345804.0
2021-12-06,76758441.0
2021-12-07,94007529.0
2021-12-08,89695257.0
2021-12-09,73308624.0
2021-12-10,65546534.0
2021-12-13,58905635.0
2021-12-14,52695963.0
2021-12-15,51488527.0
2021-12-16,51350534.0
2021-12-17,51807635.0
2021-12-20,51566148.0
2021-12-21,49634250.0
2021-12-22,49461759.0
2021-12-23,48737298.0
2021-12-27,51040051.0
2021-12-28,54317378.0
2021-12-29,57793069.0
2021-12-30,58069054.0
2021-12-31,59509353.0
2022-01-03,62106880.0
2022-01-04,61135914.0
2022-01-05,55117669.0
2022-01-06,53700583.0
2022-01-07,52397213.0
2022-01-10,53639351.0
2022-01-11,55983667.0
2022-01-12,64293742.0
2022-01-13,68230094.0
2022-01-14,78727032.0
2022-01-18,68230094.0
2022-01-19,63865117.0
2022-01-20,64731115.0
2022-01-21,62106880.0
2022-01-24,55983667.0
2022-01-25,58599154.0
2022-01-26,57785641.0
2022-01-27,57120835.0
2022-01-28,54330399.0
2022-01-31,53446907.0
2022-02-01,56832169.0
2022-02-02,53796805.0
2022-02-03,48215933.0
2022-02-04,48207185.0
2022-02-07,46807594.0
2022-02-08,47244966.0
2022-02-09,46125293.0
2022-02-10,46370221.0
2022-02-11,48110964.0
2022-02-14,47323693.0
2022-02-15,47594864.0
2022-02-16,47236219.0
2022-02-17,44209602.0
2022-02-18,44209602.0
2022-02-22,42363890.0
2022-02-23,44428288.0
2022-02-24,43474816.0
2022-02-25,43501058.0
2022-02-28,35523386.0
2022-03-01,38462528.0
2022-03-02,38961133.0
2022-03-03,36573080.0
2022-03-04,36476858.0
2022-03-07,33336524.0
2022-03-08,34639894.0
2022-03-09,34989792.0
2022-03-10,32365557.0
2022-03-11,29111506.0
2022-03-14,19699252.0
2022-03-15,21343773.0
2022-03-16,22568415.0
2022-03-17,22078558.0
2022-03-18,26845917.0
2022-03-21,24142956.0
2022-03-22,26767190.0
2022-03-23,27554461.0
2022-03-24,27991833.0
2022-03-25,26391050.0
2022-03-28,26382303.0
2022-03-29,29653848.0
2022-03-30,31403338.0
2022-03-31,28429206.0
2022-04-01,26242344.0
2022-04-04,25979920.0
2022-04-05,23989876.0
2022-04-06,23189484.0
2022-04-07,24317905.0
2022-04-08,24930226.0
2022-04-11,21606196.0
2022-04-12,22507183.0
2022-04-13,21483732.0
2022-04-14,21798640.0
2022-04-18,20119130.0
2022-04-19,22305992.0
2022-04-20,21929852.0
2022-04-21,22743364.0
2022-04-22,19944181.0
2022-04-25,17057523.0
2022-04-26,16576413.0
2022-04-27,15482982.0
2022-04-28,15570457.0
2022-04-29,16882574.0
2022-05-02,18326340.0
2022-05-03,18413378.0
2022-05-04,17582370.0
2022-05-05,16226516.0
2022-05-06,17201419.0
2022-05-09,14389551.0
2022-05-10,15401631.0
2022-05-11,14258340.0
2022-05-12,13252383.0
2022-05-13,13514807.0
2022-05-16,13995916.0
2022-05-17,14608238.0
2022-05-18,11809054.0
2022-05-19,13033697.0
2022-05-20,13216956.0
2022-05-23,13121172.0
2022-05-24,14258340.0
2022-05-25,13864705.0
2022-05-26,13898382.0
2022-05-27,14608238.0
2022-05-31,15745406.0
2022-06-01,14652412.0
2022-06-02,15220559.0
2022-06-03,16226516.0
2022-06-06,14870661.0
2022-06-07,14739449.0
2022-06-08,16182778.0
2022-06-09,15745406.0
2022-06-10,15548588.0
2022-06-13,15395508.0
2022-06-14,15558648.0
2022-06-15,15810137.0
2022-06-16,15876618.0
2022-06-17,15811012.0
2022-06-21,15657931.0
2022-06-22,15745406.0
2022-06-23,16182778.0
2022-06-24,16996291.0
2022-06-27,16226516.0
2022-06-28,16970049.0
2022-06-29,15805763.0
2022-06-30,15526720.0
2022-07-01,16477163.0
2022-07-05,15988622.0
2022-07-06,15944209.0
2022-07-07,17044315.0
2022-07-08,16755188.0
2022-07-11,16588195.0
2022-07-12,16921292.0
2022-07-13,16921292.0
2022-07-14,16607293.0
2022-07-15,16606701.0
2022-07-18,16654815.0
2022-07-19,16565989.0
2022-07-20,16477163.0
2022-07-21,17543071.0
2022-07-22,16521576.0
2022-07-25,16521576.0
2022-07-26,16565989.0
2022-07-27,16459398.0
2022-07-28,15455668.0
2022-07-29,16432750.0
2022-08-01,16432750.0
2022-08-02,18520154.0
2022-08-03,19985778.0
2022-08-04,18919869.0
2022-08-05,19673555.0
2022-08-08,20296667.0
2022-08-09,20341080.0
2022-08-10,20918447.0
2022-08-11,21207131.0
2022-08-12,22117594.0
2022-08-15,24249410.0
2022-08-16,24427062.0
2022-08-17,24338236.0
2022-08-18,23361153.0
2022-08-19,23005851.0
2022-08-22,24427062.0
2022-08-23,24427062.0
2022-08-24,25093254.0
2022-08-25,24937809.0
2022-08-26,23827488.0
2022-08-29,22517309.0
2022-08-30,21806704.0
2022-08-31,23627630.0
2022-09-01,24059767.0
2022-09-02,26425639.0
2022-09-06,28246566.0
2022-09-07,24427062.0
2022-09-08,24471474.0
2022-09-09,25803860.0
2022-09-12,26048130.0
2022-09-13,24960016.0
2022-09-14,24204997.0
2022-09-15,24871190.0
2022-09-16,25626208.0
2022-09-19,25781653.0
2022-09-20,26203575.0
2022-09-21,24664670.0
2022-09-22,23139089.0
2022-09-23,13323852.0
2022-09-26,13101787.0
2022-09-27,13245685.0
2022-09-28,12169118.0
2022-09-29,12520867.0
2022-09-30,12213531.0
2022-10-03,12555065.0
2022-10-04,12324563.0
2022-10-05,12752258.0
2022-10-06,12102498.0
2022-10-07,12346769.0
2022-10-10,11947053.0
2022-10-11,12657659.0
2022-10-12,13723567.0
2022-10-13,12257943.0
2022-10-14,11991466.0
2022-10-17,12448030.0
2022-10-18,12682974.0
2022-10-19,12480008.0
2022-10-20,12790897.0
2022-10-21,12924136.0
2022-10-24,12631011.0
2022-10-25,12835310.0
2022-10-26,11044140.0
2022-10-27,9042454.22
2022-10-28,7994311.2
2022-10-31,5640430.68
2022-11-01,7594595.64
2022-11-02,9149045.04
2022-11-03,9237870.72
2022-11-04,10126127.0
2022-11-07,8171518.43
2022-11-08,7993867.07
2022-11-09,7372531.44
2022-11-10,7826430.66
2022-11-11,6617513.16
2022-11-14,6839577.36
2022-11-15,7372531.44
2022-11-16,8082692.75
2022-11-17,8349613.92
2022-11-18,7639008.48
2022-11-21,7505325.83
2022-11-22,7512431.89
2022-11-23,7327674.47
2022-11-25,7106054.4
2022-11-28,7105610.27
2022-11-29,7105610.27
2022-11-30,7505325.83
2022-12-01,7550182.8
2022-12-02,7327674.47
2022-12-05,7194435.95
2022-12-06,6928403.04
2022-12-07,7010122.67
2022-12-08,6617513.16
2022-12-09,7106054.4
2022-12-12,7182888.61
2022-12-13,7105610.27
2022-12-14,6484274.64
2022-12-15,7105610.27
2022-12-16,7372087.31
2022-12-19,7061641.56
2022-12-20,6750751.68
2022-12-21,6883546.07
2022-12-22,6573100.32
2022-12-23,6361251.07
2022-12-27,5818082.04
2022-12-28,6028154.77
2022-12-29,6560664.72
2022-12-30,6561108.85
2023-01-03,8202939.36
2023-01-04,8522534.4
2023-01-05,8964640.87
2023-01-06,8629066.08
2023-01-09,8416002.72
2023-01-10,8735597.76
2023-01-11,8522534.4
2023-01-12,9055192.8
2023-01-13,8043141.84
2023-01-17,7883344.32
2023-01-18,7989876.0
2023-01-19,7617015.12
2023-01-20,7095009.89
2023-01-23,7190888.4
2023-01-24,7457217.6
2023-01-25,7579729.03
2023-01-26,7723546.8
2023-01-27,7815696.7
2023-01-30,7761898.2
2023-01-31,8096407.68
2023-02-01,8188557.58
2023-02-02,8348355.1
2023-02-03,8062317.54
2023-02-06,7883344.32
2023-02-07,7537116.36
2023-02-08,7084356.72
2023-02-09,7031090.88
2023-02-10,6924559.2
2023-02-13,6848921.71
2023-02-14,6818027.52
2023-02-15,6445166.64
2023-02-16,6232103.28
2023-02-17,6391900.8
2023-02-21,5699444.88
2023-02-22,5486381.52
2023-02-23,5433115.68
2023-02-24,5421929.85
2023-02-27,5060254.8
2023-02-28,5433115.68
2023-03-01,5326584.0
2023-03-02,5060787.46
2023-03-03,5326584.0
2023-03-06,5252544.48
2023-03-07,4985149.97
2023-03-08,5060254.8
2023-03-09,5159329.26
2023-03-10,5220052.32
2023-03-13,4847191.44
2023-03-14,5166786.48
2023-03-15,5219519.66
2023-03-16,5166786.48
2023-03-17,4499365.5
2023-03-20,5009119.59
2023-03-21,5059722.14
2023-03-22,5112987.98
2023-03-23,5539647.36
2023-03-24,5326051.34
2023-03-27,5326584.0
2023-03-28,5379849.84
2023-03-29,5168384.46
2023-03-30,4956919.07
2023-03-31,5209399.15
2023-04-03,5513014.44
2023-04-04,5278112.09
2023-04-05,5115118.62
2023-04-06,5102867.47
2023-04-10,5006988.96
2023-04-11,5056526.19
2023-04-12,4796588.89
2023-04-13,5486381.52
2023-04-14,5166253.82
2023-04-17,5166786.48
2023-04-18,4864769.17
2023-04-19,4905783.86
2023-04-20,4885542.84
2023-04-21,4969702.87
2023-04-24,5045340.36
2023-04-25,4900457.28
2023-04-26,5059722.14
2023-04-27,5165188.5
2023-04-28,5539647.36
2023-05-01,4410411.55
2023-05-02,4819493.2
2023-05-03,4314533.04
2023-05-04,4261267.2
2023-05-05,4048736.5
2023-05-08,4147278.3
2023-05-09,3983752.17
2023-05-10,3893732.9
2023-05-11,3940606.84
2023-05-12,3760568.3
2023-05-15,3265195.99
2023-05-16,3460681.62
2023-05-17,3496369.74
2023-05-18,3727543.48
2023-05-19,4260201.88
2023-05-22,3842065.04
2023-05-23,3858044.79
2023-05-24,3675342.96
2023-05-25,3728608.8
2023-05-26,3717422.97
2023-05-30,3622077.12
2023-05-31,3728076.14
2023-06-01,3664689.79
2023-06-02,3623142.44
2023-06-05,5539647.36
2023-06-06,3776548.06
2023-06-07,3424993.51
2023-06-08,3281175.74
2023-06-09,3403687.18
2023-06-12,3542178.36
2023-06-13,3427124.15
2023-06-14,3728608.8
2023-06-15,3355747.92
2023-06-16,3435646.68
2023-06-20,3409013.76
2023-06-21,3350421.34
2023-06-22,3462279.6
2023-06-23,3201809.64
2023-06-26,3142684.56
2023-06-27,3148011.14
2023-06-28,3114453.66
2023-06-29,3084092.14
2023-06-30,2977560.46
2023-07-03,4125225.72
2023-07-05,4040272.09
2023-07-06,3979809.6
2023-07-07,3991289.82
2023-07-10,3984401.69
2023-07-11,3904040.15
2023-07-12,3788472.6
2023-07-13,3780819.12
2023-07-14,3547387.98
2023-07-17,3574175.16
2023-07-18,3589482.12
2023-07-19,3428759.04
2023-07-20,3023124.6
2023-07-21,2907557.05
2023-07-24,2919802.62
2023-07-25,2964958.15
2023-07-26,3061392.0
2023-07-27,2814184.6
2023-07-28,2732292.36
2023-07-31,2640450.6
2023-08-01,2732292.36
2023-08-02,2732292.36
2023-08-03,2697851.7
2023-08-04,2707801.22
2023-08-07,2675656.61
2023-08-08,2571569.28
2023-08-09,2462889.86
2023-08-10,2418499.68
2023-08-11,2287625.17
2023-08-14,2165934.84
2023-08-15,2217213.16
2023-08-16,2211855.72
2023-08-17,2126902.09
2023-08-18,2135320.92
2023-08-21,2334311.4
2023-08-22,2296044.0
2023-08-23,2242469.64
2023-08-24,2270022.17
2023-08-25,2296044.0
2023-08-28,2185068.54
2023-08-29,2371048.1
2023-08-30,2372578.8
2023-08-31,2257776.6
2023-09-01,2372578.8
2023-09-05,2632031.77
2023-09-06,2472839.39
2023-09-07,2524883.05
2023-09-08,2373344.15
2023-09-11,2464420.56
2023-09-12,2463655.21
2023-09-13,2410846.2
2023-09-14,2445286.86
2023-09-15,2472074.04
2023-09-18,2222570.59
2023-09-19,2296044.0
2023-09-20,2276144.95
2023-09-21,2142974.4
2023-09-22,2219509.2
2023-09-25,2487381.0
2023-09-26,2288390.52
2023-09-27,2253949.86
2023-09-28,2357271.84
2023-09-29,2299870.74
2023-10-02,2372578.8
2023-10-03,2255480.56
2023-10-04,2219509.2
2023-10-05,2371048.1
2023-10-06,2204967.59
2023-10-09,2219509.2
2023-10-10,2158281.36
2023-10-11,2196548.76
2023-10-12,2389416.46
2023-10-13,2583049.5
2023-10-16,2755252.8
2023-10-17,2602183.2
2023-10-18,2746833.97
2023-10-19,2510341.44
2023-10-20,2219509.2
2023-10-23,2049601.94
2023-10-24,2211855.72
2023-10-25,2165934.84
2023-10-26,2178945.76
2023-10-27,2173588.32
2023-10-30,2066439.6
2023-10-31,2136851.62
2023-11-01,2066439.6
2023-11-02,2026641.5
2023-11-03,2150627.88
2023-11-06,2260072.64
2023-11-07,2433806.64
2023-11-08,2487381.0
2023-11-09,2410846.2
2023-11-10,2554731.62
2023-11-13,2372578.8
2023-11-14,2296044.0
2023-11-15,2296044.0
2023-11-16,2326657.92
2023-11-17,2257011.25
2023-11-20,2372578.8
2023-11-21,2491207.74
2023-11-22,2610602.03
2023-11-24,2640450.6
2023-11-27,2829491.56
2023-11-28,2364925.32
2023-11-29,3444066.0
2023-11-30,2614939.0
2023-12-01,2251334.92
2023-12-04,2270532.4
2023-12-05,2353445.1
2023-12-06,2353445.1
2023-12-07,2417224.1
2023-12-08,2474625.2
2023-12-11,2245020.8
2023-12-12,2225887.1
2023-12-13,2155730.2
2023-12-14,2232265.0
2023-12-15,2117462.8
2023-12-18,2149352.3
2023-12-19,2149352.3
2023-12-20,2359823.0
2023-12-21,2410846.2
2023-12-22,2206753.4
2023-12-26,2187619.7
2023-12-27,1926125.8
2023-12-28,3322885.9
2023-12-29,2366200.9
2024-01-02,2583049.5
2024-01-03,2895566.6
2024-01-04,2755252.8
2024-01-05,2525648.4
2024-01-08,2538404.2
2024-01-09,2302421.9
2024-01-10,2933834.0
2024-01-11,2997613.0
2024-01-12,2512892.6
2024-01-16,2366200.9
2024-01-17,1900614.2
2024-01-18,2091951.2
2024-01-19,2136596.5
2024-01-22,1951637.4
2024-01-23,1951637.4
2024-01-24,1824079.4
2024-01-25,1875102.6
2024-01-26,1868724.7
2024-01-29,1862346.8
2024-01-30,1766678.3
2024-01-31,1747544.6
2024-02-01,1671009.8
2024-02-02,1492428.6
2024-02-05,1409515.9
2024-02-06,1441405.4
2024-02-07,1403138.0
2024-02-08,1473294.9
2024-02-09,1619986.6
2024-02-12,1671009.8
2024-02-13,1651876.1
2024-02-14,1722033.0
2024-02-15,1466917.0
2024-02-16,1766678.3
