,WST
2019-01-24,7814586000
2019-01-25,7908693000
2019-01-28,7834593000
2019-01-29,7810881000
2019-01-30,7847931000
2019-01-31,8022807000
2019-02-01,7648602000
2019-02-04,7763457000
2019-02-05,7696026000
2019-02-06,7698990000
2019-02-07,7617480000
2019-02-08,7609329000
2019-02-11,7674536999
2019-02-12,7777536000
2019-02-13,7842744000
2019-02-14,7476690000
2019-02-15,7551531000
2019-02-19,7595991000
2019-02-20,7622667000
2019-02-21,7693803000
2019-02-22,7727148000
2019-02-25,7788651000
2019-02-26,7689357000
2019-02-27,7698249000
2019-02-28,7761975000
2019-03-01,7864974000
2019-03-04,7773090000
2019-03-05,7742709000
2019-03-06,7603401000
2019-03-07,7593027000
2019-03-08,7526336999
2019-03-11,7635264000
2019-03-12,7664163000
2019-03-13,7798284000
2019-03-14,7855341000
2019-03-15,7833111000
2019-03-18,7850154000
2019-03-19,7838298000
2019-03-20,7787169000
2019-03-21,7914621000
2019-03-22,7681947000
2019-03-25,7777536000
2019-03-26,7817550000
2019-03-27,7878311999
2019-03-28,7970196000
2019-03-29,8165820000
2019-04-01,8238186000
2019-04-02,8200599000
2019-04-03,8239660000
2019-04-04,8244082000
2019-04-05,8318519000
2019-04-08,8337681000
2019-04-09,8324415000
2019-04-10,8442335000
2019-04-11,8440861000
2019-04-12,8532249000
2019-04-15,8615530000
2019-04-16,8393693000
2019-04-17,8227868000
2019-04-18,8219024000
2019-04-22,8266192000
2019-04-23,8490240000
2019-04-24,8490977000
2019-04-25,9010562000
2019-04-26,9115216000
2019-04-29,9014247000
2019-04-30,9123323000
2019-05-01,8887483000
2019-05-02,8979608000
2019-05-03,9054045000
2019-05-06,9048886000
2019-05-07,8947180000
2019-05-08,8876428000
2019-05-09,8877165000
2019-05-10,8874217000
2019-05-13,8663435000
2019-05-14,8572783999
2019-05-15,8578680000
2019-05-16,8635429000
2019-05-17,8579417000
2019-05-20,8655328000
2019-05-21,8735661000
2019-05-22,8711340000
2019-05-23,8553622000
2019-05-24,8570573000
2019-05-28,8524142000
2019-05-29,8502769000
2019-05-30,8537408000
2019-05-31,8446020000
2019-06-03,8453390000
2019-06-04,8571310000
2019-06-05,8655328000
2019-06-06,8702496000
2019-06-07,8793147000
2019-06-10,8841052000
2019-06-11,8894853000
2019-06-12,9005403000
2019-06-13,8984030000
2019-06-14,8894116000
2019-06-17,8892642000
2019-06-18,8943495000
2019-06-19,8978871000
2019-06-20,9007614000
2019-06-21,8994348000
2019-06-24,9005403000
2019-06-25,9034883000
2019-06-26,8970764000
2019-06-27,9107846000
2019-06-28,9223555000
2019-07-01,9230020000
2019-07-02,9144920000
2019-07-03,9170080000
2019-07-05,9176000000
2019-07-08,9093860000
2019-07-09,9180440000
2019-07-10,9164160000
2019-07-11,9212260000
2019-07-12,9207820000
2019-07-15,9204120000
2019-07-16,9118280000
2019-07-17,9021340000
2019-07-18,9033180000
2019-07-19,8984340000
2019-07-22,9102740000
2019-07-23,9121980000
2019-07-24,9047980000
2019-07-25,9831640000
2019-07-26,10131340000
2019-07-29,10239380000
2019-07-30,10173520000
2019-07-31,10157980000
2019-08-01,10158720000
2019-08-02,10031440000
2019-08-05,9889359999
2019-08-06,10243080000
2019-08-07,10334100000
2019-08-08,10588660000
2019-08-09,10650080000
2019-08-12,10529460000
2019-08-13,10735180000
2019-08-14,10533900000
2019-08-15,10573120000
2019-08-16,10734440000
2019-08-19,10787720000
2019-08-20,10738880000
2019-08-21,10798820000
2019-08-22,10793640000
2019-08-23,10606420000
2019-08-26,10755900000
2019-08-27,10823980000
2019-08-28,10818060000
2019-08-29,10888359999
2019-08-30,10764040000
2019-09-03,10720380000
2019-09-04,10946820000
2019-09-05,11101480000
2019-09-06,11077800000
2019-09-09,10763300000
2019-09-10,10438440000
2019-09-11,10709280000
2019-09-12,10810660000
2019-09-13,10670800000
2019-09-16,10517620000
2019-09-17,10604200000
2019-09-18,10457680000
2019-09-19,10606420000
2019-09-20,10588660000
2019-09-23,10648600000
2019-09-24,10599760000
2019-09-25,10777359999
2019-09-26,10590140000
2019-09-27,10424380000
2019-09-30,10508862000
2019-10-01,10350288000
2019-10-02,10196160000
2019-10-03,10387338000
2019-10-04,10491819000
2019-10-07,10425870000
2019-10-08,10218390000
2019-10-09,10424388000
2019-10-10,10445877000
2019-10-11,10522200000
2019-10-14,10496265000
2019-10-15,10506639000
2019-10-16,10371777000
2019-10-17,10493301000
2019-10-18,10436985000
2019-10-21,10379928000
2019-10-22,10286562000
2019-10-23,10312497000
2019-10-24,10289526000
2019-10-25,10439948999
2019-10-28,10558509000
2019-10-29,10628163000
2019-10-30,10708191000
2019-10-31,10658544000
2019-11-01,10903073999
2019-11-04,10947534000
2019-11-05,10886031000
2019-11-06,10918635000
2019-11-07,10951239000
2019-11-08,10946793000
2019-11-11,10918635000
2019-11-12,10934196000
2019-11-13,10982361000
2019-11-14,11017929000
2019-11-15,11126115000
2019-11-18,11050533000
2019-11-19,11094252000
2019-11-20,11085360000
2019-11-21,10918635000
2019-11-22,10848240000
2019-11-25,10831938000
2019-11-26,10977173999
2019-11-27,11132784000
2019-11-29,10894923000
2019-12-02,11072763000
2019-12-03,10919376000
2019-12-04,10935678000
2019-12-05,10920117000
2019-12-06,10927527000
2019-12-09,10724493000
2019-12-10,10771176000
2019-12-11,10868247000
2019-12-12,10848981000
2019-12-13,10846017000
2019-12-16,10911225000
2019-12-17,10995698999
2019-12-18,11063130000
2019-12-19,11073504000
2019-12-20,11177244000
2019-12-23,11204661000
2019-12-24,11169093000
2019-12-26,11172057000
2019-12-27,11175021000
2019-12-30,11175021000
2019-12-31,11109387000
2020-01-02,11213586000
2020-01-03,11243145999
2020-01-06,11249058000
2020-01-07,11220237000
2020-01-08,11068742000
2020-01-09,11192894000
2020-01-10,11279357000
2020-01-13,11523966000
2020-01-14,11564611000
2020-01-15,11616341000
2020-01-16,11702804000
2020-01-17,11645901000
2020-01-21,11647379000
2020-01-22,11618558000
2020-01-23,11569045000
2020-01-24,11509925000
2020-01-27,11490711000
2020-01-28,11626687000
2020-01-29,11684329000
2020-01-30,11672505000
2020-01-31,11524705000
2020-02-03,11697631000
2020-02-04,11745666000
2020-02-05,11792223000
2020-02-06,11852082000
2020-02-07,11756751000
2020-02-10,11828434000
2020-02-11,11986580000
2020-02-12,11986580000
2020-02-13,12886682000
2020-02-14,12900723000
2020-02-18,12800958000
2020-02-19,12914764000
2020-02-20,12686413000
2020-02-21,12574824000
2020-02-24,12333170999
2020-02-25,12013923000
2020-02-26,11698370000
2020-02-27,11440459000
2020-02-28,11126384000
2020-03-02,11564611000
2020-03-03,11379122000
2020-03-04,11742710000
2020-03-05,11342172000
2020-03-06,11081305000
2020-03-09,10331220000
2020-03-10,10607606000
2020-03-11,10924637000
2020-03-12,10549964000
2020-03-13,10797529000
2020-03-16,9641733000
2020-03-17,10574351000
2020-03-18,10603911000
2020-03-19,10292792000
2020-03-20,9655035000
2020-03-23,9530144000
2020-03-24,10011972000
2020-03-25,9999409000
2020-03-26,10821177000
2020-03-27,10425812000
2020-03-30,11218759000
2020-03-31,11236050000
2020-04-01,11055240000
2020-04-02,11489184000
2020-04-03,11169630000
2020-04-06,11903940000
2020-04-07,11670731999
2020-04-08,12161502000
2020-04-09,12024234000
2020-04-13,11799144000
2020-04-14,12331242000
2020-04-15,12177738000
2020-04-16,12367404000
2020-04-17,12544524000
2020-04-20,12573306000
2020-04-21,12191760000
2020-04-22,12554856000
2020-04-23,13831596000
2020-04-24,14430852000
2020-04-27,14600592000
2020-04-28,14244876000
2020-04-29,13992480000
2020-04-30,13967388000
2020-05-01,14143031999
2020-05-04,13898016000
2020-05-05,14376240000
2020-05-06,14540076000
2020-05-07,14610186000
2020-05-08,14760738000
2020-05-11,15516450000
2020-05-12,15178446000
2020-05-13,15045606000
2020-05-14,15523830000
2020-05-15,15805746000
2020-05-18,16117920000
2020-05-19,15613866000
2020-05-20,15504642000
2020-05-21,15573276000
2020-05-22,15604272000
2020-05-26,15199110000
2020-05-27,14855202000
2020-05-28,15205014000
2020-05-29,15943752000
2020-06-01,15655931999
2020-06-02,15595416000
2020-06-03,15451506000
2020-06-04,15157781999
2020-06-05,15182874000
2020-06-08,15325308000
2020-06-09,15224202000
2020-06-10,15709806000
2020-06-11,15038226000
2020-06-12,14813874000
2020-06-15,15451506000
2020-06-16,15533424000
2020-06-17,15590250000
2020-06-18,15693570000
2020-06-19,15984342000
2020-06-22,16073640000
2020-06-23,16054452000
2020-06-24,15978438000
2020-06-25,16483968000
2020-06-26,16416810000
2020-06-29,16245594000
2020-06-30,16787863000
2020-07-01,16626761000
2020-07-02,16977047000
2020-07-06,17303685000
2020-07-07,17057598000
2020-07-08,17166970000
2020-07-09,17435227000
2020-07-10,17161797000
2020-07-13,16926056000
2020-07-14,17239392000
2020-07-15,17826158000
2020-07-16,17762604000
2020-07-17,18248866000
2020-07-20,18610976000
2020-07-21,18686354000
2020-07-22,18871843000
2020-07-23,19366234000
2020-07-24,19410574000
2020-07-27,19733516999
2020-07-28,19531770000
2020-07-29,19924918000
2020-07-30,19876144000
2020-07-31,19869493000
2020-08-03,20591496000
2020-08-04,20281116000
2020-08-05,20296635000
2020-08-06,20240471000
2020-08-07,20215345000
2020-08-10,19685482000
2020-08-11,19550245000
2020-08-12,20133316000
2020-08-13,20334324000
2020-08-14,20135533000
2020-08-17,20321761000
2020-08-18,20345409000
2020-08-19,20316588000
2020-08-20,20357233000
2020-08-21,20062372000
2020-08-24,19928613000
2020-08-25,20292940000
2020-08-26,20256729000
2020-08-27,20242688000
2020-08-28,20070501000
2020-08-31,20984644000
2020-09-01,20821325000
2020-09-02,21284678000
2020-09-03,19753470000
2020-09-04,19484474000
2020-09-08,19407618000
2020-09-09,20142923000
2020-09-10,20350582000
2020-09-11,20131099000
2020-09-14,20534593000
2020-09-15,21015682000
2020-09-16,20786591999
2020-09-17,20319544000
2020-09-18,20524247000
2020-09-21,20458476000
2020-09-22,20473256000
2020-09-23,19827370000
2020-09-24,19482996000
2020-09-25,19916789000
2020-09-28,20129621000
2020-09-29,20222735000
2020-09-30,20342600000
2020-10-01,20408460000
2020-10-02,20264900000
2020-10-05,21285360000
2020-10-06,21484420000
2020-10-07,21660540000
2020-10-08,21553240000
2020-10-09,22072719999
2020-10-12,22322840000
2020-10-13,22161520000
2020-10-14,21323100000
2020-10-15,21561380000
2020-10-16,21612440000
2020-10-19,21168440000
2020-10-20,21236520000
2020-10-21,21047080000
2020-10-22,20676340000
2020-10-23,20862820000
2020-10-26,20728140000
2020-10-27,21169180000
2020-10-28,20737760000
2020-10-29,20367020000
2020-10-30,20133180000
2020-11-02,20083600000
2020-11-03,20500219999
2020-11-04,21444460000
2020-11-05,21831480000
2020-11-06,21889200000
2020-11-09,21203960000
2020-11-10,20677080000
2020-11-11,21095180000
2020-11-12,21429660000
2020-11-13,21531780000
2020-11-16,21608740000
2020-11-17,21222460000
2020-11-18,20815460000
2020-11-19,20810280000
2020-11-20,21070020000
2020-11-23,20403280000
2020-11-24,19810540000
2020-11-25,19920800000
2020-11-27,20569040000
2020-11-30,20361840000
2020-12-01,20128740000
2020-12-02,20378860000
2020-12-03,20145760000
2020-12-04,20094700000
2020-12-07,19836440000
2020-12-08,19778719999
2020-12-09,19325840000
2020-12-10,19733580000
2020-12-11,19534520000
2020-12-14,19604080000
2020-12-15,19771320000
2020-12-16,19803880000
2020-12-17,20244920000
2020-12-18,20546840000
2020-12-21,20430660000
2020-12-22,20935340000
2020-12-23,20825820000
2020-12-24,20939040000
2020-12-28,20537219999
2020-12-29,20597160000
2020-12-30,20715560000
2020-12-31,20936609000
2021-01-04,21103623000
2021-01-05,21506378000
2021-01-06,21736946000
2021-01-07,22470034000
2021-01-08,22726466999
2021-01-11,22348099000
2021-01-12,22058411000
2021-01-13,22022200000
2021-01-14,22075408000
2021-01-15,22126399000
2021-01-19,22178868000
2021-01-20,22543195000
2021-01-21,22146352000
2021-01-22,22176651000
2021-01-25,22189214000
2021-01-26,22146352000
2021-01-27,21669697000
2021-01-28,22090188000
2021-01-29,22132311000
2021-02-01,21949778000
2021-02-02,21770940000
2021-02-03,21584712000
2021-02-04,21449475000
2021-02-05,21530765000
2021-02-08,21760594000
2021-02-09,21422871000
2021-02-10,21600231000
2021-02-11,21511551000
2021-02-12,21727339000
2021-02-16,21845579000
2021-02-17,21725861000
2021-02-18,21929086000
2021-02-19,20806545000
2021-02-22,20148835000
2021-02-23,20270031000
2021-02-24,20612188000
2021-02-25,20520552000
2021-02-26,20740035000
2021-03-01,20912961000
2021-03-02,20551590000
2021-03-03,19777118000
2021-03-04,19013731000
2021-03-05,19391360000
2021-03-08,19313765000
2021-03-09,19762338000
2021-03-10,19785247000
2021-03-11,20166571000
2021-03-12,20257468000
2021-03-15,20397878000
2021-03-16,20261163000
2021-03-17,20292201000
2021-03-18,19875405000
2021-03-19,20481385000
2021-03-22,20876011000
2021-03-23,20932175000
2021-03-24,20550112000
2021-03-25,20355755000
2021-03-26,20714909000
2021-03-29,20729689000
2021-03-30,20569326000
2021-03-31,20851719999
2021-04-01,21072980000
2021-04-05,21427440000
2021-04-06,21554719999
2021-04-07,21399320000
2021-04-08,21599120000
2021-04-09,21942480000
2021-04-12,21973560000
2021-04-13,22677300000
2021-04-14,22204440000
2021-04-15,23010300000
2021-04-16,23223420000
2021-04-19,23442460000
2021-04-20,23620060000
2021-04-21,23963420000
2021-04-22,23816160000
2021-04-23,23952320000
2021-04-26,23858340000
2021-04-27,23705900000
2021-04-28,23844280000
2021-04-29,24016700000
2021-04-30,24310480000
2021-05-03,24411120000
2021-05-04,24360800000
2021-05-05,24316400000
2021-05-06,24377080000
2021-05-07,24692320000
2021-05-10,24696020000
2021-05-11,24806280000
2021-05-12,24035200000
2021-05-13,24294200000
2021-05-14,24647180000
2021-05-17,24175800000
2021-05-18,24188380000
2021-05-19,24114380000
2021-05-20,24626460000
2021-05-21,24675300000
2021-05-24,25124480000
2021-05-25,25556640000
2021-05-26,25484860000
2021-05-27,25507800000
2021-05-28,25715740000
2021-06-01,25171840000
2021-06-02,24698980000
2021-06-03,24624980000
2021-06-04,24673820000
2021-06-07,24665680000
2021-06-08,24442200000
2021-06-09,24858820000
2021-06-10,25439719999
2021-06-11,25554420000
2021-06-14,25540360000
2021-06-15,25518160000
2021-06-16,25612140000
2021-06-17,26050219999
2021-06-18,26069460000
2021-06-21,26461660000
2021-06-22,26646660000
2021-06-23,26543800000
2021-06-24,26605960000
2021-06-25,26644440000
2021-06-28,26876800000
2021-06-29,26640000000
2021-06-30,26609310000
2021-07-01,26899041000
2021-07-02,27101334000
2021-07-06,27342159000
2021-07-07,27614106000
2021-07-08,27647451000
2021-07-09,27727479000
2021-07-12,27860859000
2021-07-13,27613365000
2021-07-14,27523704000
2021-07-15,27562236000
2021-07-16,27688206000
2021-07-19,27491100000
2021-07-20,27616329000
2021-07-21,27265095000
2021-07-22,27711918000
2021-07-23,28237287000
2021-07-26,27973491000
2021-07-27,28037958000
2021-07-28,28455141000
2021-07-29,30004572000
2021-07-30,30509193000
2021-08-02,30768543000
2021-08-03,31284279000
2021-08-04,31725174000
2021-08-05,31541406000
2021-08-06,31677009000
2021-08-09,31789641000
2021-08-10,31493241000
2021-08-11,31330221000
2021-08-12,31842252000
2021-08-13,32180147999
2021-08-16,32723301000
2021-08-17,32741085000
2021-08-18,32768502000
2021-08-19,33119736000
2021-08-20,33308691000
2021-08-23,33090837000
2021-08-24,33039708000
2021-08-25,32938932000
2021-08-26,33100470000
2021-08-27,33119736000
2021-08-30,33470229000
2021-08-31,33465042000
2021-09-01,33576192000
2021-09-02,34011900000
2021-09-03,34410558000
2021-09-07,34223826000
2021-09-08,34713627000
2021-09-09,34177884000
2021-09-10,34014122999
2021-09-13,32767761000
2021-09-14,33497646000
2021-09-15,33529509000
2021-09-16,33676227000
2021-09-17,33242742000
2021-09-20,32948565000
2021-09-21,33205692000
2021-09-22,33284238000
2021-09-23,33731802000
2021-09-24,33871851000
2021-09-27,32721819000
2021-09-28,31672563000
2021-09-29,32041581000
2021-09-30,31628230000
2021-10-01,31269885000
2021-10-04,30531590000
2021-10-05,30804260000
2021-10-06,30790105000
2021-10-07,31120140000
2021-10-08,30331930000
2021-10-11,30065965000
2021-10-12,30038400000
2021-10-13,29967625000
2021-10-14,30353535000
2021-10-15,30158345000
2021-10-18,30449640000
2021-10-19,31108965000
2021-10-20,30887700000
2021-10-21,31456135000
2021-10-22,31378655000
2021-10-25,31098535000
2021-10-26,31312350000
2021-10-27,31389830000
2021-10-28,31374185000
2021-10-29,32026060000
2021-11-01,31792130000
2021-11-02,32633234999
2021-11-03,32646645000
2021-11-04,32263715000
2021-11-05,30081609999
2021-11-08,30788615000
2021-11-09,30851195000
2021-11-10,30506260000
2021-11-11,31057560000
2021-11-12,31231145000
2021-11-15,31473270000
2021-11-16,32946135000
2021-11-17,33127170000
2021-11-18,33477320000
2021-11-19,33409525000
2021-11-22,32607160000
2021-11-23,32086405000
2021-11-24,32312140000
2021-11-26,32696560000
2021-11-29,33329810000
2021-11-30,32978170000
2021-12-01,32438045000
2021-12-02,32585555000
2021-12-03,32342685000
2021-12-06,31556710000
2021-12-07,32032765000
2021-12-08,32445495000
2021-12-09,31974655000
2021-12-10,32151965000
2021-12-13,32847795000
2021-12-14,31937405000
2021-12-15,33042240000
2021-12-16,33139090000
2021-12-17,33510845000
2021-12-20,32707734999
2021-12-21,33116740000
2021-12-22,33793945000
2021-12-23,34258080000
2021-12-27,34708805000
2021-12-28,34632815000
2021-12-29,34865255000
2021-12-30,35114830000
2021-12-31,34894344000
2022-01-03,33176448000
2022-01-04,31917600000
2022-01-05,30055368000
2022-01-06,30335856000
2022-01-07,29050968000
2022-01-10,29207208000
2022-01-11,29722056000
2022-01-12,29854488000
2022-01-13,28330031999
2022-01-14,28255631999
2022-01-18,27688704000
2022-01-19,27933480000
2022-01-20,27795096000
2022-01-21,27364320000
2022-01-24,28533888000
2022-01-25,28149984000
2022-01-26,28165608000
2022-01-27,28559184000
2022-01-28,29241431999
2022-01-31,29255568000
2022-02-01,29554656000
2022-02-02,30409512000
2022-02-03,29919960000
2022-02-04,29815800000
2022-02-07,29813568000
2022-02-08,29811336000
2022-02-09,30413231999
2022-02-10,29726520000
2022-02-11,29105280000
2022-02-14,28545792000
2022-02-15,28671528000
2022-02-16,28221408000
2022-02-17,28815120000
2022-02-18,27490056000
2022-02-22,27463272000
2022-02-23,26597256000
2022-02-24,28151472000
2022-02-25,28753368000
2022-02-28,28798752000
2022-03-01,28389552000
2022-03-02,28620192000
2022-03-03,29108256000
2022-03-04,28806936000
2022-03-07,27742272000
2022-03-08,26683560000
2022-03-09,27706560000
2022-03-10,27637368000
2022-03-11,27022824000
2022-03-14,27529488000
2022-03-15,28675992000
2022-03-16,29518944000
2022-03-17,30149856000
2022-03-18,30852936000
2022-03-21,30701160000
2022-03-22,30762168000
2022-03-23,29993616000
2022-03-24,30388680000
2022-03-25,30149856000
2022-03-28,30254760000
2022-03-29,30810528000
2022-03-30,31099944000
2022-03-31,30556824000
2022-04-01,31027031999
2022-04-04,30431831999
2022-04-05,30402816000
2022-04-06,30463080000
2022-04-07,31281480000
2022-04-08,30770352000
2022-04-11,29648400000
2022-04-12,28610520000
2022-04-13,28794288000
2022-04-14,28362768000
2022-04-18,27708048000
2022-04-19,27602400000
2022-04-20,27658200000
2022-04-21,27166416000
2022-04-22,26022888000
2022-04-25,25961880000
2022-04-26,24729816000
2022-04-27,24727584000
2022-04-28,24206784000
2022-04-29,23440464000
2022-05-02,23231400000
2022-05-03,22799880000
2022-05-04,23691936000
2022-05-05,23418144000
2022-05-06,22791696000
2022-05-09,22083408000
2022-05-10,22041744000
2022-05-11,21635520000
2022-05-12,22021656000
2022-05-13,22689768000
2022-05-16,22570728000
2022-05-17,22686048000
2022-05-18,21874344000
2022-05-19,22484424000
2022-05-20,22370592000
2022-05-23,22568496000
2022-05-24,22373568000
2022-05-25,22229976000
2022-05-26,22726224000
2022-05-27,23898024000
2022-05-31,23092272000
2022-06-01,22958352000
2022-06-02,23658456000
2022-06-03,23055072000
2022-06-06,22991831999
2022-06-07,23537184000
2022-06-08,23213544000
2022-06-09,22657776000
2022-06-10,21837144000
2022-06-13,21119928000
2022-06-14,20877384000
2022-06-15,21567816000
2022-06-16,21032136000
2022-06-17,21041808000
2022-06-21,21466631999
2022-06-22,21488952000
2022-06-23,22238160000
2022-06-24,22407792000
2022-06-27,22678608000
2022-06-28,22056624000
2022-06-29,22284288000
2022-06-30,22496328000
2022-07-01,22895856000
2022-07-05,22770864000
2022-07-06,23476920000
2022-07-07,23827344000
2022-07-08,23694912000
2022-07-11,23505936000
2022-07-12,22079688000
2022-07-13,22320000000
2022-07-14,21901128000
2022-07-15,22352736000
2022-07-18,21723312000
2022-07-19,22334136000
2022-07-20,22573704000
2022-07-21,23555040000
2022-07-22,23334816000
2022-07-25,23325144000
2022-07-26,23313984000
2022-07-27,23846688000
2022-07-28,25290048000
2022-07-29,25560864000
2022-08-01,25224576000
2022-08-02,25229040000
2022-08-03,25567560000
2022-08-04,25331712000
2022-08-05,25422480000
2022-08-08,25248384000
2022-08-09,24514056000
2022-08-10,25209696000
2022-08-11,25128600000
2022-08-12,25368912000
2022-08-15,25357008000
2022-08-16,24844392000
2022-08-17,24421800000
2022-08-18,23941176000
2022-08-19,23772288000
2022-08-22,23173368000
2022-08-23,23042424000
2022-08-24,23107152000
2022-08-25,23412192000
2022-08-26,22600488000
2022-08-29,22436808000
2022-08-30,22053648000
2022-08-31,22073736000
2022-09-01,22029840000
2022-09-02,21676440000
2022-09-06,21650400000
2022-09-07,22230720000
2022-09-08,22924872000
2022-09-09,23325144000
2022-09-12,23277528000
2022-09-13,21796224000
2022-09-14,21637008000
2022-09-15,20365512000
2022-09-16,19943664000
2022-09-19,20082792000
2022-09-20,19618536000
2022-09-21,19210080000
2022-09-22,18831384000
2022-09-23,18915456000
2022-09-26,18810552000
2022-09-27,18331416000
2022-09-28,18743592000
2022-09-29,18694488000
2022-09-30,18308352000
2022-10-03,19041192000
2022-10-04,19429560000
2022-10-05,19319448000
2022-10-06,19065744000
2022-10-07,18586608000
2022-10-10,18289008000
2022-10-11,17832192000
2022-10-12,17790528000
2022-10-13,18556104000
2022-10-14,18416232000
2022-10-17,18995808000
2022-10-18,19463784000
2022-10-19,18126816000
2022-10-20,17208720000
2022-10-21,17326272000
2022-10-24,17604528000
2022-10-25,18541224000
2022-10-26,18927360000
2022-10-27,16459512000
2022-10-28,16777944000
2022-10-31,17119440000
2022-11-01,17074800000
2022-11-02,16333032000
2022-11-03,15574896000
2022-11-04,16039896000
2022-11-07,16809936000
2022-11-08,16707264000
2022-11-09,16480344000
2022-11-10,18059856000
2022-11-11,18669192000
2022-11-14,18027864000
2022-11-15,18428136000
2022-11-16,17863440000
2022-11-17,16511592000
2022-11-18,16740000000
2022-11-21,16758600000
2022-11-22,17002632000
2022-11-23,16967664000
2022-11-25,16862760000
2022-11-28,16678992000
2022-11-29,16628400000
2022-11-30,17458704000
2022-12-01,18006288000
2022-12-02,18179640000
2022-12-05,17814336000
2022-12-06,17483256000
2022-12-07,17550216000
2022-12-08,17560632000
2022-12-09,17782344000
2022-12-12,17951232000
2022-12-13,18741360000
2022-12-14,18122352000
2022-12-15,17638752000
2022-12-16,16821840000
2022-12-19,16980312000
2022-12-20,16947576000
2022-12-21,17460192000
2022-12-22,17503344000
2022-12-23,17493672000
2022-12-27,17612712000
2022-12-28,17204256000
2022-12-29,17780112000
2022-12-30,17510040000
2023-01-03,17463545000
2023-01-04,17964930000
2023-01-05,17410650000
2023-01-06,17321250000
2023-01-09,17934385000
2023-01-10,18321785000
2023-01-11,18725575000
2023-01-12,18482705000
2023-01-13,18677150000
2023-01-17,18851480000
2023-01-18,18960995000
2023-01-19,18981110000
2023-01-20,19336475000
2023-01-23,19676195000
2023-01-24,19245585000
2023-01-25,19405015000
2023-01-26,20121705000
2023-01-27,20012190000
2023-01-30,19505590000
2023-01-31,19787200000
2023-02-01,20233455000
2023-02-02,21000060000
2023-02-03,20329560000
2023-02-06,19978665000
2023-02-07,20292310000
2023-02-08,19747715000
2023-02-09,19923535000
2023-02-10,20199930000
2023-02-13,20361595000
2023-02-14,20564980000
2023-02-15,20798910000
2023-02-16,23822865000
2023-02-17,23372140000
2023-02-21,22847660000
2023-02-22,22763475000
2023-02-23,23246234999
2023-02-24,23113625000
2023-02-27,23315520000
2023-02-28,23618734999
2023-03-01,23711859999
2023-03-02,24041150000
2023-03-03,24529870000
2023-03-06,24093300000
2023-03-07,23965905000
2023-03-08,23819140000
2023-03-09,23490595000
2023-03-10,23433975000
2023-03-13,23930890000
2023-03-14,24478465000
2023-03-15,24256455000
2023-03-16,25062545000
2023-03-17,24564140000
2023-03-20,24731020000
2023-03-21,24959734999
2023-03-22,24506030000
2023-03-23,24722825000
2023-03-24,24905350000
2023-03-27,25019335000
2023-03-28,25315845000
2023-03-29,25179510000
2023-03-30,25394815000
2023-03-31,25742721000
2023-04-03,25785072000
2023-04-04,25863830000
2023-04-05,25764268000
2023-04-06,25612696000
2023-04-10,25989397000
2023-04-11,26362383000
2023-04-12,26656611000
2023-04-13,27248782000
2023-04-14,27039999000
2023-04-17,26931521000
2023-04-18,26901058000
2023-04-19,27315652000
2023-04-20,26852763000
2023-04-21,27184884000
2023-04-24,27637371000
2023-04-25,26525100000
2023-04-26,26542189000
2023-04-27,26392846000
2023-04-28,26840132000
2023-05-01,27203459000
2023-05-02,27462766000
2023-05-03,27374349000
2023-05-04,27429331000
2023-05-05,27376578000
2023-05-08,27274044000
2023-05-09,26876539000
2023-05-10,26950096000
2023-05-11,26755430000
2023-05-12,26749486000
2023-05-15,26389874000
2023-05-16,26343808000
2023-05-17,25860858000
2023-05-18,26059982000
2023-05-19,26108277000
2023-05-22,26073356000
2023-05-23,25470783000
2023-05-24,25310295000
2023-05-25,25276860000
2023-05-26,25522050000
2023-05-30,24990805000
2023-05-31,24863009000
2023-06-01,25375678999
2023-06-02,25539139000
2023-06-05,25514620000
2023-06-06,25721917000
2023-06-07,25612696000
2023-06-08,25986425000
2023-06-09,25877203999
2023-06-12,26554077000
2023-06-13,26586026000
2023-06-14,26353467000
2023-06-15,26733140000
2023-06-16,26899572000
2023-06-20,27201973000
2023-06-21,27409270000
2023-06-22,27392181000
2023-06-23,27268100000
2023-06-26,27124701000
2023-06-27,27441962000
2023-06-28,27432303000
2023-06-29,28037848000
2023-06-30,28417521000
2023-07-03,28109919000
2023-07-05,28013328999
2023-07-06,27730989000
2023-07-07,27609880000
2023-07-10,28033390000
2023-07-11,27887762000
2023-07-12,28495536000
2023-07-13,28505938000
2023-07-14,28615159000
2023-07-17,28502966000
2023-07-18,28575037000
2023-07-19,28651566000
2023-07-20,28141125000
2023-07-21,28034876000
2023-07-24,27941258000
2023-07-25,28020759000
2023-07-26,28190906000
2023-07-27,26369070000
2023-07-28,27153678000
2023-07-31,27345372000
2023-08-01,27614338000
2023-08-02,27534094000
2023-08-03,27470196000
2023-08-04,27867701000
2023-08-07,28137410000
2023-08-08,29710341000
2023-08-09,29731145000
2023-08-10,29738575000
2023-08-11,29329182000
2023-08-14,29711827000
2023-08-15,29878259000
2023-08-16,29533507000
2023-08-17,29190241000
2023-08-18,28811311000
2023-08-21,29176124000
2023-08-22,29213274000
2023-08-23,29205101000
2023-08-24,29104796000
2023-08-25,29254139000
2023-08-28,29970391000
2023-08-29,30642063000
2023-08-30,30397616000
2023-08-31,30232670000
2023-09-01,30291367000
2023-09-05,29992681000
2023-09-06,30080355000
2023-09-07,30006798000
2023-09-08,29211788000
2023-09-11,29508245000
