,FOSL
2018-12-04,984555000
2018-12-06,928125000
2018-12-07,870209999
2018-12-10,829620000
2018-12-11,838035000
2018-12-12,841995000
2018-12-13,791505000
2018-12-14,786060000
2018-12-17,783090000
2018-12-18,820215000
2018-12-19,828629999
2018-12-20,751410000
2018-12-21,752400000
2018-12-24,675675000
2018-12-26,761805000
2018-12-27,789525000
2018-12-28,803385000
2018-12-31,770266640
2019-01-02,812868800
2019-01-03,752638160
2019-01-04,807972000
2019-01-07,873099439
2019-01-08,915211920
2019-01-09,931861040
2019-01-10,840780560
2019-01-11,866733600
2019-01-14,842249600
2019-01-15,842249600
2019-01-16,853022560
2019-01-17,881424000
2019-01-18,881424000
2019-01-22,827559199
2019-01-23,840780560
2019-01-24,844208319
2019-01-25,856450319
2019-01-28,856450319
2019-01-29,853512240
2019-01-30,848615439
2019-01-31,830497280
2019-02-01,822172720
2019-02-04,826090160
2019-02-05,826090160
2019-02-06,746272320
2019-02-07,754107200
2019-02-08,750189760
2019-02-11,777611840
2019-02-12,793771280
2019-02-13,772225360
2019-02-14,746762000
2019-02-15,728643840
2019-02-19,722767680
2019-02-20,728643840
2019-02-21,741865200
2019-02-22,781039600
2019-02-25,804054560
2019-02-26,767328560
2019-02-27,776632480
2019-02-28,765859520
2019-03-01,782998320
2019-03-04,767328560
2019-03-05,750189760
2019-03-06,714932800
2019-03-07,719829600
2019-03-08,718850240
2019-03-11,723257360
2019-03-12,717381200
2019-03-13,727174800
2019-03-14,736478720
2019-03-15,717381200
2019-03-18,749210400
2019-03-19,730112880
2019-03-20,705628880
2019-03-21,713463760
2019-03-22,679675840
2019-03-25,688979760
2019-03-26,698283680
2019-03-27,698283680
2019-03-28,690938480
2019-03-29,671840960
2019-04-01,680410400
2019-04-02,677486000
2019-04-03,693082800
2019-04-04,708192200
2019-04-05,669687600
2019-04-08,662864000
2019-04-09,665301000
2019-04-10,651166400
2019-04-11,644342800
2019-04-12,645805000
2019-04-15,635569600
2019-04-16,638981400
2019-04-17,637031800
2019-04-18,637031800
2019-04-22,627771200
2019-04-23,632645200
2019-04-24,657502600
2019-04-25,652141200
2019-04-26,640931000
2019-04-29,661889200
2019-04-30,637031800
2019-05-01,627283800
2019-05-02,633376300
2019-05-03,657502600
2019-05-06,660914400
2019-05-07,604376000
2019-05-08,624846800
2019-05-09,707217400
2019-05-10,704293000
2019-05-13,659452200
2019-05-14,667738000
2019-05-15,662376600
2019-05-16,650679000
2019-05-17,624846800
2019-05-20,607300400
2019-05-21,612174400
2019-05-22,546862800
2019-05-23,541014000
2019-05-24,548325000
2019-05-28,522005400
2019-05-29,495198400
2019-05-30,482038600
2019-05-31,477164599
2019-06-03,499585000
2019-06-04,561484800
2019-06-05,545400600
2019-06-06,521517999
2019-06-07,541501400
2019-06-10,530778600
2019-06-11,534677800
2019-06-12,516156600
2019-06-13,521030600
2019-06-14,497147999
2019-06-17,508845600
2019-06-18,518106200
2019-06-19,515181800
2019-06-20,529316400
2019-06-21,537114800
2019-06-24,550274600
2019-06-25,541501400
2019-06-26,540039200
2019-06-27,562459600
2019-06-28,560510000
2019-07-01,552635550
2019-07-02,537999540
2019-07-03,531943259
2019-07-05,552130860
2019-07-08,553644930
2019-07-09,548598030
2019-07-10,551626170
2019-07-11,557177760
2019-07-12,579384120
2019-07-15,570804390
2019-07-16,572823150
2019-07-17,556673070
2019-07-18,532952640
2019-07-19,535476090
2019-07-22,521849460
2019-07-23,507718140
2019-07-24,523868220
2019-07-25,530429190
2019-07-26,532952640
2019-07-29,544055820
2019-07-30,547083960
2019-07-31,557177760
2019-08-01,514783799
2019-08-02,500147790
2019-08-05,494091509
2019-08-06,514783799
2019-08-07,524877600
2019-08-08,561719970
2019-08-09,525886980
2019-08-12,492072750
2019-08-13,503680620
2019-08-14,491063370
2019-08-15,459772590
2019-08-16,475417980
2019-08-19,494091509
2019-08-20,491568060
2019-08-21,496614960
2019-08-22,532447950
2019-08-23,524877600
2019-08-26,579888810
2019-08-27,605628000
2019-08-28,606637380
2019-08-29,635909400
2019-08-30,646003200
2019-09-03,626824980
2019-09-04,665181420
2019-09-05,684864330
2019-09-06,692939370
2019-09-09,693948750
2019-09-10,696472200
2019-09-11,688901850
2019-09-12,675779910
2019-09-13,662657970
2019-09-16,656601690
2019-09-17,631367190
2019-09-18,605628000
2019-09-19,616226490
2019-09-20,622787460
2019-09-23,611431935
2019-09-24,586449780
2019-09-25,604113930
2019-09-26,604113930
2019-09-27,620264010
2019-09-30,631755000
2019-10-01,614080000
2019-10-02,567115000
2019-10-03,573175000
2019-10-04,571660000
2019-10-07,569640000
2019-10-08,533785000
2019-10-09,538330000
2019-10-10,535300000
2019-10-11,561812500
2019-10-14,555500000
2019-10-15,553985000
2019-10-16,576205000
2019-10-17,574690000
2019-10-18,559035000
2019-10-21,595395000
2019-10-22,622665000
2019-10-23,611050000
2019-10-24,561055000
2019-10-25,565600000
2019-10-28,579235000
2019-10-29,583780000
2019-10-30,554995000
2019-10-31,549440000
2019-11-01,557015000
2019-11-04,593880000
2019-11-05,652965000
2019-11-06,634280000
2019-11-07,500455000
2019-11-08,450965000
2019-11-11,414605000
2019-11-12,397435000
2019-11-13,400465000
2019-11-14,394910000
2019-11-15,398445000
2019-11-18,369155000
2019-11-19,369155000
2019-11-20,352995000
2019-11-21,351480000
2019-11-22,362590000
2019-11-25,375215000
2019-11-26,367640000
2019-11-27,381275000
2019-11-29,378245000
2019-12-02,370165000
2019-12-03,360570000
2019-12-04,347187500
2019-12-05,359055000
2019-12-06,372690000
2019-12-09,385820000
2019-12-10,379255000
2019-12-11,372185000
2019-12-12,391880000
2019-12-13,381275000
2019-12-16,386325000
2019-12-17,380265000
2019-12-18,394910000
2019-12-19,394910000
2019-12-20,387840000
2019-12-23,391375000
2019-12-24,385315000
2019-12-26,388345000
2019-12-27,390870000
2019-12-30,385818580
2019-12-31,398460080
2020-01-02,402505360
2020-01-03,394414800
2020-01-06,394920460
2020-01-07,401494040
2020-01-08,403011020
2020-01-09,391380840
2020-01-10,367109160
2020-01-13,366097840
2020-01-14,400482720
2020-01-15,394414800
2020-01-16,409584600
2020-01-17,420456290
2020-01-21,421720440
2020-01-22,426271380
2020-01-23,420961949
2020-01-24,413124220
2020-01-27,393403480
2020-01-28,376716700
2020-01-29,372165760
2020-01-30,364580860
2020-01-31,340309180
2020-02-03,343848800
2020-02-04,358512940
2020-02-05,358512940
2020-02-06,343343140
2020-02-07,336769560
2020-02-10,317554480
2020-02-11,319071460
2020-02-12,337780880
2020-02-13,332724280
2020-02-14,323622400
2020-02-18,309211090
2020-02-19,300867700
2020-02-20,318565800
2020-02-21,303648830
2020-02-24,276090360
2020-02-25,268505460
2020-02-26,210860220
2020-02-27,216422480
2020-02-28,232097940
2020-03-02,215916819
2020-03-03,227799830
2020-03-04,238165860
2020-03-05,231592280
2020-03-06,248784720
2020-03-09,245245099
2020-03-10,204792300
2020-03-11,198218720
2020-03-12,194173440
2020-03-13,225018700
2020-03-16,179509300
2020-03-17,159282900
2020-03-18,159282900
2020-03-19,189622500
2020-03-20,211365880
2020-03-23,185071560
2020-03-24,189116840
2020-03-25,199735700
2020-03-26,193667780
2020-03-27,171418740
2020-03-30,166362140
2020-03-31,166362140
2020-04-01,157260260
2020-04-02,155743280
2020-04-03,166362140
2020-04-06,173530710
2020-04-07,170971260
2020-04-08,179161500
2020-04-09,210386790
2020-04-13,201172770
2020-04-14,192470640
2020-04-15,201684660
2020-04-16,182232840
2020-04-17,179161500
2020-04-20,175066380
2020-04-21,160733460
2020-04-22,161245350
2020-04-23,162781020
2020-04-24,170459370
2020-04-27,181209060
2020-04-28,188887410
2020-04-29,204244110
2020-04-30,202708440
2020-05-01,193494420
2020-05-04,177113940
2020-05-05,170971260
2020-05-06,169435590
2020-05-07,175066380
2020-05-08,182232840
2020-05-11,186839850
2020-05-12,157918065
2020-05-13,156638340
2020-05-14,149471880
2020-05-15,147424320
2020-05-18,165852360
2020-05-19,153055110
2020-05-20,138210300
2020-05-21,148959990
2020-05-22,165340470
2020-05-26,158685900
2020-05-27,167899920
2020-05-28,163804800
2020-05-29,156126450
2020-06-01,159709680
2020-06-02,175578270
2020-06-03,195030090
2020-06-04,223184040
2020-06-05,268742250
2020-06-08,414374955
2020-06-09,257480670
2020-06-10,259016339
2020-06-11,223951875
2020-06-12,243147750
2020-06-15,244171529
2020-06-16,260552010
2020-06-17,247754760
2020-06-18,245451255
2020-06-19,262855515
2020-06-22,246219089
2020-06-23,250826100
2020-06-24,227791050
2020-06-25,223951875
2020-06-26,213458130
2020-06-29,228814830
2020-06-30,238028850
2020-07-01,221904315
2020-07-02,226767270
2020-07-06,221098689
2020-07-07,212890850
2020-07-08,211864870
2020-07-09,196475170
2020-07-10,205196000
2020-07-13,198527130
2020-07-14,202118060
2020-07-15,231871479
2020-07-16,219559720
2020-07-17,211864870
2020-07-20,200066100
2020-07-21,210325899
2020-07-22,204683010
2020-07-23,203657030
2020-07-24,198527130
2020-07-27,189806300
2020-07-28,185702380
2020-07-29,185702380
2020-07-30,175955570
2020-07-31,169799690
2020-08-03,171851650
2020-08-04,177494540
2020-08-05,210325899
2020-08-06,212377859
2020-08-07,206221979
2020-08-10,226228590
2020-08-11,246748189
2020-08-12,238027359
2020-08-13,271884700
2020-08-14,288300380
2020-08-17,293430280
2020-08-18,285222440
2020-08-19,274449650
2020-08-20,288300380
2020-08-21,275475630
2020-08-24,299586160
2020-08-25,301638120
2020-08-26,285735430
2020-08-27,286248420
2020-08-28,313436890
2020-08-31,330109065
2020-09-01,336008450
2020-09-02,348576705
2020-09-03,356271555
2020-09-04,340112370
2020-09-08,344729280
2020-09-09,362683930
2020-09-10,358580010
2020-09-11,370378780
2020-09-14,374995690
2020-09-15,384742500
2020-09-16,433989540
2020-09-17,417317365
2020-09-18,416034890
2020-09-21,383203530
2020-09-22,379099610
2020-09-23,360631970
2020-09-24,336521440
2020-09-25,311384930
2020-09-28,318566790
2020-09-29,296508220
2020-09-30,294456260
2020-10-01,295995230
2020-10-02,303177090
2020-10-05,336552500
2020-10-06,324965000
2020-10-07,360500000
2020-10-08,329600000
2020-10-09,346595000
2020-10-12,332690000
2020-10-13,310545000
2020-10-14,302820000
2020-10-15,294580000
2020-10-16,292520000
2020-10-19,289430000
2020-10-20,294065000
2020-10-21,297155000
2020-10-22,324450000
2020-10-23,313120000
2020-10-26,321360000
2020-10-27,329600000
2020-10-28,295610000
2020-10-29,314665000
2020-10-30,294065000
2020-11-02,295095000
2020-11-03,323935000
2020-11-04,303850000
2020-11-05,325480000
2020-11-06,305395000
2020-11-09,331660000
2020-11-10,323935000
2020-11-11,307455000
2020-11-12,382645000
2020-11-13,400155000
2020-11-16,462985000
2020-11-17,551565000
2020-11-18,549762500
2020-11-19,613880000
2020-11-20,571135000
2020-11-23,596370000
2020-11-24,593795000
2020-11-25,596885000
2020-11-27,574225000
2020-11-30,545900000
2020-12-01,557487500
2020-12-02,561865000
2020-12-03,577315000
2020-12-04,603580000
2020-12-07,638600000
2020-12-08,666925000
2020-12-09,673620000
2020-12-10,683920000
2020-12-11,684435000
2020-12-14,497232499
2020-12-15,499292500
2020-12-16,503669999
2020-12-17,499035000
2020-12-18,467620000
2020-12-21,479980000
2020-12-22,472770000
2020-12-23,492340000
2020-12-24,473285000
2020-12-28,471740000
2020-12-29,453715000
2020-12-30,448565000
2020-12-31,446505000
2021-01-04,439809999
2021-01-05,467620000
2021-01-06,501610000
2021-01-07,503155000
2021-01-08,504957500
2021-01-11,505215000
2021-01-12,545385000
2021-01-13,512940000
2021-01-14,530450000
2021-01-15,506245000
2021-01-19,469165000
2021-01-20,472770000
2021-01-21,490280000
2021-01-22,508304999
2021-01-25,604610000
2021-01-26,651475000
2021-01-27,1218490000
2021-01-28,754990000
2021-01-29,746750000
2021-02-01,783315000
2021-02-02,697310000
2021-02-03,787177500
2021-02-04,816275000
2021-02-05,888890000
2021-02-08,846145000
2021-02-09,836875000
2021-02-10,923395000
2021-02-11,882195000
2021-02-12,828119999
2021-02-16,861080000
2021-02-17,869835000
2021-02-18,810610000
2021-02-19,824515000
2021-02-22,829150000
2021-02-23,815245000
2021-02-24,802370000
2021-02-25,815245000
2021-02-26,779710000
2021-03-01,860050000
2021-03-02,847175000
2021-03-03,828119999
2021-03-04,802885000
2021-03-05,821425000
2021-03-08,909490000
2021-03-09,943994999
2021-03-10,930089999
2021-03-11,778165000
2021-03-12,747265000
2021-03-15,741600000
2021-03-16,714820000
2021-03-17,725635000
2021-03-18,717910000
2021-03-19,743660000
2021-03-22,688040000
2021-03-23,632935000
2021-03-24,611305000
2021-03-25,656110000
2021-03-26,712245000
2021-03-29,617485000
2021-03-30,642720000
2021-03-31,638600000
2021-04-01,642720000
2021-04-05,660400000
2021-04-06,668720000
2021-04-07,645320000
2021-04-08,663520000
2021-04-09,676000000
2021-04-12,716560000
2021-04-13,708240000
2021-04-14,697840000
2021-04-15,689000000
2021-04-16,687440000
2021-04-19,657280000
2021-04-20,613600000
2021-04-21,642720000
2021-04-22,642200000
2021-04-23,656760000
2021-04-26,639600000
2021-04-27,654160000
2021-04-28,654680000
2021-04-29,660920000
2021-04-30,670800000
2021-05-03,682240000
2021-05-04,643760000
2021-05-05,633880000
2021-05-06,627120000
2021-05-07,637000000
2021-05-10,599040000
2021-05-11,586040000
2021-05-12,522079999
2021-05-13,590200000
2021-05-14,632320000
2021-05-17,707720000
2021-05-18,701480000
2021-05-19,689000000
2021-05-20,616200000
2021-05-21,629720000
2021-05-24,623480000
2021-05-25,625040000
2021-05-26,691600000
2021-05-27,787800000
2021-05-28,734240000
2021-06-01,748280000
2021-06-02,821080000
2021-06-03,790920000
2021-06-04,735800000
2021-06-07,798720000
2021-06-08,821080000
2021-06-09,789880000
2021-06-10,766480000
2021-06-11,812240000
2021-06-14,750880000
2021-06-15,729040000
2021-06-16,708240000
2021-06-17,666120000
2021-06-18,642200000
2021-06-21,677560000
2021-06-22,690560000
2021-06-23,699920000
2021-06-24,711360000
2021-06-25,706160000
2021-06-28,702520000
2021-06-29,723840000
2021-06-30,742560000
2021-07-01,754000000
2021-07-02,708240000
2021-07-06,699210810
2021-07-07,667926210
2021-07-08,667404800
2021-07-09,699732220
2021-07-12,692953890
2021-07-13,677833000
2021-07-14,659583650
2021-07-15,642377120
2021-07-16,625692000
2021-07-19,609528290
2021-07-20,639770070
2021-07-21,665319160
2021-07-22,647069810
2021-07-23,653326730
2021-07-26,666883390
2021-07-27,635598790
2021-07-28,637684430
2021-07-29,644462760
2021-07-30,658019420
2021-08-02,655933780
2021-08-03,654890960
2021-08-04,600664320
2021-08-05,634034560
2021-08-06,658540830
2021-08-09,647591220
2021-08-10,667926210
2021-08-11,667404800
2021-08-12,728931180
2021-08-13,723195670
2021-08-16,718502980
2021-08-17,684611330
2021-08-18,689304020
2021-08-19,675225950
2021-08-20,699732220
2021-08-23,704424910
2021-08-24,747180530
2021-08-25,737273740
2021-08-26,719024390
2021-08-27,728409770
2021-08-30,715374520
2021-08-31,698689400
2021-09-01,725281310
2021-09-02,702860680
2021-09-03,700775040
2021-09-07,676790180
2021-09-08,646548400
2021-09-09,663754930
2021-09-10,642898530
2021-09-13,649155450
2021-09-14,641334300
2021-09-15,661147880
2021-09-16,658540830
2021-09-17,647591220
2021-09-20,650719680
2021-09-21,652805320
2021-09-22,665840570
2021-09-23,694518120
2021-09-24,696603760
2021-09-27,701817860
2021-09-28,682525690
2021-09-29,675747360
2021-09-30,617870850
2021-10-01,625170590
2021-10-04,652292000
2021-10-05,638746000
2021-10-06,601755000
2021-10-07,623116000
2021-10-08,599671000
2021-10-11,602797000
2021-10-12,625200000
2021-10-13,637183000
2021-10-14,651771000
2021-10-15,649166000
2021-10-18,647082000
2021-10-19,644477000
2021-10-20,631452000
2021-10-21,627805000
2021-10-22,613738000
2021-10-25,634578000
2021-10-26,626763000
2021-10-27,605402000
2021-10-28,612175000
2021-10-29,615822000
2021-11-01,654897000
2021-11-02,638225000
2021-11-03,697098000
2021-11-04,712728000
2021-11-05,729400000
2021-11-08,732526000
2021-11-09,758055000
2021-11-10,721064000
2021-11-11,884658000
2021-11-12,885700000
2021-11-15,856524000
2021-11-16,846625000
2021-11-17,808071000
2021-11-18,791399000
2021-11-19,748156000
2021-11-22,700224000
2021-11-23,679384000
2021-11-24,669485000
2021-11-26,636141000
2021-11-29,626242000
2021-11-30,622595000
2021-12-01,564243000
2021-12-02,565806000
2021-12-03,549134000
2021-12-06,548613000
2021-12-07,564764000
2021-12-08,585083000
2021-12-09,565285000
2021-12-10,543924000
2021-12-13,526210000
2021-12-14,520479000
2021-12-15,523083999
2021-12-16,497555000
2021-12-17,503807000
2021-12-20,482446000
2021-12-21,504849000
2021-12-22,512143000
2021-12-23,529857000
2021-12-27,531419999
2021-12-28,530899000
2021-12-29,528294000
2021-12-30,538193000
2021-12-31,536108999
2022-01-03,557949270
2022-01-04,563149170
2022-01-05,543909540
2022-01-06,542869560
2022-01-07,542349570
2022-01-10,529349820
2022-01-11,545989500
2022-01-12,545989500
2022-01-13,551709390
2022-01-14,537149670
2022-01-18,551189400
2022-01-19,532989750
2022-01-20,512190150
2022-01-21,505430280
2022-01-24,539749620
2022-01-25,550149420
2022-01-26,532989750
2022-01-27,531949770
2022-01-28,539749620
2022-01-31,576668910
2022-02-01,590188650
2022-02-02,581868810
2022-02-03,574588950
2022-02-04,584988750
2022-02-07,608388300
2022-02-08,645827580
2022-02-09,668707140
2022-02-10,665587200
2022-02-11,655187400
2022-02-14,660907290
2022-02-15,698866560
2022-02-16,720706140
2022-02-17,726946020
2022-02-18,744105690
2022-02-22,701466510
2022-02-23,705106440
2022-02-24,735785850
2022-02-25,745665660
2022-02-28,703026480
2022-03-01,683266860
2022-03-02,720706140
2022-03-03,714986250
2022-03-04,686906790
2022-03-07,619308090
2022-03-08,658307340
2022-03-09,755545470
2022-03-10,472150920
2022-03-11,452391299
2022-03-14,419631930
2022-03-15,476830830
2022-03-16,502310340
2022-03-17,527789850
2022-03-18,551189400
2022-03-21,540789600
2022-03-22,551709390
2022-03-23,524669910
2022-03-24,531429780
2022-03-25,521029980
2022-03-28,521549969
2022-03-29,547549470
2022-03-30,530909790
2022-03-31,501270360
2022-04-01,501270360
2022-04-04,504172212
2022-04-05,481489618
2022-04-06,481489618
2022-04-07,486644753
2022-04-08,487675780
2022-04-11,512420428
2022-04-12,525308266
2022-04-13,549021888
2022-04-14,556754590
2022-04-18,543351239
2022-04-19,570673455
2022-04-20,560878698
2022-04-21,549537401
2022-04-22,529947888
2022-04-25,533298726
2022-04-26,520668645
2022-04-27,512935942
2022-04-28,529947888
2022-04-29,509327347
2022-05-02,538711617
2022-05-03,528401347
2022-05-04,518606591
2022-05-05,481489618
2022-05-06,463962159
2022-05-09,441795078
2022-05-10,436639942
2022-05-11,412926321
2022-05-12,392305781
2022-05-13,411895294
2022-05-16,389212700
2022-05-17,387666159
2022-05-18,368076646
2022-05-19,356735348
2022-05-20,347971619
2022-05-23,346940592
2022-05-24,326835565
2022-05-25,339723403
2022-05-26,362921511
2022-05-27,381479997
2022-05-31,378386916
2022-06-01,367561132
2022-06-02,371169727
2022-06-03,368076646
2022-06-06,370138700
2022-06-07,374262808
2022-06-08,363952538
2022-06-09,349002646
2022-06-10,335083781
2022-06-13,309823619
2022-06-14,309308106
2022-06-15,322711457
2022-06-16,291265133
2022-06-17,300544376
2022-06-21,301059889
2022-06-22,302606430
2022-06-23,307246051
2022-06-24,317040808
2022-06-27,307761565
2022-06-28,297451295
2022-06-29,288172052
2022-06-30,266520484
2022-07-01,262911890
2022-07-05,276227250
2022-07-06,267935250
2022-07-07,296957250
2022-07-08,302139750
2022-07-11,287110500
2022-07-12,301621500
2022-07-13,306804000
2022-07-14,297475500
2022-07-15,301621500
2022-07-18,303176250
2022-07-19,325461000
2022-07-20,353446500
2022-07-21,338935500
2022-07-22,334271250
2022-07-25,331680000
2022-07-26,307840500
2022-07-27,318205500
2022-07-28,325461000
2022-07-29,312504750
2022-08-01,326497500
2022-08-02,318723750
2022-08-03,336344250
2022-08-04,340490250
2022-08-05,353446500
2022-08-08,357074250
2022-08-09,333753000
2022-08-10,342045000
2022-08-11,319760250
2022-08-12,313023000
2022-08-15,293329500
2022-08-16,293847750
2022-08-17,275709000
2022-08-18,266898750
2022-08-19,254979000
2022-08-22,243059250
2022-08-23,243577500
2022-08-24,235803750
2022-08-25,239949750
2022-08-26,228030000
2022-08-29,227511749
2022-08-30,228548250
2022-08-31,219219750
2022-09-01,218701500
2022-09-02,223365749
2022-09-06,199526250
2022-09-07,201081000
2022-09-08,196416750
2022-09-09,199526250
2022-09-12,210927750
2022-09-13,194862000
2022-09-14,186570000
2022-09-15,196416750
2022-09-16,210409499
2022-09-19,231657750
2022-09-20,220256250
2022-09-21,218183250
2022-09-22,206263500
2022-09-23,200562750
2022-09-26,192789000
2022-09-27,195380250
2022-09-28,199526250
2022-09-29,186570000
2022-09-30,177241500
2022-10-03,179228000
2022-10-04,188552000
2022-10-05,192178000
2022-10-06,193214000
2022-10-07,186998000
2022-10-10,179746000
2022-10-11,179228000
2022-10-12,178192000
2022-10-13,183890000
2022-10-14,179746000
2022-10-17,197876000
2022-10-18,197876000
2022-10-19,190624000
2022-10-20,186480000
2022-10-21,187516000
2022-10-24,178710000
2022-10-25,203056000
2022-10-26,214970000
2022-10-27,210826000
2022-10-28,217042000
2022-10-31,220150000
2022-11-01,223776000
2022-11-02,217042000
2022-11-03,210307999
2022-11-04,209272000
2022-11-07,200984000
2022-11-08,196322000
2022-11-09,174566000
2022-11-10,216524000
2022-11-11,236207999
2022-11-14,231028000
2022-11-15,255374000
2022-11-16,236726000
2022-11-17,273504000
2022-11-18,250712000
2022-11-21,241388000
2022-11-22,254338000
2022-11-23,250194000
2022-11-25,248122000
2022-11-28,237762000
2022-11-29,245532000
2022-11-30,247085999
2022-12-01,252784000
2022-12-02,239316000
2022-12-05,233618000
2022-12-06,241906000
2022-12-07,241906000
2022-12-08,243460000
2022-12-09,238798000
2022-12-12,237762000
2022-12-13,240870000
2022-12-14,250194000
2022-12-15,225329999
2022-12-16,216006000
2022-12-19,200466000
2022-12-20,202020000
2022-12-21,205646000
2022-12-22,205646000
2022-12-23,206164000
2022-12-27,209790000
2022-12-28,206164000
2022-12-29,215488000
2022-12-30,223257999
2023-01-03,230688000
2023-01-04,251942400
2023-01-05,247795200
2023-01-06,256089600
2023-01-09,256089600
2023-01-10,263865600
2023-01-11,283564800
2023-01-12,289785600
2023-01-13,301708800
2023-01-17,290822400
2023-01-18,278380800
2023-01-19,269568000
2023-01-20,285120000
2023-01-23,296006400
2023-01-24,283564800
2023-01-25,294969600
2023-01-26,290304000
2023-01-27,285120000
2023-01-30,285638400
2023-01-31,294451200
2023-02-01,300672000
2023-02-02,301190400
2023-02-03,292377600
2023-02-06,282528000
2023-02-07,281491200
2023-02-08,237945600
2023-02-09,233280000
2023-02-10,231724800
2023-02-13,238463999
2023-02-14,244684800
2023-02-15,246758400
2023-02-16,228096000
2023-02-17,228096000
2023-02-21,222912000
2023-02-22,223948800
2023-02-23,219801600
2023-02-24,220320000
2023-02-27,221356799
2023-02-28,224467200
2023-03-01,223948800
2023-03-02,230688000
2023-03-03,236908800
2023-03-06,222393600
2023-03-07,220320000
2023-03-08,213580800
2023-03-09,190771200
2023-03-10,184550400
2023-03-13,186624000
2023-03-14,178329600
2023-03-15,177292800
2023-03-16,170553600
2023-03-17,166406400
2023-03-20,165369600
2023-03-21,171590400
2023-03-22,163814400
2023-03-23,160185600
2023-03-24,158112000
2023-03-27,156038400
2023-03-28,156038400
2023-03-29,164851200
2023-03-30,163296000
2023-03-31,165888000
2023-04-03,170134250
2023-04-04,171181230
2023-04-05,164899350
2023-04-06,166993310
2023-04-10,170657740
2023-04-11,173798680
2023-04-12,163328880
2023-04-13,168040290
2023-04-14,166469820
2023-04-17,173798680
2023-04-18,180604050
2023-04-19,188456400
2023-04-20,183221500
2023-04-21,186885930
2023-04-24,184268480
2023-04-25,178510090
2023-04-26,173275190
2023-04-27,175892640
2023-04-28,175892640
2023-05-01,172751700
2023-05-02,172751700
2023-05-03,171704720
2023-05-04,161234920
2023-05-05,167516800
2023-05-08,164899350
2023-05-09,165422840
2023-05-10,168563780
2023-05-11,150241630
2023-05-12,137154380
2023-05-15,112026860
2023-05-16,101557060
2023-05-17,107315449
2023-05-18,111503370
2023-05-19,106268469
2023-05-22,109409410
2023-05-23,120402699
2023-05-24,114644310
2023-05-25,119879210
2023-05-26,119879210
2023-05-30,113597330
2023-05-31,106268469
2023-06-01,111503370
2023-06-02,120402699
2023-06-05,113597330
2023-06-06,123020150
2023-06-07,132966460
2023-06-08,129825520
2023-06-09,120402699
2023-06-12,120926190
2023-06-13,123020150
2023-06-14,119355719
2023-06-15,119355719
2023-06-16,122496660
2023-06-20,125637600
2023-06-21,128255050
2023-06-22,127208070
2023-06-23,130872500
2023-06-26,127208070
2023-06-27,132966460
2023-06-28,130349010
2023-06-29,134013440
2023-06-30,134536930
2023-07-03,146380140
2023-07-05,139559560
2023-07-06,136411600
2023-07-07,139034900
2023-07-10,141658200
2023-07-11,138510240
2023-07-12,139034900
2023-07-13,138510240
2023-07-14,141133540
2023-07-17,140084220
2023-07-18,134312960
2023-07-19,134312960
2023-07-20,133263640
2023-07-21,142182860
2023-07-24,150577420
2023-07-25,142182860
2023-07-26,144806160
2023-07-27,141133540
2023-07-28,145855480
2023-07-31,145855480
2023-08-01,142707520
2023-08-02,137460920
2023-08-03,140608880
2023-08-04,134837620
2023-08-07,139034900
2023-08-08,131689659
2023-08-09,126443060
2023-08-10,118048500
2023-08-11,111752580
2023-08-14,110178600
2023-08-15,104932000
2023-08-16,104407340
2023-08-17,104932000
2023-08-18,104932000
2023-08-21,109653939
2023-08-22,109653939
2023-08-23,109653939
2023-08-24,104932000
2023-08-25,105981320
2023-08-28,104407340
2023-08-29,109653939
2023-08-30,111752580
2023-08-31,111227920
2023-09-01,114900540
2023-09-05,111227920
2023-09-06,107555299
2023-09-07,109129280
2023-09-08,108079960
2023-09-11,107555299
2023-09-12,115425200
2023-09-13,116474520
2023-09-14,118573159
2023-09-15,114900540
2023-09-18,112277240
2023-09-19,112277240
2023-09-20,108604619
2023-09-21,109129280
2023-09-22,104932000
2023-09-25,107555299
2023-09-26,103358020
2023-09-27,101259380
2023-09-28,105981320
2023-09-29,108079960
2023-10-02,104475000
2023-10-03,100275000
2023-10-04,96600000
2023-10-05,93450000
2023-10-06,89512500
2023-10-09,95550000
2023-10-10,94500000
2023-10-11,97125000
2023-10-12,90300000
2023-10-13,87675000
2023-10-16,85050000
2023-10-17,95025000
2023-10-18,93450000
2023-10-19,86100000
2023-10-20,92400000
2023-10-23,87675000
2023-10-24,85837500
2023-10-25,85050000
2023-10-26,84000000
2023-10-27,79800000
2023-10-30,80850000
2023-10-31,81900000
2023-11-01,75600000
2023-11-02,80850000
2023-11-03,94237500
2023-11-06,93450000
2023-11-07,93450000
2023-11-08,90825000
2023-11-09,61424999
2023-11-10,69825000
2023-11-13,60374999
2023-11-14,60112500
2023-11-15,66675000
2023-11-16,61950000
2023-11-17,60374999
2023-11-20,61424999
2023-11-21,59849999
2023-11-22,60899999
2023-11-24,62475000
2023-11-27,58800000
2023-11-28,57750000
2023-11-29,59324999
2023-11-30,57750000
2023-12-01,58800000
2023-12-04,59849999
2023-12-05,57225000
2023-12-06,59324999
2023-12-07,68775000
2023-12-08,67200000
2023-12-11,64050000
2023-12-12,63525000
2023-12-13,67725000
2023-12-14,76650000
2023-12-15,75600000
2023-12-18,74550000
2023-12-19,79800000
2023-12-20,77175000
2023-12-21,80325000
2023-12-22,79275000
