,FOSL
2009-07-22,1657842900
2009-07-23,1700539860
2009-07-24,1699872720
2009-07-27,1652505780
2009-07-28,1683861360
2009-07-29,1688531340
2009-07-30,1737232560
2009-07-31,1757246760
2009-08-03,1790603760
2009-08-04,1795273740
2009-08-05,1768588140
2009-08-06,1747239660
2009-08-07,1810617960
2009-08-10,1849312080
2009-08-11,1672519980
2009-08-12,1669184280
2009-08-13,1705876980
2009-08-14,1705209840
2009-08-17,1652505780
2009-08-18,1685195640
2009-08-19,1667850000
2009-08-20,1671852840
2009-08-21,1678524240
2009-08-24,1643832960
2009-08-25,1672519980
2009-08-26,1673854260
2009-08-27,1691867040
2009-08-28,1713882660
2009-08-31,1693201320
2009-09-01,1674521400
2009-09-02,1715216940
2009-09-03,1751909640
2009-09-04,1807282260
2009-09-08,1849979220
2009-09-09,1894677600
2009-09-10,1869993420
2009-09-11,1857317760
2009-09-14,1904017560
2009-09-15,1892676180
2009-09-16,1961391600
2009-09-17,1950717360
2009-09-18,1973400120
2009-09-21,1982740080
2009-09-22,1985408640
2009-09-23,1952051640
2009-09-24,1883336220
2009-09-25,1851980640
2009-09-28,1884670500
2009-09-29,1917360360
2009-09-30,1898013300
2009-10-01,1799276580
2009-10-02,1760582460
2009-10-05,1814054400
2009-10-06,1872852480
2009-10-07,1897574400
2009-10-08,1936327680
2009-10-09,1978421760
2009-10-12,1961717760
2009-10-13,1967731200
2009-10-14,2021852160
2009-10-15,2027197440
2009-10-16,2019179520
2009-10-19,2025861120
2009-10-20,1981094400
2009-10-21,1969735680
2009-10-22,2001807360
2009-10-23,1953031680
2009-10-26,1946350080
2009-10-27,1884879360
2009-10-28,1795345920
2009-10-29,1842785280
2009-10-30,1785991680
2009-11-02,1808709120
2009-11-03,1836103680
2009-11-04,1852139520
2009-11-05,1893565440
2009-11-06,1899578880
2009-11-09,1931650560
2009-11-10,2106040320
2009-11-11,2137443840
2009-11-12,2087331840
2009-11-13,2142120960
2009-11-16,2172188160
2009-11-17,2178201600
2009-11-18,2184883200
2009-11-19,2134771200
2009-11-20,2130094080
2009-11-23,2198246400
2009-11-24,2152143360
2009-11-25,2150138880
2009-11-27,2101363200
2009-11-30,2061273600
2009-12-01,2126085120
2009-12-02,2142120960
2009-12-03,2095349760
2009-12-04,2123412480
2009-12-07,2120739840
2009-12-08,2114058240
2009-12-09,2111385600
2009-12-10,2148134400
2009-12-11,2143457280
2009-12-14,2194237440
2009-12-15,2206932480
2009-12-16,2255708160
2009-12-17,2236331520
2009-12-18,2196241920
2009-12-21,2232322560
2009-12-22,2227645440
2009-12-23,2263726080
2009-12-24,2259717120
2009-12-28,2254371840
2009-12-29,2257712640
2009-12-30,2273748480
2009-12-31,2242344960
2010-01-04,2259214300
2010-01-05,2277314830
2010-01-06,2292063410
2010-01-07,2329605250
2010-01-08,2362454360
2010-01-11,2418096730
2010-01-12,2408040880
2010-01-13,2404688930
2010-01-14,2403348150
2010-01-15,2399996200
2010-01-19,2410722440
2010-01-20,2408040880
2010-01-21,2366476700
2010-01-22,2297426530
2010-01-25,2269270150
2010-01-26,2256532740
2010-01-27,2292733800
2010-01-28,2237091430
2010-01-29,2188823350
2010-02-01,2214968560
2010-02-02,2253851180
2010-02-03,2241784160
2010-02-04,2156644630
2010-02-05,2149940730
2010-02-08,2170722820
2010-02-09,2208935050
2010-02-10,2194856860
2010-02-11,2243795330
2010-02-12,2294074580
2010-02-16,2452286620
2010-02-17,2468375980
2010-02-18,2459660910
2010-02-19,2459660910
2010-02-22,2438878820
2010-02-23,2427482190
2010-02-24,2438878820
2010-02-25,2436197260
2010-02-26,2430163750
2010-03-01,2484465340
2010-03-02,2522677570
2010-03-03,2524688740
2010-03-04,2520666400
2010-03-05,2596420470
2010-03-08,2613850610
2010-03-09,2634632700
2010-03-10,2601113200
2010-03-11,2609828270
2010-03-12,2596420470
2010-03-15,2599772420
2010-03-16,2608487490
2010-03-17,2607146710
2010-03-18,2601113200
2010-03-19,2571616040
2010-03-22,2611169050
2010-03-23,2629269580
2010-03-24,2533403810
2010-03-25,2506588210
2010-03-26,2536755760
2010-03-29,2564912140
2010-03-30,2550833950
2010-03-31,2530051860
2010-04-01,2601783590
2010-04-05,2670861600
2010-04-06,2680978500
2010-04-07,2644557660
2010-04-08,2606787900
2010-04-09,2624998320
2010-04-12,2644557660
2010-04-13,2749098960
2010-04-14,2761913700
2010-04-15,2778775200
2010-04-16,2770007220
2010-04-19,2687723100
2010-04-20,2716050420
2010-04-21,2757192480
2010-04-22,2817219420
2010-04-23,2894107860
2010-04-26,2872525140
2010-04-27,2817219420
2010-04-28,2706607980
2010-04-29,2740330980
2010-04-30,2627696160
2010-05-03,2728865160
2010-05-04,2606787900
2010-05-05,2525178240
2010-05-06,2380169340
2010-05-07,2289791700
2010-05-10,2553505560
2010-05-11,2769332760
2010-05-12,2824638480
2010-05-13,2805079140
2010-05-14,2695816620
2010-05-17,2666140380
2010-05-18,2633766300
2010-05-19,2550807720
2010-05-20,2450987640
2010-05-21,2440196280
2010-05-24,2418613560
2010-05-25,2404449900
2010-05-26,2446266420
2010-05-27,2606113440
2010-05-28,2529225000
2010-06-01,2443568580
2010-06-02,2530573920
2010-06-03,2633766300
2010-06-04,2448964260
2010-06-07,2345097420
2010-06-08,2388937320
2010-06-09,2465151300
2010-06-10,2599368840
2010-06-11,2625672780
2010-06-14,2652651180
2010-06-15,2727516240
2010-06-16,2696491080
2010-06-17,2718073800
2010-06-18,2732911920
2010-06-21,2705259060
2010-06-22,2657372400
2010-06-23,2637813060
2010-06-24,2474593740
2010-06-25,2465825760
2010-06-28,2443568580
2010-06-29,2341725120
2010-06-30,2340376200
2010-07-01,2413892340
2010-07-02,2422660320
2010-07-06,2406507480
2010-07-07,2519857470
2010-07-08,2537295930
2010-07-09,2574855690
2010-07-12,2525893860
2010-07-13,2594306280
2010-07-14,2574184980
2010-07-15,2605037640
2010-07-16,2486321970
2010-07-19,2486992680
2010-07-20,2579550660
2010-07-21,2503089720
2010-07-22,2627841780
2010-07-23,2693571360
2010-07-26,2737167510
2010-07-27,2725094730
2010-07-28,2644609530
2010-07-29,2659365150
2010-07-30,2656011600
2010-08-02,2703632010
2010-08-03,2643268110
2010-08-04,2744545320
2010-08-05,2780092950
2010-08-06,2790153600
2010-08-09,2848505370
2010-08-10,3074534640
2010-08-11,2963196780
2010-08-12,2963196780
2010-08-13,2931002700
2010-08-16,2939721930
2010-08-17,2984659500
2010-08-18,3018195000
2010-08-19,2960513940
2010-08-20,2961184650
2010-08-23,2975269560
2010-08-24,2976610980
2010-08-25,2998744410
2010-08-26,3008134350
2010-08-27,3085936710
2010-08-30,3216054450
2010-08-31,3185201790
2010-09-01,3273064800
2010-09-02,3347513610
2010-09-03,3366964200
2010-09-07,3315319530
2010-09-08,3361598520
2010-09-09,3410560350
2010-09-10,3379707690
2010-09-13,3420621000
2010-09-14,3453485790
2010-09-15,3476289930
2010-09-16,3479643480
2010-09-17,3459689857
2010-09-20,3516532530
2010-09-21,3476960640
2010-09-22,3441413010
2010-09-23,3436718040
2010-09-24,3556775130
2010-09-27,3563482230
2010-09-28,3661405890
2010-09-29,3547385190
2010-09-30,3607749090
2010-10-01,3559457970
2010-10-04,3444100250
2010-10-05,3534854740
2010-10-06,3458464270
2010-10-07,3570111880
2010-10-08,3560971140
2010-10-11,3592963730
2010-10-12,3562929870
2010-10-13,3464340460
2010-10-14,3547260030
2010-10-15,3519184900
2010-10-18,3513308710
2010-10-19,3488498130
2010-10-20,3523755270
2010-10-21,3632138330
2010-10-22,3694164780
2010-10-25,3741174300
2010-10-26,3782960540
2010-10-27,3820176410
2010-10-28,3875347305
2010-10-29,3851516090
2010-11-01,3869144660
2010-11-02,3928559470
2010-11-03,3931824020
2010-11-04,3999073750
2010-11-05,4062406020
2010-11-08,4176665270
2010-11-09,4429994350
2010-11-10,4550782700
2010-11-11,4499202810
2010-11-12,4422812340
2010-11-15,4439135090
2010-11-16,4300065260
2010-11-17,4362744620
2010-11-18,4507037730
2010-11-19,4469168950
2010-11-22,4487450430
2010-11-23,4392125570
2010-11-24,4497896990
2010-11-26,4482227150
2010-11-29,4424118160
2010-11-30,4416936150
2010-12-01,4456110750
2010-12-02,4751878980
2010-12-03,4717927660
2010-12-06,4759713900
2010-12-07,4736862050
2010-12-08,4714663110
2010-12-09,4787789030
2010-12-10,4793665220
2010-12-13,4778648290
2010-12-14,4752531890
2010-12-15,4659165760
2010-12-16,4668959410
2010-12-17,4656554120
2010-12-20,4692464170
2010-12-21,4768201730
2010-12-22,4693769990
2010-12-23,4735556230
2010-12-27,4653942480
2010-12-28,4668306500
2010-12-29,4606932960
2010-12-30,4693769990
2010-12-31,4601709680
2011-01-03,4658920170
2011-01-04,4652510870
2011-01-05,4614696000
2011-01-06,4520479290
2011-01-07,4608286700
2011-01-10,4580085780
2011-01-11,4455745360
2011-01-12,4395818405
2011-01-13,4440363040
2011-01-14,4505096970
2011-01-18,4496764880
2011-01-19,4435876530
2011-01-20,4489714650
2011-01-21,4437799320
2011-01-24,4464718380
2011-01-25,4349350980
2011-01-26,4449336060
2011-01-27,4544193700
2011-01-28,4483946280
2011-01-31,4553807650
2011-02-01,4681993650
2011-02-02,4667252260
2011-02-03,4752495950
2011-02-04,4906960080
2011-02-07,4906960080
2011-02-08,5012713530
2011-02-09,5105648380
2011-02-10,5156281850
2011-02-11,5306259470
2011-02-14,5352406430
2011-02-15,5048605610
2011-02-16,5069115370
2011-02-17,5026173060
2011-02-18,5056296770
2011-02-22,4971694010
2011-02-23,4788388030
2011-02-24,4794797330
2011-02-25,4990921910
2011-02-28,4918496820
2011-03-01,4814025230
2011-03-02,4883245670
2011-03-03,5148590690
2011-03-04,5180637190
2011-03-07,5322923650
2011-03-08,5333178530
2011-03-09,5437009190
2011-03-10,5337665040
2011-03-11,5290877150
2011-03-14,5283185990
2011-03-15,5290877150
2011-03-16,5240884610
2011-03-17,5194096720
2011-03-18,5096675360
2011-03-21,5242807400
2011-03-22,5322282720
2011-03-23,5404962690
2011-03-24,5481233360
2011-03-25,5674153290
2011-03-28,5656207250
2011-03-29,5771574650
2011-03-30,5876687170
2011-03-31,6002309450
2011-04-01,5999745730
2011-04-04,5930196720
2011-04-05,5936537820
2011-04-06,5808447600
2011-04-07,5961902220
2011-04-08,5897223000
2011-04-11,5917514520
2011-04-12,5866151610
2011-04-13,6003119370
2011-04-14,5937488985
2011-04-15,5991071280
2011-04-18,5823666240
2011-04-19,5859176400
2011-04-20,6084285450
2011-04-21,6132477810
2011-04-25,6127404930
2011-04-26,6080480790
2011-04-27,6057018720
2011-04-28,6079212570
2011-04-29,6073505580
2011-05-02,5804642940
2011-05-03,5771035110
2011-05-04,5814788700
2011-05-05,5904198210
2011-05-06,5904832320
2011-05-09,5960634000
2011-05-10,6719663670
2011-05-11,6774831240
2011-05-12,6769758360
2011-05-13,6679714740
2011-05-16,6570647820
2011-05-17,6481872420
2011-05-18,6476165430
2011-05-19,6656886780
2011-05-20,6527528340
2011-05-23,6377878380
2011-05-24,6438118830
2011-05-25,6484408860
2011-05-26,6667666650
2011-05-27,6675910080
2011-05-31,6711420240
2011-06-01,6471726660
2011-06-02,6484408860
2011-06-03,6372805500
2011-06-06,6345538770
2011-06-07,6454605690
2011-06-08,6493920510
2011-06-09,6706347360
2011-06-10,6688592280
2011-06-13,6778635900
2011-06-14,6830632920
2011-06-15,6746930400
2011-06-16,6818584830
2011-06-17,6764685480
2011-06-20,7020231810
2011-06-21,7216171800
2011-06-22,7129298730
2011-06-23,7277680470
2011-06-24,7191441510
2011-06-27,7231390440
2011-06-28,7465377030
2011-06-29,7407673020
2011-06-30,7464742920
2011-07-01,7733605560
2011-07-05,7747272880
2011-07-06,7834455760
2011-07-07,7780756160
2011-07-08,7874888400
2011-07-11,7897000000
2011-07-12,7933010320
2011-07-13,8123170080
2011-07-14,8088423280
2011-07-15,8143386400
2011-07-18,8144649919
2011-07-19,8483905039
2011-07-20,8404303280
2011-07-21,8404303280
2011-07-22,8403039759
2011-07-25,8377769360
2011-07-26,8240045680
2011-07-27,7898263520
2011-07-28,8006294480
2011-07-29,7939327920
2011-08-01,8006926240
2011-08-02,7720738960
2011-08-03,7806658320
2011-08-04,7193851120
2011-08-05,6984738560
2011-08-08,5931594640
2011-08-09,5189908400
2011-08-10,5388281040
2011-08-11,5668782480
2011-08-12,5898111360
2011-08-15,5971395520
2011-08-16,5566437360
2011-08-17,5311206320
2011-08-18,4690186240
2011-08-19,4607425680
2011-08-22,4692713280
2011-08-23,5465987520
2011-08-24,5857678720
2011-08-25,5806506160
2011-08-26,6021304560
2011-08-29,6467327120
2011-08-30,6392147680
2011-08-31,6103433360
2011-09-01,6032676240
2011-09-02,5923381760
2011-09-06,5836198880
2011-09-07,6105960400
2011-09-08,6156501200
2011-09-09,5938544000
2011-09-12,5872840960
2011-09-13,6201356160
2011-09-14,6253792240
2011-09-15,6424999200
2011-09-16,6475540000
2011-09-19,6338448080
2011-09-20,6133126080
2011-09-21,6171663440
2011-09-22,5727536160
2011-09-23,5950547440
2011-09-26,5928435840
2011-09-27,6145761280
2011-09-28,6042784400
2011-09-29,5616346400
2011-09-30,5121046560
2011-10-03,4709968480
2011-10-04,5075353920
2011-10-05,5204865540
2011-10-06,5340008100
2011-10-07,5161695000
2011-10-10,5428851820
2011-10-11,5686623740
2011-10-12,5767959540
2011-10-13,5772339160
2011-10-14,5930005480
2011-10-17,5820514980
2011-10-18,5680992800
2011-10-19,5614672840
2011-10-20,5513941580
2011-10-21,5632816980
2011-10-24,6115200840
2011-10-25,6060142760
2011-10-26,6203418900
2011-10-27,6747117440
2011-10-28,6881634340
2011-10-31,6485591560
2011-11-01,6212803800
2011-11-02,6327299580
2011-11-03,6214680780
2011-11-04,6093928400
2011-11-07,6081415200
2011-11-08,5931882460
2011-11-09,5757948980
2011-11-10,5656592060
2011-11-11,5824268940
2011-11-14,5689126380
2011-11-15,5729794280
2011-11-16,5745435780
2011-11-17,5626560380
2011-11-18,5440113700
2011-11-21,5199234600
2011-11-22,5196106300
2011-11-23,5162320660
2011-11-25,5084113160
2011-11-28,5459509160
2011-11-29,5404451080
2011-11-30,5605287940
2011-12-01,5542096280
2011-12-02,5625309060
2011-12-05,5574004940
2011-12-06,5422595220
2011-12-07,5373168080
2011-12-08,5199234600
2011-12-09,5403199760
2011-12-12,5267431540
2011-12-13,5133540300
2011-12-14,5101005980
2011-12-15,5118524460
2011-12-16,5064092040
2011-12-19,5037188660
2011-12-20,5191101020
2011-12-21,5237399860
2011-12-22,5188598380
2011-12-23,5374419400
2011-12-27,5417589940
2011-12-28,5169202920
2011-12-29,5137919920
2011-12-30,4965237760
2012-01-03,4903562930
2012-01-04,4829950720
2012-01-05,5037796960
2012-01-06,4853457140
2012-01-09,4885623820
2012-01-10,4990165530
2012-01-11,4909748830
2012-01-12,5368124020
2012-01-13,5371835560
2012-01-17,5356370810
2012-01-18,5597620910
2012-01-19,5624838870
2012-01-20,5566691410
2012-01-23,5584630520
2012-01-24,5695976720
2012-01-25,5880935130
2012-01-26,6025066600
2012-01-27,5937845410
2012-01-30,5829592160
2012-01-31,5879697950
2012-02-01,6043315005
2012-02-02,6031252500
2012-02-03,6197653210
2012-02-06,6216210910
2012-02-07,6194560260
2012-02-08,6232294250
2012-02-09,6272502600
2012-02-10,6216210910
2012-02-13,6464265500
2012-02-14,7411945380
2012-02-15,7247400440
2012-02-16,7327198550
2012-02-17,7311115210
2012-02-21,7245544670
2012-02-22,7170695280
2012-02-23,7347612020
2012-02-24,7533189020
2012-02-27,7473185790
2012-02-28,7542467870
2012-02-29,7545560820
2012-03-01,7812173110
2012-03-02,7833823760
2012-03-05,7775057710
2012-03-06,7418749870
2012-03-07,7588862120
2012-03-08,7807842980
2012-03-09,8012596270
2012-03-12,7917952000
2012-03-13,8062702060
2012-03-14,7942695600
2012-03-15,7896301350
2012-03-16,7770727580
2012-03-19,8047237310
2012-03-20,8080022580
2012-03-21,8176522620
2012-03-22,8234670080
2012-03-23,8237763029
2012-03-26,8384368859
2012-03-27,8287868819
2012-03-28,8205596350
2012-03-29,8268692529
2012-03-30,8164150819
2012-04-02,8255460000
2012-04-03,8291862999
2012-04-04,8251140999
2012-04-05,8518919000
2012-04-09,8533110000
2012-04-10,8277672000
2012-04-11,8207334000
2012-04-12,8206100000
2012-04-13,8048764999
2012-04-16,7863665000
2012-04-17,8021000000
2012-04-18,8184505000
2012-04-19,8016063999
2012-04-20,7924748000
2012-04-23,7746435000
2012-04-24,7779136000
2012-04-25,7962385000
2012-04-26,8154888999
2012-04-27,8144400000
2012-04-30,8062338999
2012-05-01,8252375000
2012-05-02,8451049000
2012-05-03,8329500000
2012-05-04,7971023000
2012-05-07,7760009000
2012-05-08,4844684000
2012-05-09,4860726000
2012-05-10,4855790000
2012-05-11,4846535000
2012-05-14,4765708000
2012-05-15,4435613000
2012-05-16,4436847000
2012-05-17,4370828000
2012-05-18,4336276000
2012-05-21,4386253000
2012-05-22,4452889000
2012-05-23,4419571000
2012-05-24,4384402000
2012-05-25,4414018000
2012-05-29,4509653000
2012-05-30,4518908000
2012-05-31,4513972000
2012-06-01,4293703000
2012-06-04,4286916000
2012-06-05,4380083000
2012-06-06,4538035000
2012-06-07,4587395000
2012-06-08,4698455000
2012-06-11,4486207000
2012-06-12,4483739000
2012-06-13,4356020000
2012-06-14,4423273000
2012-06-15,4657733000
2012-06-18,4499781000
2012-06-19,4626883000
2012-06-20,4725603000
2012-06-21,4673775000
2012-06-22,4774346000
2012-06-25,4565800000
2012-06-26,4606522000
2012-06-27,4409699000
2012-06-28,4389955000
2012-06-29,4722518000
2012-07-02,4535706240
2012-07-03,4361256000
2012-07-05,4284328290
2012-07-06,4149856230
2012-07-09,4102003560
2012-07-10,4002663840
2012-07-11,3945119489
2012-07-12,4017201359
2012-07-13,4117752540
2012-07-16,4017807090
2012-07-17,4037796180
2012-07-18,4125021299
2012-07-19,4370341950
2012-07-20,4149856230
2012-07-23,4138953090
2012-07-24,4068688410
2012-07-25,4072322790
2012-07-26,4295231430
2012-07-27,4650794940
2012-07-30,4535100510
2012-07-31,4342478370
2012-08-01,4183777109
2012-08-02,4029315959
2012-08-03,4145010390
2012-08-06,4227389670
2012-08-07,5558784210
2012-08-08,5294685930
2012-08-09,5242593150
2012-08-10,5237747310
2012-08-13,5181414420
2012-08-14,5122052880
2012-08-15,5277119760
2012-08-16,5317703670
2012-08-17,5439455400
2012-08-20,5354047470
2012-08-21,5319520860
2012-08-22,5331029730
2012-08-23,5256524940
2012-08-24,5320732320
2012-08-27,5313463560
2012-08-28,5284388520
2012-08-29,5310434910
2012-08-30,5180808690
2012-08-31,5145676350
2012-09-04,5091160650
2012-09-05,5039673600
2012-09-06,5174751390
2012-09-07,5248650450
2012-09-10,5201403510
2012-09-11,5145676350
2012-09-12,5091766380
2012-09-13,5088132000
2012-09-14,5669632800
2012-09-17,5560601400
2012-09-18,5463684600
2012-09-19,5556361290
2012-09-20,5378882400
2012-09-21,5434003830
2012-09-24,5324972430
2012-09-25,5142041970
2012-09-26,5096006490
2012-09-27,5228661360
2012-09-28,5130533100
2012-10-01,5144594000
2012-10-02,5176886000
2012-10-03,5097352000
2012-10-04,5261204000
2012-10-05,5237284000
2012-10-08,5182268000
2012-10-09,4966988000
2012-10-10,4928118000
2012-10-11,4982536000
2012-10-12,4947254000
2012-10-15,5088382000
2012-10-16,5460338000
2012-10-17,5354492000
2012-10-18,5307250000
2012-10-19,5343130000
2012-10-22,5344924000
2012-10-23,5381402000
2012-10-24,5241470000
2012-10-25,5261802000
2012-10-26,5216952000
2012-10-31,5208580000
2012-11-01,5614024000
2012-11-02,5567380000
2012-11-05,5627180000
2012-11-06,5037552000
2012-11-07,5019025960
2012-11-08,4872504000
2012-11-09,4827056000
2012-11-12,4763668000
2012-11-13,4814677400
2012-11-14,4782206000
2012-11-15,4903002000
2012-11-16,4903540200
2012-11-19,5025592000
2012-11-20,4958018000
2012-11-21,4996290000
2012-11-23,5154760000
2012-11-26,5113498000
2012-11-27,5072834000
2012-11-28,5199012000
2012-11-29,5205590000
2012-11-30,5169112000
2012-12-03,5093764000
2012-12-04,5152966000
2012-12-05,5185856000
2012-12-06,5340738000
2012-12-07,5342532000
2012-12-10,5292898000
2012-12-11,5459142000
2012-12-12,5408910000
2012-12-13,5322798000
2012-12-14,5422066000
2012-12-17,5447182000
2012-12-18,5634954000
2012-12-19,5627180000
2012-12-20,5620004000
2012-12-21,5550038000
2012-12-24,5526118000
2012-12-26,5341934000
2012-12-27,5426850000
2012-12-28,5340738000
2012-12-31,5530140000
2013-01-02,5585976000
2013-01-03,5645376000
2013-01-04,5768928000
2013-01-07,5693490000
2013-01-08,5843772000
2013-01-09,5907330000
2013-01-10,5998806000
2013-01-11,5986926000
2013-01-14,6027318000
2013-01-15,6155028000
2013-01-16,6227496000
2013-01-17,6235218000
2013-01-18,6237000000
2013-01-22,6293311200
2013-01-23,6147306000
2013-01-24,6318378000
2013-01-25,6383124000
2013-01-28,6307092000
2013-01-29,6337386000
2013-01-30,6184134000
2013-01-31,6271452000
2013-02-01,6176412000
2013-02-04,6051078000
2013-02-05,6139584000
2013-02-06,6215022000
2013-02-07,6283332000
2013-02-08,6171660000
2013-02-11,6383124000
2013-02-12,6572610000
2013-02-13,6249474000
2013-02-14,6201360000
2013-02-15,6228684000
2013-02-19,6234030000
2013-02-20,6103944000
2013-02-21,5962572000
2013-02-22,6007716000
2013-02-25,5859810000
2013-02-26,5958414000
2013-02-27,6058206000
2013-02-28,6104538000
2013-03-01,6143148000
2013-03-04,6146118000
2013-03-05,6260760000
2013-03-06,6187698000
2013-03-07,6154434000
2013-03-08,6143148000
2013-03-11,6184134000
2013-03-12,6160968000
2013-03-13,6305310000
2013-03-14,6355800000
2013-03-15,6235218000
2013-03-18,6053454000
2013-03-19,5857434000
2013-03-20,5881788000
2013-03-21,5704182000
2013-03-22,5672106000
2013-03-25,5680422000
2013-03-26,5670324000
2013-03-27,5640624000
2013-03-28,5738040000
2013-04-01,5498438000
2013-04-02,5478514000
2013-04-03,5357212000
2013-04-04,5438666000
2013-04-05,5452730000
2013-04-08,5510158000
2013-04-09,5640836000
2013-04-10,5729908000
2013-04-11,5785578000
2013-04-12,5746902000
2013-04-15,5522464000
2013-04-16,5576376000
2013-04-17,5397060000
2013-04-18,5383582000
2013-04-19,5525394000
2013-04-22,5444526000
2013-04-23,5438080000
2013-04-24,5484374000
2013-04-25,5560554000
2013-04-26,5595714000
2013-04-29,5583994000
2013-04-30,5749832000
2013-05-01,5564656000
2013-05-02,5654900000
2013-05-03,5758036000
2013-05-06,5799056000
2013-05-07,6321768000
2013-05-08,6416700000
2013-05-09,6332902000
2013-05-10,6405566000
2013-05-13,6328800000
2013-05-14,6387400000
2013-05-15,6426662000
2013-05-16,6275474000
2013-05-17,6361616000
2013-05-20,6310048000
2013-05-21,6338176000
2013-05-22,6120184000
2013-05-23,6172338000
2013-05-24,6111980000
2013-05-28,6215702000
2013-05-29,6153586000
2013-05-30,6226250000
2013-05-31,6223320000
2013-06-03,6144796000
2013-06-04,6144210000
2013-06-05,5984818000
2013-06-06,6116668000
2013-06-07,6200348800
2013-06-10,6152414000
2013-06-11,6002398000
2013-06-12,5918014000
2013-06-13,6127802000
2013-06-14,6119012000
2013-06-17,6188746000
2013-06-18,6300086000
2013-06-19,6264340000
2013-06-20,5993608000
2013-06-21,5867032000
2013-06-24,5740456000
2013-06-25,5875822000
2013-06-26,5921530000
2013-06-27,6073890000
2013-06-28,6053966000
2013-07-01,5937020000
2013-07-02,5991825000
2013-07-03,5946060000
2013-07-05,6035330000
2013-07-08,6031940000
2013-07-09,6162455000
2013-07-10,6153980000
2013-07-11,6287320000
2013-07-12,6187315000
2013-07-15,6105955000
2013-07-16,6114995000
2013-07-17,6082790000
2013-07-18,6237035000
2013-07-19,6316135000
2013-07-22,6378285000
2013-07-23,6379980000
2013-07-24,6334780000
2013-07-25,6399190000
2013-07-26,6358510000
2013-07-29,6305965000
2013-07-30,6325740000
2013-07-31,6209350000
2013-08-01,6446085000
2013-08-02,6459080000
2013-08-05,6069230000
2013-08-06,7150018500
2013-08-07,6844410000
2013-08-08,6866445000
2013-08-09,6813900000
2013-08-12,6790735000
2013-08-13,6930290000
2013-08-14,6830850000
2013-08-15,6695815000
2013-08-16,6619540000
2013-08-19,6499760000
2013-08-20,6580555000
2013-08-21,6570385000
2013-08-22,6656830000
2013-08-23,6618975000
2013-08-26,6557390000
2013-08-27,6439870000
2013-08-28,6484505000
2013-08-29,6552870000
2013-08-30,6561910000
2013-09-03,6451170000
2013-09-04,6545525000
2013-09-05,6469250000
2013-09-06,6342125000
2013-09-09,6405970000
2013-09-10,6513885000
2013-09-11,6558520000
2013-09-12,6565300000
2013-09-13,6565865000
2013-09-16,6498630000
2013-09-17,6486765000
2013-09-18,6569255000
2013-09-19,6694120000
2013-09-20,6700335000
2013-09-23,6638750000
2013-09-24,6667000000
2013-09-25,6567560000
2013-09-26,6560780000
2013-09-27,6579990000
2013-09-30,6416448000
2013-10-01,6473304000
2013-10-02,6588120000
2013-10-03,6506424000
2013-10-04,6617928000
2013-10-07,6552792000
2013-10-08,6386088000
2013-10-09,6359592000
2013-10-10,6589776000
2013-10-11,6562728000
2013-10-14,6637800000
2013-10-15,6448464000
2013-10-16,6590880000
2013-10-17,6574872000
2013-10-18,6720600000
2013-10-21,6686928000
2013-10-22,6856392000
2013-10-23,6943608000
2013-10-24,6987216000
2013-10-25,6969000000
2013-10-28,6940296000
2013-10-29,7055112000
2013-10-30,7023648000
2013-10-31,7007088000
2013-11-01,7102032000
2013-11-04,7187039999
2013-11-05,7397904000
2013-11-06,7090992000
2013-11-07,6931464000
2013-11-08,7060632000
2013-11-11,7028064000
2013-11-12,6959616000
2013-11-13,7128527999
2013-11-14,7116383999
2013-11-15,7151712000
2013-11-18,7088232000
2013-11-19,7036896000
2013-11-20,6941952000
2013-11-21,7026408000
2013-11-22,6969552000
2013-11-25,6925944000
2013-11-26,7009848000
2013-11-27,6969000000
2013-11-29,7025304000
2013-12-02,6907728000
2013-12-03,6870744000
2013-12-04,6780768000
2013-12-05,6848112000
2013-12-06,6810576000
2013-12-09,6750960000
2013-12-10,6800088000
2013-12-11,6689688000
2013-12-12,6654360000
2013-12-13,6712872000
2013-12-16,6689136000
2013-12-17,6663744000
2013-12-18,6651048000
2013-12-19,6558312000
2013-12-20,6560520000
2013-12-23,6620136000
2013-12-24,6625104000
2013-12-26,6711768000
2013-12-27,6630624000
2013-12-30,6511237500
2013-12-31,6491752500
2014-01-02,6406776250
2014-01-03,6561032500
2014-01-06,6496082500
2014-01-07,6490128750
2014-01-08,6392703750
2014-01-09,6458195000
2014-01-10,6387291250
2014-01-13,6201642500
2014-01-14,6355357500
2014-01-15,6359687500
2014-01-16,6281747500
2014-01-17,6229246250
2014-01-21,6247648750
2014-01-22,6247107500
2014-01-23,6149682500
2014-01-24,6131280000
2014-01-27,6208678750
2014-01-28,6195147500
2014-01-29,6102593750
2014-01-30,6237906250
2014-01-31,6052798750
2014-02-03,5846582500
2014-02-04,6201101250
2014-02-05,6075531250
2014-02-06,6230328750
2014-02-07,6273628750
2014-02-10,6224375000
2014-02-11,6330460000
2014-02-12,6552372500
2014-02-13,6574563750
2014-02-14,6539382500
2014-02-18,6549125000
2014-02-19,6448993750
2014-02-20,6459818750
2014-02-21,6476597500
2014-02-24,6464690000
2014-02-25,6403528750
2014-02-26,6464148750
2014-02-27,6351027500
2014-02-28,6219503750
2014-03-03,6120996250
2014-03-04,6143187500
2014-03-05,6198936250
2014-03-06,6310975000
2014-03-07,6320717500
2014-03-10,6307727500
