,HOLX
2019-01-03,10306315800
2019-01-04,10540550250
2019-01-07,10901325150
2019-01-08,11000942100
2019-01-09,11329408800
2019-01-10,11458641600
2019-01-11,11547489150
2019-01-14,11450564550
2019-01-15,11560950900
2019-01-16,11569027950
2019-01-17,11604028500
2019-01-18,11878648200
2019-01-22,11897494650
2019-01-23,11954034000
2019-01-24,12002496300
2019-01-25,12069805050
2019-01-28,12013265700
2019-01-29,11878648200
2019-01-30,12118267350
2019-01-31,11954034000
2019-02-01,11765569500
2019-02-04,11822108850
2019-02-05,11886725250
2019-02-06,11800570050
2019-02-07,11698260750
2019-02-08,11741338350
2019-02-11,11789800650
2019-02-12,12040189200
2019-02-13,12088651500
2019-02-14,12177499050
2019-02-15,12462888150
2019-02-19,12462888150
2019-02-20,12497888700
2019-02-21,12505965750
2019-02-22,12643275600
2019-02-25,12651352650
2019-02-26,12487119300
2019-02-27,12643275600
2019-02-28,12694430250
2019-03-01,12901741200
2019-03-04,12767123700
2019-03-05,12788662500
2019-03-06,12578659200
2019-03-07,12602890350
2019-03-08,12549043350
2019-03-11,12640583250
2019-03-12,12710584350
2019-03-13,12759046650
2019-03-14,12750969600
2019-03-15,12823663050
2019-03-18,12702507300
2019-03-19,12769816050
2019-03-20,12734815500
2019-03-21,12847894200
2019-03-22,12613659750
2019-03-25,12602890350
2019-03-26,12718661400
2019-03-27,12629813850
2019-03-28,12796739550
2019-03-29,13030974000
2019-04-01,12959833080
2019-04-02,12954454440
2019-04-03,12779648640
2019-04-04,12723172920
2019-04-05,12674765160
2019-04-08,12588706920
2019-04-09,12639804000
2019-04-10,12790405920
2019-04-11,12744687480
2019-04-12,12785027280
2019-04-15,12650561280
2019-04-16,12314396280
2019-04-17,11679716760
2019-04-18,11671648800
2019-04-22,11564076000
2019-04-23,11902930320
2019-04-24,12029328360
2019-04-25,12155726400
2019-04-26,12255231240
2019-04-29,12260609880
2019-04-30,12473066160
2019-05-01,12373561320
2019-05-02,12464998200
2019-05-03,12564503040
2019-05-06,12556435080
2019-05-07,12276745800
2019-05-08,12295571040
2019-05-09,12236406000
2019-05-10,12263299200
2019-05-13,11997056520
2019-05-14,12077736120
2019-05-15,12072357480
2019-05-16,12120765240
2019-05-17,12066978840
2019-05-20,12048153600
2019-05-21,12061600200
2019-05-22,12096561360
2019-05-23,12015881760
2019-05-24,12018571080
2019-05-28,11854522560
2019-05-29,11722745880
2019-05-30,11816872080
2019-05-31,11835697320
2019-06-03,11849143920
2019-06-04,12123454560
2019-06-05,12491891400
2019-06-06,12454240920
2019-06-07,12639804000
2019-06-10,12922182600
2019-06-11,12844192320
2019-06-12,12949075800
2019-06-13,12822677760
2019-06-14,12865706880
2019-06-17,12852260280
2019-06-18,12989415600
2019-06-19,13193803920
2019-06-20,13234143720
2019-06-21,13196493240
2019-06-24,13048580640
2019-06-25,12997483560
2019-06-26,12787716600
2019-06-27,12830745720
2019-06-28,12914114640
2019-07-01,12968757620
2019-07-02,12974135500
2019-07-03,12893467300
2019-07-05,12896156240
2019-07-08,12729441960
2019-07-09,12855822140
2019-07-10,12858511080
2019-07-11,12804732280
2019-07-12,12724064080
2019-07-15,12729441960
2019-07-16,12659529520
2019-07-17,12729441960
2019-07-18,13041359000
2019-07-19,12979513380
2019-07-22,12966068680
2019-07-23,13130094020
2019-07-24,13294119360
2019-07-25,13272607840
2019-07-26,13307564060
2019-07-29,13546879720
2019-07-30,13848041000
2019-07-31,13780817500
2019-08-01,13667882020
2019-08-02,13511923500
2019-08-05,12947246100
2019-08-06,13105893560
2019-08-07,13243029500
2019-08-08,13460833640
2019-08-09,13463522580
2019-08-12,13329075580
2019-08-13,13533435020
2019-08-14,13202695400
2019-08-15,13396299080
2019-08-16,13565702300
2019-08-19,13606036400
2019-08-20,13431255300
2019-08-21,13541501840
2019-08-22,13404365900
2019-08-23,12941868220
2019-08-26,13052114760
2019-08-27,12976824440
2019-08-28,13027914300
2019-08-29,13216140100
2019-08-30,13275296780
2019-09-03,13030603240
2019-09-04,13081693100
2019-09-05,13361342860
2019-09-06,13366720740
2019-09-09,13170428120
2019-09-10,13194628580
2019-09-11,13323697700
2019-09-12,13396299080
2019-09-13,13369409680
2019-09-16,13296808300
2019-09-17,13444700000
2019-09-18,13442011060
2019-09-19,13444700000
2019-09-20,13431255300
2019-09-23,13444700000
2019-09-24,13404365900
2019-09-25,13444700000
2019-09-26,13339831340
2019-09-27,13339831340
2019-09-30,13525917570
2019-10-01,13041031240
2019-10-02,12931195110
2019-10-03,13022278730
2019-10-04,13073178400
2019-10-07,13156225230
2019-10-08,12968700130
2019-10-09,13249987780
2019-10-10,13030315520
2019-10-11,13070499470
2019-10-14,12992810500
2019-10-15,13241950990
2019-10-16,13118720210
2019-10-17,13220519550
2019-10-18,13374558025
2019-10-21,13174977740
2019-10-22,12963342270
2019-10-23,12856185070
2019-10-24,12773138240
2019-10-25,12722238570
2019-10-28,12807964330
2019-10-29,12888332230
2019-10-30,12917800460
2019-10-31,12941910830
2019-11-01,13035673380
2019-11-04,13043710170
2019-11-05,12886992765
2019-11-06,13008884080
2019-11-07,12376656600
2019-11-08,12473098080
2019-11-11,12218599730
2019-11-12,12363261950
2019-11-13,12558823840
2019-11-14,12499887380
2019-11-15,12628476020
2019-11-18,12529355610
2019-11-19,12631154950
2019-11-20,13177656670
2019-11-21,13260703500
2019-11-22,13400007860
2019-11-25,13737553040
2019-11-26,13769700200
2019-11-27,13769700200
2019-11-29,13748268760
2019-12-02,13807205220
2019-12-03,13847389170
2019-12-04,13967941020
2019-12-05,14005446040
2019-12-06,14128676820
2019-12-09,13957225300
2019-12-10,13984014600
2019-12-11,14091171800
2019-12-12,14249228670
2019-12-13,14238512950
2019-12-16,14348349080
2019-12-17,14206365790
2019-12-18,14091171800
2019-12-19,13992051390
2019-12-20,13935793860
2019-12-23,14079116615
2019-12-24,14088492870
2019-12-26,14021519620
2019-12-27,14026877480
2019-12-30,13651522680
2019-12-31,13743655980
2020-01-02,13706802660
2020-01-03,13659419820
2020-01-06,13788406440
2020-01-07,13817362620
2020-01-08,13764715020
2020-01-09,14024004450
2020-01-10,13996364460
2020-01-13,13927922580
2020-01-14,14091130140
2020-01-15,14149042500
2020-01-16,14272764360
2020-01-17,14299088160
2020-01-21,14270131980
2020-01-22,14278029120
2020-01-23,14167469160
2020-01-24,14141145360
2020-01-27,14141145360
2020-01-28,14378059560
2020-01-29,14385956700
2020-01-30,14275396740
2020-01-31,14088497760
2020-02-03,14114821560
2020-02-04,14238543420
2020-02-05,14299088160
2020-02-06,14201690100
2020-02-07,13996364460
2020-02-10,14020055880
2020-02-11,14064806340
2020-02-12,13846318800
2020-02-13,13804200720
2020-02-14,13956878760
2020-02-18,13848951180
2020-02-19,13941084480
2020-02-20,13872642600
2020-02-21,13843686420
2020-02-24,13530433200
2020-02-25,12996060060
2020-02-26,12777572520
2020-02-27,12553820220
2020-02-28,12403774560
2020-03-02,12851279160
2020-03-03,12437995500
2020-03-04,12998692440
2020-03-05,12466951680
2020-03-06,12306376500
2020-03-09,11595633900
2020-03-10,12061565160
2020-03-11,11524559640
2020-03-12,10382106720
2020-03-13,10682198040
2020-03-16,8489425500
2020-03-17,8284099860
2020-03-18,7797109560
2020-03-19,8410454100
2020-03-20,8173539900
2020-03-23,7733932440
2020-03-24,8276202720
2020-03-25,8492057879
2020-03-26,8955356760
2020-03-27,8755295880
2020-03-30,9095450000
2020-03-31,9121437000
2020-04-01,8497749000
2020-04-02,8851172200
2020-04-03,8528933400
2020-04-06,9318938200
2020-04-07,9815289900
2020-04-08,10233680600
2020-04-09,10683255700
2020-04-13,10644275200
2020-04-14,10917138700
2020-04-15,10740427100
2020-04-16,10774210200
2020-04-17,11379707300
2020-04-20,11236778800
2020-04-21,11005494500
2020-04-22,11143225600
2020-04-23,11792900600
2020-04-24,12242475700
2020-04-27,12866163700
2020-04-28,12651770950
2020-04-29,12720636500
2020-04-30,13019487000
2020-05-01,12837578000
2020-05-04,12975309100
2020-05-05,13066263600
2020-05-06,13515838700
2020-05-07,13757517800
2020-05-08,13510641300
2020-05-11,13723734700
2020-05-12,13484654300
2020-05-13,13344324500
2020-05-14,13359916700
2020-05-15,13495049100
2020-05-18,13637977600
2020-05-19,13744524300
2020-05-20,14027782600
2020-05-21,13658767200
2020-05-22,13598997100
2020-05-26,13279357000
2020-05-27,13354719300
2020-05-28,13596398400
2020-05-29,13773110000
2020-06-01,13838077500
2020-06-02,13687352900
2020-06-03,13952420300
2020-06-04,13596398400
2020-06-05,13619786700
2020-06-08,13801695700
2020-06-09,13708142500
2020-06-10,13515838700
2020-06-11,13113040200
2020-06-12,13032480500
2020-06-15,13617188000
2020-06-16,13728932100
2020-06-17,13679556800
2020-06-18,13791300900
2020-06-19,14334429200
2020-06-22,14347422700
2020-06-23,14422785000
2020-06-24,13947222900
2020-06-25,14181105900
2020-06-26,13908242400
2020-06-29,13860893640
2020-06-30,14814756000
2020-07-01,14806958760
2020-07-02,15038276880
2020-07-06,15038276880
2020-07-07,14775769800
2020-07-08,14975898960
2020-07-09,14936912760
2020-07-10,14995392060
2020-07-13,14944710000
2020-07-14,15446332440
2020-07-15,15662056080
2020-07-16,15584083680
2020-07-17,16083107040
2020-07-20,15966148440
2020-07-21,16072710720
2020-07-22,16158480360
2020-07-23,16098701520
2020-07-24,16049319000
2020-07-27,16293632520
2020-07-28,16140286800
2020-07-29,16634112000
2020-07-30,18118186680
2020-07-31,18136380240
2020-08-03,18536638560
2020-08-04,18728970480
2020-08-05,19056454560
2020-08-06,18258537000
2020-08-07,17816693400
2020-08-10,17127937200
2020-08-11,17099347320
2020-08-12,17671144920
2020-08-13,17704932960
2020-08-14,17364453480
2020-08-17,17694536640
2020-08-18,17621762400
2020-08-19,17424232320
2020-08-20,17434628640
2020-08-21,17348859000
2020-08-24,16979789640
2020-08-25,17183817420
2020-08-26,17130536280
2020-08-27,15994738320
2020-08-28,15690645960
2020-08-31,15521705760
2020-09-01,15391751760
2020-09-02,16046719920
2020-09-03,15389152680
2020-09-04,15137041920
2020-09-08,14970700800
2020-09-09,15394350840
2020-09-10,15573687360
2020-09-11,16124692320
2020-09-14,15763420200
2020-09-15,15825798120
2020-09-16,15794609160
2020-09-17,16433982840
2020-09-18,16522351560
2020-09-21,16925208960
2020-09-22,16992785039
2020-09-23,16569135000
2020-09-24,16376803080
2020-09-25,16725079799
2020-09-28,17008450849
2020-09-29,17098962600
2020-09-30,17189474350
2020-10-01,17158441749
2020-10-02,17295502400
2020-10-05,17559279500
2020-10-06,17401530450
2020-10-07,17825642650
2020-10-08,17660135450
2020-10-09,17944600950
2020-10-12,17673065700
2020-10-13,17499800350
2020-10-14,17197232500
2020-10-15,17049827650
2020-10-16,17300674500
2020-10-19,17329121050
2020-10-20,17166199899
2020-10-21,17029139249
2020-10-22,17577381850
2020-10-23,17561865550
2020-10-26,17755819300
2020-10-27,18340266600
2020-10-28,18022182450
2020-10-29,18231652500
2020-10-30,17797196100
2020-11-02,18247168800
2020-11-03,18598871600
2020-11-04,19072118750
2020-11-05,19827245350
2020-11-06,19408305250
2020-11-09,17675651750
2020-11-10,17246367450
2020-11-11,18060973200
2020-11-12,18154071000
2020-11-13,18035112700
2020-11-16,18379057350
2020-11-17,18619560000
2020-11-18,18104936050
2020-11-19,18104936050
2020-11-20,17841158950
2020-11-23,17603242350
2020-11-24,17502386400
2020-11-25,17644619150
2020-11-27,17975633550
2020-11-30,17877363650
2020-12-01,18006666150
2020-12-02,18324750300
2020-12-03,18746276450
2020-12-04,18918248775
2020-12-07,18924713900
2020-12-08,18818685850
2020-12-09,18575597150
2020-12-10,19718631250
2020-12-11,19219523600
2020-12-14,19180732850
2020-12-15,19524677500
2020-12-16,19041086150
2020-12-17,19421235500
2020-12-18,19335895850
2020-12-21,19454854150
2020-12-22,19310035350
2020-12-23,19410891300
2020-12-24,19335895850
2020-12-28,18759970340
2020-12-29,18542853020
2020-12-30,18545437750
2020-12-31,18824588590
2021-01-04,18899545760
2021-01-05,19649117460
2021-01-06,20168648190
2021-01-07,20153139810
2021-01-08,20804491770
2021-01-11,20295299960
2021-01-12,20070428450
2021-01-13,20122123050
2021-01-14,19768015040
2021-01-15,19669795300
2021-01-19,19641363270
2021-01-20,19959285060
2021-01-21,19623270160
2021-01-22,19566406100
2021-01-25,19731828820
2021-01-26,19261407960
2021-01-27,18741877230
2021-01-28,19587083940
2021-01-29,20608052290
2021-02-01,21424826970
2021-02-02,21230972220
2021-02-03,21277497360
2021-02-04,21639359560
2021-02-05,21401564400
2021-02-08,21267158440
2021-02-09,20975083950
2021-02-10,20574450800
2021-02-11,20683009460
2021-02-12,21448089540
2021-02-16,21564402390
2021-02-17,21324022500
2021-02-18,21280082090
2021-02-19,19563821370
2021-02-22,19274331610
2021-02-23,19514711500
2021-02-24,19424245950
2021-02-25,18703106280
2021-02-26,18633318570
2021-03-01,19292424720
2021-03-02,19338949860
2021-03-03,18602301810
2021-03-04,18199083930
2021-03-05,18700521550
2021-03-08,18328320430
2021-03-09,18579039240
2021-03-10,17772603480
2021-03-11,18359337190
2021-03-12,18294718940
2021-03-15,18589378160
2021-03-16,18597132350
2021-03-17,18524759910
2021-03-18,18299888400
2021-03-19,18617810190
2021-03-22,19108908890
2021-03-23,18798741290
2021-03-24,18604886540
2021-03-25,18364506650
2021-03-26,18977087660
2021-03-29,19012266000
2021-03-30,18927710100
2021-03-31,19058387400
2021-04-01,19048138200
2021-04-05,19053262800
2021-04-06,19145505600
2021-04-07,18679167000
2021-04-08,18853403400
2021-04-09,18866214900
2021-04-12,19068636600
2021-04-13,19383799500
2021-04-14,19219812300
2021-04-15,19470917700
2021-04-16,19642591800
2021-04-19,19647716400
2021-04-20,18914898600
2021-04-21,19240310700
2021-04-22,19135256400
2021-04-23,18797032800
2021-04-26,18981518400
2021-04-27,18666355500
2021-04-28,18551052000
2021-04-29,16970112900
2021-04-30,16795876500
2021-05-03,16826624100
2021-05-04,16890681600
2021-05-05,16783065000
2021-05-06,16695946800
2021-05-07,16816374899
2021-05-10,16678010700
2021-05-11,16519148100
2021-05-12,16129678500
2021-05-13,16091244000
2021-05-14,16332100200
2021-05-17,16050247200
2021-05-18,15955442100
2021-05-19,16068183300
2021-05-20,16142490000
2021-05-21,15993876600
2021-05-24,16075870200
2021-05-25,16060496400
2021-05-26,16080994800
2021-05-27,16216796700
2021-05-28,16157863800
2021-06-01,15719710500
2021-06-02,15688962900
2021-06-03,15624905400
2021-06-04,15558285600
2021-06-07,15601844700
2021-06-08,15507039600
2021-06-09,15630030000
2021-06-10,15963129000
2021-06-11,16242419700
2021-06-14,16242419700
2021-06-15,16004125800
2021-06-16,15858074700
2021-06-17,16106617800
2021-06-18,16042560300
2021-06-21,16186049100
2021-06-22,16403844599
2021-06-23,16519148100
2021-06-24,16654950000
2021-06-25,16882994700
2021-06-28,17196483720
2021-06-29,17548212600
2021-06-30,17005326720
2021-07-01,17329019240
2021-07-02,17257653960
2021-07-06,17591541520
2021-07-07,17749564640
2021-07-08,17803088600
2021-07-09,17665455560
2021-07-12,17632321680
2021-07-13,17497237400
2021-07-14,17219422560
2021-07-15,17425872120
2021-07-16,17724077040
2021-07-19,17935624120
2021-07-20,17884648920
2021-07-21,17841320000
2021-07-22,18292450520
2021-07-23,18427534800
2021-07-26,18231280280
2021-07-27,18399498440
2021-07-28,18371462080
2021-07-29,18814946320
2021-07-30,19125895040
2021-08-02,19327247080
2021-08-03,19304308240
2021-08-04,19520952840
2021-08-05,19459782600
2021-08-06,19355283440
2021-08-09,19329795840
2021-08-10,19548989200
2021-08-11,19533696640
2021-08-12,19577025560
2021-08-13,19605061920
2021-08-16,19574476800
2021-08-17,19684073480
2021-08-18,19441941280
2021-08-19,19513306560
2021-08-20,19648390840
2021-08-23,19745243720
2021-08-24,19661134640
2021-08-25,19778377600
2021-08-26,19895620560
2021-08-27,20183630440
2021-08-30,20298324640
2021-08-31,20173435400
2021-09-01,20265190760
2021-09-02,20471640320
2021-09-03,20453799000
2021-09-07,20336556040
2021-09-08,20578688240
2021-09-09,20377336200
2021-09-10,20387531240
2021-09-13,20007766000
2021-09-14,19893071800
2021-09-15,19783475120
2021-09-16,19663683400
2021-09-17,19786023880
2021-09-20,19556635480
2021-09-21,19482721440
2021-09-22,19559184240
2021-09-23,19714658600
2021-09-24,19492916480
2021-09-27,18766530970
2021-09-28,18472472130
2021-09-29,18756391010
2021-09-30,18710761190
2021-10-01,18307697780
2021-10-04,17922379300
2021-10-05,17823514690
2021-10-06,18084618660
2021-10-07,18180948280
2021-10-08,18092223630
2021-10-11,17732255050
2021-10-12,17701835170
2021-10-13,17785489840
2021-10-14,17810839740
2021-10-15,17661275330
2021-10-18,17749999980
2021-10-19,17980684070
2021-10-20,18487682070
2021-10-21,18667666360
2021-10-22,18660061390
2021-10-25,18513031970
2021-10-26,18360932570
2021-10-27,18165738340
2021-10-28,18419237340
2021-10-29,18584011690
2021-11-01,18424307320
2021-11-02,17975614090
2021-11-03,18330512690
2021-11-04,18208833170
2021-11-05,17483826030
2021-11-08,18031383870
2021-11-09,18064338740
2021-11-10,18109968560
2021-11-11,18406562390
2021-11-12,18642316460
2021-11-15,18568801750
2021-11-16,18551056820
2021-11-17,18568801750
2021-11-18,18571336740
2021-11-19,19096079670
2021-11-22,18654991410
2021-11-23,18847650650
2021-11-24,18989610090
2021-11-26,19476328170
2021-11-29,19258319030
2021-11-30,18943980270
2021-12-01,18520636940
2021-12-02,18700621230
2021-12-03,18743716060
2021-12-06,18865395580
2021-12-07,19303948850
2021-12-08,19278598950
2021-12-09,19060589810
2021-12-10,18949050250
2021-12-13,19111289610
2021-12-14,18969330170
2021-12-15,19577727770
2021-12-16,19752642080
2021-12-17,19699407290
2021-12-20,19565052820
2021-12-21,19301413860
2021-12-22,19575192780
2021-12-23,19296343880
2021-12-27,19333461900
2021-12-28,18920880540
2021-12-29,18890691660
2021-12-30,19275599880
2021-12-31,19260505440
2022-01-03,18390059400
2022-01-04,17718356820
2022-01-05,17801376240
2022-01-06,17786281800
2022-01-07,17688167940
2022-01-10,18478110300
2022-01-11,18196347420
2022-01-12,18148548360
2022-01-13,17600117040
2022-01-14,17507034660
2022-01-18,17461751340
2022-01-19,17715841080
2022-01-20,17572443900
2022-01-21,17768671620
2022-01-24,17834080860
2022-01-25,17617727220
2022-01-26,17162378280
2022-01-27,17127157920
2022-01-28,17615211480
2022-01-31,17670557760
2022-02-01,17743514220
2022-02-02,18153579840
2022-02-03,18455468640
2022-02-04,18802640760
2022-02-07,18410185320
2022-02-08,18626538960
2022-02-09,18681885240
2022-02-10,18407669580
2022-02-11,18110812260
2022-02-14,17688167940
2022-02-15,17766155880
2022-02-16,17871816960
2022-02-17,17579991120
2022-02-18,17622758700
2022-02-22,17743514220
2022-02-23,17829049380
2022-02-24,17889427140
2022-02-25,18211441860
2022-02-28,17904521580
2022-03-01,17831565120
2022-03-02,17861754000
2022-03-03,17836596600
2022-03-04,18168674280
2022-03-07,18025277100
2022-03-08,17534707800
2022-03-09,17902005840
2022-03-10,17680620720
2022-03-11,17469298560
2022-03-14,17507034660
2022-03-15,17851691040
2022-03-16,18208926120
2022-03-17,18591318600
2022-03-18,18845408340
2022-03-21,19066793460
2022-03-22,19159875840
2022-03-23,18878112960
2022-03-24,18915849060
2022-03-25,19132202700
2022-03-28,19057456000
2022-03-29,19037395520
2022-03-30,19225462520
2022-03-31,19263075920
2022-04-01,19290659080
2022-04-04,19082531600
2022-04-05,19473710960
2022-04-06,19644225040
2022-04-07,19927579320
2022-04-08,20057972440
2022-04-11,19187849120
2022-04-12,19182834000
2022-04-13,19280628840
2022-04-14,19140205480
2022-04-18,18851836080
2022-04-19,19127667680
2022-04-20,19604104080
2022-04-21,19325764920
2022-04-22,18538391080
2022-04-25,18237483880
2022-04-26,17688328240
2022-04-27,17763555040
2022-04-28,17903978400
2022-04-29,18051924440
2022-05-02,18282619960
2022-05-03,18337786280
2022-05-04,18982229200
2022-05-05,18749026120
2022-05-06,18583527160
2022-05-09,18245006560
2022-05-10,18385429920
2022-05-11,18428058440
2022-05-12,18623648120
2022-05-13,19127667680
2022-05-16,19363378320
2022-05-17,19829784480
2022-05-18,19446127800
2022-05-19,19589058720
2022-05-20,19496279000
2022-05-23,19762080360
2022-05-24,19656762840
2022-05-25,19057456000
2022-05-26,19105099640
2022-05-27,19423559760
2022-05-31,18874404120
2022-06-01,18718935400
2022-06-02,19054948440
2022-06-03,18881926800
2022-06-06,18839298280
2022-06-07,19212924720
2022-06-08,18969691400
2022-06-09,18475702080
2022-06-10,17986727880
2022-06-13,17189323800
2022-06-14,17018809720
2022-06-15,17131649919
2022-06-16,16830742720
2022-06-17,17021317279
2022-06-21,17101559200
2022-06-22,17071468480
2022-06-23,17690835800
2022-06-24,17786123080
2022-06-27,17884865880
2022-06-28,17464398840
2022-06-29,17607057300
2022-06-30,17344265400
2022-07-01,17554498920
2022-07-05,17567012820
2022-07-06,17739704640
2022-07-07,17964954840
2022-07-08,17864843640
2022-07-11,17874854760
2022-07-12,17689649040
2022-07-13,17607057300
2022-07-14,17366790420
2022-07-15,17667124020
2022-07-18,17136534660
2022-07-19,17642096220
2022-07-20,17546990580
2022-07-21,17992485420
2022-07-22,17654610120
2022-07-25,17584532280
2022-07-26,17534476680
2022-07-27,17754721320
2022-07-28,17714676840
2022-07-29,17864843640
2022-08-01,17757224100
2022-08-02,17887368660
2022-08-03,18085088280
2022-08-04,17819793600
2022-08-05,17869849200
2022-08-08,18215232840
2022-08-09,17872351980
2022-08-10,18080082720
2022-08-11,18037535460
2022-08-12,18267791220
2022-08-15,18387924660
2022-08-16,18232752300
2022-08-17,17992485420
2022-08-18,17914899240
2022-08-19,17884865880
2022-08-22,17501940540
2022-08-23,17379304320
2022-08-24,17436868260
2022-08-25,17814788040
2022-08-26,16946323379
2022-08-29,16878748320
2022-08-30,16768626000
2022-08-31,16908781680
2022-09-01,17124020760
2022-09-02,16898770559
2022-09-06,16896267780
2022-09-07,16943820600
2022-09-08,17236645860
2022-09-09,17309226480
2022-09-12,17496934980
2022-09-13,17023909559
2022-09-14,17016401219
2022-09-15,16933809480
2022-09-16,16723575959
2022-09-19,16673520360
2022-09-20,16180472700
2022-09-21,15739983420
2022-09-22,15694933380
2022-09-23,15762508440
2022-09-26,15744327540
2022-09-27,15756693490
2022-09-28,16132618370
2022-09-29,16075735000
2022-09-30,15957021879
2022-10-03,16352732280
2022-10-04,16459079450
2022-10-05,16382410559
2022-10-06,16271117010
2022-10-07,15769059440
2022-10-10,15326358430
2022-10-11,15321412050
2022-10-12,15079039430
2022-10-13,15680024600
2022-10-14,15469803450
2022-10-17,15912504460
2022-10-18,15786371770
2022-10-19,15375822230
2022-10-20,15234850400
2022-10-21,15459910690
2022-10-24,15729488400
2022-10-25,16149930700
2022-10-26,16370044610
2022-10-27,16367571420
2022-10-28,16553060670
2022-10-31,16768228200
2022-11-01,18333757470
2022-11-02,18363435750
2022-11-03,18121063130
2022-11-04,18605808370
2022-11-07,18388167650
2022-11-08,18229883490
2022-11-09,17834173090
2022-11-10,18548925000
2022-11-11,18778931670
2022-11-14,18667638120
2022-11-15,18452470590
2022-11-16,18375801700
2022-11-17,18064179760
2022-11-18,18173000120
2022-11-21,18192785640
2022-11-22,18365908940
2022-11-23,18395587220
2022-11-25,18531612670
2022-11-28,18264508150
2022-11-29,18393114030
2022-11-30,18835815040
2022-12-01,19041089810
2022-12-02,18919903500
2022-12-05,18576130090
2022-12-06,18356016180
2022-12-07,18252142200
2022-12-08,18499461200
2022-12-09,18301606000
2022-12-12,18586022850
2022-12-13,18741833820
2022-12-14,18769038910
2022-12-15,18551398190
2022-12-16,18234829870
2022-12-19,18130955890
2022-12-20,18326337900
2022-12-21,18652798980
2022-12-22,18640433030
2022-12-23,18675057690
2022-12-27,18734414250
2022-12-28,18534085860
2022-12-29,18820975900
2022-12-30,18501934390
2023-01-03,18716001500
2023-01-04,19379917900
2023-01-05,19231279900
2023-01-06,19280825900
2023-01-09,19766376700
2023-01-10,19959606100
2023-01-11,20085948400
2023-01-12,19786195100
2023-01-13,19806013500
2023-01-17,19684625800
2023-01-18,19550851600
2023-01-19,19511214800
2023-01-20,19734171800
2023-01-23,20222199900
2023-01-24,20212290700
2023-01-25,20239541000
2023-01-26,20544248900
2023-01-27,20509566700
2023-01-30,20351019500
2023-01-31,20157790100
2023-02-01,20507089400
2023-02-02,20918321200
2023-02-03,20977776400
2023-02-06,20893548200
2023-02-07,21344416800
2023-02-08,21208165300
2023-02-09,20422861200
2023-02-10,20279177800
2023-02-13,20675545800
2023-02-14,20598749500
2023-02-15,20715182600
2023-02-16,20467452600
2023-02-17,20494702900
2023-02-21,20113198700
2023-02-22,20123107900
2023-02-23,20133017100
2023-02-24,19843173000
2023-02-27,19885287100
2023-02-28,19729217200
2023-03-01,19585533800
2023-03-02,19838218400
2023-03-03,19927401200
2023-03-06,19880332500
2023-03-07,19602874900
2023-03-08,19387349800
2023-03-09,19444327700
2023-03-10,19243666400
2023-03-13,19397259000
2023-03-14,19659852800
2023-03-15,19404690900
2023-03-16,19409645500
2023-03-17,19092551100
2023-03-20,19399736300
2023-03-21,19761422100
2023-03-22,19479009900
2023-03-23,19454236900
2023-03-24,19620216000
2023-03-27,19721785300
2023-03-28,19529794550
2023-03-29,19620216000
2023-03-30,19942265000
2023-03-31,19991811000
2023-04-03,19895846640
2023-04-04,19947697320
2023-04-05,20268677720
2023-04-06,20458796880
2023-04-10,20510647560
2023-04-11,20626694320
2023-04-12,20673606840
2023-04-13,20967427360
2023-04-14,20774839120
2023-04-17,20651385120
2023-04-18,20372379080
2023-04-19,20737802920
2023-04-20,20752617400
2023-04-21,20755086480
2023-04-24,21140262960
2023-04-25,20964958280
2023-04-26,20639039720
2023-04-27,20900762200
2023-04-28,21236557080
2023-05-01,21646424360
2023-05-02,20732864760
2023-05-03,20762493720
2023-05-04,20357564600
2023-05-05,20676075920
2023-05-08,20518054800
2023-05-09,20658792360
2023-05-10,20263739560
2023-05-11,20209419800
2023-05-12,20436575160
2023-05-15,20337811960
2023-05-16,20083496720
2023-05-17,20006955240
2023-05-18,20014362480
2023-05-19,20105718440
2023-05-22,20155100040
2023-05-23,19856341360
2023-05-24,19658814960
2023-05-25,19384747080
2023-05-26,19513139240
2023-05-30,19421783280
2023-05-31,19478572120
2023-06-01,19542768200
2023-06-02,19520546480
2023-06-05,19515608320
2023-06-06,19515608320
2023-06-07,19461288560
2023-06-08,19303267440
2023-06-09,19199566080
2023-06-12,19372401680
2023-06-13,19498324760
2023-06-14,19313143760
2023-06-15,20009424320
2023-06-16,20048929600
2023-06-20,20256332320
2023-06-21,20105718440
2023-06-22,20118063840
2023-06-23,20113125680
2023-06-26,20016831560
2023-06-27,19955104560
2023-06-28,19804490680
2023-06-29,19769923560
2023-06-30,19992140760
2023-07-03,19576081800
2023-07-05,19323597900
2023-07-06,19125042600
2023-07-07,19000026300
2023-07-10,19254961500
2023-07-11,19387331700
2023-07-12,19362818700
2023-07-13,19433906400
2023-07-14,19688841600
2023-07-17,19355464800
2023-07-18,19063760100
2023-07-19,19252510200
2023-07-20,19438809000
2023-07-21,19826114400
2023-07-24,19933971600
2023-07-25,19970741100
2023-07-26,20076147000
2023-07-27,19706000700
2023-07-28,19779539700
2023-07-31,19468224600
2023-08-01,18779409300
2023-08-02,18548987100
2023-08-03,18674003400
2023-08-04,18612720900
2023-08-07,18892169100
2023-08-08,18713224200
2023-08-09,18617623500
2023-08-10,18458289000
2023-08-11,18455837700
2023-08-14,18448483800
2023-08-15,18340626600
2023-08-16,18048921900
2023-08-17,18139620000
2023-08-18,17931259500
2023-08-21,18441129900
