,AAPL
2013-11-26,477964804800
2013-11-27,489255312000
2013-11-29,498287717760
2013-12-02,494022415040
2013-12-03,507571023680
2013-12-04,506316522880
2013-12-05,508825524480
2013-12-06,501800320000
2013-12-09,507571023680
2013-12-10,506818323200
2013-12-11,503054820800
2013-12-12,502302120320
2013-12-13,496782316800
2013-12-16,499542218560
2013-12-17,497284117120
2013-12-18,493520614720
2013-12-19,487749911040
2013-12-20,492015213760
2013-12-23,510832725760
2013-12-24,508574624320
2013-12-26,505312922240
2013-12-27,501800320000
2013-12-30,496782316800
2013-12-31,490843647840
2014-01-02,483740621000
2014-01-03,473208546720
2014-01-06,475902798280
2014-01-07,472473750840
2014-01-08,475412934360
2014-01-09,469289635360
2014-01-10,466105519880
2014-01-13,468554839480
2014-01-14,477862253960
2014-01-15,487659532360
2014-01-16,484720348840
2014-01-17,472963614759
2014-01-21,480311573560
2014-01-22,482515961200
2014-01-23,486434872560
2014-01-24,477617322000
2014-01-27,481536233360
2014-01-28,443081915640
2014-01-29,437938344480
2014-01-30,437203548600
2014-01-31,437938344480
2014-02-03,438673140360
2014-02-04,445041371320
2014-02-05,448470418759
2014-02-06,448225486800
2014-02-07,454593717759
2014-02-10,462676472440
2014-02-11,468799771440
2014-02-12,468799771440
2014-02-13,476147730240
2014-02-14,475902798280
2014-02-18,477617322000
2014-02-19,470024431240
2014-02-20,464635928120
2014-02-21,459492356960
2014-02-24,461451812640
2014-02-25,456553173440
2014-02-26,452634262080
2014-02-27,461696744600
2014-02-28,460227152840
2014-03-03,461696744600
2014-03-04,464635928120
2014-03-05,465615655960
2014-03-06,464390996160
2014-03-07,463901132240
2014-03-10,464390996160
2014-03-11,469044703399
2014-03-12,469289635360
2014-03-13,464146064200
2014-03-14,459002493039
2014-03-17,460717016759
2014-03-18,464880860080
2014-03-19,464635928120
2014-03-20,462431540480
2014-03-21,466105519880
2014-03-24,471738954960
2014-03-25,476637594160
2014-03-26,472228818880
2014-03-27,470024431240
2014-03-28,469534567320
2014-03-31,461048851800
2014-04-01,465137443600
2014-04-02,466099465200
2014-04-03,462732389599
2014-04-04,456719754599
2014-04-07,449745098000
2014-04-08,449504592600
2014-04-09,455517227600
2014-04-10,449745098000
2014-04-11,446378022399
2014-04-14,448061560200
2014-04-15,444934990000
2014-04-16,445897011600
2014-04-17,450947625000
2014-04-21,456238743800
2014-04-22,456719754599
2014-04-23,450707119599
2014-04-24,487744951200
2014-04-25,491352532200
2014-04-28,510352458800
2014-04-29,508668920999
2014-04-30,506744877800
2014-05-01,507947404800
2014-05-02,508909426400
2014-05-05,516124588400
2014-05-06,510592964200
2014-05-07,508668920999
2014-05-08,505061340000
2014-05-09,502896791400
2014-05-12,509149931800
2014-05-13,510111953400
2014-05-14,510111953400
2014-05-15,505782856200
2014-05-16,513238523600
2014-05-19,519251158600
2014-05-20,519491664000
2014-05-21,520694190999
2014-05-22,521656212600
2014-05-23,527428342200
2014-05-27,537289063600
2014-05-28,536086536600
2014-05-29,545706752600
2014-05-30,543782709400
2014-06-02,539934623000
2014-06-03,547630795800
2014-06-04,553883936200
2014-06-05,556048484800
2014-06-06,554605452400
2014-06-09,563504152200
2014-06-10,566630722400
2014-06-11,564466173800
2014-06-12,554845957800
2014-06-13,548833322800
2014-06-16,554364947000
2014-06-17,553643430800
2014-06-18,554364947000
2014-06-19,552440903800
2014-06-20,546668774200
2014-06-23,546187763400
2014-06-24,542820687800
2014-06-25,543301698600
2014-06-26,546668774200
2014-06-27,553162420000
2014-06-30,551372877400
2014-07-01,554933184400
2014-07-02,554695830600
2014-07-03,558018783800
2014-07-07,569411766200
2014-07-08,565851459200
2014-07-09,566088813000
2014-07-10,563952628800
2014-07-11,565139397800
2014-07-14,572260011800
2014-07-15,565614105400
2014-07-16,562528506000
2014-07-17,552322292600
2014-07-18,560392321800
2014-07-21,557306722400
2014-07-22,562053798400
2014-07-23,576769734000
2014-07-24,575820318800
2014-07-25,579617979600
2014-07-28,587688008800
2014-07-29,583890348000
2014-07-30,582466225200
2014-07-31,567275582000
2014-08-01,570361181400
2014-08-04,567275582000
2014-08-05,564427336400
2014-08-06,563477921200
2014-08-07,560629675600
2014-08-08,562291152200
2014-08-11,569649120000
2014-08-12,569411766200
2014-08-13,577007087800
2014-08-14,578668564400
2014-08-15,581516810000
2014-08-18,588400070200
2014-08-19,596470099400
2014-08-20,596707453200
2014-08-21,596944807000
2014-08-22,601217175400
2014-08-25,602641298200
2014-08-26,598606283600
2014-08-27,605964251400
2014-08-28,606676312800
2014-08-29,608337789400
2014-09-02,613084865400
2014-09-03,587213301200
2014-09-04,582228871400
2014-09-05,587213301200
2014-09-08,583652994200
2014-09-09,581516810000
2014-09-10,599318345000
2014-09-11,601929236800
2014-09-12,603353359600
2014-09-15,603116005800
2014-09-16,598606283600
2014-09-17,602878652000
2014-09-18,604065421000
2014-09-19,599080991200
2014-09-22,599793052600
2014-09-23,609049850800
2014-09-24,603828067200
2014-09-25,580804748600
2014-09-26,597894222200
2014-09-29,594096561400
2014-09-30,588748942320
2014-10-01,579633734400
2014-10-02,583840753440
2014-10-03,582204690480
2014-10-06,582204690480
2014-10-07,577062778320
2014-10-08,588982665600
2014-10-09,590385005280
2014-10-10,588515219040
2014-10-13,583139583600
2014-10-14,577062778320
2014-10-15,570051079920
2014-10-16,562571934960
2014-10-17,570752249760
2014-10-20,582905860320
2014-10-21,598799043360
2014-10-22,601837446000
2014-10-23,612588716880
2014-10-24,614925949680
2014-10-27,614224779840
2014-10-28,623807434320
2014-10-29,627313283520
2014-10-30,625209774000
2014-10-31,631052856000
2014-11-03,639233170800
2014-11-04,634558705200
2014-11-05,636194768160
2014-11-06,635259875040
2014-11-07,636895938000
2014-11-10,635961044880
2014-11-11,641102957040
2014-11-12,649984441680
2014-11-13,659333372880
2014-11-14,667279964400
2014-11-17,666111348000
2014-11-18,674759109360
2014-11-19,670084643760
2014-11-20,679667298240
2014-11-21,680602191360
2014-11-24,693223248480
2014-11-25,687146443200
2014-11-26,695326758000
2014-11-28,694859311440
2014-12-01,672421876560
2014-12-02,669850920480
2014-12-03,677330065440
2014-12-04,674759109360
2014-12-05,671954430000
2014-12-08,656762416800
2014-12-09,666812517840
2014-12-10,654191460720
2014-12-11,652321674480
2014-12-12,641102957040
2014-12-15,632455195680
2014-12-16,623807434320
2014-12-17,639233170800
2014-12-18,658164756480
2014-12-19,653256567600
2014-12-22,660034542720
2014-12-23,657697309920
2014-12-24,654425184000
2014-12-26,666111348000
2014-12-29,665643901440
2014-12-30,657463586640
2014-12-31,639635409600
2015-01-02,633378106680
2015-01-05,615533205760
2015-01-06,615764957720
2015-01-07,624339780240
2015-01-08,648210232120
2015-01-09,648905488000
2015-01-12,632914602760
2015-01-13,638708401760
2015-01-14,636159130200
2015-01-15,619009485160
2015-01-16,614142694000
2015-01-20,629901827280
2015-01-21,634768618440
2015-01-22,651223007600
2015-01-23,654699287000
2015-01-26,655394542880
2015-01-27,632451098840
2015-01-28,668140900680
2015-01-29,688998577080
2015-01-30,678801490840
2015-02-02,687376313360
2015-02-03,687376313360
2015-02-04,692706608440
2015-02-05,695024128040
2015-02-06,688998577080
2015-02-09,693633616280
2015-02-10,707075229960
2015-02-11,723529619120
2015-02-12,732799697520
2015-02-13,736275976920
2015-02-17,740679264160
2015-02-18,745777807280
2015-02-19,744155543560
2015-02-20,750181094520
2015-02-23,770575267000
2015-02-24,765708475840
2015-02-25,746241311200
2015-02-26,755511389600
2015-02-27,744387295520
2015-03-02,747863574920
2015-03-03,749485838640
2015-03-04,744850799440
2015-03-05,732336193600
2015-03-06,733494953400
2015-03-09,736739480840
2015-03-10,721443851480
2015-03-11,708233989760
2015-03-12,720980347560
2015-03-13,716113556400
2015-03-16,723993123040
2015-03-17,736044224960
2015-03-18,744387295520
2015-03-19,738593496520
2015-03-20,729555170080
2015-03-23,736971232800
2015-03-24,733958457320
2015-03-25,714954796600
2015-03-26,719821587760
2015-03-27,714027788760
2015-03-30,732104441640
2015-03-31,713027013840
2015-04-01,711881036640
2015-04-02,718069313520
2015-04-06,729758280960
2015-04-07,721965636000
2015-04-08,719673681600
2015-04-09,725174372160
2015-04-10,728383108320
2015-04-13,726778740240
2015-04-14,723799199520
2015-04-15,726549544800
2015-04-16,722882417760
2015-04-17,714860577360
2015-04-20,731133453600
2015-04-21,727237131120
2015-04-22,737092535039
2015-04-23,743051616480
2015-04-24,746489548080
2015-04-27,760012079039
2015-04-28,748093916160
2015-04-29,737092535039
2015-04-30,717152531760
2015-05-01,738926098560
2015-05-04,737321730480
2015-05-05,720819658800
2015-05-06,716235750000
2015-05-07,717840118080
2015-05-08,731362649040
2015-05-11,723799199520
2015-05-12,721278049680
2015-05-13,721965636000
2015-05-14,738926098560
2015-05-15,737780121360
2015-05-18,746031157199
2015-05-19,745343570880
2015-05-20,745343570880
2015-05-21,752907020400
2015-05-22,759553688160
2015-05-26,742822421039
2015-05-27,756574147440
2015-05-28,755198974800
2015-05-29,746489548080
2015-06-01,747864720720
2015-06-02,744655984560
2015-06-03,745572766320
2015-06-04,741218052960
2015-06-05,737092535039
2015-06-08,732279430800
2015-06-09,730216671840
2015-06-10,738467707680
2015-06-11,736863339600
2015-06-12,728612303760
2015-06-15,727237131120
2015-06-16,731133453600
2015-06-17,729529085520
2015-06-18,732737821680
2015-06-19,725403567600
2015-06-22,731133453600
2015-06-23,727924717440
2015-06-24,734112994320
2015-06-25,730675062720
2015-06-26,726320349360
2015-06-29,713485404720
2015-06-30,708349143040
2015-07-01,714899565600
2015-07-02,713996059040
2015-07-06,711511416000
2015-07-07,709704402880
2015-07-08,692086024960
2015-07-09,678081673280
2015-07-10,696151804480
2015-07-13,709704402880
2015-07-14,709252649600
2015-07-15,716254825440
2015-07-16,725741644320
2015-07-17,732066190239
2015-07-20,745844665280
2015-07-21,738390736160
2015-07-22,707219759840
2015-07-23,706768006560
2015-07-24,703153980320
2015-07-27,693215408160
2015-07-28,696829434400
2015-07-29,694570668000
2015-07-30,690956641760
2015-07-31,685083849120
2015-08-03,668820731040
2015-08-04,647362450240
2015-08-05,651654106400
2015-08-06,650072969920
2015-08-07,652331736320
2015-08-10,676048783520
2015-08-11,640812027680
2015-08-12,650750599840
2015-08-13,650298846560
2015-08-14,654816379360
2015-08-17,661592678560
2015-08-18,657978652320
2015-08-19,649395340000
2015-08-20,636068618240
2015-08-21,597217836160
2015-08-24,582309977920
2015-08-25,585924004160
2015-08-26,619353746880
2015-08-27,637649754720
2015-08-28,639682644480
2015-08-31,636746248160
2015-09-01,608285791520
2015-09-02,634487481760
2015-09-03,623193649760
2015-09-04,617094980480
2015-09-08,634261605120
2015-09-09,622064266560
2015-09-10,635616864960
2015-09-11,644877807200
2015-09-14,651202353120
2015-09-15,656623392480
2015-09-16,657301022400
2015-09-17,643296670720
2015-09-18,640586151040
2015-09-21,650524723200
2015-09-22,640360274400
2015-09-23,645555437120
2015-09-24,649395340000
2015-09-25,647814203520
2015-09-28,634939235040
2015-09-29,615965597280
2015-09-30,613261157600
2015-10-01,609258728000
2015-10-02,613705872000
2015-10-05,615929444000
2015-10-06,618820087600
2015-10-07,615929444000
2015-10-08,608814013600
2015-10-09,623267231600
2015-10-12,620376588000
2015-10-13,621488374000
2015-10-14,612594086000
2015-10-15,621933088400
2015-10-16,617263587200
2015-10-19,621043659600
2015-10-20,632383876800
2015-10-21,632383876800
2015-10-22,642167593600
2015-10-23,661957384400
2015-10-26,640833450400
2015-10-27,636831020800
2015-10-28,663069170400
2015-10-29,669962243600
2015-10-30,664403313600
2015-11-02,673742316000
2015-11-03,681302460800
2015-11-04,678189460000
2015-11-05,672185815600
2015-11-06,673075244400
2015-11-09,670184600800
2015-11-10,649060666800
2015-11-11,645502951600
2015-11-12,643279379600
2015-11-13,624601374800
2015-11-16,634607448800
2015-11-17,631939162400
2015-11-18,651951310400
2015-11-19,660400884000
2015-11-20,663291527600
2015-11-23,654619596800
2015-11-24,660845598400
2015-11-25,656176097200
2015-11-27,654841954000
2015-11-30,657732597600
2015-12-01,652396024800
2015-12-02,646392380400
2015-12-03,640388736000
2015-12-04,661735027200
2015-12-07,657510240400
2015-12-08,657287883200
2015-12-09,642834665200
2015-12-10,645725308800
2015-12-11,629270876000
2015-12-14,625268446400
2015-12-15,614150586400
2015-12-16,619042444800
2015-12-17,605923370000
2015-12-18,589468937200
2015-12-21,596584367600
2015-12-22,596139653200
2015-12-23,603699798000
2015-12-24,600586797200
2015-12-28,593916081200
2015-12-29,604589226800
2015-12-30,596584367600
2015-12-31,580554031680
2016-01-04,580995182160
2016-01-05,566437216320
2016-01-06,555408454320
2016-01-07,531806903640
2016-01-08,534674381759
2016-01-11,543276816120
2016-01-12,551217524760
2016-01-13,537100709400
2016-01-14,548791197120
2016-01-15,535556682720
2016-01-19,533130355080
2016-01-20,533792080800
2016-01-21,531145177919
2016-01-22,559378808640
2016-01-25,548350046640
2016-01-26,551438100000
2016-01-27,515263760640
2016-01-28,518792964480
2016-01-29,536880134160
2016-02-01,531806903640
2016-02-02,520998716880
2016-02-03,531365753160
2016-02-04,532689204599
2016-02-05,518572389240
2016-02-08,523866195000
2016-02-09,523866195000
2016-02-10,519895840680
2016-02-11,516807787320
2016-02-12,518351814000
2016-02-16,532909779840
2016-02-17,541071063720
2016-02-18,530924602680
2016-02-19,529601151240
2016-02-22,534233231280
2016-02-23,522101593080
2016-02-24,530042301720
2016-02-25,533571505560
2016-02-26,534453806520
2016-02-29,533130355080
2016-03-01,554305578120
2016-03-02,555629029560
2016-03-03,559819959120
2016-03-04,567981243000
2016-03-07,561805136280
2016-03-08,557173056240
2016-03-09,557614206720
2016-03-10,557834781960
2016-03-11,564010888680
2016-03-14,565334340120
2016-03-15,576804252600
2016-03-16,584303810760
2016-03-17,583421509800
2016-03-18,584083235520
2016-03-21,584083235520
2016-03-22,588494740320
2016-03-23,585186111720
2016-03-24,582759784080
2016-03-28,580112881200
2016-03-29,593788546080
2016-03-30,604155582360
2016-03-31,593293322000
2016-04-01,598736380000
2016-04-04,604832604960
2016-04-05,597647768400
2016-04-06,603961715680
2016-04-07,590898376480
2016-04-08,591551543440
2016-04-11,593511044320
2016-04-12,601131325520
2016-04-13,609840218320
2016-04-14,610275662960
2016-04-15,597865490720
2016-04-18,585019873840
2016-04-19,581971761360
2016-04-20,583060372960
2016-04-21,576746425680
2016-04-22,575222369440
2016-04-25,571956534640
2016-04-26,568037532880
2016-04-27,532548794720
2016-04-28,516219620720
2016-04-29,510341118080
2016-05-02,509687951120
2016-05-03,518179121600
2016-05-04,512736063600
2016-05-05,507510727920
2016-05-06,504680337760
2016-05-09,505115782400
2016-05-10,508599339520
2016-05-11,503591726160
2016-05-12,491834720880
2016-05-13,492705610160
2016-05-16,510994285040
2016-05-17,508817061840
2016-05-18,514695564480
2016-05-19,512736063600
2016-05-20,518396843920
2016-05-23,524928513520
2016-05-24,532984239360
2016-05-25,542346299120
2016-05-26,546483023200
2016-05-27,546265300880
2016-05-31,543652633040
2016-06-01,536032351840
2016-06-02,531895627760
2016-06-03,532984239360
2016-06-06,536903241120
2016-06-07,539080464320
2016-06-08,538645019679
2016-06-09,542346299120
2016-06-10,537991852720
2016-06-13,529936126880
2016-06-14,530589293840
2016-06-15,528847515280
2016-06-16,531024738480
2016-06-17,518832288559
2016-06-20,517743676960
2016-06-21,522098123360
2016-06-22,520138622480
2016-06-23,523186734960
2016-06-24,508381617200
2016-06-27,500979058320
2016-06-28,509470228799
2016-06-29,513824675200
2016-06-30,513076787200
2016-07-01,514579522560
2016-07-05,509856640000
2016-07-06,512647434240
2016-07-07,515008875519
2016-07-08,518873052160
2016-07-11,520590464000
2016-07-12,522951905280
2016-07-13,519946434560
2016-07-14,530250905600
2016-07-15,530250905600
2016-07-18,535832494080
2016-07-19,536047170560
2016-07-20,536476523519
2016-07-21,533685729280
2016-07-22,529606876160
2016-07-25,522522552320
2016-07-26,518873052160
2016-07-27,552577259520
2016-07-28,560090936320
2016-07-29,559232230400
2016-08-01,569107348480
2016-08-02,560734965760
2016-08-03,567819289600
2016-08-04,568248642560
2016-08-05,576835701760
2016-08-08,581558584320
2016-08-09,583920025600
2016-08-10,579626496000
2016-08-11,579197143040
2016-08-12,580699878400
2016-08-15,587569525760
2016-08-16,587140172800
2016-08-17,586281466880
2016-08-18,585422760960
2016-08-19,586925496320
2016-08-22,582417290240
2016-08-23,584134702080
2016-08-24,579841172480
2016-08-25,577265054720
2016-08-26,574044907520
2016-08-29,573400878080
2016-08-30,568892672000
2016-08-31,569536701440
2016-09-01,572756848640
2016-09-02,578123760640
2016-09-06,578123760640
2016-09-07,581558584320
2016-09-08,566316554240
2016-09-09,553435965440
2016-09-12,565887201280
2016-09-13,579411819520
2016-09-14,599806085120
2016-09-15,620200350720
2016-09-16,616765527040
2016-09-19,609681203200
2016-09-20,609466526720
2016-09-21,609466526720
2016-09-22,615262791680
2016-09-23,604958320640
2016-09-26,605817026560
2016-09-27,606890408960
2016-09-28,611613291520
2016-09-29,602167526400
2016-09-30,598960639440
2016-10-03,596205335720
2016-10-04,598748693000
2016-10-05,598960639440
2016-10-06,603411514680
2016-10-07,604471246880
2016-10-10,614856622440
2016-10-11,616340247520
2016-10-12,621850854960
2016-10-13,619943337000
2016-10-14,623334480040
2016-10-17,622910587160
2016-10-18,622486694280
2016-10-19,620579176320
2016-10-20,620367229880
2016-10-21,617823872600
2016-10-24,623334480040
2016-10-25,626513676640
2016-10-26,612525211600
2016-10-27,606590711280
2016-10-28,602563728920
2016-10-31,601715943160
2016-11-01,590694728280
2016-11-02,591330567600
2016-11-03,582004924240
2016-11-04,576706263240
2016-11-07,584972174400
2016-11-08,588575263880
2016-11-09,587515531680
2016-11-10,571195655800
2016-11-11,574586798840
2016-11-14,560174440920
2016-11-15,567592566320
2016-11-16,582852710000
2016-11-17,582640763560
2016-11-18,583276602880
2016-11-21,591966406920
2016-11-22,592390299800
2016-11-23,589423049640
2016-11-25,592390299800
2016-11-28,591118621160
2016-11-29,590694728280
2016-11-30,585608013720
2016-12-01,580097406280
2016-12-02,582428817120
2016-12-05,578189888320
2016-12-06,582640763560
2016-12-07,588363317440
2016-12-08,594085871320
2016-12-09,603835407560
2016-12-12,600444264520
2016-12-13,610405747200
2016-12-14,610405747200
2016-12-15,613796890240
2016-12-16,614432729560
2016-12-19,618035819040
2016-12-20,619731390560
2016-12-21,620367229880
2016-12-22,616128301080
2016-12-23,617399979720
2016-12-27,621426962080
2016-12-28,618671658360
2016-12-29,618459711920
2016-12-30,613796890240
2017-01-03,607027882560
2017-01-04,606400787640
2017-01-05,609327230600
2017-01-06,616225274720
2017-01-09,621869129000
2017-01-10,622496223920
2017-01-11,625840730160
2017-01-12,623123318840
2017-01-13,622078160640
2017-01-17,627094920000
2017-01-18,627094920000
2017-01-19,626049761800
2017-01-20,627094920000
2017-01-23,627512983280
2017-01-24,626885888360
2017-01-25,636919407080
2017-01-26,637337470360
2017-01-27,637337470360
2017-01-30,635665217240
2017-01-31,634201995760
2017-02-01,672872849160
2017-02-02,671618659320
2017-02-03,674545102280
2017-02-06,680816051480
2017-02-07,687296032320
2017-02-08,690013443640
2017-02-09,691894728400
2017-02-10,690431506920
2017-02-13,696493424480
2017-02-14,705690816640
2017-02-15,708199196320
2017-02-16,707363069760
2017-02-17,709244354520
2017-02-21,714261113880
2017-02-22,716560461920
2017-02-23,713424987320
2017-02-24,714261113880
2017-02-27,715515303719
2017-02-28,715933367000
2017-03-01,730565581800
2017-03-02,726175917360
2017-03-03,730565581800
2017-03-06,728266233760
2017-03-07,729102360320
2017-03-08,726384949000
2017-03-09,724712695880
2017-03-10,727012043920
2017-03-13,727430107200
2017-03-14,726384949000
2017-03-15,734119119680
2017-03-16,735164277880
2017-03-17,731610740000
2017-03-20,739344910680
2017-03-21,730774613440
2017-03-22,738926847400
2017-03-23,736418467719
2017-03-24,734955246239
2017-03-27,736209436080
2017-03-28,751468745800
2017-03-29,753140998920
2017-03-30,752095840719
2017-03-31,746430243840
2017-04-03,746430243840
2017-04-04,752040938880
2017-04-05,748300475520
2017-04-06,746430243840
2017-04-07,744767815680
2017-04-10,743728798080
2017-04-11,735832264319
2017-04-12,736663478400
2017-04-13,732715211520
2017-04-17,736871281920
2017-04-18,733546425600
2017-04-19,730844979840
2017-04-20,739988334720
2017-04-21,739157120640
2017-04-24,746222440319
2017-04-25,750794117760
2017-04-26,746430243840
2017-04-27,747053654400
2017-04-28,746222440319
2017-05-01,761599900800
2017-05-02,766379381760
2017-05-03,764093543040
2017-05-04,761184293760
2017-05-05,773860308480
2017-05-08,794848464000
2017-05-09,800043552000
2017-05-10,796303088640
2017-05-11,799835748480
2017-05-12,811057138560
2017-05-15,808771299840
2017-05-16,807732282240
2017-05-17,780510021120
2017-05-18,792562625280
2017-05-19,795264071040
2017-05-22,800043552000
2017-05-23,799004534400
2017-05-24,796718695680
2017-05-25,799420141440
2017-05-26,797965516800
2017-05-30,798381123840
2017-05-31,793601642880
2017-06-01,795887481600
2017-06-02,807524478720
2017-06-05,799627944959
2017-06-06,802329390720
2017-06-07,807108871680
2017-06-08,805238640000
2017-06-09,773860308480
2017-06-12,755365795200
2017-06-13,761599900800
2017-06-14,754118974080
2017-06-15,749547296640
2017-06-16,739157120640
2017-06-19,760353079680
2017-06-20,753287760000
2017-06-21,757859437440
2017-06-22,756612616319
2017-06-23,759937472640
2017-06-26,757651633920
2017-06-27,746638047360
2017-06-28,757651633920
2017-06-29,746430243840
2017-06-30,741723609120
2017-07-03,739045906560
2017-07-05,741929586240
2017-07-06,734926364160
2017-07-07,742547517600
2017-07-10,747079014240
2017-07-11,749344762560
2017-07-12,750580625280
2017-07-13,760879481280
2017-07-14,767470749120
2017-07-17,770148451680
2017-07-18,772826154240
2017-07-19,777769605120
2017-07-20,774267994080
2017-07-21,773856039840
2017-07-24,783125010240
2017-07-25,786626621280
2017-07-26,790334209440
2017-07-27,775297879680
2017-07-28,769942474560
2017-07-31,765822932160
2017-08-01,772620177120
2017-08-02,809078127360
2017-08-03,801045019680
2017-08-04,805370539200
2017-08-07,817729166400
2017-08-08,824320434240
2017-08-09,829469862240
2017-08-10,799809156960
2017-08-11,810931921440
2017-08-14,823084571520
2017-08-15,832147564800
2017-08-16,828851930880
2017-08-17,812991692640
2017-08-18,811137898560
2017-08-21,809490081600
2017-08-22,822878594400
2017-08-23,823702502880
2017-08-24,820200891840
2017-08-25,823290548640
2017-08-28,831529633440
2017-08-29,838944809759
2017-08-30,841210558080
2017-08-31,844506192000
2017-09-01,844712169120
2017-09-05,834619290240
2017-09-06,833795381759
2017-09-07,830499747840
2017-09-08,816905257919
2017-09-11,831735610560
2017-09-12,828439976640
2017-09-13,822054685919
2017-09-14,815051463840
2017-09-15,823290548640
2017-09-18,817111235040
2017-09-19,817317212160
2017-09-20,803722722240
2017-09-21,789922255200
2017-09-22,782095124640
2017-09-25,775297879680
2017-09-26,788480415360
2017-09-27,794247774720
2017-09-28,789304323840
2017-09-29,793629843360
2017-10-02,786360482600
2017-10-03,789837238960
2017-10-04,784724361960
2017-10-05,794541085800
2017-10-06,794132055640
2017-10-09,796790751680
2017-10-10,797199781839
2017-10-11,800472023120
2017-10-12,797608812000
2017-10-13,802721689000
2017-10-16,817446774760
2017-10-17,820514500960
2017-10-18,816833229520
2017-10-19,797404296920
2017-10-20,798835902480
2017-10-23,798426872320
2017-10-24,803335234240
2017-10-25,799653962800
2017-10-26,804766839800
2017-10-27,833603466080
2017-10-30,852418853440
2017-10-31,864280728080
2017-11-01,853236913760
2017-11-02,859576881240
2017-11-03,882073540040
2017-11-06,890867688480
2017-11-07,893730899600
2017-11-08,901093442480
2017-11-09,899252806760
2017-11-10,893117354360
2017-11-13,889436082920
2017-11-14,876142602720
2017-11-15,864485243160
2017-11-16,874915512240
2017-11-17,870007150320
2017-11-20,869189090000
2017-11-21,885345781320
2017-11-22,894548959920
2017-11-24,894548959920
2017-11-27,890049628160
2017-11-28,884936751160
2017-11-29,866530393960
2017-11-30,878596783680
2017-12-01,874506482080
2017-12-04,868166514600
2017-12-05,867348454279
2017-12-06,864076213000
2017-12-07,865712333640
2017-12-08,865916848720
2017-12-11,882891600360
2017-12-12,877983238440
2017-12-13,880846449560
2017-12-14,880641934480
2017-12-15,889436082920
2017-12-18,902116017880
2017-12-19,892503809120
2017-12-20,891481233720
2017-12-21,894753475000
2017-12-22,894753475000
2017-12-26,872052301120
2017-12-27,872256816200
2017-12-28,874710997160
2017-12-29,865303303480
2018-01-02,865685809560
2018-01-03,865484814480
2018-01-04,869504716080
2018-01-05,879353475000
2018-01-08,876137553720
2018-01-09,875936558640
2018-01-10,875735563560
2018-01-11,880760440560
2018-01-12,889805219160
2018-01-16,885383327400
2018-01-17,900055968240
2018-01-18,900859948560
2018-01-19,896840046960
2018-01-22,889403229000
2018-01-23,889604224080
2018-01-24,875534568480
2018-01-25,859856952240
2018-01-26,861866903040
2018-01-29,843978340920
2018-01-30,838953463920
2018-01-31,841365404880
2018-02-01,843174360600
2018-02-02,806593256040
2018-02-05,786292752960
2018-02-06,819255946080
2018-02-07,801769374120
2018-02-08,779659915320
2018-02-09,785890762800
2018-02-12,817647985440
2018-02-13,825888783720
2018-02-14,840963414720
2018-02-15,869303721000
2018-02-16,866489789880
2018-02-20,863474863680
2018-02-21,859655957160
2018-02-22,866891780040
2018-02-23,881966411040
2018-02-26,899251987920
2018-02-27,896438056800
2018-02-28,895031091240
2018-03-01,879353475000
2018-03-02,885383327400
2018-03-05,888599248680
2018-03-06,887795268360
2018-03-07,879554470080
2018-03-08,889202233920
2018-03-09,904477860000
2018-03-12,913120648440
2018-03-13,904276864920
2018-03-14,896639051880
2018-03-15,897644027279
2018-03-16,894629101080
2018-03-19,880961435640
2018-03-20,880559445480
2018-03-21,860660932560
2018-03-22,848400232680
2018-03-23,828903709920
2018-03-26,868097750520
2018-03-27,845988291720
2018-03-28,836541522960
2018-03-29,843174360600
2018-04-02,813759595560
2018-04-03,822156922800
2018-04-04,837779857200
2018-04-05,843638457600
2018-04-06,822156922800
2018-04-09,830163676680
2018-04-10,845786611080
2018-04-11,841880877480
2018-04-12,850278204720
2018-04-13,853012218240
2018-04-16,858480245280
2018-04-17,870197446080
2018-04-18,868244579280
2018-04-19,843638457600
2018-04-20,809072715240
2018-04-23,806729275080
2018-04-24,795597934320
2018-04-25,798917807879
2018-04-26,801847108080
2018-04-27,792473347440
2018-04-30,806924561760
2018-05-01,825672083040
2018-05-02,861995405520
2018-05-03,863557698960
2018-05-04,897537581280
2018-05-07,903982041720
2018-05-08,908278348680
2018-05-09,914722809120
2018-05-10,927807016680
2018-05-11,920776696200
2018-05-14,918628542720
2018-05-15,910231215480
2018-05-16,918823829400
2018-05-17,912965229000
2018-05-18,909645355440
2018-05-21,916089815879
2018-05-22,913746375720
2018-05-23,919604976120
2018-05-24,918628542720
2018-05-25,920776696200
2018-05-29,917456822639
2018-05-30,915503955840
2018-05-31,912379368960
2018-06-01,928783450080
2018-06-04,936594917280
2018-06-05,943820524440
2018-06-06,947140398000
2018-06-07,944601671160
2018-06-08,936009057240
2018-06-11,933665617080
2018-06-12,938743070760
2018-06-13,931126890240
2018-06-14,931517463600
2018-06-15,921948416280
2018-06-18,921557842920
2018-06-19,906520768560
2018-06-20,910621788840
2018-06-21,905544335160
2018-06-22,902810321639
2018-06-25,889335540720
2018-06-26,900466881480
2018-06-27,899099874720
2018-06-28,905739621840
2018-06-29,903786755040
2018-07-02,898857460800
2018-07-03,883108248880
2018-07-05,890214600600
2018-07-06,902506668440
2018-07-09,915182863400
2018-07-10,914030482040
2018-07-11,902122541320
2018-07-12,917295562560
2018-07-13,918640007480
2018-07-16,916719371880
