,DLX
2014-02-10,2279959080
2014-02-11,2310985740
2014-02-12,2300476710
2014-02-13,2343013260
2014-02-14,2311486170
2014-02-18,2372538630
2014-02-19,2360528310
2014-02-20,2385549810
2014-02-21,2408069160
2014-02-24,2430088080
2014-02-25,2457111300
2014-02-26,2497145700
2014-02-27,2518163760
2014-02-28,2526170640
2014-03-03,2515161180
2014-03-04,2593728690
2014-03-05,2595730410
2014-03-06,2614246320
2014-03-07,2609242020
2014-03-10,2614746750
2014-03-11,2618750190
2014-03-12,2628758790
2014-03-13,2607740730
2014-03-14,2636765670
2014-03-17,2651778570
2014-03-18,2684806950
2014-03-19,2646273840
2014-03-20,2646273840
2014-03-21,2627757930
2014-03-24,2600734710
2014-03-25,2596230840
2014-03-26,2524669350
2014-03-27,2526170640
2014-03-28,2542684830
2014-03-31,2610854730
2014-04-01,2654145060
2014-04-02,2692459490
2014-04-03,2678029380
2014-04-04,2593439080
2014-04-07,2531737920
2014-04-08,2560100550
2014-04-09,2591946310
2014-04-10,2521786120
2014-04-11,2475012660
2014-04-14,2449635570
2014-04-15,2478495790
2014-04-16,2508848780
2014-04-17,2541192130
2014-04-21,2555622240
2014-04-22,2593936670
2014-04-23,2596922210
2014-04-24,2618816170
2014-04-25,2616825810
2014-04-28,2644193260
2014-04-29,2669072760
2014-04-30,2734257050
2014-05-01,2735749820
2014-05-02,2753663060
2014-05-05,2736247410
2014-05-06,2680019740
2014-05-07,2738237770
2014-05-08,2759136550
2014-05-09,2793470260
2014-05-12,2820837710
2014-05-13,2782523280
2014-05-14,2722812480
2014-05-15,2706392010
2014-05-16,2716841400
2014-05-19,2756151010
2014-05-20,2706889600
2014-05-21,2729281150
2014-05-22,2749184750
2014-05-23,2779537740
2014-05-27,2775557020
2014-05-28,2779040150
2014-05-29,2773566660
2014-05-30,2790982310
2014-06-02,2742716080
2014-06-03,2709875140
2014-06-04,2717836580
2014-06-05,2755653420
2014-06-06,2822828070
2014-06-09,2850693110
2014-06-10,2845219620
2014-06-11,2845717210
2014-06-12,2824320840
2014-06-13,2809890730
2014-06-16,2794465440
2014-06-17,2850693110
2014-06-18,2837258180
2014-06-19,2841238900
2014-06-20,2883036460
2014-06-23,2844224440
2014-06-24,2828301560
2014-06-25,2842731670
2014-06-26,2836760590
2014-06-27,2877065380
2014-06-30,2909668600
2014-07-01,2987153800
2014-07-02,2923079500
2014-07-03,2965795700
2014-07-07,2927053100
2014-07-08,2890794000
2014-07-09,2909171900
2014-07-10,2863972200
2014-07-11,2853541500
2014-07-14,2875893000
2014-07-15,2857018400
2014-07-16,2832680100
2014-07-17,2787977100
2014-07-18,2828209800
2014-07-21,2805858300
2014-07-22,2842117400
2014-07-23,2837647100
2014-07-24,2811818700
2014-07-25,2777546400
2014-07-28,2770095900
2014-07-29,2757181700
2014-07-30,2788970500
2014-07-31,2732346700
2014-08-01,2734333500
2014-08-04,2770592600
2014-08-05,2762645400
2014-08-06,2758671800
2014-08-07,2712975400
2014-08-08,2819269200
2014-08-11,2838143800
2014-08-12,2815792300
2014-08-13,2859005200
2014-08-14,2835163600
2014-08-15,2829203200
2014-08-18,2898741200
2014-08-19,2950398000
2014-08-20,2931523400
2014-08-21,2916622400
2014-08-22,2931523400
2014-08-25,2945927700
2014-08-26,2963312200
2014-08-27,2972252800
2014-08-28,2951391400
2014-08-29,2957848500
2014-09-02,2981193400
2014-09-03,2991127400
2014-09-04,2978709900
2014-09-05,2971756100
2014-09-08,2940960700
2014-09-09,2903211500
2014-09-10,2904204900
2014-09-11,2922086100
2014-09-12,2882846800
2014-09-15,2865462300
2014-09-16,2902714800
2014-09-17,2890297300
2014-09-18,2886820400
2014-09-19,2865462300
2014-09-22,2802381400
2014-09-23,2790957300
2014-09-24,2811322000
2014-09-25,2784003500
2014-09-26,2799401200
2014-09-29,2781023300
2014-09-30,2738197560
2014-10-01,2722808850
2014-10-02,2731744230
2014-10-03,2753089860
2014-10-06,2699973990
2014-10-07,2663239650
2014-10-08,2732240640
2014-10-09,2642886840
2014-10-10,2665721700
2014-10-13,2654800680
2014-10-14,2678131950
2014-10-15,2666218110
2014-10-16,2707420140
2014-10-17,2698981170
2014-10-20,2742665250
2014-10-21,2825069310
2014-10-22,2816133930
2014-10-23,2830529820
2014-10-24,2908466190
2014-10-27,2951157450
2014-10-28,2998316400
2014-10-29,2971013850
2014-10-30,2978460000
2014-10-31,3018172800
2014-11-03,3012215880
2014-11-04,3008741010
2014-11-05,2989381020
2014-11-06,3001791270
2014-11-07,3011719470
2014-11-10,3021647670
2014-11-11,3004769730
2014-11-12,3044482530
2014-11-13,2999309220
2014-11-14,2967538980
2014-11-17,2956121550
2014-11-18,2964560520
2014-11-19,2918394390
2014-11-20,2939740020
2014-11-21,2913926700
2014-11-24,2923854900
2014-11-25,2912437470
2014-11-26,2925840540
2014-11-28,2901516450
2014-12-01,2898537990
2014-12-02,2925840540
2014-12-03,2979452820
2014-12-04,2957114370
2014-12-05,2996827170
2014-12-08,2946193350
2014-12-09,3000798450
2014-12-10,2901020040
2014-12-11,2980445640
2014-12-12,2953143090
2014-12-15,2917401570
2014-12-16,2912437470
2014-12-17,2993848710
2014-12-18,3043986120
2014-12-19,3050935860
2014-12-22,3078734820
2014-12-23,3112987110
2014-12-24,3121426080
2014-12-26,3126886590
2014-12-29,3154189140
2014-12-30,3119936850
2014-12-31,3108080250
2015-01-02,3075626400
2015-01-05,3040676100
2015-01-06,2974270530
2015-01-07,3024199530
2015-01-08,3073129950
2015-01-09,3035683200
2015-01-12,3030191010
2015-01-13,3064642020
2015-01-14,3046667580
2015-01-15,3003229350
2015-01-16,3082117170
2015-01-20,3042173970
2015-01-21,3018707340
2015-01-22,3234899910
2015-01-23,3193958130
2015-01-26,3217424760
2015-01-27,3197453160
2015-01-28,3207438959
2015-01-29,3268352339
2015-01-30,3241889970
2015-02-02,3205441800
2015-02-03,3337753649
2015-02-04,3316284180
2015-02-05,3362218860
2015-02-06,3326769270
2015-02-09,3300306899
2015-02-10,3345243000
2015-02-11,3291319680
2015-02-12,3349237320
2015-02-13,3348238740
2015-02-17,3369208920
2015-02-18,3343745130
2015-02-19,3345243000
2015-02-20,3411149279
2015-02-23,3393674130
2015-02-24,3443603130
2015-02-25,3405157800
2015-02-26,3392675550
2015-02-27,3322774950
2015-03-02,3378695430
2015-03-03,3358224540
2015-03-04,3317282760
2015-03-05,3275841690
2015-03-06,3187467360
2015-03-09,3219421920
2015-03-10,3171989370
2015-03-11,3207438959
2015-03-12,3255870089
2015-03-13,3169992210
2015-03-16,3212431860
2015-03-17,3271348080
2015-03-18,3333260040
2015-03-19,3343745130
2015-03-20,3412147860
2015-03-23,3384686910
2015-03-24,3402162060
2015-03-25,3258865830
2015-03-26,3287824649
2015-03-27,3341747970
2015-03-30,3434116620
2015-03-31,3461228800
2015-04-01,3433251200
2015-04-02,3420261599
2015-04-06,3454234400
2015-04-07,3415265600
2015-04-08,3459730000
2015-04-09,3449238400
2015-04-10,3438746800
2015-04-13,3422759600
2015-04-14,3435749200
2015-04-15,3414765999
2015-04-16,3402775600
2015-04-17,3344822000
2015-04-20,3399778000
2015-04-21,3452235999
2015-04-22,3475717199
2015-04-23,3374298400
2015-04-24,3365805200
2015-04-27,3328834800
2015-04-28,3364805999
2015-04-29,3334830000
2015-04-30,3234910000
2015-05-01,3271880399
2015-05-04,3281372800
2015-05-05,3206432800
2015-05-06,3222919600
2015-05-07,3225917199
2015-05-08,3254394400
2015-05-11,3250897199
2015-05-12,3187947600
2015-05-13,3200437600
2015-05-14,3231412800
2015-05-15,3217923600
2015-05-18,3236908400
2015-05-19,3318343200
2015-05-20,3341324800
2015-05-21,3329334400
2015-05-22,3301856400
2015-05-26,3218423200
2015-05-27,3249898000
2015-05-28,3227915600
2015-05-29,3188946800
2015-06-01,3204434400
2015-06-02,3194442400
2015-06-03,3223419200
2015-06-04,3195941200
2015-06-05,3206932400
2015-06-08,3195941200
2015-06-09,3185949200
2015-06-10,3262887600
2015-06-11,3265385600
2015-06-12,3248399200
2015-06-15,3203435200
2015-06-16,3229414400
2015-06-17,3200937199
2015-06-18,3251396800
2015-06-19,3215925200
2015-06-22,3221420800
2015-06-23,3229414400
2015-06-24,3197440000
2015-06-25,3154474400
2015-06-26,3140485600
2015-06-29,3036069200
2015-06-30,3051578000
2015-07-01,3078648450
2015-07-02,3066343700
2015-07-06,3034843540
2015-07-07,3017616890
2015-07-08,2988085490
2015-07-09,2935421160
2015-07-10,2994483960
2015-07-13,3027460690
2015-07-14,3036320110
2015-07-15,3006788710
2015-07-16,2997929290
2015-07-17,3007773090
2015-07-20,3016632510
2015-07-21,3003343380
2015-07-22,3025984120
2015-07-23,3147555050
2015-07-24,3053054570
2015-07-27,3068312460
2015-07-28,3097843860
2015-07-29,3160844180
2015-07-30,3161828559
2015-07-31,3171180170
2015-08-03,3155922280
2015-08-04,3180531780
2015-08-05,3167734840
2015-08-06,3135742490
2015-08-07,3106703280
2015-08-10,3156414470
2015-08-11,3125406500
2015-08-12,3103750140
2015-08-13,3096367290
2015-08-14,3110640800
2015-08-17,3149031620
2015-08-18,3108672040
2015-08-19,3071265600
2015-08-20,2976272930
2015-08-21,2910319470
2015-08-24,2800561100
2015-08-25,2738545160
2015-08-26,2847319150
2015-08-27,2894569390
2015-08-28,2895061580
2015-08-31,2855194190
2015-09-01,2770045320
2015-09-02,2804498620
2015-09-03,2837475350
2015-09-04,2909827280
2015-09-08,2905889760
2015-09-09,2876358360
2015-09-10,2873897410
2015-09-11,2882264640
2015-09-14,2872913030
2015-09-15,2899491290
2015-09-16,2918686700
2015-09-17,2923608600
2015-09-18,2830092500
2015-09-21,2842397250
2015-09-22,2767584370
2015-09-23,2745928010
2015-09-24,2736084210
2015-09-25,2702123100
2015-09-28,2648966580
2015-09-29,2664224470
2015-09-30,2732319060
2015-10-01,2706829180
2015-10-02,2723985830
2015-10-05,2793102620
2015-10-06,2809278890
2015-10-07,2906336510
2015-10-08,2941630190
2015-10-09,2920552020
2015-10-12,2962218170
2015-10-13,2949473230
2015-10-14,2908297270
2015-10-15,2975453300
2015-10-16,2975943490
2015-10-19,2979374820
2015-10-20,2953884940
2015-10-21,2870552640
2015-10-22,2854866560
2015-10-23,2920552020
2015-10-26,2875454540
2015-10-27,2835258960
2015-10-28,2966139690
2015-10-29,2966139690
2015-10-30,2919081450
2015-11-02,2954865320
2015-11-03,2933296960
2015-11-04,2919081450
2015-11-05,2900944420
2015-11-06,2899473850
2015-11-09,2843592190
2015-11-10,2804867180
2015-11-11,2786239960
2015-11-12,2723985830
2015-11-13,2704868420
2015-11-16,2708789940
2015-11-17,2694084240
2015-11-18,2757318750
2015-11-19,2776436160
2015-11-20,2819082690
2015-11-23,2870062450
2015-11-24,2882807390
2015-11-25,2896042520
2015-11-27,2895062140
2015-11-30,2874964350
2015-12-01,2941630190
2015-12-02,2921532400
2015-12-03,2897513090
2015-12-04,2947022280
2015-12-07,2907807080
2015-12-08,2889179860
2015-12-09,2851925420
2015-12-10,2793592810
2015-12-11,2701437090
2015-12-14,2658300370
2015-12-15,2675947210
2015-12-16,2725946590
2015-12-17,2665653220
2015-12-18,2615653840
2015-12-21,2677417780
2015-12-22,2693594050
2015-12-23,2696045000
2015-12-24,2683790250
2015-12-28,2689182340
2015-12-29,2727417160
2015-12-30,2721044690
2015-12-31,2667551400
2016-01-04,2586360800
2016-01-05,2639183600
2016-01-06,2589784500
2016-01-07,2520821400
2016-01-08,2531092500
2016-01-11,2596631900
2016-01-12,2598099200
2016-01-13,2511039400
2016-01-14,2566796800
2016-01-15,2526201500
2016-01-19,2503702900
2016-01-20,2505659300
2016-01-21,2501746500
2016-01-22,2556525700
2016-01-25,2513974000
2016-01-26,2596631900
2016-01-27,2494410000
2016-01-28,2739449100
2016-01-29,2734069000
2016-02-01,2658258500
2016-02-02,2589295400
2016-02-03,2593697300
2016-02-04,2594186400
2016-02-05,2540385400
2016-02-08,2539896300
2016-02-09,2546254600
2016-02-10,2568753200
2016-02-11,2545276400
2016-02-12,2550167400
2016-02-16,2606903000
2016-02-17,2655813000
2016-02-18,2676844300
2016-02-19,2662171300
2016-02-22,2716950500
2016-02-23,2704723000
2016-02-24,2769284200
2016-02-25,2784935400
2016-02-26,2807923100
2016-02-29,2807923100
2016-03-01,2892537400
2016-03-02,2863191400
2016-03-03,2894004700
2016-03-04,2922861600
2016-03-07,2922372500
2016-03-08,2889113700
2016-03-09,2861724100
2016-03-10,2853898500
2016-03-11,2937534600
2016-03-14,2908677700
2016-03-15,2912590500
2016-03-16,2922372500
2016-03-17,2969815200
2016-03-18,2979108100
2016-03-21,2949273000
2016-03-22,2938512800
2016-03-23,2897428400
2016-03-24,2928241700
2016-03-28,2955631300
2016-03-29,3036821900
2016-03-30,3039756500
2016-03-31,3047012400
2016-04-01,3047987600
2016-04-04,3001665600
2016-04-05,2951442800
2016-04-06,2990938400
2016-04-07,2932426400
2016-04-08,2933889200
2016-04-11,2917310800
2016-04-12,2951442800
2016-04-13,2998252400
2016-04-14,2994839200
2016-04-15,3010442400
2016-04-18,3036772800
2016-04-19,3028971200
2016-04-20,3047012400
2016-04-21,2999715200
2016-04-22,3016293600
2016-04-25,2972897200
2016-04-26,3033359600
2016-04-27,3053838800
2016-04-28,3070417200
2016-04-29,3061152800
2016-05-02,3091384000
2016-05-03,3042624000
2016-05-04,3015806000
2016-05-05,3066516400
2016-05-06,3097235200
2016-05-09,3092846800
2016-05-10,3140631600
2016-05-11,3085045200
2016-05-12,3063103200
2016-05-13,3020194400
2016-05-16,3080169200
2016-05-17,3002153200
2016-05-18,2992401200
2016-05-19,3029946400
2016-05-20,3089433600
2016-05-23,3072367600
2016-05-24,3141119200
2016-05-25,3125515999
2016-05-26,3145995200
2016-05-27,3178664400
2016-05-31,3175738800
2016-06-01,3234738400
2016-06-02,3267407600
2016-06-03,3233275600
2016-06-06,3254242399
2016-06-07,3256192800
2016-06-08,3290324800
2016-06-09,3264482000
2016-06-10,3200118800
2016-06-13,3157697600
2016-06-14,3151846400
2016-06-15,3160623199
2016-06-16,3190854400
2016-06-17,3188904000
2016-06-20,3215722000
2016-06-21,3211333600
2016-06-22,3157697600
2016-06-23,3258630800
2016-06-24,3091384000
2016-06-27,2989963200
2016-06-28,3072367600
2016-06-29,3143069599
2016-06-30,3224652820
2016-07-01,3228053840
2016-07-05,3181897139
2016-07-06,3221251800
2016-07-07,3235827599
2016-07-08,3290729780
2016-07-11,3311135900
2016-07-12,3327169280
2016-07-13,3329112720
2016-07-14,3342230940
2016-07-15,3351948139
2016-07-18,3360207760
2016-07-19,3366523940
2016-07-20,3392274519
2016-07-21,3374297700
2016-07-22,3411708920
2016-07-25,3386444200
2016-07-26,3361179480
2016-07-27,3364094639
2016-07-28,3305791440
2016-07-29,3283927740
2016-08-01,3279069139
2016-08-02,3287814620
2016-08-03,3281984300
2016-08-04,3272752960
2016-08-05,3316480360
2016-08-08,3322796540
2016-08-09,3323282400
2016-08-10,3305305580
2016-08-11,3273724680
2016-08-12,3261092320
2016-08-15,3287814620
2016-08-16,3254776139
2016-08-17,3267894360
2016-08-18,3268380220
2016-08-19,3295588380
2016-08-22,3298503540
2016-08-23,3326197559
2016-08-24,3329598580
2016-08-25,3342716800
2016-08-26,3339801639
2016-08-29,3343202660
2016-08-30,3336886480
2016-08-31,3312107620
2016-09-01,3310164180
2016-09-02,3357778460
2016-09-06,3370896680
2016-09-07,3388873500
2016-09-08,3375269420
2016-09-09,3281012580
2016-09-12,3325711700
2016-09-13,3277611559
2016-09-14,3235341740
2016-09-15,3284899460
2016-09-16,3245058940
2016-09-19,3251860980
2016-09-20,3249431680
2016-09-21,3311135900
2016-09-22,3397133120
2016-09-23,3313565200
2016-09-26,3254776139
2016-09-27,3247974099
2016-09-28,3285385320
2016-09-29,3204246700
2016-09-30,3243843719
2016-10-03,3238018200
2016-10-04,3241901880
2016-10-05,3212774280
2016-10-06,3233163599
2016-10-07,3212288820
2016-10-10,3269087640
2016-10-11,3233649060
2016-10-12,3235105440
2016-10-13,3193841340
2016-10-14,3176850240
2016-10-17,3173452020
2016-10-18,3178306620
2016-10-19,3162771900
2016-10-20,3110827680
2016-10-21,3079272780
2016-10-24,3105487620
2016-10-25,3085583760
2016-10-26,3063252600
2016-10-27,2953538640
2016-10-28,2962762380
2016-10-31,2971015200
2016-11-01,2961306000
2016-11-02,2935576620
2016-11-03,2896739820
2016-11-04,2898196200
2016-11-07,2926352880
2016-11-08,3010337460
2016-11-09,3086554680
2016-11-10,3095292960
2016-11-11,3222483480
2016-11-14,3242387340
2016-11-15,3239960039
2016-11-16,3240445500
2016-11-17,3252582000
2016-11-18,3262776659
2016-11-21,3291418800
2016-11-22,3337052039
2016-11-23,3360839580
2016-11-25,3390938099
2016-11-28,3359868659
2016-11-29,3331711980
2016-11-30,3286564200
2016-12-01,3320060940
2016-12-02,3262291200
2016-12-05,3295302480
2016-12-06,3359383200
2016-12-07,3422493000
2016-12-08,3519099539
2016-12-09,3545799840
2016-12-12,3516186780
2016-12-13,3519585000
2016-12-14,3463271640
2016-12-15,3471524460
2016-12-16,3481719120
2016-12-19,3528808740
2016-12-20,3534148800
2016-12-21,3506963039
2016-12-22,3454533360
2016-12-23,3476379060
2016-12-27,3508904880
2016-12-28,3467155320
2016-12-29,3479777280
2016-12-30,3476379060
2017-01-03,3487293800
2017-01-04,3561016840
2017-01-05,3524640340
2017-01-06,3425211240
2017-01-09,3454797460
2017-01-10,3509604720
2017-01-11,3519790139
2017-01-12,3492629020
2017-01-13,3553741540
2017-01-17,3526095400
2017-01-18,3509119699
2017-01-19,3483898660
2017-01-20,3542101060
2017-01-23,3519305120
2017-01-24,3571202260
2017-01-25,3613399000
2017-01-26,3537735880
2017-01-27,3530460580
2017-01-30,3511544800
2017-01-31,3533370699
2017-02-01,3483898660
2017-02-02,3480988540
2017-02-03,3563441940
2017-02-06,3504754520
2017-02-07,3484868699
2017-02-08,3520760180
2017-02-09,3593028160
2017-02-10,3613399000
2017-02-13,3624069440
2017-02-14,3637650000
2017-02-15,3670631360
2017-02-16,3650745540
2017-02-17,3657050800
2017-02-21,3675966580
2017-02-22,3658505860
2017-02-23,3667236220
2017-02-24,3662386020
2017-02-27,3675966580
2017-02-28,3569262180
2017-03-01,3645410320
2017-03-02,3608548800
2017-03-03,3606123699
2017-03-06,3561016840
2017-03-07,3564897000
2017-03-08,3575082419
2017-03-09,3542586080
2017-03-10,3592543139
2017-03-13,3577507520
2017-03-14,3593028160
2017-03-15,3624069440
2017-03-16,3605638680
2017-03-17,3609518840
2017-03-20,3561501860
2017-03-21,3492144000
2017-03-22,3450432280
2017-03-23,3449462240
2017-03-24,3449947260
2017-03-27,3434426620
2017-03-28,3447522160
2017-03-29,3465952919
2017-03-30,3480988540
2017-03-31,3489491670
2017-04-03,3347339730
2017-04-04,3318812640
2017-04-05,3286417470
2017-04-06,3310109459
2017-04-07,3312043500
2017-04-10,3313977540
2017-04-11,3353625360
2017-04-12,3319779660
2017-04-13,3284966940
2017-04-17,3342988140
2017-04-18,3359910989
2017-04-19,3386020530
2017-04-20,3432437489
2017-04-21,3398108280
2017-04-24,3435338550
2017-04-25,3461448090
2017-04-26,3474019349
2017-04-27,3496260810
2017-04-28,3476920410
2017-05-01,3509799090
2017-05-02,3523337370
2017-05-03,3507381540
2017-05-04,3461448090
2017-05-05,3466766700
2017-05-08,3463382130
2017-05-09,3428569410
2017-05-10,3432921000
2017-05-11,3409712520
2017-05-12,3359910989
2017-05-15,3356042910
2017-05-16,3314461050
2017-05-17,3250637730
2017-05-18,3240967530
2017-05-19,3270461640
2017-05-22,3295120650
2017-05-23,3295120650
2017-05-24,3275780250
2017-05-25,3283999920
2017-05-26,3292703099
2017-05-30,3270945150
2017-05-31,3295604160
2017-06-01,3364746090
2017-06-02,3383602980
2017-06-05,3359427480
2017-06-06,3313494030
2017-06-07,3331867410
2017-06-08,3352658340
2017-06-09,3411163050
2017-06-12,3464832660
2017-06-13,3445492260
2017-06-14,3437756099
2017-06-15,3442591200
2017-06-16,3445492260
2017-06-19,3445492260
2017-06-20,3398591790
2017-06-21,3345889200
2017-06-22,3334768470
2017-06-23,3339603569
2017-06-26,3332834430
2017-06-27,3286417470
2017-06-28,3313010520
2017-06-29,3327515819
2017-06-30,3330866400
2017-07-03,3323167200
2017-07-05,3336640800
2017-07-06,3315949200
2017-07-07,3393422400
2017-07-10,3393422400
2017-07-11,3381392400
2017-07-12,3392941200
2017-07-13,3382836000
2017-07-14,3398234400
2017-07-17,3386685600
2017-07-18,3372249600
2017-07-19,3391978799
2017-07-20,3388129200
2017-07-21,3382836000
2017-07-24,3378505199
2017-07-25,3414114000
2017-07-26,3391978799
2017-07-27,3537782400
2017-07-28,3506985600
2017-07-31,3474264000
2017-08-01,3494955600
2017-08-02,3438655199
2017-08-03,3402084000
2017-08-04,3377542800
2017-08-07,3351558000
2017-08-08,3336159600
2017-08-09,3346746000
2017-08-10,3287077200
2017-08-11,3248100000
2017-08-14,3366956400
2017-08-15,3319798799
2017-08-16,3335197200
2017-08-17,3287077200
2017-08-18,3280340400
2017-08-21,3249062400
2017-08-22,3264460800
2017-08-23,3264941999
2017-08-24,3247137600
2017-08-25,3268310400
2017-08-28,3276490800
2017-08-29,3251949600
2017-08-30,3268310400
2017-08-31,3337121999
2017-09-01,3334234800
2017-09-05,3279378000
2017-09-06,3286596000
2017-09-07,3272160000
2017-09-08,3275047200
2017-09-11,3324129600
2017-09-12,3382836000
2017-09-13,3347708399
2017-09-14,3333753600
2017-09-15,3332791200
2017-09-18,3304400400
2017-09-19,3281784000
2017-09-20,3319317600
2017-09-21,3313543200
2017-09-22,3371768399
2017-09-25,3404008799
2017-09-26,3447316800
2017-09-27,3513241200
2017-09-28,3525271200
2017-09-29,3510835199
2017-10-02,3543726700
2017-10-03,3569141790
2017-10-04,3543726700
2017-10-05,3539410930
2017-10-06,3533177040
2017-10-09,3513036780
2017-10-10,3514954900
2017-10-11,3502966650
2017-10-12,3537492810
2017-10-13,3517352549
2017-10-16,3473235790
2017-10-17,3452616000
2017-10-18,3520709260
2017-10-19,3505364299
2017-10-20,3530299860
2017-10-23,3510159600
2017-10-24,3514954900
2017-10-25,3535574690
2017-10-26,3482346860
2017-10-27,3365821070
2017-10-30,3322183840
2017-10-31,3339926450
2017-11-01,3347598930
2017-11-02,3338967390
2017-11-03,3301084520
2017-11-06,3296289219
2017-11-07,3237786560
2017-11-08,3283341910
2017-11-09,3288616740
2017-11-10,3275669430
2017-11-13,3261283530
2017-11-14,3253611049
2017-11-15,3231552670
2017-11-16,3258885879
2017-11-17,3251692930
2017-11-20,3288137209
2017-11-21,3298207340
2017-11-22,3292452980
2017-11-24,3287178150
2017-11-27,3299645930
2017-11-28,3392674750
2017-11-29,3411855950
2017-11-30,3409458299
2017-12-01,3326499610
2017-12-04,3535095160
2017-12-05,3513036780
2017-12-06,3436791510
2017-12-07,3437750570
2017-12-08,3478990150
2017-12-11,3457890830
2017-12-12,3563866959
2017-12-13,3632439750
2017-12-14,3615176670
2017-12-15,3646346120
2017-12-18,3654018600
2017-12-19,3633878340
2017-12-20,3638673640
2017-12-21,3649702830
2017-12-22,3644907530
2017-12-26,3655457190
2017-12-27,3665527320
2017-12-28,3673679330
2017-12-29,3684708520
2018-01-02,3675224799
2018-01-03,3631290200
2018-01-04,3653735050
2018-01-05,3688596199
2018-01-08,3705787999
2018-01-09,3680477849
2018-01-10,3652302400
2018-01-11,3704355349
2018-01-12,3709130850
2018-01-16,3666628900
2018-01-17,3691461500
2018-01-18,3639886100
2018-01-19,3694326800
2018-01-22,3710085950
2018-01-23,3704832900
2018-01-24,3700057400
2018-01-25,3510470050
2018-01-26,3683820700
2018-01-29,3621739200
2018-01-30,3618873900
2018-01-31,3546763850
2018-02-01,3533870000
2018-02-02,3515723100
2018-02-05,3366249949
2018-02-06,3396335600
2018-02-07,3445045700
2018-02-08,3366727500
2018-02-09,3335686749
2018-02-12,3352401000
2018-02-13,3344760200
2018-02-14,3399200900
2018-02-15,3426898800
2018-02-16,3451253850
2018-02-20,3428809000
2018-02-21,3496143549
2018-02-22,3485637449
2018-02-23,3524796550
2018-02-26,3540555700
2018-02-27,3492323150
2018-02-28,3390605000
2018-03-01,3365772400
2018-03-02,3398723350
2018-03-05,3392515200
2018-03-06,3498053750
2018-03-07,3516678200
2018-03-08,3519065950
2018-03-09,3587355600
2018-03-12,3573984200
2018-03-13,3554882200
2018-03-14,3548196500
2018-03-15,3510470050
2018-03-16,3540078150
2018-03-19,3519543500
2018-03-20,3523841450
2018-03-21,3524796550
2018-03-22,3455074249
2018-03-23,3370547900
2018-03-26,3469878300
2018-03-27,3479906850
2018-03-28,3518588400
2018-03-29,3534347550
2018-04-02,3457704100
2018-04-03,3549084579
2018-04-04,3600962040
2018-04-05,3646176340
2018-04-06,3557175559
2018-04-09,3513389079
2018-04-10,3550512399
2018-04-11,3516720660
2018-04-12,3511485320
2018-04-13,3510057500
2018-04-16,3571929700
2018-04-17,3594298880
2018-04-18,3584780079
2018-04-19,3580020680
2018-04-20,3572405640
2018-04-23,3569074059
2018-04-24,3568598120
2018-04-25,3550988340
2018-04-26,3472934180
2018-04-27,3353949180
2018-04-30,3262092760
2018-05-01,3270183739
2018-05-02,3257333360
2018-05-03,3271611559
2018-05-04,3241627340
2018-05-07,3241627340
2018-05-08,3275419079
2018-05-09,3323013079
2018-05-10,3356328880
2018-05-11,3372510840
2018-05-14,3340146920
2018-05-15,3352521360
2018-05-16,3390120620
2018-05-17,3350617600
2018-05-18,3330628120
2018-05-21,3317301800
2018-05-22,3242103280
2018-05-23,3195937100
2018-05-24,3209263420
2018-05-25,3185466420
2018-05-29,3204028079
2018-05-30,3189749880
2018-05-31,3166904760
2018-06-01,3207359660
2018-06-04,3205455899
2018-06-05,3204028079
2018-06-06,3216878460
2018-06-07,3220210040
2018-06-08,3213070940
2018-06-11,3265900280
2018-06-12,3251146140
2018-06-13,3196413040
2018-06-14,3206883720
2018-06-15,3224969440
2018-06-18,3253525840
2018-06-19,3249242380
2018-06-20,3210215300
2018-06-21,3213070940
2018-06-22,3213546880
2018-06-25,3207835600
2018-06-26,3212595000
2018-06-27,3168808520
2018-06-28,3150246860
2018-06-29,3151198739
2018-07-02,3116550220
2018-07-03,3124970800
2018-07-05,3116550220
2018-07-06,3085674759
2018-07-09,3124970800
2018-07-10,3094563150
2018-07-11,3087546000
2018-07-12,3088481620
2018-07-13,3102515919
2018-07-16,3082400090
2018-07-17,3073511700
2018-07-18,3068833599
2018-07-19,3075850750
2018-07-20,3018310120
2018-07-23,3012696400
2018-07-24,2999597720
2018-07-25,3003340200
2018-07-26,2827443640
2018-07-27,2734349450
2018-07-30,2759143380
2018-07-31,2756804330
2018-08-01,2745109080
2018-08-02,2708619900
2018-08-03,2720782960
2018-08-06,2725461060
2018-08-07,2750722800
2018-08-08,2751190610
2018-08-09,2749787180
2018-08-10,2722186390
2018-08-13,2738559740
2018-08-14,2746512510
2018-08-15,2689907500
2018-08-16,2702538370
2018-08-17,2738559740
2018-08-20,2777855780
2018-08-21,2813409340
2018-08-22,2792825700
2018-08-23,2787679790
2018-08-24,2798439420
2018-08-27,2817619630
2018-08-28,2823701160
2018-08-29,2811538100
2018-08-30,2783001690
2018-08-31,2770370820
2018-09-04,2770370820
2018-09-05,2778323590
2018-09-06,2772709870
2018-09-07,2740898790
2018-09-10,2746512510
2018-09-11,2694117790
2018-09-12,2675405390
2018-09-13,2657160800
2018-09-14,2660903280
2018-09-17,2627220960
2018-09-18,2629092200
2018-09-19,2603362650
2018-09-20,2627688770
2018-09-21,2648272410
2018-09-24,2647804600
2018-09-25,2656225180
