,BAC
2013-11-25,168108204300
2013-11-26,168852516400
2013-11-27,168320864900
2013-11-29,168214534600
2013-12-02,167257561900
2013-12-03,165237286200
2013-12-04,166194258900
2013-12-05,164067652900
2013-12-06,165449946800
2013-12-09,165662607400
2013-12-10,165449946800
2013-12-11,162153707500
2013-12-12,162153707500
2013-12-13,161409395400
2013-12-16,162047377200
2013-12-17,161409395400
2013-12-18,166832240700
2013-12-19,167470222500
2013-12-20,165875268000
2013-12-23,166832240700
2013-12-24,166938571000
2013-12-26,166406919500
2013-12-27,166619580100
2013-12-30,165237286200
2013-12-31,160059600000
2014-01-02,165508000000
2014-01-03,168694800000
2014-01-06,171264800000
2014-01-07,169620000000
2014-01-08,170442399999
2014-01-09,173012399999
2014-01-10,172395600000
2014-01-13,168900400000
2014-01-14,172395600000
2014-01-15,176302000000
2014-01-16,175582399999
2014-01-17,174862800000
2014-01-21,174862800000
2014-01-22,176302000000
2014-01-23,173320800000
2014-01-24,169106000000
2014-01-27,167666800000
2014-01-28,171984400000
2014-01-29,171470400000
2014-01-30,174040400000
2014-01-31,172190000000
2014-02-03,168078000000
2014-02-04,168078000000
2014-02-05,168592000000
2014-02-06,171573200000
2014-02-07,172909600000
2014-02-10,171881600000
2014-02-11,173526400000
2014-02-12,172190000000
2014-02-13,172190000000
2014-02-14,171676000000
2014-02-18,169311600000
2014-02-19,166536000000
2014-02-20,167564000000
2014-02-21,167461200000
2014-02-24,169928400000
2014-02-25,167975200000
2014-02-26,167872399999
2014-02-27,169517199999
2014-02-28,169928400000
2014-03-03,167564000000
2014-03-04,171984400000
2014-03-05,177330000000
2014-03-06,178358000000
2014-03-07,178152399999
2014-03-10,179591600000
2014-03-11,177535600000
2014-03-12,177638400000
2014-03-13,176404800000
2014-03-14,172704000000
2014-03-17,175890800000
2014-03-18,176713200000
2014-03-19,179283200000
2014-03-20,184217600000
2014-03-21,180516800000
2014-03-24,178563600000
2014-03-25,176918800000
2014-03-26,176610400000
2014-03-27,174862800000
2014-03-28,174554400000
2014-03-31,180932974800
2014-04-01,182405685060
2014-04-02,181248555570
2014-04-03,180407006850
2014-04-04,175883682480
2014-04-07,172307100420
2014-04-08,172938261960
2014-04-09,174831746580
2014-04-10,169572067080
2014-04-11,165890291430
2014-04-14,168309744000
2014-04-15,172412294010
2014-04-16,169677260670
2014-04-17,169887647850
2014-04-21,169256486310
2014-04-22,171360358110
2014-04-23,172201906830
2014-04-24,171886326060
2014-04-25,167783776050
2014-04-28,157264417050
2014-04-29,160315031160
2014-04-30,159263095260
2014-05-01,158737127310
2014-05-02,160420224750
2014-05-05,158631933720
2014-05-06,154950158070
2014-05-07,155686513200
2014-05-08,157054029870
2014-05-09,155055351660
2014-05-12,158526740130
2014-05-13,158105965770
2014-05-14,156107287560
2014-05-15,153056673450
2014-05-16,152635899090
2014-05-19,154318996530
2014-05-20,152846286270
2014-05-21,153687834990
2014-05-22,154739770890
2014-05-23,154844964480
2014-05-27,160104643980
2014-05-28,159263095260
2014-05-29,159368288850
2014-05-30,159263095260
2014-06-02,160525418340
2014-06-03,159999450390
2014-06-04,159999450390
2014-06-05,162313709370
2014-06-06,163996806810
2014-06-09,166626646560
2014-06-10,167468195280
2014-06-11,163996806810
2014-06-12,162208515780
2014-06-13,162418902960
2014-06-16,160735805520
2014-06-17,163996806810
2014-06-18,164627968350
2014-06-19,163576032450
2014-06-20,162524096550
2014-06-23,164522774760
2014-06-24,162944870910
2014-06-25,162734483730
2014-06-26,162103322190
2014-06-27,161261773470
2014-06-30,161627692300
2014-07-01,164046324000
2014-07-02,166675271500
2014-07-03,168568113700
2014-07-07,167621692600
2014-07-08,163836008200
2014-07-09,164046324000
2014-07-10,162363797600
2014-07-11,161732850200
2014-07-14,163730850300
2014-07-15,166254639900
2014-07-16,163099902900
2014-07-17,159840008000
2014-07-18,162889587100
2014-07-21,163205060800
2014-07-22,163205060800
2014-07-23,163205060800
2014-07-24,164256639800
2014-07-25,163941166100
2014-07-28,162994745000
2014-07-29,161312218600
2014-07-30,163836008200
2014-07-31,160365797500
2014-08-01,157526534200
2014-08-04,158262639500
2014-08-05,157736850000
2014-08-06,159840008000
2014-08-07,158998744800
2014-08-08,159840008000
2014-08-11,160050323800
2014-08-12,159945165900
2014-08-13,160365797500
2014-08-14,161101902800
2014-08-15,160050323800
2014-08-18,162468955500
2014-08-19,162468955500
2014-08-20,163205060800
2014-08-21,169935166400
2014-08-22,169619692700
2014-08-25,171302219100
2014-08-26,171722850699
2014-08-27,170355798000
2014-08-28,168357797900
2014-08-29,169199061100
2014-09-02,171091903300
2014-09-03,169304219000
2014-09-04,169409376900
2014-09-05,168462955800
2014-09-08,171933166500
2014-09-09,169724850600
2014-09-10,172038324400
2014-09-11,174246640300
2014-09-12,176560114100
2014-09-15,176034324599
2014-09-16,175718850900
2014-09-17,176349798300
2014-09-18,179189061600
2014-09-19,178242640500
2014-09-22,179083903700
2014-09-23,179294219500
2014-09-24,180661272200
2014-09-25,177191061500
2014-09-26,179083903700
2014-09-29,178873587900
2014-09-30,179303494700
2014-10-01,176884737880
2014-10-02,177515717920
2014-10-03,181827414860
2014-10-06,181827414860
2014-10-07,177515717920
2014-10-08,180039638080
2014-10-09,174465981060
2014-10-10,173309184320
2014-10-13,172467877600
2014-10-14,173729837680
2014-10-15,165737423840
2014-10-16,169102650719
2014-10-17,170469774140
2014-10-20,170995590840
2014-10-21,174571144400
2014-10-22,172467877600
2014-10-23,174571144400
2014-10-24,175833104480
2014-10-27,174465981060
2014-10-28,176674411200
2014-10-29,178672514659
2014-10-30,179093168020
2014-10-31,180460291440
2014-11-03,181617088180
2014-11-04,180986108140
2014-11-05,182353231560
2014-11-06,182563558240
2014-11-07,182563558240
2014-11-10,182668721580
2014-11-11,182142904880
2014-11-12,181827414860
2014-11-13,181091271480
2014-11-14,180249964760
2014-11-17,179724148060
2014-11-18,180249964760
2014-11-19,179408658040
2014-11-20,178777678000
2014-11-21,180039638080
2014-11-24,180670618120
2014-11-25,179829311400
2014-11-26,179934474740
2014-11-28,179198331360
2014-12-01,176569247860
2014-12-02,180355128100
2014-12-03,181827414860
2014-12-04,180986108140
2014-12-05,185928785120
2014-12-08,185718458440
2014-12-09,184666825040
2014-12-10,182773884920
2014-12-11,183720354980
2014-12-12,180144801420
2014-12-15,177200227900
2014-12-16,175833104480
2014-12-17,181511924840
2014-12-18,184351335020
2014-12-19,185297805080
2014-12-22,186244275140
2014-12-23,188557868620
2014-12-24,189083685320
2014-12-26,189083685320
2014-12-29,190450808740
2014-12-30,190661135420
2014-12-31,188181153100
2015-01-02,188286341000
2015-01-05,182816570200
2015-01-06,177346799400
2015-01-07,178188302600
2015-01-08,181869879100
2015-01-09,178609054200
2015-01-12,175453417200
2015-01-13,173034095500
2015-01-14,168721391600
2015-01-15,159885608000
2015-01-16,161778990200
2015-01-20,160516735400
2015-01-21,162094553900
2015-01-22,169247331100
2015-01-23,165460566700
2015-01-26,166722821500
2015-01-27,164408687700
2015-01-28,159885608000
2015-01-29,162304929700
2015-01-30,159359668500
2015-02-02,162620493400
2015-02-03,167143573100
2015-02-04,166091694100
2015-02-05,167985076300
2015-02-06,173454847099
2015-02-09,171982216500
2015-02-10,172718531800
2015-02-11,172087404400
2015-02-12,175348229300
2015-02-13,174717101900
2015-02-17,174927477700
2015-02-18,171456277000
2015-02-19,170509585900
2015-02-20,172297780200
2015-02-23,170404398000
2015-02-24,172297780200
2015-02-25,173454847099
2015-02-26,168721391600
2015-02-27,166302069900
2015-03-02,168405827900
2015-03-03,168721391600
2015-03-04,166617633600
2015-03-05,168300640000
2015-03-06,170614773800
2015-03-09,170088834300
2015-03-10,166091694100
2015-03-11,169457706900
2015-03-12,169247331100
2015-03-13,169247331100
2015-03-16,169668082700
2015-03-17,169247331100
2015-03-18,168090264200
2015-03-19,164198311900
2015-03-20,166617633600
2015-03-23,165355378800
2015-03-24,164198311900
2015-03-25,162094553900
2015-03-26,162199741800
2015-03-27,161042674900
2015-03-30,163251620800
2015-03-31,161412428430
2015-04-01,161622191170
2015-04-02,162985648980
2015-04-06,162671004870
2015-04-07,162146598020
2015-04-08,163719818570
2015-04-09,164768632270
2015-04-10,164873513640
2015-04-13,165712564600
2015-04-14,165922327340
2015-04-15,164034462680
2015-04-16,165607683230
2015-04-17,163195411720
2015-04-20,163300293090
2015-04-21,162566123500
2015-04-22,165083276380
2015-04-23,164558869530
2015-04-24,164034462680
2015-04-27,163195411720
2015-04-28,164139344050
2015-04-29,167600429260
2015-04-30,167076022410
2015-05-01,168963887070
2015-05-04,172424972280
2015-05-05,171481039950
2015-05-06,170851751730
2015-05-07,170327344879
2015-05-08,172529853650
2015-05-11,172949379129
2015-05-12,172320090910
2015-05-13,172739616390
2015-05-14,173264023240
2015-05-15,171481039950
2015-05-18,173159141870
2015-05-19,175886057490
2015-05-20,175571413379
2015-05-21,175466532010
2015-05-22,175676294750
2015-05-26,173054260500
2015-05-27,175571413379
2015-05-28,174837243790
2015-05-29,173054260500
2015-06-01,173578667350
2015-06-02,175361650640
2015-06-03,177564159410
2015-06-04,175990938860
2015-06-05,180291075030
2015-06-08,179137379959
2015-06-09,181549651470
2015-06-10,184486329830
2015-06-11,183437516129
2015-06-12,183437516129
2015-06-15,183227753390
2015-06-16,184066804350
2015-06-17,182178939690
2015-06-18,182283821060
2015-06-19,180081312290
2015-06-22,183227753390
2015-06-23,185325380790
2015-06-24,183437516129
2015-06-25,182178939690
2015-06-26,182598465170
2015-06-29,177144633930
2015-06-30,177761832820
2015-07-01,179850691020
2015-07-02,177866275730
2015-07-06,176926289540
2015-07-07,174315216790
2015-07-08,169719728750
2015-07-09,172121915680
2015-07-10,174419659700
2015-07-13,177761832820
2015-07-14,178910704830
2015-07-15,184655064880
2015-07-16,187475023450
2015-07-17,189041667100
2015-07-20,189250552920
2015-07-21,188832781279
2015-07-22,192697168950
2015-07-23,189877210380
2015-07-24,186952808900
2015-07-27,184550621970
2015-07-28,186743923080
2015-07-29,189668324560
2015-07-30,189354995830
2015-07-31,186743923080
2015-08-03,185595051070
2015-08-04,185908379800
2015-08-05,186639480170
2015-08-06,186012822710
2015-08-07,185386165250
2015-08-10,188415009640
2015-08-11,185803936890
2015-08-12,182983978320
2015-08-13,184028407420
2015-08-14,184863950700
2015-08-17,185595051070
2015-08-18,184759507790
2015-08-19,182357320860
2015-08-20,174628545520
2015-08-21,168153085100
2015-08-24,159693209390
2015-08-25,159379880660
2015-08-26,167735313460
2015-08-27,171704144040
2015-08-28,170868600760
2015-08-31,170659714940
2015-09-01,162722053780
2015-09-02,165542012350
2015-09-03,166481998540
2015-09-04,163453154150
2015-09-08,168779742560
2015-09-09,166064226900
2015-09-10,167526427640
2015-09-11,167526427640
2015-09-14,166690884360
2015-09-15,170346386210
2015-09-16,170555272029
2015-09-17,165646455260
2015-09-18,162513167960
2015-09-21,163975368700
2015-09-22,162617610870
2015-09-23,164184254520
2015-09-24,162408725050
2015-09-25,165959783990
2015-09-28,161573181770
2015-09-29,160319866850
2015-09-30,162022994760
2015-10-01,161711012100
2015-10-02,159943110360
2015-10-05,163166931180
2015-10-06,163166931180
2015-10-07,163790896500
2015-10-08,163790896500
2015-10-09,162022994760
2015-10-12,161399029440
2015-10-13,161399029440
2015-10-14,162646960080
2015-10-15,168366642180
2015-10-16,167638682640
2015-10-19,167846671080
2015-10-20,168470636400
2015-10-21,165350809800
2015-10-22,168054659520
2015-10-23,171798451440
2015-10-26,171694457220
2015-10-27,170550520800
2015-10-28,179702012160
2015-10-29,177726121980
2015-10-30,174502301160
2015-11-02,177414139320
2015-11-03,178662069960
2015-11-04,176894168220
2015-11-05,180013994820
2015-11-06,186669624900
2015-11-09,183861780960
2015-11-10,185629682700
2015-11-11,184589740500
2015-11-12,180637960140
2015-11-13,178870058400
2015-11-16,181261925460
2015-11-17,181157931240
2015-11-18,185525688480
2015-11-19,183965775180
2015-11-20,183549798300
2015-11-23,181677902340
2015-11-24,181677902340
2015-11-25,181365919680
2015-11-27,181781896560
2015-11-30,181261925460
2015-12-01,185213705820
2015-12-02,183237815640
2015-12-03,179910000600
2015-12-04,185109711600
2015-12-07,182405861880
2015-12-08,178766064180
2015-12-09,177830116200
2015-12-10,178870058400
2015-12-11,173982330060
2015-12-14,174710289600
2015-12-15,181157931240
2015-12-16,184589740500
2015-12-17,179910000600
2015-12-18,174294312720
2015-12-21,176478191340
2015-12-22,177622127759
2015-12-23,180325977480
2015-12-24,179598017940
2015-12-28,178142098860
2015-12-29,179702012160
2015-12-30,177310145100
2015-12-31,174528682019
2016-01-04,170380644420
2016-01-05,170380644420
2016-01-06,166751111519
2016-01-07,160736457000
2016-01-08,157625428800
2016-01-11,158766139140
2016-01-12,158766139140
2016-01-13,154514400600
2016-01-14,155447709060
2016-01-15,149951559240
2016-01-19,147670138560
2016-01-20,141966586860
2016-01-21,138544455840
2016-01-22,140618474640
2016-01-25,134396418240
2016-01-26,138025951140
2016-01-27,138544455840
2016-01-28,140307371820
2016-01-29,146633129160
2016-02-01,144766512240
2016-02-02,137196343620
2016-02-03,135122324820
2016-02-04,137403745500
2016-02-05,134292717300
2016-02-08,127241053380
2016-02-09,126515146800
2016-02-10,124233726120
2016-02-11,115730249040
2016-02-12,123922623300
2016-02-16,127033651500
2016-02-17,130248380640
2016-02-18,126929950560
2016-02-19,125789240220
2016-02-22,130040978759
2016-02-23,126100343040
2016-02-24,125789240220
2016-02-25,127759558080
2016-02-26,131700193800
2016-02-29,129833576880
2016-03-01,136781539860
2016-03-02,139062960540
2016-03-03,139996269000
2016-03-04,140411072760
2016-03-07,140307371820
2016-03-08,135433427640
2016-03-09,136263035160
2016-03-10,137611147380
2016-03-11,143003596260
2016-03-14,141448082160
2016-03-15,140722175580
2016-03-16,138025951140
2016-03-17,138959259600
2016-03-18,143003596260
2016-03-21,143522100960
2016-03-22,142692493440
2016-03-23,141240680280
2016-03-24,141862885920
2016-03-28,141240680280
2016-03-29,139166661480
2016-03-30,139788867120
2016-03-31,139640292480
2016-04-01,140053429440
2016-04-04,139537008240
2016-04-05,136231912560
2016-04-06,137058186480
2016-04-07,132720248400
2016-04-08,133030101120
2016-04-11,133959659280
2016-04-12,137058186480
2016-04-13,142428966960
2016-04-14,146043915360
2016-04-15,144597936000
2016-04-18,146353768080
2016-04-19,149245726800
2016-04-20,154203370320
2016-04-21,153893517600
2016-04-22,156062486640
2016-04-25,154513223040
2016-04-26,155855918160
2016-04-27,155132928480
2016-04-28,152757390960
2016-04-29,150381853440
2016-05-02,152550822480
2016-05-03,148316168640
2016-05-04,145940631120
2016-05-05,145114357200
2016-05-06,145734062640
2016-05-09,144494651760
2016-05-10,147696463200
2016-05-11,146663620800
2016-05-12,146043915360
2016-05-13,143358525120
2016-05-16,143874946320
2016-05-17,144701220240
2016-05-18,151724548560
2016-05-19,150072000720
2016-05-20,149968716480
2016-05-23,149452295280
2016-05-24,151621264320
2016-05-25,154100086080
2016-05-26,151827832800
2016-05-27,153686949120
2016-05-31,152757390960
2016-06-01,153480380640
2016-06-02,154306654560
2016-06-03,148935874080
2016-06-06,149968716480
2016-06-07,148212884400
2016-06-08,149039158320
2016-06-09,146560336560
2016-06-10,142842103920
2016-06-13,140466566400
2016-06-14,136954902240
2016-06-15,137781176160
2016-06-16,137471323440
2016-06-17,138400881600
2016-06-20,139846860960
2016-06-21,140673134880
2016-06-22,140569850640
2016-06-23,145011072960
2016-06-24,134269512000
2016-06-27,125800204320
2016-06-28,131170984800
2016-06-29,136231912560
2016-06-30,136019145480
2016-07-01,134276624400
2016-07-05,130586579760
2016-07-06,131816594640
2016-07-07,133354113240
2016-07-08,134994133080
2016-07-11,135404138040
2016-07-12,138786678960
2016-07-13,137761666560
2016-07-14,139914192600
2016-07-15,140016693840
2016-07-18,144629249640
2016-07-19,146166768240
2016-07-20,147601785600
2016-07-21,146269269480
2016-07-22,147396783120
2016-07-25,147294281880
2016-07-26,148934301720
2016-07-27,149959314120
2016-07-28,150471820320
2016-07-29,148524296760
2016-08-01,146884276920
2016-08-02,144834252120
2016-08-03,148421795520
2016-08-04,148421795520
2016-08-05,154264366200
2016-08-08,155084376120
2016-08-09,155699383560
2016-08-10,151804336440
2016-08-11,152521845120
2016-08-12,152829348840
2016-08-15,153956862480
2016-08-16,155494381080
2016-08-17,155289378600
2016-08-18,155391879840
2016-08-19,156006887280
2016-08-22,155596882320
2016-08-23,157339403400
2016-08-24,157851909600
2016-08-25,159184425720
2016-08-26,161849457960
2016-08-29,162361964160
2016-08-30,165949507560
2016-08-31,165437001360
2016-09-01,163796981520
2016-09-02,164001984000
2016-09-06,161746956720
2016-09-07,160926946800
2016-09-08,162566966640
2016-09-09,161336951760
2016-09-12,162976971600
2016-09-13,161131949280
2016-09-14,160209438120
2016-09-15,160619443080
2016-09-16,158774420760
2016-09-19,159799433160
2016-09-20,159901934400
2016-09-21,160414440600
2016-09-22,159901934400
2016-09-23,159081924480
2016-09-26,154674371160
2016-09-27,156724395960
2016-09-28,157646907120
2016-09-29,155391879840
2016-09-30,159160985150
2016-10-03,158957584530
2016-10-04,160686489800
2016-10-05,163839199410
2016-10-06,164957902820
2016-10-07,164042600030
2016-10-10,165771505300
2016-10-11,163839199410
2016-10-12,163025596930
2016-10-13,160991590730
2016-10-14,162720496000
2016-10-17,163228997550
2016-10-18,165364704060
2016-10-19,167500410570
2016-10-20,168415713360
2016-10-21,169534416770
2016-10-24,170551419870
2016-10-25,170042918320
2016-10-26,171568422970
2016-10-27,171975224210
2016-10-28,169636117080
2016-10-31,167805511500
2016-11-01,168924214910
2016-11-02,167602110880
2016-11-03,167602110880
2016-11-04,168314013050
2016-11-07,172992227310
2016-11-08,172890527000
2016-11-09,182755457070
2016-11-10,190789781560
2016-11-11,193433989620
2016-11-14,204214222479
2016-11-15,205027824960
2016-11-16,200858112250
2016-11-17,204214222479
2016-11-18,203400620000
2016-11-21,206756730229
2016-11-22,206451629300
2016-11-23,209095837360
2016-11-25,212146846660
2016-11-28,206451629300
2016-11-29,206349928990
2016-11-30,214791054720
2016-12-01,218655666500
2016-12-02,215909758130
2016-12-05,222113477040
2016-12-06,225367886960
2016-12-07,229537599670
2016-12-08,233402211450
2016-12-09,234826015790
2016-12-12,229944400910
2016-12-13,229944400910
2016-12-14,230554602770
2016-12-15,235537917960
2016-12-16,230452902460
2016-12-19,228622296880
2016-12-20,230961404010
2016-12-21,230147801530
2016-12-22,229232498740
2016-12-23,229842700600
2016-12-27,229944400910
2016-12-28,227096792229
2016-12-29,223740682000
2016-12-30,224757685100
2017-01-03,227543988000
2017-01-04,231785820000
2017-01-05,229058928000
2017-01-06,229058928000
2017-01-09,227745980000
2017-01-10,231684824000
2017-01-11,232997772000
2017-01-12,231482832000
2017-01-13,232391796000
2017-01-17,222696180000
2017-01-18,228553948000
2017-01-19,227543988000
2017-01-20,228654944000
2017-01-23,227846976000
2017-01-24,231785820000
2017-01-25,236027652000
2017-01-26,236734624000
2017-01-27,235926656000
2017-01-30,231785820000
2017-01-31,228654944000
2017-02-01,231179844000
2017-02-02,229462912000
2017-02-03,235219684000
2017-02-06,233502752000
2017-02-07,231280840000
2017-02-08,228957932000
2017-02-09,233502752000
2017-02-10,233098767999
2017-02-13,236330640000
2017-02-14,242996376000
2017-02-15,248248167999
2017-02-16,248248167999
2017-02-17,247642192000
2017-02-21,250268088000
2017-02-22,250369084000
2017-02-23,248248167999
2017-02-24,244713308000
2017-02-27,248147172000
2017-02-28,249258128000
2017-03-01,257539800000
2017-03-02,254812908000
2017-03-03,256933824000
2017-03-06,255014900000
2017-03-07,254610916000
2017-03-08,255115896000
2017-03-09,256024860000
2017-03-10,255620876000
2017-03-13,255519880000
2017-03-14,255721872000
2017-03-15,254307928000
2017-03-16,254711912000
2017-03-17,251076056000
2017-03-20,246834224000
2017-03-21,232492792000
2017-03-22,231684824000
2017-03-23,232997772000
2017-03-24,233502752000
2017-03-27,232593788000
2017-03-28,237138608000
2017-03-29,235825660000
2017-03-30,241077452000
2017-03-31,236218465000
2017-04-03,236218465000
2017-04-04,234716440000
2017-04-05,232012795000
2017-04-06,232914010000
2017-04-07,231912660000
2017-04-10,230510770000
2017-04-11,229509420000
2017-04-12,226805775000
2017-04-13,223701590000
2017-04-17,228407935000
2017-04-18,227406585000
2017-04-19,227706989999
2017-04-20,231011445000
2017-04-21,227406585000
2017-04-24,236619005000
2017-04-25,240123730000
2017-04-26,239222515000
2017-04-27,236819275000
2017-04-28,233715090000
2017-05-01,236418735000
2017-05-02,235617655000
2017-05-03,238020895000
2017-05-04,238821975000
2017-05-05,237720489999
2017-05-08,239923460000
2017-05-09,240123730000
2017-05-10,241826025000
2017-05-11,241024945000
2017-05-12,240324000000
2017-05-15,240924810000
2017-05-16,240223864999
2017-05-17,226004695000
2017-05-18,227706989999
2017-05-19,230811175000
2017-05-22,230711040000
2017-05-23,234215765000
2017-05-24,233915360000
2017-05-25,232813875000
2017-05-26,232713739999
2017-05-30,229409285000
2017-05-31,224402535000
2017-06-01,226605505000
2017-06-02,224803075000
2017-06-05,224402535000
2017-06-06,222600105000
2017-06-07,226305100000
2017-06-08,230010095000
2017-06-09,237019545000
2017-06-12,238121030000
2017-06-13,238020895000
2017-06-14,237920760000
2017-06-15,235717790000
2017-06-16,234616305000
2017-06-19,239422785000
2017-06-20,235217114999
2017-06-21,231612255000
2017-06-22,229609555000
2017-06-23,228508070000
2017-06-26,229209015000
2017-06-27,233014145000
2017-06-28,239122380000
2017-06-29,243528320000
2017-06-30,247401054000
2017-07-03,251684172000
2017-07-05,254131668000
2017-07-06,251990109000
2017-07-07,253213856999
2017-07-10,253825731000
2017-07-11,250868340000
2017-07-12,248318865000
2017-07-13,251072298000
2017-07-14,246891159000
2017-07-17,244953558000
2017-07-18,243729810000
2017-07-19,245361474000
2017-07-20,244137726000
2017-07-21,242710020000
2017-07-24,243831789000
2017-07-25,249644592000
2017-07-26,246891159000
2017-07-27,245871369000
2017-07-28,245055537000
2017-07-31,245973348000
2017-08-01,249338655000
2017-08-02,250766361000
2017-08-03,248522823000
2017-08-04,254641563000
2017-08-07,254539584000
2017-08-08,253927710000
2017-08-09,252296045999
2017-08-10,245973348000
2017-08-11,243321894000
2017-08-14,249032718000
2017-08-15,249542613000
2017-08-16,246687201000
2017-08-17,241078356000
2017-08-18,240874398000
2017-08-21,238426902000
2017-08-22,243015956999
2017-08-23,242302104000
2017-08-24,243117936000
2017-08-25,242404083000
2017-08-28,241894188000
2017-08-29,240466481999
2017-08-30,243423873000
2017-08-31,243627831000
2017-09-01,245667411000
2017-09-05,237713049000
2017-09-06,238732839000
2017-09-07,234245763000
2017-09-08,233429931000
2017-09-11,238222944000
2017-09-12,244239705000
2017-09-13,248114906999
2017-09-14,247197095999
2017-09-15,248624802000
2017-09-18,251888130000
2017-09-19,253519794000
2017-09-20,255559374000
2017-09-21,256579164000
2017-09-22,255151458000
2017-09-25,252500004000
2017-09-26,253009899000
2017-09-27,259128639000
2017-09-28,259536555000
2017-09-29,258414786000
2017-10-02,268258616640
2017-10-03,270771577920
2017-10-04,269200977120
2017-10-05,273598659360
2017-10-06,274436313120
2017-10-09,270666871200
2017-10-10,271504524960
2017-10-11,270457457759
2017-10-12,266478602400
2017-10-13,270457457759
2017-10-16,274750433279
2017-10-17,274331606400
2017-10-18,277263394560
2017-10-19,278310461760
2017-10-20,284488158240
2017-10-23,284383451520
2017-10-24,289828200960
2017-10-25,289304667360
2017-10-26,290456441280
2017-10-27,291084681600
2017-10-30,288990547200
2017-10-31,286791706080
2017-11-01,288257600160
2017-11-02,291817628640
2017-11-03,291294095040
2017-11-06,290561148000
2017-11-07,284592864960
2017-11-08,280509302880
2017-11-09,277368101280
2017-11-10,277577514720
2017-11-13,276425740800
2017-11-14,274750433279
2017-11-15,280509302880
2017-11-16,280195182720
2017-11-17,278729288640
2017-11-20,279985769280
2017-11-21,279881062560
2017-11-22,279148115520
2017-11-24,278415168480
2017-11-27,278415168480
2017-11-28,289409374080
2017-11-29,296110604160
2017-11-30,294958830240
2017-12-01,294225883200
2017-12-04,304277728320
2017-12-05,302916540960
2017-12-06,299880046080
2017-12-07,301345940160
2017-12-08,304173021600
2017-12-11,303021247680
2017-12-12,307000103040
2017-12-13,301974180480
2017-12-14,300822406560
2017-12-15,304068314880
2017-12-18,308675410560
2017-12-19,308361290400
2017-12-20,308675410560
2017-12-21,312235439040
2017-12-22,312863679360
2017-12-26,311816612160
2017-12-27,311293078560
2017-12-28,312026025600
2017-12-29,309094237440
2018-01-02,308639760000
2018-01-03,307607520000
2018-01-04,311633256000
2018-01-05,313078392000
2018-01-08,310910688000
2018-01-09,312459048000
2018-01-10,315349320000
2018-01-11,316484784000
2018-01-12,321955656000
2018-01-16,322471776000
2018-01-17,321852432000
2018-01-18,324949152000
2018-01-19,327426528000
2018-01-22,329697456000
2018-01-23,329491008000
2018-01-24,331245816000
2018-01-25,331245816000
2018-01-26,332381280000
2018-01-29,333207072000
2018-01-30,329078112000
2018-01-31,330316800000
2018-02-01,335478000000
2018-02-02,329800680000
2018-02-05,312355824000
2018-02-06,322058880000
2018-02-07,322575000000
2018-02-08,306988176000
2018-02-09,313078392000
2018-02-12,321233088000
2018-02-13,321852432000
2018-02-14,330316800000
2018-02-15,332484504000
2018-02-16,330007128000
2018-02-20,329594232000
2018-02-21,328974888000
2018-02-22,327116856000
2018-02-23,330626472000
2018-02-26,334652208000
2018-02-27,333723192000
2018-02-28,331349040000
2018-03-01,324949152000
2018-03-02,326497512000
2018-03-05,331658712000
2018-03-06,331452264000
2018-03-07,332174832000
2018-03-08,332381280000
2018-03-09,337748928000
2018-03-12,338987616000
2018-03-13,334032864000
2018-03-14,331761936000
2018-03-15,331349040000
2018-03-16,332071608000
2018-03-19,330110352000
2018-03-20,330110352000
2018-03-21,328974888000
2018-03-22,315349320000
2018-03-23,301104408000
2018-03-26,314213856000
2018-03-27,304717248000
2018-03-28,303375336000
2018-03-29,309568776000
2018-04-02,298425627000
2018-04-03,301276503000
2018-04-04,304229196000
2018-04-05,308709144000
2018-04-06,301683771000
2018-04-09,304127379000
2018-04-10,310338216000
2018-04-11,304432830000
2018-04-12,312069105000
2018-04-13,303414660000
2018-04-16,304738281000
2018-04-17,305858268000
2018-04-18,300665601000
2018-04-19,307283706000
2018-04-20,308098242000
2018-04-23,308709144000
2018-04-24,307385523000
2018-04-25,306876438000
2018-04-26,306163719000
2018-04-27,306978255000
2018-04-30,304636464000
2018-05-01,304941915000
2018-05-02,301174686000
2018-05-03,297305640000
2018-05-04,298323810000
2018-05-07,301785588000
2018-05-08,304738281000
2018-05-09,312781824000
2018-05-10,314512713000
2018-05-11,314818164000
2018-05-14,316854504000
2018-05-15,317872674000
2018-05-16,316243602000
2018-05-17,313698177000
2018-05-18,308098242000
2018-05-21,311050935000
2018-05-22,314512713000
2018-05-23,309930948000
2018-05-24,307589157000
2018-05-25,307080072000
2018-05-29,294862032000
2018-05-30,300258333000
2018-05-31,295676568000
2018-06-01,299341980000
2018-06-04,299341980000
2018-06-05,296491104000
2018-06-06,305858268000
2018-06-07,306367353000
2018-06-08,305552817000
2018-06-11,306061902000
2018-06-12,304432830000
2018-06-13,303821928000
2018-06-14,300360150000
2018-06-15,298120176000
2018-06-18,299341980000
2018-06-19,297916542000
2018-06-20,297712908000
2018-06-21,298221993000
2018-06-22,295167483000
2018-06-25,289974816000
2018-06-26,290585718000
2018-06-27,287531208000
2018-06-28,291909339000
2018-06-29,287022123000
2018-07-02,283693648000
2018-07-03,278677848000
2018-07-05,280082272000
2018-07-06,281185748000
2018-07-09,291417980000
2018-07-10,289211028000
2018-07-11,287706288000
2018-07-12,288609132000
2018-07-13,286402180000
