,MTG
2014-03-04,3087265919
2014-03-05,3060184639
2014-03-06,3138043320
2014-03-07,3124502680
2014-03-10,3077110440
2014-03-11,3033103360
2014-03-12,3022947880
2014-03-13,2921393080
2014-03-14,2884156320
2014-03-17,2948474360
2014-03-18,2995866600
2014-03-19,2982325960
2014-03-20,2985711120
2014-03-21,2901082120
2014-03-24,2826608600
2014-03-25,2785986680
2014-03-26,2725053800
2014-03-27,2718283480
2014-03-28,2758905400
2014-03-31,2884531200
2014-04-01,2945471999
2014-04-02,2911616000
2014-04-03,2857446400
2014-04-04,2796505600
2014-04-07,2711865600
2014-04-08,2843904000
2014-04-09,2955628800
2014-04-10,2820204800
2014-04-11,2718636800
2014-04-14,2650924800
2014-04-15,2691552000
2014-04-16,2752492800
2014-04-17,2816819200
2014-04-21,2820204800
2014-04-22,3023340800
2014-04-23,2999641600
2014-04-24,2948857600
2014-04-25,2837132800
2014-04-28,2796505600
2014-04-29,2813433600
2014-04-30,2911616000
2014-05-01,2935315200
2014-05-02,2938700800
2014-05-05,2925158400
2014-05-06,2843904000
2014-05-07,2918387199
2014-05-08,2952243200
2014-05-09,2894688000
2014-05-12,2952243200
2014-05-13,2982713600
2014-05-14,2884531200
2014-05-15,2803276800
2014-05-16,2799891200
2014-05-19,2843904000
2014-05-20,2789734400
2014-05-21,2793120000
2014-05-22,2830361600
2014-05-23,2840518400
2014-05-27,2898073600
2014-05-28,2898073600
2014-05-29,2891302399
2014-05-30,2870988800
2014-06-02,2864217600
2014-06-03,2881145600
2014-06-04,2928544000
2014-06-05,3063968000
2014-06-06,3091052800
2014-06-09,3141836800
2014-06-10,3148608000
2014-06-11,3124908800
2014-06-12,3104595200
2014-06-13,3124908800
2014-06-16,3124908800
2014-06-17,3175692800
2014-06-18,3199391999
2014-06-19,3162150400
2014-06-20,3118137600
2014-06-23,3135065600
2014-06-24,3124908800
2014-06-25,3151993600
2014-06-26,3128294400
2014-06-27,3151993600
2014-06-30,3128294400
2014-07-01,3151993600
2014-07-02,3151993600
2014-07-03,3165536000
2014-07-07,3104595200
2014-07-08,3077510400
2014-07-09,3077510400
2014-07-10,3128294400
2014-07-11,2830361600
2014-07-14,2837132800
2014-07-15,2826976000
2014-07-16,2627225600
2014-07-17,2623840000
2014-07-18,2661081600
2014-07-21,2620454400
2014-07-22,2657696000
2014-07-23,2708480000
2014-07-24,2698323200
2014-07-25,2705094400
2014-07-28,2674624000
2014-07-29,2650924800
2014-07-30,2664467200
2014-07-31,2501958400
2014-08-01,2491801600
2014-08-04,2501958400
2014-08-05,2518886400
2014-08-06,2562899200
2014-08-07,2644153600
2014-08-08,2674624000
2014-08-11,2684780800
2014-08-12,2647539200
2014-08-13,2654310400
2014-08-14,2678009600
2014-08-15,2691552000
2014-08-18,2776191999
2014-08-19,2826976000
2014-08-20,2776191999
2014-08-21,2782963200
2014-08-22,2823590400
2014-08-25,2806662399
2014-08-26,2840518400
2014-08-27,2830361600
2014-08-28,2816819200
2014-08-29,2854060800
2014-09-02,2830361600
2014-09-03,2776191999
2014-09-04,2796505600
2014-09-05,2776191999
2014-09-08,2860831999
2014-09-09,2833747199
2014-09-10,2833747199
2014-09-11,2840518400
2014-09-12,2857446400
2014-09-15,2810048000
2014-09-16,2782963200
2014-09-17,2837132800
2014-09-18,2857446400
2014-09-19,2826976000
2014-09-22,2793120000
2014-09-23,2711865600
2014-09-24,2735564800
2014-09-25,2684780800
2014-09-26,2701708800
2014-09-29,2674624000
2014-09-30,2644153600
2014-10-01,2620454400
2014-10-02,2667852800
2014-10-03,2698323200
2014-10-06,2650924800
2014-10-07,2610297600
2014-10-08,2657696000
2014-10-09,2589984000
2014-10-10,2600140800
2014-10-13,2600140800
2014-10-14,2613683200
2014-10-15,2671238400
2014-10-16,2769420800
2014-10-17,2854060800
2014-10-20,2898073600
2014-10-21,2840518400
2014-10-22,2759264000
2014-10-23,2759264000
2014-10-24,2857446400
2014-10-27,2864217600
2014-10-28,2942086400
2014-10-29,2945471999
2014-10-30,2989484800
2014-10-31,3019955200
2014-11-03,2996256000
2014-11-04,2996256000
2014-11-05,2965785600
2014-11-06,3006412800
2014-11-07,3006412800
2014-11-10,3036883200
2014-11-11,3050425600
2014-11-12,3074124800
2014-11-13,3026726400
2014-11-14,3006412800
2014-11-17,3087667199
2014-11-18,3118137600
2014-11-19,3036883200
2014-11-20,3155379200
2014-11-21,3121523200
2014-11-24,3114751999
2014-11-25,3131680000
2014-11-26,3165536000
2014-11-28,3151993600
2014-12-01,3107980800
2014-12-02,3124908800
2014-12-03,3162150400
2014-12-04,3155379200
2014-12-05,3182464000
2014-12-08,3185849600
2014-12-09,3206163200
2014-12-10,3091052800
2014-12-11,3080896000
2014-12-12,3040268800
2014-12-15,3026726400
2014-12-16,2962400000
2014-12-17,3067353600
2014-12-18,3053811200
2014-12-19,3060582399
2014-12-22,3060582399
2014-12-23,3131680000
2014-12-24,3151993600
2014-12-26,3165536000
2014-12-29,3162150400
2014-12-30,3148608000
2014-12-31,3160477240
2015-01-02,3174041520
2015-01-05,3126566540
2015-01-06,3041789790
2015-01-07,2957013040
2015-01-08,2957013040
2015-01-09,2950230899
2015-01-12,2936666620
2015-01-13,2950230899
2015-01-14,2943448760
2015-01-15,2892582710
2015-01-16,2909538060
2015-01-20,2923102339
2015-01-21,2926493410
2015-01-22,3031616580
2015-01-23,3011270160
2015-01-26,3045180860
2015-01-27,3001096950
2015-01-28,2919711270
2015-01-29,2970577320
2015-01-30,2889191640
2015-02-02,2973968390
2015-02-03,3082482630
2015-02-04,3038398720
2015-02-05,3058745140
2015-02-06,3058745140
2015-02-09,3041789790
2015-02-10,3113002260
2015-02-11,3075700490
2015-02-12,3089264770
2015-02-13,3113002260
2015-02-17,3109611190
2015-02-18,3068918350
2015-02-19,3082482630
2015-02-20,3089264770
2015-02-23,3099437980
2015-02-24,3096046910
2015-02-25,3089264770
2015-02-26,3096046910
2015-02-27,3096046910
2015-03-02,3201170080
2015-03-03,3197779010
2015-03-04,3174041520
2015-03-05,3143521890
2015-03-06,3113002260
2015-03-09,3143521890
2015-03-10,3157086170
2015-03-11,3197779010
2015-03-12,3235080779
2015-03-13,3204561149
2015-03-16,3302902180
2015-03-17,3296120040
2015-03-18,3330030740
2015-03-19,3275773620
2015-03-20,3350377160
2015-03-23,3360550370
2015-03-24,3357159300
2015-03-25,3228298640
2015-03-26,3187605800
2015-03-27,3197779010
2015-03-30,3302902180
2015-03-31,3271359150
2015-04-01,3254373900
2015-04-02,3305329650
2015-04-06,3349491300
2015-04-07,3315520800
2015-04-08,3339300150
2015-04-09,3335903100
2015-04-10,3359682450
2015-04-13,3403844100
2015-04-14,3427623450
2015-04-15,3393652950
2015-04-16,3434417550
2015-04-17,3366476550
2015-04-20,3515946750
2015-04-21,3556711350
2015-04-22,3590681850
2015-04-23,3641637600
2015-04-24,3662019900
2015-04-27,3600873000
2015-04-28,3614461200
2015-04-29,3577093650
2015-04-30,3539726100
2015-05-01,3519343800
2015-05-04,3570299550
2015-05-05,3543123150
2015-05-06,3519343800
2015-05-07,3560108400
2015-05-08,3611064150
2015-05-11,3672211050
2015-05-12,3638240550
2015-05-13,3645034650
2015-05-14,3706181550
2015-05-15,3641637600
2015-05-18,3665416949
2015-05-19,3631446450
2015-05-20,3682402200
2015-05-21,3682402200
2015-05-22,3651828750
2015-05-26,3634843499
2015-05-27,3685799250
2015-05-28,3672211050
2015-05-29,3685799250
2015-06-01,3655225800
2015-06-02,3679005150
2015-06-03,3716372700
2015-06-04,3695990400
2015-06-05,3685799250
2015-06-08,3719769749
2015-06-09,3702784500
2015-06-10,3757137300
2015-06-11,3804695999
2015-06-12,3821681250
2015-06-15,3791107800
2015-06-16,3818284200
2015-06-17,3801298950
2015-06-18,3842063550
2015-06-19,3869239950
2015-06-22,3876034050
2015-06-23,3845460600
2015-06-24,3845460600
2015-06-25,3882828150
2015-06-26,3899813400
2015-06-29,3828475350
2015-06-30,3865797380
2015-07-01,3855606350
2015-07-02,3845415320
2015-07-06,3797857180
2015-07-07,3811445220
2015-07-08,3787666150
2015-07-09,3831827280
2015-07-10,3882782430
2015-07-13,3930340570
2015-07-14,3954119640
2015-07-15,3899767480
2015-07-16,3845415320
2015-07-17,3808048210
2015-07-20,3746902030
2015-07-21,3736711000
2015-07-22,3777475119
2015-07-23,3760490070
2015-07-24,3726519970
2015-07-27,3709534920
2015-07-28,3723122960
2015-07-29,3740108010
2015-07-30,3774078110
2015-07-31,3760490070
2015-08-03,3746902030
2015-08-04,3743505020
2015-08-05,3719725949
2015-08-06,3692549869
2015-08-07,3651785750
2015-08-10,3709534920
2015-08-11,3706137910
2015-08-12,3675564820
2015-08-13,3668770800
2015-08-14,3702740900
2015-08-17,3709534920
2015-08-18,3699343890
2015-08-19,3658579770
2015-08-20,3553272460
2015-08-21,3509111330
2015-08-24,3346054850
2015-08-25,3346054850
2015-08-26,3471744220
2015-08-27,3563463490
2015-08-28,3594036580
2015-08-31,3587242560
2015-09-01,3437774119
2015-09-02,3498920300
2015-09-03,3532890400
2015-09-04,3461553190
2015-09-08,3492126280
2015-09-09,3454759170
2015-09-10,3437774119
2015-09-11,3471744220
2015-09-14,3458156180
2015-09-15,3485332260
2015-09-16,3512508340
2015-09-17,3481935250
2015-09-18,3329069800
2015-09-21,3318878770
2015-09-22,3240747539
2015-09-23,3227159500
2015-09-24,3223762490
2015-09-25,3210174449
2015-09-28,3121852190
2015-09-29,3142234250
2015-09-30,3145594220
2015-10-01,3152388160
2015-10-02,3196548770
2015-10-05,3274679080
2015-10-06,3281473020
2015-10-07,3322236660
2015-10-08,3329030600
2015-10-09,3271282110
2015-10-12,3342618480
2015-10-13,3284869990
2015-10-14,3257694230
2015-10-15,3386779090
2015-10-16,3329030600
2015-10-19,3356206360
2015-10-20,3196548770
2015-10-21,3159182100
2015-10-22,3203342710
2015-10-23,3250900290
2015-10-26,3267885139
2015-10-27,3060669970
2015-10-28,3148991190
2015-10-29,3206739680
2015-10-30,3193151800
2015-11-02,3210136649
2015-11-03,3233915440
2015-11-04,3182960889
2015-11-05,3254297260
2015-11-06,3264488170
2015-11-09,3240709379
2015-11-10,3230518470
2015-11-11,3189754830
2015-11-12,3104830580
2015-11-13,3172769980
2015-11-16,3162579070
2015-11-17,3176166950
2015-11-18,3240709379
2015-11-19,3216930590
2015-11-20,3233915440
2015-11-23,3247503320
2015-11-24,3261091200
2015-11-25,3254297260
2015-11-27,3223724530
2015-11-30,3240709379
2015-12-01,3278076050
2015-12-02,3237312410
2015-12-03,3138800280
2015-12-04,3199945740
2015-12-07,3155785129
2015-12-08,3115021490
2015-12-09,3138800280
2015-12-10,3169373010
2015-12-11,3091242700
2015-12-14,3070860879
2015-12-15,3081051790
2015-12-16,3050479060
2015-12-17,3043685120
2015-12-18,2996127540
2015-12-21,3019906330
2015-12-22,3074257850
2015-12-23,3081051790
2015-12-24,3084448760
2015-12-28,3047082090
2015-12-29,3064066940
2015-12-30,3026700270
2015-12-31,3003471520
2016-01-04,2935442720
2016-01-05,2945647040
2016-01-06,2867413920
2016-01-07,2782377920
2016-01-08,2683736160
2016-01-11,2656524640
2016-01-12,2615707360
2016-01-13,2574890080
2016-01-14,2578291520
2016-01-15,2520467040
2016-01-19,2493255520
2016-01-20,2483051200
2016-01-21,2163315840
2016-01-22,2142907200
2016-01-25,1925215040
2016-01-26,2037462560
2016-01-27,2149710080
2016-01-28,2166717280
2016-01-29,2251753280
2016-02-01,2292570560
2016-02-02,2204133120
2016-02-03,2204133120
2016-02-04,2275563360
2016-02-05,2224541760
2016-02-08,2129301440
2016-02-09,2153111520
2016-02-10,2214337440
2016-02-11,2180323040
2016-02-12,2306176320
2016-02-16,2278964800
2016-02-17,2312979200
2016-02-18,2312979200
2016-02-19,2282366240
2016-02-22,2306176320
2016-02-23,2272161920
2016-02-24,2258556160
2016-02-25,2306176320
2016-02-26,2357197920
2016-02-29,2326584960
2016-03-01,2500058400
2016-03-02,2523868480
2016-03-03,2574890080
2016-03-04,2568087200
2016-03-07,2574890080
2016-03-08,2537474240
2016-03-09,2506861280
2016-03-10,2500058400
2016-03-11,2561284320
2016-03-14,2602101600
2016-03-15,2520467040
2016-03-16,2574890080
2016-03-17,2653123200
2016-03-18,2707546240
2016-03-21,2663327520
2016-03-22,2622510240
2016-03-23,2517065600
2016-03-24,2500058400
2016-03-28,2486452640
2016-03-29,2557882880
2016-03-30,2595298720
2016-03-31,2613000260
2016-04-01,2636847720
2016-04-04,2568712120
2016-04-05,2480135840
2016-04-06,2476729060
2016-04-07,2449474820
2016-04-08,2507390080
2016-04-11,2442661260
2016-04-12,2521017200
2016-04-13,2640254500
2016-04-14,2636847720
2016-04-15,2623220600
2016-04-18,2653881620
2016-04-19,2422220580
2016-04-20,2534644320
2016-04-21,2500576520
2016-04-22,2507390080
2016-04-25,2476729060
2016-04-26,2493762960
2016-04-27,2503983300
2016-04-28,2486949400
2016-04-29,2463101940
2016-05-02,2456288380
2016-05-03,2354084980
2016-05-04,2299576500
2016-05-05,2316610400
2016-05-06,2279135820
2016-05-09,2309796840
2016-05-10,2394966340
2016-05-11,2340457860
2016-05-12,2289356160
2016-05-13,2204186660
2016-05-16,2193966320
2016-05-17,2132644280
2016-05-18,2275729040
2016-05-19,2255288360
2016-05-20,2285949380
2016-05-23,2268915480
2016-05-24,2302983280
2016-05-25,2350678200
2016-05-26,2360898540
2016-05-27,2401779900
2016-05-31,2401779900
2016-06-01,2398373120
2016-06-02,2371118880
2016-06-03,2323423960
2016-06-06,2333644300
2016-06-07,2337051080
2016-06-08,2289356160
2016-06-09,2231440900
2016-06-10,2183745980
2016-06-13,2122423940
2016-06-14,2057695120
2016-06-15,2033847660
2016-06-16,2020220540
2016-06-17,2078135799
2016-06-20,2047474780
2016-06-21,2057695120
2016-06-22,2105390040
2016-06-23,2156491740
2016-06-24,2006593420
2016-06-27,1853288320
2016-06-28,1958898500
2016-06-29,2016813760
2016-06-30,2078787200
2016-07-01,2099749760
2016-07-05,2005418240
2016-07-06,2005418240
2016-07-07,2005418240
2016-07-08,2110231040
2016-07-11,2138181120
2016-07-12,2187093760
2016-07-13,2187093760
2016-07-14,2242993920
2016-07-15,2236006400
2016-07-18,2229018880
2016-07-19,2379250560
2016-07-20,2389731840
2016-07-21,2379250560
2016-07-22,2417681920
2016-07-25,2491050880
2016-07-26,2525988480
2016-07-27,2501532160
2016-07-28,2519000960
2016-07-29,2512013440
2016-08-01,2536469760
2016-08-02,2491050880
2016-08-03,2571407360
2016-08-04,2585382400
2016-08-05,2616826240
2016-08-08,2606344960
2016-08-09,2595863680
2016-08-10,2536469760
2016-08-11,2553938560
2016-08-12,2592369920
2016-08-15,2665738880
2016-08-16,2721639040
2016-08-17,2700676480
2016-08-18,2749589120
2016-08-19,2749589120
2016-08-22,2760070400
2016-08-23,2791514240
2016-08-24,2791514240
2016-08-25,2788020480
2016-08-26,2808983039
2016-08-29,2829945600
2016-08-30,2854401920
2016-08-31,2826451840
2016-09-01,2833439360
2016-09-02,2861389440
2016-09-06,2808983039
2016-09-07,2857895680
2016-09-08,2861389440
2016-09-09,2829945600
2016-09-12,2864883199
2016-09-13,2788020480
2016-09-14,2784526720
2016-09-15,2798501760
2016-09-16,2781032960
2016-09-19,2801995520
2016-09-20,2784526720
2016-09-21,2801995520
2016-09-22,2833439360
2016-09-23,2791514240
2016-09-26,2767057920
2016-09-27,2788020480
2016-09-28,2798501760
2016-09-29,2767057920
2016-09-30,2730888000
2016-10-03,2727474390
2016-10-04,2737715220
2016-10-05,2730888000
2016-10-06,2720647170
2016-10-07,2693338290
2016-10-10,2724060780
2016-10-11,2717233560
2016-10-12,2761610490
2016-10-13,2717233560
2016-10-14,2727474390
2016-10-17,2741128830
2016-10-18,2881086840
2016-10-19,2925463770
2016-10-20,2915222939
2016-10-21,2942531819
2016-10-24,2973254310
2016-10-25,2911809330
2016-10-26,2884500449
2016-10-27,2840123520
2016-10-28,2826469080
2016-10-31,2785505760
2016-11-01,2758196880
2016-11-02,2727474390
2016-11-03,2724060780
2016-11-04,2785505760
2016-11-07,2853777960
2016-11-08,2833296300
2016-11-09,2942531819
2016-11-10,3031285680
2016-11-11,3038112900
2016-11-14,3010804020
2016-11-15,3027872069
2016-11-16,3089317050
2016-11-17,3116625930
2016-11-18,3109798710
2016-11-21,3092730660
2016-11-22,3102971490
2016-11-23,3120039540
2016-11-25,3147348420
2016-11-28,3147348420
2016-11-29,3133693980
2016-11-30,3096144270
2016-12-01,3154175640
2016-12-02,3161002860
2016-12-05,3195138960
2016-12-06,3242929500
2016-12-07,3249756720
2016-12-08,3341924189
2016-12-09,3471641370
2016-12-12,3526259130
2016-12-13,3556981620
2016-12-14,3519431910
2016-12-15,3553568010
2016-12-16,3512604689
2016-12-19,3536499960
2016-12-20,3556981620
2016-12-21,3560395230
2016-12-22,3567222449
2016-12-23,3584290500
2016-12-27,3584290500
2016-12-28,3526259130
2016-12-29,3512604689
2016-12-30,3478468590
2017-01-03,3553313780
2017-01-04,3659026570
2017-01-05,3587414680
2017-01-06,3573774320
2017-01-09,3454421170
2017-01-10,3491932160
2017-01-11,3519212880
2017-01-12,3451011079
2017-01-13,3444190900
2017-01-17,3399859730
2017-01-18,3502162430
2017-01-19,3560133960
2017-01-20,3577184410
2017-01-23,3549903690
2017-01-24,3536263329
2017-01-25,3573774320
2017-01-26,3539673420
2017-01-27,3502162430
2017-01-30,3573774320
2017-01-31,3631745850
2017-02-01,3730638460
2017-02-02,3659026570
2017-02-03,3781789810
2017-02-06,3771559540
2017-02-07,3795430170
2017-02-08,3761329270
2017-02-09,3792020079
2017-02-10,3819300799
2017-02-13,3839761340
2017-02-14,3836351250
2017-02-15,3785199900
2017-02-16,3723818280
2017-02-17,3655616480
2017-02-21,3607875220
2017-02-22,3618105490
2017-02-23,3614695400
2017-02-24,3641976120
2017-02-27,3638566030
2017-02-28,3631745850
2017-03-01,3699947650
2017-03-02,3611285310
2017-03-03,3635155940
2017-03-06,3597644950
2017-03-07,3560133960
2017-03-08,3539673420
2017-03-09,3604465130
2017-03-10,3604465130
2017-03-13,3631745850
2017-03-14,3611285310
2017-03-15,3665846750
2017-03-16,3676077020
2017-03-17,3624925670
2017-03-20,3543083510
2017-03-21,3430550540
2017-03-22,3389629460
2017-03-23,3416910180
2017-03-24,3393039549
2017-03-27,3379399190
2017-03-28,3433960630
2017-03-29,3399859730
2017-03-30,3416910180
2017-03-31,3716879340
2017-04-03,3680187540
2017-04-04,3694864260
2017-04-05,3625149840
2017-04-06,3698533440
2017-04-07,3691195080
2017-04-10,3808608840
2017-04-11,3904007520
2017-04-12,3981060300
2017-04-13,3889330800
2017-04-17,3992067840
2017-04-18,4017752099
2017-04-19,4010413740
2017-04-20,4047105540
2017-04-21,3944368500
2017-04-24,3984729480
2017-04-25,3992067840
2017-04-26,4058113080
2017-04-27,3937030140
2017-04-28,3867315719
2017-05-01,3812278020
2017-05-02,3856308180
2017-05-03,3856308180
2017-05-04,3940699320
2017-05-05,3852639000
2017-05-08,3859977360
2017-05-09,3889330800
2017-05-10,3881992440
2017-05-11,3973721940
2017-05-12,3937030140
2017-05-15,3966383580
2017-05-16,3999406200
2017-05-17,3896669159
2017-05-18,3885661620
2017-05-19,3889330800
2017-05-22,3900338340
2017-05-23,3955376040
2017-05-24,3992067840
2017-05-25,3955376040
2017-05-26,3977391120
2017-05-30,3907676700
2017-05-31,3881992440
2017-06-01,3940699320
2017-06-02,3962714400
2017-06-05,3859977360
2017-06-06,3874654080
2017-06-07,3911345880
2017-06-08,3988398659
2017-06-09,4065451440
2017-06-12,4098474060
2017-06-13,4138835040
2017-06-14,4149842580
2017-06-15,4109481599
2017-06-16,4098474060
2017-06-19,4153511760
2017-06-20,4058113080
2017-06-21,4021421280
2017-06-22,3929691780
2017-06-23,3988398659
2017-06-26,3977391120
2017-06-27,4032428820
2017-06-28,4102143240
2017-06-29,4120489140
2017-06-30,4150563199
2017-07-03,4243209699
2017-07-05,4265444860
2017-07-06,4217268680
2017-07-07,4269150720
2017-07-10,4280268300
2017-07-11,4261739000
2017-07-12,4332150340
2017-07-13,4298797600
2017-07-14,4313621040
2017-07-17,4328444480
2017-07-18,4358091360
2017-07-19,4387738240
2017-07-20,4358091360
2017-07-21,4413679260
2017-07-24,4365503080
2017-07-25,4328444480
2017-07-26,4317326900
2017-07-27,4298797600
2017-07-28,4243209699
2017-07-31,4324738620
2017-08-01,4398855820
2017-08-02,4365503080
2017-08-03,4298797600
2017-08-04,4324738620
2017-08-07,4324738620
2017-08-08,4346973780
2017-08-09,4391444100
2017-08-10,4217268680
2017-08-11,4198739380
2017-08-14,4280268300
2017-08-15,4291385880
2017-08-16,4343267920
2017-08-17,4243209699
2017-08-18,4195033520
2017-08-21,4172798360
2017-08-22,4313621040
2017-08-23,4376620660
2017-08-24,4376620660
2017-08-25,4324738620
2017-08-28,4228386260
2017-08-29,4172798360
2017-08-30,4202445240
2017-08-31,4243209699
2017-09-01,4224680400
2017-09-05,4061622560
2017-09-06,4039387400
2017-09-07,4035681540
2017-09-08,4124622180
2017-09-11,4195033520
2017-09-12,4298797600
2017-09-13,4272856580
2017-09-14,4298797600
2017-09-15,4335856200
2017-09-18,4332150340
2017-09-19,4387738240
2017-09-20,4417385120
2017-09-21,4413679260
2017-09-22,4454443720
2017-09-25,4380326520
2017-09-26,4476678880
2017-09-27,4569325380
2017-09-28,4650854300
2017-09-29,4643442580
2017-10-02,4632387500
2017-10-03,4639799320
2017-10-04,4606446130
2017-10-05,4662034780
2017-10-06,4621269770
2017-10-09,4550857480
2017-10-10,4617563860
2017-10-11,4654622960
2017-10-12,4684270240
2017-10-13,4784329810
2017-10-16,4839918460
2017-10-17,4858448010
2017-10-18,5017802140
2017-10-19,5121567620
2017-10-20,5103038070
2017-10-23,5077096700
2017-10-24,5140097170
2017-10-25,5103038070
2017-10-26,5191979910
2017-10-27,5295745390
2017-10-30,5295745390
2017-10-31,5299451300
2017-11-01,5217921280
2017-11-02,5288333570
2017-11-03,4984448950
2017-11-06,5032625780
2017-11-07,4939978030
2017-11-08,5002978500
2017-11-09,4973331220
2017-11-10,4965919400
2017-11-13,5058567150
2017-11-14,5051155330
2017-11-15,5191979910
2017-11-16,5310569030
2017-11-17,5332804490
2017-11-20,5421746330
2017-11-21,5425452240
2017-11-22,5362451770
2017-11-24,5369863590
2017-11-27,5329098580
2017-11-28,5492158620
2017-11-29,5529217720
2017-11-30,5418040420
2017-12-01,5551453180
2017-12-04,5688571850
2017-12-05,5707101400
2017-12-06,5725630950
2017-12-07,5677454120
2017-12-08,5699689580
2017-12-11,5714513220
2017-12-12,5721925040
2017-12-13,5610747740
2017-12-14,5447687700
2017-12-15,5488452710
2017-12-18,5529217720
2017-12-19,5451393610
2017-12-20,5603335920
2017-12-21,5540335450
2017-12-22,5392099050
2017-12-26,5388393140
2017-12-27,5329098580
2017-12-28,5340216310
2017-12-29,5229039010
2018-01-02,5289148080
2018-01-03,5240930040
2018-01-04,5296566240
2018-01-05,5315111640
2018-01-08,5370747840
2018-01-09,5444929440
2018-01-10,5467183920
2018-01-11,5630383440
2018-01-12,5608128960
2018-01-16,5608128960
2018-01-17,5637801600
2018-01-18,5812128360
2018-01-19,5815837440
2018-01-22,5864055480
2018-01-23,5864055480
2018-01-24,5771328480
2018-01-25,5686019640
2018-01-26,5622965280
2018-01-29,5548783680
2018-01-30,5563620000
2018-01-31,5496856560
2018-02-01,5645219760
2018-02-02,5541365520
2018-02-05,5359620600
2018-02-06,5381875080
2018-02-07,5378166000
2018-02-08,5140784880
2018-02-09,5196421080
2018-02-12,5214966480
2018-02-13,5218675560
2018-02-14,5433802200
2018-02-15,5303984400
2018-02-16,5337366120
2018-02-20,5274311760
2018-02-21,5315111640
2018-02-22,5203839240
2018-02-23,5296566240
2018-02-26,5326238880
2018-02-27,5214966480
2018-02-28,5114821320
2018-03-01,5092566840
2018-03-02,5140784880
2018-03-05,5151912120
2018-03-06,5200130160
2018-03-07,5318820720
2018-03-08,5263184520
2018-03-09,5467183920
2018-03-12,4955330880
2018-03-13,4940494560
2018-03-14,4740204240
2018-03-15,4628931840
2018-03-16,4595550120
2018-03-19,4543623000
2018-03-20,4525077600
2018-03-21,4654895400
2018-03-22,4666022640
2018-03-23,4543623000
2018-03-26,4673440800
2018-03-27,4799549520
2018-03-28,4773585960
2018-03-29,4821804000
2018-04-02,4710426840
2018-04-03,4762027760
2018-04-04,4736227300
2018-04-05,4787828220
2018-04-06,4725169960
2018-04-09,3914298359
2018-04-10,4002757080
2018-04-11,4002757080
2018-04-12,4021185980
2018-04-13,3969585060
2018-04-16,3995385520
2018-04-17,3969585060
2018-04-18,3870069000
2018-04-19,3814782300
2018-04-20,3910612580
2018-04-23,3803724960
2018-04-24,3859011660
2018-04-25,3748438260
2018-04-26,3689465780
2018-04-27,3818468080
2018-04-30,3693151560
2018-05-01,3910612580
2018-05-02,3836896980
2018-05-03,3840582760
2018-05-04,3906926800
2018-05-07,3859011660
2018-05-08,3925355700
2018-05-09,3859011660
2018-05-10,3833211200
2018-05-11,3855325880
2018-05-14,3859011660
2018-05-15,3888497900
2018-05-16,3984328180
2018-05-17,3973270840
2018-05-18,3940098820
2018-05-21,3932727260
2018-05-22,3943784599
2018-05-23,3929041480
2018-05-24,3910612580
2018-05-25,3866383220
2018-05-29,3910612580
2018-05-30,3895869460
2018-05-31,3829525420
2018-06-01,3877440560
2018-06-04,3925355700
2018-06-05,3936413040
2018-06-06,4072786900
2018-06-07,4094901580
2018-06-08,4216532320
2018-06-11,4124387820
2018-06-12,4157559840
2018-06-13,4080158460
2018-06-14,4043300660
2018-06-15,4076472680
2018-06-18,4080158460
2018-06-19,4135445160
2018-06-20,4172302960
2018-06-21,4190731859
2018-06-22,4139130940
2018-06-25,4039614880
2018-06-26,4058043780
2018-06-27,3947470380
2018-06-28,3962213500
2018-06-29,3951156160
2018-07-02,3936896599
2018-07-03,3955005600
2018-07-05,3944140200
2018-07-06,4012954400
2018-07-09,4107121200
2018-07-10,4031063400
2018-07-11,3955005600
2018-07-12,3936896599
2018-07-13,3893435000
2018-07-16,4038307000
2018-07-17,4067281400
2018-07-18,4436705000
2018-07-19,4462057600
2018-07-20,4494653800
2018-07-23,4501897400
2018-07-24,4487410200
2018-07-25,4476544800
2018-07-26,4476544800
2018-07-27,4494653800
2018-07-30,4505519200
2018-07-31,4520006400
2018-08-01,4469301200
2018-08-02,4512762800
2018-08-03,4516384600
2018-08-06,4541737200
2018-08-07,4570711600
2018-08-08,4610551400
2018-08-09,4567089800
2018-08-10,4559846200
2018-08-13,4512762800
2018-08-14,4545359000
2018-08-15,4483788400
2018-08-16,4548980800
2018-08-17,4520006400
2018-08-20,4527250000
2018-08-21,4548980800
2018-08-22,4581577000
2018-08-23,4559846200
2018-08-24,4581577000
2018-08-27,4588820600
2018-08-28,4520006400
2018-08-29,4516384600
2018-08-30,4559846200
2018-08-31,4606929600
2018-09-04,4646769400
2018-09-05,4737314400
2018-09-06,4726449000
2018-09-07,4701096400
2018-09-10,4715583600
2018-09-11,4733692600
2018-09-12,4679365600
2018-09-13,4686609200
2018-09-14,4733692600
2018-09-17,4664878400
2018-09-18,4675743800
2018-09-19,4708340000
2018-09-20,4740936200
2018-09-21,4744558000
2018-09-24,4701096400
2018-09-25,4686609200
2018-09-26,4701096400
2018-09-27,4719205400
2018-09-28,4820615800
2018-10-01,4721055210
2018-10-02,4681443000
2018-10-03,4742661870
2018-10-04,4692246330
2018-10-05,4573409700
2018-10-08,4613021910
2018-10-09,4645431900
2018-10-10,4497786390
2018-10-11,4353741990
2018-10-12,4407758640
2018-10-15,4411359750
2018-10-16,4559005260
