,PXD
2013-12-06,24632190000
2013-12-09,24664160000
2013-12-10,24833740000
2013-12-11,24523770000
2013-12-12,24892120000
2013-12-13,24985250000
2013-12-16,24953280000
2013-12-17,25357770000
2013-12-18,25569050000
2013-12-19,26069450000
2013-12-20,26033310000
2013-12-23,25741410000
2013-12-24,25553760000
2013-12-26,25898480000
2013-12-27,26073620000
2013-12-30,25256300000
2013-12-31,26322010000
2014-01-02,25243790000
2014-01-03,25175150000
2014-01-06,24890580000
2014-01-07,25049310000
2014-01-08,25077910000
2014-01-09,24527360000
2014-01-10,24274250000
2014-01-13,23563540000
2014-01-14,24620310000
2014-01-15,24733280000
2014-01-16,25099360000
2014-01-17,24982100000
2014-01-21,25701390000
2014-01-22,26310570000
2014-01-23,25702820000
2014-01-24,24700390000
2014-01-27,24491610000
2014-01-28,24952070000
2014-01-29,23979670000
2014-01-30,24651769999
2014-01-31,24212760000
2014-02-03,23625030000
2014-02-04,24583130000
2014-02-05,25017850000
2014-02-06,25765740000
2014-02-07,26463580000
2014-02-10,26730990000
2014-02-11,25834380000
2014-02-12,25764310000
2014-02-13,25668500000
2014-02-14,26497900000
2014-02-18,27152840000
2014-02-19,26889720000
2014-02-20,27112800000
2014-02-21,26752440000
2014-02-24,27847820000
2014-02-25,27656200000
2014-02-26,27431690000
2014-02-27,27885000000
2014-02-28,28768740000
2014-03-03,28956070000
2014-03-04,29244930000
2014-03-05,28438410000
2014-03-06,28359760000
2014-03-07,28028000000
2014-03-10,27873560000
2014-03-11,26966940000
2014-03-12,26695240000
2014-03-13,26153269999
2014-03-14,26636610000
2014-03-17,26536510000
2014-03-18,26898300000
2014-03-19,26522210000
2014-03-20,26389220000
2014-03-21,26610870000
2014-03-24,26004550000
2014-03-25,25874420000
2014-03-26,25727130000
2014-03-27,26517920000
2014-03-28,27005550000
2014-03-31,26761019999
2014-04-01,26556530000
2014-04-02,27617590000
2014-04-03,27567540000
2014-04-04,27019850000
2014-04-07,25968800000
2014-04-08,26582269999
2014-04-09,26939769999
2014-04-10,26257660000
2014-04-11,26636610000
2014-04-14,27298700000
2014-04-15,27992250000
2014-04-16,28644330000
2014-04-17,29073330000
2014-04-21,28598570000
2014-04-22,28329730000
2014-04-23,28216760000
2014-04-24,28216760000
2014-04-25,27460290000
2014-04-28,27364480000
2014-04-29,28039440000
2014-04-30,27637610000
2014-05-01,27614730000
2014-05-02,28046590000
2014-05-05,28349750000
2014-05-06,28331160000
2014-05-07,29772600000
2014-05-08,29029000000
2014-05-09,28747290000
2014-05-12,29222050000
2014-05-13,29346460000
2014-05-14,29287830000
2014-05-15,28928900000
2014-05-16,28960360000
2014-05-19,29008980000
2014-05-20,28710110000
2014-05-21,29277820000
2014-05-22,29001830000
2014-05-23,28930330000
2014-05-27,29103360000
2014-05-28,29023280000
2014-05-29,30051450000
2014-05-30,30052880000
2014-06-02,29927040000
2014-06-03,30644900000
2014-06-04,30677790000
2014-06-05,30746430000
2014-06-06,31306990000
2014-06-09,31527210000
2014-06-10,31345600000
2014-06-11,32001970000
2014-06-12,31889000000
2014-06-13,32453850000
2014-06-16,32515340000
2014-06-17,32385210000
2014-06-18,32675500000
2014-06-19,32885710000
2014-06-20,33218900000
2014-06-23,33286110000
2014-06-24,31695950000
2014-06-25,33329010000
2014-06-26,32626880000
2014-06-27,32359470000
2014-06-30,32862830000
2014-07-01,32711250000
2014-07-02,32110650000
2014-07-03,32172140000
2014-07-07,31907590000
2014-07-08,32033430000
2014-07-09,32323720000
2014-07-10,32052019999
2014-07-11,31806060000
2014-07-14,32126380000
2014-07-15,31447130000
2014-07-16,32273670000
2014-07-17,31828940000
2014-07-18,31903300000
2014-07-21,32555380000
2014-07-22,32771310000
2014-07-23,33140250000
2014-07-24,33216040000
2014-07-25,33087340000
2014-07-28,32532500000
2014-07-29,32741280000
2014-07-30,32478160000
2014-07-31,31668780000
2014-08-01,30953780000
2014-08-04,31804630000
2014-08-05,30027140000
2014-08-06,29509480000
2014-08-07,29416530000
2014-08-08,30045730000
2014-08-11,29864120000
2014-08-12,29254940000
2014-08-13,29299269999
2014-08-14,28610010000
2014-08-15,29030430000
2014-08-18,29177720000
2014-08-19,29053310000
2014-08-20,29239210000
2014-08-21,29450850000
2014-08-22,29204890000
2014-08-25,29755440000
2014-08-26,30223050000
2014-08-27,29465150000
2014-08-28,29335019999
2014-08-29,29836950000
2014-09-02,29357900000
2014-09-03,29449420000
2014-09-04,28587130000
2014-09-05,28901730000
2014-09-08,28308280000
2014-09-09,28511340000
2014-09-10,28617160000
2014-09-11,29117660000
2014-09-12,28921750000
2014-09-15,28974660000
2014-09-16,29575260000
2014-09-17,29377920000
2014-09-18,28908880000
2014-09-19,28697240000
2014-09-22,28015130000
2014-09-23,28222480000
2014-09-24,28388360000
2014-09-25,27840670000
2014-09-26,28113800000
2014-09-29,28880280000
2014-09-30,28757620000
2014-10-01,27713720000
2014-10-02,27500560000
2014-10-03,27211480000
2014-10-06,27303460000
2014-10-07,26722380000
2014-10-08,27112200000
2014-10-09,25988000000
2014-10-10,25731040000
2014-10-13,24532380000
2014-10-14,24057880000
2014-10-15,25050680000
2014-10-16,25976320000
2014-10-17,26087280000
2014-10-20,26237660000
2014-10-21,27147240000
2014-10-22,26132540000
2014-10-23,26855240000
2014-10-24,26442060000
2014-10-27,25761700000
2014-10-28,26828960000
2014-10-29,27170600000
2014-10-30,27062560000
2014-10-31,27602760000
2014-11-03,27468439999
2014-11-04,26412860000
2014-11-05,25237560000
2014-11-06,25525180000
2014-11-07,25798200000
2014-11-10,25091560000
2014-11-11,25079880000
2014-11-12,24879860000
2014-11-13,24114820000
2014-11-14,24911980000
2014-11-17,24095840000
2014-11-18,24376160000
2014-11-19,24650640000
2014-11-20,25190840000
2014-11-21,25723740000
2014-11-24,24966000000
2014-11-25,24339660000
2014-11-26,23478260000
2014-11-28,20911580000
2014-12-01,21146640000
2014-12-02,21370020000
2014-12-03,22006580000
2014-12-04,21247380000
2014-12-05,20878000000
2014-12-08,19472020000
2014-12-09,19904180000
2014-12-10,19206300000
2014-12-11,19067600000
2014-12-12,19162500000
2014-12-15,19296820000
2014-12-16,19680800000
2014-12-17,21140800000
2014-12-18,21599240000
2014-12-19,22294200000
2014-12-22,21886860000
2014-12-23,22256240000
2014-12-24,22022640000
2014-12-26,22081040000
2014-12-29,22381800000
2014-12-30,21910220000
2014-12-31,22178650000
2015-01-02,22333609999
2015-01-05,20834670000
2015-01-06,20779540000
2015-01-07,20551570000
2015-01-08,21070090000
2015-01-09,21235480000
2015-01-12,20104570000
2015-01-13,20545609999
2015-01-14,21192270000
2015-01-15,21055190000
2015-01-16,22345530000
2015-01-20,21959620000
2015-01-21,22788060000
2015-01-22,22716540000
2015-01-23,22776140000
2015-01-26,23099470000
2015-01-27,23112880000
2015-01-28,21537950000
2015-01-29,21792740000
2015-01-30,22428970000
2015-02-02,23410880000
2015-02-03,24081380000
2015-02-04,23468990000
2015-02-05,23629910000
2015-02-06,23340850000
2015-02-09,22963880000
2015-02-10,22814880000
2015-02-11,21898530000
2015-02-12,22072859999
2015-02-13,23519650000
2015-02-17,23491340000
2015-02-18,23385550000
2015-02-19,23863840000
2015-02-20,23655240000
2015-02-23,23273800000
2015-02-24,23448130000
2015-02-25,23892150000
2015-02-26,23248470000
2015-02-27,22725480000
2015-03-02,23057750000
2015-03-03,23765500000
2015-03-04,24288490000
2015-03-05,23905560000
2015-03-06,23269330000
2015-03-09,22828290000
2015-03-10,22645020000
2015-03-11,22817859999
2015-03-12,22837230000
2015-03-13,23041359999
2015-03-16,23393000000
2015-03-17,23321480000
2015-03-18,23579250000
2015-03-19,23652260000
2015-03-20,24370440000
2015-03-23,23692490000
2015-03-24,23542000000
2015-03-25,24145450000
2015-03-26,24437490000
2015-03-27,24377890000
2015-03-30,24808500000
2015-03-31,24362990000
2015-04-01,24649587304
2015-04-02,25249283639
2015-04-06,25639233966
2015-04-07,25385175420
2015-04-08,25176906495
2015-04-09,25788419507
2015-04-10,25482663001
2015-04-13,25405854604
2015-04-14,26015890531
2015-04-15,26578659752
2015-04-16,26621495205
2015-04-17,26281765754
2015-04-20,26175415664
2015-04-21,25637756881
2015-04-22,25543223469
2015-04-23,25872613328
2015-04-24,25716042363
2015-04-27,25318706614
2015-04-28,25432442126
2015-04-29,25823869537
2015-04-30,25521067200
2015-05-01,25340862882
2015-05-04,24863764566
2015-05-05,24083863913
2015-05-06,23618582274
2015-05-07,23569838483
2015-05-08,23494507170
2015-05-11,22597916836
2015-05-12,22826864944
2015-05-13,22435437533
2015-05-14,22634843950
2015-05-15,22846067044
2015-05-18,23290669499
2015-05-19,22594962667
2015-05-20,22454639633
2015-05-21,23042519292
2015-05-22,22875608735
2015-05-26,22628935612
2015-05-27,22382262489
2015-05-28,21962770471
2015-05-29,21835741198
2015-06-01,22122295604
2015-06-02,22671771064
2015-06-03,22292160330
2015-06-04,21962770471
2015-06-05,22379308320
2015-06-08,21999697585
2015-06-09,21974587147
2015-06-10,22274435315
2015-06-11,22128203943
2015-06-12,21800291168
2015-06-15,21785520322
2015-06-16,22052872630
2015-06-17,21487149239
2015-06-18,21187301072
2015-06-19,21067657221
2015-06-22,20953921710
2015-06-23,21048455122
2015-06-24,20968692555
2015-06-25,21010050923
2015-06-26,20679183980
2015-06-29,20292187822
2015-06-30,20664810000
2015-07-01,20298270000
2015-07-02,20588820000
2015-07-06,19825940000
2015-07-07,20269960000
2015-07-08,20091160000
2015-07-09,20660340000
2015-07-10,20034540000
2015-07-13,20345950000
2015-07-14,20415980000
2015-07-15,19754420000
2015-07-16,19380430000
2015-07-17,19125640000
2015-07-20,18559440000
2015-07-21,18413420000
2015-07-22,18625000000
2015-07-23,18741220000
2015-07-24,18402990000
2015-07-27,18090090000
2015-07-28,18893200000
2015-07-29,19453440000
2015-07-30,19361060000
2015-07-31,18888730000
2015-08-03,18388090000
2015-08-04,18599670000
2015-08-05,18714400000
2015-08-06,19112230000
2015-08-07,18547520000
2015-08-10,18948330000
2015-08-11,19060080000
2015-08-12,19432580000
2015-08-13,18924490000
2015-08-14,19009420000
2015-08-17,18942370000
2015-08-18,19226960000
2015-08-19,18626490000
2015-08-20,18327000000
2015-08-21,17723550000
2015-08-24,16558370000
2015-08-25,15978760000
2015-08-26,16220140000
2015-08-27,17191620000
2015-08-28,18069230000
2015-08-31,18335940000
2015-09-01,17166290000
2015-09-02,17646070000
2015-09-03,17748880000
2015-09-04,17638620000
2015-09-08,18133300000
2015-09-09,17723550000
2015-09-10,18067740000
2015-09-11,17635640000
2015-09-14,17433000000
2015-09-15,17477700000
2015-09-16,18377660000
2015-09-17,18452160000
2015-09-18,18158630000
2015-09-21,18449180000
2015-09-22,18310610000
2015-09-23,18023040000
2015-09-24,18353820000
2015-09-25,18228660000
2015-09-28,17440450000
2015-09-29,17649050000
2015-09-30,18124360000
2015-10-01,18307630000
2015-10-02,19702270000
2015-10-05,19892990000
2015-10-06,20274430000
2015-10-07,20277410000
2015-10-08,20640970000
2015-10-09,20407040000
2015-10-12,19966000000
2015-10-13,19651609999
2015-10-14,19852760000
2015-10-15,20350420000
2015-10-16,20944930000
2015-10-19,19882560000
2015-10-20,20319130000
2015-10-21,20064340000
2015-10-22,20396609999
2015-10-23,20471109999
2015-10-26,20067320000
2015-10-27,19688859999
2015-10-28,20512830000
2015-10-29,20566470000
2015-10-30,20433859999
2015-11-02,20651400000
2015-11-03,22019220000
2015-11-04,21593080000
2015-11-05,21667580000
2015-11-06,21470900000
2015-11-09,21733140000
2015-11-10,21882140000
2015-11-11,20964300000
2015-11-12,20861490000
2015-11-13,20998570000
2015-11-16,21424710000
2015-11-17,21205680000
2015-11-18,21505170000
2015-11-19,21023900000
2015-11-20,21040290000
2015-11-23,21396400000
2015-11-24,22043060000
2015-11-25,21840420000
2015-11-27,21549870000
2015-11-30,21567750000
2015-12-01,22238250000
2015-12-02,21429180000
2015-12-03,21631820000
2015-12-04,21768900000
2015-12-07,20488990000
2015-12-08,20912150000
2015-12-09,21321900000
2015-12-10,21663109999
2015-12-11,20858510000
2015-12-14,21025390000
2015-12-15,21542420000
2015-12-16,20025600000
2015-12-17,19445990000
2015-12-18,18070720000
2015-12-21,17240790000
2015-12-22,17365950000
2015-12-23,18750160000
2015-12-24,18627980000
2015-12-28,18115420000
2015-12-29,18544540000
2015-12-30,18546030000
2015-12-31,20288763533
2016-01-04,20122090807
2016-01-05,20254781715
2016-01-06,18795181723
2016-01-07,18838872632
2016-01-08,18745018087
2016-01-11,18367981725
2016-01-12,18324290816
2016-01-13,18479636270
2016-01-14,18764436268
2016-01-15,18308108998
2016-01-19,18062145363
2016-01-20,17644654456
2016-01-21,18091272635
2016-01-22,18366363543
2016-01-25,17435909002
2016-01-26,18372836270
2016-01-27,18431090815
2016-01-28,19419799901
2016-01-29,20057363534
2016-02-01,19788745354
2016-02-02,19664145355
2016-02-03,20602690804
2016-02-04,20144745352
2016-02-05,19223999902
2016-02-08,18639836269
2016-02-09,18008745363
2016-02-10,17604199910
2016-02-11,17921363545
2016-02-12,18667345360
2016-02-16,18681908996
2016-02-17,20154454443
2016-02-18,19638254446
2016-02-19,19902018081
2016-02-22,20228890806
2016-02-23,19348599902
2016-02-24,19309763538
2016-02-25,19497472628
2016-02-26,19963508989
2016-02-29,19503945355
2016-03-01,20728908986
2016-03-02,21238636256
2016-03-03,20756418076
2016-03-04,20842181712
2016-03-07,21139927165
2016-03-08,20332454442
2016-03-09,20822763531
2016-03-10,20953836257
2016-03-11,22175563524
2016-03-14,21908563525
2016-03-15,21940927161
2016-03-16,22246763523
2016-03-17,23018636247
2016-03-18,23152945337
2016-03-21,22991127156
2016-03-22,22686908976
2016-03-23,22131872615
2016-03-24,22523472613
2016-03-28,22243527160
2016-03-29,22628654431
2016-03-30,22720890794
2016-03-31,23081360000
2016-04-01,22920640000
2016-04-04,22704160000
2016-04-05,23130560000
2016-04-06,23440520000
2016-04-07,23251920000
2016-04-08,23742280000
2016-04-11,23378200000
2016-04-12,24175240000
2016-04-13,24050600000
2016-04-14,24544240000
2016-04-15,23637320000
2016-04-18,24162120000
2016-04-19,24955879999
2016-04-20,25375720000
2016-04-21,24703320000
2016-04-22,25116600000
2016-04-25,25174000000
2016-04-26,27119040000
2016-04-27,27670080000
2016-04-28,27058360000
2016-04-29,27240400000
2016-05-02,27160040000
2016-05-03,26110440000
2016-05-04,25808680000
2016-05-05,26538480000
2016-05-06,26151440000
2016-05-09,26228520000
2016-05-10,26453200000
2016-05-11,26918959999
2016-05-12,27392920000
2016-05-13,26828760000
2016-05-16,27255160000
2016-05-17,27145280000
2016-05-18,26789400000
2016-05-19,26705760000
2016-05-20,26951760000
2016-05-23,26669680000
2016-05-24,26727080000
2016-05-25,26646720000
2016-05-26,26617200000
2016-05-27,26504040000
2016-05-31,26292480000
2016-06-01,26154720000
2016-06-02,26141600000
2016-06-03,26199000000
2016-06-06,26385959999
2016-06-07,27156760000
2016-06-08,27404400000
2016-06-09,26928800000
2016-06-10,26166200000
2016-06-13,26351520000
2016-06-14,26738560000
2016-06-15,26650000000
2016-06-16,25032959999
2016-06-17,25326520000
2016-06-20,25247800000
2016-06-21,25752920000
2016-06-22,26035000000
2016-06-23,26336760000
2016-06-24,25078879999
2016-06-27,24044040000
2016-06-28,24552440000
2016-06-29,24867320000
2016-06-30,25705700000
2016-07-01,25688700000
2016-07-05,25748200000
2016-07-06,25763500000
2016-07-07,25369100000
2016-07-08,26132400000
2016-07-11,26010000000
2016-07-12,26605000000
2016-07-13,26207200000
2016-07-14,26435000000
2016-07-15,26638999999
2016-07-18,26664500000
2016-07-19,26333000000
2016-07-20,26159600000
2016-07-21,25882500000
2016-07-22,26078000000
2016-07-25,25301100000
2016-07-26,25347000000
2016-07-27,25607100000
2016-07-28,26781800000
2016-07-29,27636900000
2016-08-01,26729100000
2016-08-02,27128600000
2016-08-03,27728700000
2016-08-04,27693000000
2016-08-05,28575300000
2016-08-08,29010500000
2016-08-09,29121000000
2016-08-10,29200900000
2016-08-11,29613999999
2016-08-12,30008400000
2016-08-15,30455500000
2016-08-16,30390900000
2016-08-17,30651000000
2016-08-18,31264700000
2016-08-19,31550300000
2016-08-22,30832900000
2016-08-23,30982500000
2016-08-24,30698600000
2016-08-25,30669700000
2016-08-26,30515000000
2016-08-29,31096399999
2016-08-30,31087900000
2016-08-31,30438500000
2016-09-01,30637400000
2016-09-02,31230700000
2016-09-06,31195000000
2016-09-07,32012700000
2016-09-08,31876700000
2016-09-09,30702000000
2016-09-12,31145700000
2016-09-13,30067900000
2016-09-14,29972700000
2016-09-15,30341600000
2016-09-16,30110400000
2016-09-19,30005000000
2016-09-20,29877500000
2016-09-21,31009700000
2016-09-22,30438500000
2016-09-23,29840100000
2016-09-26,29676900000
2016-09-27,29377700000
2016-09-28,31183100000
2016-09-29,31511200000
2016-09-30,31374850000
2016-10-03,31330909999
2016-10-04,30842500000
2016-10-05,31320770000
2016-10-06,31467799999
2016-10-07,31499909999
2016-10-10,32657560000
2016-10-11,32525740000
2016-10-12,32263790000
2016-10-13,31799040000
2016-10-14,31427240000
2016-10-17,31143320000
2016-10-18,31101070000
2016-10-19,31946070000
2016-10-20,32005220000
2016-10-21,31603000000
2016-10-24,31320770000
2016-10-25,30932070000
2016-10-26,30932070000
2016-10-27,30871229999
2016-10-28,30695470000
2016-10-31,30254380000
2016-11-01,30583930000
2016-11-02,28944630000
2016-11-03,29265729999
2016-11-04,28917590000
2016-11-07,29311360000
2016-11-08,29581760000
2016-11-09,30032990000
2016-11-10,30323670000
2016-11-11,29083210000
2016-11-14,29343470000
2016-11-15,30205370000
2016-11-16,30171570000
2016-11-17,29720340000
2016-11-18,30114110000
2016-11-21,30952350000
2016-11-22,30943900000
2016-11-23,31351190000
2016-11-25,30736030000
2016-11-28,29242070000
2016-11-29,29350229999
2016-11-30,32285760000
2016-12-01,32037330000
2016-12-02,31695950000
2016-12-05,31814250000
2016-12-06,31226130000
2016-12-07,31396820000
2016-12-08,31604690000
2016-12-09,31613140000
2016-12-12,31934240000
2016-12-13,32321250000
2016-12-14,31702710000
2016-12-15,31679049999
2016-12-16,31263310000
2016-12-19,31437380000
2016-12-20,31379920000
2016-12-21,31237960000
2016-12-22,31592860000
2016-12-23,31266690000
2016-12-27,31265000000
2016-12-28,30725890000
2016-12-29,30698850000
2016-12-30,30431830000
2017-01-03,31348800000
2017-01-04,30940559999
2017-01-05,31197599999
2017-01-06,31091760000
2017-01-09,30676800000
2017-01-10,30453360000
2017-01-11,30725519999
2017-01-12,30670080000
2017-01-13,30570960000
2017-01-17,30411360000
2017-01-18,30745680000
2017-01-19,30903599999
2017-01-20,31074960000
2017-01-23,30727200000
2017-01-24,30366000000
2017-01-25,30285360000
2017-01-26,30614640000
2017-01-27,30485280000
2017-01-30,30038400000
2017-01-31,30278640000
2017-02-01,30350880000
2017-02-02,30821280000
2017-02-03,30885120000
2017-02-06,30421440000
2017-02-07,29391599999
2017-02-08,30522240000
2017-02-09,32187120000
2017-02-10,32669280000
2017-02-13,33102720000
2017-02-14,33415200000
2017-02-15,33216960000
2017-02-16,32459280000
2017-02-17,32256000000
2017-02-21,32534880000
2017-02-22,31605840000
2017-02-23,31069920000
2017-02-24,31140480000
2017-02-27,31368960000
2017-02-28,31242960000
2017-03-01,32511360000
2017-03-02,32116559999
2017-03-03,32622240000
2017-03-06,32593680000
2017-03-07,32581920000
2017-03-08,30954000000
2017-03-09,31542000000
2017-03-10,31032960000
2017-03-13,30980880000
2017-03-14,30124080000
2017-03-15,30935519999
2017-03-16,30804480000
2017-03-17,31044720000
2017-03-20,30910320000
2017-03-21,30626400000
2017-03-22,30631440000
2017-03-23,30500400000
2017-03-24,30392880000
2017-03-27,30307200000
2017-03-28,31142160000
2017-03-29,31637760000
2017-03-30,30656640000
2017-03-31,31659100000
2017-04-03,31531600000
2017-04-04,31927700000
2017-04-05,32011000000
2017-04-06,32374800000
2017-04-07,32271100000
2017-04-10,32357800000
2017-04-11,32291499999
2017-04-12,31773000000
2017-04-13,30950200000
2017-04-17,31111700000
2017-04-18,30707100000
2017-04-19,29760200000
2017-04-20,29654800000
2017-04-21,29687100000
2017-04-24,29872400000
2017-04-25,30319500000
2017-04-26,30074700000
2017-04-27,29301200000
2017-04-28,29408300000
2017-05-01,29313100000
2017-05-02,28974800000
2017-05-03,29037700000
2017-05-04,28157100000
2017-05-05,28833700000
2017-05-08,29318200000
2017-05-09,28811600000
2017-05-10,29115900000
2017-05-11,29114200000
2017-05-12,29178799999
2017-05-15,29554500000
2017-05-16,29714300000
2017-05-17,29450800000
2017-05-18,29367500000
2017-05-19,30025400000
2017-05-22,29505200000
2017-05-23,29535800000
2017-05-24,29522200000
2017-05-25,28665400000
2017-05-26,28940800000
2017-05-30,28063600000
2017-05-31,28366200000
2017-06-01,28384900000
2017-06-02,28029600000
2017-06-05,28136700000
2017-06-06,28680700000
2017-06-07,28043200000
2017-06-08,27783100000
2017-06-09,28806499999
2017-06-12,28527700000
2017-06-13,28687500000
2017-06-14,28026200000
2017-06-15,26863400000
2017-06-16,26994300000
2017-06-19,26994300000
2017-06-20,26839600000
2017-06-21,26355100000
2017-06-22,26307500000
2017-06-23,26508100000
2017-06-26,26385700000
2017-06-27,26225900000
2017-06-28,26462200000
2017-06-29,26939900000
2017-06-30,27128600000
2017-07-03,27670900000
2017-07-05,27099700000
2017-07-06,26688300000
2017-07-07,26525100000
2017-07-10,26939900000
2017-07-11,27264600000
2017-07-12,27218700000
2017-07-13,27310500000
2017-07-14,27359800000
2017-07-17,27681100000
2017-07-18,27455000000
2017-07-19,27869800000
2017-07-20,27757600000
2017-07-21,27235700000
2017-07-24,27217000000
2017-07-25,27642000000
2017-07-26,27642000000
2017-07-27,27863000000
2017-07-28,27439700000
2017-07-31,27727000000
2017-08-01,27755900000
2017-08-02,24765600000
2017-08-03,22970400000
2017-08-04,23007800000
2017-08-07,22038799999
2017-08-08,23014600000
2017-08-09,23383500000
2017-08-10,22994200000
2017-08-11,22783400000
2017-08-14,22582800000
2017-08-15,22728999999
2017-08-16,22377100000
2017-08-17,22315900000
2017-08-18,22431499999
2017-08-21,21749800000
2017-08-22,21770200000
2017-08-23,22050700000
2017-08-24,21829700000
2017-08-25,21963999999
2017-08-28,21838200000
2017-08-29,21753200000
2017-08-30,21896000000
2017-08-31,22040500000
2017-09-01,22208799999
2017-09-05,22292100000
2017-09-06,22623600000
2017-09-07,22402600000
2017-09-08,21845000000
2017-09-11,22047300000
2017-09-12,22086399999
2017-09-13,23036700000
2017-09-14,23278100000
2017-09-15,23278100000
2017-09-18,23290000000
2017-09-19,23305300000
2017-09-20,24015900000
2017-09-21,24141700000
2017-09-22,24481700000
2017-09-25,24932200000
2017-09-26,25088600000
2017-09-27,25428600000
2017-09-28,25083500000
2017-09-29,25081800000
2017-10-02,25719300000
2017-10-03,26011700000
2017-10-04,25799200000
2017-10-05,25697200000
2017-10-06,25579900000
2017-10-09,25663200000
2017-10-10,25613899999
2017-10-11,25331700000
2017-10-12,24860800000
2017-10-13,24466399999
2017-10-16,24427300000
2017-10-17,24709500000
2017-10-18,24665300000
2017-10-19,24306600000
2017-10-20,24607500000
2017-10-23,24468100000
2017-10-24,24347400000
2017-10-25,24167200000
2017-10-26,24192700000
2017-10-27,24714600000
2017-10-30,24864200000
2017-10-31,25443899999
2017-11-01,26174900000
2017-11-02,25126000000
2017-11-03,25549300000
2017-11-06,26996000000
2017-11-07,27483899999
2017-11-08,27126900000
2017-11-09,27393799999
2017-11-10,27018100000
2017-11-13,26676399999
2017-11-14,25977700000
2017-11-15,25756700000
2017-11-16,25676800000
2017-11-17,25877400000
2017-11-20,25756700000
2017-11-21,25879100000
2017-11-22,26193600000
2017-11-24,26197000000
2017-11-27,25598600000
2017-11-28,25685300000
2017-11-29,25697200000
2017-11-30,26526800000
2017-12-01,26717200000
2017-12-04,26579500000
2017-12-05,26156200000
2017-12-06,25612200000
2017-12-07,26222500000
2017-12-08,26503000000
2017-12-11,26973899999
2017-12-12,27028300000
2017-12-13,26700200000
2017-12-14,26618600000
2017-12-15,26491100000
2017-12-18,27082700000
2017-12-19,27233999999
2017-12-20,28423999999
2017-12-21,28699400000
2017-12-22,29090400000
2017-12-26,29578300000
2017-12-27,29314800000
2017-12-28,29338600000
2017-12-29,29384500000
2018-01-02,29396399999
2018-01-03,29977800000
2018-01-04,30135900000
2018-01-05,30006700000
2018-01-08,30350100000
2018-01-09,30251499999
2018-01-10,30378999999
2018-01-11,31308899999
2018-01-12,31645500000
2018-01-16,31026700000
2018-01-17,31334400000
2018-01-18,31344600000
2018-01-19,31138899999
2018-01-22,31671000000
2018-01-23,31621700000
2018-01-24,32016100000
2018-01-25,32045000000
2018-01-26,32021200000
2018-01-29,31790000000
2018-01-30,31052200000
2018-01-31,31094700000
2018-02-01,31730500000
2018-02-02,30385800000
2018-02-05,29209400000
2018-02-06,29571499999
2018-02-07,29953999999
2018-02-08,28757200000
2018-02-09,28058500000
2018-02-12,29075100000
2018-02-13,29268899999
2018-02-14,30515000000
2018-02-15,30530300000
2018-02-16,30394300000
2018-02-20,30302500000
2018-02-21,29704100000
2018-02-22,30159700000
2018-02-23,30600000000
2018-02-26,30547300000
2018-02-27,29693899999
2018-02-28,28939100000
2018-03-01,28757200000
2018-03-02,28711299999
2018-03-05,29187300000
2018-03-06,28893200000
2018-03-07,28928899999
2018-03-08,28505600000
2018-03-09,29160100000
2018-03-12,29102300000
2018-03-13,28825200000
2018-03-14,28736800000
2018-03-15,28316900000
2018-03-16,28787800000
2018-03-19,28260800000
2018-03-20,28876200000
2018-03-21,29812900000
2018-03-22,29297800000
2018-03-23,29319900000
2018-03-26,29846900000
2018-03-27,29197500000
2018-03-28,28478400000
2018-03-29,29202600000
2018-04-02,28374700000
2018-04-03,28808200000
2018-04-04,28777600000
2018-04-05,29313100000
2018-04-06,28582100000
2018-04-09,28789500000
2018-04-10,30314400000
2018-04-11,30902600000
2018-04-12,31043700000
2018-04-13,32014400000
2018-04-16,32492100000
2018-04-17,32840600000
2018-04-18,33056499999
2018-04-19,33229900000
2018-04-20,33141499999
2018-04-23,33549500000
2018-04-24,33330200000
2018-04-25,33813000000
2018-04-26,34124100000
2018-04-27,33879300000
2018-04-30,34263500000
2018-05-01,33806200000
2018-05-02,33376100000
2018-05-03,32663799999
2018-05-04,33012300000
2018-05-07,33286000000
2018-05-08,33600500000
2018-05-09,34258400000
2018-05-10,34542300000
2018-05-11,34368900000
2018-05-14,34275400000
2018-05-15,34518500000
2018-05-16,35033600000
2018-05-17,36092700000
2018-05-18,35638800000
2018-05-21,35672800000
2018-05-22,34455600000
2018-05-23,33915000000
2018-05-24,32849100000
2018-05-25,32408799999
2018-05-29,32449600000
2018-05-30,33425400000
2018-05-31,32827000000
2018-06-01,32624700000
2018-06-04,32410500000
2018-06-05,32497200000
2018-06-06,32466600000
2018-06-07,33221399999
2018-06-08,32850800000
2018-06-11,32561800000
2018-06-12,32801499999
2018-06-13,32786200000
2018-06-14,32546499999
2018-06-15,31313999999
2018-06-18,31382000000
2018-06-19,30623799999
2018-06-20,31150800000
2018-06-21,30263400000
2018-06-22,31560500000
2018-06-25,30985900000
2018-06-26,31667600000
2018-06-27,32776000000
2018-06-28,32104500000
2018-06-29,32170800000
2018-07-02,31670910000
2018-07-03,31838490000
2018-07-05,31349430000
2018-07-06,31638420000
2018-07-09,32360040000
2018-07-10,32459220000
2018-07-11,31222890000
2018-07-12,31183560000
2018-07-13,31558050000
2018-07-16,31293000000
2018-07-17,31231439999
2018-07-18,31163040000
2018-07-19,31287870000
2018-07-20,30942449999
2018-07-23,31004010000
2018-07-24,32006069999
2018-07-25,32259150000
