,BBBY
2007-12-12,7801673600.0
2007-12-13,7791408240.0
2007-12-14,7573269340.0
2007-12-17,7534774240.0
2007-12-18,7691320980.0
2007-12-19,7537340580.0
2007-12-20,7478314760.0
2007-12-21,7480881100.0
2007-12-24,7688754640.0
2007-12-26,7552738620.0
2007-12-27,7452651360.0
2007-12-28,7470615740.0
2007-12-31,7542473260.0
2008-01-02,7278140240.0
2008-01-03,7031771600.0
2008-01-04,6721244460.0
2008-01-07,6759739560.0
2008-01-08,6669917660.0
2008-01-09,6736642500.0
2008-01-10,6836729760.0
2008-01-11,6708412760.0
2008-01-14,6841862440.0
2008-01-15,6623723540.0
2008-01-16,6890622900.0
2008-01-17,6893189240.0
2008-01-18,6941949700.0
2008-01-22,7491146460.0
2008-01-23,8063440280.0
2008-01-24,7883796480.0
2008-01-25,7534774240.0
2008-01-28,7865832100.0
2008-01-29,8014679820.0
2008-01-30,7935123280.0
2008-01-31,8263614800.0
2008-02-01,8309808920.0
2008-02-04,7888929160.0
2008-02-05,7588667380.0
2008-02-06,7452651360.0
2008-02-07,7799107260.0
2008-02-08,7668223920.0
2008-02-11,7840168700.0
2008-02-12,7883796480.0
2008-02-13,7909459880.0
2008-02-14,7675922940.0
2008-02-15,7506544500.0
2008-02-19,7196017360.0
2008-02-20,7480881100.0
2008-02-21,7262742200.0
2008-02-22,7429554300.0
2008-02-25,7547605940.0
2008-02-26,7811938960.0
2008-02-27,7832469680.0
2008-02-28,7542473260.0
2008-02-29,7273007560.0
2008-03-03,7393625540.0
2008-03-04,7478314760.0
2008-03-05,7398758220.0
2008-03-06,7136991540.0
2008-03-07,6944516040.0
2008-03-10,6877791200.0
2008-03-11,7352564100.0
2008-03-12,7314069000.0
2008-03-13,7326900700.0
2008-03-14,7406457240.0
2008-03-17,7396191880.0
2008-03-18,7968485700.0
2008-03-19,7863265760.0
2008-03-20,7996715440.0
2008-03-24,8199456300.0
2008-03-25,8096802700.0
2008-03-26,8037776880.0
2008-03-27,7729816080.0
2008-03-28,7470615740.0
2008-03-31,7570703000.0
2008-04-01,8024945180.0
2008-04-02,8083971000.0
2008-04-03,8091670020.0
2008-04-04,8109634400.0
2008-04-07,7983883740.0
2008-04-08,7937689620.0
2008-04-09,7563003980.0
2008-04-10,7614330780.0
2008-04-11,7758045820.0
2008-04-14,7552738620.0
2008-04-15,7650259540.0
2008-04-16,7837602360.0
2008-04-17,7922291580.0
2008-04-18,8312375260.0
2008-04-21,8232818720.0
2008-04-22,8048042240.0
2008-04-23,8214854339.0
2008-04-24,8466355660.0
2008-04-25,8579274620.0
2008-04-28,8471488339.0
2008-04-29,8612637040.0
2008-04-30,8340605000.0
2008-05-01,8640866780.0
2008-05-02,8494585400.0
2008-05-05,8610070700.0
2008-05-06,8674229200.0
2008-05-07,8361135720.0
2008-05-08,8245650420.0
2008-05-09,8261048459.0
2008-05-12,8599805340.0
2008-05-13,8481753699.0
2008-05-14,8651132140.0
2008-05-15,8876970060.0
2008-05-16,8669096520.0
2008-05-19,8386799120.0
2008-05-20,8320074280.0
2008-05-21,8042909560.0
2008-05-22,8073705640.0
2008-05-23,7917158900.0
2008-05-27,8163527540.0
2008-05-28,8186624600.0
2008-05-29,8230252380.0
2008-05-30,8176359240.0
2008-06-02,8169021320.0
2008-06-03,8145915980.0
2008-06-04,8109974340.0
2008-06-05,8166454060.0
2008-06-06,7822441220.0
2008-06-09,7645300280.0
2008-06-10,7699212740.0
2008-06-11,7421948660.0
2008-06-12,7468159340.0
2008-06-13,7709481780.0
2008-06-16,7814739440.0
2008-06-17,7547744400.0
2008-06-18,7447621260.0
2008-06-19,7619627680.0
2008-06-20,7396276060.0
2008-06-23,7211433340.0
2008-06-24,7265345800.0
2008-06-25,7334661820.0
2008-06-26,7647867540.0
2008-06-27,7460457560.0
2008-06-30,7214000600.0
2008-07-01,7442486740.0
2008-07-02,7190895260.0
2008-07-03,7296152920.0
2008-07-07,7298720180.0
2008-07-08,7524639060.0
2008-07-09,7362901680.0
2008-07-10,7291018400.0
2008-07-11,6995783500.0
2008-07-14,6926467480.0
2008-07-15,7024023360.0
2008-07-16,7398843320.0
2008-07-17,7696645480.0
2008-07-18,7511802760.0
2008-07-21,7434784960.0
2008-07-22,7509235500.0
2008-07-23,7558013440.0
2008-07-24,7231971420.0
2008-07-25,7190895260.0
2008-07-28,7029157880.0
2008-07-29,7221702380.0
2008-07-30,7190895260.0
2008-07-31,7144684580.0
2008-08-01,7077935820.0
2008-08-04,7136982800.0
2008-08-05,7460457560.0
2008-08-06,7457890300.0
2008-08-07,7324392780.0
2008-08-08,7552878920.0
2008-08-11,7796768620.0
2008-08-12,7609358640.0
2008-08-13,7427083180.0
2008-08-14,7483562900.0
2008-08-15,7694078220.0
2008-08-18,7575984260.0
2008-08-19,7473293860.0
2008-08-20,7504100980.0
2008-08-21,7601656860.0
2008-08-22,7794201360.0
2008-08-25,7622194940.0
2008-08-26,7776230540.0
2008-08-27,7909728060.0
2008-08-28,7925131620.0
2008-08-29,7871219160.0
2008-09-02,8094340000.0
2008-09-03,8255714499.0
2008-09-04,8109709000.0
2008-09-05,7971388000.0
2008-09-08,8368420500.0
2008-09-09,8112270500.0
2008-09-10,8143008500.0
2008-09-11,8273644999.0
2008-09-12,8212169000.0
2008-09-15,8076409500.0
2008-09-16,8150693000.0
2008-09-17,7817698000.0
2008-09-18,8155816000.0
2008-09-19,8391473999.0
2008-09-22,7881735500.0
2008-09-23,7786960000.0
2008-09-24,7866366500.0
2008-09-25,8245468499.0
2008-09-26,8258276000.0
2008-09-29,7915035000.0
2008-09-30,8045671500.0
2008-10-01,7968826500.0
2008-10-02,7830505500.0
2008-10-03,7515441000.0
2008-10-06,7348943500.0
2008-10-07,7105601000.0
2008-10-08,7054371000.0
2008-10-09,6798221000.0
2008-10-10,6708568500.0
2008-10-13,7095355000.0
2008-10-14,6872504500.0
2008-10-15,6119423500.0
2008-10-16,6452418500.0
2008-10-17,6439611000.0
2008-10-20,6649654000.0
2008-10-21,6493402500.0
2008-10-22,6250060000.0
2008-10-23,6211637500.0
2008-10-24,5996471500.0
2008-10-27,5786428500.0
2008-10-28,6342274000.0
2008-10-29,6257744500.0
2008-10-30,6457541500.0
2008-10-31,6600985500.0
2008-11-03,6452418500.0
2008-11-04,6360204500.0
2008-11-05,6178338000.0
2008-11-06,5919626500.0
2008-11-07,5886327000.0
2008-11-10,5525155500.0
2008-11-11,5374027000.0
2008-11-12,5248513500.0
2008-11-13,5686530000.0
2008-11-14,5276690000.0
2008-11-17,5171668500.0
2008-11-18,5012855500.0
2008-11-19,4628630500.0
2008-11-20,4398095500.0
2008-11-21,4492871000.0
2008-11-24,4966748500.0
2008-11-25,4961625500.0
2008-11-26,5327920000.0
2008-11-28,5197283500.0
2008-12-01,4692303000.0
2008-12-02,5043584700.0
2008-12-03,5766660900.0
2008-12-04,5861532600.0
2008-12-05,6305121900.0
2008-12-08,6243583500.0
2008-12-09,6099993900.0
2008-12-10,6505121700.0
2008-12-11,6220506600.0
2008-12-12,6297429600.0
2008-12-15,6033327300.0
2008-12-16,6471788400.0
2008-12-17,6592301100.0
2008-12-18,6561531900.0
2008-12-19,6669224100.0
2008-12-22,6433326900.0
2008-12-23,6320506500.0
2008-12-24,6374352600.0
2008-12-26,6407685900.0
2008-12-29,6264096300.0
2008-12-30,6497429400.0
2008-12-31,6517942200.0
2009-01-02,6792300900.0
2009-01-05,6546147300.0
2009-01-06,6666660000.0
2009-01-07,6551275500.0
2009-01-08,6851275200.0
2009-01-09,6648711300.0
2009-01-12,6597429300.0
2009-01-13,6453839700.0
2009-01-14,6410250000.0
2009-01-15,6628198500.0
2009-01-16,6651275400.0
2009-01-20,6479480700.0
2009-01-21,6474352500.0
2009-01-22,6551275500.0
2009-01-23,6546147300.0
2009-01-26,6428198700.0
2009-01-27,6261532200.0
2009-01-28,6548711400.0
2009-01-29,6246147600.0
2009-01-30,5956404300.0
2009-02-02,5776917300.0
2009-02-03,6112814400.0
2009-02-04,5930763300.0
2009-02-05,6076917000.0
2009-02-06,6153840000.0
2009-02-09,6176916900.0
2009-02-10,5776917300.0
2009-02-11,5751276300.0
2009-02-12,5746148100.0
2009-02-13,5643584100.0
2009-02-17,5425635600.0
2009-02-18,5458968900.0
2009-02-19,5451276600.0
2009-02-20,5412815100.0
2009-02-23,5284610100.0
2009-02-24,5517943200.0
2009-02-25,5484609900.0
2009-02-26,5402558700.0
2009-02-27,5461533000.0
2009-03-02,5257033320.0
2009-03-03,5120854060.0
2009-03-04,5310991140.0
2009-03-05,5159395360.0
2009-03-06,5015507840.0
2009-03-09,5092590440.0
2009-03-10,5470295180.0
2009-03-11,5696404140.0
2009-03-12,5814597460.0
2009-03-13,5891680060.0
2009-03-16,5616752120.0
2009-03-17,5912235420.0
2009-03-18,6079247720.0
2009-03-19,6074108880.0
2009-03-20,5955915560.0
2009-03-23,6271954220.0
2009-03-24,6207718720.0
2009-03-25,6400425220.0
2009-03-26,6719033300.0
2009-03-27,6423550000.0
2009-03-30,6269384800.0
2009-03-31,6359314500.0
2009-04-01,6418411160.0
2009-04-02,6847504300.0
2009-04-03,7096738040.0
2009-04-06,6775560540.0
2009-04-07,6554590420.0
2009-04-08,8145061400.0
2009-04-09,7988326780.0
2009-04-13,8091103580.0
2009-04-14,7805897960.0
2009-04-15,7831592160.0
2009-04-16,7962632580.0
2009-04-17,8060270540.0
2009-04-20,7628607980.0
2009-04-21,7952354900.0
2009-04-22,7980618520.0
2009-04-23,7795620280.0
2009-04-24,7800759120.0
2009-04-27,7641455080.0
2009-04-28,7769926080.0
2009-04-29,7672288120.0
2009-04-30,7816175640.0
2009-05-01,7528400600.0
2009-05-04,7695412900.0
2009-05-05,7731384780.0
2009-05-06,7551525380.0
2009-05-07,7307430480.0
2009-05-08,7322847000.0
2009-05-11,7320277580.0
2009-05-12,7268889180.0
2009-05-13,6922017480.0
2009-05-14,7125001660.0
2009-05-15,7150695860.0
2009-05-18,7525831180.0
2009-05-19,7533539440.0
2009-05-20,7302291640.0
2009-05-21,6960558780.0
2009-05-22,6965697620.0
2009-05-26,7274028020.0
2009-05-27,7158404120.0
2009-05-28,7160973540.0
2009-05-29,7222639620.0
2009-06-01,7729263720.0
2009-06-02,7883952120.0
2009-06-03,7765357680.0
2009-06-04,7641606960.0
2009-06-05,7528168800.0
2009-06-08,7525590660.0
2009-06-09,7667388360.0
2009-06-10,7538481360.0
2009-06-11,7200745020.0
2009-06-12,7311605040.0
2009-06-15,7293558060.0
2009-06-16,7048634760.0
2009-06-17,7218792000.0
2009-06-18,7172385480.0
2009-06-19,7355433420.0
2009-06-22,7334808300.0
2009-06-23,7151760360.0
2009-06-24,7319339460.0
2009-06-25,8012859120.0
2009-06-26,7999968420.0
2009-06-29,8028327960.0
2009-06-30,7927780500.0
2009-07-01,7930358640.0
2009-07-02,7646763240.0
2009-07-06,7718951160.0
2009-07-07,7530746940.0
2009-07-08,7718951160.0
2009-07-09,7628716260.0
2009-07-10,7685435340.0
2009-07-13,7863327000.0
2009-07-14,8067000060.0
2009-07-15,8193328920.0
2009-07-16,8242313580.0
2009-07-17,8417627100.0
2009-07-20,8693488080.0
2009-07-21,8659972260.0
2009-07-22,8804348100.0
2009-07-23,9108568620.0
2009-07-24,8959036500.0
2009-07-27,8953880220.0
2009-07-28,8943567660.0
2009-07-29,8969349060.0
2009-07-30,9121459320.0
2009-07-31,8959036500.0
2009-08-03,9178178400.0
2009-08-04,9222006780.0
2009-08-05,9041536980.0
2009-08-06,9090521640.0
2009-08-07,9523649160.0
2009-08-10,9296772840.0
2009-08-11,9193647240.0
2009-08-12,9299350980.0
2009-08-13,9247788180.0
2009-08-14,8992552320.0
2009-08-17,8732160180.0
2009-08-18,8873957880.0
2009-08-19,8951302080.0
2009-08-20,8971927200.0
2009-08-21,9232319340.0
2009-08-24,9085365360.0
2009-08-25,9469508220.0
2009-08-26,9657712440.0
2009-08-27,9570055680.0
2009-08-28,9575211960.0
2009-08-31,9414539520.0
2009-09-01,9174530700.0
2009-09-02,9208080320.0
2009-09-03,9388732120.0
2009-09-04,9463573580.0
2009-09-08,9460992840.0
2009-09-09,9556480220.0
2009-09-10,9651967600.0
2009-09-11,9473896540.0
2009-09-14,9517769120.0
2009-09-15,9504865420.0
2009-09-16,9899718640.0
2009-09-17,10015851940.0
2009-09-18,10137146720.0
2009-09-21,10268764460.0
2009-09-22,10183600040.0
2009-09-23,10070047480.0
2009-09-24,9742293500.0
2009-09-25,9497123200.0
2009-09-28,9737132020.0
2009-09-29,9711324620.0
2009-09-30,9688097960.0
2009-10-01,9502284680.0
2009-10-02,9458412100.0
2009-10-05,9582287620.0
2009-10-06,9703582400.0
2009-10-07,9633902420.0
2009-10-08,9651967600.0
2009-10-09,9649386860.0
2009-10-12,9502284680.0
2009-10-13,9476477280.0
2009-10-14,9538415040.0
2009-10-15,9476477280.0
2009-10-16,9378409160.0
2009-10-19,9479058020.0
2009-10-20,9319052140.0
2009-10-21,9218403280.0
2009-10-22,9437766180.0
2009-10-23,9334536580.0
2009-10-26,9368086200.0
2009-10-27,9257114380.0
2009-10-28,9014524820.0
2009-10-29,9288083260.0
2009-10-30,9086785540.0
2009-11-02,9391312860.0
2009-11-03,9370666940.0
2009-11-04,9324213620.0
2009-11-05,9571964660.0
2009-11-06,9584868360.0
2009-11-09,9739712760.0
2009-11-10,9737132020.0
2009-11-11,9770681640.0
2009-11-12,9543576520.0
2009-11-13,9574545400.0
2009-11-16,9731970540.0
2009-11-17,9651967600.0
2009-11-18,9649386860.0
2009-11-19,9577126140.0
2009-11-20,9610675760.0
2009-11-23,9703582400.0
2009-11-24,9613256500.0
2009-11-25,9664871300.0
2009-11-27,9546157260.0
2009-11-30,9691184000.0
2009-12-01,10088066000.0
2009-12-02,10121788000.0
2009-12-03,10049156000.0
2009-12-04,10155510000.0
2009-12-07,10036186000.0
2009-12-08,9922050000.0
2009-12-09,9875358000.0
2009-12-10,9940208000.0
2009-12-11,9906486000.0
2009-12-14,10064720000.0
2009-12-15,9937614000.0
2009-12-16,9839042000.0
2009-12-17,9730094000.0
2009-12-18,9724906000.0
2009-12-21,9906486000.0
2009-12-22,10251488000.0
2009-12-23,10243706000.0
2009-12-24,10238518000.0
2009-12-28,10189232000.0
2009-12-29,10147728000.0
2009-12-30,10176262000.0
2009-12-31,10015434000.0
2010-01-04,10124382000.0
2010-01-05,10030998000.0
2010-01-06,10176262000.0
2010-01-07,10879236000.0
2010-01-08,10902582000.0
2010-01-11,10837732000.0
2010-01-12,10736566000.0
2010-01-13,10894800000.0
2010-01-14,10749536000.0
2010-01-15,10549798000.0
2010-01-19,10586114000.0
2010-01-20,10409722000.0
2010-01-21,10251488000.0
2010-01-22,10134758000.0
2010-01-25,10134758000.0
2010-01-26,10184044000.0
2010-01-27,10230736000.0
2010-01-28,10121788000.0
2010-01-29,10038780000.0
2010-02-01,10202202000.0
2010-02-02,10386376000.0
2010-02-03,10347466000.0
2010-02-04,10023216000.0
2010-02-05,9986900000.0
2010-02-08,9992088000.0
2010-02-09,10139946000.0
2010-02-10,10067314000.0
2010-02-11,10287804000.0
2010-02-12,10318932000.0
2010-02-16,10632806000.0
2010-02-17,10679498000.0
2010-02-18,10684686000.0
2010-02-19,10741754000.0
2010-02-22,10710626000.0
2010-02-23,10625024000.0
2010-02-24,10814386000.0
2010-02-25,10848108000.0
2010-02-26,10793634000.0
2010-03-01,10829950000.0
2010-03-02,10661340000.0
2010-03-03,10656152000.0
2010-03-04,10739160000.0
2010-03-05,10804010000.0
2010-03-08,10804010000.0
2010-03-09,10695062000.0
2010-03-10,10809198000.0
2010-03-11,10723596000.0
2010-03-12,10967432000.0
2010-03-15,11154200000.0
2010-03-16,11195704000.0
2010-03-17,11185328000.0
2010-03-18,11429164000.0
2010-03-19,11385066000.0
2010-03-22,11512172000.0
2010-03-23,11540706000.0
2010-03-24,11444728000.0
2010-03-25,11387660000.0
2010-03-26,11413600000.0
2010-03-29,11387660000.0
2010-03-30,11455104000.0
2010-03-31,11351344000.0
2010-04-01,11460292000.0
2010-04-05,11698940000.0
2010-04-06,11574428000.0
2010-04-07,11587398000.0
2010-04-08,12056912000.0
2010-04-09,11805294000.0
2010-04-12,11872738000.0
2010-04-13,11841610000.0
2010-04-14,11880520000.0
2010-04-15,11880520000.0
2010-04-16,11758602000.0
2010-04-19,11813076000.0
2010-04-20,11997250000.0
2010-04-21,12051724000.0
2010-04-22,12282590000.0
2010-04-23,12409696000.0
2010-04-26,12516050000.0
2010-04-27,12010220000.0
2010-04-28,11960934000.0
2010-04-29,12215146000.0
2010-04-30,11922024000.0
2010-05-03,12168454000.0
2010-05-04,11912945000.0
2010-05-05,11727474000.0
2010-05-06,11216456000.0
2010-05-07,11130854000.0
2010-05-10,11960934000.0
2010-05-11,11999844000.0
2010-05-12,12241086000.0
2010-05-13,11839016000.0
2010-05-14,11532924000.0
2010-05-17,11574428000.0
2010-05-18,11208025500.0
2010-05-19,11400630000.0
2010-05-20,11234614000.0
2010-05-21,11483638000.0
2010-05-24,11283900000.0
2010-05-25,11403224000.0
2010-05-26,11232020000.0
2010-05-27,11727474000.0
2010-05-28,11639278000.0
2010-06-01,11357404470.0
2010-06-02,11634978510.0
2010-06-03,11619557730.0
2010-06-04,11101034002.0
2010-06-07,10799686260.0
2010-06-08,10989875880.0
2010-06-09,11041278480.0
2010-06-10,11455069410.0
2010-06-11,11421657720.0
2010-06-14,11534743440.0
2010-06-15,11789186310.0
2010-06-16,11596426560.0
2010-06-17,10717442100.0
2010-06-18,10920482370.0
2010-06-21,10614636900.0
2010-06-22,10355053770.0
2010-06-23,10655758980.0
2010-06-24,10054348560.0
2010-06-25,10110891420.0
2010-06-28,10046638170.0
2010-06-29,9666258930.0
2010-06-30,9530042040.0
2010-07-01,9434947230.0
2010-07-02,9301300470.0
2010-07-06,9255038130.0
2010-07-07,9560883600.0
2010-07-08,9519761520.0
2010-07-09,9625136850.0
2010-07-12,9540322560.0
2010-07-13,9851308290.0
2010-07-14,9584014770.0
2010-07-15,9720231660.0
2010-07-16,9262748520.0
2010-07-19,9442657620.0
2010-07-20,9668829060.0
2010-07-21,9486349830.0
2010-07-22,9835887510.0
2010-07-23,9951543360.0
2010-07-26,10170004410.0
2010-07-27,9761353740.0
2010-07-28,9761353740.0
2010-07-29,9594295290.0
2010-07-30,9735652440.0
2010-08-02,10054348560.0
2010-08-03,9851308290.0
2010-08-04,10036357650.0
2010-08-05,9974674530.0
2010-08-06,9979814790.0
2010-08-09,10087760250.0
2010-08-10,9930982320.0
2010-08-11,9632847240.0
2010-08-12,9650838150.0
2010-08-13,9530042040.0
2010-08-16,9553173210.0
2010-08-17,9774204390.0
2010-08-18,10121171940.0
2010-08-19,9910421280.0
2010-08-20,9853878420.0
2010-08-23,9843597900.0
2010-08-24,9445227750.0
2010-08-25,9619996590.0
2010-08-26,9424666710.0
2010-08-27,9509481000.0
2010-08-30,9070298680.0
2010-08-31,9072821010.0
2010-09-01,9410182647.0
2010-09-02,9708448170.0
2010-09-03,9842131660.0
2010-09-07,9748805450.0
2010-09-08,9895100590.0
2010-09-09,9955636510.0
2010-09-10,10177601550.0
2010-09-13,10379387950.0
2010-09-14,10463886005.0
2010-09-15,10510549110.0
2010-09-16,10540817070.0
2010-09-17,10366776300.0
2010-09-20,10583696680.0
2010-09-21,10583696680.0
2010-09-22,10606397650.0
2010-09-23,10946912200.0
2010-09-24,11027626760.0
2010-09-27,10926733560.0
2010-09-28,11030149090.0
2010-09-29,10982224820.0
2010-09-30,10949434530.0
2010-10-01,10946912200.0
2010-10-04,10878809290.0
2010-10-05,10972135500.0
2010-10-06,10851063660.0
2010-10-07,10838452010.0
2010-10-08,10813228710.0
2010-10-11,10921688900.0
2010-10-12,10909077250.0
2010-10-13,10969613170.0
2010-10-14,10904032590.0
2010-10-15,11007448120.0
2010-10-18,10949434530.0
2010-10-19,10788005410.0
2010-10-20,10989791810.0
2010-10-21,11103296660.0
2010-10-22,11103296660.0
2010-10-25,11108341320.0
2010-10-26,11105818990.0
2010-10-27,11004925790.0
2010-10-28,10982224820.0
2010-10-29,11073028700.0
2010-11-01,11100774330.0
2010-11-02,11161310250.0
2010-11-03,10984747150.0
2010-11-04,11302560730.0
2010-11-05,11383275290.0
2010-11-08,11340395680.0
2010-11-09,11161310250.0
2010-11-10,11300038400.0
2010-11-11,11340395680.0
2010-11-12,11125997630.0
2010-11-15,11065461710.0
2010-11-16,10931778220.0
2010-11-17,10999881130.0
2010-11-18,10906554920.0
2010-11-19,10867458805.0
2010-11-22,10891420940.0
2010-11-23,10777916090.0
2010-11-24,11178966560.0
2010-11-26,11118430640.0
2010-11-29,11173810180.0
2010-11-30,11122950780.0
2010-12-01,11341646200.0
2010-12-02,11618829930.0
2010-12-03,11684947150.0
2010-12-06,11644259630.0
2010-12-07,11659517450.0
2010-12-08,11761236250.0
2010-12-09,11829896440.0
2010-12-10,11890927720.0
2010-12-13,12112166110.0
2010-12-14,12409693600.0
2010-12-15,12076564530.0
2010-12-16,12147767690.0
2010-12-17,12135052840.0
2010-12-20,12175740360.0
2010-12-21,12091822350.0
2010-12-22,12122337990.0
2010-12-23,12740279700.0
2010-12-27,12636017930.0
2010-12-28,12605502290.0
2010-12-29,12610588230.0
2010-12-30,12564814770.0
2010-12-31,12498697550.0
2011-01-03,12613131200.0
2011-01-04,12450381120.0
2011-01-05,12465638940.0
2011-01-06,12419865480.0
2011-01-07,12366463110.0
2011-01-10,12396978750.0
2011-01-11,12519041310.0
2011-01-12,12580072590.0
2011-01-13,12521584280.0
2011-01-14,12590244470.0
2011-01-18,12577529620.0
2011-01-19,12307974800.0
2011-01-20,12203713030.0
2011-01-21,12234228670.0
2011-01-24,12404607660.0
2011-01-25,12539385070.0
2011-01-26,12592787440.0
2011-01-27,12877600080.0
2011-01-28,12358834200.0
2011-01-31,12206256000.0
2011-02-01,12341033410.0
2011-02-02,12140138780.0
2011-02-03,12271101735.0
2011-02-04,12292716980.0
2011-02-07,12288266782.0
2011-02-08,12404607660.0
2011-02-09,12524127250.0
2011-02-10,12651275750.0
2011-02-11,12725021880.0
2011-02-14,12661447630.0
2011-02-15,12547013980.0
2011-02-16,12625846050.0
2011-02-17,12572443680.0
2011-02-18,12923373540.0
2011-02-22,12455467060.0
2011-02-23,12142681750.0
2011-02-24,12043505920.0
2011-02-25,12168111450.0
2011-02-28,11823039900.0
2011-03-01,11602048500.0
2011-03-02,11764108860.0
2011-03-03,12002288480.0
2011-03-04,11869693640.0
2011-03-07,11668345920.0
2011-03-08,11594682120.0
2011-03-09,11486641880.0
2011-03-10,11204263980.0
2011-03-11,11250917720.0
2011-03-14,11128144720.0
2011-03-15,11309848760.0
2011-03-16,11066758220.0
2011-03-17,11250917720.0
2011-03-18,11191986680.0
2011-03-21,11442443600.0
2011-03-22,11405611700.0
2011-03-23,11535751080.0
2011-03-24,11754287020.0
2011-03-25,11609414880.0
2011-03-28,11619236720.0
2011-03-29,11707633280.0
2011-03-30,11918802840.0
2011-03-31,11852505420.0
2011-04-01,11960545660.0
2011-04-04,11906525540.0
2011-04-05,12007199400.0
2011-04-06,12127516940.0
2011-04-07,13394534300.0
2011-04-08,13215285720.0
2011-04-11,13261939460.0
2011-04-12,13274216760.0
2011-04-13,13387167920.0
2011-04-14,13490297240.0
2011-04-15,13711288640.0
2011-04-18,13699011340.0
2011-04-19,13713744100.0
2011-04-20,14001032920.0
2011-04-21,14069785800.0
2011-04-25,13890537220.0
2011-04-26,14028042980.0
2011-04-27,14057508500.0
2011-04-28,13964201020.0
2011-04-29,13782496980.0
2011-05-02,13782496980.0
2011-05-03,13630258460.0
2011-05-04,13635169380.0
2011-05-05,13686734040.0
2011-05-06,13672001280.0
2011-05-09,13620436620.0
2011-05-10,13888081760.0
2011-05-11,13748120540.0
2011-05-12,13794774280.0
2011-05-13,13664634900.0
2011-05-16,13492752700.0
2011-05-17,13465742640.0
2011-05-18,13541861900.0
2011-05-19,13482930860.0
2011-05-20,13217741180.0
2011-05-23,13183364740.0
2011-05-24,13173542900.0
2011-05-25,13311048660.0
2011-05-26,13212830260.0
2011-05-27,13126889160.0
2011-05-31,13081851390.0
2011-06-01,12882795570.0
2011-06-02,12756565050.0
2011-06-03,12528379110.0
2011-06-06,12538089150.0
2011-06-07,12746855010.0
2011-06-08,12778412640.0
2011-06-09,12979895970.0
2011-06-10,12843955410.0
2011-06-13,12916780710.0
2011-06-14,13212936930.0
2011-06-15,12843955410.0
2011-06-16,12831817860.0
2011-06-17,12620624490.0
2011-06-20,12766275090.0
2011-06-21,13123119060.0
2011-06-22,13123119060.0
2011-06-23,13819814430.0
2011-06-24,13737279090.0
2011-06-27,13705721460.0
2011-06-28,14084413020.0
2011-06-29,14081985510.0
2011-06-30,14169375870.0
2011-07-01,14416981890.0
2011-07-05,14395134300.0
2011-07-06,14346584100.0
2011-07-07,14640312810.0
2011-07-08,14599045140.0
2011-07-11,14407271850.0
2011-07-12,14353866630.0
2011-07-13,14429119440.0
2011-07-14,14276186310.0
2011-07-15,14239773660.0
2011-07-18,14363576670.0
2011-07-19,14455822050.0
2011-07-20,14327164020.0
2011-07-21,14438829480.0
2011-07-22,14492234700.0
2011-07-25,14409699360.0
2011-07-26,14448539520.0
2011-07-27,14040717840.0
2011-07-28,14009160210.0
2011-07-29,14198505990.0
2011-08-01,13907204790.0
2011-08-02,13336739940.0
2011-08-03,13169241750.0
2011-08-04,12829390350.0
2011-08-05,12841527900.0
2011-08-08,12072007230.0
2011-08-09,12756565050.0
2011-08-10,12152115060.0
2011-08-11,12860947980.0
2011-08-12,13212936930.0
2011-08-15,13254204600.0
2011-08-16,13110981510.0
2011-08-17,12945910830.0
2011-08-18,12382728510.0
2011-08-19,12292910640.0
2011-08-22,12540516660.0
2011-08-23,12943483320.0
2011-08-24,13035728700.0
2011-08-25,12911925690.0
2011-08-26,13327029900.0
2011-08-29,13552335980.0
2011-08-30,13592762320.0
2011-08-31,13521421720.0
2011-09-01,13585628260.0
2011-09-02,13421544880.0
2011-09-06,13461971220.0
2011-09-07,13848399470.0
2011-09-08,13649834800.0
2011-09-09,13385874580.0
2011-09-12,13794894020.0
2011-09-13,14080256420.0
2011-09-14,14118304740.0
2011-09-15,14115926720.0
2011-09-16,14253851880.0
2011-09-19,14234827720.0
2011-09-20,14016049880.0
2011-09-21,13668858960.0
2011-09-22,13754467680.0
2011-09-23,13607030440.0
2011-09-26,14039830080.0
2011-09-27,14132572860.0
2011-09-28,13985135620.0
2011-09-29,14123060780.0
2011-09-30,13628432620.0
2011-10-03,13140938520.0
2011-10-04,13186120900.0
2011-10-05,13243193380.0
2011-10-06,13671236980.0
2011-10-07,13585628260.0
2011-10-10,14001781760.0
2011-10-11,14139706920.0
2011-10-12,14192023360.0
2011-10-13,14218181580.0
2011-10-14,14546348340.0
2011-10-17,14327570500.0
2011-10-18,14503543980.0
2011-10-19,14310924360.0
2011-10-20,14199157420.0
2011-10-21,14698541620.0
2011-10-24,14798418460.0
2011-10-25,14510678040.0
2011-10-26,14491653880.0
2011-10-27,14926831540.0
2011-10-28,14541592300.0
2011-10-31,14705675680.0
2011-11-01,14629579040.0
2011-11-02,14719943800.0
2011-11-03,14741345980.0
2011-11-04,14750858060.0
2011-11-07,14972013920.0
2011-11-08,15086158880.0
2011-11-09,14617688940.0
2011-11-10,14206291480.0
2011-11-11,14724699840.0
2011-11-14,14562994480.0
2011-11-15,14646225180.0
2011-11-16,14413179220.0
2011-11-17,14308546340.0
2011-11-18,14265741980.0
2011-11-21,14077878400.0
2011-11-22,13939953240.0
2011-11-23,13837698380.0
2011-11-25,13768735800.0
2011-11-28,13630617000.0
