,MMI
2023-03-28,1192464000
2023-03-29,1224608000
2023-03-30,1229312000
2023-03-31,1237455180
2023-04-03,1228206060
2023-04-04,1213176240
2023-04-05,1217030040
2023-04-06,1226664540
2023-04-10,1220883840
2023-04-11,1223196120
2023-04-12,1217030040
2023-04-13,1233216000
2023-04-14,1230132960
2023-04-17,1257494940
2023-04-18,1226279160
2023-04-19,1220498460
2023-04-20,1222810740
2023-04-21,1220113080
2023-04-24,1211249340
2023-04-25,1196990280
2023-04-26,1152286200
2023-04-27,1189282680
2023-04-28,1212790860
2023-05-01,1207780920
2023-05-02,1166545260
2023-05-03,1163462220
2023-05-04,1184658120
2023-05-05,1204697880
2023-05-08,1126465740
2023-05-09,1068273360
2023-05-10,1082147040
2023-05-11,1077137100
2023-05-12,1063648800
2023-05-15,1095635340
2023-05-16,1089854640
2023-05-17,1108738260
2023-05-18,1137641760
2023-05-19,1156140000
2023-05-22,1177721280
2023-05-23,1164618360
2023-05-24,1137256380
2023-05-25,1115289720
2023-05-26,1119914280
2023-05-30,1129548780
2023-05-31,1131090300
2023-06-01,1145734740
2023-06-02,1184272740
2023-06-05,1168472160
2023-06-06,1227435300
2023-06-07,1257109560
2023-06-08,1251328860
2023-06-09,1254797280
2023-06-12,1261734120
2023-06-13,1272910140
2023-06-14,1264817160
2023-06-15,1258265700
2023-06-16,1254797280
2023-06-20,1234372140
2023-06-21,1224352260
2023-06-22,1215103140
2023-06-23,1193521860
2023-06-26,1212790860
2023-06-27,1238225940
2023-06-28,1229362200
2023-06-29,1256724180
2023-06-30,1212882920
2023-07-03,1241751920
2023-07-05,1227124960
2023-07-06,1231744000
2023-07-07,1248295560
2023-07-10,1281013760
2023-07-11,1295640719
2023-07-12,1325279560
2023-07-13,1339906520
2023-07-14,1324509719
2023-07-17,1332977960
2023-07-18,1364541400
2023-07-19,1381477880
2023-07-20,1366081080
2023-07-21,1355688240
2023-07-24,1361846960
2023-07-25,1379938200
2023-07-26,1396489760
2023-07-27,1386096920
2023-07-28,1379168360
2023-07-31,1411886560
2023-08-01,1424973840
2023-08-02,1429977800
2023-08-03,1429977800
2023-08-04,1408037360
2023-08-07,1436906360
2023-08-08,1420354800
2023-08-09,1389561200
2023-08-10,1386096920
2023-08-11,1374164400
2023-08-14,1339906520
2023-08-15,1314501800
2023-08-16,1290251840
2023-08-17,1259073320
2023-08-18,1254069360
2023-08-21,1226740040
2023-08-22,1221351160
2023-08-23,1242136840
2023-08-24,1259073320
2023-08-25,1249450320
2023-08-28,1274470120
2023-08-29,1291791520
2023-08-30,1286017719
2023-08-31,1281783600
2023-09-01,1289866920
2023-09-05,1279474080
2023-09-06,1264462200
2023-09-07,1242136840
2023-09-08,1241367000
2023-09-11,1241751920
2023-09-12,1242906680
2023-09-13,1204029760
2023-09-14,1217886880
2023-09-15,1215192440
2023-09-18,1211728160
2023-09-19,1223275760
2023-09-20,1195176600
2023-09-21,1165152840
2023-09-22,1150525880
2023-09-25,1166692520
2023-09-26,1129355280
2023-09-27,1115498160
2023-09-28,1133589400
2023-09-29,1129355280
2023-10-02,1117876500
2023-10-03,1080613950
2023-10-04,1088296950
2023-10-05,1107504450
2023-10-06,1105967850
2023-10-09,1132474200
2023-10-10,1129016850
2023-10-11,1146687750
2023-10-12,1141693800
2023-10-13,1112882550
2023-10-16,1118644800
2023-10-17,1123638750
2023-10-18,1093290900
2023-10-19,1073699250
2023-10-20,1058333250
2023-10-23,1058333250
2023-10-24,1054875900
2023-10-25,1045656300
2023-10-26,1073699250
2023-10-27,1076388300
2023-10-30,1088296950
2023-10-31,1102510500
2023-11-01,1122486300
2023-11-02,1139773050
2023-11-03,1219676250
2023-11-06,1238883750
2023-11-07,1219292100
2023-11-08,1184334450
2023-11-09,1149376800
2023-11-10,1142846250
2023-11-13,1143998700
2023-11-14,1233121500
2023-11-15,1246950900
2023-11-16,1251944850
2023-11-17,1259243700
2023-11-20,1260780300
2023-11-21,1260396150
2023-11-22,1261548600
2023-11-24,1278835350
2023-11-27,1279219500
2023-11-28,1300731900
2023-11-29,1321091850
2023-11-30,1321860149
2023-12-01,1344140850
2023-12-04,1368342300
2023-12-05,1348750650
2023-12-06,1366805700
2023-12-07,1392927900
2023-12-08,1422123300
2023-12-11,1426348950
2023-12-12,1408293899
2023-12-13,1482434850
2023-12-14,1568484450
2023-12-15,1555807500
2023-12-18,1559649000
2023-12-19,1601137200
2023-12-20,1591917600
2023-12-21,1614198300
2023-12-22,1619192250
2023-12-26,1656454800
2023-12-27,1696790550
2023-12-28,1684881900
2023-12-29,1677967200
2024-01-02,1643009550
2024-01-03,1586923650
2024-01-04,1545819600
2024-01-05,1525459650
2024-01-08,1518929100
2024-01-09,1449013800
2024-01-10,1452855300
2024-01-11,1432495350
2024-01-12,1439794199
2024-01-16,1410598800
2024-01-17,1404836550
2024-01-18,1416361050
2024-01-19,1448245500
2024-01-22,1488965400
2024-01-23,1469757900
2024-01-24,1468221300
2024-01-25,1503178950
2024-01-26,1513551000
2024-01-29,1513166850
2024-01-30,1511630250
2024-01-31,1463227350
2024-02-01,1475136000
2024-02-02,1433647800
2024-02-05,1394080350
2024-02-06,1400226750
2024-02-07,1382171699
2024-02-08,1449397949
2024-02-09,1475520149
2024-02-12,1498185000
2024-02-13,1432879500
2024-02-14,1483203150
2024-02-15,1535063400
2024-02-16,1515087600
2024-02-20,1483587300
2024-02-21,1420202550
2024-02-22,1448245500
2024-02-23,1420970850
2024-02-26,1411367100
2024-02-27,1404452400
2024-02-28,1387933950
2024-02-29,1409446350
2024-03-01,1399458450
2024-03-04,1354512900
2024-03-05,1333384650
2024-03-06,1337226150
2024-03-07,1342988400
2024-03-08,1327622400
2024-03-11,1308414900
2024-03-12,1285750050
2024-03-13,1285750050
2024-03-14,1278451200
2024-03-15,1267695000
2024-03-18,1221981150
2024-03-19,1216987200
2024-03-20,1241572800
2024-03-21,1260396150
2024-03-22,1230816600
2024-03-25,1241572800
2024-03-26,1256170500
2024-03-27,1293433050
2024-03-28,1312640550
2024-04-01,1289975700
2024-04-02,1250024100
2024-04-03,1284597600
2024-04-04,1285750050
2024-04-05,1278835350
2024-04-08,1264237649
2024-04-09,1296122100
2024-04-10,1248871650
2024-04-11,1262316900
2024-04-12,1242725250
2024-04-15,1241572800
2024-04-16,1219676250
2024-04-17,1180492950
2024-04-18,1190865000
2024-04-19,1191633300
2024-04-22,1213914000
2024-04-23,1243109400
2024-04-24,1242725250
2024-04-25,1238499600
2024-04-26,1239652050
2024-04-29,1246182600
2024-04-30,1216603050
2024-05-01,1208920050
2024-05-02,1250792400
2024-05-03,1279219500
2024-05-06,1275671460
2024-05-07,1281822980
2024-05-08,1281822980
2024-05-09,1307198000
2024-05-10,1294894960
2024-05-13,1295279430
2024-05-14,1312965050
2024-05-15,1346029470
2024-05-16,1356794630
2024-05-17,1366406380
2024-05-20,1331804080
2024-05-21,1306429059
2024-05-22,1289512380
2024-05-23,1282207450
2024-05-24,1266444180
2024-05-28,1250296440
2024-05-29,1220307780
2024-05-30,1239915750
2024-05-31,1242991510
2024-06-03,1218000960
2024-06-04,1183783130
2024-06-05,1205313450
2024-06-06,1191472530
2024-06-07,1175324790
2024-06-10,1174940320
2024-06-11,1168788800
2024-06-12,1193394880
2024-06-13,1179169490
2024-06-14,1182245250
2024-06-17,1203391100
2024-06-18,1194548290
2024-06-20,1199161930
2024-06-21,1226459300
2024-06-24,1218000960
2024-06-25,1194548290
2024-06-26,1188396770
2024-06-27,1208004740
2024-06-28,1211849440
2024-07-01,1162252810
2024-07-02,1178785020
2024-07-03,1212618380
2024-07-05,1206851330
2024-07-08,1226459300
2024-07-09,1220307780
2024-07-10,1232226350
2024-07-11,1333341960
2024-07-12,1354872280
2024-07-15,1389859050
2024-07-16,1422154530
2024-07-17,1452912130
2024-07-18,1440609090
2024-07-19,1439455680
2024-07-22,1475211390
2024-07-23,1499433000
2024-07-24,1472904570
2024-07-25,1515965210
2024-07-26,1532881890
2024-07-29,1519425440
2024-07-30,1529421660
2024-07-31,1522885670
2024-08-01,1510967100
2024-08-02,1498664059
2024-08-05,1465782500
2024-08-06,1490534500
2024-08-07,1460754750
2024-08-08,1483573000
2024-08-09,1473130750
