,ELV
2015-09-18,38374518000
2015-09-21,39082641000
2015-09-22,38844858000
2015-09-23,39006864000
2015-09-24,38426778000
2015-09-25,37081083000
2015-09-28,35617803000
2015-09-29,35986236000
2015-09-30,36573346320
2015-10-01,36296433840
2015-10-02,37056636967
2015-10-05,37317875155
2015-10-06,36432277698
2015-10-07,36419215789
2015-10-08,35875840358
2015-10-09,36701353032
2015-10-12,37581725725
2015-10-13,38279231687
2015-10-14,37448494249
2015-10-15,37939622043
2015-10-16,38415075545
2015-10-19,38874854756
2015-10-20,38725948989
2015-10-21,37302200864
2015-10-22,36419215789
2015-10-23,36821522598
2015-10-26,37027900767
2015-10-27,37798553421
2015-10-28,37043575058
2015-10-29,36923405491
2015-10-30,36351293860
2015-11-02,36536772973
2015-11-03,35802693665
2015-11-04,35355976363
2015-11-05,35538843095
2015-11-06,35000692428
2015-11-09,34945832408
2015-11-10,35337689690
2015-11-11,35055552447
2015-11-12,34857011424
2015-11-13,34627121819
2015-11-16,35282829671
2015-11-17,35593703115
2015-11-18,35868003212
2015-11-19,33401914717
2015-11-20,34297961702
2015-11-23,34256163592
2015-11-24,34386782686
2015-11-25,34222202628
2015-11-27,34279675029
2015-11-30,34060234951
2015-12-01,35481370694
2015-12-02,34723779948
2015-12-03,33812058672
2015-12-04,34679369457
2015-12-07,34687206602
2015-12-08,34378945540
2015-12-09,34603610382
2015-12-10,35225357269
2015-12-11,35470921166
2015-12-14,35405611619
2015-12-15,35272380143
2015-12-16,35993397542
2015-12-17,36314720513
2015-12-18,35985560397
2015-12-21,36450564371
2015-12-22,36622981575
2015-12-23,36706577795
2015-12-24,36719639705
2015-12-28,36581183465
2015-12-29,37056636967
2015-12-30,36824134980
2015-12-31,36650537327
2016-01-04,36590083916
2016-01-05,37123650975
2016-01-06,36216849815
2016-01-07,35596545253
2016-01-08,34729170231
2016-01-11,33738259977
2016-01-12,35641228209
2016-01-13,35257480472
2016-01-14,36298330499
2016-01-15,35480895250
2016-01-19,35969779354
2016-01-20,36137997540
2016-01-21,36477062322
2016-01-22,37165705522
2016-01-25,36448149821
2016-01-26,36208964588
2016-01-27,34492613406
2016-01-28,33228348600
2016-01-29,34298111128
2016-02-01,34095723623
2016-02-02,33383424741
2016-02-03,33336113376
2016-02-04,33286173602
2016-02-05,32429312216
2016-02-08,30810212173
2016-02-09,31493598555
2016-02-10,31927286066
2016-02-11,31535653101
2016-02-12,31948313339
2016-02-16,32810431544
2016-02-17,33527987244
2016-02-18,33648894066
2016-02-19,33441249742
2016-02-22,34739683867
2016-02-23,34503127043
2016-02-24,34366449767
2016-02-25,34755454322
2016-02-26,34826421370
2016-02-29,34350679312
2016-03-01,34642432728
2016-03-02,35244338426
2016-03-03,34949956600
2016-03-04,34786995232
2016-03-07,35010410011
2016-03-08,34821164551
2016-03-09,35362616838
2016-03-10,36222106633
2016-03-11,37612535079
2016-03-14,37893774859
2016-03-15,37404890755
2016-03-16,37720299855
2016-03-17,36889722560
2016-03-18,37502141894
2016-03-21,36797728240
2016-03-22,37026399836
2016-03-23,36666307782
2016-03-24,36789843012
2016-03-28,36682078236
2016-03-29,36871323696
2016-03-30,36789843012
2016-03-31,36554370000
2016-04-01,37306550000
2016-04-04,38729380000
2016-04-05,37698420000
2016-04-06,38100810000
2016-04-07,37719460000
2016-04-08,37803620000
2016-04-11,37056700000
2016-04-12,37574810000
2016-04-13,37753650000
2016-04-14,37664230000
2016-04-15,37585330000
2016-04-18,37501170000
2016-04-19,37977200000
2016-04-20,38271760000
2016-04-21,38374330000
2016-04-22,38797760000
2016-04-25,38421670000
2016-04-26,38679410000
2016-04-27,38071880000
2016-04-28,37872000000
2016-04-29,37022510000
2016-05-02,36946240000
2016-05-03,37193460000
2016-05-04,36485990000
2016-05-05,36049410000
2016-05-06,36096750000
2016-05-09,36409720000
2016-05-10,36862080000
2016-05-11,36706910000
2016-05-12,35789040000
2016-05-13,35639130000
2016-05-16,36091490000
2016-05-17,35823230000
2016-05-18,35789040000
2016-05-19,35186770000
2016-05-20,35696990000
2016-05-23,35026340000
2016-05-24,33790239999
2016-05-25,34442480000
2016-05-26,34087430000
2016-05-27,34374100000
2016-05-31,34758080000
2016-06-01,34850130000
2016-06-02,35055270000
2016-06-03,34673920000
2016-06-06,34831720000
2016-06-07,34955330000
2016-06-08,35294600000
2016-06-09,35176250000
2016-06-10,34589760000
2016-06-13,34368840000
2016-06-14,34326760000
2016-06-15,34350430000
2016-06-16,34789640000
2016-06-17,34805420000
2016-06-20,34905360000
2016-06-21,34571350000
2016-06-22,33853360000
2016-06-23,33840209999
2016-06-24,33237940000
2016-06-27,32835550000
2016-06-28,33414150000
2016-06-29,34579240000
2016-06-30,34568688000
2016-07-01,34655544000
2016-07-05,34437088000
2016-07-06,34773984000
2016-07-07,34068608000
2016-07-08,34781880000
2016-07-11,34626592000
2016-07-12,34710816000
2016-07-13,35200368000
2016-07-14,35245112000
2016-07-15,35350392000
2016-07-18,35532000000
2016-07-19,34758192000
2016-07-20,35655704000
2016-07-21,36584800000
2016-07-22,37621808000
2016-07-25,36842736000
2016-07-26,36213688000
2016-07-27,35231952000
2016-07-28,34979280000
2016-07-29,34568688000
2016-08-01,33586952000
2016-08-02,33047392000
2016-08-03,33655384000
2016-08-04,33379024000
2016-08-05,33652752000
2016-08-08,33621168000
2016-08-09,33808039999
2016-08-10,33729080000
2016-08-11,33742239999
2016-08-12,34266008000
2016-08-15,34029127999
2016-08-16,34039656000
2016-08-17,34094927999
2016-08-18,34065976000
2016-08-19,34089664000
2016-08-22,34142304000
2016-08-23,33984384000
2016-08-24,33586952000
2016-08-25,33455352000
2016-08-26,32884208000
2016-08-29,32684176000
2016-08-30,33010544000
2016-08-31,32921056000
2016-09-01,32468352000
2016-09-02,32699968000
2016-09-06,32713128000
2016-09-07,33123720000
2016-09-08,33602744000
2016-09-09,33397448000
2016-09-12,33842256000
2016-09-13,32786824000
2016-09-14,32449928000
2016-09-15,32726288000
2016-09-16,33036864000
2016-09-19,33247424000
2016-09-20,33100032000
2016-09-21,33844888000
2016-09-22,33800143999
2016-09-23,33310592000
2016-09-26,32921056000
2016-09-27,33242160000
2016-09-28,33523784000
2016-09-29,32881576000
2016-09-30,33050186067
2016-10-03,32414554845
2016-10-04,32293231043
2016-10-05,32195644507
2016-10-06,32269493778
2016-10-07,32150807450
2016-10-10,32915674896
2016-10-11,32150807450
2016-10-12,31873872685
2016-10-13,31913434795
2016-10-14,31937172060
2016-10-17,31196041880
2016-10-18,32480491694
2016-10-19,32659839922
2016-10-20,32712589401
2016-10-21,32572803282
2016-10-24,32833913203
2016-10-25,32836550677
2016-10-26,32749514037
2016-10-27,32570165808
2016-10-28,32076958179
2016-10-31,32140257554
2016-11-01,30969219120
2016-11-02,32438292111
2016-11-03,31657599821
2016-11-04,31462426749
2016-11-07,32570165808
2016-11-08,33453719581
2016-11-09,33957477106
2016-11-10,35305226294
2016-11-11,35257751763
2016-11-14,36555388947
2016-11-15,36507914415
2016-11-16,36500001994
2016-11-17,36365490822
2016-11-18,35698209913
2016-11-21,36228342177
2016-11-22,37270144387
2016-11-23,37879400869
2016-11-25,38174797952
2016-11-28,37779176859
2016-11-29,38317221545
2016-11-30,37591916209
2016-12-01,38288209332
2016-12-02,38269747014
2016-12-05,38003362145
2016-12-06,37860938552
2016-12-07,38296121754
2016-12-08,38668005580
2016-12-09,38475469982
2016-12-12,38451732717
2016-12-13,38660093159
2016-12-14,38161610582
2016-12-15,37892588239
2016-12-16,38364696076
2016-12-19,38211722587
2016-12-20,38944940345
2016-12-21,38238097327
2016-12-22,38132598369
2016-12-23,38512394617
2016-12-27,38422720503
2016-12-28,38048199202
2016-12-29,38180072900
2016-12-30,37918962979
2017-01-03,37872656000
2017-01-04,37822420000
2017-01-05,38224308000
2017-01-06,38166140000
2017-01-09,37753676000
2017-01-10,38692296000
2017-01-11,38557452000
2017-01-12,39181436000
2017-01-13,39271332000
2017-01-17,38800700000
2017-01-18,38924968000
2017-01-19,39160284000
2017-01-20,39826572000
2017-01-23,39702304000
2017-01-24,39720812000
2017-01-25,40640924000
2017-01-26,40294560000
2017-01-27,40545740000
2017-01-30,40765192000
2017-01-31,40754616000
2017-02-01,42512876000
2017-02-02,41685304000
2017-02-03,42060752000
2017-02-06,41460564000
2017-02-07,41931196000
2017-02-08,41933840000
2017-02-09,42748192000
2017-02-10,42917408000
2017-02-13,43234688000
2017-02-14,43181808000
2017-02-15,43015236000
2017-02-16,43300788000
2017-02-17,42370100000
2017-02-21,43419768000
2017-02-22,43168588000
2017-02-23,43340448000
2017-02-24,43316652000
2017-02-27,43602204000
2017-02-28,43578408000
2017-03-01,44146868000
2017-03-02,43882468000
2017-03-03,43890400000
2017-03-06,43848096000
2017-03-07,43893044000
2017-03-08,43797860000
2017-03-09,43937992000
2017-03-10,43998804000
2017-03-13,44218256000
2017-03-14,43673592000
2017-03-15,44736480000
2017-03-16,44530248000
2017-03-17,44490588000
2017-03-20,44310796000
2017-03-21,44152156000
2017-03-22,44006736000
2017-03-23,43726472000
2017-03-24,43031100000
2017-03-27,42883036000
2017-03-28,43520240000
2017-03-29,43620712000
2017-03-30,44175952000
2017-03-31,43759548000
2017-04-03,44053254000
2017-04-04,43844220000
2017-04-05,43592850000
2017-04-06,43902432000
2017-04-07,43992396000
2017-04-10,44304624000
2017-04-11,44301978000
2017-04-12,44037378000
2017-04-13,43656354000
2017-04-17,44172324000
2017-04-18,44021502000
2017-04-19,44132634000
2017-04-20,44471322000
2017-04-21,44399880000
2017-04-24,44561286000
2017-04-25,45632916000
2017-04-26,47371338000
2017-04-27,47178180000
2017-04-28,47069694000
2017-05-01,47416320000
2017-05-02,47964042000
2017-05-03,47612124000
2017-05-04,47598894000
2017-05-05,47707380000
2017-05-08,47583018000
2017-05-09,47027358000
2017-05-10,47662398000
2017-05-11,48347712000
2017-05-12,48009024000
2017-05-15,48236580000
2017-05-16,47842326000
2017-05-17,46601352000
2017-05-18,46752174000
2017-05-19,46678086000
2017-05-22,46701900000
2017-05-23,47022066000
2017-05-24,47649168000
2017-05-25,48024900000
2017-05-26,48442968000
2017-05-30,48506472000
2017-05-31,48249810000
2017-06-01,49662774000
2017-06-02,49633668000
2017-06-05,49398174000
2017-06-06,49652190000
2017-06-07,49832118000
2017-06-08,49636314000
2017-06-09,49459032000
2017-06-12,49411404000
2017-06-13,49522536000
2017-06-14,49948542000
2017-06-15,49943250000
2017-06-16,50263416000
2017-06-19,50999004000
2017-06-20,50803200000
2017-06-21,50821722000
2017-06-22,51163056000
2017-06-23,50318982000
2017-06-26,49784490000
2017-06-27,49588686000
2017-06-28,49723632000
2017-06-29,49525182000
2017-06-30,48425556558
2017-07-03,48803941548
2017-07-05,49228659393
2017-07-06,48978976781
2017-07-07,49321325105
2017-07-10,49452601530
2017-07-11,49447453435
2017-07-12,49818116282
2017-07-13,49563285575
2017-07-14,49565859622
2017-07-17,49444879387
2017-07-18,48765330834
2017-07-19,48981550828
2017-07-20,49084512730
2017-07-21,49074216540
2017-07-24,49164308205
2017-07-25,49056198207
2017-07-26,47617305627
2017-07-27,47238920637
2017-07-28,48338038941
2017-07-31,47931339428
2017-08-01,48049745615
2017-08-02,48636628457
2017-08-03,49277566297
2017-08-04,49030457732
2017-08-07,49063920350
2017-08-08,49416564864
2017-08-09,49640507001
2017-08-10,48834830118
2017-08-11,48760182739
2017-08-14,49244103679
2017-08-15,49676543667
2017-08-16,49769209379
2017-08-17,49411416769
2017-08-18,49169456300
2017-08-21,49671395572
2017-08-22,50181056987
2017-08-23,50253130318
2017-08-24,49653377239
2017-08-25,49596748193
2017-08-28,49802671997
2017-08-29,49892763661
2017-08-30,49293010582
2017-08-31,50461628170
2017-09-01,50819420779
2017-09-05,50755069590
2017-09-06,49846430805
2017-09-07,49586452003
2017-09-08,49897911756
2017-09-11,50438461742
2017-09-12,48711275836
2017-09-13,48834830118
2017-09-14,48070337996
2017-09-15,48029153235
2017-09-18,47619879675
2017-09-19,46703518747
2017-09-20,47231198494
2017-09-21,47233772542
2017-09-22,47069033499
2017-09-25,46718963032
2017-09-26,47434548251
2017-09-27,47993116569
2017-09-28,48850274403
2017-09-29,48876014879
2017-10-02,48940387723
2017-10-03,49483287738
2017-10-04,49531943872
2017-10-05,49403901415
2017-10-06,49480726889
2017-10-09,48845636305
2017-10-10,48307857988
2017-10-11,48627964129
2017-10-12,48589551392
2017-10-13,47076089556
2017-10-16,47058163612
2017-10-17,47954460808
2017-10-18,49114525464
2017-10-19,49475605191
2017-10-20,49857171711
2017-10-23,50100452379
2017-10-24,50000579263
2017-10-25,52679227453
2017-10-26,52986529348
2017-10-27,54120985513
2017-10-30,53639545876
2017-10-31,53575524648
2017-11-01,53657471820
2017-11-02,53928921828
2017-11-03,54238784573
2017-11-06,55391166681
2017-11-07,55690786030
2017-11-08,55537135082
2017-11-09,55309219509
2017-11-10,55895653960
2017-11-13,55944310093
2017-11-14,55941749244
2017-11-15,55877728016
2017-11-16,56566596432
2017-11-17,56551231337
2017-11-20,56210638403
2017-11-21,56343802558
2017-11-22,56446236523
2017-11-24,56438553976
2017-11-27,56346363407
2017-11-28,56922554461
2017-11-29,58210661574
2017-11-30,60169711158
2017-12-01,59498768686
2017-12-04,57606301179
2017-12-05,57232417206
2017-12-06,57032670974
2017-12-07,57270829943
2017-12-08,57580692688
2017-12-11,57880312036
2017-12-12,58579423848
2017-12-13,59427064910
2017-12-14,58162005440
2017-12-15,57928968169
2017-12-18,58136396949
2017-12-19,58384799314
2017-12-20,58366873370
2017-12-21,57639592218
2017-12-22,57772756372
2017-12-26,57729221937
2017-12-27,57680565804
2017-12-28,58141518647
2017-12-29,57621666274
2018-01-02,57810800000
2018-01-03,58616570000
2018-01-04,58887718000
2018-01-05,59944172000
2018-01-08,59299556000
2018-01-09,60026028000
2018-01-10,59829062000
2018-01-11,60113000000
2018-01-12,61345956000
2018-01-16,61839650000
2018-01-17,63732570000
2018-01-18,63860470000
2018-01-19,63965348000
2018-01-22,64077900000
2018-01-23,64077900000
2018-01-24,64714842000
2018-01-25,64295330000
2018-01-26,66045002000
2018-01-29,65745715999
2018-01-30,62271952000
2018-01-31,63400030000
2018-02-01,62397294000
2018-02-02,61182244000
2018-02-05,58949110000
2018-02-06,60069514000
2018-02-07,60992952000
2018-02-08,58979806000
2018-02-09,59271418000
2018-02-12,59542566000
2018-02-13,59716510000
2018-02-14,60118116000
2018-02-15,59360948000
2018-02-16,60118116000
2018-02-20,59401876000
2018-02-21,59353274000
2018-02-22,59775344000
2018-02-23,60174392000
2018-02-26,60936676000
2018-02-27,60678318000
2018-02-28,60210204000
2018-03-01,59355832000
2018-03-02,59621864000
2018-03-05,59355832000
2018-03-06,59537450000
2018-03-07,59309788000
2018-03-08,58524482000
2018-03-09,59550240000
2018-03-12,58798188000
2018-03-13,58890276000
2018-03-14,58585874000
2018-03-15,58834000000
2018-03-16,58350538000
2018-03-19,58319842000
2018-03-20,58828884000
2018-03-21,57808242000
2018-03-22,55981830000
2018-03-23,55158154000
2018-03-26,56552264000
2018-03-27,56132752000
2018-03-28,56654584000
2018-03-29,56199260000
2018-04-02,56947631000
2018-04-03,58856837000
2018-04-04,59092254000
2018-04-05,59689851000
2018-04-06,58150586000
2018-04-09,57656469000
2018-04-10,58194565000
2018-04-11,56996784000
2018-04-12,57033002000
2018-04-13,57436574000
2018-04-16,58277349000
2018-04-17,59376824000
2018-04-18,59669155000
2018-04-19,58898229000
2018-04-20,58484309000
2018-04-23,58776640000
2018-04-24,58207500000
2018-04-25,61787908000
2018-04-26,61311900000
2018-04-27,61868105000
2018-04-30,61050613000
2018-05-01,60931611000
2018-05-02,59288866000
2018-05-03,59700199000
2018-05-04,60323666000
2018-05-07,59309562000
2018-05-08,57974670000
2018-05-09,57371899000
2018-05-10,58380829000
2018-05-11,60031335000
2018-05-14,60098597000
2018-05-15,59726069000
2018-05-16,60121880000
2018-05-17,59964073000
2018-05-18,59984769000
2018-05-21,60445255000
2018-05-22,60517691000
2018-05-23,60033922000
2018-05-24,59661394000
2018-05-25,60119293000
2018-05-29,59317323000
2018-05-30,59909746000
2018-05-31,57281354000
2018-06-01,57302050000
2018-06-04,58269588000
2018-06-05,58949969000
2018-06-06,58947382000
2018-06-07,59394933000
2018-06-08,59061210000
2018-06-11,60103771000
2018-06-12,59935616000
2018-06-13,61130810000
2018-06-14,62538138000
2018-06-15,63422892000
2018-06-18,63133148000
2018-06-19,63249563000
2018-06-20,63109865000
2018-06-21,62884796000
2018-06-22,63334934000
2018-06-25,62952058000
2018-06-26,62416549000
2018-06-27,62227698000
2018-06-28,61899149000
2018-06-29,61578361000
2018-07-02,61831065000
2018-07-03,61950435000
2018-07-05,62292975000
2018-07-06,62837925000
2018-07-09,64535055000
2018-07-10,64750440000
2018-07-11,64766010000
2018-07-12,65025510000
2018-07-13,65007345000
2018-07-16,64428660000
2018-07-17,63844785000
2018-07-18,64519485000
2018-07-19,64522080000
2018-07-20,64490940000
2018-07-23,64571385000
2018-07-24,63857760000
2018-07-25,64337835000
2018-07-26,64117260000
2018-07-27,64740060000
2018-07-30,65448495000
2018-07-31,65653500000
2018-08-01,65464065000
2018-08-02,66569534999
2018-08-03,66938025000
2018-08-06,66984735000
2018-08-07,66943215000
2018-08-08,67610130000
2018-08-09,67763235000
2018-08-10,67480380000
2018-08-13,68232930000
2018-08-14,68759715000
2018-08-15,68552115000
2018-08-16,69164535000
2018-08-17,68495025000
2018-08-20,68292615000
2018-08-21,68144700000
2018-08-22,68232930000
2018-08-23,68580659999
2018-08-24,68866110000
2018-08-27,69086685000
2018-08-28,69211245000
2018-08-29,69320235000
2018-08-30,68770095000
2018-08-31,68697435000
2018-09-04,68430150000
2018-09-05,69507075000
2018-09-06,70295955000
2018-09-07,70558050000
2018-09-10,68142104999
2018-09-11,68552115000
2018-09-12,69115230000
2018-09-13,70153230000
2018-09-14,70267410000
2018-09-17,69968985000
2018-09-18,70316715000
2018-09-19,70545075000
2018-09-20,71134140000
2018-09-21,70718940000
2018-09-24,70903185000
2018-09-25,70129875000
2018-09-26,69924870000
2018-09-27,70490580000
2018-09-28,71115975000
2018-10-01,71081280584
2018-10-02,71060692233
2018-10-03,71091574759
2018-10-04,70769881781
2018-10-05,71009221357
2018-10-08,71387532300
2018-10-09,71848196645
2018-10-10,70167672524
2018-10-11,69104798923
2018-10-12,69848553090
2018-10-15,68811414926
2018-10-16,71652607314
2018-10-17,71951138399
2018-10-18,72365478955
2018-10-19,71840476014
2018-10-22,70960324024
2018-10-23,70538262836
2018-10-24,68309573879
2018-10-25,69725022986
2018-10-26,68391927282
2018-10-29,67818027008
2018-10-30,68325015142
2018-10-31,70919147323
2018-11-01,68438251071
2018-11-02,68970974644
2018-11-05,69274652815
2018-11-06,70002965719
2018-11-07,74617329807
2018-11-08,73955929042
2018-11-09,73876149183
2018-11-12,72746363442
2018-11-13,72123565835
2018-11-14,72084962678
2018-11-15,73124674385
2018-11-16,73688280484
2018-11-19,72519891585
2018-11-20,71508488860
2018-11-21,71789005137
2018-11-23,72249669483
2018-11-26,72401508569
2018-11-27,72594524356
2018-11-28,74967331767
2018-11-29,75191230081
2018-11-30,74650785876
2018-12-03,76241235963
2018-12-04,75384245868
2018-12-06,73966223218
2018-12-07,72195625062
2018-12-10,71199663600
2018-12-11,71091574759
2018-12-12,71688636928
2018-12-13,72175036712
2018-12-14,70921720867
2018-12-17,68633840402
2018-12-18,66747432774
2018-12-19,66297062604
2018-12-20,64881613498
2018-12-21,64843010340
2018-12-24,64081241367
2018-12-26,66757726950
2018-12-27,67138611437
2018-12-28,66675373547
2018-12-31,67522173000
2019-01-02,65565642000
2019-01-03,63868782000
2019-01-04,64251861000
2019-01-07,64364985000
2019-01-08,64136166000
2019-01-09,64622085000
2019-01-10,64858617000
2019-01-11,65982144000
2019-01-14,65591352000
2019-01-15,66935985000
2019-01-16,67339632000
2019-01-17,67331919000
2019-01-18,68419452000
2019-01-22,68020947000
2019-01-23,68928510000
2019-01-24,68285760000
2019-01-25,70106028000
2019-01-28,69419571000
2019-01-29,70113741000
2019-01-30,76502676000
2019-01-31,77901300000
2019-02-01,77975859000
2019-02-04,78212391000
2019-02-05,78042705000
2019-02-06,80050656000
2019-02-07,79199655000
2019-02-08,78222675000
2019-02-11,77687907000
2019-02-12,78785724000
2019-02-13,78595470000
2019-02-14,79230507000
2019-02-15,80107218000
2019-02-19,80112360000
2019-02-20,80459445000
2019-02-21,80035230000
2019-02-22,81446709000
2019-02-25,80832240000
2019-02-26,81608682000
2019-02-27,78690597000
2019-02-28,77317683000
2019-03-01,79104528000
2019-03-04,75224889000
2019-03-05,76793199000
2019-03-06,75705666000
2019-03-07,74924082000
2019-03-08,75854784000
2019-03-11,76093887000
2019-03-12,76353558000
2019-03-13,78058131000
2019-03-14,78531195000
2019-03-15,77901300000
2019-03-18,79245933000
2019-03-19,79184229000
2019-03-20,77903871000
2019-03-21,78379506000
2019-03-22,77518221000
2019-03-25,76551525000
2019-03-26,74121930000
2019-03-27,72759300000
2019-03-28,72592185000
2019-03-29,73782558000
2019-04-01,74014311000
2019-04-02,73980940000
2019-04-03,73842322000
2019-04-04,74751040000
2019-04-05,75292677000
2019-04-08,74314650000
2019-04-09,74468670000
2019-04-10,73939868000
2019-04-11,70923643000
2019-04-12,64906595000
2019-04-15,67481296000
2019-04-16,62924871000
2019-04-17,60645375000
2019-04-18,61510454000
2019-04-22,62634800000
2019-04-23,64339288000
2019-04-24,64431700000
2019-04-25,65692097000
2019-04-26,68384879999
2019-04-29,68356643000
2019-04-30,67519800999
2019-05-01,66926824000
2019-05-02,67150152999
2019-05-03,67178390000
2019-05-06,68975290000
2019-05-07,67997263000
2019-05-08,67935654999
2019-05-09,68295035000
2019-05-10,68875177000
2019-05-13,67050040000
2019-05-14,67083410999
2019-05-15,66395454999
2019-05-16,67722594000
2019-05-17,68043469000
2019-05-20,68361777000
2019-05-21,71121302000
2019-05-22,71141838000
2019-05-23,71290724000
2019-05-24,71170075000
2019-05-28,69889142000
2019-05-29,70738819000
2019-05-30,71316394000
2019-05-31,71357466000
2019-06-03,70962148000
2019-06-04,71827227000
2019-06-05,71085364000
2019-06-06,71234250000
2019-06-07,71395971000
2019-06-10,72425338000
2019-06-11,72761615000
2019-06-12,72158370000
2019-06-13,73185170000
2019-06-14,73241644000
2019-06-17,73788415000
2019-06-18,74014311000
2019-06-19,74717669000
2019-06-20,74758741000
2019-06-21,75408192000
2019-06-24,74579051000
2019-06-25,73205706000
2019-06-26,71578228000
2019-06-27,72497214000
2019-06-28,72443307000
2019-07-01,72150144000
2019-07-02,71624432000
2019-07-03,72165456000
2019-07-05,72492112000
2019-07-08,72665648000
2019-07-09,72517632000
2019-07-10,73477184000
2019-07-11,77550176000
2019-07-12,79234496000
2019-07-15,78308120000
2019-07-16,77940632000
2019-07-17,77756888000
2019-07-18,77726264000
2019-07-19,77101024000
2019-07-22,77014256000
2019-07-23,77220968000
2019-07-24,73729832000
2019-07-25,75016040000
2019-07-26,76554896000
2019-07-29,76131264000
2019-07-30,76468128000
2019-07-31,75184472000
2019-08-01,74760840000
2019-08-02,74153464000
2019-08-05,72379824000
2019-08-06,74273408000
2019-08-07,73114800000
2019-08-08,73663480000
2019-08-09,73326616000
2019-08-12,71966400000
2019-08-13,73216880000
2019-08-14,69644080000
2019-08-15,69952872000
2019-08-16,70317808000
2019-08-19,69774232000
2019-08-20,68028664000
2019-08-21,68362976000
2019-08-22,66622512000
2019-08-23,66448976000
2019-08-26,66482152000
2019-08-27,64131760000
2019-08-28,64772312000
2019-08-29,66298408000
2019-08-30,66739903999
2019-09-03,65867120000
2019-09-04,64879496000
2019-09-05,64111344000
2019-09-06,63641776000
2019-09-09,63914840000
2019-09-10,64460968000
2019-09-11,63751512000
2019-09-12,63330432000
2019-09-13,64586016000
2019-09-16,65989615999
2019-09-17,65660408000
2019-09-18,64256808000
2019-09-19,65190840000
2019-09-20,64333368000
2019-09-23,64157280000
2019-09-24,63338088000
2019-09-25,62268800000
2019-09-26,60941760000
2019-09-27,60658488000
2019-09-30,60726610856
2019-10-01,60306760068
2019-10-02,60170182101
2019-10-03,60253646415
2019-10-04,61154049308
2019-10-07,60961828465
2019-10-08,59568227358
2019-10-09,60258704858
2019-10-10,60000724254
2019-10-11,60081659345
2019-10-14,59391181846
2019-10-15,62962442759
2019-10-16,61970987888
2019-10-17,63040848629
2019-10-18,63078786953
2019-10-21,64007011284
2019-10-22,65822992400
2019-10-23,66647518645
2019-10-24,65630771557
2019-10-25,66536232894
2019-10-28,67699674834
2019-10-29,68956697975
2019-10-30,69164094147
2019-10-31,68056295081
2019-11-01,68478675090
2019-11-04,68724009586
2019-11-05,69047749953
2019-11-06,70140373688
2019-11-07,70760032982
2019-11-08,71346812396
2019-11-11,70603221243
2019-11-12,71746429410
2019-11-13,71764133962
2019-11-14,71326578623
2019-11-15,75325277989
2019-11-18,74359115334
2019-11-19,74035374967
2019-11-20,74030316524
2019-11-21,74290826350
2019-11-22,73810274244
2019-11-25,74331293896
2019-11-26,72649361525
2019-11-27,73208319501
2019-11-29,73008510994
2019-12-02,72697416736
2019-12-03,72383793256
2019-12-04,72684770628
2019-12-05,72411614694
2019-12-06,72151104868
2019-12-09,71407513715
2019-12-10,71791955399
2019-12-11,70969958376
2019-12-12,71936121031
2019-12-13,71860244383
2019-12-16,73797628136
2019-12-17,73534589089
2019-12-18,74151719161
2019-12-19,75426446853
2019-12-20,76635414783
2019-12-23,76680940771
2019-12-24,77014798024
2019-12-26,77080557786
2019-12-27,77500408573
2019-12-30,77219664974
2019-12-31,76232372000
2020-01-02,75939588000
2020-01-03,74932512000
2020-01-06,75833580000
2020-01-07,75603896000
2020-01-08,77607952000
2020-01-09,77337884000
2020-01-10,77673576000
2020-01-13,74897176000
2020-01-14,74932512000
2020-01-15,76111220000
2020-01-16,76994620000
2020-01-17,77080436000
2020-01-21,77231876000
2020-01-22,76605924000
2020-01-23,76830560000
2020-01-24,75033472000
2020-01-27,71628596000
2020-01-28,73276768000
2020-01-29,68882484000
2020-01-30,67110636000
2020-01-31,66956671999
2020-02-03,67246932000
2020-02-04,68998588000
2020-02-05,72522092000
2020-02-06,71260092000
2020-02-07,69783552000
2020-02-10,69801220000
2020-02-11,70649284000
2020-02-12,74710400000
2020-02-13,75434788000
2020-02-14,75169768000
2020-02-18,76338380000
2020-02-19,76744744000
2020-02-20,74190456000
2020-02-21,74384804000
2020-02-24,70041000000
2020-02-25,67491759999
2020-02-26,67681059999
2020-02-27,65083864000
2020-02-28,64889515999
2020-03-02,68468547999
2020-03-03,64710312000
2020-03-04,74816408000
2020-03-05,72479184000
2020-03-06,71224756000
2020-03-09,68102568000
2020-03-10,72199020000
2020-03-11,71098556000
2020-03-12,64667403999
2020-03-13,68233815999
2020-03-16,56547696000
2020-03-17,60151968000
2020-03-18,52236704000
2020-03-19,50699588000
2020-03-20,48357316000
2020-03-23,44089232000
2020-03-24,49682416000
2020-03-25,54611788000
2020-03-26,59483108000
2020-03-27,56275104000
2020-03-30,58198392000
2020-03-31,57259488000
2020-04-01,54046460000
2020-04-02,53312558000
2020-04-03,51272260000
2020-04-06,56926584000
2020-04-07,56505410000
2020-04-08,62298444000
2020-04-09,61148412000
2020-04-13,60661666000
2020-04-14,63556922000
2020-04-15,63168534000
2020-04-16,68558047999
2020-04-17,67544204000
2020-04-20,66379040000
2020-04-21,62891114000
2020-04-22,66318511999
2020-04-23,65962910000
2020-04-24,66611064000
2020-04-27,68109132000
2020-04-28,67645084000
2020-04-29,70769842000
2020-04-30,70800106000
2020-05-01,67985554000
2020-05-04,68346200000
2020-05-05,69372654000
2020-05-06,68250364000
