,ELV
2006-06-14,43707319999
2006-06-15,44865420000
2006-06-16,44477300000
2006-06-19,44295760000
2006-06-20,43625940000
2006-06-21,44646319999
2006-06-22,44727700000
2006-06-23,45203459999
2006-06-26,45241020000
2006-06-27,45234760000
2006-06-28,44909240000
2006-06-29,45604100000
2006-06-30,45039630555
2006-07-03,45540964906
2006-07-05,44909654982
2006-07-06,44928222921
2006-07-07,44649703837
2006-07-10,45497639715
2006-07-11,46772638189
2006-07-12,46419847350
2006-07-13,46388900785
2006-07-14,46147517578
2006-07-17,46364143533
2006-07-18,46698366434
2006-07-19,47750549640
2006-07-20,47843389335
2006-07-21,47769117579
2006-07-24,47781496205
2006-07-25,48264262618
2006-07-26,48041447350
2006-07-27,47614384755
2006-07-28,46463172540
2006-07-31,46110381701
2006-08-01,46450793914
2006-08-02,47119239716
2006-08-03,46110381701
2006-08-04,46221789334
2006-08-07,46122760326
2006-08-08,46320818342
2006-08-09,46333196968
2006-08-10,46469361853
2006-08-11,46314629029
2006-08-14,46209410708
2006-08-15,46586958800
2006-08-16,46884045823
2006-08-17,47273972541
2006-08-18,47038778648
2006-08-21,47323487045
2006-08-22,47434894678
2006-08-23,47744360327
2006-08-24,48152854984
2006-08-25,47837200022
2006-08-28,47899093152
2006-08-29,48208558801
2006-08-30,48388048877
2006-08-31,47911471778
2006-09-01,47738171014
2006-09-05,47472030556
2006-09-06,46976885518
2006-09-07,46970696205
2006-09-08,46945938953
2006-09-11,47991932846
2006-09-12,48945087045
2006-09-13,49223606129
2006-09-14,48629432083
2006-09-15,48666567961
2006-09-18,47979554220
2006-09-19,48022879411
2006-09-20,48115719106
2006-09-21,47639142007
2006-09-22,47490598495
2006-09-25,48016690098
2006-09-26,48189990862
2006-09-27,47744360327
2006-09-28,47422516052
2006-09-29,47688656510
2006-10-02,47132831250
2006-10-03,47316370312
2006-10-04,47573325000
2006-10-05,48350307031
2006-10-06,47970992968
2006-10-09,47720156250
2006-10-10,46833050781
2006-10-11,46618921875
2006-10-12,47291898437
2006-10-13,46765753125
2006-10-16,46502680468
2006-10-17,46673983593
2006-10-18,46930938281
2006-10-19,46906466406
2006-10-20,47756864062
2006-10-23,48013818750
2006-10-24,48099470312
2006-10-25,46820814843
2006-10-26,46930938281
2006-10-27,46894230468
2006-10-30,46900348437
2006-10-31,46692337499
2006-11-01,45964299218
2006-11-02,46043832812
2006-11-03,45150609375
2006-11-06,45352502343
2006-11-07,45664518750
2006-11-08,44856946874
2006-11-09,43865835937
2006-11-10,44593874218
2006-11-13,44795767187
2006-11-14,44936480468
2006-11-15,44863064843
2006-11-16,44850828906
2006-11-17,44612228125
2006-11-20,44073846875
2006-11-21,43627235156
2006-11-22,43865835937
2006-11-24,44294093750
2006-11-27,43780184375
2006-11-28,45064957812
2006-11-29,44697879687
2006-11-30,46294669531
2006-12-01,46465972656
2006-12-04,46221253906
2006-12-05,46160074218
2006-12-06,46478208593
2006-12-07,46502680468
2006-12-08,46777989062
2006-12-11,46986000000
2006-12-12,47004353906
2006-12-13,47169539062
2006-12-14,47175657031
2006-12-15,47187892968
2006-12-18,47310252343
2006-12-19,48050526562
2006-12-20,47860869531
2006-12-21,48056644531
2006-12-22,47854751562
2006-12-26,48007700781
2006-12-27,47720156250
2006-12-28,48026054687
2006-12-29,48142296093
2007-01-03,47836397656
2007-01-04,47640622656
2007-01-05,48019936718
2007-01-08,48307481249
2007-01-09,46625039843
2007-01-10,46686219531
2007-01-11,47316370312
2007-01-12,47597796875
2007-01-16,47995464843
2007-01-17,48197357812
2007-01-18,47004353906
2007-01-19,47304134374
2007-01-22,46992117968
2007-01-23,47126713281
2007-01-24,46496562500
2007-01-25,46496562500
2007-01-26,46484326562
2007-01-29,46771871093
2007-01-30,47628386718
2007-01-31,47952639062
2007-02-01,48521610156
2007-02-02,48154532031
2007-02-05,48882570312
2007-02-06,49035519531
2007-02-07,50044984375
2007-02-08,49861445312
2007-02-09,49359771875
2007-02-12,49365889843
2007-02-13,49476013281
2007-02-14,49543310937
2007-02-15,50418180468
2007-02-16,50320292968
2007-02-20,50106164062
2007-02-21,49977686718
2007-02-22,50020512500
2007-02-23,49861445312
2007-02-26,49635080468
2007-02-27,47658976562
2007-02-28,48570553906
2007-03-01,49439305468
2007-03-02,48980457812
2007-03-05,49121171093
2007-03-06,48992693750
2007-03-07,48796918750
2007-03-08,48643969531
2007-03-09,47915931249
2007-03-12,48331953125
2007-03-13,47658976562
2007-03-14,47775217968
2007-03-15,47909813281
2007-03-16,48209593750
2007-03-19,48325835156
2007-03-20,48344189062
2007-03-21,48851980468
2007-03-22,49500485156
2007-03-23,49965450781
2007-03-26,50100046093
2007-03-27,49824737500
2007-03-28,49934860937
2007-03-29,49194586718
2007-03-30,49616726562
2007-04-02,49398726967
2007-04-03,50099807258
2007-04-04,50331468572
2007-04-05,49941302149
2007-04-09,50142481711
2007-04-10,49953494849
2007-04-11,49349956164
2007-04-12,49904724046
2007-04-13,50136385360
2007-04-16,50935007257
2007-04-17,51245921126
2007-04-18,51575124045
2007-04-19,50630189739
2007-04-20,50508262732
2007-04-23,50575322586
2007-04-24,50136385360
2007-04-25,48063626238
2007-04-26,48173360544
2007-04-27,48276998500
2007-04-30,48142878792
2007-05-01,48600105069
2007-05-02,49435305069
2007-05-03,49508461273
2007-05-04,49642580981
2007-05-07,50026651054
2007-05-08,49971783900
2007-05-09,50081518207
2007-05-10,50081518207
2007-05-11,50904525506
2007-05-14,50904525506
2007-05-15,50935007257
2007-05-16,51733629154
2007-05-17,51818978060
2007-05-18,51861652512
2007-05-21,51471486089
2007-05-22,51569027695
2007-05-23,51495871490
2007-05-24,51501967841
2007-05-25,51197150323
2007-05-29,51337366381
2007-05-30,51453197038
2007-05-31,49630388280
2007-06-01,49855953244
2007-06-04,49514557623
2007-06-05,49648677331
2007-06-06,49654773682
2007-06-07,49398726967
2007-06-08,49721833536
2007-06-11,49569424777
2007-06-12,49337763463
2007-06-13,49606002879
2007-06-14,49520653974
2007-06-15,49404823317
2007-06-18,49380437916
2007-06-19,49374341565
2007-06-20,48978078792
2007-06-21,48911018938
2007-06-22,48472081712
2007-06-25,48819573682
2007-06-26,49234125507
2007-06-27,49136583901
2007-06-28,48996367843
2007-06-29,48667164923
2007-07-02,47815085999
2007-07-03,47797392000
2007-07-05,48186660000
2007-07-06,48499254000
2007-07-09,48080496000
2007-07-10,47443512000
2007-07-11,47773800000
2007-07-12,48499254000
2007-07-13,48233844000
2007-07-16,48369498000
2007-07-17,48334110000
2007-07-18,48994685999
2007-07-19,48275130000
2007-07-20,47891760000
2007-07-23,48121782000
2007-07-24,48463866000
2007-07-25,47178102000
2007-07-26,46092870000
2007-07-27,44783514000
2007-07-30,44529900000
2007-07-31,44305776000
2007-08-01,43910610000
2007-08-02,44730432000
2007-08-03,44264490000
2007-08-06,45001740000
2007-08-07,45349722000
2007-08-08,45597438000
2007-08-09,44695044000
2007-08-10,45426396000
2007-08-13,45868746000
2007-08-14,45396906000
2007-08-15,46234422000
2007-08-16,46027992000
2007-08-17,46918590000
2007-08-20,46623690000
2007-08-21,45780276000
2007-08-22,45674112000
2007-08-23,45632826000
2007-08-24,46110564000
2007-08-27,46057482000
2007-08-28,46004400000
2007-08-29,46682670000
2007-08-30,46989366000
2007-08-31,47531982000
2007-09-04,48174864000
2007-09-05,47773800000
2007-09-06,47042448000
2007-09-07,46629588000
2007-09-10,46735752000
2007-09-11,47018856000
2007-09-12,46729854000
2007-09-13,46936284000
2007-09-14,46782935999
2007-09-17,46629588000
2007-09-18,47579166000
2007-09-19,47136816000
2007-09-20,46694466000
2007-09-21,47119122000
2007-09-24,47614554000
2007-09-25,47573268000
2007-09-26,46924488000
2007-09-27,46977570000
2007-09-28,46547016000
2007-10-01,42991199071
2007-10-02,42163502774
2007-10-03,41689755552
2007-10-04,42648140737
2007-10-05,42724375923
2007-10-08,42969417589
2007-10-09,43372374997
2007-10-10,43639198145
2007-10-11,42778829626
2007-10-12,43339702774
2007-10-15,42996644441
2007-10-16,42740712034
2007-10-17,42958526848
2007-10-18,43377820367
2007-10-19,42898627774
2007-10-22,42849619441
2007-10-23,43279803700
2007-10-24,42659031478
2007-10-25,42822392589
2007-10-26,42855064811
2007-10-29,43061988885
2007-10-30,43029316663
2007-10-31,43143669441
2007-11-01,42506561108
2007-11-02,42642695367
2007-11-05,42865955552
2007-11-06,43023871293
2007-11-07,42501115737
2007-11-08,43034762034
2007-11-09,43508509256
2007-11-12,44053046293
2007-11-13,44428776848
2007-11-14,44434222219
2007-11-15,44194625922
2007-11-16,44450558330
2007-11-19,44646591663
2007-11-20,44766389811
2007-11-21,44254524996
2007-11-23,44521348145
2007-11-26,44733717589
2007-11-27,45539632404
2007-11-28,45621312959
2007-11-29,45904472219
2007-11-30,45855463885
2007-12-03,45871799996
2007-12-04,45664875922
2007-12-05,45997043515
2007-12-06,46890084256
2007-12-07,46813849070
2007-12-10,46710387033
2007-12-11,46242085182
2007-12-12,46149513885
2007-12-13,47173243515
2007-12-14,46917311107
2007-12-17,46263866663
2007-12-18,46900974996
2007-12-19,47140571293
2007-12-20,48186082404
2007-12-21,48714283330
2007-12-24,48855862959
2007-12-26,48774182404
2007-12-27,47777679626
2007-12-28,47973712959
2007-12-31,47611071000
2008-01-02,47214900000
2008-01-03,47757600000
2008-01-04,47524239000
2008-01-07,48452256000
2008-01-08,48018096000
2008-01-09,47882421000
2008-01-10,47958399000
2008-01-11,47556801000
2008-01-14,46851291000
2008-01-15,45456552000
2008-01-16,45293742000
2008-01-17,44723907000
2008-01-18,44978976000
2008-01-22,42737625000
2008-01-23,41163795000
2008-01-24,41581674000
2008-01-25,40534263000
2008-01-28,41256054000
2008-01-29,41505696000
2008-01-30,42042969000
2008-01-31,42439140000
2008-02-01,42829884000
2008-02-04,42764760000
2008-02-05,42634512000
2008-02-06,42829884000
2008-02-07,42124374000
2008-02-08,41587101000
2008-02-11,41049828000
2008-02-12,41180076000
2008-02-13,40387734000
2008-02-14,40002417000
2008-02-15,40740489000
2008-02-19,40707927000
2008-02-20,40697073000
2008-02-21,40284621000
2008-02-22,40121811000
2008-02-25,40474566000
2008-02-26,40414869000
2008-02-27,40024125000
2008-02-28,39427155000
2008-02-29,38032416000
2008-03-03,38423160000
2008-03-04,38374317000
2008-03-05,38770488000
2008-03-06,37549413000
2008-03-07,36426024000
2008-03-10,35774784000
2008-03-11,25648002000
2008-03-12,25208415000
2008-03-13,25756542000
2008-03-14,25555743000
2008-03-17,26228691000
2008-03-18,25582878000
2008-03-19,24399792000
2008-03-20,24877368000
2008-03-24,24942492000
2008-03-25,24855660000
2008-03-26,24725412000
2008-03-27,24340095000
2008-03-28,23460921000
2008-03-31,22934361000
2008-04-01,24119277000
2008-04-02,23895806000
2008-04-03,24025731000
2008-04-04,24010140000
2008-04-07,23802260000
2008-04-08,24202429000
2008-04-09,23963367000
2008-04-10,24082898000
2008-04-11,23906200000
2008-04-14,24618189000
2008-04-15,25408133000
2008-04-16,25059934000
2008-04-17,25122298000
2008-04-18,25174268000
2008-04-21,25117101000
2008-04-22,24192035000
2008-04-23,25953818000
2008-04-24,25465300000
2008-04-25,26541079000
2008-04-28,26036970000
2008-04-29,25912242000
2008-04-30,25855075000
2008-05-01,26473518000
2008-05-02,26676201000
2008-05-05,27039991000
2008-05-06,26936051000
2008-05-07,27076370000
2008-05-08,27289447000
2008-05-09,27403781000
2008-05-12,27294644000
2008-05-13,26603443000
2008-05-14,26473518000
2008-05-15,25922636000
2008-05-16,26780141000
2008-05-19,26816520000
2008-05-20,27253068000
2008-05-21,27902693000
2008-05-22,28817365000
2008-05-23,28032618000
2008-05-27,28578303000
2008-05-28,28832956000
2008-05-29,29446202000
2008-05-30,29009654000
2008-06-02,28708228000
2008-06-03,28349635000
2008-06-04,28567909000
2008-06-05,29352656000
2008-06-06,28812168000
2008-06-09,28729016000
2008-06-10,28365226000
2008-06-11,27829935000
2008-06-12,27263462000
2008-06-13,27965057000
2008-06-16,27616858000
2008-06-17,27559691000
2008-06-18,27003612000
2008-06-19,25610816000
2008-06-20,25101510000
2008-06-23,25517270000
2008-06-24,25465300000
2008-06-25,25439315000
2008-06-26,24831266000
2008-06-27,24987176000
2008-06-30,24473410000
2008-07-01,23929100000
2008-07-02,24211525000
2008-07-03,23097230000
2008-07-07,23518300000
2008-07-08,24021530000
2008-07-09,24416925000
2008-07-10,23579920000
2008-07-11,23040745000
2008-07-14,23076690000
2008-07-15,22799400000
2008-07-16,23071555000
2008-07-17,23656945000
2008-07-18,23749375000
2008-07-21,23446410000
2008-07-22,25033125000
2008-07-23,27302795000
2008-07-24,26871455000
2008-07-25,27164150000
2008-07-28,27092260000
2008-07-29,27215500000
2008-07-30,27169285000
2008-07-31,26933075000
2008-08-01,26481195000
2008-08-04,27492790000
2008-08-05,28252770000
2008-08-06,27621165000
2008-08-07,27698190000
2008-08-08,28668705000
2008-08-11,28904915000
2008-08-12,28802215000
2008-08-13,28617355000
2008-08-14,28807350000
2008-08-15,29562195000
2008-08-18,28735460000
2008-08-19,27970345000
2008-08-20,27343875000
2008-08-21,27549275000
2008-08-22,27980615000
2008-08-25,26989560000
2008-08-26,26953615000
2008-08-27,26922805000
2008-08-28,27246310000
2008-08-29,27107665000
2008-09-02,26840645000
2008-09-03,27112800000
2008-09-04,25798240000
2008-09-05,25171770000
2008-09-08,26157690000
2008-09-09,25443925000
2008-09-10,25248795000
2008-09-11,25726350000
2008-09-12,26260390000
2008-09-15,25716080000
2008-09-16,25279605000
2008-09-17,24493950000
2008-09-18,24452870000
2008-09-19,24658270000
2008-09-22,23682620000
2008-09-23,23292360000
2008-09-24,23436140000
2008-09-25,24319360000
2008-09-26,23975315000
2008-09-29,22830210000
2008-09-30,23197920000
2008-10-01,23560000000
2008-10-02,22572960000
2008-10-03,22052160000
2008-10-06,20836960000
2008-10-07,19517600000
2008-10-08,20058240000
2008-10-09,18104000000
2008-10-10,17508800000
2008-10-13,20732800000
2008-10-14,21858720000
2008-10-15,19755680000
2008-10-16,19800320000
2008-10-17,19988800000
2008-10-20,20822080000
2008-10-21,20757600000
2008-10-22,19740800000
2008-10-23,20410400000
2008-10-24,20038400000
2008-10-27,19100960000
2008-10-28,20003680000
2008-10-29,18337120000
2008-10-30,18421440000
2008-10-31,19279520000
2008-11-03,19716000000
2008-11-04,19636640000
2008-11-05,19100960000
2008-11-06,18857920000
2008-11-07,19200160000
2008-11-10,18793440000
2008-11-11,17975040000
2008-11-12,16958239999
2008-11-13,17608000000
2008-11-14,17479040000
2008-11-17,16893760000
2008-11-18,16854079999
2008-11-19,15926560000
2008-11-20,14602240000
2008-11-21,14919680000
2008-11-24,15802560000
2008-11-25,16829280000
2008-11-26,17171519999
2008-11-28,17657600000
2008-12-01,17032640000
2008-12-02,16720160000
2008-12-03,16933440000
2008-12-04,16948320000
2008-12-05,17856000000
2008-12-08,18237920000
2008-12-09,17617920000
2008-12-10,17667520000
2008-12-11,18183360000
2008-12-12,18163520000
2008-12-15,18401600000
2008-12-16,19582080000
2008-12-17,19249760000
2008-12-18,20023520000
2008-12-19,20960960000
2008-12-22,20083040000
2008-12-23,19924320000
2008-12-24,20088000000
2008-12-26,20187200000
2008-12-29,20068160000
2008-12-30,21382560000
2008-12-31,20896480000
2009-01-02,21749600000
2009-01-05,22057120000
2009-01-06,21814080000
2009-01-07,21848800000
2009-01-08,21660320000
2009-01-09,21109760000
2009-01-12,20316160000
2009-01-13,19249760000
2009-01-14,18292480000
2009-01-15,18773600000
2009-01-16,18793440000
2009-01-20,18044480000
2009-01-21,18714080000
2009-01-22,19458080000
2009-01-23,19904480000
2009-01-26,20440160000
2009-01-27,21139520000
2009-01-28,22072000000
2009-01-29,21174240000
2009-01-30,20559200000
2009-02-02,21248640000
2009-02-03,21957920000
2009-02-04,21546240000
2009-02-05,22176160000
2009-02-06,22672160000
2009-02-09,22865600000
2009-02-10,21546240000
2009-02-11,21719840000
2009-02-12,21620640000
2009-02-13,21700000000
2009-02-17,20777440000
2009-02-18,20231840000
2009-02-19,20464960000
2009-02-20,20559200000
2009-02-23,19502720000
2009-02-24,20256640000
2009-02-25,19403520000
2009-02-26,17528640000
2009-02-27,16824320000
2009-03-02,14929600000
2009-03-03,15197440000
2009-03-04,16283680000
2009-03-05,15400800000
2009-03-06,15579360000
2009-03-09,15390880000
2009-03-10,16725120000
2009-03-11,16561440000
2009-03-12,17756800000
2009-03-13,18252800000
2009-03-16,17955200000
2009-03-17,18480960000
2009-03-18,18857920000
2009-03-19,17925440000
2009-03-20,17543520000
2009-03-23,18684320000
2009-03-24,17880800000
2009-03-25,18168480000
2009-03-26,18852960000
2009-03-27,18064320000
2009-03-30,17722080000
2009-03-31,18833120000
2009-04-01,18828160000
2009-04-02,19755680000
2009-04-03,19066240000
2009-04-06,19215040000
2009-04-07,19651520000
2009-04-08,19512640000
2009-04-09,20008640000
2009-04-13,21615680000
2009-04-14,21213920000
2009-04-15,21923200000
2009-04-16,21437120000
2009-04-17,21035360000
2009-04-20,20549280000
2009-04-21,20712960000
2009-04-22,20822080000
2009-04-23,20474880000
2009-04-24,20306240000
2009-04-27,19934240000
2009-04-28,20841920000
2009-04-29,21313120000
2009-04-30,21208960000
2009-05-01,21020480000
2009-05-04,21734720000
2009-05-05,22270400000
2009-05-06,22587840000
2009-05-07,23550080000
2009-05-08,24234560000
2009-05-11,23436000000
2009-05-12,23054080000
2009-05-13,23068960000
2009-05-14,23242560000
2009-05-15,23252480000
2009-05-18,23808000000
2009-05-19,23346720000
2009-05-20,23078880000
2009-05-21,22513440000
2009-05-22,22196000000
2009-05-26,22910240000
2009-05-27,22974720000
2009-05-28,23202880000
2009-05-29,23098720000
2009-06-01,23545120000
2009-06-02,24085760000
2009-06-03,24085760000
2009-06-04,23822880000
2009-06-05,23713760000
2009-06-08,22885440000
2009-06-09,22568000000
2009-06-10,22825920000
2009-06-11,22612640000
2009-06-12,23173120000
2009-06-15,22682080000
2009-06-16,23336800000
2009-06-17,23882400000
2009-06-18,25167040000
2009-06-19,25261280000
2009-06-22,24214720000
2009-06-23,24219680000
2009-06-24,24482560000
2009-06-25,25162080000
2009-06-26,25464640000
2009-06-29,25519200000
2009-06-30,23994635000
2009-07-01,24164375000
2009-07-02,23457125000
2009-07-06,23575000000
2009-07-07,24145515000
2009-07-08,23707020000
2009-07-09,23659870000
2009-07-10,23485415000
2009-07-13,23471270000
2009-07-14,23433550000
2009-07-15,23466555000
2009-07-16,23546710000
2009-07-17,23570285000
2009-07-20,23546710000
2009-07-21,23320390000
2009-07-22,23348680000
2009-07-23,24518000000
2009-07-24,24772610000
2009-07-27,24584010000
2009-07-28,25640170000
2009-07-29,24178520000
2009-07-30,24404840000
2009-07-31,24819760000
2009-08-03,25145095000
2009-08-04,24593440000
2009-08-05,23952200000
2009-08-06,23829610000
2009-08-07,24235100000
2009-08-10,24470850000
2009-08-11,24211525000
2009-08-12,24239815000
2009-08-13,24895200000
2009-08-14,24607585000
2009-08-17,25319550000
2009-08-18,25244110000
2009-08-19,25083800000
2009-08-20,25564730000
2009-08-21,25762760000
2009-08-24,25819340000
2009-08-25,26154105000
2009-08-26,25800480000
2009-08-27,25913640000
2009-08-28,25328980000
2009-08-31,24918775000
2009-09-01,24296395000
2009-09-02,25163955000
2009-09-03,25248825000
2009-09-04,25541155000
2009-09-08,24442560000
2009-09-09,24914060000
2009-09-10,25545870000
2009-09-11,25475145000
2009-09-14,25517580000
2009-09-15,25064940000
2009-09-16,25866490000
2009-09-17,25687320000
2009-09-18,25649600000
2009-09-21,25833485000
2009-09-22,25319550000
2009-09-23,24546290000
2009-09-24,23650440000
2009-09-25,23386400000
2009-09-28,23598575000
2009-09-29,23235520000
2009-09-30,20890496000
2009-10-01,20678768000
2009-10-02,20255312000
2009-10-05,20603781000
2009-10-06,20550849000
2009-10-07,21022826000
2009-10-08,19725992000
2009-10-09,20436163000
2009-10-12,20524383000
2009-10-13,20431752000
2009-10-14,21005182000
2009-10-15,20559671000
2009-10-16,20361176000
2009-10-19,20228846000
2009-10-20,20308244000
2009-10-21,19964186000
2009-10-22,20299422000
2009-10-23,20303833000
2009-10-26,19871555000
2009-10-27,20599370000
2009-10-28,20418519000
2009-10-29,20952250000
2009-10-30,20625836000
2009-11-02,21000771000
2009-11-03,21362473000
2009-11-04,22032945000
2009-11-05,22451990000
2009-11-06,22496100000
2009-11-09,23095996000
2009-11-10,23095996000
2009-11-11,23550329000
2009-11-12,23157750000
2009-11-13,23118051000
2009-11-16,23316546000
2009-11-17,23184216000
2009-11-18,23118051000
2009-11-19,22998954000
2009-11-20,22998954000
2009-11-23,24048772000
2009-11-24,24331076000
2009-11-25,24304610000
2009-11-27,23925264000
2009-11-30,23832633000
2009-12-01,24167869000
2009-12-02,24088471000
2009-12-03,23669426000
2009-12-04,23766468000
2009-12-07,24167869000
2009-12-08,24595736000
2009-12-09,24406063000
2009-12-10,25332373000
2009-12-11,24926561000
2009-12-14,25442648000
2009-12-15,26095476000
2009-12-16,26293971000
2009-12-17,25980790000
2009-12-18,25720541000
2009-12-21,26470411000
2009-12-22,26624796000
2009-12-23,26466000000
2009-12-24,26183696000
2009-12-28,26104298000
2009-12-29,25835227000
2009-12-30,25919036000
2009-12-31,25711719000
2010-01-04,26355725000
2010-01-05,26642440000
2010-01-06,27074718000
2010-01-07,28080426000
2010-01-08,28203934000
2010-01-11,28367141000
2010-01-12,27992206000
2010-01-13,28658267000
2010-01-14,29209642000
2010-01-15,29399315000
2010-01-19,30021266000
2010-01-20,29853648000
2010-01-21,28892050000
2010-01-22,28715609999
2010-01-25,28914105000
2010-01-26,28177468000
2010-01-27,28503882000
2010-01-28,28415662000
2010-01-29,28106892000
2010-02-01,28318620000
2010-02-02,28693555000
2010-02-03,28261276999
2010-02-04,27714313000
2010-02-05,27211459000
2010-02-08,27193815000
2010-02-09,27105595000
2010-02-10,26470411000
2010-02-11,26695372000
2010-02-12,26170463000
2010-02-16,25786706000
2010-02-17,26333670000
2010-02-18,26073421000
2010-02-19,25791117000
2010-02-22,26218984000
2010-02-23,26029311000
2010-02-24,26527754000
2010-02-25,27105595000
2010-02-26,27290857000
2010-03-01,27374666000
2010-03-02,27304090000
2010-03-03,27506996000
2010-03-04,27008553000
2010-03-05,27458475000
2010-03-08,27330556000
2010-03-09,27096773000
2010-03-10,27559928000
2010-03-11,28031905000
2010-03-12,27604038000
2010-03-15,27136472000
2010-03-16,27334967000
2010-03-17,27321734000
2010-03-18,28151002000
2010-03-19,28702376999
2010-03-22,28402429000
2010-03-23,28058371000
2010-03-24,27965740000
2010-03-25,28049549000
2010-03-26,27811355000
2010-03-29,28314209000
2010-03-30,28534759000
2010-03-31,28398017999
2010-04-01,28543580999
2010-04-05,28821474000
2010-04-06,28499471000
2010-04-07,27903986000
2010-04-08,27387899000
2010-04-09,27021786000
2010-04-12,27057074000
2010-04-13,26545398000
2010-04-14,26007256000
2010-04-15,25839638000
2010-04-16,26060188000
2010-04-19,26708605000
2010-04-20,26395424000
2010-04-21,25866104000
2010-04-22,25764651000
2010-04-23,25574978000
2010-04-26,24948616000
2010-04-27,24666312000
2010-04-28,25341195000
2010-04-29,26060188000
2010-04-30,23731180000
2010-05-03,23607672000
2010-05-04,23201860000
2010-05-05,23170983000
2010-05-06,22628430000
2010-05-07,22469634000
2010-05-10,22557854000
2010-05-11,22985721000
2010-05-12,23837044000
2010-05-13,23448876000
2010-05-14,23417999000
2010-05-17,23607672000
2010-05-18,23413588000
2010-05-19,23554740000
2010-05-20,22571087000
2010-05-21,22606375000
2010-05-24,22540210000
2010-05-25,22363770000
2010-05-26,22447579000
2010-05-27,22813692000
2010-05-28,22628430000
2010-06-01,22518155000
2010-06-02,23100407000
2010-06-03,24017895000
2010-06-04,23881154000
2010-06-07,23629727000
2010-06-08,23497397000
2010-06-09,23073941000
2010-06-10,23285669000
2010-06-11,23223915000
2010-06-14,23422410000
2010-06-15,23832633000
2010-06-16,24132581000
2010-06-17,24282555000
2010-06-18,24357542000
2010-06-21,24366364000
2010-06-22,23695892000
2010-06-23,23391533000
2010-06-24,23100407000
2010-06-25,22826925000
2010-06-28,22403469000
2010-06-29,21865327000
2010-06-30,19317943354
2010-07-01,18867862515
2010-07-02,18725731724
2010-07-06,18994200996
2010-07-07,19310047199
2010-07-08,19689062642
2010-07-09,20202312721
2010-07-12,20245741573
2010-07-13,20376028132
2010-07-14,20518158923
2010-07-15,20984032071
2010-07-16,20289170426
2010-07-19,20723458954
2010-07-20,20770835885
2010-07-21,20328651201
2010-07-22,20711614722
2010-07-23,20526055078
2010-07-26,20999824382
2010-07-27,20845849358
2010-07-28,20068078084
2010-07-29,19693010719
2010-07-30,20024649232
2010-08-02,20533951233
2010-08-03,21019564769
2010-08-04,21414372522
2010-08-05,21698634104
2010-08-06,21734166802
2010-08-09,21769699500
2010-08-10,21722322570
2010-08-11,20257585806
2010-08-12,20364183899
2010-08-13,20447093527
2010-08-16,20379976209
2010-08-17,20680030102
2010-08-18,20522107000
2010-08-19,19787764580
2010-08-20,19696958797
2010-08-23,19598256858
2010-08-24,19614049169
2010-08-25,20150987713
2010-08-26,19993064611
2010-08-27,20083870395
2010-08-30,19582464548
2010-08-31,19606153013
2010-09-01,20087818472
2010-09-02,20458937760
2010-09-03,21023512847
2010-09-07,20687926257
2010-09-08,20889278211
2010-09-09,21528866771
2010-09-10,21647309096
2010-09-13,21860505283
2010-09-14,21892089903
2010-09-15,21572295623
2010-09-16,21595984089
2010-09-17,21343307127
2010-09-20,21698634104
2010-09-21,22010532229
2010-09-22,22361911129
2010-09-23,22306638044
2010-09-24,22381651517
2010-09-27,22061857237
2010-09-28,22200039951
2010-09-29,22160559175
2010-09-30,20881382820
2010-10-01,20685988525
2010-10-04,20232526292
2010-10-05,20368933630
2010-10-06,20033445311
2010-10-07,20298886618
2010-10-08,20280453194
2010-10-11,20420547217
2010-10-12,20520087708
2010-10-13,20940369777
2010-10-14,21036223582
2010-10-15,21301664889
2010-10-18,21526552663
2010-10-19,20685988525
2010-10-20,21095210540
2010-10-21,20877696135
2010-10-22,21213184454
2010-10-25,21109957279
2010-10-26,20623314883
2010-10-27,20243586346
2010-10-28,20132985802
2010-10-29,20033445311
2010-11-01,20173539335
2010-11-02,20553267871
2010-11-03,20663868416
2010-11-04,20907189614
2010-11-05,21143137442
2010-11-08,21633466523
2010-11-09,21286918150
2010-11-10,21714573589
2010-11-11,21600286360
2010-11-12,21412265434
2010-11-15,21080463800
2010-11-16,20641748307
2010-11-17,20811335808
2010-11-18,20763408906
2010-11-19,21607659730
2010-11-22,22109048865
2010-11-23,21574479566
2010-11-24,21331158368
2010-11-26,21050970322
2010-11-29,21039910267
2010-11-30,20549581186
2010-12-01,20826082548
2010-12-02,21544986088
2010-12-03,21021476843
2010-12-06,20623314883
2010-12-07,20553267871
2010-12-08,20840829287
2010-12-09,20907189614
2010-12-10,21264798041
2010-12-13,21209497769
2010-12-14,21423325489
2010-12-15,20763408906
2010-12-16,20652808361
2010-12-17,20619628198
2010-12-20,20682301840
2010-12-21,20851889341
2010-12-22,21058343691
2010-12-23,21176317606
2010-12-27,21069403746
2010-12-28,21010416789
2010-12-29,20980923310
2010-12-30,20870322766
2010-12-31,20962489886
2011-01-03,21364338531
2011-01-04,21504432555
2011-01-05,21559732827
2011-01-06,21943148048
2011-01-07,22289696421
2011-01-10,22536704304
2011-01-11,22809518981
2011-01-12,22831639090
2011-01-13,22787398872
2011-01-14,23428882031
2011-01-18,23215054311
2011-01-19,22879565992
2011-01-20,22695231751
2011-01-21,22654678218
2011-01-24,22485090717
2011-01-25,22746845339
2011-01-26,23060213549
2011-01-27,23727503501
2011-01-28,23100767082
