,DUK
2013-11-26,49773000000
2013-11-27,49441180000
2013-11-29,49391759999
2013-12-02,49144660000
2013-12-03,49243500000
2013-12-04,49363520000
2013-12-05,49137599999
2013-12-06,49554140000
2013-12-09,49285860000
2013-12-10,48904620000
2013-12-11,48240980000
2013-12-12,48142140000
2013-12-13,48142140000
2013-12-16,48368060000
2013-12-17,48276280000
2013-12-18,49229380000
2013-12-19,48848140000
2013-12-20,49067000000
2013-12-23,48749300000
2013-12-24,48911680000
2013-12-26,48551620000
2013-12-27,48678700000
2013-12-30,48791660000
2013-12-31,48721060000
2014-01-02,48106840000
2014-01-03,47951520000
2014-01-06,47979759999
2014-01-07,48353940000
2014-01-08,47902099999
2014-01-09,47916220000
2014-01-10,48424540000
2014-01-13,47845620000
2014-01-14,47704419999
2014-01-15,47393780000
2014-01-16,47556160000
2014-01-17,47704419999
2014-01-21,48368060000
2014-01-22,48466900000
2014-01-23,48382180000
2014-01-24,48191560000
2014-01-27,48523380000
2014-01-28,48586919999
2014-01-29,48706940000
2014-01-30,49342340000
2014-01-31,49857720000
2014-02-03,49744759999
2014-02-04,49377640000
2014-02-05,49151720000
2014-02-06,49427060000
2014-02-07,49412940000
2014-02-10,49942440000
2014-02-11,50337800000
2014-02-12,50034220000
2014-02-13,50429580000
2014-02-14,50443700000
2014-02-18,50479000000
2014-02-19,50634320000
2014-02-20,50648440000
2014-02-21,50471940000
2014-02-24,50203660000
2014-02-25,50147180000
2014-02-26,50041280000
2014-02-27,49723580000
2014-02-28,50041280000
2014-03-03,49455300000
2014-03-04,49504720000
2014-03-05,49497660000
2014-03-06,49441180000
2014-03-07,49462360000
2014-03-10,49151720000
2014-03-11,49045820000
2014-03-12,49674160000
2014-03-13,49822419999
2014-03-14,49914200000
2014-03-17,50196599999
2014-03-18,49589440000
2014-03-19,48509259999
2014-03-20,48834020000
2014-03-21,48770480000
2014-03-24,48939919999
2014-03-25,49363520000
2014-03-26,49067000000
2014-03-27,49716520000
2014-03-28,49730640000
2014-03-31,50352540000
2014-04-01,49963690000
2014-04-02,49673820000
2014-04-03,49808150000
2014-04-04,49836430000
2014-04-07,50295980000
2014-04-08,51264570000
2014-04-09,50776739999
2014-04-10,50614130000
2014-04-11,50790880000
2014-04-14,50953489999
2014-04-15,51476670000
2014-04-16,51773610000
2014-04-17,51306989999
2014-04-21,51229219999
2014-04-22,51462530000
2014-04-23,51335270000
2014-04-24,51653420000
2014-04-25,52318000000
2014-04-28,52883600000
2014-04-29,52692710000
2014-04-30,52664430000
2014-05-01,52728060000
2014-05-02,51512020000
2014-05-05,51978640000
2014-05-06,51660489999
2014-05-07,52190739999
2014-05-08,51497880000
2014-05-09,50889860000
2014-05-12,50734320000
2014-05-13,50706040000
2014-05-14,50387890000
2014-05-15,50465660000
2014-05-16,50444449999
2014-05-19,49702100000
2014-05-20,49553630000
2014-05-21,49440510000
2014-05-22,49878850000
2014-05-23,49687960000
2014-05-27,49815219999
2014-05-28,50027320000
2014-05-29,50147510000
2014-05-30,50253560000
2014-06-02,50090949999
2014-06-03,49984900000
2014-06-04,50204070000
2014-06-05,50713110000
2014-06-06,50437380000
2014-06-09,50098020000
2014-06-10,49850570000
2014-06-11,49228410000
2014-06-12,49900060000
2014-06-13,50076810000
2014-06-16,50281840000
2014-06-17,49991969999
2014-06-18,51193870000
2014-06-19,51773610000
2014-06-20,51130239999
2014-06-23,51151449999
2014-06-24,51158520000
2014-06-25,51639280000
2014-06-26,51731190000
2014-06-27,52105900000
2014-06-30,52452330000
2014-07-01,52056410000
2014-07-02,51059540000
2014-07-03,50472730000
2014-07-07,50607060000
2014-07-08,51130239999
2014-07-09,50981770000
2014-07-10,51179730000
2014-07-11,51017120000
2014-07-14,50578780000
2014-07-15,50925210000
2014-07-16,51200940000
2014-07-17,51158520000
2014-07-18,51688770000
2014-07-21,51865520000
2014-07-22,51816030000
2014-07-23,51893800000
2014-07-24,52339210000
2014-07-25,51759469999
2014-07-28,52593730000
2014-07-29,52303860000
2014-07-30,51646350000
2014-07-31,50995910000
2014-08-01,51568580000
2014-08-04,51045400000
2014-08-05,50182860000
2014-08-06,49376880000
2014-08-07,49914199999
2014-08-08,50727250000
2014-08-11,50607060000
2014-08-12,50465660000
2014-08-13,50147510000
2014-08-14,50960560000
2014-08-15,50967630000
2014-08-18,50967630000
2014-08-19,51526160000
2014-08-20,51441320000
2014-08-21,51639280000
2014-08-22,51519090000
2014-08-25,51596860000
2014-08-26,51130239999
2014-08-27,51561510000
2014-08-28,51830170000
2014-08-29,52310930000
2014-09-02,51929150000
2014-09-03,52219020000
2014-09-04,52332140000
2014-09-05,52954300000
2014-09-08,52947230000
2014-09-09,52169530000
2014-09-10,51886730000
2014-09-11,52643219999
2014-09-12,51653420000
2014-09-15,51922080000
2014-09-16,52565449999
2014-09-17,52530100000
2014-09-18,51950360000
2014-09-19,52586660000
2014-09-22,52226090000
2014-09-23,52084690000
2014-09-24,52112969999
2014-09-25,52289719999
2014-09-26,52374560000
2014-09-29,52452330000
2014-09-30,52862390000
2014-10-01,53237100000
2014-10-02,53017930000
2014-10-03,53145190000
2014-10-06,53074489999
2014-10-07,53173469999
2014-10-08,54474350000
2014-10-09,54007730000
2014-10-10,54318810000
2014-10-13,54728870000
2014-10-14,55761090000
2014-10-15,55782300000
2014-10-16,55266190000
2014-10-17,55450010000
2014-10-20,56206500000
2014-10-21,55909560000
2014-10-22,56673120000
2014-10-23,56609489999
2014-10-24,56772100000
2014-10-27,56991270000
2014-10-28,57069040000
2014-10-29,56750890000
2014-10-30,58179030000
2014-10-31,58080050000
2014-11-03,58242660000
2014-11-04,58136610000
2014-11-05,59034500000
2014-11-06,57387190000
2014-11-07,58030560000
2014-11-10,58546670000
2014-11-11,58440620000
2014-11-12,56453949999
2014-11-13,55845930000
2014-11-14,55930770000
2014-11-17,56772100000
2014-11-18,56779170000
2014-11-19,56828660000
2014-11-20,56680190000
2014-11-21,56397390000
2014-11-24,55874210000
2014-11-25,55959050000
2014-11-26,56340830000
2014-11-28,57196300000
2014-12-01,57974000000
2014-12-02,58214380000
2014-12-03,57952790000
2014-12-04,58221449999
2014-12-05,57076110000
2014-12-08,57712410000
2014-12-09,58101260000
2014-12-10,58150750000
2014-12-11,58603230000
2014-12-12,58461830000
2014-12-15,57365980000
2014-12-16,56998340000
2014-12-17,57528590000
2014-12-18,58688070000
2014-12-19,58574949999
2014-12-22,59112270000
2014-12-23,59161760000
2014-12-24,60073790000
2014-12-26,60667670000
2014-12-29,61388810000
2014-12-30,59882900000
2014-12-31,59146320000
2015-01-02,59507400000
2015-01-05,58650720000
2015-01-06,59613600000
2015-01-07,59804760000
2015-01-08,60045480000
2015-01-09,60130440000
2015-01-12,60187080000
2015-01-13,60512760000
2015-01-14,60668520000
2015-01-15,61426080000
2015-01-16,61843799999
2015-01-20,62084520000
2015-01-21,62785440000
2015-01-22,62750040000
2015-01-23,62813760000
2015-01-26,62693400000
2015-01-27,62813760000
2015-01-28,62197799999
2015-01-29,63266880000
2015-01-30,61695120000
2015-02-02,61596000000
2015-02-03,61440240000
2015-02-04,60873840000
2015-02-05,61397760000
2015-02-06,58841880000
2015-02-09,58551600000
2015-02-10,59599440000
2015-02-11,57949799999
2015-02-12,57390480000
2015-02-13,56526720000
2015-02-17,56208120000
2015-02-18,57326760000
2015-02-19,56052360000
2015-02-20,55726679999
2015-02-23,56116080000
2015-02-24,56533799999
2015-02-25,55939080000
2015-02-26,55620480000
2015-02-27,55613400000
2015-03-02,54558480000
2015-03-03,54877080000
2015-03-04,54572640000
2015-03-05,54926640000
2015-03-06,53071679999
2015-03-09,52930080000
2015-03-10,52887600000
2015-03-11,52590240000
2015-03-12,53298240000
2015-03-13,52823880000
2015-03-16,53602679999
2015-03-17,53156640000
2015-03-18,54091200000
2015-03-19,53815080000
2015-03-20,54282360000
2015-03-23,54374400000
2015-03-24,53850480000
2015-03-25,53071679999
2015-03-26,52639799999
2015-03-27,53100000000
2015-03-30,53737200000
2015-03-31,53131760000
2015-04-01,53166360000
2015-04-02,53263240000
2015-04-06,54142080000
2015-04-07,53733800000
2015-04-08,53491600000
2015-04-09,53290920000
2015-04-10,53865280000
2015-04-13,53443160000
2015-04-14,53692280000
2015-04-15,53989840000
2015-04-16,53498520000
2015-04-17,53498520000
2015-04-20,54398120000
2015-04-21,54024439999
2015-04-22,54183600000
2015-04-23,54571120000
2015-04-24,54951720000
2015-04-27,54232040000
2015-04-28,54647240000
2015-04-29,54273560000
2015-04-30,53678439999
2015-05-01,53906800000
2015-05-04,53948319999
2015-05-05,52765000000
2015-05-06,52875720000
2015-05-07,53152520000
2015-05-08,53360120000
2015-05-11,52986439999
2015-05-12,52799600000
2015-05-13,51512480000
2015-05-14,52239080000
2015-05-15,52695800000
2015-05-18,52612760000
2015-05-19,52723480000
2015-05-20,52965680000
2015-05-21,52702720000
2015-05-22,52626600000
2015-05-26,52425920000
2015-05-27,52737319999
2015-05-28,52557400000
2015-05-29,52405160000
2015-06-01,52592000000
2015-06-02,51934600000
2015-06-03,51346400000
2015-06-04,51353319999
2015-06-05,50412199999
2015-06-08,50135400000
2015-06-09,49913960000
2015-06-10,49858600000
2015-06-11,50419120000
2015-06-12,50190760000
2015-06-15,50170000000
2015-06-16,50218439999
2015-06-17,50571360000
2015-06-18,51581680000
2015-06-19,50654400000
2015-06-22,50564439999
2015-06-23,49671760000
2015-06-24,49083560000
2015-06-25,48910560000
2015-06-26,49132000000
2015-06-29,49028199999
2015-06-30,48586560000
2015-07-01,48903040000
2015-07-02,49900640000
2015-07-06,50120799999
2015-07-07,51785760000
2015-07-08,51455520000
2015-07-09,50960159999
2015-07-10,51166560000
2015-07-13,51152799999
2015-07-14,50774400000
2015-07-15,50925760000
2015-07-16,51469280000
2015-07-17,50616159999
2015-07-20,50409760000
2015-07-21,49824960000
2015-07-22,49790560000
2015-07-23,49233280000
2015-07-24,49322720000
2015-07-27,50224000000
2015-07-28,50313440000
2015-07-29,50299680000
2015-07-30,50533600000
2015-07-31,51063360000
2015-08-03,51572479999
2015-08-04,50856960000
2015-08-05,50898240000
2015-08-06,50801920000
2015-08-07,51703200000
2015-08-10,51469280000
2015-08-11,51799520000
2015-08-12,51985280000
2015-08-13,51999040000
2015-08-14,52542560000
2015-08-17,52645760000
2015-08-18,52453120000
2015-08-19,53120479999
2015-08-20,52817760000
2015-08-21,52776479999
2015-08-24,49838720000
2015-08-25,48304479999
2015-08-26,49357120000
2015-08-27,49893760000
2015-08-28,49804320000
2015-08-31,48786080000
2015-09-01,47506400000
2015-09-02,47582080000
2015-09-03,47664640000
2015-09-04,46962880000
2015-09-08,47719680000
2015-09-09,46928479999
2015-09-10,46605120000
2015-09-11,47017920000
2015-09-14,46997280000
2015-09-15,47189920000
2015-09-16,47595840000
2015-09-17,48098080000
2015-09-18,47781600000
2015-09-21,48194400000
2015-09-22,47575200000
2015-09-23,47533920000
2015-09-24,48380159999
2015-09-25,48648479999
2015-09-28,48469600000
2015-09-29,48662240000
2015-09-30,49494720000
2015-10-01,48620960000
2015-10-02,49508479999
2015-10-05,50279040000
2015-10-06,50285920000
2015-10-07,49996960000
2015-10-08,50224000000
2015-10-09,49714880000
2015-10-12,50100159999
2015-10-13,49900640000
2015-10-14,49769920000
2015-10-15,50554240000
2015-10-16,50629920000
2015-10-19,50623040000
2015-10-20,50705600000
2015-10-21,50815680000
2015-10-22,51641280000
2015-10-23,50733120000
2015-10-26,49708000000
2015-10-27,49818080000
2015-10-28,49226400000
2015-10-29,49240159999
2015-10-30,49171360000
2015-11-02,49659840000
2015-11-03,49701120000
2015-11-04,49487840000
2015-11-05,49157600000
2015-11-06,46618880000
2015-11-09,46763360000
2015-11-10,46350560000
2015-11-11,46942240000
2015-11-12,46295520000
2015-11-13,46020320000
2015-11-16,46598240000
2015-11-17,45291040000
2015-11-18,46233600000
2015-11-19,47121120000
2015-11-20,47540799999
2015-11-23,46790880000
2015-11-24,46839040000
2015-11-25,46591360000
2015-11-27,46446880000
2015-11-30,46618880000
2015-12-01,46825280000
2015-12-02,45497440000
2015-12-03,45566240000
2015-12-04,46123520000
2015-12-07,47128000000
2015-12-08,47086720000
2015-12-09,47203680000
2015-12-10,46391840000
2015-12-11,46673920000
2015-12-14,47093600000
2015-12-15,47361920000
2015-12-16,48180640000
2015-12-17,48504000000
2015-12-18,47884799999
2015-12-21,48029280000
2015-12-22,48813600000
2015-12-23,49536000000
2015-12-24,49563520000
2015-12-28,49480960000
2015-12-29,49790560000
2015-12-30,49666720000
2015-12-31,49187710000
2016-01-04,49049910000
2016-01-05,49401300000
2016-01-06,49511540000
2016-01-07,49056800000
2016-01-08,48946560000
2016-01-11,49490870000
2016-01-12,49105030000
2016-01-13,49401300000
2016-01-14,49862930000
2016-01-15,49663120000
2016-01-19,50407240000
2016-01-20,49208380000
2016-01-21,48981010000
2016-01-22,49732020000
2016-01-25,49470200000
2016-01-26,49759580000
2016-01-27,49890490000
2016-01-28,50620830000
2016-01-29,51881700000
2016-02-01,53053000000
2016-02-02,52880750000
2016-02-03,54127840000
2016-02-04,54141620000
2016-02-05,54458560000
2016-02-08,54548130000
2016-02-09,54382770000
2016-02-10,53824680000
2016-02-11,52915200000
2016-02-12,52529360000
2016-02-16,52563810000
2016-02-17,52019500000
2016-02-18,52508689999
2016-02-19,51364950000
2016-02-22,51564760000
2016-02-23,51544090000
2016-02-24,51640550000
2016-02-25,52667160000
2016-02-26,51006670000
2016-02-29,51178920000
2016-03-01,50538149999
2016-03-02,50731070000
2016-03-03,51213370000
2016-03-04,51792130000
2016-03-07,52536250000
2016-03-08,53239030000
2016-03-09,53404390000
2016-03-10,53232140000
2016-03-11,53576640000
2016-03-14,53549080000
2016-03-15,53776450000
2016-03-16,54396550000
2016-03-17,55113110000
2016-03-18,54892630000
2016-03-21,54789280000
2016-03-22,54348320000
2016-03-23,54989090000
2016-03-24,54947750000
2016-03-28,54761720000
2016-03-29,55423160000
2016-03-30,55361149999
2016-03-31,55588520000
2016-04-01,55898570000
2016-04-04,55871010000
2016-04-05,55051100000
2016-04-06,54679040000
2016-04-07,54630810000
2016-04-08,54961530000
2016-04-11,54734160000
2016-04-12,55271580000
2016-04-13,54865070000
2016-04-14,54741050000
2016-04-15,55120000000
2016-04-18,55395600000
2016-04-19,54975310000
2016-04-20,53879800000
2016-04-21,52598260000
2016-04-22,53059890000
2016-04-25,52887640000
2016-04-26,53018550000
2016-04-27,53783340000
2016-04-28,53976260000
2016-04-29,54279420000
2016-05-02,54389660000
2016-05-03,54320760000
2016-05-04,55133780000
2016-05-05,55244020000
2016-05-06,54692820000
2016-05-09,55161340000
2016-05-10,55161340000
2016-05-11,55457610000
2016-05-12,55864120000
2016-05-13,55650530000
2016-05-16,55809000000
2016-05-17,54782390000
2016-05-18,52756729999
2016-05-19,53032330000
2016-05-20,53053000000
2016-05-23,52467350000
2016-05-24,53046110000
2016-05-25,53018550000
2016-05-26,53714439999
2016-05-27,53728220000
2016-05-31,53900470000
2016-06-01,54444780000
2016-06-02,54389660000
2016-06-03,55175120000
2016-06-06,55009760000
2016-06-07,55113110000
2016-06-08,55471390000
2016-06-09,55988140000
2016-06-10,55974360000
2016-06-13,56229290000
2016-06-14,56780490000
2016-06-15,56174170000
2016-06-16,56863170000
2016-06-17,57173220000
2016-06-20,56498000000
2016-06-21,56498000000
2016-06-22,56380870000
2016-06-23,56532450000
2016-06-24,56794270000
2016-06-27,57869110000
2016-06-28,57834660000
2016-06-29,57979350000
2016-06-30,59109310000
2016-07-01,58999070000
2016-07-05,59894770000
2016-07-06,60101470000
2016-07-07,58764810000
2016-07-08,59260890000
2016-07-11,59260890000
2016-07-12,58179160000
2016-07-13,58599450000
2016-07-14,58392750000
2016-07-15,58509880000
2016-07-18,58737250000
2016-07-19,58826820000
2016-07-20,58509880000
2016-07-21,58840600000
2016-07-22,59598500000
2016-07-25,59729410000
2016-07-26,59081750000
2016-07-27,58447870000
2016-07-28,58702800000
2016-07-29,58971510000
2016-08-01,59012850000
2016-08-02,58950840000
2016-08-03,58668350000
2016-08-04,58730360000
2016-08-05,58034470000
2016-08-08,58385860000
2016-08-09,58378970000
2016-08-10,57731310000
2016-08-11,57813990000
2016-08-12,57524610000
2016-08-15,56263740000
2016-08-16,55430050000
2016-08-17,56284410000
2016-08-18,57035420000
2016-08-19,56256850000
2016-08-22,56422210000
2016-08-23,56119050000
2016-08-24,56194840000
2016-08-25,56311970000
2016-08-26,55064880000
2016-08-29,55423160000
2016-08-30,54789280000
2016-08-31,54885740000
2016-09-01,54658370000
2016-09-02,55285360000
2016-09-06,55767660000
2016-09-07,55492060000
2016-09-08,55678090000
2016-09-09,53707550000
2016-09-12,54623920000
2016-09-13,54286310000
2016-09-14,54203630000
2016-09-15,54472340000
2016-09-16,54851290000
2016-09-19,55436939999
2016-09-20,55237130000
2016-09-21,56429100000
2016-09-22,56849390000
2016-09-23,56856280000
2016-09-26,56601350000
2016-09-27,56105270000
2016-09-28,55877899999
2016-09-29,55333590000
2016-09-30,55787880000
2016-10-03,55125730000
2016-10-04,53989619999
2016-10-05,53731730000
2016-10-06,53731730000
2016-10-07,53369289999
2016-10-10,53710820000
2016-10-11,52909270000
2016-10-12,53425050000
2016-10-13,54324180000
2016-10-14,53815369999
2016-10-17,54045380000
2016-10-18,54296300000
2016-10-19,54456610000
2016-10-20,54658740000
2016-10-21,54379940000
2016-10-24,54644800000
2016-10-25,54777230000
2016-10-26,54902690000
2016-10-27,54658740000
2016-10-28,54867840000
2016-10-31,55773940000
2016-11-01,54763289999
2016-11-02,54366000000
2016-11-03,54352060000
2016-11-04,53857190000
2016-11-07,55153610000
2016-11-08,55516050000
2016-11-09,53905980000
2016-11-10,52386520000
2016-11-11,52442280000
2016-11-14,51884680000
2016-11-15,52923210000
2016-11-16,51557090000
2016-11-17,51487390000
2016-11-18,51299199999
2016-11-21,51877710000
2016-11-22,51494360000
2016-11-23,51257380000
2016-11-25,51821949999
2016-11-28,53027760000
2016-11-29,53229890000
2016-11-30,51417690000
2016-12-01,50706750000
2016-12-02,51173740000
2016-12-05,51306170000
2016-12-06,51480420000
2016-12-07,52044990000
2016-12-08,52086810000
2016-12-09,52846539999
2016-12-12,53306560000
2016-12-13,53892039999
2016-12-14,52644410000
2016-12-15,52992910000
2016-12-16,53383230000
2016-12-19,53759610000
2016-12-20,53912949999
2016-12-21,53669000000
2016-12-22,54205690000
2016-12-23,54101140000
2016-12-27,54003560000
2016-12-28,53689910000
2016-12-29,54379940000
2016-12-30,54101140000
2017-01-03,54411000000
2017-01-04,54355000000
2017-01-05,54425000000
2017-01-06,54243000000
2017-01-09,53648000000
2017-01-10,53550000000
2017-01-11,53969999999
2017-01-12,54278000000
2017-01-13,54046999999
2017-01-17,54221999999
2017-01-18,54250000000
2017-01-19,53984000000
2017-01-20,54131000000
2017-01-23,53921000000
2017-01-24,54026000000
2017-01-25,53956000000
2017-01-26,53984000000
2017-01-27,53858000000
2017-01-30,53984000000
2017-01-31,54978000000
2017-02-01,54152000000
2017-02-02,54453000000
2017-02-03,54355000000
2017-02-06,54298999999
2017-02-07,54425000000
2017-02-08,55048000000
2017-02-09,54425000000
2017-02-10,54669999999
2017-02-13,55083000000
2017-02-14,54628000000
2017-02-15,53746000000
2017-02-16,55230000000
2017-02-17,54852000000
2017-02-21,55363000000
2017-02-22,55909000000
2017-02-23,56637000000
2017-02-24,57371999999
2017-02-27,57302000000
2017-02-28,57785000000
2017-03-01,57351000000
2017-03-02,57652000000
2017-03-03,57337000000
2017-03-06,57309000000
2017-03-07,57183000000
2017-03-08,56223999999
2017-03-09,56035000000
2017-03-10,56448000000
2017-03-13,56609000000
2017-03-14,56609000000
2017-03-15,57400000000
2017-03-16,57134000000
2017-03-17,57288000000
2017-03-20,56826000000
2017-03-21,57876000000
2017-03-22,57932000000
2017-03-23,57876000000
2017-03-24,58093000000
2017-03-27,57953000000
2017-03-28,58051000000
2017-03-29,57694000000
2017-03-30,57428000000
2017-03-31,57407000000
2017-04-03,57575000000
2017-04-04,57659000000
2017-04-05,58009000000
2017-04-06,57813000000
2017-04-07,57582000000
2017-04-10,57680000000
2017-04-11,57533000000
2017-04-12,57946000000
2017-04-13,57813000000
2017-04-17,58051000000
2017-04-18,58002000000
2017-04-19,57644999999
2017-04-20,57421000000
2017-04-21,57546999999
2017-04-24,57806000000
2017-04-25,57883000000
2017-04-26,57819999999
2017-04-27,58030000000
2017-04-28,57750000000
2017-05-01,57448999999
2017-05-02,57673000000
2017-05-03,57428000000
2017-05-04,57813000000
2017-05-05,58086000000
2017-05-08,58044000000
2017-05-09,57477000000
2017-05-10,57736000000
2017-05-11,58100000000
2017-05-12,58436000000
2017-05-15,58506000000
2017-05-16,58184000000
2017-05-17,57946000000
2017-05-18,58275000000
2017-05-19,58359000000
2017-05-22,58869999999
2017-05-23,59010000000
2017-05-24,59283000000
2017-05-25,59598000000
2017-05-26,59548999999
2017-05-30,59787000000
2017-05-31,59976000000
2017-06-01,60480000000
2017-06-02,60396000000
2017-06-05,60081000000
2017-06-06,60067000000
2017-06-07,60263000000
2017-06-08,59766000000
2017-06-09,60004000000
2017-06-12,59934000000
2017-06-13,60165000000
2017-06-14,60423999999
2017-06-15,60865000000
2017-06-16,60998000000
2017-06-19,60823000000
2017-06-20,60837000000
2017-06-21,60598999999
2017-06-22,60396000000
2017-06-23,60171999999
2017-06-26,60690000000
2017-06-27,59990000000
2017-06-28,59479000000
2017-06-29,58821000000
2017-06-30,58513000000
2017-07-03,58317000000
2017-07-05,58303000000
2017-07-06,58246999999
2017-07-07,58394000000
2017-07-10,58233000000
2017-07-11,58226000000
2017-07-12,58786000000
2017-07-13,58359000000
2017-07-14,58688000000
2017-07-17,58821000000
2017-07-18,58933000000
2017-07-19,59044999999
2017-07-20,59451000000
2017-07-21,59640000000
2017-07-24,59185000000
2017-07-25,58667000000
2017-07-26,59115000000
2017-07-27,59535000000
2017-07-28,59437000000
2017-07-31,59584000000
2017-08-01,59619000000
2017-08-02,60018000000
2017-08-03,60557000000
2017-08-04,60536000000
2017-08-07,60382000000
2017-08-08,60619999999
2017-08-09,60340000000
2017-08-10,60473000000
2017-08-11,59990000000
2017-08-14,60284000000
2017-08-15,60823000000
2017-08-16,60417000000
2017-08-17,60109000000
2017-08-18,60466000000
2017-08-21,60606000000
2017-08-22,60585000000
2017-08-23,60816000000
2017-08-24,60739000000
2017-08-25,61061000000
2017-08-28,61194000000
2017-08-29,61250000000
2017-08-30,61096000000
2017-08-31,61110000000
2017-09-01,60963000000
2017-09-05,61187000000
2017-09-06,60893000000
2017-09-07,61138000000
2017-09-08,61446000000
2017-09-11,61838000000
2017-09-12,61096000000
2017-09-13,60739000000
2017-09-14,61250000000
2017-09-15,61110000000
2017-09-18,60242000000
2017-09-19,60186000000
2017-09-20,59640000000
2017-09-21,59612000000
2017-09-22,58975000000
2017-09-25,59598000000
2017-09-26,59373999999
2017-09-27,58758000000
2017-09-28,58982000000
2017-09-29,58744000000
2017-10-02,59052000000
2017-10-03,58694999999
2017-10-04,59129000000
2017-10-05,59003000000
2017-10-06,59248000000
2017-10-09,59373999999
2017-10-10,60053000000
2017-10-11,60473000000
2017-10-12,60879000000
2017-10-13,60753000000
2017-10-16,60991000000
2017-10-17,61257000000
2017-10-18,60928000000
2017-10-19,61494999999
2017-10-20,61551000000
2017-10-23,61278000000
2017-10-24,61593000000
2017-10-25,61425000000
2017-10-26,61152000000
2017-10-27,61565000000
2017-10-30,61677000000
2017-10-31,61817000000
2017-11-01,61502000000
2017-11-02,61992000000
2017-11-03,61964000000
2017-11-06,61509000000
2017-11-07,62552000000
2017-11-08,62461000000
2017-11-09,62741000000
2017-11-10,62223000000
2017-11-13,62916000000
2017-11-14,63763000000
2017-11-15,63406000000
2017-11-16,62446999999
2017-11-17,61964000000
2017-11-20,62062000000
2017-11-21,62167000000
2017-11-22,62041000000
2017-11-24,62146000000
2017-11-27,62216000000
2017-11-28,62286000000
2017-11-29,62300000000
2017-11-30,62426000000
2017-12-01,62111000000
2017-12-04,62034000000
2017-12-05,61571999999
2017-12-06,61817000000
2017-12-07,61530000000
2017-12-08,61635000000
2017-12-11,61859000000
2017-12-12,60991000000
2017-12-13,61292000000
2017-12-14,61292000000
2017-12-15,61488000000
2017-12-18,60578000000
2017-12-19,59507000000
2017-12-20,59143000000
2017-12-21,59010000000
2017-12-22,58919000000
2017-12-26,58519999999
2017-12-27,58786000000
2017-12-28,58793000000
2017-12-29,58877000000
2018-01-02,58344230000
2018-01-03,58161970000
2018-01-04,57706319999
2018-01-05,57439940000
2018-01-08,57622200000
2018-01-09,56949240000
2018-01-10,56157110000
2018-01-11,55575280000
2018-01-12,55308900000
2018-01-16,54972420000
2018-01-17,54965410000
2018-01-18,54215340000
2018-01-19,53850819999
2018-01-22,53941950000
2018-01-23,54474709999
2018-01-24,54145240000
2018-01-25,55308900000
2018-01-26,55259830000
2018-01-29,54180290000
2018-01-30,54439660000
2018-01-31,55028500000
2018-02-01,53864840000
2018-02-02,53647530000
2018-02-05,53142810000
2018-02-06,52217490000
2018-02-07,52154400000
2018-02-08,52098319999
2018-02-09,53346099999
2018-02-12,53843810000
2018-02-13,54033080000
2018-02-14,52911480000
2018-02-15,53416200000
2018-02-16,53766700000
2018-02-20,53058690000
2018-02-21,52806330000
2018-02-22,52953540000
2018-02-23,54131220000
2018-02-26,54621920000
2018-02-27,53507330000
2018-02-28,52813340000
2018-03-01,52967560000
2018-03-02,52820349999
2018-03-05,54320490000
2018-03-06,53177860000
2018-03-07,52750250000
2018-03-08,53268990000
2018-03-09,53367130000
2018-03-12,53661550000
2018-03-13,53605470000
2018-03-14,53977000000
2018-03-15,53794740000
2018-03-16,54390590000
2018-03-19,54005040000
2018-03-20,53577430000
2018-03-21,53402180000
2018-03-22,53409190000
2018-03-23,52694170000
2018-03-26,53219920000
2018-03-27,54047099999
2018-03-28,54271420000
2018-03-29,54306470000
2018-04-02,54201299999
2018-04-03,54313780000
2018-04-04,54630129999
2018-04-05,55255799999
2018-04-06,54946480000
2018-04-09,55164410000
2018-04-10,54496560000
2018-04-11,54187240000
2018-04-12,53526420000
2018-04-13,53899010000
2018-04-16,54805879999
2018-04-17,55185500000
2018-04-18,55030840000
2018-04-19,55199560000
2018-04-20,54609040000
2018-04-23,54826970000
2018-04-24,54988660000
2018-04-25,55459670000
2018-04-26,56127520000
2018-04-27,56591500000
2018-04-30,56352480000
2018-05-01,56120490000
2018-05-02,56225940000
2018-05-03,56071280000
2018-05-04,56155640000
2018-05-07,55888500000
2018-05-08,54749640000
2018-05-09,54580920000
2018-05-10,54946480000
2018-05-11,54770730000
2018-05-14,54714490000
2018-05-15,54081790000
2018-05-16,53449090000
2018-05-17,52127450000
2018-05-18,51881400000
2018-05-21,51797040000
2018-05-22,52071209999
2018-05-23,52633610000
2018-05-24,53245220000
2018-05-25,53294430000
2018-05-29,53849799999
2018-05-30,54116940000
2018-05-31,54243480000
2018-06-01,53484240000
2018-06-04,52985110000
2018-06-05,52549250000
2018-06-06,51417420000
2018-06-07,51656440000
2018-06-08,51403360000
2018-06-11,50700360000
2018-06-12,50953440000
2018-06-13,50791750000
2018-06-14,51642379999
2018-06-15,52232900000
2018-06-18,52310230000
2018-06-19,53196010000
2018-06-20,53561570000
2018-06-21,54067730000
2018-06-22,54433290000
2018-06-25,55593240000
2018-06-26,55389370000
2018-06-27,55902560000
2018-06-28,55698690000
2018-06-29,55593240000
2018-07-02,56868880000
2018-07-03,56904530000
2018-07-05,57474930000
2018-07-06,58195060000
2018-07-09,56070320000
2018-07-10,56697760000
2018-07-11,57310940000
2018-07-12,57396500000
2018-07-13,57482060000
2018-07-16,57596140000
