,PGR
2013-11-26,16641078000
2013-11-27,16611383000
2013-11-29,16587627000
2013-12-02,16712346000
2013-12-03,16569810000
2013-12-04,16302555000
2013-12-05,16118446000
2013-12-06,16350067000
2013-12-09,16338189000
2013-12-10,16237226000
2013-12-11,16035300000
2013-12-12,15750228000
2013-12-13,15583936000
2013-12-16,15631448000
2013-12-17,15536424000
2013-12-18,15744289000
2013-12-19,15857130000
2013-12-20,15928398000
2013-12-23,15934336999
2013-12-24,15993727000
2013-12-26,16076873000
2013-12-27,16076873000
2013-12-30,16130324000
2013-12-31,16195653000
2014-01-02,15869008000
2014-01-03,15643326000
2014-01-06,15542363000
2014-01-07,15459217000
2014-01-08,15275108000
2014-01-09,15382010000
2014-01-10,15405766000
2014-01-13,15263230000
2014-01-14,15477034000
2014-01-15,15435461000
2014-01-16,15352315000
2014-01-17,15281047000
2014-01-21,15399827000
2014-01-22,15090999000
2014-01-23,14960341000
2014-01-24,14728720000
2014-01-27,13766602000
2014-01-28,13932894000
2014-01-29,13926955000
2014-01-30,13992284000
2014-01-31,13802236000
2014-02-03,13416201000
2014-02-04,13434018000
2014-02-05,13422140000
2014-02-06,13600310000
2014-02-07,13736907000
2014-02-10,13766602000
2014-02-11,13950711000
2014-02-12,13992284000
2014-02-13,14164515000
2014-02-14,14241722000
2014-02-18,14176393000
2014-02-19,14105125000
2014-02-20,14235783000
2014-02-21,14206088000
2014-02-24,14111064000
2014-02-25,14075430000
2014-02-26,14194210000
2014-02-27,14360502000
2014-02-28,14544611000
2014-03-03,14324868000
2014-03-04,14384258000
2014-03-05,14431770000
2014-03-06,14520855000
2014-03-07,14520855000
2014-03-10,14550550000
2014-03-11,14562428000
2014-03-12,14004161999
2014-03-13,13897260000
2014-03-14,14075430000
2014-03-17,14093247000
2014-03-18,14045735000
2014-03-19,13921016000
2014-03-20,14146698000
2014-03-21,14384258000
2014-03-24,14318929000
2014-03-25,14348624000
2014-03-26,14194210000
2014-03-27,14117003000
2014-03-28,14241722000
2014-03-31,14318864000
2014-04-01,14242008000
2014-04-02,14253832000
2014-04-03,14484400000
2014-04-04,14348424000
2014-04-07,14253832000
2014-04-08,14283392000
2014-04-09,14224272000
2014-04-10,14076472000
2014-04-11,13987792000
2014-04-14,14141504000
2014-04-15,14088295999
2014-04-16,14182888000
2014-04-17,14165152000
2014-04-21,14094208000
2014-04-22,14046912000
2014-04-23,14005528000
2014-04-24,14153328000
2014-04-25,14064648000
2014-04-28,14182888000
2014-04-29,14224272000
2014-04-30,14336600000
2014-05-01,14768176000
2014-05-02,14661760000
2014-05-05,14697232000
2014-05-06,14531695999
2014-05-07,14549432000
2014-05-08,14555344000
2014-05-09,14567168000
2014-05-12,14685408000
2014-05-13,14797736000
2014-05-14,15040128000
2014-05-15,14963272000
2014-05-16,14992832000
2014-05-19,14981008000
2014-05-20,14868680000
2014-05-21,14939624000
2014-05-22,14874592000
2014-05-23,14839120000
2014-05-27,14815472000
2014-05-28,14933712000
2014-05-29,14880504000
2014-05-30,14797736000
2014-06-02,14726792000
2014-06-03,14714968000
2014-06-04,14726792000
2014-06-05,14827295999
2014-06-06,14927800000
2014-06-09,14880504000
2014-06-10,14774088000
2014-06-11,14880504000
2014-06-12,14892328000
2014-06-13,14951448000
2014-06-16,15075600000
2014-06-17,15075600000
2014-06-18,15146544000
2014-06-19,15312080000
2014-06-20,15241136000
2014-06-23,15146544000
2014-06-24,15051952000
2014-06-25,14975095999
2014-06-26,14904152000
2014-06-27,14933712000
2014-06-30,14957328000
2014-07-01,15028104000
2014-07-02,14868858000
2014-07-03,14839368000
2014-07-07,14798082000
2014-07-08,14845266000
2014-07-09,14857062000
2014-07-10,14461896000
2014-07-11,14408814000
2014-07-14,14397018000
2014-07-15,14391120000
2014-07-16,14414712000
2014-07-17,14249568000
2014-07-18,14249568000
2014-07-21,14290854000
2014-07-22,14261364000
2014-07-23,14231874000
2014-07-24,14343936000
2014-07-25,14267262000
2014-07-28,14249568000
2014-07-29,14060832000
2014-07-30,13966464000
2014-07-31,13824912000
2014-08-01,13695156000
2014-08-04,13813116000
2014-08-05,13771830000
2014-08-06,13813116000
2014-08-07,13765932000
2014-08-08,13984158000
2014-08-11,13972362000
2014-08-12,14037240000
2014-08-13,14273160000
2014-08-14,14444202000
2014-08-15,14485488000
2014-08-18,14556264000
2014-08-19,14568060000
2014-08-20,14573958000
2014-08-21,14715510000
2014-08-22,14621142000
2014-08-25,14739102000
2014-08-26,14721408000
2014-08-27,14703714000
2014-08-28,14691918000
2014-08-29,14756796000
2014-09-02,14839368000
2014-09-03,14780388000
2014-09-04,14768592000
2014-09-05,14827572000
2014-09-08,14721408000
2014-09-09,14709612000
2014-09-10,14697816000
2014-09-11,14768592000
2014-09-12,14780388000
2014-09-15,14845266000
2014-09-16,14868858000
2014-09-17,14868858000
2014-09-18,15022206000
2014-09-19,14933736000
2014-09-22,14927838000
2014-09-23,14874756000
2014-09-24,14975022000
2014-09-25,14927838000
2014-09-26,15016308000
2014-09-29,15034002000
2014-09-30,14854528000
2014-10-01,14795768000
2014-10-02,14895660000
2014-10-03,15071940000
2014-10-06,15042560000
2014-10-07,14831024000
2014-10-08,15071940000
2014-10-09,14848652000
2014-10-10,14690000000
2014-10-13,14578356000
2014-10-14,14601860000
2014-10-15,14407952000
2014-10-16,14355068000
2014-10-17,14548976000
2014-10-20,14613612000
2014-10-21,14989676000
2014-10-22,14889784000
2014-10-23,14942668000
2014-10-24,15201212000
2014-10-27,15342236000
2014-10-28,15436252000
2014-10-29,15207088000
2014-10-30,15271724000
2014-10-31,15518516000
2014-11-03,15565524000
2014-11-04,15688920000
2014-11-05,15794688000
2014-11-06,15806440000
2014-11-07,15782936000
2014-11-10,15818192000
2014-11-11,15718300000
2014-11-12,15865200000
2014-11-13,15970968000
2014-11-14,15853448000
2014-11-17,15853448000
2014-11-18,15982720000
2014-11-19,15929836000
2014-11-20,15929836000
2014-11-21,16070860000
2014-11-24,16059107999
2014-11-25,15994472000
2014-11-26,16006224000
2014-11-28,16006224000
2014-12-01,15923960000
2014-12-02,16017976000
2014-12-03,15988596000
2014-12-04,15994472000
2014-12-05,16017976000
2014-12-08,16029728000
2014-12-09,15765307999
2014-12-10,15724176000
2014-12-11,15777060000
2014-12-12,15506764000
2014-12-15,15418624000
2014-12-16,15130700000
2014-12-17,15383368000
2014-12-18,15724176000
2014-12-19,15606656000
2014-12-22,15712424000
2014-12-23,15847572000
2014-12-24,15818192000
2014-12-26,15871076000
2014-12-29,15935712000
2014-12-30,15994472000
2014-12-31,15859324000
2015-01-02,15888704000
2015-01-05,15712424000
2015-01-06,15518516000
2015-01-07,15841696000
2015-01-08,16159000000
2015-01-09,15818192000
2015-01-12,15594904000
2015-01-13,15571400000
2015-01-14,15295228000
2015-01-15,15436252000
2015-01-16,15495012000
2015-01-20,15465632000
2015-01-21,15389244000
2015-01-22,15683044000
2015-01-23,15565524000
2015-01-26,15788812000
2015-01-27,15683044000
2015-01-28,15589028000
2015-01-29,15659540000
2015-01-30,15248220000
2015-02-02,15189460000
2015-02-03,15336360000
2015-02-04,15336360000
2015-02-05,15500888000
2015-02-06,15500888000
2015-02-09,15477384000
2015-02-10,15547896000
2015-02-11,15671292000
2015-02-12,15894580000
2015-02-13,15929836000
2015-02-17,15712424000
2015-02-18,15718300000
2015-02-19,15694796000
2015-02-20,15636036000
2015-02-23,15606656000
2015-02-24,15641912000
2015-02-25,15612532000
2015-02-26,15706548000
2015-02-27,15659540000
2015-03-02,15918084000
2015-03-03,15741804000
2015-03-04,15524392000
2015-03-05,15594904000
2015-03-06,15430376000
2015-03-09,15518516000
2015-03-10,15265848000
2015-03-11,15465632000
2015-03-12,15747680000
2015-03-13,15565524000
2015-03-16,15853448000
2015-03-17,15882828000
2015-03-18,16164876000
2015-03-19,16176628000
2015-03-20,16247140000
2015-03-23,16264768000
2015-03-24,16047356000
2015-03-25,15906332000
2015-03-26,15824068000
2015-03-27,15882828000
2015-03-30,16082612000
2015-03-31,15931040000
2015-04-01,15790472000
2015-04-02,15720188000
2015-04-06,15813900000
2015-04-07,15702617000
2015-04-08,15702617000
2015-04-09,15673332000
2015-04-10,15755330000
2015-04-13,15714330999
2015-04-14,15667475000
2015-04-15,15925183000
2015-04-16,15919326000
2015-04-17,15667475000
2015-04-20,15866613000
2015-04-21,15673332000
2015-04-22,15644047000
2015-04-23,15702617000
2015-04-24,15731902000
2015-04-27,15567905999
2015-04-28,15661618000
2015-04-29,15550335000
2015-04-30,15614762000
2015-05-01,15796329000
2015-05-04,15895898000
2015-05-05,15866613000
2015-05-06,15714330999
2015-05-07,15784615000
2015-05-08,15895898000
2015-05-11,15849042000
2015-05-12,15796329000
2015-05-13,15813900000
2015-05-14,16042323000
2015-05-15,15948611000
2015-05-18,15960325000
2015-05-19,15972039000
2015-05-20,16001324000
2015-05-21,16018895000
2015-05-22,15977896000
2015-05-26,15872470000
2015-05-27,15972039000
2015-05-28,16059894000
2015-05-29,16013038000
2015-06-01,16013038000
2015-06-02,16036466000
2015-06-03,16159463000
2015-06-04,15972039000
2015-06-05,15995467000
2015-06-08,15860755999
2015-06-09,15802186000
2015-06-10,16147749000
2015-06-11,16300030999
2015-06-12,16264889000
2015-06-15,16159463000
2015-06-16,16229747000
2015-06-17,16323459000
2015-06-18,16616309000
2015-06-19,16446455999
2015-06-22,16622166000
2015-06-23,16663165000
2015-06-24,16540168000
2015-06-25,16499169000
2015-06-26,16587024000
2015-06-29,16288317000
2015-06-30,16286115999
2015-07-01,16643088000
2015-07-02,16526048000
2015-07-06,16607976000
2015-07-07,16941540000
2015-07-08,16806944000
2015-07-09,16988356000
2015-07-10,17199028000
2015-07-13,17397996000
2015-07-14,17427256000
2015-07-15,17561852000
2015-07-16,17661336000
2015-07-17,18305056000
2015-07-20,18000752000
2015-07-21,17860304000
2015-07-22,17918824000
2015-07-23,17883712000
2015-07-24,17854452000
2015-07-27,17831044000
2015-07-28,17807636000
2015-07-29,17784228000
2015-07-30,17842748000
2015-07-31,17848600000
2015-08-03,17918824000
2015-08-04,17872008000
2015-08-05,17989048000
2015-08-06,17842748000
2015-08-07,17889564000
2015-08-10,18082680000
2015-08-11,18100236000
2015-08-12,18053420000
2015-08-13,18141200000
2015-08-14,18158756000
2015-08-17,18281648000
2015-08-18,18252388000
2015-08-19,18404540000
2015-08-20,18070976000
2015-08-21,17532592000
2015-08-24,16818648000
2015-08-25,16707460000
2015-08-26,17269252000
2015-08-27,17702300000
2015-08-28,17585260000
2015-08-31,17532592000
2015-09-01,17111248000
2015-09-02,17362884000
2015-09-03,17456516000
2015-09-04,17245844000
2015-09-08,17596964000
2015-09-09,17368736000
2015-09-10,17544296000
2015-09-11,17690596000
2015-09-14,17661336000
2015-09-15,17895416000
2015-09-16,18129496000
2015-09-17,18340168000
2015-09-18,17918824000
2015-09-21,18094384000
2015-09-22,17942232000
2015-09-23,17953936000
2015-09-24,17912972000
2015-09-25,17948084000
2015-09-28,17719856000
2015-09-29,17813488000
2015-09-30,17869248000
2015-10-01,17886744000
2015-10-02,18114192000
2015-10-05,18306648000
2015-10-06,18271656000
2015-10-07,18440784000
2015-10-08,18738216000
2015-10-09,18709056000
2015-10-12,18819864000
2015-10-13,18714888000
2015-10-14,18405792000
2015-10-15,18563256000
2015-10-16,18965664000
2015-10-19,19058976000
2015-10-20,19210608000
2015-10-21,19058976000
2015-10-22,19274760000
2015-10-23,19274760000
2015-10-26,19373904000
2015-10-27,19350576000
2015-10-28,19595520000
2015-10-29,19618848000
2015-10-30,19321416000
2015-11-02,19613016000
2015-11-03,19467216000
2015-11-04,19333080000
2015-11-05,18884016000
2015-11-06,18668232000
2015-11-09,18353304000
2015-11-10,18341640000
2015-11-11,18417456000
2015-11-12,18102528000
2015-11-13,17915904000
2015-11-16,18038376000
2015-11-17,17933400000
2015-11-18,18312480000
2015-11-19,18312480000
2015-11-20,18417456000
2015-11-23,18522432000
2015-11-24,18510768000
2015-11-25,18254160000
2015-11-27,18149184000
2015-11-30,17974224000
2015-12-01,18178344000
2015-12-02,17980056000
2015-12-03,17723448000
2015-12-04,18207504000
2015-12-07,18090864000
2015-12-08,18055872000
2015-12-09,17880912000
2015-12-10,17898408000
2015-12-11,17665128000
2015-12-14,17945064000
2015-12-15,18050040000
2015-12-16,18528264000
2015-12-17,18359136000
2015-12-18,17980056000
2015-12-21,18149184000
2015-12-22,18563256000
2015-12-23,18662400000
2015-12-24,18662400000
2015-12-28,18639072000
2015-12-29,18930672000
2015-12-30,18849024000
2015-12-31,18545760000
2016-01-04,18149184000
2016-01-05,18318312000
2016-01-06,18114192000
2016-01-07,17805096000
2016-01-08,17542656000
2016-01-11,17869248000
2016-01-12,17921736000
2016-01-13,17560152000
2016-01-14,17624304000
2016-01-15,17443512000
2016-01-19,17379360000
2016-01-20,17309376000
2016-01-21,17233560000
2016-01-22,17466840000
2016-01-25,17204400000
2016-01-26,17198568000
2016-01-27,17717616000
2016-01-28,17915904000
2016-01-29,18225000000
2016-02-01,17775936000
2016-02-02,17781768000
2016-02-03,17740944000
2016-02-04,17880912000
2016-02-05,17904240000
2016-02-08,17921736000
2016-02-09,18009216000
2016-02-10,18026712000
2016-02-11,17630136000
2016-02-12,18300816000
2016-02-16,18458280000
2016-02-17,18697392000
2016-02-18,18633240000
2016-02-19,18609912000
2016-02-22,18679896000
2016-02-23,18621576000
2016-02-24,18574920000
2016-02-25,18761544000
2016-02-26,18726552000
2016-02-29,18615744000
2016-03-01,18994824000
2016-03-02,19204776000
2016-03-03,19531368000
2016-03-04,19356408000
2016-03-07,19438056000
2016-03-08,19263096000
2016-03-09,19263096000
2016-03-10,19152288000
2016-03-11,19368072000
2016-03-14,19268928000
2016-03-15,19408896000
2016-03-16,19840464000
2016-03-17,20097072000
2016-03-18,20184552000
2016-03-21,20371176000
2016-03-22,20435328000
2016-03-23,20511144000
2016-03-24,20301192000
2016-03-28,20429496000
2016-03-29,20423664000
2016-03-30,20429496000
2016-03-31,20465536000
2016-04-01,20663552000
2016-04-04,20483008000
2016-04-05,20180160000
2016-04-06,20250048000
2016-04-07,20040383999
2016-04-08,20052032000
2016-04-11,19964672000
2016-04-12,20215104000
2016-04-13,20244224000
2016-04-14,19551168000
2016-04-15,19469632000
2016-04-18,19638528000
2016-04-19,19656000000
2016-04-20,19475456000
2016-04-21,19056128000
2016-04-22,19190080000
2016-04-25,19137664000
2016-04-26,19073600000
2016-04-27,19096896000
2016-04-28,18951296000
2016-04-29,18986240000
2016-05-02,19259968000
2016-05-03,19324032000
2016-05-04,19120192000
2016-05-05,19149312000
2016-05-06,19195904000
2016-05-09,19306560000
2016-05-10,19568640000
2016-05-11,19306560000
2016-05-12,19545344000
2016-05-13,19358976000
2016-05-16,19242496000
2016-05-17,19114368000
2016-05-18,18858112000
2016-05-19,18962944000
2016-05-20,19207552000
2016-05-23,19213376000
2016-05-24,19504576000
2016-05-25,19370624000
2016-05-26,19364800000
2016-05-27,19364800000
2016-05-31,19393920000
2016-06-01,19452160000
2016-06-02,19318208000
2016-06-03,19149312000
2016-06-06,19085248000
2016-06-07,18945472000
2016-06-08,19114368000
2016-06-09,19137664000
2016-06-10,19021183999
2016-06-13,18828992000
2016-06-14,18689216000
2016-06-15,18491200000
2016-06-16,18601856000
2016-06-17,18526144000
2016-06-20,18549440000
2016-06-21,18660096000
2016-06-22,18654272000
2016-06-23,18922176000
2016-06-24,18450432000
2016-06-27,18264064000
2016-06-28,18619328000
2016-06-29,19003712000
2016-06-30,19480250000
2016-07-01,19329060000
2016-07-05,19206945000
2016-07-06,19253465000
2016-07-07,19270910000
2016-07-08,19590735000
2016-07-11,19486065000
2016-07-12,19340690000
2016-07-13,19346505000
2016-07-14,19456990000
2016-07-15,19247650000
2016-07-18,19096460000
2016-07-19,19113905000
2016-07-20,19073200000
2016-07-21,18985975000
2016-07-22,19230205000
2016-07-25,19154610000
2016-07-26,18980160000
2016-07-27,18968530000
2016-07-28,18980160000
2016-07-29,18904565000
2016-08-01,18898750000
2016-08-02,18927825000
2016-08-03,19195315000
2016-08-04,19486065000
2016-08-05,19840780000
2016-08-08,19852410000
2016-08-09,19829150000
2016-08-10,19776815000
2016-08-11,19823335000
2016-08-12,19753555000
2016-08-15,19689590000
2016-08-16,19538400000
2016-08-17,19288355000
2016-08-18,19317430000
2016-08-19,19142980000
2016-08-22,19055755000
2016-08-23,18799895000
2016-08-24,18718485000
2016-08-25,18799895000
2016-08-26,18747560000
2016-08-29,18922010000
2016-08-30,18968530000
2016-08-31,18933640000
2016-09-01,18910380000
2016-09-02,18881305000
2016-09-06,18811525000
2016-09-07,18794080000
2016-09-08,18608000000
2016-09-09,18166060000
2016-09-12,18317250000
2016-09-13,18055575000
2016-09-14,17892755000
2016-09-15,18078835000
2016-09-16,18102095000
2016-09-19,18084650000
2016-09-20,18038130000
2016-09-21,18136985000
2016-09-22,18183505000
2016-09-23,18113725000
2016-09-26,18154430000
2016-09-27,18276545000
2016-09-28,18334695000
2016-09-29,18171875000
2016-09-30,18257400000
2016-10-03,18048744000
2016-10-04,17898048000
2016-10-05,18100908000
2016-10-06,17984988000
2016-10-07,18222624000
2016-10-10,18205236000
2016-10-11,18037152000
2016-10-12,18355932000
2016-10-13,18825408000
2016-10-14,18970308000
2016-10-17,18813816000
2016-10-18,18593568000
2016-10-19,18686304000
2016-10-20,18552996000
2016-10-21,18477648000
2016-10-24,18524016000
2016-10-25,18471852000
2016-10-26,18535608000
2016-10-27,18344340000
2016-10-28,18234216000
2016-10-31,18263196000
2016-11-01,18124092000
2016-11-02,18037152000
2016-11-03,18170460000
2016-11-04,18031356000
2016-11-07,18228420000
2016-11-08,18535608000
2016-11-09,18593568000
2016-11-10,19126800000
2016-11-11,19248516000
2016-11-14,19358640000
2016-11-15,19323864000
2016-11-16,18871776000
2016-11-17,19086228000
2016-11-18,19092024000
2016-11-21,19092024000
2016-11-22,19277496000
2016-11-23,19358640000
2016-11-25,19387620000
2016-11-28,19370232000
2016-11-29,19462968000
2016-11-30,19300680000
2016-12-01,19491948000
2016-12-02,19439784000
2016-12-05,19312272000
2016-12-06,19381824000
2016-12-07,19625256000
2016-12-08,19735380000
2016-12-09,19862892000
2016-12-12,20013588000
2016-12-13,19944035999
2016-12-14,20338164000
2016-12-15,20558412000
2016-12-16,20703312000
2016-12-19,20685924000
2016-12-20,20714904000
2016-12-21,20709108000
2016-12-22,20645352000
2016-12-23,20633760000
2016-12-27,20709108000
2016-12-28,20558412000
2016-12-29,20581596000
2016-12-30,20575800000
2017-01-03,20618059000
2017-01-04,20803755000
2017-01-05,20797952000
2017-01-06,20908209000
2017-01-09,20728316000
2017-01-10,21076496000
2017-01-11,21163541000
2017-01-12,21006860000
2017-01-13,21035875000
2017-01-17,20879194000
2017-01-18,21093905000
2017-01-19,21111314000
2017-01-20,21204162000
2017-01-23,21146132000
2017-01-24,21244783000
2017-01-25,21917931000
2017-01-26,22074612000
2017-01-27,22051400000
2017-01-30,21755447000
2017-01-31,21726432000
2017-02-01,21436282000
2017-02-02,21523327000
2017-02-03,21546539000
2017-02-06,21476903000
2017-02-07,21494312000
2017-02-08,21453691000
2017-02-09,21656796000
2017-02-10,21854097999
2017-02-13,21819280000
2017-02-14,21732235000
2017-02-15,22277717000
2017-02-16,22405383000
2017-02-17,22382171000
2017-02-21,22591079000
2017-02-22,22538852000
2017-02-23,22683927000
2017-02-24,22660715000
2017-02-27,22573670000
2017-02-28,22736154000
2017-03-01,23136561000
2017-03-02,23026304000
2017-03-03,23113349000
2017-03-06,22869622999
2017-03-07,22817396000
2017-03-08,22811593000
2017-03-09,22834805000
2017-03-10,22945062000
2017-03-13,23026304000
2017-03-14,23072728000
2017-03-15,23304847999
2017-03-16,23229409000
2017-03-17,23391893000
2017-03-20,23339666000
2017-03-21,23223606000
2017-03-22,23095940000
2017-03-23,22962471000
2017-03-24,22939259000
2017-03-27,22910244000
2017-03-28,23124955000
2017-03-29,22852214000
2017-03-30,22910244000
2017-03-31,22743990000
2017-04-03,22802040000
2017-04-04,22790430000
2017-04-05,22784625000
2017-04-06,22784625000
2017-04-07,22807845000
2017-04-10,22993605000
2017-04-11,22935555000
2017-04-12,22802040000
2017-04-13,22807845000
2017-04-17,22964580000
2017-04-18,22645305000
2017-04-19,22564035000
2017-04-20,22877504999
2017-04-21,22860090000
2017-04-24,23051655000
2017-04-25,23173560000
2017-04-26,23208390000
2017-04-27,23278050000
2017-04-28,23057460000
2017-05-01,23086485000
2017-05-02,22877504999
2017-05-03,23249025000
2017-05-04,23434785000
2017-05-05,23649570000
2017-05-08,23556690000
2017-05-09,23405760000
2017-05-10,23527665000
2017-05-11,23353515000
2017-05-12,23208390000
2017-05-15,23347710000
2017-05-16,23289660000
2017-05-17,23893379999
2017-05-18,24131385000
2017-05-19,23858550000
2017-05-22,24102360000
2017-05-23,24119775000
2017-05-24,24276510000
2017-05-25,24537735000
2017-05-26,24555150000
2017-05-30,24508710000
2017-05-31,24630615000
2017-06-01,24822180000
2017-06-02,25007940000
2017-06-05,24996330000
2017-06-06,24938280000
2017-06-07,24932475000
2017-06-08,24996330000
2017-06-09,25240140000
2017-06-12,25356240000
2017-06-13,25315605000
2017-06-14,25780004999
2017-06-15,25971570000
2017-06-16,26023815000
2017-06-19,25948350000
2017-06-20,25780004999
2017-06-21,25814835000
2017-06-22,25594245000
2017-06-23,25768395000
2017-06-26,25867080000
2017-06-27,25907715000
2017-06-28,25849665000
2017-06-29,25629075000
2017-06-30,25629517000
2017-07-03,25757403000
2017-07-05,26018988000
2017-07-06,25827159000
2017-07-07,26152687000
2017-07-10,26158500000
2017-07-11,25914354000
2017-07-12,26077118000
2017-07-13,26274760000
2017-07-14,26495654000
2017-07-17,26420085000
2017-07-18,26356142000
2017-07-19,26547971000
2017-07-20,27018824000
2017-07-21,26949068000
2017-07-24,27193214000
2017-07-25,27268782999
2017-07-26,27036263000
2017-07-27,26902564000
2017-07-28,27448986000
2017-07-31,27396669000
2017-08-01,27472238000
2017-08-02,27448986000
2017-08-03,27675693000
2017-08-04,27733823000
2017-08-07,27710571000
2017-08-08,27693132000
2017-08-09,27925652000
2017-08-10,27733823000
2017-08-11,27454799000
2017-08-14,27768701000
2017-08-15,27664067000
2017-08-16,28315123000
2017-08-17,28198863000
2017-08-18,28268619000
2017-08-21,28303497000
2017-08-22,28419757000
2017-08-23,28384879000
2017-08-24,28053538000
2017-08-25,28134920000
2017-08-28,27501303000
2017-08-29,27687319000
2017-08-30,27071141000
2017-08-31,27018824000
2017-09-01,26542157999
2017-09-05,25641143000
2017-09-06,26123622000
2017-09-07,25420249000
2017-09-08,26396832999
2017-09-11,26983946000
2017-09-12,27076954000
2017-09-13,26821182000
2017-09-14,26780491000
2017-09-15,26751426000
2017-09-18,26920003000
2017-09-19,27687319000
2017-09-20,27728010000
2017-09-21,27716384000
2017-09-22,27890774000
2017-09-25,27902400000
2017-09-26,27815205000
2017-09-27,27733823000
2017-09-28,27937278000
2017-09-29,28146546000
2017-10-02,28491333000
2017-10-03,28514577000
2017-10-04,28572687000
2017-10-05,28502955000
2017-10-06,28636608000
2017-10-09,28735395000
2017-10-10,28688907000
2017-10-11,28619175000
2017-10-12,28328625000
2017-10-13,28282137000
2017-10-16,28462278000
2017-10-17,28212405000
2017-10-18,27945099000
2017-10-19,28293759000
2017-10-20,28421600999
2017-10-23,28415790000
2017-10-24,28491333000
2017-10-25,28247271000
2017-10-26,28561065000
2017-10-27,28415790000
2017-10-30,28276325999
2017-10-31,28270515000
2017-11-01,28357680000
2017-11-02,28654041000
2017-11-03,29142165000
2017-11-06,29177031000
2017-11-07,29339739000
2017-11-08,29374605000
2017-11-09,29426904000
2017-11-10,29490825000
2017-11-13,29694210000
2017-11-14,29798808000
2017-11-15,30013815000
2017-11-16,29967327000
2017-11-17,29955705000
2017-11-20,30112602000
2017-11-21,30141657000
2017-11-22,30031248000
2017-11-24,30130035000
2017-11-27,30257877000
2017-11-28,30670458000
2017-11-29,30478695000
2017-11-30,30902898000
2017-12-01,31146960000
2017-12-04,31588596000
2017-12-05,31524675000
2017-12-06,31722249000
2017-12-07,31681572000
2017-12-08,31954689000
2017-12-11,31890768000
2017-12-12,32047665000
2017-12-13,32460246000
2017-12-14,32041854000
2017-12-15,32227806000
2017-12-18,32076720000
2017-12-19,32419569000
2017-12-20,32640387000
2017-12-21,32425380000
2017-12-22,32593899000
2017-12-26,32669442000
2017-12-27,32750796000
2017-12-28,32837961000
2017-12-29,32727552000
2018-01-02,32219520000
2018-01-03,32202060000
2018-01-04,32196240000
2018-01-05,32318460000
2018-01-08,32417400000
2018-01-09,32690940000
2018-01-10,32405760000
2018-01-11,32394119999
2018-01-12,32557080000
2018-01-16,32749140000
2018-01-17,33307860000
2018-01-18,33342780000
2018-01-19,33558119999
2018-01-22,33884040000
2018-01-23,33203100000
2018-01-24,32202060000
2018-01-25,32452320000
2018-01-26,31911060000
2018-01-29,30921660000
2018-01-30,31131180000
2018-01-31,31486200000
2018-02-01,31183560000
2018-02-02,30985680000
2018-02-05,30234900000
2018-02-06,30770340000
2018-02-07,31078800000
2018-02-08,29722740000
2018-02-09,30392040000
2018-02-12,30485160000
2018-02-13,30974040000
2018-02-14,32766600000
2018-02-15,33045960000
2018-02-16,33377700000
2018-02-20,32906280000
2018-02-21,33272940000
2018-02-22,33086700000
2018-02-23,33587220000
2018-02-26,34250700000
2018-02-27,34064460000
2018-02-28,33511560000
2018-03-01,33633780000
2018-03-02,33511560000
2018-03-05,34215780000
2018-03-06,34116840000
2018-03-07,34000440000
2018-03-08,34349640000
2018-03-09,35135340000
2018-03-12,34902540000
2018-03-13,34925820000
2018-03-14,35734800000
2018-03-15,35839560000
2018-03-16,36037440000
2018-03-19,36008340000
2018-03-20,36276060000
2018-03-21,36089820000
2018-03-22,35240100000
2018-03-23,34733760000
2018-03-26,35414700000
2018-03-27,35088780000
2018-03-28,35176080000
2018-03-29,35461260000
2018-04-02,34809420000
2018-04-03,35321580000
2018-04-04,35740620000
2018-04-05,35647500000
2018-04-06,34943280000
2018-04-09,34920000000
2018-04-10,35146980000
2018-04-11,34914180000
2018-04-12,35211000000
2018-04-13,34960740000
2018-04-16,35461260000
2018-04-17,36246960000
2018-04-18,35606760000
2018-04-19,35577660000
2018-04-20,35531100000
2018-04-23,35630040000
2018-04-24,35333220000
2018-04-25,35094600000
2018-04-26,35286660000
2018-04-27,35490360000
2018-04-30,35088780000
2018-05-01,35211000000
2018-05-02,34326360000
2018-05-03,34495140000
2018-05-04,34809420000
2018-05-07,35327400000
2018-05-08,35595120000
2018-05-09,35961780000
2018-05-10,36299340000
2018-05-11,36334260000
2018-05-14,35921040000
2018-05-15,36031620000
2018-05-16,35857020000
2018-05-17,35129520000
2018-05-18,35461260000
2018-05-21,35886120000
2018-05-22,36078180000
2018-05-23,36217860000
2018-05-24,36450660000
2018-05-25,36287700000
2018-05-29,35915220000
2018-05-30,36666000000
2018-05-31,36136380000
2018-06-01,36334260000
2018-06-04,36567060000
2018-06-05,36660180000
2018-06-06,36427380000
2018-06-07,36439020000
2018-06-08,36572880000
2018-06-11,36514680000
2018-06-12,36037440000
2018-06-13,36386640000
2018-06-14,36019980000
2018-06-15,36293520000
2018-06-18,35793000000
2018-06-19,36060720000
2018-06-20,35746440000
2018-06-21,35531100000
2018-06-22,35373960000
2018-06-25,35024760000
2018-06-26,34774500000
2018-06-27,34169220000
2018-06-28,34646460000
2018-06-29,34425300000
2018-07-02,34810498000
2018-07-03,34571591000
2018-07-05,34414262000
2018-07-06,34490013000
2018-07-09,34711439000
2018-07-10,34758055000
2018-07-11,34513321000
2018-07-12,34181181999
2018-07-13,34052988000
2018-07-16,34041334000
