,AME
2018-09-13,18679896380
2018-09-14,18712306660
2018-09-17,18703046580
2018-09-18,18867413000
2018-09-19,18742401920
2018-09-20,18839632760
2018-09-21,18874358060
2018-09-24,18645171080
2018-09-25,18529420080
2018-09-26,18378943780
2018-09-27,18272452860
2018-09-28,18316438240
2018-10-01,18302292810
2018-10-02,18295404480
2018-10-03,18327550020
2018-10-04,18196671750
2018-10-05,18058905150
2018-10-08,17891289120
2018-10-09,17634124800
2018-10-10,17032543980
2018-10-11,16497550349
2018-10-12,16715680800
2018-10-15,16591690860
2018-10-16,16867224059
2018-10-17,16832782410
2018-10-18,16364375970
2018-10-19,16212832710
2018-10-22,16187575500
2018-10-23,15615844110
2018-10-24,15011967179
2018-10-25,15253058730
2018-10-26,15321942030
2018-10-29,15085442700
2018-10-30,15241578179
2018-10-31,15402305880
2018-11-01,16447035929
2018-11-02,16676646929
2018-11-05,16878704610
2018-11-06,17138165040
2018-11-07,17275931640
2018-11-08,17213936670
2018-11-09,17094538950
2018-11-12,16701904139
2018-11-13,16717976910
2018-11-14,16754714670
2018-11-15,17083058400
2018-11-16,17078466179
2018-11-19,16669758599
2018-11-20,16357487639
2018-11-21,16589394750
2018-11-23,16453924260
2018-11-26,16568729760
2018-11-27,16389633179
2018-11-28,16975141230
2018-11-29,16812117420
2018-11-30,16860335730
2018-12-03,17471100990
2018-12-04,16550360880
2018-12-06,16414890389
2018-12-07,16267939349
2018-12-10,16233497700
2018-12-11,16240386030
2018-12-12,16672054710
2018-12-13,16479181470
2018-12-14,16162318290
2018-12-17,15882192870
2018-12-18,15813309570
2018-12-19,15590586900
2018-12-20,15179583210
2018-12-21,14972933309
2018-12-24,14545856850
2018-12-26,15211728750
2018-12-27,15455116410
2018-12-28,15321942030
2018-12-31,15358489700
2019-01-02,15310848889
2019-01-03,14875275769
2019-01-04,15437891050
2019-01-07,15412936340
2019-01-08,15639797340
2019-01-09,15744153400
2019-01-10,16016386599
2019-01-11,16005043550
2019-01-14,15927910809
2019-01-15,15853046679
2019-01-16,15943791080
2019-01-17,16159309030
2019-01-18,16415661960
2019-01-22,16059490190
2019-01-23,16041341309
2019-01-24,16152503200
2019-01-25,16179726519
2019-01-28,15914299150
2019-01-29,16281813970
2019-01-30,16467839990
2019-01-31,16538166900
2019-02-01,16653866010
2019-02-04,16719655700
2019-02-05,16991888900
2019-02-06,16928367820
2019-02-07,17039529710
2019-02-08,17186989360
2019-02-11,17252779050
2019-02-12,17545429740
2019-02-13,17869840970
2019-02-14,17674740510
2019-02-15,17924287610
2019-02-19,17931093440
2019-02-20,18105776410
2019-02-21,17981002860
2019-02-22,18012763400
2019-02-25,18096701970
2019-02-26,17951510930
2019-02-27,18067210040
2019-02-28,18053598380
2019-03-01,18051329770
2019-03-04,18035449500
2019-03-05,17956048150
2019-03-06,17981002860
2019-03-07,17906138730
2019-03-08,17840349040
2019-03-11,18169297490
2019-03-12,18180640540
2019-03-13,18396158490
2019-03-14,18296339650
2019-03-15,18332637410
2019-03-18,18548155360
2019-03-19,18396158490
2019-03-20,18343980460
2019-03-21,18634362540
2019-03-22,18015032010
2019-03-25,18062672820
2019-03-26,18296339650
2019-03-27,18303145480
2019-03-28,18654780030
2019-03-29,18822657170
2019-04-01,19116468000
2019-04-02,19052746440
2019-04-03,19191568410
2019-04-04,19118743770
2019-04-05,19182465330
2019-04-08,19257565740
2019-04-09,19014058350
2019-04-10,19125571080
2019-04-11,19298529600
2019-04-12,19528382370
2019-04-15,19485142740
2019-04-16,19551140070
2019-04-17,19514727750
2019-04-18,19683134730
2019-04-22,19712719740
2019-04-23,19865196330
2019-04-24,19821956700
2019-04-25,19551140070
2019-04-26,19867472100
2019-04-29,19899332880
2019-04-30,20065464090
2019-05-01,19653549720
2019-05-02,19803750540
2019-05-03,19878850950
2019-05-06,19689962040
2019-05-07,19448730420
2019-05-08,19455557730
2019-05-09,19446454650
2019-05-10,19476039660
2019-05-13,19141501470
2019-05-14,19348596540
2019-05-15,19519279290
2019-05-16,19705892430
2019-05-17,19548864300
2019-05-20,19380457320
2019-05-21,19678583190
2019-05-22,19482866970
2019-05-23,19314459990
2019-05-24,19227980730
2019-05-28,19100537610
2019-05-29,18977646030
2019-05-30,19073228370
2019-05-31,18636280530
2019-06-03,18702277860
2019-06-04,19041367590
2019-06-05,19200671490
2019-06-06,19102813380
2019-06-07,19519279290
2019-06-10,19680858960
2019-06-11,19639895100
2019-06-12,19462385040
2019-06-13,19498797360
2019-06-14,19341769230
2019-06-17,19218877650
2019-06-18,19687686270
2019-06-19,19753683600
2019-06-20,20158770660
2019-06-21,19972157520
2019-06-24,19992639450
2019-06-25,19926642120
2019-06-26,19988087910
2019-06-27,20085946020
2019-06-28,20673094680
2019-07-01,21004856510
2019-07-02,20801900020
2019-07-03,20959248310
2019-07-05,20772254690
2019-07-08,20660514600
2019-07-09,20608065170
2019-07-10,20427912780
2019-07-11,20430193190
2019-07-12,20751731000
2019-07-15,20747170180
2019-07-16,20820143300
2019-07-17,20359500480
2019-07-18,20272844900
2019-07-19,20229517110
2019-07-22,20206713010
2019-07-23,20478081800
2019-07-24,20519129180
2019-07-25,20348098430
2019-07-26,20359500480
2019-07-29,20193030550
2019-07-30,20694720750
2019-07-31,20434754010
2019-08-01,20140581120
2019-08-02,19725546500
2019-08-05,19173687280
2019-08-06,19552235340
2019-08-07,19442775660
2019-08-08,19823604130
2019-08-09,19458738530
2019-08-12,19392606640
2019-08-13,19632049690
2019-08-14,19002656530
2019-08-15,19230697530
2019-08-16,19531711650
2019-08-19,19771154700
2019-08-20,19659414610
2019-08-21,19686779530
2019-08-22,19559076570
2019-08-23,19068788420
2019-08-26,18918281360
2019-08-27,19093872930
2019-08-28,19180528510
2019-08-29,19636610510
2019-08-30,19595563130
2019-09-03,19014058580
2019-09-04,19422251970
2019-09-05,20142861530
2019-09-06,20357220070
2019-09-09,20471240570
2019-09-10,20158824400
2019-09-11,20090412100
2019-09-12,20482642620
2019-09-13,20683318700
2019-09-16,20719805260
2019-09-17,20612625990
2019-09-18,20528250820
2019-09-19,20571578610
2019-09-20,20496325080
2019-09-23,20398267450
2019-09-24,20496325080
2019-09-25,20639990910
2019-09-26,20562456970
2019-09-27,20836106170
2019-09-30,20986103740
2019-10-01,20295861600
2019-10-02,19724469100
2019-10-03,19973596230
2019-10-04,20302718310
2019-10-07,20113016000
2019-10-08,19651330860
2019-10-09,19868460010
2019-10-10,20101588150
2019-10-11,20229580070
2019-10-14,20195296520
2019-10-15,20355286420
2019-10-16,20236436780
2019-10-17,20229580070
2019-10-18,20193010950
2019-10-21,20165584110
2019-10-22,20199867660
2019-10-23,20341573000
2019-10-24,20368999840
2019-10-25,20560987720
2019-10-28,20661552800
2019-10-29,20942677910
2019-10-30,20869539670
2019-10-31,20947249050
2019-11-01,21530069400
2019-11-04,21854620340
2019-11-05,21998611250
2019-11-06,22026038090
2019-11-07,21987183400
2019-11-08,22064892780
2019-11-11,22023752520
2019-11-12,21998611250
2019-11-13,21952899850
2019-11-14,22170029000
2019-11-15,22437440690
2019-11-18,22252309520
2019-11-19,22668283260
2019-11-20,22510578930
2019-11-21,22368873590
2019-11-22,22375730300
2019-11-25,22560861470
2019-11-26,22686567820
2019-11-27,22739135930
2019-11-29,22629428570
2019-12-02,22293449780
2019-12-03,22140316590
2019-12-04,22101461900
2019-12-05,22325447760
2019-12-06,22524292350
2019-12-09,22474009810
2019-12-10,22416870560
2019-12-11,22551719190
2019-12-12,22695710100
2019-12-13,22526577920
2019-12-16,22686567820
2019-12-17,22672854400
2019-12-18,22618000720
2019-12-19,22755134920
2019-12-20,22805417460
2019-12-23,22887697980
2019-12-24,22789418470
2019-12-26,22871698990
2019-12-27,22844272150
2019-12-30,22839701010
2019-12-31,22836669880
2020-01-02,23079369600
2020-01-03,23111424280
2020-01-06,23136610100
2020-01-07,23269408060
2020-01-08,23322069320
2020-01-09,23207588320
2020-01-10,23070211120
2020-01-13,23086238460
2020-01-14,23088528080
2020-01-15,23047314920
2020-01-16,22939702780
2020-01-17,23303752360
2020-01-21,23184692120
2020-01-22,22958019740
2020-01-23,23074790360
2020-01-24,22797746340
2020-01-27,22387904360
2020-01-28,22742795460
2020-01-29,22811484060
2020-01-30,22742795460
2020-01-31,22243658300
2020-02-03,22374166640
2020-02-04,22692423820
2020-02-05,22903068860
2020-02-06,22593970160
2020-02-07,22506964600
2020-02-10,22575653200
2020-02-11,22930544300
2020-02-12,23301462740
2020-02-13,23225905280
2020-02-14,23203009080
2020-02-18,23003812140
2020-02-19,22935123540
2020-02-20,23022129100
2020-02-21,22745085080
2020-02-24,21833816320
2020-02-25,21007263500
2020-02-26,20860727820
2020-02-27,20002120320
2020-02-28,19690732000
2020-03-02,20611159240
2020-03-03,19992961840
2020-03-04,20837831620
2020-03-05,20393645340
2020-03-06,20267716240
2020-03-09,17460642120
2020-03-10,18834414120
2020-03-11,17687314500
2020-03-12,15459514240
2020-03-13,17080565199
2020-03-16,14319283480
2020-03-17,15088595800
2020-03-18,15031355300
2020-03-19,15800667620
2020-03-20,14509321940
2020-03-23,13327878020
2020-03-24,15555678280
2020-03-25,16256302000
2020-03-26,16579138420
2020-03-27,16258591620
2020-03-30,16879078640
2020-03-31,16508784500
2020-04-01,16002197250
2020-04-02,16295605250
2020-04-03,16341450250
2020-04-06,17290441750
2020-04-07,17372962750
2020-04-08,17703046750
2020-04-09,17932271750
2020-04-13,17643448250
2020-04-14,17897888000
2020-04-15,17432561250
2020-04-16,17421100000
2020-04-17,18409059750
2020-04-20,17822243750
2020-04-21,16942019750
2020-04-22,17395885250
2020-04-23,17347748000
2020-04-24,17664078500
2020-04-27,18172958000
2020-04-28,18512211000
2020-04-29,19369512500
2020-04-30,19225100750
2020-05-01,18450320250
2020-05-04,18262355750
2020-05-05,18610777750
2020-05-06,18732267000
2020-05-07,19096734750
2020-05-08,19328252000
2020-05-11,19080689000
2020-05-12,18525964500
2020-05-13,17872673250
2020-05-14,18051468750
2020-05-15,18244017750
2020-05-18,19089858000
2020-05-19,19257192250
2020-05-20,19445156750
2020-05-21,19452033500
2020-05-22,19690427500
2020-05-26,20265782250
2020-05-27,21017640250
2020-05-28,21061193000
2020-05-29,21022224750
2020-06-01,21093284500
2020-06-02,21304171500
2020-06-03,21778667250
2020-06-04,21595287250
2020-06-05,22232532750
2020-06-08,21994138750
2020-06-09,21728237750
2020-06-10,21352308750
2020-06-11,20192430250
2020-06-12,20093863500
2020-06-15,20235983000
2020-06-16,20799876500
2020-06-17,20625665500
2020-06-18,20446870000
2020-06-19,20293289250
2020-06-22,20476669250
2020-06-23,20419363000
2020-06-24,19676674000
2020-06-25,19974666500
2020-06-26,19665212750
2020-06-29,20197014750
2020-06-30,20517207120
2020-07-01,20108561840
2020-07-02,20423080960
2020-07-06,20606741760
2020-07-07,20289926880
2020-07-08,20200392240
2020-07-09,19803225760
2020-07-10,19950154400
2020-07-13,20310588720
2020-07-14,21072781040
2020-07-15,21401074720
2020-07-16,21288582480
2020-07-17,21339089200
2020-07-20,20990133680
2020-07-21,21134766560
2020-07-22,21492905120
2020-07-23,21424032320
2020-07-24,21327610400
2020-07-27,21362046800
2020-07-28,21139358080
2020-07-29,21660495600
2020-07-30,21557186400
2020-07-31,21407962000
2020-08-03,21798241200
2020-08-04,21692636240
2020-08-05,22135717920
2020-08-06,22388251520
2020-08-07,22450237040
2020-08-10,22737207040
2020-08-11,22785418000
2020-08-12,23239978480
2020-08-13,23177992960
2020-08-14,23251457280
2020-08-17,23279006400
2020-08-18,23320330080
2020-08-19,23189471760
2020-08-20,22994332160
2020-08-21,23012698240
2020-08-24,23141260800
2020-08-25,23168809920
2020-08-26,23189471760
2020-08-27,23166514160
2020-08-28,23400681680
2020-08-31,23118303200
2020-09-01,23421343520
2020-09-02,23664694080
2020-09-03,22932346640
2020-09-04,22835924720
2020-09-08,22266576240
2020-09-09,22808375600
2020-09-10,22523701360
2020-09-11,22936938160
2020-09-14,23276710640
2020-09-15,23490216320
2020-09-16,23494807840
2020-09-17,23492512080
2020-09-18,23120598960
2020-09-21,22094394240
2020-09-22,22323970240
2020-09-23,21883184320
2020-09-24,22092098480
2020-09-25,22381364240
2020-09-28,22840516240
2020-09-29,22932346640
2020-09-30,22859813200
2020-10-01,22963303300
2020-10-02,23177182840
2020-10-05,23802723000
2020-10-06,23993604740
2020-10-07,24501856120
2020-10-08,24492657000
2020-10-09,24593847320
2020-10-12,24752532140
2020-10-13,24414464480
2020-10-14,24814626200
2020-10-15,25069901780
2020-10-16,25263083300
2020-10-19,24734133900
2020-10-20,24998608600
2020-10-21,24642142700
2020-10-22,24609945780
2020-10-23,24782429280
2020-10-26,24170687800
2020-10-27,23593443020
2020-10-28,22581539820
2020-10-29,22747123980
2020-10-30,22583839600
2020-11-02,23519850060
2020-11-03,24214383620
2020-11-04,24237381420
2020-11-05,25079100900
2020-11-06,25371172960
2020-11-09,26233590460
2020-11-10,26780938100
2020-11-11,26852231280
2020-11-12,26550960100
2020-11-13,26969520060
2020-11-16,27615758240
2020-11-17,27312187280
2020-11-18,27422576720
2020-11-19,27178800040
2020-11-20,27004016760
2020-11-23,27089108620
2020-11-24,27884832500
2020-11-25,27555963960
2020-11-27,27544465060
2020-11-30,27259292340
2020-12-01,26962620720
2020-12-02,26452069560
2020-12-03,26316382540
2020-12-04,26870629520
2020-12-07,27047712580
2020-12-08,27268491460
2020-12-09,27312187280
2020-12-10,27217896300
2020-12-11,27224795640
2020-12-14,26746441400
2020-12-15,27089108620
2020-12-16,26856830840
2020-12-17,27052312140
2020-12-18,27160401800
2020-12-21,27162701580
2020-12-22,27059211480
2020-12-23,27279990360
2020-12-24,27376581120
2020-12-28,27542165280
2020-12-29,27289189480
2020-12-30,27558263740
2020-12-31,27868808900
2021-01-04,27278895300
2021-01-05,27467852000
2021-01-06,28631548750
2021-01-07,28666114000
2021-01-08,28467939900
2021-01-11,28608505250
2021-01-12,28601592200
2021-01-13,27984026400
2021-01-14,27818113200
2021-01-15,27421765000
2021-01-19,27410243250
2021-01-20,27677547850
2021-01-21,27532373800
2021-01-22,27041547250
2021-01-25,26811112250
2021-01-26,26108285500
2021-01-27,25592111100
2021-01-28,26449329300
2021-01-29,26099068100
2021-02-01,26472372800
2021-02-02,26843373150
2021-02-03,26852590550
2021-02-04,26995460250
2021-02-05,26960895000
2021-02-08,27626852150
2021-02-09,27861895850
2021-02-10,27762808800
2021-02-11,28032417750
2021-02-12,28055461250
2021-02-16,27935635050
2021-02-17,27700591350
2021-02-18,27410243250
2021-02-19,27850374100
2021-02-22,27684460900
2021-02-23,27638373900
2021-02-24,28345809350
2021-02-25,27721330500
2021-02-26,27184416950
2021-03-01,28177591800
2021-03-02,28202939650
2021-03-03,28223678800
2021-03-04,27742069650
2021-03-05,28170678750
2021-03-08,28454113800
2021-03-09,27797374050
2021-03-10,28509418200
2021-03-11,28092330850
2021-03-12,28013982950
2021-03-15,28292809300
2021-03-16,27845765400
2021-03-17,28046243850
2021-03-18,28037026450
2021-03-19,27827330600
2021-03-22,28318157150
2021-03-23,28037026450
2021-03-24,28299722350
2021-03-25,28355026750
2021-03-26,29338984200
2021-03-29,29544071350
2021-03-30,29366636400
2021-03-31,29483660440
2021-04-01,29698330480
2021-04-05,30171527880
2021-04-06,29959166120
2021-04-07,29903767400
2021-04-08,30081504960
2021-04-09,30305408120
2021-04-12,30697815720
2021-04-13,30436980080
2021-04-14,30263859080
2021-04-15,30734748200
2021-04-16,30665499800
2021-04-19,30496995360
2021-04-20,30213076919
2021-04-21,30720898520
2021-04-22,30822462840
2021-04-23,31164088279
2021-04-26,31090223320
2021-04-27,31184862800
2021-04-28,31177937960
2021-04-29,31644210520
2021-04-30,31145622040
2021-05-03,31002508680
2021-05-04,31399532840
2021-05-05,31595736640
2021-05-06,31355675520
2021-05-07,31699609240
2021-05-10,31644210520
2021-05-11,31424923919
2021-05-12,30201535520
2021-05-13,30797071759
2021-05-14,31009433520
2021-05-17,30917102320
2021-05-18,30487762240
2021-05-19,30360806840
2021-05-20,30557010640
2021-05-21,30665499800
2021-05-24,30859395320
2021-05-25,30727823360
2021-05-26,30813229720
2021-05-27,31018666640
2021-05-28,31184862800
2021-06-01,31339517560
2021-06-02,31362600360
2021-06-03,31584195240
2021-06-04,31785015599
2021-06-07,31549571040
2021-06-08,31556495880
2021-06-09,31325667880
2021-06-10,31473397800
2021-06-11,31360292080
2021-06-14,31434157040
2021-06-15,31660368480
2021-06-16,31254111200
2021-06-17,30928643720
2021-06-18,30157678200
2021-06-21,30866320160
2021-06-22,30843237360
2021-06-23,30764755840
2021-06-24,30845545640
2021-06-25,30850162200
2021-06-28,30753214439
2021-06-29,30695507439
2021-06-30,30861328500
2021-07-01,30963043740
2021-07-02,31194214740
2021-07-06,30745743000
2021-07-07,31272812880
2021-07-08,30752678130
2021-07-09,31316735370
2021-07-12,31508607300
2021-07-13,31210396709
2021-07-14,31166474220
2021-07-15,31376839829
2021-07-16,31492425329
2021-07-19,30759613260
2021-07-20,31608010829
2021-07-21,31675050420
2021-07-22,31709726069
2021-07-23,31862298930
2021-07-26,31728219750
2021-07-27,31677362130
2021-07-28,31640374770
2021-07-29,32040300600
2021-07-30,32144327550
2021-08-02,31954767329
2021-08-03,32079599670
2021-08-04,31605699120
2021-08-05,31647309900
2021-08-06,31628816220
2021-08-09,31450814550
2021-08-10,31624192800
2021-08-11,31774453949
2021-08-12,31728219750
2021-08-13,31725908040
2021-08-16,31811441310
2021-08-17,31501672170
2021-08-18,31208085000
2021-08-19,31062447270
2021-08-20,31154915670
2021-08-23,31275124590
2021-08-24,31457749680
2021-08-25,31587205439
2021-08-26,31434632579
2021-08-27,31633439640
2021-08-30,31698167520
2021-08-31,31432320870
2021-09-01,31018524780
2021-09-02,31395333510
2021-09-03,31300553400
2021-09-07,30775795230
2021-09-08,30718002480
2021-09-09,30459090959
2021-09-10,30151633530
2021-09-13,30179374050
2021-09-14,30338882040
2021-09-15,30382804530
2021-09-16,30602416980
2021-09-17,30084593939
2021-09-20,29534406960
2021-09-21,29460432240
2021-09-22,29552900640
2021-09-23,29876540040
2021-09-24,29962073310
2021-09-27,29945891340
2021-09-28,29418821460
2021-09-29,29319417930
2021-09-30,28694425880
2021-10-01,28914244480
2021-10-04,28486176680
2021-10-05,29018369080
2021-10-06,29027624600
2021-10-07,29043821760
2021-10-08,29198851720
2021-10-11,28798550480
2021-10-12,28553279200
2021-10-13,28754586760
2021-10-14,29705591440
2021-10-15,29694022040
2021-10-18,29842110360
2021-10-19,30112834319
2021-10-20,30147542520
2021-10-21,30200761760
2021-10-22,30344222319
2021-10-25,30193820120
2021-10-26,30228528319
2021-10-27,30052673440
2021-10-28,30540902120
2021-10-29,30635771200
2021-11-01,31017561400
2021-11-02,32359611800
2021-11-03,32630335760
2021-11-04,32486875200
2021-11-05,32611824720
2021-11-08,32248545560
2021-11-09,32246231680
2021-11-10,32260114959
2021-11-11,32098143360
2021-11-12,32454480879
2021-11-15,32415144920
2021-11-16,32720577080
2021-11-17,32702066040
2021-11-18,32644219040
2021-11-19,32968162239
2021-11-22,32852468239
2021-11-23,33113936680
2021-11-24,33113936680
2021-11-26,32183756920
2021-11-29,32396633879
2021-11-30,31584462000
2021-12-01,31422490400
2021-12-02,32132851560
2021-12-03,32195326319
2021-12-06,32396633879
2021-12-07,32486875200
2021-12-08,32639591280
2021-12-09,32646532920
2021-12-10,33030637000
2021-12-13,32972790000
2021-12-14,32658102319
2021-12-15,33384660640
2021-12-16,33285163800
2021-12-17,32354984040
2021-12-20,32160618120
2021-12-21,32533152800
2021-12-22,32637277400
2021-12-23,32988987160
2021-12-27,33627618040
2021-12-28,33865947680
2021-12-29,34108905080
2021-12-30,33891400360
2021-12-31,34036966240
2022-01-03,33256875269
2022-01-04,33817059290
2022-01-05,33201319830
2022-01-06,33599467150
2022-01-07,32958264780
2022-01-10,32460580629
2022-01-11,33004560980
2022-01-12,33242986410
2022-01-13,33347152860
2022-01-14,32763820740
2022-01-18,32305488360
2022-01-19,32138822040
2022-01-20,31624934220
2022-01-21,31578638019
2022-01-24,31557804730
2022-01-25,30992991089
2022-01-26,30877250589
2022-01-27,30661973260
2022-01-28,31247620190
2022-01-31,31659656370
2022-02-01,31733730290
2022-02-02,32358728990
2022-02-03,32004563059
2022-02-04,31131879690
2022-02-07,31310120059
2022-02-08,31356416260
2022-02-09,31601786120
2022-02-10,31363360690
2022-02-11,30280029610
2022-02-14,30129566960
2022-02-15,30418918210
2022-02-16,30509195800
2022-02-17,29703641920
2022-02-18,29680493820
2022-02-22,29499938640
2022-02-23,28881884370
2022-02-24,29539290410
2022-02-25,30062437470
2022-02-28,30043918990
2022-03-01,29488364590
2022-03-02,30321696190
2022-03-03,30335585050
2022-03-04,30321696190
2022-03-07,29976789500
2022-03-08,29821697230
2022-03-09,30210585309
2022-03-10,29671234580
2022-03-11,29245309540
2022-03-14,29418920290
2022-03-15,29949011780
2022-03-16,30411973780
2022-03-17,30729102750
2022-03-18,31194379559
2022-03-21,31178175890
2022-03-22,31161972220
2022-03-23,30682806550
2022-03-24,30671232500
2022-03-25,30916602360
2022-03-28,30942065269
2022-03-29,31474471570
2022-03-30,31349471830
2022-03-31,30644718000
2022-04-01,30920838000
2022-04-04,30833400000
2022-04-05,30324879000
2022-04-06,30357093000
2022-04-07,30442230000
2022-04-08,30331782000
2022-04-11,29885388000
2022-04-12,29611569000
2022-04-13,29807154000
2022-04-14,29234205000
2022-04-18,29287128000
2022-04-19,29942913000
2022-04-20,30398511000
2022-04-21,30430725000
2022-04-22,29261817000
2022-04-25,29372265000
2022-04-26,28838433000
2022-04-27,29080038000
2022-04-28,29482713000
2022-04-29,29052426000
2022-05-02,29066232000
2022-05-03,28603731000
2022-05-04,29252613000
2022-05-05,28111317000
2022-05-06,28332213000
2022-05-09,28035384000
2022-05-10,27816789000
2022-05-11,27713244000
2022-05-12,27706341000
2022-05-13,27851304000
2022-05-16,27674127000
2022-05-17,27945645000
2022-05-18,26776737000
2022-05-19,26854971000
2022-05-20,27004536000
2022-05-23,27414114000
2022-05-24,27264549000
2022-05-25,27163305000
2022-05-26,27713244000
2022-05-27,28178046000
2022-05-31,27950247000
2022-06-01,27710943000
2022-06-02,28350621000
2022-06-03,28166541000
2022-06-06,28171143000
2022-06-07,28456467000
2022-06-08,28014675000
2022-06-09,27340482000
2022-06-10,26567346000
2022-06-13,25704471000
2022-06-14,25619334000
2022-06-15,25835628000
2022-06-16,24903723000
2022-06-17,24652914000
2022-06-21,24917529000
2022-06-22,24968151000
2022-06-23,25071696000
2022-06-24,26116350000
2022-06-27,25934571000
2022-06-28,25338612000
2022-06-29,25435254000
2022-06-30,25219755000
2022-07-01,25580070000
2022-07-05,25566300000
2022-07-06,25782030000
2022-07-07,26027595000
2022-07-08,25784325000
2022-07-11,25687935000
2022-07-12,25304670000
2022-07-13,25148610000
2022-07-14,25183035000
2022-07-15,25635150000
2022-07-18,25038450000
2022-07-19,25910550000
2022-07-20,26121690000
2022-07-21,26537085000
2022-07-22,26468235000
2022-07-25,26507250000
2022-07-26,26651835000
2022-07-27,27218700000
2022-07-28,27689175000
2022-07-29,28343250000
2022-08-01,28086210000
2022-08-02,28643895000
2022-08-03,28972080000
2022-08-04,28774710000
2022-08-05,28974375000
2022-08-08,28838970000
2022-08-09,28650780000
2022-08-10,29160270000
2022-08-11,29187810000
2022-08-12,29676645000
2022-08-15,29731725000
2022-08-16,29906145000
2022-08-17,29752379999
2022-08-18,29864835000
2022-08-19,29582550000
2022-08-22,28951425000
2022-08-23,29004210000
2022-08-24,29047815000
2022-08-25,29217645000
2022-08-26,28150470000
2022-08-29,27987525000
2022-08-30,27620325000
2022-08-31,27576720000
2022-09-01,27638685000
2022-09-02,27041985000
2022-09-06,27427545000
2022-09-07,28143585000
2022-09-08,28455705000
2022-09-09,28866510000
2022-09-12,29107485000
2022-09-13,28285875000
2022-09-14,28242270000
2022-09-15,27870480000
2022-09-16,27299025000
2022-09-19,27661635000
2022-09-20,27278370000
2022-09-21,26980020000
2022-09-22,26509545000
2022-09-23,26261685000
2022-09-26,26087265000
2022-09-27,25660395000
2022-09-28,26245620000
2022-09-29,25997760000
2022-09-30,26055947500
2022-10-03,27007112500
2022-10-04,27827320000
2022-10-05,27818130000
2022-10-06,27503372500
2022-10-07,26717627500
2022-10-10,26543017500
2022-10-11,26435035000
2022-10-12,26189202500
2022-10-13,26605050000
2022-10-14,26021485000
2022-10-17,26871560000
2022-10-18,27367820000
2022-10-19,27108202500
2022-10-20,26444225000
2022-10-21,27381605000
2022-10-24,27673387500
2022-10-25,28268440000
2022-10-26,28429265000
2022-10-27,28631445000
2022-10-28,29702080000
2022-10-31,29789385000
2022-11-01,30333892500
2022-11-02,29888177500
2022-11-03,30262670000
2022-11-04,31073687500
2022-11-07,31337900000
2022-11-08,31526295000
2022-11-09,31174777500
2022-11-10,32321230000
2022-11-11,31900787500
2022-11-14,31654955000
2022-11-15,31838755000
2022-11-16,31836457500
2022-11-17,31712392500
2022-11-18,32008770000
2022-11-21,32275279999
2022-11-22,32541789999
2022-11-23,32642880000
2022-11-25,32755457500
2022-11-28,32017960000
2022-11-29,31937547499
2022-11-30,32720994999
2022-12-01,32920877500
2022-12-02,33173602499
2022-12-05,32642880000
2022-12-06,32123645000
2022-12-07,32275279999
2022-12-08,32339609999
2022-12-09,31960522500
2022-12-12,32640582500
2022-12-13,32955340000
2022-12-14,32567062500
2022-12-15,31762937500
2022-12-16,31422907500
2022-12-19,31471154999
2022-12-20,31648062500
2022-12-21,32247710000
2022-12-22,31779020000
2022-12-23,32022555000
2022-12-27,32194867500
2022-12-28,31788210000
2022-12-29,32250007500
2022-12-30,32100670000
2023-01-03,32337305520
2023-01-04,32413247100
2023-01-05,31752785479
2023-01-06,33101323840
2023-01-09,32792955000
2023-01-10,32864294060
2023-01-11,33478730479
2023-01-12,33494839300
2023-01-13,33628312380
2023-01-17,33283123380
2023-01-18,32544418919
2023-01-19,31994417780
2023-01-20,32792955000
2023-01-23,32919524300
2023-01-24,33151951560
2023-01-25,32861992800
2023-01-26,33034587300
2023-01-27,33115131400
2023-01-30,32749231060
2023-01-31,33349859919
2023-02-01,33402788900
2023-02-02,33257809520
2023-02-03,33685843880
2023-02-06,33849233340
2023-02-07,33768689240
2023-02-08,33361366220
2023-02-09,33220989360
2023-02-10,33296930940
2023-02-13,33559274580
2023-02-14,33223290620
2023-02-15,33644421199
2023-02-16,33264713300
2023-02-17,33711157740
2023-02-21,32908018000
2023-02-22,32756134840
2023-02-23,32855089020
2023-02-24,32433958440
2023-02-27,32528310100
2023-02-28,32576636560
2023-03-01,32597347900
2023-03-02,32756134840
2023-03-03,33122035180
2023-03-06,33000068400
2023-03-07,32236050080
2023-03-08,32394837020
2023-03-09,31973706440
2023-03-10,31232700720
2023-03-13,31147554100
2023-03-14,31874752259
2023-03-15,30836884000
2023-03-16,31260315840
2023-03-17,31064708740
2023-03-20,31881656040
2023-03-21,32233748820
2023-03-22,31863245960
2023-03-23,31837932100
2023-03-24,32061154320
2023-03-27,32169313540
2023-03-28,32479983639
2023-03-29,32733122240
2023-03-30,32868896580
2023-03-31,33495367740
2023-04-03,33246451500
2023-04-04,32050270680
2023-04-05,31268950259
2023-04-06,31172149500
2023-04-10,31524780840
2023-04-11,31580095560
2023-04-12,31928117340
2023-04-13,31909679099
2023-04-14,31886631300
2023-04-17,32087147160
2023-04-18,32094061500
2023-04-19,31706858460
2023-04-20,31799049660
2023-04-21,31709163240
2023-04-24,31741430160
2023-04-25,31326569759
2023-04-26,30824127720
2023-04-27,31660762860
2023-04-28,31789830540
2023-05-01,32114804520
2023-05-02,33557596800
