,GNRC
2019-07-09,4363550403
2019-07-10,4325126866
2019-07-11,4281125718
2019-07-12,4370367482
2019-07-15,4431721194
2019-07-16,4434819867
2019-07-17,4256956074
2019-07-18,4392677923
2019-07-19,4406931816
2019-07-22,4430481726
2019-07-23,4524061631
2019-07-24,4502990659
2019-07-25,4511666941
2019-07-26,4555048354
2019-07-29,4492455173
2019-07-30,4539554992
2019-07-31,4480680218
2019-08-01,4395156861
2019-08-02,4400114737
2019-08-05,4338141290
2019-08-06,4467046059
2019-08-07,4491215704
2019-08-08,4545752337
2019-08-09,4524061631
2019-08-12,4486877562
2019-08-13,4540174727
2019-08-14,4460228980
2019-08-15,4457130308
2019-08-16,4571781185
2019-08-19,4607106049
2019-08-20,4594091626
2019-08-21,4626317818
2019-08-22,4727334537
2019-08-23,4633754632
2019-08-26,4646149321
2019-08-27,4651107197
2019-08-28,4753983119
2019-08-29,4783730373
2019-08-30,4833309131
2019-09-03,4573020654
2019-09-04,4696967548
2019-09-05,4977087528
2019-09-06,4947960008
2019-09-09,5011792658
2019-09-10,5002496641
2019-09-11,5145035569
2019-09-12,5136979021
2019-09-13,5158049993
2019-09-16,5097935750
2019-09-17,5097935750
2019-09-18,5040300444
2019-09-19,4956636291
2019-09-20,4957256025
2019-09-23,4939283725
2019-09-24,4876690544
2019-09-25,5009933455
2019-09-26,5016130800
2019-09-27,4887226030
2019-09-30,4861515924
2019-10-01,4761604759
2019-10-02,4738643808
2019-10-03,4793874204
2019-10-04,4840416672
2019-10-07,4839175539
2019-10-08,4767810421
2019-10-09,5202827356
2019-10-10,5346178157
2019-10-11,5119050913
2019-10-14,5171799044
2019-10-15,5254334354
2019-10-16,5337490230
2019-10-17,5320734941
2019-10-18,5419404973
2019-10-21,5371000807
2019-10-22,5403270251
2019-10-23,5567099739
2019-10-24,5604954279
2019-10-25,5629156363
2019-10-28,5786780188
2019-10-29,5675078264
2019-10-30,5750787346
2019-10-31,5993428745
2019-11-01,5696798083
2019-11-04,5779333393
2019-11-05,5808500006
2019-11-06,5765060369
2019-11-07,5752028478
2019-11-08,5796088681
2019-11-11,5966123831
2019-11-12,5779953959
2019-11-13,5738376021
2019-11-14,5804156042
2019-11-15,5787400754
2019-11-18,5850698510
2019-11-19,5881106256
2019-11-20,5885450220
2019-11-21,5824014162
2019-11-22,5814085102
2019-11-25,6038730081
2019-11-26,6112577464
2019-11-27,6146088040
2019-11-29,6112577464
2019-12-02,6050520840
2019-12-03,6054244237
2019-12-04,6101407271
2019-12-05,6128712186
2019-12-06,6313640925
2019-12-09,6147329173
2019-12-10,6237311278
2019-12-11,6177116352
2019-12-12,6179598617
2019-12-13,6146708607
2019-12-16,6279509782
2019-12-17,6255928265
2019-12-18,6282612613
2019-12-19,6292541673
2019-12-20,6317364323
2019-12-23,6268960156
2019-12-24,6309917528
2019-12-26,6327913949
2019-12-27,6311779227
2019-12-30,6275165818
2019-12-31,6249302723
2020-01-02,6337522326
2020-01-03,6316399323
2020-01-06,6290306201
2020-01-07,6392814894
2020-01-08,6214511894
2020-01-09,6175372211
2020-01-10,6133747469
2020-01-13,6269183197
2020-01-14,6345598769
2020-01-15,6354917741
2020-01-16,6456183905
2020-01-17,6431333313
2020-01-21,6362372919
2020-01-22,6372313156
2020-01-23,6398406278
2020-01-24,6627031728
2020-01-27,6522037975
2020-01-28,6653124850
2020-01-29,6814032436
2020-01-30,6678596707
2020-01-31,6435682166
2020-02-03,6445001138
2020-02-04,6478549438
2020-02-05,6465502877
2020-02-06,6394057424
2020-02-07,6296518849
2020-02-10,6790424373
2020-02-11,6848202000
2020-02-12,7065023419
2020-02-13,7191140175
2020-02-14,7036445238
2020-02-18,6902252039
2020-02-19,7222824681
2020-02-20,7266934482
2020-02-21,7218475827
2020-02-24,7006624527
2020-02-25,6666792676
2020-02-26,6887962948
2020-02-27,6561798923
2020-02-28,6398406278
2020-03-02,6766195045
2020-03-03,6910949746
2020-03-04,7335894876
2020-03-05,7238356301
2020-03-06,6958165872
2020-03-09,6279123434
2020-03-10,6713387536
2020-03-11,6341871180
2020-03-12,5864739806
2020-03-13,6182206124
2020-03-16,5427990644
2020-03-17,5889590398
2020-03-18,5500057362
2020-03-19,5504406216
2020-03-20,5267083059
2020-03-23,4908613263
2020-03-24,5324860686
2020-03-25,5452841237
2020-03-26,5987128973
2020-03-27,5526771749
2020-03-30,5810689767
2020-03-31,5801424123
2020-04-01,5170035901
2020-04-02,5384857337
2020-04-03,5271531246
2020-04-06,5728571636
2020-04-07,5581621320
2020-04-08,5999433447
2020-04-09,6310146191
2020-04-13,6166931900
2020-04-14,6356223832
2020-04-15,6028076305
2020-04-16,6008150838
2020-04-17,6183744012
2020-04-20,6187480037
2020-04-21,5862445864
2020-04-22,6019981584
2020-04-23,6038039038
2020-04-24,6074153946
2020-04-27,6155101154
2020-04-28,6174403950
2020-04-29,6455851165
2020-04-30,6067304567
2020-05-01,5808896173
2020-05-04,5878635306
2020-05-05,6190593391
2020-05-06,6195574758
2020-05-07,6176894633
2020-05-08,6467059240
2020-05-11,6466436569
2020-05-12,6209896187
2020-05-13,6095947425
2020-05-14,6268427245
2020-05-15,6519363590
2020-05-18,6937175717
2020-05-19,6856851179
2020-05-20,7036803049
2020-05-21,7125844978
2020-05-22,7123354295
2020-05-26,7347515794
2020-05-27,7599697480
2020-05-28,7346893123
2020-05-29,6928458325
2020-06-01,6884871367
2020-06-02,6879890000
2020-06-03,6987612054
2020-06-04,6882380683
2020-06-05,7150129140
2020-06-08,7090352741
2020-06-09,7034312366
2020-06-10,7050501808
2020-06-11,6639539060
2020-06-12,6565441231
2020-06-15,6880512671
2020-06-16,7145770445
2020-06-17,7004424166
2020-06-18,6894211429
2020-06-19,7069181932
2020-06-22,7286494052
2020-06-23,7265945915
2020-06-24,7052992491
2020-06-25,7149506470
2020-06-26,7331949023
2020-06-29,7402310827
2020-06-30,7602758962
2020-07-01,7550382045
2020-07-02,7652641741
2020-07-06,7787325242
2020-07-07,7764877992
2020-07-08,7892702612
2020-07-09,7894573216
2020-07-10,7941961856
2020-07-13,7896443820
2020-07-14,8176410914
2020-07-15,8352247708
2020-07-16,8264329311
2020-07-17,8405871695
2020-07-20,8519978550
2020-07-21,8486307675
2020-07-22,8451389730
2020-07-23,8531202175
2020-07-24,8433307223
2020-07-27,8626602989
2020-07-28,8437048431
2020-07-29,8712650782
2020-07-30,9218337448
2020-07-31,9825660275
2020-08-03,10143039452
2020-08-04,10261511051
2020-08-05,10626278868
2020-08-06,10785903759
2020-08-07,11136330277
2020-08-10,10370630065
2020-08-11,10279593621
2020-08-12,10681150111
2020-08-13,10904375670
2020-08-14,10933681864
2020-08-17,11360802593
2020-08-18,11328378538
2020-08-19,11298449120
2020-08-20,11376391148
2020-08-21,11642017380
2020-08-24,11730559187
2020-08-25,11620816451
2020-08-26,11898290154
2020-08-27,11638275361
2020-08-28,11786053715
2020-08-31,11845912551
2020-09-01,12049808657
2020-09-02,11939442760
2020-09-03,11103283373
2020-09-04,11130718153
2020-09-08,10899387267
2020-09-09,11469921171
2020-09-10,11225495681
2020-09-11,11124483367
2020-09-14,11479274753
2020-09-15,11666958395
2020-09-16,11630170033
2020-09-17,11478650595
2020-09-18,11390732011
2020-09-21,11300319662
2020-09-22,11404449837
2020-09-23,10959246102
2020-09-24,11103283373
2020-09-25,11264778681
2020-09-28,11858383058
2020-09-29,11731182347
2020-09-30,12080994279
2020-10-01,12238214719
2020-10-02,12337412885
2020-10-05,12968165130
2020-10-06,12937594175
2020-10-07,12917005700
2020-10-08,12758538230
2020-10-09,12822798775
2020-10-12,12726720182
2020-10-13,12573866530
2020-10-14,12664954820
2020-10-15,13088575285
2020-10-16,12990001634
2020-10-19,13109788274
2020-10-20,13218344405
2020-10-21,12811569203
2020-10-22,13060500450
2020-10-23,13228950400
2020-10-26,13126632601
2020-10-27,12958807164
2020-10-28,13545262825
2020-10-29,13511573172
2020-10-30,13111035366
2020-11-02,13262017412
2020-11-03,13821645330
2020-11-04,13943928090
2020-11-05,14394999876
2020-11-06,14539118140
2020-11-09,13759256390
2020-11-10,13597669285
2020-11-11,14055603855
2020-11-12,13711841170
2020-11-13,13474139434
2020-11-16,13300698243
2020-11-17,13107292155
2020-11-18,13222712068
2020-11-19,13522802745
2020-11-20,13910862014
2020-11-23,13702483204
2020-11-24,13341250680
2020-11-25,13507829087
2020-11-27,13812910941
2020-11-30,13451055838
2020-12-01,13290092248
2020-12-02,13147845527
2020-12-03,12950696289
2020-12-04,12805953512
2020-12-07,13033673704
2020-12-08,13530289105
2020-12-09,13066115267
2020-12-10,13180911603
2020-12-11,13555868820
2020-12-14,13604532131
2020-12-15,14000077761
2020-12-16,13753018058
2020-12-17,13638222658
2020-12-18,13525297865
2020-12-21,14367548555
2020-12-22,14181629826
2020-12-23,14162912957
2020-12-24,14549100620
2020-12-28,14539118140
2020-12-29,13811039335
2020-12-30,14298921283
2020-12-31,14208289148
2021-01-04,14030224382
2021-01-05,14243901527
2021-01-06,15387886959
2021-01-07,15900837803
2021-01-08,15775880335
2021-01-11,16294453077
2021-01-12,16185115292
2021-01-13,15784002882
2021-01-14,15810868301
2021-01-15,15795248617
2021-01-19,16710561633
2021-01-20,16793659474
2021-01-21,17014832817
2021-01-22,17344720408
2021-01-25,16808028333
2021-01-26,16544993425
2021-01-27,15545333681
2021-01-28,15802745753
2021-01-29,15396009507
2021-02-01,16165123535
2021-02-02,16681196565
2021-02-03,16513128646
2021-02-04,16384422579
2021-02-05,16905495033
2021-02-08,17431566786
2021-02-09,17216639816
2021-02-10,17340348396
2021-02-11,19750151667
2021-02-12,20420549170
2021-02-16,21900670566
2021-02-17,22199944202
2021-02-18,21958775289
2021-02-19,22709145509
2021-02-22,21036590487
2021-02-23,20807918133
2021-02-24,20160637449
2021-02-25,19722037424
2021-02-26,20590491452
2021-03-01,21633261647
2021-03-02,21161547955
2021-03-03,19884482507
2021-03-04,19100998620
2021-03-05,19182845637
2021-03-08,18419355445
2021-03-09,19314676765
2021-03-10,19649561843
2021-03-11,20727945416
2021-03-12,20574246356
2021-03-15,21124683815
2021-03-16,20361195560
2021-03-17,19775768198
2021-03-18,19178471626
2021-03-19,19095375784
2021-03-22,19601453905
2021-03-23,18966669717
2021-03-24,18548686862
2021-03-25,18807973233
2021-03-26,19745779655
2021-03-29,18939804361
2021-03-30,19852617728
2021-03-31,20500062357
2021-04-01,20271551999
2021-04-05,20349183720
2021-04-06,20887588523
2021-04-07,20410535530
2021-04-08,20779280897
2021-04-09,20685373148
2021-04-12,20555779954
2021-04-13,20563918938
2021-04-14,20382364332
2021-04-15,20475019540
2021-04-16,20799314300
2021-04-19,19951014300
2021-04-20,19643622935
2021-04-21,20222720721
2021-04-22,20137577695
2021-04-23,20696015776
2021-04-26,20711041016
2021-04-27,20769263820
2021-04-28,19793249282
2021-04-29,21109209871
2021-04-30,20280943525
2021-05-03,20362330241
2021-05-04,19594790906
2021-05-05,19991707658
2021-05-06,19918459614
2021-05-07,20495679245
2021-05-10,19107722714
2021-05-11,19070785666
2021-05-12,18104161903
2021-05-13,18365851497
2021-05-14,18837268397
2021-05-17,18402788545
2021-05-18,18522364412
2021-05-19,18881718065
2021-05-20,19315571865
2021-05-21,19324962640
2021-05-24,19447668766
2021-05-25,19589156441
2021-05-26,20046800204
2021-05-27,20423057252
2021-05-28,20579570167
2021-06-01,20143212160
2021-06-02,20076850684
2021-06-03,19808274522
2021-06-04,20496931348
2021-06-07,20657200573
2021-06-08,21961892232
2021-06-09,21518021605
2021-06-10,21574992306
2021-06-11,21860471863
2021-06-14,22230468394
2021-06-15,22679347435
2021-06-16,23145129870
2021-06-17,23723601604
2021-06-18,24190636142
2021-06-21,24366556658
2021-06-22,24839851713
2021-06-23,25425210015
2021-06-24,24580040274
2021-06-25,24794775994
2021-06-28,25617407875
2021-06-29,25694412229
2021-06-30,26025934920
2021-07-01,25916853560
2021-07-02,26029069442
2021-07-06,26916139125
2021-07-07,27130540420
2021-07-08,26743740424
2021-07-09,27356225993
2021-07-12,28094719341
2021-07-13,27911663265
2021-07-14,27378794551
2021-07-15,27136182559
2021-07-16,26978202658
2021-07-19,27223322267
2021-07-20,27359360515
2021-07-21,28043940087
2021-07-22,27871541385
2021-07-23,28188128092
2021-07-26,27875302812
2021-07-27,27516086608
2021-07-28,27022085964
2021-07-29,26286100234
2021-07-30,26289861660
2021-08-02,25076174800
2021-08-03,25207197813
2021-08-04,25091220504
2021-08-05,25309383225
2021-08-06,26019038972
2021-08-09,26195826004
2021-08-10,26272935242
2021-08-11,26155704125
2021-08-12,26538115790
2021-08-13,25960109961
2021-08-16,25714990353
2021-08-17,24448643525
2021-08-18,24452404951
2021-08-19,24565247738
2021-08-20,25096235739
2021-08-23,26018412068
2021-08-24,26261024059
2021-08-25,26697976405
2021-08-26,26798281104
2021-08-27,27402616917
2021-08-30,27753056459
2021-08-31,27394467160
2021-09-01,27502921616
2021-09-02,28399394865
2021-09-03,28445785788
2021-09-07,27931724205
2021-09-08,27785028582
2021-09-09,28539194539
2021-09-10,28292821122
2021-09-13,27501667807
2021-09-14,27178812056
2021-09-15,27680335552
2021-09-16,27627675585
2021-09-17,27292908652
2021-09-20,26403331351
2021-09-21,26657227621
2021-09-22,27726099571
2021-09-23,28462712206
2021-09-24,27872795194
2021-09-27,27822015940
2021-09-28,26664750473
2021-09-29,25485543353
2021-09-30,25742994993
2021-10-01,25508664258
2021-10-04,25328506757
2021-10-05,25385829599
2021-10-06,25522522527
2021-10-07,26304254898
2021-10-08,25623939861
2021-10-11,25799687912
2021-10-12,26546774610
2021-10-13,26388034435
2021-10-14,27322837688
2021-10-15,28468664588
2021-10-18,29607562352
2021-10-19,29155278837
2021-10-20,28864255183
2021-10-21,29714019057
2021-10-22,29626459992
2021-10-25,29613861565
2021-10-26,29777011190
2021-10-27,30795593981
2021-10-28,31717798808
2021-10-29,31405357828
2021-11-01,31861420871
2021-11-02,30461735676
2021-11-03,28560633102
2021-11-04,28474333879
2021-11-05,27897955863
2021-11-08,28255121257
2021-11-09,27703940093
2021-11-10,27741105451
2021-11-11,28348349613
2021-11-12,28149294473
2021-11-15,27348664463
2021-11-16,27633388904
2021-11-17,26874963623
2021-11-18,26588349417
2021-11-19,27354333755
2021-11-22,27715908598
2021-11-23,27264884926
2021-11-24,27533861334
2021-11-26,27285042408
2021-11-29,26745199829
2021-11-30,26534806104
2021-12-01,25421735114
2021-12-02,25603782379
2021-12-03,24287246799
2021-12-06,23097955328
2021-12-07,22577640309
2021-12-08,23179845101
2021-12-09,22717482845
2021-12-10,21936380395
2021-12-13,21762522108
2021-12-14,21499214992
2021-12-15,22398112730
2021-12-16,22049766235
2021-12-17,22515278098
2021-12-20,21802837073
2021-12-21,21933860710
2021-12-22,22161262310
2021-12-23,22128506401
2021-12-27,22178270186
2021-12-28,21932600867
2021-12-29,21853860701
2021-12-30,22233703263
2021-12-31,22329105809
2022-01-03,22074673795
2022-01-04,21070269260
2022-01-05,19801917004
2022-01-06,20138198718
2022-01-07,20084901239
2022-01-10,20540467787
2022-01-11,20512550599
2022-01-12,20240352220
2022-01-13,19690880589
2022-01-14,19433276106
2022-01-18,18711222162
2022-01-19,18486610430
2022-01-20,18026603351
2022-01-21,17204933880
2022-01-24,18158578062
2022-01-25,17532332681
2022-01-26,16826141082
2022-01-27,16305856166
2022-01-28,16921949646
2022-01-31,17916835924
2022-02-01,18274690427
2022-02-02,17913028961
2022-02-03,17476497227
2022-02-04,17761384943
2022-02-07,17763922918
2022-02-08,18046907153
2022-02-09,18684573422
2022-02-10,18321008475
2022-02-11,17466345326
2022-02-14,17159884821
2022-02-15,17556443446
2022-02-16,20077921807
2022-02-17,19212472264
2022-02-18,18702339248
2022-02-22,17922546368
2022-02-23,17194147486
2022-02-24,19120470663
2022-02-25,20085535732
2022-02-28,20016375908
2022-03-01,20382478831
2022-03-02,20076018325
2022-03-03,20296187674
2022-03-04,20144543656
2022-03-07,19818413843
2022-03-08,19423124205
2022-03-09,19745447056
2022-03-10,19238486509
2022-03-11,17869883383
2022-03-14,17508221917
2022-03-15,18208703072
2022-03-16,19381247614
2022-03-17,19659155899
2022-03-18,20261290515
2022-03-21,19798744535
2022-03-22,20551888675
2022-03-23,20144543656
2022-03-24,20520798479
2022-03-25,19834910681
2022-03-28,19817144855
2022-03-29,20376133893
2022-03-30,19736564142
2022-03-31,18924317722
2022-04-01,19162415510
2022-04-04,20081065529
2022-04-05,20117989785
2022-04-06,19103846000
2022-04-07,18905218969
2022-04-08,18297241999
2022-04-11,17659980274
2022-04-12,16864198898
2022-04-13,17067282305
2022-04-14,15991385886
2022-04-18,15869153867
2022-04-19,17010622672
2022-04-20,16535063722
2022-04-21,15342664910
2022-04-22,15150404129
2022-04-25,15618960203
2022-04-26,14639194174
2022-04-27,14662749303
2022-04-28,14853736833
2022-04-29,13966281443
2022-05-02,14431654391
2022-05-03,14907849966
2022-05-04,16665571867
2022-05-05,16585357105
2022-05-06,15386592041
2022-05-09,14479401274
2022-05-10,14217748358
2022-05-11,13026622796
2022-05-12,13625687015
2022-05-13,14418921889
2022-05-16,13995566198
2022-05-17,14381997634
2022-05-18,13357031223
2022-05-19,14240666861
2022-05-20,14059228708
2022-05-23,14685031181
2022-05-24,13727547031
2022-05-25,14720045562
2022-05-26,15357943912
2022-05-27,16308425186
2022-05-31,15729732970
2022-06-01,15524739688
2022-06-02,17122032064
2022-06-03,17117575688
2022-06-06,18101798093
2022-06-07,18639109677
2022-06-08,18473587151
2022-06-09,17689901653
2022-06-10,16647746365
2022-06-13,15566756945
2022-06-14,15288551776
2022-06-15,15822680235
2022-06-16,14259765614
2022-06-17,14021667827
2022-06-21,14004478949
2022-06-22,13532739750
2022-06-23,14127347594
2022-06-24,14295416620
2022-06-27,14233027360
2022-06-28,13816037920
2022-06-29,13662611271
2022-06-30,13319159940
2022-07-01,13757481616
2022-07-05,13705616713
2022-07-06,13736609155
2022-07-07,14565815095
2022-07-08,14582892563
2022-07-11,14093970983
2022-07-12,13871963900
2022-07-13,13822628993
2022-07-14,13193925176
2022-07-15,13602519407
2022-07-18,14148998379
2022-07-19,14584157560
2022-07-20,15761870345
2022-07-21,15804880264
2022-07-22,15175543948
2022-07-25,15087626613
2022-07-26,14683459874
2022-07-27,15505075828
2022-07-28,16248261930
2022-07-29,16969943072
2022-08-01,16760585966
2022-08-02,16865580768
2022-08-03,15748587870
2022-08-04,15407038512
2022-08-05,15694192972
2022-08-08,15942765004
2022-08-09,15445620940
2022-08-10,16422199102
2022-08-11,16846605804
2022-08-12,17742856618
2022-08-15,17214720111
2022-08-16,16919975666
2022-08-17,16167934581
2022-08-18,17053432915
2022-08-19,16192602034
2022-08-22,15276743757
2022-08-23,15388696047
2022-08-24,15429808469
2022-08-25,15810572753
2022-08-26,14856132049
2022-08-29,14642979950
2022-08-30,14040841083
2022-08-31,13940906271
2022-09-01,14737854771
2022-09-02,14129390916
2022-09-06,14263480664
2022-09-07,14540515143
2022-09-08,14751769745
2022-09-09,15053471678
2022-09-12,14720144805
2022-09-13,13484242130
2022-09-14,13440599712
2022-09-15,13198352668
2022-09-16,12660728679
2022-09-19,12477936523
2022-09-20,11605720664
2022-09-21,11121226576
2022-09-22,10820789641
2022-09-23,11168031488
2022-09-26,11484913391
2022-09-27,11398893553
2022-09-28,11851130202
2022-09-29,11015599274
2022-09-30,11110728789
2022-10-03,11063327005
2022-10-04,11557927203
2022-10-05,11144409004
2022-10-06,10520701314
2022-10-07,9621314825
2022-10-10,9613830333
2022-10-11,9484099134
2022-10-12,9354367934
2022-10-13,9132951704
2022-10-14,8541053106
2022-10-17,8978895905
2022-10-18,9214657412
2022-10-19,6879495820
2022-10-20,6854547513
2022-10-21,6828351790
2022-10-24,7065360712
2022-10-25,7564950572
2022-10-26,7455801726
2022-10-27,7472641833
2022-10-28,7278668742
2022-10-31,7229395834
2022-11-01,7153927204
2022-11-02,6593213990
2022-11-03,6323772268
2022-11-04,6315040361
2022-11-07,6110464238
2022-11-08,6444147853
2022-11-09,6048093469
2022-11-10,6854547513
2022-11-11,7115257327
2022-11-14,6677414529
2022-11-15,6717331821
2022-11-16,6474085822
2022-11-17,6324395976
2022-11-18,6416081007
2022-11-21,6397369776
2022-11-22,6637497236
2022-11-23,6674919698
2022-11-25,6564523437
2022-11-28,6365560684
2022-11-29,6278241607
2022-11-30,6581363544
2022-12-01,6429802576
2022-12-02,6280736438
2022-12-05,6025016285
2022-12-06,5880939809
2022-12-07,5659523579
2022-12-08,5782393993
2022-12-09,5779899163
2022-12-12,5987593824
2022-12-13,6162231977
2022-12-14,6308803284
2022-12-15,5792997024
2022-12-16,5905264408
2022-12-19,5721270640
2022-12-20,5671374025
2022-12-21,5743100409
2022-12-22,5600271348
2022-12-23,5749961194
2022-12-27,5685095594
2022-12-28,6002562808
2022-12-29,6276994192
2022-12-30,6278241607
2023-01-03,6014641059
2023-01-04,6273792004
2023-01-05,6049112443
2023-01-06,6201771433
2023-01-09,6447380048
2023-01-10,6744080180
2023-01-11,6874578993
2023-01-12,6989688796
2023-01-13,6996459961
2023-01-17,7048167038
2023-01-18,7011848972
2023-01-19,6483082554
2023-01-20,6678215213
2023-01-23,7143578906
2023-01-24,7041395873
2023-01-25,6845647653
2023-01-26,6953986290
2023-01-27,7245146378
2023-01-30,6964450818
2023-01-31,7423658906
2023-02-01,7789301807
2023-02-02,8061379522
2023-02-03,7536922027
2023-02-06,7472288181
2023-02-07,7548617675
2023-02-08,8458723786
2023-02-09,7258688708
2023-02-10,7181128093
2023-02-13,7524610818
2023-02-14,7707432269
2023-02-15,8324223830
2023-02-16,7996745676
2023-02-17,7803459697
2023-02-21,7126343213
2023-02-22,7306702422
2023-02-23,7464901455
2023-02-24,7276539961
2023-02-27,7362718422
2023-02-28,7387340840
2023-03-01,7278386642
2023-03-02,7509221807
2023-03-03,7792995170
2023-03-06,7737594730
2023-03-07,7474750422
2023-03-08,7475981543
2023-03-09,7251301983
2023-03-10,6965681939
2023-03-13,6995228840
2023-03-14,6950292928
2023-03-15,6985379873
2023-03-16,7111569763
2023-03-17,6963835257
2023-03-20,6876425675
2023-03-21,7062324928
2023-03-22,6806867345
2023-03-23,6593267872
2023-03-24,6846263213
2023-03-27,6753313587
2023-03-28,6757622510
2023-03-29,6929979433
2023-03-30,6892430246
2023-03-31,6666551528
2023-04-03,6698646767
2023-04-04,6283260305
2023-04-05,6145621105
2023-04-06,6159817077
2023-04-10,6307948950
2023-04-11,6262274956
2023-04-12,6180802425
2023-04-13,6387569832
2023-04-14,6278939792
2023-04-17,6430157746
2023-04-18,6410406830
2023-04-19,6379546023
2023-04-20,6381397671
2023-04-21,6343747486
2023-04-24,6462252985
2023-04-25,6301776789
2023-04-26,5742578966
2023-04-27,6147472754
2023-04-28,6309183383
2023-05-01,6327699867
2023-05-02,6344981919
2023-05-03,7081937990
2023-05-04,6729507574
2023-05-05,7047373886
2023-05-08,6818386698
2023-05-09,6898624796
2023-05-10,6964666923
2023-05-11,6910351903
2023-05-12,6881342744
2023-05-15,7201677921
2023-05-16,6933806116
2023-05-17,7179458140
2023-05-18,7275743858
2023-05-19,7023302457
2023-05-22,7300432503
2023-05-23,7255375725
2023-05-24,7166496601
2023-05-25,7186247518
2023-05-26,7124525904
2023-05-30,6989972785
2023-05-31,6722718196
2023-06-01,7009106485
2023-06-02,7084406854
2023-06-05,6956025897
2023-06-06,7241179754
2023-06-07,7297346423
2023-06-08,7207232866
2023-06-09,7207232866
2023-06-12,7262165103
2023-06-13,7647925190
2023-06-14,7378818953
2023-06-15,7531888556
2023-06-16,7370795143
2023-06-20,7954064396
2023-06-21,8117626673
2023-06-22,7703474643
2023-06-23,7966408718
2023-06-26,8086148650
2023-06-27,8797181643
2023-06-28,9139119384
2023-06-29,9097765903
2023-06-30,9151875457
2023-07-03,9242087064
2023-07-05,8498301571
2023-07-06,8177344630
2023-07-07,8351017315
2023-07-10,8659700568
2023-07-11,9051231215
2023-07-12,9137760716
2023-07-13,9008273307
2023-07-14,8768322707
2023-07-17,8768322707
2023-07-18,8838896413
2023-07-19,9016864889
2023-07-20,9038343843
2023-07-21,8916834332
2023-07-24,8996613304
2023-07-25,9059822797
2023-07-26,9327389195
2023-07-27,9132851240
2023-07-28,9199129156
2023-07-31,9432329228
2023-08-01,9412691327
2023-08-02,7115670618
2023-08-03,6797782098
2023-08-04,6992933738
2023-08-07,6787963148
2023-08-08,6648656789
2023-08-09,6551080970
2023-08-10,6668294690
2023-08-11,6600789406
2023-08-14,6887993705
2023-08-15,6911927397
2023-08-16,6678113640
2023-08-17,6779371566
2023-08-18,6956112674
2023-08-21,7129785359
2023-08-22,6964704255
2023-08-23,7000297950
2023-08-24,7044483227
2023-08-25,7053688493
2023-08-28,7313890679
2023-08-29,7436013874
2023-08-30,7316345416
2023-08-31,7291184356
2023-09-01,7299162253
2023-09-05,7229815916
2023-09-06,7269705402
2023-09-07,7248840132
2023-09-08,7068416919
2023-09-11,7104624298
2023-09-12,7005821110
2023-09-13,6851172641
2023-09-14,6868355804
2023-09-15,6853013694
2023-09-18,6750528400
2023-09-19,6745618924
2023-09-20,6764029456
2023-09-21,6656021002
2023-09-22,6551080970
2023-09-25,6591584140
2023-09-26,6334450376
2023-09-27,6682409431
2023-09-28,6687932591
2023-09-29,6686705222
2023-10-02,6407557035
2023-10-03,6229401585
2023-10-04,6142437569
2023-10-05,6107410396
2023-10-06,6191354828
2023-10-09,6246915172
2023-10-10,6486670133
2023-10-11,6509015054
2023-10-12,6125527899
2023-10-13,6137606235
2023-10-16,6054869636
2023-10-17,6037356049
2023-10-18,5767405249
2023-10-19,5674402064
2023-10-20,5337416501
2023-10-23,5332585167
2023-10-24,5239581983
2023-10-25,5140539631
2023-10-26,5026399359
2023-10-27,4964195931
2023-10-30,4966611598
2023-10-31,5077128369
2023-11-01,5805452006
2023-11-02,6000517126
2023-11-03,6336294855
2023-11-06,6188335244
2023-11-07,6268052259
2023-11-08,6267448342
2023-11-09,6210680165
2023-11-10,6253558256
2023-11-13,6252954340
2023-11-14,6620135742
2023-11-15,6690190088
2023-11-16,6853247619
2023-11-17,6891898293
2023-11-20,6881631708
2023-11-21,6804934277
2023-11-22,6782589356
2023-11-24,6812181278
2023-11-27,6807953860
2023-11-28,6877404290
2023-11-29,6981277976
2023-11-30,7070053743
2023-12-01,7385902219
2023-12-04,7420325475
2023-12-05,7414286308
2023-12-06,7432403811
2023-12-07,7280216782
2023-12-08,7340608460
2023-12-11,7349667212
2023-12-12,7375635634
2023-12-13,7561642002
2023-12-14,7794149962
2023-12-15,7742817036
2023-12-18,7765765874
2023-12-19,7974117163
2023-12-20,7675782273
2023-12-21,7818910550
2023-12-22,7779052043
2023-12-26,7844275055
2023-12-27,7868431726
2023-12-28,7907082400
2023-12-29,7805020464
2024-01-02,7623013237
2024-01-03,7165165618
2024-01-04,6962276281
2024-01-05,7039481958
2024-01-08,7240575814
2024-01-09,7389002232
2024-01-10,7441669671
2024-01-11,7314190530
2024-01-12,7391396207
2024-01-16,6953298877
2024-01-17,6852153455
2024-01-18,6935942562
2024-01-19,6991602468
2024-01-22,7029906060
2024-01-23,7022724137
2024-01-24,6773152297
2024-01-25,6861130859
2024-01-26,6864123327
2024-01-29,6947912434
2024-01-30,6932950094
2024-01-31,6803076978
2024-02-01,6902426919
2024-02-02,6950904902
2024-02-05,6822228774
2024-02-06,7023322630
2024-02-07,7529049739
2024-02-08,7609247884
2024-02-09,7595482531
2024-02-12,7808546260
2024-02-13,7408752521
2024-02-14,7387805245
2024-02-15,7222621006
2024-02-16,7019133175
2024-02-20,6846168519
2024-02-21,6800084510
2024-02-22,6688166203
2024-02-23,6750409539
