,Value-Weighted
2013-06-03,0.0017423869886709908
2013-07-01,0.005197397070439917
2013-08-01,0.0016203970098837735
2013-09-03,0.0019014241037527586
2013-10-01,0.0673665335214036
2013-11-01,0.06422469850967512
2013-12-02,0.031427950686463445
2014-01-02,0.03656632840155762
2014-02-03,0.032649656124129546
2014-03-03,0.00178118895978829
2014-04-01,0.009099404955050891
2014-05-01,0.0010307426276938546
2014-06-02,0.031198498738021524
2014-07-01,0.06326777693123883
2014-08-01,0.06380729177510835
2014-09-02,0.06444838263724699
2014-10-01,0.03368939349492524
2014-11-03,0.03172190066679725
2014-12-01,0.031803096961837404
2015-01-02,0.0021154217135439697
2015-02-02,0.06595212926685332
2015-03-02,0.06578828752374999
2015-04-01,0.03529791274492139
2015-05-01,0.0630188734675952
2015-06-01,0.06568660576828209
2015-07-01,0.03794304715776019
2015-08-03,0.0008744481411392998
2015-09-01,0.0018342579580045617
2015-10-01,0.06410475499604844
2015-11-02,0.06422537250350885
2015-12-01,0.03312708589781174
2016-01-04,0.03389302201395256
2016-02-01,0.0649038069050661
2016-03-01,0.0018369750349063775
2016-04-01,0.002930849847173435
2016-05-02,0.002052868124149187
2016-06-01,0.0017506740676291703
2016-07-01,0.0037998996712833525
2016-08-01,0.03046452124618668
2016-09-01,0.032055249133491906
2016-10-03,0.033563837052605246
2016-11-01,0.0317335560606511
2016-12-01,0.06229323476933084
2017-01-03,0.092250687362772
2017-02-01,0.03145807644484559
2017-03-01,0.05995949126895826
2017-04-03,0.03259516134753456
2017-05-01,0.030975529941739924
2017-06-01,0.03137336868574227
2017-07-03,0.0325301996718336
2017-08-01,0.05969946182531946
2017-09-01,0.0014829042888690105
2017-10-02,0.03232090593410296
2017-11-01,0.03228301925652419
2017-12-01,0.03114542131031681
2018-01-02,0.030166586925650305
2018-02-01,0.028685965068918354
2018-03-01,0.029749279672394296
2018-04-02,0.03168070927880419
2018-05-01,0.028013987132871287
2018-06-01,0.02835749272480901
2018-07-02,0.029652778268186998
2018-08-01,0.026647903350252217
2018-09-04,0.027137488001943787
2018-10-01,0.029764007162516107
2018-11-01,0.029272150462799986
2018-12-03,0.02831326273549361
2019-01-02,0.03126798771550543
2019-02-01,0.030144100891295586
2019-03-01,0.029535675019301277
2019-04-01,0.09856799317558196
2019-05-01,0.053702663308471586
2019-06-03,0.054624613629533705
2019-07-01,0.02904090175379569
2019-08-01,0.025355395004054346
2019-09-03,0.02480410829162343
2019-10-01,0.051187350421117134
2019-11-01,0.05003523895962189
2019-12-02,0.0012306730538227395
2020-01-02,0.002939416317151765
2020-02-03,0.021141914899962137
2020-03-02,0.021255332473914826
2020-04-01,0.04306318969600574
2020-05-01,0.0007527234955840637
2020-06-01,0.04102054056584144
2020-07-01,0.040616042786412676
2020-08-03,0.020457179535136247
2020-09-01,0.020146027906463637
2020-10-01,0.0017407671198117342
2020-11-02,0.0007388569603928793
2020-12-01,0.03864936528058756
2021-01-04,0.05362245196741151
2021-02-01,0.03449214460403875
2021-03-01,0.018539809008592752
2021-04-01,0.002110459897116534
2021-05-03,0.018215501985583304
2021-06-01,0.0007753763467041666
2021-07-01,0.021200773266606916
2021-08-02,0.019192907453440766
2021-09-01,0.000733899383357741
2021-10-01,0.01885615386608647
2021-11-01,0.017434595247725615
2021-12-01,0.03308365440722531
2022-01-03,0.04790829589990487
2022-02-01,0.015619957842116713
2022-03-01,0.01803716181660623
2022-04-01,0.03455861771318654
2022-05-02,0.018359176792964754
2022-06-01,0.019927423089708643
2022-07-01,0.03142701991852035
2022-08-01,0.0008943600212461406
2022-09-01,0.019107448070513525
2022-10-03,0.003057714826813952
2022-11-01,0.02079142204223029
2022-12-01,0.022857685059408203
2023-01-03,0.025332600674016874
2023-02-01,0.02083604372487381
2023-03-01,0.0011043728227562322
2023-04-03,0.019758362952597353
2023-05-01,0.019431032754458177
2023-06-01,0.03712776413288667
